age_range,religious_affiliation,military,RACE,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,target
51-65,Jewish,Veteran,Asian,B,D,-42.46175736365503,D,C,B,-65.6728609602169,-183.9367041790191,E,-27.210250856776142,E,C,-135.9776408097767,-29.53660433562913,0
26-35,Hindu,No,African American,E,A,3.791100253394731,E,D,B,119.89532115610602,-130.042263986409,C,-8.892266717879776,A,C,146.08333653173193,-7.155367714121823,0
65+,Hindu,Non-Veteran,African American,C,C,7.281652978339961,E,D,A,161.39545270403988,-167.80445847595598,D,80.99124085373481,B,B,37.004073105386006,-26.96412677898527,1
65+,Hindu,Veteran,African American,E,C,70.76124479172789,B,A,D,127.5324948551791,57.29374992578655,B,-72.80000206921896,A,C,-219.90560423251569,-110.60034740327715,1
36-50,Muslim,Non-Veteran,Hispanic,C,A,-13.039274717132404,E,E,B,58.46215069624515,-140.40516319546893,C,208.4248126376733,B,B,75.89117136895203,43.65903200812675,1
36-50,Christian,Veteran,White,C,E,-0.9280551046654117,E,E,E,64.13210509632383,-47.71529094821508,E,-77.58897789825897,A,D,-155.39968371419403,89.83547335004035,0
26-35,Jewish,Veteran,White,B,A,161.32228579045776,B,E,C,-4.776731458766791,70.0276039097361,A,-17.959590683361533,A,E,77.13022579300075,-49.62240140506537,1
18-25,None,Non-Veteran,Hispanic,B,B,26.05481900317112,E,D,C,38.20051352685176,-83.03400514224484,E,-36.89656311282447,D,E,-46.014564218876444,-149.63134486235077,0
36-50,Buddhist,Non-Veteran,Other,B,E,119.41348599023536,B,E,B,99.81323928858316,109.0430329123237,A,27.2775721118381,C,C,-119.20024761934765,124.84010939475274,0
18-25,Christian,No,Black,B,C,-53.53042418509028,E,B,C,-32.69325809914616,-68.67335376515709,D,-195.34481750585536,B,D,53.79183198987762,-46.7951295436284,0
36-50,Buddhist,Yes,Asian,D,A,54.051485280924474,D,B,D,-240.7345498772338,-28.171831498310514,E,45.97700624947557,B,D,104.13139872075574,50.393913662985604,0
18-25,Jewish,Veteran,African American,E,A,90.00989303584586,D,B,E,-71.00004002698836,192.40004401092745,D,44.42877674321515,A,A,-55.37787000585761,-62.155490231646496,0
36-50,Jewish,No,Other,B,D,37.2736675903018,B,B,A,68.51137568661267,154.68298668446135,B,-5.231282687859611,E,A,-173.9319951913267,71.65315343359072,0
51-65,Jewish,Yes,Asian,B,E,96.31335055701405,C,A,E,78.53436594036921,-4.855238808226266,D,17.539540807486027,E,E,256.5729486822283,103.82816335184903,0
36-50,None,Yes,White,D,D,-155.8898650999167,E,A,A,-37.518553797151064,202.78779841509933,D,-3.9935445158074274,A,E,48.261500936827,-84.90502350438967,0
18-25,Buddhist,Veteran,Other,E,D,18.549461019216174,C,C,A,87.6098994342065,-145.24288793124208,E,-68.5723656329242,C,A,129.46938943698964,141.534952842125,0
26-35,Christian,No,Other,B,A,12.856907864862041,A,A,E,54.72515430269992,24.657304362538714,D,157.92850877011895,D,B,-47.714181835964844,17.26844879917794,0
18-25,Hindu,Non-Veteran,Black,D,B,-94.39817536208601,D,D,C,62.63894651677131,-52.8709241737916,E,234.72210401013874,E,E,48.3543440182981,17.47823965400181,1
51-65,Hindu,No,Black,D,A,7.255345571197598,E,C,B,-8.774869198418552,127.75220855910842,E,-48.34444029893878,C,E,42.55018778453591,-77.81049721798414,1
65+,Christian,Non-Veteran,White,D,B,91.13194900506336,A,D,C,-55.606909175691364,-88.54048696859351,D,-143.88788152349653,C,D,146.68527095312606,106.74968215066092,0
36-50,Muslim,No,Other,B,B,14.804216967007394,D,B,A,-137.98500507608807,5.171181099137985,C,37.72304370480439,A,E,110.54271837220509,-101.65310894159434,1
18-25,Muslim,Veteran,Hispanic,C,A,-5.164473161024836,E,B,E,341.930666251183,-106.17897078386433,A,28.89671448011238,A,C,-56.046219077078504,198.81480980840885,0
26-35,Buddhist,Non-Veteran,Black,C,D,-52.41499172540806,B,D,E,-94.21635863664577,196.1959697621748,C,-130.31278674884823,A,A,53.03878396054762,-82.82546482453506,0
51-65,Christian,No,Black,E,E,-39.097092762354265,E,C,E,-113.90524458607835,-8.812486218889012,B,1.2436810371166382,E,D,-98.1439370531196,-251.10975617010948,1
65+,None,Veteran,African American,E,E,-55.432348347664416,E,B,A,43.74329402775134,-55.68998455522605,B,-112.90857804526331,C,E,-163.56432730564595,37.54390404075408,0
51-65,None,Non-Veteran,Black,A,A,45.102686656667636,E,C,D,18.69025378281917,10.878364879789176,C,-134.53944002933017,C,E,85.3942571887961,-0.37683790466193556,0
36-50,Buddhist,Non-Veteran,African American,D,A,116.84156400317292,C,E,E,183.4647844294602,139.90412538157778,D,49.93633994741951,A,C,-27.405629008413808,70.35625177345763,1
51-65,Jewish,No,Asian,A,E,-108.7002234468919,C,D,C,-108.54847787720934,102.55222273903328,D,149.43983593852948,E,D,17.6945832650356,32.1742581387295,1
26-35,None,Yes,Asian,C,A,133.59837622242503,A,A,A,-116.1177711334521,127.2633972948477,E,-62.973134010772135,B,A,-287.4210837185486,-45.27687954246882,0
65+,Muslim,No,African American,A,C,191.56607395599724,E,B,B,-31.605724180187256,-48.63231405603597,D,108.57349176569609,B,B,4.981715193886895,16.098695106968254,1
18-25,Christian,No,Other,A,D,117.78821087041145,C,C,D,41.06945200801281,11.475931901982381,A,120.86679623601286,D,C,-22.348027745873743,-54.21867885820178,1
51-65,Buddhist,No,Hispanic,E,C,15.360909286162109,E,E,A,-52.55006839168721,17.363848710183678,B,-81.01633590357957,A,E,-120.27894628027195,-101.52270341307934,1
18-25,Jewish,Non-Veteran,Black,E,B,-128.20593330269529,E,A,E,72.03964623924703,-29.43001204426431,B,-10.718338112984407,D,D,34.11917399998791,129.35680118498226,1
65+,Jewish,Non-Veteran,White,C,A,122.37546656424423,B,A,E,5.493536573668052,6.791947979818384,E,60.81700463982399,C,D,-21.82692882580952,-134.09483229507435,1
36-50,Muslim,No,African American,D,E,-33.50110123838817,A,B,E,-80.90826824221885,-127.11123485192446,E,133.47516270543034,D,D,-41.315974941190966,-4.643526356122813,0
18-25,Jewish,Non-Veteran,Hispanic,E,D,37.68980653907307,A,D,E,-196.99808592598896,-33.827638122458396,C,-177.36230292525676,D,B,-11.50869659198305,-76.51663509429112,0
51-65,Christian,Yes,Asian,B,D,128.23823006849614,B,A,A,37.798030871662974,2.1684945387842816,B,81.84117657135849,A,A,-21.586998233960678,-153.50592220153865,0
36-50,Buddhist,Veteran,Asian,C,C,-121.03976985942877,A,A,C,-267.1403513809762,-105.35902107761044,A,-18.716801116840685,B,E,107.04514719475885,42.17924609272691,0
18-25,None,Veteran,African American,E,B,-129.95597733241163,E,D,A,22.177641369145924,-141.96355312062417,A,244.51560063308153,D,B,-202.20500090099623,-1.0097811609350162,1
18-25,Other,Non-Veteran,African American,E,D,47.56029735048471,D,D,B,108.03208844870447,33.43595109026564,A,71.43417912792012,B,A,-106.35194784002479,-131.80334737807246,0
36-50,None,Non-Veteran,White,A,A,-48.80726500005095,D,B,E,-96.2743225949281,-90.93969946705145,E,-145.2907829391138,B,B,-91.34513496762264,202.9897250887404,0
65+,Other,Non-Veteran,African American,A,D,46.12918310709259,C,B,B,-117.70514437366957,41.69857005792801,A,71.28407486785252,E,E,190.6098581568342,-215.88651014098943,1
51-65,Other,No,African American,D,C,49.337728038145926,D,B,B,-27.137688557547257,-66.25944036656234,C,74.93867302496699,B,B,151.68307177189823,44.07323723939576,0
65+,Buddhist,Yes,Black,C,A,14.362362499370484,E,E,C,4.174546732713366,-41.7046020885698,C,93.83443417960832,C,A,-64.3488438263956,-57.291290894092114,0
26-35,None,Yes,Black,D,C,97.77708308211757,C,C,A,-90.23720824195847,34.0325581619562,D,-60.42447896659454,A,A,-52.27859815966439,-75.67704448997827,0
26-35,Buddhist,Veteran,Black,B,B,6.2545759522124875,D,C,A,65.50534587275682,52.409214087969545,D,-148.36557001811943,E,E,-7.198758212726659,36.31227787911396,0
51-65,Muslim,Yes,African American,E,E,-161.92885650391057,A,B,C,29.706233410772825,63.16208900294416,E,-98.22180550026235,D,A,60.88533953714995,-70.68721246787354,1
51-65,Other,Non-Veteran,African American,D,B,69.21584426481566,C,E,B,208.60435638979325,32.42168109904271,B,-209.61151447732612,E,B,-81.95697550374959,10.66393404686224,0
18-25,None,Veteran,African American,B,B,82.92485767685112,E,E,A,-70.76771379083313,-38.78649816721327,A,148.49603086528475,C,D,119.07336700693322,113.12120213268176,1
36-50,Other,Non-Veteran,Black,D,B,-116.15869128452023,D,C,D,-80.96974364455407,-134.4686806127733,C,160.1701999857173,C,C,124.51297242243517,-96.57292266631364,0
51-65,Christian,Yes,Hispanic,C,C,-47.11699174607425,A,E,A,-49.87218572433359,96.90420496346282,C,80.2751499985489,D,D,5.867434142264619,78.82297325971342,1
51-65,Hindu,Veteran,White,D,C,-63.637070140143756,A,B,A,113.66773020699638,-39.567917716299924,E,-9.242245267424494,E,E,100.7015178930654,239.12003935224266,0
18-25,None,No,Black,D,B,21.901677618956423,C,C,C,-143.35460462581375,-57.83756645997572,A,-98.41447622245597,B,C,53.162730000931504,161.2427892720158,1
36-50,None,Veteran,Asian,A,D,166.1824162060105,B,E,B,60.46166545908046,83.73694433662797,E,-118.15821958895513,B,D,21.11087413379891,-28.105252894959655,1
18-25,Christian,No,Asian,C,B,-233.25488438638416,A,B,C,-6.144369867421159,-48.600631378633935,A,-63.168432920410034,B,A,132.7876996905051,10.445629383431971,1
36-50,Muslim,No,Hispanic,C,B,90.7784230542708,C,A,D,144.2627750005753,106.59894138943216,D,156.32874765518096,A,B,-48.71847216937809,11.556512374381855,1
51-65,Muslim,No,White,D,B,73.49198325288987,E,E,E,20.54686889940726,-75.61938944676184,A,164.93205097153952,C,A,65.99874565647875,117.55980817915864,0
26-35,Other,Yes,Other,C,A,-314.31237711859734,D,B,E,-90.52248503692319,112.70077876214471,E,170.8746988442342,D,A,-93.29125058537646,-53.15192715154083,1
65+,Buddhist,Yes,Asian,B,C,-1.4078013351130119,A,B,A,-63.52945541849992,-107.47344883494475,C,246.8233721599059,B,E,134.38054225838567,-63.05125382810283,1
65+,Buddhist,Non-Veteran,Asian,C,D,-36.80679950314059,C,C,C,-150.0238990338866,-40.97775578315455,D,-104.46494564317929,E,D,-144.67853077132597,-134.83825479386203,1
65+,Buddhist,No,Other,E,E,28.73827487172862,A,A,D,-26.12267773807655,-133.75897778926262,A,-14.148617006107154,D,D,53.94076981108302,-153.70428340811506,1
65+,Christian,Non-Veteran,White,C,E,-123.56973205849282,B,D,A,16.34436243760809,-66.95948245086916,B,-212.5442098097202,C,A,10.511427338058017,-63.54853292419806,0
18-25,Muslim,Yes,White,A,A,15.941807146438533,D,A,D,-71.13784182866885,87.46652095251648,E,-116.16492529068086,E,D,56.787762081666514,20.31354676208062,1
18-25,Christian,Yes,African American,A,C,52.630517906695516,D,D,C,-38.396374165945446,96.01278347720603,E,-43.052171103550066,D,D,-109.18622599507569,133.60119938605712,1
36-50,Christian,No,Asian,B,B,224.21214253038048,D,D,D,22.584420920250565,102.89239262611348,B,-59.24895311944215,B,C,118.3630734518625,-179.70605311026728,0
18-25,Hindu,Veteran,Hispanic,B,E,-0.5778192458240546,B,C,C,6.394256889741697,-9.049954909298597,A,4.323227855900661,E,C,28.90677031951096,-33.36550119014156,0
26-35,Hindu,Yes,African American,B,B,-16.826465143840398,E,E,B,77.40883718305861,63.366348207249764,E,-141.00206368879455,E,D,-138.37145505097152,117.46525186181034,0
51-65,Other,Yes,Asian,A,B,70.53453344671925,D,E,E,-88.76303227643587,14.422431114202414,B,111.54370580398236,A,D,27.8722792847883,17.74549229436759,1
36-50,Jewish,Non-Veteran,African American,C,B,-73.09428425663127,B,D,B,-23.60629894796443,69.08651722848074,D,133.05127487286904,E,B,-9.438269450317323,29.82204444377391,0
51-65,Other,Non-Veteran,Asian,B,B,-31.58153671403475,A,E,C,-75.55587646712615,92.70387625436022,C,17.513180351252238,C,C,-34.53741570703994,28.31353843184023,1
65+,None,Veteran,White,C,D,-32.48234568334015,C,C,A,21.68250124876628,-73.63967573309353,A,180.85464186586856,E,A,100.88398961349911,234.07387809782983,1
36-50,Muslim,Yes,White,D,D,-148.0904183394798,D,A,D,63.915921837561854,49.181316361205944,E,49.6056186784348,A,E,50.50682528993665,98.01884268919514,1
18-25,Buddhist,No,Black,A,C,7.23516311157604,C,D,D,-122.23103463164422,26.414256880925137,C,-58.50722623815706,D,A,-38.63361082519001,48.49771618137996,1
51-65,Muslim,No,White,E,C,50.111133905151384,E,E,C,-24.53755555385802,-67.78924200457949,D,197.71836847858742,B,C,56.514039786066164,-17.30093212193036,0
26-35,Christian,Non-Veteran,Asian,D,E,91.54637168933856,A,D,C,-7.401954009674296,162.70201859085392,E,96.02864864333046,D,C,-124.1053696087928,-155.14018134766826,0
36-50,None,Yes,Hispanic,B,D,-183.61240228531582,C,C,C,-51.12188481502409,-85.54168597263461,A,-9.23722961902618,B,B,144.26942864897617,60.362296316145404,0
26-35,Muslim,No,Asian,C,C,160.12391304180926,B,B,C,84.15348537281075,28.00362900118152,D,-86.82004605735384,C,A,-191.25205245459276,45.963518902681294,1
65+,Hindu,Veteran,African American,C,E,60.126257658249614,D,B,E,28.840805640964497,-7.552073767738434,B,45.25487315029422,C,C,27.668503693650692,-50.55586040568576,0
36-50,Other,Yes,Black,D,C,-9.500571019812798,B,C,B,-34.55411706696779,21.5636173437857,A,-20.940140419848678,E,E,36.23313446800094,-275.1401587251297,1
51-65,Christian,Veteran,White,C,D,-56.126445692287476,A,D,B,78.45680878624167,-33.931718422095635,D,-21.476483496727095,A,A,-0.7147546374167121,-10.742677087785223,0
18-25,None,Veteran,Black,D,A,28.53407605389678,A,B,C,-139.7790530451241,-140.13093074387982,E,-105.37921174911989,A,C,-203.39064414963582,17.304918915326308,1
36-50,Jewish,Non-Veteran,White,D,B,99.92609407183564,D,A,E,30.45475095092564,-67.81672232604993,D,78.26863419641714,B,A,113.00326842719896,3.0493967480666915,1
36-50,Other,No,Other,A,A,-116.68194354069652,E,C,A,28.069387461785855,66.40878686218954,C,-88.25265635126028,D,E,109.91481322992493,-36.21923517453032,0
26-35,Jewish,Yes,Black,C,A,0.048184605874106605,C,E,C,51.44942803887492,81.3730103293923,C,-136.3022861251337,C,D,20.98313640570301,41.32662326843664,0
65+,None,Yes,Black,B,D,47.814126838354035,B,B,C,31.126927513031955,9.052656330077465,C,89.12271859408474,E,E,-38.49714957487011,66.90078187756502,0
26-35,Buddhist,No,Black,C,D,-184.76319047604363,E,B,B,-202.92207551241987,34.41119360348355,A,-136.002260745969,B,C,-157.7616525657924,-151.13634031529193,1
51-65,Muslim,Non-Veteran,Asian,B,B,-5.9480962405990185,C,A,B,-93.60387836826675,-28.072096779915917,D,-43.669192115190896,A,A,-41.93659743981608,93.26014119331978,1
36-50,Jewish,Veteran,Other,E,A,191.2733123025451,B,A,C,-17.393543446037594,56.652061370440656,B,14.294646633000568,D,D,-160.2002062406357,-60.152008416501104,0
51-65,Buddhist,Non-Veteran,Other,B,D,74.2591530926319,A,A,E,-130.90204452832674,57.60466922260565,E,24.024055387018308,B,D,55.7552558602043,101.72235215784096,1
36-50,Muslim,Veteran,Asian,E,A,127.179699946281,B,B,C,77.5821903808367,-60.50794306507047,B,-96.68789578488241,A,D,-36.843305508145065,-175.3108598872063,1
18-25,None,Yes,White,D,A,-46.85379585689366,E,A,E,104.25331004049679,172.12157248086822,C,-80.06978232271995,E,B,-2.1587492903622176,-171.39908075859302,1
36-50,Other,No,Asian,C,A,-67.92619759159096,B,E,D,64.48688920900324,-53.86141905717101,E,27.10356643402012,A,B,43.68623985063248,-105.0892396634739,1
26-35,Hindu,Yes,Other,E,C,-42.56552601812503,E,E,B,65.02305494712868,-63.2584991241919,A,-37.59929773734034,B,C,-88.2771572349034,-32.74381922280094,0
18-25,Jewish,No,Other,B,C,7.588699755835276,E,D,A,-314.85896420342675,100.23113137647017,E,74.18464536058586,C,E,-60.34206769793151,108.44327056819185,0
18-25,Buddhist,Non-Veteran,Asian,B,D,62.15851636448979,A,C,C,89.06345561626513,-32.078324603097016,B,-12.253527025764823,D,C,94.95550872745608,69.9233644915225,1
26-35,Hindu,Veteran,Black,C,D,-130.61067955436755,C,D,D,127.56747416852292,43.25692853541658,A,41.40314606984674,B,B,-186.37128017367715,93.632500718211,0
65+,Other,Non-Veteran,Black,B,C,91.64518588969423,B,A,A,31.425949658780826,-6.068913200854429,E,102.3021656435019,B,A,194.43614849689294,49.742988029912986,0
36-50,Christian,No,African American,C,C,252.61217731422073,C,B,B,39.543398427100755,157.10533556121052,D,63.718011004451846,D,B,-4.687256903118945,-136.60105955399231,1
26-35,None,No,Black,A,B,-19.150884689540934,E,A,B,19.206619035909966,-50.63179272388311,B,-27.295679312525937,D,A,76.64351232850498,-64.6830526856109,0
51-65,Hindu,Veteran,African American,C,A,-45.741810910834175,D,E,B,-41.44292418655143,-51.417575757053605,E,-27.54503828097109,D,C,103.55155333067681,64.05184199429772,0
65+,Other,Yes,Hispanic,D,A,-32.12351907436707,D,C,C,-83.13445838079238,175.9606724269909,C,13.121364419738073,E,C,-31.508808163935605,11.644379550911923,0
65+,Buddhist,No,African American,E,E,-211.33232991142893,D,C,C,117.19424358912663,146.88221800257847,D,-165.73091797162337,A,D,-29.610738625184197,3.069777349689758,0
51-65,Jewish,Non-Veteran,Other,B,C,-100.8981292372743,C,C,E,-13.298206573088786,54.31444194010607,A,-51.345565564523945,A,D,91.61470393929774,-204.95219072873817,0
36-50,Jewish,No,Hispanic,A,A,-153.9223560326755,D,B,B,34.45960642642286,-43.667258034440394,B,12.356976202583832,C,C,-19.81608372117623,89.6057410035342,1
36-50,Buddhist,Veteran,Black,B,B,52.87050998312866,D,B,A,-73.79626248175818,-52.19543158370617,E,-148.71010102885734,A,E,150.3946443524665,-23.429355603050414,0
65+,Hindu,Non-Veteran,Other,D,C,-152.84239659030823,C,E,A,-78.24682734321168,71.96269575828718,E,-93.06939251539966,D,A,65.07483014268722,-163.70121945417552,0
36-50,Muslim,Veteran,Black,A,B,-62.61049426160634,B,C,C,125.3576994411067,55.954871746409005,D,-128.63942807674303,D,E,91.72358064398318,-110.81468656057389,1
65+,Jewish,Veteran,Black,A,D,49.09477110939638,C,E,E,21.65165783359163,50.91735706107225,B,158.66955545484478,A,E,-212.94930711342417,-37.706187706829425,0
65+,Muslim,Yes,African American,C,A,-80.92866735420937,E,B,D,49.97946757552925,-84.58712531967316,D,33.811030734569705,A,A,-12.624428197574517,196.5104813859085,0
51-65,Other,No,Other,B,B,13.932692773591636,D,A,C,47.71562967005682,60.12050616461953,B,-70.81956153447504,D,D,-84.001123932096,-28.268110571902955,0
36-50,Jewish,No,Hispanic,B,A,88.7404006192719,C,B,D,-20.66435124152712,61.4343850589009,E,-229.501757476325,C,C,-1.522967077429867,195.1229872132535,1
51-65,None,Non-Veteran,Hispanic,B,B,-86.23801996144674,D,A,C,5.317825362883363,-20.586207913925218,D,68.57209624570518,E,B,-69.18631192954106,-60.29347078534568,0
65+,Christian,Veteran,Asian,A,A,-16.822029779700873,E,C,E,153.48265039718964,-64.53409002534738,B,-4.11937003752698,C,C,50.022030443076595,-106.24293422905062,0
18-25,Muslim,Veteran,Asian,E,B,-91.03927766906219,C,B,C,-55.55001772415399,190.7121087394416,D,-7.291268024448068,D,C,-204.80624510878945,43.67829879989622,1
36-50,None,No,White,A,B,-97.71537703568795,E,B,B,-191.77504416215686,74.56565904894511,B,87.60966123739476,E,D,-2.437062891785291,44.5829391917931,1
51-65,Muslim,No,Hispanic,C,D,-83.71329796682782,C,C,E,14.465618055551296,-135.63927595433998,A,147.3078275131226,A,C,-17.18806195182367,10.654312196721547,0
26-35,Christian,Veteran,Other,D,E,14.581998498296572,B,A,D,-46.150847101207034,-12.605672831049898,B,8.519802115268686,A,B,20.297517189458528,-176.66730816544177,1
26-35,Other,Veteran,Asian,E,C,-95.23647816462012,A,B,C,-64.14487231986172,-29.0167842888516,E,-70.22931689367407,D,B,-49.378128483404346,52.101075499646946,0
51-65,Jewish,Veteran,Other,E,E,75.67768131103689,E,E,E,-83.0823688179286,79.33139651802983,A,-94.24144135283082,C,A,42.29603951128287,267.6455291092887,0
65+,None,Veteran,Asian,E,B,-40.0920613427151,C,A,D,-38.09669916528444,38.893673873262486,C,137.2797499090976,D,A,-147.37617507629074,90.7625202121632,1
65+,Christian,Yes,Hispanic,E,D,-62.54015738257044,D,E,E,78.83881880817536,103.13758212582917,A,-36.75470670987415,E,A,24.73859328011013,42.31196379340841,1
51-65,Hindu,Yes,Hispanic,B,C,53.20893364427115,E,E,A,160.44833456029562,-64.75928823226937,A,-48.78873279026957,B,E,-120.17560328257262,-66.96636690957078,1
65+,Buddhist,Yes,Black,D,A,-56.77034551376764,C,B,D,-36.19149118502203,44.31024682267306,E,33.900361736656436,A,D,-36.16614621228174,-107.87252889198054,1
51-65,Hindu,No,Asian,E,A,-44.54850649003654,E,C,C,-165.25188558320772,208.7652450717461,A,132.3899900105592,E,D,-78.21234377748405,-31.692618492820884,1
26-35,None,Veteran,Other,C,E,120.46510621194399,D,E,B,-148.40372913366696,13.79604944824931,E,-57.085332333418,B,C,24.838677220896795,37.365879068610944,0
26-35,Jewish,Non-Veteran,African American,B,C,-3.6534231324567146,B,B,D,48.29446340514899,-81.82974221689136,D,22.66664286474454,E,A,-87.12852991699108,39.86493461036479,1
36-50,Other,Yes,African American,E,C,133.09372677659084,C,B,A,-73.03265825615209,-11.035872819161844,C,77.36240900511946,A,D,-17.472570924497333,130.19058888218385,0
65+,Muslim,No,White,A,B,-118.75212287458781,B,A,C,-82.97464702794531,159.03293644560702,E,57.83173838667235,D,A,-78.97330670007949,-10.953762437395401,0
26-35,Christian,Non-Veteran,Asian,A,B,60.4154839257831,B,C,B,-3.581557244968937,-46.4956729581193,B,-54.19562784231216,B,E,-76.79238979216886,36.16214496266707,1
26-35,Other,Veteran,Hispanic,A,D,-8.818542698210818,D,D,A,-56.099930345419594,118.256054738478,E,-5.468052731386655,D,D,-42.714662067310336,143.5194743153615,1
18-25,Jewish,Veteran,Black,A,B,-33.07678368352705,A,E,E,97.15152496887745,44.578291262180834,A,1.1108848119234718,C,C,-67.66408673725115,-21.798879288855158,1
26-35,Other,Yes,Asian,A,E,-45.12101319823903,C,E,D,169.93663803456366,-40.19838387665876,E,40.77565770438074,A,C,164.3349761607481,67.28615439525932,0
36-50,None,Non-Veteran,Asian,B,B,-129.97969964168888,C,A,E,-44.71481374674174,-82.37552728652297,C,155.28445612965598,C,D,50.895378029230464,76.63262199587196,0
36-50,Christian,No,Other,A,C,-9.856412884641855,E,D,A,-229.89928450738995,-262.8243608224759,D,-115.03600060477248,B,A,246.05123926489588,-152.7207827160475,1
65+,Buddhist,Non-Veteran,Hispanic,B,C,101.57169806533742,E,C,E,7.201160590213247,-155.2085942428401,E,132.72719634684768,C,B,-11.157950533817445,-2.5842347627296767,0
36-50,Muslim,No,Other,D,A,18.87736964158428,C,A,C,97.14940505831177,148.50206051571163,B,97.48762880434151,A,A,-42.05860216321379,100.73646266610314,1
18-25,Other,Non-Veteran,Hispanic,D,B,-0.11403968300300951,E,D,B,-56.771918687905185,13.787563583042767,D,-0.5127747006135892,A,D,-4.632180973568659,-27.060020472031702,1
51-65,Christian,Yes,Asian,C,E,108.68312780205807,A,B,E,-137.91225816424142,59.0728664051555,D,40.058510610859074,D,B,-80.13655728464,-11.924605213444176,0
36-50,Christian,Veteran,White,E,A,13.412315139271328,A,C,D,-51.04854324030201,-92.71115575113635,C,-57.83377515356008,E,A,33.364437161428555,47.07113396883711,0
65+,Other,Non-Veteran,White,B,C,-215.3460573474112,A,A,C,-148.34045978063824,6.0683698413761995,B,159.96961512487664,C,A,20.39488853125791,-86.42754120956847,0
65+,Muslim,Yes,African American,D,D,-224.07425465205884,A,D,C,-109.9187902764283,-128.40834455867588,B,-11.797177474241522,E,D,-18.304871137359065,6.57909420334917,1
51-65,Jewish,Yes,Asian,D,D,-78.94846027788056,E,E,D,-38.843794791641585,-25.637124929522344,E,143.3442234578138,B,A,-0.3277499320385855,-309.0271179776617,1
65+,Christian,No,Black,C,E,86.276405523787,D,A,B,236.68664472931965,99.1268201603758,B,-89.1279219902981,D,B,-48.6709331331955,31.976389768083457,0
18-25,Other,Yes,African American,E,D,-28.895334057344385,B,E,D,126.86793411389918,11.120051683187539,E,19.489056904774216,A,E,77.10049184803054,116.34109396645242,0
65+,Jewish,Veteran,Asian,D,E,345.8727313962521,B,B,C,79.89798948826218,279.89239736558187,A,237.2298030162094,E,A,53.06666329917908,-45.64449825823495,1
51-65,None,No,African American,D,C,23.775226067609694,E,E,E,44.29321760266084,-160.629180093556,E,27.218593024654798,D,C,-10.886161825990815,-17.660307651935927,1
36-50,Christian,Yes,African American,C,A,-68.28172451670497,C,C,E,145.67376812033197,172.69383219178874,D,-75.86750990040369,D,C,-135.1326337749846,-81.27122930451374,1
65+,Hindu,Veteran,Asian,C,D,-166.97542303904152,A,E,C,-8.968039340759269,17.37828510779344,C,-72.48015452247748,E,D,10.505075779083276,88.10006827789869,0
26-35,Buddhist,Veteran,Other,A,C,69.68817312842752,A,B,D,-66.76080858620959,9.025241172039497,B,-83.70624419076341,B,E,55.07519977437148,-130.67692692288634,1
18-25,Muslim,Veteran,Hispanic,A,C,60.568619287820226,B,A,E,17.096126168248603,-124.68284733268666,A,71.28148132802798,A,B,0.3617226126008618,72.07385643227101,1
18-25,Jewish,No,Hispanic,E,D,-154.58504687584465,A,A,B,-61.009880156218244,-86.64765714423764,C,41.435247251859664,C,B,105.2514061643592,167.81130869001427,1
18-25,Buddhist,No,Hispanic,D,D,-33.53485272906227,D,A,A,78.68906382937611,126.58520342391357,E,-171.53973659294633,B,C,-17.67921247486022,1.744161259329244,0
51-65,Christian,Non-Veteran,African American,A,E,19.51085553676936,E,D,A,73.92420605969839,-95.03336660862767,C,-72.61750238530767,B,D,-31.03601828170323,-0.18332625761516608,0
26-35,Muslim,Veteran,Hispanic,D,E,-136.47414669558134,C,E,C,-77.95505173158881,63.46713425435128,E,-219.33462336408053,E,D,70.6654307606306,155.29204830062807,0
36-50,Muslim,Veteran,Hispanic,B,A,33.37750842479458,E,D,B,42.07534279962133,-17.76420536588738,C,-120.78558163633024,D,D,-29.984343383812533,-112.35949147318738,1
36-50,Buddhist,No,Other,A,B,184.23536430969065,C,C,D,11.616125620145349,-66.45224416933797,E,69.89737934175676,E,D,-192.63286428732965,-80.35213546141429,0
51-65,Other,No,Black,B,D,138.25343675444927,D,C,C,-139.271800962122,64.71929316365147,D,-30.87906564986588,D,E,-115.62992046456178,18.826168284142053,1
65+,Buddhist,Veteran,Other,B,C,141.9314564062268,C,E,C,-14.86407109782596,-62.45374786251493,B,218.57335388643074,C,D,-46.64144492662832,14.148838413018035,1
36-50,None,Veteran,African American,D,E,104.07370617559486,E,C,B,70.37122397893866,47.41986726737982,A,20.511383846831784,C,D,-114.47825992262904,-20.467131178722727,0
51-65,Hindu,No,African American,E,B,-114.08565554052825,C,E,D,198.195492359081,93.01942083411137,A,73.06613963719201,B,D,-141.95774125140107,-108.01830008295201,0
65+,None,No,Other,D,B,-28.71723799527456,D,C,D,-23.127660843162527,-10.447952728468191,C,-68.21889519688602,E,D,-192.26134530937028,119.40843056478599,1
18-25,Buddhist,Non-Veteran,Other,D,D,140.1050513567774,C,C,E,-97.89382124289259,316.19945143245326,B,-209.5440786567039,C,D,74.24913730330765,46.265454794849305,1
26-35,Christian,No,Other,A,C,93.42731190696615,B,E,B,135.08051398981559,136.12060802677235,A,-5.126863990203918,E,E,-1.6772518195517758,35.187427190588075,0
