faith,married,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,target
Buddhist,Widowed,A,E,E,C,-94.07053138101385,-172.5327418538496,169.85100639395176,E,47.45027082003194,-112.98379771788898,C,101.92065006364564,D,A,D,E,D,A,119.28837605204905,1
Hindu,Married,B,A,B,D,41.291002434465135,182.28555269345523,58.340866334183076,A,-32.449370303771516,62.96393304845029,E,233.72693578234623,C,C,C,D,E,B,-128.13466572995338,1
Christian,Single,E,D,C,C,23.655490139132723,243.42401808628233,-88.76955762025175,C,66.73802594858067,69.66960513947211,C,60.0500184996193,C,A,E,C,B,D,-194.25354360181075,0
Jewish,Married,B,A,A,C,17.084855250068674,-84.97856766217969,47.403578473216015,E,65.26418989827226,88.42586759299414,D,49.2248955831708,E,C,A,C,B,D,118.15467717267451,1
Hindu,Divorced,C,C,E,D,101.52072314218057,34.3963061359492,-23.59729023202709,B,-42.51512265300559,2.2026139218194625,D,76.98652543605353,D,C,B,B,E,E,-58.20618172985475,0
Other,Divorced,D,E,E,A,191.6554800525861,146.64272640735715,-67.90621715588063,A,-77.80652710498148,194.70823254238695,D,105.23771653144718,A,A,B,B,D,B,-95.48150195906426,1
Buddhist,Single,C,D,E,E,-175.99084831524402,86.06044695396739,139.59345255728576,E,121.28617620759323,186.76841979043326,E,0.2603202081082513,B,A,C,E,E,D,-101.66911754918333,1
Christian,Divorced,D,D,A,B,-98.6660141172364,18.124924845550318,60.667209751547965,B,-87.99484673276096,43.35766693542026,C,-5.395625614900683,B,A,C,A,D,E,197.7967092026511,0
Buddhist,Married,A,D,E,B,-173.42853966766748,91.90066878821129,-21.82811871895697,B,-92.89385120752645,71.50261372040492,D,57.047330669499694,B,B,C,C,E,E,-38.688862421417085,0
Other,Divorced,A,D,C,E,-127.48404336704378,48.14101967025248,-148.19819902194732,D,153.11597117309626,38.29852990199461,D,-172.88056090302393,D,D,C,D,D,D,-15.736261178699399,1
None,Widowed,B,D,E,A,72.85239442616113,58.538325079244615,10.864685365166839,C,82.6037235198864,-8.575952097269749,B,49.07860065544799,A,C,D,D,E,A,62.68322938446115,1
None,Widowed,E,D,C,C,27.87993618273666,-89.77271477959994,118.56487669387394,E,-20.633894562703905,-17.98100334041012,E,57.63997514068813,C,D,A,B,B,B,-160.76872540259114,1
Buddhist,Single,B,C,E,A,135.19540689442016,-68.8822709102057,-41.04870473867234,D,-159.8066155267055,13.905719140384711,C,198.69611248856964,B,C,B,D,C,C,25.33883977932297,0
Other,Widowed,B,D,D,A,-18.958180927251735,-256.1614353314588,26.337264300838857,E,219.81420789324648,-12.593048252748575,A,83.2573254812361,B,C,C,D,D,E,-203.52182201436037,0
None,Widowed,C,C,E,C,93.61203060939093,-56.50372053588569,78.00929158145551,A,-61.36436239549708,-98.67330899646053,C,32.36565224429421,E,B,C,E,D,D,-87.78178347009155,0
Hindu,Single,C,B,E,E,-24.132829461882093,-20.313705739854875,87.36670651194291,C,-244.69523387134396,123.32097422438734,C,93.71090399929308,C,A,B,A,A,E,145.48051266680457,0
Buddhist,Single,B,B,B,A,9.21358374466537,22.15674148561696,-207.90809150283076,A,162.03159453904541,87.22210860522017,E,-89.7557266982021,A,B,E,B,B,C,-127.85599324977248,0
Christian,Divorced,B,E,E,A,-85.72825934530573,28.126243955693813,-122.86042912438526,D,4.949083856659567,16.50760580348273,D,-30.65038578552875,E,D,B,A,E,D,-47.660624913466386,0
Jewish,Widowed,E,B,A,D,-26.426741218146905,183.82864151637077,67.90213285898601,E,53.7040808889862,59.24382083514086,D,3.731390872196642,D,A,A,E,D,B,27.390852955041012,0
Jewish,Married,C,A,A,B,-215.64600020292107,46.35862754815571,-105.31392399193362,D,255.05686544904833,99.81705732304759,A,-174.76476512320505,D,D,A,B,C,C,-3.0970458064576922,1
Buddhist,Single,E,A,D,A,11.279204218154911,-75.38925545453678,-76.61449582946149,B,-32.58135991333987,136.9663583890682,C,-94.90179893884925,E,D,D,C,B,E,-122.81924120549404,0
None,Widowed,A,D,A,A,37.3205476720799,103.07445099733872,16.53621923971677,E,-47.56003587206818,12.45770682320573,A,129.32168787291616,B,D,E,B,B,C,14.58631849647007,0
Christian,Married,B,E,E,E,-26.15958399655613,-17.82865227563723,-0.2688156119212745,E,-120.39146277386526,296.5838433816788,D,205.94040634861952,D,A,E,E,E,E,142.97542695268018,0
Buddhist,Widowed,A,A,B,D,-151.92108672879056,83.04716236351263,-48.122547691627,A,155.3340415200202,-5.182942226875477,C,6.851035946527212,B,B,A,C,C,B,59.305569082120414,0
Other,Divorced,A,D,B,B,31.898834070960625,68.79993048361685,-215.23531683824976,C,-143.5536955840545,-161.51327952144675,D,-93.45550378946669,A,B,B,B,D,B,108.95447350675784,0
Muslim,Widowed,B,C,A,D,69.96793505881429,-108.78259066791757,94.49747497854642,B,88.26456843366117,-2.2648236491263436,D,-128.95827816547637,E,D,D,A,C,D,100.16348771543919,0
Muslim,Single,B,E,D,E,-112.3282370092515,6.231645604505786,-8.478195671055866,B,-51.01463399460483,76.53579973026439,D,2.6345106023872136,A,A,A,D,B,D,-4.1103731578658556,1
Christian,Married,E,A,C,B,-226.89657152640322,61.24430042995712,-33.91999984104445,D,83.06981892029069,-144.56659579648786,C,-105.45497653761187,E,E,C,E,E,B,18.684208454337945,0
Buddhist,Divorced,D,E,C,B,121.58135193601989,-38.707810070082814,-2.582184382003656,D,-5.412977059394965,110.2276964095916,D,107.82971987227694,D,C,D,D,A,D,-132.42744218527324,0
Muslim,Single,B,A,D,B,-18.731469424603773,103.17829731216894,-123.77965015100376,B,-59.928934315164184,46.40045481238299,E,-31.402562885549195,E,E,C,C,C,B,-18.769801312653243,0
Christian,Divorced,A,E,B,E,76.93590637215979,39.85912472884803,43.40312489270167,C,17.618304180154006,-10.737136288889271,A,-57.76386983508386,A,D,E,E,E,E,42.59582034398692,1
None,Divorced,C,E,E,C,-35.4277351815314,-142.65420788895972,-21.816011807131417,B,17.551811676528512,131.54401649054662,D,18.199369395897502,C,A,B,A,C,A,-154.6607500779139,1
Other,Divorced,D,A,D,E,-65.72022985045356,34.2847681784608,42.75233044693882,E,-35.42412504083413,108.8221555168474,E,90.92392197122699,B,A,E,C,E,E,204.93132305633753,1
Christian,Married,C,C,C,B,17.771531263560988,129.88168728142563,80.37423008757331,E,14.55669013097026,-20.169004397333563,D,-91.7730950109846,D,C,E,B,A,E,114.62110535350641,0
Muslim,Divorced,B,C,D,C,-83.52418493031824,-5.5660184108232205,10.17701728144994,B,-35.71350020933162,171.67302006545077,C,69.26126274230016,A,E,E,C,D,E,63.15593335496465,0
Buddhist,Widowed,C,D,A,A,175.92317812038124,16.607176335658945,43.26756051824843,D,78.12594777148385,159.20927637456813,C,0.7760793685112485,A,C,E,E,E,D,-112.85496215320497,1
None,Single,B,E,B,A,1.7193274706384412,102.54782450818989,16.457881794207704,B,-71.2217104836735,168.3154609677427,B,-157.79244329732873,C,C,A,A,D,E,6.766015692940003,0
Christian,Single,B,D,C,B,69.65505197451675,-86.98380044132473,217.94514041875183,E,-173.9073181546039,-53.08163301328577,C,51.51828640020813,E,E,E,B,E,D,213.11117331951044,0
Hindu,Widowed,D,E,C,B,-199.89138458976456,-14.253158244023052,-0.8871177565228388,B,81.55971232041736,26.746033693165867,E,23.781877587106905,B,B,E,C,A,C,3.919285161959765,1
Other,Single,C,E,B,A,-56.34441999026546,50.53323921092097,-35.94425684835007,E,-2.972083415947858,145.84640684014238,D,-184.26121194132145,D,A,C,A,B,D,-32.67083103308941,1
Buddhist,Married,C,B,B,E,35.12548916968745,144.8458447181267,-39.122019712941615,D,246.9303801358164,81.43089023233728,D,-5.575726937824419,E,B,C,C,A,C,178.13569209844013,1
Hindu,Single,B,B,B,B,51.30016181586361,-5.7542880386267035,86.95500217402979,A,-123.5485207993972,71.52795254358523,B,44.41097800066219,D,E,D,C,E,D,79.17659207994002,1
Christian,Divorced,E,B,A,C,7.956428836465874,70.53159548457548,146.26561764373784,B,-64.60123555772125,-28.250868794070417,D,-242.3748927559508,E,B,D,E,E,C,-55.09010828112426,0
Jewish,Single,E,D,D,E,29.03195197916235,149.64689204933978,-45.79075394116614,A,-46.57605166002993,74.76415820776961,C,134.41330923610667,A,C,C,D,B,E,190.84728157057273,1
Hindu,Single,D,C,E,D,6.196344018924534,104.10852128047512,52.305796811042626,B,133.41334832495178,21.418819412300895,D,-157.4760895625996,A,E,D,C,A,C,-26.689136503714845,0
Hindu,Married,D,B,D,B,-79.61617232674799,36.215778490988264,116.83274448549857,C,18.90963017194197,-12.057066065797681,C,97.76427720434987,A,D,C,E,D,C,133.72724764451868,1
Buddhist,Single,A,B,C,D,2.9357814971752076,-81.91559659891774,19.01186543220583,E,-43.94554182503811,64.04892151080149,B,-108.9727780454717,B,E,A,C,C,E,174.49198991029334,1
Christian,Widowed,C,A,D,E,-97.10141920359787,-236.90081320289823,-106.34029113377805,A,37.33771079094551,67.24159653779351,D,110.9713712748322,E,B,A,A,C,D,13.908600829105636,0
Other,Divorced,C,E,A,C,96.79438880303013,117.04674487316049,-110.35003004640791,D,2.7038324878454802,-15.413574394532128,C,41.947097351594486,A,B,E,D,D,B,8.637982942354077,0
Muslim,Married,C,D,A,B,-51.22153313817706,-59.79017807985018,-129.86426753808507,B,-135.76052061293896,5.219519187647093,D,-62.352684728582844,D,C,C,E,D,A,-6.807618609974813,1
Hindu,Widowed,B,C,C,A,-87.07478158285907,-115.92843845655506,-92.55553169821947,A,55.87215671540493,9.055434735119734,E,-95.72360682629231,E,E,A,D,E,B,-27.342542931574265,1
Christian,Widowed,E,A,E,A,0.24637903412232554,166.20234510551208,-21.355514976163807,D,-92.14042621821228,-105.13663864487913,D,190.69642420601122,C,B,E,D,E,A,2.8079286138781367,1
None,Single,D,B,B,B,-23.71174211196985,53.45961005520201,-107.05647180118021,C,82.9426842172974,-33.646330531288406,B,-38.454233690211524,A,A,A,A,A,D,106.34787343007453,1
None,Single,D,B,D,B,-65.14395473655463,95.62143499937888,113.78921785535361,A,0.9141990151034441,75.64469352018793,E,181.94718912561922,C,A,A,C,C,D,6.986031816848984,0
Other,Divorced,A,C,B,C,-222.20616952459005,142.22641969381428,99.76186093441166,E,143.86796692983904,132.9297285708314,D,79.78855792936484,D,A,C,A,C,D,4.518038036706855,1
Christian,Widowed,D,C,B,D,-19.39775769840743,2.4968792724436994,94.34583949905976,E,46.666318077047244,-84.80378801334841,C,220.65857033601318,A,D,A,D,E,E,25.017275327468724,1
Other,Divorced,C,B,D,A,221.2764132081778,-200.1393017955505,-195.65488515530265,E,-21.715877345140843,14.895940382330144,C,-73.78807597427749,C,D,A,C,D,D,-59.037622205658124,1
Buddhist,Widowed,E,B,A,E,1.2289334498403433,98.08825774348588,-134.30713661301218,B,90.10730293054921,127.54655122916776,E,-121.48309611135679,B,E,B,A,E,C,178.69939130613037,1
Jewish,Single,D,C,D,D,-25.527234801079324,-15.929833039521887,-7.784085232083155,A,58.82179451680628,215.47291332988618,B,4.1102948182178265,D,A,D,D,A,D,-61.11992798625497,1
Buddhist,Single,C,A,E,A,-260.08037288634745,-177.73867106725223,17.382284096774608,C,-196.17490029928072,-70.79872999001014,B,44.42773839641176,E,D,E,C,C,C,-117.55821930411467,1
Muslim,Widowed,E,A,A,D,-21.310966593885013,51.41199573412727,34.96089972114379,A,-50.3099263629456,40.36001894716914,A,-3.0665241029386685,C,D,C,D,E,C,221.50305502933315,1
Buddhist,Married,E,E,B,A,-53.308944898114774,-4.381136129644494,-236.8929405417162,B,119.90178775303644,2.0217088071042557,B,-49.382860724279254,D,C,A,E,B,D,87.51819864799008,0
Muslim,Divorced,A,B,A,E,-347.5742133712745,-11.264522334970449,-10.130241932809163,D,100.52857685867245,-3.2428064866996897,D,-83.87430226814608,A,E,B,B,B,C,-50.57397312916557,1
Other,Single,D,E,E,C,61.6048265128479,-61.44454733124054,52.74519033095135,B,-112.40293878671524,-82.50698022310115,A,115.49272307129547,D,E,B,A,D,D,58.11658802425761,0
Christian,Widowed,E,D,A,E,-164.8475908665659,-125.21919478651506,108.7684043708705,A,70.07601448483337,80.45356197179784,B,211.99698611986867,A,A,C,B,A,A,-3.633167431456257,1
Other,Married,B,E,C,D,-200.7771805851439,15.54122256758024,62.29945165206412,E,41.90363909795527,211.4895985705084,B,-54.71239102665165,E,D,E,B,E,E,220.9431389290649,1
Hindu,Single,D,B,B,E,35.25542084942842,24.602336782889907,94.328492099786,D,9.597854744752263,-42.10878631534089,C,108.5044017653915,C,B,B,E,D,A,-107.68811381059426,1
None,Divorced,C,E,D,E,-44.97670576962809,198.1129324484559,33.023438660157936,E,-194.23747390419763,56.95931948871353,B,-104.71741380968913,A,D,E,B,B,A,45.660286874291145,0
Muslim,Married,B,B,E,A,91.68017510874702,44.653825549430394,30.763528634332328,A,189.38978645429142,-104.90570139503986,A,36.89284098723753,B,D,E,A,B,B,-150.2800002044943,0
Hindu,Single,D,D,D,A,-208.1207149875766,101.08424201057747,43.17899671957753,C,-15.770148506812848,-45.81375088091739,A,7.994674596371761,C,B,A,E,C,D,-54.60329845833585,0
Jewish,Widowed,B,E,E,B,-67.29770534096518,82.62152986919399,-24.448871266084453,E,37.63807570866093,76.91847046051122,D,132.2517410173902,B,A,A,E,E,C,-16.365512681148545,0
Jewish,Single,D,A,B,D,123.7148604033093,-98.44083015848386,154.9399006902904,C,-73.69921816802773,-49.559562195309596,E,103.47897159470743,E,A,E,A,E,D,28.248528220151364,1
Jewish,Married,D,C,C,A,-99.87804381001406,-109.46655054068924,-55.96943674388831,A,19.17859113514478,-56.25443953252712,B,-78.00404848485528,E,B,B,E,A,D,167.44471193515403,1
Buddhist,Widowed,B,C,C,A,91.72682296551743,-137.03791122376904,-160.78986517254265,D,135.31414586039173,184.7429991990052,B,-0.891474053207924,A,E,C,E,D,E,-129.53738042875628,1
Jewish,Single,E,B,A,D,95.91849014117993,25.807777902357305,-61.64875421327854,C,-14.31018116400454,-60.62370481920445,C,78.55517711786476,E,A,D,C,D,A,29.406351008518396,1
Muslim,Divorced,B,C,C,E,62.184458995669914,-141.57291080506513,-92.0612850320573,B,-10.711862065959966,-33.943956697357585,C,-154.60105711772164,D,A,A,A,C,C,60.017571135481816,0
Muslim,Single,C,C,E,D,66.82009330873207,-76.6278910500303,-62.078172774365555,E,-4.936934223868467,-1.9037754963904494,B,-16.162575858497682,B,D,E,A,C,B,-83.16618060482475,1
Hindu,Widowed,B,E,E,A,-58.38050220908052,46.14395764136269,-3.735827532429554,A,-70.83997520632127,-152.70948474839602,A,-80.61267414821937,E,C,B,A,C,A,-144.1378680375979,1
Jewish,Single,A,B,B,E,110.79180051883898,49.02989901059178,-56.36068494485457,A,83.38033190111298,-8.206124271856762,A,-136.87239215988575,C,C,B,C,D,D,24.800350729966887,1
Hindu,Divorced,E,E,A,D,52.793854873639425,218.58456779890156,83.58223896040471,E,-1.655961594041689,35.0465922706093,D,6.07837155982899,D,A,A,E,C,E,-34.967506347921145,0
None,Divorced,A,B,D,E,-34.58169964961046,-172.0639054677174,-170.9366140883427,A,124.24189677470724,-75.13573969398874,B,149.30104842732072,B,B,D,B,C,D,-7.681838200010478,1
Muslim,Single,D,C,D,B,-54.22338282555849,257.95430977232127,82.99314162300708,D,-24.184082723747867,-84.3407200776426,D,-110.05775690750484,C,B,C,B,B,D,-8.934809947347091,0
Other,Divorced,D,C,E,D,-96.44767239203024,64.62988341051886,-86.96439589225812,D,-4.623143555869786,-106.55620417388288,E,115.1081769990399,C,A,C,A,D,C,41.740412376554,0
Buddhist,Married,D,B,D,C,-145.5495995161273,-62.73159152269313,-54.61114866175356,A,27.965701538191674,-104.5963294097748,B,36.32528028573574,E,B,E,C,D,B,68.64589200633236,1
Jewish,Widowed,E,D,C,D,-238.63425341732145,53.693265372137446,-68.86314118280666,D,14.114398818921162,-35.08891348650099,A,-112.06376752831606,E,C,C,B,C,B,200.7879337602982,1
Christian,Divorced,D,A,C,A,-84.97847083968631,40.42484102810528,-140.7033398621905,B,-127.26089285065929,53.40287949632901,C,13.511844235701142,A,B,E,B,D,D,-57.54880161280889,0
Buddhist,Divorced,C,C,C,C,21.84657269792866,-87.66115968286583,-10.974471189919985,D,37.89651193337487,14.871429503789429,D,13.610532150992515,B,C,B,B,B,E,222.76794787419908,1
Other,Single,C,B,A,C,16.081096902435466,-28.114279223442562,8.667854063035376,E,-130.09367146127232,2.2685295830535517,C,2.816152446997491,E,B,A,B,D,C,-186.44389532517667,1
Muslim,Divorced,B,D,C,E,88.42674512166114,24.246880116510297,-51.00595738841803,B,104.89065686250487,27.428464370462365,B,69.12349576367129,C,D,D,A,D,A,-38.73222940116814,0
Muslim,Married,E,E,E,A,70.3666382294679,-33.42746373021156,42.88185858364864,B,25.244801698384777,148.69902311215105,A,-76.3379047430261,B,A,D,A,A,D,-28.67058849459357,1
Christian,Divorced,A,D,E,C,39.53748347580184,59.818352484924084,150.42000583271718,B,-69.61261383418109,-17.065392937041622,E,78.83741326200577,C,A,C,D,B,D,84.67229018001599,1
Buddhist,Divorced,C,E,D,A,-13.806338971134203,19.024213214092196,-44.578190332585926,E,-18.653701352046124,-90.59478246361797,E,-12.485874033900759,A,A,D,B,A,C,209.15527879071422,0
Muslim,Single,E,E,A,E,36.892822512821674,21.158925620778433,-56.03180088535693,C,-26.458327872824324,48.509283857557065,D,149.89310466642877,A,B,C,B,A,B,-36.917340522494925,0
Muslim,Single,C,B,B,C,-50.23558928949039,23.448561467734358,-17.42889450555048,E,-54.2404950090123,138.13909924932037,E,-156.2500038716857,C,C,B,C,E,C,-101.65369965491713,0
Christian,Single,E,D,A,A,59.75044898515811,6.3957594423714195,49.191144498170914,A,-35.26724288965604,98.68241052785638,E,14.432241533107756,B,D,E,D,B,B,-91.58239864655148,1
Jewish,Married,D,A,C,A,15.772887279528858,-11.528473061210823,-5.293516813663835,B,-26.766467952667917,146.90780908897173,C,47.335235972277104,D,E,C,B,D,B,-46.448040698967915,1
None,Divorced,E,D,C,A,-1.078435990639908,-44.881778619751174,-173.06325951749395,B,-87.24500395408093,-129.70665912416004,A,84.55660584694338,A,C,D,C,E,D,-2.8161932717402496,1
Muslim,Divorced,D,A,B,C,55.37876033291443,-49.555648876993416,173.07713606931574,D,130.91823467309672,-8.539555223494459,D,-35.65518493063261,D,D,A,A,A,C,1.9912998777773911,1
Buddhist,Married,E,B,A,B,-78.00306966592687,-90.21647468997267,90.68812757509514,E,0.029241053131813466,-5.586955646262302,C,8.268101941904124,E,A,D,C,C,D,-12.173943584599579,1
None,Married,D,E,A,B,139.4908863810747,-10.190455147647011,-6.564047250874701,C,-54.88720668059182,40.75974086343253,E,86.12506108350715,C,B,E,B,B,D,48.47257511974481,1
Jewish,Widowed,E,A,A,A,186.90126517113302,-183.06573762931464,-75.4944873660011,D,5.541017227480046,17.03981936232302,C,-58.70931660948459,B,D,D,B,C,C,-41.717999202466395,1
Buddhist,Widowed,B,D,A,A,-97.3346292606239,-87.20394006465708,13.499656940218557,C,7.187962507061932,-3.2965873059878956,A,-30.748139180726596,A,A,D,E,B,E,71.96733847064046,0
Muslim,Married,D,B,A,D,-60.75197377893525,-14.743147949784486,-210.90667797892579,B,37.67902242629045,-43.493937819774494,D,-63.05618649822444,A,D,A,E,D,A,-212.93885177302195,1
None,Married,E,A,A,D,17.32363923448915,-67.94122918530921,-5.097136548615906,C,239.5738300443976,-155.92313506163606,E,49.236408070958745,E,C,C,E,B,C,41.77951276969333,1
Hindu,Single,C,A,B,D,20.786086923288664,36.78571209587273,-137.94893216724253,D,52.67914483543956,130.45335553936482,C,120.71331357718861,D,C,B,D,D,D,-174.56686985202563,0
Muslim,Married,B,D,E,C,9.594500339865423,148.6373969745653,-103.92546567827033,D,-18.50624795387136,-63.523153409884024,D,-52.29572510281929,A,D,B,D,B,D,-120.71778846359061,0
Muslim,Divorced,C,D,C,A,-73.03687930012201,-68.8898327146304,-193.26562771851906,A,20.039448140649853,46.236607776190375,C,-49.436485235488284,E,E,C,C,A,D,108.57597883634374,1
Muslim,Widowed,D,E,C,B,75.47811920596864,27.605169484522634,5.547149920909554,D,79.21978663483983,-128.26392608735816,C,72.59203531188673,B,E,B,A,D,C,-86.07708143353075,1
Buddhist,Widowed,C,D,B,A,85.52528461271145,-11.849975295520409,45.9120822624036,B,-27.52447663274415,100.79579632016757,B,-22.2506901088578,E,A,C,E,D,C,103.11363380485203,1
Buddhist,Single,E,D,B,B,106.87248783626666,139.75263913290425,-70.07998062613147,B,-54.137753363124986,-17.79731282648931,C,89.37786904552884,E,A,E,D,B,D,63.64056498751803,0
None,Divorced,B,C,C,D,-116.63180068774899,73.14861350726112,-109.54605680592087,E,-53.97211393264322,-58.64268638090845,D,-77.06626933897579,C,E,D,C,A,C,118.86365652062061,1
Jewish,Widowed,D,E,A,C,134.08380081345607,154.94377229320102,180.5893974488328,A,-93.23153176388399,120.86721137025525,C,-95.00560277760331,B,C,B,D,B,D,-15.552920947455037,0
Hindu,Divorced,E,D,A,C,44.71196805818443,-46.91215178327937,87.15975327098808,D,-6.458239199590681,136.33076161223948,C,-96.27983246825241,C,A,A,D,D,E,59.86684692201436,1
Other,Divorced,C,A,D,D,-18.601233715137877,-112.94798229896168,-61.01243834051403,A,-13.389021294473075,84.37815889805262,A,113.06744445768189,D,A,A,A,B,D,-4.414614687734711,0
Christian,Divorced,C,D,C,E,124.1459584790523,83.67139086264076,90.73975342238941,B,56.77660955023438,-60.195803394652216,C,-116.90907305798284,A,E,D,A,A,A,-16.221353828200016,0
Hindu,Divorced,B,D,A,C,-209.7993628623493,9.395812611939876,-169.30885353055598,C,-103.81569670804276,101.51521101213214,C,-53.103442553185396,C,C,A,E,D,D,8.610063872081005,0
Hindu,Married,A,E,B,C,-59.50991249621259,48.4338901952885,-43.54537913464044,C,-204.00931993745414,-163.66441946588228,E,-16.678025088205647,B,D,C,C,B,C,-86.84018434363708,0
Muslim,Married,D,B,A,C,22.74505392538262,-110.57970709505798,139.4316638648197,E,-81.20697441241956,153.93493410846855,A,-101.32630017689175,A,D,C,D,C,C,-63.937768211341215,0
Jewish,Divorced,A,B,D,E,180.06907629840475,-9.510583410187753,27.746419526153122,D,114.67815272263728,86.24473644573854,B,-91.66062336000394,B,D,D,E,E,C,-106.72045062027593,1
Buddhist,Divorced,E,A,D,A,-60.75578433066501,-125.25945423517446,6.25312617506088,B,42.78423962623523,-97.39945811314446,A,-114.99310352944477,A,D,D,A,D,D,154.37328092123053,1
Other,Widowed,A,E,B,E,180.9545681974648,193.52088665038235,25.536212132745277,D,-86.47512690081709,151.91944459172345,C,23.924830131239933,A,C,D,E,C,B,-16.286978569314574,0
Muslim,Divorced,C,D,C,D,-133.99606444108593,75.37541769257747,217.48139186786238,A,73.22897353995162,3.614827313674012,A,-174.50594760357444,B,C,C,E,E,D,126.30938369628804,1
Christian,Widowed,E,C,A,B,49.717522855328276,144.9478631870841,36.05662956705436,C,-99.9544033615304,157.60686401958608,B,39.18749688645043,E,B,E,E,A,D,59.72164106160094,0
Jewish,Single,C,B,A,C,251.91173651213438,50.52626084009984,89.32346024687287,E,80.93251546694987,24.74803433670538,D,142.70538910094007,C,E,A,D,E,A,-46.29792626712564,0
Muslim,Widowed,B,E,D,C,186.98052032664617,-69.6184752896863,81.57790578780424,E,15.648569199718033,9.60049310683024,D,-187.04065959814434,C,D,D,B,E,C,-61.516732073400185,0
Hindu,Married,D,E,B,A,94.44443030939824,-27.717583125400974,47.64761273851596,E,78.36929155698276,-85.98817184193017,C,81.37147269637683,B,B,A,A,D,B,1.9197183452262856,1
Other,Widowed,C,B,C,B,-76.18028727325846,-22.707167773516264,-117.10667756963558,C,182.50537291902072,71.32279112692275,D,34.48584731408982,A,B,A,E,E,A,103.66044906426204,1
Jewish,Divorced,D,D,A,E,39.34704000427304,-35.685465885411496,182.6110018259423,E,-103.22444346467854,27.939368086301762,A,71.71544255808716,A,A,C,A,D,A,148.47976892299383,1
Other,Divorced,B,A,A,B,8.083702804853706,4.8134867767874745,-9.54020704013417,C,-155.18118901105743,119.45941812611008,B,46.31469006332004,B,D,C,A,C,A,-98.15221917552354,0
Buddhist,Single,C,D,D,D,110.37869296387723,-163.17173075907735,-152.3045847053998,E,34.77720131556939,121.543956950084,A,134.15407849822157,C,E,E,C,C,D,-24.909004938838223,0
Other,Divorced,C,B,C,E,-25.993952908851554,67.16999227481875,116.18468801622386,B,-15.689153854562509,26.43510465470969,B,-44.9199617667806,C,E,A,E,E,B,-95.75075577131103,1
Christian,Married,C,E,E,D,-28.477273067449683,124.95986386474081,-50.02020141088589,E,-62.56557372031607,19.61850862871203,A,-84.31085230886863,D,B,A,B,D,C,-92.39306008501073,1
Hindu,Divorced,E,E,D,E,7.014185040696097,72.15270642874977,83.15524646276118,A,-200.5321978503026,-37.82874668755348,B,-110.00661031565112,C,A,E,B,C,E,-11.652676490615436,0
Muslim,Divorced,D,C,E,A,-159.87521891925684,126.6324066277971,56.9406346675569,D,-21.09074505219048,28.825376662634838,E,-106.57207373919474,D,E,C,A,B,A,6.451777314942311,0
Hindu,Married,C,C,D,A,37.71652978498096,121.50473918025861,0.39095986147267653,D,55.33084606090773,-10.740079884496586,D,-20.234856481416667,A,B,E,D,D,E,-47.41324491642337,0
Hindu,Married,D,E,D,C,51.30662256889208,23.784677681489843,-200.3558405246607,C,-100.66628215425297,-206.65216738719357,C,-39.69152088806103,D,B,B,B,D,B,-137.14382282330396,1
Buddhist,Widowed,E,D,E,B,-34.94343304691348,24.47017155577727,93.27114790789436,E,148.50298022697996,172.17891522793462,E,-96.06630964726746,C,E,D,D,D,C,150.02938534803857,1
Muslim,Single,C,E,A,C,-186.30285279943485,-142.50449620795507,-154.41854594903816,E,15.497629928268989,-22.486875681770638,A,-22.912873568607043,E,D,C,B,C,C,41.65916239103949,1
Hindu,Widowed,A,A,C,A,41.80192659107592,-226.98244304593135,56.68662839854143,A,-8.514820101415312,-26.08704599992714,E,6.033244372938432,C,A,B,A,A,B,-164.10472365915675,0
Christian,Divorced,A,C,A,E,45.46647123086067,-30.662385853682007,-0.1284737835197737,A,-57.99862052505779,-8.472721640193503,B,7.40252453106046,A,B,E,A,A,A,37.01297325616194,0
Jewish,Divorced,D,C,E,D,-22.11058727477495,-91.7669657576687,-250.0316323722343,C,117.71484647547739,128.1015773933126,C,-86.39683403469766,B,A,D,E,B,B,112.15604871673743,0
Christian,Married,D,D,C,E,-22.465027110676917,-183.84135168945227,120.2238008025677,A,-59.962015382216315,38.884576007458,A,-16.053975524133417,B,B,C,E,A,C,-55.635499328036985,0
Christian,Widowed,D,B,A,E,62.02494904649698,185.1651649784144,87.30398054320585,E,14.687394660453773,-86.38013865691693,A,-54.601036178578774,B,C,B,C,B,E,40.822706505533326,1
Hindu,Single,E,D,E,B,-105.8574380842462,142.32959168732214,-64.92464554306737,E,170.3162105085907,21.032568946355347,E,120.56058759637092,C,B,B,D,B,A,-78.46611513299148,0
None,Single,C,A,C,D,-126.24832941871354,54.304528212834555,145.21127986536203,E,29.627910603084516,-2.4865613547018914,D,31.87460753094129,D,D,A,D,B,D,-61.41375320412601,1
Christian,Married,A,E,A,E,-160.5790792453637,-232.11735456151587,-62.91887314542709,B,64.64128987547087,101.68352061273032,E,-46.012277749093286,D,C,C,B,A,B,-271.6420595946272,0
Muslim,Married,A,C,E,C,70.4162565088995,43.903290075213924,-46.34251968553384,A,-86.61880333505809,-20.17297887891418,D,21.44894276757174,D,B,A,D,E,B,-46.55882084875004,0
