sexual_orientation,anos,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target
Other,91,A,B,-19.220621516928883,-259.08089190921106,B,D,C,C,A,34.388451394743456,0
Bisexual,22,B,D,128.26364840818474,109.23425685706081,C,E,C,D,E,218.23553670567458,1
Heterosexual,61,A,C,-0.41446429831728915,176.4600141545863,C,B,A,B,A,41.09726793326694,0
Heterosexual,63,B,A,-122.00743588135512,-86.42048774538917,A,C,A,A,B,-41.188097174314706,0
Heterosexual,85,B,E,8.598362443973583,-117.29026988534036,D,B,B,A,A,-30.477720946575353,0
Other,94,A,E,109.64161083076868,-15.761698204415211,D,C,E,C,E,42.009883439917914,1
Homosexual,89,B,D,-97.85524835812186,124.87766320115125,B,B,D,C,B,73.704023294514,0
Heterosexual,22,C,D,-123.36301207792798,-202.60370150810215,B,A,D,A,E,46.275263769117586,1
Heterosexual,61,C,A,-165.13719983759373,-30.980623714415266,D,B,D,B,D,-0.5914207795499641,0
Bisexual,23,C,E,31.573946790204648,-108.89013115556298,A,C,B,E,B,27.76727487176701,0
Heterosexual,80,B,A,40.6608454573956,64.67083155014492,C,D,E,C,D,-137.77853300530907,1
Other,32,B,B,14.805872184231303,47.4917232205733,D,B,E,A,C,-129.78020057181746,0
Bisexual,73,A,A,-36.94195273570677,208.0782188953605,B,C,D,B,A,-98.85282704249128,1
Bisexual,70,B,E,-35.6154859250466,82.66727627597477,A,B,C,D,E,36.91302991516021,1
Other,45,D,D,-6.662906775037415,58.88189548764944,C,B,D,E,C,-45.13865363577293,1
Homosexual,56,C,A,-171.52438131848808,12.11254301039283,B,B,D,A,A,65.01708133838888,0
Other,32,A,E,-52.22644751457942,102.12427028339125,C,C,C,A,B,-3.8958393598971295,0
Other,48,A,C,-126.88371865298373,60.63838600738241,A,C,E,B,B,-77.42551806198716,0
Heterosexual,22,D,D,75.77334516226657,-14.633712816835043,D,B,D,E,E,-206.1875151505086,0
Other,25,D,A,-100.99968825475705,162.87397924277866,D,C,C,A,E,-128.98916240907857,1
Other,77,D,E,-91.37897756704186,-108.08321590712376,E,B,C,E,B,-14.94563484650722,1
Homosexual,92,D,C,60.53976294679043,186.78137133781814,A,A,B,C,A,66.01075081772714,0
Other,70,E,D,156.22563110821537,59.21182832087042,A,C,C,D,B,-26.70863664030307,1
Bisexual,65,B,E,13.946530634105203,-116.35646229333246,B,D,E,A,E,-16.459100340652704,1
Heterosexual,24,D,E,-79.77375085335274,-137.11941304197939,A,B,B,D,D,-31.272199336506528,1
Homosexual,49,D,A,-5.342441185187183,291.1134182039441,B,B,B,E,E,165.57630455037162,1
Bisexual,19,E,B,-13.196287961848041,85.8312942638073,C,D,C,C,B,5.9714041839881435,0
Other,44,D,C,206.62971841944665,49.60537112075355,C,D,A,B,E,-58.22948763750151,0
Homosexual,33,A,D,115.53856079736579,19.032025154928935,E,B,A,D,A,-15.057840970201381,1
Bisexual,62,D,C,-151.10133654901458,-88.37536005183505,D,D,D,B,A,-107.4762885483473,1
Other,93,B,A,-138.6846356879802,-3.9424748970790735,C,D,C,D,E,80.56567568270025,0
Other,88,A,A,-13.321844534670472,8.57178864430735,A,C,C,C,E,-145.34261462748148,1
Homosexual,96,C,D,-42.10972149197198,45.302126400168106,E,C,C,B,D,95.88222297399376,1
Homosexual,64,C,D,-65.39607131686297,-84.58803309995236,E,D,C,E,A,54.63908117153065,0
Homosexual,49,A,A,100.45542123625333,50.923723873389235,B,B,D,D,B,110.35454032155101,0
Homosexual,56,E,B,127.62930005959718,-161.1337264585407,C,C,E,A,E,-37.09020369953521,1
Bisexual,44,E,D,97.10076819189653,-191.42563465859436,A,E,C,B,E,-163.37138161744585,1
Bisexual,86,C,A,-180.5855927644635,41.8618822875916,C,D,B,E,C,-36.13364523912763,1
Other,87,C,A,-251.37279276219817,-127.36816446275299,D,D,D,A,A,39.48821724364722,1
Other,49,D,C,58.985464657037504,94.77351792127794,B,C,C,D,E,-70.99475440840256,0
Other,66,B,B,-47.79346477716992,-143.18196837529538,B,B,B,A,E,51.60752581524937,0
Bisexual,62,C,D,-75.72653352028482,152.12971203767617,E,C,A,B,C,0.09668895573817862,0
Bisexual,31,A,E,61.17118824883124,-48.81132050112097,A,E,B,E,A,54.96951607675206,1
Homosexual,55,C,E,36.00237354709378,-84.32795453156916,E,A,D,E,D,-82.90060004806847,1
Bisexual,70,B,E,116.93394849477974,-0.6742537300517102,A,E,C,C,D,-39.32073406841102,1
Bisexual,54,C,B,-26.97291913542242,-22.835657296586444,B,A,B,D,B,23.818344416041363,1
Heterosexual,91,A,B,41.37169824907962,-83.90110069227543,A,A,B,A,B,-8.03621620448686,0
Bisexual,53,C,E,106.2372184223069,67.14145460156688,D,B,C,A,D,-57.412758847401435,1
Homosexual,85,E,D,105.68045857576398,-1.5348930489712576,D,D,B,A,E,-43.53446740584588,1
Homosexual,44,E,C,-71.89000834968735,22.172721792403127,B,D,B,C,E,103.20071976208398,1
Bisexual,76,D,B,40.81695137719397,64.86107059859071,E,B,A,A,E,102.43322839061888,0
Bisexual,27,B,D,102.99933101151468,44.01084272052484,E,C,C,A,C,-104.26741175535048,0
Homosexual,41,C,E,-116.46017441372716,19.747869556186902,E,D,E,D,D,-66.63123476949043,1
Heterosexual,52,A,A,124.53738757217101,-105.31622293266129,B,A,E,E,A,96.63218072532655,1
Bisexual,20,A,C,-55.7230849924226,75.48533474534588,B,D,E,D,B,8.022346113204089,1
Other,84,E,E,-71.84845945467873,187.84924779818706,E,E,A,D,B,1.692107296642637,1
Other,28,E,D,-11.90323828588986,0.013113884629109795,C,D,D,A,A,52.14746750195679,1
Heterosexual,44,C,D,-22.295652054399703,-22.00484511206929,D,B,A,D,D,-69.54681160363879,1
Other,45,C,A,110.75141290688471,30.493670087058756,A,E,D,C,C,-13.245496713838948,1
Homosexual,30,D,A,60.12540229646329,-86.52462686718668,E,D,E,B,A,-118.7466062378326,1
Other,47,A,B,-64.08778094294577,-56.86119588622606,B,B,D,D,E,-28.76057261102723,0
Homosexual,49,B,B,120.36744412649053,-75.11299544640212,C,B,A,E,D,2.7625324143187036,0
Bisexual,62,A,E,-158.7421173111184,35.12809687802325,A,C,D,D,B,17.027244424474873,0
Heterosexual,18,B,A,-33.05300601806142,-133.4171309759082,A,B,E,E,A,12.021023150651047,0
Other,31,D,B,-98.88102565696758,-120.46071466716432,D,A,C,E,E,127.31619406290955,0
Homosexual,28,C,C,-55.78864958952927,-166.9027577040304,A,C,D,E,B,-1.815783266485723,0
Other,37,D,A,71.44024854396427,15.235904551983905,A,C,C,A,E,17.133946119956118,0
Homosexual,26,B,A,-37.46281986478768,57.734674952995256,C,A,C,E,E,-78.52735904732474,0
Heterosexual,92,C,D,-84.64886611822767,-25.85083436791088,C,D,E,C,D,127.3061074094258,0
Other,36,A,C,90.91835320009436,-221.53149454421,A,B,A,C,C,-32.52911521234001,0
Other,66,A,E,-44.23833313022554,-34.45366564171457,D,D,B,E,B,88.79525216952463,1
Other,55,C,B,113.6276372905044,52.436615782427765,A,D,D,E,B,-44.34117449767116,1
Homosexual,36,A,C,-106.51476797236205,99.21385921530013,B,B,E,B,A,-11.381247632458722,0
Homosexual,66,B,D,-101.79041501785504,102.9700662171571,D,A,D,E,D,85.80649648263353,0
Bisexual,51,A,D,7.167225028393075,49.542995926503544,C,C,D,B,B,-31.717755904090865,0
Other,34,C,C,-140.02022453731857,-100.70398302713888,A,D,C,E,E,-131.0022212630442,1
Homosexual,69,B,E,-32.628619750159714,26.698193699463868,C,D,A,C,B,142.48782447114252,1
Homosexual,89,E,B,-53.726454705227276,-134.2677600807219,C,D,A,A,D,-9.539590499961303,0
Homosexual,33,B,A,-100.60246131145638,77.06501496807168,A,B,E,A,D,-101.54587305647003,0
Heterosexual,45,C,A,-135.0612914850422,8.96922056944769,B,B,C,A,E,-22.309304256518665,0
Other,61,A,D,81.89800302698283,156.8799585797071,E,E,A,E,E,31.57962231677349,1
Other,26,B,B,102.13547325699479,-134.34436893278055,E,A,D,C,D,-71.78244183361014,0
Homosexual,54,D,E,-141.7851790227564,48.23885680702085,B,C,C,A,B,203.58839092169413,1
Homosexual,44,D,A,37.67813555199444,132.79971012400273,D,A,D,C,C,121.57960289054613,0
Heterosexual,51,B,E,68.229946913955,-9.301991267668095,D,A,B,C,A,25.667957136214977,1
Other,37,C,B,-11.086364660478704,11.079397446807436,C,A,E,A,C,58.62445160723473,0
Other,45,B,A,25.854197556666207,-139.38363213400763,D,C,B,B,D,-200.42802912273268,0
Bisexual,50,E,B,-301.48498146377887,-25.320455751446286,E,D,E,C,D,210.37212492271385,1
Bisexual,90,B,C,48.494960695415855,-26.77351439096923,A,B,E,B,E,-112.80243297117232,0
Bisexual,57,B,D,113.55235833138148,-42.337867775044636,C,B,E,D,D,76.25415067190715,1
Bisexual,58,E,A,-104.18465503438708,-52.44807549775602,B,E,D,A,B,35.04965047407931,0
Other,62,A,D,80.23776502666776,-103.21496540807709,A,B,E,D,C,169.9768213165058,1
Bisexual,45,D,D,74.3075554397286,182.14850430145805,A,E,E,B,B,200.59383253490557,1
Heterosexual,73,D,A,-250.12981952790207,32.435731083825075,C,E,E,C,A,-1.8869903503200867,0
Heterosexual,80,C,E,-96.82608113005492,49.913461207104056,C,B,A,E,B,158.12967484569444,1
Homosexual,38,A,D,-19.365541633342513,29.410524020581523,E,E,E,D,C,-46.68625821286383,0
Heterosexual,66,C,B,33.317930564469684,-131.89460208644752,B,E,B,E,B,-181.72908685853895,1
Heterosexual,31,A,E,-114.98659234338308,66.66439325818301,C,A,A,C,E,47.682762837920635,1
Bisexual,87,A,D,-70.31335074834561,-123.05154151030764,A,B,C,C,C,196.86990357960866,0
Bisexual,64,A,A,-40.84122269311023,78.89758317039593,D,E,A,E,E,-69.19969933388256,1
Homosexual,34,C,E,-53.29450305526336,-28.454845420697644,C,E,C,C,C,36.90233139702484,1
Other,68,A,A,-181.50209129815107,1.9979737818212329,B,C,A,A,E,17.195682292641663,0
Bisexual,81,A,C,-75.30923026317524,28.977101781137936,B,B,B,E,A,-34.258985664607,0
Heterosexual,91,C,C,-10.520693018456582,-77.02543167094788,D,A,B,A,C,261.9890354633868,0
Homosexual,37,E,B,-19.580765005893166,130.06035215367734,A,D,A,D,B,-59.02099380370201,0
Heterosexual,87,D,B,140.02354392638873,62.66877447579825,E,D,D,E,E,-112.06707756993437,0
Other,93,E,D,44.595527663971225,-6.795372495409742,D,B,A,A,A,31.669870637489105,0
Homosexual,38,C,D,14.912412453408022,-70.50298158310294,D,C,A,C,E,73.35934377609671,1
Bisexual,36,D,C,-28.43911749072493,38.44180151092372,A,E,E,A,A,8.56167643268846,1
Bisexual,75,A,D,-91.86856601361112,33.06860435125768,C,D,B,B,A,-83.44444830061248,1
Other,89,B,C,-30.92521131788601,59.45682927390532,C,C,B,E,A,90.7093498677511,1
Heterosexual,38,D,C,-122.78586149162595,-88.131784452932,A,B,B,C,C,11.083318381779314,1
Other,50,E,E,119.8335224335218,90.11294653567073,D,D,B,C,D,99.80869197211169,0
Homosexual,50,A,C,-101.65964086020345,62.45611278076444,C,E,C,D,E,-54.80740370567012,1
Other,91,D,C,47.3239199778515,93.03992783712661,C,D,B,A,A,17.911729694845754,0
Homosexual,66,A,E,-4.750614578784185,-129.9230513296205,A,D,A,A,A,-63.877734212076966,1
Homosexual,39,C,E,-98.99999305153229,77.16355726611867,B,D,D,E,E,-61.21982048418805,0
Other,28,A,C,-115.24512667611937,48.60915179778237,E,A,B,D,D,94.07595705839537,1
Homosexual,92,C,C,-96.95989370186231,97.16035229259391,A,C,A,A,D,-83.46413272229732,0
Homosexual,63,C,B,-37.824881462448246,-150.3738753730172,D,C,A,B,B,15.558056550201583,1
Heterosexual,60,D,A,9.54331838046668,-177.83285008215236,B,B,A,E,D,-109.28140887524056,1
Homosexual,82,D,A,-61.90819057679357,138.17333838837018,E,D,C,E,E,99.78515472640309,0
Other,89,B,E,223.52509906438405,-95.44650203801957,A,A,B,E,D,151.8400114374738,1
Heterosexual,40,D,E,28.279182518874602,-16.64959379354693,C,D,B,E,A,13.293521523009336,1
Heterosexual,39,A,B,49.68632336356071,-40.27273135500774,B,B,A,D,C,41.53129395023616,0
Other,57,E,A,-72.88299836154367,49.75621809806541,E,D,B,A,A,-22.3572304645733,1
Heterosexual,54,B,B,131.15741088113418,3.73629368405866,C,D,E,B,B,70.69355656560772,1
Bisexual,82,B,A,124.48747251013397,63.350611815548795,B,C,E,E,E,24.710738340599686,1
Homosexual,75,E,E,-41.74074443693889,20.97584539303532,C,C,E,E,D,-81.74876473422572,1
Heterosexual,94,B,B,135.4659844408328,-166.75630347197853,E,E,D,E,C,148.57050914101941,0
Homosexual,40,B,D,-201.6395237862226,-19.708489491384658,A,D,C,B,B,45.54269862790156,0
Bisexual,32,C,A,10.320360556541463,14.520490997872582,B,D,D,E,B,14.27664534454525,0
Bisexual,37,A,C,-36.70137946063413,-286.874976415416,B,E,E,E,D,49.934176443291115,1
Other,55,D,B,-21.165701407748163,-295.0927087521771,B,D,C,A,B,-45.91062877959512,0
Bisexual,39,E,C,125.91728745944198,35.76817614329579,E,C,C,D,E,33.36327634829095,0
Homosexual,19,C,E,64.21114071715007,21.259590328674406,B,A,C,B,C,20.122726097389954,1
Homosexual,48,E,E,-110.51781541559889,69.6283220354292,D,B,C,E,E,192.32370709640284,1
Bisexual,55,E,E,25.75204630832743,-113.38947909394955,D,D,B,D,A,14.371971510451747,1
Heterosexual,61,C,C,47.28381335465311,-121.52429770857609,D,D,B,E,D,13.155029492482,0
Bisexual,21,B,E,-67.12210761632436,-137.4270654021968,D,B,D,D,B,44.35660504723449,1
Heterosexual,45,C,D,-156.26917399591224,-36.28095626617726,A,B,E,C,A,104.43591306375754,0
Bisexual,54,B,E,163.65474615220077,63.395797425139655,B,A,D,C,A,19.6696382698717,0
Heterosexual,27,D,A,-111.9372646096064,-207.51141945667234,B,D,B,C,B,95.71314239505047,1
Other,21,B,C,-99.79713184652057,-90.45179821493761,E,D,E,A,A,3.595858200604534,0
Heterosexual,97,B,E,-21.868769954320257,-63.30905671360711,B,A,D,D,E,-11.44208813379669,0
Bisexual,79,E,C,50.349849252353515,-55.951719471891856,D,D,D,E,E,-135.1822431671708,0
Homosexual,51,C,C,102.42660966207919,-182.58882415517886,D,A,B,D,C,-11.903771762006139,0
Bisexual,39,D,C,4.248810680112924,-31.13333309731905,D,B,D,A,D,178.85249023175675,0
Homosexual,27,C,B,-56.49328219503544,-35.716102077236194,A,B,A,E,D,52.53060561834152,0
Other,61,C,C,-6.350039539903463,-34.420255287925386,C,B,C,E,A,-7.141476408607569,1
Bisexual,70,E,D,-34.511280639968476,120.38066692642104,C,C,B,B,D,-18.39692203331223,1
Other,50,B,E,107.54514378326567,-264.7952389443803,A,A,E,E,E,-58.16505750392863,1
Other,83,A,D,-45.9999643720092,-205.6862773447483,E,B,E,A,D,44.11642152015902,0
Bisexual,31,A,E,72.94565033479435,-83.39169403990081,A,B,E,B,D,95.26546585539477,0
Bisexual,49,A,E,-45.65690990424757,-78.2108320952682,D,A,B,B,D,-67.63507125080098,1
Homosexual,38,B,B,80.14252562612482,-31.845444205828972,B,B,D,E,C,49.57884586559811,1
Other,33,A,B,-92.17399628235941,-64.89157188327923,B,B,E,C,A,50.1338839572586,1
Bisexual,76,B,E,-131.34485202537914,24.651402536196926,A,D,A,E,B,144.82869137700996,0
Other,23,C,C,-23.098674982355544,64.95919604754135,C,A,B,D,B,-178.41163882516778,0
Bisexual,44,A,A,138.91971786000965,-100.64418234852803,E,A,B,D,D,109.66638931736297,0
Homosexual,40,C,D,-124.6965326195907,72.6361847141223,E,E,A,E,E,133.29850416350138,1
Other,36,C,D,42.96003619926113,109.81633677757347,B,C,B,C,E,134.23396761252297,0
Bisexual,55,B,B,-74.58375502018711,-141.21144004485762,D,C,A,E,A,-50.77582401036219,0
Homosexual,39,C,C,23.322272082192335,66.76793668622699,A,E,D,D,E,-13.679669971035638,0
Other,31,C,A,-60.28480276326128,-248.82430047367473,E,A,A,E,B,-29.274009201238577,0
Heterosexual,83,A,C,69.16458707553073,247.5644155093149,A,D,A,A,A,176.7109139155295,0
Heterosexual,73,B,C,182.5289473712871,107.58317803205313,E,A,B,D,D,-96.75991618689427,1
Bisexual,24,E,B,-42.434179525386746,7.661471261418227,E,B,A,A,A,33.557815563095375,0
Other,62,D,E,-155.57686496542763,-37.38984670659564,E,D,E,D,C,-35.78747469933401,1
Bisexual,36,B,E,238.57825996648452,-83.87167184448028,A,D,E,E,D,-94.35325684719032,1
Heterosexual,46,D,B,97.0809588170084,85.635086681204,D,B,C,E,D,-163.94118087291682,1
Other,74,A,B,129.55091041190448,30.613306438096437,A,A,D,D,D,-127.62074803363872,1
Heterosexual,25,B,B,87.3033785997507,-32.22362927972842,C,E,B,A,A,-59.07817972645999,0
Heterosexual,64,A,B,27.370884425929194,-30.108746136548127,C,D,D,C,C,-47.70601654491955,0
Heterosexual,88,B,D,28.976565728067307,-46.09995014163921,D,C,D,C,A,30.273552234602185,1
Other,80,D,B,-10.133261696981775,147.06242013646832,C,A,B,E,C,-5.089169378895128,0
Bisexual,67,D,B,-55.582944732084385,-68.15738359490081,B,B,A,A,E,85.5427763942314,0
Other,68,E,C,-76.37871917189081,211.65413326465773,C,B,B,B,B,-40.51266248036065,1
Heterosexual,59,D,B,-126.98323542602867,13.526942350549245,D,B,B,D,D,-131.16456671179708,0
Bisexual,96,C,B,-198.05378805168888,39.4527839949268,B,E,E,E,D,-15.203176799260914,1
Homosexual,27,C,B,-33.981532460999624,41.57324677145036,D,C,E,D,C,54.25658807412529,0
Homosexual,25,A,C,23.045663647466053,-86.09469291612685,A,D,A,A,C,-35.93002106882729,1
Homosexual,22,D,B,48.85732631653409,-17.287474215499994,D,C,E,E,B,164.79008726908887,1
Heterosexual,68,D,C,120.81115579410968,-59.867996058576,C,A,E,C,B,-101.22235983056409,1
Bisexual,63,D,C,-48.944094848595995,8.139595280805919,A,A,D,E,C,-50.808426144655606,1
Other,32,C,C,2.959009556791008,32.32773891661906,E,D,E,D,B,-227.23060417715243,1
Bisexual,24,D,A,27.261089821358908,46.288766902054974,D,C,B,A,D,-50.18682359769284,1
Homosexual,58,C,C,54.86767345083111,-23.976747043694097,D,C,A,C,E,3.056736260042113,0
Bisexual,53,C,C,106.00186043368534,67.46353009233444,A,C,C,E,B,-93.2982700344003,1
Homosexual,84,E,E,43.036789300308214,-212.63963646229033,A,E,A,B,D,-119.81197149100396,0
Heterosexual,69,D,D,85.57750548855716,-40.10172509142723,D,E,D,D,A,-25.31087039121195,0
Homosexual,52,E,E,124.03403981598333,196.2764039218874,A,B,D,B,B,-29.217745150155704,1
Other,20,E,D,-114.37628176843972,-75.5023261302945,D,C,D,E,A,-69.68818798428718,1
Bisexual,96,E,A,-48.97384047639603,41.37981025837452,D,B,B,D,C,37.985215340386155,1
Homosexual,42,A,C,42.206930530207025,65.31386002416019,D,C,A,E,B,109.0853618531031,0
Heterosexual,26,B,A,15.216473893906265,89.97998021398277,D,C,B,C,D,40.52487114298079,0
Bisexual,54,A,A,-62.15706683054337,329.7355873118638,A,A,A,D,D,-175.90152593317453,0
Other,89,C,E,-262.1190390820277,-78.43876032983516,E,D,A,C,A,-85.0139290687751,1
Heterosexual,55,A,B,-34.57432527649135,191.19027049192144,A,B,B,C,C,39.635267442009955,0
Other,95,D,D,-39.023213285176844,157.9636747703209,D,D,A,E,C,110.29965483338356,1
Bisexual,99,D,A,77.01808622013105,43.99368300683944,E,C,C,A,E,-75.20617425262228,0
Other,61,B,C,90.18960655903706,-104.55947635486518,E,E,C,B,C,75.91480291113413,0
Bisexual,76,D,B,107.6348706081852,178.2114968484031,A,D,B,D,C,-11.542724285937602,1
Heterosexual,53,B,A,-51.82292415763674,-44.22701789954114,A,B,A,D,A,16.85274959713048,1
Homosexual,44,A,B,51.85533507872038,-13.835370296533211,C,E,D,D,A,-25.76762879686837,0
Homosexual,20,A,C,134.1767629029242,-138.97683096069952,E,D,A,D,A,56.46528767307342,1
Homosexual,74,C,A,-38.61303812115489,37.989427033097684,E,B,B,A,E,280.8935604007781,1
Heterosexual,26,B,A,-38.331809293219195,85.43509109345018,D,B,E,B,D,-196.85868002782985,0
Homosexual,45,A,B,115.52210222898044,-29.515272704280456,C,D,A,E,B,16.021428968463848,1
Other,27,E,B,-259.0739203003501,132.58554586547396,C,B,C,C,E,-5.159835564859376,0
Other,32,C,C,4.52856938535887,57.67026274947696,C,A,B,E,D,1.55706472567523,0
Homosexual,42,D,B,-229.06776424822638,45.55916303465626,A,D,E,C,A,-83.01406478331273,0
Homosexual,81,E,B,-180.75211153297715,-66.16455859656926,D,C,B,E,E,-184.10915640832408,0
Bisexual,82,D,A,184.51252435667317,133.36293102186934,E,B,C,E,C,-73.10471111879761,0
Other,35,D,A,-10.506282741626746,62.09863933420037,C,B,A,D,E,-120.40159388858388,1
Heterosexual,98,B,B,62.76121725841675,-77.09152343019015,D,B,D,E,B,-67.79472697734852,0
Homosexual,98,E,A,81.09432516145318,82.45614712860346,C,B,A,B,D,-2.467271283249689,0
Heterosexual,60,A,A,34.0801573185095,-12.699614630937187,C,D,D,C,D,49.952243156987215,0
Heterosexual,75,B,A,54.146659002323105,-74.30383174944512,C,E,A,D,A,-14.304636707377169,1
Homosexual,46,B,C,-47.75253929573096,29.035753562468926,B,D,A,B,B,-34.22227975300918,1
Other,55,B,B,-168.86037422961508,-7.166981930948897,B,C,D,C,D,112.4868584928892,0
Homosexual,55,B,A,-142.9891546125035,136.69793985413497,D,D,C,C,E,-64.66846216126444,0
Heterosexual,94,A,E,-47.338397994938155,125.45163647540119,B,D,A,C,D,-111.13889236017805,1
Heterosexual,58,D,E,129.61545274008134,-4.016200447975866,A,E,D,C,D,-31.08903862337598,0
Homosexual,65,C,A,169.94871397310436,-22.055020904225408,A,E,D,B,E,-98.8519392033303,0
Other,47,E,A,-18.949191852482734,-122.4143406496901,C,E,E,B,E,-17.94180551595121,0
Heterosexual,19,B,A,-1.0197946822194768,3.6420794683098725,B,B,D,D,C,151.47375968397893,0
Heterosexual,59,C,C,-22.10523138544568,77.82252480438325,D,B,E,B,C,126.02071265767133,1
Heterosexual,25,B,B,3.1008985463142364,24.53324212396806,C,B,E,E,A,207.83034398760466,1
Heterosexual,86,A,C,65.94102659016275,120.16751717968772,E,E,D,C,C,44.05020822186941,0
Bisexual,77,B,E,-116.19683885356574,-20.876028431712033,E,E,E,A,B,73.54644438309647,0
Bisexual,60,B,A,56.46235176379075,-78.6281332964411,D,B,D,D,C,3.891516072537488,1
Homosexual,60,B,B,-43.37839553903512,79.86844923815877,D,B,A,E,C,163.20558179926593,1
Bisexual,44,A,E,35.443309518558024,-17.4249120626522,D,E,A,B,C,99.78643656100861,1
Homosexual,81,B,C,-46.68654866516647,-121.71260340803886,E,D,C,B,E,60.03058096156092,0
Other,72,E,E,155.49717693683976,-23.99940496500416,E,A,D,C,B,-9.742892658541077,0
Other,52,D,E,-117.44231612934308,73.05497508088493,D,A,E,B,C,59.9283910465354,1
Heterosexual,77,C,E,-30.313116477888634,-202.79601018076553,D,A,A,E,E,49.39370918707943,1
Heterosexual,48,C,A,-15.028722575028228,-161.59049451211118,B,E,E,D,A,24.98581656313537,0
Bisexual,48,A,A,-214.54527767041657,-36.85644420246519,C,A,B,D,C,111.16814863296483,1
Heterosexual,97,E,A,43.81473484273483,-117.31225779245675,E,A,E,E,E,-37.545366766822,1
Other,79,C,C,-200.39873075545364,-173.33340233965987,E,A,D,E,E,-50.96983508936626,1
Heterosexual,84,E,A,-96.1484935624029,-56.17893493287538,D,D,C,E,A,94.07699224844808,0
Heterosexual,49,E,C,-39.429406865940805,-69.43690321724338,C,E,B,C,B,157.65543486393193,1
Bisexual,70,D,E,71.85266855673265,-84.5196240693718,E,E,A,A,E,-31.963774839578395,0
Bisexual,57,A,B,39.62602395756469,63.21679801445499,C,D,E,C,C,53.60138760583054,1
Heterosexual,83,D,D,-58.9769809784192,5.719477452979109,C,D,E,B,E,-1.8087041354467654,1
Heterosexual,31,D,B,-21.09437710697433,-53.562327650399254,A,C,A,C,D,-110.89002231412496,0
Other,32,E,D,-39.02218365319431,-223.2878304887431,B,E,A,B,D,18.968058053022364,1
Other,90,A,A,154.31061913091594,3.7515938538045073,C,D,E,D,C,124.00031872703548,1
Bisexual,22,E,D,224.78697426702107,-2.703191986503699,A,B,C,E,E,-94.71124072832622,0
Heterosexual,46,C,A,-31.720751773722455,107.39548535297152,E,C,A,D,D,-8.081654984339188,1
Heterosexual,23,E,D,-4.343567231697798,75.22536409796948,C,C,A,E,C,-43.79180451227724,1
Heterosexual,83,B,E,4.299488595096797,-57.24829621098161,E,D,A,C,C,-134.3803199580992,0
Bisexual,79,C,C,-77.05590748592911,60.6081866033066,B,B,E,A,D,8.423905822572767,0
Heterosexual,74,C,A,-7.600662575480801,99.11076612024539,C,E,A,B,C,151.94664039165008,1
Heterosexual,96,B,E,275.5927031123369,-30.79845164633333,C,B,B,E,E,-103.93325045080242,0
Other,52,B,C,-65.34096723810934,-233.0781135503246,E,D,E,C,D,-45.554035012468226,0
Homosexual,35,C,B,-147.15382866067736,-166.84432207389276,B,D,C,D,E,0.8211110626204478,0
Other,85,C,C,-6.652880841092385,83.93804846858484,E,D,C,C,E,-141.69540762250335,1
Homosexual,60,D,E,96.39166896453663,122.92872073333028,B,C,A,D,B,122.02103982618375,0
Heterosexual,67,B,E,236.76721538417226,-24.199161801495972,D,C,B,A,D,-122.75954625871937,1
Homosexual,40,A,E,-35.21904285260218,147.5575993032908,B,A,A,D,C,75.33467933363437,0
Homosexual,65,C,E,61.90161507994061,64.84581850726627,E,E,D,D,A,58.182081023006184,1
Bisexual,44,B,C,9.699093050681034,12.416822652569909,E,D,A,B,A,-86.44912265113862,1
Bisexual,30,C,B,167.06922488202838,-45.04814371395717,B,B,D,E,D,-117.24716465173167,0
Bisexual,83,C,D,65.38029301098685,-8.981662465150823,B,B,E,A,D,233.73358175552133,1
Bisexual,83,B,B,24.591520570530804,-66.2958250923944,A,C,B,B,A,-52.9339052845582,0
Homosexual,40,A,C,-158.54266494451045,56.876552511508685,A,B,A,B,A,-139.11785388499,0
Bisexual,75,A,E,-46.45887709540517,-81.21344934149646,D,E,C,A,B,-105.61220743792525,0
Heterosexual,51,D,C,-96.80313135024818,-23.779098582334804,B,D,A,B,B,15.868142364256881,0
Bisexual,52,E,D,-9.25373684088636,-125.98653271646624,E,E,B,C,E,-130.41704077975103,1
Bisexual,74,B,A,76.37136795764053,50.7720575853607,E,E,B,A,A,-62.758873144076254,0
Homosexual,91,B,A,125.33409711230522,-126.50369603694898,D,A,D,B,C,-47.777310398097704,1
Other,56,E,D,-128.60927328757415,-26.986412500269502,C,E,B,E,B,30.949268598976527,1
Other,59,E,B,20.09818872789079,-133.77110245789424,D,D,B,D,A,67.56020094163351,0
Homosexual,81,E,E,-42.24413261250755,44.25145879968881,A,A,B,C,C,19.662660093724345,0
Bisexual,74,A,A,-64.61873411435612,-102.79921681168406,C,D,C,A,E,189.2017669771698,0
Heterosexual,70,D,E,34.90426454629716,42.55481340859384,E,A,E,C,E,11.094854776861144,0
Other,22,C,A,-131.98109274725675,105.33377571344491,D,E,B,D,B,-121.862214149293,1
Homosexual,35,B,B,106.39671508392263,-17.32408374673612,C,D,D,D,C,-105.42913584875417,0
Other,94,E,A,89.39527716134917,16.290632630841422,E,B,E,E,C,42.56340191594608,1
Homosexual,96,D,E,-48.725192836335786,-102.49479330138027,B,A,B,B,C,69.33637462679948,1
Bisexual,99,B,B,-45.173988223232506,-31.125338372170397,E,C,D,B,E,92.09480592163426,1
