military,age_range,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,target
Non-Veteran,36-50,C,30.88132102918516,D,178.22455536956465,B,62.87429571277371,259.38095363920286,-79.96653650703152,-163.84637842415162,-192.43123421994198,-7.784327544485657,-156.18359966472758,C,-46.91211377016566,-66.54042686817772,4.7626839889338894,E,D,-2.3103003567578955,1
No,65+,E,-63.556027483188885,C,-65.48799232771403,B,-92.73311810612464,-152.6920291719039,-221.1317433669641,19.102974992606512,156.4772875412828,97.62046263754844,87.34789878551067,C,-103.43244807503113,-280.5387759338558,79.75436500040769,C,B,43.89947436300434,0
Non-Veteran,18-25,A,104.00112528600867,C,8.64146191254695,C,-52.349170488521054,204.84838636677802,71.64450196643043,-98.1168868752839,28.208289614182373,1.9872234789737147,-48.68247426206041,C,-79.95850190572898,64.94639623003799,-111.00355627299392,A,C,31.771666963834388,0
No,26-35,C,72.9085059499751,D,-128.05202245309954,E,-63.143652016295334,117.21693236803294,-83.94394811464957,32.30298187054154,-80.25926694851618,39.5386188278067,-4.532939012399064,C,20.935757670417434,57.22564090646267,-8.718637532284355,A,B,-0.7051454284473413,0
Yes,65+,D,57.81782797077215,C,-19.508443840425947,E,-22.473030688758808,48.61935728381135,-80.20425264916946,-200.09606219845006,-106.54073134681808,173.88826695141628,-114.1397083959267,E,171.07815278711345,96.80314787609221,56.2805174332032,E,E,-45.07125374228164,0
No,26-35,D,46.323067629951986,D,180.62807157266133,E,137.78067526044174,32.96410610790545,-93.09063942448816,26.13787506470256,-8.328625295456018,71.66076430987654,159.80390411810342,C,-225.81350898661464,31.157019702290295,-61.86619174982205,B,E,85.92609824824277,0
No,36-50,A,105.29221484898727,A,-111.94092148809274,B,-44.90729770156516,-148.1173043203548,-9.315461738611267,-94.57104637814095,-159.64660179224708,-57.16232473458771,68.77587459194726,A,-56.717812849707904,-70.1446564041138,-41.24911282578471,B,E,-71.72236404977116,1
Yes,65+,E,25.690379090633105,B,-113.29374907241994,D,140.42846607916425,43.96670106120547,-17.209303760841095,41.32234565725019,45.85714849820538,-14.060883929952706,54.81051193705011,E,-122.81558313581509,-96.15769186339598,-62.952160604773844,C,A,-85.3095414594286,1
Yes,51-65,E,48.1130381848939,D,-36.4594126079698,B,-34.93244711857592,-111.48740303837282,63.038823931021156,45.604246461129115,76.19378760192303,-75.27845149777755,-135.01187391166792,E,-160.29858740983684,-80.66280518407363,43.538517734139646,E,E,4.93590606928183,1
Non-Veteran,51-65,C,33.294189880085554,C,10.004125814837327,E,52.35424355841959,96.32660813374115,-101.07710726596781,73.6505137684657,-139.77689673786162,-112.75876067402334,-48.833431499587284,D,-120.77534181778722,68.24499023957699,-272.0763750180529,B,A,-56.35138106518153,1
Veteran,51-65,A,-18.991482569046696,B,266.1756335673938,C,-92.29545390348656,-110.23306132000945,74.59695081654286,67.91866345845557,-271.43378581871855,106.60832784027889,18.64249545001762,D,104.10545239087713,-0.20377650769245725,158.73243839640924,C,C,91.24133026356056,1
No,26-35,C,117.91878703115326,C,36.22807600326546,C,-141.45124054683433,76.77901820666378,-125.00866869995795,36.58518328617217,-16.46893328144153,-117.53919013505127,-48.31008493123641,A,29.610076234490112,32.34167078877662,-52.54004851464714,A,B,87.65711072013809,0
Non-Veteran,18-25,E,7.793606480700296,D,26.887184161597716,D,-37.8640684771985,232.01258305925845,55.50459686232646,-124.98500233856322,-133.38852636990603,61.83585109212859,-141.5051444178864,C,36.78954986625912,-164.3153424535333,106.61701672149728,C,E,-99.85403334700284,1
Veteran,18-25,B,-18.71584090560939,E,83.41845290577695,A,-50.28520067662945,53.596599766218255,-38.80658122079083,-74.64651747725408,167.0726584331259,92.34182478384858,9.921611894064398,D,60.80009709740965,71.78379089110048,13.710464146679909,D,E,-15.167004727807292,0
No,51-65,E,115.78092674995517,E,79.06425125295522,B,112.16920305342978,-109.41124622426311,104.08089391908621,30.829483498665276,-183.59364539616422,-66.98077690003589,-99.86223572288544,A,-14.192717266826158,244.73920726769384,131.92541823889127,D,B,180.2858977558944,1
Yes,18-25,B,-66.81088894540416,C,-24.791409147920625,C,3.6946795203362637,-23.155160424293832,-26.97389455396441,114.58145407941747,-119.07926138675586,36.83149300407001,-49.53044814487162,B,-27.74245727827968,-121.73731250805993,44.06312640206417,E,A,39.139798444321585,0
Veteran,51-65,E,144.3027709955951,A,-4.832863664502836,B,18.854290670294805,33.99173101838341,-54.567307680945675,240.2399931644296,17.949541785923543,112.15641523134809,120.24788515482119,E,16.657756271867356,2.9580369904593,113.77163352208703,E,C,79.4662866784673,0
Yes,18-25,D,-6.6314871026896,E,157.94546849991596,D,-71.99442327418528,74.68074365281264,-67.49261730848924,-64.1969249113017,69.49496697515269,1.8988258987036475,62.3931776928346,D,-93.52910466013212,-93.04249180989923,-59.15713643557006,B,D,160.17325622534437,0
Yes,65+,B,66.14474088296242,A,-54.426259899292596,A,62.049410935134915,-115.120738460343,-15.838650344516992,91.97628662869171,-72.27130972930279,14.497755038381085,-28.074067192451558,E,-135.95825790722995,166.10179336202754,118.48799477538003,C,B,34.664877985478896,0
Non-Veteran,51-65,D,86.73978845464528,B,-102.81852770542824,D,-152.3607322485911,-189.01236032185776,-21.444722214750563,-73.37542673427664,89.79273951717141,-200.93658917604586,-60.932293417147534,B,84.33376929220064,60.147785357068564,-100.90468088785838,B,D,21.68865354337393,1
Non-Veteran,18-25,C,-17.692932314886914,B,3.8964057279047815,A,-66.99561003670883,-64.2729054492598,-116.80878191592943,-116.69483198950607,-68.85837726002862,162.1512952068242,-31.86587811782346,B,95.71018611722798,33.85332949192611,87.0430958500257,C,A,28.04692343069512,1
Non-Veteran,36-50,D,-209.93858605920855,E,-30.334460146898795,D,83.15687077134723,33.56335609733897,-13.94127372363631,121.47775705496345,-49.140337341129225,26.446769710090074,-89.73892063851089,D,38.86557900526791,-111.27294123353977,-255.7038641846682,D,B,118.76095291421827,0
Non-Veteran,65+,A,39.27012438044895,E,-21.6084595098334,A,-78.85590458441405,147.9310835083558,2.064624691925854,-103.1571654630444,15.282360357746857,-63.68298777019392,157.94444255134187,B,241.80946729451688,-73.10036029561456,39.246088047918484,D,D,-9.273235928824446,1
No,36-50,A,115.78244976558798,B,103.67406892617872,E,15.763876357881909,-50.60278921297229,-89.56047787760923,78.38117887530689,-160.53404096539464,149.3243559376457,163.87134194039353,D,171.40288013305843,-27.481066824884405,61.72543946077307,D,C,-269.2156918716261,0
No,26-35,E,-145.8474027398266,B,-177.9488269130983,D,38.4266171307878,-125.50719814267278,54.91310106590077,-80.16276664882243,-52.19130048286683,-148.10269086024883,53.30535186372805,E,108.16584329333342,-152.59412750245806,28.535431308595328,B,B,-72.20048434858654,1
Veteran,26-35,C,-19.335759869109996,E,29.01248024767821,D,9.770265993458779,47.44017357924882,9.61151401294392,112.20118120109667,-93.75151777310278,-30.142170769302563,15.429238337691121,C,44.81655574079892,8.299399334920983,45.29715014394659,D,D,-44.13622215166472,0
Yes,65+,A,-124.09838242485547,B,44.63593346675958,C,27.941530666886326,-28.690215852832196,-14.370371453284669,-37.72870981130068,136.68796280512805,-216.38754671533573,-74.85661791175426,E,45.12885687418648,67.0005773297303,104.83805645877742,C,C,70.71093609059609,1
No,26-35,A,-60.584912092877644,B,88.36873330089841,A,5.779152318776109,-94.49713164634169,100.43804769633869,-13.349953126740925,64.39361584830611,-173.31381400959964,-61.91178031334063,D,-143.9378442378078,-9.871846364430766,29.428428743605423,D,A,-118.29041957704827,0
Yes,18-25,A,-26.782384912963174,C,-57.358765236668,E,46.173735500762724,65.97619609575321,101.72227908278504,139.43237627513966,32.09490586243855,-80.6230095368076,-97.40880061996326,D,151.23228419446343,-145.5630709122715,-55.01823756273006,C,A,3.663137033511669,1
Veteran,65+,A,20.897506071563825,E,-78.3758219162342,A,22.274213885789397,50.08562668790238,-356.47631626068767,-105.46219327693377,150.69079595252214,6.554858362889511,-106.46374054903531,A,69.97759048112373,28.0817897324947,102.5800616687351,D,A,-29.06223015814521,0
Yes,18-25,B,48.321497872323704,C,-124.90096680106733,D,-53.976908109959645,55.745225889206715,-185.96012043281252,50.04674129420306,34.98528820386124,2.7528408881939597,112.80311598748744,A,-143.42525528119822,83.50966617142677,-96.33793049007839,E,B,66.53828667484898,0
Non-Veteran,18-25,C,75.84468956805893,A,-66.60078836835369,D,32.823227309714284,56.25447432739244,101.52227457321476,29.110033920356017,18.86692720948475,101.63644833077315,114.03815369515553,B,0.9643901557780181,-6.933844004556643,105.03504605714858,E,B,37.22122991562737,0
Yes,26-35,A,67.08734691985961,C,-5.953659546231029,D,68.43316312000873,-1.1675543986678347,-26.731427322699297,-124.76239484698543,43.30638945329007,107.51373407462495,-200.0186635056549,A,100.83185830322438,60.44512070649812,66.38270536694213,C,E,-133.56559198796464,1
Non-Veteran,26-35,B,39.07894821620556,C,152.62909845723493,B,-56.01113288761211,-33.61565706810542,-249.903592002953,102.42121115041243,-21.613919139694016,-94.80886706344741,-38.05892400892202,D,-82.77051874324872,-97.57296746967165,60.70769587860414,E,A,-4.523645525794197,0
Veteran,26-35,A,31.98212184098996,A,-141.58225629959472,D,-75.01135053836283,-3.0444473423291396,146.05189092828604,36.49538370930997,50.27155244855721,-46.96407922267083,-3.8120259093588786,C,50.05715555847197,43.29727722153262,-29.61394751743812,A,B,73.88387550468536,0
No,26-35,A,-85.49928632185883,D,-120.66460245568493,A,-207.90972197507222,-27.328122922439697,-97.05748427559128,180.74747361827323,-42.75706021957982,-75.75337605878302,-29.931297227108384,A,-110.39752750514043,131.1506820563929,-15.459857141428104,A,D,-55.13104783732508,0
Veteran,51-65,C,74.43004399589081,E,32.580740582878796,E,119.12742610729946,-97.66398972903231,44.52607047872698,-39.17994658665256,282.74558280592623,96.08793616352567,215.99038565072595,A,177.50510666069752,-169.6178348158742,-233.2423632397957,E,D,-8.46675232783362,0
Veteran,36-50,A,22.846301229138817,B,352.36781924018305,A,124.36984749580795,114.31310027576053,3.218526794389595,-56.35307261437491,77.1358884766182,149.1800663427374,-99.28421555366442,D,42.40145253620769,-164.01511031748163,57.01294204748285,E,D,113.59137393203098,1
Non-Veteran,51-65,A,-9.934169058672447,B,-24.268618134555265,D,-66.25864830000842,-19.938003681534187,174.53078918074175,-159.2600081121731,-93.97660432620604,102.30929852288271,-118.06319628777729,E,-92.8980837828283,130.40620557162043,-95.74106698601047,E,E,0.16780382810366803,0
No,18-25,B,-14.711150040618834,D,149.9864218474626,E,4.022219513917125,-23.394533190768588,40.827795857189756,99.18989179851411,56.2186998594718,-158.75107221484325,116.9168858662382,D,9.660660071322622,-21.192544605979172,-74.66183539056598,A,E,-74.52565447706758,1
Veteran,36-50,D,-6.335939484555247,E,162.72100514448294,A,-29.636883035859153,-1.9940034562920852,54.28431886614269,-130.79919894352588,61.18620769217179,-60.8727584290462,113.77574320176838,D,-95.7521203162388,108.4271765260809,-174.45399934151317,B,D,-54.11997497604113,1
Non-Veteran,26-35,E,-61.49046626866396,C,-31.839766635343285,E,-75.15027179576545,0.7903943346914488,-159.53891952453336,12.377611105703842,46.66950015762781,73.31438650285855,-8.242623725473058,A,95.00673198222171,-90.52066533716673,71.69378297557371,C,A,84.387863029116,0
Yes,51-65,E,-138.43050904000953,C,113.63026606684666,A,163.20634516746745,-66.30654679822409,41.21507382507354,-13.55659387113583,-191.9768534058756,-31.036595149069967,-42.233513768962666,D,-93.8913513964017,-23.59787725330666,-52.28028734410076,A,E,20.286540392475455,0
Non-Veteran,65+,E,-45.749055433441036,B,-1.2597021788871783,A,17.244660766578228,-1.8297278904614487,34.61610165276767,-107.73908313058433,-94.54314245053979,40.783140135772186,240.38800094398144,D,-201.95276928272344,84.48064746806666,-1.7383993068603876,A,A,-150.19907766933852,1
Veteran,18-25,D,33.08465524034683,A,-43.919703225328846,B,25.160160140414817,-139.779554758049,4.932760767343372,-37.71952142777387,-125.0883184923675,40.57240034736127,-87.28784019750671,D,205.55247748193324,-33.580986378747035,-60.98596898614102,B,B,43.974574096471656,1
Veteran,51-65,B,-115.72497862302839,E,53.88824672790135,E,25.75850081866355,164.35214122851676,-2.140547051193311,-73.80020604839281,100.0588796616394,-20.534092088815,-141.06892498437873,A,-101.83726748044907,-58.002814555580564,77.73476381837196,C,E,-73.12520066435046,0
Veteran,26-35,A,-22.53393228485521,E,-6.823872596168969,D,-227.04009540610812,-45.94547756886471,174.09404196243128,-177.79573137265655,-40.52505215282554,16.462829489403106,101.53285909352898,A,-2.6817913019298354,86.8452528863603,-124.20523022610406,A,A,-80.67372775734717,1
Yes,18-25,B,-139.07395458767516,D,34.158478474063244,A,145.27439802738476,-8.673285350412765,-45.07710371988779,-85.17261895874773,27.21289745869622,40.14656320965464,-84.17335778311306,B,-149.1826742318377,-107.13561706341687,-101.18000997420731,C,A,-103.92818362103657,0
Non-Veteran,51-65,D,-22.338174961415163,D,-107.2856896816147,A,-180.2605155355206,-111.05312129723717,88.4234191706712,-69.34295356369702,156.38538698321682,92.29336690332264,9.6907962479401,E,19.65974474044246,0.22439697603668018,-50.756463179968094,D,E,-125.39089641457353,1
Non-Veteran,65+,D,-52.36469106001862,D,-141.77805886706793,D,-24.09612829240738,-81.9202563471692,-80.90301169050703,144.4078486305051,-1.9721792534249039,123.26089801555615,100.94920254383797,A,-43.36371467075062,130.63090592765946,-113.49341284109467,C,E,0.891828257153544,0
Yes,51-65,C,75.85035712399619,C,17.938356200569338,B,-18.675028024309174,-161.0510681954078,-31.15360899318822,93.57989107258493,-34.71045657378651,200.25459388342236,-25.132693910266312,A,-53.857403577695436,-58.22827294156676,-116.01237532697898,C,E,120.1031974688565,1
No,65+,A,-46.56543829522582,C,-43.56717655595575,D,-227.78251299226412,145.804545858929,-67.88216685681692,-72.30285253154727,79.81156581896074,25.11048934756755,76.38520208109223,B,24.85936609863753,-26.480751841667626,-75.24968307020443,C,E,39.36911551785715,1
Veteran,18-25,A,-22.934016277366464,A,210.9519035094923,E,11.045188413036911,82.64888295392655,140.75364109926184,81.43085194872688,115.08542799796577,-5.378632178528433,-47.74431348704516,A,-8.775447212791828,81.37439473277146,18.591096315571782,D,C,-94.17797227571164,0
Non-Veteran,36-50,D,51.28138362015036,B,-48.78873052590077,A,-78.9196860588439,-2.331622744925907,-70.36198871279964,-10.826938057955484,106.76376261726179,-41.875995815377884,61.811112154460446,E,19.4689768737654,89.83184661713325,112.49030504904742,C,C,117.43127266832913,1
Veteran,18-25,B,186.49675023126534,E,-115.68930413913722,A,54.629950490512634,-119.33635650174975,75.65463672325969,27.191211861947973,106.2402224648882,-59.261903883316016,-107.59967493952483,D,-197.62742325976632,-119.22773122519183,45.45097139732038,C,A,-50.11372631936829,1
Yes,26-35,E,-118.48008782468753,C,74.1901347593122,B,157.10382935697774,32.621835443577716,32.06592082933914,-104.36483780934095,-62.53838446388087,34.71866815971338,-51.3791151698737,E,86.91584393485506,-25.287073100412684,-111.57946717559715,C,A,-19.174432941883328,1
No,36-50,A,145.46474128616362,C,-49.024161363421904,D,17.426151445216114,-18.37840946250314,-80.58546013906412,-118.61754090187335,74.32104260042316,97.07727398108797,-53.792470753949786,E,13.099179461937327,93.05043774749187,53.19481892700776,B,B,-20.729043114067288,1
Non-Veteran,65+,C,-99.2394752231571,E,-82.94987553991984,B,-154.30463630190684,133.40417158788574,-31.622534185601292,-230.4134637948983,58.671092831347096,-70.54379980509007,-26.653572334685627,E,-87.06231622436944,-9.327787155656132,57.32953846864609,D,D,20.08990887072369,1
Yes,18-25,B,70.76445423062283,B,-55.2432446001355,D,-169.29821171157465,-73.66831370782135,57.00602310532852,-82.17670207699591,71.63034617706636,-21.084976656870893,18.370722531178142,B,-56.138232091774654,1.2938205265846068,153.6734731920389,E,C,10.740942965999679,1
Non-Veteran,26-35,D,-8.325237060546542,D,33.73962096176793,C,-84.9721010307684,69.62934698961699,8.694338134085617,-92.50117335089202,-95.01108475378055,80.712381010093,-29.110041862130004,D,190.93878635508898,-182.47756830359728,154.64285869538082,E,C,-13.192090400080502,0
Non-Veteran,18-25,C,-171.7299055462526,A,122.69274134006072,E,14.886566579672985,-81.16972896514626,62.46648422949621,25.146921254103056,-114.55747687475836,-86.9041798333675,-28.227865086921756,D,92.59453558664879,-28.858112830911914,-46.031625960707245,E,E,68.1264245001986,1
No,18-25,E,-206.60077567407592,D,19.75621303377122,E,-116.81320166300134,-164.02171880325292,-33.20266687639501,117.35567753900315,-272.894676343186,32.60712709927252,29.086383604185084,E,185.52425354945373,9.373792737065695,152.34857601016648,C,B,96.45802376997025,1
Veteran,36-50,C,78.26646899547868,D,21.365285724714482,E,195.21098231294272,-139.04778109102566,-129.19526685126726,27.174187047877314,172.90296355152213,101.4890546193499,86.16234036633473,C,84.55843156109233,127.94779190287299,-159.99770838237615,B,E,-57.56129203424004,0
Yes,65+,A,-162.93054776126564,E,33.38046723401528,C,-110.19634782025696,-41.73798144504787,-69.68109613412412,21.714430995133345,-20.817122034223008,-15.238475690056323,166.37370725767397,D,8.138167964806104,-125.841711976757,-41.52731470511283,B,A,111.01946421411853,0
Yes,51-65,B,19.597039780566718,E,117.38321228180408,A,-134.1513544631044,-97.63685375506455,-123.99641512928537,78.33685082495815,-34.371329021457846,40.87027180404175,-228.1450318090058,B,205.94899454300398,-0.16844670004719484,-93.85120403134775,A,C,157.14014375960252,0
Non-Veteran,18-25,C,-29.657903546849436,B,-71.57461584739832,A,113.59819309851153,-117.34746369077556,2.5832892847137114,10.422523170112646,-111.21596578631434,-45.714713674720755,-30.038310823150365,E,35.98376980015997,-25.447450151889868,18.492508380880693,E,C,19.189159992406754,0
Veteran,51-65,E,-78.72563015209472,C,88.30423661944032,C,-27.113953907002557,83.30746676179591,130.00952505846368,32.968966206481994,165.25249746409145,0.7469318344081554,146.6540533938417,E,69.55729381542693,100.81732094191858,-70.00390196978998,B,A,120.4083882934161,0
No,65+,B,-72.86369653245067,E,-51.6673259739819,E,188.8640501803774,-92.65240059449144,-52.05573601500968,57.45361625968254,-133.77326568204722,64.76915882592084,61.76078145664698,E,-7.959728628635107,-70.88566191819221,-64.63552454629267,B,A,-58.94634984934807,0
Veteran,36-50,B,-130.17621957288512,A,-52.434424661867965,A,203.25727808304933,129.8971058336278,-83.29652588090116,37.52693951137175,171.75231596618167,-44.43370768581117,125.86590746839185,E,-79.44877125982916,-201.93582301050745,7.508546737421646,D,C,-131.68399631618718,1
Non-Veteran,51-65,D,-46.87869250117579,A,72.70058654127823,C,123.60405595593559,-8.042205005522778,24.647976746962012,19.612616765183525,-32.52001922085774,94.49921665743578,63.949712568204376,A,30.72537623051184,-65.2484037503234,44.050731448581715,C,C,34.345919019184095,0
Yes,51-65,B,-75.22841309790844,C,98.61403680743965,D,-38.7611565009845,45.70498802960338,33.84811204862034,100.68828383275242,18.99972933889821,5.543842849080773,63.39234294851338,B,14.50883032227198,-55.28835181539557,-21.90084265800102,E,C,-19.952803258828247,1
Non-Veteran,65+,D,-9.684555122817699,B,95.75695755954044,D,115.10223805617011,-49.293658774916445,-108.62277795012518,67.70514063032185,-48.300833418605116,-227.31106756662564,174.81543780138233,D,91.09670714479184,-207.04027797078874,-96.63274209154916,A,B,65.2628821838022,0
No,65+,C,69.9503507343206,A,-37.198292912756145,C,-71.54886953895242,-11.042515303085514,7.560427670486149,-85.97333302178522,-99.89507225196719,-9.253177647307654,25.43376013520805,E,220.19720559634814,61.98983738686105,-126.27878631272552,B,C,60.57198290513386,0
Veteran,65+,E,-7.739800007650106,E,-57.74033557979523,A,206.49038461539283,203.18866193148878,-10.425050456933334,87.88736532987524,-28.769395810650344,97.69868448215043,7.353354600235784,E,-8.268415445159723,107.35972546297126,163.57538656580107,B,A,10.997813380090017,0
Yes,51-65,D,22.01530413805491,D,72.14578717795035,D,-78.61748820028485,93.79845034300034,68.8073902814745,1.4678469519768316,26.310305951197627,-49.82331252486465,89.38100128354229,E,-100.43827682235076,-17.360993061449133,-100.05110126715286,B,D,20.169800008307117,1
Veteran,36-50,C,-41.570140520104474,C,-73.19728016952072,A,41.57270602863197,-45.13498531760204,170.20985574041444,12.730046004707388,-173.3262189178885,-8.072990645851002,137.1223251641081,A,-94.11845882910315,-80.66962253869224,-6.532847744438673,A,B,64.4643918443863,1
Veteran,36-50,C,-20.805686798926107,C,-5.581781750134971,A,15.553253670264452,14.718326712192411,-128.12559749828918,77.62212526820595,126.6845800240149,-117.28101419856594,-165.84177042823714,A,-166.87216889786166,-181.39681674334508,-103.6299282552766,C,A,-38.521261336300626,1
Yes,51-65,B,-82.68318109376447,B,70.21279280535077,C,-43.18265637649943,48.05203209831863,-20.007888396710705,150.67289028381649,22.484448590831594,-26.12726443921155,33.64518646534698,C,-77.14499346731533,50.605346463829235,18.056220068828686,D,A,61.39807339619846,1
Yes,36-50,D,-220.0439484782863,A,32.73941525623585,A,40.95622262843825,109.96934308744319,81.10544323832434,106.39485246392555,-63.90753990463362,232.11689098179153,34.22604847064117,C,41.71998169010424,-16.064721524430205,154.69455048310107,A,C,216.9279950184531,0
No,36-50,D,7.952530703104268,B,-282.7959297374341,D,-6.429322821471614,36.9206814230683,120.05216301802642,6.944935948834669,4.536801887520325,-102.81808011582274,-5.144811263665283,D,-123.48546001528882,-148.81836971551317,131.3669566711057,B,C,68.86495512167969,0
No,26-35,D,-59.0738348624721,E,183.81132262820566,B,-5.096567000889228,54.08892653831501,-252.9305034812863,-19.43957882759306,197.12999681460727,-112.9430035734861,-25.307719813946704,E,86.11034395253708,97.59895542948556,33.37558725857279,C,E,12.850665147634292,0
Veteran,18-25,E,29.921413021817568,A,284.8555262900418,B,50.43486522644321,-112.71611250098069,55.89781460289657,-23.865440403089245,-55.45590739651378,-9.739657830291065,-42.69645780496914,A,235.10446114337284,93.40531719069851,-61.373860277259205,D,A,-111.37184706521958,1
No,65+,C,208.76967556228374,A,-0.9521480488209687,E,-226.99760709747102,75.29681174526924,-53.27715613218316,36.89858452894994,70.40006148684539,28.974595408225955,55.07234129523354,B,-126.43284836172168,177.98162992210956,-107.5940195042498,C,C,33.12489690396888,1
Veteran,18-25,E,-71.89983129431667,B,108.27655793605284,C,78.9144090848846,-54.42135511541694,72.7801556278875,70.72928936296526,-16.370034634104595,-23.73720778701691,69.93720138202981,E,-75.35272653302104,-0.7719163309380184,154.15380331420178,B,D,-122.00404065173377,0
Veteran,36-50,C,3.6553616681330428,D,-42.482360009520434,A,13.053915418485824,-81.16229308855894,77.88742956356988,-52.80948755455306,-77.6404525300638,16.089197044252472,80.41392550897295,A,-87.75565522084027,-4.608305778836465,110.98699226077346,D,C,0.3401897699656051,0
No,65+,E,75.34157668812773,E,144.78581909724392,B,-154.28685207508775,204.78495070642174,-27.07828368768049,161.53129326694375,-6.3272325539365655,26.43196633655184,-18.624835086511634,D,101.18896518172387,-36.603019363276715,26.90626426842503,E,E,-35.876576437274714,0
Non-Veteran,36-50,C,-32.88159471448175,C,-211.80666490822006,D,12.321174941797818,93.05043944636311,-67.5771060934686,-42.31190424720997,30.533095664284822,17.088117653430103,65.7906842280071,C,-10.161442373962538,55.59734169660287,75.45974083718056,C,D,14.150482859165336,1
No,65+,E,-60.443213977262374,C,103.57778118206893,A,215.39318393743648,-135.59505034538432,143.34198541477886,47.90690363689986,-234.3848928788322,-30.562700823940926,10.379463809784518,A,-15.382743206444824,220.77222121321262,-58.21261532466389,D,B,39.61446254127436,1
No,65+,B,35.888003396930124,D,141.01914373007904,B,26.5673901822355,172.26552986741223,121.89063095481643,95.48035493528603,-19.566821400824345,-14.215329819536363,40.22200526728159,C,-206.4745719660972,-24.934068782333654,-11.233536283671073,B,E,-93.87799812756779,1
Non-Veteran,36-50,D,128.7188379781038,B,-113.63376751033152,A,104.12523611109555,195.0813454259926,-75.20977999694877,315.89464424730164,-99.91851918191462,134.07724342846814,-63.95455785469346,C,19.388094622155087,-51.41587674697232,43.586153677462455,B,E,38.03840767975048,1
No,51-65,E,-77.96631718863989,C,-173.42381604024376,D,131.61998284800083,6.272952848283214,85.48371881700959,149.3702158938993,-43.31792040371329,-86.67344694584423,-11.458849511091747,C,-18.872693431576888,87.53706995448832,-75.0983405099503,D,B,-37.10017000940959,0
Non-Veteran,36-50,A,-86.11421685905351,C,-89.98722106888633,A,-58.65208927906205,109.49882456191715,17.910387417387945,54.74548214118359,149.64694132090875,39.78960332671532,-164.90120556363016,A,145.35121992272394,-167.9503618952404,68.50365491584108,D,A,-22.05661924492551,1
Yes,26-35,D,44.00613965415548,C,103.78064157512836,A,142.83158881867482,-94.37259633569151,193.42540492882557,-54.43357050745023,91.81782325962304,-131.11792282976415,80.41096810703992,D,123.26226758662796,-89.92466835885685,82.62517195558839,A,E,48.571428237986666,1
Veteran,26-35,A,23.47687335888698,C,96.99856398871222,D,46.32480653868243,-193.63309600692384,-17.416664918996915,83.30664935695773,-135.56895016661318,-82.04938137990656,-96.53715832841586,E,-67.26229736845961,51.752872200668385,54.95392089480281,E,D,-105.36138037902796,0
Non-Veteran,18-25,B,-144.64071352020392,A,12.944875244764212,E,-100.9994437061007,119.74795963038214,-6.358544364448491,-72.05756026099704,32.48939635321942,65.52847715166013,64.85093916202776,B,-31.651476303177432,-114.53077345288914,-0.13675650929842087,D,A,13.477312387314807,1
Veteran,51-65,E,105.9872969169797,E,207.1633372888056,A,-56.47108491027461,-37.838155290319804,-148.1676928863128,16.219749529836868,158.90959036933972,95.83953539852482,143.5529494175772,A,111.52352724732239,-3.628289250356024,117.46657454866774,D,E,-46.64728891593515,1
Non-Veteran,18-25,D,82.96103512379585,D,19.359256385572046,C,353.3526532467364,-223.78739392101204,16.809483543827405,166.3412718205676,30.871461913260394,-68.34657567218694,-139.20839554354652,C,-105.85004138293594,78.64715925279957,32.22640924137391,B,A,-111.33786771366697,1
No,26-35,E,-21.475609541378603,C,38.955377485343625,A,-70.3252846274703,2.262618561939058,7.387793507787979,-29.44143420837934,62.31696318015103,132.5879069452984,-47.9463363134019,D,-156.1737384362413,-51.77554246297941,27.930456860776932,B,B,39.572505387360025,0
Yes,51-65,C,83.44459419878284,D,93.7023181944766,A,31.012476895890618,-37.05148699785522,9.590404212539017,-10.573351375800383,-9.895584784855043,27.00918835471584,-45.53784763164044,E,6.368515029106701,-113.76724945442149,58.95861358892027,D,D,71.42921375011258,1
Yes,26-35,E,-1.6846546532764926,B,64.09207400784797,E,34.22071535631146,-38.36239720466658,15.049445187041968,-40.093338217822215,-133.11204494519203,-78.5833634428718,-23.551551570297054,D,-51.10671158189103,-57.18099035324305,73.67796115801649,C,B,-8.751120406495891,0
Non-Veteran,65+,B,281.1709615161627,A,7.758552045720436,A,83.71971155207204,48.354500186193434,-56.390519156989214,27.36494976830755,-19.378683005084913,-96.27113757981719,-15.395073268403111,B,35.38506870510038,121.12390466211215,-13.69906354592145,B,E,-226.74750423504156,0
Yes,65+,D,-265.17713352551357,A,84.01247099103381,E,115.62121660211602,-6.114964482790252,-43.32439890027667,84.55590957701526,-56.46613462477094,85.17932378188746,28.742907248811413,A,-27.005862239235302,103.29791366134022,35.41069560192916,C,D,-113.70235457012659,0
Yes,18-25,D,-12.143865442652428,B,8.227702113764362,D,-186.35804877617937,109.84651842749219,-63.528566207120505,-50.623563280845865,-38.75890227128996,-68.86440302724958,-144.888838348131,A,-132.25330548313806,189.46284805283022,75.47470840224601,D,D,-5.274329965768384,1
No,51-65,E,-111.94001474006103,D,-96.21452428690215,C,-95.16477555986694,45.13493458632482,-77.6075891623495,77.81771779297111,84.07497859870429,-164.08722037813862,-83.23231886928029,D,-75.99485532695786,43.23407987643991,-180.49425377830798,D,A,7.390545775553941,0
