gender,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,target
Male,-11.756338373827528,50.4414476740205,23.95875334130641,D,C,-103.2776818908405,69.96505120031738,A,24.69666611556881,-43.323847671875015,A,-35.801244944917414,-123.81177191102265,240.01902503843965,140.53892336377908,-14.417306726580309,C,A,1
M,-12.241523614281444,-3.2020223281028026,-36.57672603697588,C,E,105.14279237262139,-75.35916561287081,E,-19.48284017716443,154.32918902962072,B,-183.46205588465483,-19.007491939179634,-115.81677916080213,-62.337432869308444,-5.171419196461393,C,C,0
Female,4.525004069225287,-157.41578684092795,-14.045734583865796,A,A,-41.084551023378005,-96.26408399440693,C,-14.145548405819852,198.36273921056784,B,-111.88495276469577,63.35451317414512,26.556349134720982,119.62777127678481,106.07006450324872,D,D,0
M,-13.486176561944289,-42.091889630085774,75.385174966369,A,C,-2.380242231625675,-59.444450597237044,C,-118.94206403316088,47.075206571989476,D,23.84881405658234,-35.9241589950858,-43.738139948314476,36.26887294603893,-4.119974101114586,A,E,0
Female,-54.64774042608585,-226.6683387964863,204.65065274951155,D,A,61.04602254789518,30.97734355451412,C,24.31362324414602,-25.991636380331727,A,31.621559712156554,-31.580739081264902,-30.25671838397079,167.62890897331576,112.02372356907715,C,E,1
M,35.59004227654299,21.249764096879087,69.88250782589489,C,A,56.550490595933844,60.70016346346423,A,-216.54300831836437,-9.132433182512164,A,161.07233635011207,-113.96967070053046,-55.19530619782144,-74.72405597990624,-61.813609045277204,A,D,0
Male,10.811879459246548,-62.41927512367249,162.89750442595755,E,A,29.464428731736792,179.31568858708278,B,190.8778415709785,-84.17790729912747,A,37.79463343522895,62.003590273749786,37.92795797177745,-207.59422937724378,-37.19652515216133,C,C,0
Male,-10.54739251124626,115.49827371158798,-61.68479678137848,B,B,-150.87360063669928,34.14018849280226,C,88.22752725623785,66.34129833276529,A,40.94862775297512,-96.34331746087142,-143.13703842039553,-140.4996538254874,-81.06880623831032,A,C,1
Female,-43.23244545070498,-84.91970352272025,201.88077516096774,A,E,-18.881970366320022,-222.50654225138442,C,-91.1424717718611,237.57779045686283,C,127.57240784615682,-184.72908580391206,12.441965860247201,212.32645445784755,14.696775061389628,E,C,1
Male,-126.90624010230094,-93.11984860076437,-16.82852421802002,A,B,-30.144848352431282,-34.25982485310734,B,34.717634132191165,-46.10052533485433,C,-76.84976623817491,-16.823261073382003,87.3771312027644,12.566178595028829,-74.41830297436802,B,E,1
F,-175.39121235215262,-172.8272285276166,-4.719897492035523,C,E,152.90397000683495,63.47827627942175,D,84.30400397281376,-42.41449294979254,C,128.1670953005231,3.790728490484796,60.730482673147876,-66.04228710208245,78.00305662531079,A,E,1
Male,49.62088354044714,-69.65437888005746,97.62271071057647,B,C,40.69875505940318,-27.76692855010372,B,16.651262001202337,-6.566821138676931,C,49.93160086140089,17.107170810611834,2.2185243263940246,-77.49840219998333,-121.96501492921288,A,C,1
Other,-0.20456226980403533,156.18044937398403,-5.766201323164722,B,D,-32.2190653448456,93.88494600488958,B,146.82873669702673,-72.94136372506571,D,26.13430743776865,-43.108032425024945,77.39632704393472,43.169283484161646,-246.63456102577456,C,B,0
Other,-119.62487848131099,14.148602626370957,-99.36026365997742,A,C,-79.12488551655551,41.98168095906432,B,-169.34345844419647,-272.0916113955069,D,52.79303478273635,105.07138443898285,218.261401376358,-87.90651114390096,96.93716418360016,E,E,1
M,-65.99883183598503,119.74880890583566,-73.91454708750584,A,C,101.4891001351179,-5.358213903410886,D,-81.31525706054364,-45.23529758501061,D,157.88486235580262,-12.213701804957692,-25.07698277057959,-104.14237003679794,106.43297945328712,D,A,1
Other,25.075951590751743,64.61011874968332,43.505874630193766,B,A,76.77001812280095,46.49716282126294,D,-162.73276916981226,92.83489473278013,A,50.79516144801543,81.90837093812334,94.91574738995406,-76.27345538750595,-48.39428243898251,D,E,0
F,-172.97509185037225,-89.88266834561888,92.56053098819655,D,D,-33.932494683638254,-63.85414581986303,C,-114.09195043274147,27.863688277121902,E,65.2264145772407,-139.16650602717743,-52.857597879733376,-52.31901529420622,22.71049193707785,A,B,0
Non-binary,1.5188220583416228,-40.847030780100354,51.519585556313395,E,A,-167.79614077340443,25.955084804577393,D,72.07341433768237,242.00432069055617,D,15.531995918150484,-117.01442181540953,-8.135711924376427,37.57601399358043,50.41623097965011,B,C,1
Non-binary,56.154562492853124,-41.942865843195584,-78.62860649313642,C,B,-112.00017550468651,-110.72978018882405,B,6.1234195483471145,-29.215928051055723,A,196.43931750494912,-84.36134795510678,4.2453696203384315,-74.68981918936849,14.274775836268944,D,E,0
Female,25.667647986320407,34.67473565993989,120.8304988853411,A,B,12.147224523624555,-36.297333372120676,D,-11.519838907622166,-125.83596984941366,E,30.139644633001407,145.3038650806464,52.236673220077364,58.88852599455365,-37.96812975818821,D,B,1
Female,-176.0464087948686,-103.14784431815166,0.17110861496804258,A,E,21.291695412416566,47.57455182792657,D,-72.46211539331856,139.06850083789553,E,-34.21803352297442,-140.88555907924618,11.124366455519539,-8.261498784693764,-139.91193226698272,B,E,0
F,-231.88814889804107,24.608258374657098,-107.08038337359605,D,B,-180.1428937052107,-11.460880659380564,D,-155.2656672627474,16.95658829040552,A,212.19677609932984,-90.34029150231413,7.497902112537198,131.24678298349954,118.21668402112799,B,A,1
Non-binary,-76.04204677058006,-30.726536838279777,-80.57340366446898,D,E,-106.54184550862591,24.494926804622313,B,-227.8827047275011,2.3202892433102202,A,72.07292232316158,-3.18535347848662,144.79556955074497,1.6633062189000563,-49.256401873444396,A,B,0
F,-191.9278803689109,73.67057340338205,-55.79616153735499,A,D,-23.81970228700886,56.23545492049191,A,-1.0125305914006506,-75.92389507939599,A,-73.45390233182087,-9.088511208362073,-145.64640230405487,17.69496852855687,-30.602789897140276,A,D,1
M,-43.832888237865895,164.7028277549762,67.64783825464204,C,E,122.19291099813465,-119.59137627435246,E,-31.453994745135343,-110.02507920670944,D,-96.90461261705656,67.64087410168787,171.8575010971622,34.85114600755519,14.189552217486396,C,D,1
Male,-169.41386584513225,106.7707624077252,65.0013850301158,E,E,173.15959103568957,-49.727598758539095,A,-58.30837139801067,-9.417274415737104,E,-168.90680201584755,-65.24547224112771,54.83768128509664,-100.52865305052308,35.588239874514436,C,B,1
Non-binary,5.656755162426387,29.021658266008387,-49.31831657807255,C,E,12.463636085198061,212.3166275989993,A,153.61482783353998,87.12975962951349,A,44.722666526561596,42.16740307144053,56.560142309496875,102.06322687088871,-26.280761727381797,B,D,0
M,-116.81363543010248,-142.49788196532748,56.6535074047623,C,B,-63.16669926095271,117.95114915560421,E,34.31912631279318,84.62676109193657,C,-194.86865883063825,-72.36808847235737,54.058711786997215,110.8342184303977,21.719635458054746,E,C,1
M,-50.758432257212505,49.35086335315406,160.7187798737935,A,B,-85.47388721637823,-41.990253313085354,D,54.22290397002951,10.616432096139281,A,121.34934698274378,-16.192418242519967,-39.28381183369667,65.61147813873187,-109.03663264670102,D,B,0
Male,5.39421827080941,52.38683370426502,200.0450229311797,C,A,-47.43536711654975,-76.53500642799847,E,-39.0165684156156,-88.2020744596286,E,61.51521789996042,-75.70503069526366,28.70495217616037,56.83198605303108,-117.04378709518977,C,E,1
F,149.50950618075035,55.22808416504398,75.78780772263578,B,C,13.997215639516138,17.99761852104618,D,-157.7124411927744,30.452882290598502,A,153.90284326257017,204.70672993864127,-100.98639903443552,-109.38810982983873,280.1882307691776,E,A,0
F,72.65771668034662,40.068620459625684,211.68715396351234,A,D,28.466137007164534,20.271623063059508,D,-59.244747069437,11.982374795301434,A,88.74561866501402,20.253440285848956,-234.54390664679624,37.659661359722065,79.80487197488519,D,D,0
Female,-119.20874566473145,-46.21914716814899,-130.49322590996732,B,B,-51.142286867931034,-21.113552380235316,C,-154.70153229281763,-55.51296829679613,E,67.13534032655785,163.99506039969506,-36.22171648487218,237.54079960974073,107.62969189077967,A,E,1
Male,94.19986399681547,-246.6491690382476,-42.984956225086535,C,C,-94.55998849863307,-91.24077083694608,D,13.641816252113692,125.97650451603309,A,30.724519922837672,3.468057563111497,15.431495048080901,195.72210557507617,-39.10674481273825,E,A,1
Non-binary,60.66392261937645,26.913965253099597,121.22714323496999,B,D,50.86080660093029,60.49741004484083,B,6.662236257697448,37.83473742652876,B,-84.3521459117118,-6.9369307172989085,160.3142489175209,163.6841415658686,-96.97808620859132,B,C,0
M,74.92850063877108,159.97190881433536,18.671253023526067,B,C,163.30411165326223,-91.3381996759754,A,6.253965772320663,-135.19652145742063,E,-1.5501941626940468,-77.21794045909944,-95.48602367769713,-36.943914279270416,44.23338834267791,E,C,0
Other,-99.04710656533578,-158.22854180292578,-33.57741877729827,A,B,-135.36173126196297,149.05394646973838,B,-148.38849046057874,204.9273120669077,B,35.047421159097034,75.87287668822756,71.07288213844981,-44.42614788674755,-69.77145810878758,B,B,0
F,-200.41799211518395,92.77144122951076,-244.25496481063567,A,A,-41.488195794337784,-2.587360342144666,D,-72.11384110129677,2.000806461836738,D,70.54240514125854,2.2309103311208727,-64.1090969518737,27.99093682045555,-62.349217252225294,D,D,1
Other,92.78616124414697,-179.96920961665828,-8.730032744614459,C,C,-1.5113420491599567,-59.36578935638397,B,33.75285324168925,119.70640861538062,E,135.88219659952864,96.66550230771347,27.571372834391678,-141.094602131115,-57.68101341137769,A,B,0
Non-binary,-167.20497803556663,7.068188846023879,-237.638680935042,C,D,4.398982495882916,-53.072689817578336,A,238.34702192342573,-139.09067558193783,A,217.01681964491263,-25.82130683469728,12.184845103435318,-47.014296536610274,48.65712619663465,D,A,1
Male,-9.409501973771206,-136.85551642814428,-63.16481148190844,B,D,-122.2832684221065,45.32572960172734,E,0.6748158527400687,-23.825997770948597,C,-17.14166092597954,90.04634375249952,50.06184500255848,70.91342981197297,-198.9817641718831,E,C,1
F,98.75375342167156,50.674149914725916,197.36606313574833,D,A,-90.21133968546545,-139.04660284782514,C,112.07822761212698,68.87831111963426,E,18.203542627610542,-22.334135418415695,42.027416441628986,-71.13986562279985,-49.01166092640594,B,E,0
Other,77.54522027624733,42.19757767420835,100.04589288501941,C,E,105.1815100809041,-80.39516657282168,B,-144.48918498295262,-13.87445112340823,E,113.67058307343889,49.174002330975185,-78.8928727172446,-11.397619869239325,42.56784309890803,B,C,0
Female,244.68604487896948,-29.374058406364256,41.0005622538007,A,D,9.841701797194785,11.337104410583127,D,-85.55379555891213,-95.85734574645815,B,-48.263696396382585,-80.82245668854677,26.665489824254824,38.211310174364066,-207.77518540773337,B,A,1
Male,-77.24296713402332,59.198671652152,181.35997078915983,A,C,97.60515369723808,-50.021207058547446,E,-72.84990293547277,70.98139919690506,C,153.82022433696247,35.9798886869262,-67.89805179878134,85.84113040320015,72.43355747908305,C,E,0
Female,17.88691831185671,16.477854084366708,-133.86509309420035,B,B,48.99649925784521,13.683347240357296,B,-3.8435976993498544,-146.8246129256222,C,12.291614706328344,-43.11336462279425,-149.34313801999141,29.509898448135104,107.87876510341864,D,E,0
F,127.77420115772296,-34.91647819251371,-41.51943278120335,A,D,26.013486332672187,-48.746888370769994,A,-157.05425533407603,91.87854231863159,E,-115.32538922313587,52.04171570484865,47.45591204699773,18.46024539967405,-88.28283894401831,E,E,1
Non-binary,-110.79264164522478,45.216689117171725,-151.68517608669788,D,A,35.39094402775843,-34.23896771391372,C,28.439850634310236,38.35138109174105,B,54.53449379611508,-20.248056358673143,-68.61055722620645,138.11346244511066,87.27500038399383,D,D,0
Male,91.74625577139089,4.335331341491937,-7.646210620528201,E,E,-19.52499843251466,181.19764429685506,C,138.63214856438938,-67.00074242780471,D,150.90960247974093,26.03012176750823,-69.97937858521527,-110.34676864494115,48.01967421837559,A,C,0
Female,55.14865249281075,-85.77146207891025,-50.28203891735446,E,A,56.6357346902638,-24.94412930797385,A,-187.5476162157711,-61.29311981809338,B,-56.3171566644341,18.39485267148314,-211.9817733427762,-49.5121454566008,-103.29804351846472,C,B,0
M,50.47212044476308,12.194781745245058,-67.19633778029815,E,B,-204.41043129678454,114.60356962346859,A,-68.82949118817886,-52.710364626271456,E,45.6110736459451,-6.567946216028626,-21.867733188437334,68.60067999690266,7.2417887447598766,E,C,0
M,-46.96912928944417,-116.17991289499672,-62.700034430266236,D,D,44.223174328727914,-52.62373203727263,A,-88.7924992822497,22.755222296914987,B,-27.98413768591778,44.12927695158261,-60.98027405056135,-90.0438315678875,139.7495154367355,D,C,0
Male,-132.84531892371425,23.52334799122579,15.172029356589785,A,E,147.70494068433618,-139.01055350792907,B,-75.26444585737661,-31.44618519772429,C,-108.70208686730084,-19.036433076694614,-279.2651055994596,-98.8954217866674,-29.37344168038212,C,B,1
Female,86.95593617240944,73.8385890374511,73.81452569331431,C,A,104.87635842564882,-28.967111020279297,B,28.96419892814885,112.17028639236268,A,25.27412775646286,39.90113054676668,-104.34473204325927,169.2923589470407,-85.28205033615767,B,B,1
Other,28.721192965481134,5.474726185035201,-79.66363014061156,B,D,45.07863094081795,-28.970421445844252,C,-209.0520727795883,-2.4015141916012364,B,23.954795104754062,63.98009315713781,-30.09950602753364,131.26620830028037,-68.45262532818317,A,A,1
Female,96.80667927175342,261.8262245220948,75.68986390730278,D,D,14.029483252042258,-37.50570599622943,B,-79.57864148973852,56.240092727379135,A,-134.00887680844113,89.43378287252936,-53.013577081602925,224.61006710306313,85.7369674368068,B,C,1
Other,-81.60412225713628,-7.394892718697493,153.11781243206133,A,E,44.42350642932276,50.56750481459035,A,-86.95356371166451,80.43511972891075,E,-150.76100164209245,-52.91632037110651,13.472427453811973,32.31659656951053,-79.48293896194288,D,C,1
F,68.32885489587906,10.200672907819959,-99.47727993094695,D,A,13.334350732587334,-36.02996284086,E,57.11298051501779,-82.01156936417098,E,94.5981761080104,-125.40281450601265,42.04355231098302,39.54026533712135,-12.299825623202137,A,C,1
F,207.9119983205766,-78.46610681578308,50.29355264128274,C,E,-14.011768214791559,9.895474669491708,A,-235.5332847053427,174.09024689677955,D,15.687479699781063,-11.004369683152506,63.3881750305494,64.09324782897961,-5.921875950961778,A,A,0
Female,-143.52462956674378,-191.93316689691758,53.54517570964196,D,E,51.64251661526327,3.6311267093785786,E,99.48789614393885,152.08402324335023,D,121.64132693297702,-25.942584462239786,-51.74851826506417,27.43189230584886,-10.385882478977972,D,D,1
Non-binary,-106.64365224166215,46.54052820997984,11.537416772337714,B,B,-286.0560729064015,-184.6396238635809,B,107.68085597130815,10.221048049137838,D,114.12134652659512,59.99942260347264,69.03652826565654,78.27258172827723,-14.3623596989522,A,A,0
F,-71.6112743037785,-29.43849257299243,3.9299178557616785,E,B,118.18220205388992,55.96536725484913,E,-49.927577721315615,180.80284322767935,E,29.917843569335105,-61.42550568640072,168.65037326883672,-67.79800269073296,-36.50018273900977,B,C,0
Female,-83.48995829805574,104.6993368976944,-83.72038096171,D,B,-67.90428400862123,130.62677014807932,A,-99.09856991606004,-15.184830390231152,D,-103.49354413160385,-46.79920148587967,-32.70178676631116,-129.51612323242904,-29.230836214072397,B,D,0
M,58.236148819214996,25.24302198698391,159.52416355202828,B,E,265.67507209185027,-48.958497186549465,C,-115.38873418390097,-97.03356954255948,B,99.03210518174433,-84.78754577987054,16.345654327954033,-41.07255133385884,-84.14382899034044,D,C,1
Other,-81.6891276092164,25.466019210819628,-48.918125723232855,B,E,-172.1254087542808,-174.80924454328974,B,87.24777169414769,-40.963353102768,D,102.92420090342942,81.45722084100277,-4.598471953444724,110.61929612745875,-20.39417675517249,A,C,0
Female,5.076128399430034,129.37086829660026,-35.11903693663789,A,D,2.951191296727257,-8.447349113716573,C,22.842636199458255,37.62810779612044,B,-153.64060050930274,-36.97237316274868,86.38653579258244,-167.72785209824883,3.88734757665288,E,E,1
M,-94.13966945686958,-162.9785243018361,-22.56553949329766,A,E,46.43613753673601,49.58721081403012,D,-74.23175984345262,129.4874672678443,A,-82.98548515922552,-136.64771097994978,14.275041237060417,181.14764176101392,73.16242271458461,E,A,1
F,-50.99755532208214,-65.58908929611884,-185.61990948851303,E,E,-30.213829505460954,-34.32687937183683,C,153.26366191214305,76.61763964936335,B,167.26777899133015,-80.67706126953087,-80.23107455004241,22.885529153193527,-46.141030597457636,C,E,0
Male,-35.656316322195835,110.2717267264828,121.5193035890429,B,B,-5.377427610910099,-257.1640068933875,D,39.39498009785663,112.01291131834977,A,-48.2957842302341,-213.63990431665255,23.869071040708178,-172.2747317343616,-138.86472499206852,A,D,0
Non-binary,88.8705503916374,78.10642168422173,18.9818536016416,A,E,88.24921235483593,-36.877217023962125,D,-109.76807389637631,-191.2712720945074,E,-70.21836953440555,92.8207460969308,2.324592835760472,144.8017660833863,72.81476654208922,E,E,0
Non-binary,-19.75974607701996,-47.71799840087518,-10.406233524570451,E,C,-39.7157129121316,12.427765051735706,E,-115.78053215599822,-42.88500014578812,D,48.158791135706835,101.34085254396925,60.46642157424268,-22.609747287873326,12.50824670581123,C,C,1
F,73.53044097888517,-3.6450450439760202,-88.47825736380355,D,A,89.77913758974265,16.576111819768254,B,-33.26019796337267,68.09635934309928,A,64.33654822903205,-18.375721742620264,52.310697785608205,-15.860529278858145,-134.04531693992047,D,B,0
Female,103.6060458901853,57.84913898436837,-90.62599215647234,C,C,-119.26657960238441,90.3025389667666,B,92.93332535594838,-88.13171955810924,A,-69.38215475303328,54.340493920165315,48.331184236714044,93.53450969532358,-78.3693932890854,C,D,1
M,151.95438208547762,-140.04065927760348,70.98260244429054,B,E,126.25808943194929,-97.25595044809762,C,-23.43728362792346,-21.53210934038558,D,22.63246100663604,86.50767935718564,52.794814133025135,-23.36120194757768,35.075748245798415,C,B,0
Male,-31.37703634371328,55.553853022921054,-25.711104286120047,A,C,166.6722437336303,-138.43363243182725,E,54.613635526989235,-96.87435915884777,A,65.61924064006911,205.74362671231842,180.24785058925934,145.75276254462563,-122.78069152015132,B,A,0
Non-binary,-122.38905476347554,161.71450703181972,-15.690985341604643,A,D,-90.23594118975024,-67.38559726619734,A,-45.13845687480277,-33.65876869295873,E,-163.04177273084457,39.621749579197726,171.8685963816334,47.42248888065201,-105.86576306934774,E,D,0
Other,-86.86543791523079,-143.22856976006628,-123.6207163264953,D,E,-61.76770183302212,-195.45477976244186,A,53.913543759385206,131.64693727004644,D,46.23769253654828,177.0004118484205,128.18308788367315,27.19930971843357,112.77059729025827,C,A,1
Non-binary,-152.89037663644018,-57.45573111705109,129.09591855452055,D,E,122.91346509689443,-29.27005004627986,D,-38.53686859213132,27.361924772067308,E,104.31605603814367,-24.347681589769536,75.49819517911386,-21.31414344484627,-1.9794964835108935,D,B,0
F,119.73471855132989,-67.57989715085904,-49.14918299267976,C,A,186.92509661804925,-160.05559869214025,D,-58.13773143690671,38.29261424540511,B,-12.83765570851679,-102.43549574404334,81.41672177480818,73.97884954440325,-45.954931847272036,D,B,0
Female,-20.260974739918904,-55.460299110227815,-92.97722084230713,D,A,-1.4967620953661795,60.85807165597994,C,-137.92444763088497,-182.6909170346454,B,125.96009428603135,92.21667495631227,-41.8221008986778,-69.05057858823291,30.956663153561447,B,B,0
Non-binary,-18.927192610987976,88.83783112429897,170.60431686170517,A,B,8.411643488649299,161.54998877548633,E,-25.246771689414683,44.436084887635694,A,177.0935055827168,-89.87691013236096,-11.49621247716354,159.51635390580054,133.46728274140344,B,C,0
Female,24.504636905372067,-133.9268652838364,-136.3346475425488,A,E,-95.97868782335182,-37.24961645573907,B,-152.53530289626062,138.8600241020765,A,-82.95291398698325,60.0871664297237,30.053189842827464,27.166385020371962,84.6340632735155,D,B,1
Male,-10.156966493536295,-31.021043088152833,-120.33681205967046,A,A,110.52339459449725,-69.91882398356566,E,72.18372218376695,67.09147326848093,C,171.73799796295174,30.07413437849792,23.05809432730425,31.355805150694778,97.25239287250763,B,E,0
Male,-124.6888876543667,15.153067998412057,171.3098140427644,C,A,157.070928888934,-22.61979653416261,E,-148.67850554582563,-35.57588055248243,A,-24.800631111475884,21.73364237383512,12.528277590219822,39.12020623024859,116.56207781643522,B,A,1
Male,22.996354036278717,-152.549802500531,41.5008528519317,D,C,38.31056922271346,-71.8198347494645,D,-105.33886597820472,-53.7553879689905,A,-0.9573467199068899,18.645855891645553,-230.27877349200128,-29.590030032578984,-80.50299544503541,D,B,1
Non-binary,-28.427538452550387,-204.75860119100435,5.279783738679866,E,D,16.097969736339365,-126.06167580185088,B,-22.691029691847323,-51.930920373314784,D,-84.86620908230564,-24.65390356921942,-184.14433423638857,113.06377973693277,97.53538382476432,D,C,0
Other,-102.47257443375533,54.191755100845754,-84.70446907163053,A,D,-128.61872810188495,79.2062333449524,C,-116.05515795259875,-35.39704398825514,A,45.65752783288749,-22.561027337901443,106.3018374424324,50.61136963770058,-46.856973298220225,B,B,1
Other,-15.524951961017555,7.379554721585145,210.84956757804144,A,B,-114.53844399745886,41.844568058279414,D,53.59263834494281,20.206549340159548,C,-238.24761250803945,33.359001378941876,-124.06486323167326,-140.00204284106331,142.85701433591066,E,B,1
F,-14.19365959653459,86.51153785631577,79.36767016638916,D,E,-54.880544481191095,-128.8162315553926,A,65.68471128831077,-45.700668486168055,B,126.80145521857717,21.80941457863681,69.82177447266285,96.80723311467997,-98.1295581460819,E,A,1
M,-90.10552321319194,-121.36597906243625,76.95350764634532,E,E,-198.29462670513678,9.279426506417863,D,2.563960088037898,26.241616273938277,B,-105.67436388496031,59.545212538877564,-123.84580582788907,-33.261163179441354,2.537615869650306,A,E,0
Other,23.415360551518454,-4.303628823798779,204.77787578868484,B,D,-11.591002707696942,18.86468828777554,A,-76.1865504504752,34.81871553938659,E,116.44938362427875,-40.23392996564749,-80.78617908358048,104.30050873336967,-130.80015979733912,A,A,1
Male,-130.6122164953538,89.28545927635454,85.55455415716915,C,A,43.02496169082732,132.48681663645363,C,-189.76801426533814,4.610296482574657,D,-181.17409139908972,80.87635703372288,128.72338735493568,17.474393957607344,127.3472451783502,A,C,1
Other,98.63439446372278,-40.05162497219339,95.12859611682948,C,A,13.255773469219822,-192.46231456824222,E,-37.89037369287813,101.42257577700053,B,18.350775534259395,90.83365569782892,-180.49176537107772,-206.2409435006898,57.422449077517456,B,E,0
F,-18.8876117582727,50.25993172062686,128.70616527689165,D,D,-45.38766202955674,197.71876143961467,D,59.74628477418869,-54.64466821404555,A,-110.45521448601443,-9.230318542588103,-47.50361133132818,151.73515904981645,27.253375976773064,C,D,0
Female,67.47043425374876,12.307244144048834,39.64752491735153,C,A,15.38555325821451,-34.865430502015435,A,43.32192424238209,-20.79688866947756,A,-226.92183160287186,84.76300669560383,50.00052400235716,87.40254607371895,-179.99127600412882,D,D,1
M,-113.98240303975025,43.214608026920374,40.41752410218456,D,B,-46.2777388303862,-6.002091349825659,E,-15.103444211459562,32.43540401109053,E,-238.4345218030956,23.41794502684765,128.3444642443271,-100.42237516195063,-58.7456119080145,E,D,1
F,113.38667577462411,45.235645996147476,-24.50898439900469,C,E,-120.5251627973889,92.3626591493753,E,67.64062186409,188.09156296235878,D,13.740595371662117,34.287490596506515,7.682280530672066,-129.40581602714383,-56.793434519236854,D,E,1
F,4.474699186438799,-213.97445456836866,-7.339233569768826,D,C,-25.721170234231472,143.1806351569303,A,-29.688311870723595,87.25043117251622,B,62.977475291300436,39.84240674919225,18.644719727117177,87.86064648205975,-27.482989058840907,B,C,0
M,291.92120093840697,-33.48179399194747,-15.804943667212404,D,A,193.7811169997586,-92.51655786453733,D,4.922110846662051,-18.65700088003327,E,-53.32180342962023,23.258214061883173,123.6858800718503,-66.28246513575962,1.8748949309587952,C,D,1
Non-binary,-72.65492300561881,156.53380005298226,13.328934903821512,B,C,80.8202331541892,-58.79831566918868,E,351.11800416951485,123.35959252046258,A,43.48976947601355,37.57808358373615,89.07374062317845,1.9323464644722101,-3.858986162717976,B,A,1
Female,-20.066817053435177,123.54593615309135,41.66468015203462,B,A,74.89157977817091,-35.94817505650825,A,144.2840686476186,39.92606850421087,E,-37.49926127526632,-180.7563715775358,-34.81219002188851,-169.35029002427171,-5.110692355764364,B,A,0
Male,203.05036260925652,-23.4481781931372,14.551513608900299,E,D,51.91656182372283,25.544022681176905,A,-13.175052515043731,-4.505212609784888,B,-16.561503983383886,-135.95885097595516,13.188332826322336,245.71333282072243,79.59827068876699,E,B,1
Non-binary,-43.98559331993077,-22.439317795944717,122.9331057802328,C,E,64.4635105158601,-185.40501817839228,A,-97.98697123442363,3.1722517365283025,B,-98.08321108058767,-27.145043555246097,66.28944540521293,71.43426971006255,25.02765172234307,D,D,0
Male,68.34292377251809,51.00252884489602,31.11208512810832,A,A,29.938222549598002,-105.82184703270269,B,-44.05695124783081,-74.31264181800587,B,-139.24027937416125,40.01538140567437,2.3338806369197345,72.67683558804012,25.436391024079796,E,E,0
Non-binary,-20.740500447824534,51.19031831162282,87.06670454508291,D,A,74.08332669437803,74.59985364464269,E,60.607721653048266,-63.463163099913935,A,17.834540679087688,-122.83734679200782,8.755495393784274,-96.95281975994726,11.715809391957688,B,C,0
Other,-30.876634262255752,-19.87806450468678,62.33183970258008,C,D,-197.10767242532037,-90.42544947967615,A,-92.95946658012207,94.67232686630584,C,-209.20216181015942,-143.4901470215578,8.183931609941482,-4.353902709518403,24.024384622617468,B,E,0
Non-binary,183.51001967783517,-6.051815353049427,50.232291113077,C,D,-90.5263153686651,-95.13203498096298,B,-24.967928324523246,13.805960217768384,E,-11.136780091969571,-74.2995496255418,34.99154193354656,-47.941866562191784,-98.84863056437301,D,E,1
Male,-11.90705098975121,41.52205002056178,128.71979020848062,A,C,9.995526131432086,58.416498172298795,D,-167.1092211135088,207.0981470383551,D,88.45884453025697,99.3327308136718,128.01213604127702,181.22229076799968,6.609287210217871,E,E,0
M,-9.629909253850274,-69.41461964201704,36.11391869953998,A,E,-198.82641384310747,-29.122418332853268,B,32.90012524092131,47.026723943170325,B,-3.5789219957744054,34.618724348659555,9.73602599298121,-27.68694257637233,-32.85935479559623,E,E,1
Non-binary,28.607546605458158,76.21599072903813,-71.62712176956184,D,D,135.50519999966798,79.4300426035777,B,-84.82163616499328,17.186715796921543,A,10.9892214176435,-50.20785300477966,10.641382834661792,-13.839331402411256,-117.4400616319847,D,D,0
Male,87.93824194532999,111.11441254587437,42.33010685399369,B,D,22.526736277471983,92.90912881534979,C,123.70143731206102,58.30936745376848,D,26.311500360285507,71.66528027237786,42.11077886440769,124.74182379583583,-46.60431891303855,E,B,0
Other,197.29927511627037,20.328905891718847,-113.62560581352955,E,D,6.651813115217991,-108.51822862089024,E,65.78017361482281,75.54852082771312,C,31.119181089525267,-87.1700699149147,-35.613038610124455,77.36479040261807,25.243142535011785,B,C,0
M,85.04456601929124,11.618127720261587,98.59804553382943,C,B,46.58534948769675,41.41896638620465,A,128.2449817176961,58.830189976465284,D,129.95673167278548,-81.92820295032139,-113.78765016993921,-5.6367153714734695,65.69414000593,E,B,1
Male,7.001755646704272,5.831312090089079,76.89839664010805,E,E,-90.94384015253029,-72.59371874282647,D,-66.68136530334249,106.35833354878623,D,6.9398309426669,-82.80769461246894,109.50017849906052,0.9330654430510671,28.71966747022967,A,B,0
F,-155.88488999187123,73.53084169509255,89.68034160967892,E,E,-36.52911607601505,-35.76086496286414,D,-225.3821840190452,118.45869619894178,E,-10.862578361936318,113.36723681935604,-13.338745851090014,-133.71805692765508,6.1479895400942395,C,C,1
Male,148.32515984594625,112.08983800285013,-275.5647957674779,C,B,-45.18909270468612,-126.95655641962935,E,-29.54722432365407,-79.68125711256319,E,-157.086571407324,-60.640278810077206,99.78568923045107,-83.54469266841654,-74.28851733059608,E,D,1
