nationality,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,target
UK,C,D,50.69118117423823,D,-57.713753774694275,-90.92142203188493,-27.4665928965543,9.521823342297488,12.108705080958838,C,25.92568489711643,157.99881927755303,1
Brazil,E,A,71.26418648294771,C,41.826050125617336,160.74664406159036,69.37222548519152,230.30182748970424,77.59742026793408,A,22.252464948094225,34.218060681488744,1
Mexico,C,D,-56.17363387987776,D,-81.96791481148814,-7.429840885675951,-57.44980597833883,-184.15671751382607,9.125051921869696,B,106.6433040928829,20.647048560737492,1
Brazil,E,A,-51.958863598066394,B,39.637041436062084,-108.04184695841428,125.23065912912834,24.583293819556822,81.913821907309,C,-95.81374178977605,77.76131992367297,1
Germany,A,A,-88.7383145722469,C,198.6709978542149,98.47962707592329,-147.83707734357125,-65.81243554920229,-182.630706360878,E,-77.09944965732521,86.27420460130628,1
Germany,D,A,-18.751529416042175,E,231.01384923842775,123.80582850851721,-66.93743438759773,83.07793251757259,201.7734393416878,D,-4.746278195137254,-97.43226618624404,1
Brazil,C,B,-27.052274215536027,A,0.5615098219729258,-45.3833373565152,53.768603801190906,145.4312568570874,7.529954287617718,A,-73.00616455145463,6.038875285144515,1
China,A,B,20.290517660138903,E,59.36223955297165,0.44773909116348964,-177.19612530810235,118.44708273933992,23.932124745884646,B,-93.54945406110774,94.60094267069296,1
India,E,E,-24.506223139645698,A,69.800927695978,-2.7331513189054903,124.12969871068348,67.92411049198212,-95.58221768117173,E,94.76664920329452,-9.432261331436004,1
Mexico,A,D,147.85871048506615,E,-203.08211128932973,-58.81744147590591,57.15472400863262,-25.807486351365604,82.83145162364278,E,127.52378893510725,58.20648584311594,0
US,C,E,-199.54600878642762,A,83.87737912010431,206.273958334775,60.15514479213383,-7.445158400286831,41.060993389197996,D,96.51950078687179,-66.96242026126849,1
Other,D,B,-63.06488044063403,E,33.768234420897585,51.578030335534976,-47.77775511981785,-139.4438415010191,158.41264350249543,A,41.80797230519857,26.74424634914822,1
China,D,C,7.315692745302478,B,-35.002220202430976,-26.378018533330412,-82.26650441409997,25.353816488468677,-12.877360092073392,C,161.59639821002764,154.67991157251012,0
Brazil,D,D,114.34272632244023,D,80.4685292216456,-1.9666099837547957,-40.81166350066974,39.236534482842195,163.32715147991578,D,-162.29478103614224,160.6914796794353,1
China,B,A,-165.5983236494704,A,-25.21014651881349,-81.6784363734442,7.15618611993519,-104.83473838495732,-37.59165657671863,B,-101.70296805757879,-51.59701120087067,0
Germany,E,E,-10.00190630531247,B,20.282014813788518,-45.440744931538035,79.98894859303,19.486623181628214,-49.65328712787482,C,40.30273903571212,53.10657378887068,0
US,E,A,-51.159349107963756,E,-94.03620960901759,67.77024961350216,-48.377424756557,23.297298103696892,139.99979279628968,D,-126.95897611097958,-204.3707155888509,0
Brazil,A,E,-0.22308963638298418,E,110.61804608880412,64.75863700649774,-45.223300255719025,-1.0917395338328277,-200.30211979847184,B,59.94346704804799,2.661883424073862,1
US,A,D,-71.48716353743113,A,69.28629875759941,-32.43577505401259,227.82849583956346,-14.745536171731533,85.93437863405411,C,105.19478534237902,-21.443881164942052,1
Germany,C,E,-54.948444801721664,E,106.65113398885826,79.66397964973433,28.2832244882593,-84.17395631518768,-0.3044680479247024,E,-21.464249049111515,-151.03826520544501,0
Other,D,E,-38.39556062938655,D,-72.97504371110405,55.594588267091616,97.90409337825992,106.76062822016632,226.97511505341387,C,-107.44174171071425,-70.85275177010783,0
Other,E,E,-41.45139784243042,C,-97.45525879823279,74.5312376194304,-43.33114688771556,115.86451744195108,-83.9994227467571,D,-132.66333886143863,129.34705554567566,0
China,D,B,144.9333596907963,B,60.706356819551466,179.88849731540577,62.9288154440096,-91.97807679944468,26.096571045168425,C,-156.31475324409078,110.27590662419742,0
Mexico,B,D,-64.63617185569123,A,-29.49590539194163,-126.74078276397023,72.90925386585062,27.969609122963828,125.70860500143914,D,33.73198693574606,-12.762064501228165,1
Brazil,B,B,-20.978147052168534,C,-65.48698728056277,162.5275763639006,62.989204405735734,-70.38232340217385,95.35649233744788,D,-173.47326932694142,-66.37748071693188,1
Other,C,D,-104.79464629129072,C,75.4434318983449,-53.5429598269959,-22.4123228134269,167.4876215014733,1.048579966646581,A,82.80056954005839,-11.220802596790154,1
China,B,D,3.0752612830589463,C,-95.39484741492299,211.61694137864444,-67.86351228488321,39.70053710281978,-54.3751822052804,C,-46.74542766572275,34.31106662945443,0
Mexico,A,A,-36.11986172617227,C,61.11017071107603,158.85215758282877,97.53068165241685,-108.47464225845368,-50.582546407130614,A,68.40038187089542,-103.43800150949885,0
US,C,B,-94.11027894543766,A,99.89210986397441,0.40665075889419267,154.39224328451726,60.88344164049371,68.24173922217817,A,-109.35418291837532,-82.34692144037365,0
India,E,A,84.02732004938318,D,68.38904140701078,-137.67163803478454,-61.05298366892067,14.453616967458604,133.63051710650097,A,35.52754565325793,-56.14853792120488,1
Brazil,C,B,132.75488378866348,A,-104.18923676230199,146.210510315802,108.6619472574546,-64.34413349031922,-29.04739397138474,B,74.95628750294946,-144.1252595867526,1
Germany,D,B,87.1159609229055,D,153.0748457265385,14.303286806025465,-154.22741440459268,64.23034986910999,-19.307398443657007,E,76.79865789016365,-108.76906566161968,0
Mexico,D,C,-75.85654898522859,C,58.893475858230296,-96.73068578131443,-114.3618256193752,18.62157800661522,-46.06324255801743,E,-127.69874989629552,-18.079336323755,1
US,C,A,-24.725835851297365,D,-5.98353931874906,-7.052450771143192,-52.04731261125028,-36.74930961341188,145.21508514913256,B,-271.3454482749915,-19.423601028075467,0
Germany,B,C,40.938379689765476,D,67.86196199799447,62.874554315530574,-114.85800580276397,-245.11170386812742,-35.46787761215977,B,-4.046289777327741,157.99702921315023,1
Mexico,B,B,-35.74465681743869,A,-161.39401737122617,30.068385897331744,-10.814756312095675,107.29081443540171,-129.25593615839117,E,-88.9998167044463,94.74149485493008,1
China,B,A,130.04366128051515,A,81.65812999225838,34.4116544750974,-147.91837899583945,24.77690190596759,46.646885748214395,D,-50.22540023482017,68.99906248199719,0
UK,D,E,81.16794212933056,C,67.17785784194807,54.01075364638807,76.2507755864535,134.53640003152108,218.33193497822268,A,57.384191564102174,24.19536840933041,1
China,A,A,-27.392763403811283,B,0.7525653765928701,-141.97238757007946,-10.737718766616203,26.426260423536274,-41.30785764897167,A,-46.60095339700169,-49.96567432965138,0
UK,D,E,-3.8666001847415914,D,-80.35163845271688,1.3129836273203066,-162.02000482741505,94.2516267726837,1.2983342931058648,B,16.561029523316755,-43.36995961015859,0
China,D,C,108.59130265599663,E,-86.0470323994563,78.23720176208175,-96.90781696588216,3.571848266102424,11.266264281087542,D,87.231772583345,-62.83181742597163,0
China,C,D,309.04070116721476,A,85.93362537492419,7.863885941675427,-74.15607781111514,-84.79482877431803,-47.172180883957026,B,-116.96781718250008,149.2278012571835,1
China,C,C,-131.16530158846078,B,-62.90607983861683,-184.9777065696929,-52.115113409125854,201.01508680871927,-101.49477399123974,D,-60.404754237627664,83.54180650225477,1
UK,B,B,25.085605129264444,A,1.5444272006327742,100.5078616233992,88.10905939978066,14.675173873585615,86.28309635777401,C,-201.96039894949323,-4.468934005018096,0
Brazil,A,B,129.74668182403116,C,-73.08711204205972,-66.73621777760201,106.86519328869875,-102.30661296446814,53.26382393065884,A,27.184912255143118,80.23286205835775,0
UK,E,A,25.896627367772172,A,131.4986505960494,111.45327356026387,5.102255779795885,54.18346681931866,-150.6029375184757,A,-142.3436621091204,41.441736673220944,1
Other,C,D,-69.18812190015664,A,85.13989224257091,21.95383597770736,211.84686558216646,99.03426486959684,63.79389522531709,A,86.5627981222907,-14.379570991326945,1
India,E,B,-25.32643736493591,D,110.3065031871422,41.30492417408557,-125.18000504511097,100.85086993135579,-3.7050665005405707,E,-6.5814640905109485,-66.44004447171542,0
US,A,A,-75.49199513601361,A,37.131296647286405,-126.82976452086746,-21.534142658181484,-290.01558788437205,-23.752504867507735,E,16.69862299663249,66.99344841409713,1
Germany,C,B,-18.83262921204055,E,34.33027942378123,37.91404727662876,-105.86274261446755,64.5706201602839,-88.13580616654659,A,-94.81480865718083,66.70001644733257,1
US,E,B,116.01724773808809,A,19.37074340762461,32.922931711671225,87.50229112444573,162.57512927238082,-66.15404032432889,D,92.2364024763945,31.626769318808662,1
Germany,B,D,1.3416960900447317,D,-47.80043033048159,-55.073267238370164,173.8850638872731,94.90453696606947,7.217864518097137,B,67.51380462782166,-15.693768927427975,0
Other,A,E,134.7541862863892,C,-206.69347572528238,-121.48176791023586,118.62778619044181,24.736122217461986,55.921251699897034,B,-120.00940818938031,91.96184177480558,1
Germany,E,B,-189.26013223514042,D,-170.0030395160801,-72.85126209222842,-82.11762823793404,-73.36085689670307,-48.47931210796234,C,-19.272012763877463,120.99830740163999,0
China,A,B,89.33232945364087,A,206.41855965200776,145.24519836798837,59.94623510114238,28.9569230379385,138.20524564635917,D,-128.70491915329268,-7.1239433375734444,0
Germany,D,B,93.74203845147662,E,62.129395484439144,-31.799780508675106,-72.50928743244803,93.57945146395623,-41.10700013086665,C,67.15409141130819,-23.64328233143012,1
Brazil,A,B,65.49451939768811,E,-142.74213112762456,-59.36272843894096,49.865315913792,-146.64256235187486,-83.59700098449603,D,-95.42970380555099,-68.1642021956319,0
China,E,D,184.1317583032092,D,-25.16167251663674,-74.00745548736955,-92.84067628628495,-60.14459093219643,6.305554532187972,E,72.04988025128534,-9.458773955171152,1
Germany,B,B,38.576660727772484,E,141.9920546294547,-126.33684582635102,-49.88636227537184,-86.6097549603355,-124.88682362697257,B,-114.3372059065997,58.973056897540644,1
China,C,D,25.700811000450358,B,257.03631179817194,-50.737551937247595,70.96517918031782,-77.22976742154786,17.997543673724028,B,80.39891622459513,-151.05666557571348,0
US,D,A,28.064191116446707,B,-57.17073976972203,-27.039125443479506,-121.5734595620441,27.000331803871475,-204.5358160135486,B,100.91619312747338,80.06315182943688,0
US,D,B,-11.163632347802022,E,41.56201084123677,166.41157968230547,-39.42961592432479,-23.800887771273416,-25.413153779900828,A,57.62228233316563,-199.9668316398912,1
Mexico,C,D,22.04498394459627,C,62.644318473598545,66.52757442103504,26.077174714895662,-60.14024705528257,78.49134874628514,E,-82.26415983805549,176.7056611461588,1
Other,A,A,151.28828088642072,B,83.582882117978,28.092407954662363,-141.3573828543187,11.077410842900282,139.70035582760346,B,-48.616902367757284,-16.22857437343064,1
US,D,D,66.82836797657326,C,95.03894824289453,-31.32629803614287,-9.401194177211229,-234.65201731716056,-80.97626131742972,A,-54.14874838644968,-14.110762238791244,1
UK,C,A,-76.1700215335841,A,36.56992268640517,-28.39572804329307,-17.520354839322955,125.88087245465044,7.015319388631992,E,-125.67530685246213,68.85830273938926,0
India,E,B,-107.75812337259465,D,14.972458291365696,100.97553509341634,13.25853487615948,10.783464444894662,-110.69069162997842,B,-62.31824513746693,7.574024029888145,1
Brazil,E,A,-12.243974991058302,A,-100.52716731450681,-91.04091504389746,-3.790657874912448,-71.27805530931435,90.08731118747234,C,-18.675037329286965,-50.39835904109003,1
UK,A,C,-159.28823716107735,A,62.03099901273925,0.2293181538552623,-61.98534556995416,53.72688126466044,32.48691703841548,A,-44.33462338250882,10.057124911242328,0
Germany,A,A,178.5696785586364,E,-44.54217544923104,-56.304859075884174,119.24782913213178,-143.37522790271697,-13.81256753408277,C,141.1238747911673,-156.60561039281131,0
Brazil,B,D,22.800251979956307,B,0.6542360790308517,39.452433772118994,-71.89339665391753,-17.308423774001973,-151.000057158994,B,87.22446108116839,-107.09479686304341,0
India,B,A,131.74648141267642,A,76.01950093278975,231.9600962407404,-93.01725608501002,-4.801563921777708,-56.74751802806269,B,29.535112596210723,101.34852622624373,0
China,A,D,-34.97186097378264,C,152.96373747019615,-10.9461710781244,121.65786601281322,87.02023251065961,102.54784860059836,E,71.51713791309373,48.73216063281275,0
Brazil,E,E,177.48692294693998,A,26.514258434641704,-65.68986864749125,35.43099511880458,58.209597205622124,63.237919658461884,E,-150.60721763397206,-43.421689138825734,1
US,E,B,71.94063769666751,C,143.33876911639675,214.35416399689706,3.69401752188001,146.91614991557788,14.710167051823609,D,-88.27545391444977,144.48162073148129,1
Other,C,D,-119.84062795434845,A,-85.30067781366061,148.61449412722118,-85.73623676142988,-36.33003837072193,-38.81404274297805,B,-13.22456007891607,-136.60254156389158,0
UK,E,A,223.77773212606945,B,-128.2358468081232,-139.89327480263734,-53.832727093035516,187.82346874778585,-240.76027329321388,E,-62.75249378788015,-17.6878310210226,1
UK,C,D,-266.5583625411739,D,-33.16437120275731,38.26237452545915,-72.95493946760175,15.487125194081456,-27.38879639567785,D,142.35462236866695,108.02944247020952,1
Other,A,D,3.8163004199151773,E,89.45313952451724,18.934854933214584,104.45213694230983,-71.2076531209141,128.5386893382708,D,-183.07863610145435,-244.09500062288907,1
Other,E,D,-134.49707865101917,C,148.41950849864688,-220.6230691027998,184.08184249557908,24.127807048658738,-82.85255820800424,C,4.329562666070301,-131.45126168927396,1
Mexico,B,C,214.87407332871587,B,-26.426215844698532,62.13911603146269,-57.43973592688604,18.338547124780018,21.58377768576678,B,36.844764954875394,-39.250444572980314,1
China,D,B,85.1867300537188,A,-19.855974714732273,-56.213044235470534,113.36419200715302,-106.16475847593112,176.96546840130145,A,-25.439438570506915,-151.0974446307608,0
Brazil,D,A,133.1200342340098,E,-34.30497974056832,5.6550144971182155,-72.41591944784057,-64.4722859155522,-130.82885083823342,D,-149.49395992390671,-6.87749350563472,1
UK,C,D,-21.620136774198812,B,22.036524913607114,-6.648278840251242,-60.1585223182742,45.27205545625373,108.68973298531579,E,-28.392022020970554,84.83446920965977,1
Brazil,B,A,107.9555047608453,B,-72.27264838552101,126.85488774464015,183.50983479943216,-79.74352530671055,-183.9644296596786,C,10.402629935859974,185.1636095890052,0
Brazil,C,A,-28.779807636665634,A,88.35082976630319,-66.77595544872113,-59.567127592849964,35.4224158385856,111.42475552242834,D,-113.85042325786112,10.17856350373337,0
China,A,D,-42.348912264256654,E,1.7662977209963393,-25.600754316083524,-140.69306309103442,160.58261873397802,-47.84890746245494,A,19.85499114427278,-6.931187610818114,1
UK,D,C,97.42867010794073,E,96.57430533167567,141.3871633283922,-161.0855190788818,52.26473541279696,173.53533518675718,C,-70.0542553255665,-147.34465077776264,1
Mexico,B,E,-85.18612376295565,A,66.86296000597292,-239.88097175240682,29.746423631055762,93.62649877680784,21.859809900179606,D,0.17692808106397812,23.4627608385974,1
Mexico,B,C,43.432165035655416,D,-21.4152454539859,78.3319946293238,41.33926205353238,12.22350991173118,-17.89301275243109,E,83.12762139058991,-43.90085737393199,1
US,B,E,-50.03225799418611,C,119.99962622252997,-51.814188451469334,-90.45277289744935,-97.21633634521817,69.16214024062013,C,-12.573777717716117,-54.991838339033315,1
Mexico,A,A,-31.945591970569698,A,47.99395397225288,32.208442696267554,-19.561982572837643,-40.41466803795662,-97.35274495583536,A,38.51136266482619,-1.8978268879294595,0
China,A,B,47.64850112446394,C,-88.24644179146962,-54.557610209736865,-48.15704878867109,163.35005995318755,-7.90781861904786,D,160.58944834940908,172.71588189017302,1
Germany,D,E,-28.70531707459009,D,24.072683192139994,82.24503604648821,-44.54814405670828,35.03465894052852,-34.9021539047563,C,66.78174937296862,53.63688548474037,0
Brazil,D,D,-65.19512622747098,D,-119.12494326066133,101.92243317192973,-13.88820319046502,-119.39215181960327,111.9131099676507,C,17.457367579461618,49.85435477629909,1
China,C,D,10.0406108194881,D,82.68507034447258,253.86952378911536,-54.38580162114032,3.0941391928341226,-84.62760351193535,C,-8.007006058824294,90.42530603346475,1
Germany,A,E,45.11209338235759,B,-26.47722671893242,194.77936818706848,-112.87188263349518,142.4932676194496,-14.3285489157965,B,-58.10229694123933,208.44230015193105,0
India,B,C,50.08093538266208,E,11.975806378790685,177.2379955543263,3.201567502781963,-63.78443001975257,5.6440075975216795,E,178.88273747862274,45.896168203494284,0
Mexico,B,E,66.26706891103227,A,70.30343668920013,49.822325771203964,-39.400368330371684,-116.01967463192871,-80.18038480745004,D,48.49831174617733,17.03185668591788,0
China,B,B,-1.428238232114872,D,-111.85337838378648,34.348321571760785,-59.937802083956036,92.55085793350518,77.65086786396927,B,-205.46554134715143,157.759638691011,1
India,B,D,-61.22526186520412,E,-73.80077106819984,198.50256058038175,105.21479530911047,-111.35250917236333,86.84961685591315,E,188.04993514852356,-132.53978755981467,0
UK,B,B,-117.04163064148443,B,-126.61127467496884,-123.15147971492198,198.8039796508412,11.226636586123599,95.02664431638645,A,-47.689173458769346,-21.416079347477538,0
India,B,C,-99.45564611204885,E,93.27143216742937,155.43335419583545,-15.460123954410623,121.97183988842863,-26.8364364407672,B,125.9308951052945,-68.55544811718464,1
Brazil,A,A,-44.62396775300249,C,-31.87276483128274,193.8534942681041,184.45043234611893,115.68180570814523,-32.154648430017374,E,-128.01588990646488,172.53210221586306,0
Germany,C,C,74.52484130274001,E,-27.221746284893882,74.41115410294684,18.04148154369427,-54.44806855780392,30.22396136587448,D,-11.178536613233037,-161.82800890650572,1
US,B,E,29.740135002111746,A,-105.69444487075424,-27.718641694814167,-192.59435055598212,-161.1565038697611,-179.84823060524857,A,81.97113108378068,90.37114659205939,1
Mexico,B,A,-54.703924776196125,B,26.034322198980046,-52.58103260509087,73.3478216441202,4.151910666319668,-47.084182453287234,D,-19.613865648066323,-11.024351168430996,1
US,B,E,239.83771106048857,D,26.832006395563123,54.72977777218524,86.56292122686659,-239.77573778570505,97.73184708383943,E,-21.882907500530948,48.32993279275838,0
Other,E,E,-17.216750037888698,B,-110.14119196757515,82.20974828415984,46.59498770270967,-95.64206464791157,-32.0018433871944,B,-178.94907921733406,-13.162555063093043,0
Other,A,A,47.662320377686385,B,90.04217755941913,139.91716791405972,160.988467389599,16.25638920683783,72.54050763820742,E,127.82630827070705,15.904066852583432,1
UK,D,C,151.41602828742947,D,-185.93373768413875,-4.889686751023988,62.0516345540497,-79.2933792459293,-74.41743268622513,D,46.04201604062675,-100.23028832229596,1
China,E,C,-0.4880371658231677,C,-187.82664272775838,-73.41862296523503,43.60975520297461,-35.0177384998293,222.82099140908755,E,29.64043812451431,-190.48648422730105,0
Brazil,B,E,-67.86642599829888,B,73.47090721311359,139.26529235986504,-20.87092037429976,-37.14684046784357,42.044759013521805,C,-154.68439763372803,-69.57128785352003,1
Mexico,A,D,158.33485211753765,C,-121.18792388352108,103.50735890367413,199.52300195569126,-130.99378467570716,6.945565940956211,A,113.43849400043544,112.45306987086434,1
US,A,C,-51.39886489085661,B,173.48516211688926,124.39830210230886,-52.475186594858,44.19803970327086,36.18296118375882,C,-126.38029351436737,-38.56291297247404,1
India,C,B,56.05654771901808,C,-6.779906832203472,93.52423692196442,152.28154295540068,84.81627434473181,66.62079420413377,A,-138.20463232653802,-18.878719737541807,0
US,A,D,26.879051581305784,A,-121.04757376267142,17.094539942428757,46.25796211605328,163.47859380596194,-57.092087594433174,C,127.746402319733,25.119722447645948,1
Brazil,C,B,-70.10694599851426,C,254.86949777901106,-106.13220340097264,38.73918283587462,-55.12824380714028,-57.0710868810462,A,7.5757981705983815,-61.87791543087274,0
US,A,C,-4.586877171727884,C,56.14696645041802,-34.489417916932865,24.991741001812187,43.53349693076341,-47.80467826745047,E,-6.679078385433056,77.21285520896379,1
Other,E,A,-26.643145101231287,C,0.20642682470165372,-150.1895957698925,0.16582793876100688,-40.3196514668101,68.76744582177446,E,-76.3786332908399,-37.644079897244765,1
Brazil,B,A,68.13807408422262,E,92.67099336547406,22.788637449686405,67.12549826499152,-34.394827454060604,-32.94077302859513,E,-70.96833459767583,112.95923197659448,1
India,C,E,85.84274743175978,C,-4.87111923960674,37.6106486740408,152.43108188462776,171.44367722228407,-53.756343383861925,A,-28.637745479947284,82.47039053611579,1
China,C,E,56.288947367113785,C,115.42623002113916,-76.08117546395961,-85.46641078327887,-71.74540645639306,78.34178174197294,E,-200.82345436379447,85.73527417253915,0
Brazil,C,B,106.24171644503303,A,-129.4148886027862,59.309099638140715,135.1882165100241,-1.1228159968208593,-126.81743119774951,E,-446.5931940626215,-50.474135737176425,0
US,D,C,77.09735121295466,E,-67.71410374688473,-216.51494163387164,6.4242213810073,-71.22134815544186,87.62067578197347,B,-308.8466957687495,-106.1084774217805,1
China,C,E,-87.49518913260486,E,44.53431229640858,-238.39167961607828,29.286989593527768,-107.58696231204084,29.421009699026357,B,-78.59358654465677,169.85272921530913,0
India,E,E,56.505102540995786,A,48.41301223642404,73.84301470686934,56.78083934901006,65.81236692284776,-195.50626291587741,C,-105.53340593791265,11.485446072843466,0
Germany,A,B,-135.4208505704876,D,-152.6588526545633,10.839811405090739,-57.24332752233412,23.17860920885278,109.37002268809033,E,-92.80593861475978,146.33273752031107,0
China,D,A,-110.17505124126501,A,231.34679435279764,100.11977872225786,0.5629499002830437,24.877622970413306,-28.888616952505775,B,44.47757209987689,-18.663126315304492,0
Other,D,A,78.2943615521591,A,-38.969764046704356,59.17050437914004,131.53924718718736,-1.512181838567255,-28.796683881397367,D,69.8331477347214,146.2843209708001,1
UK,E,A,-141.87040660355683,C,-69.31526085148916,94.19719805633194,140.6111959838319,-20.461195052062735,-68.29711383490125,A,1.759036359643002,-30.445629529980263,1
Brazil,C,E,154.32301533639318,D,241.51377645548098,92.55800769950469,67.16153978010651,99.09384875439929,36.621544778567994,C,-52.49305322839509,-196.656100174188,1
Other,C,C,4.795823895724832,E,1.6869505536949614,70.58996845785748,-169.91347349288205,98.1589187278604,-28.513932353433844,B,-30.574091370190633,-77.85632638252808,0
Other,C,E,92.63576229696555,C,-84.39562716016697,-23.794179828812865,-171.0633327183721,-50.476766783094526,42.9825004608364,A,-88.8424960822573,-40.16377975882355,1
US,C,B,-99.89977130002904,A,72.37510076662177,14.280606634234482,185.22325580561755,-81.31756772308597,54.58575422379425,C,-0.2391340250263809,-62.86007489988986,1
India,A,E,75.92473920660031,A,-15.303130977264075,57.383209152667426,47.95622189479807,176.30311400492553,-72.28462207550145,D,-89.6949144670834,67.89696634777526,1
Other,E,E,-55.92841477865921,B,-133.61637761406385,83.00763922244397,117.70700847252435,17.970354126395698,-90.34203914305301,B,-44.81246425227043,29.42356652115962,1
Brazil,D,E,86.74749559726436,D,108.12484895356671,-81.8183239935168,-138.21870555609777,27.483228522180603,49.7434979124468,E,-65.55544002932275,-142.35141998864046,1
India,E,B,-60.78050744926441,A,-176.3059082215808,-60.35334372889945,82.99664886257051,123.7603759348481,41.80598446818449,E,-77.61201773142939,16.064592643798964,1
Other,C,D,107.26354477312007,C,30.30163704421559,22.621762591040444,50.09920220676618,-247.64673549911822,-59.139432918318015,E,-7.673318847849766,-174.0941220011614,0
Germany,D,C,0.03202921320000569,B,11.890130521100772,0.5155070075215328,-63.165803371654796,95.97656730032504,66.1803628218512,B,-56.42691660479442,-13.712356294748778,0
Germany,E,C,-64.96152475172055,B,-149.19059708667558,1.3766843991637507,34.758338096349654,-82.17959959864262,139.67637965244424,B,20.0093496909838,-70.76537040162259,0
Other,B,E,-18.244716107216043,B,97.66305006309557,3.09099760310014,92.92100808382101,135.84533891508897,70.6709458938873,E,13.92135430939487,-15.50642855595088,1
Germany,E,C,148.47602267142037,E,-103.54190476232132,-16.4992636780467,26.148984950755644,-36.47286847422049,-19.893498821416415,B,140.39214753817032,-148.21352847879706,1
China,E,E,217.96258874950448,D,-35.91665938801615,44.35000985925143,83.59832477267304,45.35677591415876,104.2103570463681,B,-37.57238892451982,-55.73988324465925,0
Other,D,B,239.5094814965181,A,28.311949929049934,38.541525539710555,107.85783845151569,6.044905566071003,85.80895413051482,E,38.80145476505996,105.36255555383364,1
Mexico,A,E,-164.11192631206734,C,30.8144004969582,113.72163155373458,38.66976265595516,62.13364003060231,-89.77221126840386,B,208.5979225201938,109.50696811767082,1
India,D,E,-129.74926738054927,A,19.71366025464426,110.88389407923138,167.34620655235634,39.55175993720536,104.71491593748343,C,-6.610079708132073,-77.85629439807221,1
Other,A,D,-71.53188127100124,E,-72.24627024731554,67.31559283685452,57.43075300347774,-241.8751690011797,-59.122950300801435,C,0.4573712022786398,22.208595170341578,1
UK,D,D,65.1210650948319,C,41.098814647980234,-89.016325976629,-42.25249449738473,314.7076401264004,116.28786410508415,E,64.40534454905415,40.94666796634064,1
US,A,E,-72.17196958795357,D,21.982632027410556,-104.51535652428193,-58.34087461173172,-79.33423636717836,-125.9895112529834,A,-13.086953679066482,-274.3441874161536,0
China,D,D,-74.22792477954364,B,-29.075546282311425,-32.07692439953776,-77.71129414798337,105.97247054174126,-25.66152106249963,E,-147.38404458549337,31.4039848595837,0
Other,E,C,76.15063497977171,E,177.09914235197135,32.103451027203334,99.35744179704258,-85.76914147457619,-114.10778757606413,D,-35.80101747646629,3.2043157908085638,1
Mexico,D,C,65.12553249431691,B,-24.602891141274522,-69.42602017234576,-22.775600542320408,-43.85933118802449,132.78554826814346,B,39.33987233477095,34.06319576620521,0
US,B,E,-9.695860463570712,A,44.3916178002462,48.52193045005856,-76.57824640467067,-68.66813167265629,15.410706768545241,C,-81.11624701284538,-55.11248069249771,0
China,A,A,55.59725653134262,C,32.604396449530185,-133.24527478647354,77.8395600021211,-17.659607003335896,42.07689798576387,C,39.227444601402226,-349.691884875372,0
China,E,A,152.88863279449293,A,-47.53877055675324,1.6358253871226909,-18.97569685873538,-76.8551058524323,144.74098672664434,A,16.91881869591439,-54.43301863498409,0
Germany,D,E,-58.58765990794669,A,38.66890460999595,65.66834154682023,208.28147930595674,-126.05941803629037,15.94327442393022,A,72.49908284111055,-12.422144902919111,0
US,E,B,-67.39249053236776,E,12.222649740705062,29.869830556062077,-12.269792532598306,48.673198919052815,41.8745626045954,D,56.8218719348483,104.15837186642827,1
UK,E,E,140.5689687037003,E,24.382651437058467,-31.197775137976457,-4.96777001708731,-151.43011895072175,58.67563986397314,D,48.976287764981315,-22.21486306382814,0
Germany,B,E,-28.499976750401462,E,22.371237348711322,20.486552804837164,-142.88438519255422,-166.152607423713,-19.555952794388702,A,-23.177202867106793,99.55647871524924,1
Germany,D,D,-108.84086532710451,D,-3.8888474121137704,-78.78383572708917,-12.53515933283704,-40.154437286811536,20.97028284352603,E,-98.39638344282729,31.020022380049394,1
US,B,B,-45.909314154819555,A,14.748524278003504,-137.22532034566086,49.63856580488695,154.1389086164182,103.74352214052765,C,-62.85304468744495,-122.01553421973517,0
US,B,B,-51.883348967500275,E,-207.0200559729807,-113.89020453264807,-41.1720129128386,123.89715982595688,67.4079637857244,A,-100.72903493388901,56.99291855977893,1
Germany,E,B,2.9953928279560804,C,-9.244204963845348,158.81962461808283,-20.0271066842633,-129.1227288581555,24.148126037624152,D,-295.5837731573129,-34.13510591541618,0
UK,D,B,-39.19403141231413,A,-27.37545721120454,101.45645867085858,-168.5249621517504,-17.23461338893355,9.533680581407662,A,-65.77539402412785,-102.42958056351945,1
Brazil,D,C,-106.30627767081762,B,166.71440060672245,14.906653572334342,36.66321296645359,-1.9648053612885013,16.56012163938632,C,-0.2641616788058146,-76.99572865041131,1
Mexico,A,C,-108.58448182585245,A,22.060000705675105,33.12140774799543,60.742762654097845,-18.07777235771638,99.85973962052192,B,-100.79217929011996,-60.471370213240085,1
China,B,D,10.313133081541979,D,40.368240531138625,-11.079071407391702,99.0766524579,-33.77890616470227,-121.69925077994299,A,122.30337497448538,49.37691514241882,0
Mexico,B,D,50.52047879454889,D,-19.48328087355906,141.0897245634579,18.286430179795314,52.561264055167754,-23.671024977551696,D,3.3218573546559904,-6.948340718577814,0
UK,C,C,-106.48261723150465,E,-7.555520971773344,23.605907340334696,-108.18932770017224,-20.106837016054172,193.93393686115786,C,22.810467086361005,45.67303953946737,1
