Gender,age,sexuality,disability,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,target
Female,38,Heterosexual,Yes,19.771476538248486,A,-58.42219213958987,-75.28399823737264,E,21.29417025028082,B,C,A,B,-70.92819151637468,244.69957450822469,A,0
Male,72,Other,Yes,-124.19220699239277,B,-62.42597510690289,-35.249397104478604,C,201.1858158968867,B,A,D,D,-55.38624193966143,12.07498042757706,D,1
Female,62,Bisexual,Physical,44.59047431859737,B,66.24457511107053,53.26846770537357,A,-39.2379577917831,A,A,C,A,-117.34465141036065,-18.912986609218642,A,1
Female,24,Bisexual,No,99.04792894223301,A,-43.98758511083848,88.86865750811161,D,-43.782692562727476,C,E,A,E,75.30270574789321,-43.9198394450939,A,0
Female,78,Other,No,-20.443912577918304,E,-44.18277137741525,-186.18556310317226,D,-10.309028566072932,D,A,C,C,48.31341753009284,-149.0093497059735,D,0
F,20,Homosexual,Physical,17.602458653691432,C,-26.066949998017087,170.24678133801677,E,-164.83464720643212,C,D,E,E,34.73484793325983,-89.64265021068198,B,0
Male,19,Other,No,-234.86842224810846,E,-33.969096757138765,16.300659258688686,B,-105.74748056569918,A,E,A,D,-2.01440154782893,15.674069129097342,D,1
M,53,Other,Both,23.454428541717903,C,-126.59291854842284,-46.14373511834409,B,128.65060376469015,E,B,B,B,59.26325439574015,-16.852433048952868,A,1
F,46,Heterosexual,No,89.74087366085487,C,146.06567224546583,4.2226380102702725,B,66.02440963057154,A,D,D,D,10.641739262512587,123.51175865787508,E,0
Female,56,Bisexual,Yes,-46.95000696405971,B,112.81338829739099,-21.85163103086763,B,-77.30405117055045,C,D,B,A,80.88168857724227,145.1856386705964,B,0
F,61,Bisexual,Physical,104.06218513943104,C,22.03199389672961,52.79989517673972,B,-118.46953096790543,B,A,C,A,-7.514880944423351,18.07936483563399,C,0
M,79,Heterosexual,Yes,169.8391963599662,C,60.9558666146801,-70.9642293802196,E,92.08105022399934,D,A,C,A,95.68844445896181,327.3246216433576,D,1
M,34,Bisexual,Physical,-3.424361602687468,A,-175.40034091960567,-140.09944542997584,B,166.3382292206714,C,C,B,D,38.607612368619485,-123.09908009825588,B,1
Female,69,Other,No,80.64268428852664,B,86.35567402029565,-21.998941463790235,A,179.63459999478798,D,C,A,D,-245.4985076220665,61.2580998168054,E,1
F,56,Other,No,-105.25105548280615,E,-42.252164855607575,110.76943102709377,B,8.298586235713804,E,A,B,C,-111.18503250264327,132.8300624126365,B,0
Female,50,Bisexual,Yes,17.309564166816685,C,-4.981414222032644,-8.578140825476428,C,-102.21714448044156,A,B,A,B,-38.76947083784805,129.74388652965837,E,0
Male,58,Bisexual,Physical,-107.79744284681459,E,102.676887637525,-57.90916689324561,D,11.053385850934403,C,C,A,C,50.992367076053625,-50.261646973686226,D,1
F,20,Bisexual,Both,-78.66567147800197,B,-99.85034046351913,4.973435419948421,E,322.88125761208875,A,D,D,E,-8.600448535700302,-68.19695660524705,C,1
Male,53,Other,Both,-111.13813750807809,A,111.66488839306048,0.055810456314502176,A,-90.79390666221556,D,B,D,A,-122.30098841011225,74.71868907776187,A,1
Other,53,Homosexual,Yes,-19.48788359226026,A,38.631080894119975,121.24057819095326,E,110.91858683661135,D,E,C,D,-113.10619276074938,28.030935073563327,C,1
Non-binary,37,Homosexual,Mental,45.54488290097567,B,19.182283526613507,72.84462984048099,C,-60.96404769058839,A,A,C,D,-68.94193379896087,-121.6231021914717,B,1
Other,39,Homosexual,No,206.03475912922127,A,-11.696994497025868,-70.75166242913706,A,17.76228621242818,B,D,D,B,-45.173916692961626,-49.5625947252111,A,0
Non-binary,36,Heterosexual,Both,-29.115661355570015,B,53.65024308188069,-136.01405026859842,C,46.202476689181516,B,E,B,D,7.935740578364428,13.995114403681313,A,0
Other,22,Bisexual,Mental,-67.83484424326865,A,10.749353545455149,-63.12700468349176,B,-34.560487813007384,A,A,D,E,-4.654172936755798,109.12852594099914,B,1
Female,72,Heterosexual,Yes,88.41908678622768,A,-64.23204265654907,22.614887309751875,E,-13.761424424141893,C,A,C,B,151.95376986741806,-57.864085812271306,C,1
Male,76,Bisexual,Mental,16.429932576655087,D,173.41847005373518,64.35152910659106,E,-11.787904226934238,C,A,A,C,106.58699455380545,40.574963887427835,D,1
M,66,Bisexual,No,52.78556753152866,C,-192.17006928256788,-71.76945509797322,A,-17.43770365517018,D,D,E,C,138.51265155113893,110.11774044933138,D,1
Other,34,Heterosexual,No,-97.3712508553174,D,15.64527045591051,21.3868319152761,C,207.24970724674995,A,D,A,D,-188.8321746004078,18.45551646320958,A,0
Non-binary,19,Bisexual,No,37.53766749039162,A,57.903363471645896,84.29940787302543,A,-13.49846733491821,C,E,B,A,52.236070595036196,-67.07906665872876,D,0
Other,31,Homosexual,Mental,31.934484729572745,A,-151.42722392897358,-45.731037486414,E,72.10267928366248,B,C,B,A,101.82592947401035,38.77990373259851,C,1
F,55,Homosexual,None,-127.86068412310317,C,42.712108259611355,-133.51231282220965,B,-108.20859302243453,A,D,E,D,116.47189384989345,-150.06724139001014,B,0
Other,24,Homosexual,None,7.663983583162745,E,-32.48166768509649,132.15398399660185,C,-66.90579503491209,B,A,C,B,0.5495811523343853,3.56152938774226,C,1
Female,63,Other,None,28.383449518899223,C,30.85328923437352,55.200903263878395,C,78.67738292955534,A,B,A,E,207.4593244970257,45.68391470332795,B,0
Non-binary,68,Bisexual,None,113.78521870271811,B,89.57473019833535,-73.7135416880693,C,176.48153905795357,A,E,B,A,-104.89561822791154,87.76393298309777,D,1
Male,76,Other,None,-123.49182400272983,B,163.55592889866256,117.78747371854503,E,-8.175793656533395,B,D,B,C,-185.2728128259151,-131.03849898577494,E,1
F,66,Homosexual,Mental,-143.5922697120475,A,-96.48525171727628,-87.2618676666742,D,-41.653524432773985,E,B,C,D,47.83531616617708,16.349983311454203,B,1
F,77,Other,Physical,-8.934446005841938,D,-17.31095889192371,64.25678242210482,B,-3.4390926308461487,E,A,B,B,84.28369533736172,-105.38980327922009,D,1
M,67,Bisexual,Mental,21.434889109998615,C,94.67677616327563,71.03109166261507,A,98.75016134707266,D,C,A,A,-48.53353325857763,3.5393918504081827,D,0
Non-binary,59,Homosexual,No,14.238037479008378,E,103.05626656261838,-104.47266273405498,B,96.35246630934074,B,E,C,A,-67.34700596444463,2.378973123753851,B,0
M,26,Heterosexual,Physical,-35.7789434844382,E,-1.7454914615124335,-0.14749870551783167,A,-65.85698457722117,D,D,B,D,67.50562344678718,143.07658827787733,E,1
Male,71,Other,No,-34.85556991850008,D,63.56295580692856,-61.57209690111791,B,-88.57944713396118,E,D,B,D,-34.744370957379545,183.32348846905595,D,1
M,37,Homosexual,Both,0.24564577035470145,E,-174.43254493942737,138.43903563923422,A,72.91299059423132,D,C,C,E,160.5412144381999,36.09258351271865,E,0
Male,68,Heterosexual,Physical,-4.372079627179583,B,130.4614229125997,-98.7685979006445,E,-1.7634411970315598,E,E,B,D,91.28138588129538,-96.46025740601475,A,0
Female,54,Heterosexual,Physical,42.092723231699516,E,177.332115005998,39.3676254976563,D,117.0755240630449,A,D,A,E,-26.727248719202972,44.39613748274957,B,0
F,29,Homosexual,No,-66.13258049221571,A,39.91042073842755,-15.336637305204857,B,139.03842136943314,E,D,A,B,-42.447194665055896,35.899325189269874,A,0
Female,26,Homosexual,None,-196.33384374550099,D,-114.19058199505683,-157.41329896720075,D,10.13272549017476,C,B,E,A,-5.003839699015726,67.45360713515629,B,0
Other,57,Other,Mental,-135.73754241384955,B,6.075307487732317,100.97617508230785,E,-179.4632238384229,E,B,E,D,-209.01364381636617,6.826513788914373,A,0
F,44,Homosexual,Both,-53.42313682480688,C,-148.25644716129656,-29.702078203604497,B,-69.6757211280543,E,C,D,C,-65.56663755764627,-17.164442555165017,C,0
M,47,Heterosexual,Yes,96.07175716278161,E,88.40082144184163,-112.22846058845606,B,-9.821100684564305,A,A,E,A,50.310132708176205,4.166559743054923,A,1
Female,29,Bisexual,Physical,-114.82793363124703,E,-7.906101843526447,-66.43420198550064,C,73.52066928839311,B,E,A,B,-113.67478204332664,-77.79677405134919,E,0
Male,42,Other,Physical,175.06711411337713,C,123.46748862854204,35.19359450009351,A,87.81853072020833,E,B,C,A,128.82867417156478,73.4555885777675,D,0
Female,43,Other,Yes,40.04164059470413,E,137.1862455706963,-201.39817972944223,E,-41.384945785144886,B,C,C,E,-56.9257151025221,151.11574720522273,C,0
M,69,Bisexual,Both,-112.56816230900795,D,58.31139878599085,75.34891083954129,A,-266.19991741324014,E,C,C,B,91.25808872729809,-46.30789326362944,E,0
Female,20,Heterosexual,Mental,86.66785962786311,B,-7.261839796851126,-7.570518026687638,A,75.22537994213265,C,A,C,C,4.597285100484068,49.72519974132006,E,0
F,50,Other,Both,-0.3703207214896925,A,99.93444356850843,52.04670615514726,C,81.96086410344216,B,D,D,B,-30.528749275077523,106.63903991904931,A,1
Other,24,Bisexual,No,55.273128844725065,B,-39.509426130794964,122.02925752455216,E,17.54130272931494,A,C,D,E,43.2909888433549,-278.8919112030606,A,1
Male,33,Heterosexual,Physical,62.514809090442434,C,26.642098949641284,-81.72493662579146,D,69.00460403385192,A,D,B,D,52.482922952278486,12.42250850166072,C,1
Non-binary,20,Heterosexual,Mental,-8.306379253332661,D,19.454737190207133,-2.175302733332287,C,71.34795637437074,C,D,B,B,-13.289575276125051,-195.17929557924404,E,1
F,60,Homosexual,No,176.57839580112707,D,18.73167553353127,-44.942631990500274,C,58.5560256191591,D,B,D,C,42.69775319378722,102.21341376073177,C,1
Other,20,Homosexual,None,-102.27016413919678,E,40.73912760135695,1.776369011266531,A,-71.37904158026981,B,D,B,E,95.38071094718113,60.205380828948094,A,1
Non-binary,21,Heterosexual,None,114.37660242111282,B,35.808981028876545,219.8881004547017,E,-38.32514947160077,B,A,A,D,-164.04609690727995,175.63899532232267,E,0
Other,60,Other,None,-104.21409676780917,D,-169.35828226612634,-179.36313077435128,E,-129.56545659436017,D,C,C,D,42.91441096508025,-2.697830862425191,A,1
F,71,Other,Mental,-52.60902239090001,D,80.37854954513399,-12.519467860183427,D,41.77870579574338,D,C,C,B,68.08937550429712,8.57132700114681,B,0
Female,49,Bisexual,Yes,52.26452591337312,B,-104.78157946743907,-138.8070181840985,B,70.370683585064,E,D,B,C,28.619657631294164,-105.64229057470449,D,1
Non-binary,65,Heterosexual,No,66.33440187212062,E,23.241077857393407,-47.28500933955392,B,106.20577228684076,C,A,E,B,34.439055840077515,75.40662072383138,D,1
F,79,Other,Physical,11.934007615145259,C,8.507066003727497,-123.39522487153178,D,-153.19469134399614,D,D,E,C,33.60058052921262,-48.743827434013824,C,0
Female,77,Heterosexual,None,2.4352410301617984,B,-72.7897135731747,-29.183072559528416,C,21.03958327427912,A,A,B,D,98.69044991570392,13.847511572420485,A,0
M,66,Bisexual,Mental,-117.41166176534563,D,199.48778539689965,45.83351871658043,A,-101.83068439456353,D,B,C,C,-60.6834968488533,73.97949117727272,B,0
Other,68,Bisexual,Both,-231.435238279763,C,-22.021308203402793,201.53427455867958,B,42.877284118970174,B,D,C,E,115.40682155896658,-2.506099374870298,C,1
M,78,Other,Mental,-19.61069493293941,E,-183.18823914856907,-77.80742290045627,C,-300.926233139366,C,E,D,B,-34.269875094786045,134.82868658161846,A,1
Non-binary,46,Other,No,171.09885128387967,B,-75.3668207514504,42.203120812439074,A,45.901551096347944,C,D,A,D,-81.49737504587794,-55.631830851658705,E,1
M,51,Bisexual,Both,102.82951919772476,D,-128.64900047976937,154.67387619427882,C,-5.834584734253301,A,B,C,D,-109.02861049639681,-100.14608488622297,D,1
Female,73,Heterosexual,No,-100.22725808678865,A,-108.82471918322258,139.43811826611932,B,-21.0487320545473,E,B,E,A,-98.37695425502385,82.57280022973012,B,0
Non-binary,41,Homosexual,None,77.54358673244164,C,-107.54048696596882,39.04884869689665,B,201.32655280402423,E,B,E,B,-2.5913944036658867,66.19683312662197,B,1
Female,56,Other,Mental,5.888503176627541,E,-40.94640545661367,19.19188797367938,E,-82.64815566622032,A,D,D,B,-40.47963344990399,-86.9066468413615,A,0
Male,23,Homosexual,Physical,139.93945769502733,C,10.055870189909475,274.8136914385011,E,56.891447700618734,A,C,A,D,-41.95466198252881,89.81694698450549,A,0
M,18,Other,None,158.00993849901764,E,-54.07829594747824,94.94735300945506,A,-147.65173536585715,A,E,A,A,-4.362885722627317,40.169576984753434,A,1
F,58,Bisexual,Both,13.681920358616978,A,21.212021131453213,-40.43914760221553,C,-82.20518787406712,C,D,E,B,117.72146340347777,68.10502236886195,A,1
Female,65,Other,None,124.80406954111558,B,33.84448679028351,-55.94572792659548,B,-123.58813366218588,D,D,B,B,-57.22653940364412,124.35183400451157,A,0
F,27,Homosexual,None,-23.360144010299706,D,7.118978300568609,238.72623792389365,A,-104.40222954506713,B,C,E,C,-176.91283771259899,24.534493870232826,C,1
M,70,Heterosexual,Mental,-169.42424134844893,B,126.94895524487515,-88.20992140100897,B,7.707165446050943,B,E,D,A,-275.90014140584,117.13003531118764,D,1
Non-binary,64,Bisexual,None,-20.534602115153078,D,-53.12797600461791,-138.93757963957853,E,-70.50376102467462,A,B,A,B,147.93050032527222,-101.45015139013177,B,0
Non-binary,25,Other,Both,-47.584170814010015,B,-94.88468232376519,114.19070669578886,B,-95.39456321766654,D,A,E,D,84.74739548012886,58.48839241551962,A,0
Other,63,Other,Both,4.871509078803594,D,9.862759068971162,13.106279544003097,E,46.860808234726576,D,B,D,D,39.62082469751109,125.55275244839667,B,1
Female,31,Heterosexual,Both,114.38924662567001,D,-142.74458303145877,284.84568968402624,B,-126.9190141590244,D,D,E,D,120.38327302503286,115.45242891375062,C,1
M,35,Heterosexual,Yes,-105.07395972072227,A,-124.61409854324248,-219.41543716070603,B,78.9241337883229,C,C,E,B,59.266029427524515,81.83178589432423,D,0
Other,77,Other,Physical,-5.546662536744495,D,-130.4666193148197,-98.1055539327099,E,11.08532043438362,E,C,D,B,9.390557399298118,83.88478765665197,E,0
Other,37,Other,Yes,78.35656531821644,A,-191.1860467927826,-73.36400317184632,C,-57.130419557124846,B,C,C,B,-74.4809507473075,116.41306343620495,B,0
Male,26,Heterosexual,None,137.20814017698723,E,-49.68210397201295,-99.27091494656632,A,-9.801303512950737,A,D,A,B,15.806843365554487,-54.16907788150957,D,1
Other,18,Bisexual,No,-56.630848871043845,B,55.2639506640726,-44.30521229944648,D,59.73344061278929,A,D,A,A,-30.632744140296424,117.7643792682878,A,0
Other,63,Homosexual,Physical,46.54857782352938,A,-102.62535781096543,-130.90450338762344,A,20.03259441222245,D,D,E,D,-74.3465796542557,22.55321750566904,E,1
Other,19,Bisexual,None,61.38788004876696,E,161.09590212856102,-102.59889552766704,B,-53.76787346222115,D,B,C,C,257.99879798171344,-172.66933761614257,D,1
F,50,Other,Yes,-109.11300024214093,E,35.552132933772604,27.598240598121425,C,-48.9632989789218,C,B,B,E,45.25811001329256,-160.10722709169733,A,1
F,61,Homosexual,No,-154.10764908929104,A,246.20475596578316,12.700171811819109,D,194.83205739544903,D,A,A,D,56.31060530887382,79.23360177343677,E,1
Male,25,Bisexual,No,-57.82633810709788,C,105.67077013564396,-81.68192815293861,C,49.58292814827954,D,C,D,D,20.01577389350598,23.867076924193,D,0
M,65,Homosexual,No,-16.442628207298508,D,5.456232962286221,-97.65347409223521,C,99.37243606232313,E,E,E,C,-17.10299528291009,-75.8725766104195,C,0
Male,73,Homosexual,Physical,-170.53870457980332,B,71.11442569447574,-167.30143011037876,A,48.02541249515921,E,C,A,B,21.21535789345439,20.48698619616352,D,1
Female,29,Heterosexual,Both,19.843511357631478,C,-109.77337181008204,-116.04033928726861,A,-67.58830372172996,A,E,A,A,-94.51654449592839,-217.84817311570706,C,0
Male,51,Homosexual,Yes,49.94483321961922,B,57.02021797962925,85.89708961857778,D,-8.466987536504247,D,A,C,D,5.977614523058784,-168.9606691478609,B,0
F,48,Homosexual,Physical,70.87808223790336,C,-5.320264301868026,101.6307702203505,C,-2.8014770952608177,D,D,C,A,-82.95311334583869,186.20514783023938,E,1
Non-binary,60,Homosexual,Mental,-51.94689290540306,C,-52.341583447943975,8.424348706630393,C,143.64212106072637,E,B,E,C,-52.919350250069726,-7.19463067292285,A,1
Other,49,Heterosexual,No,5.716815765955854,B,36.30850077541602,45.72634822074502,A,85.80066781834321,D,E,D,A,18.3107350523474,-100.51229151211392,A,1
F,50,Homosexual,Physical,-67.38911977090143,A,124.8451274112923,-148.09890432125687,B,-107.80972223970065,A,E,A,D,-14.264557688130337,-27.98569766697761,B,1
Other,70,Bisexual,Yes,86.6049044586487,E,61.807782972197764,30.215002097308968,B,76.99442424152232,C,E,A,C,-51.009920624810924,117.13582662685536,A,0
Female,52,Heterosexual,None,14.009791036223405,D,-59.35819711475213,-74.46509631099299,A,-100.7011781126822,B,A,D,A,38.803385378263634,-8.459197932679706,E,1
Other,65,Other,Both,-14.401688093630543,E,49.72050722720894,-95.86622819806799,D,-137.42315211106515,C,D,B,B,80.13700609449465,12.785798680258843,C,1
Other,28,Other,None,17.86396679948975,E,111.49785793751168,59.53258625656456,A,32.333655608702955,D,E,E,D,244.2799955713533,-83.49075816872707,B,0
Other,41,Bisexual,Both,9.514387134415237,A,-221.28837749124827,-61.23837994089973,E,-21.131273704255197,E,C,D,B,87.85582188763378,-23.6376980883467,A,1
M,59,Bisexual,Physical,79.20388018308921,D,-24.45263967211296,294.2112204917653,D,48.776339288789835,C,A,E,B,-131.18263158249022,15.878059152910811,A,0
Male,34,Heterosexual,Both,-39.968241160803956,E,-49.44237187034802,-38.83232467664698,A,198.27412147788525,D,D,D,A,210.20578885601986,31.7930385311831,E,1
M,47,Heterosexual,Mental,-66.97059534086475,E,-100.83804528012395,108.60204226292736,E,13.99462946772351,E,A,B,D,-3.532619414644663,198.63664351122574,A,0
F,65,Heterosexual,Physical,-116.70303841129595,A,-90.62643677172122,4.208112130287253,A,45.906057808503,C,E,E,B,-58.5656786251669,92.49353784244519,A,1
Other,50,Other,None,21.72247455835205,A,-87.54670900353543,58.423782179580094,B,35.82852105706793,C,C,B,E,-145.31076617694075,-107.78724475319615,A,0
Female,34,Homosexual,Physical,32.57261667198317,E,52.1168340117795,116.53432654259599,B,102.0162539386738,D,A,E,A,138.03538120544957,-95.75406634479705,A,1
Non-binary,66,Bisexual,Mental,-0.13452265253408574,A,-73.3544642542717,87.78831277927257,D,-130.5476539606363,C,A,C,B,-19.29162168705471,64.90852327728142,C,1
M,18,Other,No,4.174072746332254,C,-132.65599494819344,-10.77307107773387,B,-49.55894151825287,C,C,B,B,3.8764515766429524,22.036341090819295,C,0
Other,71,Bisexual,Mental,-50.640359148803725,C,-79.28105735353698,-48.951800498369074,D,-47.59822685330707,E,C,D,E,104.99212620287055,-233.3842529780811,A,0
Non-binary,73,Homosexual,None,-164.44981691172927,D,-10.0046970065597,-74.05900348584048,E,24.675450913538672,E,D,E,E,-40.480212159699136,-162.7673715850638,E,1
Female,38,Bisexual,Both,-24.898906000200327,D,74.80177058391165,149.24228155609595,A,91.94302065780114,C,C,B,B,99.08423691142858,81.77681785131595,B,0
Female,77,Other,No,-1.7205489823810243,A,83.43158008629706,-183.3116688425704,B,120.91391649171568,D,C,D,C,126.45763074470847,-32.4592426550478,C,1
Female,43,Other,No,-18.169737268268825,A,-84.231074932236,-78.76291299068981,B,31.747537231357526,B,C,D,C,99.61957754880169,37.253625892796926,C,0
Male,70,Bisexual,Both,144.1176277428342,E,61.17374398287534,96.77631348937128,A,-81.91358501015556,E,E,C,B,-186.96275382994128,99.4092622625764,B,1
Other,51,Homosexual,None,95.31891918778084,E,-46.24528637944339,-132.7874104095762,E,38.64674084970643,D,D,D,D,-14.619736357891949,78.1202068734315,B,0
Non-binary,23,Homosexual,Both,149.29268394340488,E,-15.15566642633235,199.18191324209445,A,26.43446424195883,B,B,C,C,59.386542987893364,84.60902290725979,E,0
F,73,Bisexual,Physical,-54.115654696151736,B,-65.23822897983189,58.106399467729986,E,-11.972889343277785,E,D,E,B,3.211436578378366,-124.4822566405314,D,1
F,41,Homosexual,Yes,84.67184362794653,A,44.5574375996447,9.713997823782854,A,188.5840373590385,D,E,A,C,-221.68023681278024,-133.01685993351666,C,1
Non-binary,63,Heterosexual,Both,-335.0603915108968,C,-16.830221720218745,136.4581998752263,D,111.18830721737159,D,E,B,D,135.11965028284268,-86.54668730933824,B,0
Non-binary,55,Other,Yes,144.36770160413786,C,-28.297092703144184,228.64968617238773,E,15.164327952931309,E,C,D,A,-162.5546681827061,-43.460971864883724,A,1
Female,41,Other,None,98.29228778280643,E,64.98026784303525,-189.22483013112048,E,1.2225413687070772,B,B,D,E,-39.48407326389375,71.00987362244965,D,0
M,47,Bisexual,Both,7.902424108159431,B,72.56763801178354,-87.94242073822684,A,-46.99313672879196,B,B,D,C,92.28878750632383,-69.55593928299851,C,1
Male,40,Bisexual,Yes,-3.7891256900816837,C,10.645044526478586,44.834763054995896,C,86.50532818155042,B,C,D,D,86.23341357661404,25.112524585753178,D,1
Female,28,Heterosexual,None,-109.85955164520445,D,-10.643311210602647,-126.84022810793192,B,-212.7876148976497,B,C,C,B,109.9124376712198,5.041327611745625,A,0
Other,72,Other,Physical,25.665959654249676,C,101.05055547021331,84.18091097030597,D,66.87326798650297,A,A,A,D,-77.05972437893303,118.05940999903054,C,1
Female,63,Heterosexual,Both,-1.855385596200822,A,1.8622000357352786,-142.26240211291466,A,127.85525708341277,A,A,B,C,-51.86333130209563,62.577119364744945,B,0
Female,76,Bisexual,Physical,-41.10356813160641,B,88.08675037196875,160.62904487880115,B,200.52804851078858,C,B,E,D,130.03624190963978,8.960819768285177,B,0
F,58,Heterosexual,Mental,-42.06083502020071,C,-307.76555698831714,29.92984084303858,B,33.470733389281285,A,B,E,C,-12.402159271365791,-110.34414481765116,A,1
Female,39,Homosexual,Both,38.53721538780556,E,68.46100389958548,111.71896479580835,A,-156.9458246346195,A,D,E,A,-30.16706241914122,-138.60166012961918,A,1
M,27,Heterosexual,Both,168.74677428588947,B,93.7318624670175,42.843575815493104,A,-24.017146819062447,C,D,C,D,69.68570550418399,-45.91207271741041,B,1
Male,67,Homosexual,Mental,-79.03666596447185,D,189.1764382312174,24.0349218282696,E,63.25860629598746,C,C,A,D,30.637232774300667,36.46461710600019,A,0
Female,64,Other,Mental,-32.742241385951345,C,19.00805867299948,133.7334912410974,A,-131.27552513385626,B,E,D,D,94.22285321380934,-67.07616299986535,B,0
M,20,Bisexual,No,70.43661323536557,D,47.625623635229445,-12.664681201502933,C,38.71614058385829,A,C,B,B,-248.95429947316993,-67.52005561884859,C,0
Male,31,Homosexual,Both,-15.658934148180705,B,-213.36646777807124,-105.82307403407624,A,67.52204751171415,D,C,E,E,24.36487603631767,-62.92718293306291,A,1
M,54,Bisexual,Yes,-78.46172246002916,D,17.108723132442798,16.661801643057622,A,-36.13434847286695,A,C,D,B,-112.15443141129458,57.164614657868164,C,1
M,33,Heterosexual,Both,98.9713150838524,C,-62.21287965785236,-99.56265819336036,D,115.12352296533923,B,A,D,D,57.86853399470896,-1.562174640496773,A,0
F,72,Heterosexual,Yes,76.55931233212311,E,-166.54198786794637,47.94644994514567,D,192.05506082061942,B,A,D,A,186.596107203164,-95.51395755696849,B,0
Female,27,Heterosexual,Yes,-15.826413825787341,B,-59.27597809853529,40.1603306003512,C,-52.82134612009863,D,E,D,A,43.793113585523116,10.893526610108498,E,0
F,65,Homosexual,None,108.057470065432,E,-54.3799641600807,-24.74158111121027,E,-94.5351108980941,B,E,E,E,-30.00082850763251,112.68523645608299,E,1
M,21,Bisexual,Both,168.038451322318,D,-32.84925358623634,41.58408448524227,B,119.49702770308537,A,D,B,C,-28.96822859646409,-29.504995616274847,A,0
F,43,Other,Yes,38.52310674090684,A,67.54659126149195,-64.78330738643052,C,-159.9477393033282,C,D,D,A,-91.36752797787521,-44.64160704461699,E,1
Male,57,Homosexual,Both,-7.814260784301476,B,-44.75092678606754,-131.08862210152893,C,-155.01778119599433,D,E,E,C,-0.33152817846098326,7.750755464601767,B,1
F,74,Other,Physical,-47.286673817000555,C,-214.94375509678858,-56.27078713362498,D,96.83496649274178,E,E,C,D,-103.1281372469581,-29.654114090783466,B,0
Female,54,Homosexual,Physical,-137.82230297408788,D,33.17956898407879,87.51425520298511,E,-19.300451697124647,C,B,A,C,18.84399973284778,-77.63172570183467,B,0
Other,66,Heterosexual,Physical,3.5148920828500607,B,32.92846767504253,18.27204794855851,C,59.224560642197154,C,A,E,C,21.91484460545113,-182.0823248746534,A,0
M,48,Homosexual,No,-154.05506159852678,C,113.83938810681367,-108.18115086489284,A,176.3421446552607,E,A,C,E,-52.25595214193882,86.40766133664003,C,1
Non-binary,37,Bisexual,Both,157.4012871594402,B,-71.54067409578747,25.815284819749078,B,71.24770800816172,E,C,C,D,21.332476168188503,-63.46112659907721,E,1
Other,60,Homosexual,Physical,-14.966260220208644,E,56.094221725612506,129.56988581291776,A,-160.2620304771036,D,E,E,A,-151.1486843021486,56.99201390511372,E,0
F,71,Bisexual,Mental,147.47826997525513,A,-113.29810180026267,275.37814571192666,B,119.25713586479931,D,C,B,D,27.9054871453489,-122.54009019810437,B,1
Male,24,Homosexual,None,-14.799176791215995,E,-3.36445960600665,96.1151612167211,E,-32.04594217692387,D,A,E,E,119.94423814237642,-83.69305384130989,B,0
Other,54,Other,No,-97.65638489432126,E,-28.692635942566387,-141.21421907791714,A,-35.785562680882755,C,A,A,A,103.68698358170165,62.92934731140921,A,1
Female,46,Other,Both,31.587000880518968,C,-21.54438912399486,-52.90279413156078,C,6.831381765882198,A,C,E,E,82.08087787279115,-105.2951434337229,D,0
F,20,Heterosexual,Mental,28.399836145797813,A,-170.44900468018477,61.59376389964726,A,151.93948951482986,A,D,B,B,134.23274184205744,87.18071039615417,B,0
Female,47,Homosexual,Both,-123.68592009656258,E,-38.79587686016481,-204.0400621107736,E,100.66450709447122,B,C,B,B,-57.522270868760636,-80.5724223990679,A,1
Female,40,Homosexual,Yes,-162.72657349211684,D,22.811772091657666,64.06685891388028,E,170.7856471626376,C,A,A,C,42.10664184574504,-139.08175703006066,B,0
Female,40,Bisexual,No,52.36885120034094,E,11.912377911628113,-125.37076280578047,E,-160.7603874536742,D,A,E,A,1.0723197452910302,59.36741754226228,A,1
Non-binary,44,Bisexual,No,149.4757357968568,E,51.55728555752106,-79.97165709250417,C,31.529212222779872,C,A,E,C,138.88688106855943,67.04651810473428,B,0
F,34,Other,Mental,60.34426032082087,D,20.493877025899945,-121.46072646924931,D,-27.489095412890535,A,C,E,C,-35.38466069693882,-25.06160477963702,B,0
M,51,Bisexual,Both,-9.0365192034436,A,68.18755173205011,110.84924374199987,C,105.52320661683048,A,D,E,A,-6.332186533369096,-65.23911786569008,A,0
M,58,Other,Yes,117.64637480360585,A,-37.627212473052765,138.60927139700107,D,-36.463272950663224,D,A,C,A,171.71852066373137,183.1675361302176,B,1
F,25,Homosexual,No,-126.92479175263738,E,220.80005744555206,51.170042126502956,B,-129.9661528964448,A,D,D,C,-28.51456299172863,-118.65485152879336,B,1
Female,31,Homosexual,Mental,-56.17915690326838,E,8.999446028092315,-186.19709887033073,B,94.21276350097592,A,A,E,A,-42.016513813152955,138.99227514061172,E,1
Other,67,Heterosexual,Both,141.5924353003001,C,-68.79377843095217,53.07300123919592,B,-17.713187909948278,B,B,D,B,-140.23069090543314,31.907743820945583,B,0
F,44,Other,Physical,76.06936860313961,C,118.8271444938475,81.81702091276645,E,-56.97545501985568,C,E,A,A,-251.6272533844504,-112.55445429059256,D,0
Other,19,Bisexual,Physical,7.756846502094857,C,70.96666518642026,-144.88157970313384,C,47.724181912594055,E,E,C,E,-2.6468363760028573,-289.6363838987696,A,0
