ethnicity,age_group,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,target
Black,65+,B,E,-227.11307091739536,B,161.45053902515062,50.197119940172755,134.85534601298818,A,C,-116.77801195604599,35.66794587283189,D,C,E,-149.51717955813518,-61.4243230918333,0
Asian,26-35,E,B,-96.61838144254602,A,48.77470123156094,91.16715088261131,-92.76540227270344,D,E,133.433347566046,-116.39556337241342,C,B,D,-101.25492220778911,56.735729127681786,1
White,36-50,D,C,-146.884989092405,C,82.32619652932841,-71.07107145569658,-102.74498470293321,D,E,110.5580158268559,43.83355407044893,A,B,A,119.31215171185463,-47.13520960062911,0
Other,18-25,A,E,79.80090022787478,C,99.07863202637101,-175.15637179447992,77.43865772381538,C,E,51.76683244666774,130.71939666857426,B,C,B,-1.269469310577262,144.3964786374095,1
Other,26-35,D,D,4.9283235920437924,C,-36.669465054292225,-128.31042117981536,119.28166221377342,D,B,31.76422672412108,-118.1207007116305,B,E,D,24.7018035208497,6.417664395522947,0
Hispanic,18-25,E,C,22.922277161635364,C,197.6989524484624,43.06459423112385,-188.79535234271663,A,E,166.3031927917191,-157.90873379593927,E,B,E,66.67324088635304,-117.57058282606363,1
Asian,36-50,B,B,-172.06622365574026,D,-43.38727149831276,-5.816166843634585,-95.19157524185086,E,A,131.68117255295792,-8.239895938686242,D,C,C,-162.85034461221213,-68.65125175035894,0
White,65+,E,D,196.2962496146615,B,-44.581309094852514,103.84376291212317,-49.228106246780264,E,E,90.88410799734605,131.2064357839575,B,E,C,69.02769682704898,51.843423064753836,1
African American,51-65,D,D,-0.04788647241854516,A,46.356049592570606,-60.167405468928,55.08771440442434,A,A,73.92655604318918,-94.62673969282116,E,A,E,-12.423354258726482,98.38576830337786,1
Asian,26-35,A,C,92.67617783278328,D,-28.076082392073452,-28.00901673168761,-207.6010748623447,C,D,188.25204479782855,118.13917972548253,E,A,E,209.1570109184954,58.678765301221894,1
Asian,51-65,A,B,48.32301722774002,D,7.733445750840856,-3.3607285672950433,-48.59720053142016,B,E,-16.723103646052458,-55.500821347611286,D,D,C,-99.65983435269273,-85.58469278069127,1
Other,65+,B,B,-3.165717909716595,C,132.6997614348019,7.741982839582616,116.00730365665368,A,D,4.722112739047636,-35.43871789706195,E,A,C,-63.19600347623655,17.352727952954115,0
White,65+,C,A,62.221534457781736,B,168.3608870649446,99.67102719023421,48.60598016871069,E,B,-255.47776231411933,-9.62360028493248,A,B,B,50.52583620446068,-175.52732777630138,1
White,36-50,C,B,142.844125105755,B,-43.5571053975919,82.75584072233156,82.42203210961837,D,A,-72.46781077873894,-199.76213462694108,A,A,A,67.97659269154082,77.21885404350381,0
Black,65+,D,D,-28.25333982375215,C,102.80564248738781,170.22460073152348,-11.563754689329944,C,D,-179.14183009800155,-11.378535654534769,D,B,C,59.18370382576874,-105.14226263756652,0
Black,26-35,D,C,25.542514436188817,C,140.80083856516353,-164.45579712480455,-233.6154328782321,B,B,26.64949757345296,28.658203799492842,E,D,B,-77.09311643615752,-19.919894414248095,0
Asian,26-35,E,D,137.2359256039777,B,-68.08356859671771,-189.75045380451928,222.2935217439078,A,B,96.15227539390558,-27.73878233279013,A,D,D,30.697364975936793,32.68668884364594,1
Asian,26-35,D,B,289.7480732379639,D,22.174361718439478,-62.96023749282102,28.18961154440484,A,B,-73.1885009722233,186.14046865299727,B,A,B,83.00088424926177,57.7291060767974,0
Other,26-35,C,A,46.72887013446442,E,-69.54788449484253,-22.10566783833916,80.4213932320731,A,C,157.58932506387225,46.842003601073436,E,B,B,231.30827510121992,195.86365232205648,0
Asian,26-35,A,E,-32.833277873587285,B,-116.2679094444377,52.031172976958906,102.18314753174158,B,D,-179.15836614865407,-67.23635184259456,E,B,D,-39.72995197013865,-21.26934672402621,0
Asian,36-50,A,D,-189.85563864996033,D,100.45609921940542,62.862593240006134,18.247657392264365,C,D,-119.77611741911144,-145.30320785866232,B,A,C,-74.9350906775003,11.742174343490662,0
Other,18-25,E,C,48.53741124888057,B,-61.37855403790501,-29.93971410827742,-17.11510901125216,B,E,-37.90360992420439,63.862081888529495,E,E,C,174.6801383522375,-7.48485514189061,0
White,36-50,C,E,-98.6688106811601,A,248.53122297927817,-14.08369526308,93.33372767648798,E,D,83.49322292035967,-13.28718967195135,C,B,D,58.95517006617681,65.07279951622247,0
Black,36-50,B,B,-136.98774982959344,B,-52.68749686566064,-24.185579103202368,104.3061869478988,A,D,194.81334906959998,22.505067910613036,E,B,A,-46.914926329685414,96.8060684488185,0
White,36-50,A,A,66.695002693175,E,91.85556638371675,8.10346443906594,49.85249017641126,E,C,19.34307955709165,-89.12253982706217,E,A,C,-82.2938335478278,-90.95968333480366,0
White,65+,C,B,45.881605887692004,A,34.808689870316144,125.05273448452886,32.53462477879287,A,B,-234.35432899670207,50.89779405733766,C,C,B,37.40124118455517,-81.37682713697755,1
Hispanic,26-35,A,D,-57.05920912290628,E,-208.40548535358744,-6.999578109047352,122.03963386867842,C,B,27.247104312922403,133.9001927293938,A,C,A,25.239623676644403,181.85939221434901,1
Asian,51-65,A,A,154.0668943885547,A,-11.015347551970843,-72.59346881646461,-98.41986941712904,D,E,-88.4563379150557,17.43990514713199,D,D,A,-28.735720711658434,3.372866937603568,0
Hispanic,51-65,B,B,82.90111592292651,C,53.051219835089825,38.08867941200791,150.03578080653136,B,D,73.98566767165543,-31.620601418678234,A,C,A,21.259164440278578,37.466410524436434,0
African American,36-50,C,A,-135.47572957588162,C,42.3615769969164,24.442302629100183,-15.637893921286986,C,B,-18.886784884362008,8.197262307386442,E,B,C,81.97329186716222,-72.9228382923215,1
Asian,36-50,E,D,-75.81361559774437,A,-1.532090478457666,-157.7568373553951,148.09042520025258,B,C,88.17692221976743,85.08953587710467,A,D,C,48.866535278984045,91.35090793329262,0
African American,18-25,D,B,-28.185130850341842,A,-2.032723233366097,-209.41069331789507,180.21683565979492,E,B,-35.266564930327796,-119.68326811252454,D,C,D,-235.88887357687702,-186.51108740939114,0
Black,51-65,E,E,27.794037905103607,B,137.58401400200916,-27.429632728981513,-96.22172709158176,A,C,-38.78681119759151,21.005249292059407,D,A,D,90.4989340209382,-41.742831536678324,1
Hispanic,51-65,D,E,-27.862461005972744,C,78.42188247802383,100.76189456603521,75.42036075554675,D,C,-24.79837723159452,-32.53543081440576,A,C,B,-131.0099447605954,-30.590485311281583,0
Asian,18-25,C,C,-94.27275197123997,B,42.457128411215294,98.57140781281856,-21.577879312280118,E,C,87.92487229400795,-220.1676672509428,B,D,B,18.370678876394113,105.43677171225858,1
Other,36-50,C,B,200.06994797087626,A,-100.28751924649488,121.81448954539064,147.8876209770604,A,C,148.2464246720757,126.55429329222918,A,D,A,195.9602859036276,-26.21142596617775,1
African American,51-65,A,C,-64.55321348979749,D,-161.53353834761842,38.718766520578555,134.07514604357846,E,D,-5.309858125485662,-55.276389077880836,D,B,A,152.6904108713039,-167.07536828486687,0
Black,36-50,E,C,54.8604054129387,D,-69.50479752358974,-21.72424515735161,-159.41128914018827,D,C,-2.750310590829996,50.5714054872453,A,A,D,-85.87201136272903,-142.3879245596275,0
White,65+,D,B,-32.580349920481936,A,3.5789745560132493,4.5045898838014535,-61.76894889222987,D,B,-48.56972959368554,-150.351237578836,B,D,C,5.615053380502727,-188.06473836550236,0
African American,26-35,B,B,216.37851033455192,C,-21.571650254526038,-87.20166213781093,-3.626590845804425,C,B,90.94600398545161,103.91053421620128,E,B,D,51.02291784963824,-29.374985536223274,1
Other,65+,A,B,217.32823894550907,B,-48.422331748516896,114.1812921047285,63.758320546154714,D,A,-141.70025647046182,-24.870152735287927,D,E,D,-250.82440190047097,-30.049772728823665,0
White,26-35,E,A,-48.36350363062995,A,-60.328375604087405,11.125040213548802,240.01791602296163,D,E,-8.927050830488206,-111.56987169835257,B,C,B,-148.42990979245235,-82.59656656059744,0
White,65+,B,A,-48.40777319060008,A,-148.7701617249474,-93.95961215847777,-2.8319624812233606,D,A,119.00316146830802,-112.2648449823116,A,E,C,20.238633875905208,-5.2766542061783435,0
White,18-25,A,C,89.64652863999675,E,-58.64830478583097,63.76739075363146,98.30256986179955,B,C,-50.302812139958085,-40.55638819565435,C,C,A,95.86240535355745,-112.80877377890542,1
Asian,18-25,C,A,93.42826731964688,A,205.2662001724292,108.44210594333515,-76.04807619186587,C,E,102.51607063854959,141.7576729231079,D,D,E,5.986505017871005,57.80908055090534,0
White,26-35,C,A,-90.42596731942125,E,-34.004436068315044,138.50713335279923,210.78813178250334,C,D,-47.01970802523495,88.85059857416721,D,D,D,103.57557797934902,-83.51699517886028,0
Other,26-35,A,A,-65.42889075747121,C,-35.07894606287745,32.56827217428488,93.38930676840504,A,B,-141.95366674077988,-135.19334958748098,E,D,B,-69.52874085455198,-43.06712162105673,1
Black,65+,B,B,-1.4199472891528917,C,55.87643809808319,-166.00729828329278,-106.98245697711928,D,C,-104.26729161900205,-86.29791801890158,D,D,A,-15.178903849365499,-102.14085951293958,0
Hispanic,26-35,D,B,105.96985862411208,A,-79.92675782884967,13.230709388037793,136.18219798221773,B,D,-162.92730920652906,1.3698904656665019,C,A,D,60.69276059697675,6.410459279861835,1
Black,36-50,B,A,34.830990706155376,A,-116.92920240161806,-33.34502493111138,162.36713719159994,C,B,-78.0583942687974,-37.491917498745096,D,D,D,51.57015376422951,-27.04702366725017,0
White,36-50,C,A,57.157971240590754,C,-104.77224668243433,-105.8827488141181,37.4180064895854,A,B,171.37812215205736,-14.733654582235795,A,B,E,-6.1482631082003465,-104.82155699142739,1
Asian,65+,A,C,-85.1391911553566,E,-103.9482191368305,-123.53510696216115,-94.07757370731908,B,A,-34.92643811216423,89.47153596873166,D,A,D,-10.894478031221006,-245.37615642310934,1
Black,51-65,E,A,-31.757903099062553,B,-1.7171903002896,-15.972593996316068,-145.89326705559577,A,E,-18.965203432733542,-73.5311974562856,A,E,C,135.4302254365952,7.996485457784273,0
White,36-50,C,D,-97.08597477232881,A,-5.551554815400151,-102.87242214718582,48.778616581100174,C,A,18.87922754057709,-34.79363662065757,C,E,E,-50.88063152735626,41.31591012382885,0
Black,26-35,E,B,9.308275441633377,A,9.527817472732407,39.81359103257944,-195.8902084776034,E,B,13.710437921813481,-29.75069007810822,A,B,B,-109.27333737030254,-14.278341104115052,0
African American,65+,A,B,77.23612069244165,B,250.8568564665176,-17.10397184709689,-78.7584720920533,D,C,6.131764719570571,-62.25352043938134,C,B,B,-293.2341351065035,275.08182053685084,1
African American,51-65,C,E,163.7738236897973,A,13.975481562700368,102.63490514899128,260.0259874515998,C,E,43.46382458656172,18.42471012021847,A,C,A,-41.24279045567603,-86.2052001183027,0
Other,65+,E,C,43.60975312840334,D,53.48034199286105,11.766066458893794,-30.60933260413397,D,D,-71.26101682884142,-119.90016318225263,E,E,C,15.13343916843949,8.83785973685896,1
Hispanic,26-35,A,B,65.41035026892501,E,11.089496313444252,-31.994232063774312,-219.73028805793,A,C,-38.68822016611998,-85.18131782281367,A,B,B,37.21277886848677,-144.99538772107178,0
Other,51-65,E,B,50.43551344569528,E,-148.4464818597616,39.334599436333285,-102.08729452429701,E,B,-10.81327382815139,15.649648848969964,D,A,C,-39.91179902726177,-149.78573214674006,0
White,18-25,B,D,11.276860632974403,C,167.43166833919975,54.88887727493221,-118.71170399523233,C,B,-224.82193009733692,81.30061931538036,A,D,E,88.67501894655227,87.38230638051714,1
African American,65+,C,A,144.9113146209751,D,-55.293124738073715,89.77958273662439,48.771329059606614,D,D,-165.7621221202585,-75.92187879835916,A,B,E,-52.91585771534315,-98.33872294125453,0
Black,65+,A,E,-51.85024749441689,C,103.9534036072842,10.998892465083495,-20.193086059737077,C,A,119.63977346888106,238.3320283656583,C,B,C,-85.8154862449537,-29.36464242298041,0
White,65+,B,C,89.68443605604993,A,79.59545459695889,-83.85118489038122,141.37264912467205,C,A,62.16926562271827,-39.279096638997764,D,B,D,-5.971068882642353,-101.67249455079028,0
White,26-35,D,B,115.46391181328919,B,163.5951019038957,80.1505764417903,-38.79620925736344,E,A,143.05785924351545,-200.62935560944436,A,D,C,98.29679415890857,-220.3368410083479,0
Asian,65+,C,B,11.160951590099158,A,59.75912845480559,-142.08588726655168,72.60138124003839,E,E,50.467720999282584,-114.83737664501406,C,B,A,-285.25106330234865,-43.04533817574509,1
Hispanic,51-65,D,B,105.42796341504932,B,28.202788941318836,10.813033664160123,-181.3553181424075,E,A,-49.83908313028081,-77.7122037537085,A,C,D,7.240127613624857,-142.80604736306393,0
African American,51-65,C,C,106.3331632961213,B,72.49041197585349,-130.6370508531874,-14.0454013415215,E,D,-66.25501608412856,155.34142638252584,D,A,D,-83.86073429914708,20.06343598533511,1
White,26-35,B,B,39.41432167613893,A,94.74418147514362,-71.10123098197457,-6.013701716479596,C,D,206.15836700736372,8.002508943704166,A,D,E,-85.0091901312308,45.41308476788518,1
Hispanic,18-25,C,A,-6.883378001639441,A,61.37151360121674,-68.05620749829536,-36.07555289717387,E,C,3.7943162942508866,33.19762112939933,C,A,B,-98.81759611337384,56.387048117824314,0
Other,51-65,A,B,-65.16911506725944,E,117.67263477529859,65.11910452246812,-33.36198186345401,D,D,-75.1234438658926,96.1815410249687,A,E,C,19.274799467484147,-47.06838745016114,0
African American,26-35,D,A,29.65822026028712,E,-53.8344234655033,-232.29773829154402,189.52527864916823,A,D,-45.48424766737399,106.93573894222676,E,C,E,-19.144326152737477,41.602908873764314,0
Other,18-25,C,E,-179.56945933865154,A,-73.64521154282663,-94.25744267407485,32.0000576283128,C,B,-123.1355821007875,-26.267445686658192,E,C,B,-213.46321649356415,-77.7972084028943,1
Black,18-25,D,E,53.34005288393877,D,-168.19569015170947,36.309591428579,-135.77874463759767,C,A,82.03063141749905,-188.51934070739114,A,A,A,58.190236121173555,39.20340919117499,1
Hispanic,51-65,A,E,65.39193419778387,E,-153.80871871591094,-18.016933253632793,-129.95653407454566,A,C,-161.73847530400914,-180.680223324231,B,C,E,-6.302454215236944,48.19440749624582,0
Hispanic,26-35,B,E,91.2598341737071,E,-68.26762982074165,-226.09618758935608,-232.69996145328577,E,D,37.77154025319748,158.43451514811645,C,D,D,79.82851231258323,-11.780139182542818,1
Black,51-65,B,A,86.98120807070413,B,169.13335252080591,-56.63035550004001,-16.29948845519285,C,B,84.3283535864224,90.05758121975173,B,E,D,-89.4752171692753,10.450944872190654,1
Black,18-25,B,B,-16.060158090440098,E,-145.69455843030565,-65.54003392982213,78.39190104379685,E,D,-2.2413984933210513,-4.2008178622551124,B,E,A,-92.3754435042977,10.3677367059912,1
Asian,51-65,D,A,44.555121892332814,C,23.199545283927268,-112.25584977268122,82.54313293355627,C,A,-85.2646155858867,97.98925860785226,B,E,B,-58.531562378748944,-108.74511617709797,0
African American,65+,E,D,156.67409933203746,A,-54.530489771223145,-104.89271052823774,-7.976650627403579,E,D,4.579763450446241,-70.28458958643697,A,E,B,-150.14479140663755,-162.26067786540946,0
Other,18-25,B,D,-140.9901925924657,C,-48.318457010717495,-68.75721599225065,72.32248193091107,A,C,5.441158103822712,77.82351844780571,C,B,E,-18.684777246633242,44.16508873867095,1
White,65+,D,A,4.620126732793635,C,-79.34720000068776,32.52352083542136,-53.58258806870353,C,C,-107.88060559379495,-125.21717778050446,A,C,C,56.77713131835971,170.090986054066,0
African American,26-35,D,B,-152.63798056875677,B,35.654413387710385,-85.51668510958424,-78.68308047272777,D,C,-45.56345785879346,-72.15203947625294,C,C,A,-60.22611021928932,71.12871810032402,0
White,36-50,D,A,137.80860426239977,A,-94.78395459551831,-37.97461048774689,224.07303133271884,D,A,-62.88929982648638,14.810613343607146,E,A,C,121.71110659716959,106.4982975420413,1
Black,36-50,C,E,-70.80962760511008,D,12.72261669522344,16.04732278763831,99.0237190244903,A,A,138.9059084375964,-10.109044479414763,D,B,E,104.98396233481533,59.164048445864914,0
Other,65+,C,A,66.40164489255838,B,238.9167749008644,-1.183969822537924,-137.83547059055726,C,E,-142.61267419766457,207.53641535655794,B,D,A,-170.75475672572816,-62.844074282950345,0
Asian,65+,B,E,249.29870228193698,A,-82.1989163577082,97.17940560228858,56.356589071150395,A,E,85.59764701655315,-35.23209460542927,C,D,C,-91.79492310898438,20.83285275728092,1
Other,18-25,C,D,22.523396443226247,B,-100.31365823066365,150.00401622076927,-87.3193078286079,D,A,-104.62002379462729,-65.52189438252528,B,A,C,80.27728935327207,24.25910343990036,0
Hispanic,36-50,C,A,122.24802997987432,C,125.4754853333619,52.33288346648274,25.15045396323792,E,E,229.9743676909588,88.18324433998448,B,D,C,91.42526607259614,-22.4962949132701,1
White,26-35,D,E,-42.56685886008101,D,-86.53889139712192,-18.424842412825836,-45.06723314685181,C,B,63.367365313739576,74.00675004049839,A,E,D,-9.036195644209343,54.291477482170656,0
Asian,36-50,B,D,-31.885773003203226,E,-79.86297061795845,51.36553274846625,-43.3435746500627,B,B,30.267470652527855,-87.11998270124364,A,B,E,14.293308886607184,64.45674537950019,0
Hispanic,36-50,D,D,38.61653304790157,B,-123.59407429874365,63.53764474578979,-12.459045278729096,A,D,-27.8015203122573,80.7904091292783,D,D,E,95.63484741577156,-108.11468001619546,1
Black,26-35,B,B,-117.291671524882,A,92.3311626904878,-19.930969969198124,20.50641978557215,B,E,-76.8202407539201,-208.74615894986908,D,E,D,14.116286378900645,-0.6616104704320711,1
Hispanic,65+,D,D,11.661166839611049,E,40.3606960250433,-207.1992031397794,36.23165808717413,D,B,38.090684217086945,112.10436563980564,A,B,B,-61.77810378866819,96.67660395912661,1
Hispanic,65+,E,E,-41.55698683811123,E,-84.35280714358474,-35.01882724700642,13.74814369505948,D,E,-200.27753762240684,63.202541532312374,A,B,B,-92.7482876833982,83.86167448697147,0
Other,51-65,B,D,-48.1667277754464,B,83.63605868502285,120.87325796955159,29.41946112819384,D,A,97.88956707076339,13.895322878394287,C,A,D,-94.90015817609002,-157.59753157733772,1
Asian,26-35,A,C,-237.84702671781272,C,216.1899620056192,19.016446785664286,10.38598932260325,D,C,-56.24972961620801,-37.11449246400391,A,E,E,-8.155977006318194,28.110099051033455,1
Hispanic,51-65,C,D,153.92074006823955,B,125.8036569810919,-43.745182199875806,28.641367172705618,E,B,-10.240754038851417,-102.09289234617258,C,C,D,155.13261375781283,-45.650108166305955,0
White,26-35,B,A,3.1894135803134738,E,-79.1454741173187,198.27523813282417,-75.91593070444955,D,A,83.09024668924154,269.781396532999,C,D,B,6.73604938884332,3.478814811011244,1
African American,18-25,B,C,-127.1926784013572,E,103.13385248353526,-72.89132782078141,119.69042875728633,B,E,153.58843336857765,85.94294909322115,E,E,E,-62.54223051638959,15.125848700655176,1
Other,65+,A,C,53.41612697196799,C,35.680252644291144,-144.35955414764453,31.785380798452813,E,B,-99.44988585235886,-119.35433154283945,A,D,D,50.15115736979187,-213.15448879882518,0
Other,36-50,E,E,28.68268916614754,E,-63.29274207629143,-74.4710962293547,89.92624147032521,E,A,102.47658980093313,-183.18435224331225,B,C,C,26.543379523138615,-189.1644277056633,1
Other,65+,E,C,-8.189717835051741,B,-81.33717587278547,-93.91006655612864,2.1884085353062543,A,B,104.3725724747953,-60.48884253228394,B,D,A,117.41988836888073,-330.0313225765294,0
White,26-35,E,E,-224.61014420323897,A,-133.7537404254511,-107.15605952912016,217.39095189845608,B,C,-16.93995807909328,21.918741072020143,B,B,E,-24.466189822604857,-45.378228434491916,0
Other,36-50,A,D,6.765472235894836,B,101.25400892728163,-62.90097563970639,88.14631429177577,B,B,168.98439653456097,134.25313536595132,C,E,D,-7.045138160127612,45.81651547407626,0
African American,18-25,C,C,-92.85456747871036,B,102.23163815076852,121.05082205143873,-65.48874824518899,B,E,-98.64393654405384,24.94716662140458,A,C,A,194.093523711851,182.881899603357,1
Black,65+,E,B,29.982200890119692,D,-58.57153536388746,-97.20661060546473,-135.37094408818461,B,B,-122.76928283760698,200.75869774323118,E,E,C,-92.38345285299582,-279.231932856417,0
Black,26-35,C,D,38.201820876136395,E,-105.01801664551724,14.535236788331204,104.09124389964536,C,D,4.605336413612808,57.791202451900645,B,C,C,-82.17311442466318,197.65823441703589,0
Black,65+,E,B,-120.8080756589998,A,-122.74454757226847,13.088572585117616,72.56242332286135,C,C,-170.6894863279868,-7.322673668440957,C,E,D,22.107998280200768,-20.57100471355834,0
Asian,36-50,A,D,-109.9197558038244,A,-69.2184284793433,-226.98061598781675,40.23715438711568,A,D,271.31075153935626,117.4267724052678,C,D,E,16.132736056821127,30.69651373441562,0
Hispanic,65+,E,A,-75.82983283479244,E,150.46208498196006,-44.3400527731961,15.684432143189905,D,C,-14.908635254992406,-52.74543301300694,A,E,D,-152.48471703885332,107.65805729736422,0
Asian,65+,B,B,34.96568829777416,C,76.32598538553266,15.814224382544065,111.27198766345892,C,D,-3.2645891378760212,-35.337955895657444,E,E,E,-78.71966659916173,-53.39514476716868,0
Other,18-25,E,A,-45.01795399844373,E,-60.834351214081416,197.8597938101201,-100.30890096449782,E,B,271.9160429828591,211.79536224038168,C,D,D,83.15071836437376,139.39527449491433,0
Asian,26-35,A,C,94.05074556814105,C,32.705697480443426,-72.22654146058025,-99.4159954280958,C,D,-20.559483763676806,-153.57395823969634,E,C,A,188.05662259084343,72.53483106430923,1
Asian,26-35,D,B,0.04254958038940572,B,-2.2058046898871173,23.71462512401808,-99.11541947938373,B,B,-42.868863246499835,-24.8361227125842,E,C,C,1.8461179621147545,-4.836559745210477,0
African American,26-35,D,D,-71.79933427770244,C,-104.56619180888515,-18.988014453610724,71.23413611257826,E,D,-20.861305634411885,105.98996134586788,B,D,A,6.261627981643425,130.32593757350028,1
White,26-35,A,B,-80.00806824851826,A,-134.6817101371068,-22.61927279265881,-60.22768687452743,C,E,187.85859847306386,-2.3273047845086223,B,D,D,-124.41489447418171,-7.66641072886187,1
African American,51-65,E,C,6.870412101302964,A,-25.90545607947422,-1.7682642398996262,-47.77399959742001,E,B,-98.61349305565805,-207.89338799311898,C,D,A,-114.9950622542524,89.88729234469122,1
Other,36-50,B,C,-26.04055607653832,E,-75.14032687874773,94.75994228831631,-230.0102752174804,E,E,-66.73491911340648,103.60443778356824,A,B,E,-70.10754916881848,75.44668241286672,0
African American,51-65,A,E,-41.15602652609736,E,112.27504085897976,46.87777684738935,-111.46579834967764,C,E,-65.68925541232224,-10.060179760112018,D,C,C,151.89382940166115,-55.15878575094407,1
White,65+,E,D,-149.28588447580543,D,34.98416922757281,-132.29603892877208,22.2894351855275,B,A,-80.73659015898265,98.33670947610221,D,B,B,90.77540066318704,-18.075069162156172,0
Other,36-50,C,A,124.17163283404189,D,65.42842474098984,103.21576208831016,59.25616938891487,D,E,59.82031741988045,93.30284808513744,A,D,D,-65.60825731796673,-93.71144157768344,1
African American,36-50,C,A,-133.70773982028464,D,-5.234219621167138,-89.64895881342488,126.64991157456808,E,B,-127.65408030707455,20.166513410267253,A,A,C,-163.57447240270034,100.62622949085838,1
Other,18-25,D,C,-36.61401169093311,E,100.80666008446633,192.44001076630767,151.976158968336,B,D,-65.66943857785083,113.39763468656132,D,A,A,-150.4880612205998,-41.51346046416624,0
White,36-50,E,B,16.032625524037538,D,-34.32109398961881,1.7321644886841472,147.04077369102188,A,B,-49.99413755805928,-81.76117918440636,D,E,D,25.824853317657485,-175.65271042048178,1
White,65+,E,D,-79.42513418135495,A,-26.493150214979572,104.47217456366198,115.07120583424155,C,D,-27.289788065048405,32.95224351492664,C,D,E,-48.16812849385078,-111.06208164940787,0
Black,26-35,A,C,-4.969485998447917,D,-21.352745950135134,-24.25612497267426,-215.05231060789157,E,A,-147.52117074014924,24.91174009588179,A,E,E,28.843295574321974,-187.43874617742216,0
Hispanic,36-50,B,A,108.2563124644131,B,-22.73879319509991,-23.87803872337038,-88.13549784781975,A,C,-46.81082301358841,-223.66422709855493,E,A,E,-14.689668492636182,62.40527394963752,0
Black,36-50,A,C,-8.33651200997668,D,120.74597854689135,118.5791599673534,131.96236815244873,D,D,115.95773086412903,63.8870187397129,A,A,E,-56.88079931504593,2.4556870856066846,0
Asian,18-25,E,A,30.611545633833813,C,-51.11339043197416,8.872245236861295,131.38904231660877,B,D,2.0183007799400454,246.84396743849803,B,B,A,-156.38845514516032,99.23223345950596,0
Black,36-50,E,E,55.588401479281714,D,-122.27029094004646,12.20406858109732,-165.70263434949996,A,C,-1.532928803121048,-259.7973692512276,C,B,A,-145.26369286852875,127.57702969139191,1
Black,65+,D,B,105.05638396166464,C,5.334802333745226,141.37890712239408,289.59918653771786,B,B,138.8679838007624,-166.79325636773768,E,A,B,25.755386183646543,-174.99560541051483,1
Other,36-50,E,E,-123.79961393461807,D,-106.35770887136593,48.5944268014736,-139.1793813088612,C,E,111.88643638043875,82.90945059346507,E,D,D,31.58265530635201,18.06798046916406,0
Hispanic,26-35,A,A,-93.77941472108424,B,-88.20657244019678,-197.1446077943943,-42.25817886416102,C,C,-88.50067515157419,-117.05985523174431,C,C,B,-1.9195965307931995,-51.35162256517556,0
Hispanic,51-65,B,C,161.232133244692,A,96.8947703024183,-185.01182300603818,-246.02086057030755,C,A,56.335777275062796,-167.91808331370908,A,A,D,-67.94660015368132,49.20175946455298,0
Asian,26-35,C,A,-125.1101576748378,C,-25.111877758735364,89.16468636920675,141.60510429851416,E,B,-93.97458960541685,153.89198000943486,B,E,C,104.05551862271388,114.16219309792395,1
Asian,65+,A,B,69.8272128986375,E,-76.45536206106947,-115.32940338903168,-211.87180317139084,B,B,177.81459684518762,40.004045606537055,B,C,C,-21.66847031943008,89.99274510674397,1
Black,18-25,A,D,155.69242915952165,E,17.643706977995617,42.19292291373202,27.402618728007482,D,B,-94.56913348250718,103.671229451974,D,A,B,144.66472371747088,-184.7185100049639,1
African American,36-50,A,C,128.96801612965248,C,17.666178134024474,-9.847366111472992,-82.32253670323993,E,E,34.64681415431389,-95.33354640041742,E,B,E,16.22235691603187,-31.551545040685504,0
Asian,18-25,C,B,35.50654945168138,E,-181.5383445993305,-67.43843125649416,-34.5735840735442,C,C,-2.5049426154024745,-58.103657654897745,B,B,D,-92.40315568043702,148.60097420226796,0
African American,18-25,A,B,91.2777409074935,E,50.4729341198374,-31.99281549044996,-65.23392541165161,B,A,44.007164925897925,-50.54994918177164,B,A,E,64.99643433425429,-8.58565512232518,0
White,51-65,C,E,-28.5627781179995,A,-36.523577842002766,-35.0906053028448,54.47841051482513,D,D,-50.35674411856519,-215.0188117153418,A,B,D,2.128891149734527,53.77863763620646,0
Asian,26-35,D,B,-174.09070562511707,B,-4.9494225261727935,-93.8813380256715,69.78348794850476,A,E,-168.66222919570336,242.60635505883315,E,B,E,18.118476651187958,35.400330611321365,1
African American,36-50,C,A,33.91953760171659,C,-116.9734449726224,-0.6081713678323161,-43.03845812981271,B,B,-103.63242779321202,-139.50853073892435,D,E,C,51.80768142181357,145.49721871606786,1
White,18-25,D,D,153.62706608096832,B,-17.670462804250555,-114.28697895675299,-176.1807453782036,C,C,171.1788717004407,85.13625407066885,A,C,B,10.00723440506462,0.4801293121181968,1
Black,51-65,B,B,-13.900548017455282,D,-116.30029855146307,-115.87429291724385,-112.15878140517208,E,D,120.56720970245678,78.27054098797326,C,A,A,318.66553761766414,-144.689955552346,1
White,65+,A,C,100.85050409500167,C,-21.10431877747083,164.6149575870424,126.26203141101715,D,E,55.51083675930961,30.32506928975015,A,C,A,0.32406731661122834,-161.58819364178132,0
Other,51-65,C,E,57.51414088617012,C,87.89818181691138,58.6006473999163,187.75561800966165,D,B,-152.44471184682547,-187.64253818429643,B,E,D,-42.39329508498674,-17.242488685979254,0
Asian,36-50,A,B,-9.355756427238294,C,214.1636807338699,38.44427325071532,-73.20499269308618,A,B,-7.580612039795258,-64.82213692649432,E,C,E,37.50636985488674,125.27711071038559,1
