ethnicity,Nationality,age_range,faith,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,target
White,Germany,36-50,Jewish,D,27.614718856091752,D,D,A,-15.941201961525078,A,C,77.87892940846565,C,B,0
Hispanic,Brazil,36-50,Hindu,C,125.63671597968016,D,D,E,95.39714030203436,D,D,-12.50502400862808,E,E,0
Asian,Mexico,18-25,Christian,D,-35.80826902863141,D,A,A,-61.590255208335954,A,A,15.638275678894711,E,B,0
African American,Mexico,36-50,Muslim,A,-66.5099204756903,B,A,A,-113.62106919215948,D,B,84.32775583226567,A,B,0
Other,Brazil,36-50,Muslim,E,164.2974438420512,B,D,B,-132.82313104454164,B,B,-106.25636366536429,B,D,1
White,Brazil,36-50,Muslim,B,-241.65528034968068,E,B,B,146.32886361790557,B,B,-104.37706233905968,D,C,0
African American,US,26-35,Jewish,E,27.84578568659523,D,D,C,-105.01644305730883,A,E,55.665739721369775,A,A,0
Hispanic,India,18-25,Hindu,E,-113.8672684594032,C,B,B,3.922593587067661,B,B,-5.650944588025732,E,C,1
Asian,Other,36-50,Christian,C,29.667527058396427,B,C,D,-96.99334374868083,E,B,79.78972484202855,D,B,1
Other,India,51-65,None,B,38.02055130668743,E,B,D,77.31988811640313,A,A,36.28942798935957,B,B,0
Black,Other,18-25,Muslim,B,173.24127804746635,C,E,B,-202.26208583594536,A,E,-52.261077890116994,B,E,1
Other,India,51-65,Jewish,D,-27.7414012331046,B,E,B,-67.37206331214466,E,C,202.17833839526529,E,C,0
Asian,China,65+,Muslim,B,-299.9705113098828,E,E,C,-21.095600759225874,D,E,146.58445978934864,A,E,0
Asian,Germany,65+,Buddhist,B,-66.94689477616852,B,D,A,113.33788917300089,A,B,-97.24560010892411,D,C,0
Asian,Brazil,18-25,Other,C,-219.2870377530668,B,D,C,-74.38733506749314,E,E,56.76138626662694,D,A,0
White,UK,36-50,Jewish,A,32.81567519071423,E,B,C,110.55713391429865,E,E,112.75616124659366,D,B,1
White,Other,51-65,Buddhist,D,70.81869131697704,C,A,D,-68.75420535326272,C,E,-176.46198137014756,D,E,0
African American,Mexico,65+,Christian,D,-15.64379969169997,B,A,B,-199.06757353163835,A,C,-159.80257438339234,E,E,0
African American,Mexico,65+,Muslim,A,-211.0589165269105,B,E,E,177.5419457085989,E,B,172.08462787979343,E,E,1
Hispanic,China,65+,Jewish,C,65.71031280935132,B,E,A,76.85270529391926,E,A,91.26897868458745,E,A,1
Other,UK,36-50,Hindu,A,18.041462356003628,B,A,C,131.17482496803558,D,B,-31.954993238868823,B,C,1
Hispanic,UK,65+,None,A,-153.81513832264156,C,D,A,26.9848051252323,D,E,35.15452164171563,A,A,0
White,India,36-50,Jewish,D,-91.80632724252763,C,C,B,-38.03609520602701,C,D,-103.57528668053297,D,A,0
Black,India,18-25,None,B,-36.57727836392172,A,C,D,-107.2157024942705,C,A,-9.157293274140839,D,C,0
Other,US,18-25,None,E,-19.426113449210263,B,B,E,41.047417269438505,E,A,-194.96624073637813,D,C,0
African American,India,18-25,Muslim,D,120.85780073334456,C,B,C,-28.891099674580552,C,C,28.506645883076263,B,A,0
Asian,US,51-65,Other,E,-39.559238604605056,E,B,B,-212.61302311912993,B,B,130.52152392673077,E,D,0
African American,Germany,65+,Hindu,D,-104.89937202463366,D,D,C,-85.11703762277548,B,A,-47.86656582467098,D,A,1
Black,Germany,65+,Jewish,E,-338.503974549917,D,B,E,-124.43155184194954,A,A,-189.36171277228183,C,A,1
Other,Other,51-65,Muslim,B,-166.26750245298763,A,B,A,9.93862968641017,D,D,-61.86852334852716,A,D,0
White,China,65+,Jewish,A,203.26891657789687,D,A,D,-144.15853467663587,C,A,24.561662476559,B,C,1
White,UK,51-65,Muslim,A,277.1801868165093,D,B,D,107.831571275449,D,B,5.019596009266021,A,E,1
African American,Brazil,65+,Muslim,E,-76.2659703958,D,A,B,93.91269259700891,C,B,7.462869460105241,A,C,1
White,India,36-50,None,D,-35.25900008501978,C,B,B,-8.791187449170206,D,A,-3.7486377132775877,C,A,1
Hispanic,Brazil,18-25,None,E,-99.64665789317509,D,D,B,46.0466619131698,D,D,-2.914719078047703,A,C,0
African American,China,36-50,Buddhist,C,74.1125611829155,C,A,A,-93.1014117572974,E,D,85.83593043001412,B,D,0
Black,India,65+,Other,D,133.4088224133117,B,D,B,28.55599232122486,A,B,-102.04893440660992,C,B,0
Hispanic,Brazil,65+,Other,B,123.05317909422524,D,C,D,-84.34852068615972,E,A,-39.93921667603226,A,E,0
Hispanic,Mexico,36-50,Jewish,E,44.16540157964545,E,C,C,-139.2192525837722,E,D,86.96481099416852,B,C,1
Black,UK,65+,Buddhist,E,-4.486990106894774,C,E,A,37.267144424790864,E,B,-33.268732670171545,A,E,1
Asian,China,65+,Christian,B,68.22298794567517,B,B,A,-183.53673596783807,D,A,-38.71710416899616,D,B,1
African American,US,51-65,None,C,121.0419929387992,C,B,D,-7.6593296507473525,D,E,-147.14652387889583,A,C,0
Hispanic,Brazil,26-35,Hindu,C,-229.03345069657638,B,D,A,-112.80079414531399,D,A,-34.591657496115005,B,C,1
Asian,Brazil,26-35,Hindu,B,106.49406216719922,C,C,B,-177.8451206981542,B,B,7.76930115195521,B,C,0
White,Other,18-25,Muslim,B,98.64052130504305,C,D,C,-19.388406152573243,E,E,115.06213972639272,C,A,0
African American,Brazil,26-35,Jewish,C,-164.00431098210174,D,B,A,-50.39443470824091,B,A,-101.1922676892183,D,A,1
African American,India,18-25,Buddhist,E,-1.9529757606744362,A,E,C,139.32590908782007,C,B,-62.508740804449104,E,E,0
Asian,US,36-50,Muslim,E,-134.28251847187514,A,A,C,12.148015377865143,D,B,29.07398969325037,B,E,0
African American,Mexico,36-50,Muslim,A,2.9053475561783193,D,B,D,19.91860270982797,D,A,66.90674772470719,C,A,1
White,Mexico,65+,Christian,E,53.75549307794909,E,E,C,-56.06883657580297,E,C,-21.394456203830167,D,B,0
Black,Other,26-35,None,A,54.63265625329393,D,A,E,-195.25361285488128,D,D,-129.5780673911235,E,A,1
White,China,65+,Jewish,A,81.41718714490493,B,E,C,-49.956349604353285,E,E,-24.075227713494638,D,C,0
Asian,India,65+,Other,A,-125.69143029505825,E,D,E,-5.716797324852377,B,B,7.856430201189177,B,C,1
African American,UK,18-25,Other,D,-99.15755110545396,B,B,E,-99.3143868768869,D,E,-86.09877251214358,D,C,0
African American,Mexico,26-35,Hindu,E,-116.90767883087689,A,D,B,8.914216373287791,E,A,-61.68809603559207,E,D,0
Hispanic,Other,36-50,Muslim,C,5.126667816549588,D,E,B,101.20014166722602,C,B,16.51291481660843,B,C,1
Hispanic,Mexico,18-25,None,A,-47.49780785876813,C,E,E,174.0735449354691,E,E,13.339851136802187,D,C,1
African American,India,18-25,Muslim,A,-1.615240127669153,E,B,E,50.27149855830481,B,C,-50.69742401309022,C,A,1
Other,India,26-35,Christian,C,-1.7316079555156048,D,C,A,104.00953499405492,A,B,76.83918503706718,D,A,0
Hispanic,China,51-65,Other,A,-40.784585887657784,C,D,B,-115.28628932096466,D,E,-14.606148375201924,B,C,1
White,Germany,26-35,Muslim,B,34.13090466146803,E,B,A,29.744921035325195,C,A,-104.01306054516408,A,E,0
Hispanic,China,26-35,Christian,C,-60.796629545780576,D,C,E,70.44249914399747,E,E,71.35252702435938,B,B,1
African American,Other,51-65,Muslim,A,78.7855776552594,C,A,E,-102.68307862055022,E,A,-69.31037871235584,E,D,0
Black,US,36-50,Other,B,-80.44882407741021,E,B,B,44.348514502194504,B,B,-70.30876961502632,B,E,1
African American,China,18-25,Buddhist,D,-85.12259146408286,C,D,D,42.227793534064965,E,D,-107.0731077475669,E,E,0
Hispanic,India,36-50,Hindu,D,-27.390460650274306,E,E,D,124.29023735199063,D,A,25.921161561332113,C,B,1
Black,Brazil,26-35,Hindu,C,-3.109887495151321,A,A,E,-36.351194621775996,D,E,54.45847521318372,C,C,0
African American,Mexico,36-50,Muslim,B,125.30390524065886,E,A,B,-54.51431991355393,E,D,126.30048520605716,A,D,1
Black,Brazil,65+,Christian,D,77.29342838445784,E,C,A,-87.15855027285934,A,B,29.666736594719335,E,A,0
African American,India,18-25,None,C,-14.084804428500425,B,C,E,-74.21550868875806,B,C,4.516595507163053,A,D,0
African American,Mexico,36-50,Muslim,D,20.235840971662768,C,E,E,-105.15839106341969,B,D,144.7250170268315,B,C,0
White,US,65+,Jewish,D,144.9407407977809,E,A,E,178.6593275484112,E,A,56.105628341167765,A,C,0
Hispanic,Mexico,65+,Muslim,B,-39.976517072546784,B,D,E,59.79742650233385,B,B,142.01417778486663,A,A,0
Hispanic,US,51-65,Buddhist,D,-90.02868534950329,A,A,D,55.70760244627553,E,A,-108.76314621895746,B,B,1
Hispanic,Germany,36-50,Hindu,E,40.920455590190116,B,E,A,-78.66345433407538,B,E,137.53984338944568,D,E,0
Other,India,26-35,Jewish,E,106.38382581249442,D,B,E,-28.673468083014747,A,D,-154.24996745427373,D,D,1
Hispanic,Brazil,65+,Christian,E,81.4615674815899,B,A,E,22.14387763539456,A,E,49.05133829510385,A,C,1
Other,India,36-50,None,A,-145.3631377260334,B,D,C,67.11963685329646,B,E,111.21127576878176,B,D,0
Black,US,65+,None,A,4.409732627222423,D,A,D,-128.25614395767,B,C,19.693736057818416,B,A,0
African American,Mexico,36-50,Jewish,A,-14.231776998010373,A,C,D,28.06177705385026,B,B,162.69058916211975,E,D,0
Other,US,36-50,Hindu,D,26.695438247605193,B,B,D,74.01587013175714,C,C,-56.29155296460592,C,C,1
Hispanic,US,26-35,None,A,32.53833412724205,C,C,D,33.49086082881613,D,D,-109.46154672316256,C,D,0
Black,US,36-50,None,C,-39.32267035990083,E,C,A,1.5342153834915602,B,E,-80.33236872009513,B,B,1
Asian,Mexico,51-65,Other,B,3.7082542052196055,A,E,C,19.49432218714785,C,C,-118.40404984887918,C,B,0
White,Germany,26-35,Jewish,B,-21.74455682410429,B,B,A,-71.84788010537922,E,C,-172.76020591253695,E,D,1
African American,Germany,36-50,Jewish,E,66.95965103213946,E,E,C,-110.43488500091445,C,B,44.68231128505284,E,E,0
Hispanic,India,26-35,Other,B,41.6466035993897,E,B,E,151.35586306003825,B,B,-91.50622259419026,D,B,0
Other,Other,65+,Jewish,A,133.66003069149616,D,B,A,-52.44389656570565,C,E,107.15199800124984,B,E,1
White,China,26-35,None,E,22.858078991262783,C,D,D,36.638818418315196,C,B,-208.25128362396117,A,A,1
Other,UK,51-65,Other,C,-125.03766048961418,B,E,E,41.98165201396382,D,D,-100.24437568623755,D,D,1
Asian,India,51-65,Jewish,E,-52.15849539208314,A,E,A,74.90051320822901,D,B,112.78823173841323,B,D,0
White,Germany,65+,Buddhist,E,61.953208676272645,E,D,A,-57.214423956069304,A,E,76.66718855092466,D,A,0
Other,Other,18-25,Buddhist,C,60.47963838051661,E,C,B,86.93298086423854,C,A,12.494666086246637,A,E,0
Asian,UK,18-25,Hindu,A,53.33251329527092,C,C,C,50.5583664115949,E,A,1.5594577395764213,C,B,1
Asian,US,65+,Buddhist,A,-87.78815694894976,B,E,C,-32.181641960301626,A,A,192.58161252469682,E,D,0
Black,Germany,51-65,Muslim,A,-97.75635823629023,D,A,A,-35.830322953131606,D,C,-4.150554908418037,A,D,0
White,Brazil,65+,Christian,B,-0.8532520728748976,B,A,D,-14.920760245256645,A,A,1.6961694211445992,B,A,1
Asian,India,36-50,Buddhist,B,27.26502289919681,D,A,A,-6.091584660745878,E,A,64.54292709912988,A,C,1
Hispanic,US,65+,Buddhist,D,42.47966290501911,A,E,B,164.56218275144846,E,B,20.03897035482291,B,A,1
Black,India,65+,Other,B,-32.49906576790021,A,C,B,34.47045410639043,C,C,170.3318585992791,C,D,1
Other,UK,26-35,None,B,126.5548781212638,E,D,C,-95.9414429659025,B,D,66.17213818040378,A,E,1
Other,Other,18-25,None,E,44.52918178125595,E,A,D,-131.6036382760405,A,D,82.28082712098382,C,A,0
Hispanic,India,65+,Other,E,-149.87156333243777,B,E,D,135.11240281087004,B,D,1.8784233860818875,B,A,1
Other,Germany,65+,Other,B,89.99926754814476,A,C,E,254.62027871501488,B,E,160.48294653762056,B,A,1
Asian,Brazil,18-25,Other,E,49.005277501851964,B,D,B,23.602232009946153,D,B,-183.68757152664486,B,A,0
Black,US,18-25,None,B,161.9396489903661,A,C,B,72.27668023289793,A,E,-14.20790994010809,E,E,1
Black,Mexico,26-35,Muslim,B,36.240413361017154,A,E,E,0.9065033163048011,E,B,168.50115730811677,B,C,0
Black,Germany,26-35,Other,D,-30.766698149476433,D,B,C,-234.14170057689913,E,A,-60.008634896135895,D,A,1
Black,US,36-50,Hindu,E,-43.453821746087954,D,C,C,138.09161283374883,B,E,8.22899639402659,C,B,0
Hispanic,Brazil,26-35,Hindu,E,-85.47685095525107,E,C,A,69.35932872503227,C,A,-34.3436286043686,E,D,0
White,India,51-65,Christian,A,-40.191171105166035,E,A,B,-106.55194181406074,C,D,11.615157476609621,D,E,0
Other,China,18-25,Buddhist,D,17.11734136805802,C,D,A,-22.167598423346735,A,C,-23.47320757414427,B,A,0
Black,UK,26-35,Other,C,-41.854707658275444,B,D,E,-30.816626117081668,D,C,210.80484624486027,D,E,0
Black,Mexico,36-50,Jewish,E,-38.68666732334586,C,B,A,-259.00262482916554,D,D,-259.58947991189143,C,A,1
Hispanic,Mexico,18-25,Hindu,C,-81.27219272050222,E,C,C,-38.90710648272252,E,B,3.6572644671742274,C,E,0
Black,Mexico,65+,Christian,A,-69.81413768797576,A,B,C,-31.865031405460208,C,C,12.12968739201111,E,A,1
African American,Brazil,18-25,Buddhist,E,79.94957870282714,E,D,C,-197.6451454378639,A,B,-36.39103192871367,C,D,1
White,UK,51-65,Hindu,A,176.42992053942433,B,E,D,-61.76051166269523,D,C,50.38451814340898,C,B,1
Asian,Germany,65+,Muslim,D,-51.85132081239934,C,A,C,-16.01972987143693,B,A,-153.4347535051991,E,C,1
Black,China,18-25,Hindu,D,115.69428297825522,B,A,A,56.958636244204776,E,E,126.83452113216327,E,B,1
African American,China,51-65,Other,D,23.474347187853027,A,E,C,-149.69675218675005,E,E,-40.2097874566917,E,D,0
Asian,Germany,36-50,Christian,C,0.4493778577028978,B,D,B,-15.71923012247157,E,C,-48.098891622091585,D,A,1
Hispanic,UK,18-25,Other,A,-110.07341992495722,C,A,D,56.13183472236393,C,D,-93.28392504633996,C,C,0
Asian,UK,36-50,Muslim,D,83.70201241293346,B,A,C,-103.8541889977893,E,A,55.920350957957645,A,D,1
White,US,51-65,Other,D,-2.4367047017429355,A,C,B,153.97945336940762,A,B,-113.95293099979955,C,E,1
African American,China,65+,Buddhist,A,-119.14352018841426,A,B,A,-116.05867713397247,C,A,-111.46065549801465,D,B,0
Black,Mexico,65+,Buddhist,D,-90.28869584977787,E,B,C,52.92403389365297,B,C,1.5530628349346505,E,D,0
Hispanic,China,18-25,Jewish,A,96.06399434978024,A,A,A,-39.34097283568206,C,B,-61.633215771143746,B,B,0
White,US,51-65,None,D,152.60759697485148,D,A,D,-141.9284388719406,E,C,-145.6015154424142,B,A,1
Black,Germany,18-25,None,E,150.43158867366097,C,C,D,103.03954674766855,A,D,57.573970015635936,C,D,0
Asian,Germany,26-35,Hindu,C,-62.74385599062759,D,C,B,90.0447175443557,E,C,-152.51991281745381,A,A,0
Hispanic,Mexico,36-50,Muslim,D,-2.159832758424259,B,C,D,2.6317528303652438,D,E,47.14887056868772,D,C,1
Black,Other,51-65,Jewish,E,176.45134242922614,B,E,C,158.0196448647304,E,C,140.55842754504118,B,E,1
Black,UK,51-65,Jewish,D,65.18195348343454,C,C,C,-30.54909791950442,D,D,126.25950394486993,D,C,1
African American,Mexico,18-25,Jewish,B,180.2885308745469,B,A,D,137.09621593736648,C,D,-24.944353639581458,B,E,1
Hispanic,Germany,26-35,Jewish,C,40.531581327319635,D,B,B,-91.84848004712313,B,E,-102.13842719495557,C,D,0
Asian,UK,65+,Christian,C,-219.5524758209573,A,A,E,10.236071674201368,D,A,-110.74695262174276,D,D,0
African American,UK,26-35,Hindu,A,78.38001097603579,C,D,C,30.843421004124426,C,B,-244.95930702090791,B,C,1
Asian,Germany,36-50,None,B,145.15387580621464,A,C,A,-32.45591876159341,A,D,-98.36504377339548,C,D,1
Black,Germany,18-25,Hindu,A,-25.601725551868483,D,B,E,-41.5110045672068,D,E,-39.067671975625224,C,C,1
Other,Other,36-50,Hindu,C,-32.19712137699285,B,D,A,-182.0948229342497,D,C,-86.29764940485558,B,C,0
Asian,Other,26-35,Jewish,C,8.355846377970074,C,D,D,89.98885827697961,D,A,129.8699120874638,A,B,0
White,UK,65+,Christian,B,-99.74130913267281,D,A,A,92.95273700899759,D,C,-64.76870399182512,D,E,0
Black,US,65+,Jewish,B,48.77790563547114,D,D,A,-59.8055615533485,C,A,-79.94797890359095,A,C,0
Other,India,18-25,Hindu,E,120.77233995709223,E,C,D,60.63909750517716,C,E,-8.703924965476247,D,A,1
African American,India,36-50,Buddhist,B,-118.22081942156055,C,E,D,-85.3742275243351,A,A,68.27170132468585,C,E,1
White,Mexico,18-25,Other,D,59.88050067370643,D,A,D,46.09690647809392,B,D,-117.9679519024239,B,A,0
White,Mexico,18-25,Jewish,C,-17.774669065177843,B,E,C,-139.13106449359321,E,D,-22.01121159205562,A,C,1
Other,Mexico,18-25,Muslim,C,216.07390513417627,B,B,B,-58.86133173379944,A,B,-68.28934341829451,B,A,0
Hispanic,Mexico,18-25,None,B,225.43723469599763,C,E,C,-227.43670804225857,D,B,58.844603759700554,E,B,0
Other,India,51-65,Christian,B,67.18054666305918,E,D,C,104.60503266506078,E,A,14.807441761386677,B,A,0
Other,Other,65+,Hindu,C,-3.008890888809283,A,E,B,28.806555753264405,D,B,56.95048135163162,E,B,1
Hispanic,UK,26-35,Muslim,C,-40.141353480890615,E,C,D,160.31735590405287,A,B,17.452017132724468,A,B,0
Asian,UK,51-65,Buddhist,E,19.26926605770961,C,E,D,65.41065324925444,A,C,-9.863054138358402,A,A,1
Hispanic,Other,18-25,None,E,-89.05034293038375,B,D,C,41.907941167248566,A,D,207.65038369609763,E,B,1
White,Mexico,18-25,Christian,A,-2.1057936711463467,D,A,A,106.27061815342836,D,A,-241.57942805748735,B,C,1
White,China,51-65,Christian,B,-183.96565027512827,C,B,D,-57.52950032644066,B,A,54.27160451014883,A,B,1
Hispanic,Mexico,51-65,Hindu,E,101.38073952490197,E,E,D,-104.37890066137658,B,E,226.478813507115,D,C,0
White,Mexico,65+,Hindu,E,32.05111415903639,C,C,A,93.13555948015016,A,D,-150.3505706853932,E,B,0
Hispanic,US,18-25,Christian,D,-114.64345486449649,C,A,A,-96.83069120309116,B,A,100.65178960366552,E,C,0
Black,Germany,36-50,None,B,-93.15884176564879,A,E,C,-168.41849770937066,C,C,-57.18184574613115,A,D,0
White,Brazil,18-25,Jewish,E,-131.72205664329522,D,A,A,38.3938361967773,A,D,-285.20611995872787,D,C,0
African American,Other,26-35,Buddhist,B,248.70119876702466,B,D,C,27.23545080766156,B,E,-49.1794011533915,E,D,0
Other,US,51-65,Hindu,D,-106.98528099328925,C,E,B,7.112521374562976,C,E,51.5775367110485,B,B,0
Hispanic,Other,36-50,Other,E,92.85167994279881,D,C,E,-246.74113501858028,C,A,27.136348125660504,D,E,0
African American,US,36-50,Christian,D,-154.31010717863379,D,D,B,-39.828795089406114,B,E,106.59822000604424,D,C,0
Asian,Mexico,51-65,Hindu,A,-113.09702592674236,D,B,D,-82.62032316535154,D,B,45.44731538149062,E,B,1
African American,Other,36-50,Buddhist,E,66.90038690385633,B,B,A,-34.937465282349415,D,A,125.60261465918181,B,C,1
Hispanic,China,51-65,Muslim,B,-114.7625010901199,D,A,E,-193.85930320389403,A,C,-186.92145098906806,E,C,1
White,India,51-65,Christian,A,56.50511801127184,A,A,A,117.9117209983336,C,E,-75.50850162381462,E,B,0
Black,Germany,65+,Jewish,D,-47.23465337164785,C,D,E,89.51367419662819,E,C,18.422140892208777,A,A,0
African American,India,65+,Hindu,B,-58.62274527201067,C,B,C,18.30312952972083,B,B,12.871465093585947,E,B,1
African American,China,26-35,None,B,84.39493143226068,D,C,E,-69.35847643022551,D,E,-17.369889224877795,E,E,1
White,China,18-25,Christian,C,102.73026301835866,C,B,E,-45.875693511463474,D,E,-194.4904742260688,A,E,0
African American,US,36-50,Buddhist,C,-3.415821499576647,E,C,A,89.89297914930886,E,C,80.88201489525179,B,D,1
Other,India,26-35,Jewish,C,61.70573488725234,B,E,A,46.86737458011349,D,D,-73.2977207102661,A,B,0
Hispanic,Brazil,51-65,Muslim,A,-185.95919704885068,D,D,A,-144.3105751614929,D,B,12.099301941826312,A,D,1
White,US,36-50,Muslim,C,120.0177281730211,E,D,D,-42.25731298719115,B,C,-36.170374887216916,A,C,0
Black,Mexico,18-25,Jewish,A,137.98329231173847,C,A,E,143.1929179020228,E,A,105.30844737593037,A,C,0
Hispanic,Mexico,36-50,Hindu,C,91.92044324196696,A,B,D,54.207302014943984,A,C,252.92165188594385,C,B,0
Black,US,26-35,Jewish,E,-133.849884639825,C,C,C,31.17209253906927,B,D,-14.055787704850456,B,D,1
Other,Mexico,26-35,Other,B,-118.61389858908007,C,A,D,80.99573906028814,C,C,61.869412932055646,A,C,0
Hispanic,Mexico,18-25,Hindu,C,-169.35129195281934,E,B,C,-36.8611554847095,E,E,-86.29623423454058,A,D,1
Hispanic,US,26-35,Other,C,-289.40316939322287,C,A,C,203.7984470499656,A,B,-155.8833446363721,B,C,0
African American,China,36-50,Buddhist,A,-66.04628425088644,C,E,D,-101.07306778689711,A,C,-237.1015459380917,C,E,0
African American,China,65+,Other,E,136.66566095440052,C,D,A,-7.696870906380715,B,B,-35.79218270545081,A,C,1
White,Germany,36-50,Muslim,A,151.0278402271212,E,E,E,-95.79503949726703,A,E,-55.007898394110676,A,A,1
Hispanic,Other,65+,Other,C,4.322555038504325,E,E,C,-110.1883521597538,B,A,35.379397210242246,E,D,0
White,UK,51-65,Hindu,D,61.504391179070616,E,D,D,95.71690563759174,C,A,117.44651186097875,D,D,0
Asian,China,36-50,Hindu,B,-86.86027777426536,E,E,B,-131.58846859586987,A,C,0.4462260840111071,E,A,0
Hispanic,Brazil,26-35,Buddhist,B,-111.50693068314379,E,B,E,159.93322431964648,D,A,5.419180441121006,D,E,1
Asian,UK,51-65,Hindu,B,163.27484695394477,A,B,C,-42.786370191842884,C,B,-156.6695423087654,E,D,1
Other,Brazil,26-35,None,A,96.6952168538796,C,E,B,-82.09671581774028,E,A,128.6760860238936,C,B,0
Black,US,65+,Jewish,C,23.950025365702952,D,A,E,127.5494065833358,E,A,-9.405379524561413,C,B,0
Black,Other,26-35,Christian,B,18.200440120748727,B,D,A,-108.07971510068764,C,D,-97.8431110968981,B,B,1
Other,US,65+,None,D,-102.84162965231303,B,D,C,-51.38795793820914,C,B,-21.0050566884019,D,A,1
Asian,Other,36-50,Hindu,D,-144.00877506154308,B,C,B,-46.798283157535,E,D,130.67775105162153,B,A,0
African American,Brazil,51-65,None,C,165.9984538573945,A,D,A,-132.0880203086671,A,B,55.86542319264828,B,D,1
Hispanic,UK,18-25,None,D,-4.1506361397943,B,C,E,-82.40930262313326,C,C,-88.98531663049563,A,B,1
Black,UK,65+,Jewish,B,60.37118205220315,C,E,A,132.64033558428835,C,A,5.662249078177131,E,E,0
Other,US,65+,Other,D,8.09549396961962,E,B,B,-95.53558210884682,A,C,-69.00281213545877,B,B,1
Asian,India,18-25,Muslim,B,137.69346576826476,E,C,E,1.708377136310163,C,E,10.465356094609342,C,C,0
Black,China,26-35,Other,C,47.71332362501324,C,C,E,-154.4838378569012,D,B,43.42311161067168,A,B,1
Hispanic,UK,36-50,Muslim,A,-11.405862974192097,E,A,E,-88.49719322052448,B,B,82.27699099637748,B,D,0
Hispanic,Brazil,65+,None,B,-78.75224029211438,E,B,A,132.66396256103852,A,B,-10.505450654130525,B,E,0
African American,Germany,51-65,Christian,E,131.43760612690642,C,D,C,-111.39169214776012,C,E,109.14618731765258,E,B,0
Other,India,51-65,Other,B,230.32026657870043,E,C,A,-109.07010201462566,D,A,70.87923331085364,A,C,1
Black,Mexico,65+,Muslim,D,-138.978640896353,D,D,B,-7.270884744346372,B,D,-59.945101970873985,B,D,1
Hispanic,Germany,51-65,Jewish,C,-142.89880769644267,B,A,D,127.13190469330226,A,E,41.724436751660114,B,E,1
African American,Mexico,18-25,Christian,B,-125.77653835862877,B,E,E,-28.497741297886993,A,B,-143.01753535361883,A,D,1
African American,Germany,18-25,Jewish,D,19.031726768021294,C,B,D,-5.374907630901559,D,B,-36.51306945426329,A,A,1
African American,India,36-50,Jewish,E,-109.04747891366138,D,A,B,-202.78179700411707,C,B,16.80484007623202,C,A,0
Asian,Brazil,65+,Hindu,A,197.8195675760014,A,A,C,-90.25389103034412,B,A,101.46551128180042,B,E,1
Other,India,26-35,None,D,113.13412452525759,E,E,D,97.2788945579388,B,E,35.862530987704446,B,D,1
Asian,Brazil,36-50,Muslim,D,55.522788998877225,B,A,D,112.99147617333058,E,B,-112.14231783413513,A,D,0
White,Mexico,26-35,Other,E,60.70715911292688,D,A,D,84.07637045552134,D,A,-184.90994774905062,A,D,1
White,China,26-35,Muslim,D,47.69471088198072,C,C,D,50.74355504019263,B,A,-5.068520475415773,B,A,0
White,Germany,36-50,None,C,124.95202577158125,A,D,D,146.8402490220464,A,D,123.0322500774718,E,C,1
Asian,Mexico,18-25,Muslim,B,170.9889982505702,A,E,E,139.89622336791706,D,D,127.20494200546926,E,B,0
Asian,Other,18-25,Other,E,-118.17075418416492,B,B,B,-160.41779858357336,C,C,29.134525777704116,A,A,0
Other,Brazil,65+,Buddhist,D,0.5634836158411969,C,E,E,41.4494484923017,E,A,133.05629999564377,E,B,0
Hispanic,China,36-50,Hindu,B,40.90756335580388,B,B,B,-42.76854375301682,D,D,63.70902912286378,C,E,0
African American,Other,65+,Buddhist,C,77.367760558567,C,A,A,8.360468513986804,E,C,-129.69940968342908,C,A,0
Hispanic,US,18-25,Hindu,C,21.221476041670726,B,C,A,88.2577331259268,B,B,-27.849324452888425,C,E,1
White,Other,26-35,Muslim,C,14.025643510302269,E,D,C,77.02606131861315,C,D,-133.17878010174047,B,A,1
Black,Brazil,36-50,Buddhist,E,77.73815953669246,C,D,E,-93.0455244271396,C,B,-42.54233529342809,C,B,1
Other,Other,26-35,Muslim,D,-96.82320457354537,D,D,C,15.410715907349207,C,B,-28.672879824451503,C,D,1
Hispanic,China,65+,None,E,101.92928373795844,E,B,D,-23.08215443866671,E,B,34.04521940090653,C,B,0
Hispanic,Mexico,26-35,Christian,D,207.135207124639,E,D,E,-147.99890996635096,D,C,-111.38892582618543,A,E,1
Black,Germany,51-65,Jewish,D,96.42511060885371,C,D,D,39.84833331377058,C,E,177.3915504242628,E,D,1
Black,US,51-65,Buddhist,B,-232.90795193569204,A,B,C,-57.252546406831016,E,D,-62.59568179232973,E,D,0
African American,Other,65+,Buddhist,A,-27.186904801463367,A,A,E,83.61562994376081,D,E,-165.49759201251828,C,E,0
African American,Other,36-50,Christian,A,49.17699288158636,A,C,E,8.603676926318725,B,B,172.42376319499496,E,E,1
Other,Other,36-50,Muslim,C,320.58111800316857,C,A,A,-77.26711937377684,E,C,-59.0432818522466,A,D,1
Asian,Other,18-25,Hindu,A,144.32637057063974,C,C,E,4.150785156600207,E,A,-236.67376364401616,A,D,0
African American,Brazil,18-25,Jewish,D,-68.79761008434551,E,C,D,-110.47276846503107,E,E,93.80714726060167,C,E,1
Other,India,26-35,Christian,B,11.562260654628224,D,C,B,36.777274805841685,B,B,3.43584406516478,D,A,1
White,Brazil,36-50,Hindu,E,109.77920246574706,A,A,B,68.44252825749074,A,B,-79.1673944192493,D,B,1
