AgeGroup,veteran,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,target
51-65,Yes,-0.14704194058509254,D,B,157.84672548109197,C,-59.457190765876625,-36.10159003960175,0.23436150647514545,-210.2734061559934,A,38.86560449999749,1
26-35,No,42.51488186701189,C,C,14.820817881071449,B,36.83506646140456,-3.100612633499442,-52.50749358060111,-34.19275179751183,C,-64.88813612766917,0
18-25,Yes,-64.32063490792413,D,E,-37.924857433667384,E,-22.219387758072173,-173.78508794309766,175.56361962574886,-34.08087457080741,D,-44.218914574176125,0
36-50,No,18.343587123173396,A,D,-45.24854024162339,C,-143.67652381000354,8.390002180614434,90.78810903713459,-102.25097193605035,C,-2.1316438907270596,0
26-35,Veteran,-57.088887783005326,A,D,-165.57973816789888,A,-110.30001471524582,-39.43485221815959,1.060834365188488,28.898210131425706,B,19.217401208475312,0
18-25,Yes,-128.05906234361336,A,D,89.11473670997673,E,123.8712682178503,58.531581715410105,55.089182282532946,-24.440784515027538,D,41.92165018698703,0
51-65,Non-Veteran,-97.96593310832009,B,C,34.96567391696743,A,-42.79886542597175,-60.87126398403521,89.02984638738165,-97.91798568371442,C,34.45582148752233,1
65+,Yes,-96.16031329793529,E,D,15.249881816422167,C,-56.0422458242592,73.0605875975892,202.23715592718077,-3.6560928870445917,E,127.0886852999886,0
51-65,No,24.41976952818498,D,E,-25.03784818948354,C,-76.12169227646407,19.811712231123252,-13.494445251833051,-61.70510678802912,B,80.08748431208265,1
51-65,Yes,80.88798304000066,B,A,-31.960397678573234,C,-59.930426890400526,-115.76025737688103,186.42321973504622,166.27363906271057,B,-31.312188577468092,1
65+,Non-Veteran,16.175010373884998,C,E,-70.19626053236938,D,-24.42447077530632,-52.336436563319374,55.68258065906724,-167.4735497732074,E,-2.381410913810266,1
51-65,Yes,-71.71509629636105,D,E,-62.30223021477368,D,-69.72105167701017,-43.19491333234351,6.543748507968861,-93.2834061139034,B,-26.179114801113496,0
65+,Yes,-6.9345056212031215,E,E,-16.58326215183778,C,84.75491534161577,202.22307691341493,-81.72218843292423,27.8463438787967,B,-3.5649223974511783,1
18-25,Yes,-226.9127428087088,A,C,-68.35429525555898,A,15.405795175392228,13.889132575366894,-57.08246715362845,13.255201187636187,C,-372.721140275811,0
65+,No,-94.36551836676021,D,E,-88.3404378886141,A,-55.68924438678189,-106.17270030936882,112.02078581016532,-207.20864702265024,B,-74.9121995925436,1
26-35,Veteran,61.384444799594625,E,D,-161.54056336944888,B,-102.24199691186307,117.64201306601242,-60.583014006349515,45.15620999569962,C,170.68364114061342,0
36-50,Veteran,-30.195009905613198,A,A,-9.970192298025115,B,115.31123421897152,-69.58400111702552,36.614638391244476,-128.35522488678,D,-27.834147837087354,1
36-50,Veteran,-103.23415691589155,D,B,-65.41018233602564,C,-50.99000154872642,-120.31069496328077,-8.946684882336026,-121.84554631659114,A,-54.76151642396096,1
18-25,Yes,154.87752386013202,A,D,-17.29837746063403,C,53.76928653440132,-40.00605158441742,142.179301566268,67.1466765831287,D,11.951156634377707,1
18-25,Yes,-99.31093711422551,D,A,52.04739966078237,E,-61.01729023540122,103.29278434468566,6.699941656406071,-169.05497308285263,B,-60.049601219325496,1
51-65,Veteran,33.86561264969762,E,D,-56.15915635384865,C,10.834191425579283,-166.46350831193416,59.29517753876099,-180.82621477407451,C,46.34884689091226,1
36-50,No,35.85421622680936,B,D,-12.429165383696326,B,65.31231771173769,31.89872276044992,111.78668231645312,-17.1234330262088,D,-96.77820931763752,1
18-25,Non-Veteran,62.38432567665958,B,A,23.552520079292787,E,-155.3895124097988,6.00037400703251,-89.47135864692964,-90.81065005430791,D,16.07669180159626,1
65+,Non-Veteran,-25.27952720090988,A,C,-165.29625037781372,B,-39.10855727570529,28.933271871516688,250.30855366394627,-12.017308026134863,B,-59.64407330881618,1
36-50,Non-Veteran,25.365301146768125,D,C,79.17584121060273,A,-80.66596582033368,-98.73502786697715,54.2204287896491,21.74531420642623,D,8.507453313390515,1
26-35,No,-150.92469825778966,A,E,-36.198108392459154,A,-160.75713167031293,46.44920927536256,-19.549523935327112,209.34753582556866,C,-32.44020812406302,0
65+,Veteran,156.38918256268826,A,B,-177.642032582691,E,-5.757055183095331,45.20318500220989,90.82425232743996,-121.80897206998414,E,-0.6815986749730424,1
18-25,Veteran,175.97358719584045,D,D,96.11374305088873,D,-109.1037260662914,47.01266448501126,70.62536345524138,128.07748951897173,C,-85.15899275603951,0
51-65,Yes,12.461777608112252,A,E,-90.33400003604385,C,117.40142804430471,155.76430692128727,-143.9091390433549,243.2279773924435,B,56.05838153944629,0
51-65,No,72.14059314529713,B,A,-2.874353209275273,C,-84.10229961940765,49.648583263116215,-3.2968243503759957,98.55596210811134,A,142.68993044796028,1
18-25,No,-30.149388222809336,C,C,22.811226648925327,B,15.378775485154755,-33.67871488995709,66.92620564031611,20.75769307105891,E,-0.8279687119523418,0
51-65,No,48.26368097628636,D,B,-4.0406006483025925,B,163.60474986801208,197.27694529964455,-126.34280193104932,114.16662701787266,C,-134.86231445247924,1
51-65,No,86.69038551125608,B,A,-89.46955261480586,E,194.109903401169,11.064006386399326,-133.73235797381452,176.36905416020969,C,12.475241334961652,0
26-35,No,-12.567433411446254,E,C,-56.1192821111428,B,-52.561000649858336,70.80493705261483,-34.13052621411393,-25.88916670067994,A,26.705711422499096,0
51-65,Yes,131.28509707671873,C,A,113.09716803676268,B,167.96415333484677,-68.88826044991153,-13.143532633513539,8.936636296154157,E,114.69381694825695,0
26-35,Yes,-22.518950435623204,E,D,34.98487163653871,A,-182.50682954732636,46.9547455079689,-129.55569286450233,-134.71007482167397,C,124.14675149918276,0
18-25,No,-98.39068390615749,B,C,-168.0529575911063,C,-175.0372524890236,80.54107654766092,-58.975486567990785,-25.924121916361127,D,18.18295161111065,0
18-25,No,109.75370648810193,C,E,-200.60503873349725,B,-38.27912106673646,27.368600569230544,36.28079167176034,-47.550295286421225,E,108.44391559024906,1
65+,Non-Veteran,20.478683734591467,C,C,1.9401608811788893,D,-98.07223090069633,108.56328844280141,-53.085828514752954,72.03974439879077,D,-38.39988118551736,0
18-25,Yes,-69.58617645253625,E,D,-8.919530854926704,A,75.30688887031161,88.89233834891496,154.32402646593619,-117.99775422092611,E,-64.78257902930147,0
36-50,Veteran,-100.72319407915565,B,C,134.14673554781947,A,-209.95194650640863,-157.8487918760728,70.4303031123381,49.96508022474922,D,63.3285374735821,0
51-65,Veteran,158.0871975228011,B,D,-58.57114650270911,A,62.20926216783668,12.056117030672596,-143.37842757872215,-288.22900440360036,E,-65.57088686390202,1
51-65,Yes,149.1520644364473,A,E,47.98617766208381,C,-17.685494853323487,46.52393070207322,74.47368294144961,-85.56988645223424,C,6.498904841007487,0
65+,No,56.92799911337053,D,E,-53.16649424114141,D,-112.91113959734054,-14.255827062832815,-13.640255450094415,-52.116943754894486,D,80.9731538124274,0
51-65,Veteran,-132.98413308060893,C,A,-118.03843874413407,D,171.85518145403486,-140.62135323000987,-125.34802808577037,51.62053273092082,C,106.71692164701194,1
65+,No,33.45414690132834,E,A,-57.916525417008636,B,67.9363470107432,44.91803048235832,92.65780479101171,-4.984662753591348,D,50.48842232155118,1
51-65,Yes,61.591201374949414,A,C,-98.31093811045311,B,-26.41401447408055,-216.15370351194213,-179.5636428693284,237.60853991610085,B,-104.68787317149759,1
51-65,No,56.28730771687061,A,C,-42.56713671900719,C,-98.18425459447545,-1.285040759188762,-2.970883205462017,86.54866575407554,D,-48.1980228620496,0
51-65,Veteran,-14.415478450665253,C,B,16.273341338072914,A,-211.5733198956805,-158.51146938576974,-50.230479663689664,80.21746870772168,B,-35.1483518162182,0
26-35,Veteran,174.40709206557187,A,B,42.57947907392162,D,-166.44018564398436,57.68222395498945,16.253031556022215,-83.26623985537603,E,-12.45656651087758,0
51-65,Non-Veteran,89.32852923067995,B,E,-15.432263267435406,B,-152.75344448589863,-76.9847215033692,228.12641887556188,112.18711707838871,C,-171.69940939775174,1
51-65,No,-84.20928716247707,A,C,-10.040583849423799,C,-67.67188102148485,54.12600761722211,-84.46073596090933,35.75828271030758,E,35.18392827480166,1
18-25,Non-Veteran,86.91744192578825,E,B,197.61219874325673,A,-63.09239755958047,4.487455255392742,35.06949599148352,-10.478690618136389,C,-106.46399686705428,1
36-50,No,138.66141331850207,D,A,124.81358405601229,B,-163.87162321084622,59.65658922579913,-106.86059840696383,-158.0350404137296,D,-35.79907983420336,1
36-50,Yes,52.32287751281927,B,C,-85.20921106142009,C,-117.61802398658688,229.63840156556708,-49.01153713294802,94.34466681082401,C,-5.996146033794162,0
65+,Yes,53.89735713731789,E,C,40.68627492395741,D,91.48449333214649,135.53483997571098,-71.2753309807555,-13.957326563013186,C,-106.93076377146984,1
26-35,Non-Veteran,66.99242041415512,C,E,-173.5302970807802,A,27.143590741486545,39.909187112171146,56.487032825433516,40.97744837623276,A,-217.6363626008045,0
26-35,No,-38.28239038384348,B,B,-6.503445863356316,E,-68.93360308809069,24.02116613895071,-69.22259704491954,42.61923700891243,A,26.859871859874367,0
36-50,No,75.56256678060777,E,E,5.1045633040034435,C,-79.49418430804106,-36.89395633564176,36.834436530967075,59.60291434233637,B,-19.27157137031438,0
51-65,No,-137.04898552040413,D,C,113.64184209160939,D,161.91117066196787,9.309178833750133,2.3832398190327906,112.44457755455046,A,116.46906480777108,1
65+,Non-Veteran,153.7028080137529,E,A,-107.43412726590138,D,-8.368909906863001,301.0507811771418,-144.38855347178537,73.62911267220252,A,-152.15677064925433,1
36-50,No,90.41435662077227,D,C,19.26436362968954,A,90.332661728572,68.2005220207262,-98.48787795807009,284.94616003492774,E,72.6453511800295,1
26-35,No,-54.48313631389088,B,B,43.15179886436023,B,-153.45161709698502,26.18380657172214,76.43457725473148,191.65605884614573,E,-82.0866311701243,1
26-35,Yes,-270.57149347209963,B,A,-124.03136335112985,E,-175.05931605094273,-184.53103475151227,-26.59913824885704,-96.86715954668541,A,4.8336616484988335,1
65+,Non-Veteran,13.991356144703596,E,B,-78.0744075608769,D,33.098281365762446,-129.88643957177553,4.524717060446851,268.86108241935125,D,52.74852394039616,0
26-35,No,-16.164341460891325,B,B,122.97843526866232,B,46.90141658202891,-206.9190659303552,13.132490708788284,-9.376754984921348,A,-37.43629804544912,1
65+,No,57.471813299877915,A,D,24.79835320615034,B,-160.56180143767747,-56.24224488488439,113.04959656112634,98.22574685043365,B,44.890308900183456,0
51-65,No,90.54961596274087,C,D,28.988395657345457,C,-179.47852998418364,-22.952730115165544,49.613570999339075,38.37511920510386,A,149.78384526511644,0
18-25,Yes,8.49738350296668,A,E,-93.66783850735193,B,36.84077567660784,-81.75234189854483,158.16214069704066,-42.886106894479994,E,-164.45814669466824,1
36-50,No,52.42566924734471,A,D,-263.41210178980947,B,78.13699376893506,220.5468861914229,-2.349228593096499,-9.300431915423566,E,-64.57401917516312,0
18-25,Yes,174.12818503453488,C,B,74.77364050067477,A,76.03244883922918,6.287852623732644,-85.34160414259311,-20.536744985339134,E,8.504045212270299,1
65+,Veteran,87.52032355809853,D,D,-30.319754000019383,B,214.5743432094739,-128.354421550636,128.5501195144215,-84.87645065504678,E,43.100481486335056,1
51-65,Veteran,-58.995009367182725,D,E,52.253948968469444,B,17.563191499426807,34.9391199681373,-163.18576166986722,126.07082607168647,A,-7.965005463527852,0
65+,Veteran,122.38173507835603,A,B,60.822755858612496,B,-42.382648835383165,-58.40902792712953,117.40465433626457,-45.38078316443491,B,107.59850317857634,0
36-50,Veteran,-38.91718977005552,D,E,-5.07468607443926,A,-1.0295394269543119,83.98844455938502,-62.89822361904365,-84.25176218053507,B,23.928314536074616,0
65+,No,-225.08859495946996,B,B,21.373883896189835,A,-91.34251317451569,60.54852211937739,112.75361835425844,9.504758774869899,C,53.69417062166345,0
26-35,No,-28.296211491079177,A,D,-78.9419981689779,E,-19.395202462786933,-109.91637198966863,119.06638162543348,48.873995823865926,E,163.9351763486491,0
65+,Veteran,-70.16282940974511,E,B,-170.96797129332165,B,-47.635005057999535,25.869441753213966,42.38152263438871,-14.505421331711677,B,-106.92795161511701,0
36-50,Non-Veteran,-58.24830151844462,B,A,-52.76297087729696,C,-75.46385874893386,149.71486973823116,64.78700029850224,-53.18164741261192,C,-1.3652723153654893,0
36-50,Yes,117.10765611803475,B,C,-27.73035401395744,C,-66.60147336586996,34.468695155693865,56.42659634743919,-6.713447646888851,D,86.57584252774343,1
36-50,No,117.49658499907383,E,C,-18.705351609534983,C,55.270973844422656,-1.918734343780109,-160.86032674100116,-25.951263104965268,B,17.551237417250874,0
36-50,Non-Veteran,110.19413497906928,D,C,-169.6603301996999,A,11.171470327439808,-54.312560537424034,-132.02746996450696,-104.86067774036145,D,-81.78732986418848,1
18-25,Non-Veteran,-74.00257217753159,A,A,13.863022250661489,D,232.72532394728862,71.12011747157851,-75.29423655832765,94.55173252591595,E,-113.1312193556115,1
65+,Non-Veteran,-45.206130287448985,D,D,58.04780516515182,C,151.5604490178159,44.02795952257608,150.19786969155012,17.080907500814973,C,-126.49183685857479,0
65+,Yes,-105.16806479403742,E,D,136.28756200409623,B,-40.68725839494654,-58.05361530559288,-22.119239336883943,197.7404224332567,E,-53.10431544200571,0
26-35,No,69.5443962022369,D,C,131.5197744010268,B,-154.50623572248008,25.666606884675442,-76.21180477804722,60.28883246852943,C,148.88283718793303,1
26-35,Yes,-95.61533503756962,C,B,-11.45943149636152,A,0.3078179529935172,92.57813301843653,11.114176824714042,-86.75021599293643,D,90.3172147713262,1
36-50,Veteran,-30.973656926212872,C,C,110.29802714443471,C,19.83768763026006,-107.13130228839825,-116.58686273052898,215.02497210255848,A,-7.041725446467996,0
18-25,No,-55.441012082566964,E,D,119.34652455541472,E,-87.34653279248144,-30.633646159280016,153.36094708734814,9.636311544330187,E,-106.09965212819353,0
51-65,Yes,123.09642424725578,E,D,145.46959464520776,D,-78.40757482914292,-9.362535331130221,94.32149770964675,-38.854966635874824,C,116.02395998908632,0
65+,No,80.5926867673525,C,C,18.5650567014076,A,-75.2468762428101,-148.74392479783563,83.80873670479569,16.71816124116426,E,-220.04733251715604,0
26-35,Non-Veteran,74.46013332288724,C,B,-306.79813674776494,A,-80.13403868306969,33.03058960823727,-93.73927306292006,-40.962757683979504,A,13.151879381574949,1
65+,Yes,-171.52340704428505,E,B,232.03761547009628,B,-62.92909723041081,4.574633924191038,-102.90691581697725,-188.99802885965565,D,-12.24697743356206,1
65+,Veteran,116.04043902347381,E,D,-93.1488226985228,B,85.00834548849309,123.28359986561452,47.39757390150985,-26.924760790855352,A,-129.56358957412144,1
26-35,Non-Veteran,72.86583593898983,E,A,16.93150289213469,B,98.79898045378688,8.987157064161552,30.94664203056365,-87.14639779898278,A,70.38827086674758,1
18-25,Yes,92.89077382929689,D,C,-26.01938918765222,C,-4.5948302923723,-15.493508569416894,111.67384932161634,-31.713467792815454,E,58.02233282267437,0
65+,Non-Veteran,-34.25815614361415,A,B,-54.60670408481062,B,-105.39962716567028,-130.7771150484064,-31.17163573291578,-127.44378315371993,C,-123.45125798117556,1
51-65,Yes,-63.96821925869597,C,B,-39.3034928710215,E,-112.17971883284447,-70.12284320687264,111.48337603026133,8.790425719471312,E,-28.9299405266029,1
26-35,Veteran,42.1676636868311,E,D,36.938257952881855,C,70.77694017003827,39.7355503245113,76.523536362844,-40.51193356149303,B,-48.41268162128113,1
51-65,Veteran,-30.97303907285559,E,C,30.939005206438203,B,-98.19367167226945,1.635596311819697,11.514211366480247,-81.88663156300079,E,-196.0140608765846,1
18-25,No,36.1260547529742,D,C,-38.69832555397133,B,29.634832698871165,10.041005280639256,-22.67343020342367,-8.562196743519014,E,-124.14456297673024,0
26-35,No,77.26681916575446,E,D,60.647807718976786,B,172.10125984210228,8.158502779068684,71.53241717785464,23.085927228996564,A,66.80263256380267,0
65+,Veteran,76.08704247989485,B,D,-47.214737701825875,C,89.50434829480122,124.69671266338047,84.72046806486355,-72.2907363437371,E,-100.89301523139017,0
36-50,Non-Veteran,102.871326313081,D,B,-111.2500949732886,D,-7.01298826718397,-55.45119755627708,51.638240059807615,-23.821111896984785,B,-3.9774480252690827,0
51-65,Yes,-175.09962068608618,A,C,-218.62095676087793,E,-114.79662369367132,-130.04062287240512,106.2452263989445,-58.01505368002818,A,-83.88805787246162,0
18-25,Non-Veteran,-46.88137002769647,C,C,-22.36187538720175,C,34.18889774207125,64.31326127028812,111.71899075553868,-31.248849784912924,A,44.63280702611152,1
51-65,Non-Veteran,-58.36367702468698,A,B,23.231612318280146,D,-57.075871222359844,-217.30428317466917,53.11340532971055,-174.0134282203447,A,-5.1855973742411745,1
26-35,No,12.683275981820085,B,B,-130.6467381823643,A,-94.93124591320594,24.050471007547376,73.36317577610572,119.27707555776462,D,82.171448457785,0
36-50,Veteran,159.16198394650763,E,E,246.8429954370555,E,-209.9497883975993,-59.28463212992167,-49.97575781042974,120.54949927426316,C,-245.43654642450315,1
65+,Non-Veteran,70.27633735764518,D,D,-200.21720616279873,A,-99.77608100999149,-42.14253425751216,-139.96669125451922,-80.39246628402262,B,-164.91146460682216,1
65+,Yes,27.57226286069886,C,B,31.17512167056029,B,11.088774894621801,-46.4825588503729,143.15393863529295,21.075951010669367,C,-32.38206943871931,1
65+,Yes,-13.380941784553196,B,B,91.2878549546729,C,179.13773819858835,46.80742525225489,54.74439500279039,128.6117829624607,B,5.9190036155708015,0
26-35,No,42.82269824397427,D,B,117.10239700982004,C,17.503483615894826,-76.97783610222932,-101.61981716455524,-3.6412100521806647,D,37.266505741744254,0
18-25,Yes,-122.26800686339602,D,E,-80.14800721153259,C,-131.3408003135687,-77.96500008036747,158.74887145476166,-32.86728824804131,A,68.33122538661934,0
51-65,Veteran,-9.221273423027894,B,B,59.22242205666378,B,-10.096341513391447,12.9128288037556,-41.43079098729357,239.80363357751187,C,38.9930755035207,0
51-65,No,-137.59469229628704,B,E,-109.09108219952026,C,68.60194670914308,-34.81639352412931,1.8417811163969444,-127.03341969387547,E,40.25459034928139,1
51-65,Veteran,-29.039184010708297,A,D,22.995097130017626,A,66.3487011201104,-55.460356244700705,-30.673222768164344,-91.57083591092065,C,-26.15377213128311,0
51-65,Veteran,-128.46205738636357,C,B,-144.96868212247338,A,137.68492013145686,80.45672483919955,60.61154911625055,-159.51710557455294,A,79.36647878149495,1
65+,Yes,-142.66623338567422,A,C,-99.81012368755474,A,97.76238987368981,123.34651966121743,-29.885171069477362,76.7096757465675,E,-3.929629928596189,0
36-50,No,-82.39100403519316,B,C,-27.03034806535609,A,-126.87929481267919,-134.26727848923215,-30.786403260910344,60.92939577613349,C,168.82886175678203,1
65+,Non-Veteran,-28.285976782968447,D,C,-59.274438805076045,B,-68.48722072850116,113.22126539463919,8.201846932950046,100.36287014449195,E,-149.70451791275417,0
26-35,No,92.34145016369605,A,E,-27.19711148443332,B,-42.68583111317069,212.90546267794505,177.5963739221276,110.66993655151813,B,-30.434048174627794,0
51-65,No,-41.2655351007727,C,D,-68.27153950426876,B,-200.63495017127423,59.338021011111366,221.3976773142851,-24.357283422941762,A,-42.89458706508924,1
65+,No,149.708395690402,E,D,-92.01901731173298,C,-51.973731557521816,-30.497334356665796,26.217610297833925,-100.28445870038854,E,-119.5700128889636,0
65+,Veteran,10.725845880352242,E,C,-131.25856946242348,B,19.071938465274485,-42.58229032488782,-99.11900887585288,-75.45527167960718,B,-19.353651701665065,0
65+,No,-39.70957488296059,B,C,-56.102516563093765,C,-10.924516364533265,30.599725140029054,79.01938304802437,97.48308062373636,B,13.08167190184639,1
26-35,Veteran,-82.43059640312211,A,B,40.01319530633522,A,-27.108563754219578,-152.69494031144683,92.16791230543684,-116.83805147109881,E,-141.97767612946157,1
36-50,Non-Veteran,-72.65609311403584,A,D,-174.11018356911828,E,141.1997752182899,100.91532661062648,80.05431115809206,-29.865546365126704,B,81.54947023027621,1
51-65,No,80.17833300896116,B,C,-18.617438303537952,D,58.90769447591917,-42.282078062658655,45.37314263599104,72.80971310822241,D,135.98777767049828,1
18-25,No,6.706667766086751,E,C,45.44391776018758,E,121.41842938023079,-127.2220262345514,-106.81432146397324,155.5070305999989,D,137.11830698867848,0
51-65,Veteran,65.61626893621424,C,B,0.6603289503110591,C,25.16850797788332,-75.34035523048001,108.66632697050917,-80.09426637187558,E,-127.99639333404171,1
36-50,Yes,35.04671313921097,C,B,74.01838658161772,A,-56.12693778840375,22.072750058897416,-19.448452277710864,7.987545392833077,D,-161.50202345095715,1
26-35,No,1.0480465695999923,A,D,-61.629136217315086,B,-29.398314239673184,120.68989874216854,54.076949239319724,32.53227678703427,A,-43.79513328378378,1
36-50,Veteran,-186.6163739708343,D,B,-172.17922027078407,E,-29.084865851599535,48.689649571920185,53.66559996671641,-16.00913895088683,C,111.94377346119482,1
36-50,No,89.80365693993132,A,E,-54.67888896187616,C,2.1824731728478595,21.40867439882844,113.70229436463963,-45.684905867461204,E,22.778668957719162,1
36-50,Yes,-13.794943138934308,D,B,159.25984739955575,D,-23.787433856270166,-22.477558332998154,-83.7663962728743,124.34044387178942,A,-30.26880106577861,1
36-50,Yes,-185.39989658872108,A,A,-96.54458432729102,D,-152.58495847476397,131.37809615704998,61.87853402014854,-278.3019607169627,A,21.713049475958897,1
36-50,Veteran,253.02400360777787,E,C,1.2426898346455542,C,-182.77334320314736,21.421592357754786,-8.145260168941961,81.20764996563213,A,-161.78397184084002,1
36-50,No,39.11581270109794,A,D,86.0303973086153,B,-213.23707671192463,-78.72441434889167,84.11212416117631,-64.29436001511166,D,29.612048325286956,0
26-35,Veteran,26.938399732006623,A,B,18.929693215911556,E,133.47049565951684,-147.58174070116047,33.728879948526405,124.71661899329301,B,43.493525023619874,1
26-35,No,-119.12265568788621,D,C,97.4736168497463,E,-8.878264119224285,59.58851883055332,0.9602994007975554,-96.96886165335123,E,-47.64343880092017,1
65+,Veteran,-18.256375984044475,D,E,-40.0432485513446,E,85.06702662448635,39.28082781156457,-73.49189447756036,-131.52177507992505,C,-54.09890585010197,1
65+,Veteran,80.95361998648413,B,C,-29.229023219090557,C,-32.65835516184828,-6.645361181689682,131.43333070512176,-275.6219336166773,E,76.62742875205744,1
65+,Veteran,27.13812766439742,A,B,-45.95080592144152,A,-48.369758113442934,-13.04034772058555,41.25370602645816,88.29643295646154,A,120.76496040773736,0
18-25,Yes,5.372558712607191,D,C,85.40932307452981,A,-33.48220080571262,-4.342243584509131,-41.638604325202834,17.565964826602574,A,182.8726470396711,1
51-65,Veteran,69.9952793180142,B,E,64.97412366626246,C,-99.51554413172823,-174.39426113552454,-14.516974417293794,-74.96608691483742,A,-63.88104547823995,1
26-35,No,91.31792783109861,C,A,126.75614829427293,E,10.145249538770349,-4.756586939883313,94.25940321498774,27.19090683823141,C,76.01496993732566,1
18-25,No,-142.02100159848248,E,A,23.181905314784775,D,-131.36000504825842,-57.121377673290496,-219.6496341056656,-131.94325538584027,D,24.384700598021265,1
51-65,Yes,53.00980250220656,C,C,111.9101026032281,A,150.01668420463113,191.1703247755979,-40.495111106595196,113.22681025084731,C,-104.75754399456531,1
26-35,No,9.940049665601364,E,B,89.0867959719176,D,-51.900865592936675,-45.05787461732728,-34.6300680972867,-50.49463648607713,E,51.435386403798745,1
65+,Non-Veteran,70.18941084692105,C,C,25.393005672091242,C,45.61148133773783,-61.95693071092817,100.60279127224048,163.05976351308357,C,-45.51351905860106,0
36-50,Veteran,-19.08286714554217,E,B,-90.32374462930733,D,-59.848224867942804,75.0182245366475,114.93009615651111,156.2154281205564,C,61.61354950030756,0
65+,Veteran,266.68876979540653,A,C,44.79107687155127,A,248.34808629853796,-173.74371451366875,-120.29706391640964,-78.74157742245531,B,-169.36196923230847,0
18-25,Veteran,26.295195617899992,B,B,106.91541840687957,A,-133.6079070550923,10.545945919462614,-150.2423230240722,-74.04627206906468,A,-95.89396771991616,1
51-65,Non-Veteran,29.131887407704284,D,D,-77.71488472414806,E,139.91203555669435,6.405293169280833,88.38163992237159,22.6633070469467,C,-114.83066271702846,0
65+,Non-Veteran,-41.56474082205979,C,E,40.11893379447521,D,-72.51158353196647,-50.83267584365374,265.2980042121655,11.889392078771076,D,71.71114946956895,1
65+,Veteran,16.764363351833527,E,B,44.19042086225946,D,90.83758414909823,139.76606552461044,54.464039039334445,-44.861125510521184,D,58.97118434255528,0
65+,Yes,-54.010586691307125,E,E,-201.8602442055417,D,56.50380807699717,-41.14474188204884,-23.525386680466458,183.78911976168862,A,-111.64022625088337,1
26-35,Yes,-126.59123457849117,A,D,-109.06632652190271,B,170.43707933138907,-9.535559886562977,101.86951404844795,-114.46688702812335,C,237.0901291551292,1
26-35,No,-7.434985333087833,D,D,53.02852646838399,C,-90.41560338780245,-68.05649660597636,71.16717672553278,200.6478658479839,A,-69.83160446405236,0
51-65,No,-0.4092244639700722,B,D,-55.14643297958231,D,195.87916848345407,-62.18681497281063,-73.10181763560377,-4.501327278134391,E,-40.18949406236982,0
65+,Yes,-67.94626787511184,E,D,-128.29677099240033,C,0.45751543216013535,-15.30325784400151,246.97136395948638,98.76588280200798,E,-25.33344115569176,0
65+,Non-Veteran,-18.601299551288925,E,C,127.40817222025346,C,17.275405129073388,-244.09086133199526,126.4994647779816,-85.06532485717612,C,94.99518738227167,1
65+,Veteran,-8.218432861590752,C,D,-31.411521758311196,E,133.78353671820278,-50.92572511784568,-100.53086660693853,-39.58638237262829,A,-163.01699802641315,0
65+,No,234.44014800927891,A,B,27.502460299186797,A,3.913475803925682,-120.39685691295851,-140.2936633194711,175.4612548106207,C,58.066862071751956,1
36-50,Yes,-46.587995271784486,E,E,-207.64161928185038,D,97.74284096955327,-86.83676784664571,76.21877963134648,44.4283211599441,E,-1.953455058076772,0
51-65,No,-34.209724768101566,A,A,-69.4303019850773,D,16.355682202022756,100.85709017337068,-17.511584948330462,-105.82670568127834,C,112.1660962842494,1
18-25,No,-5.021625419852156,B,D,21.992300876140387,A,-49.230037333958215,-142.51360037327188,-93.80061213709347,30.491231319454336,E,-49.59884576404856,0
18-25,Veteran,99.92957170520552,E,B,-107.92675959594592,D,-31.467735987111244,-35.29921071215431,-14.327530011129074,-22.897628388725476,B,-182.4536994777836,0
65+,No,-105.01410704603119,A,C,51.395960739718106,E,161.39002642619573,-130.77346589880423,99.48197784723806,8.936377819928328,D,74.54868157245623,0
51-65,No,-184.6698994092979,D,D,2.6530451632709715,C,80.9507512816236,39.50989820556045,-107.64916132157833,-152.17297137936035,D,-15.375670797224043,0
36-50,Yes,-157.36506253516,C,C,-102.88359737471966,D,9.23146806618289,113.12155178231538,34.95552362147668,37.27294228482642,E,94.28443002571466,1
65+,Yes,105.11791750896715,B,A,30.251107333410538,C,201.31752273226695,-7.400927446057139,-3.410061839691355,36.3680314391218,C,121.4753458507968,1
65+,Non-Veteran,-117.60839101810849,B,A,239.61956283668968,A,-38.318096425985146,-17.6254139370841,-110.75306913077267,29.760302023300074,A,-104.73871140285004,1
36-50,Non-Veteran,-48.29264912121546,B,C,-80.33275719623293,B,-56.53728237326233,114.55997939299797,-100.05167936131352,-125.82340643272265,C,-40.5769783353522,0
18-25,Veteran,67.01728697789017,B,B,-99.27119740035188,E,48.10512743907376,-140.82262352266702,63.80782461989873,138.19394327787126,C,88.76080569225435,1
51-65,Yes,64.03171572183587,C,E,-78.42373539820906,D,52.4451895497924,49.755509719148684,-54.340194631821305,-172.62509126324676,E,-114.96520612478362,1
26-35,Yes,-47.73632899349271,B,E,0.5383060072171703,A,35.78358968573488,5.373657758854767,-278.81707059186493,-106.16387375053502,B,-210.58623483808074,0
36-50,No,139.60536061871406,A,D,96.11420528657715,C,-68.02215762957124,148.80922609653763,-22.784027633620237,-156.52628197433685,C,-41.16379529378399,1
