Nationality,age,military,religion,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,target
UK,41,Non-Veteran,Hindu,183.04041373689344,C,E,C,8.117822594890118,D,159.50753524886906,-4.552049119323758,D,1
Other,59,No,Christian,-122.532812457833,E,A,E,-14.383458748733027,D,-63.50355985145606,17.591394049234452,E,1
Germany,21,Veteran,Christian,-207.63951075634446,E,C,C,61.90456119064097,A,-43.639223726057814,-0.8152505991744163,B,1
Brazil,40,Non-Veteran,Other,166.93409193588374,A,D,A,-86.197606779014,B,142.23549880385576,-108.75573414619649,B,0
UK,56,Yes,Christian,-111.27592881182436,C,A,B,-12.459559987077085,E,182.59961269927356,-69.17377016145718,C,0
UK,18,Yes,Buddhist,-82.18111482112927,D,A,B,31.692543927659827,D,100.55994959403647,100.75202816179964,C,0
Other,68,Non-Veteran,Christian,-162.20328183710075,D,C,E,-40.21019646680931,C,-84.34413392381724,56.996759441132916,B,1
Germany,78,No,Buddhist,-43.075494212535034,C,B,E,-57.41772006254582,B,118.765981980865,-1.449304608466691,C,0
China,73,Non-Veteran,Jewish,35.95672957841802,E,C,A,19.190022637887765,C,-44.386531912758,176.06415964929133,A,0
India,69,No,Buddhist,-174.19240037701945,A,A,B,111.20569696200097,E,37.366943792589126,75.54357779528698,E,0
US,32,Non-Veteran,None,-106.62322298154675,C,C,B,19.016705965602004,B,241.15588302700536,53.52235441697949,D,0
Brazil,53,Veteran,None,0.6968186226212039,C,E,D,-72.29652447111326,D,-132.70651667004543,18.368719263872887,C,0
Other,60,No,Other,-41.578512501864076,C,C,C,-72.446811340632,A,-64.30623915939086,115.03032246269915,B,0
Mexico,62,Veteran,Christian,-32.280669039970206,A,B,D,42.25230052161174,C,-16.685512704578272,-273.5198565685336,C,0
UK,32,Veteran,None,-35.34725328022702,E,A,B,116.68157813330954,C,-103.60810774812681,-193.19381935767953,C,0
UK,75,Veteran,Buddhist,-278.62604298877426,D,B,D,-61.703198249984304,B,63.26716534651161,-111.55519801826857,A,1
Mexico,74,Veteran,Muslim,41.958754893063144,A,E,E,-27.85517657220508,A,-33.2048921436218,144.49916385210253,A,1
Other,60,Yes,Jewish,-56.985202738842474,D,B,B,130.95411098907323,D,-150.02204590271978,-164.70830672007332,C,0
Germany,73,Veteran,Hindu,45.35914858722728,D,E,D,144.6804990650524,C,105.0927396815491,-144.15924757257812,A,0
UK,73,No,Hindu,-98.36671303003358,A,E,C,-7.381254819259475,A,-126.58830665130833,98.83271966370496,B,0
China,31,Non-Veteran,Hindu,112.02869915034803,A,C,E,63.73585719160927,B,87.27066807855626,86.57520126271912,D,0
UK,58,Veteran,Jewish,117.55748487285496,B,E,D,76.28903148500949,E,-146.84651984039593,144.75187211873575,C,0
India,72,Veteran,None,-7.499267919441331,C,B,B,42.54537801394374,A,11.704511429841098,-29.007066781737873,B,1
US,39,Non-Veteran,Hindu,-10.524207988736675,D,C,D,-2.8418727374501116,D,54.703329629421496,188.51448808288717,B,0
India,42,Yes,Muslim,-19.22987162572514,B,B,A,38.45442324555008,B,-39.59392636346018,-25.75553094609876,B,0
Germany,57,Non-Veteran,Muslim,-84.26603120296444,D,E,C,-36.84750097615764,E,111.00792015455822,-5.583239927956325,E,0
Brazil,75,Yes,Buddhist,-245.7586008507234,A,A,A,-169.53900698650529,C,17.97320629716231,-24.24223538745984,B,0
Germany,29,Yes,Other,-27.491852509924435,D,C,C,-144.59746364236403,A,-39.390959143152145,-56.60317557741706,C,1
Mexico,22,Non-Veteran,Hindu,-82.3287435328771,A,A,B,-40.5029563113782,D,-138.47222462966715,-57.362069797402015,C,1
Mexico,42,Non-Veteran,Muslim,-15.361394879133467,A,A,A,84.03060815930402,D,-26.313902382231312,-97.24421212906734,B,1
US,34,No,Christian,28.371849206536037,D,C,B,-136.53150553706303,B,-90.10699545906171,44.19888930306467,A,0
Brazil,50,Non-Veteran,Muslim,-50.249078531776966,B,C,D,127.05146519313575,B,2.9532448091551737,220.01303725182674,B,0
Brazil,73,No,Other,-159.8943293985835,A,C,A,-29.163436125507967,C,-97.64308594423768,29.90369693910643,B,0
China,20,Non-Veteran,Christian,15.63723183560491,C,B,A,-61.44117684569299,A,42.1010331058141,-68.98876539673746,A,1
Brazil,54,Yes,Jewish,1.8344006349684545,B,C,A,191.86947585416976,A,-63.93467398936963,35.43961030822909,B,1
China,35,Veteran,None,100.17151418991475,B,C,D,152.10721508430217,A,-172.14000026524445,52.34924618894017,C,1
Mexico,73,No,Other,212.6275325542788,D,D,C,-1.2753416898439442,A,-121.73965475505956,75.87708574312234,C,1
Brazil,40,Non-Veteran,Muslim,186.25748584907737,A,B,C,89.47007102052243,C,-35.34402050142145,149.1592187230309,D,0
UK,27,Non-Veteran,Christian,116.87602688845979,E,A,B,-32.203183135267096,A,105.18444935465365,94.97570268068746,C,0
India,71,Yes,Hindu,-73.36539292497964,C,A,B,168.75514593168302,C,-123.85243299029274,-14.691404596373992,B,0
India,54,Non-Veteran,Buddhist,-78.87397977735577,B,E,C,-23.257556733128794,B,-177.10814231970653,-136.1928269029047,D,0
UK,36,Yes,Buddhist,-96.9265310927816,C,A,D,-45.55931889043587,B,-72.5485263042896,-90.81138933675284,B,0
China,40,No,Buddhist,0.14949870385338931,A,C,D,-71.35225816681782,E,-116.09701226128146,154.35017579402157,E,1
UK,34,No,Christian,78.2626911972713,A,D,A,-2.0991852432025153,B,70.39816401161089,110.36237365981201,B,1
Brazil,43,No,Christian,142.71314549700597,C,B,D,-26.423185326069987,D,207.34364129268567,10.567422257336782,A,1
Brazil,76,No,Buddhist,21.26869216502619,D,A,C,17.15607758980376,E,-122.3901509529293,-0.6471903807116216,C,0
US,18,Yes,None,59.31306458801856,D,A,D,-45.06966684753842,C,68.64199124680304,-23.813188627257993,D,0
UK,38,Non-Veteran,Jewish,-16.74129255942801,B,A,C,89.89101161823284,A,-91.20285959991601,-14.076411207839406,A,1
China,46,Veteran,Jewish,29.772394954144303,A,C,D,-119.11571965535424,A,3.567596886835382,-166.41286988590335,B,1
Brazil,33,No,Buddhist,12.878012757233542,E,B,C,68.7953545459811,C,3.8426015377446445,80.97584710719481,A,0
India,75,Veteran,Jewish,-32.92438249955583,C,D,D,-100.2984177818113,E,-122.99978340848001,-2.316641626097602,C,0
Mexico,33,Yes,None,229.19075956837193,E,B,A,-26.959651665531307,E,-0.6785697713896002,22.737662158883982,D,0
Germany,27,No,Christian,-76.04768507393885,C,E,C,30.5512803988928,E,175.5548086065858,-109.68566554981865,D,0
Brazil,77,Non-Veteran,Other,-106.36451272482657,B,E,E,55.27497127463904,C,-108.66474218898755,223.20621314809168,B,1
China,29,No,Hindu,24.61377912877081,E,B,D,2.642390576269152,B,149.37298504332642,93.42757228317033,E,0
Other,72,Non-Veteran,Buddhist,-12.804194697984805,E,A,E,12.17110086559116,E,-136.1601199249132,244.6349323116733,C,1
India,32,No,Buddhist,115.21405190219438,A,C,B,-22.896612121778322,A,4.63266356032574,5.725452191241354,A,1
Germany,27,Non-Veteran,Muslim,-192.24814498959384,C,E,C,49.41762492061106,A,-142.5383439096334,-88.94517925095582,B,1
US,51,Non-Veteran,Muslim,-38.157615640308926,B,C,C,-130.5420581460929,C,-90.37955928191742,-21.311508274125085,E,0
China,51,Veteran,Buddhist,44.58622860043118,B,A,B,99.72712323310226,B,37.76922120719492,-1.4774685925386657,A,1
Mexico,44,Non-Veteran,Muslim,127.86640008467076,D,E,D,-29.318286058681114,D,152.30975355818512,-1.2716660744438917,D,0
China,21,Non-Veteran,Christian,-163.11704292406424,B,E,D,-11.950630845127876,B,92.75618285677693,52.11672823327661,E,1
China,50,Non-Veteran,Other,93.12179505355031,E,B,E,47.18580370899118,C,15.10574157208503,-88.74295506845972,A,1
Brazil,56,Veteran,Muslim,19.687795184869614,C,E,D,164.74333039145816,C,-74.53731697652213,-44.96078480281958,D,0
Other,31,Non-Veteran,Muslim,5.573439410119833,C,C,D,122.2911914971274,D,48.54726371582277,62.18661769813658,C,1
Brazil,79,Non-Veteran,Other,-27.42352624826452,C,C,A,-61.392941346551154,A,-193.57045384582824,-5.484410861812855,A,0
India,61,Veteran,Buddhist,159.87360805931232,C,A,C,-11.420003791980571,A,179.52583407172207,-118.64962771761427,D,1
Germany,46,Yes,Hindu,-24.493813771913057,E,A,B,-142.99004905602268,A,-61.95995487686271,-120.22944128977588,A,1
India,75,No,Hindu,211.14630733951233,D,A,D,-76.89228217081963,D,239.34222865367394,78.16352616950817,E,1
Mexico,68,Non-Veteran,Hindu,-103.36492328609512,E,A,E,12.119799295684636,E,-29.312896010496274,30.368324376680523,D,0
UK,27,Yes,None,132.6827699750965,C,C,E,-61.48334660177822,E,126.57246984403044,121.27820583039886,C,0
India,18,Yes,Hindu,-0.47647969499669296,C,C,D,104.25668764855726,E,-148.55609915873308,78.83775235021812,C,0
India,56,Non-Veteran,Muslim,22.3756170397864,C,D,D,-129.42984744817812,A,-43.101742837362565,-149.82998235342245,C,0
Brazil,23,Yes,Muslim,69.49745669726346,B,E,D,112.73324808228193,A,-117.34123004814643,-178.11782451632106,D,0
US,61,No,Other,187.7754304055843,A,E,D,156.03345227118285,A,-85.08229626632927,117.07865554875785,B,1
Mexico,56,No,Other,54.86696775297576,B,B,B,104.6904382192966,E,-28.653053977806685,-37.26956924392491,C,0
Other,60,Non-Veteran,Buddhist,8.442187950665652,B,E,A,202.4517138153525,E,-49.685387288633954,86.42954837702406,B,1
US,74,Non-Veteran,Christian,130.74085228980414,D,B,D,104.53713582625714,B,-33.95057639342632,60.52432773418994,E,1
UK,27,No,Muslim,12.42091302030401,D,D,E,-22.618866067486444,B,3.7329372661081535,-12.775141119982072,A,0
China,21,Yes,Christian,225.58964623092373,D,B,E,15.143888341103558,E,22.559035747733404,-43.489950884014576,D,0
Other,39,No,Jewish,54.494303326445646,D,C,E,-3.644998158337075,B,97.29958182272232,-190.54695528184547,B,1
Mexico,18,Yes,Christian,-127.86768744532746,D,C,C,5.225309290323691,D,-1.9773600934509497,-42.105096972508704,A,0
Brazil,76,Yes,Jewish,54.622934500981934,D,A,D,-46.49749332569671,A,109.26919168545612,-0.7627902008417032,A,0
Germany,55,Veteran,Hindu,0.2554473014348208,E,A,E,40.261925298043344,D,-0.8087025146796619,26.826686185048448,E,0
Brazil,74,Yes,Christian,-111.58569374576086,A,C,B,-128.71201254776255,B,128.7830901910434,-144.82001590431406,A,1
India,43,Veteran,None,-19.917066513167022,A,C,B,-87.56347114972878,E,88.32972723075184,145.959190416113,B,0
India,72,Yes,Buddhist,56.062329439954596,B,D,E,-122.3837785218671,D,14.282617178584845,-41.49201740240277,E,1
China,63,No,Christian,-5.869615410913078,E,B,A,112.10023185387735,A,6.153628757298473,-242.08897414902975,B,0
US,57,Non-Veteran,Christian,40.07171091517569,C,E,A,-61.08126699565446,B,-233.69291103187487,-113.97776362645146,B,0
Brazil,21,No,Christian,62.55450582532418,A,E,C,-48.41753069166278,E,-131.36427908284278,34.66211448014302,C,0
Brazil,55,Yes,Other,192.6717523666402,B,B,A,-42.12508498874807,E,76.45706368276794,-76.31410531731206,A,1
Brazil,51,Veteran,Muslim,111.50802433578492,C,C,E,28.745874227316964,D,-145.55995298883948,4.61619687249895,C,1
Other,65,Non-Veteran,Muslim,-72.14285318922188,C,A,D,178.9792958359119,E,39.31519903272919,127.57965238916312,E,0
US,43,Veteran,Other,52.19375289451268,D,C,C,53.136200666412336,D,109.26350185904484,-1.4816502157991884,C,0
China,76,Veteran,Muslim,84.11041609735803,B,D,A,-121.76290352974443,E,-153.03818780909813,173.091883417563,A,1
Mexico,50,No,Buddhist,52.494806485124435,D,B,E,-121.27692730393518,B,227.82484625692342,35.614118447762664,B,1
Brazil,50,No,None,-39.05549553141231,B,B,D,109.96698302699856,E,-42.568355309918346,-17.74176521025864,C,1
Germany,21,Non-Veteran,Hindu,168.20755197322995,D,C,B,30.7153436540406,D,114.36422790607598,-105.11856526861261,D,0
Other,56,Veteran,Hindu,69.3246975656077,D,E,B,-84.44000668711334,E,-14.363766541088289,159.52985528347375,C,0
Brazil,65,Non-Veteran,Hindu,38.65769552955242,A,D,E,8.748682012832656,C,-19.42859420552878,124.18166493967573,E,0
UK,41,No,Christian,27.628399667572133,D,A,D,44.536969911094566,A,-13.373108434325351,-12.320125170910925,A,1
UK,44,No,Hindu,93.32668250335846,A,C,B,-14.886500264094671,B,-250.64683965367632,31.686348203140657,C,0
India,21,Non-Veteran,Buddhist,102.24759003004095,C,E,E,-35.86985603809551,E,106.52894207378402,-139.46047227407243,C,1
Germany,32,Non-Veteran,Jewish,54.5845869880343,B,C,A,-51.436455795625015,A,79.2110094372812,265.4231699442853,B,0
Brazil,66,Yes,Hindu,163.0497470762799,E,D,C,55.70653983398145,B,-65.17457979451311,7.227560779337447,E,0
India,50,Veteran,None,282.01490083362194,B,A,E,-35.91247621317134,E,91.27281178616941,3.3411839655477302,E,0
China,47,Yes,Christian,-16.433634179954726,B,D,A,-65.35846798788111,D,110.5876251733323,26.02344727695179,B,1
Other,44,Yes,Hindu,104.38129384951577,A,A,E,74.14034063155275,D,-37.511715686959064,-134.84668219226657,D,1
India,28,No,Muslim,-117.90406793385138,A,C,B,-12.567646079507988,D,-103.24249071352835,-29.71773822760433,C,1
Mexico,47,Yes,Christian,-1.1873931601693997,B,D,B,44.46263744451795,A,-270.3913062120328,60.18608496906865,B,0
Mexico,34,Veteran,None,59.908568289458174,D,C,C,76.1150114771298,E,65.9700611465081,88.50402989258949,A,1
Other,48,Yes,Muslim,97.55303225133606,D,C,A,-25.947503734108796,C,61.42559990281104,20.49996900173606,A,1
Mexico,62,Yes,Christian,-40.79003002031527,E,B,C,-45.585413313160096,B,31.51206542972775,17.85258235228477,B,1
China,46,Veteran,Buddhist,-260.42424757383793,D,C,B,82.90225994144451,E,63.59299434671243,55.209128825507825,A,1
Mexico,70,Non-Veteran,Christian,118.63275444692769,A,D,B,153.12124706762236,A,57.68743614484171,-126.88353664890306,C,1
Germany,54,Non-Veteran,Muslim,134.06764133985948,B,C,B,9.625427355723101,D,16.20751273294884,8.753058303552825,A,0
Germany,42,Veteran,Christian,172.02584449417526,A,B,C,-5.07488987814427,E,-53.8174713716675,83.41427973979617,C,0
Mexico,36,Yes,Muslim,71.53168240714797,A,E,D,160.0147564966001,A,-104.63815572375661,53.13093774787174,C,0
Germany,47,No,Hindu,7.372015398313144,B,D,C,179.9403695605737,A,65.55301945434718,51.388203252812836,B,1
US,44,Veteran,None,-26.179774264442834,C,A,D,20.933926991955737,B,160.9268510210041,31.49825049587431,C,0
US,64,Veteran,Hindu,36.07646127531433,C,A,B,-65.364120242042,B,5.121708068005798,-41.988279082949255,E,1
US,29,Veteran,Muslim,-31.655438633343806,B,A,E,-77.03638669291082,C,-127.80910645119758,-8.507406161151168,D,1
India,47,Non-Veteran,Hindu,101.90404864329896,C,B,E,166.51855673924746,C,39.56240702347687,11.769668804896796,D,0
Other,66,No,Buddhist,-120.28504137471761,E,A,E,58.89226038898179,D,-26.499742089972383,-80.50046258239126,A,1
India,43,No,Jewish,189.5534126779062,A,A,D,-29.256390817533656,C,-149.32157260951954,196.20415388080826,D,0
US,37,Yes,Other,146.33775917578345,D,A,B,198.40341893861114,C,-85.44345415655008,-14.206960296103565,E,0
China,43,No,Other,-162.91844370144088,B,A,D,33.19226351628306,D,93.36733083416982,-85.49728868048989,A,1
US,76,Veteran,Muslim,-0.31946003553486507,C,C,E,-162.7329844438195,D,80.94689983261529,68.65623887951313,B,1
Brazil,71,Veteran,Christian,-36.83362999276277,B,B,C,17.430335397124026,B,100.47736534434999,5.904297219998399,B,1
Mexico,52,Veteran,Buddhist,5.670222179612299,B,C,E,105.92266271214766,A,-104.79502358910764,-106.43150474161354,A,0
UK,64,Non-Veteran,Hindu,48.54581193563932,D,E,E,-25.165042696108124,E,146.51765217086285,14.765503513883713,C,1
Mexico,57,Yes,Muslim,198.97482452053765,A,B,D,-140.36953626811137,C,76.67478832311483,23.347367309440216,A,1
Germany,53,Yes,Muslim,55.180657324249594,E,A,A,90.75602740056954,E,-11.304588051177939,126.57559781538359,B,1
Germany,29,Yes,Other,85.97414001168893,E,A,A,11.2397416259462,A,-59.95574496226293,123.2951387749329,A,1
China,59,Non-Veteran,Muslim,85.12858990085141,D,A,D,-88.52934681129804,D,-92.42189169474057,-91.56162207384669,C,1
US,73,Yes,Jewish,-242.77852443467523,D,C,A,-34.80256337441167,E,149.31704136846346,66.6083431614687,B,1
Brazil,63,Yes,Christian,-45.6283749267007,E,A,E,-30.508806715829177,B,-206.76772925248028,4.783983778788578,E,0
Brazil,54,Yes,Buddhist,174.43040849477217,E,A,B,-144.6628209595921,A,84.05792486326118,-45.45345821173733,D,0
India,48,Veteran,Muslim,40.57568496572335,E,E,C,-171.05985776123146,C,111.39339465500268,-73.43484959924244,B,0
Germany,60,Non-Veteran,Muslim,-74.03285498631148,E,B,B,-74.72504205076181,D,111.30455279477766,50.47221513664573,A,1
Mexico,28,Yes,Buddhist,-39.14490469210108,B,A,C,-105.17771375950625,C,-92.14746141234129,61.37011729041725,C,1
Brazil,30,Yes,Hindu,-124.02383104992234,D,C,C,-42.19193238427684,B,-120.45537243097668,-34.9088635322752,C,0
Brazil,70,Yes,None,-18.019166559876414,A,A,E,196.79447986629947,B,-18.202449165637706,13.445056127402466,A,0
Brazil,41,Yes,Hindu,-223.42681264804233,A,C,E,-82.11614913041919,B,-117.30713670996711,45.8098068882196,C,1
UK,28,Non-Veteran,Other,-6.085172981824232,C,D,B,8.921221336647772,B,51.99115892465899,-83.2179781625725,B,1
UK,42,Veteran,Buddhist,-12.64956487903387,A,B,C,-94.80137490822756,D,49.35521303187552,-45.42785271326271,D,1
US,67,Non-Veteran,Other,-201.03337900327264,E,B,E,-81.05291372066937,C,-93.50561047022727,124.19422825460491,E,0
China,73,Yes,Hindu,-97.98612056931937,E,A,C,33.14942208644009,C,82.57322253442157,-100.5376103769191,E,0
Mexico,72,Yes,Buddhist,-126.6666406646869,B,B,B,-170.42327702417023,A,58.51708015305327,-138.35884549395152,D,1
UK,68,Veteran,Buddhist,-28.89018065401214,C,B,D,-141.03730361554844,A,-196.08286934710597,-183.19690828940924,D,1
India,78,Yes,None,-53.816231994131414,D,D,E,-42.18598261810498,A,124.64389109893581,-48.77359906377922,A,1
India,77,Non-Veteran,Hindu,73.56485317465471,A,B,E,61.59051917429632,D,-51.85464646355995,126.10191583839345,C,0
Brazil,78,Non-Veteran,Hindu,-60.21580831246097,C,B,E,62.53565250269018,D,99.41920432700219,-27.89481423073219,E,0
US,41,Veteran,Other,-128.42311278305064,E,A,D,-38.74459295358697,C,-13.186396033305936,-58.18162005938967,C,0
Germany,72,Veteran,Jewish,54.386483616491724,E,C,D,-92.01403616726354,A,-74.37518547358032,37.46005492808423,D,1
UK,43,Yes,Buddhist,3.6013112734243187,C,A,D,-216.13143230555227,A,-83.61880961658062,-92.45628786390931,E,1
Mexico,49,Non-Veteran,Jewish,-41.738062599539674,E,B,D,48.16613772821014,E,26.590308646363763,79.01068464129006,B,0
India,35,Yes,Hindu,-75.56405399802092,E,E,A,78.72028722832258,C,-53.54803778336789,10.84212509621537,B,0
Other,18,No,Muslim,103.32332720503206,B,C,B,62.057801710067,C,170.69523087139837,153.39055562706702,A,1
UK,23,Yes,Other,0.48204593745327345,E,A,B,-73.21264849820658,E,-115.16764597105396,9.256081125262183,C,0
UK,50,Yes,Christian,-24.77679609501336,C,D,B,55.06020098539604,C,-228.897987054417,237.33386508675144,C,1
Germany,53,Non-Veteran,Other,-137.65832203732572,E,B,B,272.39999760731826,E,51.17838378806054,-146.62590768627007,E,1
India,31,Veteran,Muslim,-111.50945225361808,E,C,A,129.1580768507205,B,82.1094532844892,-26.92985356024244,D,1
Germany,32,No,None,-42.99599487227974,B,E,E,30.625214745985417,A,141.45647043820887,114.84762259137153,A,0
India,28,No,Muslim,69.8316440611493,D,C,C,68.79565582676031,E,-11.698094427866806,-203.00985896214735,E,1
India,63,Yes,Muslim,3.339619265266806,D,D,D,-160.43832822651189,A,82.7755523054307,-131.65819724407038,C,0
Mexico,22,Yes,Christian,-61.869135360334894,B,D,B,-30.87473534416371,C,-84.89854322428295,156.30131341132738,A,0
Other,38,Yes,Jewish,-49.76514750989921,E,C,E,-39.813641286803644,C,-64.24474259006173,73.57486044485586,B,0
India,58,Non-Veteran,Christian,-112.50179093222353,E,C,D,-121.4442931830007,B,92.60935686051745,-30.13141712271651,A,0
China,44,No,Hindu,-26.7397118120504,A,B,B,-62.14776446020398,E,-55.755776494585874,168.56667741420551,B,0
Brazil,36,Non-Veteran,None,-79.38336785905777,D,E,D,113.59520908976958,B,39.512240237541015,181.73187753579376,A,0
India,65,Veteran,Christian,155.0308798123461,E,C,D,23.51657431139542,C,-109.50557449248741,-87.02391857481119,E,0
UK,44,Yes,Muslim,-89.90906733637333,D,B,D,29.114327249424214,A,73.17871003660737,115.00759779671863,D,0
Other,54,Veteran,None,116.4802790816596,E,E,B,31.659466775856966,E,-166.72836771257434,37.99958129057098,D,0
Brazil,50,Veteran,Hindu,35.67824680663334,B,C,C,57.564983581453646,A,56.88792226943472,-244.838244260804,D,0
Germany,61,Yes,Christian,-90.6063971961381,D,C,C,39.449332021254975,C,-169.82504479275707,-30.94165988333717,E,1
China,25,No,None,-141.66968597635156,E,B,E,-205.84205184327763,A,57.47042795700372,140.51227174466524,E,0
China,40,Yes,Muslim,128.82930883346856,C,D,D,-26.68935644168295,D,67.0902826594491,-160.42374896660888,C,1
Germany,38,No,Jewish,-67.07256315260027,D,E,E,-46.18909265515984,C,-56.68007876010083,165.97218836226807,E,0
India,19,Veteran,Jewish,-78.68466489913972,C,C,A,60.703787617199204,D,138.19529547632612,-134.23626854735622,A,1
Other,59,Non-Veteran,None,-168.23751312657885,D,E,E,-122.35984047930721,E,14.291557700459059,37.57637690568676,A,1
India,54,Veteran,Other,-143.93894904531808,A,B,C,-43.151973455549054,D,44.422899153236045,48.45574615220366,E,0
Mexico,69,Non-Veteran,Buddhist,-30.327884869518574,B,A,C,-13.741638455274934,C,-47.93396758818354,-104.99635121716977,C,1
India,76,No,Hindu,86.85262169731675,B,E,B,-6.61784648043431,D,50.19300444521049,149.57676592144526,B,1
India,68,Yes,Hindu,-25.310181210084142,B,A,B,69.08635673315175,A,191.6347144114563,1.9107232809904653,E,1
India,35,Non-Veteran,Christian,-69.1772647531617,D,E,A,205.5604489280358,D,-140.1589855556129,125.38286891822396,C,0
US,38,Veteran,Jewish,-23.987538384186482,B,C,A,6.73321640872918,B,49.99066994957767,226.2324828110548,A,0
India,43,Veteran,Buddhist,26.1533552506894,B,E,D,-148.0177742739034,D,-69.48082323755467,83.49998915077805,B,0
UK,74,Yes,Buddhist,65.96572899459115,C,D,E,24.25358311076472,D,63.77228893160362,131.4991471982765,E,1
India,43,Veteran,Christian,37.55430549829593,E,B,A,104.80564446048281,C,27.478936542791544,133.20419851161594,E,0
Mexico,27,No,Other,-1.0477780376981847,D,C,E,-142.60887091981863,A,87.16467311594054,51.00641335471092,B,1
Mexico,55,No,Muslim,41.046450565966914,D,D,B,212.3414621449016,B,-57.787947363819946,-59.846099242366,B,1
India,75,No,Buddhist,152.29551247036093,E,E,D,84.71077834726934,C,-118.53130485329906,107.06313240226288,A,0
Mexico,43,Veteran,Other,-120.77697093436215,E,C,B,-135.4844847621011,B,-64.51780018476953,-37.25362032610386,B,1
Mexico,19,No,Muslim,-86.44989351244242,B,E,B,-12.947163573553066,E,-77.06243019112416,-166.06222256502093,B,0
India,72,Veteran,Buddhist,-52.164061880852486,C,C,B,-89.08130011104404,C,-38.820883889757965,-85.85149962826344,D,1
Germany,42,Veteran,Hindu,-21.28267556185524,A,E,E,115.2227666570175,E,4.767003053927694,-149.06380587063407,E,0
China,47,Non-Veteran,Buddhist,26.093783865497493,C,D,A,104.91567058762246,A,16.834415742823712,-135.4996496891451,B,0
India,72,Yes,Muslim,-44.24117880537056,D,E,B,-24.58334408235087,E,-32.14394047477367,-2.343514640691875,E,0
Brazil,61,Non-Veteran,Christian,-47.67022996440445,C,D,A,-12.485261912009284,D,89.52555254548462,35.31695016308989,B,1
Other,50,No,Hindu,-65.54493706464145,D,E,C,-71.96264878769891,A,-251.15956738023692,246.23472244484304,B,0
Other,37,Veteran,None,-11.878739356590925,E,A,B,-12.769960023166425,B,-144.48675453021903,159.38535878948764,A,1
Germany,62,Yes,Muslim,-66.17093705166751,A,A,C,-128.31075068704644,C,-46.46236380890782,-104.76164546008829,E,1
India,36,Yes,Jewish,-10.611255998531083,D,E,D,-144.20428521857565,E,-25.305623772835922,-114.01297026830555,D,0
India,40,No,Hindu,6.97059832428583,B,C,A,133.92705041635196,D,-84.13017962774165,189.9909814068403,B,0
US,76,No,Jewish,-56.678769618911254,E,E,D,107.49609640169847,B,-51.997309149562746,66.31729279448952,C,0
Mexico,51,Yes,None,-34.63651549401084,C,A,C,245.29929887096102,E,34.2130823210031,-149.38326904610577,D,1
Other,61,Non-Veteran,Hindu,71.12095612146796,D,C,A,27.322263681394453,B,4.875857216784161,-58.99299823961525,B,1
India,50,Non-Veteran,Hindu,-17.860741040588987,C,C,B,-3.993085912732087,D,230.3125251319481,-19.09855439080913,B,0
Mexico,73,No,None,2.213731561113188,A,A,D,-98.47367172719491,E,64.25179083337747,-191.10283789535134,E,1
US,62,Non-Veteran,Other,155.91776588920854,D,D,E,18.143143820167204,E,141.56226916853086,-137.52439419617878,A,0
UK,50,No,Other,190.27491937594849,C,E,B,-77.44697284422159,C,79.29805766078995,-86.6252877775476,A,0
China,78,No,Jewish,81.43954283736348,A,A,E,-59.15796041109071,D,-76.50219716555198,22.92827409312904,D,1
Germany,57,Non-Veteran,Other,6.786207090917761,B,A,A,55.33790054064719,E,175.07496852686438,137.65826329573022,A,0
Other,36,No,Buddhist,69.3049179422999,E,A,E,95.29128220199414,E,116.74452684486852,-189.66798703208528,B,0
Brazil,20,Yes,Buddhist,25.51648060707595,E,D,C,249.05831889264172,A,33.55116457843849,-1.3616737069760283,E,0
Germany,71,No,Christian,-72.93699645234511,A,C,B,-136.05528139455524,B,-40.29033987696662,-48.62521069203119,B,1
China,49,Veteran,Muslim,-49.33588649631949,D,B,D,-110.6462289974282,B,222.06033761962712,-121.47808743298896,B,1
Brazil,48,Yes,Other,-109.45022589905659,A,B,B,-113.83151432589847,D,-63.45259380683327,-78.25920648946133,D,0
UK,52,No,Jewish,160.60494408414803,E,B,E,113.7325797765591,B,-125.21033869260934,97.74219514214015,A,1
Brazil,19,No,Other,-8.10196332116339,B,E,C,86.34912929354846,C,-81.21615600976128,-102.79978218079604,B,0
China,29,Yes,Jewish,-41.670783553532694,B,C,E,-113.10775396773171,C,26.09868246651007,-112.61965960168973,D,1
Other,74,No,Other,-28.05804048312302,E,B,B,-111.79251067658191,A,91.67709412340909,-40.371789804365974,E,1
Brazil,46,Yes,Christian,134.29577131761832,D,D,A,-118.30117864926638,D,-69.83146212959952,37.42524678654608,A,0
Other,53,Non-Veteran,Jewish,-116.61620656292743,B,D,C,22.591282309383708,A,59.63556706895017,-125.96254557812401,E,1
UK,59,Non-Veteran,Buddhist,-112.51023892201712,B,E,D,19.616550318410432,C,-158.08524546311452,161.20315553759255,C,1
Brazil,22,Non-Veteran,Buddhist,66.49834688164388,A,A,E,-17.948037159036367,A,1.09285843447657,-93.31773731687,C,1
Germany,62,Non-Veteran,Buddhist,294.20672222471063,C,D,E,164.7371110235399,D,-27.336097841098905,67.57942572507797,E,1
UK,58,No,Buddhist,-80.67871079678982,D,C,D,25.172232031929948,B,30.537948287363427,19.31287433429808,B,0
