faith,Veteran,married,genero,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,target
None,Veteran,Married,Female,C,144.36067457409501,A,E,C,D,A,2.7855267633820358,42.62387899692506,B,C,71.11309274692043,1
Christian,Yes,Divorced,Male,B,-138.43766987376338,E,B,E,B,D,5.516943373987822,-69.53275274232601,C,C,65.06421049810942,1
Buddhist,Non-Veteran,Married,Male,B,104.95208718035857,A,D,A,C,B,-87.78113671081373,-26.827528232225056,D,C,-30.86162862319513,1
Hindu,Non-Veteran,Married,Female,D,135.52479749955026,B,B,B,E,D,70.52262247379895,74.4398532375668,A,A,-53.45155210270431,0
Other,Non-Veteran,Divorced,Male,B,-60.79475963234899,A,E,E,C,A,101.0628020351981,-146.80967466661585,E,C,223.0306412455419,0
Christian,No,Divorced,Male,B,-223.79825907372407,B,C,C,A,A,-9.31971669752261,-100.33832594949979,C,E,45.48361733366412,1
Other,No,Divorced,M,A,-71.58210353874017,E,B,B,C,D,33.8423450228601,15.496945681913326,E,D,-100.24857319680005,1
Muslim,Veteran,Married,Male,A,54.06411376502642,B,B,B,B,B,186.8244916622028,-82.97993822266064,A,B,66.27408845506059,1
Hindu,Yes,Single,Female,C,96.11428852625005,E,B,D,A,C,154.0671729674208,-17.502994418235836,C,E,-14.215795316105915,0
Other,Yes,Widowed,Non-binary,E,-195.22630403321438,D,E,C,D,C,-56.36897326360278,-3.5920297692890353,A,E,-15.097321760048033,0
Hindu,Non-Veteran,Widowed,M,E,-104.43733729112768,D,E,E,A,E,44.48449450733758,-23.637043017804015,D,A,-26.79848477395791,0
Buddhist,Veteran,Single,Male,E,-50.20598008805568,C,C,C,D,E,-4.3665229986365155,24.484330787839955,B,C,-8.509324760146113,0
Christian,Yes,Divorced,Non-binary,C,12.395416538173917,C,A,B,B,B,149.37030396991383,66.1655458983807,D,A,-36.86517317355826,1
Other,Veteran,Single,Female,D,38.89506044704127,A,A,C,A,A,-113.99944658892103,68.37102625288802,B,A,27.881652158256472,1
Hindu,Veteran,Divorced,Non-binary,B,44.46530952352026,E,C,B,B,C,-61.502283635004865,-26.985421731921083,E,A,-19.063957207136323,0
Hindu,Non-Veteran,Divorced,Non-binary,E,-32.692120678616426,A,C,A,E,A,-38.5126923428361,-137.70734079851783,D,D,-63.556837554256106,1
Christian,Non-Veteran,Married,M,B,155.3642377556814,E,C,C,E,C,-55.79078525747215,87.69430639572116,C,A,108.11112497873154,1
None,Non-Veteran,Widowed,Non-binary,D,-62.2442861825973,D,A,B,E,E,-14.702083206339475,-116.72221721939766,D,B,-99.07414610475278,0
Muslim,Non-Veteran,Married,Non-binary,C,102.72547212333598,E,D,D,B,B,40.5509987107401,84.28377919358569,E,C,-61.35345404674393,1
Muslim,Veteran,Married,Male,A,-24.441502413983006,A,C,E,E,C,29.83127855475009,-56.68083008455089,C,A,55.266382267114956,1
None,Non-Veteran,Single,Female,B,-99.43824388756212,D,C,B,D,D,70.80498648810301,-229.09477737763058,E,C,-16.255983693389233,1
Christian,Veteran,Divorced,Other,C,97.95591943606881,A,B,B,A,C,144.92973468741508,140.34360587512163,B,C,75.22306041799219,1
Buddhist,Yes,Divorced,M,D,56.07313729859612,B,C,A,C,C,88.53160465111236,-159.31131013497165,C,A,27.263187591437887,1
Buddhist,Veteran,Widowed,Other,E,-49.29006382343372,E,D,B,B,C,130.80128232264448,127.37518298305284,A,C,188.7876256382049,0
Muslim,No,Married,Female,C,140.5282470340073,A,A,B,D,C,221.42582637238854,189.99574690256452,D,C,101.33742606573959,1
Other,Yes,Single,Other,C,-24.40761037645626,E,E,D,D,A,-67.82575349707155,112.91266463629125,C,E,-127.7413641616314,0
Muslim,Veteran,Divorced,Other,B,-95.70157694651388,E,B,D,E,A,-14.526516865522593,53.638161700615086,D,A,214.82115124123013,1
Hindu,Non-Veteran,Married,Other,C,49.25834241919645,A,E,D,B,E,253.1089437664543,125.89617696107653,E,A,-21.128657831256373,1
Buddhist,No,Divorced,Non-binary,E,86.87816448589484,A,C,A,E,E,100.84889740762269,-138.28863246098558,D,C,114.5776271287299,1
Muslim,Veteran,Married,Other,A,-128.76553951367362,A,B,A,B,A,-30.677379806620035,52.873867861170545,B,D,-43.662671299057585,0
Hindu,Veteran,Widowed,Male,D,-9.893039362176346,E,D,C,B,E,65.61581887689778,31.539694407116077,A,D,-30.94044577107131,1
Buddhist,Veteran,Single,Non-binary,B,10.325663587784488,E,A,B,D,D,115.09754761017984,138.0368895183856,C,D,-14.415276574229463,1
Hindu,Yes,Single,M,E,101.0101325984894,E,B,B,A,C,55.46504376352851,-22.31072366207964,E,B,148.88195887424487,1
None,Veteran,Single,F,D,-180.65937753112283,D,D,E,A,C,-16.585092836307247,59.66304091589003,D,A,-73.95862764553279,0
Hindu,Non-Veteran,Widowed,Male,B,3.5600268307953904,B,B,C,B,B,-96.12895944842596,111.50239061521474,E,D,34.3813449658745,0
Christian,Non-Veteran,Divorced,F,D,-46.95866551093815,E,A,C,C,E,-87.4116189474981,-12.63240482655237,C,A,-39.01028348055041,1
Jewish,Veteran,Divorced,Other,A,-148.66825592939412,A,E,E,D,A,-105.36082645575011,-266.27842878100034,C,D,64.14338623298707,0
Muslim,Yes,Widowed,Male,C,112.59108542589351,B,A,E,D,D,-137.17186680813475,-54.37873354032946,E,B,32.86805972001107,1
Buddhist,Non-Veteran,Divorced,Female,D,75.80818339084847,D,B,D,E,C,-191.47625812991163,-48.29765207885453,B,C,118.00642526554206,0
Buddhist,No,Widowed,M,B,157.35535944140437,A,E,A,E,E,9.072995333779796,-132.72548853908918,C,A,59.15684278257296,0
Jewish,Yes,Widowed,Female,D,-92.44591083797191,E,D,B,C,E,197.0869572167894,94.07180894717459,A,A,101.2874109944625,1
Other,No,Widowed,M,D,38.75012082720822,E,E,B,C,A,-72.82742606485671,45.1599918282978,B,A,163.7883227439967,0
Buddhist,No,Widowed,Other,A,-86.60947340375648,E,A,E,B,E,-123.57932256311463,-21.556523604287253,C,B,-84.03490374073269,0
Other,Non-Veteran,Widowed,Male,C,-78.32370123939273,C,B,E,C,D,137.77756182038064,-75.36826432125761,A,B,47.422711105518935,0
Buddhist,Non-Veteran,Single,Non-binary,E,-110.44586787740398,B,E,D,D,D,95.49059846441328,-79.38791922063976,B,A,94.26061245417452,0
Other,Non-Veteran,Widowed,Other,D,-2.4996585511381344,C,C,E,E,A,-78.23316271026383,25.22384244090089,A,B,-50.28082098992781,0
Jewish,Veteran,Single,Male,D,-118.88204340435655,B,E,C,A,A,-3.7698860200881743,-1.3160534368944365,C,D,-23.15929561383459,1
Hindu,Veteran,Married,Other,A,99.473142652261,C,D,E,B,B,-1.0226010932199723,53.258542615788095,C,D,-326.04410175237865,0
Muslim,No,Widowed,Other,B,-55.882092125429224,E,C,D,B,E,53.76762704025049,35.85048114391808,C,B,63.81330564145481,0
Muslim,Yes,Divorced,F,D,-31.616173721082454,C,C,E,B,C,161.18475638690583,-26.667479022966393,E,B,17.78752048840548,1
Buddhist,No,Widowed,Non-binary,D,33.24461459674446,D,D,C,A,D,57.141279029212534,83.72938934433546,A,A,-22.691657348769752,0
Hindu,No,Single,F,E,-35.92171864439291,E,E,D,B,B,-181.46016424565187,92.86286620569823,B,C,-6.022250240211878,0
Hindu,Veteran,Widowed,M,D,77.14467128247573,C,D,A,C,E,-1.9473548620234642,48.22385028281187,E,A,-45.52656095559927,0
Christian,Veteran,Divorced,Male,A,-262.13598362509265,C,D,D,E,C,155.20744242380536,194.717038877168,D,D,51.02384916094083,1
None,Non-Veteran,Single,Other,B,-5.676588260922952,C,B,B,D,B,29.535880402970943,-13.602075420622578,C,B,124.1090609160807,1
Buddhist,Veteran,Divorced,Non-binary,E,-14.862417495470151,C,B,C,A,A,-1.0535079887646837,-18.14213393892459,A,B,109.5469508338934,0
Christian,Yes,Widowed,M,C,-114.72650355241902,B,D,E,E,B,75.13458074040767,-30.566415233075166,C,B,-79.78211312823944,0
None,Yes,Divorced,Non-binary,B,-34.93613105027562,E,D,D,A,A,168.57674592793762,-58.62544283020233,E,D,8.967402899828887,1
Christian,Veteran,Single,M,C,152.25367187715818,D,C,C,D,B,116.208940882912,128.17276425004533,B,E,67.70459427689606,1
None,Non-Veteran,Widowed,M,C,-51.859842267341904,C,C,C,D,E,118.43797887057042,151.22194082522918,B,E,45.36409116391516,1
Hindu,Non-Veteran,Married,Female,C,-103.38941868233698,C,C,D,B,B,5.213278758410687,-192.0220923004468,B,D,0.1478336099118865,1
None,Yes,Married,Non-binary,D,-82.41294094375283,C,A,E,E,D,-18.97288841922709,-170.34953324058307,C,D,-7.146350047394005,0
Muslim,No,Single,Male,E,-44.319097689771816,B,A,B,C,B,13.165954109707192,-219.57001487552574,C,A,-42.769271202903056,1
None,Veteran,Married,F,B,19.89844080754906,A,C,A,D,C,80.79221518280124,-51.48913589524133,C,A,31.853523201967192,1
None,No,Widowed,Non-binary,C,-69.96995313557676,B,D,C,B,E,80.85884156827092,-259.5326242639975,E,E,-100.53549637677797,0
Other,Veteran,Divorced,F,C,-115.28050010467203,E,B,E,C,D,50.15921999572955,-128.28508040619286,E,E,68.67525432154943,0
Muslim,Yes,Married,F,E,125.19561520789837,A,D,D,B,E,-298.2511512239048,-109.96354047323544,D,E,48.341635863386614,1
Muslim,Yes,Divorced,Male,E,-19.916409871518702,A,E,A,B,E,63.61335116859852,-32.6636232790326,B,A,34.888437641749626,1
Buddhist,No,Divorced,Other,E,-115.94843938676436,E,C,B,E,D,-43.3585805829655,-0.08555868257853565,C,B,-71.0705652094763,1
Muslim,Yes,Single,Non-binary,A,-54.49890005696268,C,A,A,B,D,127.25659606239925,116.70877846938477,A,C,-14.060638865791478,0
Christian,Non-Veteran,Married,Other,C,25.64220601051419,A,B,C,A,B,141.33397087535278,43.744314799951304,E,A,24.485556704462486,0
Muslim,No,Single,M,D,-101.01962639362358,D,B,D,A,A,-162.61168410079364,93.67965946841412,A,D,-131.49896010484022,0
Christian,No,Married,Female,E,-85.28815202893661,A,E,C,D,D,-68.69055576134149,-221.27598418191116,C,A,-149.27568454055324,0
Hindu,No,Married,Non-binary,D,44.67063386633671,E,E,E,A,B,54.34104584009758,-78.70107530442448,C,D,-50.620447863429796,1
Jewish,No,Divorced,F,A,-195.38395090249736,D,E,D,C,B,73.99651186053707,163.23360264332874,C,E,-10.795610519039455,0
Buddhist,Non-Veteran,Divorced,Other,E,-61.23971657247057,B,D,E,B,A,-29.367673243528635,11.897452181374591,C,D,42.54235125254062,1
Other,Veteran,Single,Female,A,-201.65880486053678,C,B,E,B,A,39.44364423379452,-108.37401593252689,B,E,52.264875087062826,1
Hindu,Veteran,Divorced,Female,D,-78.41120628191848,A,E,B,E,B,220.6408749333985,91.19550400239146,E,B,15.479021810604495,1
Buddhist,Non-Veteran,Single,Female,C,131.97354120650652,C,C,C,A,D,5.700113193338517,16.93242084268061,C,C,173.7935514185979,0
Hindu,Yes,Married,Male,D,-30.677050552400388,B,C,A,C,D,-208.86400070694665,156.11223642152,A,B,132.7977996684766,0
None,Veteran,Widowed,M,C,86.23289432051291,C,B,C,A,D,-84.92282323303549,-236.18388258971765,C,C,115.17770531563973,0
Other,Veteran,Widowed,Non-binary,B,35.05141611349235,E,E,B,E,E,42.78374940567766,-7.022051655505446,D,D,-52.43928670180678,0
Muslim,Non-Veteran,Single,M,D,-123.20097873342557,C,B,A,A,A,-108.47462413955743,-108.7368671606813,B,A,-117.5249995197052,0
Buddhist,Non-Veteran,Married,Non-binary,E,80.86414683586382,C,D,B,C,B,-145.16827991822544,-55.095279717587374,C,E,-53.64680412434202,0
Christian,Yes,Widowed,Female,E,-79.02698018987489,C,A,C,D,C,52.7138335669717,117.75010462175402,A,E,97.99919343789007,1
Other,No,Widowed,Female,C,-58.6429437190463,E,B,D,D,A,-199.93288555644685,-51.826631269109626,A,C,-3.9030479427227247,1
Jewish,Yes,Single,Non-binary,A,-37.89686171461562,C,A,B,D,A,-29.953773078418312,7.6843752979967235,C,A,-48.39617197302679,1
Christian,No,Single,M,D,147.85000893423103,B,C,E,B,E,73.8378773587936,216.38767279867892,C,D,253.41636806998955,0
None,Non-Veteran,Divorced,Male,D,42.81916267231994,B,B,E,B,C,-75.07800594171472,78.55616523692966,B,A,126.33270678703819,1
Christian,Non-Veteran,Divorced,Other,E,-39.544255905422794,D,C,E,C,D,111.58392119297085,201.95558386583653,B,A,-7.05129887975607,0
Muslim,Veteran,Widowed,Other,A,76.24620038913567,C,D,E,E,D,16.29515207626286,64.23388770080388,A,E,24.554188356863133,1
Other,Veteran,Widowed,M,B,-37.33016420559647,D,C,B,D,D,-115.2375318686302,63.29177483401611,A,B,39.75796476558375,0
Christian,Non-Veteran,Single,Non-binary,B,-132.8642571234141,D,B,A,C,B,110.09822664999724,97.13526758559544,A,B,-134.18049762063345,1
Other,Veteran,Divorced,F,A,137.36679847330913,E,B,E,A,D,112.98359113207096,-61.65716372987965,A,E,-96.8466960744325,1
None,Non-Veteran,Widowed,Female,D,-63.30781017570056,C,E,E,E,B,-57.36585445321991,-90.26300937051006,E,B,-16.84234600921839,0
Buddhist,Non-Veteran,Married,Female,B,-97.45412946806675,C,D,C,C,A,-19.890103533710402,84.80602687060713,A,C,-18.166400688212963,1
Buddhist,No,Widowed,Male,D,148.87470306655194,B,B,C,B,B,-178.32003774661578,-238.52985891157581,E,A,47.144684142264055,0
None,Yes,Widowed,Male,B,170.19459165885206,C,D,B,E,A,-119.38226462741679,-26.523706922529662,C,D,41.09281916098059,0
None,Veteran,Divorced,Other,D,16.79706842701492,A,C,C,E,A,-154.59738796122292,-48.090198820574685,E,E,-87.06160233362702,1
Jewish,Non-Veteran,Single,F,D,11.594754005820022,A,A,B,C,A,156.53090870793545,128.60263840623506,E,D,-15.48086311310839,0
Jewish,Veteran,Married,Male,A,-92.85373520836691,B,C,C,E,D,-82.21390370926505,99.41508262607873,C,D,14.55842153544954,0
Hindu,No,Married,Non-binary,C,-122.65959350223477,D,C,C,E,C,-83.6387912255568,-75.01028784239249,C,A,142.19890966088812,0
Buddhist,Yes,Married,Female,E,107.2083348156505,D,C,A,B,A,209.5737838460508,-13.591641709128247,D,D,-78.21633362931937,1
None,Veteran,Widowed,M,A,-130.13706212283688,C,C,E,A,D,48.07190103197792,145.27620780411675,E,C,52.03844467895191,1
Christian,Non-Veteran,Divorced,M,E,19.542002337007396,B,D,A,A,E,-84.00967760866446,-23.965116195261924,B,E,-345.06626542127617,1
Muslim,Yes,Divorced,Non-binary,E,-98.45656674360005,D,A,E,B,D,-84.59173280380895,73.2204971422388,D,E,146.2655122975031,0
Hindu,Yes,Widowed,Male,B,-7.314382633059964,E,B,A,D,B,-23.806224102523064,98.54835535000171,A,E,-78.87495899887725,0
Buddhist,Non-Veteran,Single,Male,D,156.41548274278847,B,B,B,A,B,-7.665644335917245,40.204039725009295,B,D,156.86874099207853,1
Other,Yes,Married,F,C,59.18865562089407,E,E,A,C,A,84.44081645734465,71.03146109325982,B,E,-70.2499641805378,0
Hindu,Veteran,Single,M,E,-87.29706996540747,C,A,A,B,D,18.726653365307243,-192.21178372205455,D,B,25.62019170688159,1
Hindu,Non-Veteran,Single,Non-binary,B,81.48884243738651,D,E,A,E,C,41.804986748408815,184.8578866651215,A,D,-127.4116172015709,1
None,No,Married,Other,B,179.99539604949757,D,B,A,B,C,-106.6580344303951,-67.35592852353365,D,B,-72.69222312022794,1
Christian,No,Divorced,Female,B,95.7112466813184,C,A,E,E,A,-47.914847232863735,-142.69788412200876,B,C,33.14032412136617,0
Other,No,Married,F,B,-97.99027404726503,D,A,A,E,D,86.5629685933175,-86.85616224531122,E,C,38.392041920204264,0
Christian,Yes,Single,F,C,-284.55986484310966,A,E,D,A,E,-8.281739030723102,45.77380257299829,E,C,-37.09548425366587,0
Jewish,Yes,Widowed,Female,B,-48.25736593985821,D,D,B,C,A,-59.17808440235465,-126.52809735156241,E,B,52.37491498068503,1
Muslim,Yes,Married,Other,D,33.82159419554417,E,C,B,A,A,-58.42213403304532,-45.07646174932346,A,D,-71.83353952946437,0
Christian,Yes,Widowed,Other,A,-18.484661972353134,A,E,C,C,E,1.8847163139518508,-113.96690834509135,C,E,-10.717489624978867,1
Hindu,Yes,Single,Female,E,-119.24618180941722,A,B,B,E,C,2.411122862033142,-120.33725305503222,C,A,3.3334401887891016,0
Muslim,Veteran,Single,Other,B,122.63265335668902,C,B,C,E,B,114.13601547598545,-117.93397678996539,D,E,104.2430742202932,0
None,Non-Veteran,Single,M,A,119.2603138081668,C,B,B,A,E,-88.48985615583571,14.456649438549704,E,E,103.70572743012028,1
Buddhist,No,Single,Non-binary,E,189.58079780138647,C,A,E,E,C,-123.61279048402345,18.283393621997593,C,A,49.40907785277723,1
Jewish,Yes,Married,Non-binary,D,-42.91455172497,A,B,B,B,D,50.43670669466842,159.55067139142557,E,B,-65.67981083403168,1
None,Veteran,Widowed,M,A,11.238932746334408,A,A,C,B,C,-120.32843497833797,-55.66660752944561,C,C,-6.686940209548853,0
Buddhist,No,Divorced,Other,C,-55.03676147912743,D,B,E,B,B,-14.164493673856438,-23.578454045322175,B,C,-17.399723250945787,1
Buddhist,Non-Veteran,Married,F,A,36.728741192733665,A,D,B,B,C,-74.42612232030929,87.57526392090355,B,D,-80.75842057340019,1
Hindu,Veteran,Widowed,Other,E,12.422134356823946,C,E,A,E,C,93.5717141863949,27.07337270274307,E,D,83.53690416940975,1
Christian,No,Married,Non-binary,C,-56.594049950748506,C,C,E,C,D,28.253034134800544,31.078429962189,A,E,63.40648155806722,1
Muslim,Veteran,Divorced,M,A,22.471921713151232,C,A,D,E,B,-89.4007573442824,37.23010475901063,A,C,-50.56177773497414,1
Jewish,Veteran,Widowed,M,B,177.9648417834116,E,C,C,C,E,58.412066139773465,-85.87576449314801,E,E,-15.269744052578627,0
Buddhist,No,Single,Non-binary,D,5.2375842052540005,A,A,C,D,D,62.381884965833635,98.52539295497202,A,A,-92.75942122400474,0
Muslim,Yes,Widowed,Female,B,-10.937309335544116,C,E,C,E,A,24.93749660451052,21.88212358930611,D,E,61.60925352952808,1
Hindu,Yes,Widowed,Female,A,30.00497189546685,B,E,E,C,A,-148.91882202748909,50.96366381784762,E,A,76.27229742016372,0
None,Yes,Widowed,Male,D,109.58075408889596,C,D,C,C,B,-3.4739913666274087,105.8130166969778,E,D,-95.48538772347067,0
Jewish,Non-Veteran,Married,Other,A,-38.04547006075436,C,E,E,E,D,191.2052646907702,74.56833729016803,B,D,-25.53510241880666,0
Hindu,No,Single,Non-binary,D,-8.78939797959445,C,A,E,A,E,-144.43983626954852,-45.211100904275284,E,D,75.85585339031414,0
Muslim,Yes,Widowed,Non-binary,A,-144.63514914026595,C,A,D,E,B,-121.08607427248101,7.657655996218848,A,E,51.17316425438023,0
Muslim,Veteran,Widowed,Male,C,-59.02210274968224,C,E,D,A,E,3.524010384838162,-70.78319117658903,D,D,108.73413183708503,0
None,Non-Veteran,Married,M,A,78.75229605509783,C,E,D,B,C,-92.9596310784706,-48.416855895783776,A,B,-80.56779673174972,1
Jewish,Non-Veteran,Single,Female,C,45.75794757602474,A,A,B,D,B,-6.750824739247214,-37.76359037176346,E,B,-17.520437416722075,0
Christian,No,Widowed,Female,D,110.30147474701266,E,E,D,C,E,132.52497619222808,52.39571050517847,D,C,-46.228825737648485,1
Jewish,No,Widowed,Female,D,-85.19493174713003,C,D,A,C,E,-127.31102644263078,14.007300473341159,B,A,-52.72360398377115,0
Other,Veteran,Widowed,F,E,-126.96115080101818,B,A,D,A,D,-85.61853210826472,-1.1281209030360368,B,C,-63.86882586778664,1
Christian,No,Divorced,Female,C,157.82866731104284,A,C,E,E,A,-41.04679867143226,29.669606875254047,A,C,-153.88261772876132,0
Buddhist,No,Widowed,Male,E,-30.860996345832653,B,A,C,E,D,101.79633507390207,-115.05037177412719,C,D,106.31751597094228,0
Buddhist,Veteran,Widowed,F,D,79.50506123641541,D,A,E,A,C,255.17656385626216,102.1870163701726,A,B,76.46957450298804,1
Other,Veteran,Widowed,Other,C,-69.82008160994678,D,B,B,A,E,-50.083445648254155,125.61360941139608,C,C,7.459180145333559,1
Muslim,Non-Veteran,Widowed,M,A,92.64926898953604,A,B,D,A,C,-23.37932422651121,166.439124755659,D,C,88.08757524379178,1
Jewish,Yes,Single,Other,C,24.559738459189443,D,B,D,E,A,60.43639669719445,-28.054699700369223,E,B,-67.82652821363857,0
None,Veteran,Married,M,A,-87.69861647779817,C,D,D,C,E,30.0454514640246,166.9830508379897,C,A,73.64398224148404,0
Hindu,Yes,Divorced,Other,E,62.19489897580177,C,D,B,D,E,128.42691532696387,-90.99723571162632,E,E,59.08491401436072,1
Hindu,Veteran,Widowed,Male,D,-81.75826529807688,D,C,B,A,E,83.112254438058,-69.14116288179774,E,C,12.993853947190123,1
Hindu,Veteran,Single,M,B,43.744481352329764,E,B,B,A,D,-66.06394419988064,161.07201623706007,D,D,-10.543709620834015,1
Jewish,Non-Veteran,Single,Other,A,-68.70022603923948,B,E,C,D,E,-38.315429142872375,28.22617308971949,D,A,-234.4084289677413,0
Jewish,No,Married,F,D,36.19250447801387,B,A,D,D,B,-157.64208428450323,-46.62937706001613,B,C,-76.90569434376668,0
Buddhist,Non-Veteran,Single,Other,E,-50.92507103623558,A,D,B,C,C,-14.31461827747483,-247.70601595925208,A,D,134.22095544572227,0
Buddhist,Non-Veteran,Widowed,Other,D,-51.06667618528961,C,A,D,C,C,-213.21554228570147,82.46400618451662,B,A,58.48083777004904,0
Hindu,Veteran,Married,Other,C,51.266075418947295,D,C,C,E,E,-60.649757377367465,55.27066539080098,D,D,-59.9867405846106,1
Muslim,Non-Veteran,Widowed,F,C,-115.03564349049122,E,C,D,E,A,-25.090452631727533,110.3939718554408,C,C,229.27754739648773,1
Christian,Non-Veteran,Single,M,D,139.92107547723697,E,C,D,A,A,-23.77715341569169,-30.109698769692066,D,B,-99.11236403949425,0
Christian,Yes,Divorced,Female,B,32.19007215716702,C,B,E,E,A,18.8644765177921,102.54002269244226,E,E,117.45124394122888,1
Buddhist,No,Divorced,Other,D,-175.58462881327307,E,E,C,D,B,52.27925187673358,49.2857174685222,A,C,-64.09552974801616,1
Jewish,Veteran,Widowed,Female,D,95.26403398281832,C,A,D,A,B,23.310812125759266,45.22937943685627,A,C,-70.34685657073283,1
Hindu,Yes,Divorced,Female,D,-94.47095072744514,D,D,D,B,E,-32.41356477021736,19.68196374317536,E,C,55.62717124084385,1
Buddhist,Veteran,Single,Other,A,62.34097434829084,D,C,E,B,C,97.51551011038231,-49.16199904828171,D,B,-192.8379164143951,1
Buddhist,Yes,Single,Other,C,-29.981993140367013,C,A,C,D,E,-215.28770738339892,-86.34434426115743,C,E,-82.0852098146436,0
Muslim,Yes,Divorced,M,A,188.51076458015606,D,E,C,A,E,141.542636056805,-49.59856160551799,B,B,63.62661247780189,1
Jewish,Non-Veteran,Married,Male,E,54.81239861549035,B,E,D,B,D,54.06549721713698,73.47477350401064,B,C,-29.436757824541086,1
Christian,Yes,Single,M,A,-87.72775382544454,A,E,B,A,B,40.09520955516839,-162.42541392981667,C,C,-170.0082549297578,0
Buddhist,Veteran,Divorced,Non-binary,B,38.204379014020304,A,C,D,C,D,-51.436405601007806,-148.48123882809168,C,D,23.281141733808532,1
Christian,No,Divorced,Male,A,-36.13230666656825,C,E,E,B,A,193.85512341374226,72.91431011876261,C,D,-33.35042213003771,0
Buddhist,Yes,Widowed,Female,D,15.144457214804088,B,A,E,E,D,-1.8876045468103824,57.94825399975798,E,E,44.01032954800484,0
None,Veteran,Single,Non-binary,C,-68.28154075146537,A,B,A,D,E,-11.765686953485185,-56.05125937906582,E,D,-259.05925454708904,0
Muslim,Yes,Single,Female,A,-34.31828675320862,C,C,E,C,B,-46.38762365475898,-3.9817717507331754,C,E,58.64038287431692,1
None,Non-Veteran,Divorced,Other,A,173.5804008696573,D,D,B,E,E,-110.42003579097006,69.96780426907453,E,D,-223.51108671525952,0
None,Non-Veteran,Single,Other,B,-158.098733538372,E,C,A,C,D,43.62155335883012,7.393982241911271,A,B,-8.67836781785051,0
Buddhist,Veteran,Widowed,Non-binary,C,-167.25992496252894,C,C,D,B,B,69.28784369244893,5.171912785402909,B,A,-140.9988837717562,0
Muslim,Veteran,Divorced,Other,B,17.897479856289404,D,D,C,A,A,-181.9710809115284,52.28877767059578,C,E,26.20857697222562,0
Jewish,No,Widowed,F,D,-186.66852507114476,D,E,A,C,E,-58.15156693954644,128.90071873606342,C,E,18.257828449524805,1
Hindu,Non-Veteran,Married,Female,E,-83.33801621923413,D,E,A,C,C,-57.979204444688214,-53.3113402097621,B,B,42.889026304929736,0
Muslim,Veteran,Divorced,F,C,-79.98856961247833,B,D,C,E,A,9.925380397069036,37.17641712653656,C,E,81.549496677413,1
Christian,No,Divorced,F,E,4.681224360722185,E,E,D,E,A,60.587427214875014,142.13877561906745,E,A,-99.49748073472382,0
None,Non-Veteran,Married,F,D,85.90568876049198,E,B,A,A,C,-128.44540900808434,-141.01110565977578,D,C,-35.841746988521514,0
Other,Veteran,Single,M,C,-90.42613816738621,A,B,E,D,B,144.8090951744327,62.547323244945105,A,B,-13.81972244661994,0
Other,No,Widowed,M,B,-147.7716141854867,B,C,B,A,A,105.19486496087703,36.2178753559457,A,A,-32.742537001369755,0
Jewish,Veteran,Single,M,B,-148.48507279719715,A,C,A,A,A,-159.89013579920385,-176.03031207636695,E,A,8.455425751935122,0
Christian,Yes,Divorced,M,E,40.12494378689781,C,E,C,D,B,-155.53942271794725,-25.298461905949317,E,C,-130.2077894319275,0
Hindu,Veteran,Single,Female,D,-188.7417875942822,E,D,D,C,D,102.47147003043054,-130.06388871218056,C,E,13.676450779808958,1
Buddhist,Non-Veteran,Divorced,Female,E,4.6568629047172525,E,D,B,A,A,73.51426720170522,-32.04346843035578,B,C,-57.20460564639258,1
None,No,Divorced,Female,E,83.81187383268286,D,D,D,A,B,-122.69572697690725,89.25081715389996,E,A,109.03275826747294,1
Christian,Non-Veteran,Single,Male,A,-45.08315094587305,D,C,B,E,D,4.108321585886059,41.83341620720608,A,C,-110.43602211364238,1
Other,No,Widowed,Female,D,33.24268718080563,A,B,D,D,C,22.448279687700737,103.97631855609504,D,A,24.60121633492993,0
Muslim,No,Single,M,D,103.41425965452893,A,B,C,D,E,136.44170452176095,30.235826226804708,C,D,-11.334193636611655,1
Hindu,Yes,Married,Male,E,51.67411972975403,A,C,B,C,A,-74.35130381899224,95.40438446153087,B,E,130.03067974520363,1
Christian,Non-Veteran,Divorced,Female,D,22.20482844006962,A,B,D,C,E,-29.35230857753074,-71.14044900543468,E,C,131.14724966208942,1
Hindu,Veteran,Married,Male,D,36.02335974490641,A,D,E,A,D,152.81442389737657,92.33512383535928,B,B,25.274768921271935,1
Other,Yes,Divorced,Male,D,-8.750798928901018,C,B,B,D,D,1.62142240568909,135.3217294560496,E,E,-144.74106374143648,1
None,Yes,Single,Other,D,15.428129749984187,C,A,C,C,B,-8.959433428370671,128.06746587385567,B,B,115.90144421622703,0
Muslim,Veteran,Single,Non-binary,B,-77.6716897237652,B,D,B,E,A,33.24268769690245,138.96718724013041,B,E,112.17468217045766,0
Muslim,No,Divorced,Male,A,177.4809635722423,D,A,C,C,B,-125.58811224493441,-52.611142439627635,A,D,-70.61745278912748,1
Other,Veteran,Married,Male,E,-126.38227322739448,A,D,A,E,A,-196.16890416559963,-28.66267802772169,C,A,-81.28107305145024,1
None,Veteran,Single,Male,D,134.41808831909182,D,C,A,C,B,81.01440769839945,40.303505242538506,A,C,-13.185566540704698,0
Hindu,Yes,Divorced,F,A,131.6777426377506,C,D,B,E,B,-2.0059929522253594,-117.10884431389208,A,E,63.596747324805534,0
