religion,Race,disabled,age_group,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,target
Christian,Asian,Physical,18-25,C,D,E,D,-127.32817844752104,A,B,178.09616369416602,-6.380951993574996,0
Muslim,Black,No,18-25,A,C,D,A,-130.63989454312127,B,A,158.95463360978584,-95.94633251974365,0
Muslim,White,Physical,36-50,A,E,A,E,8.25990160790184,D,C,-26.38754453680295,-7.25069138788192,1
Muslim,Hispanic,No,36-50,E,B,D,B,25.81329853719123,A,E,-5.428882101088937,82.5551418744215,1
Christian,Hispanic,Mental,36-50,D,A,E,B,-85.32034099537891,B,D,-61.5967319958129,37.37584706797683,1
Christian,Black,Both,51-65,C,C,B,E,-0.773956484276223,D,A,-57.062449849215405,53.4456546685015,0
None,Other,No,18-25,A,D,C,E,10.327356646956593,C,B,127.03500250662168,-46.586721789324486,0
Hindu,Other,No,26-35,A,D,D,D,42.57668837804046,D,B,78.72580904842211,-91.8626363543966,0
Muslim,Other,Both,26-35,E,C,D,A,-143.1867148020527,B,D,12.215117075031792,-82.48965598584887,1
Jewish,Black,No,65+,D,A,B,C,17.53643026428244,E,B,-45.21186593627456,-74.72033247751693,1
Hindu,Black,None,36-50,D,B,A,B,-208.12365558799038,A,E,-100.03961506514653,-25.54911188130348,0
Christian,African American,Mental,26-35,A,B,A,B,-137.93997750842414,A,A,-125.91575777007048,71.98865868943187,1
Jewish,Other,Mental,51-65,E,A,E,C,-41.2929993584161,C,E,-106.07138221487476,-9.927506840680115,1
None,White,Both,26-35,B,B,D,D,145.61645912532083,C,E,-102.27377042037675,77.24140700803203,1
None,Black,Yes,51-65,B,A,B,A,-156.32136491007847,E,A,28.45560805143342,120.99520300383494,1
Christian,African American,None,18-25,B,C,A,C,-95.18732555483064,B,B,-234.52712882549443,-7.81528684597719,0
Buddhist,White,Both,65+,E,B,C,B,10.211656613037599,C,A,129.89212409887955,-223.37584608858182,1
Jewish,Other,Physical,18-25,D,B,E,D,-119.00155195977618,A,C,-117.80987617014007,37.99581102910927,1
None,Other,No,18-25,E,C,D,C,-64.93949192480409,E,C,149.9818631580732,176.13964425257493,1
Hindu,White,Physical,51-65,B,B,A,C,84.54741114666646,E,A,-293.5605407713799,93.55568015275966,1
Jewish,Other,None,18-25,D,E,C,C,-93.94297953305785,E,E,56.52089578105917,212.92915650049142,1
Jewish,Hispanic,None,36-50,C,B,B,C,82.95508637144916,E,A,-91.10357564216852,-314.0640577925521,0
Buddhist,African American,Physical,65+,A,D,E,B,-127.21180165098642,B,E,-0.06697261991762342,133.92435388170722,1
Buddhist,Asian,Yes,26-35,D,B,B,B,91.77719085144092,E,E,48.87409978424722,-79.63747974921868,1
None,African American,Physical,26-35,C,B,B,D,-59.03585632841254,D,C,159.80326527819346,-50.285650300318096,0
None,Hispanic,Mental,65+,D,A,E,E,9.215995166287673,B,C,1.2653288756415562,-11.822148927705756,1
Buddhist,White,Both,65+,B,C,B,D,82.87566332595372,E,A,28.841117305428,-100.09597911811296,0
Christian,Asian,Yes,36-50,D,D,A,D,-126.80934206567574,B,C,39.83186088606034,-120.95077971211722,0
Muslim,Other,No,26-35,D,A,E,C,192.43254545999042,D,D,145.66905209137732,27.139759986324112,0
Christian,Hispanic,None,26-35,C,D,E,E,-4.443963981904854,A,E,120.20089916494665,-16.88993685101968,1
Jewish,White,Both,65+,B,A,E,A,-91.8952717849003,C,A,89.68162388882263,68.40999853492285,0
Hindu,White,None,18-25,B,E,B,B,51.58234326785824,A,E,-78.07379102796781,-140.75516732990258,0
Jewish,Black,None,26-35,A,D,E,D,-25.036341126761414,C,E,-21.70836782354371,-23.381360289813127,0
Muslim,Black,Mental,51-65,D,E,A,C,82.28221242625945,A,D,-45.88192441085801,-38.054240528656734,1
Jewish,Hispanic,Yes,51-65,E,B,C,C,125.57161224143843,D,B,15.435980532886873,54.165031364813764,1
None,Black,None,36-50,C,A,C,A,93.88601871003821,E,C,-65.67900514874407,-93.95735422268176,0
Other,Hispanic,Yes,18-25,C,B,D,B,122.80005872893915,B,D,80.96776848255128,69.30278047695546,1
Hindu,White,None,36-50,E,C,D,B,27.227904322299967,C,D,330.8878221266768,167.94407491233395,1
Jewish,African American,Yes,51-65,A,C,C,E,-43.98482875292358,D,C,-22.866492041421445,27.379908655945556,1
Hindu,White,Both,36-50,A,D,A,A,87.25889149889232,E,B,-42.67826476915435,-11.535941292761366,1
Jewish,African American,No,65+,A,A,D,A,-58.64886451003167,A,D,-56.911108675388874,-131.81831597647226,1
Christian,Black,Physical,26-35,A,D,E,C,62.85139468995491,B,A,-103.0215901703748,-159.71230115546504,0
Buddhist,Hispanic,No,26-35,C,C,B,B,-25.501381145411546,B,C,-29.868158345661914,40.212294338926995,1
Christian,Other,Mental,51-65,E,E,B,E,89.29653400613607,E,E,27.92682258090035,21.492707872844914,1
None,Black,Mental,65+,B,B,C,A,145.54943896284973,B,B,-73.10091014295192,30.925012950946645,0
None,Asian,No,26-35,D,A,E,A,-4.059124773822565,D,E,-51.45414971380402,40.24275276204851,0
Buddhist,Asian,None,26-35,B,C,E,D,15.366168785486503,E,D,81.83460520854362,25.741899952240168,1
Other,Black,No,26-35,B,E,A,B,-5.51285803745709,D,A,94.65541851880799,47.860758843085726,0
Jewish,African American,None,36-50,E,E,B,C,-45.27025335799666,B,A,185.06217735695378,137.8275680372574,1
Buddhist,Other,Mental,36-50,E,E,D,E,33.406043128915755,B,E,-27.594309244145293,-5.170678348631203,0
Christian,Asian,Mental,26-35,A,E,B,D,-87.00511431466393,C,A,-26.684814563051784,24.275900093494528,0
None,Black,Physical,51-65,E,D,D,C,-38.99933639501881,B,B,8.683614040852614,124.23800811406139,1
Buddhist,White,No,26-35,C,E,A,D,-56.001236332381666,B,A,-124.41347168899873,69.61590462173312,1
Jewish,White,No,36-50,B,C,C,E,-39.70848079930521,A,E,73.6550883472886,96.40831288173649,1
Hindu,Asian,Physical,36-50,D,B,A,C,1.9853477593502085,A,D,-77.72228140504377,-144.65188863172088,0
None,Asian,Both,26-35,B,C,B,D,-48.41675529802852,B,B,-161.11057137434855,-45.03680340578512,0
Buddhist,Black,None,18-25,C,B,B,E,-40.179881073137416,D,D,39.51519827484522,-148.00639550436944,1
Muslim,Asian,None,65+,C,D,E,D,-193.72011823761636,E,E,-150.86450698203979,-23.287801037984142,1
Christian,White,Mental,36-50,A,B,E,A,-31.168763355417333,A,B,-150.91360846651273,-111.41806739680575,1
Jewish,Asian,Both,51-65,A,D,C,A,-80.00010387131847,E,A,16.436976096045967,50.10876428381955,0
Muslim,Other,Yes,18-25,B,B,D,B,144.4044463850903,C,E,19.604310276890335,-81.65128488341765,1
Jewish,Asian,Yes,18-25,D,E,C,C,167.1534090405814,A,D,60.242507029345646,52.08981466340726,0
None,Black,No,26-35,A,C,E,A,-26.456008018349277,C,C,-117.35452791180666,-8.02308593040262,0
Buddhist,White,Physical,36-50,D,C,C,E,30.207296696288992,A,B,151.44080245261563,74.26973926860035,0
Buddhist,Hispanic,Mental,36-50,B,A,A,E,-223.7069156917974,A,C,-4.03311365551295,-44.24638525913409,1
Muslim,Asian,None,26-35,D,A,B,D,10.982604935480985,B,E,-13.159692152184293,-3.021057440134792,0
Muslim,White,Physical,36-50,D,D,E,C,-14.472671792715913,D,D,65.88011989653685,-46.65304628822119,0
Jewish,Asian,Physical,51-65,E,B,B,C,-1.5009425191625736,A,A,73.51981389584638,-69.33988527075316,0
Hindu,Asian,Mental,26-35,E,E,C,A,-79.26654041961316,C,E,-101.07540929693148,115.89097387224638,0
None,Other,Mental,36-50,E,A,A,B,55.35982949703596,B,D,96.81184626887274,-24.80777970172623,0
Other,Asian,Physical,36-50,C,C,A,D,194.9908322901223,E,E,83.1346697193082,39.88246215383883,1
Other,Black,Yes,26-35,B,B,A,D,39.96638020012699,A,C,28.429237996510924,-59.857550920430484,1
Christian,Black,None,26-35,B,B,B,B,-81.4034944532827,D,E,-4.601763069497749,-120.5402407743833,0
Muslim,Asian,Physical,36-50,B,C,C,E,2.6794062969453716,E,D,-9.64410740293041,44.428271512125974,1
None,Other,None,51-65,C,E,B,B,-13.582767154620898,E,C,129.8867221321397,-65.43988467825848,0
Hindu,African American,None,18-25,C,A,C,E,4.662629521293829,D,D,-72.71334756038239,135.27007212568694,1
Hindu,White,Yes,65+,C,A,B,D,-285.5728608255353,E,D,35.04960040827848,125.9358915996077,0
Jewish,Black,Yes,18-25,B,E,A,C,-137.76210293049303,D,D,123.67463006712069,-5.569219670433766,0
Muslim,Black,Yes,65+,A,C,B,A,126.85135806179377,D,E,1.7537346456892582,177.45506877251051,0
Hindu,Black,Physical,51-65,A,E,E,A,15.088293938354466,A,C,-41.3697143762785,-108.54928244677392,1
Other,White,Both,65+,A,C,E,D,-50.39322031567276,E,C,-98.87288322561864,-112.28728215502541,0
Jewish,Black,Mental,51-65,C,D,A,E,56.813987652084904,E,E,-17.466888956815986,-49.451524009142624,0
None,Black,Both,18-25,C,D,C,A,-131.99811875536233,D,A,110.79260141954592,154.34702587078812,1
Buddhist,Black,Both,36-50,C,C,B,B,-70.06995636584246,C,C,61.926940289922214,160.22863271477175,1
Christian,Other,No,65+,E,A,B,C,-49.22827569847295,A,D,-108.75866798999179,159.95556543258022,1
Hindu,Hispanic,Mental,51-65,D,E,B,D,48.259663574440715,D,B,42.4534630240608,66.5030970531995,1
Hindu,African American,Physical,18-25,A,D,A,A,-37.43452792488276,B,E,-61.320045420668364,-7.252276658509311,1
Muslim,Black,Mental,65+,E,A,E,B,-102.06353032139172,D,B,189.61391897828338,-12.348422028333607,1
None,White,Mental,36-50,E,D,B,D,-37.49343771859861,B,A,-53.71870862538284,64.33661002129061,1
Hindu,Other,Mental,26-35,B,A,A,D,37.745497800781756,E,E,151.27696727356127,23.00855001495265,0
Hindu,Other,Mental,18-25,A,A,E,B,-51.27860588741442,E,C,-162.3578623527588,86.37093359612167,1
Christian,African American,Yes,18-25,E,A,C,D,53.445504684187604,D,C,-142.0890521530855,6.039077926583097,1
Muslim,Hispanic,Yes,51-65,B,D,A,D,74.205492165163,D,B,41.66082553443762,-78.93288638157432,1
Buddhist,Black,No,18-25,D,C,C,B,19.103501732566063,A,B,-19.765430544276335,172.9658163568623,0
Buddhist,Other,Both,26-35,D,A,C,C,11.181295597335904,E,C,78.10976347612282,66.61091394600473,0
Jewish,Hispanic,Mental,36-50,D,C,B,D,-87.41946075488408,E,A,-25.22170223481292,-91.30346788833945,1
Hindu,White,None,18-25,A,C,C,A,80.68709557752732,E,C,51.084831307582846,52.31479018152293,1
None,Hispanic,Physical,26-35,A,A,C,D,-83.01859930826487,D,B,56.402291293232146,125.50903163715064,0
None,African American,None,26-35,E,D,C,A,-123.7318917787071,D,A,-147.25228670404778,176.13913915939236,1
Muslim,African American,None,36-50,E,B,D,D,-89.55312359809314,C,A,-259.68380797405774,-193.988543623471,1
Jewish,White,Both,18-25,E,C,C,D,-99.67999874621891,B,A,71.86715901519204,118.43968260321567,0
Hindu,Other,None,18-25,B,E,C,A,-165.4807295789124,E,A,71.67929828901131,109.03366446536278,0
Muslim,Hispanic,Both,26-35,A,D,D,D,-165.05425115007247,D,B,-44.75288720369613,58.25491529940163,0
None,Black,Mental,18-25,A,A,B,C,-97.84412131042052,D,E,96.09085455873114,-43.95928175205705,0
Muslim,Black,Mental,26-35,E,B,E,A,-190.08540780106654,C,C,45.914820631853345,24.022042539548064,0
Buddhist,White,Both,36-50,E,E,E,B,-110.22552684585824,A,C,-148.05830848221044,117.73489854659525,1
Buddhist,Asian,Mental,36-50,C,B,E,C,-2.294236348202939,B,A,-62.67410516100739,20.728770799179685,0
None,Asian,Yes,51-65,A,C,D,D,-15.098840006677202,C,E,-149.0393479534876,-54.455091793235496,0
None,Other,Yes,51-65,B,D,B,D,-215.705702436086,E,E,79.6493606729549,74.63921149447411,1
Buddhist,White,None,65+,C,C,D,B,-63.86645015649979,A,E,77.31658068854126,93.32237710205818,1
Christian,Black,None,18-25,B,A,C,C,-80.47389361139322,B,B,-10.615554653219275,14.72861110617777,0
Other,White,Yes,26-35,B,C,B,E,140.52299577890815,E,C,172.79348332738385,13.286770587227828,0
Christian,Black,Mental,51-65,D,E,C,C,-126.19134395689808,B,A,51.50375603124237,24.661850169179296,1
Buddhist,Other,Both,51-65,A,D,D,A,13.520750162828731,C,C,-29.193997608272266,-4.699444362532467,1
Jewish,Hispanic,None,26-35,C,A,A,C,-11.45226540608836,B,B,54.27101494646831,-128.03686223450882,0
Hindu,White,Mental,51-65,A,E,E,D,-34.66988653407954,D,D,95.8259523966846,-112.50693138606852,0
Buddhist,African American,No,36-50,B,E,E,D,-235.30484775336333,A,B,216.24388667946315,-77.93314667930724,0
Other,Black,Yes,26-35,A,B,B,A,95.06214061643783,B,B,80.8513156669194,56.59324904778962,1
Other,Black,Both,36-50,E,D,C,C,-39.99653294267131,D,E,-21.535595681049617,-117.08069735320169,0
None,Asian,Physical,51-65,B,D,A,B,-76.86193291655576,B,E,-99.98287844077738,-138.57923566875888,0
Buddhist,White,Both,36-50,A,E,B,B,12.914901533544388,A,C,-50.038360392477735,-3.8454123202767887,0
None,White,No,36-50,A,C,A,A,88.42331194987973,B,E,46.56459948736133,266.4764445551035,0
Other,African American,Physical,65+,A,B,E,E,-117.68813410161081,D,C,58.10866776635271,4.676282372274493,1
Buddhist,Other,Yes,26-35,A,D,A,E,-14.23148263613721,B,E,30.540677884759038,23.972461582148508,0
None,White,Both,51-65,A,A,D,B,-3.344191232555237,B,B,68.7642178625379,245.39452775545237,1
Muslim,White,No,26-35,C,E,C,E,-24.82563298331767,C,A,-4.866170003138795,-46.524896444575965,1
Buddhist,Other,Yes,51-65,C,E,B,B,65.20078374365069,D,A,118.22848565360613,-6.673353415501198,0
Buddhist,Black,Mental,18-25,E,A,E,C,13.226223286055209,B,C,13.419133595596918,18.287596943817952,1
Christian,White,Yes,18-25,B,B,E,B,-53.7817825269636,B,D,5.298768581543177,-28.51666166761122,0
Other,Asian,None,36-50,B,A,B,B,14.718184719628491,E,D,-13.686767235941153,-205.89699358400333,1
None,Other,No,51-65,D,D,D,E,29.01887270251614,C,C,-32.81650603743914,54.154710305570866,1
Jewish,Asian,Yes,18-25,C,C,B,B,-104.94929169609173,D,D,90.5962189762358,-135.45642072846456,1
Buddhist,Black,Mental,26-35,E,A,E,B,-61.893321101872715,A,C,-122.11653620409567,-85.38222008005961,1
None,Other,None,26-35,A,D,A,B,-172.81158153404766,B,D,8.74258557844719,-1.7635634669696512,0
Christian,Asian,Mental,36-50,E,B,C,C,16.587610469052557,A,A,-64.44540392005837,-0.8865736333084089,0
Hindu,Asian,Physical,18-25,D,D,C,C,-139.32010135606419,C,D,51.48239354967774,-101.32193320992404,0
Muslim,Asian,None,18-25,C,A,D,E,118.08160460076398,C,D,-32.73865933190094,39.17546412375037,1
Hindu,Asian,Both,51-65,E,D,C,B,-37.24345840006599,E,C,44.36965450695851,58.932186007534085,0
Christian,White,No,65+,D,E,C,E,-227.9104708768316,E,C,-96.59960026365859,55.44846280072696,0
Christian,Hispanic,Yes,51-65,C,E,B,C,-121.93667284838195,E,E,8.122099985183986,11.670718651235427,0
None,Other,Mental,65+,B,D,B,D,-10.170376591308148,B,E,26.919593765378124,32.37190551610983,0
Buddhist,Other,Mental,18-25,D,E,B,E,-98.30775411434827,E,E,-203.2932519072881,113.08269084463865,1
Other,White,Physical,51-65,C,E,E,A,159.08833442801563,C,A,91.39449473789647,37.382632056401896,0
Buddhist,Hispanic,Physical,51-65,C,A,B,E,0.2124363835332006,C,B,78.4242504454113,-96.4569978127926,1
Muslim,African American,Yes,51-65,A,C,B,A,-6.656673939473369,E,C,-30.02387819246497,92.59161471956874,0
Other,African American,Yes,65+,C,A,B,C,16.025458843613823,A,E,12.040808056201849,-108.34766865025122,1
None,Hispanic,No,36-50,D,E,C,A,-66.20929783828544,B,A,-16.099415295776094,155.66634868762196,1
Buddhist,African American,Both,65+,D,C,A,B,-43.12835077572568,B,C,-103.38480723331638,-138.3495993558321,1
Buddhist,White,No,26-35,D,A,E,E,-53.67972416044322,D,C,7.29459143103572,-222.13295258425995,1
Hindu,Other,No,18-25,C,A,D,A,10.983074410037327,A,E,-122.28317711732902,-47.63515902920488,1
Hindu,Other,Yes,26-35,B,C,A,B,-102.96259219029515,A,B,-7.850842726074382,-256.59538626087215,1
Christian,African American,None,18-25,C,D,B,A,-77.06883238126971,E,E,47.695026969320104,194.98016913743578,1
Hindu,Other,Mental,65+,A,D,B,B,-85.98153744062337,E,E,-34.33260542647459,-34.568739728371824,1
Jewish,Other,Mental,51-65,C,D,C,B,27.99086930175289,D,B,44.950521413672384,-76.59324056953287,0
Christian,White,Physical,18-25,A,B,B,B,-7.628257744813936,D,B,-164.70784191362867,-129.39995381227212,0
Christian,White,None,36-50,C,E,A,B,103.29668728763019,B,E,-121.37551904882066,-11.78170904344892,1
Christian,White,Mental,51-65,C,E,E,C,141.84705450225093,B,B,-127.32626651446373,24.245479875708668,1
Muslim,White,Both,65+,E,E,B,E,35.54079629784752,E,E,18.30522991607512,-51.80658659751023,1
Other,Hispanic,Yes,18-25,B,E,B,D,-46.873886770258125,C,A,54.41907527694495,62.19585607122487,1
Christian,Black,Mental,65+,E,C,B,B,35.23729310685118,A,C,124.99059706125755,-30.81285991744263,0
Muslim,White,No,26-35,C,B,E,A,-104.19881018948216,C,B,183.82866043027613,30.369857061410904,0
Hindu,African American,Both,51-65,C,C,A,B,-8.49283874923433,C,D,107.14145255090719,-7.257047357652328,0
Christian,Hispanic,Mental,65+,E,B,C,A,183.87349640119348,E,E,-187.3174445278408,47.92865071935755,1
Jewish,African American,None,26-35,B,D,E,B,37.347098000875064,B,C,-135.9632548075965,106.27661117479887,1
Muslim,Hispanic,Both,36-50,C,A,D,E,191.01098219533063,D,B,-2.3355344652581906,261.78083555997017,1
Other,Asian,None,51-65,E,D,D,A,104.43701586869396,A,A,-26.61475146797766,-42.705613667856284,1
Muslim,Black,Mental,26-35,C,D,E,D,-110.00130435360234,C,A,31.581948293973987,191.87657366506886,1
Christian,Other,Physical,36-50,A,B,A,A,-4.126742574438715,D,C,39.64235275608269,11.141100411093582,0
Christian,Other,Yes,26-35,C,E,E,E,44.10135106901609,A,D,-74.68808122597565,-63.79489779096896,0
None,African American,Yes,36-50,D,E,A,E,110.82717569957757,E,C,-81.43864164318838,-67.50706556507761,0
Christian,Black,Mental,18-25,B,D,C,A,122.03499574499132,E,A,-40.098835203607436,-67.68507010051927,0
Jewish,Asian,No,18-25,B,E,E,C,138.9697441697172,B,B,-77.20195703117754,-36.44786990010441,0
Buddhist,Hispanic,Mental,51-65,A,E,A,B,122.59127099079166,C,A,16.449076328134822,-17.973614114934726,1
Other,Other,Physical,18-25,E,A,D,D,32.69914826114365,A,C,85.17568802557054,24.715732662688072,1
Hindu,Other,Mental,51-65,D,B,B,D,69.99714013011506,D,B,1.9875491223475408,11.535476529817734,1
Jewish,Hispanic,Mental,65+,D,C,A,B,-65.54898803311366,C,E,53.57562240639455,22.733010552392532,0
Buddhist,Asian,Physical,18-25,E,D,C,D,25.64407621330985,A,D,-110.63388916534875,74.4379010506444,1
None,White,Both,51-65,B,D,D,D,-25.192434193626372,E,D,81.27010205113801,10.434253598355141,1
None,Black,Both,26-35,B,C,D,D,153.23201188051434,D,B,-32.8308483101643,42.159199775846936,0
Christian,Hispanic,None,65+,E,C,B,C,-125.30332347913489,C,B,-198.6535432262643,-35.14701597160446,1
Muslim,African American,Both,51-65,B,E,C,E,-6.850248589717895,A,C,133.11536725308565,-92.61472153974144,1
Christian,White,Both,65+,D,C,C,B,-69.8449725487586,C,A,62.15551677813866,-80.12876144250177,0
Christian,Other,Mental,51-65,B,C,E,E,-29.583590566764617,D,B,-21.029361947444382,-177.45310317054205,0
Hindu,Other,Yes,65+,E,C,A,B,-70.8349163982815,E,A,122.63715898888661,-51.282061984572245,0
Buddhist,African American,Both,36-50,E,A,A,B,117.61451028478744,B,A,-39.80453531464258,-68.49546899804471,1
Other,Asian,None,51-65,A,C,C,E,31.469270213531438,E,B,41.360449873676274,57.699635554868756,1
Jewish,Asian,None,18-25,E,E,E,E,70.10189697307611,B,C,89.56850963072598,-85.63832289245953,0
Hindu,African American,Yes,51-65,A,C,D,B,9.006942935727107,C,B,-38.86833678891686,-3.019179944883072,0
Hindu,Other,None,51-65,E,E,D,D,76.43273901866434,D,E,-49.93699381496573,77.17669397427885,0
Buddhist,Asian,Mental,65+,D,D,A,A,-121.0125796588517,C,B,31.203942841352898,-0.26832182174980634,1
None,White,None,18-25,B,C,C,D,-311.0601255870691,E,C,57.674539379878496,78.58095358465752,0
Hindu,Other,Both,26-35,B,C,C,B,-165.23903821958237,D,D,70.11557548588362,-217.72380299603574,0
None,African American,No,26-35,A,E,C,A,-66.3753701516521,C,E,-57.24522423642849,80.18948276293642,1
Other,African American,Yes,65+,A,D,B,A,-141.8787669538741,E,D,-54.317891782927894,8.599128032011333,1
Jewish,Other,Physical,26-35,C,D,E,D,168.71081230249095,E,B,19.987951957439897,40.92165135352033,0
Hindu,Black,Both,65+,A,C,C,B,-127.09986105439785,D,E,101.01780143274681,97.0772354176488,1
Hindu,White,Physical,26-35,D,A,E,A,12.24714036369003,D,C,72.60498937277697,-53.25301156569697,0
Other,White,Both,18-25,E,A,D,D,74.3542702290884,A,B,-45.39162991385887,-37.860016873070386,0
Jewish,Hispanic,None,51-65,E,C,D,E,147.42859594623704,D,B,-132.33038990159386,-67.20173145917451,0
Christian,Black,None,65+,B,D,E,B,0.4820855880169751,D,B,-58.4069731678815,11.20394160694754,0
None,White,Mental,65+,B,B,E,A,-89.95861821890668,A,B,-11.682973572704192,142.354134554587,0
Buddhist,Hispanic,Mental,36-50,E,B,A,E,69.90958450118863,C,E,30.37109967527914,168.25380053892852,1
Christian,Black,Yes,65+,A,E,E,A,-31.53550046423068,D,A,93.05229586148448,-118.98855467118767,0
Muslim,Other,Physical,36-50,C,E,B,A,57.84853339799294,B,E,119.91966154378323,-2.2775488266399515,1
Other,Black,Yes,36-50,D,D,B,A,-110.8226298675216,D,A,-42.33259049971721,35.707786222514734,0
Muslim,Other,Yes,51-65,C,C,A,B,10.63679181470254,B,C,53.60276344286955,156.41138601611243,1
Other,Hispanic,None,18-25,C,A,B,D,-109.37753380117144,A,D,-72.6504246610156,-39.16914261200434,0
Buddhist,Asian,Mental,65+,A,B,E,D,95.08029647140617,B,A,-98.30320970575032,-185.21865666554052,1
None,Hispanic,Physical,65+,A,D,D,E,-96.452002231129,C,E,30.836322567679993,296.1406776437674,1
Christian,Black,Both,26-35,B,E,E,E,36.01175223964281,D,D,36.6053173993486,53.0004801076206,1
Buddhist,Asian,Mental,26-35,E,E,E,C,-7.943148453453765,E,B,-6.7651514364785506,-143.8337679338968,0
Buddhist,Other,Yes,36-50,D,E,C,D,182.8357437756283,A,B,66.1243784739926,85.51792872520815,1
Other,Other,Mental,26-35,C,C,C,E,-40.88993496421256,E,C,-119.57246544724623,-198.23107390799294,1
None,African American,No,18-25,C,E,A,A,126.29468785830792,D,C,-32.12982207869792,52.96373571012799,1
Jewish,African American,None,65+,A,D,A,E,-99.59864366776111,E,B,39.92917581311675,75.17969298469443,0
Jewish,Asian,Mental,51-65,A,C,C,B,39.28173154664729,B,E,36.87087672051581,-85.75257155889862,0
Hindu,Asian,Yes,18-25,A,A,E,B,91.48538201552603,D,C,60.37944413325435,39.040646763383826,1
Muslim,White,Physical,26-35,E,B,C,A,6.0371449220136135,A,E,-22.13724007911092,-88.75768786744582,0
Christian,Black,Mental,26-35,E,C,D,E,154.70697235235335,D,A,53.78364127309755,-21.69116720688172,1
Buddhist,African American,Yes,18-25,B,D,C,B,49.64297087394673,D,C,-74.72067244067276,3.7970571542281215,0
Muslim,Black,None,36-50,E,A,A,A,-93.38790594872458,E,A,165.43139935648674,-41.40373093398018,0
Other,Asian,Mental,65+,C,C,A,C,83.09007095113705,C,B,-43.315941217774444,-28.830024469459442,1
Buddhist,White,Both,36-50,D,A,A,B,-89.97674563589078,E,D,92.41982312592778,-151.78468530122052,1
Other,Other,Yes,65+,E,D,E,A,14.826376219632145,A,C,-73.2838014358979,145.92544730893286,0
Buddhist,Hispanic,Yes,36-50,A,E,D,D,39.943434468546656,E,C,-85.50788007024104,-44.13986409777788,1
Buddhist,Asian,No,51-65,A,E,B,E,55.78619939027255,C,E,116.00785434105043,-14.600151328924534,0
None,Asian,Yes,26-35,B,E,A,D,11.520135887558657,B,A,-38.02969638877688,-28.789862430556862,0
Christian,Other,None,65+,A,B,A,D,-110.25874145277858,B,D,-174.75660725874675,14.330323242359674,1
Hindu,Hispanic,No,26-35,C,E,A,C,91.16559382166727,A,D,-40.93032775784374,-232.525411104684,0
Muslim,Asian,Yes,36-50,B,D,B,A,114.48590936497236,A,A,39.69049876875356,-137.90804105945435,0
Muslim,Black,None,36-50,B,C,E,B,137.34449553117088,E,A,23.216496322043692,-167.06244286725217,0
Other,Other,Yes,51-65,D,E,E,B,-143.45481406458876,B,B,56.164749896743075,-30.535966040530578,1
Buddhist,Black,No,36-50,A,E,A,A,150.53131371361877,E,D,-17.135678483749057,141.31906251031558,1
None,White,Physical,18-25,D,E,A,D,-97.09433729572959,B,A,-116.74520498306902,-26.86190700339455,0
Hindu,Other,No,51-65,B,B,B,A,-51.228400116060314,E,A,140.52580957544552,-95.25999562168262,0
Muslim,Asian,None,36-50,B,D,B,E,103.29506194923744,A,A,-15.174552028130492,-19.106876744904067,0
Other,Asian,Both,51-65,D,E,A,E,104.16023546601106,B,E,111.70532523249452,-21.90924947482019,0
Jewish,White,None,18-25,B,D,C,D,63.49813551074747,B,D,-103.96361062079554,-206.66974580451503,1
Buddhist,Black,Both,36-50,A,A,A,A,-33.87278926890326,A,B,-1.6421223350912069,64.1609369736774,1
Buddhist,Asian,None,36-50,D,D,E,C,117.61349102794402,D,E,-175.4927997820457,-117.26635998904023,0
Buddhist,Black,Physical,36-50,B,D,C,E,-10.832899028363052,B,B,113.22013306388766,98.42412365893209,0
Jewish,Asian,Mental,36-50,E,C,E,C,72.84208273041205,C,D,-2.779676885469507,-122.93388870168029,1
Other,African American,Physical,18-25,A,B,B,E,-64.54091804512065,A,D,134.02426910384298,-128.59890533276445,1
Jewish,Hispanic,Both,26-35,C,A,E,B,-28.201703105408594,D,D,-194.233098944362,-23.27183353831601,1
Christian,Black,Both,36-50,B,A,D,A,51.84209004424072,A,B,-44.04923635077788,27.357552307341344,1
Muslim,White,Mental,18-25,E,E,A,E,-64.46054809188124,A,E,-86.47048790176443,146.89247346451134,0
Other,African American,None,51-65,C,A,E,A,33.282281746138736,B,E,55.9257210152233,72.26604620350537,1
Christian,Asian,No,26-35,B,C,D,B,-167.7690738804506,D,E,-31.748968981566634,-154.2835229254467,1
Other,Other,Mental,65+,E,A,C,D,-22.230606348833383,D,E,52.47130512160584,110.6731269524533,1
Buddhist,White,No,26-35,A,E,C,D,-87.71880823548119,A,C,-222.53759905874148,42.844352971968526,1
None,Black,No,18-25,C,C,E,E,96.28955662001376,B,A,-5.672427165519508,-145.91152206241546,0
Muslim,Black,No,36-50,B,E,E,E,14.456103237841983,C,A,-6.440261221226853,8.323169223466142,0
Buddhist,Asian,Yes,26-35,B,B,C,A,57.37149186990385,D,C,10.279085471101899,-175.4058015642086,1
Other,Black,Both,65+,E,B,A,E,7.674967779314079,C,E,170.73943161052517,21.57157993830463,1
None,Other,Yes,36-50,E,B,C,A,66.79851175177409,C,D,-13.504730468113271,-173.2526018107632,0
Buddhist,African American,Both,26-35,D,C,A,E,102.24026437432488,A,B,-39.05686525891065,-99.68598124930608,1
