AgeGroup,genero,veteran,AGE,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,target
36-50,Non-binary,Veteran,71,219.0726034567298,91.63286684154416,-90.75167192030304,A,D,C,-32.638724188254656,A,D,-25.157882982763425,D,154.09697173530895,B,-16.85343886086027,49.33029565525065,1
51-65,M,Yes,81,107.29767972009405,128.47827256696766,170.8331899257078,C,B,B,44.38805089799985,B,A,-98.57887176381344,E,49.32174193596962,C,-137.28962487588453,-88.12422840850388,1
26-35,M,Yes,59,-72.29327510408136,-24.835905025769993,-95.23083174633253,B,E,A,177.73237441737132,E,E,108.20705663008141,E,56.54387294059079,D,111.5993581105185,-154.0856127028683,0
65+,F,No,20,-150.13859213617962,-62.02204243880174,24.63059605523106,D,A,D,-123.93702041448091,B,E,74.46696229599009,B,-354.7850391143802,C,-48.94158420479625,-114.61803585588196,1
51-65,M,Veteran,52,-130.93447872106833,-61.79086867455532,108.08600963837564,E,A,B,40.111220564451,B,C,-172.72057179811208,E,-65.67672498951252,B,88.27246046654027,-214.67093773447857,0
36-50,Non-binary,Yes,88,0.41843722852787646,-170.23416999089784,103.74971804832181,D,B,A,113.56622548000495,E,C,-146.38039709608742,D,198.87634482815318,C,-11.229541392330859,-178.02209967722692,1
65+,Female,Veteran,69,28.471285603274836,-66.12705194202849,200.23931806957958,E,B,E,-49.22345479157425,C,E,34.4825629195813,A,73.19906598991304,E,-119.97769504972347,-37.98786746531702,0
18-25,F,Yes,37,165.23013800123258,103.22615424858841,28.071815298622116,A,D,E,124.54105794715453,A,A,44.536235017627526,A,84.93152796990015,E,-85.82126273463058,-148.16260388019919,0
36-50,M,Veteran,94,54.79509516980408,118.59381947534236,-92.14694779150484,E,D,C,-169.60026573285546,B,C,-17.34725304291496,C,249.90875617217978,E,-66.72622108498285,-10.027014608784238,0
36-50,Male,Non-Veteran,22,97.65511678540692,96.40978144079048,-56.56750101270236,D,D,D,185.21071598754634,D,B,276.04804956320305,A,16.70007705948055,D,-84.58885470408714,119.95333059914823,1
36-50,Male,No,63,-44.94692650997445,-67.34330165545076,-88.28126036745839,D,B,E,113.91528462586041,B,A,-148.54916064674686,E,26.53889303854494,A,93.01752557249723,144.25860907819305,0
51-65,M,Yes,76,-79.0071351521721,48.82147617103868,56.1665316208457,B,E,C,-100.00181371832737,E,D,-75.44452684182792,C,-200.2799692090648,D,87.29996147720003,90.47581022800206,0
18-25,F,No,29,-143.48721818644518,19.267009211497026,91.050484516785,C,B,D,-32.2681854490661,B,E,12.933050915527952,D,-132.38766119814542,C,129.34552804076304,142.7391283378372,1
36-50,M,Yes,59,15.018871918396878,98.11946092656126,92.68109457644587,C,C,D,-40.541879441877086,A,A,-197.7436626155215,D,124.41189372933606,C,-77.95928369399167,-216.42496518162147,1
26-35,Female,Non-Veteran,66,112.39408914932045,-169.1196877929245,72.28130100998463,B,A,A,-115.34795178414623,D,A,61.56967256093143,D,274.598121948577,E,-88.20019853236573,-92.4344375500471,0
51-65,M,No,54,109.83903808676578,12.123818600914223,-21.268875328909164,B,C,A,-68.67691884715383,C,D,18.661891096691065,D,-37.81633454111272,B,36.060515125286614,32.71207529254628,0
26-35,F,Yes,36,76.18342018287787,-176.87832964522337,-50.47039888734533,B,E,A,122.5852009203621,E,A,-58.45714598963829,A,-121.3563705137993,C,-171.5048457657558,88.80172661534385,1
18-25,Female,Non-Veteran,27,43.64565270431938,-188.72410010805888,137.5457492453117,A,D,C,133.03830087987382,A,A,-212.1889064582537,A,27.186877648375614,A,20.729027052917004,-240.33417830295042,0
65+,F,Veteran,91,-12.083271690632355,-230.12120126878983,-37.811606076295305,E,A,C,66.49908202022704,B,A,99.30625946683902,B,72.50873917590948,E,180.28371564213094,-88.61601618956793,1
51-65,Female,Non-Veteran,90,0.29595109696453653,121.48984971501476,-134.64869567696977,A,A,B,170.67388050420024,C,B,97.74010259938738,E,116.05930873280698,E,155.08933906894802,-149.81744373599878,0
18-25,Non-binary,Veteran,52,30.475375455000076,-125.21457396018418,46.152512297138664,E,A,A,50.516788753267626,A,A,118.35190210128381,A,-92.37901364122821,B,42.39146511429685,2.9375860468895643,0
51-65,Non-binary,No,67,-130.06197412279593,-123.53256477816299,-58.33447070185681,B,D,E,56.47746670528559,C,C,54.3745664029596,E,158.46763091707444,A,-14.969164390214132,140.8313262254047,0
65+,Other,Non-Veteran,41,110.20181601802503,-94.51271142823077,5.6333141937950915,C,A,C,-30.260608076191847,D,B,109.12513893357816,D,-15.445471852431606,A,-6.4244882126251195,42.813949815595755,1
26-35,Non-binary,Veteran,51,194.45856446348094,49.996268587161225,-115.29565969869896,B,D,C,117.30328301302124,E,D,25.266899005193448,E,63.47695820981462,B,-190.80525081503032,-27.27230398367973,0
36-50,Male,Non-Veteran,44,107.61133597822388,48.64751810983796,153.24935992712133,E,B,A,122.06111135106687,E,B,-31.66620520105921,E,-58.19669793497022,A,-100.35805321225122,-174.04140496736184,1
18-25,Other,Veteran,85,31.219076122533906,-44.06564883174175,-17.15848806697101,B,C,C,-94.15802420604939,C,E,-54.57636468434327,D,15.139331529587766,E,-14.860200255594936,-126.72766122252574,0
51-65,Male,Non-Veteran,32,-29.885096985839017,82.6419894722464,138.75801025445242,D,C,D,-22.88202274355825,C,C,-100.48468995868673,D,-78.88737182817245,C,-22.06446116973971,-193.37012754739928,1
18-25,M,Non-Veteran,97,-3.9830058110626045,39.2084414684735,-147.74588244615484,E,C,B,34.39534081345623,D,D,151.3044153703729,D,-56.49431729640539,A,-202.00594902827666,-185.5931345831418,1
18-25,Female,No,88,101.19252303233439,111.40374395903258,94.63746143714529,E,E,B,82.07540153805778,D,B,9.097388139084924,C,127.8635182528916,B,19.446329907177347,52.43781021887751,0
26-35,Other,Yes,55,-67.07781084231765,8.056875156568864,70.16805647315046,A,A,D,25.879828954817626,A,A,90.1161815014144,C,-113.37528218873165,E,1.8121620548029813,36.112876436949925,0
65+,Male,Veteran,41,40.92888628842689,50.754152470278214,28.77371255006259,E,E,D,56.718551547003514,A,A,75.98390714346232,A,213.9468840092203,B,70.24667827722942,105.428067555909,1
51-65,Non-binary,No,29,16.386765837292003,-86.76156292570302,6.0660153731566355,B,E,D,40.27671496176087,B,E,-78.27287348895985,A,-48.15562398015063,A,44.686452164517426,-63.18251641679662,0
51-65,Other,Non-Veteran,43,-89.6404121200907,125.26275341797135,21.90611346160265,A,A,A,77.85920408718893,E,E,167.34518297254272,C,-12.456346757110062,C,50.52647396939328,74.43703743584148,0
26-35,Other,No,87,-40.576761029575195,-96.43872029544887,-150.72512745883728,B,C,B,-147.51486787197302,E,A,-3.574495190434042,D,13.13502169105243,B,229.45309671740142,29.88319461420922,1
36-50,F,Non-Veteran,92,84.93742549709185,-108.19960649810594,-24.040332773945593,D,B,A,-104.42482663959971,C,E,-0.2141646387040827,D,-23.41319146939725,E,49.40439053078364,-158.42854092728217,0
26-35,F,Non-Veteran,71,-147.58510333523608,-46.471128650414265,-20.93610658365928,B,D,B,52.90300009126682,B,B,-55.65896110088955,A,114.28735457796222,B,102.52440295138182,70.71048724717778,0
26-35,F,Veteran,48,-57.471683778599534,53.036254960956875,127.50961138071733,C,D,E,-100.10729229052626,B,B,70.65707455314438,C,-51.312090592723195,B,-1.9081728125011754,-131.45536651601307,0
51-65,F,No,61,81.10847675577301,248.12441059867405,57.043510482896586,D,A,A,-25.160306108091685,D,C,83.02584484763625,B,141.84916829846222,C,-49.10705373367439,-84.56386639095676,1
26-35,M,Non-Veteran,24,110.83670320701917,-143.01327466885797,3.742738258790262,B,B,D,39.48325981385422,E,B,71.55118723410477,C,-105.52449293214285,C,118.95214791274023,-192.33246675664242,0
65+,Other,Veteran,49,91.85032538802767,-35.4189814178647,-47.118891339527686,A,E,D,-3.1857494136268825,E,C,135.94986059716533,A,72.17939469290859,E,44.160542063964236,-52.760749472961386,1
36-50,M,Non-Veteran,79,8.171329152115915,-86.67557057606695,-48.877435513292596,B,E,C,-126.96813842992867,B,A,-23.87442943280071,B,-65.04952108401335,B,-15.341683475262222,-20.45633902337613,1
51-65,Female,Veteran,65,13.120067927765703,45.88919567853664,68.13263880004664,D,C,B,-62.6905077668231,B,D,38.0444400850233,C,202.1255184598648,A,-23.91045177821687,21.3103455270272,0
26-35,Other,Yes,72,-8.128081259277256,218.00648934594102,30.765110409217357,C,A,A,-64.41969303478764,D,B,-15.413187934361739,C,178.91321974346863,B,-14.002082735447562,-22.64484859484445,0
26-35,Other,Non-Veteran,79,130.07811786662194,-31.622194195283065,-14.152788921733144,D,C,E,-48.63134677741043,C,D,-78.69205855901909,B,27.529563551341337,B,-72.94061472943629,15.946095068852713,0
65+,M,No,70,44.34845988196135,136.92647801280134,-97.7284271606688,C,C,D,-126.40347456835148,A,C,113.81084782373527,B,-85.27416707482674,B,40.357221235228074,-149.40132380485028,0
51-65,F,Non-Veteran,81,209.61724819033412,-269.98445278693185,-150.9549943562848,A,B,A,-209.85512403328906,E,A,-86.74489835129366,B,-24.706229434706174,C,70.67259639771748,36.90492311123431,1
51-65,Male,No,38,14.070324153003572,-99.8748985616776,11.420654705820237,C,D,A,63.933573963442484,E,E,-124.91273461685265,D,-53.58958816075739,C,-184.92590898706266,-24.174733084621057,0
36-50,M,Yes,40,-163.85671020034658,-37.36654891340663,49.345838442588025,C,C,C,71.20131424868849,B,B,12.20351386838097,C,-34.30416384486276,B,-72.75653341102763,-7.072310843219852,1
26-35,Other,Yes,92,-89.3025971838038,-24.288171126473273,-53.988242418685296,E,B,D,-65.814749953903,A,B,-50.88756571767943,A,-34.468683902091826,D,-103.15471654235601,-47.37071046895881,0
36-50,Male,Non-Veteran,49,-10.71425791760754,-16.14430144993766,-102.43865529140173,D,D,B,-189.55844591497097,B,D,46.41681731963457,C,-22.26892980830269,E,58.45541648557777,-33.078210295022274,1
51-65,Male,No,94,-108.20459584085282,2.0764709871794835,179.6039215216217,D,B,C,33.72131894369895,B,C,-4.16298111605923,A,90.27621262071943,C,35.98149461713411,-39.37220247967947,0
18-25,M,No,31,36.771503219034265,87.01448357664586,-203.86963779879457,C,C,D,12.26507287057988,D,C,77.22771853575846,A,-84.95295401686336,D,-102.56805985753046,-14.616609293901126,0
65+,Non-binary,Yes,51,93.7738205757355,12.713976261083399,138.57816775374926,B,E,D,-145.13840728032585,D,C,-125.40019207811632,D,-69.2560625781241,D,111.35999676698012,-77.94666269385084,1
65+,Other,No,57,-73.443939667724,21.776882139433102,-129.4513325050841,E,B,D,-61.040467454324535,E,E,-88.56738579097905,E,-2.6975165955524285,D,42.09314388540007,-59.39286620948002,1
26-35,Non-binary,No,53,50.81014155323055,-27.823567633051326,28.635202647076103,E,B,D,-3.073483276883568,B,D,61.01408613349359,C,27.029877140366924,C,117.06709462279706,38.382293098218135,1
36-50,Other,Non-Veteran,25,43.60182058183549,-6.6326419223089665,10.737887634749608,A,D,D,88.47420254917392,C,C,-82.83135783600835,D,173.8091239622823,C,23.953862334358647,185.35971267245418,1
65+,Other,Non-Veteran,40,-269.387388233027,-109.82894344078598,88.0872652332527,E,A,C,-28.617130924232114,C,A,-97.11230611133705,D,92.03285395507115,C,-135.47995843299933,15.006610384645692,0
18-25,Male,No,94,297.84205713427014,136.27699853917053,-145.31435896267448,E,C,C,-7.356635760400154,B,E,-121.12721357823911,E,24.52713461044273,C,66.17311826931945,36.306587850599016,1
26-35,Other,Non-Veteran,38,40.96140328430666,58.233257880612776,-191.51581586222696,A,A,B,-31.662710835753494,B,E,-189.57548207266902,D,118.464836677785,C,34.581344908476694,-24.173129857884785,0
36-50,Other,No,23,-91.09735493337556,-87.48267398353968,107.19440378811696,C,D,B,96.93749531741078,D,B,-92.04483484771305,B,-86.54381064471683,C,126.47178346356236,56.15494636944112,1
26-35,Non-binary,Yes,29,185.80795489357112,-3.55217829745357,-75.02849171460836,A,E,A,-11.104869902473084,D,C,70.38201372178112,B,-103.66069870790129,C,-37.950733995906845,-45.783331864747204,0
18-25,F,Yes,98,-148.7190611119021,-46.8339924633784,192.01991757884903,E,B,C,142.89542375950387,C,E,190.22778786828596,B,236.15835517752495,E,-113.1457043544801,90.88712796954599,0
65+,Non-binary,Veteran,88,-43.51347449631447,-125.99378021109149,78.58637242508986,B,D,B,53.724009248782636,D,E,78.59780343862381,D,19.276954598713232,B,113.0228737580504,-77.78658482048706,1
26-35,Other,Veteran,27,30.17745008367073,68.17138206828244,-143.39460464042813,D,E,E,-44.04980391374756,D,C,21.144226286416,C,117.61933881610538,A,138.50748678430352,-63.159051099770465,1
18-25,Male,Yes,46,-156.38290758186582,-18.121919819218576,-36.47191132250917,B,E,B,26.499535026430344,B,C,-168.06266050139953,A,48.95519952474237,C,51.858520339108274,-28.697556224066496,0
26-35,Female,No,51,61.489207888054565,-29.911285128585874,130.80958094397306,E,C,D,17.053038106948854,C,C,24.75117620107183,A,-175.07300241398283,C,52.95049520066828,11.650375549058223,1
36-50,Other,No,21,-160.6443121438034,-96.90500775544447,18.65766198985985,D,E,A,-73.34079741372223,B,D,-99.7687258528256,D,10.727115942653565,E,-107.34803535434688,-101.11696569061274,1
65+,M,Yes,65,171.01780236055714,-90.82054030383551,-33.889880678903,E,B,D,-180.74604849141707,D,D,89.13180140791181,C,-88.36608926377127,C,-103.57296921654743,-120.95862513082241,1
26-35,Other,Non-Veteran,94,-2.861389187735246,-31.813194892318876,-49.23842364568773,E,B,E,63.615700857918824,A,C,-84.60811960493032,C,-5.401002738442739,B,-7.494834020873369,-31.83772115348419,1
36-50,Non-binary,Veteran,69,7.1839612725207544,-80.12500516362732,114.5502190994037,A,D,E,53.044609658942996,B,B,-138.84448987387427,D,-155.4859960684908,C,-44.796820861427555,-43.436493900577396,0
65+,Other,Non-Veteran,89,-94.44857058933913,-114.72044366480645,-91.97212464860371,B,B,B,-7.0249677999036,C,A,-60.181587503088586,D,-81.9572945190809,B,62.814233942458905,16.673306775990493,0
18-25,M,Veteran,71,85.84354071619867,-88.13800454303824,22.75492282170055,A,D,C,-70.69063388327613,B,A,-107.67252416986007,B,-29.22646003256211,D,60.96014433321586,139.44115343206425,1
26-35,Other,Yes,84,-42.87429681483786,-64.51344526905581,-52.79182711593473,A,A,E,7.882824658856248,B,C,186.10987963972377,C,-27.44388234207896,D,95.3505758413811,151.83614206171598,1
26-35,M,Veteran,86,91.1947745851256,94.9175258860254,95.58310693514215,C,C,B,72.17168909950114,E,C,-31.455814865900457,E,-119.93434224628025,B,-9.530065905387866,-123.23896402592331,1
65+,Non-binary,Yes,72,115.22265062222539,17.78302916305871,-19.708784844603727,D,E,B,-25.80286422213375,E,A,-5.9064918882997555,D,102.4963655863435,B,-93.29911289588159,-86.60667311517678,0
65+,Female,Veteran,54,76.03942352816756,-101.77589596307219,157.73914958773537,D,E,E,-52.8081339550514,D,A,-28.370800377944366,A,78.99724361209407,B,-136.61583016203258,-64.32106370717266,0
26-35,F,No,45,-62.7429006588677,-134.403182444335,110.93836000224056,B,E,E,160.64128250445623,D,C,55.222617146042396,B,112.30175105795385,A,12.117700081851316,-103.74372616132001,0
36-50,M,Yes,88,-75.18526252012273,77.01108747695496,82.50119296224467,A,C,D,-160.56959305740017,C,E,1.1974905583608615,E,-122.52823715048929,E,-4.546753369105942,7.0072482750765355,1
26-35,Non-binary,Veteran,42,-46.1344700536636,-116.18813978663229,54.49589903990775,D,E,D,-166.17695862500997,A,C,-42.88696819353802,D,66.20938801216198,C,-19.718719547228496,97.71644936755237,1
51-65,Female,Veteran,83,-27.98814541566256,119.15272716157213,-121.88495921926065,A,D,D,-51.15924675890843,D,A,152.09095245721872,B,-49.51630205330695,A,49.79709413218059,-129.24415200168033,1
18-25,M,Veteran,91,232.694825566332,23.752246955872206,111.6558304329772,E,D,B,17.960804564810548,B,E,74.61968424738484,E,-186.6517824207295,B,1.1960392593113898,8.447685257382789,0
18-25,Non-binary,Veteran,80,-43.70314837577117,-91.88893590343817,28.796334726644552,A,A,C,6.883857257151344,C,A,-141.674896450759,A,-6.8896791389473675,B,19.393540570109053,27.3924175774531,1
18-25,Other,Yes,25,211.01635440835008,-107.34210033229283,-98.78333743457468,D,E,A,-86.82499261122052,E,E,111.92856905088611,A,85.87120539152447,B,-112.81351743629446,-65.77436382947167,1
18-25,Non-binary,Non-Veteran,40,-109.96048287228987,-27.769201081898814,-133.90424412857988,A,E,A,19.426293326874937,B,E,124.21666767889721,C,-107.45572118808045,A,-169.16572170627867,-30.025867342423723,0
26-35,F,Non-Veteran,40,-189.16323582908626,49.854977603482716,30.69542627819705,A,E,D,-42.915208719186346,E,A,-139.5056431744679,D,13.145372374189495,A,-13.49545435946043,82.21820417166803,1
18-25,Female,Yes,28,44.65638449184366,203.1456165276195,2.117840863434212,B,E,A,36.94229354198721,E,D,-33.46441139246245,A,-0.21527469209559635,E,75.94485935830959,-28.69348925255815,0
51-65,F,Yes,87,33.71910581875709,-94.04613102234308,117.2171841616668,D,B,E,-64.66180011368229,D,E,89.71030819222159,D,-46.52858682923904,C,-94.4409576056543,-56.901821266155835,0
51-65,Non-binary,No,53,-122.12133706400216,108.11203124603077,18.037495819760093,E,D,B,11.011685179397295,B,D,125.32744353741212,D,173.12767393693434,B,-75.3286067324887,-121.1379608341484,1
65+,Male,No,25,-160.4403437268922,112.09972472228571,-89.4411767248866,A,A,A,4.064314454586024,D,E,204.84193848534952,B,23.554557315785196,B,142.51558893184145,-66.21968682954133,1
65+,Other,No,22,54.03049361509339,-36.252208681544495,-64.0284792405701,B,E,D,190.18794739910422,D,B,-4.1893484224311734,B,28.847570993354953,B,115.14735021600117,115.74033776212269,1
18-25,Other,Yes,22,122.53759480563546,-68.51816114901762,43.40039032636345,D,D,D,31.128856947965243,D,B,-63.33016789474571,E,-84.11270535091872,B,53.19233971680595,-17.2280800508325,0
26-35,M,Non-Veteran,76,7.814381794502114,-112.34194798172925,-30.365463568230734,E,A,E,-152.1395474819679,E,C,-48.31830853085909,B,-7.861280629812209,E,76.58957341914108,45.99835367953066,1
26-35,F,Veteran,42,74.10820370353441,-16.272211800196686,67.47401455157117,C,A,E,-134.2206211484326,B,B,215.67441657778113,A,-98.65590644820278,A,-32.18298882317731,58.157410606058335,0
51-65,M,Veteran,55,116.88869087989866,100.49790302465489,-82.24722447781124,C,C,B,1.9185248263759755,B,D,61.52939069412107,B,54.49955841926335,A,-1.4801645396982195,-1.5771289072117893,0
36-50,M,Veteran,48,21.686592523039653,147.72757826718845,-200.60982933508257,C,C,A,-57.89536240712454,A,B,-126.46950521571299,D,132.2073484657722,D,21.163546324525413,32.598094481682786,0
26-35,M,Veteran,55,101.99672259563775,125.0243621015268,-2.74243233686821,D,E,C,77.25757359636593,C,D,-65.12040466346124,B,-27.32330560971889,C,-12.854091904284548,97.29243879400028,1
65+,Other,Veteran,75,45.83129732025593,-30.046156797195355,122.01484820930402,C,E,C,-78.01103444884087,E,D,-115.95555474546543,E,25.11231239065046,D,5.901039683774295,-80.97846526690523,0
51-65,Other,Yes,65,119.49293726594703,-27.884797927806122,-85.47567742346082,A,B,E,-18.70673903441657,B,D,-25.608800812532984,B,209.076095817041,C,77.93664314453332,-174.57107212486684,0
36-50,Male,Veteran,60,39.73134432161308,-179.8446133818392,-32.077394026148106,E,C,D,-15.802813370481436,B,C,36.20832769862206,C,-13.617001417197866,E,-43.87302698071792,8.311575224089465,0
36-50,Other,Yes,42,103.18005314353233,-128.1616470281939,124.82393392722338,A,B,A,-64.14242531099318,A,A,68.9316029488109,E,-120.98684570586286,C,-101.2521061075744,84.34754023639442,1
26-35,Other,No,21,-167.5726686955594,-48.13966593805799,8.984977355896289,E,A,E,44.33145041960316,B,A,-76.22234151191088,D,-40.88075364611846,C,-69.60239576935017,46.85064024042463,1
26-35,F,No,68,35.58769718770369,58.159056400444996,-78.11684399803609,A,C,D,45.18172690047528,C,B,37.04208476073199,A,-115.20637905602882,E,-104.57786276294216,29.19309682478417,1
36-50,Other,Veteran,75,56.89820422610449,84.00178677938527,-26.822229723296942,C,A,B,145.47733600228378,B,C,169.69596582371602,E,-19.372455350456185,A,167.93181963544248,-181.61352106414336,1
18-25,F,No,60,141.6123901918497,-86.93742965679067,137.26868611934336,E,D,D,-52.89433522169384,C,D,-130.21769231335642,B,42.35639294244146,B,-62.21870754889586,83.97021277177683,1
36-50,Female,No,73,-219.5500618363585,33.21699189567064,153.76945701068914,B,C,A,27.661325419267403,E,A,-51.75514312877788,E,80.74198303606079,E,-2.852324753841125,44.267371170309346,0
36-50,F,No,76,-7.285214773405061,-180.80247502478753,11.87297040023878,E,B,D,353.59098395470085,C,E,188.696353758512,E,-29.86335713350619,D,57.86966913604523,-38.29796975036722,1
36-50,Non-binary,Veteran,30,-18.330735157896907,74.7695257950322,30.393738335934966,D,B,B,38.72484320416865,E,E,147.87882286221884,A,24.530071540866018,A,11.89226240308161,-23.422893620145654,1
18-25,Other,Veteran,57,-23.76362207153675,74.86110430703795,-192.3919266473717,B,A,D,70.88350174206838,B,D,26.292299912440935,A,5.696662332937451,C,26.29338945965967,45.36589971000454,1
36-50,Female,Non-Veteran,80,119.44085902073294,-124.30224080757885,-144.17413476184424,B,C,C,59.94647660096011,D,C,289.52150749082597,E,-81.4392078428769,C,-31.871067139026447,-55.233823594984536,0
51-65,F,Veteran,19,108.73465104906303,148.64824331740957,127.3378722624773,D,A,C,187.28377944340656,B,A,-47.04513595465825,E,-121.44234592440158,D,20.891327783474214,-71.38001495351293,0
51-65,Non-binary,Non-Veteran,91,-51.50871251117955,95.80188673866658,151.11116532403997,B,E,E,-111.52345391928198,B,A,-23.845140219737797,E,66.0756715366814,B,-24.365767761947687,-128.2631612855244,1
51-65,Non-binary,No,36,97.23347539127494,-34.62858005860013,29.397027259491505,E,C,A,70.66852000866956,A,E,100.32797080070814,B,-22.43022315674256,D,88.46976751648754,181.85433971998805,1
26-35,F,No,93,-77.87690984553963,236.76845231826857,24.484160272508948,E,D,A,103.11456499090868,B,D,-184.22087940678082,E,-40.99980213164067,E,-173.51746108037887,-10.445298441688527,0
65+,Other,Non-Veteran,78,106.60867863200272,1.9425840656260414,-6.442266966844907,A,D,A,50.91280435382559,A,A,-34.51926732279357,B,-77.87847586209755,A,-188.9109059602835,106.06635319500532,0
51-65,Male,No,48,80.90666983607898,-2.6805453186494845,125.36345848784514,C,E,E,27.48517761821002,E,C,53.9572635032771,E,-99.87186417767947,B,-87.04870864853265,15.30698669359383,0
18-25,Other,Veteran,37,18.396259749409513,37.14980976558118,-11.285337450457309,E,A,B,56.14528775737898,C,C,-133.1667416809629,A,-116.4982922538743,A,75.22682805695486,-157.6804652181463,0
26-35,Other,Non-Veteran,77,30.447175600808446,-72.82002750057931,65.65988907079284,A,D,E,-85.14203995629931,B,D,-121.77123170840412,E,123.0344606495568,B,97.71716546449562,-60.79521276436639,1
36-50,Female,Yes,66,-18.7069905061902,-55.42223233897863,-8.368608698407696,D,A,D,-31.091086722525635,A,B,-72.44630440528555,D,193.07490218740827,E,51.670788812137005,-103.15416735309438,1
18-25,Female,Yes,93,-22.76189357009916,-62.49110117389414,40.0372132557793,C,A,B,-21.702035577804835,D,A,-29.165402733213803,A,-14.189378508496986,C,181.01856641778488,-70.45111258494418,0
18-25,Male,Yes,19,135.32803836211576,27.85286903696356,5.345712941720673,D,D,A,-183.25900484200784,A,C,16.626474365100645,C,-92.1813971282459,A,-37.50853043704265,-154.1540438862752,1
26-35,Non-binary,Veteran,62,118.9027239781647,101.14173270558405,16.735556865423145,A,E,E,-78.54670976841133,A,A,191.55353539208323,E,-101.39496209683978,B,9.48617302808733,181.951263363257,1
51-65,F,Yes,29,-66.9344279391824,-45.209253257901366,-40.476846487591,D,C,B,49.083514464158576,B,B,16.00156459010887,A,-141.60041036958236,A,-74.07265512869776,-4.524956391622807,0
36-50,F,Non-Veteran,70,138.9432144646089,57.58492753690807,53.90064121780536,E,A,E,32.63774059390953,B,B,5.858548291005175,C,167.0944430451264,A,132.9847946792134,-3.906299252982843,1
51-65,F,Veteran,79,64.0625511747691,-13.395257519093606,-54.225562148427606,B,D,D,-74.57867400189028,A,C,-168.72398917501238,C,-94.92591945184301,D,10.285649157264224,-71.87653308354159,0
26-35,Female,Non-Veteran,24,161.13052276739054,-2.776886635010587,-222.04685837943975,E,E,A,122.4126274952019,C,A,40.79639051380614,C,78.25666293082104,C,-112.47749581959484,140.44650988474393,1
51-65,Female,Non-Veteran,69,-74.26845108144624,-77.08856788495942,34.81670262091792,C,A,C,68.35672108247604,A,C,-120.25954999480166,A,-8.31320594155105,E,3.68024373486558,108.6905935365539,0
65+,Male,Veteran,56,41.37203964480036,-64.22732708515375,5.618950595896887,D,D,C,-147.42748135125262,D,C,-12.895731395203564,C,-1.8491844633197978,D,246.05950304373167,-140.33189139519493,0
65+,Non-binary,No,19,-94.01895681974992,32.75393617108931,-158.73692817523948,A,B,E,120.67558267288618,B,E,11.329754372976183,A,91.27536155141955,A,-15.29967423586224,43.95063158622652,1
65+,Female,Yes,65,71.80190124381393,63.78975787483391,133.60648481734486,E,D,E,-29.68977877407111,C,A,-150.6276015994729,A,-75.73626949229319,C,208.24668066150122,-40.32300259716302,0
26-35,Other,Yes,70,-77.03029527989847,62.53363299664999,50.37991542744681,D,A,B,132.9921037359717,A,B,-223.6741256028211,D,66.32754142089117,D,-15.831180324031639,-91.33192263574198,1
18-25,Male,Yes,91,33.153848924789706,54.59805407270167,-13.809899598642533,B,E,E,126.28588184416527,D,A,-169.49493701166992,D,-64.95950560681044,E,1.1500177819668524,-186.94809704791203,0
26-35,Female,Non-Veteran,27,-161.80144261304258,35.01646208102777,49.93416704195121,B,D,C,148.8582795350835,A,E,11.12129895802505,D,-71.58599063174387,E,77.93550204006083,-59.793901423728755,1
18-25,Male,No,90,-4.634945458225053,282.83180984041053,-140.98122750666272,C,B,A,-100.84365636841032,A,D,87.65198440870702,B,-158.2591758676161,C,3.673633833750954,120.40586538583501,0
18-25,Non-binary,Non-Veteran,83,-58.963816862831465,-72.58110322452409,40.34465071101218,D,B,C,-19.491662082922808,D,B,-225.07616129383473,B,-41.66297268820329,D,-183.31678864133877,-87.82854772665767,1
18-25,Non-binary,No,26,101.79432492856202,-78.44496015254916,28.37210475717673,C,C,D,86.74258967655538,D,B,37.53528321295475,C,57.88212371587698,C,61.384152833060924,-62.26266939670062,1
65+,Non-binary,Non-Veteran,85,58.618152793426084,-110.28675792669287,-109.21852351016359,B,E,E,-44.46928633563804,E,A,8.136722014775101,C,77.25703618164846,D,-18.090513259284137,-19.161775153183587,0
65+,Non-binary,Veteran,43,-60.66020247106728,-62.49679524679489,-60.71975070396438,B,E,C,-3.0159154272481072,D,A,33.14906658615334,C,46.20222597385034,C,-131.93539464617967,-132.67880816627888,0
36-50,Other,Non-Veteran,64,197.23352609646653,-29.927211222621075,202.5602485302075,A,C,D,-32.95638108363067,E,C,-75.24170986216322,D,218.20451318331183,A,-83.55272720159925,3.809969898208089,1
26-35,Female,No,64,86.41744074556875,-12.745694771769731,-151.40256263314635,D,B,D,25.352790059474007,A,B,36.676160600721346,B,34.35181534393515,A,-74.28800424801597,65.2711427208132,0
18-25,F,Yes,22,-59.65904989882153,-73.45617796396085,-16.166828020532886,B,D,D,46.256649063980156,B,A,92.0972981054079,C,-37.580877471020216,A,-61.03016499705356,59.45682787035248,0
26-35,Male,Yes,22,-123.35722649694219,-133.6757378722708,10.101739620714085,A,C,E,-29.181866022383403,D,E,-43.5245948363722,D,61.51425253798065,D,-124.15372612524934,153.76555274458033,0
