military,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,target
Yes,C,B,-221.64266621051644,91.47574517704203,D,-148.64161912721212,D,C,A,C,-79.54340526296302,1
No,E,C,-93.80880333420747,-24.11490118042209,E,-128.0461357932978,C,C,D,A,98.29399640867986,0
Veteran,A,E,-62.96478971825037,0.42836597375554886,A,25.60295956119878,D,A,B,C,-19.237063616550994,0
Non-Veteran,B,D,263.9056909104234,-199.9472951694336,C,-54.74465171801328,E,D,E,C,83.0999592123469,1
Veteran,E,D,101.79733005872065,128.93814028726024,D,-26.139418449177228,D,E,B,B,12.849263290493138,1
No,B,B,61.98651172855186,-102.66736764472594,E,100.50355153209065,C,D,B,B,71.77660888203353,1
Yes,A,E,109.81615883207294,13.392238973847451,A,-60.11782910576049,A,A,C,A,32.49433348356404,1
Non-Veteran,E,C,112.00548916241473,13.17220303888755,B,-18.253626478469112,C,C,D,A,35.50697510708456,1
Veteran,C,C,39.10049596061887,-21.196862839956694,D,97.66251379091867,A,B,E,B,3.4229731268203856,1
Yes,A,A,-172.640192274518,4.391452484633687,A,42.88299558991207,E,D,E,C,-137.1854691571476,1
Non-Veteran,E,B,-182.89830713917127,-36.43769153082661,E,-30.336393399026008,B,E,A,B,-10.31838822833471,0
No,B,C,-28.548136148843923,13.484215255796991,E,-158.345519858214,B,E,A,C,-103.02004835833172,1
Yes,A,A,-135.16458475610182,-22.010947881563283,B,228.37063495664262,E,C,A,A,-237.50141247896207,0
Veteran,E,D,-16.72396155729764,-72.64829798452594,A,159.59925525815544,C,B,E,E,86.74012470468381,0
No,A,A,45.859102293719076,-19.445057386866655,C,-17.8174915818601,E,D,A,A,-23.472335684703886,1
Non-Veteran,C,E,-182.3399170542651,181.95500741674158,E,-234.8318669969669,B,C,B,E,75.2233032887394,1
Veteran,E,B,-24.281588890993927,3.8859240490710603,B,96.10689722912919,B,D,D,C,104.06723229319587,1
No,E,C,1.3835930423326293,68.00131776396434,E,-55.23188651662356,A,E,B,E,-139.92900924978113,1
Non-Veteran,D,A,38.22779383997565,14.793778216177916,A,62.777285604504286,E,D,A,B,37.65103986667365,0
Yes,D,E,4.824664531934897,66.53412370973162,A,-47.341389665218344,C,D,B,D,-155.26177507229357,1
Yes,A,C,-65.54961282426383,-93.44104085602518,E,13.152215264720162,A,B,A,D,12.274775850200035,0
Veteran,A,E,100.06587889880676,-18.614456338262713,E,-35.85817726687478,A,B,D,E,16.78415852560962,1
Non-Veteran,C,E,41.68087340848523,122.87902637559147,D,-121.08023581730872,A,A,E,D,23.152250262311846,0
Veteran,B,B,-114.43520328290997,77.95601874071313,E,46.4871516101357,E,C,C,C,19.681328085980837,1
No,B,D,-35.38038115388192,-34.83210272368243,E,-12.27692903372188,D,C,E,B,56.5721122667216,0
No,E,D,-48.801941703716444,-145.87989692720296,C,-123.76455601645513,A,A,A,E,107.67977164991487,1
Yes,C,D,69.59925612086265,-35.76883015933997,E,89.11136190369879,D,B,B,C,146.04399143196576,0
Veteran,E,E,-49.629784091864245,-91.4449889813211,E,-43.59902598527366,A,C,C,E,-64.2005618974102,1
No,E,D,14.538308209111861,85.4531960506282,C,-121.38565601202788,B,C,A,D,-102.63387792603392,1
Non-Veteran,E,B,-136.66912614782365,34.25120674169566,C,-82.91144096708175,D,A,E,A,-88.68194758643814,0
Non-Veteran,D,C,105.98002447012978,-128.2343009692428,E,-101.14857910787877,B,E,A,C,-217.93052179649118,0
Yes,C,D,1.8304460800525848,-155.37139144393856,A,271.9667017478365,E,D,B,B,-29.0087358048979,0
Yes,E,C,-157.97101944210075,13.748667987245309,D,84.47340484678244,E,D,D,B,-144.35589014726125,1
Veteran,E,E,-25.57740976658016,-74.65835767714391,D,38.72281143565844,A,A,C,E,95.04792781948848,0
Yes,B,B,66.22432172974156,-73.71200245984576,C,-70.4570838294501,D,E,D,E,64.586810116499,0
No,E,A,236.08858362928115,-5.427409092111566,E,63.59200197130356,A,C,B,B,-16.10352290583548,1
Non-Veteran,A,D,-173.74214986920313,33.17640104745595,E,-82.53270844519008,A,C,C,C,8.877747420460908,1
No,C,A,119.18394598696341,-32.53733704008542,E,-77.00130747889216,E,B,D,E,13.004592069712354,0
Yes,E,A,5.452999534937771,-46.770558782299965,C,-72.30995888303798,E,B,E,C,202.96079837980852,1
Veteran,D,A,-41.72914235272282,-122.88932210052562,A,31.666087626196397,C,A,E,D,40.42894894069534,1
Yes,A,C,-90.13560828522196,-105.9314596966952,E,86.96834611405379,C,E,C,A,-127.5745402262271,1
Veteran,D,B,-76.5923300275039,-77.26421180293784,E,68.26007932876753,E,D,D,D,89.75237538077687,0
Veteran,E,B,23.81637329768823,-114.87053061993306,C,-105.94690501664334,E,D,C,C,193.18724733773914,0
No,A,C,-159.9370799798018,-84.2798327981437,C,17.284882064408777,B,B,E,A,152.68237088272755,1
No,E,A,-113.22785904532442,47.28791962385602,D,-80.230785135778,D,B,B,B,-53.93070053635025,1
Veteran,E,D,-84.18106397772961,-2.824534162816572,E,76.27121154496139,A,A,E,C,83.06950890512682,0
Non-Veteran,A,C,-32.89662072165051,-49.19131849462602,A,72.2947747559141,E,C,C,B,170.69655761023458,0
Yes,B,D,-13.35764042088217,10.162431488128941,E,112.7949052964458,C,E,A,E,183.21335058922088,0
Non-Veteran,A,B,1.381329155615124,-78.8745611989599,D,-27.75726679014621,C,E,E,B,39.3155776633458,1
Non-Veteran,D,D,-119.389508058908,103.56480388697393,B,-204.1445131126063,C,D,D,A,24.202629812523288,0
No,E,A,-86.86231086788223,64.81899300333967,E,-87.12667755188832,D,B,D,B,-171.79917524732699,1
Yes,A,A,-24.754205483687723,30.291320016751676,A,69.66434595693111,C,B,A,A,-105.96572678990759,0
No,E,B,-30.38320481478737,16.87012219965482,A,56.43972693687106,D,C,E,C,0.2377918231251103,0
No,B,C,-230.9113827180882,-105.85835996525321,B,42.60708237505553,E,C,C,D,178.568477781688,1
Yes,D,A,-195.2203887000132,18.781362296735455,E,80.70072958631442,B,B,A,D,130.5651638694598,1
No,B,B,-10.498368170511792,-77.91566313884783,C,-18.669260855777793,B,E,B,A,52.99338071178059,0
Yes,E,E,30.93060937234831,-105.89070126634441,A,-27.018799254435415,E,E,E,A,-12.774170869559212,0
Non-Veteran,B,E,133.02487438020225,-25.95453848103167,D,-24.13555265989562,E,D,C,B,-2.4691470251811274,1
Veteran,A,D,5.490544723159358,28.406565415842564,C,-0.7996713367261614,C,D,E,E,-62.51134547348984,1
No,C,D,-61.48018162405094,133.57777065867776,E,-21.901441692856658,C,A,C,C,-99.01300915753633,1
Non-Veteran,D,A,2.5428578072126893,-43.20423983200617,A,-109.59720609667957,A,E,A,D,-145.1848527821477,1
No,A,C,-60.327877633009166,17.524482903063664,E,38.99665779737715,C,C,A,D,-45.59076924621322,0
Yes,D,D,42.57483231841408,-73.54391523322482,D,50.303421424214676,B,C,B,D,144.8680054427979,1
Yes,A,A,-69.50781604179171,-35.764407592265485,B,-100.73530178228867,A,E,E,D,-179.79636504319808,1
Non-Veteran,C,E,108.96537534915237,-69.9005275309326,C,108.63525904636306,A,A,A,D,-230.40537683289224,0
Non-Veteran,A,A,-50.22132282345546,-49.43269967176951,B,62.39655840984327,D,B,B,D,33.08244840760396,0
Veteran,E,D,-76.37820063702088,123.0600746482526,E,-34.009807488680835,C,A,C,C,73.13866160201249,0
Non-Veteran,B,D,109.92705848708968,30.497929747445774,D,33.919433772162776,D,A,E,B,-57.573392463200356,1
Non-Veteran,B,D,-32.79116230665562,121.84226518125196,E,75.57015995537928,B,B,B,C,-141.5663421420388,0
Yes,C,C,18.919142329450235,95.19433937872765,D,26.358092485364377,B,A,E,B,-20.195469025492397,0
Veteran,B,E,-20.457588926345643,-87.71964407589077,D,160.0986203626364,B,A,E,B,48.70015976803245,0
Veteran,E,E,-84.06095113788105,-108.55918607704926,D,38.54759197103327,A,B,C,A,-72.81151089412602,1
Veteran,C,A,-71.57483251942361,-82.50277115625796,C,77.37516130374637,A,D,D,B,139.26895109718825,0
Non-Veteran,D,C,227.95950813601254,19.26812976798465,A,-50.08450633944393,C,B,D,B,88.3103467001062,1
Yes,D,B,-25.320373243728522,3.588543532336509,E,5.874660297537865,C,A,E,B,65.73711614198888,0
Yes,A,B,29.03203572779212,-1.6071791788441827,C,-37.923403201135436,C,A,C,C,16.951223881327117,1
No,C,E,81.44910145881626,-62.32950499099339,C,168.48266525324635,E,A,A,C,133.48648060937597,1
No,B,E,-16.513712674978205,-17.257747880471978,D,81.88964730587615,E,C,C,A,-101.51919489768235,1
Yes,B,A,42.748864874338835,-83.53027924608057,D,-178.40385680756572,C,E,C,E,-242.8916751818599,1
No,D,B,124.39524999953173,-2.833294020130485,A,-46.78977879455081,D,A,C,E,139.8531331806143,1
No,A,A,-143.85182261998438,54.341461582431286,C,-109.65626784993128,A,C,E,E,-83.28586416899114,1
Non-Veteran,C,A,-89.26736809019444,96.61777661475166,C,-70.23595006127928,E,E,B,E,-67.5134624123005,0
Non-Veteran,C,E,-149.74536664011168,-104.5350514044308,C,-36.05281700710089,D,C,E,B,116.9787529178875,0
Non-Veteran,D,C,-0.300161532442793,-83.50992769615279,A,54.73827488218473,B,C,A,B,61.853474246798726,0
Non-Veteran,A,A,37.05234493782241,-0.31824612000248087,C,67.82193821625918,A,E,E,D,42.738653969277195,0
No,A,E,-18.029612702323995,-3.2441518299049634,B,-18.89254519090842,A,C,D,B,-69.5674974192948,1
Veteran,D,E,-181.92944643869257,-173.57031826172386,D,29.591972657424936,C,E,A,C,61.22814173131614,0
Yes,A,A,-35.8659227765274,-106.09469445006788,B,-16.411884992626195,E,D,B,B,-194.5216143078685,1
Non-Veteran,D,C,-124.94481053164415,-126.98667374141203,E,80.67110255129823,D,B,A,E,22.72156779880828,0
No,D,C,237.47942048849023,97.34908878467778,B,-9.36211302185196,D,D,B,B,118.16833837417839,1
Non-Veteran,E,A,-77.27815924463455,223.72089561647917,B,-28.324439606365043,D,D,A,C,-64.34133749964704,0
Yes,D,E,45.99115357021284,-1.0722640603317926,E,-73.57113716318953,C,E,C,B,-18.9789747998729,0
Veteran,C,E,71.64765796871394,18.35787449053947,C,159.19826352654184,E,B,C,D,-197.71656600941913,0
Non-Veteran,E,E,37.03059118221347,28.45062175959445,E,46.350949859746954,B,E,C,B,-136.81378552917965,1
Veteran,B,B,27.805227903642297,-145.22937337499394,C,-117.2400139094796,B,A,A,A,-30.855615178299246,0
Veteran,B,D,36.51773683075973,31.031922279494715,A,52.17928831028941,E,D,C,A,-57.635334079252154,0
Yes,D,B,-60.19564216537867,74.1397281436143,C,-96.80423877195027,D,A,D,D,3.4932392665376573,0
No,A,C,-147.89686553577135,20.882702854173647,D,-91.68133615853883,E,B,C,B,52.927310049684806,1
No,C,A,-95.68500000448648,87.98579350205029,A,30.071654454135693,E,D,A,D,-86.92730591404991,0
Yes,D,B,14.858693549907937,18.83074265854317,E,287.1274851279904,E,E,A,E,120.05947124136527,0
Non-Veteran,B,A,111.92349964661048,-45.21719676997378,B,-194.79107757505827,C,A,A,E,107.2070298389808,1
Yes,E,E,-6.513066542679338,-117.21043742659046,E,-213.74651196887135,A,A,E,C,122.4169695191593,0
Non-Veteran,E,E,-51.23701162221024,-32.78267656012682,E,63.478414832030296,B,C,B,A,-88.20268343473299,0
Veteran,D,E,138.5053066112349,-75.21576636026218,D,212.1828265999763,C,C,B,E,-34.36670283840703,1
Non-Veteran,C,B,53.859280140971855,68.37946086765172,A,61.932752638076195,A,A,C,D,213.90251635941095,1
Non-Veteran,A,A,48.17541006501004,-158.92471557999127,D,30.033957704621667,A,E,D,A,151.62119540113125,0
Veteran,D,E,10.752413750263361,-129.713834659117,A,108.68411549772799,B,D,E,B,1.4158511783390404,0
Non-Veteran,B,D,-26.623891630839086,-34.077259003589525,D,-74.24099099221404,A,A,E,E,-109.32880164418346,1
Non-Veteran,E,E,-68.80233532195942,3.0908703458725086,A,135.1082740932011,A,D,C,C,-44.489414447224206,0
Veteran,A,D,93.94311963510721,-168.74481472645147,B,36.45667073466507,C,A,C,A,47.881776638863215,1
No,B,B,91.24607370456009,51.15954534549915,B,9.915003374861069,E,D,B,A,189.2792708229483,1
Veteran,D,D,-90.0530038952284,54.603260773030534,C,-10.113143781775484,A,A,B,B,-41.07838840115704,0
No,B,C,48.87718888166743,63.257147179244875,A,33.920859089291525,E,B,B,B,17.39355881923725,1
Veteran,B,D,68.40609349533933,1.0071856718445298,E,23.249700228578984,A,C,B,B,-75.52171412823483,1
Non-Veteran,C,C,163.61887184489717,162.8644640326125,C,47.27059071767202,E,E,C,C,-106.85115292233615,0
Yes,B,E,126.9734863777505,70.82731086201267,A,8.611935348884927,D,B,B,D,1.7918236487722443,0
Veteran,A,C,28.666861268491868,-25.309538437920377,C,61.03135861459925,B,B,C,E,146.74202419228394,0
Non-Veteran,C,A,-59.70762470809634,7.993366129402954,A,-6.192840860704978,C,C,A,B,37.61343435622837,0
Veteran,A,C,-51.13265157378984,-4.870274513341505,D,-108.54640330006815,D,A,E,D,-9.987516336966577,1
Non-Veteran,D,C,-43.821758769037125,-6.36620997422601,B,74.95677445496437,D,C,B,A,-116.05125780397434,0
Yes,C,A,-55.415884209998914,-17.18331716566087,D,47.55188109510181,C,D,D,A,-115.2582210620532,1
Veteran,C,B,-176.26292526788967,19.053241979672478,A,67.70746281138558,B,A,C,C,-34.719860773081436,0
Yes,B,B,-29.374415602120074,107.6787869699238,A,92.03966722980262,D,E,D,D,94.64419677009447,0
Veteran,B,C,80.74131162208086,44.24840343810533,C,38.97453456715359,A,D,A,B,-22.09105905124897,0
Yes,C,E,-23.94583671591323,-53.19734587664663,A,21.640865983468483,B,D,A,D,-24.68999151722679,0
Yes,D,C,110.30967810176686,-67.66560212969253,E,-58.51021103510553,E,C,C,D,-49.46361873522306,0
Yes,D,A,-77.54222094068317,-101.63474030313866,E,-134.55125721128562,A,D,E,B,-37.87511463588622,0
Non-Veteran,B,D,-108.58373710660317,-107.75235888323265,E,-12.6617560581478,A,E,E,A,5.182307492195921,0
Yes,A,A,63.91302548430714,56.657493796400914,A,-135.7809785802014,E,B,B,E,-165.51139362106454,1
Veteran,C,B,168.02818585412996,-56.754585935329814,E,78.50105869711616,C,E,C,D,102.14740875505875,0
Yes,A,B,-47.83370062901717,-115.96770018463565,D,75.91392937135059,C,E,A,C,44.576335238374945,1
No,C,D,119.43584566224527,-170.10881010710804,D,-133.4067137422084,C,C,E,D,-146.05249466950838,1
Veteran,B,D,-33.096349770628564,-56.03512916432909,C,12.238016076183472,B,B,D,E,63.74232238129215,1
Veteran,E,B,1.3324818577931365,-23.42179508711019,A,-64.91262945083236,D,B,E,C,186.34781444165588,0
Yes,B,E,54.84233969529315,248.46058696463808,D,78.29254624667064,D,E,B,B,-38.53942332727939,0
No,B,B,-149.56182834347885,-36.94085811035009,B,60.90501361713625,B,D,D,B,-123.82690639495829,1
No,D,B,-53.0544234076217,-75.72373169415374,D,104.47263252957721,D,A,C,A,-83.73692562321807,0
Non-Veteran,D,E,-37.152012045794244,-83.42980290514042,B,-54.94051316748154,B,E,A,E,132.0309392479667,1
Yes,D,C,-9.743388277264877,68.83607858727885,E,28.190713286503172,A,E,A,E,-35.39192529549782,1
No,B,B,-47.654706522415026,9.873490797846936,D,161.80330944628332,B,A,D,D,12.810315998406999,1
No,E,E,-43.20680768294062,-151.88295144328234,A,47.68612673767692,D,B,B,B,-53.0382777746121,1
No,D,D,-191.28490560265294,-131.0648819800783,C,3.0189172501152304,A,D,B,D,202.3977453894763,1
No,A,B,134.89183590077616,-7.374131355594097,D,38.55176544611947,C,A,D,E,-100.02923512731418,1
Veteran,D,C,25.546691980243146,-77.05417217765766,C,40.28943164196075,D,A,E,D,26.897345702591508,0
Yes,A,C,42.78841613834366,12.735669451759321,A,-82.72576766450808,D,A,A,E,18.246333854229622,0
Veteran,D,C,-156.9865262565314,9.489360319922376,D,-39.06071028386342,E,D,A,E,47.610181829251594,0
Non-Veteran,A,C,65.75267044030996,111.58605022655283,D,-175.01009339576603,C,C,C,E,89.63378770001873,0
No,D,E,-42.75214967358207,-51.90803664529502,A,-13.821167567679291,E,E,D,D,-111.00039555216046,0
No,B,C,-176.88203193511097,41.25805524911924,B,65.73594554026056,B,A,E,B,92.5910449846933,0
No,A,A,5.435490234831635,-4.198655940808544,D,37.64536562538806,A,D,D,B,167.0203157276561,1
Veteran,C,B,-202.53580297969455,-91.1629989546775,D,71.97592475615147,A,C,D,E,-6.650989482428636,1
No,D,C,-41.149087986674694,-83.57473546649851,E,-35.780918713413364,A,E,E,A,37.03888260267477,1
Veteran,E,B,111.89236654145492,11.926620968126501,D,45.544864945116196,D,D,A,E,-15.020389711184206,1
No,B,D,126.45219805400751,-103.28345712472458,C,-85.73955692511555,D,C,C,B,33.51033468694344,0
Yes,D,A,58.87816450163484,8.320202995494357,D,13.249925381309133,E,C,D,C,58.49707524987786,0
Veteran,E,B,20.413700450712373,-32.7373064818964,C,-92.82057394429292,A,B,C,B,-96.9879818655686,1
Yes,A,D,-79.93420784343805,-59.86236395575681,A,-17.34913052621688,A,B,D,C,18.399736097852433,0
Non-Veteran,C,C,-172.8339545994076,-93.81233665380773,C,84.33158815916516,B,C,C,E,-28.55730972246607,1
No,B,C,-13.56978650843597,-188.97723003743633,A,-129.56444062563372,A,E,E,E,26.38594399656094,1
Veteran,D,E,137.60855249240228,71.13554359777373,E,4.769098460850076,C,A,B,D,53.48893640011841,0
Non-Veteran,B,C,-2.422105798568805,125.31254965109697,D,-76.9509730597355,D,A,B,A,-0.8498016614052022,0
Non-Veteran,D,D,28.682405501343805,-24.902061569882715,A,-107.97060555819601,B,A,C,E,-120.74404555700255,0
Veteran,C,D,-100.31725898401871,-31.522737713012404,C,10.196792104511621,D,B,B,B,127.05669419236388,1
Yes,E,A,-71.13586499422246,-154.02830428242387,C,-110.21502058983779,B,E,D,A,116.17527293621617,0
Yes,C,C,26.33216183724557,-8.247252282188079,E,123.82858196013382,D,C,B,C,-200.86300400279669,0
No,D,E,-115.12324578526186,-74.14273575838374,C,-181.29630711578304,D,D,D,B,139.7848759071755,0
Yes,C,E,-68.67629478314362,169.4347413870533,C,170.05707288060597,A,A,C,A,-62.333665607505374,0
Veteran,B,D,-145.57801792750595,-125.4990821244278,E,-152.22657823124172,C,E,C,E,104.6294552328802,0
Veteran,A,E,-97.91801992635212,57.55688159494605,D,10.785275372856326,B,E,B,D,-119.54172210642058,1
Veteran,B,D,72.76677389968232,7.723630617492643,C,97.60147510197626,C,C,A,E,114.79333210105507,0
No,C,E,-158.14637416209308,45.32923154603619,D,80.40691544917368,E,D,D,A,272.5316104363668,0
Veteran,A,D,-74.59465788797944,-6.573159472128126,E,-8.708670254013134,E,C,C,E,107.15076750696049,0
Yes,C,D,-106.27373506262896,8.028966602798778,A,20.604095242898456,E,A,B,A,27.613347489778796,0
Non-Veteran,D,D,-209.12110469459847,73.71026121858326,A,-177.85288494259268,E,C,A,D,-3.726978786714789,1
Non-Veteran,B,A,-62.85253116350281,79.21446334673192,D,14.501675011412631,D,D,A,D,-34.20117105354548,1
Veteran,B,C,2.2065987360919195,-27.655169381733963,B,-79.45326135090215,E,E,B,B,67.80335088252433,1
Yes,C,B,-109.36738008211897,147.50956959869455,E,28.969831530384532,A,C,A,A,52.42540835126051,0
Yes,C,C,51.618351083844495,41.005934679859145,C,8.09164406873211,D,C,A,B,124.1036620580708,1
Veteran,C,A,127.95633655172456,102.14863292979435,A,10.889127996493349,C,C,A,E,-217.0028532605564,1
Non-Veteran,C,E,-42.00975597555428,14.196408707957037,D,7.128473840504918,C,D,E,C,-51.93070377072443,0
No,B,E,115.35243404313621,108.28196021964345,E,-71.29738111224086,E,A,E,B,195.81303425308076,0
Veteran,E,A,-3.733326736742274,156.08461159210646,B,64.07505649999817,D,E,C,A,8.530950861451242,0
Veteran,A,C,-47.99556330278683,207.41309982809426,D,-59.29501238095908,B,D,B,D,132.23445367777268,0
Veteran,C,A,-21.421785523553876,35.66636241789555,D,187.52952282462573,E,B,A,A,-125.20587002895547,0
Veteran,A,D,2.2836434574058235,57.256282974939445,D,-50.13546466130523,B,E,E,D,-88.78647156819781,1
Yes,E,B,-12.514181477502511,-110.09498267020594,C,122.53687522513226,C,C,B,D,21.247846034816227,1
No,E,B,-44.18386115482265,-212.32840463669413,B,24.813491322582824,D,A,D,D,8.754712846424583,1
Veteran,D,E,-102.4894193961256,-33.15164079881893,A,-40.2021652988805,E,A,C,E,7.236073012114402,1
Non-Veteran,C,A,-60.68585423954557,79.23957453687682,E,153.3667879746655,C,C,D,C,94.53400986166395,1
No,A,A,-86.80325346274682,-69.90478426676097,D,31.652126954773923,A,D,D,A,0.913618453014332,0
No,C,E,-257.88013602466566,-46.37587616130061,D,143.29720774717345,E,B,D,E,27.94630843242268,0
No,D,C,169.61045158368725,7.255277999221284,D,-88.84887071322335,B,D,E,A,22.75775884068509,0
Veteran,E,D,-70.51546747433237,-94.65605495517832,D,-39.64731575434222,C,B,A,C,-71.46933522871495,1
No,D,B,-59.13092890286325,0.5990080022692287,A,-72.1618336037128,D,B,A,E,-76.71427241487213,1
Veteran,D,C,1.388932526020692,-60.17979096983864,B,-44.50146078470278,B,A,E,D,-228.948342591899,0
Yes,B,A,-50.7103738543498,-59.92723956679203,D,134.89204104151952,D,B,D,B,-93.63242626064398,1
Veteran,E,E,16.146117013864668,98.98218843886829,D,-74.91354732131326,B,D,B,D,96.8370100314557,0
Non-Veteran,D,B,25.001873662985474,122.4737007577446,E,-147.77263172815827,A,C,A,A,-100.4885967643564,1
Non-Veteran,A,A,-32.69169247651449,131.0170461533661,E,-123.38731468036421,B,D,A,D,86.56298922012627,1
Veteran,A,A,9.3934218995286,-6.189328625923308,E,98.29674012772438,E,A,E,B,156.2490784357745,1
Yes,A,A,-30.624615502419523,223.44812556247265,D,81.73333510534746,D,C,E,C,117.56162357890885,1
Veteran,A,D,79.11362241381335,69.19415609983086,C,-117.5232562236714,A,B,D,C,187.42999656976758,0
Veteran,C,D,75.87308811897499,-66.27410971507636,A,-83.1948160666935,E,D,C,E,-139.75807782690092,1
Veteran,A,A,240.15251650399244,96.38008243534169,D,53.50529073558621,C,C,D,A,93.6133339869649,0
Non-Veteran,D,A,263.6704772593607,-51.02671257417389,C,-97.3495574530859,C,B,B,A,243.33590840932348,0
Non-Veteran,A,D,87.86210243006602,-121.58620383585956,E,20.368810527781005,D,D,A,A,-19.617442869727228,0
Yes,C,C,-44.72534327039686,-151.64393433375537,E,98.69611491509872,B,B,D,D,141.59737207954515,1
Veteran,A,D,-106.82527890944142,-148.90868507861072,D,38.319311635640496,A,C,B,B,1.024040533923709,1
Veteran,D,E,-91.91643502334615,5.7105395366719325,D,-118.86740836387449,C,E,E,D,-18.45690843965862,0
No,E,A,60.87256630442172,-310.34765183911196,C,-59.38860703039368,C,A,D,C,70.20094042306,1
No,D,E,43.03785067657703,141.60680047961688,A,75.47772353954028,E,D,C,B,20.351509198711973,0
Non-Veteran,C,D,86.6182917385395,-104.09804850791977,C,-88.58269863650571,B,D,A,D,75.6063493862637,1
Veteran,A,E,119.09258545424464,137.44953698623576,D,73.29481934625021,B,E,D,A,-137.91865566948178,1
Non-Veteran,B,C,-64.90627967992205,23.139753256658064,E,-105.97467172473907,B,A,E,E,38.65060759067961,1
Yes,A,B,110.72144983470118,8.23032237012301,D,-17.226532644070275,D,B,D,D,42.64765470982781,1
Yes,B,A,-93.40415259536988,166.88332818844026,B,-128.1414718228082,D,E,E,E,-37.435643912405546,1
Yes,A,E,-179.41875270775887,-5.7201448737166,E,-184.66227160561684,E,B,E,C,22.432752795068282,1
Yes,B,C,-64.16325426700348,-22.771549631600347,C,187.74992917835766,D,A,D,A,-26.16660840104635,1
Veteran,D,B,-32.786466184731225,-216.3394537911095,B,-122.61986359464434,B,C,C,D,47.95100206846043,0
Yes,A,C,-16.663185837673833,119.42418863368933,B,62.80540485081866,E,E,E,B,85.21152681860937,1
Non-Veteran,B,C,-45.98966194496917,-11.610620953934928,E,-70.854308588273,D,A,B,A,5.055597035504837,1
Non-Veteran,A,C,225.03047418212972,26.852003049335217,E,24.67289322307665,E,C,B,D,94.32583599309646,0
Veteran,A,C,27.42672322681959,-31.120221102319594,E,9.582466222642669,A,A,D,C,-79.40178824709002,0
No,A,D,-60.263069181442894,68.66794516776794,A,-26.313332809761135,A,B,D,B,-84.7983158503794,1
Yes,E,A,148.05990080099681,213.4679269761092,D,9.327937191343398,C,C,D,B,-149.23893132308473,1
Non-Veteran,B,D,108.99857519018109,108.04720806528553,D,17.697028616728446,A,C,D,D,36.827465508905924,0
Non-Veteran,E,D,-22.86713938306775,-147.53754249415417,B,-228.48857700781952,D,A,C,C,60.58640301885971,0
Veteran,B,C,30.05579492652502,82.58592420463022,D,-79.13854646193836,E,D,D,D,-34.14848678058515,0
Yes,E,D,56.37667993436729,-105.58425653961052,C,34.94324371004786,D,C,D,C,169.20359452281593,0
Non-Veteran,C,A,-19.324698602015662,43.121827949004974,D,-88.45539599160092,A,E,E,A,73.29905308029718,0
Non-Veteran,C,E,145.51065019068164,3.2182105034727995,B,68.35318698076848,B,A,B,A,-61.10670558901682,0
No,C,A,13.461401392642024,-19.851691472533915,A,177.2889632798792,A,B,C,D,-24.441467011392117,1
No,B,B,73.09574035776147,6.880104658399026,B,124.78876050946117,B,A,B,B,86.50046977886304,0
Veteran,D,D,-9.161578075021296,130.56892318527943,C,-159.8879434182481,A,C,C,B,27.283356282888484,1
Veteran,A,D,44.37928250143717,-25.972200409951622,C,-133.86133130478794,D,C,C,B,-21.08768464122862,1
Non-Veteran,A,B,89.4283049585256,177.81023821810152,C,54.30074352962837,D,C,B,E,-70.20899076234036,0
Yes,E,D,-157.7988964208768,-99.62011886920045,C,-107.03669571793924,A,A,D,D,-130.15708179021385,0
Veteran,C,A,-114.47653337914834,-58.6868138761543,D,11.782833157085074,A,A,E,D,-130.99558792015807,0
Veteran,B,D,-36.654389115251625,9.009750557480569,A,116.16785934117316,B,D,E,B,142.72568222892136,1
No,E,E,184.25501205114077,123.33007864011604,E,15.077463001189278,B,C,B,E,106.14302341963817,0
Yes,D,B,59.14969864494813,-35.90232842626604,D,-8.629076132122302,C,D,E,E,26.697281371164465,1
Veteran,D,C,-71.1948309688133,59.161111667411326,A,-81.50546648370623,A,C,E,C,-65.2368782734682,0
Veteran,E,C,-122.23535850474521,-48.30534041076385,C,-91.56936145864398,C,C,B,D,38.95982038575729,1
Non-Veteran,A,D,24.73551887173402,-45.328695564081386,A,-15.76976352704251,E,B,D,B,-30.0913423165781,0
Yes,C,C,33.03931114833077,-263.23779292049994,D,-49.40566889498332,E,E,E,C,-164.92643617795412,1
Yes,B,C,-13.500707952878688,19.151919423531847,E,78.62071805457155,E,B,D,B,46.671630079914515,1
Veteran,E,D,-93.24147805944662,-97.38200442932084,C,-217.42713138106802,A,E,D,E,101.63650652939012,0
No,B,B,77.2412948386746,-92.92086682521509,D,88.45817228706238,B,B,B,A,-10.980735022084335,1
Veteran,C,C,-75.88319744630337,71.74715708217695,A,63.90243357624739,E,A,B,E,-20.5989215845121,0
Veteran,D,A,-31.191602189123607,95.75257134777095,E,47.076137224964114,D,B,B,E,57.19499707202168,1
Veteran,B,D,38.0763035000905,129.5001752572555,E,229.7166981392242,D,C,A,B,16.332741996072844,1
Veteran,B,C,-24.178617353793225,147.63467417869873,A,-28.322075677109293,D,E,C,D,27.459983247744173,1
Veteran,A,E,-14.925556297423004,43.862568593168724,C,-64.38526040473661,A,A,D,A,113.75207629051758,0
Non-Veteran,C,B,-27.2887961322349,9.281497994098874,B,-17.934626311946687,E,C,A,C,36.51531149823791,0
