marital_status,ethnicity,genero,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target
Single,Hispanic,Other,-243.15240445584573,A,-131.12703903604984,C,E,41.51794926538652,E,D,D,132.038376408668,0
Single,White,M,-46.768001551291135,A,-67.88780566710673,E,B,-104.32898603647085,D,C,A,-95.87490104135856,0
Married,White,M,12.673710755493959,A,-23.11379455638019,B,D,-16.189349562671868,D,C,A,-4.9799229190061105,1
Widowed,African American,Other,114.25093139506394,A,10.345693076809928,D,E,-150.69989171348413,E,D,C,33.958263164571555,1
Widowed,African American,Other,34.633568137780664,D,22.257111572057177,A,C,-193.1418612465229,C,D,C,-203.03951016271301,1
Single,Black,Non-binary,56.82910724226641,D,63.58686296398497,D,D,-79.6354158306742,D,A,E,-222.99675892471208,0
Divorced,Other,Other,-60.589266622292136,C,-88.39807517906146,D,B,-83.9975445912715,B,C,C,105.23188571481555,0
Married,White,Non-binary,88.75611387534845,D,-39.00793927612848,D,C,-149.40530821986144,E,D,A,-35.857660589482755,1
Divorced,Hispanic,Male,64.09111376972272,A,-47.075428963570644,D,A,123.85927591531987,E,C,B,-86.86924870430668,0
Single,Black,M,-96.83643820998921,E,155.01028323240334,A,E,-7.907967687505573,C,C,D,-107.48289338630399,1
Single,White,Non-binary,90.26386943956099,B,-14.541759600553952,D,B,-88.36448119240872,B,D,B,-172.08806530123496,1
Single,Asian,Non-binary,-47.378480070126386,E,-149.98492085194252,A,E,105.36209280960111,B,B,A,-119.98446841133254,0
Single,White,M,-18.792298407708653,B,-65.74920277448423,A,B,-29.02659300371182,B,C,D,-13.01850862600244,1
Divorced,Other,Female,-123.76469449819523,B,-78.7985176506015,A,A,-223.52577379278128,B,E,B,-235.76930925703687,0
Married,White,Female,-105.00829609072294,A,-145.64347290817958,C,D,46.16893689821131,D,A,A,-23.00964447024579,1
Married,Hispanic,Other,-19.90345995541065,A,-164.83867170285677,A,E,103.40153998926533,A,B,C,-195.85015565301123,0
Married,Hispanic,F,-97.9404400121906,B,-200.75982177584723,D,D,-220.3187896394842,E,A,E,46.54139084911638,1
Widowed,Hispanic,M,-58.126393475530676,C,-57.94880469521243,D,B,74.31519205736048,B,B,C,-113.3776003030428,1
Married,African American,Female,42.057157281547866,A,-43.223634227632424,D,B,61.07318667664866,E,D,B,-135.21861651625565,0
Divorced,Black,Other,75.90996888778942,D,-87.99067781808402,C,D,-22.639020172933815,A,C,A,34.48664739653475,0
Widowed,Other,Non-binary,-166.99183883114554,C,-32.96747062451797,E,E,23.580855622785332,D,E,B,34.399263388005956,1
Single,White,Male,-116.23454616850553,A,40.467791755107406,A,E,-22.08468321281195,E,A,B,160.17557899298123,1
Divorced,Hispanic,F,-227.49315867359238,C,116.1808748891528,E,B,70.14704314343268,A,D,E,-50.016773906483216,1
Divorced,Other,Non-binary,-60.737568344229544,A,-47.62294451109704,C,D,-64.16532668812799,A,A,A,-59.80291831700121,0
Widowed,Other,Non-binary,57.79728349274797,B,-60.590567352903356,D,A,-97.75107556175917,E,D,B,-46.11135940778702,1
Married,Hispanic,F,-58.74277931700361,D,71.16466966649978,C,C,-87.61801779143788,C,A,D,-95.21582857043266,0
Divorced,Asian,Female,-21.66472862463499,D,-84.6368835368259,A,B,68.8528811656952,A,A,C,59.439296046569304,1
Widowed,Asian,Other,-69.2233403051141,D,49.36096232922036,A,C,147.86981750846212,B,C,B,-61.699251905380706,1
Married,Other,F,33.95589756157683,E,-104.37938137597698,C,C,-3.0422618656488956,D,B,E,176.2266167051668,1
Single,African American,Other,-184.809298399474,D,33.989345317620824,E,D,33.88234722633271,C,E,C,-71.55614387239733,1
Widowed,Asian,Female,-89.16286600317243,E,128.69318716995807,E,D,56.57698271387104,B,B,C,-52.31321045722335,1
Divorced,African American,M,12.595591252216154,C,122.67456137833177,D,A,109.51324388094758,C,D,A,-164.38077947205858,0
Divorced,Hispanic,Female,38.783109790167636,A,186.99800579807183,D,B,-11.463579994892207,A,D,E,-91.54397837200769,0
Married,Asian,Non-binary,51.71456638436277,B,-2.4751670083737234,E,B,63.08464143571333,D,C,C,189.21455527027692,0
Divorced,Hispanic,F,-7.030897222774503,C,-91.98734963045516,E,B,-61.473883436191635,C,C,B,68.32083512068752,1
Married,Other,Female,156.34096968151763,E,0.39394490550490496,C,E,126.86225350782382,D,C,A,-105.51771315063401,1
Single,African American,F,-165.33304080948142,B,197.97217507802836,E,D,-54.12876430532989,C,A,D,-73.40385774912372,1
Married,African American,Male,-68.0242883692138,A,-25.493165271442113,A,A,-129.29699284867968,D,B,A,21.18406268109933,1
Widowed,Other,Non-binary,-3.315477204478233,A,136.92458836017505,D,B,75.53523468041338,A,B,C,-86.8539690810653,1
Widowed,Hispanic,Male,-10.3075477892384,B,94.34203845553155,C,A,-16.7568595549545,D,C,B,204.1813189235888,1
Single,Asian,F,95.18299345603589,C,7.129344043135158,E,D,-7.561459639820722,D,C,A,-59.15717809667493,1
Single,Other,Female,-104.51454919804772,D,102.41508785190699,D,E,134.37888067603498,C,A,D,57.902409520508755,0
Single,Other,Non-binary,-15.760851968329053,E,7.231193516618063,C,B,38.25785518169334,D,E,B,-39.7590316100363,0
Married,African American,M,-68.47400219124037,D,-1.072642069340382,D,B,-37.62603281874196,C,A,A,-165.59800937832327,1
Widowed,Other,M,16.64776551942369,A,44.38880058516441,E,E,103.35553754303423,B,E,E,-75.17325770469506,1
Divorced,African American,Female,-113.24787069968183,A,97.26217043398512,D,E,50.50232304969473,C,D,E,78.4810027629815,1
Married,African American,Female,39.40921661370837,A,67.3045673937998,C,D,-130.84266909658245,C,A,A,150.50829769167046,0
Married,Other,Female,-69.99602099310118,A,-32.626249955704445,A,D,223.23113292081095,C,E,B,-124.98790972141747,1
Married,Other,Non-binary,-205.3771641592767,A,69.49524070370644,A,E,140.42354502694639,A,E,D,-165.88889767642652,1
Widowed,Other,Female,133.6610370412409,D,113.76137320970324,D,E,65.78993913964983,B,B,E,99.46240429027628,1
Single,White,F,133.22189458047683,E,-117.29310330788316,E,C,99.80135212823843,A,A,A,-60.12915818761222,1
Widowed,Black,M,-4.6440327693212815,C,-4.051513158084178,A,E,40.241972771192856,A,A,C,-117.01564948378444,0
Widowed,Other,Non-binary,22.428682543874025,D,109.20435168059993,A,A,47.28473830816087,D,A,B,96.15850886311677,1
Married,Black,M,137.9441267066443,D,44.418623272028775,B,B,-35.67150212923267,E,A,A,-139.19448226286048,0
Single,Black,Non-binary,108.94333758173767,D,79.64594256363434,B,A,-54.854781642652895,B,C,B,-85.49263579596685,1
Divorced,White,Male,-49.81021496304543,B,61.21999993792046,D,B,-163.81810670099216,B,E,E,204.00035068771905,0
Widowed,Hispanic,M,80.40560966063552,D,-78.85539234382541,A,A,-28.502971922058766,D,B,D,-196.16209450815006,0
Divorced,Black,Female,132.77499639265542,A,-131.6395513560962,E,A,25.154857739429247,A,D,B,-104.3102013491596,0
Widowed,Asian,Male,54.21129379635854,B,-186.8210534683965,A,C,-131.76824066850827,E,C,B,-60.650199830369104,0
Divorced,Other,Non-binary,-67.3856553311643,C,-90.12078722975552,B,C,142.83544989851677,A,D,E,-2.968297938101464,0
Divorced,Black,F,-79.00840115024194,C,87.46139210561236,B,A,19.77601799589172,B,C,A,-171.84045426439124,1
Divorced,African American,Other,-45.88278277922802,A,-89.1654390222636,B,C,-21.414918574151333,D,E,B,213.47504059352516,1
Divorced,African American,Non-binary,-185.69388802693797,C,86.6316424693784,C,B,-12.324956215073835,A,E,D,22.55905824660184,1
Widowed,Asian,F,-146.36379028027457,E,73.10249682777953,D,D,284.6621128699649,A,D,C,114.31198362446607,0
Widowed,Black,Non-binary,-0.6617606287039459,A,87.2124747618983,E,B,-40.99681646139741,D,E,D,-205.9050573353328,0
Single,Other,Male,48.49574106465071,D,32.2705310944562,D,A,148.76345872223743,B,B,B,-157.75153075386518,0
Divorced,Hispanic,F,-86.816869445396,B,37.6008260903653,C,E,-39.13176882482236,A,B,B,-27.38347064264254,1
Divorced,Other,M,-9.323018257849965,A,61.21077524438778,E,C,127.86117350469992,E,A,E,132.37216014743368,1
Widowed,White,Non-binary,-88.65385694436439,C,37.90750525470848,D,C,118.6312771818184,A,D,B,-13.819029001031263,1
Single,Hispanic,F,72.80059162795172,D,157.90767965969616,E,A,90.46346900390326,E,C,E,112.6465447261048,1
Divorced,Asian,Other,-52.53482496709887,C,59.95724877928916,A,B,-51.7475056167884,A,A,A,22.836583309829866,0
Divorced,Black,Non-binary,90.0248479261381,D,-29.748798890565105,A,A,116.28348306069014,E,B,E,-19.700083728720884,1
Married,Asian,M,46.51227677805779,D,-92.79958897525584,C,D,-18.028786304875407,E,C,A,-6.658995436404079,1
Divorced,Black,Other,16.84918444056368,B,-102.63797770176184,D,A,-160.72973476381534,C,A,D,147.71741081601903,0
Single,African American,Male,-117.38872222207424,D,50.89911800313946,C,B,-244.86550905398573,E,B,E,20.37755323744461,0
Married,Black,M,38.903165595948224,E,139.59487272800405,D,C,-132.80030527660713,A,C,C,108.92377626111345,0
Single,Hispanic,M,105.1278126500551,C,65.9232825329742,B,C,-34.29028768807545,A,B,C,19.662424094219887,0
Single,Asian,F,-25.592568081536182,E,104.0019476146395,B,A,119.79110294055668,B,D,A,-221.55494026848856,1
Single,White,F,-74.11113839027723,E,86.63091313915585,D,A,-9.5470843060086,B,C,B,-155.36134507886027,1
Married,White,Male,140.06841298794865,A,-8.930883319623243,D,C,-169.12989252498923,E,C,A,45.61797522925992,1
Divorced,Black,Other,-117.3856620174763,D,6.49151610361451,B,A,-117.70145693512002,D,D,E,16.986359861117524,0
Divorced,White,F,-76.94579563530063,C,45.56231488861926,C,D,-73.1367918478504,A,C,B,74.454914774846,1
Divorced,African American,Female,-94.98373613878535,B,-117.43548628692028,E,D,-138.41703685461388,C,C,B,85.23840521805938,1
Divorced,Hispanic,F,6.4227066813079405,A,81.66997042713857,C,E,-57.0690768326811,C,E,E,-144.0570000764517,0
Divorced,Black,Other,-70.25033142715881,A,-4.984023502115988,D,C,52.72321432024264,E,E,E,-74.93306544807994,0
Divorced,White,F,172.63598639873697,B,40.375708256205904,B,E,-6.888560019898485,E,E,A,-47.5099724724287,1
Single,African American,Other,-94.28279395806626,C,8.419835845224604,E,A,43.459590087685626,B,B,A,21.48265364750117,1
Married,White,M,112.6804765897144,D,43.67213413973505,A,A,87.18875469446189,B,E,E,24.776863682334582,0
Married,White,Male,84.67475042313698,D,26.82741944525069,C,A,-261.9514611056064,A,D,A,15.189145041294402,0
Divorced,Black,Female,1.9252335202008166,B,93.90859406358044,E,E,85.24578833814112,D,E,D,31.565496941670013,0
Married,Hispanic,Non-binary,75.03582505242076,B,246.0388682622766,C,E,-116.13576774001197,A,C,C,-82.57549489760375,1
Married,Asian,F,20.42450057248054,A,157.3945159975565,C,A,-6.966386495020521,D,E,D,-37.26680678090392,0
Single,White,F,76.82956815983746,E,95.96427320112815,C,C,36.35003541278783,A,C,D,76.30409059541023,1
Divorced,African American,Other,-3.2161914432068803,E,17.835314929201452,C,A,129.3535356556543,C,A,D,-103.179814274666,0
Married,Asian,Female,26.244821839133227,B,-112.14438235990738,B,B,-109.78475276228524,D,E,C,53.42509162648101,0
Divorced,Asian,Male,161.7905095150258,A,-37.19490746188346,E,C,93.92519893543887,D,A,A,47.72111360005014,0
Divorced,Black,Non-binary,-128.76290936248427,B,17.880479504468987,E,B,322.5645488937593,C,B,B,112.42521434976906,1
Divorced,Asian,Non-binary,97.07849878136238,E,-6.235173046900233,C,C,152.84459906372737,C,E,B,59.34435127602321,1
Married,Other,Other,-135.25462754608301,B,-52.77598550899225,E,A,3.2906908477484715,A,D,D,67.91712124883605,0
Single,Asian,Non-binary,6.956762766215877,A,-1.361111647163992,C,B,32.23848595069185,C,C,C,-129.71240827572828,0
Divorced,Hispanic,F,-19.77364793953894,D,-56.64212109055416,A,C,44.653133002199155,A,B,B,-44.84881487279645,1
Widowed,Asian,F,-80.06094924816257,C,-49.216445865453835,A,B,14.603730242366975,D,E,D,89.17755588886914,1
Single,White,F,101.92306355543394,A,-0.4739132773760854,B,E,-5.657585394732051,B,C,C,119.93569207624112,1
Single,Hispanic,Non-binary,0.8988263761069707,B,232.32189368598304,E,E,-37.41667119460147,D,E,A,-205.2578858356153,1
Widowed,Asian,M,178.35421750852734,D,87.52085679582659,A,D,231.1414780557794,E,A,E,-52.40819821719738,0
Divorced,Hispanic,Other,50.946393538606316,E,-34.699901239891865,C,D,175.02138514269166,E,E,E,40.571223910289376,1
Single,Black,Other,-71.41600422890959,C,-50.18284056873509,E,A,86.58517258963519,E,E,B,-114.67590882607601,1
Single,White,F,-75.13582283341968,B,47.45769971351033,A,D,-88.85225843781335,E,E,E,41.15973715348418,0
Divorced,Black,Male,-19.165010684959256,D,-139.2775343764886,B,A,163.8952026679373,D,A,B,58.76055124743207,0
Widowed,Hispanic,Female,-124.42774090215578,A,178.6258546218689,C,A,-19.883091319192076,E,E,D,73.3297231973944,1
Widowed,African American,M,-74.26308523097804,A,-62.54455705227261,B,D,-35.783562038858776,A,C,D,20.769288301549274,1
Married,African American,Other,94.26266854062453,D,76.25634061440685,A,D,-24.119854190375897,B,A,A,-88.13717786169525,1
Widowed,White,Female,-112.09056037542507,D,59.97374490324666,A,A,48.239375840652144,B,D,E,33.971784872943026,0
Married,Asian,Male,-6.352566897901451,D,10.228437411975873,C,A,-133.6640953725744,B,E,B,24.62114860209958,0
Divorced,Other,Female,2.058485789903597,E,13.913325198319109,B,A,-57.02273196986023,B,C,C,-214.59313621846943,1
Divorced,Other,F,22.23625409322966,B,-174.7580493944446,A,A,33.18011939143117,A,C,E,-9.93844367788573,0
Single,Black,Non-binary,7.809718144840641,E,39.97288857921512,C,A,109.63607461624572,E,A,E,-81.36724300095172,1
Divorced,Other,F,165.1855959709566,B,1.5000460899880572,E,D,140.21448116311947,B,B,A,-2.99632866466311,1
Single,Hispanic,Female,-123.10518045165992,B,-138.67949381247098,B,D,116.43264405265334,C,C,D,72.84807923609995,0
Widowed,Asian,Female,-49.540397532169514,D,-139.07568947156864,D,D,52.8859461477112,D,E,B,12.512899993820751,0
Single,Black,M,-58.346364577085964,E,-73.139893533121,A,C,-6.1197001977615555,E,E,B,171.69290260152908,0
Single,Asian,Other,-5.626374789694764,D,-104.34881899179373,E,D,40.74256927654994,E,A,A,103.45321699817038,1
Divorced,Hispanic,M,-85.80732357980925,C,-41.660012543462734,C,A,151.93958862605325,A,B,D,2.1872669666229108,1
Divorced,Hispanic,Male,-99.6072041719114,B,-30.610230539214744,C,D,51.08202806401913,D,B,B,-106.54197635698861,0
Single,Black,M,126.57451041800493,A,52.40623572065598,D,D,-61.51157866176864,A,D,D,-34.986882578811034,1
Married,Other,M,-119.34984559058105,A,-38.98425748939835,E,D,-26.15274395851493,A,B,A,134.7522482803999,1
Widowed,Black,M,-88.50707970629072,E,14.677636035998615,C,C,-73.04986326364954,D,B,A,12.170022125297026,0
Single,Hispanic,M,-9.308929859597185,E,-180.84250174008488,B,D,-100.28206673464595,A,E,C,-100.33549196896325,1
Divorced,Other,Male,-9.119407539434278,C,-24.602990505358214,E,D,247.20003085969498,D,B,E,303.3945693145289,0
Married,Asian,M,-7.959617719923862,E,-100.99485124147809,A,C,111.20836243375938,A,C,D,-116.90498897149769,0
Married,Black,Female,-74.80803189080495,A,11.854822046765282,A,C,63.83051612533759,A,E,D,-128.3423140800642,0
Widowed,Black,Male,12.06256660935816,C,17.964561300338797,D,A,42.88695137472292,A,A,B,-93.57138695384343,1
Widowed,Other,M,113.3995493015238,C,-98.96868139571032,C,B,-24.468215855847834,D,D,E,56.76750712913366,0
Single,Hispanic,Other,-10.399884268646728,B,-91.65759388536281,D,B,-12.009483333033801,D,D,D,-107.98771977629411,0
Married,Black,Male,185.08334257538664,A,-88.62544997006154,E,E,15.686096121594323,D,D,A,1.0924385501071656,1
Widowed,Black,M,-151.27980204765478,D,-121.89645902637432,C,D,112.76505145550291,B,B,B,61.61062390543612,0
Single,White,F,-12.337237910309499,B,107.99612083870733,C,B,-30.689159372602226,E,B,A,-66.53722751556045,0
Widowed,Hispanic,Female,-51.3438965579071,E,150.58012200758535,D,D,-93.9818728542919,B,A,C,100.99663801238647,0
Widowed,Other,F,-26.117743973529773,E,159.26769533665723,A,B,-19.405111975763912,E,C,C,42.21831412978814,1
Married,Asian,F,168.44288929576263,B,-38.72934403850712,A,A,151.05657981606822,D,D,E,-9.572369329711615,0
Divorced,Asian,M,-70.82602973525928,D,-150.57988341853553,D,D,-143.4046911192116,B,E,B,-6.540711925293048,0
Divorced,White,F,-59.52967893120199,D,-88.8176630215842,C,A,20.948711422498793,A,A,A,172.0092291813134,0
Single,Hispanic,Female,-208.2259170477863,E,-149.70168413985684,B,A,-43.03442195622019,C,C,D,-1.381483638971012,1
Married,Other,Male,-39.462319196781664,A,56.000738424196996,C,C,30.747201097219634,B,D,C,-11.489174238719814,1
Married,Asian,Non-binary,133.93888194558428,D,-44.13309686362839,B,E,-159.12650653481478,C,E,C,76.74433954414025,1
Single,Other,Male,85.52106544513428,A,-210.14064160866366,A,B,-274.0565121449118,D,C,A,27.8036426052147,1
Divorced,White,Other,-42.946133006164324,E,15.856809572853232,B,E,-51.88759517524931,D,E,E,-20.889124665775423,0
Divorced,Other,Non-binary,56.36574876008296,C,-50.02539752822496,C,A,47.17169400240212,C,D,D,-53.94433244504968,0
Divorced,African American,Non-binary,-178.65924721758643,B,-152.74098091544107,B,A,-157.61764489535116,A,A,B,43.76001882247449,0
Widowed,Black,Other,80.82824209480675,B,-156.29244695707413,C,E,-117.05695463216198,A,C,C,92.84047633194585,0
Widowed,Hispanic,F,-83.86665964800464,B,46.231406631333485,A,D,105.45150989249589,C,B,C,-19.892305878543624,1
Widowed,Other,Male,169.234803392518,B,-94.4933545965179,C,B,-7.505551556988553,C,C,B,8.996445978540264,1
Single,Hispanic,Non-binary,-134.8276575299419,C,-16.377352545442566,C,D,70.97186605979117,B,D,B,3.4766509001191443,1
Married,African American,Female,0.29633344086398394,E,73.92354823229714,A,A,-39.181109973669514,B,E,C,-19.121269816792108,1
Divorced,White,Non-binary,33.998313262480174,B,-53.07715162044248,D,D,60.13976450202476,D,A,E,-235.95330840052227,1
Widowed,Other,Male,-29.218415143301247,A,7.581540565132304,E,A,36.423644309730484,A,B,D,-88.12705957285242,1
Single,Black,Male,17.851040247367276,C,-156.44017197766112,C,D,53.525515191666564,D,E,D,-45.73515540276577,0
Single,Asian,Other,47.04675403782972,A,-103.59862562326028,A,B,196.58542134001212,C,E,A,-111.48940302095181,1
Married,Other,M,99.59879286865004,D,-120.4855901909162,A,B,25.93820104536604,A,B,D,152.77307796908806,0
Married,Hispanic,F,27.236576270646175,A,-10.451302962666745,C,A,-120.43361420195599,E,B,B,198.95388183672057,0
Widowed,White,Female,-80.90996453218419,B,5.000353387968505,C,A,-82.38196430498958,E,E,E,-9.025696308143322,0
Divorced,African American,M,-21.745110477416397,A,-68.53101392056354,E,B,-59.754233799768485,D,A,C,-57.85790151491989,1
Single,African American,Other,52.30615646884622,A,11.689756853084734,E,C,116.50747322732597,D,B,D,65.0992411356667,1
Divorced,White,F,-64.18518249951903,A,-186.19460066822157,D,C,-202.19139475689443,C,E,A,-32.887348855982985,1
Widowed,African American,Male,275.51552851514896,A,-18.875728658630557,A,B,-36.367938775415745,D,E,E,21.86822304598287,1
Widowed,Hispanic,F,-3.471292318882898,E,11.391783690504663,C,D,120.0922392751997,A,C,E,-105.94983951968314,0
Married,African American,Female,-70.17933091901214,A,-158.68048099928686,E,E,-12.705131306572287,C,A,E,-21.12852553830684,1
Single,Hispanic,Non-binary,9.170952259508082,C,45.420321687055555,E,A,-89.06615511382464,E,C,C,-110.5853768097656,0
Divorced,White,Non-binary,69.11088469908906,E,-160.2266257340411,C,E,-74.404568763373,E,D,C,-60.78713735984562,0
Divorced,African American,Non-binary,65.95244668375035,E,-13.652710537330726,A,B,-33.55451116205541,C,D,C,121.88423510297861,1
Single,Asian,Female,-171.67768620477457,E,218.3185833666099,C,A,-50.51382203996214,D,B,D,144.01588391338908,0
Divorced,African American,Non-binary,84.92106103323516,A,-19.992838146136318,D,A,23.126084036836396,D,D,D,-32.238011776768126,1
Divorced,Other,Female,-43.2511907524987,E,21.424674643684476,A,B,-41.848869950524644,A,C,A,120.15007403316038,1
Married,Hispanic,Non-binary,-52.46414916212435,A,2.975791592207138,B,D,187.16463867235677,B,B,E,-41.51233508116463,1
Widowed,Black,F,245.78046044530905,A,76.82001369710203,E,C,-167.1738157832821,B,C,A,18.56774103222675,1
Single,African American,M,66.70268631695613,A,-76.88194413697016,E,B,5.410941812307839,B,A,C,-12.184536863426652,0
Divorced,Other,F,162.40224202065565,A,137.57366209205549,E,B,62.62663323030534,A,D,A,28.399021863452834,1
Married,White,Other,-120.11201498658515,D,-28.004373885327404,B,C,-141.57128470193564,E,C,B,-124.62132975746796,1
Married,Other,M,75.21376520424126,A,-118.66993243928903,A,E,16.62574667845125,B,E,B,-81.82721617512746,1
Married,Asian,Other,-37.40073969066408,D,-25.826045798508762,C,C,145.5085838991906,E,A,E,16.082464711501583,1
Married,Other,Other,-57.64394615704877,A,-107.44486680990568,B,E,-215.11805987187458,E,E,B,-37.5870635618138,1
Married,African American,Other,34.847726171190665,B,-50.81809540153665,A,B,-27.1554300076042,C,E,A,167.8447078557133,1
Divorced,Asian,Non-binary,14.688138923221562,C,-25.363111818237055,A,E,53.20913308270484,A,B,A,-120.82591491061312,0
Widowed,Hispanic,M,-145.03060031181448,C,172.7672481361944,D,D,2.184960845564005,D,B,A,-127.74712644566526,1
Single,Other,Male,7.798158327035686,A,81.73788877665234,D,E,7.636969310552905,D,A,D,-0.3163581332362649,1
Single,Asian,Other,-163.90818943940266,C,-284.9688616654418,C,B,29.035976730355216,A,A,A,174.0333476156064,1
Divorced,White,Male,25.228346389660416,D,71.41884574512535,B,E,-57.1653915868948,A,C,A,76.92119136089546,0
Divorced,Black,F,-147.2258087544931,B,-267.2427443866018,D,B,106.61762746191097,A,A,A,-41.883486542522434,1
Single,Asian,M,31.219794734375007,B,-48.784371553418914,E,E,21.649791839333886,C,C,A,16.670904546098562,0
Married,White,Female,91.76383163922249,E,-45.0534517513338,D,C,-6.246900540560811,A,B,B,-109.73688234357424,0
Divorced,Black,F,-44.055448912702474,B,2.05809240758175,A,E,-183.69232050719734,E,C,A,36.683107558698744,0
Married,Black,Non-binary,41.90672553238559,D,29.23562478131054,A,D,-21.55001611757277,C,A,C,58.14895955408939,1
Married,African American,F,-70.93757349037855,A,100.37158791534198,E,D,112.60588642852134,D,C,B,97.26365960514977,1
Single,African American,Non-binary,-103.7923328878543,A,111.91835317850827,B,D,159.26291591567983,E,B,B,45.73615181450273,1
Married,African American,F,-26.83811622089463,A,89.28147034586996,C,B,30.323943868878295,A,C,E,29.725112088582602,0
Widowed,Black,Female,-136.81636256157245,B,93.3039394239304,E,B,89.77123215687016,E,C,A,18.84285647749863,1
Married,White,Other,-157.99446514193335,D,2.6617411639887822,E,B,-76.5717319017957,B,A,C,22.959991371599344,0
Married,Hispanic,Non-binary,11.614729541081728,E,-75.39868322011569,A,C,87.3610940340567,C,B,A,-98.57042169653218,1
Married,Other,Non-binary,-66.67669944525176,E,66.29118047477019,B,A,-135.5124299568521,A,C,E,-43.12384570438799,1
Single,Black,Other,-102.18653672732421,B,52.2776885292784,D,D,-178.46532255203888,D,B,D,124.07533125117183,0
Single,Hispanic,M,108.76530838484032,A,-176.03560118212536,A,C,9.281343008960594,D,A,A,76.4648536333307,1
Single,Other,Female,44.31194263328055,C,-166.70589139811787,D,E,112.78062039379083,A,C,C,9.714113489626092,1
Widowed,Hispanic,F,11.037980618440663,C,-63.59850131063648,E,C,3.950923013452677,D,A,E,-125.75227738804648,0
Widowed,White,M,-118.31113423141207,B,75.48002280191528,A,D,-15.118716082342695,B,B,B,184.75385468248845,0
Divorced,Black,Female,25.994394267286353,B,-2.8483608568841605,C,A,-136.14662537024373,B,C,D,-64.89517843145079,1
Married,African American,F,158.02523361085642,B,-144.33450844074187,A,B,87.79322024676061,E,A,E,-4.836551054198472,0
Single,Hispanic,Other,-40.01302156530798,B,177.43760952414368,C,B,44.15431535591791,A,C,A,-30.49832005590922,0
Single,Black,Male,54.47913244975889,C,22.576430276225008,D,A,-26.60679874743111,B,D,B,-213.18072001993227,0
Divorced,African American,Male,-4.314984742561057,A,296.64123732871917,E,C,96.05727890067362,C,A,C,80.57991001184223,1
Single,Other,Female,11.424897291287582,A,-48.88811022519721,A,B,-45.299932501050144,B,E,E,44.08579572927414,0
Married,Black,Other,74.8586024667812,E,-196.39234213138263,D,D,74.6567929198566,E,E,E,69.6650055018592,1
Widowed,Hispanic,Other,-3.195496269286628,C,-170.8877993465413,E,E,-33.60845869757846,A,C,C,-82.07063753527225,0
Single,Hispanic,Male,95.40886952875968,C,-56.425298816549606,A,D,-117.66533050413398,C,E,A,49.84518382840213,0
Single,African American,M,-146.8169753885498,D,-108.78722563459591,C,E,-1.2861269408722005,A,D,E,-168.3239051693157,1
Married,Other,M,-17.111648462215598,C,-57.2484619990576,D,C,-147.33054570070536,B,E,B,-54.94126676181962,0
Single,Other,Other,-46.156008220901704,A,84.96325885056075,D,C,-92.90188092680019,A,E,A,15.667366245549788,0
Widowed,Hispanic,Non-binary,47.548376914033305,A,-159.0858699105794,C,A,-111.98519894513812,E,E,C,85.94192775943729,0
Single,African American,F,-167.5740069801235,B,3.846909053532462,A,E,-130.14432735905777,C,B,C,117.52630367938177,1
Divorced,African American,F,-19.314908896292852,D,-113.48505444706592,A,A,-8.373308806549636,C,B,D,113.70912473765387,1
Widowed,Asian,Female,-65.9401538127683,B,-134.2641296431661,B,B,47.667005357083205,B,E,D,54.683960161487086,1
Widowed,Black,Male,-11.074872595405074,B,-162.47796727511437,E,A,30.031996559227498,B,C,C,117.25634196803674,0
Widowed,Black,Other,97.30603199430566,E,-41.16918494204986,A,D,-82.86035241839464,D,C,E,-76.64310569825936,1
Divorced,Black,Non-binary,156.8036160806352,B,194.65192329891943,E,B,41.69357217154753,C,E,E,9.675982406269728,1
Married,Other,F,23.130396685403195,B,6.355969831340157,D,E,-35.65181088180723,A,C,C,141.36062927552567,1
Widowed,Asian,M,34.6575916204584,E,-90.76307627000001,D,D,8.811870756785511,E,A,C,-37.977457374916476,0
Single,African American,Female,105.10419578090054,B,41.893838656477605,D,B,-47.90855464498602,A,A,B,-60.03481903341399,1
Widowed,Asian,Other,61.004089916839845,D,-125.148658281698,A,C,154.39693562131086,B,B,B,7.113803044754058,0
Divorced,White,M,-37.324237571409654,D,1.0624188706733044,C,E,-68.16912158269658,B,A,C,28.115628845788855,0
Married,Black,Non-binary,-217.501174042179,C,160.2819195592103,A,B,-99.6448935652354,B,C,A,102.46994376890066,1
Single,White,Other,30.739069672950016,E,-69.8629274329106,D,D,-68.29606609695466,D,A,B,-63.812973196928645,1
Married,African American,Male,42.993330728492694,A,-25.095972146847885,D,C,-86.82328682322847,E,B,C,4.599641540138517,0
Single,Asian,F,-0.9141228526558255,A,28.822493643915674,E,B,37.62054959522243,C,D,D,-136.99822331804415,0
Divorced,Asian,Male,-104.15288357736196,A,-15.318581825652084,A,B,-47.55103506562547,E,C,B,5.693193346318748,1
Single,Other,Female,113.38150355328345,D,13.557630063270953,D,D,97.80875659342719,A,C,A,-86.51870181607322,0
Married,Other,Male,-69.29250233665691,E,122.77567587999422,C,D,-22.28672845538064,D,D,D,135.16105246851632,1
Married,African American,Male,159.5759569449354,A,159.42065260809338,B,E,-6.5203858483198545,C,E,D,-100.16551015217216,0
