religious_affiliation,Veteran,AgeGroup,orientation,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,target
Christian,Yes,51-65,Bisexual,-65.58851470160806,D,88.31669635478738,A,-46.34598076251135,C,70.33011437470368,-21.76410748277543,B,A,-5.114828300429295,D,B,0
Christian,Non-Veteran,36-50,Bisexual,235.23492398654767,B,106.14695006637089,C,72.42586350366021,D,-45.4625115990771,-81.77962090965899,B,E,-32.328117665672465,D,D,0
Buddhist,Non-Veteran,65+,Heterosexual,24.525164161404977,D,-59.64734828162421,A,76.19339137957346,C,28.7203638321989,51.00858370102753,A,A,13.69402579031006,D,E,0
Jewish,Veteran,51-65,Bisexual,-20.798451036916962,C,38.58316036907721,B,130.8727137591173,C,-40.70560292682651,-40.397113978873094,C,A,-56.66177350097163,A,D,0
Buddhist,Non-Veteran,18-25,Other,39.49760705948629,B,68.39701499199077,D,12.852804074424458,B,-6.945714009027326,-81.13822818920895,D,A,22.573500038041672,A,C,1
Buddhist,Veteran,51-65,Heterosexual,-221.18235526202204,D,-20.406698934226743,A,-6.109920576806258,D,86.86647542454624,-155.86491608489985,A,E,-148.28681193392669,E,E,0
Hindu,Yes,51-65,Bisexual,45.766938939740726,A,-102.36707236432248,B,104.16194641609096,A,-76.56805814880985,-27.876450061057557,C,E,67.71570481745576,D,E,0
Jewish,Veteran,65+,Bisexual,-96.53946698788806,D,23.535913424048154,B,-142.1898279708524,C,-114.666162515671,-133.47242658714526,A,C,197.72126763465096,C,C,1
Hindu,Veteran,26-35,Bisexual,73.31774057956873,E,9.780312347260091,A,22.730412653484734,E,-59.0228616365027,39.87644119144309,B,D,-90.41298778953612,A,A,1
Hindu,No,36-50,Other,-19.291138854442714,B,81.88182251612555,D,-6.65020093663682,A,-130.14531751155022,96.03977353549996,C,D,-138.92307568270112,B,A,1
Buddhist,Non-Veteran,51-65,Heterosexual,101.1045548967676,B,-10.617289000325355,C,-74.47417505617659,B,4.520436142126217,10.345428065934371,A,E,-57.765848295355205,C,E,1
Buddhist,Veteran,65+,Heterosexual,-23.533743767997418,D,-28.909226235010056,A,65.9965343985369,A,2.124172147729031,-16.227231195118385,C,C,234.80873490621155,C,A,0
Hindu,Yes,36-50,Homosexual,54.96807314422307,E,-43.145689783630495,E,40.95305450576659,C,-32.406504633685536,-110.8197460628094,D,C,-108.23853405630139,A,C,0
Other,Veteran,51-65,Other,6.846743030763543,E,22.576972507129287,E,-134.9469564590813,C,-96.45915630114914,92.15396340815646,A,C,56.46724334604749,A,E,0
Muslim,Veteran,26-35,Homosexual,11.41646672245238,B,-125.96688944907626,A,8.302586265125836,D,12.635543051909416,-13.145310622725834,D,E,-72.45639609165916,C,E,1
Buddhist,Non-Veteran,51-65,Homosexual,130.4248762918344,A,-135.4660522149042,A,-13.304804828844208,A,-52.22272231774817,43.6808073022205,D,B,-108.57273708341309,C,D,0
Jewish,Veteran,51-65,Other,-37.028491369857285,A,-21.18896322752924,D,-277.12943307649624,D,115.16043432718124,33.48304470681468,A,A,-123.06273947325369,A,A,0
Muslim,No,65+,Homosexual,60.74229561308127,C,-10.619909029073478,D,-191.0969074041848,C,24.063139310882544,-140.0932954756289,E,E,185.49300300162275,B,A,1
Christian,Veteran,51-65,Homosexual,-58.631996235010355,D,25.730414492796207,D,-46.71063208275591,D,92.20284266604087,56.62349982384871,B,C,-14.383879475414465,A,B,0
Jewish,No,18-25,Bisexual,107.6450470790198,B,39.47758529164286,A,103.93433310516049,C,-12.117066328299595,-193.04155471059096,D,E,-3.2140946248823825,A,C,0
Jewish,Non-Veteran,51-65,Homosexual,19.358089624660284,B,-108.46504368573567,D,-22.233496392092242,B,39.01572146453713,-31.606154960906647,E,A,-17.370472933564184,D,B,0
Jewish,Yes,51-65,Bisexual,-79.27482808310127,E,-3.2943896100642625,B,104.99897701690813,D,11.020018761532535,44.16316871353158,E,A,48.43865676699258,B,D,1
None,Veteran,18-25,Homosexual,125.2368232890342,A,124.12917041047461,C,50.13284124491319,E,-11.355037482615781,-51.74609126902335,D,E,78.41851850575078,A,B,0
Other,Non-Veteran,18-25,Bisexual,125.22188096220428,A,98.90057853311886,E,-42.77591393001835,D,-22.228256298302853,-40.38369956485315,C,A,21.326108270341322,E,E,1
Other,Non-Veteran,26-35,Bisexual,-61.931357076924655,A,145.03653924747334,D,195.36189394011922,A,69.36887263801232,63.30552395366591,D,D,-36.64801130779631,A,C,0
Buddhist,Non-Veteran,65+,Heterosexual,-68.08312133190024,A,110.47939325498331,D,2.954265367700314,D,220.4773625311707,-91.74575494542046,D,C,-138.56998840764317,C,B,1
None,Yes,26-35,Other,39.05114644776411,D,110.34691249691161,A,129.5850384324749,E,-13.487847039354541,-89.97697418238101,A,C,0.04718187908523122,B,B,0
None,Veteran,36-50,Heterosexual,-117.09719299401253,B,54.560177685370256,D,59.504865470824775,A,-20.093172775998653,67.99788178694337,E,C,-56.144754999923094,A,B,1
Buddhist,Yes,36-50,Homosexual,-58.103261849537766,B,-0.7825570200295203,C,54.83522925843821,D,9.27939854504453,37.335898604218684,A,E,128.28395857729052,B,E,1
Hindu,Non-Veteran,18-25,Other,-53.17379212956337,A,-191.47888546692204,E,-53.3059006902114,D,5.319029654671632,39.38783317384842,B,E,270.5982735028579,B,C,0
Other,No,51-65,Bisexual,-30.100102101509556,D,54.48534931868173,C,96.52750658294791,B,-85.20594406375754,11.450634915615609,B,D,-27.65299095174057,B,B,1
Other,Yes,26-35,Bisexual,-9.730122254309038,C,127.8651317189087,C,157.83423498165598,A,-15.971037813136837,-29.852819832808308,D,E,-193.9336229329305,B,A,1
Jewish,Non-Veteran,26-35,Homosexual,-74.54914529182409,D,68.58213261421666,D,162.9534189683871,B,45.46907541987173,63.37955953324689,B,A,-155.0038112966351,D,E,1
Christian,Non-Veteran,36-50,Homosexual,11.888422425470704,D,105.02686495477111,D,-102.24904796183303,E,29.765717669717244,-45.21697155162025,A,C,36.119616683268816,C,B,0
Other,Non-Veteran,18-25,Bisexual,-82.17754143172947,B,-102.37084904857832,E,31.62897226817101,C,-133.74598729230064,-53.67537327714831,A,B,-129.9579844823596,B,C,1
Jewish,No,18-25,Homosexual,-42.021919372381234,C,45.688347815253586,A,23.134790306475335,E,99.84498910193199,-131.58002531739496,C,C,73.825795135582,A,A,0
Christian,Veteran,26-35,Bisexual,-31.97453650643054,C,-107.22755900841659,B,-194.11123224822518,E,5.1555992143013585,-15.770948757366707,C,E,29.61621571062184,C,E,0
Muslim,Yes,26-35,Heterosexual,-21.4952072416852,E,26.96659656381036,A,-65.4151195168337,A,-1.9573452958257138,99.01257371523292,C,E,18.903407623924874,A,A,0
Muslim,No,36-50,Other,78.65884648240849,B,-54.204456111095546,E,95.1671574611159,C,-67.560507759433,-226.23240700534092,E,D,107.80736166987532,D,C,0
Buddhist,Yes,51-65,Other,110.01760027972239,E,-103.15958047896075,C,-123.05210941081457,C,-115.719278279568,25.055529085115392,D,E,71.73046419455396,D,E,1
Jewish,No,36-50,Heterosexual,-138.2592106329503,E,113.78756635982387,E,1.187853731256231,E,-121.63337798464704,-47.423715605416916,C,D,-15.625319745488891,C,B,1
Buddhist,Yes,36-50,Bisexual,-56.206300055413486,B,74.91855361428715,D,-40.95500127556559,D,-55.46963020641253,13.821192105546269,E,A,64.28804764450885,C,C,1
Muslim,Yes,26-35,Heterosexual,31.220426930342143,B,-9.87893471193651,E,-367.7198951265102,C,16.30459194607887,-17.519202239887495,D,B,116.97687137645107,E,D,0
Hindu,Veteran,65+,Homosexual,-53.456083005400025,B,89.69056466867184,B,38.857212368505294,E,76.18720243103273,46.24929462972855,A,D,-89.8600552041327,B,B,1
Buddhist,No,51-65,Homosexual,117.02129436635076,B,-25.60613304462175,D,87.42921561824967,B,76.84445704084756,-38.19080301625402,B,E,-26.30783317171718,E,C,1
None,Non-Veteran,51-65,Other,81.72368462562041,E,135.36452207565006,C,-140.69448145110835,C,-39.05836550949274,39.86751736226875,B,E,121.40391973661384,B,A,0
Other,Non-Veteran,26-35,Heterosexual,72.5183963331803,C,5.0319025732681615,C,-5.780704788334539,D,-53.14034149317226,254.00849501285992,E,C,-54.37340558914414,B,E,1
None,Yes,26-35,Bisexual,-194.0329982723907,D,-42.2797330596023,B,-207.2416853909145,D,-85.10501542190511,117.81485683953372,D,B,112.54796161510599,E,B,0
Christian,Yes,18-25,Other,-10.191462411414214,B,38.5327833566141,E,-110.88637004243876,E,-125.45272133859264,135.7168811283606,B,C,-326.60534686243096,D,D,0
Other,Veteran,26-35,Heterosexual,36.88203718301566,E,-150.98904032082532,B,1.2029869146960877,B,76.65105147312737,-100.77087539771226,E,A,-93.15033879708278,E,E,1
Muslim,No,51-65,Homosexual,65.11719427608836,D,-19.999062196053426,C,27.743853826779663,E,-115.99983898158676,20.233011643392185,C,D,55.16216588609918,E,D,0
Hindu,Non-Veteran,65+,Bisexual,50.283582485268084,D,-39.00083332543932,E,126.15777718935222,D,-79.13168536530733,-22.468702895778808,E,A,69.11346463598478,D,D,1
Muslim,Non-Veteran,26-35,Homosexual,54.21555263626345,C,47.32699252679133,A,-50.85427145427286,D,-71.08551591141897,-129.02410194957105,B,B,45.23735271999713,E,C,0
Muslim,Veteran,36-50,Bisexual,-66.18260234429553,D,-74.85219883325517,C,43.85223610902733,E,89.46240034732412,64.98411795098129,C,E,87.44021423933394,B,D,0
Buddhist,Veteran,26-35,Heterosexual,-75.68354804744915,C,69.06345205063066,A,273.01642299711756,D,160.84276867825497,27.382994482670757,C,D,-21.74569703374763,C,B,0
Hindu,Veteran,36-50,Bisexual,-20.67487134047643,B,111.23230533360137,D,181.31691944657834,A,-75.87329525467435,-143.710297675963,E,D,138.05373813026878,B,E,0
Muslim,Non-Veteran,51-65,Homosexual,-135.5400026996045,D,-22.868229100833766,C,-85.52957637312133,E,-139.27390553806137,-56.587925074025506,C,C,-101.4565077387559,B,C,1
Christian,Yes,36-50,Heterosexual,92.52245358780134,B,257.11567442112806,B,-121.20707455515252,D,-49.30011606951777,157.73104311682633,B,C,19.19903668724109,E,E,1
Jewish,Yes,65+,Heterosexual,90.05950064914103,A,-91.39892135983338,A,-271.1976944446289,E,-75.6744713071339,27.772688010633512,A,A,21.684616947251868,B,C,0
Buddhist,Yes,26-35,Heterosexual,99.61675702246296,E,-28.884199451700827,C,46.36221880436542,E,-85.99085315029407,-169.51185062339286,D,B,-118.24767555227457,D,B,0
None,Yes,26-35,Other,-25.659130621796645,C,-154.91180920725347,B,81.41321096581534,C,-167.78865142457244,161.50040570128175,C,D,106.17845950718412,C,C,1
Christian,Non-Veteran,18-25,Heterosexual,161.02377747390287,B,-131.2634839099206,C,235.25646276781725,B,15.155222788605261,124.62034622980967,B,C,-147.2806740413909,A,B,1
Christian,Non-Veteran,51-65,Heterosexual,54.65200088939264,D,-105.16690351288783,A,1.6151179368144457,D,-101.37604180316922,51.641077569675446,A,E,-20.00973154108623,C,C,0
Buddhist,Non-Veteran,26-35,Heterosexual,81.3970041056466,C,22.52369930436857,C,-62.65340414299144,B,-139.71377964028406,-18.31667249079232,D,E,50.14088073655968,E,C,1
Other,Non-Veteran,65+,Homosexual,-34.843692007866736,A,-47.30376514642035,B,-9.760962738398428,A,84.47095004587852,9.285375026496585,C,A,-105.20599867136417,A,E,0
Christian,Yes,26-35,Bisexual,-47.8901593547465,B,-106.12626922080055,B,236.50976341754077,E,69.14413902653094,56.113858849192965,D,D,-46.78322206618299,E,D,0
Other,No,51-65,Bisexual,11.735449416805547,E,216.78427975726922,B,-19.177463125017255,E,-52.09785710593806,42.77443862087665,A,A,-77.83525001588393,B,E,1
Muslim,Veteran,36-50,Homosexual,85.2806904704637,D,-37.265976604159434,D,-73.90956089367937,D,31.387169617541034,-39.64325109371199,B,D,146.22779853247266,A,E,1
Buddhist,Non-Veteran,18-25,Other,116.96548013177998,A,0.8198814803938064,E,-149.6104752029509,C,-225.46910824976896,-36.56318986441357,C,C,-67.38179520466674,E,B,1
Jewish,Non-Veteran,36-50,Heterosexual,23.482072657967,C,152.90242764735677,E,-11.950000072184835,D,17.418601203792562,102.55124068643849,B,D,128.83561296090556,A,A,1
None,Yes,36-50,Bisexual,22.122529329372888,B,-74.41362440928737,D,-109.65905731173358,D,18.270561818083696,141.13531835902992,B,A,71.39694977881457,E,C,0
Buddhist,Veteran,36-50,Other,61.765256231471845,B,-45.976562457529006,C,8.661429464922847,B,86.80713261292452,52.07947828017087,C,C,90.87770052341206,E,A,1
Muslim,No,51-65,Heterosexual,-6.109793809059654,B,-222.1810240433905,A,218.31727584956008,A,-242.485177021624,15.364163544416146,B,D,7.2225825337488265,E,C,0
Muslim,Yes,36-50,Heterosexual,78.41415375854997,B,-214.38172151975303,A,111.90771590596952,A,60.83535524152619,121.27587594535272,C,C,-13.586167335482285,D,D,0
Other,Non-Veteran,65+,Homosexual,-128.5996977139663,E,-38.45240153085131,E,7.208678579086363,C,-86.53495412603412,-41.752781726394396,B,B,-146.52212985376727,B,B,1
Jewish,No,26-35,Heterosexual,106.57069321082555,E,146.32192939122143,C,-44.9843092464193,A,-61.98479101370883,-33.88354140675667,B,E,-41.99412142560841,C,C,0
Jewish,Yes,36-50,Heterosexual,134.75810241478948,D,8.371241007626573,A,-59.08624920896233,E,138.07199988000943,-160.60410254021556,B,D,159.537918355712,A,A,1
Hindu,No,51-65,Other,38.54762086428703,A,2.72158389444077,E,179.98243734183845,A,-24.061351728608827,210.78286152772097,A,D,-79.17096587464158,E,E,1
Christian,Non-Veteran,65+,Heterosexual,-38.18742623095627,D,121.67168965307383,E,-191.57460918453643,E,-28.01373349906322,6.046103339084437,E,E,-134.62463102836574,C,D,1
Hindu,No,36-50,Other,-31.021481593336652,D,134.59976427040587,E,-104.57930806027467,E,-3.0379693804582573,-14.352020801787402,A,D,19.391720669900696,D,D,1
Other,Veteran,18-25,Other,-44.17420130324398,E,11.841188403507633,B,-15.662236765261891,B,74.66389711269117,-84.3291955354436,C,C,184.61027290917968,E,E,1
Hindu,No,65+,Bisexual,-214.0419796695331,B,-148.71275361198803,B,93.9236168864355,C,-170.85037121271634,-188.42934887213437,B,A,28.13966686515716,E,A,0
Other,Non-Veteran,65+,Bisexual,120.95938747186833,A,75.80480572110629,B,64.94846646060039,B,-17.624863761862695,81.60622885494129,A,C,80.08484853250786,C,B,1
Hindu,Veteran,26-35,Homosexual,39.37423559424743,D,-63.49333247513809,C,-20.24601674200896,C,110.18689207036536,-10.321988461894023,C,B,89.91441103929134,C,E,1
Buddhist,Veteran,18-25,Homosexual,94.47182156475212,E,-82.02149951283367,B,196.8072198484664,A,-113.03329902154931,-37.99398734430368,A,D,218.59842232194512,C,D,0
Muslim,No,51-65,Heterosexual,-58.3027051666059,C,113.98748403058414,C,-4.011355701620323,A,12.963562582808613,51.73835539056773,B,E,55.04461300986792,C,A,1
Jewish,No,26-35,Homosexual,-1.6073447841675728,E,-184.34345836167194,E,48.90151522264026,C,-66.08823633958102,227.8150280597476,E,D,-158.89199625522735,A,A,1
Buddhist,No,36-50,Other,-174.8239396194672,E,5.107432325829017,B,-197.62904953923757,E,-100.34021200358943,97.44011343341549,E,A,-8.800714304305966,A,D,1
Christian,Yes,26-35,Other,-128.9551217723467,C,40.13018088511258,A,-112.554151522887,B,112.63854527952908,-33.47700144126639,C,E,23.8261767533489,D,B,1
None,No,36-50,Heterosexual,167.72154632952098,D,14.477932336165871,C,11.198303547256145,D,-83.56085485016708,-132.83074951316024,D,D,8.576680414319947,E,D,1
Buddhist,Veteran,65+,Bisexual,-63.93966014458824,E,-13.630038638040439,C,-17.729139497863684,E,74.60810642785161,305.7912902016184,E,C,6.686775055964164,A,D,0
Other,Yes,65+,Homosexual,83.57921154336813,C,-66.59341346807246,C,81.81025745287721,B,-109.72325938397091,120.80357788513261,D,B,44.4573917953052,C,C,0
None,No,26-35,Homosexual,-59.743440459414465,C,-99.03821167151857,D,-57.548304199691934,E,-113.44162097943611,-22.631909296882505,C,C,57.1352680357907,A,E,1
None,Non-Veteran,51-65,Homosexual,-33.507903872280295,D,-47.58906288069172,B,-238.38049615298212,B,-0.6322100844565035,-38.27157732724717,B,E,-145.6226839198961,D,B,0
Jewish,No,26-35,Homosexual,28.499412990714863,D,-153.82093524247784,A,-20.231268142446492,C,-85.75265015129332,-84.50363482608182,D,B,85.17975412818924,E,D,1
Other,Veteran,51-65,Bisexual,-104.6190801779122,C,3.807832517586506,D,166.2116927573082,A,-72.33641505954066,113.82934064346159,C,E,30.238480607324565,E,D,0
Muslim,Yes,18-25,Bisexual,20.498601876043956,A,39.89393264095427,A,164.16756584083032,B,-123.68050693996204,-219.16574271157464,B,D,6.577210420241767,A,A,1
Christian,Yes,51-65,Heterosexual,196.1713822342459,C,-114.23404351664641,A,-107.88343228738077,B,-15.820742201702975,-84.66478065003506,A,A,87.31466077095669,E,B,1
Buddhist,Veteran,18-25,Heterosexual,225.44087099043404,C,-120.24437305700869,E,-117.09417292107906,B,-238.2090464609841,-2.4209793046918526,B,E,-67.31481171541117,B,D,0
Buddhist,Yes,18-25,Other,-8.63924866173143,E,-49.66684864527355,D,158.48402435896602,B,-129.5794078641992,25.586160253651858,D,A,-52.2370066897757,B,A,0
Other,No,65+,Bisexual,-29.992765734365868,E,-38.35261756511723,B,-60.91350745221775,B,-88.70497028420455,192.82997215955822,A,C,-76.8734182657029,E,A,1
Christian,Veteran,18-25,Homosexual,22.13871653866819,D,99.81928064511465,C,-44.68562579794615,D,-0.1820936532563041,45.948465228311136,A,A,-29.13054839996508,D,A,0
Hindu,Yes,26-35,Heterosexual,59.6958830123682,A,16.70130241656134,C,61.8101232529182,A,-58.31119664294433,70.05086357149672,E,C,146.5601077484316,E,B,1
Other,Veteran,26-35,Bisexual,-73.84622040669578,E,-97.21174728892245,A,-149.45260551312583,B,117.70791043786065,-133.1033908022033,E,B,5.680353954254653,B,E,1
Jewish,Yes,65+,Other,-157.1646807650015,D,-3.8086935126832975,B,54.04736449531404,B,33.048751191724655,192.62710714104014,B,B,-113.53929689363981,E,A,1
Other,Non-Veteran,36-50,Other,-84.79452155627027,B,71.87140634163683,C,-17.816410435492614,D,32.60843563492155,-6.613059806538006,C,E,-148.48663697964747,C,A,0
None,Yes,26-35,Other,-129.202525250264,A,-103.36524752101562,A,-175.05124016126447,E,131.9983266196364,17.79411125517793,C,D,92.9015556363719,C,D,1
Jewish,Yes,26-35,Bisexual,4.972307347238637,E,-17.398017724235025,B,-12.063761652676492,A,33.28076174848462,112.30326781472466,D,E,181.895357143083,A,A,1
Buddhist,Non-Veteran,51-65,Bisexual,-15.916408692950682,A,88.706773855444,C,-118.08958718392692,B,-113.63518444021041,196.1158846059934,B,C,-15.297712297704194,D,D,1
None,Veteran,26-35,Bisexual,-195.05771308936602,A,-35.9514262864743,C,-147.34475287691154,E,89.15287398290613,-178.09275467842696,A,B,-160.23372282347208,E,D,0
Hindu,No,26-35,Bisexual,33.26008100378497,C,-73.69299249347043,A,-47.1898426964734,A,-50.56421366052515,98.44873679453093,A,B,104.84821125919443,D,E,0
None,Non-Veteran,65+,Heterosexual,165.226498198892,A,-35.79982247906363,E,13.251262626319644,E,-177.35892386691194,67.30581208619503,A,B,-97.4358560312878,C,D,0
None,Non-Veteran,26-35,Heterosexual,207.72366982555351,D,-307.8234273097709,D,99.31981935736182,B,20.63688288198695,23.660406830518262,C,E,-47.34336299289728,D,A,1
Buddhist,Yes,51-65,Bisexual,108.99210505010734,C,-14.10151569185393,E,15.482286612355406,B,-79.90626771693289,-52.594974846457575,C,B,-94.94365025789946,B,B,0
Christian,Veteran,36-50,Homosexual,-196.74643738809505,A,97.53853411881501,A,112.17262921996401,E,16.401231930535225,41.09047468796073,E,D,-229.15121589055124,B,D,0
Christian,No,18-25,Bisexual,-61.56116388905842,A,36.76680438419819,C,112.16472034256503,E,-42.19529032560122,53.70466126972212,D,B,66.37238620857573,B,A,0
Muslim,Yes,51-65,Bisexual,-33.652109553936235,B,8.278855558436348,B,31.275685487121095,D,230.7365522784685,-241.05853533306183,A,E,34.28104339810798,D,D,1
Christian,No,18-25,Bisexual,40.36306926749179,A,-41.33777157091517,D,-119.06483633207239,A,51.01782748408176,59.043916103294016,B,E,46.51614391178,A,B,1
Muslim,No,18-25,Bisexual,-86.7686292780894,E,86.68033996305348,D,-173.49065418955828,E,-7.420458904225574,-89.34528514086485,B,E,-117.41508657442058,D,B,0
None,No,36-50,Other,-4.653350275696583,A,36.961403587132956,A,-99.96580029695902,C,-31.28510769464673,-91.61527293381403,A,C,101.88975702266951,B,B,1
Jewish,Veteran,26-35,Heterosexual,9.398473112544535,C,139.11908458699605,D,50.699153090731485,D,39.45931952682877,175.15210748803244,B,E,-96.29435341875198,A,C,1
Hindu,Veteran,18-25,Homosexual,-113.81847060718253,C,191.0330024926408,D,-191.6461083781308,B,15.99495997574791,31.40801429116113,D,A,-55.280842823498766,B,C,0
Christian,Non-Veteran,26-35,Other,-5.947331853623053,A,11.706718244831698,C,-71.4818652220525,E,-173.26594864646148,-12.166404681362156,A,E,138.30775227424587,A,E,0
None,Non-Veteran,51-65,Bisexual,99.89969392231511,D,-8.46608982614182,C,-93.7829429998095,A,-129.01103638077907,23.96924364698223,B,C,41.72717566830552,B,C,0
Hindu,No,36-50,Bisexual,49.491403691914606,E,-25.909517326159424,C,-5.010146662545462,E,-125.86241512712957,-24.636315521966555,C,B,-40.736892359365804,B,E,0
Jewish,Veteran,65+,Heterosexual,44.16097905097316,C,55.972398540805344,C,-108.01681267351255,C,-147.89286316684996,2.7389475202973643,E,B,43.33903122715939,A,C,1
Hindu,Veteran,36-50,Homosexual,-78.26045501061817,B,84.39526752263625,B,8.870186058511145,B,16.85830005783375,-21.35719155283544,D,A,-7.2446384982916765,D,D,0
Hindu,Veteran,18-25,Homosexual,41.13978493533361,C,50.13533378121029,E,158.26336704335006,C,-38.66231897851682,21.484126115310243,A,A,-39.957034127890125,A,A,1
Hindu,Veteran,26-35,Other,-80.72469123152138,B,44.72214290509554,D,-16.785333738067134,E,25.744409802109843,-28.96286827181218,E,E,-89.04513166300838,A,C,0
Muslim,Yes,36-50,Heterosexual,63.51441240494218,C,-80.92727727599666,A,92.14009632707861,D,-145.84491796828104,-83.00354875893714,C,D,149.14529668905644,E,B,0
Christian,No,26-35,Bisexual,-123.10010959728123,C,-140.30360490228492,D,38.35756706063476,A,-109.81099599459165,65.27457958987718,E,D,-121.30414836998025,C,B,0
Hindu,No,51-65,Heterosexual,-58.3131777192203,A,56.46096318746125,C,155.0270706534755,D,-10.20665648584303,-5.836569960478979,B,C,110.10236120428527,D,A,1
Muslim,Non-Veteran,51-65,Other,52.986585983654,A,-116.98352322536462,A,-36.308830489664984,B,74.4276551904937,-74.75542599998955,E,E,241.06347559546725,D,D,1
Muslim,No,51-65,Heterosexual,145.08364188157609,D,60.36537051481103,C,-6.487252034211875,E,-94.09707256833582,40.8039201007338,B,C,97.99004005714445,A,B,0
Muslim,Yes,65+,Heterosexual,-81.51820495585933,D,65.66754356594421,D,-80.44625700272428,E,-12.975333764124866,54.25680245170492,D,C,29.021994119183407,C,C,0
Muslim,Non-Veteran,65+,Heterosexual,3.3599228977762823,D,7.86750399634715,B,-148.78126397582523,D,3.0068132182416782,-7.109902312299414,A,E,-21.143678270196975,D,C,0
Other,Yes,26-35,Bisexual,-15.927304541312939,A,109.42047651008495,E,-20.05821449829848,D,-49.09508402070088,36.19984819717775,E,B,90.24713063389503,C,B,1
Buddhist,Veteran,51-65,Bisexual,6.632177108939881,D,53.11242480640801,C,31.10287108822125,A,164.46197795459304,74.82078212739994,C,A,-40.89648659162485,A,D,1
None,Non-Veteran,51-65,Bisexual,-118.24762508768166,E,121.12773258967637,A,83.80002289916159,E,14.754994630454032,-128.3250255164778,D,A,-165.55348318679384,A,D,0
None,No,51-65,Other,-42.69968144257979,B,-66.23160962185895,D,-125.39419205690436,C,-97.34371358552238,130.2858742924024,E,C,22.82964329670076,E,D,1
Buddhist,No,18-25,Bisexual,91.36157678347504,E,49.325877899372465,E,-14.165952228152234,E,-87.00846895188565,48.01160090502772,A,E,26.75648891988302,D,B,0
Christian,No,26-35,Heterosexual,-37.06222789250282,A,-40.07619460343913,A,-20.688885718122528,C,-136.35881907101998,-129.1221586748694,A,B,222.08220790844754,C,D,0
Jewish,Veteran,36-50,Bisexual,59.05086763928935,C,-102.25058501285733,A,-89.95254333286756,B,137.08282025668527,-55.30166454875442,D,B,-90.85134615478798,D,D,1
Buddhist,No,18-25,Bisexual,-14.180940629583045,A,65.69936094816629,B,48.882830733204464,B,-32.33340633863438,83.5583338054062,C,A,43.272229886117856,C,A,1
None,Yes,26-35,Other,62.329019976617175,D,304.6925913154884,A,-62.17408653809413,D,-5.366626040416885,-98.68187537048632,A,C,-19.235741271283537,D,C,1
Hindu,No,18-25,Other,-158.297150504155,C,-79.34814830372223,E,-133.24910164792286,C,64.73385468682189,-36.6336538592806,E,E,-121.17012373412767,C,A,1
Muslim,No,51-65,Homosexual,-65.00434648800842,B,18.660216275225743,D,-116.10828731320034,E,103.34908476955526,114.53198391390087,B,E,-102.38977824095328,D,E,1
Christian,No,18-25,Homosexual,-68.54845058965034,E,-133.5392653300628,B,-165.8773969850142,A,-47.53456980713119,-184.904565137117,C,A,-8.987125952575193,A,C,1
Christian,Veteran,26-35,Bisexual,-87.585768142959,C,40.761667445083575,C,-73.31403916631785,E,127.87076238311958,72.32592253653304,C,D,-61.56049495239391,D,B,1
Hindu,No,18-25,Bisexual,200.90543656456896,D,-37.73167911874653,C,188.21168755267587,D,105.55314118385854,-55.787372068099295,E,D,-176.29495411072227,E,C,0
Buddhist,Non-Veteran,18-25,Heterosexual,125.3429797817724,C,26.699646963963758,C,52.836782148105044,C,-138.6562022681404,-36.594710910794,C,A,-73.84232839351105,B,D,0
Buddhist,Yes,51-65,Bisexual,-49.31957910269713,C,67.46730487301436,A,-7.578721196185296,E,90.79837788565696,96.13429948228718,B,D,-55.746832361822776,C,A,1
Jewish,Non-Veteran,26-35,Heterosexual,-25.530334290781898,E,98.08860959112118,D,1.098833347387225,E,-1.9728135692880473,-130.0606962937972,A,C,-47.145154686578955,C,E,1
Hindu,Yes,26-35,Homosexual,-166.70487581186777,C,-35.1175746189612,A,-133.99945304434266,D,-40.87351859628664,-61.806544909576466,D,D,78.16374685978515,B,E,0
Christian,Veteran,36-50,Bisexual,70.5220965986517,A,-23.851733692473346,B,-76.02915565891942,A,19.891336578996206,-48.308094676879186,A,D,-11.965860068485913,D,A,0
None,Yes,51-65,Bisexual,246.32861285531166,E,-11.025344908470927,E,-50.8276103904161,B,16.120518576352232,134.3344200366924,A,B,-30.590915125846134,E,C,0
Other,Yes,36-50,Homosexual,48.80973056499383,D,41.10747176775756,B,109.5558012872274,E,2.7953017302207432,119.00354282111665,A,E,52.81541770052832,A,A,1
Hindu,Veteran,36-50,Bisexual,-159.8571701736746,B,148.49950954465245,D,48.78792020897838,E,68.04236500204595,21.00773599995964,B,B,-73.30964138175116,D,D,0
None,No,26-35,Heterosexual,66.48918580018315,A,178.7904647946298,C,85.29960006784866,E,-134.2212304484895,-7.115868537691919,B,C,50.24005594047204,A,B,1
None,Veteran,18-25,Bisexual,159.42250858670835,A,-70.51730688658408,B,-57.4852367242479,C,23.416882178466324,143.98048372544403,A,C,23.46062343118156,C,C,0
Jewish,Yes,18-25,Other,105.48914247875803,D,9.186540791669191,C,-104.67013765021017,B,-61.935904022172835,137.08850747317445,C,E,-10.339839066874191,E,D,1
Hindu,Non-Veteran,51-65,Bisexual,-131.18515730654195,A,-155.43502358562412,E,-213.21257944210444,A,15.440094066984331,-56.98154093363189,A,A,151.70518328317354,D,B,0
