civil_status,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,target
Widowed,B,B,-8.610025909422307,146.47460531187204,25.016804326022772,86.64830368566304,D,D,81.98153214008288,-131.34159561992317,E,B,-95.66134081222857,B,-74.2817699447548,A,1
Divorced,E,C,80.74208753277338,-27.445236242075726,77.92257152493055,195.0243920443669,C,B,-48.778191715202894,-50.78202265452803,A,C,99.64620811478396,C,-31.862349392562976,C,1
Widowed,E,E,74.40079991263583,141.1214202466117,13.30119083749656,97.7676149290881,C,C,-9.551709522221513,146.19097171068864,E,B,-58.1586952398618,D,133.7385044456294,B,0
Divorced,D,A,-59.18551475758673,-74.88267736680115,40.16844738234273,-127.04992763493112,B,A,38.17731517386068,26.16445853111424,C,C,-38.349245996477286,A,-11.72851287292162,E,1
Widowed,B,C,-22.972703133621877,-10.633443947185617,-27.796796566514292,33.17658235421427,D,C,-79.23732703689556,166.99862195267323,A,A,-75.0628450519659,B,-15.026530648663302,E,1
Single,D,C,55.09658836281807,-62.29842880492821,-82.48603381809458,-8.28533562024303,C,D,14.60034799040455,-35.39019284455269,D,C,-100.46986726349436,B,6.096750775317831,E,0
Divorced,B,B,-143.49228312460212,-100.34760032944155,152.5915379596956,-31.33194912909619,B,A,189.78174654020233,78.50430238698378,A,D,29.87416249306968,A,-181.27280650871032,D,1
Widowed,C,C,125.5434524977424,-12.801433753824904,73.21146183356937,1.0239838330794746,D,A,87.50650197989063,39.569124616860016,A,D,-25.719828971256547,D,-29.155052364295024,C,1
Divorced,C,B,-79.59499847803603,160.79689159575682,-58.61944628872209,-25.859173364531628,B,B,-57.63123211755654,-65.76431060138701,D,D,11.027487235528358,A,55.199037004973064,C,1
Widowed,B,E,-6.945767172959662,3.1520476112365947,133.5453418967128,68.46411362906788,B,E,191.56877922742723,-67.43642960364326,D,A,108.98003076421203,C,188.65979909908955,B,1
Divorced,A,E,-62.381455839852926,-101.46279894023486,-121.94280282750323,-129.90231820423082,E,E,1.180533289209078,-186.6753685289608,A,D,-200.45754131896163,B,-13.349050881692632,E,1
Widowed,E,A,223.88824902049672,141.3804191339309,-17.118622461249583,0.7028566528243827,B,B,213.63196756243292,-161.95417066108644,D,A,-182.35292716068378,D,231.97772136759394,D,0
Divorced,C,E,45.29762324472097,-100.05405773777065,94.06560383326918,58.56908696143213,D,E,56.4805164199504,20.154583004545337,C,A,128.8488529727724,D,-19.433913584701802,E,1
Married,B,C,10.320042862784845,26.679238948960332,20.646190931609446,91.59475971769957,D,C,77.01302924206118,-82.89910716214719,A,D,-4.570582838337487,B,-61.827836635090506,C,1
Divorced,B,E,-140.4606549109759,-22.67074304889624,-161.99653783978135,4.5286687212851815,A,C,-41.47834965714553,-17.124867424256855,E,D,92.05325891860157,A,15.530308647856076,E,0
Divorced,E,C,-18.473807397816124,-225.60635077925596,-30.75395993464209,166.4723438482939,B,D,20.38182423078791,94.03482442548888,C,B,17.33441980424496,E,-138.49543736804245,E,1
Divorced,C,C,-77.3655037730478,58.55726065350421,-106.62247803483342,99.33552013929851,A,E,36.220666969284956,-142.53674770853365,B,C,-82.34597238549327,A,-2.681181833874041,C,0
Divorced,D,D,8.185458214899494,10.80561518455592,65.96463563084227,126.84695851324332,D,B,24.938898827033857,-85.81706151598488,E,C,-19.505623783997226,C,-38.687922960096905,D,1
Widowed,A,E,31.030896279519453,32.556714321346256,-107.72048218114038,118.70891701794744,A,E,-176.5747826852509,-5.382066386552928,C,E,-119.45495651260542,A,60.568880349337675,C,1
Widowed,E,E,-172.8437082574122,4.237450447650202,38.40157641453922,-44.36160653029313,D,C,-19.7503386748797,136.02857686316287,A,B,36.74621039066543,E,-147.43140259106082,E,1
Divorced,B,D,-146.3406217984592,-46.633225376696466,72.38614667141928,-3.7207185897196564,E,A,21.36584098832576,22.684249217135953,E,E,21.29132755852244,C,-138.57726119257168,B,1
Widowed,E,D,-4.56926884923601,-64.36158618253076,38.92999899219281,88.54063259812538,C,A,7.479446713196726,-23.96255562958541,B,D,12.036227065044223,C,39.022524334925414,D,0
Divorced,C,A,-12.916354142246211,211.7792509371665,-36.409358687039465,-201.26173941908272,B,B,41.9510541452629,-37.95500939570918,B,B,45.39137544932738,D,-25.52781134871073,D,1
Single,A,E,-89.46853392077287,-86.57459858205605,22.777417851229238,47.001121352996456,A,D,66.38738541014571,55.55038986341925,D,C,-176.4178120326714,B,139.46127832872062,B,0
Single,D,B,-44.30976210833583,-109.37110226039384,-126.91884347504032,-101.14933615117093,C,D,172.68899030653898,-192.03556937210757,C,C,-3.833981971013988,B,24.29396905936013,A,1
Married,C,B,159.9401311686075,-113.48063701017234,35.59376768633142,82.1715630527697,A,E,20.594747609000898,82.88407701560737,E,D,15.74342533427617,E,70.24367704187294,B,0
Widowed,B,C,-14.654739820332829,112.10783196723906,102.00082344133222,78.31049838864872,A,B,-0.542165134594699,49.91624264278883,B,C,56.9925026065794,E,13.690678173464496,B,1
Divorced,A,B,-0.3366640240777057,142.30616893422584,-101.40448412925818,-59.578039645821256,C,A,6.327314447824825,226.40532740745627,D,B,-77.32785358542719,B,25.57622575014142,A,1
Married,B,A,-177.13543338857755,60.842973806061885,-142.4105036619797,163.81054616321708,B,E,177.3656498700863,22.10511250495542,C,D,-0.25970457017766574,C,-153.00471950598765,C,0
Married,C,D,-54.65395290786501,149.21472049858824,66.90679572254999,-30.183782905254485,D,D,-147.40912476805798,62.74621149969805,C,A,-99.44153874448519,E,-16.10116750874381,C,1
Widowed,E,B,-92.55010726179165,117.87015524847733,203.51228911660903,-68.05299074918557,A,B,-59.11810196921292,19.39187122195242,C,E,-44.698046045499346,B,200.3155132624179,A,0
Divorced,C,A,43.1426077233513,28.10587257476906,-110.39295303707668,-58.932358059449655,E,B,125.5703567664252,39.834794575136435,B,E,53.44274692139906,E,31.808611417479316,A,0
Single,E,E,-47.01227898401429,-68.46308069917147,-99.56400568301008,-16.463861512509713,D,C,-26.29504999462163,178.2626097595193,E,E,-48.60380755706033,E,63.335064460714996,A,1
Divorced,C,E,16.005866011730888,41.70729120351771,-167.5094878271984,-11.22467170401086,E,A,-34.74868983694076,109.85934632504284,C,E,-135.15211068433172,A,-31.404126352746264,C,1
Widowed,D,D,-0.25368403202544215,-51.931304232669305,170.93834125643582,-125.6723310068401,E,E,97.15784555827308,43.7664725662482,B,C,-13.463490151964283,A,34.156918052654845,E,0
Married,A,D,104.70312850648813,-25.436568733106686,19.284138682517003,114.93849502282278,C,D,47.851158173785635,95.04986437359823,D,B,206.95493683504574,D,-43.163030601631306,B,0
Married,C,E,0.4144993008563985,-120.80942122968159,-38.08682542043965,-77.16512006997642,B,E,-27.886366082918485,-63.45030491531018,D,A,-121.57799122360807,B,34.499303663090416,A,0
Single,D,E,119.6586424457625,-37.520294987450505,149.0669041752868,112.04568575312489,E,E,-65.88862094562715,131.16948936004823,A,E,-44.54032348355745,E,39.25391369814771,B,0
Single,B,B,-103.01198052864011,-156.35579659304005,-1.504894442152344,139.5110190078356,A,E,-47.33076664862714,-29.307657420156364,E,E,-144.6555538372728,C,-16.84738716799645,C,0
Single,A,B,-54.526576980670924,-206.23339307955985,85.94062569344338,42.46604029546402,A,B,-104.14285539674586,98.79115822006945,E,B,-73.04726559569573,D,49.67023664791901,E,0
Single,E,A,-88.08903704585946,-54.60329693032069,31.718628157828636,48.911344606756494,A,A,120.99111159723262,-17.39298500084257,A,A,-54.87438367242159,B,20.707022695554148,B,1
Single,D,E,18.811695208039136,-50.476884280324306,-99.59160965167578,-74.19612573617728,B,A,-7.0227115546050545,-28.334955959058473,A,D,-42.626736923271615,B,127.7927985748718,D,0
Divorced,E,D,57.09762675258907,-37.89766738393457,-4.793515176714793,-26.907204064708147,C,B,-134.5360338740074,-154.9227078651607,E,B,4.791377733775832,E,-42.0148772964213,D,1
Married,C,B,36.518326489740005,40.43021187332615,14.447560048541972,-105.41016101886696,D,E,-140.95741133171305,-22.32311333229085,D,B,-66.94711762248419,A,46.40315841110232,C,1
Widowed,C,A,-68.23304196078007,13.587438409338684,-109.73465408859036,148.4738601665427,B,D,271.59190443891134,39.19103290532597,E,B,-94.32544883344713,C,130.81065159172323,A,1
Married,B,E,73.84829009049196,44.838753450020604,-117.86771468862214,-24.090461138825955,A,C,-65.30367118606469,85.75538375079273,B,C,-55.08555526986926,C,-0.06397389558149777,D,0
Divorced,C,B,-104.84369722129212,64.26793345702255,-51.77609500110805,-28.239090897448705,A,E,-93.28135212730463,-117.16213930072286,D,C,35.407849910748,A,227.13437435127406,B,1
Single,B,C,239.3929425975643,49.18206674062483,-75.04129642820634,-22.117619278863902,B,E,42.59867197798474,-71.09688455692134,C,B,108.64639096722881,E,80.63355875310893,D,1
Widowed,C,C,4.419113333242949,-36.07091323218326,20.83991529034157,-164.55664087115667,D,E,48.54696749418221,32.277146342966844,D,E,-37.57700032984737,A,30.500113669143662,C,1
Widowed,E,E,-82.3842926355536,107.72570531390897,79.92892324216716,-42.63277743208159,D,B,102.42988279904017,78.37251833743336,A,C,93.37144261761277,B,25.468093192296827,B,1
Widowed,B,C,-76.10645061926593,234.02963955098582,59.91213857800343,60.78129228394701,C,C,90.58062320209041,123.54067208921147,D,C,-42.81944255094174,D,-79.30118603083218,C,1
Widowed,E,E,43.65401378347138,-6.078426286244222,-180.03023265538937,55.14612970675032,C,C,-59.85763341487106,-160.3048687697762,A,A,154.8134076887594,A,-89.69333521051061,B,1
Divorced,C,A,-122.33094460849416,-0.1972133546820034,-161.6666298251939,-84.27973847104312,E,B,-50.30357369540742,-30.202731504543507,E,A,-115.58073336743946,D,-0.6227281540398354,E,0
Single,C,A,15.453020278430992,39.97043258813029,51.247860305092644,-40.49618346927713,B,C,-20.633118081460943,-126.9658931265136,C,B,9.63328435968149,E,-8.055852440641349,B,1
Married,C,D,-33.901240642756804,-3.2523120216008192,3.4623563472301235,-29.23011292659547,B,D,113.10938304777147,-40.63289524488069,D,E,62.12144987148979,E,70.03889018405202,E,1
Married,C,E,24.842173741486913,196.67246334562205,6.870856879436923,-65.31970386412314,B,E,-127.36910815944087,-24.90718364964107,E,C,-128.1605361678107,C,49.581591927734706,E,0
Widowed,A,D,-14.952560242772496,-78.643570706689,15.980075227173138,-5.175449973752942,B,B,42.24670633698989,28.398374084382798,E,D,-111.6811367066804,D,-11.100669468390524,A,0
Widowed,B,D,-108.5289155052799,-105.07331265311284,23.207591591213205,192.12349044653067,D,B,4.217023629404867,95.58503525391279,B,E,52.4868256645077,D,141.12781732048998,D,1
Widowed,B,B,112.89923261286859,80.54075442194495,-5.656217718253394,11.057528898182731,E,E,-16.352251743662993,39.60880800843163,A,A,19.41568288221722,B,-133.2886976583775,C,1
Single,D,E,41.868029871873986,121.0619379510597,178.4600897829619,83.90326818411818,E,D,91.77199657914986,46.3282229411564,A,E,112.64224084968208,D,-2.1737665183639976,B,0
Single,C,B,-82.54813904961793,92.35600466005009,-123.80603263449778,113.94757300034331,B,C,207.52044535364118,152.06710326189383,D,C,-68.00940875085573,B,1.0391727657317564,D,0
Divorced,A,E,0.5098769456936628,268.471674091557,43.62302442531148,-25.515271960129137,A,C,75.8721385707923,93.63232982418734,E,B,-18.93791729846003,D,-60.90345140028638,B,0
Widowed,D,D,31.585465855018157,10.191924316806823,138.86883641506392,-183.95295639437694,B,C,-83.94725015096343,-55.76119630190705,D,D,-180.40746228378177,E,32.18582292334736,B,1
Divorced,E,D,101.64250038097151,-31.9029283731665,78.74393516911054,258.5181548073902,C,C,-10.052618270258744,75.26302724008602,E,E,194.66435907298657,B,-128.14587285221415,C,0
Divorced,D,A,-38.294859472291236,186.10432321019883,-30.66738146941252,-80.57692985564667,D,A,-55.94567699034862,-54.69383308591973,E,C,80.5855537691681,A,120.58297566942102,A,0
Widowed,C,E,-38.41311902596111,230.00255623217512,87.4574441852601,-169.0956665051351,A,C,-87.41500053523201,16.53702146939809,E,C,-100.64632044325501,C,41.879168667256714,E,0
Single,A,A,165.64657112300597,34.48558419789068,10.278053854754035,-89.31512027207846,D,D,-107.20246369265678,-88.3918541331646,D,A,12.150042429254556,C,102.26512627613376,C,0
Divorced,A,C,69.3661901406504,110.7211225823417,-97.77562903179565,-53.002137674988944,D,C,33.0347424750951,-35.521218374458385,A,E,-180.22338052079573,C,21.949901464708248,E,0
Single,B,E,-63.611117252155545,108.90603021836385,-180.63582939659457,251.10840189269035,B,A,62.66282689295557,-102.66684477624138,B,E,-8.911863245487002,D,-108.19333178668316,B,1
Single,D,A,-244.56538638963198,45.94828381644515,-20.148320500831037,-54.52455102410677,A,E,-76.19048665235944,-100.54166528950417,D,D,15.205447799222199,D,7.203894216576495,E,0
Single,D,A,45.83737831083014,23.809890024247757,191.42929065257212,25.900304440068943,C,A,-30.07627809470883,3.188621492015514,B,E,-129.0770272472495,E,-35.118953955871625,E,1
Married,A,C,92.81269034641363,127.25647738068288,-44.32605598000481,21.997746008226386,C,D,134.83161018570954,8.240566306800282,A,B,79.04082728646704,E,112.33796604097033,C,0
Single,D,D,-35.02462098719995,-48.61918404210614,9.798149873833689,-22.478219491471442,C,A,31.659469102947796,62.59378735405542,E,E,37.30855517238458,E,20.083141389022494,C,0
Divorced,A,E,52.01935081369864,-177.90296888144616,59.53056856730976,93.23076037779401,A,A,167.06406634913606,-43.98716425814749,A,B,101.76042249729032,E,-184.7478961090605,B,1
Married,B,C,-128.88495436781668,-39.519762772151125,33.649026065089636,-122.8574257839367,C,E,27.03153275623229,96.30226052681962,D,A,97.34863838941114,A,9.488081454428862,E,0
Divorced,A,D,-68.33627454790913,86.65249417512555,134.15419346052852,-151.61300377536452,D,A,110.35183100811807,54.222695960415045,A,B,155.0321975040592,E,18.72038655728283,E,0
Single,C,E,63.700598657694464,-96.25075521274647,-177.65322501963325,11.067822020929817,D,C,25.020543466854228,63.33255560572552,A,E,-54.820352592727225,E,126.37126845736458,D,0
Divorced,C,A,-55.97758032118373,-25.280298399938893,-3.741721726845321,-36.63826466735089,C,A,48.044763091483844,112.2517687572822,C,E,-46.99191590211745,B,-146.8971995907818,B,0
Widowed,E,A,-63.48462788080022,-83.44877569558551,-180.65277204950115,30.346484217325525,E,A,16.009266165572903,44.288858732486645,C,E,179.4599721241559,D,169.85968679715415,E,0
Single,C,D,144.12177152943963,93.09241770428086,-111.01210624758286,-4.895948631219636,E,D,39.732625087516624,279.2851184979618,B,C,-67.04818550415288,E,58.8513735661231,B,0
Widowed,E,B,32.673777726908426,4.473896710594838,-46.34890558243154,4.457110563456231,D,E,-67.92650466404724,-7.814620516986805,C,E,135.8196688915981,A,216.55728839192042,D,0
Divorced,C,A,-186.2552706761174,69.50106001359786,114.50372178319019,-96.32932071786526,E,B,-52.76037861019782,-56.95140928934448,A,D,-130.00887391078683,A,-66.07168610352278,D,0
Single,B,A,-40.33762835371412,-70.26777106117909,84.61404483821934,-41.493263868158245,A,A,-12.747757206044241,160.6074952582401,C,B,-21.428012722782285,B,-102.46620167086266,C,1
Divorced,B,B,-234.28811603504693,22.243670745694576,50.65555584058063,-211.06941412190477,D,E,210.58486466232037,74.36593738025304,A,C,141.49462030588725,E,151.9047866092216,B,0
Widowed,C,D,-83.64569769881214,124.53987836778386,-140.3642240409829,-124.02729099967316,C,B,-33.07405120848143,43.01552368580776,C,C,-81.20725558368943,A,-124.76707118930199,B,0
Widowed,A,B,82.84386615749226,-12.409118379544266,193.55020076484237,-76.72551794904031,C,A,-71.20231053801619,-163.47058971308473,C,A,31.629770993425222,A,6.957083055995855,C,1
Single,B,D,-82.11128279594452,-6.323906295893253,-16.348613858139878,-77.88141408745966,E,D,82.39254792315664,112.41192526566127,E,C,-30.761746469657442,D,88.83692220251916,E,1
Married,D,C,27.45669178299788,13.055979163019824,64.01902702048926,24.819697602291033,D,C,-59.08330676201028,-184.0826527716826,A,E,-158.43115928482183,D,-52.09178619337709,E,1
Widowed,C,A,43.280937993249744,19.580194573724494,-1.3996252787032644,45.29335535311495,A,C,14.130399977060257,-45.53315638888553,E,C,-146.60571478762665,B,103.82602522965858,C,1
Widowed,C,B,-51.11371658908411,-258.23791336982333,-28.713290729923298,85.51054894106115,B,D,62.148001347789396,-52.64791623524076,E,C,99.67317293221966,E,131.15162623561545,E,0
Widowed,B,C,85.40595097437001,125.66277536988673,-161.38771238841488,55.08936102735493,C,B,-4.749498912065082,120.68588260131865,A,B,-60.386666256822,C,-67.40361186117275,B,0
Widowed,A,A,-139.11078868115735,9.018099674735932,-25.67756597722382,-10.987593068875766,E,A,142.89751154440643,-18.27236741127246,A,D,-148.2146891602081,D,-1.3696729777396979,C,1
Widowed,B,D,-69.72712638422594,-143.6853836031991,-53.17668179900703,51.633384107135264,E,E,150.94285190190428,76.22097162129334,E,A,-54.52372552078181,B,90.02570281891127,C,1
Married,B,E,162.3800646829912,69.31080116890585,43.78136505922726,98.11576914186315,A,A,-63.76226018572383,77.21023257852451,A,A,-93.94870332509807,E,-99.86197807288097,B,0
Divorced,E,C,167.98800548852623,-47.368904711591846,106.38189688117974,-120.56573561052097,C,E,135.45870385335706,-70.53629725330019,D,C,88.63659762040376,E,-16.951968744321835,C,1
Divorced,D,A,199.8227509900455,42.801310126578414,117.27864479774898,12.254029852624319,A,C,-12.046571204631798,140.7347849232614,B,B,-21.627615555587816,B,-23.335339012265162,B,1
Married,A,C,-235.5240569443493,-109.39792653045357,-31.91755790781428,-40.63575096357383,B,D,-63.130979166500445,29.682826989278936,E,B,-136.7424343009864,B,110.83165257376679,E,0
Divorced,D,C,52.3153873331408,-146.45944946724734,118.83633197882016,162.14742655866704,D,E,117.57560083238205,-28.945594907848793,C,A,151.13698849245094,E,21.353595679056717,B,0
Single,D,B,-112.34203907462808,-63.56231026023279,23.683739983946968,106.33277121259881,A,D,11.002107437068654,-60.465811237350856,D,B,-19.18689600549471,B,-36.66088361658721,B,0
Divorced,A,D,39.71339287805581,27.208926494212427,-170.50819197247463,-81.82682366457514,B,D,-123.2829594386863,-77.26524650607915,C,A,-106.8267418997387,D,18.07272178384766,B,1
Single,C,C,28.71729571513092,12.670013081413645,66.43526102524048,-56.552088833865376,D,B,-22.16761804084791,-17.809745356163535,C,A,110.84678180985192,B,170.92030922780154,D,1
Single,D,E,-49.867167594938046,-25.888459792720788,18.38085730375732,195.04881868417027,E,B,-149.6695030132819,34.74253673128086,A,A,39.48254473716166,E,59.487475574876036,C,0
Married,C,A,184.41210979772384,157.29378016673857,55.741264603788444,69.25606910343986,C,A,74.82651947026025,135.41510544204536,B,A,-5.798561296805483,B,-66.43429797873706,D,0
Widowed,D,B,107.35735656498142,-133.74666978835265,-84.94767015544518,42.01211304219656,A,E,-21.246006215814326,20.387839623371978,B,D,85.81883254474009,C,-78.58123783240374,B,1
Married,B,A,6.773892748782206,42.55544953257079,131.41343358005372,-39.263217383440896,B,B,-11.19959695487017,51.93199231029632,C,A,-83.22174219911008,C,60.01844301754685,B,1
Widowed,B,D,-176.33373488724604,10.835101667751507,-114.71542494485722,-118.74174064315748,A,A,31.239171135743433,-70.09529127636377,C,E,-14.698640227736695,B,16.17924185200863,E,0
Single,D,A,31.51871348749348,-104.20395578707667,18.190458446445657,-45.099600658147224,C,B,99.31000024833622,-22.394961878968765,E,B,72.26987900601873,B,-148.17577084264272,B,1
Widowed,C,C,14.70246822862947,23.797292349731972,50.293350387992156,-232.21615895250773,E,A,52.6609868192422,-87.27198045459993,D,C,-36.66270345547194,C,141.65565491852036,C,1
Single,A,D,8.747752914374301,21.95994675409256,32.68888380447955,-223.27619434309952,A,C,75.41136520249437,33.16283325686549,D,C,103.55707402835921,C,56.82001567723783,C,0
Widowed,B,A,-118.25113766194231,-76.98546089210883,-17.40945573825835,-36.5182446250935,E,B,0.13437656907077994,-67.18740626124612,B,C,80.28655056186193,A,25.601043106286802,B,0
Single,E,A,-10.562129710680606,-23.893222317815386,-126.4868763197436,-64.80665284725674,C,B,32.29273397496553,65.74198685755103,B,A,22.030137929990975,D,-46.99937678010027,D,0
Single,E,E,193.50488436781296,-152.29551941773093,90.49052919780345,-100.7419357614309,A,B,79.11187672428369,-223.474893493061,D,E,119.61368911100251,B,-107.22644663298104,D,0
Divorced,C,D,-50.53570541724759,14.258871089435821,-97.3027412727383,140.27145274406777,D,A,231.41955365230658,61.23041184461585,B,C,125.70342175012374,C,54.80116759121992,D,1
Single,D,C,151.15846966073659,-40.84086392923262,158.43701535447212,112.4016728895928,B,E,-103.34327227041409,-90.81462524689368,C,A,-20.086974711251862,C,-28.106751593071234,B,0
Single,E,B,44.204191531132054,-41.57952599649083,-113.25669875772107,-34.80604722053921,C,B,-186.94867261321417,39.76507183174054,C,B,-155.05843374965863,E,75.61682327724806,A,0
Married,A,A,133.66924779254333,-73.18482903727538,-122.78198057905507,-52.34393126660688,A,A,305.20699711806157,-21.42388053133654,E,A,5.492042652419048,B,56.655911310026795,C,1
Married,B,E,204.6595670627473,-327.3625617379806,-153.26091274025012,-51.923420328213446,C,E,150.0047933899934,-18.358087972758792,D,D,96.61276592195705,A,14.329477859059015,A,1
Widowed,D,D,64.09503630217901,66.73727215070943,256.0949091275849,97.14724240181201,D,C,18.604609066352555,-117.56578946621843,B,C,81.19129674642987,E,45.256868157858726,E,0
Divorced,E,B,-261.926752682474,73.99417519310867,17.558736198139073,92.7576790740585,C,D,0.40682879436172065,-29.32153115466331,A,C,-10.84157959359872,D,130.5851214740835,E,1
Married,E,B,269.43787074090375,-22.93344874295304,92.16659594791129,-192.3024805526273,E,A,-26.88952289227667,36.86556259143634,D,D,-196.38261536453402,B,-93.27632185353289,C,0
Married,E,C,-65.98924521230028,150.99129946031218,-99.31745041525582,-88.00921515433348,E,C,-39.0946160335077,81.22397336238085,D,C,-23.663218856947402,B,115.25831514406129,B,0
Widowed,E,E,76.17348246396686,99.80796322779406,-15.491028122468894,-39.20080177827156,A,A,8.742989229362932,-154.57556838974602,A,E,-138.4925231032154,A,29.574531211393225,B,1
Single,A,A,67.3755022391116,-47.32257606831554,15.038931315272178,107.78537503899774,B,B,-22.112947776059862,-159.6968118715087,E,E,-123.47350701992612,B,-54.15983569752617,D,1
Single,C,B,-57.8635041766152,84.56367565972563,160.40884447442846,-99.54017676574217,C,B,15.088338970883516,-195.16822522447617,D,E,-15.362554089361613,A,-139.4105527738137,C,0
Single,A,E,-14.777983091656472,-91.03597103347785,18.650781342139158,86.60820896789681,A,D,14.770269081820226,20.90315359070275,B,B,58.75737314341492,D,-165.24114102930452,B,1
Married,B,A,-198.54289735485224,-139.35535207161087,74.81277904634138,-165.71322796081608,D,D,18.30970008569248,-10.548313463380284,D,D,39.04361006643636,A,-214.92920297617877,A,0
Widowed,B,B,-14.907980726765274,83.42738213229917,-103.16915801846109,88.46145882437803,E,B,-77.12536094684394,11.670325897852656,E,D,-68.87443826207272,A,-176.8108871770141,E,0
Divorced,E,D,13.475199437663882,15.91031871850109,107.36702195439763,-195.05937475140257,C,B,-24.846938668985942,93.2038007959392,B,E,161.9655019368709,C,22.068351955967792,E,0
Widowed,B,C,28.99751160372574,69.76268473291563,-16.18391425358313,50.36233137781536,C,A,46.31588305066472,-62.696407870162496,A,C,-53.47067619322701,B,-3.790133934638637,A,0
Single,D,D,-37.79381677337646,-65.26424656290585,-156.62515294467636,-123.51176530734749,D,B,-11.163684731447814,-16.364301716829775,E,E,1.846296900504391,C,-38.73068384896526,C,1
Widowed,E,D,33.14057488633726,-0.9043925587197622,-67.63066726343098,178.398664439089,E,D,-165.83363786853724,20.047694926466956,C,A,-129.65838366434775,D,9.249601447252308,E,1
Single,B,B,-94.75814217078668,92.13559959324712,8.59860104035196,-10.409116415285794,D,B,109.81580019974449,134.8522118250733,D,A,-1.1288718165815508,C,-125.30671577920474,A,1
Widowed,E,D,33.21653557872171,169.34157348651485,-80.12448385762372,91.3984303066952,C,C,77.46487542643186,-52.51944674935886,C,B,-128.28308658748122,B,141.40317427625203,C,1
Single,D,D,274.7869263967655,23.40141624466994,-20.656391187708365,39.99227012922982,E,E,-137.55556161663054,-163.007235593038,C,A,-19.52683470854994,D,45.970500980207845,E,0
Married,A,A,6.427241992456708,11.792285397184134,17.936040689340334,-35.42020430107437,C,B,29.917841234800264,-157.29612767443538,C,D,-139.68589040400198,C,-21.883041856978554,D,1
Married,A,E,32.37055400413203,56.40153958286631,41.13527462909305,-84.6574804313804,C,B,-36.260013452141465,7.586972139038571,C,C,-6.09991241316666,A,-45.92087535183006,D,1
Widowed,A,C,-39.57321244422154,61.26636925791205,100.808975181289,80.10466446507024,E,A,129.90984389648762,85.37812778402537,A,A,106.89960421373239,D,-81.31924419449534,A,0
Married,C,D,-32.63693032808204,109.17580129968607,27.328840686759126,18.039009018553116,D,D,53.747193730461554,88.12994420461226,B,B,104.49087238186183,B,56.90879570006333,C,1
Married,C,C,78.40328255365674,113.06445843398241,58.28611182819684,-201.78731547637292,C,D,-18.04351337002309,-51.07303929260326,D,E,73.43111747804369,A,184.1458814301204,D,1
Married,C,D,-93.81486961610791,79.30868640783486,180.74731177171347,-85.14381286761638,A,A,27.254988777804662,14.694822499656429,E,C,-7.961345705763688,B,-97.64483320602852,A,1
Married,D,B,31.224889103434332,-11.75717892865954,-129.5030893403865,14.402179233274634,B,A,25.135378580805366,-120.94948374575213,C,C,-42.137054967789624,A,219.8131695272186,B,1
Single,A,B,-135.09800715907934,-55.17886656666108,49.30268772551145,-65.92786344712297,D,E,171.11471508547643,166.29453742519215,A,C,33.3927506958102,A,45.76561858301168,A,0
Married,E,E,0.49561762713547697,199.74122765952623,242.99700333893793,-26.953796156513704,A,A,-14.429538441978295,19.1852905862162,E,B,-4.843447697568017,C,-26.89148782643041,D,0
Widowed,E,A,100.44159386063696,48.88449784982757,-21.237584884537124,-42.60948225663902,B,E,95.31275001742895,-12.327678253498755,E,A,22.72311757046453,A,43.67136102160439,A,0
Single,C,D,-69.62240452065008,-144.478574286217,94.10805031448113,-127.61798052813225,E,E,113.13405197300852,139.0710770246493,E,B,-58.517826203743496,E,9.133304171616771,E,1
Divorced,E,C,-10.436682101863685,-66.29397521638907,73.52937821056189,117.34671284441353,B,C,-129.69099983151955,-3.129715771844652,A,A,-104.58540414405009,E,-18.685388416691893,B,1
Single,D,C,-5.0337311696797356,-76.88759902467726,5.546755646819729,-64.14158164898959,A,A,25.99873512557006,-82.36658074081674,A,E,-41.04272496963321,E,11.134269380917152,B,0
Married,D,C,27.278101532739395,56.009626260490506,-145.80831957324872,-69.07934699090434,B,B,-51.82068690026838,-30.910232536639974,B,E,187.74557098528211,B,94.89260660766735,A,0
Widowed,C,C,-87.20618625635139,-10.198466514560563,-111.24063003010545,-2.439926260176735,E,E,27.276919710080804,113.72346881465121,C,C,-127.57373609135875,B,-111.20841063563005,D,1
Divorced,D,C,14.396139555060824,84.13242294006596,167.58895133343464,11.52586025428324,E,D,-18.80494087870114,-200.68523319369177,A,B,106.45701961591021,E,-40.28687874888902,B,1
Married,A,E,-113.30845846376891,-112.84615283696297,11.240971035375468,-65.69846676043247,D,C,7.089674941901834,33.525114987977005,B,D,59.361302043677966,C,63.78540265080097,C,1
Widowed,E,B,53.59177290032635,118.62845529821344,-14.070558197616434,-172.98237835817994,B,D,149.56571088454984,153.4811903529192,B,B,-167.8148960081668,B,187.6173464404365,A,0
Married,C,D,-3.426959184409729,-29.440583222679578,20.94214722227692,54.80940302433762,A,B,118.0372282986773,-147.58110752953954,E,E,-17.028544109677686,E,-28.23382336368746,A,0
Single,B,A,-29.202965108901402,65.82314705876715,-182.5039579141057,-51.9322256200909,B,D,113.90664012889542,-56.887334040971474,A,C,142.48249663921038,B,-62.58914992670012,C,1
