disability,birth_year,religious_affiliation,Veteran,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,target
None,41,Christian,Yes,-144.00124093732254,22.928596077086524,D,-25.2519167103201,C,-6.461692807005514,C,E,44.99937635245949,32.4512599166635,-198.50309369660593,A,0
Mental,74,Hindu,Yes,37.57204234076865,30.33007743230983,D,31.492095730174825,D,-23.357587425471564,D,D,0.08245058605472982,88.7096590728089,67.74461993535537,A,1
No,36,Buddhist,Yes,56.54701372491336,62.645789800603815,A,-11.384749519090317,A,13.012059569785665,C,D,42.943212905104595,7.859467878252466,-38.23072187164362,C,1
Yes,95,Hindu,Veteran,203.92045716598753,-95.18843027670827,E,-29.659322156923494,B,69.22820874559811,B,A,30.901639438235428,-142.63861375883687,-123.65034764285893,E,1
Yes,62,None,Veteran,97.3738358735813,64.74984533855803,E,275.36609994706834,B,205.27536677358717,E,D,10.726474456527237,90.30682390195832,-83.09621472722442,A,0
Physical,27,Muslim,Veteran,101.17929946711858,55.564458205260806,E,13.383342888757843,A,120.2143925779695,A,A,-104.71049273670062,-39.53964001941785,139.9956832160096,C,0
No,86,Hindu,Non-Veteran,-128.50418160668102,75.28959204793621,B,5.523840698250907,D,118.78377130383939,C,A,256.06472446061935,136.01281176827885,143.83017782609463,A,1
Mental,55,None,Veteran,85.37565813314106,-10.730112420276003,C,-101.751447059494,B,103.0364137225676,A,D,-106.05974587631802,34.55980474919752,-66.31750139810661,A,0
Mental,37,Hindu,No,-241.0728332883338,224.1884611456633,E,138.77020181729972,D,49.998319631536994,C,E,-64.61984809242608,40.58068931320239,-81.36966085910497,B,0
None,19,Muslim,Non-Veteran,103.48817910532703,-2.1150685506301135,D,-11.148370452619483,E,-12.874833354274942,A,E,-23.726422279787744,68.23730328546608,-74.4017074505103,A,1
Mental,90,None,No,-49.963712472085895,91.6303989349373,B,-8.706008191353968,C,-66.89911445509216,E,B,-35.50254824191515,-58.45959433811498,165.3849006348546,E,1
Yes,27,Christian,No,-4.3833821349441715,-41.824451601719225,B,-67.33721228364298,C,35.341451954711715,E,D,8.90880013025909,68.82546093846746,37.40659121507679,A,1
No,31,Jewish,Veteran,-2.2726872142558725,101.84892734096684,D,-27.012580417895126,D,113.99640577316407,E,E,57.33784186818283,-31.12656112576263,-160.3933104557087,B,0
Mental,21,None,Yes,-49.1695504244541,-38.20877348489526,B,-41.61646180297447,C,33.63796299486093,C,D,0.9500599216056557,29.816869866090705,47.757602914650285,A,1
Mental,49,Other,Veteran,-80.90369544814212,64.63291459348338,E,-18.80446414392855,D,-107.88973821204375,B,C,-26.111751174107145,47.75612596834566,-81.88109860461196,D,0
Both,60,Other,No,-187.54380767247807,-71.96905286545731,E,12.915295466142915,C,4.107485489172322,E,C,43.51910293389634,270.97506605867846,-43.42119504261265,B,1
Both,71,Christian,No,-23.958575214910603,176.1025711683227,B,-128.96553044509892,E,-16.078955600198537,D,C,19.01651194263556,-86.93412739601436,-113.17940734075576,B,1
None,39,Other,Veteran,65.15122728432165,-3.6791033678177083,A,43.87149390278189,B,53.56864620676234,B,E,-91.79542082115569,99.86766652935567,-14.115286889655943,C,0
Yes,95,Muslim,Veteran,161.19300028000342,-227.1927123046445,D,-160.37774669204805,A,-172.90206914216367,B,A,51.07727498765927,22.484436148524743,-62.141886368944796,C,0
Physical,37,Muslim,Non-Veteran,-61.80900202695794,65.83555142595092,A,-110.93046113968686,E,-18.489371888497868,C,E,107.5542862457435,-14.10869253380595,80.97738993008446,A,1
Both,41,Buddhist,No,78.41458874606072,20.598908170328187,B,-9.375778865290563,B,109.70335608398713,D,E,-85.8403259713751,99.22097394329033,-134.30709020929692,B,1
Yes,51,Muslim,Non-Veteran,41.56232789753142,-24.56504941248127,E,-152.8823089117321,D,155.30420497556875,A,A,-137.6358564816355,-115.36318435746789,74.08884776560453,B,1
None,73,None,Veteran,-51.56126758052927,-36.26488628455415,B,35.75862075685892,B,42.97383412766251,A,E,60.055741758085205,-45.66658695027874,44.8787297868453,B,1
Both,86,Christian,No,93.40784256728276,-91.2068404552932,D,44.988787451602676,A,-109.49849767693938,E,C,-224.01976851513177,-31.654437584720498,119.66239724485182,B,1
No,41,Hindu,Yes,-46.618737719450536,99.50500748252021,D,-171.8561365827693,A,27.325919320572815,A,A,141.04846126109715,-269.93063666679325,140.37109935680155,B,1
Both,27,Hindu,Veteran,-72.11053675369173,-81.8533810299789,C,140.02776942630342,D,-64.0375269272117,C,A,-56.892820020676574,-155.1427643250908,15.858076506821128,C,1
Yes,79,Hindu,No,-34.067691843178594,-4.095400106179788,A,84.98900662629818,A,-77.42669717420485,A,E,-55.28246217729684,48.39813166023449,112.40960401826612,B,0
Physical,66,Christian,Yes,-86.7061912069847,20.91493178210298,D,49.13368666411079,E,219.04450644739325,B,E,-11.848360555888085,13.76938144838663,-210.5646115379522,B,1
No,62,Muslim,Non-Veteran,-23.419188793535,81.70248586174355,A,-4.326369451842107,A,-112.60377304791915,A,B,-7.273488863462243,-65.00591077965012,61.29048016368239,B,0
Yes,96,Hindu,Non-Veteran,-8.325041767128647,-81.45852593570287,A,-114.8329695190031,A,70.59481039477797,C,D,-26.58222040611496,113.8086532822116,-17.385075441639124,D,1
Both,64,Hindu,Veteran,-134.73547735764086,-5.427570232842162,D,138.10131785262078,C,-31.815545091301402,B,B,-47.84852039752536,0.6853801347524137,-29.42045858281579,C,0
Both,19,Muslim,Yes,-77.13591276608007,-94.81238373450664,D,26.96304039519941,C,-185.42612747711308,D,A,37.43545027259002,-40.620409522231924,91.53156662139197,D,0
Mental,84,Christian,No,-82.5665618809563,-50.878044025682144,E,58.57475722171323,B,97.61682350922925,C,A,-65.89621824786872,91.57621416579535,101.32701082343047,D,1
Yes,36,Jewish,Yes,-6.046813403151042,116.57510712844274,A,41.76386809688818,D,200.22448029045634,B,A,31.658694818705396,84.225887145852,-34.8742132316569,B,1
Both,66,Muslim,Yes,-77.37217008544106,119.38378357249508,A,114.28023834275893,C,192.9213670955471,D,B,45.636751400632136,48.79395687810713,-38.53551922543087,E,1
None,67,Muslim,Non-Veteran,-156.43267578980584,-72.27566484979111,D,-202.51098073641555,C,-163.9054640299294,D,D,-67.78556847602087,-172.7417443428341,37.78560589866834,E,1
None,31,None,Veteran,113.1805714028397,29.29940698750689,D,195.42271040913835,E,-148.78932059018445,A,D,19.318793386270823,84.11215031409105,-122.93268180359243,A,1
None,89,Jewish,Yes,19.721123019118263,-127.74815585598631,A,60.45188873611773,A,-127.80247495686659,D,B,-96.5590723276234,9.905915513910715,78.03850177849819,B,0
None,25,Muslim,Non-Veteran,-101.05506854623644,-92.9043592057749,A,54.67945804583866,D,-40.27487018318573,A,D,-83.48812898037845,-1.8615006090524897,-16.185854036919196,A,0
Yes,85,Other,Veteran,38.14552148214695,24.015675768331825,A,37.499238775667784,E,-122.41488930701942,A,D,9.086390508533098,-224.86394946938034,66.96564993690734,A,1
Physical,88,None,Non-Veteran,51.10546588921865,-165.05455525538537,E,-106.68799681214698,E,-49.00160101068569,D,B,8.31345078102814,208.80396054167986,-69.67724109747151,C,0
Yes,86,Muslim,Yes,25.688652726004303,-126.26435669267305,D,-95.6051947634426,E,-55.39684671407936,A,D,-178.99874268892265,84.05252701003997,54.252318647956656,B,1
Yes,34,Hindu,No,44.87146424986006,-74.17712931424451,A,-25.8282297466745,E,-139.78067590987158,D,B,181.01424321794627,44.09950144262731,-155.8354711251572,B,0
Mental,90,Jewish,Non-Veteran,69.97615723629087,-42.32084767681087,C,-6.215711643839298,A,-122.12398009125491,B,A,-75.38547543015466,-28.93599438514569,97.24230755334982,D,0
Both,26,None,Veteran,35.81254400994695,-116.29227723034808,C,-296.77656775535496,E,11.953955377405986,E,B,-23.20764493932727,144.60385188946128,25.086017735367843,A,1
None,60,Muslim,No,0.7212840159869044,30.515455734128803,E,-206.915188324863,A,-24.27914116197539,C,C,-48.04984271253763,114.04346388374668,133.18272177597981,E,0
Both,91,Muslim,Yes,87.4645154994965,-41.44372980764381,C,105.26319379784879,B,-117.66629909031292,E,A,-35.08395696247331,-7.572940767174645,4.135743387529651,A,1
No,97,Buddhist,No,-21.586996383683726,-36.85356976579104,B,-40.74465380197446,D,-225.9224464686974,C,D,93.4269401540454,-53.04442091343593,37.00023248187874,D,1
No,47,Other,Veteran,20.806183255273744,-50.58940956948196,A,147.67177712229912,C,154.81702049566218,B,C,-86.546866622418,-4.384642727165082,89.75814158509937,C,1
None,75,Jewish,Non-Veteran,-183.9090977498256,190.0332347220381,C,-3.5988556502505196,E,176.00977448148265,B,A,-21.45132592469857,-14.529285874427067,3.0089522295494624,E,1
No,63,Muslim,Non-Veteran,100.4491334319427,-41.75290838486235,D,33.65592588034314,B,-0.09726817530970751,C,C,9.96602945055442,-14.786704379848933,-161.40399570414695,B,1
Both,90,Jewish,Non-Veteran,-8.214081493707074,127.30244981644813,B,110.89834160876552,B,46.381461025414275,B,D,-63.93851936155654,97.00481057440166,228.26819303756199,D,0
Mental,80,Christian,No,140.8079681809965,-26.405558495454134,D,-271.20244324325665,B,69.12178085799475,D,C,-23.99836678447303,-109.12110037427306,-28.294635989852463,B,0
Mental,64,Other,Veteran,-227.40514753391366,-82.97805628412387,D,87.96589887065286,D,-59.193808110595704,A,D,-59.99737367378793,-114.92641660455072,71.29081860611154,E,1
Mental,34,Christian,Non-Veteran,130.47662624392365,61.35642012989343,D,-24.74214564713465,A,-156.21413451993905,A,C,-121.91572169289229,119.10234954614975,26.48364656836643,A,1
Both,91,None,Yes,7.924091219330403,53.03603034737628,C,-27.931355720817525,E,-166.32903263599616,C,E,-102.35338023549856,54.63990246574545,268.87100780282196,C,1
No,49,Hindu,Non-Veteran,203.3138236659532,81.5402549838588,E,-40.70165466182193,C,-68.72505375814322,A,B,-81.0183862427591,42.126384367149505,-53.76607753921869,D,0
Mental,18,Muslim,Non-Veteran,213.60142431056028,-122.49430942551092,C,-95.13561857081055,D,-82.66750382196156,C,C,195.74382453623562,41.608832310608335,-35.30162240560573,C,0
Physical,49,Buddhist,No,-108.29878134300665,-39.724718527044764,B,52.43399283639412,A,132.7029448538124,D,D,-85.10773746847545,-154.78102897672582,-82.8388225088974,E,0
Both,29,Jewish,Veteran,-99.64384891440521,-223.96516594748337,E,93.01033874157937,D,77.2554303437597,B,E,18.342866077795104,130.39447135329155,84.16197760378525,A,0
Mental,81,Other,Veteran,-33.9426068848795,-70.19094737222082,E,-48.675840413822165,C,-265.00386295787644,C,B,-70.1907203212419,-41.207628246035895,-63.6691921478966,C,0
No,97,Jewish,No,-7.438857443087518,-198.29188564153168,E,229.7628081636046,B,-159.3707432104277,D,B,-11.205551892685632,-103.66142713737383,27.6139490591277,D,0
Yes,89,Muslim,Veteran,-142.21813460506016,92.1609064484914,E,-35.69323417877832,D,-96.73132074084425,A,D,103.71472404295253,-50.75862091720571,-64.26830485197932,A,0
Mental,58,Christian,Veteran,158.73662016275784,-16.32626034127509,A,228.66564137681192,C,95.62277278754561,A,D,-26.693453508293842,-34.089364272039106,241.73930370982632,A,1
None,63,Christian,Yes,59.13335565974812,35.71938832081728,A,38.79094346059023,E,-33.85165072922208,E,C,-19.623534892553817,43.83757653617809,27.464491377177513,B,0
Both,51,Hindu,Yes,26.53909988030311,-176.35258153466387,B,18.969032642644635,E,95.31244468038832,A,E,121.32304337761856,140.30576049133668,50.05931531881211,B,0
Yes,48,Hindu,Non-Veteran,72.7752196946597,79.42623878087788,B,136.39696744429855,C,-6.37307536142843,A,D,-153.50755556391832,-6.991267324109366,-78.1641536651202,E,1
Physical,46,None,Veteran,87.05168166408242,-118.59307681151128,D,-131.16994835301782,C,153.38377676814866,D,E,12.963500960845165,7.881377870818872,96.5815793020283,D,0
Mental,46,Hindu,Yes,-35.21900143757689,55.79788704875735,A,-142.35748322133523,B,22.879214038616976,E,C,74.9398725968845,-3.480697988067847,15.476296706100001,B,1
None,61,Hindu,No,83.56452184826276,74.06053953868118,C,67.43632479333475,E,-87.0804083438231,A,C,-1.6212995666756955,126.385231552846,-20.396554806733498,A,1
Physical,96,Christian,Non-Veteran,67.37293624842374,-6.4567741805543815,D,115.19127371979185,B,159.3829057707025,D,A,14.409529069690539,113.65724061052194,171.56898082608367,D,0
None,20,Muslim,Veteran,181.51592096821946,111.70162083312508,C,0.2634834407847892,B,-151.10362389304893,C,D,99.66607417796932,-2.5797872676271445,-87.52786698811407,B,1
Physical,28,Christian,Non-Veteran,7.425881721289583,-125.7586222361645,E,-135.9480518385275,C,-84.19520415560383,A,A,163.2573174063331,0.47481609397029767,213.03111098763657,A,1
Mental,24,Christian,Non-Veteran,-111.26948677905146,188.91730283147783,D,24.517698575034668,B,223.04570934612485,C,B,128.10246416863868,-109.52651928098717,82.30405707604554,A,1
Mental,45,Christian,No,-148.47682829272765,54.15200595913472,E,8.978800002738902,A,-96.45737499533674,B,C,191.79879924831334,-52.74644917343581,85.30243588038502,C,1
None,28,Hindu,Veteran,132.65920656759937,-16.884630800732733,B,-88.71674142888098,A,-120.30567081819447,E,D,72.75752028452325,220.8553642530832,-64.92401698937759,B,1
Yes,76,Muslim,Non-Veteran,99.50052932145988,36.1313362959913,B,-34.33118785147136,B,57.454725052332186,D,B,-43.26354672405722,-62.811977844646826,38.29037437817991,D,1
Yes,62,Other,Non-Veteran,-31.62767303569644,44.31693469278054,E,13.01102319607562,B,93.56963366110016,C,B,-54.98433714517904,-91.17842678263793,66.18673403009406,B,1
Yes,87,Christian,No,37.44964759433382,-195.37259242318052,C,46.620593229411206,E,-46.42527506777536,C,E,-10.266897416499758,54.76882395439344,74.53236686388907,A,0
Mental,79,Muslim,Veteran,58.77152181206778,-97.28325799894762,A,42.58729959565217,D,-102.73921551119356,D,E,158.16345732148105,-81.27561174709997,-57.82330250927365,D,0
No,82,Hindu,Veteran,-44.41155357362155,69.05979728914797,D,-96.07661251263066,E,-33.60393805682336,E,C,-46.547016218791555,-150.3780196387195,44.211473337894034,C,1
None,68,Christian,Yes,59.559365588231636,149.3294890712432,C,-88.98959626625744,A,190.73423340763304,E,B,-41.817998907505796,-31.916569328037642,-23.27545537796509,B,1
None,20,Hindu,Yes,203.72735585580494,53.419998815581806,B,-37.75990841049362,A,-55.900605752636324,D,B,-7.3795886889328965,-81.88101958246916,77.51388199360811,E,1
Both,99,Jewish,Yes,19.391080519964564,115.95065092239041,A,103.04723198848338,E,120.24697681712864,A,D,-40.39438292762697,97.14259758998602,48.088855107321905,A,1
None,35,Jewish,Veteran,-60.726737104411654,50.73787247553899,E,93.5210949672995,A,50.64173868458711,C,C,-73.16385041672227,143.8763750262712,167.20741043881392,B,1
Both,56,Muslim,Yes,117.62313763079828,-21.005080257555264,E,99.76284009527056,A,-88.12388319424358,A,B,-76.59169770194609,103.4854792503713,-307.62278763510966,C,0
Mental,21,Jewish,Non-Veteran,-81.80890166208405,53.227103716297464,C,-54.451044054595386,C,-127.1021221822788,E,D,37.1839357296368,66.16909507749563,24.478499442852318,B,0
Yes,42,Jewish,Veteran,-0.5870914301048443,180.1617036706295,A,119.7014732552287,E,19.650970347966616,A,D,140.63075964678012,-107.09700538104644,-26.825944054128865,D,1
Physical,31,Muslim,Yes,-150.59232132029896,46.21706367361681,C,-138.0666363006704,B,-43.17796026592744,B,B,25.051986015786333,-104.66547394290177,-30.60175909873559,C,1
Physical,32,Jewish,Yes,-25.591232939239276,119.02462168868053,A,28.87727364522904,B,232.1306663644245,E,D,-128.7895321864586,6.364701077738346,4.8009949844951745,D,1
Yes,22,Other,No,-157.0990428281101,-167.78046552944585,E,67.21193563186495,A,112.34461671884372,A,B,-33.07098669006349,-149.186572621206,214.56539290113787,E,0
No,22,Other,Yes,-105.57796653362534,-202.9738156590738,D,16.386344728853107,D,73.6348575984523,E,E,-149.83722355757726,197.68645395819837,1.4060911154033149,B,1
Mental,90,Buddhist,Non-Veteran,155.70797272674827,-83.56939745371606,C,34.95656720947083,B,76.05690082280081,A,C,-0.9769762166190537,-37.275093253813345,-99.04598386008328,A,0
Mental,84,Hindu,Non-Veteran,-169.1014608982695,-85.27927811167675,E,27.60688662045422,E,71.86612756522882,C,B,42.94562104839031,272.0885445464037,-27.76485905203339,A,0
Yes,38,Hindu,Veteran,56.98757547598588,60.675285994860154,D,-82.75209894901228,A,-7.355393085009288,D,E,-251.02701865606232,-28.76583528535822,105.80896282531683,B,1
Physical,97,Muslim,Yes,153.7854018900115,120.91923493141459,B,95.89089769214947,E,29.456161437891904,D,E,44.30322436319418,127.44677535990965,99.72889665088512,D,1
No,72,Christian,Veteran,17.935334097983517,-48.82051660896399,E,8.291033119608203,A,-152.66950918282484,A,B,-86.73596726145423,115.35946270556914,-16.071556427683923,A,1
None,79,Buddhist,Veteran,-1.8254291574710826,-1.8018746996315838,E,-88.38146325055149,B,-157.4155996119864,B,A,27.557797831747,26.629908139070906,-130.0112427810252,C,1
Yes,82,Muslim,Yes,162.06295704262388,118.12578157732428,B,-23.77267641316348,A,-80.51989984964352,C,B,-64.76435610834761,70.11078356982969,-64.8502535269777,B,0
No,48,Other,Non-Veteran,60.1273258851158,-136.00440741944607,C,-145.4309607058825,A,17.05988677488573,D,A,-50.58393089248791,182.48175742078055,-105.90455808705221,D,0
No,86,Christian,No,2.4909917661266765,43.14846671041588,A,-57.8014415255521,D,-25.762678661593714,C,E,10.168445310930958,-112.97756564398959,9.27809182695564,B,1
Yes,98,Jewish,Non-Veteran,54.10888597136915,-92.22912429434813,A,-114.54377966272828,C,-34.627713117176086,A,D,-33.05664164196763,-2.860243726438646,112.3998950866911,D,1
None,41,Buddhist,Non-Veteran,121.93584886056288,66.94098634848457,C,39.82643341530963,A,31.220568005188536,B,C,-145.79660876658974,65.57188525878937,-37.6112403258855,A,0
None,23,Jewish,Non-Veteran,-90.65537112929321,-91.4951488484818,E,120.78403208059152,D,48.44337366746176,C,B,12.345873818113716,-36.7315925149312,-6.164972159014738,A,0
Both,78,Buddhist,Non-Veteran,64.60493364637374,19.626223449896884,A,2.315298953346487,D,-63.04260217588058,B,C,-15.45598629161757,9.318481293670386,-114.84886302605184,C,1
Yes,86,Muslim,Yes,-175.04362709769043,-4.3269753953711705,B,-155.73799733465637,D,-35.670048509924044,C,E,-135.68666431853035,50.759530980869684,-52.41421269276295,A,0
None,36,Jewish,Yes,129.53328600719976,-72.01446998562028,C,115.92672344268213,A,25.67122466024237,A,C,-80.19913008375404,188.33068958644105,-88.02573416801798,C,1
None,41,None,Yes,16.07558128977773,-81.74008954195058,C,132.14636983082025,A,-157.95524344625687,C,C,-4.922947556793489,-41.94129377618786,33.19479784976427,B,0
Physical,73,Buddhist,Yes,13.953193553999812,-13.010359005849928,A,161.07579333128663,A,-62.50820028618921,E,C,3.36728818335732,60.227847118389185,-83.5348089218259,E,0
None,85,Buddhist,No,12.31092470071825,167.62215801319763,E,199.0615649815211,C,75.19081571193921,E,D,-116.24584008282677,21.14004813116918,-20.51122039619981,D,1
None,63,Jewish,No,-71.85270399943501,-17.948275746270998,D,-62.271858856406716,D,115.37553434874552,D,B,-20.862703009471012,-98.70927424207103,-38.936105623500765,B,1
Mental,59,Hindu,Yes,69.02396004473844,-32.851270763393956,C,13.703078008533994,E,-35.07342357982073,C,B,-28.32312956507576,-53.0545680162383,-212.32273849959978,C,1
None,64,Jewish,Non-Veteran,-9.783395215327113,10.247327413102097,B,154.68793581855024,C,-36.74784397009823,A,B,27.302327501023534,15.229433778853881,-20.280438212154024,B,1
Yes,34,Hindu,No,-21.38530274809785,71.16990931221284,A,62.00277307399591,B,-148.79090696949876,C,A,101.05778994984531,102.8805048254132,-73.41855861054782,C,0
Both,75,Other,No,79.25357969782844,-55.77468373016692,C,57.029079917460635,B,-172.17075583378488,B,B,-61.493067512259714,161.4399540043097,205.42233110287592,D,1
None,81,Christian,Non-Veteran,183.88432277230683,245.74701590171873,C,128.51245074205696,C,-192.8841291049417,A,D,70.30752385600869,143.95637022089375,58.55460764358692,D,1
Physical,88,Christian,Non-Veteran,-72.53916572803631,92.54948188139245,C,11.183973788653203,E,-97.98862025760914,B,D,135.5317813712127,-16.55786951046834,-70.88024915433364,B,1
None,69,Jewish,Non-Veteran,-2.8601549507729884,111.15760415636035,B,30.55843867072253,A,210.6610112413434,B,B,-66.32653523501564,17.904143167492812,-3.1573008061908285,E,1
Mental,76,None,No,-52.11264647495187,-59.820463024194645,E,87.35104304754917,C,36.370341181773185,E,A,246.26966591735524,25.893132544159148,105.31557689922411,E,1
No,99,Muslim,No,8.032822557415024,-42.21257928919631,B,-204.52638484165558,B,-118.17141767113183,A,B,46.273101029646405,-28.86481956675694,-61.68575443377834,E,0
Mental,92,Hindu,Non-Veteran,103.97318795013248,62.06915026934677,B,-50.49258162827618,D,27.19316837774019,B,E,-144.74906933140502,-36.723599037001684,-15.363178126842078,E,1
None,88,Muslim,Yes,56.15201128953139,-32.983975290911914,A,-212.36999868526803,D,-90.67660653552906,C,D,100.0381185255307,98.28585574050261,0.8134819317360877,B,0
Both,22,Muslim,Veteran,41.92637817034521,117.44683913556027,A,235.89855285553952,E,-130.80155093380657,B,C,39.01510775173008,79.07735998138337,-82.81789530729066,A,1
Yes,95,Christian,Yes,175.35865007508494,9.100506441370788,A,12.589464518740346,B,22.47253896820835,C,C,-47.13637866585383,-100.69736593175192,-45.337564685150525,D,0
Physical,72,Christian,No,-42.92775428798648,9.013791576064976,B,81.36591628980139,A,179.75843491672063,D,B,221.63255571518485,-64.94778009673654,-5.538998291147321,A,0
Yes,58,None,Yes,-83.74005169939869,74.39369936713285,B,-98.15467717822331,A,-41.710671826142246,E,C,-86.49458903626682,74.6307452049461,-92.19951883791302,C,0
Physical,89,Buddhist,Non-Veteran,63.073370989914046,-104.49656162325758,B,-31.974442182738823,C,188.1978740236935,C,B,12.487870930816882,126.94238379680655,86.4169389649759,E,1
Mental,27,Hindu,Non-Veteran,-85.28080926321728,74.09994141961819,E,77.67925886634922,E,322.9330020370228,D,B,-46.692565883454066,-14.965981093986056,-102.43587981921347,C,1
None,52,None,Non-Veteran,22.80587939207188,-62.62940054361141,D,179.2976189016604,E,-64.5177489839177,D,C,-17.17461085893655,-282.37091576252317,27.085738897506573,E,0
Mental,99,Muslim,Yes,-71.26361324120889,139.11504458339144,B,4.689397071483403,D,69.6669849084557,B,A,-37.59977914029612,-6.398396513497382,129.39633458726075,D,1
No,96,Jewish,Yes,-25.98000438255465,-20.40199791770462,C,17.81469094128102,D,-34.44625467609125,B,E,84.62954644962065,-39.94630312599921,-62.2470532988227,D,1
Physical,73,None,Non-Veteran,-129.40798386306236,-77.35821426156795,D,-42.03317741344686,E,41.90388324652973,B,E,-8.880033331222473,-9.747596812164753,-180.069503998288,D,0
None,98,Muslim,No,66.20121740834466,33.36480434826737,A,69.04716031870797,A,81.0260554290837,B,B,-77.12008513342018,57.700420015788666,-156.99273527583176,E,1
Both,21,Muslim,No,-97.68074395385156,187.92857230679596,C,-95.24694294337566,B,-53.3874508123796,E,B,309.9625498540701,99.80700915009943,-202.72612389337436,A,1
Mental,85,Christian,Non-Veteran,-53.02392001867455,-5.449189345805705,B,-118.97863635470975,E,-23.90985454216331,B,B,106.41637454433565,72.74573237846357,13.153445604989223,A,0
Yes,36,None,No,-71.17578791926866,69.23792086841515,E,-21.77851822614597,C,-27.570655895051573,A,A,-189.90951708984645,-59.86459775996017,149.09611778631657,C,1
Both,68,Buddhist,Veteran,61.53933676370351,-113.977334669391,B,-3.0340998290364665,D,-177.96580587380424,E,C,87.5319378460606,99.24094021002173,-123.76458085756192,B,0
No,96,Jewish,No,-16.94489248617737,-135.40803711582942,D,-50.80301547748577,C,25.972537388902396,C,B,-118.20541508453171,-110.62073507215835,80.74981508408618,C,1
Physical,28,Hindu,Veteran,-94.1223187076085,69.96246282868037,A,-146.06741591609315,C,18.224749111637294,D,B,12.020295628728485,69.36436734443195,-101.41273773893455,B,0
Yes,46,Other,Non-Veteran,-144.79587441414168,-2.255216388470566,C,38.858238967584576,C,135.98656244744848,B,A,-60.39309216212169,-56.93066316798265,26.392268488519044,D,0
Mental,73,None,Non-Veteran,189.92722707161997,-155.33864084646217,A,53.71961935394105,D,-94.94152740828906,E,E,31.610343220379107,-31.427810196523552,96.81042672021005,E,0
Physical,26,Buddhist,Non-Veteran,178.77995456760647,28.91364156714125,B,-98.88578842707759,C,104.67608329627427,D,B,28.112295841763185,39.26497626956766,-42.175078528328456,A,1
None,36,Jewish,Yes,1.3641242549200838,61.545952214057955,C,-43.114496112519646,E,65.52183641433066,E,C,-91.43846648946194,215.4593335032845,-9.358233164500884,C,0
None,34,Muslim,Veteran,296.4550910597746,-46.04928581617953,A,-76.40166441708466,E,17.712769974612367,D,E,195.2346491519545,75.80520606199771,-7.9851563896916655,D,1
Physical,56,Jewish,Non-Veteran,132.36548301002642,-45.831016973831396,A,-100.17108139090512,A,-79.6362274203948,A,D,-50.69392636842102,-78.9476851596994,-36.14983131375514,B,1
Mental,82,None,Veteran,-256.05979805788866,96.33234275460997,C,48.4334617767532,E,61.73174367380676,D,A,-71.74559173162271,58.19748181172256,-51.830767581109484,B,0
Mental,20,Jewish,Veteran,81.37807481193356,49.96537510429199,E,127.32812416475821,C,-104.60560566525191,E,E,90.58234884417725,-97.50720204265879,-79.37593862587164,B,1
None,43,Muslim,No,-77.03314209970397,-59.018028393895584,E,75.33776901269532,A,-133.94087775765158,D,B,59.59746706045603,72.97735410299644,-6.649387511564534,E,0
Mental,99,Jewish,Yes,73.80847157114387,-156.218652527033,A,6.592399082816057,E,-161.66397636174923,C,E,207.62982851029554,22.5423162966928,-52.291284010663375,B,0
Yes,93,Other,Veteran,-106.77096157554689,35.8889694476969,A,-43.7299617844432,B,-80.30446257620632,C,C,-37.44885846529268,-43.941914789435714,78.03521415892928,D,1
Yes,57,Buddhist,No,64.24146392105747,25.883836247604908,E,30.49779971485268,C,-143.4491985937149,E,A,102.13423288721356,111.44706496259693,-82.8195162302057,A,0
Yes,33,None,Non-Veteran,3.5661198879001184,-35.64985223328263,A,125.51969858475785,C,-9.21290629947987,E,A,117.92745359687349,95.45285608999819,90.50745219769135,E,1
No,30,Other,Veteran,20.926959692857615,33.295808239120895,D,-144.55294516716594,C,12.847968070869467,C,C,-162.04268131964653,-107.7535220455828,112.44753012637376,A,1
Yes,20,Hindu,Veteran,-99.98859132131346,-27.95100836948209,E,-167.68726322010016,E,-130.09184810331945,E,E,148.7125854841372,36.062408822767026,104.17180128912503,A,0
No,56,Buddhist,Veteran,125.10509337846226,61.48592826939529,D,132.4462786850635,B,-14.77656021789583,A,B,-81.68247646348009,-40.34414949497889,-74.57459130753826,D,0
Mental,38,Christian,Veteran,63.516268783823115,-109.48808196526262,E,-74.76954808679234,B,52.80259842078231,E,B,-178.31989655870743,-71.70587901853432,58.76105952630735,C,0
None,23,Jewish,No,106.89588806165023,-24.47106914983767,C,54.928897847586335,B,-62.44861043118174,A,C,-158.81268185339874,77.90753134177422,151.78184664591393,E,0
No,45,Buddhist,Veteran,-128.61563262127643,-24.25631739110653,E,135.62851912812965,D,37.00918812301725,C,A,67.46203528415703,20.23115824989949,71.1171465273847,D,1
None,87,Christian,Veteran,-92.5330072525892,63.58054509895703,B,-102.0580964106794,E,-167.0186397547089,C,C,109.08451289186107,61.31727404217803,78.60159271321592,C,1
Mental,78,Hindu,Yes,18.270272268185643,6.163874891495676,D,-2.7655993903094265,B,-85.92419559079774,A,A,81.28072662767647,-128.2783151895858,145.05632660125352,E,1
Physical,93,Hindu,Non-Veteran,57.92777570746611,-29.965967118675096,B,40.015268620242615,D,-124.6258285930948,E,C,94.1910933397343,44.84601690719266,-63.33292015618783,A,1
