military,Disability,age_range,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target
Yes,Yes,51-65,D,95.63345332132033,C,41.024791354429034,72.03003108575771,-98.9279470192898,28.054365498145845,D,-109.35569374042706,D,1
Non-Veteran,Physical,65+,A,167.17801995039667,D,55.13659061144702,-15.604929275649848,-8.941605290998782,-10.580200154826947,A,113.90457250715014,C,1
Veteran,Mental,36-50,B,-247.96300947463544,C,75.98361518014694,24.693231625253297,175.03420032840717,-152.61092269753794,C,-48.87503346244162,B,0
Yes,None,36-50,E,-71.39112337882743,C,-126.38987172282611,-6.077612650779122,-56.037824228122716,146.32390121433156,B,-51.53382612210857,D,1
No,None,26-35,E,191.03642683792177,E,-52.44380877897756,22.974738809154857,-95.07594205444265,48.55599149806329,B,288.5301618145226,D,0
No,Yes,26-35,C,43.66031512043028,B,25.62555935419019,-141.24794873011624,-33.57323782630987,44.56267158868218,C,-66.26123585923904,A,1
Yes,Mental,65+,A,-108.36203250608538,B,108.94984603320195,-188.12012319181738,160.76896165479903,-161.4156284469089,E,80.66536285957201,C,0
No,Both,65+,B,-94.21011311827463,B,140.99531574944007,4.15026895048464,13.540331562477892,-97.17598565308016,C,-123.12801978267345,E,1
Veteran,Physical,26-35,D,118.48694106784467,C,80.99364756442199,-45.73617402569613,19.037815049535617,-85.34176164411153,C,-97.70397246887889,C,1
Yes,Both,36-50,D,-147.45639739106775,C,48.79882589264814,-84.92280761161199,-59.61948602583595,-49.65942665918465,E,-151.35210446193733,C,1
Non-Veteran,Both,51-65,D,229.30129866707807,E,100.13864720548857,-36.842307320594024,-64.7653064535986,-88.17851195104268,B,20.13026006274127,E,0
Yes,Mental,36-50,D,-19.800649757445726,E,13.368284493219335,85.59403156614044,1.2475098629693986,-205.8612390354758,B,44.321087823230606,B,0
Veteran,Both,65+,C,-237.4865731496677,C,-173.56464450720367,-78.01412686541968,18.291795671468783,-10.932396051710661,E,-42.65394922565041,D,0
Veteran,None,36-50,C,-12.131218577585063,A,38.22518382018343,36.3291845393873,-97.07765900890271,105.38716264669685,C,-70.48718734617425,D,0
No,Mental,36-50,E,-108.31144674738972,C,24.68191150603038,31.544903040282218,-82.21286965711344,-44.49374766078481,E,-280.2926342569463,C,0
Non-Veteran,Mental,26-35,E,-40.96893263715752,D,-118.50801392881623,155.34621871922602,-7.61523272153064,25.239337145525738,C,-3.9998929408134645,A,0
Yes,None,51-65,A,12.729298842152732,B,-106.86515482893478,86.21462212928667,63.017256486562914,-53.01221661455718,B,-113.89133286915643,A,1
Yes,Both,65+,B,65.95746051896612,C,176.92622155154208,152.76734225553176,46.11949803960106,-36.41643771425482,D,-72.26286528617972,D,0
No,No,36-50,E,-33.6051625656325,A,-0.8740708623040442,-7.575256175341664,-6.676624205951192,72.93132062611112,C,27.88727607392521,D,1
Yes,No,26-35,E,-20.981642412780253,A,43.67300719140943,-135.28262027659213,-70.75227822417371,-42.591300766060705,B,-85.11703161787655,A,0
No,None,18-25,C,-125.72018199440109,B,-15.540577939204203,-225.100881644101,-33.33764466221616,96.31418796864774,D,-19.502958688848384,E,0
Yes,Yes,51-65,C,-50.71514206465228,B,129.36497852640204,114.08232904142979,22.208058563259474,-7.850588983916428,E,27.075723417386648,C,1
No,None,65+,C,42.05257632120626,D,-199.4333546143785,122.14099815661872,-83.8727631390811,-127.97603156152333,C,-104.55479214385647,B,1
Non-Veteran,Physical,51-65,B,28.813244289288765,D,-135.9233121627884,23.453186990365037,9.118135220392414,100.12482207010554,A,-68.13887622370034,C,1
Yes,Physical,18-25,E,12.346197078914896,A,3.0951923253749323,-5.5856970708149705,13.834411030407768,97.22042082584304,D,-148.6548079436379,E,1
Yes,No,18-25,C,29.496631687631915,A,109.65967115431947,-17.543919940127523,15.319822924378485,33.254844074228814,C,12.72655321942873,C,0
Non-Veteran,Physical,51-65,D,-15.018894701453428,B,-137.23558447454326,8.950908031599813,162.8443203665563,103.41062042140454,E,100.47997027166092,B,0
No,Mental,26-35,C,-28.984712279162522,E,77.4897157192968,73.02826749143357,15.506410902858441,17.73839099219599,C,-101.30173670967785,E,1
Veteran,Mental,36-50,D,21.828782536313696,C,72.94957938717295,-2.021423121756837,-95.79663304526893,31.241892553939117,D,-91.73325285298904,C,0
No,No,18-25,C,-162.03707743406238,E,60.29533439121614,-10.853584289379798,40.84843084786478,56.57637350737927,A,-138.8926332205485,D,1
Veteran,No,65+,D,227.11326258793383,C,-87.89051443857487,-53.94400759261815,-5.386173560137307,96.28250192417191,B,-5.20124659936325,D,1
No,Both,18-25,D,-80.52329051417505,A,4.984291268974643,89.6190285907317,-119.77344350662105,-49.72655528507126,A,-35.66355410895091,A,0
Yes,Yes,26-35,C,-18.24307672388611,E,26.265904099209404,43.87353982634436,-200.89244305489999,-114.44513841077837,D,94.50564900853857,C,0
Non-Veteran,Physical,18-25,C,42.665479597847934,D,73.02209804241609,-152.59047743693552,49.568317515242114,-138.9220969423586,D,-81.85111150979249,B,0
Veteran,Yes,65+,A,-28.774996931831087,A,39.97134763580813,-52.9599022877013,46.08287545796273,9.62372282374627,D,9.776555529534734,A,1
Non-Veteran,Both,36-50,E,93.89422996008634,D,28.900457890472293,-84.57798917705874,10.14327609934422,7.110252848277657,C,-46.16559412987483,B,1
No,Physical,65+,A,-34.496053450487565,D,48.79565843502734,-21.21293805395812,28.313630173577693,42.94031589764299,B,-35.54591337630866,E,1
Veteran,Physical,36-50,E,74.8853234894228,A,68.74473521818788,121.26933901837913,67.01899867212585,-111.11052347117463,A,-74.24142833079249,D,0
Yes,Mental,36-50,B,-41.218887413887266,B,20.48279235657966,95.45393326622876,-57.9937553694806,69.1359965508798,C,41.62917090972102,D,1
No,None,18-25,A,-63.004768595697634,B,-64.36593985284708,-42.54300121357182,77.92616710553152,57.70777330573383,E,80.77065951240753,A,0
Yes,No,65+,B,-194.8371366761546,B,-8.233470151650124,-193.0124908010113,51.52891071738733,-129.1297571190352,A,202.63772342457167,C,0
Non-Veteran,Both,18-25,A,-44.23372415984947,E,12.944381007486763,-7.677116292611913,85.62158699907697,-2.9033737195852045,D,26.192344726505773,D,1
Non-Veteran,Physical,18-25,D,47.70078279266473,D,-34.94131826611638,26.809449754383312,-99.63217744676521,-5.697766893237153,C,74.62284094560815,A,1
Non-Veteran,Both,26-35,B,130.47509878631612,D,-135.97572563454924,-33.712709093570396,0.5361058529722535,-43.14800473919517,E,142.06121455257312,A,1
Veteran,No,65+,C,-3.706048636920157,B,-82.33600032161101,-78.22251691786926,88.80429837717806,23.61582542383877,D,-122.46369037743365,B,0
Yes,None,65+,B,12.108948343340893,B,60.32232176352315,-18.100309894012074,45.746633355587,3.6984225069016787,E,-130.94410629469323,E,1
Yes,No,18-25,E,38.82403144123528,D,-28.26917295960451,5.721928836671588,-44.46769406052399,10.21892516203278,C,-69.76949394777729,D,0
Veteran,Physical,51-65,C,-80.94367218455827,A,-9.04157601023108,178.72679900871117,290.2714711296617,-45.211414311146356,B,-112.62136006044123,B,1
Non-Veteran,None,26-35,B,-15.17890547021315,D,-40.016779441629815,-109.67803016337716,42.138037768453614,27.297193220695622,C,98.45925678277972,D,0
Yes,None,65+,C,-22.279610802042868,B,60.58733402361428,-60.00255366549773,39.93564298204797,83.59233768743906,D,153.40618175497997,C,0
Veteran,Mental,51-65,C,42.24016866373237,B,0.3455565012490662,90.44458154285374,52.39714284008199,161.37416847569494,D,218.5081633323668,D,0
Non-Veteran,None,26-35,B,-59.65448507452975,A,99.3705482225505,-22.160273672391178,74.47658676555797,96.74330596888385,D,23.429247653077933,B,0
No,Yes,65+,B,-4.033928228532156,A,28.545136315944724,138.3281918043934,88.68050123445379,-31.984546608626207,C,-34.852415551118234,B,1
Non-Veteran,No,18-25,A,175.29585735784653,B,100.11710225298577,34.45117448209351,-151.7366560352524,146.98852967089434,E,-103.92757597732303,E,1
No,Physical,36-50,D,-9.42886416075992,B,-7.423811853538906,-111.2231802531063,-117.56597689788546,-160.47393403159302,E,66.66956653545569,B,1
Yes,Physical,26-35,E,-144.50562733154732,D,-57.75956304585019,-82.80457206208864,26.607500991748,-79.00440143939647,E,217.99588615929744,C,1
Non-Veteran,Yes,26-35,B,-58.4251040371049,C,70.41517573664987,74.67585480340962,-228.3751954795908,89.35229885605108,C,-18.748661849290784,E,0
Non-Veteran,None,36-50,B,-96.09141353643459,D,-14.759186614828401,-65.13367288491978,-52.23704760345957,-104.09746698842741,E,106.98131284631536,A,1
No,Yes,51-65,B,-179.06169228370726,A,-77.56745075404294,145.0452402832773,152.04715266303236,55.24278461260847,B,102.14711073405549,B,1
No,Mental,65+,A,-76.40895670464405,D,104.44154210382099,59.30125937608564,-85.06084097590333,39.32138182492856,E,-19.176284659545328,D,1
Yes,Yes,18-25,B,-171.3753423613113,E,82.95585757621507,104.5963568379426,-58.2527111445635,-173.48727467779491,C,83.15192145848602,B,1
Non-Veteran,Both,51-65,A,-40.088920312731204,D,-216.6378482974539,24.314845253371704,35.41256797982205,77.67557922561927,E,164.62845982925717,A,1
Non-Veteran,Physical,51-65,A,81.12493762945867,A,-132.9061230967123,19.405806099960017,116.95922243334256,-175.43958224536246,B,104.10745736087223,D,1
No,Both,65+,A,-88.3885962950497,B,31.097859350594874,287.7757105233081,-30.418053004505996,-164.3839797831412,D,-162.34478015245998,E,1
No,Both,18-25,C,13.100925091225408,C,198.0982418303732,-71.44201008199103,83.26726420177279,-112.74179154723767,D,23.637666266936687,B,0
Non-Veteran,Yes,65+,E,-140.13914464923153,B,30.487716091197196,-134.3040856056106,44.2889817287204,-42.23484718727453,A,169.17548237505034,C,1
Non-Veteran,No,36-50,A,20.029444027894098,A,212.55835850204824,2.7791749771911003,-26.6261534941296,-147.89295873750785,D,-70.10096370928649,B,0
Veteran,Both,65+,E,-34.679446685154396,C,-35.4302972228159,-66.30520856247392,-223.52309641908198,122.00471021012069,B,24.290674431267494,B,1
No,Mental,36-50,C,74.25701459756716,E,-157.4847611666574,-14.389971799908077,83.2262594610154,33.476234927250644,B,12.945000136458319,E,0
No,No,26-35,C,-46.24661129382899,B,-131.36344890176957,-164.16541706208517,-20.214647154890738,-35.163885627109714,A,-34.37455883266819,E,1
Yes,None,51-65,D,189.97220193300888,E,-124.61042932900969,55.167109026062455,20.154070392759344,-127.47091926581055,A,16.12807151138363,A,1
Veteran,Both,18-25,B,103.62962169806451,B,152.7726565535055,-151.50976429951663,-26.7169140528923,142.68580024350942,D,-101.14111375018679,A,1
Non-Veteran,No,26-35,D,-130.42449195452244,A,-225.2523916446931,137.33102959735584,101.97238088821588,165.20897471528463,B,146.35361894757588,B,1
No,No,26-35,B,84.72182435284539,C,-171.27888734211572,-56.521189502113465,-93.8835573563505,-84.57006405584556,C,104.67853351694534,C,1
Non-Veteran,Physical,36-50,C,-78.60928297227632,C,29.371509948558572,-187.57879222552688,67.12274077991161,-19.21786502657755,A,-152.75374451287124,B,1
No,None,36-50,B,42.56304614491395,A,7.177409961218631,190.03544254684488,85.64251211505595,206.1024030103377,C,122.7716877091471,A,1
Non-Veteran,Both,65+,B,-15.541911318693707,C,0.5663129544510286,14.978474344819807,-49.49109789467104,-26.936445021513556,D,-151.97135343335634,C,1
Non-Veteran,Physical,65+,E,58.017453850861614,E,-53.25553430492208,-8.650797867801456,-37.74194395531214,-50.71184936359335,D,141.0478401514071,A,0
Yes,None,65+,C,164.14273532415265,B,28.043095058973343,148.63969484426272,93.32945393832894,113.40571392758136,E,-69.55543186074075,B,1
Veteran,Physical,51-65,E,144.5524537002038,A,-36.5904924182639,62.387148907950284,-18.939625302879715,-21.82479000856584,D,1.9139715189774635,B,1
Veteran,Physical,18-25,D,70.65075628966464,B,-144.63465822338705,94.49042399005991,-163.85723672530546,-133.07562182914702,C,-28.5674731197597,C,0
Non-Veteran,Mental,65+,D,-205.05114072590877,A,48.30894421548059,17.100109504806433,-41.32554257863201,-1.3587731390276525,C,17.194107488942105,B,0
Yes,Yes,18-25,E,-161.53367151625392,D,-34.507116277052,16.098326567761063,116.07845357423044,196.593246169574,E,189.9155064161286,B,1
No,None,18-25,E,113.61969894426682,B,143.6815072248239,10.950620398849207,46.05519491449414,-58.608968125285465,D,-111.84223492971029,B,0
Yes,Mental,26-35,B,-108.584516929623,B,232.95600919938164,-85.92899868087235,120.9692028391181,-170.4513055143672,A,-158.4883712377867,C,0
No,Physical,36-50,B,50.49001334538945,B,-218.9568688860763,-10.050049341034683,-5.481463815574047,-147.93999097331894,A,-2.2667040687212756,C,0
Yes,Both,65+,A,159.89949482583557,D,49.24153211359021,21.473782309700272,214.87090291270349,-1.043133026607658,B,-49.50689073817408,A,1
Non-Veteran,Yes,18-25,E,3.4419159506895327,D,6.058994516739424,29.998556220688176,-26.198436276686195,-132.2156137771234,B,94.67771694360853,C,0
No,Yes,51-65,A,-14.080836134016355,B,-22.824071351508795,32.760768712592814,-68.19892149546043,69.08680711360714,E,-67.91225848405303,A,1
No,Yes,18-25,B,-14.458430911769355,D,-21.54737028067094,43.86286939207268,35.972693490748824,-165.65214119894907,D,174.1345854917411,D,0
Non-Veteran,Physical,36-50,E,-16.391577101533024,A,153.61685013928198,252.6914830902474,-23.243433190976212,25.810318130552822,E,160.3331726748399,B,1
Yes,No,65+,B,28.614636705628023,A,-54.62574287456214,0.04157639564400824,54.066712345725,-42.14897362651912,B,-53.03021983175604,D,0
Yes,Physical,36-50,E,84.42500835165087,D,7.453779831305678,27.699496290953395,-5.375628900692143,-18.90543953634645,D,213.71911063004362,B,0
Non-Veteran,Mental,18-25,B,68.89176190571769,B,-115.66196047948793,-52.877680685251846,-26.805043947108594,-81.9016181360619,D,-138.06029315594094,C,0
Non-Veteran,Physical,18-25,B,-2.9791178788828376,E,-220.0661737645503,11.917148054385786,-31.60136971621955,197.65869403904418,B,67.00610643473696,C,1
Veteran,None,18-25,C,-21.9314405466458,E,5.0901835099368,-107.7842898294759,-34.34870144975966,9.125797391786051,E,47.070528404465655,E,1
Non-Veteran,Both,65+,C,186.26055784084033,A,38.46843873654694,-163.97041761537864,23.29163615454529,146.9971253483516,C,-105.73343197783427,C,1
Veteran,No,65+,E,80.69724603413651,C,87.3280513726556,-191.99307587437943,31.983925562492377,-139.9395907710188,A,132.92208324553116,B,1
No,Physical,65+,A,64.59576038669248,E,-8.795093067397124,-69.39262449567642,-188.60556746238402,226.88077825534128,C,45.871978076614454,D,0
Non-Veteran,Yes,18-25,B,278.4043852120356,D,37.58126083312331,26.996681102458474,209.50553246555324,-68.40474062497046,B,108.1096612769275,D,1
Non-Veteran,Yes,26-35,B,-111.5337675596239,B,61.51314089241746,-40.62192194895402,-221.02451949745384,-88.42206486479478,A,-58.96096306438688,A,0
Yes,Both,18-25,A,102.74391601364515,D,8.505173162860382,41.151510788614374,-11.329082649119238,7.554064294808713,E,-58.13470122684752,B,0
Veteran,Both,18-25,D,-128.0667436754015,D,103.52035954027521,81.89069487457549,58.42884793621433,109.25024876279909,D,-167.0202468951427,E,1
No,Both,65+,A,181.8451797001845,D,-38.38134912641415,16.003360367251464,23.006848886724708,-121.99344661667627,E,-48.01754776341828,E,0
Non-Veteran,None,65+,C,29.630410560421506,B,-122.47743675491168,72.79848290590284,-100.2147943416687,-29.923381599240102,D,-10.79311256520461,C,1
Yes,Both,36-50,E,-130.29482738773797,E,-13.017550846855471,65.06729073647945,-7.178066860238452,87.618370145324,E,190.28158564739678,D,0
Yes,No,26-35,E,50.54415722595926,D,268.81316215901046,-64.19676803180549,-78.81057009925557,130.52496029096957,D,80.85620632788978,D,0
Veteran,Physical,51-65,C,-52.7008121660269,B,47.25521276703801,-228.46589293763145,48.14853941583272,116.12671287920797,A,171.37565287981346,B,1
Yes,Yes,65+,B,-47.49444212427545,D,139.30858003014632,125.82237585529809,-57.353807197626836,-46.58102552353432,E,8.103020345608678,D,0
Non-Veteran,Yes,18-25,D,-59.779435187239606,B,163.64048802853387,196.02901733512547,59.055838945895225,-119.28962274154833,C,-77.69324774085995,B,1
Veteran,Yes,26-35,D,170.28397481696064,D,255.17893119781178,18.700058936383332,-74.60789115322142,3.285440450890873,A,51.025743499066344,C,1
No,No,36-50,C,-23.93124016890994,A,-58.996371044174175,95.0478701591202,99.63836906201169,-39.583434305015835,C,-76.65793418133109,E,1
No,Yes,65+,C,-103.83908058897006,B,-192.6972363784099,-92.52878718571537,41.75832093051382,55.245669485803596,B,91.58425019950602,A,0
No,None,51-65,B,-10.07001929227583,D,99.79755917932701,103.84451038172588,32.48548096573426,-182.89274026398425,E,-20.528556875266776,B,1
Non-Veteran,None,18-25,D,71.6384331134585,C,75.52610973696784,-83.5932023082358,-87.48447117888732,99.59900387783192,D,-0.5364379090787501,E,0
Non-Veteran,No,18-25,C,-203.4463646212894,D,55.28493912279803,-160.76339171273844,-33.45365928456119,71.26207577691763,E,38.31274928401913,E,1
No,Mental,18-25,E,88.61954259376115,D,19.206907185973247,-22.802881886880975,36.10786262214621,-29.704592798852218,D,-163.9473616713774,D,0
Non-Veteran,No,26-35,D,-115.98992612402827,A,-12.649679669480815,-100.51140615549087,40.19279136990116,135.0958017133683,D,170.17762202059708,A,0
No,Yes,18-25,A,-121.29824255334822,E,-25.34252218047934,-93.26317797972513,-96.94070045382426,-28.306537965878835,D,-13.580919650546242,E,0
Veteran,No,51-65,E,191.841631146727,E,-133.83999809758814,17.08272755356863,-15.137819396835264,-116.92038838498722,C,-67.90107959677007,B,0
Yes,Both,26-35,C,-30.52090133891432,B,-15.51662352908254,148.78863415546468,43.760699160760126,172.42483086090638,C,-74.280730625021,E,0
No,Physical,65+,A,52.20417832252966,D,-120.99990070757273,-90.90263262910015,-117.9038557498669,22.53540394519601,E,-131.82691214706824,D,1
No,No,51-65,B,135.66089452056613,A,15.972161251984712,102.72965031086913,43.8162950861246,179.19533984649587,E,-114.33376693261057,D,0
No,Both,26-35,B,85.12108233040648,E,-5.1275519002091166,-75.56982152633319,-153.54190603809232,-58.83901969080657,D,62.364239917310925,E,0
Yes,No,65+,D,66.24653399383396,B,-139.51231892969284,-84.3733668180024,-221.32797989484007,-137.50649131202553,C,39.97381311321293,E,0
Non-Veteran,None,51-65,B,8.83162960422114,D,-141.9429133706217,15.303028165765188,-9.105595065003557,128.40574240618574,C,53.42198871921653,C,1
Non-Veteran,Yes,18-25,D,143.79868655811333,E,214.38906091191902,-87.57491151514634,58.40696369440771,134.53307872018803,E,160.9709687205223,E,0
Yes,Yes,65+,B,46.66818913655108,C,47.58310678662948,-156.19406806982667,-78.811630568248,0.8532865777538106,B,8.045804180032286,E,0
Non-Veteran,Mental,26-35,B,-11.071080689640926,C,71.49719280922399,33.1553975002144,-9.679655687210952,77.43312678752586,D,26.18300484628564,B,1
Non-Veteran,Mental,26-35,C,83.79193693722057,A,115.14599515158127,-61.2703755749944,64.16357742961914,148.42360169987725,A,36.75803420614467,B,0
Non-Veteran,Mental,65+,B,26.344634374165064,B,-37.047972629980606,-91.18958955004159,-106.39598991172832,48.52562438990871,D,-111.59143977671108,E,1
Non-Veteran,No,65+,B,153.1985534837919,E,144.51642006805062,41.422770752448805,-126.37268588354836,-83.84090364849938,A,-143.85550815674907,D,0
No,Mental,36-50,E,20.308997994451317,D,23.997169444175036,-58.27242076414232,-60.937546495802465,13.275485991334108,A,71.74653997585332,B,0
Non-Veteran,Mental,36-50,C,-235.51383048397864,D,3.9013012038488517,10.896166783924347,28.99854832388517,78.95866345185469,D,-12.361491570195126,B,0
No,None,65+,E,-40.65093520254475,D,109.61301856636727,-70.60521535601558,-4.157749145198599,-66.18308103262399,C,-13.712706672088586,D,0
Non-Veteran,Physical,65+,D,-3.6459116089818493,E,41.920070096343004,42.01885436760519,22.053817867613887,64.60835067571186,B,44.466022519867934,A,1
Yes,Both,36-50,A,78.5019503477092,C,31.390748083172305,-25.594143877819725,62.97652079677256,6.088680532515695,E,12.501342311372271,C,0
No,None,26-35,D,71.6353853720852,E,-124.29634821361952,83.44161157352698,-60.18849683476785,-74.55772301107056,C,-203.15359911387088,D,1
No,Physical,65+,B,-113.7572632172898,B,110.03330217929434,92.76608711689464,-204.60857388362413,-81.1304451920771,E,85.12136643926434,C,0
Veteran,None,65+,E,-48.7325287080336,D,-7.146715860500253,59.004181503013776,-124.18061305184321,0.037475335350022225,C,-26.983794379606906,E,0
Yes,No,36-50,D,-54.911054558914344,A,84.41759765749963,-82.82520274897789,154.45357773992788,-4.872865538068217,B,103.13644167124711,B,1
Non-Veteran,Yes,26-35,D,145.86882384596916,E,-119.42612588487052,69.94272535051226,16.999518884902475,20.621719078040883,E,-43.97316518511306,D,1
Veteran,Both,36-50,C,65.08731694948088,B,168.9477776949452,-57.01588811010091,222.88298107152195,-41.74611507577158,C,112.00410286466278,C,1
No,Yes,36-50,A,175.9722958568437,A,-24.104745293833563,-33.90994477807136,117.03831827064323,-117.07580336988212,D,31.597270593662262,C,0
Yes,No,26-35,B,-198.83838741349004,B,-79.14677816439905,0.6089687956090316,-167.99436231734293,-57.30720175889299,B,59.32700210931983,E,0
Non-Veteran,Both,51-65,E,-93.56322153364454,E,-112.59670980522891,4.927668571885817,-83.55246784633715,-215.03771929893847,C,-91.37501137378037,E,0
Yes,Both,65+,C,-150.67695178694382,A,61.35788417516106,11.92461013411192,36.06030192882279,-40.332631473341976,D,-58.62186852356071,D,0
Non-Veteran,Both,65+,E,-210.24018206061373,E,3.3379689557038654,36.379768780000475,98.01126587961467,-176.41949634804485,E,-118.5586840366756,A,1
Yes,None,36-50,D,142.63932830367241,B,30.324282854594315,88.50596924545643,-152.51499801844935,-23.207925932252653,C,-53.76761977251635,D,1
Yes,Yes,18-25,B,23.27327547532698,D,83.62115331852735,-54.36958567919934,-18.28072280111322,-80.70592286181108,C,94.04273156942253,C,0
Yes,Both,51-65,B,15.908997044576207,E,-119.29544735223816,0.5062357614147398,82.65536069344452,11.045793406592685,A,150.94563118733043,B,1
Non-Veteran,Physical,65+,C,62.29289858477127,C,51.54820982813093,-121.10714702823874,35.71265853537166,99.5161263885433,E,126.72640713800428,D,0
No,No,18-25,A,185.7393002729179,A,14.61732015714921,194.25085428487245,62.52181286149544,-74.13381055664608,D,-51.773217603431945,E,1
Non-Veteran,Mental,26-35,C,35.71340365002444,C,105.8131746991748,101.06427446082908,21.107879881478823,235.6647306494732,B,50.05204776277503,E,1
Yes,None,51-65,B,311.5107730926324,D,-142.00361013348854,-104.96776868541578,-32.1567005360353,62.44663466907969,D,-32.89470588122448,A,0
Yes,Both,36-50,B,-127.2674553693459,E,43.45220249428758,-36.73563058832616,-19.59934392239349,-51.05830770752596,C,-121.9572560621877,C,0
No,No,51-65,E,-259.86615916672014,E,68.33995388603343,46.675840282020594,-92.1088638059565,33.64807662798844,B,-110.44455060854956,A,1
Non-Veteran,Physical,36-50,B,-51.30064215697029,C,169.45245181322133,-54.12992829181239,91.99271521058533,-184.8940757288454,B,-145.39985066707754,E,0
Non-Veteran,Mental,26-35,B,-18.52059352065091,C,-88.93297976838994,21.00399231944128,72.5351905889683,-23.517886214631844,D,-74.8163488191713,E,1
Yes,Mental,51-65,B,11.738775600207054,B,-114.0753776740519,173.8631521250602,-59.379004441302854,-30.83916098397564,B,-200.3346737866301,C,0
No,Both,65+,A,-18.248760612475124,A,154.7477106089061,155.40576915034214,-22.672631287134195,-59.73088732982043,A,153.58243593356,B,0
No,Physical,18-25,A,-83.64581616426169,C,87.76497363735236,-162.54450014307,50.342572107234304,41.067508844032126,D,247.3032882335455,D,0
Veteran,Yes,51-65,B,21.48977117524133,E,-100.50879779957513,-70.73137003784308,95.0251662244355,110.60179193786766,D,-10.01484746767637,C,0
Veteran,None,36-50,A,65.78989215037771,D,-29.681970635522468,166.7208509575225,29.328884017130523,13.481436611371493,A,345.421712868826,B,1
Yes,No,36-50,A,-88.48111513549574,E,74.9918526513915,-87.56028384232465,-43.916559331372916,-97.37745691050911,B,76.98520656335594,A,0
No,No,18-25,A,-171.84691293380197,B,-161.12651566351525,-77.89587611434912,-151.84293636768288,-133.4182589306421,A,-63.93222961296049,A,0
Yes,Both,36-50,B,-162.27031346236788,B,102.06908937654661,-122.47814053882844,239.72641634366698,-83.16931985154886,B,64.47077275371946,C,1
No,No,26-35,A,11.671236222521362,A,17.065671738569446,0.46435913618631686,57.443890064651825,-159.70441198494092,E,15.315693797018822,C,1
Non-Veteran,None,18-25,B,225.1787928554962,A,33.78775105167398,-25.02648473806221,-42.00080330965916,-184.55114197439664,C,226.63689038946075,A,1
Veteran,Yes,26-35,D,56.755458033903025,D,47.32194030465698,-86.15322916997211,71.24666462893012,51.63955010196671,C,-5.154422433438753,D,1
Veteran,No,65+,A,-66.58922866512262,D,173.4548205880591,-132.20331319571866,-184.5227292193598,-130.8915047482226,B,-131.73521500856177,A,1
Non-Veteran,No,26-35,D,18.469022301325257,E,10.149376265527971,-15.371390479351597,-81.50648885357383,200.34549599903912,A,-23.68546813738546,D,0
No,No,65+,C,-107.68916461115184,D,-15.345859216573457,-34.79340038519342,111.89372538568438,75.39953091401226,D,59.02998886874206,D,1
Veteran,Mental,51-65,B,101.5773502200162,D,107.73657827710892,-59.74132974485145,-80.80510818560083,83.94034161872189,B,-51.83147875968369,A,0
Yes,None,26-35,D,80.99071729457496,E,-13.740763488708632,108.83462472547055,-71.95798302525169,53.436456276994505,B,-52.61901565070152,C,0
Non-Veteran,Both,18-25,E,170.79298291810954,C,75.19789428690575,66.98099461884686,191.9273535526274,68.14686878935966,E,81.88559242478914,E,0
Veteran,None,51-65,D,-9.664975701363055,E,-17.59043217088692,36.816768858347636,81.65412242288511,-87.81221737784982,B,6.944970339376701,E,1
Yes,Physical,36-50,A,-59.42817120782984,E,-28.317830889999474,200.65347059839294,2.8728831639669203,96.90878513527782,A,54.31191671254307,B,1
Non-Veteran,Physical,26-35,E,14.720372190531233,A,-22.292829701221475,-72.44910042635277,-1.5708677241802245,-99.2017672489131,A,-111.64813459785583,B,0
Non-Veteran,Yes,36-50,E,-51.54470881343979,B,-28.40180075422663,-155.61901791139175,-119.67699815383541,-212.23395743589046,E,24.425168294981432,E,0
Veteran,No,18-25,C,-187.9730284278159,B,86.16492370046556,-334.78285772622667,-99.79652251798038,79.6896245691147,C,-156.2769505121111,A,1
Veteran,Mental,65+,C,-27.875323310429057,E,-208.74817844337343,82.43932077063896,44.162338430000226,21.314124839157007,C,195.721732481462,D,1
No,No,65+,E,-3.60053001427548,E,8.542749667300736,12.828720979314632,136.99336027822002,64.37879808371738,B,-9.840616591167391,B,0
Non-Veteran,Both,26-35,E,31.992856362739243,D,-86.70295716625893,1.289498767925992,22.346518653121635,-15.465413865319533,D,-148.37210756619086,A,1
Non-Veteran,Mental,26-35,A,71.12336006517303,B,-37.937413959033584,59.00973607539108,17.90321949085297,7.693824650460108,D,153.09087075669453,C,0
Non-Veteran,Yes,51-65,B,-16.665299337475325,C,216.18937488409568,84.55969184967697,-23.099459322448666,135.8744867175324,B,-1.8299864533915193,B,0
Veteran,Physical,26-35,B,-54.91968011267957,D,7.199802908595188,19.626189156679388,102.55415426360352,5.851101918398677,B,-70.74927523457895,E,0
Yes,Mental,65+,B,-62.08432451531634,A,288.2790540330345,-140.0952956179291,1.5996580015850252,-10.870887113950447,E,-102.03540819603649,C,0
Yes,Physical,18-25,A,54.36108260242604,A,126.94954038908726,49.76740252205334,-127.95041120804702,64.48416793550109,A,202.57688238321592,B,1
Non-Veteran,Both,18-25,E,77.93644486137903,B,5.703881142030814,88.84102280984759,-47.02721916119918,-78.54997202661002,B,25.990391675324226,A,1
Non-Veteran,Physical,65+,D,49.211460429946065,D,-30.172038385215732,11.056293781277109,-18.004898628898715,17.505538433390235,A,103.09210373863877,B,1
