SEX,military,Nationality,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,target
Male,Non-Veteran,Brazil,B,C,-40.388526793563074,-111.54518030401603,-87.2398761067927,E,C,88.325333026512,199.2854338169692,C,-105.19215438200024,B,-52.38611047153429,B,-0.7510682243683356,-170.55763278902265,49.785892642598405,-58.28840608928461,1
Non-binary,Yes,Germany,B,C,14.204757102265475,38.23831797728289,37.86773722057539,B,D,14.885418530046113,-111.63466436131407,D,-192.4177601821679,A,-74.32454748832411,A,28.1757258462144,116.40774048209961,26.588336316772093,-66.03483770753222,0
Other,No,Brazil,E,D,-1.7446755722130434,-7.629624819727623,60.50665147293487,B,A,261.7565322312143,121.18816720474574,E,3.868756778598432,C,44.77513525936749,D,54.30360791426418,33.48432134666221,-189.72629120912006,-5.4767285576109295,1
F,No,UK,C,C,8.231003039584737,-37.16689270766295,5.105985723263589,E,D,-142.02201471404717,120.3200469539619,E,88.53875254352681,A,63.341046376214926,B,-52.97764424945727,-43.50677735126344,-47.84003697857566,-64.6043323673651,0
Male,Veteran,Mexico,A,A,-49.90255788176868,179.0844034655848,118.6753505444599,A,A,-4.822592075288873,114.90567861811137,D,-31.238703810631698,E,-43.26740033289817,E,136.06487993964643,48.998288637066,-23.025097779274464,196.04364331999597,1
Female,Yes,Mexico,E,D,81.42251322166253,128.12079305483124,17.753821555680034,D,C,-143.96280926981336,-24.969400650932535,D,9.342428646953177,B,127.12847868807451,E,-210.51270728080337,4.92251059698323,46.10767983042061,-132.42278847810823,0
F,Veteran,UK,B,B,-68.67360180656497,151.7529107153194,-126.30390546628124,D,A,173.97328637771113,-3.7880552306397433,D,182.9251452894516,E,22.569761608547303,A,113.44295254242118,74.51503364527437,21.30725887700102,186.24715147423217,0
Female,Yes,Other,A,A,-1.0425890689151884,47.38909168748584,46.877645199477854,E,E,-27.028338602739556,300.8808255724137,B,-40.45233928313357,B,-24.829996447694445,A,-182.4538025007677,70.41749020838434,54.3807704429989,-37.66324654409725,0
F,Non-Veteran,Brazil,E,A,42.647760592571906,-126.72721089878225,127.40408206975718,C,E,-94.70217676135843,56.68241794964274,E,-163.93916216375507,A,193.80203727214274,D,7.33770928252412,63.13719865756393,-112.42639120724805,-16.768052474567902,0
Non-binary,Non-Veteran,China,B,C,-36.766735009677376,-27.55404487012982,99.79626716206688,B,D,-55.05379995480225,-42.126811514438955,C,52.018327266675534,A,-159.00269479880092,C,-29.539134047250045,76.73411632938343,35.57106017074336,77.33522089188693,1
Other,Non-Veteran,US,D,C,-98.85340194155481,-40.83141448268561,-66.1587539640945,A,B,25.030950718078316,22.106753078669147,C,-3.216038866575384,B,31.091106442856862,E,-62.77294565198772,44.64794402801637,-7.1869084681688555,65.8096424479186,1
Female,No,Germany,A,C,-78.53003505119732,202.5508543672026,-205.0395556866892,C,C,-99.55864757649769,98.47044980328627,B,-182.65655982450167,A,-155.70089576732997,E,-5.7761502670453515,-180.78044570839663,-240.52233774637256,142.38779232453118,1
Non-binary,Yes,India,D,A,-114.00963939258781,-55.03056424480184,-78.55404814530905,E,B,24.021887575874565,46.30211585278708,B,119.56105028156693,C,63.922863536827776,A,41.22113104054626,-159.42577188902322,-221.48702845765337,56.38397598359077,0
Other,Veteran,UK,C,A,154.0112127081328,10.686276483275105,13.3389579349469,D,B,-84.83728064210567,-57.41201686564792,B,0.6935090755314872,D,116.96185181901939,C,304.5801808965345,119.02679926648602,36.224415815268515,195.94113752197828,1
Female,Non-Veteran,UK,D,C,-128.94986335619072,263.52083669553076,57.31000721018478,D,C,-31.609885990397636,32.22172559920373,C,-83.92815853129451,C,11.738970308276041,E,26.471962192229675,-123.05798086865609,3.4240512920657733,-94.94492286455751,1
Male,No,China,B,D,-28.74526902430877,6.370712560812468,120.80687979605207,B,B,-39.42348500757442,-135.57141854722354,B,35.02565392734775,B,60.03170018832451,E,13.022492865862793,74.64660745522677,23.768087944199458,146.074358551785,0
M,Non-Veteran,US,B,A,142.00039682871503,71.58752653920718,74.27741244536806,B,B,55.046263413380956,-43.1711028311178,D,-69.3376623141401,B,-68.7868333514208,E,-68.27539489051323,87.89693024154305,59.19051119319676,18.24039655263998,1
Female,Non-Veteran,UK,C,E,-43.50207063619095,50.027186904868834,109.22274006535457,B,C,146.16692289623145,-151.61169110122364,D,-45.54789262319945,B,12.524279460104445,A,8.999307662708425,-23.26130600340602,169.48586023551724,-79.91463074793712,1
F,No,Brazil,A,A,11.908714704098811,-120.65542044221678,-51.56077409299409,D,D,-77.75030871747545,-33.77091792201278,D,128.61214747214865,B,62.418356140342546,A,5.63505535786968,123.30381774328652,13.836663323070974,-103.18955958817236,1
Other,Non-Veteran,Mexico,A,D,109.07889008031381,67.53285591907662,-142.90693882314403,C,D,16.008738389892457,168.76801128215698,B,114.02968699381847,D,-59.63895777047987,C,44.84731316154737,-157.40847954404353,121.60767514529762,-90.94071699247719,1
F,Yes,China,B,B,-106.31428027187641,199.40111978660485,-64.23728672682078,C,B,-174.48005848064298,-114.15898882942686,A,141.24581927504417,B,-14.239115027813472,C,6.312027480456098,-50.56676437758605,21.42822171959704,50.69425147877866,0
Female,Veteran,China,A,B,-51.39730510005746,178.6204963039307,13.948132705094737,D,A,111.66554516038222,-63.0325746525217,D,-93.34606209764496,D,22.182218173277867,E,127.03348161824199,-21.518439458382407,-36.02031310425081,76.37462362094159,0
Other,Non-Veteran,Other,A,C,-184.86937884795773,128.83586471732298,-0.6816927981135282,D,D,76.75547012593572,62.285851748452515,E,201.5452388061829,A,-9.342010135608541,A,51.41811063045104,82.33129603898215,73.81881494401502,-73.53385314867236,0
Female,No,UK,B,D,-99.5567288508585,32.13672958940542,155.30903021755424,E,B,123.47632865445006,103.92286889459625,B,-23.928608044715784,A,-186.4244694170482,D,178.93110483646524,-56.543851484616646,145.1834309552362,67.60957863612357,0
Other,Yes,US,B,A,-80.86195990152306,36.117859125061734,-9.555813191892765,B,D,-108.9954830970859,-157.4469321956372,A,-74.68550401000181,B,-84.39514168998352,E,72.02664996505422,9.600889903034302,104.74107609600907,38.71050320626082,0
Male,Yes,Germany,E,D,-3.5270460806163038,56.12756162265568,184.5045247230021,E,B,-13.0886441500406,-118.64531909741251,D,33.37795785550512,E,85.06951446044062,B,-83.66795502610951,-27.322749345103357,-17.469365908209316,34.48778251630011,1
Other,Non-Veteran,Mexico,A,B,-33.155347627959806,62.80516005961737,41.93744477229437,A,D,27.35918922034552,50.333783107010376,D,-101.84455201946471,E,-139.45087169775044,B,-26.20935222085361,151.50109337265073,-105.5103502589459,5.023029304991428,1
F,Non-Veteran,US,B,E,137.47708232258324,112.87155375256425,77.89855247082131,E,C,148.91097564770433,-49.64864848597582,E,-142.1783395837927,A,145.00362162512536,D,121.12240923539075,-46.45426068882948,74.30750149395956,18.880981623560196,1
Non-binary,Veteran,India,B,A,71.58602107373699,62.05343158042903,56.125952136138594,D,B,101.16016584010816,46.00701534277689,E,-35.87171349642645,D,78.08337358207909,B,158.12559085532203,50.73310696558563,-8.537907265237525,-195.31376641199842,1
Female,Non-Veteran,UK,D,A,-143.99478070697432,107.91443209907099,-20.276257871759974,D,B,-62.237400532820466,66.67814634414725,C,6.400660173181103,D,-209.92871475377254,C,-109.46587493277617,88.35008426752653,99.3403575929259,102.08205791348739,1
M,Yes,Brazil,C,D,-59.25572505171971,15.087600053611224,-132.50928810041137,D,C,111.61015436522057,87.25060935745425,B,105.55279059382094,C,-115.6140520650885,A,172.7398725145513,43.42027473655495,-148.31253718080848,1.4983690043541786,0
M,Yes,UK,E,E,-132.93635311561448,-34.13014478349415,77.94381963610094,B,D,5.220374784266395,90.843120679975,B,-142.83092784747734,C,89.61970468782066,E,-102.20314586684438,-142.05915195831867,-9.786510601647718,-181.8278550661106,0
Female,Yes,UK,C,A,-156.69604180342404,149.2283424955132,-73.23802099329428,B,E,-167.56155753517922,-112.50010251825715,E,40.06530586917454,D,-12.828616285299493,B,-58.05435276541873,30.94851998416725,3.722875715893645,-115.0172360915438,1
F,Non-Veteran,Mexico,E,A,22.000909105934713,-66.31894614030803,-37.72015860549233,B,B,11.398412522577186,186.39241583165597,D,-6.963484459800437,E,-24.905348316722492,E,-32.21852905849942,54.1178860898223,-124.373046828818,-17.7582488319107,0
M,Veteran,China,C,E,-29.471566429118585,102.73170479349525,11.43644547941953,E,C,37.5174212546441,49.437535415457404,E,-11.836525088270049,B,-157.80031641194498,C,73.16854974548895,65.24159150711381,-12.155425256284357,-223.47912706963848,1
Male,Veteran,Germany,B,D,-98.68526212491301,-97.3377056147693,82.03242127935026,B,A,107.72583826121446,81.93707089320587,C,92.88491195060816,C,197.79493402416202,E,4.297186677088039,77.15787089549016,379.3412165917842,-60.0213254476562,0
F,Yes,US,A,C,-40.04073406571578,-158.0856035956778,44.17619201214003,C,A,-46.55308142387419,-39.05815123806139,A,-93.85883425155602,B,-136.81351874163644,A,-113.86162113286484,-7.893034462261943,120.64970839616676,-177.31476290375602,1
Male,No,US,E,D,-272.1607901601079,-109.15735566487233,-144.8063082037241,C,E,50.45429367647528,-79.65563398109558,D,5.666111756453325,A,-18.260734165172003,A,-98.63184319565853,36.5013822968053,-15.862778198553663,-23.356448797079405,1
Male,Yes,US,C,D,-121.54648965059735,10.84000973747444,-17.062650359387707,D,D,8.89405213904226,56.94171389776215,C,-71.8596687398125,E,73.21474853336062,A,-4.858404887113653,126.88881670678359,-116.11712086836489,103.59658756007208,0
Female,No,Other,C,C,-101.13609373714671,-29.37185353890307,-41.30474460682579,A,D,97.72127724528104,-91.990510098976,E,0.8114604569072407,E,-55.27486024538194,D,-4.174481643527042,8.3989576086549,-22.14088392108797,22.605224658295445,0
Other,Veteran,Germany,C,A,143.86260503711296,-154.65143057707508,-54.17277632541024,C,A,31.388874403149675,-89.27536148098415,D,-94.39675890413099,A,-55.747022786351906,D,92.74819383116038,31.982404506607782,124.26141377489814,-33.84914489835367,0
F,Non-Veteran,US,B,D,123.41784074248943,-76.72964526283177,-23.00363901633594,E,C,-68.52954993582243,30.89889708950775,A,155.72016651704382,C,35.58259521447597,E,-79.30688523790757,-31.073537999557942,46.147957373403095,89.86406175259624,1
Female,No,Brazil,A,A,-95.8582506327173,146.6188209868269,82.15058378989907,E,C,-1.6317939161200696,-33.55967108499985,C,-60.46415412797687,E,103.99289678928898,B,-8.07846095733839,-147.20727993061834,-200.81506792369112,37.09435535337076,0
Non-binary,Veteran,India,B,C,174.1644430115433,-79.05935807700662,-67.92447534899033,C,E,-23.39374375559707,-258.07718153500315,D,19.217408660510042,D,-17.223159325912384,C,56.266267259864435,-13.173488426572192,100.70163964989804,-115.92243848806736,1
Male,No,US,D,B,-63.835648105233254,-57.708960326467675,-61.863198291763965,C,E,126.36392994667169,113.72715117514673,A,-43.14014565839651,C,24.08234553764329,E,-95.67789519810187,1.0738967142507292,79.32907792765874,-10.626815916813092,0
M,Veteran,US,A,A,-27.99404226956951,-78.52480894560772,-117.81503305903883,D,E,-63.48517771485403,26.615291624878374,E,-116.76645612745402,E,22.378861203613642,E,-65.81972126453147,90.37033463578041,2.529867742419268,34.915634660696796,1
Non-binary,Veteran,Other,B,C,71.19529464795546,-45.683025823894454,60.37900018576858,E,D,59.81951788600108,67.68082236261304,B,24.388539998610494,C,-80.32870048992969,A,78.44683062238865,58.699163308671245,-108.82819965645805,92.66974918495279,0
F,No,US,E,C,-20.316990398520506,-96.89523057437943,99.3856155202061,D,D,26.149799517530315,-143.47085542840304,A,-106.6790960734217,E,132.3524853775809,D,5.88029550489971,78.96034131189434,-35.21410066978951,-140.67568392552795,0
Male,No,Other,B,E,-115.85497574578466,-59.91441714449592,54.23722672675173,E,D,132.85481479128188,-17.776748084934145,D,195.81506649065335,B,3.6217916449453997,C,35.143246607461556,105.2694121601001,76.3149180040813,-43.40180855055341,0
M,Non-Veteran,Germany,E,B,85.62328409119499,-33.257692381812774,-30.885442868990467,C,E,-5.1702265129543585,-242.7555640333594,A,-5.1981551194233075,A,88.738072710529,B,-40.67956182050226,-26.90190965943824,-77.66693336136444,-169.45008339881855,1
Male,No,Germany,D,D,115.3888323967443,-65.7615402312226,-20.55370376776825,A,B,-77.83607663603566,-138.78950172420878,A,-95.51053509126255,C,17.33630627575672,B,-8.757404317599336,-109.54612768492265,89.62331955370861,-29.105133025351588,0
Other,No,China,D,B,-111.23070455221686,-21.231286170221818,-10.244383144471394,E,C,-55.700274256615664,-20.58006919469598,E,-12.625430101342946,B,-68.97947466717702,D,-8.700623675248352,-129.91941951372203,-140.85910965237395,-14.951542995371925,0
M,Veteran,Germany,C,E,52.86818589183542,96.81181313952352,-58.339047809026255,C,C,-24.29434279931722,157.84978963818608,A,-113.544951146763,D,22.925435217713822,A,-49.715677867284654,24.187919825354,77.78789475413423,44.70834908307533,1
Female,No,US,A,D,-201.3800323397914,134.7941247577098,42.340419738078424,A,E,-71.68140461987903,-144.86130505077236,C,-36.78441665403218,B,-75.61778847036304,D,-164.82695395261155,-214.9353242666593,-35.33298967760904,61.251798853223846,0
Non-binary,Veteran,UK,D,E,152.19900201058624,-60.508150009157355,1.715803405547687,D,E,32.611902276193106,-59.855224077888025,A,137.14615665692614,A,-7.249306014166076,B,4.140567377512798,-122.77896761871772,39.78004358290317,-57.03860451698629,0
M,Yes,US,E,A,162.5515077139912,-216.09176471208875,-112.74601121681297,A,B,-78.6416391466294,29.147486883970032,D,-54.14247115428184,C,-143.53768466578674,D,-31.80406473542249,-195.854957483755,158.27262053678015,-51.80171024937395,1
Female,Non-Veteran,Brazil,E,D,48.270527632231655,-116.59521638990576,-110.59796256085559,B,C,-63.89300041606861,-75.79014171570742,C,0.5994981364348556,E,16.35052421669359,C,-61.93375537989987,104.78646232328175,48.09294570279477,57.190264816660495,1
F,Non-Veteran,China,E,D,52.621553461045835,-153.95587495244004,-106.93927821220457,E,A,-111.26566556499438,-247.309585583029,B,-275.09736589758654,B,124.83742303717764,B,-58.438676756639715,-58.004902334402445,-94.12095215660973,7.815710886847772,0
M,No,India,C,D,69.37213126003155,28.0584317320052,32.78521244471476,A,C,4.037385861042449,204.8912375792119,B,109.0311835800256,B,134.0130379179044,C,5.9946304248947575,60.7503737621243,44.470781535046484,26.8354069237508,0
Other,Yes,Mexico,D,C,-206.43380650210602,-83.0736736833432,59.29078991876609,B,E,-49.91551202806267,70.24391695409629,C,-177.05788696200239,C,47.80220225401468,E,20.752489818158494,103.44856689697144,23.885547023483632,-135.44491992248328,1
F,Non-Veteran,UK,E,D,177.4241445073849,61.4872106286864,65.97460992826154,D,C,-1.7924485606906602,102.1616906122845,B,46.83891570573088,B,133.70537824148283,A,120.6284886886322,18.209356037856132,184.03424701759687,14.699430942438498,1
Male,No,Brazil,C,E,-75.81366575798477,53.15541974565217,50.385386053417214,D,A,-59.772561973631774,72.55337551768952,E,9.82669100814272,A,72.34299056234825,B,167.88608839976266,117.66307894620458,12.992331638284385,-1.2090289196998636,1
Male,Non-Veteran,China,E,D,-182.23950651195057,67.58689822522537,-136.6286838490186,E,A,21.94373265401316,61.139674366823584,A,-74.47673637603943,A,153.2069019263501,E,-18.53283958922737,-119.53976090185465,39.77150251936126,139.29994450817298,1
Male,Veteran,US,E,B,38.367615048186515,70.40994881432097,-110.85357615950535,E,B,82.92658927804254,176.18453611596837,E,-2.2447730543631823,C,-226.88184867432705,B,15.236022953987918,-48.76420297756205,197.38366736686658,-148.31271071425508,0
M,Non-Veteran,China,E,D,29.095590597970588,115.08000718545802,76.12572748215965,D,E,42.028894393624796,253.69649563556155,B,10.650093270329892,B,-22.476562786851655,A,104.82449137665384,79.18221641061345,-177.88175772072344,95.8762914180811,1
Non-binary,No,Germany,C,C,-22.584142440083145,-43.10797049102922,69.64216980632433,E,B,-87.02912856833665,-95.32432131057993,E,10.751352152290291,E,-35.4491772691271,E,-21.154835039298227,-1.1645713400946902,4.641833453074884,42.65179906501888,1
Non-binary,Veteran,China,E,C,99.95961968807194,62.498493312714956,-28.99004653690393,D,E,-84.71968233884209,-50.82737664958508,E,158.4258490647853,B,-100.42116505190836,C,-22.351608828027963,119.35807445539464,-7.342660398560881,-88.60688002737915,1
M,Yes,UK,A,D,-106.80775815033927,-80.20352724359736,30.726118541410624,A,B,209.59839904758897,123.76504643916613,E,95.85174971718358,D,88.13899872423569,D,139.23071060629474,-32.02780147096206,-13.01566655297577,-83.12268480624657,0
Male,No,India,C,B,-81.7565342255373,-43.53803306501302,54.69594387172497,E,B,135.90196032794415,-124.98840774700284,D,114.97505798040766,B,-208.65207860054008,D,-123.31402883792246,9.78355932855248,12.884095173554808,66.79733998765438,1
M,Yes,Other,E,B,49.04910524483482,-61.52857313337907,208.1530191624981,D,E,-24.578151943138757,48.52389499366064,E,113.76778023303035,E,84.16563678947242,B,-43.713360315208334,56.643389568150546,-76.76490043388037,2.9326715240770547,1
Female,Veteran,UK,E,B,99.23146604026391,-116.45620681432507,-80.47402123561574,D,C,-91.3436057429463,-187.4559045381127,D,84.86864288257404,C,-17.862815250357034,D,-20.19300697984456,-119.1233743725003,-5.074229538486731,32.54352038444671,0
Other,Yes,US,B,E,-72.21366038050317,-42.34707237390423,20.78447237738382,B,A,-82.88000294973473,4.670454721778252,C,-116.57690979894646,D,-204.75719981423973,C,110.04925232065933,99.19267787299619,28.111403003173198,-41.61940149850902,1
F,No,UK,B,D,-123.29553433227399,28.845870418167905,15.204513823635587,D,A,-36.062198159469794,91.54947243770786,D,95.52600493570661,B,52.58183333241764,E,-2.3903764331928254,8.77735770268213,1.9025330167031433,205.57391799294038,0
Non-binary,No,India,B,C,90.4059183013076,-60.15167408892283,18.192436185398446,A,E,-220.28921913732708,-75.14914893066805,A,-19.78450764052756,D,96.03236904543809,C,-47.82593729757691,-38.74075139140456,128.83080137720998,-112.51174964391721,1
M,Veteran,Mexico,D,C,75.71445150341593,17.74743183971773,213.2702248972214,C,C,-167.55970741042472,105.38700256656728,B,39.20173905235586,B,17.045768962984845,E,-111.90029231504222,-40.13869764350987,-100.57692086702414,4.163841951363288,1
Female,No,Brazil,D,B,-26.257286263204545,127.72607545001613,-192.4468504344547,E,C,130.97962661217593,-31.24142510660452,C,58.32027724331266,B,64.40334431405137,E,-67.55877123016852,28.03481922967866,-181.14797557010752,-59.80191697477435,1
F,Yes,Germany,C,B,-110.80114497974354,-10.480690366985785,139.84419717280178,A,D,-78.3501412219086,-4.3520325335258105,E,-65.9931894350634,B,131.01197697292292,E,26.04071101863005,56.47466967899827,-42.411176039061544,-38.58659939214768,1
F,No,India,B,E,-190.2842083470732,-78.53368067879055,-71.31009528856941,D,C,226.41025357193917,34.53885820580454,A,34.21480410740821,A,132.40569860063462,D,33.13154895940305,-11.639144516101043,-15.841159757920693,38.451192145305164,0
M,Non-Veteran,China,B,B,125.09993405662527,-75.42474611088448,47.566561012497104,E,B,-39.629040600795165,-80.06602397527907,D,17.302814479571644,A,42.258493030702105,E,-99.46458060854283,71.40393810711845,68.19030707614016,20.21352995279632,1
Female,Non-Veteran,Brazil,D,A,85.50414538686836,-60.296076615337725,229.22712272230817,D,C,2.3503066729624837,-46.22075297664709,C,-115.16866308376652,D,17.46199573808642,C,94.03287832537096,-40.40859826953276,-16.989489553111436,-119.45415072311371,1
M,No,Mexico,E,D,-190.0719082543856,-88.90107005569747,-63.036142240742436,D,D,286.7032973419112,-2.2742708511818277,B,186.36717179454257,D,-70.61247287056663,A,-12.03583057609622,80.86511388111012,-71.5973728602853,26.844927869356322,1
Female,Yes,Mexico,A,E,64.41804604071399,-1.787666834243366,104.90567495671775,E,E,293.84540270912333,-45.49040385974026,A,-86.516734354815,B,-94.27325360825851,E,83.06298718338094,-65.70733673070791,-52.44786964453001,-161.92094923142093,0
Other,Veteran,UK,C,C,-50.716767277786786,80.89649208172477,-17.18218123955058,A,C,-125.03272541700994,23.38380498878464,A,-190.4685056877871,E,-35.88398834334328,B,117.44658318642709,-51.1957301210307,23.189008371854257,191.58226648329565,0
F,No,Germany,A,B,-140.38811958674899,138.89504937099161,-63.87479983429134,D,A,72.83685339375016,-70.15263183644025,A,-34.32042194579087,E,-0.6753648259178487,E,-174.10285786494595,75.22070789116843,-40.348407086136135,50.0792644812432,0
Female,Yes,India,D,D,135.5498712292981,-22.09336665715125,-89.4172550503841,B,C,-50.10040711375146,56.25528600846912,C,-53.17086376355537,C,118.79678772746016,D,-145.15014081962545,-46.97682061493045,-34.15211244538725,-14.16329456562981,1
F,Yes,Other,B,C,-110.96080109149385,-57.35664278461302,-30.79802890081661,A,C,-139.12701071354115,-77.90125098294052,A,75.66676130056221,A,94.94868429278608,C,6.784674562323614,-42.05857797588291,136.46014683121058,-132.28482674964224,0
Female,Veteran,UK,D,E,90.36255115320915,62.096330436599956,90.66338969131687,C,D,43.18594105393702,129.73110584175512,E,-71.24624923886623,E,-32.87271626945134,A,65.50940713653128,-31.127145527450757,-130.3014877483426,-138.07448508243652,0
Male,Veteran,UK,C,D,71.90716228918616,112.74025928225015,-78.19595039831917,D,E,-98.98222976267638,0.491310560665354,A,-2.5452541883838298,E,26.424444228403978,C,13.966300773930415,41.149454053929865,22.351488616383637,19.509411936487872,1
Female,Yes,Other,E,E,4.016969039582585,-112.04038399921328,2.1301007083128125,A,A,97.9123216169967,-80.53720365023612,D,119.52127502864059,E,51.678189689007624,C,19.043537083041002,-91.51711595131988,-43.00869900738606,-29.239553002936503,0
M,Yes,Other,C,A,-129.75058809026086,-23.008245330490173,-94.11410000442166,A,B,161.25183110573502,-190.9686508247303,B,-24.625413089567928,C,-139.48056036464638,A,100.61435746639636,-301.0837168540412,-36.70028276082399,-212.07709040002726,1
Female,Veteran,Germany,D,A,-92.6459132953983,-16.939044438212203,21.609265849587896,A,C,135.87726930203476,102.38480964165124,C,5.54738418431363,C,171.11627619417408,E,-45.561803922066744,60.57285455372716,56.80969181457731,180.0636700958211,0
M,No,China,C,A,-16.306853510175877,108.13563950011256,-28.80449938768824,D,E,20.488816786156164,68.77734751175353,E,-65.63225901184985,C,25.802533752043296,D,-45.69580985766363,-77.82534850016067,15.16520596224481,-58.11767064094068,1
Female,No,Other,A,E,-107.45479030888754,6.211340158144745,88.18248769514204,A,B,-172.44770612472394,-57.398752605159885,C,-152.8206243841438,E,-258.91978223588796,B,18.444625149141462,-52.051435961470474,41.092371447589365,137.74053801896747,1
Male,Veteran,Germany,E,D,-144.44219498837563,-41.1777153351823,-120.22299367713858,E,C,-135.41993489124673,36.12783521929448,D,-309.83915929108394,E,82.19445116984441,E,28.901905453140476,-68.07181046027829,-73.7297247340927,-86.97768121831749,1
Female,Veteran,Brazil,D,C,-135.60116072114005,-51.06218105731975,8.327968625881738,C,A,-35.875904509463815,-1.885770472341091,B,-38.675360784931804,B,-46.0675856840858,A,64.30529658200787,32.83993814364594,-78.86276828523836,-17.539249997548207,1
Female,Non-Veteran,China,B,D,9.928231439499227,34.55001861072047,14.842958415160599,E,E,-80.63362325596626,63.58469753997983,C,-6.69930980140159,A,279.9096795344414,C,-11.126505136388863,-56.7654299500818,-109.32348757547408,-37.31866054226026,1
F,No,India,A,B,70.48547911829385,-80.59168417158841,14.960948394986701,B,D,47.55434849096648,147.75489439425604,E,-43.31286363729629,D,-57.17417299736297,E,-5.0585945812918895,-19.66845492857408,94.71880828489925,-89.84224412987217,0
Male,Non-Veteran,UK,C,E,113.65668844020544,-9.675545191261078,-111.46546797870138,A,D,-32.5459501030374,-55.94943756087088,E,-37.56072871010232,D,38.21293018872773,E,105.65375066415055,61.27494763552562,-24.49235182485529,53.49178568630136,0
Other,Veteran,US,A,D,-126.79111867214078,40.63135108339607,-75.50220372652265,D,C,-183.20420408747475,-20.48155804247663,B,25.966434820082885,C,-151.585294036976,B,19.091858778620683,-17.505828779659304,-95.51101701890468,0.37071012492055877,1
M,Veteran,Germany,D,D,104.52467791237044,-13.104198284461702,41.28605705257772,C,D,-54.32390864131407,41.63314951477908,C,-124.34358463038168,A,-123.2547664298812,B,-195.84181388359139,131.8316422656868,159.4692343274043,20.526803560457303,1
Other,Non-Veteran,China,E,C,-52.93145708866631,-79.66033219152608,32.27380903977611,C,A,-50.224448046085215,162.805195188472,E,11.80162264686078,E,59.284367039873665,A,-271.68740592696975,352.7891625838874,-66.09736703615371,-74.45221376511475,0
M,No,Brazil,B,B,-96.67639543324009,-112.86112736889508,23.273830377118678,C,D,-97.96035786331429,-145.325470210707,E,-132.88182857890217,D,-26.184615034430937,E,-142.9439863980264,10.476739581163637,-239.96078340447204,85.25052924512006,1
Other,No,China,B,A,13.98203977799126,139.46767486544866,-78.10507900914052,D,D,61.36893935943428,-22.940507205422595,A,-4.378876755956217,A,-62.95964897319618,C,65.34420094113058,-175.97361673265732,-148.2446095029374,24.115413524121397,0
Female,Non-Veteran,UK,B,B,38.307699619877255,-46.00908497406551,-97.10471356712614,E,E,-112.99200132485629,-179.71610560683996,C,-136.2098341013498,E,51.58497021170335,A,-13.237462034465231,-141.92829633817848,15.656074683929152,179.8126110874818,0
Male,Non-Veteran,Germany,E,D,95.80856227371412,160.8690489796323,27.99648526299741,D,B,228.5268329365228,29.12814823410758,A,-3.4167649684663917,C,103.42267789970462,B,-135.11891018436734,-125.34276549393297,-84.96663999182091,5.7207115804366095,1
Other,Yes,Mexico,A,B,35.69897882378654,18.757883503947347,-10.03676262160475,B,B,-33.84152095209363,30.268799398972863,B,-9.260290703108536,A,-166.27264983170807,C,35.18799086919778,-58.215140807308394,51.144454233496475,126.47143155470764,0
M,No,US,C,C,-96.79764616747939,170.52135642471328,1.6995795692593831,B,E,49.078673276502386,-24.908306584266683,D,-122.77830543764723,E,36.98423549927074,C,173.4096567212014,-15.788128161257506,-25.6897017120619,-93.87704972682357,0
Female,Yes,Brazil,B,D,104.95936416101215,103.21678790888562,-12.708663209461971,B,D,1.28022565309916,103.82153439711158,B,65.96696314970781,E,-5.220846115484424,C,-18.288683773213737,-196.08475637015016,43.43760346180943,-245.92684989885666,1
Female,Yes,US,D,C,73.81610757184667,-207.1166765204065,11.233136779412058,A,D,203.04816404684104,142.13197247846512,C,-94.94405089384166,C,56.765052034571795,B,129.56239084381585,99.71635524440707,106.18590959261492,-67.27249186541991,1
Other,Yes,UK,A,A,14.922640199834664,65.1330259648163,107.76856158849266,E,B,86.96681862043238,15.081045438296123,B,68.64993310681233,A,-232.28123639074178,E,-156.94895517230256,-87.90840332063368,-28.56017995611573,84.2803226652068,0
Other,Non-Veteran,Mexico,C,D,50.91784855516379,27.545860669928203,-16.164154560841702,E,B,-112.4227452353107,27.118512127061756,B,-70.85627654370226,B,-98.05736990999826,B,-87.67526614886549,-1.0019084730988634,67.29820747539455,-11.547282896649296,1
Male,Non-Veteran,Germany,E,D,-49.45850070370487,60.36809718620735,-62.33196825122148,A,B,15.913925082433808,117.19537082800508,D,-139.32346497122404,E,-97.68515120440391,C,72.9132425138833,34.43382426978566,22.04907253857049,80.54091092819388,0
Female,Veteran,Other,C,D,58.72960281530462,-9.131973295150843,104.0159216904361,C,E,-88.95614097022785,-150.3046420564378,E,-38.16389280604433,D,216.60232814472664,D,-131.65851871352982,24.55685228387958,-1.3896060137495514,191.51580413663066,1
M,Yes,Other,A,E,33.23756181802832,-52.664327241727584,-14.513410281736231,B,B,165.0960852533122,109.95837129130024,A,-100.13783105274064,A,-79.12568091639636,A,-155.7770658785223,-41.150526444423,-219.91622636203073,-126.13961437650151,1
Female,Veteran,China,C,C,26.757579017543925,-210.632847218402,37.714716537095256,D,E,14.121504312166595,-92.03570968936245,A,105.73656177190685,B,11.632367765370205,B,36.830449923310496,-83.74844322440916,-54.27613579686133,93.17981542322467,1
