AgeGroup,veteran,sexuality,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,target
36-50,No,Other,C,B,87.502007029964,D,64.80956164758238,119.25154834482564,24.659745620902594,C,0
36-50,No,Heterosexual,C,D,-55.05514916325895,D,-95.01200076275333,-51.05344935292283,-88.79440808531044,E,0
26-35,Yes,Bisexual,D,E,-91.69802028076884,C,56.830030282459006,-95.8138909796462,176.68917682948538,D,1
51-65,Non-Veteran,Heterosexual,C,E,-167.30286125051546,A,49.52321840361838,170.63499462178362,-2.7178867997702154,A,1
51-65,Yes,Bisexual,B,E,-71.4531471916395,E,158.8257157798695,-47.689001141725065,64.38663566981934,D,0
65+,No,Other,D,C,137.5189167755428,D,49.64688054562375,16.92886192271949,35.16529882710673,A,1
65+,No,Heterosexual,B,B,-97.54679937545878,B,-40.26579961497204,33.12762020853099,49.57541536816122,B,0
18-25,No,Bisexual,A,E,-8.546108400501986,C,27.28478854340079,-33.06019971406317,82.46563978121007,D,0
65+,Veteran,Bisexual,D,D,-29.85101500167459,B,-283.6922887350211,0.23083986119249142,-8.203005984098349,A,0
26-35,Veteran,Bisexual,D,A,52.063694863795675,E,94.85442486555672,-102.27124553846143,31.261884462639305,D,0
26-35,No,Homosexual,A,B,25.94247372265068,E,-35.28985645220516,14.666791073998727,-18.990900708542828,C,1
18-25,Yes,Other,C,D,-149.93313219928882,B,-22.087014970178746,32.309993933108366,46.38749684671234,A,0
36-50,Yes,Homosexual,E,A,-148.07324180658208,E,22.090381044600722,8.74747509534412,141.05336852710036,C,1
26-35,Yes,Heterosexual,C,C,51.85814489375645,D,-96.39343101984502,29.037157915354506,235.95788075776164,E,1
65+,Yes,Heterosexual,E,C,-101.27503296658904,C,-75.39170998143348,-44.94908846456642,76.29457292531274,D,0
51-65,No,Bisexual,B,D,38.53044399716628,B,-56.69830369442206,57.11182303219476,-132.3670647794703,A,0
26-35,Non-Veteran,Heterosexual,B,E,-41.90537539650332,A,-93.29749938331014,42.275089598637535,-18.6780039061457,B,0
51-65,Yes,Homosexual,C,E,-48.46917249473826,B,24.920933052739137,-91.33253346071525,-129.15255872620563,D,0
26-35,Non-Veteran,Heterosexual,B,D,134.95275292450046,C,-74.55342920097478,-6.478747904611041,-14.62064232715517,B,1
51-65,Yes,Bisexual,C,E,-32.24934655116758,A,-96.77102701136045,-119.00171005934881,-206.33982727179662,A,0
51-65,Non-Veteran,Homosexual,D,B,44.5090628404403,E,14.185389207357641,31.69875017752991,-150.93982181604002,B,1
51-65,No,Bisexual,A,C,-53.97899603274931,B,199.2390723590429,9.63328052557942,-141.4268068487038,B,0
51-65,No,Heterosexual,E,E,39.064707228051866,C,17.472231645566875,85.21958172058224,55.27225599383582,D,0
26-35,Non-Veteran,Heterosexual,E,B,77.3373933187034,E,-14.26458252540078,110.39362898880879,55.82860119859072,B,1
36-50,Veteran,Homosexual,B,C,-74.76853172971894,C,101.7793354524315,-163.9376569060692,-60.20702007233631,E,1
65+,Yes,Bisexual,A,D,-89.09620428237596,D,77.32064504953871,-76.43156489901503,10.951923799544254,A,0
36-50,Veteran,Bisexual,E,A,-25.83773544388971,E,-195.40353477366904,220.17046138955422,-51.858350210523085,B,0
18-25,Yes,Bisexual,D,D,11.753284265398106,E,151.94147122832774,-254.60056815773706,58.225152735228036,C,0
26-35,Non-Veteran,Other,A,C,2.950057242243473,C,4.975277820794711,-49.846255511266044,-65.19999501478009,C,1
18-25,Yes,Bisexual,E,A,32.06588685145379,A,-70.31021176028794,-14.92333481113862,53.95217011031266,A,0
65+,Non-Veteran,Homosexual,A,C,44.104649939026096,B,-6.573300355952985,-83.72632631624903,-57.21415527899036,A,1
18-25,No,Other,D,D,-118.36945081881514,D,-15.590230096953883,-92.91295130554805,17.026754245015898,D,0
36-50,Non-Veteran,Heterosexual,D,C,22.22033844731478,B,-76.47953535334565,150.3219200719684,-55.1611044263189,A,1
65+,Veteran,Other,D,A,-118.00755442798518,D,-60.00832154805818,218.75136628474348,-81.48408613984579,E,1
51-65,Yes,Bisexual,B,C,-137.32207807584038,A,-53.86457976970072,29.496661816228197,47.10730562976784,D,1
26-35,Non-Veteran,Heterosexual,D,C,-59.85575773401599,E,51.9875727663109,63.74864578455234,21.918271556967643,D,0
51-65,No,Bisexual,D,C,127.77837265567192,C,-103.88809450429409,-8.300840295685301,-174.57467957168828,A,0
36-50,Non-Veteran,Homosexual,A,D,-80.50247908367731,A,-240.04141951353475,-132.72839643821996,118.64152265497314,D,0
65+,No,Bisexual,B,C,-51.89510956846293,E,102.705344276546,-18.575929512643143,10.428632328259688,E,0
26-35,Non-Veteran,Heterosexual,D,D,-332.1487907429336,D,-118.0982893239068,-70.41256996696718,-59.28837843357152,E,0
65+,Veteran,Homosexual,E,E,-20.49799377147414,E,-134.08398937948564,-13.180302660293606,135.2006322369818,E,0
36-50,Yes,Homosexual,B,E,-81.58574105769286,D,-63.014788176564764,-172.07001115479687,21.96811241085913,B,1
36-50,Yes,Homosexual,D,B,101.3803676191517,C,10.87181247186884,-49.69259698628345,-103.432183427213,A,0
36-50,Yes,Homosexual,C,A,-134.25121605047065,C,-49.020009215340906,-50.17975586337696,21.623727470613076,A,0
36-50,Veteran,Bisexual,C,C,140.11216209819926,C,-245.39701586247338,78.40852273511506,-18.177455853052894,E,0
18-25,Veteran,Other,E,E,-259.76383330886716,A,24.830983133430326,-274.0202172490128,-83.5334069827666,C,0
18-25,Yes,Homosexual,A,A,-224.51507876085395,C,119.58952148376565,-57.11816494052331,-138.35143826263086,A,0
26-35,Yes,Other,D,E,-114.38228066305642,C,42.772056313845816,19.666335402372646,104.60218596934916,B,1
51-65,No,Bisexual,D,C,104.9193819053663,D,-95.36835509612118,46.9697609955479,-14.336772801227482,E,0
18-25,Yes,Bisexual,A,A,-13.915925158635122,C,102.5397438167272,23.723910707624665,-186.33416794890363,B,0
65+,Non-Veteran,Homosexual,E,B,44.49968378878297,D,-15.693026323319362,-57.80850589872999,136.31186025779164,C,0
26-35,Veteran,Homosexual,A,C,-1.4853415218711992,C,17.788013717362066,-26.95611997878021,42.20470948997646,C,0
36-50,Yes,Bisexual,E,D,93.73579071279548,C,307.24372846118746,107.94993505295503,77.77850635027306,A,0
36-50,Veteran,Bisexual,D,A,8.480990438687435,D,177.79414226265445,-216.2519412104,12.014959478645117,D,1
36-50,Non-Veteran,Heterosexual,B,B,-41.76919484336256,C,-30.669829400954367,-25.415077786432853,4.694847507834746,D,1
65+,Yes,Homosexual,A,A,-37.90878739385363,D,37.888321240684455,-169.91445360326435,75.69135290590853,E,0
65+,Non-Veteran,Bisexual,C,E,35.03122152256102,C,-95.45892607340745,31.648438193661438,-43.338034426376474,E,1
65+,No,Bisexual,B,A,47.07779589854395,B,-24.36671910644424,-145.5346107155237,-65.8702498484581,C,0
26-35,Non-Veteran,Homosexual,B,B,-28.646096117014057,C,65.30051946029161,253.47435228051606,-132.02264934530214,D,1
18-25,Yes,Other,C,C,-42.67158472508737,D,-150.51416084097227,-74.36881925325079,-58.05641704501655,A,1
18-25,Veteran,Bisexual,D,C,86.58433554652649,A,26.705000145411965,-79.82189327784404,-45.37475466591778,C,0
51-65,Non-Veteran,Other,D,A,6.893725486551479,B,-12.353503725548583,-89.72933957483549,-49.369895123370725,A,0
65+,No,Heterosexual,D,A,35.929894699007534,A,-107.52767746043423,-11.47180361003964,38.69451456749294,A,1
26-35,Non-Veteran,Bisexual,D,B,61.98968508973164,E,-120.71838865066704,115.52850900400804,42.009763156051136,C,1
51-65,Non-Veteran,Heterosexual,B,B,-18.652128484140903,D,-105.94508125680721,62.65992324060681,-31.291546131943846,D,1
36-50,Veteran,Heterosexual,A,D,128.76169214208028,A,13.752658011192603,-23.403257891560372,92.2657595301267,D,0
26-35,Yes,Other,A,B,96.11651229186367,D,-41.12994129065186,92.99503917495542,37.78769238736486,E,1
18-25,Veteran,Bisexual,D,B,-99.99475041255478,D,-41.94794257178921,80.40893766263297,74.75240427460001,C,1
51-65,Veteran,Other,A,B,-119.3407186422228,E,16.297504008519766,23.773631534893806,-115.70836670676829,B,1
65+,Yes,Other,E,D,-241.57683775421023,D,60.38674922059614,16.70540197121583,31.000736258661792,B,1
26-35,Veteran,Other,E,A,-12.287115423952391,D,-47.94480994768288,-146.5511475150071,-138.8173890603317,C,1
18-25,Veteran,Homosexual,A,E,-7.428555764940499,A,-65.58204936467098,-192.72767838301866,96.68942651238875,E,1
51-65,Non-Veteran,Heterosexual,E,B,-1.586456229031431,D,7.285873492772203,40.50632959774945,-109.9872559205904,A,1
36-50,Veteran,Other,B,C,-56.77093570337861,C,-103.83636875834466,45.60554954712263,-73.9786140438198,E,1
65+,Yes,Homosexual,C,C,156.60686707344527,A,82.97145776614485,-17.774011972901985,-97.64956846354656,B,1
36-50,Yes,Other,C,B,-17.942691837605988,B,-75.37589555120707,-19.13087404798446,-100.1220101814434,B,1
51-65,Veteran,Bisexual,C,E,122.7207477356572,C,68.67386311347539,22.13041334636687,-166.48476753119257,C,0
36-50,Yes,Bisexual,C,C,24.288226742250902,C,80.9372903270725,-39.736449756887154,-186.77560014319266,B,1
26-35,Non-Veteran,Other,E,A,-91.35339789389478,C,56.293121764772394,17.522316961001234,-22.042697596784052,B,0
65+,Yes,Bisexual,C,D,-27.942397306843258,A,-73.58270845469346,48.575323559845835,49.65024841898107,B,0
51-65,Yes,Other,C,C,-16.55906777202301,A,104.41673296573966,62.50939638499528,38.49261727976073,D,1
18-25,Yes,Homosexual,A,A,14.217917334173228,E,-68.05858288862366,5.768459146911662,85.35062249226567,A,0
51-65,Non-Veteran,Bisexual,B,D,5.64984234931076,E,-103.75865781151059,53.25708449624993,62.37666947056611,C,0
26-35,Yes,Bisexual,B,C,-46.42526561446357,C,-19.0541275706659,-129.69853681622158,-98.24749018714307,B,0
26-35,Non-Veteran,Heterosexual,A,A,-14.175188352541628,C,-4.642647305107872,38.172859495612045,-202.7415270743568,D,0
18-25,No,Homosexual,D,C,-139.31795245554864,E,-116.37580799577809,-73.17057692099573,70.3172616747932,B,1
65+,No,Other,D,E,-142.21577802467465,D,-62.20442121868606,-32.4204880084268,119.68024387664376,E,0
36-50,Veteran,Other,E,A,-36.09784380697097,D,-85.43251904404053,45.600941474884266,-23.154671496279658,A,0
36-50,No,Bisexual,B,D,7.007006486445236,C,-12.1000261832529,76.22792875521908,107.2786241797566,B,0
36-50,Non-Veteran,Heterosexual,A,E,90.946721589967,E,12.67821438977372,107.04311770028968,75.83558551014602,C,1
36-50,Non-Veteran,Homosexual,B,E,7.349470673273564,B,-18.99954423322332,114.11627945872142,24.317201568834804,B,1
65+,Yes,Homosexual,B,C,31.077287562157075,E,-117.29666465467766,-24.941245047327506,33.60709067599449,D,0
26-35,Yes,Bisexual,A,D,15.61869909803057,C,-77.5114659858557,-46.79342730131829,-69.43469639782151,C,0
51-65,No,Bisexual,E,E,-112.72921818988024,B,41.643241558674646,26.29904868384178,51.97333665491279,B,1
26-35,Yes,Bisexual,B,B,134.56972887113125,E,-20.121259395367606,119.1288478581774,-62.22266363658391,A,1
65+,No,Heterosexual,E,E,6.648844324830729,C,-37.084760918318416,-81.98183832998119,-35.431976234840846,D,1
26-35,Non-Veteran,Other,E,E,102.294533543376,D,-249.74233905320472,43.7391494391557,-86.786870974284,B,1
51-65,Veteran,Bisexual,C,C,-20.75460192381315,D,13.686830623370172,-24.058441399656324,-190.39781426173676,C,1
51-65,Non-Veteran,Heterosexual,B,C,-177.07716980800944,D,-41.0274775169869,-123.34754004423998,-245.28065388880754,B,1
26-35,Yes,Homosexual,A,E,116.76160045240866,E,-65.96896031940963,-47.36502774572595,-131.8421596811958,C,0
36-50,Veteran,Bisexual,C,A,37.26064705415813,D,119.4091806734255,-28.30296217192403,-175.54763688149285,D,1
26-35,Non-Veteran,Bisexual,E,B,117.83102653349475,E,-88.54437531853722,24.934974367341898,-13.763299041594616,C,0
18-25,Non-Veteran,Homosexual,C,C,1.3803993520075273,D,-11.60669058487567,-55.58800238376717,-87.07142236292866,C,1
26-35,Veteran,Other,D,B,143.698556901897,C,-78.91684158579919,-58.74413572509497,30.644266177061414,E,0
26-35,No,Bisexual,C,B,41.46879501944536,D,-44.979875983367606,-31.091155105100178,144.80336202082202,E,1
51-65,Non-Veteran,Heterosexual,B,B,-69.97519037003785,E,109.93773812892115,-266.0357490301713,-24.82545825594917,C,1
51-65,No,Bisexual,A,E,-41.25414105078063,D,-91.5739255498095,-0.49492400840186623,-16.65451448964872,B,0
26-35,No,Bisexual,C,A,62.739566074659756,A,85.194986067012,38.442751870282486,2.9609168307741567,D,0
36-50,Non-Veteran,Heterosexual,E,E,65.01180236619824,E,-212.89846592339381,56.963970139494826,-101.5589700840557,D,1
51-65,Veteran,Heterosexual,A,D,15.287438526821557,E,2.4720746501117925,-112.3020730963047,2.753426753677312,B,1
51-65,Non-Veteran,Other,D,A,45.16071162740486,D,50.96276918166218,90.77482525149235,-30.33212517134266,B,1
65+,No,Bisexual,D,D,-36.09174438799479,B,-13.567628431629853,-76.42214394306883,-65.25147738073699,D,1
51-65,Yes,Homosexual,E,B,32.49592965445495,D,-46.659616687742776,-48.601634620943045,64.0767807413782,A,1
51-65,Non-Veteran,Bisexual,E,A,-35.19401054497677,A,-94.09022626771514,-2.946148131530182,85.94707635772075,C,0
18-25,No,Homosexual,A,D,241.78557411844625,E,37.85497437376288,-85.53456433044609,-162.21707493214987,C,0
18-25,Veteran,Heterosexual,E,D,-181.8430087225001,E,56.20303511754744,-204.101255440027,-239.24066597285938,A,0
18-25,Non-Veteran,Homosexual,D,A,-12.675975311250829,C,74.69225832727894,149.90110665249873,-86.28710619177753,D,0
36-50,Yes,Bisexual,A,D,108.10567507909137,D,51.235620717189065,98.40202355677948,-69.95154636296881,D,0
51-65,Yes,Homosexual,A,E,0.1880629248770104,E,12.78607484846196,182.70032563520166,-159.15485749457326,A,0
26-35,Veteran,Bisexual,D,A,49.19566183382709,E,-48.708127507298556,-84.63006972377735,142.9605348580177,A,1
36-50,Yes,Homosexual,E,A,127.39127622272055,C,64.63807146870134,-57.07958164960281,136.38989579620008,A,0
18-25,Veteran,Other,B,C,-100.78090145236305,E,-81.29219904088798,84.96186737170369,-166.75166866529182,D,0
65+,Yes,Homosexual,D,E,86.39047381637045,D,28.95435041403433,-25.874949119756607,111.01294379177176,E,0
51-65,No,Heterosexual,C,A,-10.030364762272296,C,-127.3120624545984,-56.379480335563436,-206.59420807247005,B,0
18-25,Yes,Bisexual,E,B,203.4243623215159,C,83.87312171347021,-66.8631110384607,-8.29626323811001,E,0
18-25,Yes,Other,B,E,-81.7493475807727,A,-149.35955887548465,29.727443130076924,-122.42317724999354,E,1
26-35,Yes,Bisexual,A,D,-123.59412354778796,B,64.75411965346565,-84.13182974559628,-14.027405689432959,E,0
26-35,Yes,Heterosexual,A,D,66.55781077568986,E,-57.5149526131809,40.292221284867935,-29.58551631531427,B,0
36-50,Veteran,Heterosexual,B,E,-98.762901529228,D,105.38903627216199,-52.827183723283746,93.8113248053192,B,0
36-50,Yes,Other,D,A,199.755354125364,C,70.08299068066147,-58.00179941955348,-169.02050473448142,E,1
26-35,Non-Veteran,Heterosexual,B,C,56.01196411530797,C,-66.3268718610688,102.0628204678077,10.247694630812667,E,0
65+,Non-Veteran,Homosexual,A,C,-7.36793973655013,C,58.31317657979731,-44.66263295325369,98.78166954206745,D,0
51-65,Yes,Heterosexual,E,C,109.69840940807872,C,-10.106120272121087,94.2828148419929,82.27712386439337,B,1
65+,No,Homosexual,E,B,144.57139036368548,A,78.47125922286176,87.3257972542489,38.819452253711454,E,0
36-50,Yes,Heterosexual,C,D,194.71460026882409,A,100.74616352355841,33.369875993579505,74.99686590712619,C,1
65+,Veteran,Other,C,D,-118.74660968148254,A,11.588509745242636,-88.64040806988238,-73.90024017817326,C,0
36-50,No,Homosexual,D,A,191.75730870241102,B,-63.77138622078478,94.58777644617132,32.74133046545122,D,1
51-65,Veteran,Other,A,B,-138.0133248997338,C,-273.1554077791154,-153.3236967729588,118.75589081597234,D,1
51-65,No,Other,B,E,-60.12706425973641,B,-191.4453791261639,117.92577544109677,-45.518492190627896,E,1
51-65,Veteran,Other,D,C,-54.67661577880006,B,34.01516624276368,25.42690023914868,55.473513297525926,B,0
26-35,No,Other,E,B,23.368164779813178,E,-38.637316313305064,-20.01075335352889,-262.1525310652394,B,0
18-25,Non-Veteran,Heterosexual,B,B,175.29226241508954,C,124.88123390776884,77.19746562666646,-63.314564910071915,E,0
26-35,Veteran,Heterosexual,C,B,116.2598076568683,D,119.6839141365126,109.23823909824823,-144.2161119845806,E,1
36-50,Yes,Bisexual,E,C,124.25399719014187,D,16.3845894993238,-73.58680719438551,65.24534833459637,E,1
26-35,No,Bisexual,A,E,-68.99378082660157,A,-26.95485393309962,52.88715832669683,-116.80207018555,B,0
18-25,Veteran,Homosexual,C,B,30.582616405125158,B,57.52496816309812,175.11156810608895,-63.677651340845124,E,0
51-65,No,Bisexual,E,E,22.37240535694908,A,213.11725866206257,-18.140506992797643,32.83238518280595,A,0
26-35,Yes,Other,B,B,-22.93086385529727,C,-31.105272591169403,123.82644384813979,-31.495929054080797,A,0
18-25,Veteran,Other,C,C,-23.576004279614608,E,274.63995578719886,5.695792284397047,28.89251360296306,B,0
26-35,Veteran,Heterosexual,D,C,102.57294468230474,A,-33.804352879506986,21.988080451482787,-26.340445991165062,C,1
18-25,Veteran,Other,C,D,57.52018841431603,D,-67.82225454621063,103.86526699830765,-17.49256597586528,C,1
18-25,Non-Veteran,Homosexual,A,B,45.35952924554578,C,-98.8670163745072,-137.58155780273734,-2.3020489173433276,A,1
26-35,No,Homosexual,C,E,113.21795179497205,C,104.56682767337684,3.6819498894922917,-25.002885184913925,C,1
51-65,No,Bisexual,C,D,-179.08825776087355,A,12.749276401933438,-115.41979682284934,-78.41865132617771,A,1
51-65,Non-Veteran,Bisexual,E,C,10.114102575961335,B,-156.6717925222718,-25.608630612924195,-147.21147359326437,E,1
36-50,No,Heterosexual,C,E,32.6215291675908,A,49.48852647497063,-159.7673119146297,142.2475067395665,A,0
18-25,Veteran,Heterosexual,C,C,-106.92509016899993,E,155.71071300561192,60.632020135119916,-185.05735740415082,B,0
26-35,No,Homosexual,D,C,-7.643456675597523,A,12.920996026843683,58.11563314091024,-21.86484600568627,D,1
51-65,No,Heterosexual,B,A,20.279459128084344,E,62.269640183885556,-9.37267588872624,-103.0164578151787,C,0
51-65,No,Homosexual,C,B,-37.07398469527625,E,-26.588687702043295,98.00754135518069,-119.46283331302953,A,1
18-25,No,Heterosexual,D,C,132.36360619242302,C,-18.989886942823503,13.404647853045667,46.50530294170851,A,0
65+,No,Bisexual,E,A,62.05210942485753,A,19.003929692893667,-40.53979848448394,50.25663539852297,A,1
18-25,No,Heterosexual,A,D,-162.77841506825064,C,125.2297657319343,-9.659525263074725,-32.48192949018146,D,0
36-50,No,Bisexual,A,B,-54.278138233360494,E,9.671164674186535,101.02954046955064,48.49104583120687,A,0
26-35,Yes,Heterosexual,D,B,-17.214792632973566,D,50.760782881668796,-78.51843284105045,120.46330464062571,D,0
26-35,Non-Veteran,Heterosexual,A,C,51.99983132120213,D,57.59748176258883,46.03343133481612,-103.5156164454704,E,0
26-35,Non-Veteran,Other,C,E,157.84149724531966,D,88.94097432326829,134.33598046506546,-37.785617427901684,E,1
18-25,Non-Veteran,Homosexual,C,D,63.952547800256745,A,-107.18503521567348,150.3465040117248,-10.907005898182558,D,0
18-25,No,Homosexual,E,C,34.5403329590162,B,-58.75055008208208,113.18918655873642,6.894043360160626,A,1
51-65,No,Heterosexual,B,B,-67.71183104113831,D,-28.923581909584765,-37.12665899664264,-79.02838007748386,D,1
26-35,Yes,Homosexual,E,B,-151.48768104457972,B,-116.42916467374691,-47.823378521489545,42.875248387134036,A,1
26-35,Veteran,Bisexual,B,B,137.859620960221,B,-90.11739715713748,-86.70514719416829,-186.0745055603185,A,1
18-25,No,Bisexual,E,C,-211.37446837214972,C,83.19950441660538,39.47858320116758,155.21352390197688,A,1
18-25,Non-Veteran,Heterosexual,B,D,144.5128927504685,E,116.14953387402917,-133.30145789572637,117.45969268201644,A,0
36-50,Veteran,Other,E,E,12.9991827452064,A,-13.965285484297338,-98.73860655820397,-19.904478675059426,A,0
51-65,Veteran,Homosexual,C,E,22.613733356909343,E,-44.707845263821234,248.4669226415109,-38.721640428569806,C,1
65+,Veteran,Bisexual,D,D,-40.726501766025166,D,150.73023737478897,-91.71041267258099,-9.396560342340097,D,1
36-50,Veteran,Heterosexual,C,C,-68.0756724408701,A,-47.37753268060118,105.00244292774201,81.97559574767531,D,1
18-25,Non-Veteran,Other,C,E,136.77484933189584,D,143.38350816298595,28.728620055857192,196.15847836017824,D,0
51-65,Yes,Bisexual,A,A,36.08338833927332,B,9.42245841352523,-55.033666947926406,-21.688638728754384,D,0
51-65,Yes,Homosexual,C,B,-110.59787808525263,B,159.15079141569987,-107.19803080134514,-211.22951686453234,E,1
26-35,No,Heterosexual,B,C,83.64336460359696,B,-59.97010513413398,-50.90754476769976,157.3826781618035,D,0
36-50,Yes,Homosexual,C,D,20.16337356954257,D,7.544473702090309,85.956071625173,99.93766738305816,A,1
18-25,No,Heterosexual,B,E,-126.24591243828216,E,-34.78146199335862,110.68986152174772,144.6331552254473,A,1
18-25,No,Other,A,D,1.2522074785802983,B,-58.955044419903935,-22.41060588813433,-28.36617490503655,B,1
65+,Veteran,Heterosexual,A,E,-78.22670119340962,B,59.299220836225295,22.161839996916147,35.69148184974529,D,0
36-50,Veteran,Bisexual,C,E,234.30257437319827,A,-47.500780426376124,123.1161051328602,39.94150383679211,E,1
65+,No,Other,E,A,54.18485647154315,D,128.21354030080485,-36.14991599047491,-45.50963104916671,E,1
65+,Non-Veteran,Other,A,A,-114.63105541889766,B,58.96885765277744,-100.258163122117,-72.27289244914216,E,1
36-50,Non-Veteran,Heterosexual,A,C,11.724672773660448,C,38.04043130399115,79.554745327857,7.316898715286246,A,0
51-65,Non-Veteran,Homosexual,E,C,25.241121307049585,C,159.24006631407804,-38.330521249200736,47.8438124866743,C,0
26-35,Yes,Heterosexual,D,A,-62.850387125991425,B,-31.34160804155978,-83.25489820846155,-9.349809985919014,E,0
26-35,No,Heterosexual,A,E,-158.61123193651724,A,126.82299561882864,-79.20715214239404,58.04184919372036,B,0
18-25,Veteran,Heterosexual,E,C,20.236439345997404,E,-65.6703347500049,-144.88209203491053,-9.643742742781223,E,0
36-50,Yes,Bisexual,E,C,26.82636636735728,E,92.46664121411366,-115.59111434027332,-39.955034819840556,C,1
65+,Veteran,Homosexual,E,A,-23.924690324925653,D,-33.00554471141915,160.62621579960341,57.176594653535254,D,0
26-35,Yes,Other,E,A,-93.90517133048543,D,-117.91035087815172,-131.0569466597771,83.76000201301949,C,0
51-65,No,Other,D,A,-60.513575497286354,C,22.200067983385434,14.657322751648117,165.51501297713372,E,0
51-65,No,Bisexual,C,C,-81.12940694180631,C,-85.46054845245301,-99.5868830845933,42.993871263897816,D,1
36-50,No,Bisexual,A,E,-124.81337914095838,B,-18.657838501610964,151.79801869238483,115.24317267170821,B,1
36-50,Yes,Heterosexual,D,A,88.82781781163986,C,-62.601181506139824,128.6580562808843,-100.40588683590774,D,0
51-65,Yes,Bisexual,A,C,-88.48007056759441,C,-161.2449722618426,-78.09261504518874,13.929132315421114,B,1
26-35,Yes,Heterosexual,B,D,-71.95615282339293,E,10.317960948240385,-1.9088523113235265,170.4871196370541,E,0
36-50,Veteran,Other,B,B,-85.5857495135557,E,21.269126253054498,-83.30855292262189,-25.493669869086013,A,0
36-50,Non-Veteran,Other,B,C,49.00572491633422,B,-164.85882585802884,-46.354838556009675,229.57230026782796,A,1
26-35,Non-Veteran,Homosexual,D,A,-77.83454303425991,D,221.4613241092088,-55.28987406397343,-118.02007085445447,B,0
18-25,No,Other,D,C,150.82216276660924,B,109.31910576695734,68.10553283071813,38.993175287017124,B,0
65+,Non-Veteran,Bisexual,B,D,-44.897987262608915,E,-132.3572360982835,327.5584413367016,44.176166644921075,C,1
36-50,Non-Veteran,Bisexual,C,B,-125.90824563532253,B,94.51470561103392,1.5491896619251633,-145.51842775661189,C,0
65+,Veteran,Heterosexual,B,E,-106.95213834323694,D,-54.592685054342205,30.116003380487555,-23.52564570367417,E,1
36-50,No,Other,D,D,45.82357223525237,E,-124.48873679101541,-65.04805710827468,18.563316065940093,E,0
51-65,Yes,Heterosexual,C,E,-87.75765719448412,D,-151.49566727629815,-34.623573891979326,57.51849274408616,A,0
51-65,Veteran,Bisexual,D,A,130.57629107970584,D,-28.865759774433506,-85.43673821898146,-50.74290951647543,D,1
65+,Yes,Bisexual,C,E,-39.704547019109334,E,-94.5319271947043,-22.547049051518055,54.987334834042315,A,1
51-65,Veteran,Homosexual,A,C,122.79818126033621,A,-22.61809866934516,-82.28295202054274,-78.50366034764203,C,0
18-25,Veteran,Other,B,D,-34.52649368202643,D,54.222546862600794,-12.358177414735957,45.97322854017567,C,0
51-65,Non-Veteran,Heterosexual,D,C,127.79932566162489,C,97.44563452449407,96.51116710345524,-97.56867305041035,E,0
36-50,Non-Veteran,Heterosexual,C,E,-101.33774473584502,A,88.9942808310065,126.55121304138387,-67.72563471047214,B,0
65+,Veteran,Bisexual,B,C,166.69021653262675,A,-40.06678394111663,119.1029534221125,-52.346155734500385,A,1
18-25,Yes,Other,D,B,-68.47237447264236,C,127.25606197402905,37.166803849009376,6.478940236865384,D,1
26-35,Non-Veteran,Homosexual,B,A,61.3338862269923,D,-136.56452036769244,-52.62649144362174,81.26237241144838,E,0
36-50,Non-Veteran,Heterosexual,B,D,15.726230815759632,B,130.30667654227435,-18.690965692780022,-116.77821367111585,E,1
65+,No,Other,E,C,-55.557227813448385,B,-288.32688848642357,6.4110187161137535,7.620472494320575,E,0
26-35,Yes,Heterosexual,A,C,150.06982451189396,C,51.02543236415269,-75.43124922864402,119.75359945895589,E,0
36-50,No,Heterosexual,E,D,34.992085820841545,C,180.39534991093603,49.100929231722105,-188.09620040758242,E,0
36-50,No,Homosexual,A,B,81.03926613823717,E,-138.54207600023474,6.929242592280424,-169.14393599117676,C,0
65+,Yes,Other,B,E,99.07707921233163,C,72.28900798236559,-50.72839023893919,-127.29080841124878,A,1
65+,Veteran,Homosexual,A,B,-8.7976223250611,E,15.871757163600641,-32.52362480690272,49.68140075372737,A,1
51-65,No,Heterosexual,C,C,-7.848069534129261,D,121.76955425090443,-66.41189298578173,19.784554868575814,A,1
18-25,Non-Veteran,Other,E,A,-58.119035234586455,B,33.54339574343624,-228.45197490791688,14.498795225649715,C,1
18-25,Non-Veteran,Bisexual,D,C,-112.78696128666287,C,64.75204144182564,-65.20528686840376,-28.115785792449028,D,0
26-35,Veteran,Other,D,E,-127.04740311870634,B,-86.57577710065536,-76.26055382432689,-32.78508040518771,C,1
26-35,Veteran,Other,E,E,-24.44677141495897,C,7.528846675282697,59.80689903302125,-128.4682125847314,D,0
51-65,No,Homosexual,D,B,82.59109438080262,A,3.8561933222706077,174.8428641365688,27.871313858371515,E,1
36-50,Non-Veteran,Heterosexual,D,A,30.667693254798316,A,-97.87849385813546,104.43706396536842,-84.7597004033927,B,1
36-50,Veteran,Other,C,E,-31.377621351004652,B,-27.15135270777737,293.11560023308465,-38.17381854983333,C,1
18-25,Non-Veteran,Heterosexual,A,C,163.325230122533,A,102.22241255964126,-27.862624371935446,134.1870459552125,E,1
26-35,Non-Veteran,Other,E,B,180.659834038764,A,-6.321859977585613,-63.81509505802375,-6.627770198854593,A,0
51-65,Yes,Other,B,B,80.9325140607668,B,-71.88056801596244,57.87157278869177,-180.4881576639989,C,1
