age_group,SEX,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,target
65+,Female,E,D,C,15.742904729016585,B,C,-52.9647359457989,56.08884235764185,B,0
65+,Non-binary,D,A,C,-67.52577588968235,A,B,50.185145769871255,-79.22211824982614,B,1
18-25,Female,B,D,B,-66.86585900924462,C,B,-42.711412769959274,-14.176341035573813,E,0
65+,Male,D,D,A,105.47133596560589,E,A,52.60059682482614,186.4122020480873,B,0
36-50,F,E,E,B,-12.338195378534177,B,C,57.519170170477054,137.2409352518711,B,0
51-65,Other,E,B,C,-93.40425281981616,B,B,6.550054537150185,-120.82243956440935,C,1
65+,Non-binary,E,A,B,-7.388264007686951,D,B,-127.58815141371657,131.2282531705708,D,1
65+,Non-binary,C,B,B,153.27521465868165,E,B,-150.03947994448174,-105.9414686838589,C,0
65+,Female,E,E,C,280.9333328191941,E,C,-11.728456556360122,-87.78376750845456,A,1
26-35,M,D,A,B,105.12683204018383,E,D,-94.51274139928917,119.8530061875791,A,1
51-65,Non-binary,E,D,C,92.88242125082701,E,B,-46.55504319626867,90.29094291922341,B,0
51-65,Other,A,D,B,113.2910932593735,D,C,-55.99566349610859,60.222449627876706,E,1
51-65,Female,B,D,C,26.473331591746195,C,D,58.01627404612133,-183.00699075692063,A,0
36-50,Female,D,B,B,-17.456305314820224,B,E,131.4732120928133,-31.203306629155758,B,1
26-35,F,D,B,A,-31.063748393201244,D,E,117.6500497083963,-15.078752885365097,D,0
36-50,F,C,E,A,172.86727896137987,E,A,57.16915853933138,-9.064523379717143,C,0
18-25,Non-binary,E,D,A,159.67431316427937,E,B,62.98225023375591,-28.08903226134738,E,0
36-50,F,B,C,E,20.384333020046046,A,D,70.05810942131791,-124.3537782663156,B,0
65+,Male,A,C,B,15.265372719096963,D,B,35.40609031306008,124.55809850455837,D,0
18-25,Other,B,B,B,-27.175327696676455,C,B,-147.02906185436672,135.86126116778289,C,1
36-50,Non-binary,A,C,A,-12.729011266826337,D,A,-145.84554829018654,-135.31163569606161,C,1
26-35,M,C,E,B,-23.002445422666682,E,E,-42.56788758094433,-43.75724630073041,B,1
36-50,Male,E,D,D,65.94934881820718,D,E,78.89223118563609,-22.96768012192903,C,1
26-35,Non-binary,D,B,E,31.28447396765787,E,D,-63.839941306476774,-29.739450528216626,D,0
65+,Male,A,E,D,44.320396696903,E,C,-33.34817109411535,76.62287965276711,C,1
18-25,Male,E,D,E,22.71798472775372,B,D,-65.21564010686815,10.35372364569072,B,1
18-25,F,A,D,B,169.89533962891255,E,D,-71.52039657415591,66.96001946083979,B,0
18-25,Female,B,D,E,-44.85199434469706,A,E,-89.42274801804575,7.294534727029214,E,0
65+,Other,C,E,B,85.64443073040657,B,B,-3.5112637410347416,78.60682428889199,C,0
26-35,Non-binary,E,E,D,-177.37404887657556,E,C,-62.47537619105632,-51.55611625961304,B,0
18-25,Male,B,D,D,-86.47620836121375,C,C,142.9774864539673,41.94377290501561,E,1
26-35,Female,A,C,B,-131.52061133897806,A,B,-110.528745352854,-181.38276944488956,E,0
26-35,Non-binary,B,D,A,17.52065450609499,E,C,206.47478921970009,-64.15640406044096,E,1
51-65,Non-binary,B,C,A,178.65801754724043,B,D,-74.71042826927517,-123.89092369180474,C,1
18-25,M,E,C,B,221.441382698628,D,A,-111.76022926061194,-33.12726492548856,D,1
26-35,Female,E,B,A,78.3754459545297,B,C,-42.03582370592278,86.31638170785233,C,0
65+,M,A,D,C,21.754378658426507,B,B,-114.99352303944963,-0.44495212652453525,E,1
51-65,Female,C,A,E,-114.0203455222215,C,E,61.300688250686655,-79.2968453551974,E,1
51-65,Other,B,C,C,-141.9807256468113,A,D,-29.379548029077686,-49.45125046062607,A,1
18-25,Female,B,B,D,57.11564549134589,E,A,-41.51845263232328,0.5938624228363244,A,0
51-65,Female,E,E,B,50.09691740541202,E,C,76.4451738625643,41.55020249548561,B,1
36-50,F,B,B,A,-148.86893572054188,E,C,188.90320360231303,68.85302473530814,E,1
18-25,Non-binary,E,A,D,-207.06928299081383,C,B,-98.52975809426111,140.892603616475,C,1
51-65,Non-binary,A,E,A,48.10951220421455,D,E,70.87598733427265,-118.5118604843964,C,1
65+,M,B,D,C,58.64270449082765,E,B,222.14143766025072,-56.047778536582186,B,0
36-50,Female,B,C,C,-97.64965657533867,A,C,109.58538494222898,101.80538385528199,D,0
51-65,Male,E,E,D,-134.57182333557762,E,D,17.943448367097588,71.82766822707028,D,1
65+,F,B,E,E,-25.075273793938713,A,E,238.68323052939263,-106.78538379431437,E,1
51-65,Male,A,E,A,104.64685339074227,C,E,-102.11210938543613,-77.42029363386,B,0
51-65,Female,D,D,C,-74.11206762579383,E,D,-31.828114581458983,-15.949305508309571,D,1
18-25,Female,B,E,D,98.51105405284522,B,B,-59.70278117408158,52.57039332484139,A,1
65+,F,E,B,E,-42.41359514465764,A,A,44.895549594638105,73.19598950681846,A,1
65+,M,C,C,E,-129.9138070624466,A,C,-69.09999820679388,-103.85673859569778,A,0
18-25,M,B,B,D,18.20089217920166,E,C,-54.0231145913642,48.77184331146868,B,0
65+,Non-binary,A,D,B,27.35956921222066,C,C,12.374860987792443,88.59608038908486,D,1
51-65,Male,C,C,E,1.3788030656733365,E,D,43.552506847236245,28.527778061588876,D,1
65+,Non-binary,E,C,C,-150.76602725655576,B,D,153.15011275761967,83.60754914240863,C,1
51-65,M,D,C,B,45.24619547571039,C,E,110.35679499709174,35.57964645087284,C,1
26-35,F,B,C,D,3.072483996987878,A,E,78.11652975424403,42.93226222328247,C,1
26-35,Female,C,C,D,-142.63441489963543,B,C,44.96203032724808,-67.88224014447982,E,1
65+,M,E,C,B,146.083635856459,C,B,42.32846744085197,-189.29476187424964,A,1
18-25,Non-binary,C,E,B,-50.57983612988603,E,E,-148.12583524117076,-84.79432652922605,D,1
26-35,Female,D,E,E,49.40515283215811,B,A,122.42733109104782,-91.30618169845252,A,1
36-50,F,E,C,D,-124.46831448772349,D,C,-100.81829725839171,-66.27075478877316,C,1
26-35,M,B,A,B,-44.582545588234815,B,B,87.71490437725001,66.90210090593696,A,0
26-35,M,C,D,B,17.148127379334362,A,E,37.31780474389102,27.201565188036554,E,1
26-35,F,A,C,D,-72.37590714116855,A,C,165.34839065386853,62.36451140790415,B,0
36-50,M,B,B,E,-214.34060411192988,E,D,-10.96656497864523,-56.558125045826856,D,1
26-35,M,E,B,E,-2.288233154060676,D,D,-78.62064136643082,-12.87345317371567,A,1
36-50,Female,D,A,C,-18.838101692070857,E,E,7.774699205899567,2.97570923238871,C,1
51-65,F,D,D,E,69.32565909363277,A,B,-11.272343357724873,28.41877378183956,B,0
26-35,M,E,A,A,79.4633478722261,E,C,16.36755511149847,9.604660578239619,E,0
26-35,Female,C,C,C,-195.91499696308793,A,D,21.671955654595347,-36.054559774732375,A,0
51-65,Male,A,E,C,124.8316824479736,E,C,37.626230388253234,-153.57998989103118,B,0
26-35,M,A,B,E,-52.04287220736749,A,E,140.61860043024618,54.636705180299636,E,0
26-35,M,C,E,B,26.749106147091677,A,A,-187.0465727430016,-272.63752114214265,D,0
65+,M,E,D,E,-69.86978386470084,B,C,21.774097876753643,-77.15906434399655,D,0
51-65,F,D,C,D,86.05761681320394,B,E,137.76840213666537,-72.85890965586472,B,1
18-25,F,D,D,E,65.25179526084021,A,A,1.8516350332963154,12.534963439515126,A,0
51-65,Other,B,E,C,-120.58189521247003,A,D,32.74990483596885,-101.47659040455643,E,0
18-25,F,B,B,D,-93.93544352680114,C,B,71.0213896215309,117.86100115786542,A,1
51-65,M,D,A,D,-26.139133831550392,D,D,-57.06993291032023,-166.2037601969457,B,1
36-50,M,A,C,E,-119.18550771639072,E,B,-105.28590355278224,183.59580640164285,A,1
51-65,Male,D,A,B,-12.947279738065998,D,C,-100.03061735823601,11.636219042467186,A,0
18-25,Male,B,C,E,41.404368366194525,A,E,10.519665422862767,88.56254158577357,D,0
18-25,Other,A,D,C,-27.20557441837817,D,C,-35.491100917577945,21.852472295054433,B,0
26-35,Non-binary,D,D,A,115.25541757242581,A,E,-33.999337053298646,-118.70248513562156,B,1
36-50,Non-binary,E,B,A,-96.38152358277348,B,A,-51.43445091250142,-126.65511501008442,C,1
65+,F,E,C,D,71.21513783797602,D,E,88.525726447157,106.46805732641012,D,1
26-35,M,A,A,A,12.645651287040307,C,D,-94.84815287810332,-35.2107346735507,A,0
65+,Male,A,C,D,-74.04357248254408,D,A,-233.29252571998373,146.19391920539798,B,0
65+,M,E,B,B,25.849517508424864,B,E,82.80680451682495,-61.842252914536125,C,1
36-50,Other,D,A,D,144.45150090877078,E,D,-7.079679489822835,-83.88550726244866,C,0
36-50,Male,B,D,D,37.130030808963156,E,B,44.503578006695896,-64.76323182198855,C,1
65+,Other,C,D,D,-86.28118047819949,B,E,39.90387466479771,55.802713215629005,B,0
18-25,Male,A,E,A,-120.1981263482487,A,E,7.8638264612098885,68.24195914485016,C,1
65+,F,A,A,D,3.091198506864012,D,A,105.06296981174587,-210.34985187338015,D,0
36-50,Non-binary,B,A,B,256.6215428129961,C,D,29.61998924460751,-86.57018252668529,D,0
26-35,M,E,E,B,54.944495492346036,C,E,-195.98137537871534,41.542958811349,D,0
18-25,F,E,C,B,-178.70823169782676,D,C,-172.4352503029721,81.59175254006705,E,0
51-65,Male,D,E,D,-84.50832658791207,B,D,-48.20606232496134,-161.79541997343588,B,1
18-25,M,D,B,D,250.68367898051088,D,B,47.300187186899045,-32.15938494445846,B,0
18-25,M,E,C,E,78.24391978267244,A,B,-22.905915222841635,-10.758825037845842,D,0
51-65,Other,A,D,E,198.9113710367802,E,A,-42.73370257132738,9.975426568468283,D,1
26-35,Female,A,A,B,53.191809541512114,D,A,-73.66956914400453,-46.38036780409248,A,0
36-50,Female,A,C,E,-15.618636656873907,B,D,146.29644112964192,-132.02277625162026,C,1
26-35,F,D,A,C,-39.780730701051596,A,A,37.89141483836058,-90.9966655079309,C,0
36-50,F,C,E,D,112.40092982946477,B,D,-61.32599769540615,78.82298103405368,C,1
26-35,M,A,C,B,-68.98199013634593,B,B,58.20199981376844,25.474477743313084,D,0
65+,F,E,D,A,5.0408730578473895,A,D,196.64105092089815,93.93884270908029,E,0
36-50,Female,E,C,C,-114.08701752765766,A,D,231.87618743332058,58.954989626479836,B,1
51-65,Female,A,C,A,200.77220540220094,A,E,-50.96690513435893,173.6922079809156,C,0
51-65,Male,A,D,C,-48.142361125513546,B,D,12.97991628656034,259.1336379410948,C,1
18-25,Non-binary,C,D,D,-48.074194911804355,A,B,-168.52414667995058,-10.14301523602776,D,0
18-25,Non-binary,D,B,C,-50.63611099633667,E,D,29.956965936121094,59.22308122020733,E,0
36-50,Non-binary,D,D,B,-193.230953281398,E,C,143.67563714103318,4.631163254969072,D,0
18-25,Female,A,A,B,-22.69570263527596,B,B,-34.42995674267037,147.26617464777556,C,0
36-50,Other,C,B,B,79.50783743937802,D,C,-76.4857897175837,71.24662131036975,A,0
18-25,Male,C,A,A,33.744679506180795,E,A,51.97430796822991,-14.495638951683182,B,1
51-65,Other,D,A,E,11.006022855163781,B,D,-96.4802695541164,-96.83213221444382,A,1
26-35,Female,E,A,A,48.19206626859553,E,B,92.56398255870286,108.92109088115964,B,1
51-65,Other,A,B,E,46.29675477769194,C,A,111.50232023175649,42.422592723926414,A,1
65+,Other,C,C,B,-102.96109655649582,B,A,-36.652229398965844,16.60449652433526,C,1
65+,Female,B,D,C,-2.932504028644169,E,C,17.01896650110965,-120.76046202584723,B,1
18-25,Male,C,B,A,-83.90179725247292,B,A,3.1838439256948576,136.62473865770593,B,1
36-50,Female,B,E,B,-48.210446543952834,D,D,59.835793830288154,-45.97611944676254,E,1
51-65,Male,B,C,D,-12.719600460878036,E,D,-87.01403790644218,5.239585844176154,B,0
65+,Female,C,C,B,219.08056575158307,C,D,29.198821827531958,-38.35509692114502,B,1
18-25,Non-binary,E,B,B,-80.98353064168823,D,A,-151.90502923648367,-73.94556653491,D,1
26-35,Non-binary,A,D,C,177.89993702993468,C,E,27.082588383358384,-39.94528668334057,E,0
26-35,Non-binary,A,E,B,-118.32260759761711,E,B,14.456941626934377,-123.32333601274412,B,0
51-65,Other,A,A,E,28.018338784157535,D,E,-168.82860041722242,5.443290568744273,E,1
36-50,Male,A,D,A,150.15375288081282,E,A,-2.6873890891084167,-85.05084047972368,C,1
51-65,M,A,D,D,-15.710253365669555,C,E,-5.777636243469423,-70.76699107043864,B,1
36-50,F,A,C,D,103.60270780370928,C,A,66.05088641469244,55.45631194149294,A,1
26-35,Non-binary,A,E,D,196.47743919835398,B,B,-59.53850446449128,-22.736250582550728,C,1
51-65,Male,D,B,B,-331.4635647372604,B,A,203.21157336873,-8.381197937300165,E,0
65+,Non-binary,D,E,E,4.642463907919511,A,E,-258.2054500824031,34.65504263277497,D,1
36-50,F,E,D,A,54.92197217746201,D,C,30.049675169228173,182.43853356313815,C,1
18-25,Non-binary,C,A,C,74.70032709311046,E,E,-180.92129162997045,-77.39548731864686,A,0
51-65,F,B,A,B,60.35635100201995,D,B,-55.84337554736605,-111.50856828591324,D,0
65+,Female,C,A,E,-64.48448660470069,D,C,86.3961180105629,31.81889894572804,E,1
26-35,Other,A,E,E,-47.13951418688341,B,E,37.65846863088974,84.55569619569664,E,0
26-35,Male,A,E,A,-39.970867999186524,E,B,89.90190210906557,-115.57380471134671,A,1
65+,Other,D,A,C,55.4493735035947,A,A,-56.352175294257755,53.89850430485388,E,0
26-35,Male,C,D,C,46.80295026078542,B,E,32.706240031802885,38.931861222647825,D,0
36-50,M,D,A,E,-16.61732371081887,D,E,79.99981653128881,130.49099992870646,C,0
18-25,Male,A,B,D,26.498131965058114,D,E,-26.20253400499859,-48.36615986277879,C,0
18-25,Non-binary,A,D,A,-51.52573644301726,D,E,-61.70165462490424,-41.272334456050906,C,1
18-25,Non-binary,B,A,C,-29.88887604538158,D,A,-33.53511975628234,287.0084895669423,C,0
36-50,M,B,C,D,-23.721206784367688,B,E,82.52926785118271,122.25185773805971,E,0
51-65,Non-binary,E,E,C,-3.74901789340113,B,E,-15.066430343562018,66.43040961938496,C,1
51-65,F,C,E,E,161.62393915857217,C,C,52.580881610594496,-46.18281965751878,A,1
18-25,Other,D,A,B,-1.4666383311973101,B,E,-31.62379061833043,-109.29405551141467,A,1
36-50,Female,D,D,B,72.86152262257175,C,A,-36.541616825234584,-74.28229634188598,E,0
18-25,Female,D,B,C,-31.352971717717367,E,A,-68.24225234288811,35.22634810003884,A,1
26-35,Non-binary,C,B,D,139.2731892325344,D,D,-40.8359459261607,-84.89495482706809,B,1
65+,Other,E,E,D,-119.37000148253578,B,B,53.46844199157359,209.84454379231482,C,1
26-35,Male,E,C,A,48.55479541921074,A,A,7.75211682043017,74.92527615476236,A,1
26-35,F,C,B,E,25.764475757024087,B,E,-4.663160638631063,97.08034409351079,E,0
51-65,F,A,C,C,-37.30066878898324,B,A,67.82513015657747,-66.29200513600787,E,0
26-35,M,A,B,D,178.07939806380315,A,A,54.038756754260156,-51.109175497361356,B,0
65+,Male,A,B,B,37.59683806862281,B,B,-52.75201538450046,30.52548067053306,B,1
51-65,M,D,D,E,-17.795304849665392,A,D,45.453453322326716,-40.777695576569236,D,1
26-35,M,A,E,A,-130.07736937263334,B,C,90.66133167473993,-119.82567859599831,E,0
36-50,F,B,B,E,-14.615299465116905,D,E,-28.03970348871519,4.798987877008278,D,1
51-65,Male,A,A,C,197.2961231662778,D,C,-93.86661409682631,124.71250557972067,D,0
36-50,Female,B,D,E,-85.40553687387478,C,B,42.90722906161237,-30.114205796674938,B,1
26-35,M,B,D,D,16.87026149718978,B,E,145.53838139328013,-7.7704260643462115,B,0
65+,Non-binary,A,A,A,28.931812497772334,B,D,14.414068969592522,-24.471694549592097,C,0
65+,Other,C,A,C,-56.08673325636825,C,C,-90.93976448740882,-13.162975335801692,D,1
18-25,Non-binary,E,C,A,-101.55803581052638,B,B,50.84323533016568,82.58958912461361,D,1
51-65,Non-binary,E,D,D,0.18248301235528513,B,D,4.094849162903853,-62.712710644888666,C,0
51-65,Non-binary,C,A,A,161.35436387118665,C,E,-44.06364224613078,136.02551345190085,A,0
26-35,Male,E,E,B,-279.99110306159525,D,B,-36.36242706289319,-48.00161532420225,A,0
65+,Non-binary,A,C,E,100.99133706358288,B,B,59.6309861408771,143.85996468419745,D,1
18-25,Female,D,B,E,42.565966739461444,B,B,-11.15376079502104,-138.1486334518673,A,1
36-50,Other,D,D,B,222.80860073576014,A,B,-121.48464178696892,70.9777613139703,B,0
26-35,Male,E,A,E,-68.72533508031802,B,D,67.27737140269032,151.75152613236443,E,1
26-35,Male,D,C,A,-84.58058939016531,E,B,-90.18461377930613,65.82969659995028,A,0
26-35,Non-binary,C,D,C,76.03714545389396,D,A,-86.3218986560359,20.957878891619714,B,0
26-35,Other,E,D,B,-176.66866305453019,B,E,-28.056446801068986,152.79536766929337,C,0
18-25,Other,B,E,A,-54.073573118841814,C,E,96.85921212434792,-71.27050408007948,A,0
26-35,F,C,E,B,74.6665850021688,D,A,-3.400543024058997,36.860440285930665,A,0
36-50,Other,B,E,C,9.46553724655111,D,A,-7.242769286665589,-111.37347432333593,C,0
51-65,F,E,E,A,121.88754041058667,C,E,166.40401791297862,92.13140447887504,C,1
18-25,Other,D,B,B,109.2406150103222,C,D,175.9652541465333,-8.956272374081758,E,1
26-35,F,E,D,E,-24.087905886460863,C,A,-31.94535593864011,-16.417042379138785,B,1
18-25,M,C,D,D,99.04332963544205,D,D,-52.41516879815726,-58.176260081604056,B,1
36-50,Non-binary,A,A,B,-28.743357455566677,C,B,116.24373738298932,-51.42713006587202,D,0
51-65,F,D,C,D,46.590072639470016,B,A,-156.3893591978239,69.77635826450877,C,1
26-35,M,C,E,A,-88.52922722523043,E,E,57.213100528290816,-30.04103622290122,C,1
51-65,F,D,A,D,43.57327709528246,B,D,2.3677515018348583,-24.037671401216336,B,1
65+,Female,A,C,D,148.50344276631907,B,A,-45.09855187984372,68.34146680821812,A,0
65+,M,D,C,A,66.07902130710674,B,E,17.934296389682903,65.21221719225156,D,1
26-35,Other,C,D,C,-96.25405355739969,B,A,134.66320027072018,99.72840964282574,E,0
36-50,Non-binary,C,E,D,-90.82770930729536,A,D,-41.19541386092223,34.82272432100031,D,0
26-35,Male,E,B,E,113.37869317180377,B,D,-119.25035709756729,120.3977789298929,B,0
51-65,Female,C,E,D,88.9511467723618,A,B,110.80787131836655,-135.13690326919746,C,0
51-65,Other,A,E,E,138.69385994888162,A,D,-57.85188348899333,-21.882002690938123,B,0
36-50,Non-binary,C,B,E,-19.67849786540916,B,A,-4.444815814500083,135.71148231730763,B,1
18-25,Female,D,D,E,120.45993132596753,D,C,-132.05150389244628,198.8111553581363,A,0
36-50,Male,E,A,E,-76.48902156295459,B,A,-41.04923924748053,-49.168458322209325,A,0
51-65,Non-binary,A,C,D,81.29900373154086,A,B,74.59484283444596,49.302656115567096,E,0
65+,Non-binary,D,A,E,22.12642737013501,A,C,122.33318704210924,-6.475836896051438,E,0
18-25,Other,C,A,D,-69.87359521253188,C,D,-59.97064859521654,62.073862387084354,D,0
18-25,Non-binary,B,B,A,-36.16287546181517,E,C,-100.57442745068583,80.55152224735123,C,0
51-65,F,E,D,C,-129.56079572656074,D,D,-27.041651600742767,107.31700483751607,A,1
26-35,Other,E,A,E,18.33094611871459,E,C,-44.73689443326747,-77.6881883638,E,1
26-35,Non-binary,D,B,B,-36.817779023322736,A,A,-106.14286420541075,45.87411098868336,E,1
36-50,Male,A,A,B,17.997569669059605,D,B,78.05396700552882,2.973114009677706,D,0
51-65,Other,B,D,E,40.151089729623706,B,C,56.68056678804773,123.15791550135124,C,0
18-25,Male,A,C,D,-27.330347961392754,D,E,7.319856033586014,-40.909021730485684,D,1
18-25,Non-binary,D,A,B,-131.42745949789398,C,D,-4.944891517239798,-60.2214481842651,C,1
65+,Male,C,D,A,64.25541455247837,C,C,-34.24705502904219,-29.166295194768466,C,0
65+,F,B,A,D,-289.2208097100878,E,E,70.42305150662823,-8.684878064458978,D,0
51-65,Male,E,E,B,2.8848148930638984,E,D,-27.199537884945098,1.471375731056928,D,0
51-65,Female,D,B,E,35.14187317609404,E,A,71.3020323661709,70.36886952874943,E,1
36-50,M,D,E,C,27.073309481381568,A,B,-188.30494549202717,-32.13582733012744,A,0
65+,M,C,E,E,101.42476702984797,D,C,-109.50806541634552,-91.54803834270069,D,1
36-50,Female,D,D,A,222.41939248202783,E,A,-64.5776296691573,-112.08490653731016,A,1
18-25,Other,C,A,A,-33.82374657250197,E,D,-0.6980881591808559,-191.46226434166678,A,1
65+,Female,C,A,D,-129.42834646124123,E,D,164.03370537374056,-82.35518955578331,B,0
26-35,Other,C,E,D,-27.559944390211342,D,D,-73.08967085871139,33.453817483285384,B,0
26-35,Female,E,A,D,48.61089943307829,E,A,-26.766523263447752,-59.4222637172026,B,1
18-25,Other,E,B,D,-4.141042934242041,C,B,21.18353145700147,-54.23240001214599,D,1
65+,Male,E,D,E,-46.67013531029697,D,B,49.67255119955784,170.82810868060983,E,0
36-50,M,C,D,C,-144.34791800135758,E,E,-50.59700093029173,-53.13011467834142,D,1
51-65,Female,E,A,D,-46.56124560691431,C,B,63.58097574726318,56.624583350641025,C,1
26-35,F,D,D,A,5.9582421121405185,E,C,-95.94184668939685,113.70365769669223,C,0
65+,Other,E,B,A,45.5830529275344,B,C,-42.23185873473415,-53.481465265248694,D,1
26-35,Other,C,B,E,-72.15306672695162,C,E,-49.95560749139553,-21.94649103107756,E,0
26-35,Female,D,C,C,-102.51554702898913,D,A,-207.2587270346303,140.48725216898615,E,1
18-25,Male,E,E,D,127.67291733660706,C,C,-254.7662588041123,-7.162476260967582,B,0
18-25,Male,B,C,D,117.74759832338167,B,B,169.78084712701246,19.548998392156108,C,1
51-65,M,C,B,B,12.948123184313742,A,A,84.05076272802914,-107.65974642651295,D,1
65+,Non-binary,B,A,E,-26.502947709743186,A,B,-54.58761934961217,23.788592510536784,E,1
36-50,Other,B,A,C,43.235987704119836,D,E,93.30058801101731,-63.475361150257385,A,1
65+,Other,B,B,C,72.28576253520941,C,E,-7.005849836831375,95.33176220374482,E,1
51-65,Female,B,B,D,-90.72227620782668,D,D,106.5223053438644,152.34470226446427,D,0
26-35,Male,E,C,E,17.129178079334572,A,A,73.80788732919402,-28.556404821750302,E,0
36-50,Female,A,A,A,-69.0973495783858,B,C,197.63803491245596,164.27544361412737,E,1
26-35,F,C,B,B,-92.62612363221386,A,C,-39.90323295811336,16.257504768090627,A,0
36-50,M,E,D,D,-44.463013349581594,D,A,120.76014864732463,132.87603064631125,B,1
65+,Other,B,C,D,18.704463601345385,C,E,100.80388720011916,-177.37116081932928,D,1
26-35,M,B,C,B,19.7321699427171,D,C,-88.73927766286211,-49.832648684338956,C,1
51-65,Female,A,E,A,37.325168707553956,E,B,23.550006430458687,-26.88297712331546,A,1
65+,Non-binary,E,C,B,-13.140408077951687,B,C,2.82327549187738,-141.77743279551584,B,0
51-65,Male,B,E,C,25.761207915943867,A,D,94.33264187786503,-147.6841393670321,C,1
36-50,Male,C,D,C,-30.04799556938399,A,A,221.23031848075055,-90.79242193844136,D,0
65+,Other,C,D,E,-67.21438249527752,C,C,192.63860227089305,12.084894510273053,E,0
26-35,Other,B,A,A,42.778737779106315,D,E,-73.87975837815888,122.26193329631572,E,0
65+,Female,C,B,A,-89.47068155926476,E,B,-68.39798105966631,96.90604306472454,B,1
26-35,F,E,D,D,-40.38408261571503,A,A,-9.360630934666705,-52.088408161854204,A,0
36-50,F,C,C,E,-136.96134420728688,B,D,153.00133557785364,66.84033671527332,D,1
51-65,Other,B,C,D,-86.9313338373435,E,B,-67.23199220034954,0.9889398853764482,E,0
36-50,Non-binary,A,D,C,112.09673957035571,A,A,-226.193419018947,-15.908458740992748,B,1
51-65,F,D,C,C,59.99631557275317,E,A,-6.546096756302773,1.616636628548851,A,1
26-35,Other,A,D,B,-32.156456933024984,A,D,-122.78660943801557,191.5976769655471,C,1
26-35,M,E,A,B,111.66089736811351,D,B,14.51755515326662,-45.351976513884885,D,1
36-50,M,C,B,C,9.593000858382148,E,D,-77.58737566708899,33.68603187569628,A,0
65+,Male,C,B,B,49.67853608562839,C,E,105.86476935232243,-49.26466184699084,C,1
36-50,M,A,C,A,-56.917284512433795,E,E,-109.38745201870069,-56.55880482240543,E,1
36-50,Non-binary,A,B,A,23.6414917346806,A,E,65.7401753767043,-158.1436154721232,C,1
51-65,M,E,B,B,99.3540420991573,C,E,-122.7333731866852,1.4080856016542984,E,0
18-25,Other,A,A,E,96.20429766765909,D,D,73.90590862213412,43.04334518470452,A,0
18-25,F,C,E,E,-55.325582578525925,E,D,114.9638361963871,72.40030574748214,C,0
51-65,Female,A,C,A,-19.785578171435255,C,B,193.39499926358306,-2.668731261072291,A,0
18-25,F,D,E,E,-40.392623393574425,C,B,-77.82825415250785,-258.9512387553599,A,0
36-50,Other,A,A,B,-181.48011338251965,D,A,-42.89142712029058,35.22446368554802,C,1
65+,Non-binary,A,D,C,-64.65254664984536,E,C,-131.5357074496653,-15.095273053261183,C,1
51-65,Male,A,A,B,49.484813908532196,D,A,92.94611127188058,-74.46574756825997,B,0
26-35,Other,E,E,D,60.47358039865103,D,C,-84.19838129528398,-15.157568021589169,A,1
51-65,Non-binary,A,E,B,-19.803386397521187,E,B,2.04497700497157,-67.59526539045343,E,1
65+,F,D,B,C,-61.64492018133863,A,D,61.33748345616623,-50.86242178430339,B,1
36-50,M,A,C,C,58.661353657808256,D,D,147.3919462469309,28.124326812115076,A,0
26-35,Male,E,C,D,26.689096339696334,E,B,-10.639030857636813,107.08373350762477,D,0
65+,Other,D,A,D,-36.61872650796622,E,A,-95.19450102989772,-81.35344953863546,B,0
26-35,Non-binary,C,D,B,29.94703224737476,E,B,-76.7464800551898,118.56860643234357,E,0
65+,F,E,D,D,-41.608751737901386,D,C,-197.38223561176972,-16.96066953169251,B,0
51-65,Non-binary,C,D,C,39.28001233272029,B,E,53.62184750757804,-124.60226971641133,D,1
18-25,M,E,B,B,22.63156727888673,A,C,-32.19810187184769,42.321083633389264,E,0
36-50,Non-binary,A,C,C,112.65470453225348,C,B,38.50939300057591,61.810533968644506,D,1
51-65,F,B,E,B,-4.667568405324351,A,C,112.8371094965622,55.01335050844067,B,1
65+,Non-binary,E,D,A,61.8400422638066,B,C,-101.75328677889344,13.307319944861884,A,0
51-65,Non-binary,D,A,D,38.86587466662666,A,C,-123.83034174589937,-35.721891720502136,C,0
65+,Non-binary,E,E,D,-16.057224898911528,C,A,-7.170138453026127,-223.95182714770377,B,1
36-50,Male,B,B,D,22.656181597684796,D,E,-224.51530706304658,-108.54972681864706,D,1
51-65,Female,C,E,E,-36.51105194344071,D,A,37.49178398888972,-37.12978953942208,A,0
65+,Non-binary,D,D,C,-94.08635160386638,B,D,-35.11483983375381,69.11498555782623,D,0
51-65,Non-binary,D,E,D,98.59526619028341,D,D,28.340414863741188,96.24631122130053,A,0
65+,F,D,A,E,237.99109021843762,D,B,32.754800750737715,8.893393189376217,E,0
51-65,M,B,C,B,-43.292486994168264,C,B,27.393006413739872,-109.76662406995072,B,0
51-65,Non-binary,D,B,B,-101.98373091683635,E,A,135.29936357914787,59.32296533496619,E,0
65+,Non-binary,D,A,C,-49.830142600434215,E,D,-50.91637745873122,-99.14420375321329,C,1
18-25,Female,B,D,A,-226.4036982238453,A,E,29.53023054974832,21.37352838657758,A,1
51-65,Female,E,E,C,-201.98291166177776,A,A,21.351098565177583,-41.91586656495993,E,0
65+,Non-binary,A,A,D,-17.081752435073103,D,C,-41.17886472521428,-84.05669855629179,E,0
36-50,Non-binary,B,E,A,176.0119885987653,B,C,22.68696966864501,-112.89803776020509,A,1
