SEX,sexual_orientation,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,target
Non-binary,Homosexual,41.67339626395237,-157.11348815484521,A,D,D,93.3911322935023,-64.06755616438271,A,184.49269630483033,152.10597591168687,124.30792061202366,153.23422188867087,-169.46971624921133,A,A,D,25.167501912239814,D,1
Other,Homosexual,-49.904543810410246,-42.98951532450412,C,E,B,63.89513240449472,60.42030160871028,A,-1.1634059019897824,-77.41509430267361,-46.7649591897152,162.56804789251083,115.92066254976297,E,A,D,87.56795199648344,A,0
Other,Bisexual,36.72722394884254,-3.243729189589093,C,A,A,-68.51544184560612,1.4154506066568473,D,92.85224381527932,-13.692416775479083,-49.14990079672603,-179.803550347587,-7.811393976851827,A,B,A,33.81743332465175,A,1
F,Other,4.387078503440596,1.3363261129442654,B,E,D,4.583626367345213,-62.69867930090206,D,-110.28954122321004,8.253261669553536,89.1860160443473,59.41239553029014,6.088714232999725,C,A,B,-150.00964951811793,D,1
F,Other,67.69033621712292,-91.3821335154122,E,B,E,91.99704310629585,90.00313797697301,A,-32.17628375192895,-8.103391423023021,74.60678713628906,-33.7483820604944,35.75631076215392,B,A,E,47.59527173929649,D,0
M,Other,-64.91622964154718,22.686693195555215,B,B,E,-166.9813407681413,-108.95356237088063,A,-126.5548733770568,5.389516571598816,89.27235030143362,-46.82572625246846,-26.705087012953694,E,E,C,-17.09878435294238,C,0
Female,Other,-8.553737742630215,-10.553528254970624,C,A,B,-86.52507484644254,-172.6827947848918,D,28.34829397367244,-49.25648362564236,119.3050193252118,237.15493642752853,8.049433274850646,E,A,D,-103.44197669426364,E,0
F,Bisexual,86.22100347283522,59.185658474268344,D,B,A,-29.812221820295328,8.057910312025145,E,-127.37109079686368,73.63637457671283,-54.76955385485759,-129.0397238213151,-53.674607600614145,E,A,B,57.21856036807037,D,1
Non-binary,Homosexual,29.944406521673038,40.01371756478038,E,C,C,36.49463291240937,-125.22547900572476,C,-38.98073244927132,22.91710047972445,87.10277606617318,49.151139521499,-46.505053394079724,D,D,E,48.59519397814648,B,1
F,Homosexual,-128.26001959832254,121.84294248287225,C,C,C,-81.22590711879538,-10.670407284581845,E,-68.40223680018359,78.76666950005642,-44.92733433898929,107.20469849987629,18.266761488218993,C,C,C,-114.27457318225254,D,0
F,Homosexual,-23.81087002550099,84.10462328873398,C,E,E,102.29988685945139,-160.08041580362274,E,-227.3764133406524,11.76018987832923,-29.21426076740301,-70.62242055205704,-18.834822010153278,C,E,D,-200.28890075456638,A,1
Male,Homosexual,109.94975030916483,167.05910921935,E,C,D,184.80220334067957,65.49471595503475,C,58.02682097996824,55.067116105323166,9.446968923362444,-155.82822032461328,-133.87691504325173,A,C,A,-30.98188116668818,C,1
M,Other,48.59788949712339,55.33761283397107,E,C,D,24.622333115546137,41.27822167718949,E,-68.67488507434184,147.9066206977057,52.745777816701676,-9.658186880339894,118.31003144186883,B,E,A,23.591011518530763,E,0
Female,Homosexual,-131.53117814325697,23.401169829623285,C,A,E,-80.94882669821764,5.578490359914287,D,-60.51228212818774,30.260098374876183,-125.2770877701312,90.42318914758194,84.53920389385094,D,E,B,91.74592341846906,A,0
M,Heterosexual,-140.33994075783107,-7.371704780873046,C,D,A,3.0334620957012137,-43.78801205669651,E,-18.16341909130797,23.378593893896877,110.89109681710165,44.0353097800301,79.32914805586068,E,A,E,-43.110105965490206,B,0
Male,Homosexual,-90.38763050668668,-32.94092153690433,C,D,B,-92.01763818894284,86.8103546672066,D,12.354991895686119,163.5715382197844,19.72742524383166,102.90310861512673,-47.80369529615415,E,C,D,19.598291552902616,E,0
Other,Heterosexual,93.62554698124845,48.30007980285192,B,A,B,64.09657908554627,114.69979585822065,D,26.73378977045639,227.2001167292939,3.176667767268487,-86.96047772178605,-0.4716930026581888,D,B,A,-125.50555120979428,C,0
Non-binary,Other,29.014156531010805,-94.08673421775636,A,A,C,111.74459110372672,-74.56337580677422,C,34.32249718990046,-41.18543795110283,-74.99949011270758,8.304573650751802,-14.522888873694692,B,A,B,57.80545564686672,A,0
Non-binary,Bisexual,74.66573806693648,12.85420566930765,E,B,B,102.75019634334201,98.32016329848601,A,6.965276332705613,-28.38866055934936,-183.48386859424892,219.85779352397415,-9.080984035280046,A,D,E,-61.809604114666605,C,0
Female,Heterosexual,-194.9636993607165,57.636048664461825,C,A,E,-56.75242285124021,-92.93377170461036,A,-79.7820974084801,-21.097971104381216,94.43503559362578,-28.679009720172505,-66.65075590066618,A,A,B,129.98845090131786,B,1
M,Homosexual,112.10694294985626,32.490571645211766,E,A,B,66.60024110823308,76.90430562379966,D,21.578961556547625,-29.58822066010434,-81.75282233323252,-167.7250708368373,-46.162709252545156,E,D,A,-21.203358238684018,D,0
Non-binary,Other,-108.90772421089387,36.07425699389242,A,C,E,-65.17974031914821,103.03793487188813,C,-98.95032287526192,12.848117750049305,71.94783392191212,89.60668013885441,94.7259928731795,C,E,A,51.598976051236846,B,0
Female,Homosexual,225.47730550363653,32.883034245561134,C,D,E,81.14240561024944,-68.51320313587117,D,2.7301736339141125,-123.00878972417621,63.98732295060717,75.55421211205845,-33.004484730328684,C,C,D,42.835270014161395,A,1
F,Bisexual,175.604726444919,199.58201805441982,D,B,D,67.7960175939387,-0.6275266632787773,D,17.025163082736512,-42.94281179317921,109.36156730732006,-115.39651248698924,-188.4390451079659,C,C,A,-44.5844123197816,C,1
Female,Heterosexual,146.63124466510914,1.1421761855378056,B,D,D,124.05274892233133,24.398726357217733,D,73.55839981668196,52.491087971042894,-18.415543943881108,-149.85374342895,-127.12045035068675,B,D,D,-8.306327309448914,A,1
M,Heterosexual,60.31012602382197,-71.5051981266313,E,A,C,77.82479948338033,4.189073179808585,C,34.61159323174583,-0.7848664428339249,-191.22778761304517,71.25973495311442,6.350166168472398,B,E,D,135.84424754563042,D,1
Other,Heterosexual,-49.24445612771503,22.550114408484703,B,A,B,70.66242790319292,-87.51148095237177,A,-34.26311679123927,77.55003059516532,81.99277957600714,19.81296052908025,-108.05986074086348,E,B,C,0.3578354697902217,B,1
F,Bisexual,-119.89104506117279,-6.154027143944454,B,D,A,-79.80974518302341,77.68057128882198,C,-81.27668962993117,196.32914257413069,129.7002672948971,-101.87849836387379,98.50965896470302,D,A,E,-9.672597132266954,E,1
Other,Homosexual,31.618557554644234,25.28685185891365,D,A,C,-117.43043968144798,-18.638257002983128,E,85.57869765465469,-61.55673058688347,-64.59068277217071,49.338821880987474,-31.02529598932614,B,E,B,48.4151868932897,E,0
M,Bisexual,114.16790014921045,-51.14363511578542,D,E,C,-43.69276453979634,-115.6183501299119,C,-156.42890483435124,-55.40651103053054,-69.69686880068596,69.50979317404605,-99.65980002701671,D,D,C,96.28407416665434,E,0
M,Other,-74.74042090597105,-33.20409914601381,C,B,B,-101.3948320169303,-40.43173805945461,C,-43.154124090790454,58.46469702559794,-74.12495742491431,17.245782908636325,-165.39320956146247,A,A,C,-2.3179988432121723,A,0
Other,Other,72.65900378419357,87.11175902952469,C,D,E,180.342002362636,93.506384726107,A,217.57988459409287,23.370019556859127,1.8570469908574188,59.86736408910603,-72.43239879279085,D,D,B,54.47732495858402,E,0
F,Homosexual,107.07669993969779,-53.66376368184086,B,A,B,-13.092950176417906,104.19715735670539,A,35.692021474650765,67.69916754082473,58.67196881299932,103.45449315066892,-153.1678080419896,C,D,E,-160.8559226003853,E,0
Female,Homosexual,-75.89602274952841,-101.50171021297984,D,A,E,244.16570518266596,202.81968554306536,E,0.19218000164437224,-195.14904536083563,67.07304858355046,-32.57025867529451,-48.54088232837425,A,C,E,11.708018050950972,A,1
F,Heterosexual,-164.92412270059572,-22.294520978550615,E,C,E,-36.79010180803268,104.80491351915515,E,-81.84856570440553,-42.62841674405312,66.92674389679037,68.39397668436081,-27.64892442523614,C,B,E,131.92231663658416,C,0
Male,Other,-145.60600322325556,31.83107720482481,A,C,B,-92.6405984288056,115.54120907854801,D,-11.743979427716479,-77.6151439420843,-199.27873844723464,-121.69580939911391,4.071109589775955,B,A,B,-165.04082441025673,E,1
Non-binary,Other,53.60554231876047,-3.7875105298145404,B,E,D,49.56454226732805,-59.974349587528366,C,-217.4838787416598,12.79928175055232,-22.894711797598912,-38.32310757206695,-110.92299442273674,B,D,E,212.89951017051942,A,0
Other,Other,167.0451274739646,-53.03772734837329,D,C,E,-8.957788134821046,-74.9107431721867,E,-47.40412780116243,-30.314933169222176,-103.59611531799335,46.122333462850115,-123.01980293617774,E,A,C,-72.46806004360376,A,0
Male,Bisexual,-52.0857811767567,-66.3079932398518,B,E,A,-33.72692187287138,175.60192358627654,E,74.51990319778864,-36.72004068785843,37.21873038085168,20.586514120700635,-53.3667540481122,D,D,C,-17.507389247969087,E,0
Other,Homosexual,35.161573213359596,219.82685683639534,D,C,E,30.397458356227038,3.7722261132401584,A,-141.68451965124265,75.71265394096123,96.41134413018145,54.72241720354509,-4.623357092081895,B,C,E,159.45390021168288,E,1
Male,Other,50.757438867747915,23.74760094572399,D,B,E,-58.74526509274427,-55.90586322201037,C,198.37069518960223,-136.23891938841888,-98.22376948615758,-40.54090807690866,-20.321001541906234,D,A,E,-1.4064745523991091,B,1
F,Heterosexual,92.34697170720008,37.96191901848519,B,D,A,-107.05915465752646,-69.20729227597288,E,-14.064502955154584,-37.042533879042416,-95.23292681908265,-96.35996897861048,-21.01134859364376,E,B,A,-136.95478846280352,E,1
Non-binary,Heterosexual,39.89758444767759,28.7775613110066,C,E,B,-40.415419620343194,18.743557588368486,E,47.55417658260887,110.670828983587,-19.560803307554917,19.814142010363227,64.97768387330247,B,D,C,-325.1265137343602,C,0
Non-binary,Homosexual,145.67807781318658,-26.23761150842408,B,B,E,54.91297910446269,43.09642954148836,B,108.57022329137837,21.292564849440062,220.0738337890487,92.87473661033344,-196.11506988925896,B,C,E,-44.7210599888569,B,1
Other,Heterosexual,71.42803941228395,114.27308708760519,D,E,B,157.32300101430454,-0.7987648950946465,A,158.94112278599442,34.22842361612669,-61.82340067573728,-202.8506433197828,143.63929933996172,A,C,D,-221.60846115527843,D,1
F,Homosexual,-64.32241145056247,36.370336840777995,D,E,E,-28.498818765988798,-234.02525518669125,C,123.09657024899947,176.62651833457724,-9.447363508416657,1.4345299085947698,-82.06395205679698,C,E,D,-54.248058576950584,E,0
Female,Bisexual,-17.184109873655988,8.018227264670136,B,A,C,119.46035457390214,-152.87855076347256,A,5.833028340456633,-164.90902993384972,89.18633241113855,-49.288756266198135,-18.661321484891726,D,B,E,27.40308071256988,E,0
Female,Bisexual,155.90737795752668,-69.24102199905879,B,C,C,40.48864963938399,98.004615859996,B,-157.69018737548387,38.63269772665857,76.76410670835621,85.3866681163983,-86.32374414577326,C,A,B,160.6894473925151,E,1
M,Bisexual,120.25511798575278,-63.69873687776712,D,D,B,52.284526727156,-124.71144663305678,D,24.80615411691298,121.04250089016698,-42.60400151111974,-23.79221048201876,-60.44708607904591,B,B,A,106.31103358837667,A,0
F,Bisexual,46.65149525002914,83.64591804469867,B,E,C,-23.62916716962392,88.00569817830551,A,-12.848777301950607,85.95854425576785,7.220236956667314,118.98070455754169,-26.78262975998851,C,B,C,-129.6539974389902,A,0
M,Homosexual,-162.4469030552717,74.62742881510476,E,D,D,35.86813847973278,14.53018162676782,A,64.05831500606268,-268.39014908709174,56.65101756243073,-32.22129810325637,-13.594071817942597,E,A,B,-16.470249897276002,A,0
Other,Homosexual,-44.05148412518151,10.357621124557719,A,B,E,-52.02476131030075,100.88295822262938,B,-113.45547895881597,186.77962609326164,-87.67975328185916,-23.92350911493148,170.29769560789333,B,C,C,-70.66251562612183,E,0
Female,Homosexual,-32.48684904643695,107.06244569111784,B,B,D,207.124063548006,-84.11488132418383,B,247.92581135495175,43.75384554772952,105.71126486815687,50.78058238531327,-144.45525290034033,E,B,B,98.88703283158573,A,0
Non-binary,Homosexual,68.9640271774463,-136.39573964588703,C,A,E,88.3510257637346,195.8590464368467,E,71.10637358883024,-125.53528662338542,-164.4534021783173,-39.77182627754213,-7.504328797243868,A,B,C,85.45471268445941,D,0
F,Homosexual,67.39416940377454,-77.90693235952324,B,A,D,37.875560514840735,160.50897894346477,C,-49.84956098525905,-20.16909765908555,-297.19631776778056,-186.29205960436877,-134.50073746283346,E,B,E,-51.59692953827598,E,0
Other,Bisexual,-146.9847271818248,-22.010951001223926,C,D,A,-5.538459425604798,27.25762934156816,E,59.79829018757174,23.403416109378327,227.42011899851823,134.63848986750816,70.63766978096633,D,B,E,-104.6109827429879,C,1
Female,Bisexual,-81.07432835754669,-101.22175960498406,C,B,A,65.2983103042246,83.4314983093142,D,-35.45744992396872,89.23611532172289,-85.99555004472737,10.831765687875937,-113.26008446947067,E,A,D,-170.55922700676552,B,0
Non-binary,Heterosexual,-64.1669468482572,113.86270957835696,E,B,C,-203.90831356635184,106.0320291659485,D,71.056364227502,-3.9948559356728057,-12.656860989186752,-9.43082162420775,13.913315446573163,D,D,E,91.73480249960257,E,1
Non-binary,Heterosexual,42.23620075273261,63.01120956121816,C,B,A,-52.61208194936614,9.35213424421443,B,-23.55418344293631,40.42601752514937,37.46917183192694,132.8067942620341,-143.21842930133627,B,A,B,89.05418820069512,E,1
Non-binary,Bisexual,-47.4805117272625,-34.274970023556975,B,C,A,-39.409364301655074,95.65255390163377,B,-40.00080353247568,-152.41798642074968,-14.20226499513343,4.971820011720773,-40.880452305854476,A,C,C,197.48183635238007,A,1
M,Heterosexual,135.1796915494887,72.03002104232642,A,B,B,119.78207121602469,-77.54440033256554,E,111.90898086299296,-162.37676727129363,5.962250067041838,-85.11245801703772,-4.999915611576372,C,C,D,-97.71615616941675,D,0
Male,Other,158.33493077640165,-182.13732453903745,C,D,A,-92.70853892853437,-43.03613088662352,B,-17.13328954157525,54.947700453975834,-170.4777785798581,-56.41920320467223,-24.211992781190403,C,C,A,95.12938677469924,D,0
M,Other,-115.6363044165045,115.17154542964056,E,A,E,179.18041793666478,-65.68586337666433,A,-48.801523482144106,-68.84103989169998,-19.142968363923153,-8.603011881902143,-1.2560798493628236,C,D,D,-59.37195024215009,E,1
Non-binary,Bisexual,53.777641899405246,34.381561034072696,E,E,D,-6.910493105088005,-75.47266062076733,D,135.5692916351345,9.178489153980763,-100.13866341364353,111.16499263415385,7.220328299908319,D,D,D,-41.14119265989771,D,0
Other,Bisexual,4.567890661910008,57.76570856876594,C,A,E,57.10108021667926,106.5610236799271,D,-22.313925803157613,200.62968031733757,84.87870903873433,62.85577134179785,-8.502683101600057,C,C,C,170.68274262949984,C,0
Male,Other,4.236831355626281,-158.0013346153163,C,E,B,-55.451775626276756,-64.76907284677776,D,72.19366521874005,-54.469177965228454,51.12666784937239,142.6191490789455,43.52447396329186,B,E,E,-230.95032365227044,C,1
Non-binary,Heterosexual,3.298119724222251,115.28576246737569,A,A,B,36.68179280621868,-150.90922613123251,A,-11.77989469137903,-59.037927551346904,-31.9460752607739,-135.19321342228415,43.69850665001428,A,D,C,-132.50374464287304,C,1
M,Heterosexual,86.15252807969283,-125.32419784367883,E,B,E,18.64338709646524,-9.280615627497884,E,-49.23966538636812,50.78929330281213,11.169536262043875,-89.22245346589482,-32.16120434239173,B,B,A,-53.94979860245478,C,1
Non-binary,Bisexual,29.075090591103475,95.69242247678484,D,B,E,119.52809110819193,-29.66512715924968,A,-92.88250636922339,44.8237566789657,-152.31533548813294,-97.82365397596504,58.26805201820344,E,C,D,46.88579147831885,B,1
Non-binary,Bisexual,-77.71425294284995,39.99781118129151,C,E,E,50.524759553678955,-89.20351956838837,C,-21.24904348952361,58.658335937837414,79.94916160054433,-161.98361976410442,-30.381690040702125,C,B,C,15.52894891247036,C,0
Non-binary,Heterosexual,-154.59945832526188,67.58903800168216,E,E,A,-71.8144753465914,98.61730795973772,A,-124.78662812323333,20.51548561965067,-59.06098626780678,144.19682051209404,-9.836896836687352,A,E,E,76.14291106532791,E,0
Non-binary,Bisexual,-139.27527817708508,-51.18172820183601,E,A,C,-62.48437167469998,80.17513162239611,B,-112.90321243653605,99.50459297437439,150.80081481263255,102.73585674392874,-60.03833807563468,D,C,A,-65.73484339826109,E,1
Non-binary,Homosexual,70.37187076681796,-13.390855112842312,E,A,A,-60.64333147186177,-6.11933990882778,A,61.13702698299799,-199.55197588570962,124.48341238185034,44.096972842425245,-126.1961636134619,B,E,E,184.62942941893704,C,1
F,Other,-42.2738899455169,-23.422384696985876,A,B,A,-150.9528885128191,187.44986679646414,D,21.676161233001135,25.69476511104838,12.965860376094687,141.8357525865915,75.53545092269928,C,D,D,137.01015545190077,C,1
Other,Bisexual,89.17129568969938,159.3201704376582,B,A,D,-139.43479164699565,67.56721518740835,A,-33.147142611918554,-21.74883916324392,96.59563628734028,-41.025473332087294,186.34773010678617,E,B,E,-76.99369415502663,D,1
Non-binary,Bisexual,63.63760028592617,-52.09212195231385,D,A,D,-121.40585946692497,-7.420571673089901,B,-156.9865087258359,-61.46612192035958,-87.40542252007674,-140.65665957160195,10.375672324717367,D,B,C,-54.97189437419468,C,0
Female,Other,-4.897424065980551,180.3083036960651,E,C,D,-19.056643216038964,216.25110872478123,C,-192.23624133142135,-101.05131116401871,5.79318719788782,-173.50458711145424,-135.54462595629184,D,E,C,-28.684849633150943,B,1
M,Other,2.991738924463241,142.9564364480994,C,C,A,-68.72843735930334,-160.93165735277188,A,68.76144062455994,20.650314736293925,126.17067643817475,80.45142099449502,41.865951976493484,E,E,D,-63.82642612856897,C,1
F,Homosexual,-26.21920700574034,4.206623052301387,B,A,B,20.93650531056018,-110.21389761569358,B,127.49072222156477,-65.36054256611187,140.8430981773705,160.28971720706537,137.78904319968592,E,E,B,154.37647989167792,A,0
Female,Other,98.43343138086288,165.01574909078894,A,C,C,-147.30499395086403,19.45419834113608,D,-63.46581144705783,-46.32101384214556,-11.592371566995501,-176.22967874384975,83.4266843552914,E,A,C,-138.76632804884505,A,1
M,Heterosexual,-60.769305488884626,51.2471761057148,E,B,C,89.44614466989302,51.96195314099125,D,-63.55832293234837,-122.23849560953717,-152.7836726088978,-34.03552547960496,28.36809030495948,A,A,E,-59.92680628616809,A,0
F,Other,-99.16115531618439,59.05531438313126,C,A,C,65.3638089161486,-139.8317421829667,C,-246.4675319766024,126.36417242474303,-57.58234623067972,17.131509460392476,75.01916862012739,C,E,B,-114.20143532894664,D,0
Other,Other,140.07010251808754,33.08177318090991,A,E,C,118.86626551152473,7.259319009215651,B,148.0863765117601,-163.99815365205578,48.497254586956615,-35.80278108597531,122.80306115716408,B,C,E,20.847711023111255,B,0
Non-binary,Heterosexual,69.4072119730913,-44.22727927377329,D,A,C,-59.40536870460442,33.120601034283666,A,63.016687744835174,72.23379440334314,42.23490931900054,-22.74311876561756,-9.08349303294188,A,A,B,-174.81994308709713,E,1
Other,Bisexual,-93.47053610429509,82.67394709128472,E,E,B,-137.5783176058539,-62.30983154992953,E,213.9088118963004,137.50589941876402,60.94946643088812,133.02080736311834,-111.98098077724639,C,E,D,63.94030242369204,A,0
F,Heterosexual,56.12231469306606,7.8210358261607285,B,C,B,137.37090419318307,44.817682287516604,D,-11.698959491782201,195.08497212221934,-111.84915327936945,44.34099026195932,6.306206000025581,A,B,C,65.92711366896071,A,1
Other,Heterosexual,38.61260335908481,-6.769752320338195,A,A,E,225.81307886195682,-144.22055248788527,B,-49.65502532563178,-92.26401631882737,68.97443860107295,20.68245948876794,30.704980961526434,B,E,D,-141.7723581926196,E,0
Male,Homosexual,204.9314624271836,54.28854386324207,A,C,E,74.17369250093432,-92.37562686116007,D,52.35973666484936,-201.6087931532018,3.130179481691595,57.797278262695315,179.56518071740334,A,C,B,-10.37019458539597,C,1
Female,Homosexual,70.18568391188919,-39.2770199673593,C,C,D,-102.23072608974364,-83.04088966727548,E,-2.9055042194243,20.106156197021825,111.6173583450073,-123.86743886293881,56.629702059655344,B,D,A,40.997115574174195,E,0
F,Bisexual,113.63693180859218,-21.289110764106788,E,B,C,-58.53865352164655,-85.95882870765591,A,-29.448568018071803,-25.281245786999023,31.403011067455942,-125.6837492284604,25.16836486762718,B,B,D,71.46412383790309,B,0
Female,Homosexual,27.86958592525503,27.120326812539812,D,C,E,-161.4225126948586,-100.77387096636323,E,-65.97232633406747,129.78921260742172,-110.04795914362965,211.56652797346732,130.29984114708185,E,A,A,14.210375916713083,B,0
Female,Homosexual,207.9733508065474,-48.82000524026559,E,D,C,-5.1203498370277885,76.19875542164733,C,-18.791133985509965,33.158204587787246,209.64756827210965,-80.09088731921014,54.78601074374014,B,D,A,130.30888839286635,D,0
Female,Homosexual,16.018448896979258,165.61673566564068,C,A,C,-185.92375383934638,-33.47525281450179,D,-9.975176397415273,-1.279904420890039,63.25455861768682,23.956237148534655,-31.94140958704919,A,D,E,169.33250641607455,E,0
Female,Heterosexual,-22.160973529079158,95.3261229282123,E,E,B,5.224129108464794,-24.668690259236634,E,15.922849239294528,86.44582608595985,124.24595909566017,0.8247755355381772,126.3601967971704,A,D,A,97.41893722339495,C,1
Female,Heterosexual,-79.6462968224921,87.02460237498026,D,A,E,-160.23700109909413,32.65234677651006,E,-69.47542641256699,-62.74871672614935,-44.07909981388508,-117.54216176641921,27.166737806207404,D,A,B,-135.3471372092848,B,0
M,Other,-23.412997082649213,-30.657262081178605,B,A,A,-155.44531896733687,-20.825539416898593,D,-112.04873657265115,47.70051019830997,-245.43210918474864,3.2112534055125437,-80.11572478147023,C,D,B,-38.38868225433638,C,1
Male,Other,-64.8248616689162,-182.47828341484663,D,C,A,87.02439344256554,51.19308636577259,E,-127.1775862461328,-264.4689369642284,-174.02977972848242,148.24581056633323,-8.888458848633771,E,B,B,-42.88294975468521,A,0
Female,Bisexual,-183.75278225866342,-33.67264001363519,A,A,B,-15.547688984619548,-199.3393929549872,D,25.7381379784657,-106.1142539172162,5.705539103363851,-13.296079325737352,-38.741764058629876,E,B,B,243.67038964811374,E,1
F,Bisexual,154.32114663832135,106.83258735309302,D,A,E,73.91749259996395,109.29717212644161,C,118.76247072345308,-50.92378232189267,-37.910560613836466,303.43785869947453,-8.431788807454494,B,B,D,9.979281402686338,C,0
Male,Homosexual,46.32506384208221,-42.9458994499,A,C,E,34.41859359555714,-2.605240304875373,E,290.32721853949977,18.52194814976753,-173.21941873774455,17.803089385965126,213.09923634475513,D,A,E,-176.14640350769827,E,1
Female,Homosexual,-135.0238180592476,127.06572798517391,A,B,D,198.6406738705944,-5.279910778563203,B,-90.76997876859377,26.84713361661278,121.45035952547273,-7.522808207298244,27.808282933164737,B,B,B,-164.90182257354428,B,1
Non-binary,Homosexual,-84.56890874143498,12.977670293790428,A,D,B,127.98961850928667,-33.84219392467234,B,-19.940822212701566,-3.7388131931830255,29.811162925279167,-31.43787108112251,-96.00243116646287,C,E,E,-27.45645660208703,B,0
Female,Other,59.33981596451435,65.75485946859374,C,A,E,-56.26859275962991,99.87034688776546,A,-203.53752409970784,161.6936048503919,-7.219595669603343,-109.04558307074336,128.08734569892175,B,A,B,107.38881491386711,B,1
Other,Heterosexual,257.95461370155647,-41.35053645951428,C,E,A,51.372050854026675,147.4188413618036,E,-29.271720344346146,144.6907498720466,-58.586646473504665,-75.53587774377783,-81.69871295690979,A,C,E,-80.99526008579244,A,0
Non-binary,Homosexual,23.620477924603023,-141.3373217284747,A,A,B,-88.86183988934717,-118.04188284984673,E,-23.25988005019101,-115.60004396335515,33.943159729706245,-52.6604636146917,-5.26641277847871,D,C,E,-10.418570528638554,D,1
Female,Heterosexual,14.78728433702368,-89.77342596963234,E,A,A,179.4515139319999,187.623135761833,E,9.568510888907086,-190.41637335314965,-153.54635176507378,-218.95554223222118,-90.31836808395485,B,B,A,24.917377465849395,E,1
Female,Homosexual,-37.75926395929646,-119.19813988638334,A,A,B,173.44055399638484,-74.08047190048175,C,-17.3151967073978,-45.53699863994752,31.08411956825185,165.95917929336625,94.33958448421814,B,A,B,-40.401203526923766,E,0
F,Homosexual,60.10242637011124,136.94692748433926,D,E,E,130.7098003997126,114.46876718926387,A,99.37941530438572,34.19180389264756,200.31001175795217,76.1359836300776,-28.64120243932591,C,C,C,22.181194475117692,D,1
Male,Heterosexual,-98.65009758314237,-250.0309169345245,B,E,C,-66.11428128077873,69.62954161426508,D,-65.59099106336193,-45.518288221831625,-32.05193289863059,27.627488618407455,109.40889471643563,C,B,E,11.280344386126117,E,1
Non-binary,Bisexual,-17.176320061741336,-193.4055629235543,D,D,C,30.88378396100357,-1.0373489345256617,A,22.073169140849075,24.311581657356506,-68.18191351168392,112.15082701888217,115.58784729319349,D,A,B,35.3336319439368,E,0
Other,Homosexual,-79.06760586639555,117.53187319894009,B,B,A,1.8968063016206274,46.38368939761279,D,28.300724885944806,-69.62069004188137,-45.931718714326394,67.84072862411485,-7.6718955454599875,E,C,E,170.06592115964793,B,0
Other,Other,-147.77583388949188,-109.75145822606147,C,E,B,-190.8442219119088,-16.60504817407181,E,-23.158568798991567,-125.51761120151632,65.9620115128225,75.25080056901788,-133.34846697144957,E,D,D,19.94030779126722,A,1
Male,Other,17.50922136871445,17.752158897728243,E,D,D,-28.70660030439687,-63.50960625906965,E,20.86038304007916,129.36432047347165,106.44667908387586,-49.81050870580679,74.0768659189285,D,E,C,-94.03421500387921,C,0
Male,Other,-100.78741360975971,-176.93935640572192,B,D,D,97.0949480494687,72.67859672955282,A,-44.626325713478785,125.70921008814271,-27.60864686345044,105.82667828618003,83.97520855623651,B,B,A,54.12613530253852,D,1
Non-binary,Homosexual,-155.02296658201095,122.61431697957926,E,E,D,-80.60382358192514,71.09987714420264,D,117.91369260797086,-37.358553465631786,48.861608005642005,-52.26788890288937,21.34087111438914,A,D,D,-13.292343302405063,C,0
Non-binary,Homosexual,3.4370250536754883,109.7306853696673,D,E,C,53.59755535356534,77.81815480104328,D,95.85387510327182,134.37512681038243,-149.94706177760582,76.93494381827159,-16.286647481645154,E,A,C,58.92067600357059,C,0
Female,Homosexual,-108.65547829124205,-8.112787256400976,E,A,E,-70.19219183723354,-0.20558630678502535,C,-82.7898695017511,-70.94789739893586,82.6971145851575,188.38464827679488,-178.24021774584432,A,C,C,-17.83209141099649,E,1
Other,Other,13.150244398249844,166.60345597942637,B,E,E,75.99531555942816,-57.004726545884544,A,176.93573118308595,117.30590384655927,4.038071065708821,21.11586290463651,143.47605441526196,A,C,D,-48.88569642134774,E,1
Other,Heterosexual,-116.40817632459883,39.591196641146205,D,D,E,75.57318364427408,-60.83535935775244,E,146.5563143651703,-19.027265445754722,-148.0539824862131,10.22887011911747,-104.11198209620468,E,D,C,217.02784005579673,C,1
Female,Bisexual,-45.510351774696026,-33.271586551848664,A,A,A,11.72333190057802,131.92591887756785,C,-163.34731854368755,-102.57895673859593,72.62018424197295,111.52297820736312,-26.670970040524455,C,C,B,-82.72774576663214,A,1
Other,Bisexual,-48.88798576830504,-83.3844041900245,A,C,E,44.367268337491936,34.33794399501217,E,49.68248047198258,9.635169955625724,-15.925821600289925,41.815614764647016,-95.8132684961574,A,A,D,54.07300565958917,C,0
Female,Heterosexual,-3.5313570411153625,12.76075770689544,C,E,A,51.76073094573792,37.233636956934966,C,65.17655741215171,18.097560140327616,48.406264348735675,-12.147106833031618,-97.96373700724155,D,C,D,-34.09043289564484,D,1
M,Other,47.735803106883665,22.963938748437823,B,A,A,41.4058799444911,102.94975063468583,B,112.19022852805183,126.7017479713162,100.73150982209927,136.79165523749592,-98.80003464431746,A,C,C,-71.02659522497682,B,1
Non-binary,Heterosexual,-19.299563776568178,-0.8469458429277127,E,C,D,49.1787854319805,-30.140841955330494,E,13.283226534881923,18.768558712014947,27.857482114441538,-73.1197370046504,58.7887262427922,C,A,D,144.4773120285251,A,0
