gender,Veteran,religious_affiliation,anos,feature_0,feature_1,feature_2,feature_3,feature_4,target
M,Veteran,Muslim,65,10.727537439843408,-31.01685043188412,C,103.5720405713618,-8.21358818045602,1
M,Yes,Jewish,72,26.75441592209896,-44.84122643730416,E,5.169608924753226,-6.094255357196268,1
Other,Yes,Christian,51,28.619637532320287,106.13404779810382,B,21.326743465273953,-23.48280254256514,0
Other,Yes,None,36,140.8750550410708,-138.80241670708435,A,75.29401779846499,-149.15332113595255,1
Other,Yes,Hindu,60,14.385890704484222,-30.622950146127685,A,122.4888097361345,83.90480350429982,0
Non-binary,Veteran,Other,52,223.9516258621783,-191.98014449884292,B,-128.8339946125949,155.3554573076361,1
Male,Veteran,Other,48,25.18232918456046,-172.60254920947077,A,128.05221394436506,25.65528993331298,0
Male,Veteran,Hindu,46,-78.21886467045309,-195.09056344431113,D,34.40964309934455,-134.09390871979252,0
Other,Non-Veteran,None,67,147.94250564019967,-33.94856140013988,B,115.0624659034432,59.44248038359582,0
Non-binary,Yes,Christian,23,-50.09720477506319,-144.47038561430833,B,158.0176973111308,-54.70193153417945,0
M,Yes,Christian,28,3.3770968450161893,111.55955681468627,D,117.11772326629475,36.48953037595653,1
F,Non-Veteran,Muslim,37,-63.862876700497026,-14.180377365550765,B,38.96570747421564,-83.77215945755681,1
Female,Veteran,Christian,63,92.71153240353217,-21.291136407335514,D,110.97229925445846,-75.01592996182069,0
F,No,Christian,18,-202.00622579371185,-35.00106551020616,D,295.0675848860526,-69.46559272727436,1
F,No,Christian,74,126.71381678031794,10.57581250909332,E,-73.04780452529374,-181.50350542978043,1
Non-binary,Veteran,Buddhist,38,27.670874160532165,38.95849806213081,B,-17.891205294966774,160.2580103142103,1
Female,Non-Veteran,Hindu,37,-137.86200505279768,-40.376613567860474,D,-12.514405228346618,-161.10629405710318,0
M,Non-Veteran,Jewish,37,-43.39060784315011,120.05303166684065,B,39.947142076059386,-115.98995231855254,1
Non-binary,Non-Veteran,Hindu,56,-11.477100169822082,6.241309941841824,E,-121.06410775014756,99.42458958240164,1
Other,Non-Veteran,Other,35,-91.50729600309045,-60.81129929541278,C,51.19267118471026,17.80791905900961,0
F,Veteran,Other,40,124.07821507753573,-10.776434567502275,A,12.900317951702437,28.664398353713246,1
Female,Veteran,Muslim,25,-96.0842080336604,169.20229235641247,E,-12.616387053823491,-5.2173367893536975,0
F,Yes,Jewish,49,-56.81958923475561,83.94868194257339,E,-26.001815922896487,57.55557298235624,0
Other,Yes,None,19,8.551472622042041,33.531494740696374,D,30.888035360192116,38.19919036082703,0
Other,Non-Veteran,Christian,47,-112.06645454012019,35.41822181566726,E,-0.8596798826082483,-77.93049530445201,0
Other,Veteran,Buddhist,22,53.55988650412813,-191.0183882890323,E,16.960846479058986,74.58766070472298,0
Female,Veteran,Jewish,69,32.100456578070705,-86.0957525520945,C,66.63857937698269,63.14281865773429,0
M,No,Christian,41,146.4248245374181,-31.790725711037492,C,-115.26254433517455,165.89668561756557,1
M,Non-Veteran,Jewish,46,133.9411489475404,366.56157491787076,E,-71.82232491352546,116.91410348422954,1
Non-binary,Veteran,Buddhist,26,99.0236891076561,-19.937820535873747,E,-72.98225879851032,-13.26037134839806,1
Non-binary,Non-Veteran,Christian,77,-105.02329345102466,102.90202199777356,E,83.0282217669247,25.063808261816174,0
Non-binary,Yes,Jewish,63,71.51696124595229,-0.20742125847775122,C,68.28156207723809,13.128682486511375,0
Male,Non-Veteran,Jewish,41,8.42889554081894,58.540381822590994,B,-77.02959622188033,-13.598815607852998,0
Non-binary,Yes,Jewish,18,93.07296572720067,48.82397618733898,D,4.5608156654596455,94.1539095338408,1
Other,Veteran,Muslim,68,-47.00952721891773,108.26919418345209,B,-60.56264897027711,-11.8544648942685,1
Other,Veteran,Hindu,77,-54.52807662352856,-104.96331375653749,D,-103.12938927291265,-116.15696006426946,0
Male,No,Other,79,28.2315121618875,128.01307006806127,C,-228.44232877388146,-86.92865584078923,1
F,Veteran,Other,74,-32.96549366250021,-82.25516129053902,D,-147.09322581241256,51.26053005220296,1
Male,No,Hindu,45,27.734951894473458,101.75159757708462,B,-81.17652303456222,-136.5119441341532,0
Other,Yes,Muslim,45,106.18269005489789,-107.17347494007264,C,-24.356989257684113,-35.13530972523969,1
Male,Veteran,Christian,25,59.586759295845816,101.1066685798123,C,5.450577217879039,26.076219142610917,1
Non-binary,Non-Veteran,Hindu,38,49.38051104912498,-86.87136089220202,A,-18.518126759311958,-91.52919477517995,1
Non-binary,Yes,Christian,50,107.65352303459761,75.44137080457378,E,-56.83501146204153,95.95785809297932,0
Male,Yes,Buddhist,62,-166.5235849856066,-120.07557784300616,E,-10.049389006707495,53.33225110368246,1
Other,Non-Veteran,Christian,18,60.38958202681422,84.39196686765152,B,104.74100506442755,27.823154996667526,1
Other,Veteran,Christian,21,-121.87117830082563,5.055745364184024,C,56.81233874712041,-33.013019420208266,1
Non-binary,Non-Veteran,None,48,78.43672581101764,-131.69744287191904,C,83.69411538900519,1.9340319534191,1
Male,Yes,Buddhist,41,112.66849574075084,-23.679772541512005,A,-21.184138369029764,-53.16439604152608,1
F,No,Jewish,74,-103.6753150690006,-16.41530216562933,D,-37.01507192000958,-48.116927469350976,1
Male,Veteran,None,45,104.19425380679968,-25.21227430465795,E,55.52883410724496,-120.1192708109271,0
F,Veteran,None,18,118.32703877851256,-159.18815217778265,D,124.73629528540742,1.5116974812804675,0
Other,Yes,Hindu,45,-55.82489453835827,187.85547330896685,D,-16.455550255882596,-34.334110405464706,0
F,No,Christian,47,24.437400388779285,-97.85195958368668,D,136.43423101138546,-48.03878791072718,1
Male,Veteran,Other,33,63.22206223702762,6.306882715697405,A,31.066953791871327,-89.14856246850405,0
Male,Veteran,None,69,-46.888835743427926,51.51116167595535,C,-28.931670051430284,-125.79335603898892,1
Non-binary,Yes,Muslim,61,111.50782186890144,84.40374071223941,D,60.74431496768374,101.40288226570931,1
F,Veteran,Muslim,44,106.03478135230597,3.3642290825711854,A,-59.43726541829717,-38.71219408344129,1
M,Veteran,None,19,-200.63221157129058,49.75372656768789,E,129.49145913854488,95.50865381786973,0
Other,Veteran,Buddhist,79,-63.84946047498722,-14.442830778528073,B,-185.7296386485129,106.1826302834834,0
M,No,Hindu,27,-18.025754675783034,26.775865719461628,E,67.57557406006485,89.19992771830734,1
Non-binary,Non-Veteran,Muslim,42,-88.42111325047823,-1.2333496928898675,E,90.96349290067106,-11.818304570002192,0
M,Yes,None,20,35.29397992683891,-47.05953086211103,C,142.240565920909,21.73629372346473,0
Female,Veteran,Muslim,61,105.53415246218441,-224.2379637740664,E,-79.02846599097852,172.7769330363532,1
Non-binary,No,Jewish,18,94.73199526532976,-86.17898029367572,E,127.45292497902163,-11.290062809452436,0
Other,Yes,Muslim,63,-83.90051993873023,-65.89839546373425,B,-43.814618526532875,-5.034641955744428,1
Non-binary,Veteran,Other,66,-69.46677723231939,17.30874814237156,D,18.74042080897264,-82.69304022380662,0
M,Yes,Jewish,58,46.79702639439437,151.92597004839737,B,26.08807407271618,25.521187191831864,1
Male,Non-Veteran,Hindu,30,-29.329970320235315,101.15047414917238,C,-77.34165728681529,-245.38297469513196,0
Male,No,Jewish,57,-55.24658843032514,128.60659587950107,C,79.63341447009881,-96.93467221619514,1
Female,No,Muslim,71,-47.018922658970816,-194.50097235196452,E,90.81192262204819,74.27205565291852,1
Male,Non-Veteran,Other,72,193.1109466802408,-34.21560612985592,E,42.53670736465185,-246.60379702044887,0
Female,Non-Veteran,Jewish,54,-134.57360928695644,-87.52368487296722,E,35.89745799951226,-64.18056174207719,1
Female,Yes,Jewish,46,-66.13147653158464,-104.68103994979943,E,-21.889467099454187,24.940941747039037,1
Male,No,None,53,-56.410551354784424,-136.64661116497518,A,162.12092538326195,160.23710955215364,0
Other,Non-Veteran,Hindu,51,105.17388555563738,37.65955712016814,D,-68.81468290020712,-99.67379889567032,0
Non-binary,Non-Veteran,Jewish,79,-68.1842675950668,170.68915919444862,D,52.413501208312205,-83.57145422014007,1
Male,Non-Veteran,Buddhist,70,105.20110488671423,-144.9407530287542,E,-37.16465256296902,194.49787773752865,1
Male,No,Buddhist,60,136.0774852433285,-18.06618163814092,B,24.096189720260764,24.22479379306708,0
F,No,None,32,-91.45803627502994,87.61115145323097,A,62.595216906744,112.78213972047982,1
Male,Non-Veteran,Jewish,20,-55.83402848082536,91.49023249459577,B,139.04850246477187,-231.67072715678972,0
M,Yes,Other,37,-25.750109225214928,-106.0374227935805,E,-9.1505942551439,14.067850710468996,1
Female,Veteran,Hindu,72,81.37849578759624,-25.455586320140654,B,12.78853444190515,37.90716232944617,0
Female,Veteran,Muslim,39,-145.41547168769844,-149.7570203889934,E,63.210446939963205,-115.17774757914991,1
Female,Veteran,Hindu,77,-135.19636397545742,21.79018510100797,A,-129.22208810043878,-203.8739886777987,1
Other,Yes,Muslim,66,49.96487811747639,33.294300209358255,D,-18.189059364132433,88.81861006732464,0
F,Non-Veteran,Christian,48,-201.92143895010256,-59.75894811267594,D,-48.5770188867998,-18.331357521918648,0
M,Veteran,Other,36,-56.41698302417593,-36.45705928555324,B,14.649765919159341,-118.12035028604473,1
F,No,None,74,180.97876407424232,-85.1369633957065,B,45.09417661481304,28.309539580898658,0
Other,No,Muslim,26,46.59686202931284,46.6499799307572,B,60.09977526797068,-35.71653327721163,1
Non-binary,No,Buddhist,29,96.64412811222603,-142.74722595385902,E,68.32142857820521,-8.10062446330944,1
F,Veteran,Jewish,54,76.67575739055218,154.74988678979693,A,-151.61023737281133,-243.72244587748816,1
Male,Veteran,Christian,69,146.8260852191722,-91.29196132595334,A,-47.19980948046087,-118.37840726620324,0
Other,Non-Veteran,Other,68,79.87270495605799,108.33613064356149,E,-137.34106471374835,-56.33784382565793,0
Male,Veteran,None,19,-230.84657234474383,7.431026038098228,A,181.18872505562754,70.4978494900933,0
Non-binary,Veteran,Buddhist,46,-51.18248984182624,23.629373516592654,B,86.40222654770757,-0.20879745019349993,1
Other,Yes,None,45,-30.862228651970845,93.0134462044072,B,-195.61905942202574,6.032700229664476,1
Male,Yes,Other,75,-23.10373616181598,39.627305067550175,C,92.9221473560182,111.59060062604465,1
Non-binary,No,None,38,52.72446565639983,-124.61994133579088,C,-53.892321457691054,282.61888618230046,1
Other,Yes,Buddhist,50,-38.06444651631821,-72.15499882381296,C,219.54093824734483,16.592683156126192,0
Other,Non-Veteran,Jewish,42,-63.66987458375826,-13.3792671893731,D,-24.75722153682536,-63.02472978123706,0
Non-binary,Veteran,Hindu,60,72.3697172106221,-161.22723535235167,D,118.79667194753243,112.12816901380877,0
F,Yes,Jewish,44,135.26325474651878,-61.292204203240466,C,63.31357233440975,-148.8874607295977,1
Female,Yes,Hindu,38,13.729058935808824,93.51266418197044,A,-84.402943039624,-179.49521050177916,0
Male,Non-Veteran,Other,69,38.54095317822053,20.489098951454718,A,148.29574200898452,-193.9341403265648,1
M,Yes,Other,62,39.84107857805107,21.941512989719314,A,50.471937895583565,135.23739836292162,1
M,Non-Veteran,Hindu,45,4.6654173139065644,64.45005658530717,A,-44.42366280986768,-22.064914903757813,1
F,Yes,Christian,55,218.9535649428937,-71.7202630133968,D,10.326263512512607,52.69622736138434,0
F,Veteran,Other,24,55.19373127371628,25.353979202751415,E,50.84277525886846,-122.39147261673524,0
Other,Non-Veteran,Other,24,-4.20378479754499,244.3283749098756,D,-31.364625216707864,-76.27156473372729,0
Male,Yes,Hindu,55,70.7693018402204,116.49531290942494,D,-212.69232633721793,-32.566787678833464,1
Other,Yes,None,33,-24.822107659208488,52.55919869432768,D,-4.920619148987559,3.4867198747942334,0
Female,No,Hindu,77,13.784586527489736,10.854032782871222,E,-2.5791537147382524,113.97650128198018,0
F,No,Other,36,-25.426244645460233,-64.81752404314216,A,-78.26341571124526,150.79408565797422,0
Female,No,Muslim,20,-19.19187097397712,-54.69336407808426,D,-96.64131420088324,-9.5563397260659,1
M,Non-Veteran,None,39,14.037903482323888,-11.846982466256197,A,-74.66921898591723,153.97165909002132,1
Female,Yes,Other,52,-23.051964522906328,-268.53690821303746,E,-89.59876459202822,-146.4109493211252,0
Other,No,Muslim,69,130.81552193316895,117.59068695499539,C,13.962064444552583,-104.03683312583529,0
M,Yes,Other,48,-80.9022761343091,-22.760730425439256,A,170.81515889354264,119.21637685091306,1
F,Non-Veteran,Muslim,61,-57.82434430608377,51.51132646577017,E,-9.325552820450268,-26.9111835605074,0
Female,Non-Veteran,Jewish,35,-91.28462355165163,4.778543409571159,D,-70.88599106859547,-45.382020823242684,1
M,Yes,Muslim,72,27.608319607456412,-112.82616883074022,D,10.490421377799448,253.1219936336435,0
Female,Yes,Christian,33,19.333625908488735,3.016779465457979,C,-92.37801307700734,-6.851926438453315,0
M,Yes,Christian,27,-86.22232012128845,104.29761575556624,C,36.82016714014124,-24.40161993681521,1
Male,Non-Veteran,Jewish,75,-14.458009582106046,100.26489779886032,D,144.71836224066686,-29.079333918533028,0
F,Veteran,Other,44,104.00600885852216,-91.24674935242888,A,120.70944295028995,75.73347795407705,1
M,No,Buddhist,38,170.1117983410202,-10.563733833338743,B,-27.22755980127749,-16.98838759421805,1
Male,Veteran,Hindu,23,106.1954101364518,-70.9430473163008,E,257.53352056328424,-190.00836293669192,0
Non-binary,Veteran,Other,53,-65.69684223266707,29.885818237663663,D,198.8218257998111,-34.002410199904546,0
Male,Veteran,Other,57,-168.50737892926628,-71.71953679547268,D,-7.897118317446964,7.0881201437399035,0
Male,Non-Veteran,Muslim,22,-47.99635989426838,42.248452371836656,A,-2.633928032285137,-8.157190548757578,1
Other,Non-Veteran,Hindu,24,-2.3384533593012424,177.40130457100304,A,46.70947026441942,36.74924059015106,0
Male,Veteran,None,20,-59.18383813398814,-73.27154940956675,E,-137.39147907949368,23.404538021907268,0
Non-binary,Yes,Other,24,-27.612633243517536,72.48863147701327,E,31.975047950362377,-127.30377003017512,0
Other,Non-Veteran,Hindu,77,52.62889934247528,58.313721317407264,D,48.96043014787876,-69.11473439922155,0
Female,No,Muslim,19,100.41984677893238,-4.273992204249251,A,60.547908666261876,-162.54925051083308,0
F,Non-Veteran,Jewish,46,95.41738146542153,-109.07688743288972,B,31.2284428760791,14.868639974028353,1
Non-binary,Non-Veteran,Christian,40,40.19943279339531,39.18277654929894,A,17.575515255317637,-35.52935458579308,1
M,Non-Veteran,None,50,-109.51069914941553,-180.3956614864893,A,-167.75539222535875,-217.48700790043762,0
Female,No,Jewish,46,17.772623527559297,-176.86426752898745,C,-173.8410641257452,-40.912764829817974,0
F,Veteran,Christian,20,-51.0672066057231,87.42287449634831,A,-64.5474247725311,-45.0148330808376,0
M,Non-Veteran,Jewish,41,82.99247267603558,54.530251834468345,E,-29.756892815995528,-96.7434173238928,1
M,Yes,Christian,72,109.26609770395959,-6.931253402399226,D,118.12223970483873,108.19417035148233,1
Other,Yes,Other,19,-154.8618173119641,-13.869393220681944,C,-57.132882693164646,10.74397760167083,1
Female,Non-Veteran,Hindu,33,42.370848871074905,71.48997009263003,D,-0.509005124817168,32.628590673054234,0
Female,Yes,Hindu,64,-140.1436714103347,39.96563631589303,B,-18.472353296802126,-82.95124601407399,1
F,Yes,Buddhist,48,202.24275477042352,-114.7843623571444,D,-18.280114049605654,3.1056950740402103,1
Other,Non-Veteran,Buddhist,71,56.188508186940446,25.72266752592945,A,70.5721278639363,-121.78730646767337,1
Female,Yes,Buddhist,66,77.24534126747933,-69.64000549393431,B,68.52888720865904,-40.041812565959745,0
Other,Non-Veteran,Hindu,56,19.62976577421564,72.26462861881858,B,-177.7413895172019,-119.87946889302441,0
Other,Non-Veteran,Buddhist,70,36.61131814710913,136.87695557477278,E,-33.17261992443441,141.7085003621301,1
Female,Yes,Muslim,38,-212.44209137664956,-53.704152650459115,D,20.584351234201705,43.58968564651949,1
F,Non-Veteran,Muslim,70,-51.905760769374595,179.78580096039255,B,-121.67549884768123,-202.09057372568427,0
M,Veteran,Muslim,63,15.514829214772858,111.81892040373478,B,-155.71435016813422,70.10226820042033,1
M,Yes,Jewish,23,101.01890653878097,74.32330334335386,D,43.637561909081995,111.0325124018471,1
F,Veteran,Muslim,37,87.39403733652175,32.16065830805956,D,-123.63820331436737,-3.8087864883159064,0
M,Veteran,None,39,162.8340048224252,-224.1620819552173,B,88.3377430362891,-296.21761613182946,0
Non-binary,Yes,None,63,-126.05058242109708,-130.7020450015963,E,-19.152538157364326,52.69123529862778,1
M,Veteran,Christian,60,-49.67227320120309,-42.72080641801042,E,59.31407660577083,65.30104544348445,0
Other,Yes,Jewish,49,-14.513989273465516,72.19778307430109,C,10.993579552714996,-108.88609423670952,0
Male,Veteran,Other,55,9.570354751252335,86.68730985010954,E,-17.713698495237775,-150.4886512122948,1
Non-binary,Yes,Muslim,25,74.5954037181255,10.56866169001279,A,16.39456876653519,-59.36181875842473,0
Female,Yes,Buddhist,48,44.68972882844158,-102.4431751114183,D,-53.92708264349039,-124.36669456004839,1
M,Yes,Hindu,68,19.331975559582514,159.2734869023573,C,-96.19159668179513,-62.86876778490891,1
Female,Yes,Buddhist,39,-15.608845254726308,124.49004781594202,B,-112.43839301809413,51.98405804595618,1
Female,Non-Veteran,None,60,-130.91059326384453,119.06901631733543,E,299.2712492278272,-79.38507590296054,1
F,No,Christian,44,-121.55509841014873,-23.458419300647414,D,12.761148116452276,-169.67454521950629,0
Female,Non-Veteran,Other,60,-85.68643453335592,136.82934088206224,C,-96.66090926635758,8.026161421125181,1
Female,Veteran,Christian,71,-165.81129458377228,-31.703278778001163,B,90.57790764457225,-94.49233829756275,1
Non-binary,Veteran,None,20,15.243281537496106,91.74042738279671,B,-223.9155596508084,138.94443047943705,0
Other,Non-Veteran,None,68,-123.01718963506094,-53.626808362695265,E,98.69230856721241,81.54226296243075,0
Male,No,Hindu,26,-28.227006463899762,-100.95208191427969,C,69.25111046592322,-40.365903933754154,1
F,Non-Veteran,Christian,34,-93.34398958480004,66.40462427375714,D,-46.52938726005136,-140.59638637119235,1
Other,No,None,19,62.98633801887846,39.10474237788272,E,-26.32849612250428,42.807372504320405,0
Non-binary,No,Hindu,69,19.76359980592621,84.77671635962265,A,-89.00304088966644,30.80772108461165,1
Female,Non-Veteran,Jewish,18,-120.40754173076958,3.630796337110763,C,-36.699921510618694,81.56454758481698,0
M,Veteran,Jewish,72,-47.790913636760344,37.693407401670534,B,93.77935121546848,39.61698107770589,0
M,Non-Veteran,Muslim,62,71.44202941158665,-7.634649552041838,D,144.19438188773853,-24.31747582624901,0
Other,No,Other,33,152.0867994459201,-99.01411159094708,A,-207.84479465099474,35.08770206895749,1
M,Yes,Jewish,58,-38.52836225314199,-180.11811691610907,A,-30.398491704931125,-8.675794015751498,1
Female,Veteran,Other,22,-61.53750790000723,171.80191002124846,B,-111.39745675119663,60.955777137314314,0
Non-binary,Yes,Christian,53,-9.715103020031743,-6.547266631218146,D,6.873792761669323,130.0087365754679,1
Male,Yes,Christian,54,162.87030189727943,-24.45045852750065,C,87.99383259713855,-24.040829339302825,1
Non-binary,No,Christian,60,41.504060158811285,-37.22990006686051,B,-25.160115385500724,-232.46106613614464,0
Male,Yes,None,18,82.95991245774582,-148.86325065322728,A,-160.92470404498093,206.49860490801512,1
Other,Veteran,Muslim,21,-30.091684295279553,11.546448928376057,D,7.630835491998739,-151.99314022666135,1
Non-binary,Non-Veteran,Buddhist,72,69.71072899605704,15.77411649341258,C,-286.9994793405806,37.71455497875879,1
Non-binary,Yes,Hindu,24,-35.00636955583155,267.71918487014364,D,74.26147439259802,12.112067558506903,0
Non-binary,Veteran,Hindu,18,-8.530688849643045,14.247301513217932,A,-123.303920672701,-167.11801653153537,0
Female,Veteran,Buddhist,32,-8.058284496393929,-69.31526496397275,B,5.951407824298085,124.0601097096904,0
Female,Veteran,Jewish,35,184.21160533931646,77.07090964778448,B,-21.235804720777633,95.56471177561932,1
Female,Yes,Other,63,101.60874659646879,6.5885631479278475,C,44.563673814678054,-33.18755356301406,0
Other,Non-Veteran,Buddhist,69,-129.14469239619362,-128.3235081271917,D,254.0617559907958,12.574974797130475,1
F,Non-Veteran,Christian,73,-157.70531519511516,-83.75219893602997,D,-0.07315261576712198,-134.27877667061796,1
Female,Veteran,Christian,53,-77.88211384178956,-76.6244177615777,A,-35.58060507875412,23.040625166449008,1
Non-binary,Non-Veteran,Other,43,-89.93160732734484,114.40839517757293,E,-34.491736062512004,-132.15754867177662,0
F,Veteran,Muslim,71,-32.0960181361631,-65.19192638960813,E,-19.364643570964255,61.55367550679426,0
Non-binary,Veteran,Muslim,52,-81.2862297057599,-50.65936287823924,B,87.3401326123318,-33.8186879151338,1
Female,Veteran,None,33,-11.842092048351894,112.61197261046772,B,137.42699337020517,-13.851811643330333,1
Male,Non-Veteran,Other,67,-46.29150278571659,-15.038064608435606,D,86.95009810177869,134.4126885222893,0
Other,Non-Veteran,None,18,-37.004316712466654,-44.44383750178134,D,1.2962505786985112,-73.90512427967582,1
F,No,Jewish,20,-66.6963886317227,57.44080115470891,B,-169.8983634961575,-26.328503965624318,1
Female,Veteran,Buddhist,26,8.5832584404703,-13.07476542913782,B,-164.27474564073805,-88.77299230460555,1
M,Veteran,Muslim,56,-199.97762478383336,-168.20097692046073,E,-98.45422050445669,-155.3300282067062,0
M,Non-Veteran,Jewish,66,-193.98984906107245,136.57911696498326,E,73.2701807892218,100.04980974058539,1
M,Yes,Other,70,-65.94737446641585,100.36653353883409,E,-25.226433677197008,-5.165500351915966,1
M,Non-Veteran,Jewish,36,26.024493692219853,61.48438266459863,B,123.15238835291564,41.97990528775458,0
Male,No,None,71,-111.97457809593581,6.7456803744530305,C,-132.51430225318774,-22.471457386262554,1
F,Yes,None,34,93.12515252262502,-93.70841579169219,A,-69.32630757632273,229.57531301874025,1
F,No,Jewish,22,125.26130812280884,-136.10694660281996,B,-17.24198696432509,93.7835293397444,0
F,Non-Veteran,Hindu,43,-226.040178062213,273.1695072787749,B,-24.430790347813694,44.51648785918982,1
Female,Yes,Buddhist,41,-9.007886103263688,24.888025280198985,A,147.16509871446746,-28.315444950063238,0
M,Yes,Christian,58,25.494365736057915,-21.636951956353894,B,-51.06968521433862,6.174044467889381,0
Other,Veteran,Hindu,44,177.38576052520716,-41.64178228302829,D,-6.808811066007103,88.63602348098456,0
F,Veteran,Other,65,-78.96570163617316,83.95483839438602,C,-101.50295236460349,21.75684263911693,0
Other,No,Buddhist,75,52.03592256236248,104.64979218974086,D,287.5529453963638,-55.88172593086603,0
Non-binary,Non-Veteran,Jewish,78,-152.74601724937617,39.19759590731856,D,34.60252715558025,-20.09341898786182,1
F,Non-Veteran,Hindu,19,-17.861360417037872,36.73519958947583,B,21.849211683454456,52.64730446015471,0
Male,Veteran,Christian,35,-22.99984762301631,105.41229633504896,D,126.93272894974363,-113.03574140885542,0
Non-binary,Yes,Hindu,70,-59.52279749993965,-38.80876565084189,C,19.2245595541272,47.15452424642358,1
M,Veteran,None,72,55.74766314330457,112.27704168742747,B,21.68261626805932,-98.98020177038134,1
F,No,Buddhist,23,-49.99989975780467,185.7711210319029,D,-25.327091796517326,-7.560611361300112,1
F,No,Buddhist,43,-6.396263232814733,-138.0143619723295,B,37.458249679645654,-132.81583877906195,1
Other,Yes,Muslim,36,3.301546156454975,-89.24593534828004,E,-120.08093690382128,52.31303201151465,0
M,Non-Veteran,Jewish,78,-55.49280265864122,198.24624629133564,C,0.9728856714677745,-31.944049544640922,0
M,Yes,Buddhist,41,145.33139259938096,-41.51023181582628,C,-99.68802249679027,-186.34301578627296,0
M,Non-Veteran,Jewish,36,148.19471443158054,81.70153960909417,A,4.632331661550279,158.15580315399606,1
M,Yes,Hindu,75,-136.0226036161984,13.876488147061005,A,-117.52465299229931,-153.53228714133473,0
M,Non-Veteran,Muslim,61,-130.9724450610074,-73.52022414833317,A,113.59916932716543,90.95408136701906,1
Male,Non-Veteran,None,24,58.66357402626969,82.77604674386303,B,-22.44225809033498,-79.94830390742061,1
Non-binary,Veteran,Muslim,40,30.116545001030058,53.28459274554454,E,-4.169118882269208,-13.859997276315953,0
M,Non-Veteran,Muslim,41,-44.25880570599996,50.589657502645245,D,-122.70472355739655,69.82627503570686,0
F,No,Jewish,65,107.94678161358695,-85.23837549404546,D,-237.39055700552677,-21.472914072470694,0
Non-binary,Veteran,Jewish,25,-11.48322525480681,-42.3186470128518,C,-38.433519007441355,146.50423475542095,0
F,Non-Veteran,Muslim,71,-213.5825172437622,-251.93603314958528,B,-48.48457844955751,-59.22175179133706,1
Other,Non-Veteran,Buddhist,78,54.44429791744659,177.03863062788992,B,24.272324457870585,-60.39851611856694,1
Non-binary,Non-Veteran,Buddhist,69,-40.270742203160275,-52.33531543322542,D,-132.35069151779152,10.745845134882904,1
Other,Veteran,Other,70,87.19467474688251,-139.75338897908478,A,-102.3148038660568,-46.436806232524624,0
Male,Yes,None,27,118.46987955873105,30.73490747541766,D,55.07128375041256,-212.42505782984398,1
M,Yes,Buddhist,52,-78.71838462316205,-103.19498934343476,B,155.8959812559092,-84.75674394105229,1
Female,No,Muslim,75,173.34842717410473,94.00884633837417,C,260.9754394791856,-131.1171996075469,1
Male,Veteran,Hindu,72,-66.95464035522207,-118.69810852541292,C,-73.30178573764009,46.56817603924213,0
Non-binary,No,Other,70,8.595918476187702,132.47044662245798,C,144.14323776556833,15.446998413215255,0
M,No,Muslim,21,-66.64303942595488,-40.41710236451381,A,-17.76170689251258,239.55253273497274,1
M,No,None,32,22.765979955193284,79.78619417085203,C,39.61914998302972,3.7500305023218923,0
M,Non-Veteran,Christian,68,195.09324647646216,-50.01284609401067,B,5.842544813122702,105.35566158965463,1
Female,Non-Veteran,Jewish,78,-86.52250515226864,53.54303179713904,A,59.01161490781517,68.74347931459143,1
Female,Veteran,None,37,-14.692201127783571,3.990807796913656,D,-52.74159609276734,192.10076079658205,0
Non-binary,Non-Veteran,Christian,46,-61.73374377261515,72.37991380066767,B,-25.672427803244886,88.06645846277931,0
F,Veteran,None,48,-82.72454708793728,-34.79104267752721,E,-28.09083945655238,33.808419488282894,1
F,No,Christian,25,-42.806025178496085,65.12142018495197,A,-158.1120744233106,38.016553854211736,1
Other,Yes,Christian,41,-76.38149027651664,-98.79469600219748,C,77.99974499176851,-4.275716525006499,0
Female,No,Muslim,71,60.166192953891276,-24.564164470925444,A,75.7462883042458,63.047771242305174,0
Female,Yes,Buddhist,55,29.79408391646205,-38.817734268760674,C,106.96744438864161,-87.58205946813177,0
Male,Non-Veteran,Other,36,149.0720928760918,67.22069873162391,C,-120.60372987054025,-175.76120110252774,1
Female,Veteran,Buddhist,28,58.53955167631438,-58.67935492339955,C,11.5336515380831,60.58432700611981,0
F,Veteran,Jewish,35,21.682158623741156,-114.9168570095222,A,70.47378865140142,16.32038625678979,1
Male,No,Buddhist,76,117.90354837605793,48.4578603708189,D,18.318274152857974,106.1044243935747,1
Other,Yes,Hindu,76,48.16983748114715,-61.69432673887428,A,38.52582594428268,-111.01775847311626,0
Female,Veteran,Muslim,78,101.74234430024762,-46.25271396712108,A,-179.1343082651273,333.46721498264554,1
Other,Veteran,Buddhist,41,144.658756951726,63.475638353033446,D,57.603776063568766,196.0830349449988,0
Male,Veteran,Other,76,126.97409737253325,33.58344415086669,B,-53.10452378384946,60.236827690217375,1
Non-binary,Yes,Jewish,33,48.64814153751261,-32.95240359484967,B,-19.05426960183164,-176.41721194421152,1
Other,Veteran,Other,23,-26.11846274990456,-71.64843129925102,B,93.90080881159683,-94.78649439360503,0
F,Yes,Muslim,34,-31.83052044506417,108.00580710178993,A,-28.833336371165313,77.45156260112931,0
M,Veteran,Muslim,62,32.58790402428113,25.647439293355657,A,-119.43964182559243,-22.077947295803902,0
