Age,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,target
71,A,A,B,98.97883044002768,C,C,-116.98629759578797,1
56,D,D,A,-39.777779702508056,B,C,42.51565381077944,1
95,A,E,A,-50.66794389637679,E,C,-11.955823464995563,0
82,D,A,B,52.93167018109608,A,A,-22.571659725835133,0
29,E,D,E,81.81447490082172,E,D,50.3853670439517,0
92,A,D,A,-6.349687348782479,C,E,-111.85877769106673,0
20,A,A,D,-42.10246445868472,B,E,-181.65454536636813,0
80,D,A,E,48.645678451975606,E,D,215.8380938669045,0
79,A,B,E,71.32523377408319,B,B,-85.1752480841825,0
57,E,E,B,-42.364553307147176,E,A,-131.56139302493048,1
21,A,D,D,112.31350203953903,B,E,-99.91238025981932,0
18,B,E,D,-102.67499718312376,B,A,88.00154706184166,1
74,A,E,A,24.825275237091347,B,D,174.6013248225318,0
37,E,E,A,-107.55846499566569,C,A,-73.45590765730975,0
69,D,B,D,143.4753903652172,C,C,-167.1112908835723,0
18,B,E,A,-32.0948621861769,E,D,158.03975734618177,1
49,A,B,C,52.73115980657466,C,D,-4.658862856934966,1
18,E,E,E,-111.67132508799442,B,D,-266.2060496527824,1
88,D,B,D,-41.96405333363515,A,E,8.1202944745224,0
42,B,A,B,44.15231546545198,B,D,20.648539984801893,1
57,E,D,D,-33.54871056966643,E,D,-39.96865867031683,0
27,C,A,A,-101.3443482436148,C,A,81.8524633576113,0
99,C,C,A,-37.27891965869332,C,E,-115.85799725469896,0
42,A,E,B,160.09554604362606,E,B,169.9655745559887,0
79,A,B,A,82.36357498486827,C,B,-14.487201650123602,1
82,C,A,C,37.29755340682209,E,A,77.38864583163793,1
82,B,E,C,-20.841965249437656,B,D,-113.65757078909122,1
99,B,C,A,-95.79738977379529,E,A,-84.93275912480526,0
40,E,D,B,18.664042753497636,E,D,97.46591557716152,1
23,C,D,C,52.52418079489164,E,E,-202.50312636416848,0
81,E,A,C,-161.08465624447717,C,C,-100.709585905908,1
35,C,A,D,-96.46862197717829,E,C,123.75471554995241,0
94,E,C,E,70.11993476029696,C,E,-87.49231947683603,1
82,A,E,B,-5.065117563420086,D,C,64.63641632292146,0
94,D,E,D,112.89270427132121,C,E,-69.46456418913928,0
87,B,A,A,-122.94553615330881,B,C,-89.45722010828057,1
91,D,B,E,-188.55607694590933,C,B,-85.44378655142381,0
37,C,A,C,9.712995231475286,B,C,-16.337340986530386,1
27,D,D,D,-211.4723254468337,A,C,32.05707406463488,1
35,D,E,B,47.265766950710805,C,E,-49.232255788914635,0
59,A,C,E,41.50253339520388,C,B,-111.75117537398872,0
92,A,D,D,-152.2648661360826,B,B,185.73011801793712,1
42,C,B,E,5.642190427325702,A,A,53.52736555642309,0
91,E,A,C,-107.09703320047109,E,E,-90.0028055540519,0
64,A,B,A,76.75488960836539,D,C,-85.09947179947952,1
60,A,B,C,-130.56040849966732,C,D,12.452429175376503,1
74,B,B,C,74.80315226874546,A,D,92.28520147973191,1
30,C,B,D,-37.17600162651643,B,E,30.669064392357843,1
69,E,B,E,118.49460493070738,C,A,119.6171073598343,0
31,E,B,D,-24.160197878607367,D,C,66.29116980812772,1
20,E,B,C,34.88686254821493,B,E,-73.9021334845855,0
52,B,D,B,-30.8406215081545,A,A,-122.23076259484074,1
91,D,E,C,-194.38137889888756,B,A,35.14667187150843,1
66,D,A,C,-75.68869222963804,B,A,-81.9996413494247,0
82,C,D,E,36.558278805690456,C,E,-130.03285231521343,0
93,C,E,E,-51.774666742918996,A,A,-44.563971540158725,0
32,D,E,D,-21.47685539067513,B,C,-98.34827712166023,0
99,A,E,A,1.7521755649271826,A,E,74.54010516685973,0
64,B,B,D,72.43856654017385,C,B,39.914087154339654,1
91,A,E,B,-119.1946316370786,E,D,-14.471817288737817,0
81,E,D,E,-180.68813766812576,E,A,-73.21980868882405,0
48,E,E,C,-220.9594074188633,D,E,146.41568244473183,0
99,D,C,E,-113.81853294219223,B,E,88.67281875354315,0
56,E,C,D,203.95363120370916,C,E,112.69118850817034,1
82,E,E,E,-87.63516994596385,A,C,-48.06310378487317,1
33,C,A,E,-125.11290294603381,B,A,-75.27484860913972,1
48,E,A,D,175.7004232857471,A,A,166.57507172276226,0
76,E,C,C,51.43536465452282,A,B,98.17025644294088,1
25,E,B,A,-123.35157264013526,E,E,-93.47937805816231,0
71,E,C,B,-135.7786768636062,E,E,75.39510587309232,1
26,A,E,D,-71.63974033625857,C,D,3.9065333586643742,0
25,A,C,E,64.39133927512324,E,C,37.00612342661086,1
61,D,A,A,-111.29864791959028,B,B,-110.36795115428015,0
38,C,C,C,-9.90001486512697,E,B,54.249487645203054,0
19,B,E,C,-127.61661764671001,C,A,-54.60270203008768,1
99,E,A,A,-131.4323441126019,D,A,24.59455988225192,1
20,B,E,A,5.650591445863764,E,C,43.19532182257268,0
23,A,B,C,-78.269842939986,C,A,79.92281940946292,0
26,B,E,D,183.38283137350106,A,C,129.91960371331476,1
38,C,C,D,-129.495936207109,D,C,-18.19545419518681,0
89,D,C,A,177.0799409448418,E,D,-97.60815879562178,1
83,A,B,E,-9.777287616479327,D,E,-139.2413637742659,1
35,E,A,A,-95.10385304029381,B,A,21.132186710947543,0
93,A,A,C,15.06209679077641,C,C,31.24882606419034,1
64,B,A,C,17.613499117747025,D,D,-179.34347718526783,1
49,D,A,B,-5.55027510301416,A,E,-6.844164016785727,0
19,C,D,E,-32.98786271000694,E,E,15.99468028683341,1
89,E,A,C,50.592613137346866,D,A,-197.56136751834546,1
44,B,D,E,-214.60078113727775,D,C,-30.37306139481245,0
57,A,B,B,29.240480106896243,C,B,119.92638914674171,1
31,D,D,D,313.72858274032353,D,E,-136.71310107487452,0
68,C,D,A,26.797979049394833,E,C,61.13531574758531,0
35,E,E,B,-40.35086173331965,C,D,104.88012930918013,1
39,E,C,C,75.81338422992806,A,E,87.53555925026942,0
31,C,C,B,89.33801164933804,C,A,40.538136032207426,0
68,E,C,B,-56.20877747637487,B,D,89.1831338875149,1
76,A,C,E,181.08056663555618,C,E,15.044268348838404,1
80,B,A,A,6.357592114758519,D,A,-34.52994598002501,0
62,C,D,C,-84.22879688211292,E,E,-16.20730461654052,1
20,B,D,D,41.23001776254276,D,D,21.090960568038973,1
38,E,A,B,175.42930212853142,C,B,-93.80465205399388,0
60,C,E,E,0.4988054227126798,B,D,-55.11519070512503,0
42,E,D,E,93.42112046444345,D,D,203.72823668444204,0
63,A,A,E,3.2020625079164886,C,C,109.7349362293284,0
53,B,C,C,53.42397316289031,D,B,193.46503486297718,0
69,B,B,B,-1.7484942876681688,E,C,-76.67943197702375,0
51,A,B,D,123.83470625911326,C,C,168.18154402328162,0
84,C,D,B,-135.59863111185734,E,A,-6.299234540738421,0
78,D,B,B,143.26125587213022,C,A,-100.18409106179776,0
32,C,A,B,84.6095659672085,A,D,84.9065726122674,1
31,A,D,E,22.339570928257537,E,B,75.92769688064146,0
21,A,C,E,-35.15196940387194,A,A,-98.71609255786039,0
92,A,B,D,-155.13259192523952,E,B,11.581323728484298,0
53,E,D,E,-45.13231354325957,B,B,144.61045224090316,1
59,C,B,C,10.492642867563937,E,D,12.230756470215084,1
37,A,C,C,96.59100330119765,C,B,5.245933790104377,0
61,B,A,E,69.79915095945188,E,A,-161.49861201710155,1
27,C,D,B,-5.359075632240786,D,D,142.1540607423863,1
92,E,C,E,197.98395357613384,D,D,31.349700524828776,0
40,D,D,B,6.801395027481299,D,E,4.310047347667043,0
41,B,C,A,-41.64440148407243,C,A,50.736023442638576,1
62,C,D,E,-61.1061810895402,A,B,-88.02158068868351,1
63,D,A,C,-0.5902269565540069,E,D,-212.2538061578053,0
24,B,E,D,111.66605661976081,E,D,-44.00022241082689,0
60,B,D,C,-55.00463057845174,B,B,-153.57603455001623,1
56,A,D,B,96.08357166490413,C,A,-68.58939656160094,1
76,A,D,B,1.8737669501891572,D,E,62.89293388884648,0
79,A,B,E,28.214678237699502,D,B,69.32876082114653,0
93,C,E,A,91.03552023268328,B,D,-64.14645685153388,1
85,E,D,D,-141.2784013295826,C,D,-154.63688777288286,0
59,E,D,C,-159.75762714400997,D,C,1.224695219500416,1
19,B,A,A,120.63526265857266,D,A,17.751473311922368,0
29,D,A,A,-146.0821754473572,E,E,-79.70149491386968,0
59,C,E,A,-21.401078153572147,D,E,54.964511735991074,0
29,B,B,A,79.4313988621446,E,E,-6.980110705612659,0
82,E,E,C,-236.8487422006052,D,C,-139.93676271169394,1
67,A,C,D,-114.005831895886,B,E,-10.670229685551394,0
68,D,C,E,16.762018019679985,D,E,-10.984985894106206,0
58,B,C,E,57.705109854881385,C,C,128.26212860412096,0
45,B,E,C,177.5490418293152,E,E,9.59693699883329,0
65,C,B,E,-0.9076052954549403,B,C,-18.082016039779706,1
95,C,B,A,8.82607305110217,D,C,315.49903221085475,1
79,E,E,D,56.18953478653451,C,C,48.802410333628224,0
23,E,E,D,-72.48407983815713,C,D,77.7104823229131,0
69,D,C,B,143.83536763410527,C,C,-10.237871169239394,1
86,B,A,D,-40.4831040103018,D,A,62.08319982857018,0
51,A,C,A,-77.3756755461903,C,D,80.88189308551536,0
53,B,D,B,52.001688808454794,B,D,74.48639408809532,0
18,E,C,D,-29.28217309035224,D,B,170.4715524013587,0
27,A,A,A,-45.37756440995581,E,B,-10.340387052818377,1
92,B,C,E,138.92195360656646,A,C,-94.24321359265292,1
35,B,D,E,-107.22940529926326,B,D,142.70262950212404,1
71,C,E,A,-49.44357888799129,D,E,-196.6149927885418,0
89,A,A,E,-115.92888609070869,D,E,129.62550287721373,0
20,A,B,B,54.68099436984494,D,C,-116.99968033321937,0
57,D,D,E,-140.33447374556863,E,B,-32.690784280543255,1
78,D,B,C,192.27063298198522,E,B,190.21569295238942,0
99,E,D,E,24.55984074016437,B,D,26.223162929028,0
60,D,D,A,131.793284213338,C,E,-31.23977346800994,1
70,E,D,B,-197.74968719917084,A,C,62.176087769761814,0
89,A,E,B,169.1609736420406,D,B,-90.94415765452133,0
59,C,E,C,1.515509290663918,C,C,-150.03706226437038,0
22,B,B,E,-202.96150855677416,D,D,70.98075404127349,0
34,A,D,A,-14.01148514808312,A,E,72.3665201403721,1
56,D,E,C,3.73611405395018,B,C,74.6820471303391,0
41,D,C,C,-1.1354695719538703,E,A,12.217156770672451,1
92,D,B,C,152.5432502003925,B,C,54.49831797836169,0
20,A,A,B,-105.74618332423907,E,B,-166.98093393298151,0
24,E,E,A,-107.03196890239512,D,D,-84.71868866215084,0
80,E,B,D,13.653385598755838,B,C,-87.76233219250693,0
65,C,D,C,-96.58171143630992,D,C,-48.50167297663256,0
90,A,A,E,123.72313323811306,C,A,18.138078554423902,1
62,B,E,B,0.30694811803158223,E,B,-97.11003789801839,1
26,A,C,C,-43.60359695412819,B,E,-150.33701747908694,0
35,D,C,A,183.57442417819126,D,D,64.09314696996992,0
79,E,C,B,-39.85414873201489,B,B,15.87656572862198,0
90,D,B,B,12.340802898314422,C,C,142.67869494764628,1
24,E,B,B,-118.8720385419774,B,D,67.23032138998992,0
35,C,A,B,-81.58408342936558,C,A,96.45287775425584,0
65,B,E,D,-5.75150962620332,A,C,-127.02318397686192,1
20,B,D,D,8.196269398470935,D,D,11.135219327014697,0
87,C,B,C,166.0447476395023,E,B,105.80217636897933,1
79,C,B,E,-41.335354985237174,B,E,-36.950364125693774,1
92,B,D,A,176.2355003909609,B,C,226.50029878533874,0
36,A,D,A,88.58024043156985,E,E,-48.33359070717233,1
52,B,B,D,104.41981420124091,C,B,12.91466540678958,1
19,D,E,D,67.74132297358125,A,D,-37.73920616614891,1
67,A,B,B,-101.08955796916084,E,C,77.29869648186813,0
96,D,E,B,-143.21497696045648,B,D,-195.2594825952376,0
66,A,E,C,58.503305336585434,A,B,-19.908086398795835,1
85,E,C,B,119.98631718051833,A,E,-59.64404422692664,1
70,D,D,B,82.26496454764357,C,A,47.6691431955804,1
39,D,D,C,-33.643485897133225,D,D,165.9250871472029,1
92,A,E,A,-146.6091384657572,C,E,139.830517674963,1
49,B,D,E,-3.4700024236731295,C,B,-86.72136215908017,0
40,C,B,A,-82.89153183167481,D,C,34.21661401797172,1
77,C,D,E,15.25872652932867,A,C,-105.0128277575568,0
79,A,B,D,-132.71729679134475,E,B,95.23472350821073,0
61,C,A,A,-64.91784222552911,A,B,-100.60479416577917,1
80,C,D,E,-212.81625628307873,A,C,102.04333898307793,0
71,D,A,D,-28.030085447504298,E,E,-15.335542339838279,0
40,B,A,D,96.37281528437289,D,C,-30.089909301458245,0
25,B,C,A,32.79966644791862,B,E,-63.52430081556387,1
97,C,D,B,-50.89834606468933,B,A,40.07014631929036,0
71,A,B,B,-31.984601401431984,D,A,126.15549996708356,0
19,C,C,B,30.432208154194573,B,A,19.97864559342095,1
54,A,E,B,0.8432751363536235,D,E,6.927751395149697,0
98,C,A,C,-100.0172229233039,E,D,-56.876367313890675,0
23,D,C,C,-43.937783336886945,D,C,69.17632888347926,0
94,A,B,B,4.591218813897141,D,E,151.23199821699762,1
85,E,A,C,-45.25759376880813,E,A,-8.342155200697125,1
65,E,D,C,-152.02313310527236,B,B,123.59131347165544,0
85,E,E,D,67.35915070291313,A,B,-1.0323830745743057,0
38,D,B,C,8.006809383173124,C,E,131.51191897835702,1
75,B,D,D,106.41475131893647,C,A,48.54955407552337,1
42,C,D,E,21.772327073837626,A,E,72.92213374545598,0
31,B,D,A,-33.643032361437385,A,A,-88.91749068313622,0
63,C,D,E,0.2245022237397446,D,A,-68.37008383243135,0
83,C,B,B,5.561488664557287,D,C,72.08214694507149,1
73,B,A,B,157.52949897256764,A,E,-181.24564914586102,1
82,D,C,B,68.94316612412648,A,E,-68.22530449204494,1
75,C,A,C,20.861016198195784,C,B,237.23025876586394,0
51,B,C,E,-62.82934839521502,B,A,31.95491926234589,1
33,D,A,A,-4.683192303026862,D,E,-93.85431626590642,0
92,A,D,A,-9.888682256509277,C,E,42.69155835692789,1
85,C,D,B,-26.597194495056055,B,C,71.44584346550951,1
47,D,A,D,-155.20944245911892,E,D,-59.49138025332989,1
94,B,C,D,-26.659968966387833,E,D,60.42370244163907,0
95,B,A,A,73.94846583961657,D,A,-18.68095908959707,1
82,E,A,E,28.83219288087985,B,C,82.03888488946707,0
40,C,D,C,-26.165639304371524,D,C,-10.892565368281893,0
52,B,C,C,123.69648635886499,C,B,-82.39293604853798,0
80,E,D,C,-142.59173751941475,B,B,-56.59605033654235,0
22,C,D,C,-198.84114967260723,A,C,-56.861939642509064,0
22,E,B,E,26.316735288487802,E,A,28.207698641747704,1
20,D,A,A,127.6296534253301,A,C,-102.49348765695456,1
78,A,B,C,-67.49326577708166,E,D,52.13877013512235,0
87,B,B,E,-37.703022564905794,A,D,21.89006153630941,1
65,E,A,D,116.0030431009075,A,B,10.30262740170189,1
89,A,C,C,-110.9312764555564,A,A,-96.78182367251264,0
28,E,D,C,148.21872331700553,D,D,-3.7152953848702297,1
72,E,D,C,-19.757422530264577,D,C,-21.87498505459815,1
72,B,D,C,-15.836138995640878,D,B,-20.931290678445876,1
35,B,D,A,68.6514901447668,C,A,-49.3698442201496,1
55,A,D,E,-18.060032436356206,A,B,110.28723094823852,1
40,E,E,A,-173.4137435817691,B,D,47.26759208718942,1
53,E,A,D,1.1559929335902663,B,D,-102.78332674459172,1
26,C,D,A,-105.47967135780519,E,A,-10.15679482629481,0
75,E,C,A,272.86770960035085,A,A,-168.30469457872817,0
78,A,D,D,19.833229698348546,B,B,25.078701089732082,1
67,B,A,B,-0.2499840490542968,C,C,-219.00414525674822,1
26,D,A,B,-55.23071578910733,E,C,-165.09651036825255,1
82,B,B,C,-94.8686041893007,C,C,89.26901679918427,1
86,D,E,E,-37.54285098372529,C,D,-62.06946575153927,0
56,A,D,D,-3.4269272148799628,B,D,-11.170142563852673,1
61,C,E,D,53.10731510116177,B,A,12.72009378573208,1
71,B,C,E,118.1737438589731,A,B,-24.575827799596407,0
19,C,E,E,23.836018221303277,E,D,2.643871070630521,1
73,C,B,B,-125.55163395259015,C,B,50.83698403166073,1
68,B,B,A,54.34656982099468,E,E,131.0473685250799,0
45,A,D,A,1.1886049111154893,A,B,-32.53557749950329,1
66,D,A,B,-159.18860368296984,A,B,64.4792261662446,0
77,E,A,D,-184.86684017826025,D,B,56.98541334539146,1
73,C,D,B,-145.53913112021678,E,B,-39.59108522133786,1
99,B,A,E,-192.54165118311062,B,A,26.602620172131797,0
44,B,E,E,89.02535941265538,A,B,115.18591583850137,0
95,A,B,D,3.179518369537114,D,E,59.36288474061009,1
91,C,A,B,-151.50738896035676,A,E,45.769094577554654,1
24,D,A,B,-103.0454624570783,C,C,-134.91184029302997,1
36,E,A,B,-157.23903011684752,D,C,212.82104454137212,0
65,E,E,C,104.32697727794131,D,E,-56.74729277223661,0
89,E,C,C,-100.49850369663544,E,E,-26.553679283127146,0
86,B,E,E,-71.26179877859155,E,A,92.59707264760829,1
80,A,D,B,-41.5592682260929,C,C,88.24139902812243,0
70,D,B,A,69.70630358471398,D,D,106.23972766185179,0
99,B,A,E,-100.15994187488066,A,E,132.3777984215828,0
19,B,B,B,-1.4939684781372031,D,D,-59.49633146358584,0
72,E,E,B,-92.86268120482474,A,A,66.7337761846214,1
30,C,A,A,-42.22281872879934,E,D,-8.57999468798819,1
84,E,E,A,94.41002755727001,E,E,78.62561082547887,1
63,D,E,E,-31.91455606405475,D,B,-204.00964514441355,0
34,E,E,E,16.444393885851795,C,A,51.75240945020786,0
50,E,B,B,127.65436876531417,B,D,82.63453443743069,1
65,A,E,D,-110.80741490833026,A,C,32.07884739520819,1
35,A,D,C,-123.88348950883181,A,C,2.531270986297516,0
63,B,C,B,-7.629647804030661,D,E,91.03295176094545,0
27,A,A,D,39.25006253280207,A,C,-83.74624672811079,0
24,D,B,B,-34.88998942819999,C,B,96.36719363726625,0
83,C,A,A,-54.899426500380685,E,B,139.4707559053012,1
23,B,D,D,5.13602429768757,E,D,-63.91868229533879,0
86,D,D,B,80.2666599153994,D,C,-134.12234897263977,0
42,A,D,C,16.614553591803524,A,B,84.24236151971604,1
39,B,C,C,-54.45764032951054,D,E,-52.14813907283842,0
90,B,A,E,-92.62189349679294,E,C,-90.95559647464688,1
44,B,D,C,-4.046169224542029,B,D,-3.509279508039726,0
88,B,E,D,-8.735950857500159,C,E,47.66373492626016,1
54,B,A,D,-19.752743513280997,C,B,-90.00134542628037,1
81,D,B,D,-59.34596915682977,B,B,64.87295643536325,1
83,A,D,B,122.44569669743895,C,B,43.597799961270844,0
90,A,D,D,-35.113539156267706,E,E,-58.194628998414,0
58,D,A,C,6.755508091948966,C,C,20.101825042971328,0
99,B,E,D,65.23432420416424,D,D,103.11610246022292,0
32,C,E,C,56.27045916853791,B,D,-253.11958951116824,1
48,E,E,D,177.99359853645544,A,A,-31.203210754672366,0
44,D,D,A,97.21252425182739,A,D,-30.011745175533388,0
65,C,A,B,-67.45909543539932,D,E,84.14196332585868,0
26,B,D,C,-120.51321926432128,C,C,-79.80205704448827,0
23,B,A,C,104.00817312123087,A,C,96.0823980151691,1
89,A,C,B,-47.84248773841062,B,C,57.889533583692184,1
80,D,B,C,-51.790882473644764,D,B,117.404317955015,1
29,E,C,A,-24.16435245292088,C,D,30.822009688443437,0
79,C,B,E,116.61942196616508,A,E,-32.00734637948953,1
63,E,E,E,-78.21933102226423,C,D,-14.60967544889589,0
88,D,D,D,45.92552867132309,A,C,108.32974807647628,0
81,C,B,C,49.485637561349336,B,B,40.10648695120163,0
57,C,E,B,-58.403171260017096,C,E,-117.52113272153267,0
99,C,E,D,10.971269902851361,A,C,-0.2303015255719518,1
48,E,E,C,52.74341881557051,E,D,-83.00336359710914,1
76,C,A,A,-64.61370227480245,A,D,26.281693098805114,1
66,C,C,C,79.41279641461698,A,C,119.96085197903955,1
21,E,D,B,-59.784786586871284,E,C,-96.0324576454769,0
21,A,C,B,151.62120611816238,D,B,206.554828334699,0
49,D,E,B,-35.50152651505412,A,A,-136.30637611454915,0
34,E,B,E,35.255423937397154,B,E,231.993797468319,1
83,B,C,E,-9.98665180437847,A,B,36.810283649948325,1
57,B,D,E,-132.84476730178417,C,D,33.45818186304737,0
69,E,C,A,92.3611990603618,A,C,149.19462389370113,0
32,D,D,A,27.44165014764078,A,E,-24.767027255342317,0
88,D,E,A,-19.80931519791418,A,C,-3.5930433683930536,0
85,D,A,B,53.33888922114086,A,B,-16.28166093165524,0
71,E,E,A,-10.613327031121452,D,B,-130.43150198750547,1
39,C,A,E,-29.465154752852573,A,C,53.18559183668332,0
83,C,E,C,40.28587011709427,E,C,-165.7740534477333,0
74,A,E,C,62.63440103981771,E,B,10.25736821997846,1
24,E,A,E,-31.98907234043712,D,C,-34.297448756120744,1
49,C,B,E,48.35200065450748,E,E,-19.18551534436962,0
70,C,D,D,-24.40845731512683,D,D,149.2161953082906,1
52,A,A,C,-35.11095190427065,B,C,-136.61427594342763,0
81,A,E,A,-148.01747651080888,E,D,-36.02683099034019,1
47,B,C,E,117.54709538858367,B,B,35.76004281643929,1
53,D,C,A,-150.23781457092602,A,A,104.66295042745408,1
21,B,D,E,-68.27388885212665,E,C,-267.068532577922,0
25,D,D,B,68.5663548060076,C,D,-163.1872078040359,0
88,E,D,A,-17.450541665964433,E,C,54.54985785265622,1
95,A,D,C,-99.95048416172627,C,A,-110.66176977080832,1
72,A,C,C,12.835282166949241,A,E,-175.4451939388466,0
75,E,E,C,36.09390889864111,E,A,99.9891639229826,0
96,D,D,A,-130.54637981220375,D,B,-77.59162911968073,0
70,D,E,C,-62.1229727547197,E,B,-102.15232614899215,0
36,D,A,B,26.757297106763527,A,A,63.749381535823055,1
18,E,A,E,-29.935567608457408,D,A,-80.47358620723666,0
60,D,E,B,157.62185913818743,B,E,82.08763066137901,1
87,E,E,A,62.890200849274926,D,B,-111.62144062390674,1
58,B,D,B,1.7069982664438943,C,E,116.21956731914112,0
59,E,A,E,79.99556934277663,A,C,-100.76769519019213,0
83,E,C,C,-73.85734525432234,B,A,0.9258464393881239,1
69,E,A,E,138.2888454409325,B,D,-5.0040507906650635,0
66,A,C,B,-111.18978367451543,D,A,22.019617328227437,1
94,A,E,C,38.480600947915775,E,D,88.15103027687654,1
37,B,E,B,49.99947314484928,D,B,-28.187332416855572,0
40,E,A,E,151.0588544126685,C,D,-143.39588733388416,0
95,B,D,A,-13.440265170500638,D,A,-39.419229680749496,1
43,B,C,D,-52.37377242939096,A,A,35.09556562723725,1
74,A,B,A,19.592352439820335,B,B,35.91885755709773,1
78,C,E,E,-48.926034270656835,D,B,157.1483702497447,0
97,C,C,A,-27.331930572456546,E,A,-2.7339040950448243,1
84,C,A,B,8.092355827967342,A,B,49.26939325122565,0
65,C,B,B,18.657402171832484,C,C,-284.02205699875316,0
45,C,A,B,-55.792453401721644,E,E,13.672484806303384,0
78,E,D,C,13.883520735539214,B,D,-112.09117106564462,1
81,B,C,B,-7.197996397177173,D,A,9.810892057326773,0
44,C,B,A,33.18796021205463,D,E,150.93250429499858,1
42,B,E,B,121.07145382341086,A,A,-44.76933913472851,1
18,C,A,A,110.69479158285469,D,B,99.08844609749171,0
27,B,B,D,-90.47992976762012,D,B,25.234132723330017,1
32,E,C,E,3.731395928388474,A,C,39.399312018483826,1
41,B,E,D,-13.103967892263652,B,E,-61.30440236068946,1
68,E,C,B,-100.05853680875975,B,E,-57.190049708850765,0
79,A,A,E,-51.85459896639839,D,C,34.74714974977012,0
64,E,D,C,51.25064620855052,B,E,94.53287932227379,0
36,B,D,A,-61.3553894295368,A,D,-63.175476195653935,1
92,A,A,E,116.03013582501274,A,D,-66.95662303326104,0
73,C,D,D,-109.35352724627568,A,B,-30.345869346922395,1
58,E,A,A,18.881345338297383,E,D,7.574020751754615,0
66,D,B,E,13.131246442286384,D,A,64.8613234044432,0
68,C,E,C,-21.38169372773856,E,A,-10.28308168097793,0
52,D,A,A,219.84375859934974,B,B,-66.01205006449838,1
46,E,D,E,-12.93846969643761,A,D,55.03379389389226,0
68,B,A,C,17.33346137096559,B,B,27.795771792062023,0
62,E,A,D,-116.30605886329897,B,E,220.23671656913305,0
87,C,A,C,112.34780558206099,D,D,-7.779394709039818,1
42,B,D,B,219.49333214955433,D,C,57.31441546787116,0
96,B,C,B,85.75128350843963,A,E,190.1351481628591,1
93,B,E,D,106.79817231570716,E,D,104.80572885481712,1
38,D,A,E,0.038862777540798664,B,C,-153.2768161392746,0
65,D,C,E,-68.04983100147328,D,B,175.53951936427006,1
62,D,D,A,49.81147172257527,E,C,-84.47292904154469,1
67,A,E,D,-43.513931504105145,B,E,15.637205056626795,1
76,A,C,A,-74.90050803143833,E,A,-41.828884573090534,1
21,A,A,D,-39.684317425569645,E,D,-94.94481126021839,1
34,D,E,D,-137.55397658724246,D,C,-53.64707008746851,1
47,E,A,B,-123.82310120996429,D,C,-76.5293917639256,0
88,E,B,E,104.59001684802978,D,E,-36.44655622695724,0
39,D,E,C,-83.78098420645398,C,E,43.957627383813325,0
71,E,B,A,47.77199775064,D,A,-0.9970412479868068,1
69,A,A,B,-188.93938926786095,A,B,-47.46860729421958,0
73,A,D,A,22.603503298823966,E,D,88.37240879325903,0
22,D,A,C,-28.57921466809107,C,E,93.48248965543401,1
35,E,B,E,35.7680546694784,B,D,82.42597423652633,0
93,D,E,C,12.72875320028308,C,A,132.95377838703158,1
75,A,D,B,79.22185095051958,C,B,199.10806202108893,0
42,B,D,C,10.06970710706315,A,E,32.578648011664654,1
31,B,A,E,40.02683266574388,E,C,12.056936755266872,1
25,C,A,D,-68.14612393901487,D,A,-25.999149731343884,0
93,E,B,B,156.58951296709992,D,A,-98.98014835220177,0
96,A,E,B,113.86750755914488,A,B,89.41702973574682,1
67,B,A,E,-89.60723234220355,E,B,-4.288711561410291,1
26,D,E,D,-128.19333905223388,B,A,2.5222309168118375,0
24,B,B,A,8.985653058386065,E,B,-0.3947844277414749,1
42,D,D,C,54.635817993188574,C,D,-174.32840801500242,0
61,A,E,E,-129.4753545031866,A,C,171.64919987530257,1
20,C,A,A,-93.66731558212757,E,E,50.6113898657438,0
82,A,B,E,-58.19828587414734,B,B,82.46169660581076,0
40,A,A,C,64.44840985983542,C,C,8.837505804199939,1
69,B,D,A,-74.43821838617566,E,E,146.10698040890398,1
37,B,C,C,-162.00087731984652,B,B,107.2136169353453,1
24,B,A,C,-14.08518242759816,E,D,254.94304150714723,0
33,B,A,D,122.10943099484051,A,E,-106.35286166568427,1
29,E,B,D,118.61101904210835,A,D,360.04920259572884,1
76,D,E,A,-120.10287719915303,B,B,-56.89272824281863,1
71,B,E,A,70.54665485382448,D,E,148.593959315843,0
90,A,D,A,21.077061710392215,D,D,13.94772999911979,1
71,B,E,C,-65.12800423431021,A,A,-51.85122809997533,0
21,A,C,C,269.21583720107634,E,B,-221.72003472532347,1
63,B,A,D,-104.37684399585095,D,C,92.77435232061242,1
60,B,E,A,40.78103027217676,A,A,-40.07402394376058,0
21,E,C,B,-63.3190067687029,E,A,55.14403320935421,1
43,D,D,C,94.78745419745916,D,D,-40.808390080821646,0
31,B,E,D,-50.26673460875328,E,C,203.31720912446772,1
96,A,C,D,5.57851663274703,D,A,-82.59958493854694,0
82,B,D,D,-174.8399320086642,B,E,113.0374494718176,1
59,D,C,B,-94.89169411419168,A,E,111.46505449385356,1
44,B,D,C,64.26795840608271,B,B,14.029325411895401,0
63,E,C,C,3.6582587641670363,D,B,74.80568636921943,0
24,E,D,B,-115.35392237100967,B,C,-178.12229479783267,0
74,C,A,C,-90.28757984202342,A,D,77.49838058519256,1
26,E,C,D,54.25848507312473,D,B,122.25465050408812,1
38,B,B,C,-141.04016161011086,E,B,53.45079121986595,0
65,D,D,B,-55.802794019065146,B,A,-135.7461739639485,1
