AGE,race,religious_affiliation,Nationality,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,target
31,Hispanic,Muslim,Germany,-286.7625091714321,-45.30576416389198,D,C,B,B,A,C,1
36,Asian,Christian,India,101.25435995529783,-90.50455270167699,E,B,D,D,B,E,1
69,Other,Christian,Mexico,91.7145881975932,-256.751935590683,E,A,E,A,D,A,0
64,African American,Buddhist,India,31.122111914221794,83.71818704750731,B,A,E,B,A,E,0
51,African American,Muslim,China,-127.19166368432914,-72.95273139895542,B,B,C,B,C,C,0
79,Asian,Muslim,Mexico,-155.6903017471521,-69.2170405713921,A,B,D,D,A,C,0
22,White,None,Brazil,33.163110918620035,46.7145185926625,E,D,E,A,A,D,0
22,African American,Christian,UK,-72.84350233780515,-119.72792432661936,A,E,B,A,A,D,1
76,Black,Jewish,Mexico,-208.66920947369357,95.48864856659313,E,A,C,A,A,C,1
42,Hispanic,Buddhist,Other,80.07898716009204,-86.13283837613227,A,C,B,B,D,C,0
23,African American,None,India,-44.444891515240606,-48.58195807520808,E,A,B,E,C,A,0
28,Other,None,India,142.75928949712647,22.27238899549539,D,E,C,D,E,C,0
35,Other,None,Brazil,-70.15445216759126,126.83280719192408,D,E,E,D,A,C,1
71,Asian,Buddhist,Brazil,155.01963115281202,-0.06974479549870162,C,C,D,A,D,C,0
29,Other,Muslim,UK,86.41792648117278,12.137148162883012,A,A,D,C,E,D,0
33,Hispanic,Other,Mexico,38.105726784495566,58.23604096345236,D,A,B,C,A,A,0
50,Hispanic,Hindu,India,-25.267125544293485,111.37796609656606,A,A,A,D,E,D,0
59,Asian,Buddhist,UK,104.08056843560769,87.52963328521739,B,E,E,A,D,B,0
33,White,Buddhist,China,86.31932952947653,-197.19566777385765,B,D,E,C,D,B,0
62,African American,Jewish,UK,41.194784687020885,-76.14908141285552,C,B,E,E,C,D,1
58,Other,Other,India,48.44227518730708,91.91947543306841,B,D,B,D,C,C,0
35,White,None,China,-1.1259603100714155,31.545917250135354,E,C,D,C,E,D,1
22,Other,None,Germany,2.788223385054634,61.40444510195666,E,E,C,E,C,B,1
47,African American,Buddhist,UK,74.59210736083067,-70.73653591589775,C,A,D,C,C,C,0
22,Other,Buddhist,Germany,-11.590434857661396,4.16529916992783,C,C,A,C,C,D,0
66,Hispanic,Christian,US,-8.368320419233925,97.63020218040906,C,E,A,E,A,D,1
68,Asian,Hindu,Other,-93.49890935209851,136.44120509465353,B,D,E,D,D,D,0
25,Hispanic,Muslim,Other,16.817722207476056,100.63698883113229,B,C,D,A,B,B,1
49,Black,Other,UK,-164.18278013446064,148.29912042904775,A,B,C,E,D,A,1
73,Black,Muslim,Other,-145.13756929233188,108.59346987399651,A,B,B,B,A,B,1
50,Hispanic,Other,UK,90.84262544931502,85.73570395735427,A,B,C,E,C,C,1
51,Black,None,Other,-86.11240869956269,-84.94038837578586,E,D,D,B,D,B,1
23,African American,Other,India,98.26951010591996,-50.804732442595615,B,E,D,B,C,D,1
61,Other,Other,US,-12.813308806132925,-24.251203089035922,D,A,C,A,C,D,1
37,White,None,China,-197.75003531176995,-125.58552989259972,C,B,A,C,C,C,0
37,Asian,Buddhist,India,-150.02141569022544,93.67305843245684,D,D,C,D,A,B,0
26,White,None,Other,104.62504362050669,45.442234535712,C,A,E,D,C,C,1
48,African American,Jewish,Brazil,-153.59220288798073,-30.686383242257186,D,D,E,D,D,E,0
41,Black,Jewish,Brazil,56.46773210142361,-142.2919831217953,B,E,E,B,D,B,0
33,Black,Other,India,88.46053231437097,-91.63828068791463,D,D,A,E,E,A,1
75,Other,Muslim,UK,16.089379556882573,-104.73773149984709,D,C,A,A,B,D,0
47,Black,Muslim,Germany,-75.80605199241604,-71.91618123928687,A,A,C,C,C,D,0
37,Black,None,Brazil,-236.89712058572204,-231.51203106919783,D,C,E,A,C,E,0
27,Hispanic,Hindu,Germany,155.45147881772584,25.686095535504684,E,D,E,D,D,D,1
64,Black,Other,UK,-77.916044259139,-140.0140129362671,A,E,B,C,B,C,0
76,White,Jewish,Other,77.70343019294776,-150.5264139906627,D,B,B,A,C,A,1
79,Hispanic,Jewish,US,-93.99507024529369,35.22270709058719,E,E,B,C,E,D,0
43,Asian,None,Germany,-139.72740290982603,64.92404181771987,E,B,D,C,B,B,0
52,White,Muslim,Other,25.34185825454454,58.413236925905785,B,C,A,A,E,D,1
52,Asian,Jewish,UK,199.32230887884,-182.0875963963788,A,A,A,A,B,A,1
22,Asian,Other,Mexico,-47.782516208600605,-174.9185668292974,A,E,C,A,C,B,0
79,Asian,Other,China,97.65018566352532,-57.501150412865286,C,D,D,E,E,C,1
76,Black,Buddhist,Other,1.130407905168433,-187.38422478131406,C,E,A,C,A,C,1
56,Asian,Jewish,US,66.60232000588422,-4.522052511415388,B,C,D,A,E,B,0
28,White,Christian,Brazil,-192.02298004230298,51.295944147036764,C,A,E,A,D,A,1
22,Hispanic,Hindu,US,56.45641515140506,-163.3146578042583,A,A,C,D,D,A,1
65,Hispanic,None,Other,-194.52046897511778,122.1473487686093,A,E,E,A,D,D,1
41,African American,Hindu,Brazil,123.38892110754355,-173.8505321249589,D,B,A,D,D,E,0
52,Black,None,US,-190.13491661007754,-138.20861054687973,A,A,C,E,A,C,1
39,Asian,Buddhist,Other,-122.97274378267737,20.946569404387496,A,B,B,C,D,A,0
24,Other,Hindu,US,115.37618516955585,44.51903321752545,A,E,B,D,D,B,1
46,African American,Hindu,Brazil,-48.3768364061078,66.16158871511814,D,B,E,A,A,B,1
64,White,None,China,57.80294603525265,65.84694984000097,B,C,B,A,D,A,0
61,Hispanic,Buddhist,Germany,-4.198298850705949,74.40690186232327,B,B,C,A,A,C,1
61,Asian,Buddhist,Mexico,-30.467344458701568,10.6907994679744,B,A,B,A,A,C,0
61,African American,Muslim,Germany,-106.12268824008729,152.28931940221096,D,C,D,D,D,B,1
56,Asian,Muslim,US,-23.561437594047725,5.610502841407462,D,C,C,B,B,C,0
58,Asian,Hindu,China,102.87295991104075,-131.35540961470284,C,E,E,C,B,C,0
36,Black,Muslim,Mexico,52.69401521815663,37.22274125832328,A,E,E,D,E,B,1
27,Hispanic,Other,Germany,-69.21694029290495,-155.29596836557835,E,A,C,B,D,E,1
73,White,Other,Germany,-100.16318868047334,49.66748520552185,B,D,C,A,C,A,0
44,White,Buddhist,Mexico,59.02794265485559,-70.22713917403163,C,B,E,A,A,E,1
45,White,Other,Mexico,-212.71966699570095,-27.30410639996861,B,E,B,E,B,A,1
50,African American,Other,Brazil,-156.23349416849567,243.75961072496665,D,C,E,D,D,A,1
78,African American,Buddhist,Brazil,203.62321564273995,108.71801267834806,B,C,E,A,D,D,0
19,Other,None,Other,-126.17334910843292,98.70892401191266,D,C,B,E,C,C,0
52,Black,Christian,US,27.208359876626016,-157.5458695918789,A,A,E,E,A,A,0
24,Asian,Other,US,47.477921513296906,187.51594516702775,E,B,B,B,C,C,1
42,Asian,Other,Mexico,25.653648178459637,-28.969616142145625,C,B,A,D,D,A,0
73,White,None,Mexico,-169.19079497330432,-31.49231636429856,B,D,B,B,E,E,1
78,White,Hindu,Other,91.4836145041986,-28.550409273834777,B,C,E,D,C,E,0
20,White,Buddhist,India,-229.67306095714423,76.64637147758762,A,E,B,C,E,E,1
55,Asian,Jewish,Other,-147.3034576226941,-2.4750822239557753,D,E,A,C,D,C,0
62,Black,Christian,Brazil,-57.850284135554475,48.112923071586316,A,C,E,A,A,C,0
55,African American,Christian,Mexico,121.51007346328433,51.43788352832066,A,E,B,A,D,B,1
19,Hispanic,Buddhist,Brazil,117.30799685527151,-17.492426396920443,D,B,B,B,B,B,0
47,White,Muslim,US,-90.86480054967907,-82.57101231162338,A,B,A,E,D,A,1
78,Other,None,UK,-245.29776235607338,-36.90027172691147,A,A,E,D,D,B,1
71,Other,None,Germany,57.87965697401746,-131.53226432823163,A,C,B,A,C,D,0
40,Black,Buddhist,Mexico,55.40466102633535,88.48314414772896,C,E,E,C,E,E,1
69,Hispanic,Hindu,China,112.36257409773376,70.72276641743542,E,B,E,A,D,E,1
30,White,Christian,Mexico,-7.112060357230952,-30.84718395972688,E,A,B,C,B,B,0
38,Hispanic,Muslim,Mexico,173.7540747994056,-13.25118463732234,A,C,D,E,A,B,1
47,Black,Muslim,UK,1.9585319822424494,65.2204853145483,D,C,C,D,B,B,1
32,African American,Muslim,India,21.30008320928511,-154.32408208792467,E,E,B,C,D,D,1
61,Other,Muslim,Other,11.370064309035211,-12.349594179458474,E,A,D,B,E,C,1
61,White,Muslim,China,-32.38909269422881,-109.39974324468136,D,E,E,A,A,D,0
34,Asian,Jewish,Mexico,-82.14108827336129,-188.84017325493213,C,A,E,C,B,C,1
36,Other,None,Mexico,-72.95191624569574,93.69591456020963,C,A,A,D,D,E,1
28,Other,Buddhist,UK,7.278283034709842,44.582466428985434,E,A,C,A,D,B,1
53,Asian,Buddhist,US,155.91594443638738,14.493860296454205,B,D,B,A,E,C,1
49,Other,None,Germany,67.17135922077439,67.35380900730317,D,B,E,D,C,D,1
55,African American,Jewish,UK,10.866283354315646,-29.91067479308577,A,B,B,C,A,E,0
56,Black,Muslim,Germany,71.90817546079147,33.61816475718931,B,C,C,D,E,E,0
27,White,Jewish,UK,23.14464715658415,-16.166035848144254,D,C,E,B,D,A,1
46,White,Christian,Brazil,-161.5109726437376,-87.85919215105055,D,A,D,E,E,D,1
38,African American,Christian,China,-111.59773984556377,-29.56024428440197,D,C,E,A,E,E,1
65,Other,Other,US,96.87820635883874,8.10092405222926,A,E,C,C,E,A,1
77,African American,Muslim,Mexico,138.70415717618206,-156.09868892339514,A,C,A,A,B,D,0
72,White,Hindu,Mexico,-4.23550596250795,-47.432795025810464,D,B,A,B,E,C,1
42,White,None,Germany,-156.67887317084362,1.6311839428475707,D,B,B,A,B,E,1
72,White,None,UK,-5.626632632191014,-50.570597242162876,E,D,C,B,D,B,1
78,Black,Other,US,-32.432827117358244,-87.65908338716721,C,C,E,B,C,B,1
46,Hispanic,Christian,Brazil,113.89397949439679,-173.73212878139682,C,E,A,E,D,B,0
71,Hispanic,None,India,56.23968761721496,52.63699363997616,C,D,E,C,D,C,1
35,White,Jewish,Mexico,-151.50800517420035,3.418290310388665,B,C,D,E,B,D,1
71,Asian,Buddhist,Other,86.6134943202467,7.781215794462834,D,B,D,B,D,E,1
72,White,Christian,India,-59.13494390250354,-39.37877625381479,C,A,B,E,C,D,0
19,Hispanic,Christian,China,-125.45764172795013,-133.31408167861977,B,D,D,C,E,A,0
42,Asian,Muslim,India,86.06349623325687,58.92572651601575,B,E,C,C,C,D,1
38,Asian,Jewish,Other,7.466661451109076,-76.41997842192578,B,B,B,E,D,A,0
70,White,Other,China,-29.151310285096194,155.40790032474916,E,D,B,A,C,C,1
24,Asian,Jewish,Other,176.73168442241746,219.83418033474297,B,B,B,D,E,A,1
76,Black,Hindu,Germany,-88.41853342539828,-81.59380252029315,C,E,E,C,A,B,1
49,Black,Jewish,Mexico,-106.93443337943754,-11.70819440670583,C,B,B,D,A,C,0
37,Other,Muslim,Brazil,-57.703100794877194,-98.0152822078079,B,C,E,B,A,C,1
45,Hispanic,Hindu,Mexico,12.59260385264181,184.056100220347,A,B,C,E,B,C,1
67,Hispanic,None,Mexico,-38.420837759217186,129.92943999621355,E,B,C,A,D,B,1
43,Hispanic,Hindu,US,-60.016119224190135,274.4928655515207,D,C,B,B,D,B,0
37,Hispanic,Jewish,Mexico,-78.33262732217167,-121.59888483504915,D,C,D,B,E,B,1
23,African American,Other,Mexico,-190.0614753343489,-67.94927687196908,E,A,D,D,B,C,0
59,Other,Muslim,Germany,69.49478783813271,-89.73918579310214,E,E,D,E,A,C,1
71,Hispanic,Christian,Germany,-233.95377502531116,-76.68285320337722,C,E,E,A,B,E,1
76,Black,Other,China,117.95144656256991,197.4980015231624,B,D,B,E,C,E,1
29,White,Christian,Brazil,-68.16278037100956,179.5625739435959,E,D,A,B,B,D,0
28,White,Other,Other,-30.0737035446147,-66.70793257416608,C,C,A,A,C,B,1
51,Hispanic,Other,China,-66.76879194106931,-22.455989507253637,C,A,E,C,D,A,0
44,White,Christian,Brazil,193.16031337840167,-140.44706834219426,C,C,C,A,C,C,1
19,Hispanic,Muslim,UK,-69.30765915278398,26.98116797836951,E,D,C,E,E,A,0
62,Asian,Hindu,China,24.861972372322256,-80.92009293990934,B,B,D,B,C,D,1
28,Other,Buddhist,US,36.79266473396959,-60.13252186567022,C,B,E,D,C,C,1
22,Black,Jewish,US,-234.30979479781448,76.90283603400334,A,C,D,E,B,D,0
61,Asian,Hindu,India,143.96457043583132,108.93065292807948,D,E,D,B,C,D,1
58,Black,Hindu,Brazil,-175.50478142630556,68.45037221278541,A,C,A,B,E,E,1
43,White,Other,Germany,-186.13881847522623,-114.40429949595676,E,B,E,B,D,C,0
58,Black,Jewish,Brazil,1.845048150086577,-84.76992036984706,C,A,D,A,A,B,0
66,Hispanic,Buddhist,India,-44.71021896047146,76.15859832244882,E,E,C,A,C,C,1
54,Hispanic,Christian,UK,41.13422481516178,-44.22755399466154,D,A,A,B,D,C,1
66,African American,None,China,22.15350616828952,138.81571518935513,E,C,A,B,E,E,0
48,White,Muslim,Other,90.08907531658758,88.22586657523634,E,B,A,D,C,D,0
21,Black,None,Germany,171.8750180486262,-12.635467639511836,D,D,B,B,A,B,1
36,African American,Jewish,Germany,-133.87717357164684,26.350938328682382,C,E,E,B,D,C,1
31,Hispanic,Hindu,Brazil,131.7971301742676,42.39220192472863,E,A,A,C,E,D,1
50,Black,Christian,US,-3.2083119382312635,184.5545631543577,E,A,E,D,B,A,1
27,Other,Jewish,Other,13.99959029057521,-99.49779592487646,B,C,B,D,E,E,0
39,Asian,Christian,Mexico,11.992919541969869,139.84101025276678,D,B,E,B,B,D,0
24,White,Muslim,UK,-1.9071815224755515,8.057338498083983,A,B,A,A,C,E,1
18,White,Buddhist,Mexico,67.40220620897786,-80.24052452516489,A,B,E,D,A,E,1
50,White,Buddhist,India,-271.91696406217324,-54.586605590639316,C,B,D,C,D,C,0
24,White,Jewish,Mexico,-70.45036452484959,-172.32472892038084,B,E,A,C,B,E,1
38,Asian,None,US,-93.32677729616483,29.18186968188305,B,B,E,E,E,D,0
37,Black,Muslim,Other,-100.26646962547285,114.60345362586094,A,C,B,E,C,C,0
65,Hispanic,Buddhist,Germany,28.842876842338722,-103.22999682392285,A,E,C,D,E,D,0
66,White,Jewish,UK,-96.14177878929868,36.48672027299965,A,C,D,C,A,D,1
24,Asian,Other,US,58.75011330927967,136.82170434518667,E,D,B,A,E,C,1
67,Black,Other,China,138.19657467944324,-13.02641068861872,C,C,B,E,B,B,1
63,Black,Other,Brazil,-149.4486738782607,119.4524616003728,B,C,B,D,A,D,0
67,Asian,Buddhist,UK,105.29649696765165,-23.26212007505344,D,C,C,E,C,C,1
44,White,Christian,Other,26.892641216675482,49.94076969300573,D,E,B,B,D,C,0
33,Hispanic,Buddhist,Brazil,88.62996485631889,-29.491356021875127,D,D,C,D,B,B,0
51,Hispanic,Other,Other,-126.4580924728441,-12.436202342542925,B,E,C,E,D,C,1
65,Other,Jewish,Other,-64.60364814738772,-3.1083777875362437,E,D,E,E,C,D,1
51,Black,Hindu,China,229.8025971401278,0.4304328422904516,D,A,A,D,C,C,1
25,Black,Buddhist,US,58.49406427160571,91.8855900829081,C,E,C,B,C,A,1
67,African American,Jewish,Mexico,-41.744383996050274,-125.52583430028217,B,A,E,C,D,B,1
31,Black,None,China,35.54216311004309,58.65376941261423,C,E,E,D,C,E,0
28,African American,Hindu,Mexico,8.680063828925915,-181.72083396168873,E,E,A,C,C,A,1
21,Hispanic,None,Brazil,226.69065963606286,92.97848910853163,C,B,B,B,C,A,0
31,Asian,Christian,Other,-52.67204425542714,-85.56208916179219,A,C,D,A,E,E,1
29,Hispanic,Buddhist,UK,-12.14715463884628,61.147455251909314,A,D,A,D,D,E,1
67,White,Muslim,India,-252.81436700932107,-9.956031564258657,E,B,E,B,D,B,1
63,Hispanic,Christian,China,12.861560151965982,-26.103875101296865,C,C,B,B,C,B,0
20,Hispanic,Christian,Other,40.08923846433024,1.734360594731717,E,E,E,B,D,D,1
64,Hispanic,Jewish,UK,85.61159770608711,-52.28403167534006,A,D,D,B,E,E,1
55,Black,Christian,UK,77.21046391264152,-95.6342234050567,A,A,B,C,A,D,0
62,Asian,Buddhist,Germany,-147.9778207209137,-9.600315435709621,E,E,D,C,B,B,1
30,Black,Christian,UK,92.04037175566705,-49.280759969952506,A,B,A,D,A,A,1
39,African American,Christian,China,-0.2616656135731449,42.70411793195458,C,D,C,E,C,E,0
67,Other,Buddhist,China,5.295321296396585,68.97160243430673,D,A,D,D,A,A,0
75,Hispanic,Christian,Brazil,78.78658594906258,75.6868260271956,E,A,E,E,A,C,0
46,White,Christian,Germany,66.65799346667907,108.72035218880083,D,E,C,E,E,D,0
48,Black,Jewish,Brazil,19.319366337948622,-36.59357656120659,B,A,B,C,A,C,0
68,White,Hindu,China,24.780308519516954,15.466743589007296,D,C,C,D,A,C,1
39,White,None,Other,-27.578291642367684,-22.24730686715974,B,B,C,C,C,C,1
43,Black,Christian,Brazil,33.58279615105452,-223.97249244597762,C,A,A,E,D,D,1
79,White,None,US,37.060303892722665,-52.177364004186046,B,B,B,D,C,D,1
31,Hispanic,Christian,Other,35.5767560663307,99.85767184107212,B,C,B,E,E,C,1
58,White,Buddhist,Germany,79.79390158239188,18.651967858056246,E,B,E,C,C,E,1
39,Other,Buddhist,China,115.1668131992303,41.81788837919689,A,D,E,A,C,C,1
26,Black,Other,Germany,17.48501490218766,198.24720187844528,C,B,C,D,E,B,1
55,White,Buddhist,Other,161.53685855933696,19.00989393138723,D,B,E,C,A,B,0
27,White,Christian,Germany,265.6474669155031,-79.23385806023308,E,E,C,D,B,C,0
72,Black,Other,India,124.67553738806996,56.44720382073832,E,A,B,E,B,E,1
77,African American,Muslim,Germany,-35.654257111099874,-109.65306623391216,B,C,B,D,A,D,1
64,White,Muslim,Brazil,37.7804297017802,-59.1616736885438,A,A,D,A,E,E,1
34,Asian,Other,China,129.03857783250217,-77.28717818227862,E,A,B,B,B,C,0
43,Other,Other,Other,10.341649837753808,-272.7282129552213,A,E,B,D,E,C,0
55,Asian,Buddhist,China,59.03323710019801,22.53583478616654,B,C,D,C,C,D,0
64,White,Muslim,US,-39.80421906001176,83.50703294772903,B,E,C,C,E,D,0
31,Asian,Christian,China,-5.548525180630769,69.7189841988721,B,E,B,A,A,D,0
38,Asian,Jewish,UK,93.65044355120273,49.967252123361625,C,C,B,B,D,B,0
59,African American,Buddhist,UK,-101.27800958399054,114.79795275368825,B,B,C,C,C,C,1
53,White,Jewish,UK,35.506561650436765,128.88797643757758,C,B,E,A,E,A,0
36,African American,Other,UK,39.72273155001352,51.13087513377928,C,D,A,C,B,B,0
33,Hispanic,Buddhist,Mexico,8.04005802457673,93.2727306196527,A,B,C,D,E,B,0
46,Black,None,India,28.022234878614817,-47.9220031648631,E,C,C,A,C,E,0
75,Asian,Buddhist,China,-92.32604130812196,-50.952516603527286,C,D,E,B,E,C,1
70,Other,Muslim,India,33.0857291499238,61.85990501653029,A,D,D,C,A,D,0
39,Other,Muslim,Mexico,75.97189735568874,-26.470930039561942,E,B,A,E,E,E,0
46,Hispanic,Other,UK,-126.42241329243211,-26.330735667794613,B,C,E,A,A,B,0
18,Asian,Muslim,Germany,-41.19003881665545,120.02136918513054,C,B,E,E,A,B,0
52,White,None,Germany,154.49505894715983,-21.020979553595247,D,D,B,E,D,D,1
39,White,Muslim,UK,-149.98964297356196,-110.54352697580745,B,E,D,A,C,A,1
33,Black,Buddhist,Germany,44.44310102356689,115.216948077474,D,E,C,D,B,E,0
55,Black,Christian,Other,20.52639274340055,-93.64121616561735,B,A,B,E,A,E,1
48,African American,Hindu,China,-68.1874044369224,-18.300986598696973,E,C,B,D,A,B,1
54,White,Buddhist,Brazil,-70.9283600583918,-53.08792136121566,B,C,C,C,C,D,1
30,Other,Christian,Brazil,68.55601949908515,-85.4200313891128,D,A,A,E,C,A,0
44,Other,Buddhist,Germany,-186.92103855120502,-6.398573818130439,B,A,D,E,D,D,1
72,Black,Jewish,Germany,-78.62647274009896,-94.62909408241111,C,E,B,D,B,A,0
46,Asian,Jewish,Germany,-68.64605009249267,-128.44623917269104,D,C,B,A,C,D,1
33,Other,None,Germany,-27.978328521656763,-35.33324259498485,B,C,C,C,C,C,1
57,Black,None,India,153.53331811941814,46.09626476399756,A,A,E,E,E,B,0
51,White,Jewish,UK,14.43747359581564,62.72931638997395,B,A,B,B,A,D,0
59,Asian,Other,India,91.2326415952974,37.64471816419048,A,A,A,E,E,E,1
25,Asian,Other,US,67.25070992386793,54.37764724102516,B,A,A,D,C,D,1
56,Other,Muslim,India,-64.67539824063687,-110.6482991998935,D,B,A,D,D,D,0
51,White,Buddhist,Germany,99.70546409479614,-52.88360058227737,C,D,B,D,D,E,1
42,Hispanic,Christian,US,94.77799468793722,193.46572562726374,A,D,A,D,B,C,0
78,Hispanic,Christian,UK,-159.57061033747618,113.89850341288852,C,E,D,D,A,E,1
41,Asian,Muslim,Germany,22.588401334849248,28.54136841045746,E,A,E,B,B,D,0
59,Black,Muslim,Other,23.297086515908273,94.89662911553044,C,C,E,A,D,C,1
27,Hispanic,None,Mexico,91.31765528939127,94.74874172217892,A,D,B,D,E,C,0
69,White,None,Brazil,-30.21392319486712,-79.2859929322287,D,C,C,A,E,E,0
19,Hispanic,Hindu,Germany,-19.518546749097737,68.53458349950292,E,D,D,A,A,D,1
26,Black,Muslim,Brazil,-72.29666242150927,-102.96940355162367,A,C,D,E,A,E,0
28,Hispanic,None,Germany,147.11477247904656,91.18627957317558,B,A,B,E,D,C,1
76,Hispanic,Hindu,US,-45.66426511405701,-124.6404994451542,E,C,E,E,B,A,0
71,Other,Hindu,China,132.5509383987941,-51.136108715866115,E,B,A,C,A,B,0
45,Black,Buddhist,US,-40.4280934387754,-275.67495167555813,B,B,B,A,E,E,1
65,Other,Jewish,India,135.1869918686521,-47.216353593371366,C,B,E,E,C,A,1
78,Asian,Buddhist,UK,-136.9339846658907,-63.94993209727714,B,A,B,E,A,E,0
41,Asian,Other,UK,159.10975872065018,-90.03020259776537,A,B,D,D,C,D,1
62,Asian,Jewish,Other,-153.43854782882855,39.32747918707847,E,B,A,D,A,E,0
53,Hispanic,Christian,US,33.43744902953581,63.51588956937933,D,A,D,C,A,D,1
45,Black,Buddhist,US,-145.47826584247034,147.62618178228536,C,C,C,D,B,E,1
48,Hispanic,None,India,11.671321266642996,65.60397759971093,D,E,D,C,E,B,0
24,African American,Hindu,US,24.183006041249016,12.182498885753134,C,D,A,B,C,E,1
26,Hispanic,Muslim,Brazil,46.834427960370704,-5.1737662756354315,B,C,C,B,D,C,1
39,African American,Other,US,-5.23370264770477,158.23940580321187,E,A,C,C,D,B,0
30,Black,None,Other,126.74397770576427,89.77378440264184,D,C,D,B,E,D,0
37,Hispanic,Hindu,Mexico,-53.09333833575426,112.23303844411963,D,C,C,A,D,A,1
67,Asian,Hindu,US,6.925610346344429,45.6989543484958,E,A,A,D,B,B,1
52,Asian,Buddhist,Germany,-76.27531388222108,21.2780449070349,D,B,B,E,E,D,1
49,Hispanic,None,India,9.843269962211256,-26.557357405438175,C,E,C,B,A,B,0
44,Hispanic,Jewish,Mexico,-165.0118865570658,23.809677602806147,E,E,D,E,C,B,0
24,Asian,Buddhist,Germany,-111.7521278193854,-119.52926690951008,E,C,B,E,B,A,1
21,Hispanic,Buddhist,Mexico,-247.50300112676246,271.7579437255904,A,C,E,C,E,D,1
45,Other,Hindu,Other,-74.82284029751204,-7.410837034170334,B,D,A,E,E,A,0
44,Hispanic,None,China,-224.92320492503194,157.0943063555027,C,A,D,E,C,A,1
68,White,Christian,US,-50.552759536264624,17.70368350309568,C,E,A,B,A,E,0
51,Hispanic,Muslim,UK,19.440556660501475,177.43598957717631,C,B,A,A,A,D,0
68,White,Muslim,India,12.928778576917912,77.77298594133482,D,A,C,B,D,D,1
36,White,Hindu,US,-19.553008812025933,-62.89915238407302,E,E,A,E,A,A,1
52,White,Buddhist,Other,8.084672200660753,59.42343634663717,D,D,C,C,E,A,1
65,Asian,Jewish,Germany,-63.00027873579654,-56.31303140867868,C,E,D,B,B,C,0
46,Black,Christian,Mexico,-90.87699138895617,-85.2957139521308,D,E,E,B,C,C,1
55,Asian,Christian,India,-22.228310922758862,74.55962285653987,C,E,D,C,C,D,0
50,White,Hindu,Other,-32.050391299567025,104.16899571902121,C,E,B,E,E,A,0
30,White,Other,Germany,-100.63787586695823,-18.820391996946213,A,C,B,B,D,B,1
19,White,Jewish,Germany,4.6127287480189665,249.23061140640726,A,C,E,C,A,C,0
42,Hispanic,Christian,Brazil,-54.98099561733547,24.887679921843965,A,A,B,B,C,E,1
61,Hispanic,Christian,US,-16.86436231536757,-37.15285831300892,E,A,B,D,A,E,0
32,White,Buddhist,US,54.93547863479063,-58.61794480157955,C,E,A,B,B,A,0
76,Asian,Muslim,China,22.903759062966632,-103.11656585903135,E,E,A,B,B,D,1
32,Hispanic,None,India,-63.93738194049357,0.3996256164951038,E,A,E,D,B,B,0
73,Other,Hindu,US,-125.16664617494808,90.22074812724621,E,D,B,D,E,D,0
29,White,Muslim,Other,8.891434444881133,97.46654623963224,A,B,C,B,B,C,1
60,White,Muslim,Mexico,-88.26633576255402,23.352047132802642,E,E,B,B,C,B,0
76,Black,Buddhist,China,-26.43220004622969,-96.94917273254394,A,E,D,B,A,D,0
35,Asian,Other,India,-108.66533498556612,-12.927667281504975,B,A,D,E,A,D,0
38,Hispanic,Christian,UK,-107.66833342388938,101.47499444287563,C,E,D,C,C,B,0
25,Hispanic,Christian,US,-85.68325936503157,-181.63551986155392,E,B,D,B,C,E,0
68,Hispanic,Buddhist,US,46.53938498008685,-247.8507216149343,D,E,D,D,A,B,0
35,Asian,Christian,Other,10.74237500599806,48.78566264411196,B,A,C,D,B,D,1
18,Black,Buddhist,Germany,-3.1558132428853454,167.407083543338,B,C,D,D,A,C,0
20,African American,Muslim,Germany,150.37618283274776,27.404525748718072,A,A,A,B,D,B,1
77,Other,Muslim,China,146.26670362594413,-128.42913334404585,B,A,C,A,B,D,0
28,Asian,Other,Mexico,-175.70681144514364,28.196703949313957,E,A,A,D,D,D,0
22,African American,Jewish,Brazil,109.79718799781052,-62.088693037806486,E,B,B,A,E,A,1
27,Hispanic,Muslim,Other,-57.698670310549694,108.59734262554402,E,E,A,C,E,E,0
34,Black,Buddhist,China,127.68286874429084,67.93839310406122,C,C,D,B,D,E,0
43,White,Hindu,US,182.3268206749672,113.5630810857121,D,C,A,C,D,B,1
69,Asian,Muslim,China,73.79163081373179,-13.60221123066653,D,D,B,E,B,E,1
38,African American,Buddhist,UK,-16.27751013211801,-226.94916777923956,A,D,D,A,D,C,1
50,Asian,Jewish,Germany,29.796772348753326,25.332209558946833,C,D,A,D,B,C,1
47,Asian,Hindu,US,198.7973268720211,-107.05274375546283,B,D,D,D,D,D,1
58,Other,Christian,Germany,-136.72605196049162,-102.46443786975131,D,C,E,E,A,A,0
64,Hispanic,Jewish,Other,-25.532327461092073,26.36588801670256,E,B,E,E,D,D,1
31,White,None,Other,-31.363852480863546,-62.248974480253636,E,E,A,E,D,C,0
32,Black,Christian,India,36.06408924710692,42.47843530405005,D,C,B,B,C,E,0
77,White,Hindu,China,23.52590740433209,160.2111693101416,A,A,E,E,B,E,1
55,Other,Muslim,China,102.14661011226222,15.858870653628507,A,A,C,A,E,C,0
51,African American,Hindu,US,-210.84973045697214,108.6216779125106,B,B,D,B,C,A,1
22,Asian,Hindu,Brazil,-40.911371673501286,87.40193160719997,D,B,B,C,D,D,1
