nation,RACE,disability,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,target
Brazil,African American,Physical,-50.65645547523212,B,-125.85082550644361,A,C,E,-93.45573085043331,B,181.337545510246,120.44545249992493,C,B,22.830834972462466,A,E,0
India,Other,Both,25.800827534792937,B,61.07435684893707,B,B,A,-72.71099127759246,E,-96.83242320206624,-142.5807628319434,C,D,237.60917653960502,D,D,0
Germany,Black,Mental,-63.98860242415202,D,-41.22974996203707,E,D,E,36.23512534804961,B,33.39676939548691,128.86759414323657,A,B,36.45054768014015,D,D,0
Brazil,Other,Both,36.34325944095672,B,63.66335188862894,E,C,C,-120.23856645530986,E,339.39712124705045,-116.38437875414907,B,A,-15.30788039811252,A,B,0
Brazil,Hispanic,Mental,-58.64077925655808,B,164.51966065737935,A,A,D,-62.54255946924591,E,74.57871455069598,-96.75461175063349,C,E,-329.21375854446086,B,E,0
China,Other,Yes,54.156742072938016,B,-199.0649112440066,B,B,D,17.355727157320523,B,169.07833950631704,18.195165380329005,E,C,58.1285285946892,B,D,0
China,White,No,31.27638800316948,E,-51.09825028926759,A,A,A,-70.73568697558906,A,-164.07837606704464,52.420457315736044,C,E,150.25724979825793,D,D,1
Mexico,Asian,No,43.75144206879009,C,95.16171741323096,B,C,C,29.191620312252102,B,-123.33312550982214,235.6697031152216,D,E,92.61875324484424,B,D,1
China,Hispanic,None,142.15914113311482,D,18.451296123468122,E,D,B,185.81761443219747,C,49.87615568962184,-16.667035209446727,E,C,-167.04877153824546,B,E,0
Other,African American,Physical,-49.66113338279836,A,-64.90016390403449,E,C,A,-63.55330733993046,D,106.71092120877303,-27.434240540554498,E,B,-149.5560245057381,E,D,0
Brazil,Black,Yes,-56.60179457252001,B,-75.55341949743445,E,E,B,74.0355728380533,A,-145.01273119335855,247.4705696353095,E,D,-3.045042912557702,C,E,0
Mexico,Black,Mental,-111.69273761968839,D,-20.485377940431043,B,E,D,33.492879087740214,C,-39.27977230876947,-326.33008873858756,B,C,-143.78991624586612,D,E,1
Other,Black,Mental,-139.8619062199446,E,8.48210825733473,C,D,D,-12.593836412063112,B,109.69798462306784,44.02868087429169,A,A,-183.41511437992932,D,E,1
Germany,Asian,Both,-121.64418034668675,B,29.35358669544477,C,E,D,106.32495819644639,D,-50.525314109002174,83.96792451962938,B,A,-97.7350046785259,A,C,1
UK,Hispanic,Mental,120.11518747493272,D,-19.49253719302734,A,C,E,-62.72257814533425,C,69.84334211029878,86.19050268388933,E,A,-72.26933773184025,E,A,1
US,African American,Yes,19.566198148859435,E,-46.141528659791945,E,B,D,-316.5752016074385,B,-72.13668396233197,62.67182926774927,C,D,-56.3642567067002,B,C,1
Other,Asian,Both,46.164935223181224,E,299.38421043818437,A,D,B,1.280506593546201,D,16.2430088166023,-111.2786118131778,C,A,-64.75041144268552,D,A,1
Other,African American,Both,-7.130240151429418,C,18.842204822766575,E,A,A,-73.02631401335974,E,167.49667299631173,144.12780977808094,C,E,-103.61442286052569,B,C,1
US,Other,No,-33.985443985219106,E,99.45182074449932,A,B,C,48.87887010810184,E,118.6606596623873,4.10164277456532,D,C,-164.7497177099751,E,B,1
Germany,White,No,-107.29862906294699,C,-6.464026194546178,C,D,E,6.209107673340053,B,82.86232806090729,130.02748854811222,E,C,-134.0564918052644,B,A,0
Brazil,African American,No,69.50142392521927,D,315.10474511999564,D,B,A,187.04734227590677,E,-94.3404188927406,-55.856214948726056,E,E,57.70473215947077,D,B,1
Brazil,Black,Both,30.002106363159886,C,128.606655974183,C,A,A,48.486566033900004,C,70.59935919480682,40.73160190759386,D,A,-8.369714670259489,B,B,0
Germany,Other,None,47.37798135201437,A,-40.13146976510108,A,E,A,69.13727350274989,E,10.02534109209316,6.452052512645872,D,E,-58.1147228754545,B,E,0
US,Asian,Yes,23.644597097492102,A,27.75902390992083,E,C,D,-55.37033214603581,A,-294.9342558859251,103.94684035836848,A,A,147.57274841675726,A,E,0
US,Black,No,-53.543236290552244,A,92.82283460308813,A,A,E,-41.92177274230512,A,-45.432773634361816,52.714289618655265,E,C,7.561042471660058,D,C,1
China,Hispanic,Mental,162.49123663550924,B,-159.51177371533618,C,A,D,-22.830069941290304,B,84.17868464394851,59.34355090092057,C,A,-115.66915386298606,B,B,1
Germany,Other,No,102.11938111665897,B,155.32326476621785,A,C,A,194.79337469728486,C,26.785271429016174,-83.53366623022211,E,B,51.573583222563016,E,E,1
Other,Other,Both,-108.2427427335966,C,309.82070558277644,E,A,B,3.864941020246466,D,-45.64835974333323,-11.510892249641628,E,C,-66.9581693512954,B,E,1
Other,White,Yes,172.15947482532317,D,-6.403811056561752,B,E,E,-249.16686122051752,C,192.4376371386004,173.5145198776974,B,D,40.75019440774924,D,A,0
Brazil,African American,Both,-26.677241300545738,B,-3.133989076337568,B,E,B,78.81778712738506,E,6.307532027388929,-77.84040282295693,E,A,29.678672795297757,D,D,1
Germany,African American,No,-63.046894455154614,B,-142.63223605285845,C,E,B,123.28835993178721,A,-36.18512607088789,-69.85321967174917,C,B,-190.48633721526235,E,E,1
UK,Other,Yes,19.083391775212892,E,-195.7951739193854,E,C,D,-131.34428177334547,A,-174.70118277188283,122.04499972877278,D,B,32.20876209132214,C,A,0
US,Hispanic,Yes,30.109906153455817,E,99.11048164390728,E,A,B,26.430713427536816,A,123.40872686574227,-131.01763864741392,E,D,-63.58706750772838,D,E,1
UK,Hispanic,None,-80.4991724372905,D,-172.75624680357706,C,B,D,-91.25022273152635,B,125.05208835654757,-116.93923069011072,D,A,-184.91532555898215,B,A,1
China,Other,Yes,71.4231718944505,D,68.29933978456945,A,D,C,28.86518742494096,D,30.862673628740893,12.909043840595578,B,C,51.98104917187112,C,D,1
Other,Other,None,40.35660117919051,A,-78.83569789044287,E,E,B,180.37717432589716,A,-26.00029348031424,54.664944994156365,B,A,55.933981666107734,E,A,0
Germany,White,Both,-38.45673546799883,A,15.93799345414669,C,A,A,24.32811173006119,D,-62.05790250927335,-169.95601900805528,A,C,-41.3474699539633,C,B,1
Brazil,Hispanic,Physical,-80.39165501386366,D,-13.456494336543068,E,B,D,-191.67643437592417,D,-40.63455579945112,39.05848769035838,B,E,87.65389261535907,D,C,1
UK,African American,Both,-57.708263706766935,B,38.16556691263436,D,C,B,10.490282652412455,B,33.16938772135074,-20.328121312322423,C,B,-18.27145690470693,D,B,0
China,Black,Physical,30.8614065137802,E,90.14777983674233,A,E,A,187.5922276604213,C,81.56201199535009,116.72759206972094,B,A,-17.392958716992656,B,D,1
China,Other,Mental,78.21237083743937,D,39.27199193370352,E,B,C,66.07275675679422,D,49.2417013488105,-58.93471911482422,A,C,-26.894008093468063,D,B,0
Other,Asian,None,13.440996428541807,A,49.752839741580736,A,D,C,56.68841248488161,C,91.52766474368714,-7.772358008799579,B,D,-155.45920215338558,B,E,0
Mexico,Black,No,33.08343785219468,C,-126.75420864392655,D,D,A,110.73370895593806,E,230.1147699556723,-176.08329104915086,C,E,45.7213560355301,D,D,1
US,White,Both,-215.44741485761617,A,-89.97827173217547,B,D,A,-19.43313338922623,C,-77.44102383536679,7.270776057344124,B,B,37.33291399166158,B,B,0
Other,White,Both,-82.89810096166093,A,-60.6098357238999,E,D,C,-10.812584772375528,A,-69.65517659406042,-207.42976899835108,A,D,121.0262534008692,E,E,0
Other,Asian,Physical,36.772685611623004,A,-67.04998657398097,C,D,B,-137.6992577300952,E,101.622182145434,61.74065050774864,D,D,-63.08898870554746,E,D,0
India,White,Both,4.64707073080877,C,-61.66593499711619,A,C,A,-94.19007632479912,B,-82.72548582028759,-43.68974278962165,C,D,150.55748661592168,B,B,0
US,African American,Mental,-39.46495911203228,D,83.23853718011999,D,E,A,76.69137191076615,A,125.87162055471734,60.18638394138496,B,C,-20.744342242767047,E,E,0
China,African American,Mental,-4.845420407561699,C,6.807380702729507,B,A,C,-191.49442362001056,B,-92.76579573938403,-25.116148109169966,C,B,-86.5865138531026,A,D,0
Other,White,Both,-8.949631784431826,E,69.82250937810451,E,D,C,-62.26837174182799,B,-26.676843921390876,-134.41797181032905,D,E,32.88715394055621,B,B,1
Germany,Other,Physical,-19.74607075995277,E,-11.507585912167704,D,B,B,107.02488028421993,E,180.69226497652397,94.4632053302845,B,A,0.09913523463348517,B,C,0
UK,Asian,No,-7.955054546846571,B,25.661230293517313,A,B,A,-133.49163719387676,E,-147.94701182212373,-64.65707195803387,C,B,-56.1942245633203,C,D,1
Other,Asian,None,-116.72354007810756,E,-101.96382719008756,E,A,D,80.87046959288492,C,97.90385848100235,-29.881533735760417,D,D,26.001412654012405,E,D,0
China,Black,None,84.84560175049921,C,167.24722940625972,B,A,B,-23.56798869663128,C,34.145421116418255,-21.39509069609317,E,D,25.79621770674947,D,B,1
Mexico,White,None,-36.861903740850074,B,-33.82443257359968,D,B,A,41.03214570763922,D,-23.169327739964952,-133.82097913204342,B,E,8.361035137228528,D,B,1
Mexico,Asian,Mental,51.76080780288803,D,284.38857092457437,B,B,C,-150.89655703621077,E,-115.40346516381692,-20.694999794141133,A,A,-114.42649519454638,A,B,1
India,African American,Both,-74.95167813165754,C,40.63558273064803,D,C,E,-26.745857919017023,B,-8.559404082869317,49.872763868236845,D,A,37.42165241959877,B,E,0
Mexico,Asian,No,-174.19180436848796,E,-162.66328198411796,C,D,D,119.68598289803265,B,14.304859713120239,-36.4939301815998,A,A,-57.12398205287476,C,D,0
US,Black,None,-99.34416665910068,E,105.47641779502257,E,A,A,-102.033842687436,B,46.73019151718082,4.975935797574409,C,E,-5.014631602225551,A,E,0
Brazil,White,None,-121.16174558686458,A,-18.45247276533532,A,A,E,-159.5377774044717,A,58.599938276429086,12.795801269144617,E,C,-124.95471225886033,C,C,1
Brazil,White,Physical,-2.071825043145377,E,-28.9170964774783,A,B,C,-1.2505439093228927,C,-108.58103020928334,-85.30840826760466,C,A,60.96286791651666,B,E,1
China,White,Physical,44.97183838643999,E,-5.508613377720022,B,C,C,7.6094424688627065,B,-121.78901299139729,-26.136432471074045,D,D,32.33074320079059,C,E,0
Other,Asian,Both,206.93258635900213,B,55.74742770948839,C,E,C,48.093895779316284,E,60.87978710749734,-188.11949485782026,D,E,32.662578788092986,B,D,0
Other,Black,Both,-17.649961910551994,C,234.15872827213065,E,E,A,58.191258199062965,C,-154.72465832769294,-58.52310092497262,B,A,4.5441494668886575,C,D,1
Mexico,Other,No,-76.08820884217722,C,275.09634107077676,C,C,C,-16.639969232214497,B,100.54986564137668,-56.151267753890245,D,A,-77.42480736207025,D,A,1
India,White,Mental,-79.0867163188178,C,-83.86720369209786,B,B,D,-34.69505882617661,D,-213.79122171554474,-53.22718106982277,E,B,-149.68915443779952,E,C,0
UK,Other,No,-35.013421291520494,B,245.85186533922513,B,D,B,-145.5994157942683,D,-44.19921072868647,120.69038281007643,D,A,82.47437435637318,E,A,1
Germany,White,Physical,-79.60360379034238,D,-106.55400252445062,C,C,A,120.53818253789652,E,152.3462702625549,-62.36563483777554,E,B,46.5461160421259,E,E,0
China,Asian,No,-315.3294969182275,E,66.89177625522574,A,E,C,39.77188059835811,C,49.31179517276423,129.9839117622237,E,E,-156.51447752502415,E,D,0
UK,Black,Yes,40.85981747678466,A,-114.81459304085347,B,C,D,-155.1501808080037,E,153.31348842187654,41.387031776048225,D,C,-32.859133003948564,C,D,0
UK,Other,Both,-13.57714859273985,B,1.783817763889858,E,E,C,-13.097351521803239,D,-107.14515198819274,-27.611504757598205,B,A,19.922434004184865,B,D,1
Germany,Hispanic,Both,106.21701739683142,E,-117.98376256048952,A,B,B,78.60024554369272,B,150.05564772245742,-105.6540709130864,D,B,130.5408403763749,D,E,0
UK,Other,Yes,-125.45235263491625,D,-49.04579751495255,D,A,C,-80.66403024410026,E,-94.71435439695063,-0.3608416295672052,B,C,-82.25283936361227,C,A,1
India,Black,Both,-217.72309248431486,A,-143.91363663912085,B,B,B,-53.327429237486854,B,-125.36705511448099,85.16229524688055,C,C,15.927220902283693,B,E,1
China,Hispanic,Physical,24.356295973409168,A,-68.1221747031459,A,E,B,41.763234412123076,A,-78.22869370679086,-145.27273275519002,E,B,38.939332276556144,D,E,0
Germany,African American,Mental,33.296254503904585,C,-109.64334911346587,D,C,E,109.03295559911508,B,96.0985035741567,71.38823341973614,B,C,-33.573797644731314,C,E,0
Brazil,Hispanic,Yes,-5.943907296313148,D,-3.968067139886837,D,B,A,7.522767205428729,C,-21.353206411578952,-21.93171902487897,E,C,94.84386589782335,D,D,1
Germany,Asian,Yes,45.55034154564566,B,-146.13185861954165,E,D,E,-77.16926459345717,B,191.6133631617652,65.53177808316984,A,E,-76.79225339395013,A,C,0
Brazil,Black,Yes,25.18191568683959,B,-63.40575631891511,D,A,E,68.66423499272008,C,155.89379830717027,-31.756795875031756,C,B,203.93072452215483,C,D,0
China,Other,None,-71.00843130179496,C,21.861786999612452,A,D,D,-111.57594489575781,A,-116.0280546335232,-23.02548434252942,E,A,141.28111929138868,B,E,1
India,African American,Yes,14.473064138068256,B,-89.55216794813158,B,A,D,49.69526086804334,E,-8.30288237434133,-288.65953602186784,D,E,64.93762941544875,D,D,1
Mexico,Hispanic,None,-67.96300698720141,C,48.82705644816759,D,E,C,80.72049759126458,E,-49.445047474705724,-27.087549427220832,D,B,-60.31214164724683,E,B,1
Mexico,White,Yes,-6.938222576171847,C,-39.660299367964576,B,B,A,56.57565816030641,A,9.9239871678154,111.89404244225905,A,B,64.45300937592827,E,B,1
India,African American,None,23.1984646267108,D,47.70168720237574,E,A,D,-69.03611377937128,B,-71.83986101723836,-154.7044807883562,C,C,-183.79428954099936,C,A,0
Brazil,African American,Yes,94.28783272092895,C,-76.95703420104657,C,D,E,58.36020759255186,D,202.9565048605749,-132.36104007711245,B,B,153.8498615980361,C,A,0
UK,White,Both,67.49964280959611,E,17.575229149753664,D,C,C,-323.0549382450222,C,-192.75091037635218,40.46526203197174,A,E,-87.87339597116409,D,C,1
Mexico,Black,None,-196.0561646441291,B,-207.7222399842628,D,B,C,-82.65642612121083,E,-38.29919712038944,-39.82177387822038,A,A,-91.66510234750255,C,B,0
Other,Hispanic,No,-13.482533786525053,E,-23.910875480740714,A,E,E,6.2074322233104695,C,9.629203844876292,-137.59316531151745,E,B,150.45224088878788,D,A,0
China,Black,No,38.002884624949985,D,-161.3415207142662,B,B,E,-75.82750566496094,A,30.597173617141195,-120.86515122228757,B,B,-0.7289692777865315,C,E,0
Other,Black,Mental,34.559783180733625,A,-116.20810067435336,E,B,C,67.14445837686813,A,52.25776345166052,73.13935138646876,E,A,190.89418178398154,B,D,0
Germany,Other,Yes,139.34253366385195,C,66.83374749972505,A,A,D,22.335251832871545,D,-60.65638107848053,164.3995791055396,B,D,114.31950013762453,C,C,0
Other,Hispanic,Mental,169.06341703327848,A,122.5773270003115,D,A,D,2.7622739474986155,B,-119.42587027806636,-22.481351018621893,D,D,-138.91107720838937,E,D,0
Brazil,Hispanic,Both,4.001002634811838,D,20.14948099642162,B,C,E,96.86808007746917,A,-223.79438574007216,-196.42977967777736,E,C,69.62676822147735,C,C,1
US,White,None,71.50636985896345,C,77.49631293163362,E,E,E,-85.60112016793609,E,-118.56309019786147,43.76010044610687,E,A,16.25040816537577,C,D,1
Germany,Black,No,150.89807590023796,D,-43.00411680494212,E,E,A,57.76943889289443,A,-87.91883716312473,56.80664828652892,E,A,-142.58555846933285,E,C,0
US,Asian,No,-19.273856977794587,D,49.40722113727916,A,C,D,-145.06401491616754,D,-161.52413590720806,-23.323708802027387,A,D,10.773857448363742,E,D,0
Brazil,Other,None,34.49856928243186,D,29.14211688610982,E,D,D,-132.8946840510388,A,3.7654305892568893,22.28075059621493,C,C,17.08511059537308,E,A,0
UK,White,Physical,10.907254463353572,E,-69.27643030944502,A,E,C,40.49384799806669,A,4.585065024215177,1.4423741289695133,B,C,2.1695517842127954,A,B,0
UK,African American,Mental,106.1744203179843,D,104.57782464274914,D,C,A,81.54726899146706,B,53.66238903951842,108.25354886146228,A,E,6.460814726990945,B,D,1
UK,Asian,No,37.33243795597259,C,-1.2736642857342872,C,E,A,-130.0139216947061,A,-178.9888083538791,85.72706195136803,C,D,70.9782935015268,C,B,0
Brazil,White,No,63.288912933767485,A,-20.428663324918713,E,E,D,18.177844576756094,E,-44.72992170799476,-176.33546231175717,C,E,18.613999248595334,C,B,0
Other,Other,None,-96.8316632848887,D,73.2670265042193,D,C,D,143.9692223294968,E,-154.06280018590485,25.221094966461166,B,A,-101.86309013039636,A,D,0
Mexico,Hispanic,Physical,-37.1286684352682,E,160.23085248461243,A,A,C,-193.4202286026264,C,-147.09302629143593,-66.72388806589143,C,C,-266.4919533245079,C,D,1
UK,White,No,91.50924046584798,A,79.48959166508841,C,D,C,-79.85720692372428,C,-84.26793921987098,113.22676296228154,B,C,80.63157545194069,E,B,1
Brazil,Asian,Yes,151.21451111951222,D,30.55707000549402,B,A,A,189.66133187976865,C,43.02083604103243,-79.4303406246193,A,B,36.87019171870147,B,D,0
China,Other,No,76.76071314417425,D,-11.320461332044454,E,A,E,-40.69198466094876,B,-149.24341382950087,-65.06430887449037,D,C,-73.91971227090623,A,B,0
China,Other,Yes,103.1161711944411,A,81.73557773493992,A,E,A,58.974230400646164,E,95.95060139920928,-2.0741407722199288,A,E,-332.9384446775911,A,A,1
UK,Hispanic,Both,0.8910684792384225,B,-19.1507261916213,A,E,C,12.548606965676528,D,107.95982710201939,153.31399060557402,D,C,162.62830656961984,B,B,1
India,Asian,No,19.182861304710112,E,-20.415194079268996,B,D,C,9.0206217730204,D,-55.125687084400454,9.18614849917639,A,C,-46.571786110827304,E,C,0
Mexico,White,No,179.3588530589206,D,-81.05583308728727,C,D,D,51.42383312770073,D,-83.22549017578413,46.1923526984139,C,A,-96.93812147582918,C,A,0
Mexico,Other,Mental,39.86807984978167,C,27.26345154287572,C,A,B,6.959664317216127,C,57.52833758433832,66.33040966519981,D,B,166.26006862072117,E,A,1
US,Black,Mental,194.38218687281807,D,1.8762635256814404,A,D,B,-41.61602189621985,A,133.5363147359635,-149.19671342814686,A,C,76.66787725827729,E,E,0
Mexico,Black,Yes,185.36150303592086,A,104.2677269331346,C,D,C,-74.93871895712007,C,69.90428752432031,123.95483794903701,C,E,-69.76943928054739,C,A,1
Brazil,Asian,No,23.679417052743453,A,90.0475495451744,C,E,A,232.15057387828958,B,-56.018155998499154,247.03315154273415,A,D,-96.51495613144989,C,E,0
Brazil,Other,Both,-5.83660578255468,C,6.7819367486826545,C,A,D,-139.55626671620405,A,82.29821196726671,15.769420832156978,E,D,58.81266503655398,C,E,1
Other,Other,Both,-195.79860904797837,C,-97.55965041324973,A,B,D,-96.40518131369753,B,102.67443143217747,-65.04288378724753,E,A,-143.49527086148632,D,C,1
Germany,Black,Yes,-109.43550440437859,C,-44.46376788841711,B,B,E,-8.509206401384002,D,113.27548488189694,164.41467474589055,B,D,-76.5230467967424,B,B,0
Brazil,Other,Mental,-20.15514973326323,C,35.40754462608003,C,A,D,-13.042877354994603,B,59.0382034576021,-32.321861022808385,A,A,27.46807078129145,B,B,0
Mexico,African American,Both,-47.44112486904452,C,1.2973438936525417,B,C,C,-62.86372939550685,C,-87.10278954253596,0.1759266660323648,A,D,99.20356624246934,C,B,0
Germany,Asian,Yes,42.54910648295624,C,36.937453945011626,A,C,D,-67.15881297947271,C,-159.45582172851448,5.962710044574292,B,D,45.0886139744057,C,C,1
Germany,Asian,Yes,-101.94991950577665,D,49.05955605864013,A,A,A,108.29922023913905,B,-312.6745016621018,59.48600173106413,A,B,-187.68233753205686,D,D,0
China,Hispanic,Both,22.212265495638054,D,38.01208650433929,E,E,E,218.07105787095838,A,74.98408673820319,-9.698957994688179,E,E,-49.980462863960604,A,E,1
US,Other,Both,0.6089056750990246,D,-20.55224621551058,A,B,A,82.49906588143742,A,-98.12795430662072,40.771893746962625,B,B,-86.10668673353537,E,C,1
Other,African American,None,63.37782561138432,D,66.74667211145156,E,A,C,-34.7920781917837,C,118.59088153262871,-138.59371263717242,D,A,6.599004369184012,E,B,1
India,Hispanic,Physical,-73.76460648104222,D,-161.05614317374875,B,C,A,-6.540457078880589,B,41.02016701623556,-37.4856144164832,A,E,-0.24506029093315554,A,E,0
India,Black,Both,-5.3603929523284375,E,127.42399167660432,D,C,D,9.736278809067493,C,51.2619658185264,-41.45831532244998,C,E,-52.9949934904918,E,D,0
Other,Hispanic,Yes,37.847822639276956,B,89.50424237700804,E,D,A,-127.16119336940763,A,-161.82541367267012,-95.03736965501093,A,D,-166.72532007450909,D,B,1
Brazil,Black,Mental,-27.924250485919057,D,-22.984619906158184,C,D,D,-78.15366679882017,B,-73.69369969532829,-61.00901114356619,E,E,-124.03617659944024,B,D,1
UK,Other,None,71.84916026447392,C,-102.36998477752519,B,B,D,-9.262392699549743,E,-81.3121217831236,-3.40009684273011,E,B,-146.73955889800203,C,E,1
Mexico,Hispanic,None,154.31438701094154,E,38.809825350709936,B,C,C,56.52656254157957,C,-21.720001970846408,-6.1311735543915065,A,A,3.723073558623628,A,D,0
China,Other,None,-37.019426194899566,A,-52.78355336204525,D,D,D,67.666245437673,B,-207.50715490838436,68.88432897849775,B,A,-240.31103312795145,B,B,0
US,Other,Mental,1.4352086237948518,A,150.2373124811066,E,D,D,-97.2845680757767,B,-84.08462947645641,49.589917110644855,A,E,154.98163326873032,E,A,1
UK,Asian,Both,166.57142206394963,D,56.00058106533397,C,D,D,149.28503856860576,B,-111.69698032285102,-121.06780327916888,B,A,-2.987734999941205,D,E,1
Germany,Hispanic,None,-48.63420035544338,E,-5.159717597232165,C,C,B,-138.53243847633206,B,97.24517937965209,125.14220853623476,A,E,94.68567388299954,C,C,1
UK,Asian,No,130.0583461627026,C,-113.08063303126781,D,A,D,112.25469847853337,B,-178.52045636082468,14.845272281171665,A,D,-110.82495734186625,D,D,0
Other,Hispanic,No,44.363017467189906,B,-114.39236268660402,C,A,A,-13.849330323104933,A,13.307378968154836,-49.815256574740374,B,C,67.85118760551512,C,C,1
Germany,African American,Yes,107.85671152136318,D,-61.507555710680116,D,D,E,-14.13737393000141,A,-1.5270842233773243,57.86582540000993,D,E,-33.2185992349411,B,D,0
China,Black,Yes,-69.28777135555848,E,-19.12751033562959,C,B,B,79.97004661987968,B,13.47994223532483,-35.36101713126581,B,C,-42.3487899457893,B,A,1
Germany,Hispanic,No,18.579159577102082,A,58.0525535962588,D,C,B,-17.871593230640574,D,-32.509941805998174,153.13751859552409,E,D,29.442434912929073,A,A,0
Germany,Black,No,-31.984190193304673,B,-77.67914978999536,A,C,A,-59.21941957299509,C,-208.46852132387278,-133.55875915711798,C,C,61.28360561305417,A,E,1
Germany,Other,Mental,-108.0923723490728,C,-39.586586718131905,E,D,B,-116.93555278699776,E,-91.10200249906725,-26.9657762598655,D,B,-248.14636455828344,E,E,0
India,Other,Physical,-43.854079986265894,A,-4.485099753605772,E,A,E,-104.40552285998864,D,-269.0459085745312,156.49903880646502,D,A,41.181338351291075,A,A,1
China,White,Mental,-54.63873963799222,A,-98.0854029368264,A,D,A,-15.448229827013726,A,-93.69987556826193,-46.59034468795793,B,E,-256.6074558240286,A,C,1
UK,Hispanic,Mental,8.811325794216584,B,-168.07612131591065,B,B,A,-82.56591787412714,D,-228.11949121691256,13.67641200516034,D,A,-17.289813809836918,E,A,0
Germany,Other,Mental,-95.11264739057377,E,-38.11940411810381,C,E,B,9.923443121578742,D,-7.424712409993372,105.25093720466623,A,B,91.19784306521775,A,A,0
India,Other,Both,-90.72831333252586,A,140.91709666539717,D,A,A,-133.58388280644817,A,-76.81826918407899,-58.571138272235586,D,E,-50.66958737869807,E,B,1
China,Hispanic,Physical,-180.0452861462936,C,-15.653398141286868,D,E,A,-185.347020213555,A,47.248086593156636,-123.31054156764954,C,B,97.05336076862436,A,C,0
India,Other,Yes,75.2636899724874,C,59.36915332146009,B,B,D,2.4113274430689455,D,64.95110611961782,-135.92571368136498,C,D,153.28647504695792,C,E,0
UK,Other,Both,-108.81057083373966,E,75.20912739838124,E,B,A,-61.60362412919855,B,-42.968008973701835,-85.38818112437397,B,C,-62.67763251887888,C,B,0
China,White,Both,150.54891709000003,C,112.69303007064262,B,B,E,-80.94126462808894,E,-105.93353165661415,-147.09680420622905,C,D,-91.83000950014669,A,E,1
Brazil,Hispanic,No,-84.83089954236857,B,-120.24808251594881,D,A,C,-57.4148718047101,E,78.27957181095321,-105.03165172603539,A,C,246.38190449376896,B,E,1
UK,Hispanic,No,-97.2843805489412,E,-5.721571238378685,B,E,E,-21.80876411364389,D,169.09994881309197,-44.09836370221637,D,B,22.074509803827027,C,C,0
Other,Black,None,25.454960313539253,C,95.3083086951066,C,A,E,91.1331747660607,E,-88.97485126121066,-40.73141859936544,C,A,-91.95189717699722,D,B,1
UK,Black,Physical,-100.02033999186783,E,57.08246307602357,C,D,C,-192.89760863122723,B,8.450781247343006,-300.41613458704734,A,E,-53.308512601237965,B,E,0
Germany,Hispanic,Mental,215.29707153040806,C,95.94805858324547,D,A,A,108.58736389526997,A,18.431407007101384,125.92103823854868,D,E,-63.71290180011867,B,D,0
Germany,African American,No,-87.6564234207823,C,-104.39853524947478,B,C,A,-0.5349788264970534,D,194.2779685982717,-33.66501586202747,A,C,-2.8516771735315056,E,E,1
Mexico,Hispanic,Physical,68.440311664199,B,-84.23706731895416,C,E,D,-113.04553989501456,E,-25.984339195416624,-6.737574712643056,B,A,53.838553422954675,C,E,1
UK,African American,Physical,119.6888765499754,A,-60.02747696860589,D,B,A,-4.926259775743528,C,-84.42943692524916,-145.56066934371202,D,E,-29.137610440937834,D,B,1
Mexico,Black,Mental,-87.58248103890683,A,-8.060117826012789,E,E,B,155.2503851941716,B,33.123801626332074,-79.53013549793357,A,B,-2.081153092851959,D,C,1
US,White,Mental,-6.847884346954769,E,28.511961413269148,B,D,A,-15.826160941262247,A,-45.51318333786099,-85.28720135170676,E,B,-18.721311522829684,E,C,1
Mexico,Black,Mental,17.05498464895527,B,-15.803079283738617,D,D,E,24.307385776764335,E,41.545075414469764,-77.50647633975511,D,C,6.3827895540482125,C,A,1
Other,Black,None,-71.09221691804744,C,-318.22275851235713,E,E,C,135.4799140843323,A,59.04209079330583,-167.0128305950838,C,C,73.24313625004783,E,D,1
India,Other,Both,-154.89535019441414,C,102.39145720842635,B,C,D,-15.115603066198027,A,85.06978363589585,-98.87664981128825,C,A,94.75649692165214,E,E,1
Germany,African American,Physical,204.48831520789864,B,260.45158375391463,E,D,A,-117.46114713097352,C,-127.63432861519348,-51.09088354819507,B,A,33.589690733435,C,C,1
Germany,Black,Physical,148.12727471821253,E,-209.6440602039641,C,C,B,-174.4041024247344,C,66.31730586738736,109.04979838778073,E,E,-186.41393955271758,C,D,1
Germany,Asian,No,-102.24275334298395,B,6.058435889858405,A,B,B,63.47887643764585,B,-35.94856964213257,-90.58599790101006,D,B,-45.39853887591407,A,C,1
UK,Hispanic,Both,175.3940186211772,C,98.66642145347984,D,B,D,34.20417317917743,A,-91.84869364348609,192.66720652674795,A,C,-10.017227403245307,A,C,0
US,Hispanic,None,28.63541414856181,B,23.36534855533587,D,A,C,143.34318200882007,E,48.98083005236639,30.199528562165533,D,B,6.61577958348175,A,E,0
China,Hispanic,Physical,-5.799191995744179,D,-176.0455040393374,D,C,B,-76.50224399180216,A,-32.743976239286944,-236.53313726854873,C,A,-44.58451724808237,B,A,1
US,African American,Physical,23.356521584902247,E,-86.64536062669744,D,A,E,-82.90286065897118,C,46.191301049192575,9.747546413834076,B,B,102.60966007381884,D,C,0
Germany,White,Physical,4.865465240834292,B,-168.99355414820164,B,A,D,21.27086934331418,E,-79.26978327919805,-81.0364819910614,B,A,107.19045044226134,D,D,1
