gender,country,Religion,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,target
Female,Other,Jewish,A,49.62674783461981,-76.9312437090997,D,-194.60728274154502,-153.15608567192217,78.12839677245917,C,-32.74066019298046,D,113.68352679555349,A,E,0
Other,Other,Muslim,E,15.135981293825798,89.29607718037505,A,-40.11049346311705,-80.06581459885184,85.82451083122622,D,43.77171269455857,D,-51.37137277151359,B,D,0
F,UK,Other,D,169.85442368854592,-127.26682281466847,A,-44.78952662012862,46.97863758405615,132.89698872312462,A,40.25108304558359,A,-100.77201511302137,E,E,0
Non-binary,Germany,Muslim,B,-112.65668476702592,-164.25988284784728,B,-41.66305928354842,-188.35601307492595,-74.95789799160177,A,-43.036943379603876,A,224.26699021429522,C,D,0
M,Other,Buddhist,A,28.15462270221964,98.13857401894742,D,53.33684407490903,93.73546156043847,58.15182875042881,A,-43.90716866616792,B,-35.99045989690336,C,A,0
M,Brazil,Muslim,A,-45.45298433627282,97.99549728020233,B,120.08546453144797,-79.54348218849059,-120.5372846620333,C,117.65207530369925,B,-48.03783507316236,C,E,1
Male,US,Buddhist,B,23.39993691353685,-130.83332184029314,A,2.777090663813921,-119.66341825821125,-70.41162544773421,D,-116.87311676084174,A,-47.07507196182934,E,B,1
Female,India,Other,E,-197.80347689348673,42.40203273923908,B,-38.03277756477812,-45.141830990053066,85.13139600494577,A,85.05875538427317,D,-31.383365740192932,A,B,1
Other,China,Other,E,-43.866534479398155,-5.136548576408437,C,-126.82943031439953,83.39754842899892,-141.13593634763419,D,53.865071523549105,D,-23.183504158965395,D,E,1
Female,US,None,B,30.060801500007216,43.57888471732932,E,144.1731452248432,182.26838956515522,-51.29431523847335,C,49.662029636462336,B,-67.0727861846675,D,E,1
F,Germany,Hindu,C,-127.27526283858126,-155.0464874576932,B,48.03880929629551,-1.9330037322073808,-17.72196720085455,B,140.7801119127151,D,6.6668165993687705,E,A,0
F,China,Muslim,B,-68.46560501949888,-148.7026969565433,D,-149.4284002603176,-12.475187253185952,15.384321543419821,E,-17.41121660823443,A,-75.99288362245585,E,E,1
M,UK,None,A,-28.493666089063534,-91.86825021238477,E,19.040987844899302,-84.02686041971619,182.12489323970524,E,-56.94534206090961,B,14.743141116417613,A,D,1
Male,Brazil,Hindu,E,88.51624755488228,176.77053829214736,C,17.930682948960346,-62.00349685210006,-182.64154289090465,A,118.01978801013331,B,-53.332202194621715,A,E,0
Female,Other,Muslim,E,-10.04817134179943,188.86394208666897,B,-52.63708877004007,19.14548475902193,-43.23431948064261,B,-33.89921303172269,B,-94.55304947889704,B,B,1
F,Brazil,Muslim,C,-4.7495792312291885,98.12252548545263,E,132.76682732262122,-13.363678802399507,-141.01093163323324,B,-35.79451969564034,C,-27.86838428011538,C,C,0
Other,Germany,Hindu,A,-56.44965396849696,63.4535075049027,D,-168.90735364879163,15.428537393067247,-86.61421810963871,C,-140.6346421137908,E,37.41515251283797,C,C,1
M,Mexico,Jewish,E,63.22981083902126,-21.375175176494576,C,-13.572642006159723,103.53716917778924,-27.937654479977926,D,-170.46425280937441,B,63.02106398801066,A,E,0
Male,UK,Buddhist,D,49.61169447885028,180.1604570276547,D,-25.830420261870728,-198.364899750853,-51.555540091378425,C,45.95260484639149,C,-83.46911974223082,A,C,1
Other,Mexico,None,B,-99.16179207634227,-18.25532087485421,D,3.9432768285786395,7.393751811848291,-72.35306653230543,B,-68.87352532998293,A,67.07524655603393,B,D,0
Male,Brazil,Muslim,A,95.28731207881516,-110.80277933203703,E,42.66014012178962,-29.754246826529716,-33.15040296517658,E,-54.433638849428625,E,187.32916602368653,E,C,0
Female,UK,Muslim,E,141.69875706071053,-33.081942899338806,B,79.82473732805127,-33.77849896215218,-30.851778628906146,D,21.01975824284627,D,-9.694959105444088,E,C,1
Non-binary,Brazil,Other,C,-100.92969377398235,-43.16416059234155,D,-15.916110541442121,-14.999499949967998,73.2086584106513,D,64.46501010806219,B,65.92618515679231,A,E,1
F,India,Buddhist,E,-43.965903547161275,-0.7726501768763094,C,-51.89723163056033,-156.76319241622505,67.65673798368277,C,86.57718539604974,D,111.11727221794148,E,A,1
Female,Mexico,Hindu,D,237.56697368331575,163.6512347390117,E,-36.35686644819675,33.558630863014706,9.140011855127002,C,26.03642142989102,A,94.17214556246756,B,A,1
Other,China,Other,B,-166.59292444877508,210.02597457581592,C,-89.87811815486604,-147.2680708785554,21.17189383217705,E,-14.345606603524756,A,-45.63012097706547,C,B,1
Female,China,Muslim,B,-341.01223366630194,-141.67664381917757,A,300.43351566430476,126.27995031429158,18.150021144300737,C,-28.69016051534518,C,-58.51192870557145,D,C,0
Female,Other,Buddhist,C,105.80704554537412,-188.90729279912452,D,-10.046626637428663,110.42936071940115,-151.21370220714425,A,-29.647682477179004,E,93.53580277120452,E,E,0
M,Germany,Christian,D,42.33912425411019,-1.0356052690177733,D,-54.8273917619408,3.062360608553758,-91.34500573581703,C,-109.06194090383407,A,-70.403365204662,E,B,1
M,Other,Muslim,A,-15.695752610193106,47.80629587450154,E,152.14887638019147,134.7095406041671,-81.78784053642414,E,-16.418317471214706,C,-16.756208908126656,A,C,1
F,Mexico,Other,C,10.725513869775334,111.12985456742518,C,-101.03752722413009,-34.42336999209331,84.46569864648215,A,-90.83830592549049,D,47.36777225218387,A,A,0
F,US,Jewish,B,41.00393060070368,-52.8779894699107,D,-111.79732135388541,95.91363308223664,246.6714562423575,E,-5.93037703788786,C,71.22881027771957,A,C,1
F,Mexico,None,B,9.27096578899091,38.80671648118666,C,137.21655750698082,-77.26786297466397,104.46552584416646,A,-160.12249142714364,A,34.914202335278,D,E,0
Other,Germany,Other,C,76.22881266029741,-4.641422300562905,E,-39.2096752728127,-81.95298676175484,48.49073926012716,C,2.0062455707391167,D,73.90863443887257,D,D,1
F,US,Hindu,B,-56.03038459467922,135.86275054617616,B,24.34901577776785,134.75475942690554,4.658905963642109,B,-13.876135545746237,A,-39.11470668452611,D,D,1
M,Other,Muslim,D,-9.791831536227328,-6.561272048606302,A,82.91282227731298,138.65496918147934,-166.52405837247522,A,100.63414443142797,A,75.21610080991968,B,A,0
Male,UK,None,A,2.7216562655725403,-115.9281369090714,C,-73.76920184629584,24.392614872502012,-8.373420274310362,A,39.97039877228462,C,73.9853476365343,D,A,1
F,Brazil,None,D,49.64569518623831,32.02957630335576,B,6.3944257540667335,13.987871005508238,30.176536979069766,B,-48.73098360636841,E,-92.19508093054611,A,A,1
Other,Mexico,Hindu,D,71.65922835195836,82.09266869467405,A,-50.09895067002385,-220.5656963755648,22.099939901587142,C,-51.82978719081118,D,5.969198790741621,E,A,1
F,Other,Buddhist,B,-191.16560302328332,161.8618559087049,B,-31.38758352801025,-64.13007154578632,39.41749896223077,D,-90.40592091192711,B,198.23329238151064,B,B,1
Male,China,Muslim,E,125.69938013043469,102.19777069452216,C,-0.8812350947396168,-265.5996887940501,-96.94599341380999,D,41.867281239522434,E,-59.20529925740955,D,E,0
Female,Brazil,Hindu,B,-47.026370350890396,-216.1528590556486,D,-35.516403213126765,141.3143786387094,153.77475253684648,D,35.190076396837824,D,-1.5346383321711436,D,B,0
M,Germany,Jewish,C,-102.79440138664275,40.7743603885017,D,86.83886414153143,48.36938097968863,84.09470454567234,C,49.42524000785003,C,-110.7828298940035,A,E,1
Male,Brazil,Jewish,D,39.62997714072418,-45.487592303664805,D,126.57590103114877,-46.07852411393651,-197.11869032750593,C,-16.95795357477933,C,-47.03439683731502,B,D,1
Other,UK,Christian,E,-19.765037671518815,84.60520415023576,A,62.12361731102581,-98.48305642786636,-51.67126611242318,A,-19.10352642504967,B,105.84379887014221,A,A,1
Other,India,None,B,-199.61447737461958,-170.35579133137523,E,-64.34502245589645,70.0201959267664,-151.4877468609263,B,-54.38973019970732,E,4.677611945282507,C,C,0
Non-binary,China,Buddhist,E,8.745301315321935,-20.180289608513796,A,111.46219828099098,36.68882113904991,-125.39647529383993,E,280.5489386706962,A,122.62980796609932,A,C,1
F,Mexico,Hindu,B,132.37954357878633,-16.527290460641467,A,223.81998579010892,31.83849391790549,43.804704853957574,A,-243.10991391217817,C,86.22962423667754,C,B,1
F,India,Buddhist,B,-104.91096842776496,-56.990461447652386,A,101.99919393652543,112.06715197265807,89.35665923554622,B,-188.02697089091942,E,-17.57891757013998,D,B,1
M,India,Buddhist,E,-23.03377643069666,-73.36869047133912,A,35.538936770914134,27.618810165615216,2.6922867856818935,D,-90.87187038793203,B,171.43603709925753,E,E,1
Non-binary,China,Hindu,D,17.738773642616692,317.13044192882495,E,73.25731895620687,77.7685459929377,-17.843191591593634,B,-19.91082062337651,B,-42.73450007877245,C,E,0
M,US,Muslim,E,-59.48257522051116,40.56249869833806,A,-38.85591993935471,-17.48484732562048,-113.18610803134025,A,-25.785929423877114,A,-62.41498245456171,A,E,1
Non-binary,Other,Muslim,C,39.25536769134446,4.006237583950374,A,57.20384670145642,78.47094011139771,15.10061875630712,C,-146.61585133437944,D,-95.16585728277872,E,D,1
Male,India,Buddhist,E,26.23472093725739,4.091312738367694,B,20.486874649004935,66.88710121461018,-6.913530080713236,D,-12.892279240845445,C,97.82426163369561,E,C,1
M,UK,Jewish,A,-168.09496300120017,-127.27399386994145,C,-84.99062417283237,5.92290474576754,136.96865502371313,B,-68.23355559895776,C,-29.342515103923706,E,E,1
Non-binary,India,Muslim,C,-61.0870956885628,-6.865185465524609,B,89.89837954772005,94.19359303277301,119.4427389778803,E,97.50196217247976,D,68.5836464265915,B,B,1
Female,India,Buddhist,E,51.07694283676199,-104.87830118378521,D,-27.899450336670462,-230.39575586281492,183.03780743463142,B,12.29641219580768,C,-182.1139805127724,E,E,0
M,Mexico,Christian,C,126.93430484726326,120.2137839118846,A,-202.64710980451963,-69.94895971904918,105.53266327955022,A,111.7424385586812,E,50.01927534473799,B,E,0
Female,US,Hindu,A,-43.90899048154698,-103.06464907880569,A,13.451307604232543,229.37988110438465,121.44147444763122,A,-156.7246050949547,B,66.74244191823638,D,B,1
F,UK,Hindu,A,-6.855925788692437,-40.3435996297772,B,66.7404358283319,-99.43376805032077,-10.696127370893423,C,-6.741059341313564,A,129.23032341649878,E,A,0
M,US,Christian,D,6.589791350102886,-46.45753512891241,B,-35.535315854308294,-31.784369009380203,10.755915381623963,B,6.83644658191014,B,80.94368817118126,B,B,1
F,Mexico,Other,A,-48.01399733885462,-88.32256548549549,A,151.660646094912,-27.017817868834566,-166.1111731308346,B,-114.32287513817687,C,255.8702491339051,E,E,1
Other,India,Christian,A,90.6770189986944,168.57173801910213,D,108.24961767833918,-153.20838300438018,47.57889060351278,A,90.41533221093327,D,155.83544821470124,D,D,0
Non-binary,US,Buddhist,A,-6.965445030019192,-89.68095028700834,A,-190.85124655007667,246.99381272666812,233.34571180663687,C,-40.601402380906435,C,129.05492275300784,C,A,1
Female,US,Jewish,A,-4.647880087751904,36.32588052086606,A,-236.24348239494805,-2.9229876346483663,-45.76131840122427,D,144.39061845703515,B,-1.107353663460016,B,A,0
Female,Mexico,Buddhist,D,-88.92617689388643,-57.26003232284136,E,-99.8190643987447,16.838832083257806,-40.31601084639818,C,68.96188559341829,B,79.79934424554669,A,D,1
Non-binary,China,Jewish,D,-138.27424095477338,17.28505647488054,D,53.790816622940696,-4.298781439579055,-188.0827755960266,E,118.4586783263918,D,74.82509784592301,D,B,1
Other,Germany,Hindu,C,74.2200824596615,-29.275191388192617,D,117.47024207583824,-82.30812117674841,35.55816637907178,B,-15.221895382304766,A,-117.17182722845054,E,D,1
Female,Brazil,Hindu,B,-6.324987973784195,26.531144138690248,A,2.2814844777274668,-33.65836127442776,107.74710023622667,A,0.3920892288279229,A,-19.860705129842714,A,B,0
Other,Germany,Other,D,-34.52948507438614,80.00431627460037,C,89.55494170973031,-4.622839640588042,2.0395312448852256,D,-209.07988972687957,D,-18.616861536100792,E,E,0
M,Brazil,Hindu,C,-77.40100745321531,130.76353373219905,C,52.291349540813506,-11.575470727572847,-99.02151598810455,C,-167.23205631818584,A,82.8954974567777,E,D,0
F,Germany,Other,B,37.59701005814517,91.11359113517538,A,-60.39093337734079,-133.4310177414724,-87.53689499390777,C,-11.40142814142226,E,-24.619357345957827,D,A,1
Non-binary,Brazil,Other,C,-32.98486508151263,188.69194306293565,D,36.50956727543909,-41.52923248775892,140.22248072555473,C,10.698698771960505,A,-163.2959829912217,E,A,0
Non-binary,India,Other,E,-270.9809388311041,-42.815814463859475,B,-76.12977145609614,-97.46467744492948,3.5176604769590885,C,126.55780027871279,C,-18.93176280027196,D,D,1
Male,UK,Other,E,116.51196109933927,158.41646685030076,E,-79.23229765289953,92.01935522172083,237.64542883564772,A,-61.42844524247265,C,22.709697059582638,D,A,1
Non-binary,Mexico,Other,B,91.17562862838057,57.7718213334792,D,3.8859692289398207,52.56466648853847,-74.03468766194035,C,-191.9570160032692,C,-69.24838423916074,E,A,1
F,Brazil,None,E,62.147836032319304,34.93878900785982,D,-74.24104672657049,165.31929600777408,-72.8465675665289,C,-154.0565715536993,B,-86.33985417213599,B,B,0
M,Brazil,Jewish,B,-36.84049249544469,25.117626417336748,C,78.64473578922922,-145.27595144250057,45.22904159870759,D,7.706332192200479,C,8.223856307059831,A,E,1
Other,Mexico,Muslim,A,-46.39232178918727,-115.00543494600726,A,-91.79691583943683,-42.03322178910621,-77.6650708990268,A,41.97393972357394,C,-40.867978293090445,D,D,1
M,Mexico,Muslim,B,56.859125596337655,-107.51032535358513,A,-12.794783721823244,8.529340683590599,-161.09956716970015,A,-76.67370526274493,A,-48.943042194572286,B,B,0
M,India,None,A,-65.99149201145622,20.900082057373144,B,18.727083180089213,-50.9444532792584,131.77993289608864,C,19.593102914241086,E,175.9704476421222,E,A,1
Other,China,Buddhist,B,-19.753698258086445,63.60725474708894,D,49.65836713427375,156.35417933516158,143.25610107241832,A,14.633468871515213,C,-129.95122170957643,E,D,0
Other,Mexico,Other,D,-40.83954427235811,-95.7752738859628,A,85.00171727841723,-125.70034685380081,8.212932866060829,C,-8.102054925132702,B,80.16889417101349,B,B,1
Non-binary,Brazil,Muslim,B,14.591937658351759,-156.58958960544575,E,1.3061308720335074,192.10218373037944,193.2993968837642,E,-82.51656676594997,C,121.56434506038532,A,A,1
M,Brazil,Christian,D,155.00827438402723,93.85744416979908,B,245.29612025317093,-8.454112425893785,206.74366471963887,D,37.380216829285665,E,-84.29189112466138,C,D,1
Other,India,Hindu,B,-155.10423215225111,-11.174567303771429,E,39.24978266195367,28.45812843860364,125.45500259408429,D,-35.44981624765272,D,-155.7234503444943,A,A,1
F,US,Other,E,-63.54638728632742,168.54249846341708,A,-31.07664257797943,-164.21832132672336,-13.145100560245432,E,116.7401338597806,B,41.712223060808455,C,E,0
F,China,Other,E,-103.43284246462194,114.96489247133705,C,52.62950084668866,-18.598875880817147,58.04334316523088,A,-143.20908487090963,D,186.6620651544724,B,B,1
Non-binary,China,Buddhist,E,-96.00729603847172,17.016052412070977,D,26.72769917276469,-25.949271530363244,-36.5872518629197,A,-112.44492471237271,E,-127.14288193499073,D,D,0
Non-binary,Other,Christian,B,198.64222762315987,42.89614041164253,D,-23.059256290275677,161.70300656235747,1.5609828264779195,E,-173.78318011958729,C,-162.18016034620914,C,B,1
Male,Brazil,Christian,E,-11.566988459159857,-50.91191500701706,D,-57.531821542436354,-4.471541116336448,135.53002958943196,A,-176.1463712761969,D,-11.678277342231294,C,C,1
Other,Brazil,Christian,A,-14.40974768879493,193.5503919092126,A,136.90116951055214,155.0220176653592,19.931640617998685,B,79.29895932415684,E,121.85622754445029,A,B,1
Female,UK,Hindu,D,-41.914693278011775,-127.1577040981603,D,-166.9755000242169,-118.38479075172302,-128.1742630431047,B,-11.52052950581169,D,83.72467533430215,A,A,0
M,Mexico,None,B,-47.2915306591304,204.47982502527765,A,-7.550105122990784,277.49981365203297,-189.71154756484594,D,58.09554656837371,A,-124.5333473040637,E,C,1
Other,UK,Muslim,B,-45.09741334668343,76.15525310255693,E,113.71215896784352,2.842019702588097,59.33284979689144,B,41.084492149046525,B,-22.398087058283007,E,B,1
Other,UK,Muslim,C,-73.66866710051353,125.46821210645444,D,8.182927669920897,-80.70784447057142,108.76842225999381,E,-12.123046802635017,E,-77.6257033709084,C,E,1
F,US,Other,C,-129.03670017895155,14.71232626285035,C,74.39688668038616,58.93416260643929,92.47519740303618,D,-44.75903071272496,E,97.05064029233095,C,E,1
Female,China,Jewish,E,-2.6475951010878735,-197.043523507284,A,-107.16946633115501,152.1999022718506,-83.26475261253383,C,48.090807973821065,D,28.503467503043616,E,E,0
Female,India,None,C,99.72706776872641,-25.127750602745973,D,-166.18720037232356,21.51626532066682,-72.41252247969541,B,-143.41682418128772,C,-4.167393722145736,A,A,1
Male,Other,Jewish,D,146.0831346444335,180.8575017993428,D,-38.52524583306708,-77.94877756422977,-29.100888575031707,A,29.652929819338347,C,-161.34660223667464,C,E,1
F,China,Hindu,E,-56.05909527895593,52.14396602348843,A,-123.76966938307328,-76.12057856475563,173.01252902751025,E,27.540505169992706,A,46.94042477124651,C,C,0
Non-binary,China,Buddhist,C,120.76427235895288,32.44040930247198,B,34.702072856655924,-30.0986831147943,-176.03648559233514,E,-98.93159349242516,E,0.009110541769300077,A,B,1
F,Mexico,Buddhist,A,-69.41279205854914,80.99751236616729,A,-83.56290268482192,82.85914860843583,48.716885698377205,E,66.10448137975837,E,228.89661716225137,E,B,1
F,Germany,Buddhist,E,-58.86866384311422,-49.376369697593695,E,101.03247121450795,-30.083150859093877,-7.233274605523148,D,-65.24517925379514,B,31.127060393125422,A,B,0
Male,Mexico,Christian,D,103.28643143976792,54.32300674076499,B,-1.6591509921195644,-150.50351307636376,220.07004160402624,B,16.727059467078167,B,-179.23802879067654,E,A,0
Male,India,Buddhist,D,17.430967050310432,-19.803509439646838,C,223.10904982500267,-20.177365908378352,85.3449785990412,B,77.68826617262555,E,-111.51668446544217,C,B,1
F,US,Christian,C,271.1617495179172,-135.41642575928435,E,21.854958190266412,9.832356468920475,-79.92717295193607,C,-70.55557777376792,C,-23.012385102989825,D,A,1
F,India,None,D,-20.12776143406935,-41.83259896606449,E,63.62443617322834,167.41748700204187,32.28360185941262,B,77.83911195912862,E,-79.90181535192997,D,B,1
F,UK,Muslim,D,126.08199816109544,-70.19606484554029,C,-71.32896331768953,23.788776191664372,-102.92146260371781,E,-262.8693108081321,A,-163.83018164932258,D,B,0
Male,Other,Other,C,44.36270048106864,5.2774415925102796,B,-84.88266682934889,74.05506198111296,5.810206363249484,D,197.96192323776555,E,-106.23963326025631,C,A,1
F,China,Buddhist,E,-65.33579314139666,-32.426850542032355,E,-37.4604295469554,-31.083933740863976,109.9680005096463,D,18.31995837630192,B,27.911420503222956,A,D,1
Male,China,Jewish,B,-161.77831161838554,54.103422962393324,D,-74.24417432242689,-26.540887895855597,134.33261551364092,D,32.653396165944116,D,-43.65831837037066,C,C,1
Other,China,Other,B,18.511296069836323,-11.660862497752017,D,-103.77936031041423,-131.70551334397857,-2.54489106828422,E,163.23428718584796,D,19.27854205243367,C,C,0
M,Mexico,None,B,-38.273711705811785,274.06255267288776,C,-69.78001194358299,-20.157925663304617,-129.8911007653869,B,-67.93678762809367,B,76.5868553657925,E,C,0
M,Germany,Jewish,B,80.25025300980259,-247.4906575632782,A,-20.217443361007533,-71.40523575958562,58.568147894148105,A,-117.01609908060804,A,5.265770516338933,A,C,1
M,US,Hindu,B,-211.54411628430339,-124.14313977050347,C,-55.124346927746004,-111.24974298787258,52.77328746448169,C,-42.97271445586185,B,-160.00843829651626,A,E,0
Female,Other,Buddhist,E,89.71506146535127,13.963349090073867,C,-88.25970584483755,-8.483018282404464,46.81586549564298,E,101.96366605572832,A,-40.49834609161516,A,B,1
Female,Brazil,Hindu,A,-35.5217267410475,0.7122623046869851,B,175.8563604166241,57.05887410170265,-29.978613412363636,C,23.732621544693654,B,69.147470209076,A,E,1
F,Brazil,Jewish,A,38.58878554365882,171.3956273307851,E,173.0784444982514,-84.02752579755699,-140.14970298633497,A,-11.626435990779067,D,116.39126331519212,E,D,1
Male,India,Other,D,70.60406521096493,17.143374475565157,D,-11.79968120224732,-120.32188493677165,98.01076238910123,D,130.62273013220477,D,-43.28580227188465,C,A,1
M,US,Muslim,E,-62.34366841012595,-161.26684335697615,E,172.06478904259558,111.08458132172501,-74.5800490057196,B,-53.51402687276913,E,-54.45428562107146,B,A,1
Male,Brazil,Christian,A,90.69178354340775,50.56420219281781,C,17.979421582285227,10.65519693387089,35.21906161144067,A,-13.614198195265187,A,24.357037399013308,D,A,1
M,Other,Other,B,42.56519821037711,-12.091585020538291,B,-28.465751467523276,106.36984623132138,160.54312306104234,B,153.3856770446538,C,176.96817994421406,D,E,1
Male,Brazil,Other,A,-172.22801405587626,15.83295713620743,B,-25.827277864433366,129.9405610249685,169.60655645367126,A,22.350934918065082,D,65.03108831957985,A,E,0
F,Germany,Muslim,C,-54.922756792558026,-187.96969912617644,E,191.00200781797295,-23.302372959815212,93.00980562270588,E,-11.938849677804972,C,278.6628795640159,E,B,0
Male,Other,Christian,D,-24.479293757910806,75.79504706320681,B,9.287827746165807,14.348676500099971,-161.5934825065351,C,-92.48030259443584,D,-33.908160748101636,D,A,1
Female,UK,None,B,53.09366967487371,-64.70093522226557,A,69.40263880362768,-77.44268905666266,-210.83634869370198,C,62.53284017403693,B,-49.31833258172361,A,E,1
Male,Mexico,Jewish,B,54.0140060508441,102.73628142546882,C,130.14193485230726,45.63172478827768,-53.02039432756948,B,-90.06160772580114,D,-35.59065046447113,E,C,0
M,India,Christian,D,-207.06067805681752,227.46187994610034,E,28.630801784507042,-0.17911447411381073,-154.47143342152998,E,54.2587914568205,C,-19.3506954524409,B,A,1
Non-binary,Brazil,Other,B,239.4404461580007,-51.56688985129486,E,141.46810407016497,-1.3490216633400165,-8.38435500799324,D,114.97264918980477,C,6.031444772877581,C,D,0
M,China,Other,E,-1.498630420485002,57.80946061052579,D,87.24728584511914,20.474743666262082,156.48214081555489,E,128.7261192511066,A,3.8016083549142916,A,A,1
Other,India,Other,C,19.37044759367662,-107.38549724753415,A,182.02224686531437,97.741294409884,55.16403989495862,B,48.58389822418165,A,-99.72361937188077,D,B,1
Non-binary,Mexico,Muslim,B,-143.09282730274867,-56.73561991656765,C,-254.86275120342228,-51.28416589419882,-21.085003241557683,E,54.14126569039798,D,10.33480987952666,A,A,0
Female,Brazil,None,E,-179.28336437497023,142.69193453674814,A,178.11504360103487,-36.16351436902424,-107.0195295257277,E,166.51338913015513,E,-251.02361424066646,A,E,1
Female,Germany,Other,D,-31.76920833573922,116.23411362521854,B,123.84768487396491,-213.07507227394242,-28.697439700804566,C,88.67468867025849,B,-179.60379531812993,B,E,1
M,Brazil,Christian,A,32.31936320277719,157.28372082554722,A,-4.640008968490929,-42.53685551187775,-12.167991887975818,D,51.891706735315836,C,-3.710080163157908,B,E,0
Female,Other,Hindu,C,-54.4566256335144,104.20273746100202,B,-111.83903188029178,74.02803949618409,-64.33646419265907,C,150.3467835019482,E,6.588146481746289,E,A,0
M,UK,Hindu,D,80.1751976942597,-105.29547930698375,E,-128.00668805116845,184.8666237151142,-190.30376829584463,D,60.6562190394799,A,-186.24351860083388,C,B,1
F,US,Christian,C,228.09803566040438,-61.66381552227859,C,-29.093071994441267,103.82108558552284,34.96425814971744,C,29.680716782770023,B,-181.1784574172264,D,B,1
Male,Brazil,None,C,-3.440846034833796,-94.8316192796534,A,75.68084805694461,1.8399126509550046,-166.95933761596916,C,8.768038724141906,C,11.873700404486245,A,A,0
Other,China,None,B,-7.112118617550372,-19.019466916038564,E,31.96018456461884,-112.67069984399743,8.341340700186139,E,-103.82796730232191,A,201.6278988905309,A,C,0
Male,Other,Other,B,-66.60345787362047,290.70913007011103,B,-59.23336613305703,1.9330148905700955,100.70220944397927,C,17.824836738846564,D,23.783243868497312,B,A,1
Other,Mexico,Jewish,A,13.959275108359803,-55.74989731217096,C,-85.39729900785628,-77.48473833338308,-119.19326988487065,C,-56.85941823428254,C,175.79554604466864,C,C,0
Female,Mexico,Muslim,A,109.69429661768268,-128.72678901767398,D,68.34332451792035,-186.69635175028668,-26.970264594831967,C,134.66986702400564,A,63.71718830572839,D,A,0
Female,India,Jewish,C,49.480433679962815,-26.59522133026602,B,147.66384724370033,-50.512847225999955,-142.45895298208805,D,-79.0257863632881,B,58.73714988054051,A,C,0
Female,China,Other,D,38.92092478510823,-94.8180162707888,C,-28.61785522295805,-73.38931085537529,114.76147184628,A,-36.35207419256132,A,-23.510770013876243,A,E,0
Male,US,None,C,-6.781650148151569,-171.65697258376582,E,55.185148467088055,-45.24016094878166,101.59728824346399,E,88.941722161988,C,65.21297629351224,E,E,0
F,India,None,B,169.09757552374515,-28.812837891220212,E,98.40564286768402,-115.18879841606615,-65.0688350793504,C,-53.99212176129532,A,24.317547709793942,B,B,0
M,US,Muslim,E,-15.359722181126498,-9.157953994421705,A,179.51046328333788,67.1473522539718,3.8054773864980054,D,82.55837672211868,D,-38.688848441957326,C,B,0
Non-binary,US,Other,D,-169.61694855507528,-147.55686228158643,D,17.003993060883552,-54.32243205434898,155.80639142790045,A,44.60351797797215,D,101.79143455911112,E,B,0
F,India,Jewish,E,152.87609669247377,121.09964215758365,A,16.369106380990345,-99.5376942923109,21.19020880493953,E,167.73654994101926,D,4.074054213008456,B,E,0
M,Germany,Christian,B,0.8433106412093592,-88.20454360151598,A,-2.0725102881669497,-107.26897392991093,-63.580884399393646,A,16.222576952107325,A,-1.5254049482042553,D,C,1
Female,US,Buddhist,E,-124.6460259451555,-75.12565611133714,E,-3.4748665485298793,27.744986567299136,21.901988947362593,A,-54.069522602602675,B,69.95210982616832,C,C,1
Male,US,Muslim,A,50.43125186642823,37.18928626854487,D,190.49980929567496,-40.62447708733076,-10.007035674063935,B,-119.18218098524989,B,13.39590207818571,D,C,1
Other,US,Buddhist,D,-16.95408756975557,76.67193398120497,D,-29.196626131840052,-1.1155097997753705,-0.13535134312635874,C,33.6994386968535,D,-11.485630712650224,B,D,0
M,UK,Hindu,A,13.03639031581417,-72.19020858059136,B,42.91006551274938,87.82456356118556,43.36699401338522,B,-171.42814741654757,A,33.43142362862865,B,B,0
Other,UK,Other,E,70.32113945627808,-4.292128190420154,E,55.70662606616925,-118.32098524490094,-137.58359645776977,E,102.302873792837,E,91.51288410141287,A,C,1
Female,Brazil,Buddhist,B,70.67706967737112,124.11442548094651,D,151.1757711795901,94.49401514983958,-214.88350779022417,E,-121.91402822877406,B,-104.89135929856413,C,B,1
Non-binary,India,Buddhist,D,60.82506875148388,40.4581671252916,B,-3.039730669517695,21.204007085254652,79.90523182027796,A,-149.02544941851713,B,-5.984753476292465,B,E,0
F,UK,Other,B,44.996626982133265,57.35303135711558,A,-0.48360969290064315,-132.97748512416314,165.64550927751725,D,-140.34205439010648,D,27.304583470420212,A,C,1
Male,Other,Jewish,C,-26.829554594506533,-77.28476784562484,C,6.5236553192443685,102.36129722448072,34.862351549075484,D,39.12985528487599,E,75.40819230285167,A,D,1
Other,Other,Jewish,D,29.72115661594728,35.03077055707146,D,-143.24051432247683,-147.0236694601176,159.89121817315305,A,15.949818288390727,B,-104.84638831699289,E,A,0
M,US,None,D,-8.342141707210752,-90.26227966129177,A,102.94090812164185,-77.1971474908837,120.10128471354793,A,-55.07920954950236,B,158.06127014766375,C,B,1
F,UK,Hindu,A,103.70022577974332,14.944644155001416,E,124.4690764676329,18.550090196810892,48.520319002527366,C,-21.072012652681142,D,87.04639255755569,A,A,0
F,UK,Hindu,C,10.103312875859698,-3.116478194495707,D,133.9116753799694,-20.12135551220266,-168.8415562157666,D,68.80490415035554,E,-197.07479792106776,C,D,0
