anos,religion,sexual_orientation,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,target
67,Buddhist,Bisexual,-73.73367394028729,D,A,B,B,D,-123.15528662464195,D,C,-93.8517119702296,D,-49.60412811325509,C,D,B,0
30,Muslim,Bisexual,-126.48063247117788,C,B,D,D,E,-79.66379703153936,B,C,13.38450614244196,D,57.6763313040042,D,D,E,1
39,Hindu,Heterosexual,83.70183302129988,A,D,C,C,D,-118.20890922701193,D,A,10.141931172813802,D,-228.81179990725622,A,A,A,0
22,Hindu,Bisexual,182.5357144065489,B,C,B,B,C,58.758361939289614,A,E,-97.31420530894232,E,-5.705707088136697,E,D,B,0
47,Muslim,Other,151.5509459219117,E,C,D,C,C,-21.744369396687215,C,B,-214.55782461030907,A,-43.31578441754278,C,E,B,1
44,None,Bisexual,-3.9505115797504944,E,A,D,A,E,-21.91684988832354,D,E,79.28014321977282,B,-101.42805488455777,B,D,D,0
69,Christian,Bisexual,-100.58251988610758,E,C,C,B,E,2.9713684931129114,C,E,-111.72510127447816,A,2.0876421971195427,E,D,E,0
54,None,Other,-62.97993612802373,C,E,E,D,E,-74.96679426000303,C,D,159.70553691533752,A,5.531104594529353,A,C,D,1
65,Jewish,Homosexual,228.54144354197342,E,E,A,B,B,49.548769940070194,B,D,18.48173520830313,C,35.271026786853405,D,D,D,0
52,Jewish,Heterosexual,18.537430448467443,D,E,D,B,B,37.38737503613366,B,A,15.371333963858122,C,37.77607590853965,E,D,E,0
70,Other,Bisexual,9.51474954346289,E,C,D,B,C,37.09640764684474,E,D,97.7311047638054,B,-118.82878989102137,C,D,E,0
68,None,Heterosexual,-53.15059131031724,B,D,E,D,C,-34.268645122898064,B,B,-41.829432880894615,D,-49.257094980138746,E,D,B,1
68,Jewish,Heterosexual,4.380228739207359,C,E,E,D,C,-39.73987187469819,C,E,1.634668129542232,E,30.02594309405282,E,E,C,0
58,Hindu,Homosexual,104.44171463419687,D,D,A,E,A,-303.6589119777748,A,A,145.73332404318109,E,-18.05223010106656,B,E,D,0
28,Other,Bisexual,-56.55669523778371,B,B,A,D,B,25.66533870578107,A,E,-41.7069876990659,C,-31.761591558285314,E,A,D,0
71,Jewish,Homosexual,-76.96687140911988,C,B,C,D,A,165.78185988737022,C,E,17.039132510565636,B,10.931472257607409,C,C,A,1
36,Jewish,Other,59.91224068865453,B,D,C,C,D,85.923835554855,D,C,34.140137453964414,A,127.12358691736476,C,E,D,0
27,None,Heterosexual,-27.35482023975071,C,A,C,B,E,-174.5550413665796,A,B,-99.65736959517459,E,26.144697868211285,A,B,A,0
42,Buddhist,Other,-8.028237552461826,B,C,D,A,C,-46.66418018310841,D,D,-176.3550160744861,E,-127.75095695203656,E,B,C,1
47,Other,Other,-10.893195264643143,B,A,C,C,A,-59.956730015587254,E,C,-41.672336256422646,A,6.850125306912262,E,B,C,0
66,Hindu,Other,-190.93345082211957,A,D,A,D,C,-64.85148134636229,D,E,-88.69203153718736,D,0.5988634671436954,D,D,C,1
43,Other,Homosexual,-82.64338490387453,A,A,E,D,C,81.98925568486617,A,D,192.6553706744836,C,61.40550539712887,E,E,A,0
63,None,Heterosexual,30.97415755957212,D,C,A,C,B,108.58348110027822,C,B,-75.0820696869457,C,70.97140162604882,A,E,C,0
67,Muslim,Heterosexual,273.21125912019255,C,D,E,A,D,-54.13666637329302,E,C,-220.50221046192883,B,156.54770868301637,B,C,A,1
69,Other,Other,143.07726601051564,D,A,D,A,B,-65.23988298884761,C,B,214.01124465943036,A,9.769640228335517,C,C,A,0
63,Other,Bisexual,-62.44793121883987,D,A,E,A,D,68.91164122287698,B,C,-92.22177533571771,C,-155.2847682026292,C,B,C,1
46,Other,Homosexual,-46.401288567123196,D,D,E,C,B,46.38378787445158,D,D,2.8825042905722054,D,100.12031411840134,D,C,E,0
41,None,Other,61.54542527154887,E,B,B,B,A,-4.457634687146972,C,D,-1.0668757164877514,A,105.36836241490333,E,A,C,0
79,Jewish,Heterosexual,19.282326446514414,E,D,A,A,B,-89.42764822745981,D,A,151.06294337014072,C,53.269117108117236,E,D,E,1
49,None,Heterosexual,-37.8090586969699,D,B,E,A,B,116.50557283828604,E,C,-27.733253751079324,D,227.87167319099618,D,A,A,0
67,Buddhist,Heterosexual,-113.7996487233669,C,C,E,D,D,44.549129750926625,E,E,62.08487060613813,B,-69.1499632742149,C,B,A,0
37,Other,Heterosexual,-109.07126936755647,E,A,C,B,B,-98.23721670791502,C,D,18.815153955317886,D,0.9151300231083249,B,A,C,1
47,Christian,Heterosexual,-1.5807297725674927,C,C,E,D,E,47.43933247681535,E,B,11.421974867126803,B,82.49022144018906,C,B,B,1
69,Hindu,Homosexual,89.02051949773792,E,D,C,A,E,-39.77252835466072,A,C,232.51768268421006,B,55.53439748724626,E,B,D,1
76,Jewish,Homosexual,16.04761065768243,A,A,C,D,C,109.09775412262897,E,C,-2.874538793182594,A,-28.788834138503873,B,E,C,1
78,Hindu,Homosexual,14.478193053069393,C,C,D,A,E,33.705294493478085,E,E,78.19482842724918,B,45.06867770504465,A,E,D,1
57,Hindu,Heterosexual,136.50351258977472,A,C,B,B,E,-85.74649746168696,B,A,-22.489813925418517,E,98.91524437048231,C,D,B,1
24,Hindu,Bisexual,-18.990308354665878,D,E,A,E,E,-168.77975014558783,D,A,-107.58788383202413,B,-4.452477604446133,D,C,A,1
49,Buddhist,Other,-198.55538455675577,C,A,C,A,B,146.3575377662825,E,C,96.82110102479093,E,-146.54727117114524,C,D,A,0
23,Hindu,Other,-80.04439658427171,B,B,D,D,D,82.80592213365637,A,B,69.80752587615983,A,9.747099712852828,A,A,E,1
47,Other,Heterosexual,-82.63299287699714,D,D,D,B,E,-30.404815282913066,C,A,-69.66738115672429,D,111.83117608324451,C,D,E,0
41,Hindu,Homosexual,-52.751095959201486,A,D,A,D,D,28.869275390318137,E,C,49.378868080142944,A,-30.74163528533257,C,A,B,0
20,Hindu,Other,-24.672504803394443,A,E,A,C,C,173.25600687861063,E,D,73.57504871733367,C,8.2903453431926,A,C,E,0
55,Other,Bisexual,182.4668597198355,E,D,C,B,E,-7.711752005911706,B,A,152.50158163233445,D,61.19138925425236,A,E,A,0
75,None,Homosexual,14.211515550053958,B,D,E,E,D,56.95924893780114,C,C,-8.510835691903946,D,231.55425801600637,B,A,A,1
40,Christian,Bisexual,9.378903459572662,A,D,C,B,B,12.643105331615098,B,E,106.96132832775982,B,-130.59881065022873,E,B,A,1
23,Jewish,Other,-161.24334032206414,C,C,D,E,B,52.295751366154754,D,B,-99.92374535723413,A,113.31556958316371,D,D,B,1
66,Other,Homosexual,-11.553048777689048,C,D,D,E,A,54.577177294285725,C,E,-120.38298374681058,A,58.26599298534371,E,C,D,1
45,Other,Heterosexual,92.39418345255133,A,B,E,D,D,-74.22413970869161,B,E,-124.87382262776138,A,-52.365225519884206,C,E,D,1
42,Hindu,Bisexual,4.4233968863806945,B,E,E,C,E,-45.90108724678587,B,C,-32.794613990562254,E,-112.96694331476212,E,E,A,0
71,Buddhist,Bisexual,31.35565928334014,D,C,B,D,A,78.11849873381516,B,B,-5.298052707665991,A,-97.2125787183794,E,A,E,1
56,Muslim,Other,-78.33582984736286,E,B,B,B,D,140.46164486118818,D,D,62.90457495324161,B,100.87487366061187,E,B,D,0
48,Jewish,Homosexual,33.71830413227147,E,B,D,D,C,72.27630010726921,C,B,-32.365960280278145,A,-68.38788101094696,D,B,D,0
74,Christian,Heterosexual,-92.41981072207382,E,A,C,D,A,112.39142682100565,E,C,110.96913577614266,C,209.21086535156124,E,B,E,0
51,Christian,Bisexual,19.22535408301234,B,C,B,C,C,-35.66753739697372,D,D,24.121598305454846,E,164.30281813618964,C,B,D,0
34,Other,Homosexual,-37.41015903138878,B,B,A,C,E,38.408982512940796,A,D,-90.48695509069202,E,-36.19731005008064,C,B,B,0
21,Hindu,Bisexual,7.390697561746346,B,B,B,C,C,-50.40233119208571,A,B,62.38755848727598,E,-37.84581710293923,E,E,C,0
50,Hindu,Heterosexual,92.17501624686014,B,A,E,B,C,-52.33244058487856,A,A,-190.5264663732031,C,-76.36006267713255,E,A,C,1
56,Muslim,Homosexual,-139.48118513680186,D,E,A,E,B,109.95195234520838,A,A,-1.1091418753452307,B,-2.008416742870298,D,C,C,1
58,None,Bisexual,92.44467536851711,D,E,A,C,C,-18.578882413302082,C,C,67.61481371324845,A,35.691447318953365,B,B,A,0
24,Other,Bisexual,9.863189193527404,D,D,E,E,D,15.471629439481498,D,C,57.35329271088445,A,212.03395577054818,D,D,C,0
38,Christian,Other,-60.04790656376954,B,A,B,E,C,-43.59976935644851,B,C,-29.407732419167697,C,-28.627124893809615,A,A,B,0
43,Christian,Homosexual,79.99512309321088,C,D,D,C,A,-115.968713789525,B,B,87.91057504898215,B,243.92081974559764,C,A,B,0
23,Muslim,Bisexual,11.381197168595763,E,C,E,D,E,221.36304805803601,B,B,-22.48904865733308,C,-96.43024972124489,B,C,B,0
48,Hindu,Homosexual,-65.7304995983455,A,B,A,A,B,132.9965447303815,A,B,-225.44717336404338,E,-14.640442776145294,A,A,D,1
63,Jewish,Bisexual,-120.0199689142341,E,D,D,A,E,43.662572007221726,E,A,-8.59179284242927,A,97.7940881050953,E,B,C,1
26,Hindu,Homosexual,-31.18675891431357,E,E,B,D,D,73.26640665295679,A,A,115.67667105642781,B,24.747062915159642,A,D,C,0
32,Other,Other,6.30492457838099,A,E,E,A,C,59.83384702281892,D,C,-59.99691614194206,B,31.99134133070274,D,E,E,1
25,Muslim,Other,100.9042678542319,D,D,A,C,E,174.9498699873336,E,D,-76.31834688521725,C,166.40579043011806,A,E,D,1
41,Christian,Bisexual,-48.54201871391197,A,E,D,B,C,-44.387661233056534,A,A,118.35603196432547,E,3.7529257006651364,B,D,C,0
76,Hindu,Other,-6.297515895569291,E,D,C,B,E,78.15393929259949,C,C,36.636124323033044,D,-159.10468065109617,A,D,A,1
61,Jewish,Heterosexual,-90.76737038410896,C,A,D,C,E,38.20865432606447,D,B,118.29136355350376,A,-135.46948459771968,D,D,D,1
65,Hindu,Heterosexual,-87.3745570001916,A,E,C,D,B,77.03515095801525,B,B,-20.774461840313354,E,-86.13069006392325,C,A,E,0
76,Other,Heterosexual,74.06442905994662,D,B,B,E,D,-140.1435802399723,D,D,-91.95816971182053,E,-77.86434724195637,B,A,B,1
51,Buddhist,Homosexual,35.340219230970696,A,B,B,C,A,-9.901316609716302,A,D,107.4682742943301,A,38.91892138164349,E,D,D,1
65,Other,Homosexual,72.59152808426641,A,E,D,C,C,-131.80496096015926,C,D,-73.64093200239469,B,44.69502989317577,B,A,C,0
68,Buddhist,Heterosexual,38.07304216539795,E,C,C,A,E,-43.96913260981082,C,B,-261.8641565959353,B,-123.19469483822249,E,E,D,1
73,Muslim,Heterosexual,-56.28504538743413,A,D,B,C,C,-33.15762307231312,A,A,25.6587859669619,B,-108.75191410112161,E,E,A,1
26,Hindu,Bisexual,-152.85801111352245,D,A,D,E,D,6.95010245250502,D,D,-82.07466688246474,D,-139.07693313805626,A,E,D,0
35,Jewish,Bisexual,-6.03740674228621,E,B,D,E,C,-54.31193813378874,E,D,93.6547975543612,B,-134.3182033885148,D,D,C,0
39,Other,Other,-174.06868978500864,C,B,B,A,C,-108.94486826453027,B,B,170.53787731918197,E,-27.91232882158229,A,A,B,0
23,Hindu,Heterosexual,-0.8450672756789911,E,A,C,E,D,52.25494941280915,B,C,-108.87846859759466,C,64.70315367057432,D,E,C,1
42,Buddhist,Heterosexual,-159.8287904202315,D,E,D,A,C,-28.193367373123635,E,D,42.897750752361446,E,-129.8604865969847,E,E,A,1
18,Hindu,Homosexual,228.1280630244749,D,D,D,D,A,-16.660873934356896,A,D,1.0580486133322453,B,-36.40962889299269,C,D,A,1
44,Muslim,Bisexual,-86.26939391766993,D,B,D,D,A,154.8811368522838,B,A,46.266755510739586,C,-72.78224757063751,C,C,B,0
30,None,Bisexual,-85.20436027173923,B,C,C,C,D,-46.34949422868021,E,E,-65.17337078859342,A,22.2410667132405,A,C,E,1
57,Hindu,Other,-52.416206503961895,E,D,D,E,B,131.13774912610143,E,C,-49.8033303948707,B,-143.5954644738315,E,C,C,1
24,Christian,Other,73.51595082935025,A,C,A,E,C,-191.68167632816133,C,D,34.032749331025435,B,65.3113237755031,A,E,A,1
27,Jewish,Heterosexual,-107.36607518645374,A,A,A,B,C,-133.15039819888577,C,C,44.86758573160605,C,-54.0668587064655,C,E,A,1
37,Hindu,Heterosexual,-93.69412886623067,A,C,A,C,B,57.439598766335855,A,C,53.600870623136856,E,-77.14455233159285,D,D,A,0
78,Christian,Other,-6.336736895443973,B,E,B,C,E,18.833382549529215,A,D,123.27865354159408,C,-204.6823797710817,C,E,E,0
69,Hindu,Other,13.974887383173293,B,D,D,D,A,40.60116696198398,C,C,-17.104103517096174,B,146.12514758481677,B,E,C,1
78,Hindu,Heterosexual,-120.4599056742602,C,C,C,E,A,82.61470618592229,A,E,26.80061351037936,E,104.22902965544081,A,A,E,1
74,Jewish,Other,45.8021155222235,C,B,B,E,C,-120.2549328140166,D,B,104.30946753148045,E,47.89860848611484,B,D,B,1
24,Hindu,Other,302.49457125197006,D,E,E,E,B,65.4431199487585,B,E,133.82396522962094,D,64.40590734023914,D,D,D,0
44,None,Bisexual,-58.432409216688505,B,D,A,B,B,3.3885027145816524,D,A,17.992581479544835,B,-110.65326035176635,C,E,E,0
66,Buddhist,Other,68.28024786336651,D,B,E,B,B,31.458809829795992,D,D,87.46863438816716,E,99.78305338643952,E,D,B,0
58,Hindu,Other,71.3336503150959,C,E,C,C,E,-203.78877488354635,E,E,-147.54065150533398,E,14.258528283033748,B,C,C,1
57,None,Other,98.98800853359403,B,B,E,D,D,67.77125724417903,D,B,52.41734587049316,D,-75.28006266265803,B,C,C,0
35,Hindu,Homosexual,93.14288018940033,D,B,B,A,E,116.27220545604628,B,B,-74.12390114157174,C,-63.05975893972057,A,D,D,1
60,Hindu,Heterosexual,-24.70674999978076,A,A,E,B,B,64.7310207297782,B,E,103.64635854213748,A,-38.20030382287773,A,C,A,0
54,Buddhist,Homosexual,-49.398965580058324,C,C,D,D,C,150.50097715864365,D,B,-42.872947590595636,B,13.22924364901175,B,E,A,0
60,Buddhist,Other,-37.39489452367607,E,B,D,E,D,60.69613635397276,B,C,111.7431696075057,C,-252.37456515371636,B,E,B,1
21,Muslim,Other,13.412501894752685,A,E,B,C,A,-44.75507446612675,A,D,-8.82577355906277,B,-4.169270358424885,A,D,D,0
36,Christian,Other,1.3936280314632008,B,C,D,C,C,30.81127279804128,B,C,-32.72517927017342,E,49.91114671605915,E,D,A,0
70,Christian,Homosexual,143.4210931816785,E,B,B,B,E,77.78918265665737,A,D,-4.790011239737272,E,-48.11893373101891,C,C,E,1
56,Buddhist,Other,91.73625891256837,E,E,E,C,C,39.588471249150565,E,A,111.38158560315699,E,12.016458176383601,A,C,C,1
55,None,Heterosexual,-60.35851359476473,E,B,B,B,D,-70.24358967283085,D,B,41.10849953384875,A,73.054434549254,C,D,D,1
26,Hindu,Homosexual,-47.05516019180651,B,C,C,B,A,-11.869532015556295,C,B,86.76052729035956,D,-19.8808809184278,B,A,D,0
72,Christian,Bisexual,-17.918413864029088,B,E,E,D,D,-77.98772767138178,C,B,-197.65883971379603,E,74.65075931195587,D,C,D,0
66,Jewish,Heterosexual,44.14150310841171,C,D,B,B,C,-82.4711627480092,D,D,-92.5259633962515,A,71.65409261860674,C,D,A,1
70,Muslim,Homosexual,-233.61820660824918,D,D,D,A,D,-71.13613025213309,D,C,106.3552824049288,B,-29.81473259023663,C,C,C,1
60,Buddhist,Heterosexual,177.9104189046491,A,A,D,D,D,-54.164301068425345,E,C,12.499842078374343,E,71.61172435596127,E,B,D,0
55,Hindu,Other,74.24055008118152,A,C,C,E,B,-37.02895508089007,C,B,-65.39423939370495,E,120.65550175785856,B,E,D,1
59,Jewish,Bisexual,119.7551990541333,D,C,C,E,E,157.52960740034277,B,A,-123.26292064963486,A,4.80738061517698,E,E,D,0
47,Other,Heterosexual,88.3954436991328,D,C,D,A,C,181.90958168486952,C,E,76.63294832808802,E,-108.30086372211822,A,D,E,0
34,Jewish,Homosexual,-30.360902039653414,E,C,E,B,D,58.637787553273554,A,D,135.21819716854068,E,138.61486217984827,C,C,D,0
73,Christian,Heterosexual,-114.61425266321427,C,C,D,D,D,-67.17844303976918,E,B,4.893468119810041,A,24.823372133094743,E,E,C,1
26,Christian,Heterosexual,194.35258770527696,B,E,B,B,D,-10.187168887337352,C,B,30.718335739443937,C,-30.02134703766497,C,C,B,0
25,Buddhist,Other,-74.80021510938039,C,E,E,B,E,92.11543476324755,B,B,-167.33216939246438,C,119.70861800031562,E,D,B,1
45,Buddhist,Other,171.9438327564543,E,B,D,D,D,105.22723675293975,D,E,27.76738410651433,E,41.451151015357496,B,A,D,0
71,Other,Bisexual,-220.38722108466592,A,A,A,E,E,-40.05316927151912,E,D,52.31122886880767,C,-59.5019824258368,B,C,B,1
65,Christian,Bisexual,111.69572848842189,E,E,C,A,D,-18.231470786495997,A,C,139.3177686924657,B,151.02197595635099,E,B,C,0
49,Buddhist,Heterosexual,33.184590837834314,D,A,B,C,A,137.29452944744617,B,E,-147.46596502521936,C,144.89883884640443,D,B,E,1
61,Jewish,Bisexual,148.04937401051964,D,B,D,E,E,20.588803573521584,B,D,-8.789499729393523,B,-135.30483495975602,E,A,C,1
41,Christian,Homosexual,-175.0152515720868,C,C,D,E,E,4.5472149656561385,B,E,50.400714209777256,A,-110.55694743988242,E,D,E,1
40,Other,Heterosexual,70.69458991517642,D,D,A,B,B,131.70154310327908,A,D,-156.410292983397,A,-73.13901591982672,C,C,B,1
31,Jewish,Heterosexual,137.04898287705015,E,D,E,D,E,55.170047025753476,B,D,36.995934301370184,D,181.10957133260322,B,E,A,0
26,Christian,Other,72.93904121138908,E,B,E,A,A,98.61668667658088,B,D,-2.6684204203382103,C,-115.6327198777507,B,B,E,0
38,Jewish,Homosexual,138.36720453151497,B,B,E,D,C,82.89152956766827,E,B,-63.447376321124175,D,-162.28360754603875,B,D,E,1
50,None,Other,27.65654560450055,E,D,D,A,A,129.50638032611852,A,C,-70.56124022466842,B,-44.8276144856507,B,D,A,0
26,Hindu,Other,31.592676073662506,D,D,A,C,C,-15.391469823053939,A,D,-63.48151123712993,C,18.312021900313752,A,B,E,0
31,Other,Heterosexual,68.83914934528337,B,A,E,C,E,11.5805447170852,D,C,26.06240571574406,D,229.81925344177716,D,A,C,1
54,Buddhist,Homosexual,-52.04140881831217,D,C,C,B,A,-160.25355156083648,E,A,179.1637019765034,D,58.179580988244,C,E,B,1
48,Jewish,Homosexual,106.11372724449761,C,E,B,C,C,2.3197565300956913,A,E,-110.32209146489629,B,67.36505558773574,A,B,E,0
34,Christian,Bisexual,-40.56617670461796,A,E,C,E,E,-156.75925348449834,B,D,38.578771524407514,B,173.75797375859406,D,D,E,1
45,Christian,Homosexual,44.358806870850124,A,C,A,E,A,73.23012334574481,B,C,74.19542951861692,D,-56.569699555847194,E,D,D,1
22,Buddhist,Homosexual,23.480049908918218,A,A,C,D,D,49.831699599720565,A,C,13.215300360956492,C,59.52554696497483,B,D,D,0
79,Muslim,Bisexual,77.46647040923177,B,C,B,E,D,145.19942385588578,E,B,170.11081770523856,C,-30.887127006171827,C,A,B,1
24,Other,Homosexual,68.49136947661026,C,E,E,C,B,-183.98674388074576,E,C,59.55997090257704,B,171.41762780135852,A,E,D,1
72,Jewish,Bisexual,47.319857287309325,C,B,D,D,B,132.17632700212448,A,B,35.48798011617678,E,163.24740591850275,D,B,E,0
49,Jewish,Homosexual,-42.57806453891931,C,D,C,A,B,-163.81360049709113,D,B,-90.54818414369991,B,60.15269562648312,C,B,A,0
22,Hindu,Heterosexual,148.9253489258611,E,E,C,C,D,-14.721897973137382,A,B,-68.77575619523128,B,71.11783387246649,C,C,C,0
20,Hindu,Homosexual,-76.09210380064441,C,A,A,A,E,110.54159840682674,D,C,144.99607825948542,C,56.46747322777797,A,D,D,0
48,Hindu,Heterosexual,102.2157224125727,D,C,C,E,A,-191.74573542424912,E,B,-31.420377507567554,C,-85.1361636703744,D,A,D,1
61,None,Homosexual,40.31013729708321,A,E,D,C,A,-197.42445869696536,C,E,135.61185408969843,A,173.6276940154684,C,D,B,1
30,None,Other,292.8240952898681,C,E,D,C,A,19.059322536919414,A,E,60.305819186713805,A,-77.1434405836486,C,D,D,1
79,Hindu,Other,-135.7991508165856,E,E,B,C,A,50.063616772293585,B,A,-55.712304387313175,C,-272.07752349143493,B,B,D,0
47,Jewish,Bisexual,-109.09105068424267,A,E,C,A,C,125.11512189947469,E,E,58.269488179509324,D,75.34409611786668,A,A,C,1
60,Other,Other,-34.15914026764397,E,E,E,C,C,42.596499254844765,E,B,113.12766996122114,D,-37.70817020743296,E,C,A,0
41,Hindu,Heterosexual,-135.64643503223598,A,C,E,C,D,122.06713376549108,A,E,-73.43609717049576,D,169.51445110722915,C,D,E,1
59,Jewish,Heterosexual,132.24036350499344,E,D,E,D,A,-39.32909829987251,C,E,14.093769335155148,E,25.744547673985956,D,A,D,0
45,Other,Homosexual,-103.13316274317361,E,B,A,A,C,77.11884886512046,B,A,2.1718879610396744,D,-63.27452666959103,C,C,C,0
20,Christian,Heterosexual,-58.85685403725773,B,A,B,C,D,9.726080369977364,E,A,-51.75336171966095,A,-198.52321831150473,C,C,A,1
40,Buddhist,Bisexual,207.52664106448177,A,A,E,E,C,93.09014273723889,B,C,71.63704094523891,B,-183.33839675787266,C,B,E,1
33,Muslim,Bisexual,-127.45200367992986,A,D,C,A,E,-115.92091970277525,C,E,-150.46775000923643,E,120.37495483353588,A,B,B,1
70,Hindu,Homosexual,125.5793699881427,C,B,A,A,C,-29.9141498167604,C,A,1.155347828053125,C,-67.23304187169694,E,D,B,1
46,Jewish,Homosexual,-44.24288627824825,D,B,B,B,A,-36.84700448145186,A,B,86.58080648338883,A,-15.511740390233738,C,E,A,0
65,Christian,Other,-23.81598917957426,C,B,C,B,A,115.86192681712821,D,A,22.840358577992887,C,-129.29368906045266,A,C,E,1
65,Buddhist,Bisexual,-0.8650494507652954,B,D,D,A,A,-58.943760141746914,B,B,-140.36743974639714,D,-35.134728012643194,B,B,E,0
75,Hindu,Other,-119.00009734332137,B,B,D,D,A,-17.19780406874878,A,B,26.272259260829177,D,39.562692074138894,E,E,A,0
28,Christian,Other,72.75585173941806,B,D,D,B,E,-91.31247035080045,B,E,-58.97678455177739,B,53.98782005644307,D,A,D,1
45,Jewish,Other,-223.9795793940481,C,C,C,D,A,5.496507362693339,D,C,-159.60996002500082,C,4.1397455510048236,A,C,B,0
19,Hindu,Bisexual,-12.245606596615646,D,B,C,A,C,-207.14407264147252,A,A,-12.724262408104964,C,-222.10336246679057,A,C,A,1
56,Other,Other,4.085705921703434,C,D,E,B,D,-148.09420936530302,B,B,-17.092024666707612,E,78.70742735785872,E,A,E,1
22,Jewish,Bisexual,-152.19662404071437,E,B,D,E,C,-40.59012641956425,E,A,-215.78795095305233,A,-74.23245347497297,C,E,D,1
39,Hindu,Homosexual,57.46655656391274,C,E,D,E,D,-40.65159180201253,A,C,-13.74616241566621,D,-20.476712721118368,C,D,E,1
35,Hindu,Homosexual,-86.41333943291899,D,E,C,E,C,-93.86467134978074,D,C,14.396142716063595,A,-35.49110822901226,C,D,D,0
65,Other,Other,66.7343161336856,C,B,C,D,D,-101.49234738986905,E,B,-29.14939220450391,A,101.59123046736256,D,D,C,1
18,None,Heterosexual,-84.31275645109793,D,A,E,D,C,0.49008326358869453,E,A,106.28357929410429,C,243.58686570426607,A,A,D,1
27,None,Bisexual,189.05525926733915,D,A,D,C,C,-5.171695413288762,D,B,108.33781399845302,E,53.23404526018996,B,D,B,0
34,Other,Bisexual,-143.8093689226974,C,D,C,A,E,179.25413888815947,A,D,-197.67910746080582,D,22.778005081760906,C,C,E,1
77,Muslim,Heterosexual,1.563905430289285,E,A,B,C,D,79.5866387160824,C,C,-85.89368650132474,A,26.392128311257096,E,C,B,0
27,Christian,Heterosexual,-80.02504673607233,E,A,E,D,C,-73.42502609331322,C,C,245.0131102575618,E,-12.799745098786433,C,D,C,0
72,Buddhist,Homosexual,48.21768422688332,C,C,C,E,E,-99.95906354568997,B,B,124.93911062895819,C,58.002936541694126,B,E,C,0
62,None,Homosexual,-54.91973040153707,C,B,A,C,A,58.36608973683539,B,E,-57.07444669738091,B,-92.90485606888878,B,C,B,0
78,Buddhist,Other,111.32526131546243,E,D,A,E,D,31.916564175780554,A,C,-83.64150307129053,E,95.84144047844234,B,E,C,1
52,Jewish,Other,44.06717895988219,A,E,A,B,A,-14.597210188294943,E,E,43.39389563006431,B,-59.618838513139394,B,E,C,1
62,None,Bisexual,76.56635450769365,D,D,B,B,C,-67.36095111100342,E,C,-85.34293330385417,E,4.535036288408782,E,B,B,1
33,Jewish,Homosexual,-115.33566428683567,D,C,E,D,C,-63.468405254051895,C,E,-34.25638927369836,B,81.3764677721977,B,A,D,0
31,Hindu,Heterosexual,-57.99445910146088,B,C,D,D,B,85.20033443874144,A,D,-130.04266331934429,A,-35.122910281680205,B,E,E,1
71,Hindu,Other,-45.35635025296698,A,B,C,A,C,-193.6219454132954,C,E,135.77482275420226,A,122.32854328470697,D,D,E,1
54,None,Heterosexual,29.026931530212686,E,A,A,A,E,-257.45160572293526,D,C,114.05505608353472,B,-5.682785332604512,B,A,E,1
38,Christian,Heterosexual,-57.38998667904494,B,B,A,C,C,-121.1791286982694,A,B,-28.241685179007526,A,53.157306318746414,B,A,B,0
26,Hindu,Homosexual,-90.96415781774199,D,E,A,C,C,29.162596560513975,C,E,-0.9400667723336633,C,-82.96163504464494,E,D,B,0
47,Jewish,Heterosexual,-118.50883988570875,B,E,C,D,B,30.49947154543033,A,C,100.86615241502017,E,53.11653846892662,D,E,A,0
60,Hindu,Heterosexual,45.121685589405985,D,E,E,E,D,-51.649557033273986,C,E,248.5636294450493,E,-263.4555566974897,D,D,E,1
28,Muslim,Other,315.50312220346456,C,D,C,C,D,39.49718596290285,E,A,-49.42403085373163,E,109.29892579576006,D,B,D,0
32,Christian,Bisexual,-36.32758374724428,B,B,E,C,C,-124.51936053146781,A,D,16.807378113284692,B,-69.74328046252168,B,B,C,0
31,None,Heterosexual,-107.25170487514471,D,C,D,E,D,30.138559978670187,E,E,-24.137115280514255,A,-76.60308675181585,C,E,D,1
44,Buddhist,Heterosexual,145.7250726822299,D,D,D,B,A,-173.1797101615234,B,C,37.40203204917192,D,-48.63549575654935,B,D,B,0
68,Jewish,Homosexual,97.89373805556009,C,B,D,E,B,-7.731651370142628,B,B,-18.3625904548926,A,-90.11603960555354,C,A,E,0
35,Christian,Bisexual,-56.66032236122979,A,E,A,D,B,73.48925304013012,A,D,146.96757097800662,E,124.97996196825889,E,C,B,0
51,Muslim,Other,103.84985158337447,A,E,B,D,D,-154.55881293972325,C,E,-318.1259877951599,A,-39.379219881995596,D,C,D,0
34,Christian,Homosexual,-141.60125801653888,D,A,D,E,A,104.82172032772439,D,B,31.744878331072375,E,12.962781150559877,B,D,A,0
69,Christian,Heterosexual,69.98104235583862,E,B,C,D,C,-35.805758748491364,A,D,-176.30300631338497,E,-13.60481852068252,B,B,D,0
71,Hindu,Homosexual,183.60560954579316,C,D,A,D,A,-120.18838982347033,C,E,57.077253700527095,A,25.90946096166754,D,C,C,1
73,Muslim,Other,62.28170809497344,A,B,E,B,E,17.03801589239464,A,D,21.071488731057375,A,-42.586759156759,A,D,D,1
40,None,Other,128.75809261347095,C,E,E,D,D,-84.74840513522747,D,A,-31.736594371465877,B,119.82644492695012,D,C,B,0
