Race,religious_affiliation,age_range,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,target
Asian,Jewish,18-25,A,D,E,0.37166645028373146,E,73.50550883643952,140.22521999978608,B,-53.49428048740753,B,E,D,146.60573465962204,1
Asian,Christian,51-65,A,D,B,-59.69561547601465,A,-113.0033223399568,224.1980412043996,C,15.542343398783832,E,C,C,170.1254509679577,1
Hispanic,Hindu,51-65,C,D,B,183.82147122970045,A,-31.672212333440058,84.31868374947044,E,116.83222562061776,A,C,E,58.92409936611007,1
Other,Jewish,36-50,B,B,B,-76.31876517185162,C,102.59387420887023,-125.21178231617603,E,-38.42728303790503,A,E,B,66.7496891798929,0
African American,Buddhist,65+,D,C,B,43.92644845026347,C,71.13852119874548,-82.29952260693504,A,172.52082822157033,A,A,C,63.761336119436265,1
African American,None,51-65,E,B,E,29.978395049224975,C,13.55727212291573,-65.6715469800659,E,43.75367199112544,B,D,D,1.6970804983672063,0
Black,Hindu,26-35,C,D,D,-37.30645261233647,C,81.74681680901284,74.1796010019353,A,72.9495084724485,B,E,D,-149.79085787571734,1
Hispanic,Muslim,18-25,A,D,D,31.780862480195815,D,-20.75110452234033,-45.31470146472616,E,-22.132930130666374,C,B,A,9.166935523481273,0
Other,Muslim,26-35,B,C,A,-13.600490028674047,A,214.32139561544884,-157.9031706529263,A,110.61128553886826,C,E,A,-83.61497962842307,1
African American,Muslim,18-25,D,C,A,126.95778212741193,C,51.53850848415955,107.87645887893034,A,-173.14799285853678,C,E,A,-87.22761475064257,0
Other,None,18-25,C,C,D,35.41355723741251,D,-22.237141915924646,136.18700458335667,C,64.27552898120757,E,B,D,56.919208862019175,1
Asian,Muslim,26-35,E,D,A,26.976632065541615,A,19.95398215880401,11.414541641683849,C,60.11316735215655,B,E,C,-143.6505521112544,1
Black,None,65+,A,C,D,11.341172511805464,B,115.77821416103808,82.16548959462861,A,-111.50438065859976,A,A,E,133.40437119710433,1
Hispanic,Muslim,36-50,C,A,D,12.453488337876676,E,-185.83396080081857,-70.97039551866258,C,45.76674592308102,D,D,C,26.36500715721775,1
African American,Buddhist,65+,A,B,C,-25.284065441521303,B,84.31538814620751,109.42800140460793,C,-149.69625185995307,A,C,A,-52.33257599893768,1
Asian,Other,51-65,A,A,C,-192.83263039511672,B,-152.1375870931849,-176.5462531567319,C,82.15426325339931,C,B,B,97.11792905455742,1
African American,Buddhist,36-50,C,B,D,-55.657855449863405,D,-66.58776058612102,-46.518960859916184,C,-134.40010005478882,A,D,B,48.435905672408005,1
White,Christian,36-50,D,C,E,67.20022666387551,C,117.27124086300138,3.540028150841281,B,6.0086241949198325,E,E,E,101.17825473924415,0
Hispanic,Buddhist,65+,E,E,E,87.97048972136629,A,-144.00815294405044,-105.81747346809864,B,35.69834405862719,E,C,B,-4.974645146812234,0
White,Buddhist,65+,D,E,C,147.14833135097533,C,38.406528814516086,18.954764069142733,B,63.8359014152202,D,B,E,28.703000398033684,0
Hispanic,Jewish,18-25,C,A,A,145.7793417708711,A,140.30931086502093,50.777740818951024,B,-96.2145281471051,B,C,D,-4.4142996952293085,1
White,Christian,26-35,A,B,B,33.98530484748673,B,-0.9611708678263291,-38.73204713152425,E,10.714645524142332,B,B,B,-24.156777036089185,1
Other,Jewish,36-50,A,B,D,220.48949956626353,A,80.17972860226811,80.18149037177885,C,-116.36254049030472,D,B,A,136.68087159765255,0
Asian,Buddhist,18-25,A,D,E,-53.18491503345697,C,-234.7824931469347,42.480627597784526,D,109.10385136054646,A,B,E,21.959453579884038,1
African American,Buddhist,65+,D,A,D,72.28038422094424,E,128.69544096189068,176.57389880514603,D,-95.10325545454737,A,A,D,-47.19321408557478,1
Other,None,65+,A,B,B,-3.147312798780466,B,19.155182982377582,25.099615221693334,E,-24.304747445951502,C,C,E,-35.89293530431987,1
Asian,Jewish,51-65,B,E,A,92.07299451535351,D,-18.527903394804053,122.61581065185582,B,-16.36211934508501,D,C,C,-68.0475159083606,1
African American,Buddhist,51-65,D,B,E,-44.4816053825033,A,-65.30922558424774,18.426819385658995,C,59.52893465966058,E,A,A,-84.79282252835785,1
Black,Jewish,18-25,A,E,A,-7.257737385463109,B,-135.31636399056592,49.93490973816038,C,-61.954089441161344,E,C,A,76.46642483876501,0
White,Jewish,51-65,B,D,D,94.85319202205903,E,-210.56702360054814,84.03768524793259,C,42.99487294169292,A,A,D,97.35884049799688,1
Black,None,26-35,B,B,C,-69.26381973714008,E,-90.93775446738199,196.9542712292176,A,80.19696544223912,B,B,A,-295.3259876142888,0
Other,Muslim,36-50,B,D,E,-44.521581130409345,B,-63.71642015997475,-31.963552250260147,C,112.90225083637043,C,C,B,122.75764458629016,1
White,Buddhist,26-35,A,C,E,-116.12304694978278,D,9.00121300691869,178.33647299643877,A,-45.714520830154264,D,E,E,-117.11702414465724,0
Hispanic,Hindu,65+,A,E,C,69.51307283649206,B,57.94092970071786,75.73500636198929,A,-14.190599264632914,D,B,A,264.67449500104,0
African American,Buddhist,18-25,D,D,E,106.11254741597105,E,84.13008034107676,133.76825260103303,C,-90.88322686316779,A,E,C,-58.1301711738788,0
Black,Christian,65+,D,B,D,-214.03692085105394,C,108.47061033197622,-47.04827616326733,C,-124.57997883720786,B,B,C,-1.7174256094346387,0
Black,Other,51-65,E,A,C,202.66760340670177,A,50.353861387270406,22.331424164028306,A,-14.15074138302235,C,E,E,-137.78732603881198,1
Asian,None,65+,C,D,D,93.93435811007873,C,-57.342156276369934,152.08196581643034,D,3.273960955547675,D,B,C,77.8822925617367,0
Black,Other,36-50,A,C,C,-53.24997434930692,B,83.88509109965861,8.337297873019159,C,31.878728045191316,D,A,D,-15.565302607069057,0
African American,Jewish,26-35,D,C,C,-13.427638105703485,D,102.9117238901661,-28.050407164185803,C,65.07571562817678,D,E,A,-59.426552172552526,0
Other,Buddhist,36-50,B,B,E,31.59328755534887,D,86.65706357154089,-128.92969560284826,E,96.75211195402697,D,C,E,39.3072269077746,1
Black,Christian,36-50,A,C,D,-129.61563818983763,A,111.70173233573183,9.90140291882789,D,76.1643772734569,E,C,E,124.8078733560001,0
Other,None,65+,D,A,B,66.83540259462333,C,-21.405794938149572,76.58935337352754,C,44.60854378205671,C,B,A,53.29817425411275,0
African American,Buddhist,26-35,C,D,B,76.39216849365846,E,-60.10652952990563,-27.741007303636906,E,226.5096424157791,D,E,D,-12.957611211174678,0
Black,Christian,51-65,E,C,D,-51.8785738653027,B,-26.932302966093573,-126.8537282968006,D,-23.95416363348483,D,D,C,-48.753511299980495,0
Other,Muslim,51-65,E,C,D,14.948731115432338,E,72.04027082710766,67.39065624664956,C,60.256629216415014,E,E,D,-15.697510483369099,0
White,Muslim,65+,A,D,B,57.318276043619086,E,-36.141673125461885,75.99856354950266,D,-126.72480627079467,A,B,D,13.89089281736321,0
White,Christian,36-50,C,E,C,17.88424131743314,D,43.57404035751703,69.87725041767015,E,128.46941343355647,D,B,B,-110.88436666389383,0
Other,Other,26-35,C,A,B,171.3786058739325,C,-224.01198846299332,-166.59740471472173,B,99.98356287404533,A,D,D,-28.140440372830046,0
Other,Hindu,26-35,E,A,C,83.15804321114375,B,46.401541078450514,81.25028017335433,B,-71.39771230036335,C,E,A,99.04002025351059,0
Asian,Other,51-65,E,B,A,30.85969987661622,E,-148.9119862141338,-320.40457048492925,A,-48.95986693557125,D,D,D,-50.58013436792563,0
White,Hindu,51-65,C,D,C,56.14250922311847,D,40.66172797848021,-37.12444141632242,E,25.419256358894614,B,C,C,-127.27514557271162,1
African American,Jewish,26-35,B,B,A,151.62181908445842,B,-4.130589148908959,-9.33470964934594,E,84.47830897230536,D,C,D,132.55220672438946,0
Asian,Buddhist,36-50,B,B,B,54.257143929692795,D,-67.82348441900068,-149.40521439807415,D,-133.5278164984591,E,A,C,205.03271861377308,1
Asian,Buddhist,18-25,B,E,C,50.83924241036053,B,57.46493698479811,-150.5339688773025,B,28.250761646460393,A,C,D,18.0266129308364,1
Black,None,51-65,A,A,E,70.07067851162573,A,-118.60534625706589,-207.20432650695244,A,-14.955725961996535,A,B,C,-123.24963061939562,1
Asian,None,51-65,E,C,E,83.33644677231362,A,30.412603122063814,-73.98459519191289,A,164.88072474610917,B,D,B,3.072401381532507,1
Other,Hindu,65+,D,C,E,245.79618299611394,B,-91.14433542637876,85.20021438238854,C,-192.38238680498768,D,B,B,47.53636773092705,0
Asian,Other,36-50,A,D,A,-193.15079199971447,B,-99.31484960675246,-230.5068247768423,C,-2.0622872013880063,E,E,D,160.11496835644422,1
Other,Other,18-25,B,B,C,-258.1956742534588,B,112.06880916469292,215.31112917815398,E,97.76960710410538,B,C,E,68.8171010576121,1
Other,Muslim,51-65,E,A,D,281.74049460009155,E,-5.683633394392406,-65.92116829560602,E,57.25246830575307,E,A,C,119.7479232333661,0
Hispanic,Buddhist,18-25,B,E,A,-119.13482812157876,D,48.917100210984785,-0.12747056223676867,A,15.398974542528284,E,E,E,88.77275443060222,1
African American,Jewish,26-35,C,A,C,126.42374524315836,A,-8.28762336408763,4.3536575342344435,B,68.04555017880112,D,C,E,-103.8491060654356,0
Other,Other,51-65,B,B,A,-125.28609912179016,D,-32.07281411035748,30.98642433120093,D,123.74756897420194,E,E,C,-4.350165804431588,0
Hispanic,Other,18-25,D,C,B,-3.8666345496426002,C,71.8134995020743,63.62664928710055,E,47.63714952277342,B,B,E,75.58856366890446,1
White,Muslim,18-25,B,E,C,102.71305667334558,D,-14.264733739070081,5.20345781445106,E,-50.71323363091219,C,E,B,-123.77542782176023,0
African American,Muslim,65+,D,D,D,-18.654210603834066,D,0.5596699398175597,68.04706434418635,C,-131.90306289671312,A,D,D,32.06380159941858,1
Black,Other,65+,B,C,B,-1.6321804848815051,B,-26.362502150911826,-51.33512844811119,E,36.730252251805055,D,B,E,-199.84647713783258,1
Asian,Jewish,51-65,D,D,A,-49.52631612600783,B,-57.45936477032375,32.79706725782166,E,-120.02754789413352,D,E,A,139.6490469296168,0
African American,Christian,51-65,C,E,D,17.07469514415552,D,-182.80123721285227,111.16483624981252,B,-9.000837087454467,D,B,E,-77.59873835290347,0
Black,Jewish,18-25,E,E,D,141.57854292521333,A,-14.240003104994928,19.866828703473626,A,-101.18167745245843,B,B,E,158.00886921714903,0
African American,Christian,18-25,C,B,B,-65.28143900754309,B,-4.141060678971959,-9.930373240571006,C,155.25305883752227,C,E,A,-144.57372352629568,0
Other,Hindu,51-65,D,B,A,-31.47339080617968,C,0.7157899481846977,124.00196800030918,B,-4.230621805868555,C,B,A,-4.731863300663253,1
African American,Christian,65+,A,A,E,90.18340529271752,E,-120.44372164629533,-52.448842548305485,C,32.08334780632931,E,A,A,-32.80503988194571,1
Black,Hindu,36-50,A,B,B,-92.30031263582332,C,-169.2206772373316,25.425702737446432,C,-96.01415046098604,A,E,E,-33.9612385915163,1
Black,Jewish,36-50,B,E,C,-128.4649890851391,B,1.4606848530904528,89.98470965759263,B,-50.869194906523475,C,E,B,-13.454629711765092,0
African American,Hindu,18-25,A,B,B,-4.834178002336401,C,229.59329034987127,-92.85921348542303,E,-175.47590039182657,C,A,D,-20.06884253897865,0
White,Buddhist,65+,E,A,C,-69.21877455001004,D,-33.564896042397734,22.756083120767713,A,109.63010563777031,A,E,D,90.60085257979024,1
Other,None,65+,A,E,C,34.57792800078693,B,-203.31574747145655,119.36338884858762,A,17.87599683081411,D,D,A,-92.21671196054628,0
Hispanic,None,65+,C,B,E,75.29670196271398,C,24.781545316969442,42.812035047389394,D,40.585024744231596,E,B,A,-107.51577523200919,0
African American,None,51-65,B,E,D,-261.9416866114847,B,25.45733931955499,12.044123748514977,D,92.3630006694471,E,B,B,38.29644433403218,1
Black,None,18-25,E,E,E,-96.3667544472697,C,123.17726273065881,-20.095353423443033,E,108.51633315367538,E,C,C,98.92659849472372,1
Black,Christian,65+,C,C,B,113.24487927755075,C,75.30521968933002,-134.73429815134773,A,-77.69523608673444,E,D,D,-7.548721158549751,1
Other,Jewish,26-35,C,B,A,-2.3751935745466706,C,184.30216232665984,29.08570984162699,E,119.44097181767488,C,E,D,4.728918162716683,1
Other,Other,51-65,D,B,B,-106.10089060113683,B,-68.59416013195906,8.245763832868006,B,-16.170027164159357,E,D,A,14.588052695821968,1
Hispanic,Hindu,36-50,B,A,B,123.11177416200194,B,55.47282444377134,-177.94108500120942,C,-90.86632150431127,C,D,A,172.104806734223,1
Hispanic,Christian,26-35,E,A,C,-103.76583666115415,A,-89.80362819690193,-152.93386125697194,C,-20.97160076883194,E,C,A,-250.82982499834588,1
Black,Other,26-35,A,A,E,54.70593280521331,A,15.566223324774436,-22.864082602258858,B,94.95478711340532,B,B,B,-60.528050033404355,1
Hispanic,Buddhist,36-50,E,B,C,-13.16450887200093,C,-153.4010399377909,104.16049603808924,E,-68.69126773958368,B,C,E,154.8036355025874,1
Other,Other,51-65,E,C,C,114.80417527047126,C,-179.83959967465307,19.066227009602013,A,-139.70759388586805,C,D,D,-4.936513986628658,0
Hispanic,None,26-35,E,B,B,104.37064055817966,B,-40.74105204278668,-77.13793892293175,A,-157.10257715357778,A,C,D,110.7852704663498,0
White,Hindu,51-65,C,D,E,-125.72451836356512,B,-7.834868963812299,-78.53337747027804,E,35.65773835162783,E,E,B,0.5577315323940641,1
Hispanic,Christian,36-50,E,C,E,36.23147144839154,B,-47.21796330329152,194.29008843680694,D,88.14787778249624,E,B,A,-69.97772963561614,1
Other,Muslim,18-25,A,C,B,68.44193250899524,C,-138.32915986195653,-247.13357826555972,A,-47.09569308551209,A,D,D,-1.1874549765997717,1
Hispanic,Christian,26-35,D,E,C,-59.46120608811525,D,-81.7737555318871,57.74859348667532,A,-112.5619574443342,A,D,B,85.59353420939448,0
Other,None,18-25,A,D,D,-115.7020573541675,A,-24.517271458817767,-16.682094158153237,D,13.488656293720332,C,D,C,113.49283372377472,0
Black,Christian,51-65,D,B,E,79.12534850937641,A,-10.780769906718977,124.51696436898571,C,-36.66655372834214,A,C,A,137.30450909023043,1
Other,Jewish,36-50,E,D,D,103.39730287289694,E,24.76217489490559,24.552750641899472,A,15.767544637804914,E,D,B,112.75340433837908,1
Other,Buddhist,51-65,D,A,E,-78.16308234012091,B,67.42300195051226,88.46543553732633,B,141.95912510772868,B,E,C,192.74276348017588,1
Hispanic,Muslim,65+,B,E,B,-212.97991773725067,E,-194.54775267599288,80.56767723788255,C,-53.85872450873297,C,C,D,-48.52723754032764,1
Other,Hindu,26-35,A,C,B,-112.5579346652569,C,-87.30860851437554,-43.22590757773803,C,0.4262196946642734,E,B,E,239.5883951316486,1
Black,Muslim,65+,A,E,B,-35.72669997744511,E,147.63352797673724,-70.46980835216486,E,86.2517244335549,B,B,B,-65.16153668449043,1
Black,Christian,18-25,B,A,D,-120.4094353810382,E,21.578992159227305,148.97973786996803,B,-196.13680288316115,B,E,D,-96.22360508485328,1
Hispanic,Other,65+,D,D,B,-256.9688487913402,A,-85.77523493423318,-170.34082241083615,A,-113.77456082542213,A,D,D,107.65360915256113,0
African American,Christian,36-50,B,C,E,25.4393057976936,B,64.57790040058046,-55.822229997668124,C,-44.238696842269285,E,C,B,-5.2749896416393955,1
Black,Hindu,65+,E,C,B,51.002883018371634,D,-202.22032083485675,-81.75968205346538,C,1.4581364425206802,D,E,B,-94.64027155854887,0
Black,Christian,51-65,A,E,E,-163.86703615300488,C,-79.51896683641225,-40.863069690423224,A,19.408898225428654,E,A,C,-24.93490878055008,0
Asian,Other,36-50,D,E,A,-28.30703861227477,B,-174.96638692845016,-27.215547615646933,B,-79.72567534556103,C,E,B,24.682188388452595,0
Other,None,26-35,E,A,A,-53.42191602088915,E,32.43492479334171,-48.51614214701351,C,-49.80632858652042,C,D,D,61.088123184187104,1
African American,Hindu,18-25,C,C,E,-18.19947521336649,E,-37.019452568747916,-144.35857861340372,A,-70.14045947766853,C,C,B,-8.634580270170709,1
Hispanic,Jewish,36-50,E,D,B,32.47202622621101,C,48.294408061711444,90.19122462223577,E,-30.83035877399099,D,D,B,-95.79780083669814,0
White,Other,51-65,C,C,A,114.06837069206053,C,-170.789582709146,265.0686645738087,B,-108.58231961532236,D,C,C,-0.14137692070644123,0
Hispanic,Hindu,65+,A,E,D,-212.22005804746416,C,215.5885848294483,116.21128619084122,A,26.360340941712344,D,A,B,-1.4614653262375614,1
Asian,Jewish,18-25,E,A,D,74.24869638964782,E,-49.641482217327635,-2.032690178461646,C,-216.892471647264,C,D,B,48.70032472151178,0
White,Jewish,36-50,E,E,C,-23.240028044202976,A,-107.7169622203317,-134.05168507003495,A,73.28120249852344,D,A,E,181.7484948152573,1
Hispanic,Other,26-35,D,A,C,14.217910706140405,D,67.4737399637944,-27.791858580300953,C,63.474407219706755,D,A,D,11.203477230342786,1
Asian,Jewish,36-50,E,C,C,46.4837603147574,B,54.585278605319985,1.4758433024210547,C,-230.3261855541662,D,B,B,-92.96299336649443,0
African American,Jewish,51-65,A,A,C,-120.91364950019232,D,-88.3581003219448,-66.48673631368696,B,234.83547783950377,D,D,E,-85.45758436758291,1
White,Other,26-35,A,A,A,-62.311474764642696,C,-107.66814063584671,-51.39977355528769,C,-191.59301357463258,A,D,B,-149.20690387508142,0
White,Other,65+,C,B,B,23.378308246613564,C,-10.178091822797645,-43.4449587671724,D,-201.82835446872454,C,B,A,-169.34265509348458,0
Asian,Muslim,36-50,C,D,D,-136.9001998564621,D,133.4883925892492,-20.153091703238765,C,-167.47981634842085,C,D,D,83.07772837180642,1
White,Christian,26-35,A,A,B,-177.44574445774776,A,-81.63186701158239,-110.80354055295251,C,-22.477547742412227,B,B,B,-67.79092467856849,1
Hispanic,Muslim,51-65,C,B,A,-37.121839880564075,A,-50.578022656061606,92.8296845269036,D,-0.7517724673674764,A,D,D,-121.28225567207159,0
White,Hindu,65+,E,D,B,2.0128756947722377,E,-36.10255393848764,68.42816283178321,D,92.18789820130777,A,C,B,86.63803868628216,0
Other,Other,51-65,A,B,C,186.06094935325203,D,121.19841781793748,107.99260431468198,B,-71.57856049204219,C,C,C,-57.73243450008736,1
African American,Buddhist,26-35,C,D,D,-23.30741940906669,B,-107.56018372259189,-66.89854355793656,A,-1.5468848180063803,A,D,E,-50.24735835419024,1
Asian,Muslim,65+,C,A,B,-99.37512309928081,E,70.0424665522501,-13.022176099279736,D,106.37896113529092,C,D,B,-201.29269264583692,1
African American,Hindu,26-35,D,E,C,51.64809077081021,B,44.307567806214315,-187.2210381080039,C,-14.981117401903369,C,C,C,158.72815796351782,0
Black,Buddhist,51-65,B,D,A,49.4133350862353,D,-117.7654115055741,149.81358660145295,A,-194.40793261477438,A,B,C,79.77945854397804,0
Asian,Christian,18-25,A,B,E,-58.01323800714974,D,-46.94427583095799,-18.420633747953953,A,-22.592192584542254,B,E,D,2.5941981057878,1
Hispanic,Other,65+,D,C,D,62.515708513679435,B,-3.288225795089067,-122.21582203749519,C,31.022449326976805,A,B,B,-218.02596757701576,0
Other,Hindu,51-65,B,D,E,49.676758746649675,D,-100.96146644051751,49.75266598398475,D,45.22352810268387,A,E,C,45.25076019912401,0
Hispanic,Buddhist,18-25,E,B,D,143.05283216002238,D,-217.8947144664904,-91.81909437284574,C,-209.1329656545977,A,C,A,83.0815002079115,0
Hispanic,Jewish,65+,C,E,A,54.51997677103241,B,-70.13687798367802,-61.28183999662538,E,249.4668987867022,D,A,C,-52.85394223905363,1
White,None,26-35,D,B,B,43.45191636506075,D,-89.71445617678006,153.78184364438047,E,57.25442390485965,A,B,A,-51.99676294955135,1
Asian,Jewish,36-50,E,B,A,-34.84042311510693,C,7.689910735934322,9.763256767961884,C,-83.50551756728075,E,D,C,-79.13000291772836,0
Hispanic,Muslim,65+,E,C,E,87.5715363178355,A,199.86888332392084,131.14189997393984,E,-112.75775547372764,D,C,E,-94.49169070060293,1
Other,None,51-65,D,E,D,-20.388190863913508,B,46.74145622919376,-104.47264832558609,D,8.142447851181437,E,C,E,-81.3193529643222,0
Black,Muslim,36-50,D,E,D,44.75968140060728,D,-145.39930094978237,-19.381726362040474,D,157.41546471710623,D,B,E,7.726145386632561,0
Asian,Hindu,51-65,D,C,A,8.563092936940702,C,1.6585709388012528,176.44342135858335,E,137.58769706801465,D,A,A,93.97189097642256,1
Hispanic,Muslim,18-25,A,B,A,68.4034047958541,E,-95.94454020780645,-137.43225159405958,B,138.43826683868278,D,A,D,76.79453400847474,1
Other,Christian,26-35,C,D,A,-195.97631207246698,D,-95.7745445007469,-41.89431831533021,B,-97.32872048705288,D,D,A,134.7867148212185,1
White,Jewish,26-35,A,E,D,-40.785491026453776,C,17.732551177799586,-26.72821215330033,C,-27.19205646014456,D,D,A,22.852573523854623,0
Other,Other,18-25,B,C,D,-161.61723243919434,E,79.10559000359049,-125.97981149268757,E,-21.466179088203006,A,A,E,-106.28207268444328,1
African American,Other,26-35,B,C,A,-8.942904718724433,C,141.84742365169788,73.49162925701759,E,116.97111437014193,D,E,A,-69.7462957167627,0
Other,Christian,18-25,B,A,B,158.62104819448908,D,37.89810023720352,-14.948492995167651,A,47.55511739286453,E,A,C,77.56455702200114,0
African American,Hindu,18-25,B,E,D,-130.1916481234302,E,-184.62113411198203,53.795567417462685,D,-45.167520702779086,A,D,E,132.1368070917083,0
White,Other,65+,D,B,C,16.416514801774245,A,71.37800005051236,51.42406918691063,D,-10.320599004260488,A,A,D,121.10548705594391,1
African American,Other,51-65,B,D,A,-14.042626422699461,D,-10.212178917517289,76.44148339133736,C,98.91914200812528,A,E,D,84.48531007912179,1
Asian,Buddhist,36-50,E,B,B,-108.71844714772188,D,-110.68838695910834,80.07348113758262,C,-222.16879346320746,D,B,A,-53.64417863813928,0
Asian,Christian,26-35,A,A,A,-26.547081184545558,D,-124.27424233565725,65.74067988009341,A,-76.86458464195267,E,E,A,-20.54743494829725,0
Asian,Muslim,65+,A,C,D,-34.16948808384244,E,201.74051638164906,-153.33086575850857,E,23.710556316487263,C,E,B,-57.613256357105435,1
Other,Buddhist,51-65,B,A,E,-10.87439049107052,B,-77.79297079465282,-114.76158472751017,D,-61.69745892674896,D,A,A,-38.51282280989757,0
Asian,Buddhist,65+,C,B,B,28.743527499712002,E,-79.81355363226899,87.75570273969147,C,144.02213055842975,E,D,D,-83.91812554032889,0
Black,Other,36-50,C,C,D,188.51761765860564,D,-21.86592361612458,-69.56583065732211,E,178.06351084342157,E,E,A,2.537560317784242,0
Asian,Hindu,65+,C,E,B,61.946776953358075,B,45.266808708254786,67.4083416406219,A,28.77044347084457,B,E,C,5.099979842647021,1
Asian,Christian,26-35,C,C,E,9.809854002285809,C,61.89884091585183,87.78261074117746,D,-113.14098190606639,A,B,D,79.90452556660838,0
Black,Jewish,36-50,A,C,C,-43.91567367457523,D,59.778799668311336,-51.35057213515104,C,231.0280056771547,D,A,E,-24.936769932245937,1
Asian,Hindu,18-25,B,B,E,-55.80874012355764,D,-231.66889770590964,-105.03406749652875,D,-101.6392915937043,D,D,E,-91.00370487381198,1
Black,Buddhist,18-25,B,D,D,121.72792675291669,B,56.389407657302094,25.68483141976161,D,-117.57483445316925,A,D,D,-116.94370099649558,0
Asian,Other,18-25,A,B,B,-48.7381942546104,C,111.01695719743434,-61.133216338505235,D,100.96473331641572,E,D,B,43.337384586785305,0
Hispanic,Christian,18-25,A,D,A,-132.44884318937494,A,-52.04867981328106,-11.464740155495212,C,-77.45423986462697,A,C,E,-140.4151171859943,1
African American,Jewish,26-35,A,B,C,15.092799272326598,E,48.09909320313783,-18.28667035422086,C,-124.28401845094999,C,B,A,-10.53496774547952,1
Asian,Christian,65+,A,A,C,-75.02519726404253,C,46.21099622373323,72.66158672407329,B,-53.20144769676918,B,C,E,-53.11132837923049,0
Asian,Christian,51-65,B,B,C,-77.7690029991717,C,38.875351614341184,-134.14609591786726,B,-41.067070401628605,C,C,C,94.36815416808507,1
White,Muslim,36-50,C,A,A,-7.291628648396248,B,-23.267672746684923,48.671069584760495,C,-59.58311656185901,E,C,B,-113.75872936054967,1
Asian,None,51-65,E,E,D,30.697102767531888,E,-17.204858638171082,66.41404333049368,A,93.78017599769474,B,A,B,-103.0996972443102,1
Black,Other,65+,E,A,D,-145.96542839717978,C,-51.24799361575292,-125.94289081441003,D,-88.82260781022684,D,C,B,-24.682919444339646,0
African American,Christian,18-25,C,B,C,85.18544172279869,E,-147.3190447949237,112.31830063700939,E,27.701908381360358,A,E,A,187.07720257995413,0
Hispanic,Other,26-35,B,E,B,-61.92059623582799,E,-91.2790151318235,26.254257204902398,B,18.905317655887607,C,A,B,31.816152650443343,0
African American,Christian,65+,C,A,E,-140.90140128743795,E,-64.93979268131972,85.83428699773906,E,179.87432763538976,B,C,C,31.69648107525655,1
Asian,Hindu,26-35,A,E,C,6.7068888995942,D,84.43720956490385,6.178998698308794,A,175.77424154789634,D,D,E,-42.73196920539809,0
Black,Jewish,26-35,C,E,C,-157.15444665018273,C,-58.96227555857506,29.359935475003553,B,-38.27970642852125,C,C,D,25.607927598435037,0
Asian,Christian,18-25,B,B,D,-153.82430065758948,E,80.66257266992794,-4.596740695834829,B,-24.58509573555373,D,A,A,-107.3104000368444,1
Black,Buddhist,65+,D,C,A,72.02404209073805,D,-19.492380934015255,60.3215558117379,B,128.9918642936254,D,E,D,26.374400348007825,0
Black,Buddhist,18-25,E,E,C,-103.35694128268035,B,41.86299363070024,32.73843051426559,D,-67.6278491080586,A,C,C,-43.86122467635991,0
White,Buddhist,51-65,E,B,E,-80.96839129382212,E,3.7136368547970373,-85.84812826032592,B,-120.2284420364924,B,B,D,-5.0378100327306035,0
Black,Hindu,51-65,A,B,C,-58.88254627813825,C,75.12300482584865,-69.50430993073383,A,224.48775389038818,C,E,C,-130.63394378871348,1
White,Other,65+,A,D,A,14.38955175207769,D,21.480417990568455,-34.80203226687434,A,278.86757442693255,E,E,A,-27.845573071750547,1
White,Jewish,65+,D,D,B,49.49274197610612,A,-79.21652869350304,-21.696665143459583,E,62.168485934355324,D,D,D,112.93455980787286,1
Hispanic,None,26-35,C,B,B,-211.02166925382474,B,-80.4638948758151,-69.83833888881054,A,29.9896860008245,D,D,A,48.073280698569604,0
Asian,Jewish,26-35,A,B,A,-33.38574969633669,D,-92.30142263846733,0.7705013067137054,C,-130.8616813561205,C,D,B,39.96718897551004,1
Hispanic,Other,51-65,D,A,A,-248.28922756162734,E,-153.35122634155178,-144.34425380522853,B,-170.77339733951084,A,E,B,-24.05745651430861,0
Hispanic,Buddhist,26-35,E,E,A,139.04662330263017,A,92.92133408457359,60.73303745256064,D,-26.022702080824978,B,E,A,-128.85785462153115,0
Black,None,51-65,A,C,D,36.10100423165328,E,68.11405325225259,-102.05394853481206,A,17.53778464022403,A,D,C,24.32758326375138,1
Hispanic,Jewish,18-25,A,D,A,82.32176651480076,B,-45.400063705337686,-158.53822841528734,E,3.733996785602049,E,B,D,60.90892180949048,1
Other,Other,26-35,E,E,A,-106.44456761081315,A,46.54526002004474,-109.40399073396966,C,-137.16135758376245,C,D,D,-203.1965704878047,1
Asian,Other,65+,A,E,E,-67.83862576375275,E,-27.838717517800593,-115.53720690502647,C,-39.73364171619565,E,E,E,-70.79615477239508,0
White,None,36-50,C,D,C,-3.8755285996455773,C,-35.043359036909195,22.493404332968005,D,-1.9426903010395296,C,C,A,172.22174074710702,1
Asian,Buddhist,65+,C,A,B,197.68444012030992,A,63.282986025325336,-199.18066836100115,D,-194.69710889532982,E,C,A,11.347418538970075,1
Asian,Other,51-65,D,B,E,44.71813822517201,D,80.67202609191912,42.83444135484504,C,183.4626944339171,A,B,D,-139.53615966924673,0
Black,Buddhist,51-65,E,E,D,-81.3952388255024,E,22.347387957620008,88.577811223299,D,-154.14994739268784,B,E,D,-18.706941441287704,1
