sexuality,religion,Race,nation,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,target
Homosexual,Buddhist,Other,US,A,-6.018542447477616,B,-204.46809888433978,-117.59962200364653,55.31556571904757,29.84115816938062,E,126.1975235025941,1
Heterosexual,Buddhist,African American,Brazil,D,103.86980839387157,B,106.99641548670995,98.13018500362043,-83.18725403637917,-123.4479525003473,A,213.9970735517186,1
Other,Other,African American,Other,C,-23.948138260647507,B,-28.69942929949742,43.49898002345963,-59.963234215799076,-19.351704854122058,A,31.259025052848177,0
Heterosexual,Muslim,White,Other,D,-138.09063317887998,E,44.64402172290138,-142.91792908446422,-52.53833836090853,55.759100955406716,C,-140.97834851218886,1
Homosexual,None,Black,Other,A,-48.62969963694792,C,-35.951377493223696,69.4108824498628,-40.05797587041148,-110.28285864565319,A,-131.7277754124625,1
Bisexual,Other,Hispanic,China,A,-39.45328139108945,A,23.703064554968847,309.0830665274456,99.59850489991308,-70.0943131481289,C,-76.72890416240107,1
Heterosexual,Muslim,Hispanic,Germany,D,-136.07236538750115,B,-64.85283574799995,-166.30845824907848,-13.698230668646511,39.41927463207696,A,-149.43245823086167,1
Homosexual,Hindu,Asian,Germany,B,98.5155500020763,A,-30.556425127508252,110.92973724652025,-273.9439792821756,8.207340697166668,E,-85.29814756984663,1
Other,None,White,China,A,-79.02194743055884,E,50.80414160939829,-127.71831606871393,-82.34676737268877,100.16130827480052,E,59.87723270250187,1
Homosexual,Muslim,Black,Brazil,D,110.74788551249841,C,-124.5500471271666,-117.02387867087182,31.688489752651666,71.82507874595025,B,120.39246433344253,1
Homosexual,Other,Hispanic,US,A,-34.0998084886956,B,161.83057608001178,67.41343121687527,-0.2768347081774845,-72.71177177488038,E,17.98413429919217,0
Homosexual,Jewish,Hispanic,China,A,-96.94789301343714,C,-70.45230558126306,155.23713022658038,-95.11007069959204,8.702395121425601,E,34.55162816537651,1
Other,None,Hispanic,Mexico,E,-33.97817870872644,A,68.79213399405135,114.42975547187788,-20.813679838982107,-96.01951795171802,D,132.4871570562558,0
Other,Christian,African American,US,C,-14.761802314705522,B,111.62163579912668,119.61042723447406,48.61199805776276,143.9692617720392,B,-111.16490140680071,1
Other,Muslim,White,Other,C,-67.71991994889271,B,-82.27176133279785,170.6613951989346,-28.250958937133785,-25.962529035008146,B,307.64087743702777,0
Homosexual,None,White,Brazil,E,-37.80146359637677,E,-121.62314391600735,52.91214534687607,29.2111157957331,135.4131134562069,B,37.67543733035236,0
Heterosexual,Muslim,African American,Germany,E,-336.0758500746415,E,-24.167738308429087,-125.4979850672797,113.57995732454633,-73.8095942864946,D,148.46141588011423,0
Heterosexual,Buddhist,Asian,UK,E,75.51008783692846,E,-92.48520226089373,109.87163222614478,-53.25344280550637,62.41850659538811,C,77.72303410492708,0
Bisexual,None,Asian,India,B,16.00768624446611,C,-135.26560814498598,131.41512188858448,-66.7703226955431,-175.4584237200332,D,-9.934508974465608,0
Heterosexual,Buddhist,African American,Other,D,-122.50054988830179,B,-48.34280985701781,-119.89945610452544,-103.46107488519856,23.50440913167725,A,112.46457805174445,0
Heterosexual,Christian,Asian,Other,E,-195.2890816008027,C,-128.788650759029,-21.344620959326864,-17.78087738140492,5.090486121076854,D,117.07301647496378,0
Other,Christian,Asian,Brazil,E,-35.226241830982715,D,-13.794068965970851,67.35189139738641,5.248286028908615,15.522046299722856,D,-146.1419251101182,0
Heterosexual,Hindu,Asian,Brazil,B,-195.80494161550808,E,-42.98036847692038,167.3793817999902,91.64848195832263,-34.48618001831099,D,-28.67331079574398,0
Other,None,African American,Brazil,C,27.532744190236542,D,30.323574012687637,280.61404361311367,14.636890342301944,-241.3257735187627,A,120.32864207054921,1
Heterosexual,None,Other,India,A,-49.70890845516897,A,-83.17985829777558,-153.81412867174257,-127.1433952036887,-23.66133424381454,C,39.78851008877379,1
Homosexual,Buddhist,Black,Other,E,5.1762532349077945,A,63.40272917621682,14.901596317581786,-57.21159172388788,23.71890217389407,D,-32.218358658801385,1
Bisexual,None,White,China,D,-96.49450552311271,A,7.11214945800415,-145.00049544295598,-72.59846591447452,159.188870563793,B,25.5563131996069,0
Bisexual,Christian,African American,China,D,40.8018628888788,B,120.20743902924691,-94.50306279122871,-142.17839301995895,-92.49530777459408,D,38.76209849969417,0
Other,Buddhist,Hispanic,Other,A,-29.245411179649867,C,108.61973977498616,223.94626653743495,-16.378635479140314,-130.62571198112713,B,-102.07854610932388,0
Bisexual,Hindu,African American,Brazil,C,67.53176210846628,D,-163.7950160042804,-137.1617671273856,149.04642477079824,-169.723051806292,B,130.43388697022974,1
Other,Jewish,Hispanic,US,A,31.22535005786539,A,-11.856738468408585,122.57601673361786,60.4375006110977,-204.7770691350753,D,-17.811037838440924,0
Bisexual,Buddhist,Asian,China,E,-112.63763794419337,B,-56.286619941912456,57.61170599663002,73.79347706425723,121.43729832440586,D,-15.060412746258,0
Other,Buddhist,Asian,UK,A,85.85107472002632,A,110.74687067734128,-243.65834647827884,-22.919410406896144,120.17370334366842,A,115.02504762760972,0
Heterosexual,Muslim,Black,China,D,17.790727757146822,C,-9.661777116752226,-25.117887460885193,-38.17422939976523,-140.76907292993482,A,-134.45724444644992,1
Bisexual,Jewish,White,Mexico,B,136.04178108249948,A,-61.689866561259485,1.5190905055446597,160.10147623621748,6.415592999892351,D,-7.687420468698024,0
Other,Hindu,African American,Mexico,E,-7.630218023267496,B,161.36130735332029,2.2665151231762435,-82.08866574760978,-108.706794193248,A,-11.167490174471185,1
Other,Buddhist,Other,Brazil,B,40.4036791541731,E,-127.1115414667227,40.45664616397354,133.0774683660704,-69.5601802864322,C,-40.71078710192354,1
Heterosexual,None,Asian,Other,A,-63.585456955265485,E,-4.818274741732969,62.501672343687154,49.832023139617036,121.01848946735856,A,-159.08802850623533,0
Homosexual,Christian,White,Brazil,C,65.73418784484014,C,35.486067317779764,-53.35236218724968,-81.49259489054604,26.7544155488735,C,-43.405075792254515,0
Bisexual,Christian,Black,US,D,-12.233124417893782,B,-65.31188574915451,48.501716271389704,-144.15675637117474,139.55398092135027,C,66.7127061460802,1
Other,Christian,African American,UK,B,-11.02205219603441,B,129.78250493851655,3.1234962384027503,57.75231481123567,-19.74029924528653,C,58.091140176461685,1
Heterosexual,Jewish,Hispanic,China,B,165.96893436559805,C,61.70279604366049,-58.41070246787634,-7.20277709223842,-86.73112038631186,E,63.59168688942541,1
Other,Jewish,Hispanic,Brazil,C,96.17489524204791,D,-185.69857186614504,-150.65743848502188,47.15336898487039,117.17662324160038,A,203.10529628947967,0
Other,None,White,China,C,-15.331139703639153,D,183.9755947314297,169.36804918983105,38.83177144935416,-74.03369274105025,A,172.2930569491461,1
Homosexual,Christian,White,Other,E,-67.67566288664585,E,-141.1970907861435,-81.07385635049991,135.8069809286016,-7.782839174514201,A,-76.17690002601123,1
Other,Jewish,Black,Germany,A,-128.90949843154112,D,-40.82635146729647,-119.16911628330043,22.849247403512727,-7.823163608184185,D,-252.8966550459484,0
Heterosexual,Buddhist,White,US,C,-17.414098927261705,A,0.7454829922821345,218.49253091106755,70.26660619254851,-50.81963109930355,E,1.2980332060411761,0
Other,Other,Asian,China,A,-42.1213536143475,C,-72.92111940151038,94.75620707508088,-15.275408664169293,85.01799568356525,D,140.3031483555986,0
Other,None,White,Germany,A,-154.1247100687322,A,-220.811887205128,17.695592139904395,119.67753875317769,133.672752761791,D,265.5280273761275,0
Heterosexual,Buddhist,White,Other,D,-1.5339207534671586,C,-145.8853956079231,-86.68300241202721,-91.46482784622691,-2.0614003577565496,E,39.637770219107054,1
Other,Buddhist,Black,Other,B,-123.74431520238029,B,73.85087392476179,-26.551148906777094,-56.586783619776504,107.0780893815461,D,-139.61601425046163,0
Homosexual,Buddhist,Hispanic,Brazil,B,118.39035484852806,A,13.123292512578324,132.32897816014236,-148.772778548034,-105.24970144941774,D,40.56124310007119,1
Heterosexual,Muslim,Hispanic,India,E,-21.662814974061554,C,74.5633387699827,-141.64187424760433,35.80854355332403,-38.86011313777629,D,-34.4666731679081,0
Other,Christian,Other,Brazil,B,-100.78905244300056,C,58.63902735177404,-247.39952573152325,99.79941576339291,-63.74315676953479,E,-38.4516831301266,0
Other,Other,Other,China,A,-15.413521949488304,C,137.03718010451612,-4.990309070740992,189.13066599379405,142.4373187532686,D,56.55274763709532,1
Bisexual,Christian,African American,Germany,D,29.109751337079516,E,47.81993137910685,-58.52507472920959,-125.77879657325508,104.59447705502436,E,-109.5314300422459,0
Homosexual,Muslim,Other,Germany,C,50.75324699797746,C,-15.570851739403418,-4.309841214943476,-182.81806801726023,-131.15805854667443,C,120.57063801804698,1
Other,Buddhist,Hispanic,China,C,77.59879379131405,D,55.36385651832679,-25.74584472900184,-103.97845131145047,-45.313426103799436,A,88.68223720574477,0
Homosexual,Buddhist,African American,Other,B,-79.1486587814775,A,-29.434919170948863,-75.39230505453172,-125.8327102866458,110.24530839419143,D,-90.11541737372241,1
Heterosexual,None,Other,UK,C,-223.60244351738433,A,-43.985837206514475,-75.4456167080382,39.203799933380715,-155.2817900758394,B,122.69059501986553,0
Heterosexual,Muslim,White,Mexico,B,-27.9802896385492,B,26.136989823989822,73.36499327046843,31.41699671855161,76.08155148118803,E,10.283033199194017,0
Bisexual,Hindu,Black,UK,E,-116.29516360734944,D,89.56057711747508,91.05241742272777,255.56604974138645,-10.895620660473142,B,41.30807111491777,1
Other,Christian,Asian,Germany,E,202.12971663884304,A,-6.779718724987014,114.21019640715153,0.8392802732378659,-28.643926729331444,D,-41.46181710890413,1
Heterosexual,None,Other,Germany,D,148.8304128840084,C,-17.953487442186137,-31.408501276760838,19.67054227965667,144.24553483668302,B,-71.77806037919787,0
Bisexual,Muslim,White,India,E,22.0032517466553,C,-163.28182258917892,-83.3289822889912,-34.60606719618438,76.67862061598476,D,44.9370849214332,0
Homosexual,Buddhist,Hispanic,Other,B,9.150679963812083,D,-68.9079136446848,12.280100585708244,142.5895240546881,-134.18213047716156,C,148.4971291528864,0
Heterosexual,Buddhist,White,US,C,213.4067222721312,D,-27.986968997432477,240.74184383504104,26.759715222540997,-78.17798859042585,D,74.25441607061904,1
Bisexual,Muslim,White,India,D,39.8729847202925,C,-177.53077995311216,94.99162800686489,50.825984750326406,35.855634650637604,D,26.431911559415784,1
Homosexual,None,Other,Other,B,-125.22201257695853,E,-57.226075384685515,-84.59025448038327,18.860838695906693,-70.64735185528018,A,128.4397488893696,1
Bisexual,None,Hispanic,Mexico,D,159.8317623538077,C,165.8131255117167,-44.429866361426505,40.016702292503304,-10.99742043706727,C,-49.11971391355335,0
Homosexual,Jewish,African American,US,E,-28.842888301241352,D,-332.5777771754052,-96.2949147367048,-27.851730925838947,-115.65373366099404,B,143.5514580517167,0
Bisexual,Christian,Other,Germany,C,-106.8181786877502,C,145.7560434299806,41.05042496417327,160.0377687949285,-40.43143524245342,D,57.60139521707084,1
Bisexual,Buddhist,White,Brazil,D,-15.875539777739675,D,-47.24096942160548,10.854496169769678,-52.29785275201395,91.09704136169472,B,103.88012763817824,1
Homosexual,Jewish,Asian,Germany,A,-31.64557234915409,B,-0.21796858643148065,-123.60265977413378,164.1621388217238,11.932834554696962,B,-181.48681902661266,0
Other,None,Asian,US,E,55.72095534021566,A,113.84355285675882,-152.19564991362165,-20.146939792978323,59.16908292456077,B,44.203311333019506,0
Heterosexual,Buddhist,African American,China,B,-50.662293491259106,E,-70.6221086202325,124.0118411993697,-14.281702800276932,-81.44953720234923,D,-69.32965467013862,0
Homosexual,Muslim,Asian,Brazil,D,4.42259750406484,D,-143.17878942703535,68.16487322013141,60.230153766896855,-50.2041523772207,D,80.0330000087368,0
Other,Muslim,White,Germany,A,214.13904290732134,A,-32.54563736917917,-71.47099331741296,-70.29573624721537,-108.01095346392717,C,93.9987703988699,1
Homosexual,Other,Other,UK,E,-177.5853651961762,C,105.20723554240443,41.1018431489543,2.5883051825307475,-63.09822465133719,D,-145.4652066582991,1
Other,Christian,Asian,Brazil,C,-77.0962930064651,A,139.816395594971,53.26415674042653,-243.5657546575869,-32.7733533533304,D,-52.41242153882336,1
Heterosexual,Jewish,Asian,US,E,6.902896207554924,E,-108.04586435428159,-96.42395094814353,202.01242336691462,52.40910242833628,B,152.93050425050123,0
Bisexual,Christian,White,US,E,-42.901559883374425,C,-57.74156501869163,-63.790921103321786,57.348015825765664,57.15711413017195,A,46.98024929673183,0
Heterosexual,Muslim,Hispanic,UK,D,-99.15019264767841,C,84.44541278467868,143.29972491812313,-34.46046534308704,-115.44958212176117,A,55.173886444453316,1
Bisexual,None,Hispanic,Brazil,D,104.95965840709185,A,32.759037491248414,92.50699311615053,48.18318192607841,-136.19213548641855,C,1.060272604200043,0
Other,Buddhist,Hispanic,Mexico,E,-6.729570602954288,A,92.43621127256152,44.02853385427646,203.4394430763184,131.5952851230121,A,190.25156270748639,0
Homosexual,Buddhist,Hispanic,Brazil,D,91.27336958284363,E,17.624644270813633,-10.30985352083134,-24.243756204010964,-128.40778790415132,E,-85.51931065133289,0
Heterosexual,Hindu,African American,Mexico,A,10.761637833247313,E,114.03344156679296,-71.82065269549636,117.72402595793854,-4.157504845804578,C,103.4514066922934,0
Bisexual,Buddhist,Black,India,B,-184.94158789175907,D,-58.958820264200085,186.84369748979447,-186.13214425143778,76.84968415440632,D,26.217707569377218,1
Homosexual,Other,White,Other,A,-115.89417400328233,E,10.402263915347298,8.767142920161264,-103.35773782794327,98.91397513946842,A,107.07411074268514,0
Other,Buddhist,White,Other,D,-83.79094095454295,E,-48.380085782133655,-75.41340368553138,146.43920568930815,-134.74646190429104,E,-25.983393653725635,1
Homosexual,Jewish,Black,Mexico,B,-147.00652255406484,B,4.199802981738662,156.70519484997845,-28.031844719512932,-46.55905034554425,C,105.01162118245023,0
Bisexual,Christian,African American,Other,E,44.16852044860267,D,-222.4640876145681,-127.69994688937167,14.585048448515096,25.262790132509096,C,237.50175614129648,1
Homosexual,Muslim,Other,Germany,A,50.36330389143684,E,-252.07461185915352,-17.499983652608673,14.538040096019788,-7.445686677871113,A,84.78229759302587,1
Bisexual,None,Asian,China,A,116.55513119382208,A,55.56149171096351,-72.44587529813268,65.19696240124378,-109.20464301137281,C,-105.57138148276577,1
Heterosexual,Hindu,Other,Brazil,A,108.81670011172062,D,5.6223955867811055,-96.423408809989,47.69620463666131,-83.28248333197632,A,8.159133528551013,0
Bisexual,Muslim,Other,India,C,-0.6275648970391383,D,-24.98692794569986,-29.520811811291974,165.86426343392492,-12.584262727173087,C,-70.57155985191599,0
Other,None,Black,Mexico,C,175.14978674299425,E,203.8838108860332,30.89799497078471,63.84995123354135,190.85840477017913,A,-59.86846408640799,1
Other,Hindu,Asian,India,D,-51.26832422104584,C,-94.07109060659972,-184.18247189963552,116.14825367432424,11.451355332297672,B,44.46564490594134,0
Homosexual,Buddhist,Asian,UK,A,114.10242541990301,D,-89.35702540079023,-45.78431813652081,145.59057958481637,-56.02987864394435,A,-91.97410232191639,0
Homosexual,Christian,African American,Mexico,C,44.95927539265099,B,-47.536362946220805,-206.37348609924467,43.72134088918397,26.89604422050375,D,61.212602364707095,0
Bisexual,Muslim,White,India,E,85.52903846891442,C,-72.18971380625983,12.68826787353353,1.9418082956894738,135.38903363918695,E,3.7389616546263236,0
Other,None,African American,Other,A,85.11019588598758,D,59.94966772104283,28.085647339190523,55.89443155342947,93.99268466163812,D,-29.079551745138094,1
Bisexual,Hindu,Asian,US,B,-43.25252833196924,B,28.890096767442873,-29.637313614834692,-88.01804122290366,33.53054311139909,D,-80.92116170956706,0
Heterosexual,Muslim,White,Other,E,49.180895062343275,E,-48.76332676560578,-28.973202451507866,42.83276943384224,10.519338966965872,A,13.056103345606514,1
Heterosexual,Other,African American,Other,D,58.75290732524917,B,-120.60189926462799,-20.458956223558005,167.60674168159716,44.181876434203446,C,50.192288969482036,0
Heterosexual,None,Asian,UK,A,-110.67890968143391,E,196.05321102363703,-37.13484987281287,232.02068462746666,-302.63057560485015,C,18.86079111496698,1
Other,Jewish,White,China,C,-118.18009379601095,C,122.05362502205446,-93.54124821725745,35.48786990529544,-27.233687108205256,B,2.5209232446137126,0
Bisexual,Other,Asian,China,B,36.97564573920988,D,-13.45074292624069,-98.16794428631228,-153.05204444921182,-69.01377833791332,E,-105.53975669811777,1
Homosexual,Muslim,Asian,China,D,-30.5795137953846,A,114.87674611687385,-85.32025635852408,-116.93507730610247,-155.5188347680771,D,52.43002356920734,1
Homosexual,Christian,Black,Mexico,B,-149.51461776210067,B,-37.40072122299335,-66.08581310412525,227.9588857704359,5.647947544566236,D,95.41122539803514,0
Other,None,Black,Brazil,E,212.07906692371563,C,-5.045444250386473,-0.9624314958418888,97.17521978512403,140.72983735969441,E,-61.357797308348395,0
Heterosexual,None,Hispanic,Mexico,E,107.60614082949374,A,-116.12721162593469,104.30502617879145,-144.80376494543953,63.568799795133614,C,-19.17403529139177,0
Other,None,Asian,Other,C,-118.59068705918628,D,324.42205476704595,72.40567219058096,115.15335323726367,72.51001192997877,C,102.4856693745225,0
Heterosexual,Buddhist,White,Other,C,-28.298926313649954,D,102.06913163288725,-144.95372744985497,73.03061175550188,-15.753449331893455,A,-19.00231587461271,1
Heterosexual,Hindu,Asian,Germany,D,8.5283717939933,B,-36.80794368029568,-43.82771825121578,106.00730472675066,9.574331351966759,C,156.91943763882261,1
Other,Jewish,Black,India,E,-145.6765164085995,C,14.246602704296713,-4.372831842654962,-21.94078390566733,31.78326124711782,A,-73.06022967043357,0
Other,Christian,White,China,C,123.57783286188835,C,-36.74071690508616,92.633738212566,-93.33168519467844,108.23239151178883,D,-351.0227656906935,1
Other,Hindu,White,Germany,A,-0.910859144880214,C,162.12440224207268,114.42364008834049,-42.499564348390294,103.31928965257462,D,-127.93187026029116,0
Other,Buddhist,Black,Germany,A,-98.10726145112928,D,-52.511913429239144,-50.14142974960596,29.540954863707313,-15.265666825258911,D,-55.605469779617934,1
Bisexual,Jewish,White,India,A,154.221540856619,B,-18.953231704155353,163.9567829536802,-10.256814881258343,-42.13199020220522,A,-140.77169486403469,1
Bisexual,Buddhist,White,China,C,112.59717529531576,D,-89.62401129085261,72.1176892976586,71.20220280673169,3.5414284674405576,C,-2.0397181092656003,0
Bisexual,None,Hispanic,Brazil,E,0.7699553586766298,D,-125.43821274317497,46.06465058694602,88.25062891887063,74.31294886681253,E,-66.52009819108319,1
Homosexual,Other,White,Germany,B,45.72408294018651,C,-112.90463886320843,-94.32767738032588,69.44437007223576,4.524099875838785,C,126.2402192857251,1
Heterosexual,Muslim,White,Germany,D,12.909381864151742,E,-23.68391525765482,-36.500040718979676,-41.570152409795796,90.0605669770279,A,-102.53213678165744,1
Homosexual,None,Hispanic,UK,A,-38.64676571908161,C,126.85734358860374,-116.01123809698741,-61.67048499358076,13.185259886210071,A,38.47886560591324,1
Bisexual,Jewish,African American,China,D,109.15808232457005,A,48.19708182243862,-335.3737874361346,-15.488280854089572,-84.08865982155376,B,-30.798878003442333,0
Bisexual,Christian,Black,US,E,-200.77620626658108,A,74.0908117871588,29.79448586756107,11.778387106767866,3.391611956871485,E,139.13371646360443,1
Homosexual,Hindu,Black,India,A,-65.75379674249395,A,-17.990812911645573,36.92164002372504,-110.15973683809561,-55.80272459106623,E,-137.9091356972528,0
Other,Christian,Asian,Germany,E,295.5486026136731,C,-200.97649113423003,96.92999936612004,105.85240793584265,73.5983480065759,B,-100.29559077036923,1
Other,Muslim,Black,India,A,-118.91329532561316,B,197.55374638579704,-218.29827242014824,-54.214890648129064,-140.57168818765672,A,88.183832173949,0
Homosexual,Muslim,Asian,Brazil,A,-40.46846299172355,D,68.04815563005405,32.43120861867075,39.60898012063087,1.7399150479817886,D,-83.80226320602185,1
Other,Christian,African American,Other,A,175.86713296672986,C,-67.93389166747946,-240.29618677080563,-14.03999947687261,105.98588310178066,A,64.77325849907379,0
Heterosexual,Hindu,Hispanic,Germany,B,-45.90928978644144,C,-1.4828525791245866,-59.01245824126813,-152.05206116537173,17.80884228983713,E,-24.656779947024447,1
Bisexual,Buddhist,Hispanic,India,B,-103.12910329187153,B,135.60573830574435,-91.48460650781848,-92.10107973277759,-75.2306174700772,C,-210.7670613984675,0
Other,Jewish,Black,US,D,126.14270678019501,D,45.908165056385656,87.8831954757374,-47.06902271037475,-25.64361094566029,E,21.526328898993334,0
Heterosexual,Hindu,White,US,E,114.4239800983515,E,54.85000160103857,23.895282482762386,-193.25705570159718,32.71678793580073,E,52.241168136572924,0
Other,Other,White,Germany,D,27.906610538106747,D,161.0773411209792,87.72194451878144,57.05362353910577,-72.62971855307708,A,0.8262704833147206,0
Heterosexual,Muslim,Hispanic,Germany,C,-61.22647943685583,A,43.1614755846962,-31.387409986869745,124.57953552223103,-36.52685146762195,C,4.548769619024367,1
Other,None,Other,Brazil,B,101.62721015019436,B,-69.0291512616112,-71.76519851412179,58.61030433323498,187.05740143312352,C,-41.46744576015414,1
Bisexual,Buddhist,Black,Germany,A,-206.21374084325538,C,98.29353458882231,78.27107191738268,-132.0519218091835,-2.5782701463501088,B,-21.328823562905434,0
Heterosexual,Other,Black,Brazil,A,79.29055991425255,E,-24.02367218482425,90.28830190460391,13.613879709414825,-119.051549767543,C,-221.1044213817444,0
Bisexual,Hindu,Hispanic,UK,B,-6.883460408183743,A,-37.42098428904401,28.133289545812733,59.98655094979032,86.0161678926873,D,-15.968257581099602,1
Bisexual,Other,Other,China,D,-45.87996132175467,B,117.97265559914194,-3.434197600328547,-152.38351271715678,-75.41882326202189,B,77.80029077172917,0
Homosexual,Christian,Asian,Germany,B,-59.52360091160607,D,-16.322843598193376,-48.42925978787111,-85.35094145296993,173.4263101977528,A,-31.29277193159724,1
Other,None,Black,Brazil,A,-27.7984069846633,C,41.905704566724665,-5.846366777893803,32.24956671004029,104.33147453126206,D,63.694671303172115,1
Bisexual,Hindu,African American,Other,A,-107.69663747041305,A,-68.88387469139211,55.07800425579188,-45.47650684248606,14.823124715597622,C,106.89350183792658,1
Other,Other,White,India,E,133.27840883922994,B,-1.910358067845496,-64.96773900263261,162.12031768856576,12.644791467796438,D,-19.475913519864644,0
Other,Buddhist,Other,US,D,-128.29116440727816,A,-131.23192064349942,-61.990947765797166,-179.5793867929785,67.02880650287284,D,119.71425178309562,1
Homosexual,Other,Black,India,C,136.79282648859177,D,39.76951685799755,111.48502075135158,-82.53986503714843,-72.77541581828075,B,15.99143725064192,0
Homosexual,Jewish,Black,US,B,-4.785777665491866,A,101.4775709401105,25.17591322618707,-11.597236078313479,74.67120010735118,E,25.76554298779766,1
Other,Christian,Hispanic,Germany,C,-44.773652735672336,E,34.16626482122415,-83.6146042456479,-54.00616764155075,-154.47783084357835,C,-48.54325321447333,1
Heterosexual,None,White,UK,B,-65.50884727613874,B,-100.7622354087516,29.792310093397774,87.19977847884905,78.0750294921895,C,66.8669851862571,1
Other,Jewish,Black,Mexico,C,-82.08363400127612,D,-172.5316111926489,104.80096253487177,-204.50618497640409,3.3795470710981697,A,-2.3123879426005565,1
Homosexual,Other,Hispanic,India,D,-258.1870832258861,E,-39.01806874904547,-85.32931945454229,-85.7492654020611,-123.2618695656645,A,-161.55758090370162,1
Bisexual,Buddhist,White,India,E,-24.528724747460938,B,-43.246102304532755,13.827199026863907,-86.18530423799129,67.37371746274619,A,-122.89132268795551,1
Bisexual,None,White,Other,C,170.27031196244857,A,13.950385728167127,-95.2501206982991,103.94002472025545,58.009747253595464,D,68.00547464576184,0
Other,Buddhist,Asian,Mexico,C,3.151868411422413,E,-63.5497831086485,-165.00159316962498,41.84845622256948,39.26949866434282,B,19.14561877591695,1
Bisexual,Christian,White,UK,C,46.11635694787353,C,-153.84688322440607,48.48592380400844,-161.7332830333602,17.757018253720354,D,98.40474612509328,1
Heterosexual,Buddhist,Hispanic,Brazil,C,47.95808635193195,C,-56.1685524697734,-308.2090342625263,-21.931970519266073,-125.5867712887422,C,-9.772944657428015,0
Heterosexual,Muslim,Asian,India,C,230.5799084706182,C,1.9646630168387011,-33.95934071022824,63.638295946522106,-152.16899550947844,E,148.55974669221993,0
Heterosexual,Christian,Asian,China,E,51.88091062091007,C,115.27409950604928,40.80793988958163,75.93048031629294,-169.39009520586725,C,70.0597952704026,0
Other,None,African American,US,C,53.957929829569785,E,70.02467736609523,109.71191544117649,-46.25386506905005,85.53583747599812,C,-55.217726922315656,1
Other,Muslim,Other,Other,D,-96.51108597203108,D,-201.786897972836,35.09788915601462,-55.967831706567615,43.40759124327695,A,42.63438736034858,0
Bisexual,None,Asian,Brazil,A,122.47963523886108,A,-36.58785123380682,-92.76070805609123,146.0720005923829,14.15780566958878,A,-120.5215295915699,1
Heterosexual,None,Other,Other,B,18.65014166373225,B,43.37445348557038,-9.366114473935166,-15.599025816804811,-47.10699598584448,D,-46.701449895665945,0
Other,Buddhist,Asian,US,A,36.76292582878714,B,-230.57695862850846,-64.35621832373222,-58.26886473233599,-16.40292122482055,E,-168.71818795788184,0
Homosexual,Buddhist,Asian,Mexico,D,166.26210044565357,C,96.7334513619872,-26.857389989777307,-37.59524477753011,-46.14127715655057,E,147.35650483004068,1
Bisexual,Muslim,Hispanic,India,E,-22.32698345480548,A,134.20682335243734,-91.40035830160608,145.9352821633718,26.853251047869627,E,-56.0327163929914,1
Other,Christian,Black,Other,E,-14.844751316389843,E,108.4899094811739,87.9697408202792,86.7262499351661,23.936472913988137,C,211.88627110299714,0
Heterosexual,Other,African American,Brazil,D,-82.84308391067611,B,32.55027839038325,-105.42127721212455,147.1395511979356,-97.49685090056512,B,-133.4444964991994,0
Other,Other,Hispanic,US,A,-214.0156107439167,B,-139.91618639497997,136.3346272393343,-27.103119755558442,32.26282094577324,B,96.99322724552422,1
Heterosexual,Hindu,White,Germany,A,-168.74121045566062,C,50.92102471900619,-113.99670635135786,-75.98424822347873,-63.77898405508936,C,-67.93818659937911,0
Homosexual,Other,White,India,C,-134.74699178619545,A,157.3491287847014,109.44754435591919,-92.05564289836073,194.19696440515244,B,-0.04265962569385773,0
Other,Hindu,African American,India,E,46.497577308520974,E,-144.4414306717979,142.1360371704089,43.792621474319574,194.85556311560188,A,-58.08392755138784,1
Bisexual,Christian,Black,UK,E,-57.76530188093992,D,122.2581311832866,3.52093664476694,-36.30606535790882,-70.00911887454252,C,53.86940347507867,1
Other,Other,African American,China,B,170.7268812016938,A,-123.79778281186296,-147.5293472626396,95.03912300413316,156.97340067805484,D,51.27785247448686,1
Heterosexual,Muslim,Black,US,E,-83.81795180184186,D,-53.107311852306026,41.07537000834498,-24.914951237577533,-13.778972461669511,A,-87.34331781148994,1
Other,Buddhist,Other,China,E,-77.90431227301946,E,13.333803779335582,-48.23845777149703,53.07600622892132,-49.64083850431419,C,-53.953841352425336,0
Other,Jewish,Asian,UK,A,-54.54434686395603,D,-104.69705288789244,-85.99277830563585,75.81077910374519,55.22980914420486,E,-190.18059119714076,0
Other,None,White,UK,E,-54.10441600272673,A,154.74450919850858,57.20344319715003,-15.066696358195067,118.96231208862199,C,73.35653493420739,1
Bisexual,None,Hispanic,US,D,65.50608971070245,C,-271.47472551228583,92.06953069094403,-261.0050555877895,-37.4139165979074,A,126.31599340218813,1
Heterosexual,Jewish,Other,Mexico,D,-132.14848001340783,C,-239.63367131718823,-17.433202433277653,106.36150375834255,124.99596495432851,B,-60.43419631003649,1
Homosexual,Hindu,African American,China,E,93.10413038074327,D,-18.646300715219603,33.31088430926311,-118.59764243703235,-42.485836879118,E,260.8862427021737,1
Bisexual,None,Asian,China,D,-85.81560685005351,D,101.72495463868229,83.47611362695396,-89.44811798071566,16.21463612172377,D,3.5254452840092916,0
