married,sexuality,RACE,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,target
Married,Homosexual,White,-61.67740190752876,212.8927559481533,E,E,-182.96569042288408,D,B,D,B,38.00627047134645,4.7250476472248755,1
Married,Bisexual,Hispanic,43.77465501656636,-107.60941562754131,A,C,-162.58277090448271,C,A,B,A,57.45980096045889,-8.967327118726505,0
Single,Homosexual,Black,-79.84884355781018,28.955747296118673,D,B,-142.24232189060092,B,D,B,D,113.10821838901973,143.57659533326344,1
Divorced,Heterosexual,Other,54.44289483115726,189.5860722793151,C,A,11.652523890511475,E,B,D,E,84.27265096964081,-2.15843631873181,0
Married,Other,Hispanic,123.91133268811059,69.04393369176634,D,A,-27.62151239829535,A,A,C,D,-41.038458285112775,-81.31163428116953,1
Married,Bisexual,Hispanic,-126.44721665653059,100.49127252580993,D,E,-94.3676289733855,C,E,A,B,-47.12758337292169,26.180439730314053,0
Single,Other,Black,36.781701671011,-67.85259720190034,E,D,-2.928993928919069,A,E,D,A,-71.26292618856677,2.187897151620415,0
Single,Bisexual,Asian,-127.11621928766252,-16.702136049141863,B,B,-36.5691756817986,D,C,E,E,115.79431507211997,31.974557025373834,0
Divorced,Bisexual,Hispanic,-59.52716979226976,71.78256724991547,B,C,-199.93705296221341,A,C,B,D,76.66712286109097,-358.9656140314571,1
Single,Homosexual,Black,16.90222637794947,136.81894990357847,E,B,-19.43108262874298,E,C,E,B,50.773218716333545,145.19825868138054,0
Married,Homosexual,White,41.575025160188176,99.64096468437133,B,C,-46.53348391816664,E,C,C,C,-36.51658401967811,58.62529349232125,1
Widowed,Heterosexual,Hispanic,33.454917142414004,3.331951163140703,C,E,245.36184620202852,A,D,A,C,89.93311137842875,193.48326533295602,0
Single,Other,Other,160.7587781779585,32.17646991273375,B,B,-173.8571610573279,C,D,D,E,63.36264841587541,-30.245670588213613,1
Single,Other,Asian,-75.23811953664284,-138.97378644585555,C,A,128.64745438591015,D,E,C,C,25.018194950345396,56.789478555496196,0
Single,Other,Hispanic,124.14942184162432,-9.444907617695554,D,E,47.60992429865423,D,E,B,E,-139.44164784138485,76.23870971195555,0
Widowed,Homosexual,African American,146.9483329472224,-147.70998734250423,A,B,183.21984871914643,B,B,A,A,-39.72687049128364,34.29109984499337,0
Single,Other,African American,6.530470742777872,-12.947338539331874,D,C,-234.08250593798888,B,E,B,D,82.45125088573462,-40.451643225356705,1
Divorced,Homosexual,Black,-9.211018995887136,-16.738897365250068,B,D,-8.432214057655289,D,C,B,D,-26.599910499545228,161.45954181022196,1
Widowed,Bisexual,Hispanic,23.403941623306835,67.420749120774,E,A,-66.37744071881694,A,E,C,C,-48.446425408999026,-54.4934926743223,0
Married,Homosexual,White,58.13275698665413,-19.55154307463268,D,C,-34.82334037822944,A,D,B,D,-75.62375324261643,-73.08419690281164,0
Widowed,Other,Other,119.99373459318505,-350.2091151953124,C,B,9.410065768357205,A,E,C,B,141.5295096299398,7.285830214699246,1
Divorced,Bisexual,Other,-197.3880928155158,35.062858168049665,E,A,-62.41548554863841,E,D,A,C,90.04438824557961,-17.05735401092005,1
Widowed,Homosexual,Hispanic,-152.3571590233408,63.41840396364821,B,E,-79.58824354929102,A,E,A,D,5.749750047324472,-20.05037737037945,1
Widowed,Bisexual,Asian,-44.55448501693453,94.61015549952315,D,D,-41.90059678428245,A,A,B,D,0.7572599028087396,-8.034859179890335,1
Widowed,Other,Hispanic,18.913049746693318,-110.19440620522943,D,B,56.35584291632462,B,D,B,C,28.040136275927946,28.561990092108296,0
Single,Bisexual,Hispanic,75.76021243519678,193.3693162361621,D,C,44.71278141673063,D,D,B,B,55.65692942320952,-191.04098003864704,1
Single,Homosexual,Black,-76.85812065680584,-61.342627880331925,C,C,-146.62349603069697,D,A,D,D,164.25940332614553,13.752075842736101,1
Widowed,Bisexual,Black,51.448286294672386,10.274737872256903,B,D,57.21741840015091,C,C,B,D,-12.037527112042085,46.17103588725151,1
Single,Bisexual,African American,-166.9731215284394,112.79018808611418,D,B,87.11543509896393,D,A,B,D,-35.315830554985084,-34.33009782080734,1
Married,Heterosexual,White,-115.252450327699,51.596829192607494,C,D,35.227116393448604,A,A,B,A,35.65081851266751,-88.44252957993342,1
Married,Homosexual,African American,-9.24761701384111,97.54639059509778,E,E,-60.29795678252762,E,B,E,B,-15.305562034805211,-47.56114321748492,1
Widowed,Homosexual,Asian,268.6491000280606,83.8855194585889,D,D,-20.116445849422814,E,E,B,A,-171.4286109313924,-6.521624992033334,0
Married,Heterosexual,Other,-15.49325368694054,-4.174621293315968,A,D,-96.26159653375373,A,C,B,D,101.8663802943848,130.8795552628486,1
Married,Homosexual,White,179.02947913790697,67.11605650850032,E,D,54.166125278405495,E,D,D,D,-123.1961350464781,84.04225819958761,1
Married,Bisexual,Black,149.60737559553823,-128.11300439082356,D,D,149.46115046924965,C,B,B,D,-28.90850416717255,-166.22243572612334,1
Widowed,Bisexual,Asian,-160.2561550155244,79.92217920355999,D,E,169.6809559453919,D,E,E,C,53.791481647201344,44.38312747762528,0
Divorced,Heterosexual,White,-184.86836031380065,-117.36026715823678,D,C,15.417637293267477,A,D,D,E,-79.7033528711337,0.5741071102176507,0
Widowed,Homosexual,Other,-62.01127978095124,-90.13078976310645,C,C,5.931503084851219,B,B,D,D,190.3416568398523,-74.75404544837819,0
Divorced,Bisexual,Other,40.09501091174513,-140.0192313090162,B,E,90.01643848886243,A,A,C,D,103.68962448431374,81.18473133316509,1
Married,Bisexual,Hispanic,-125.33975895031266,120.02580807782996,D,E,-49.115227106080766,D,B,C,B,152.5433924401051,61.39740591242629,1
Widowed,Bisexual,Black,-20.50668136216066,76.56162558207265,C,B,47.08314415403132,D,B,E,D,-6.37312835033266,188.37566148449076,1
Married,Other,Hispanic,19.612630566037055,25.964850297760144,E,C,-4.910693565391557,D,C,E,E,1.4166154639700388,104.44548280657216,0
Single,Other,Asian,103.70433317290104,-148.6790554072785,D,B,-19.302442838466465,D,C,C,E,7.037349102307722,-30.35356797107978,0
Divorced,Heterosexual,Hispanic,56.61491137416633,70.05880214739909,B,D,19.638969776924686,E,C,C,B,-90.40357768418863,-42.07934597010403,1
Widowed,Bisexual,Black,-78.69467853657078,-1.4608777913460866,C,A,100.2281259571649,D,A,A,D,-192.41653668101313,-165.01464770675335,0
Single,Homosexual,Hispanic,10.053449746626619,-37.2708691646431,C,C,-242.96296314082747,C,A,C,E,192.47323525174843,129.95799213533758,0
Divorced,Heterosexual,White,69.22230479682256,83.01440049708141,E,E,-6.141265020263649,B,A,A,E,101.56110207183488,-110.9005778622361,1
Married,Heterosexual,Black,115.84544019381357,-226.96037949741074,B,A,-261.96755005697855,E,B,B,B,67.73279340237997,-64.5725094530916,0
Single,Bisexual,Black,54.07697796710597,-109.17729862182266,C,B,138.79511700441086,D,C,E,A,-195.93300824201356,59.99815638090929,1
Divorced,Heterosexual,Hispanic,37.96830355497446,63.21780033030241,A,D,297.6323561937532,A,E,C,B,93.95803567401106,51.038383742906824,0
Divorced,Bisexual,White,-120.3053012347352,-75.80587896911281,E,B,51.42160466495132,B,A,C,A,69.80995726580593,-86.41210669320277,1
Widowed,Other,Hispanic,-66.61562140054815,92.53826444951022,C,D,-37.230092381804035,B,C,C,D,-18.698310753755898,-195.2630632861707,1
Single,Homosexual,Other,-174.39644080698426,89.74742562876773,B,A,-69.41485769273167,D,E,A,A,84.8696280852328,91.07475224661141,0
Widowed,Heterosexual,Hispanic,-14.562092499019341,84.93700141981442,C,C,-327.68721246040735,C,D,E,D,-71.7354799184777,37.76931738915454,1
Married,Heterosexual,Asian,162.7208474625185,-52.14895198423859,B,C,-83.86169600430607,B,C,A,E,56.395456893346605,41.46171578364967,0
Single,Heterosexual,Hispanic,-55.24522896332258,-76.5770346875163,A,D,89.30196149734282,A,B,E,C,62.22307736250342,-41.79717876044585,1
Married,Homosexual,Other,232.75712162082894,83.0948984835256,D,B,49.854409260454624,E,D,B,E,91.32537608848436,266.6844826564611,1
Married,Bisexual,Hispanic,-165.71491694914374,-123.01977641591924,E,E,-72.9741186361478,A,B,D,E,-68.41896228125701,-0.2091596636931275,0
Widowed,Homosexual,Asian,-4.541866601092518,-15.631525341015731,C,A,95.00515095165055,E,A,E,D,-85.77657177661969,-158.89491635847358,0
Single,Heterosexual,Other,28.104806161801804,16.112624345700212,B,D,34.843602129645966,C,D,B,B,-129.7587351764707,12.438239344076907,0
Divorced,Other,African American,-62.77025523737948,151.19218859882434,C,A,4.89620429023832,B,D,A,B,-63.7934915394116,-103.96216850364644,1
Married,Homosexual,African American,-124.21296078769768,122.39258508151376,A,B,11.70122266446102,B,E,E,C,54.002873007406926,21.587876972567045,1
Single,Homosexual,White,0.20733482585865304,189.27711894503264,B,D,-0.03411668831223525,E,D,E,A,52.64224616258863,63.27323763633855,1
Widowed,Other,Asian,48.94846938805177,-110.78946021211809,C,E,33.71340222482748,C,C,A,C,-41.01474975057861,52.95443877114978,1
Divorced,Bisexual,African American,-12.870627862470526,-6.664274172840029,B,A,-77.17147117629489,E,E,E,E,15.714996632274419,-196.89164238955087,0
Divorced,Bisexual,White,20.557603649578184,106.2471542525536,E,E,-3.287533028431434,B,D,B,C,-140.86358686625786,-71.12118048656012,0
Single,Heterosexual,African American,28.705921005482487,48.12743638646792,C,D,-295.78451343829954,B,E,A,C,21.31375698569646,189.48921271671836,0
Married,Other,Other,-122.69320849688204,-35.25766064560055,D,D,-18.454028065323286,E,A,E,E,-124.76142720981329,-5.863782628161206,1
Single,Heterosexual,White,133.43892133537463,182.1932239186977,D,C,-29.77015902893389,B,B,D,A,8.815904816171981,-29.973600755122987,1
Single,Heterosexual,White,-83.78208269289443,37.4482374740066,C,B,80.99577661958664,C,E,C,A,20.33174487887606,-168.70003105256,0
Married,Other,Black,-68.74320393952632,77.96929935957931,C,A,42.03005600171295,D,E,B,B,216.09762839693215,-114.47800770602868,1
Widowed,Bisexual,Hispanic,-60.38061152747712,-100.24969746126222,E,C,-39.247546005398576,D,A,B,A,80.45769347051571,81.52405230233482,1
Single,Other,White,40.98476548203161,-118.46248702329143,B,C,157.09557758629197,C,C,B,E,-110.28758350586062,-0.3405038568590129,1
Married,Homosexual,Asian,-203.15890264309598,-61.95836772205758,E,A,188.7916562975263,E,B,A,D,48.41722209297362,160.32652321582782,0
Divorced,Homosexual,Asian,13.125279415265547,62.47776083968131,B,E,82.70468353098885,D,A,D,B,-38.99536354066211,216.5827460018244,0
Married,Bisexual,African American,-167.17229417073167,-100.50110279623581,A,C,116.57818698871102,C,E,A,C,-17.001566664866406,112.75763208955038,0
Married,Other,Asian,18.506087270603906,-114.40276573400337,A,C,-21.599923379342854,E,D,C,B,-71.79515771783743,-44.760141244634056,0
Divorced,Heterosexual,White,-26.235195544734797,147.0817283753175,E,C,-45.93086150615342,B,C,E,E,19.72308803419222,75.506616049188,1
Single,Other,African American,101.42929285207745,11.245655703962566,D,A,-183.69307848646295,E,B,C,C,46.55336058827091,22.255257191681434,0
Married,Heterosexual,Other,4.964087109045507,-3.978926150930648,E,D,-69.7277385344963,E,B,E,A,-230.27398209143843,92.62658068722752,0
Divorced,Homosexual,Other,-167.07391665648927,-144.92315336346817,B,C,44.43585014007098,E,B,D,B,19.042932850264677,-119.87481372427507,0
Widowed,Heterosexual,Black,-36.61756084058014,150.38526459890736,B,C,-126.23172855057562,E,A,E,E,-37.27465608205405,82.94056755959005,1
Married,Homosexual,African American,-21.98921417938143,169.24376608830812,A,E,29.664667273676294,D,E,A,E,95.59769063033312,-145.93326918767048,0
Widowed,Homosexual,Other,-279.2902134434921,-65.4474455827511,E,E,-13.524639811060007,B,E,B,E,-36.76445307450103,147.56351418708508,0
Widowed,Homosexual,White,159.9239601677867,-109.72489341749736,B,C,-130.45193934598632,E,D,A,E,175.2873512949263,-74.16561321993602,0
Divorced,Other,Other,164.48921787292744,-19.201071483868912,B,C,139.300854636923,B,D,E,B,-281.2620463369481,241.09676907353483,1
Married,Other,Hispanic,-69.6401655362547,38.9341464440553,E,C,-39.65074427211591,B,D,A,D,-9.594208266293597,27.999122339698555,1
Divorced,Bisexual,African American,62.43940096567534,40.99737710443701,B,A,-32.512583162865674,C,C,D,B,-42.39481193944013,-44.48490371100208,1
Widowed,Heterosexual,Hispanic,-56.06436100491165,210.14261462198385,E,A,-32.7921201339692,C,E,A,C,176.11271187557085,-128.71875892423859,0
Married,Heterosexual,African American,-108.40788357188754,-63.81502806952738,E,C,3.744518534501585,D,C,D,B,31.929242781804994,-61.487341516817764,1
Widowed,Heterosexual,Other,13.742860632353104,-96.1580555608647,C,E,111.540509860698,B,E,E,D,116.53184346375878,-69.88181439652637,1
Divorced,Homosexual,Hispanic,38.74688554132911,-24.754815607986984,E,C,-83.72725926068458,E,B,D,B,-4.080233385221556,39.73182209333981,1
Married,Bisexual,White,-35.48888874969889,-77.4517623285563,A,B,118.23014939959594,A,D,C,A,77.03180483171887,19.888666620525058,0
Single,Bisexual,Asian,-87.402338649596,-135.5228411129788,D,E,-18.82280378200922,C,D,E,B,-72.56691132650347,75.68404412153727,0
Single,Homosexual,Hispanic,-109.65322854213278,-186.0032476041622,D,A,-117.6801852279384,B,A,D,C,-77.31527327194338,163.8646605083129,0
Widowed,Bisexual,Hispanic,-177.4764462935539,79.17611895204085,C,D,23.72615648709946,A,B,C,D,-97.80899767193716,-141.05008308619398,0
Married,Heterosexual,Hispanic,-32.75719626217958,65.52211710884434,B,B,89.27963288491569,A,E,B,D,-47.316728226119295,97.47769635451115,1
Divorced,Homosexual,White,64.8097582931621,30.102406834189736,B,B,-22.27449478708418,D,D,C,D,54.259107467521986,9.8300892262348,1
Divorced,Homosexual,Asian,134.69169449198716,63.09708527328021,B,C,-45.25109756968064,E,E,D,C,-62.021579393738705,-146.12479734318146,0
Married,Bisexual,Black,-131.9593876170136,-88.35162884745846,C,D,-24.684354164859187,C,B,C,C,-21.200594901004795,22.10693115388631,0
Widowed,Other,Other,40.854347947692474,-21.666651870209318,A,C,-166.84536298008697,A,C,C,A,73.44119651968288,68.23919333212608,0
Divorced,Other,Black,-121.09663485250324,-55.36989456780306,B,C,84.01359855941932,A,B,C,D,51.33086497405726,-8.283433784926046,0
Divorced,Other,White,88.1991434260176,3.821182312428727,D,C,88.75071645352753,C,A,C,A,31.704169185587194,16.216088523943263,1
Divorced,Bisexual,Asian,-30.438451790692756,-51.133587432300885,D,E,149.28981573107637,C,A,D,E,150.67009851258751,-87.3968426320229,1
Single,Other,Hispanic,58.28792823987212,186.1861296759133,A,D,93.66709562417117,E,C,E,E,25.231168410140814,24.596151262301106,0
Widowed,Homosexual,Black,-6.809782893883347,189.80039367856006,A,A,90.69962943674277,B,A,A,D,-48.41880439612802,44.75568068015877,1
Widowed,Bisexual,African American,-2.065093224515993,-122.27508408333307,D,D,-116.50328829842114,B,A,B,A,-199.8120887071886,82.42145630136847,0
Widowed,Other,Black,-57.188865504390805,56.530605916423916,C,B,147.3483557858618,B,E,E,E,-150.970933812746,108.78248486984039,1
Single,Bisexual,Other,30.949352810437546,40.644404178987514,B,A,-176.74261313619928,D,B,E,C,77.2700359003537,-3.9608491431815924,0
Single,Homosexual,Black,121.53131453447426,144.71869615569892,B,D,-67.71904669824266,A,D,E,C,-59.72079211918937,-32.72976685589924,1
Single,Bisexual,Other,-152.18305842697438,-43.14069187649829,A,E,-91.81494274584115,E,D,A,A,-37.59632795874215,51.16025700063541,1
Married,Other,White,4.134171987710631,-2.6989857874038035,B,A,21.531504316361953,B,C,D,A,22.883512822060535,27.142910282119875,1
Married,Other,White,11.769373478499848,59.746508938359696,A,E,-105.5389318199978,A,B,B,E,-58.52154544377336,-116.80009018918244,1
Married,Other,Asian,-48.96828171531707,-10.667914336947671,B,D,-4.962398596981576,D,D,A,B,17.339342605619283,-110.42663338715745,0
Single,Bisexual,African American,-152.66110209349765,-42.92211736885822,C,E,111.1623198052906,A,D,A,D,-199.7351718605151,9.417680792595927,1
Widowed,Heterosexual,Other,169.11690860429877,-72.08838575266113,E,D,29.211643690448525,C,B,A,E,83.83420822892774,-113.11699999562124,1
Divorced,Homosexual,White,7.8379270183478305,40.932952053670896,B,A,153.72210368014572,D,C,D,D,16.98174562957637,-98.00166697937965,1
Married,Other,White,8.948166815551033,121.4617830790903,A,E,34.444375891737515,A,C,A,A,-4.2793334225092465,-1.9440640797603648,0
Single,Other,White,17.422148286602845,13.419384305126247,E,D,-62.6136214941389,B,E,C,B,96.39290560619835,5.179818397266956,1
Single,Heterosexual,African American,116.98077489996845,-30.386454348580017,A,B,-145.93518409709424,A,D,C,E,94.87439710114639,108.24573628421498,0
Divorced,Bisexual,Black,240.70736105414247,174.43904989479464,D,D,-26.861126322109076,E,C,A,E,77.28797627746445,-300.72888820241144,0
Single,Homosexual,White,-98.05827137398593,-15.570927062393764,B,C,35.22454857174982,C,C,B,C,177.6749135292811,58.71256272179429,1
Single,Homosexual,Hispanic,-18.158972016974566,-66.71406947455667,C,E,-76.99765446060495,A,A,E,D,-91.56751666730739,-53.37720471456897,0
Married,Heterosexual,African American,-30.27310854332773,-20.330672905547033,E,C,-63.10692539280194,D,D,E,C,-279.9271715326884,23.862372841298686,0
Single,Homosexual,African American,-53.28618002694597,63.14252751303705,B,E,23.607531381925696,D,B,D,B,18.40642654088685,-55.74202878416661,0
Widowed,Heterosexual,Other,72.44064333062863,12.764951394414185,C,B,34.60656416626286,E,B,D,B,-140.90836033000082,-61.92007602984867,1
Divorced,Other,African American,-56.21187927821667,-119.21393006846776,B,E,-145.7312464412817,E,E,C,A,7.883505098808781,-23.276837810353275,0
Single,Homosexual,Hispanic,203.55829692147918,-72.79742595903956,A,D,68.50405254803978,C,B,B,B,94.65047645385182,-46.44338847745156,0
Single,Other,Black,-161.75941623349925,-157.80526087188517,E,D,23.494358114354675,E,C,D,D,190.53547153881553,-77.34864831888683,1
Divorced,Other,Asian,-29.39729988425439,74.14397223026393,C,C,79.59282106608534,E,A,E,E,21.725722968843762,135.4864933121979,0
Single,Heterosexual,Asian,90.30775451620792,38.33762981603494,D,C,-51.45654718658288,A,D,C,A,88.78182841607641,37.07634861867211,0
Married,Bisexual,Other,-233.60152649783967,84.84388447023363,D,D,15.768445323188748,E,D,A,C,98.49942271940256,-56.89799043598571,1
Divorced,Bisexual,White,-112.69249943789264,23.57377535861861,D,E,93.05515391935664,E,B,D,B,108.25526324932979,-42.262891687555296,1
Single,Other,African American,-124.50426256773703,-38.23887729432895,D,E,-6.455232936358503,C,A,B,B,-176.7013285868613,24.788058805356343,1
Single,Homosexual,White,-40.51513344354797,-140.2515363742867,B,B,-26.16734398510694,A,A,D,B,-30.756667126430425,80.13117790551296,1
Single,Bisexual,Other,168.6872704938245,68.3050158635277,B,C,-13.011822214014293,A,A,E,B,-134.8126907766292,-67.876476029004,1
Widowed,Heterosexual,White,46.789285241167306,-22.292899361451642,A,C,-131.96679978550785,A,B,C,B,-185.34233326437038,-59.88209896072324,0
Divorced,Heterosexual,Black,0.4395217202388119,-2.618955277813058,A,A,-108.33626790052404,D,B,B,B,111.6347614354483,-43.194597366828134,1
Widowed,Heterosexual,Asian,-95.3368798331095,108.84624983022955,C,A,96.75555791010096,A,E,D,E,-4.693859716459065,-21.43653529832563,0
Divorced,Bisexual,White,27.80064955989272,240.90244103536486,B,A,-75.93869340273562,B,B,B,B,38.0177251606967,10.399432903540177,1
Widowed,Heterosexual,Asian,50.970834897483755,30.454322400750893,E,D,-27.77886284870586,D,B,C,D,-59.07448814246157,-111.07434314021896,1
Married,Other,Black,138.70495244856872,-77.66943878444377,E,C,-211.00583838487273,E,C,A,B,-18.979385564623197,-190.66050488235476,0
Married,Homosexual,White,129.5623230349257,-110.47560521406928,A,C,-61.15378504106567,E,D,B,C,-233.8091952986491,105.1276517712995,1
Married,Heterosexual,Hispanic,-126.68790347843361,-99.35199121173984,B,C,22.755879484574812,A,A,A,E,-133.76933184836648,159.55398650418888,0
Divorced,Heterosexual,Hispanic,28.384474944474412,20.10270333935989,E,E,114.98101488933179,A,A,A,D,100.9710875922538,-111.76452832559052,1
Divorced,Bisexual,African American,-78.25851042192403,110.37726794099736,D,B,158.39299571931122,D,A,B,A,16.968289663631985,-130.711198161291,0
Widowed,Bisexual,Black,16.147819924459856,-56.88066669218785,B,B,151.53917034985636,B,E,A,B,95.49975583052056,87.57262960574602,0
Married,Other,Hispanic,-72.43268483334906,51.68284762299148,D,C,77.95343435011604,D,B,C,A,-49.368541888591366,-3.824576666124112,1
Divorced,Homosexual,Asian,39.1959739039353,-21.14068731323661,B,B,-167.09887057431604,D,D,C,E,119.61798950223199,7.61960596562357,1
Single,Homosexual,African American,8.418731563257039,57.31350033650617,D,A,127.78173429719979,C,E,B,E,3.0113026673755687,-136.28037494898868,0
Widowed,Other,Other,-243.96856640230706,-74.26710260843825,E,A,85.37387878373019,C,E,E,B,96.08421938408692,-4.37901485507187,1
Divorced,Bisexual,Hispanic,191.68459934484892,103.80962951307447,E,E,-135.15179701676078,E,A,C,E,-157.80073841357245,81.19614808931325,0
Married,Bisexual,African American,-5.547980983957722,-118.09753943889598,E,B,-18.054481374008137,D,E,B,D,88.17915973546036,-91.34301111441147,1
Divorced,Bisexual,Black,-66.22552895422552,185.01030055375563,C,E,26.02591168660292,C,A,B,E,156.42208705700915,22.294137624207522,1
Widowed,Heterosexual,Other,-17.569192798965787,18.473039385984183,E,D,28.857534612006262,C,A,C,C,20.74846759969589,-246.46249554547342,0
Divorced,Other,Black,0.7855873880760308,-40.33838105174078,C,A,178.1632378840333,A,B,D,C,-40.27153866198281,73.59731293822477,1
Widowed,Homosexual,Asian,-267.3339406841407,-57.35868700101149,A,A,-81.7070521314369,C,D,C,A,6.672914572345399,-10.929995130364158,0
Divorced,Bisexual,Other,-81.50229077734507,-27.31606763888152,E,D,108.57492350685331,D,A,C,A,-123.03632006804222,56.619840868007245,1
Married,Heterosexual,African American,169.92597517132182,-45.9388945002154,D,D,80.88415874619946,E,A,C,C,24.428639294698442,24.771899730701495,0
Divorced,Other,African American,112.5919816568731,71.90152398797572,A,B,-68.34205684128479,B,B,C,D,32.84403605904955,26.226350023770088,1
Divorced,Other,Black,-28.129017056614153,-7.734111151217858,A,A,72.90073989688248,D,B,A,D,-57.64206845644978,118.93098565249423,1
Married,Homosexual,Black,-192.40122409309012,-165.7454419703779,D,A,207.50373113672057,E,B,D,E,2.4699684047656856,-113.42404516357054,0
Married,Other,Black,57.09166299316488,-122.95040404472515,B,C,-2.8354314329487043,B,D,A,C,-109.16519865075227,38.99739675005109,1
Married,Bisexual,White,-60.190491795441204,2.4887278854193493,E,D,-116.45069852489334,A,A,D,C,110.35997976952751,-58.16783352144995,1
Widowed,Heterosexual,White,-28.025896341370565,54.330833349506634,E,D,-87.9553102707208,A,D,D,E,-11.80812538495639,159.01373459195204,1
Single,Other,Asian,-76.82177541675485,-19.60323633374236,E,C,129.07059927642078,B,D,C,C,9.233789462760374,157.72855290893065,1
Married,Other,Other,89.1919616587723,-54.43927779602207,D,E,-145.3280977119491,D,E,C,C,-41.16558679541797,-44.629265487290034,1
Widowed,Homosexual,Black,-4.939626155086637,-21.90230732875896,C,C,78.09051041428933,B,D,E,D,-82.35786881029905,84.90902166791554,1
Married,Heterosexual,African American,-3.1793197849457604,-30.350637216931304,D,D,-81.14257163909551,C,E,D,B,10.148255600811158,-9.487967090113742,1
Divorced,Homosexual,Other,7.095114462277989,-22.084979862590625,D,C,3.4645574603341713,E,E,D,A,66.18546181952644,-40.107345223927716,0
Widowed,Homosexual,White,-102.39333405586659,-23.244373515936577,B,C,96.23045503712817,C,A,E,E,114.59317117093555,-17.51840089427788,1
Divorced,Bisexual,Hispanic,-38.27863186525969,105.73256760735903,C,D,-135.52323527623597,D,B,B,E,30.106467709987683,94.8706894054805,1
Single,Heterosexual,White,107.4512083969659,36.47248853682225,D,B,51.847287951960354,E,C,B,C,-123.50242572539945,97.58347602307175,1
Single,Other,Other,-230.74574245055953,17.33408513047328,A,B,-110.64602043740479,C,C,E,E,-33.53547329132221,-70.87711853862601,0
Single,Bisexual,Other,-13.001886377356698,-31.429268152466825,A,C,15.334660982210943,B,E,B,C,-17.065013108172614,-23.76720914125317,1
Single,Bisexual,Black,-87.54638850170406,47.61529284066849,D,E,85.0452565461729,C,D,C,A,-71.4951703246646,-75.66026926884192,0
Single,Other,Asian,123.10706903167663,12.54591745924073,B,B,156.97498426969983,E,A,A,A,-64.6676040325327,57.97144499325243,0
Single,Bisexual,African American,10.9560182493779,-121.3485938203752,A,C,119.06537945666564,B,E,C,E,-43.89150133038963,-132.76365824620754,0
Single,Heterosexual,Other,79.2961897083435,-224.3717079875745,E,E,-117.92743049511746,C,C,A,A,71.0085636977648,72.57927405516376,1
Married,Bisexual,Hispanic,-200.13542817640996,-178.07586170672286,A,D,-72.1029184998038,D,B,C,A,-101.25249275917953,69.82522893486531,1
Divorced,Bisexual,Black,32.822081733470455,63.498107497455706,A,B,6.555626732953254,B,D,C,C,48.502032091161375,77.04683231628353,1
Single,Bisexual,Hispanic,29.49410122407683,107.35030934095484,E,B,39.963720237325134,D,B,C,D,34.74010124930754,5.8038275964180635,1
Widowed,Bisexual,Asian,143.14864034351214,-75.80404337745115,A,B,153.71184621410782,E,C,A,C,-102.34567959442826,212.29714225328144,1
Widowed,Other,African American,195.92610012480688,-24.17952459224194,C,E,-36.99853354631327,C,D,D,C,100.7999204104167,-13.849482711062683,0
Divorced,Homosexual,African American,-154.4663469212423,88.37298616997512,A,E,-73.53878368293067,D,E,D,A,-134.6778861784974,-97.33311049170264,1
Widowed,Homosexual,Hispanic,96.09936200856265,-0.6623895604913258,A,B,-128.26529077199237,C,A,C,E,2.876571628477061,-225.90508208527268,0
Widowed,Homosexual,Hispanic,56.67389914189647,-134.6880444271473,D,C,212.11099086751722,E,C,E,C,210.2196196609989,-99.65081674891395,1
Widowed,Other,Hispanic,124.05866136256402,145.35544526693042,E,A,-117.45859526199138,B,B,B,D,4.635399161402186,-66.49624802903891,0
Married,Heterosexual,White,12.908725283598246,-36.3573322706254,D,E,107.52536581926071,A,E,A,D,15.627285095721868,19.239851854573907,0
Divorced,Homosexual,Black,128.23721178862263,11.655597387926232,B,C,-64.67008613062475,D,D,E,C,-23.554298091534257,-9.699742453993208,0
Single,Homosexual,African American,-23.917959589280983,-96.25856879999533,D,D,34.73336864951649,E,A,E,D,36.18678936912742,112.63373278337143,1
Divorced,Bisexual,Other,73.86063273063496,-109.072565152545,C,B,-12.261069162504306,E,E,B,C,-28.64908541779812,-195.97843570235636,1
Married,Bisexual,White,-59.79488683058466,112.4009561566211,E,C,79.32838541046144,C,D,E,C,13.547084669735149,141.61481956511795,0
Married,Heterosexual,Black,32.17024028307795,-87.28155334641612,E,C,-151.70543073125108,C,D,C,E,-120.21299403078032,-201.25261220155897,1
Divorced,Bisexual,White,81.00636221157315,24.703932088568113,B,D,-30.808121739213206,E,B,A,C,133.25179471580702,298.98677703029335,0
Divorced,Heterosexual,Other,59.05794258920982,-38.478683246018846,E,D,3.503526308354387,E,C,E,B,13.290396481862011,0.10607047314691274,1
Single,Bisexual,Hispanic,-36.207112932522726,-50.91339929515978,E,B,77.25128265980504,E,A,B,A,60.61551769985862,-94.55582846967707,1
Divorced,Bisexual,Hispanic,181.0544388594099,-132.0909082309261,E,C,-167.7988017014244,C,B,A,A,-126.79583958696283,-11.698285256670538,0
Divorced,Bisexual,African American,97.53932774100798,-34.73574513063762,C,B,-36.71935639949031,B,D,E,E,-42.348789389854,53.17282741590418,1
Divorced,Homosexual,Other,116.25251633218522,-42.06324313576141,C,E,-87.58883713496752,E,D,D,E,68.14090437630651,-87.07300458088797,0
