race,genero,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,target
African American,Female,-117.63036465308107,D,-73.79865931903629,-42.946684176071074,D,-13.345777608943102,D,77.99784390718044,23.610746159806535,85.35416635715211,34.548463991101244,0
African American,Female,66.601935995608,A,47.40476839409173,122.81032385496162,E,31.917994338706794,A,-179.0951370100948,-67.99367153818021,26.003362052124086,-81.77189861776576,1
White,Male,43.87404166212278,A,-19.309250997544474,81.6091644717682,E,-48.62911309137163,D,15.43178895387231,20.58893474232059,-73.51172558918029,-178.00535266787253,0
African American,Other,-18.448617035141716,C,62.87489219871756,-100.92117292942295,B,-26.29924221744369,E,153.12989508925995,-12.347088653638133,53.82773399605434,53.72450221934858,0
Black,F,91.22078468673453,E,24.793866306662945,-210.15373264156537,A,-106.0557216578706,A,-67.98271147641411,73.2171642159118,-176.05634270860003,-38.97987559064637,1
White,Female,-5.607004015903207,C,185.56813149116365,-24.008076404542717,C,8.40674530935599,B,120.07833180651623,107.6234083055962,-42.22565968046887,-24.9171057455048,0
African American,Other,-198.82720619479142,D,-7.822837475924064,108.62060727307394,E,105.92369005249236,C,4.578067886359838,31.576272970659574,212.58377528990528,108.22418968623211,1
Black,Male,-38.033129286518644,B,-57.88498149613018,-142.245974920923,E,57.65736820348091,B,-121.77710326727549,125.70839411100665,-57.352307391109534,61.73874389659034,1
Other,F,-60.324011748469495,B,61.20251268268914,158.89776128477064,A,39.34355532435192,B,-2.936110274675058,-5.142921422018951,-48.649548653822286,67.61654412194156,0
White,Male,-31.645623832905876,E,71.16423498533507,32.93224720576215,D,69.05383841742368,E,-85.60461924433845,126.2401310123193,-25.016212559802103,-8.596551342086142,0
White,Female,64.85852910613448,D,38.87383905320901,108.1113054889896,D,-24.87823209836425,D,-79.33650358244093,54.810144468586344,-52.50323210333258,34.54848698539666,0
White,Female,211.67004820918714,E,-169.10536293642113,14.23098281526094,D,-80.19449125110476,C,-48.44463589680481,78.61318886702897,-177.59379305262698,-195.5983536670152,0
Black,M,-5.320487900446058,D,-216.52233658871242,-113.68426219010288,B,291.56872279655505,B,-180.03936825988933,54.13679414442437,98.5053345391779,29.454679081968,0
White,M,-36.90086737233598,E,-146.15445981111841,-68.87069500036628,D,-36.69136477987703,E,95.94720736174915,125.25613210761466,-62.54383773397109,-67.6228769887854,0
Hispanic,Non-binary,169.9925876371734,B,-150.3965445044066,22.4523101463949,B,133.1349251835978,E,13.170484866865525,-30.620311987021452,40.50184095730274,-58.838736268292315,0
African American,M,-144.4820648747143,A,143.4569566224291,-60.69135868136596,B,263.16191822952067,D,-99.88040944030104,190.43189277210013,-16.935251085788764,-154.6405005859512,0
White,M,-4.250325573433483,A,-61.357674270411756,103.03809857298616,A,-6.851769311175761,D,15.088978830945235,63.607125552778854,-9.640132213625478,185.09232628989676,0
Asian,M,-101.78033375602328,A,152.8498866054309,-48.608771680410676,A,-81.54033033630819,A,147.22741133404523,-124.48612057929425,-119.44182749477423,-62.05500869932447,1
Asian,Male,59.97029692223258,A,76.68751336973743,84.13349041884166,E,-111.21226666150494,E,83.91332439662077,-89.0611557090731,-148.16186918014176,97.44085266646145,0
African American,Non-binary,10.070462807742938,D,-101.48973940042228,-138.56951925792868,D,-2.537719172078655,E,198.36207170527592,-20.50615221975369,131.12509762169435,98.92375012179778,1
Other,F,-53.7845031551736,D,-81.46182321798527,-84.26865332381144,A,-16.092862486956886,B,38.11892241918755,-138.70417931106047,-16.24703315849027,-72.42847493247298,1
Hispanic,M,87.55573718413596,D,132.31653537298024,48.111401892167734,D,-32.800121867021886,B,-193.39200507031984,0.5096704516348505,61.2663776642468,-81.40407998971949,0
Hispanic,Other,-42.559191698940054,B,244.19574275981418,-87.92480736849006,C,-51.013645535582405,C,24.056070763194334,-8.360808292333784,-133.24528519249068,-238.55015921300827,0
White,M,13.277098891228366,A,-13.801282783965396,-224.78887989881017,C,0.8238808635663883,D,83.1310754559594,-236.12085302500452,-147.5827791603702,27.127208992696133,0
Asian,Male,41.63846279150965,D,105.05065757834997,-37.93086040951429,C,-74.40851754543706,B,90.81292822454047,34.20587265084378,68.13600192571036,-191.63191195959394,1
African American,Male,-33.67982024902885,A,130.21824117783956,-7.317181572716789,C,55.26186093163671,A,-83.5720647154794,-38.21953049747148,-110.13900315332337,2.8431739653499495,0
Hispanic,F,-121.33415884124925,A,120.13350996872809,119.63612642113965,D,0.02085295517752524,C,39.0497010171128,46.931425277741305,129.91254580062295,-77.65247007329008,0
Asian,Female,-113.0974117233629,D,-15.356120367279827,-95.22559195157729,E,-65.73525532752608,C,-1.3309934179366847,-3.571280411684737,-64.28386047390255,44.84889749419487,0
African American,Non-binary,-23.055856442484828,B,-96.3764833564984,12.841959972843004,A,89.13444177320497,A,-221.60950344872998,-32.94734496709323,-41.16679559516365,60.91792955612688,1
Asian,Male,-232.8168317453125,D,7.021923078716344,99.81114014596291,B,-88.50887701404004,C,158.38246838561045,-140.9392389673216,37.27586407684987,53.51905623499339,0
Other,F,34.51948978106856,C,-1.0063976829160748,-106.8173737817609,D,-22.388978478216128,E,9.533259801485624,44.269284717804005,8.59679880807093,45.50882758256572,0
African American,F,-74.00807205968871,D,-41.85978884850709,0.22087830228093033,C,109.3100517358852,E,-22.237573189727648,-19.937770269516733,-54.88907028531532,-73.08140007382504,0
African American,M,-39.235763401084036,D,-139.36520151434962,-121.09508110099414,E,-2.689855279008769,D,-90.89132223989141,-27.94258628744346,98.37107753432018,-102.1255206415991,1
African American,F,3.997092997695823,A,-9.632821486066044,-96.92426273907436,B,33.515381159841965,E,43.3701528253483,200.89620000905634,-2.819059053444595,-24.705207533256555,0
Other,Male,-85.44785074840216,B,-164.1607685680201,136.22613451286853,E,60.29385524974068,B,100.14399441742587,58.80459282350209,-10.692766978875488,214.44938911032057,0
Black,Other,-51.626587614032424,B,18.395825341222608,-28.75125377370587,A,1.5618291719318402,A,51.424365568058136,-93.95995540436951,-46.12948012698039,-34.639492562425076,0
Asian,Non-binary,-26.310452012407538,A,78.51268196860926,-123.2180940351646,A,52.46551650794079,B,-30.267242765829465,215.43973715437303,-97.91104980255068,-77.15266699501476,1
White,M,-64.61818501886516,D,59.53407923572358,-88.27416352721166,A,-16.891075663083228,A,-75.0710420980245,24.224793258883086,-177.97648967793407,52.50092464095305,1
Hispanic,M,-51.149832720357615,A,89.67730182150773,-65.59529524729703,A,53.12522828071216,D,-109.41882566239431,-69.43412446186773,-180.90227947103259,-102.27481860413592,0
Hispanic,Other,-261.97351137678527,D,-12.782397678172384,-128.91754179445113,E,-72.91819033091525,C,-95.1707735292959,-117.37507867483265,59.064569643530795,46.302869024108354,0
Other,Other,50.796544176229574,D,87.76263829439984,-58.51036302981696,D,32.89099764615083,D,-97.5271801720479,-71.44011402797925,42.40062689528309,17.91106400216567,1
White,Other,98.01456302990785,A,99.5512046349921,-60.395079064410474,E,64.91318597539914,B,67.27298418271612,72.6711277589144,66.24944667534703,-52.67766321175015,1
Black,Non-binary,-198.5915979848959,A,-26.927604663540478,69.55624185741185,B,58.28554867872639,A,26.85898747833994,-255.9146659095764,-176.35207443304134,-104.32236079617876,0
Asian,F,-152.22260701634724,A,-78.77633110127118,87.63403314301502,D,-36.89783354409657,A,-104.01120363423347,-82.45068436309573,163.67143670569874,89.1178054833366,0
Other,Non-binary,-28.614085530182447,C,-14.314798499865669,-26.893246434175,A,-142.71321556663793,A,66.05731116096005,82.02855965904942,5.525581784796374,-135.4837868254467,1
Hispanic,M,-124.44942845527396,D,-45.291128460847276,73.95063436468335,B,-124.64643716752593,E,-151.54475073633216,-85.52585461802991,-6.137315125218615,-237.63848906182722,1
Other,F,128.9844991249914,A,-30.7248311568267,-191.2723137038202,D,-74.90132177001513,D,8.129813576451472,81.67865432922822,46.05991155339415,-128.93641866234032,1
Black,Other,-209.25836472959608,B,130.27709820549512,14.658590531568777,D,53.15536723242672,E,-7.212917398898604,-19.088730700460903,-8.318823922429155,43.377836100837094,1
Hispanic,F,-0.834658361930506,B,75.86612891416897,93.2866626902277,A,-2.3810814470541963,E,-33.64583016409755,38.37307105185454,-196.40055054233736,194.63850532162485,1
White,Male,166.72252946905977,A,-69.66988170196558,159.563498634752,B,-137.32335096813424,D,38.48428021852228,32.42986828823326,92.53145332625708,-28.668128008457888,0
African American,Female,-171.51322637147953,D,73.56930661778853,-147.33187620609482,C,-85.95315475189568,D,-152.1460565376097,-96.40725716288453,-10.296969737853425,79.06770919112677,1
Hispanic,M,-52.783851008001314,D,59.637508460094914,83.12371042374215,E,50.0971396169183,B,-155.95778849057228,-37.99276615804923,-118.1895652044898,-61.14687283892992,0
Other,Male,-174.97348817042985,C,108.7461236648518,30.542325901977392,D,42.969325809682644,C,82.66047751578466,-133.38057435104466,-36.72211152352956,-37.3653157908445,1
Hispanic,Male,-19.751196781327806,A,128.24041432757676,-65.22668700460076,E,-165.7423337593104,C,-15.29723000954191,-161.03009229081655,-23.68396318023752,-34.94005704850659,0
Other,F,-24.813373455910018,A,-180.4755295743437,-161.4860189940195,E,-74.38618813470154,E,-32.939421567348134,-65.07682718709636,71.80583471376391,-37.089707163278476,0
African American,M,54.10063530499772,C,-168.49515690076882,-80.06342654292907,D,-25.903125516077758,D,42.540609667772586,32.6068650604482,-117.058830170133,235.76993556503066,0
Hispanic,Female,-17.2519614103395,E,-40.948165075646465,-25.004197256704586,E,-10.425325365160006,D,0.5188730423862868,2.472869729477665,108.31145874132547,13.105754646630713,0
White,Non-binary,-13.619268903486844,C,72.83393322361133,-105.35342633098654,B,96.54060880919693,E,-20.635409972264014,95.08431642394316,-72.62904854866001,73.5618376861726,0
Other,M,218.31969648297874,B,-206.48910014730464,-56.9962452000096,D,-185.2743701347257,D,31.431404240339095,-61.978258669295435,-24.591985613267333,-47.75352816156382,0
African American,Male,127.61636347895242,E,52.26780578147694,48.93589916631894,B,-4.353806143049542,E,-0.3650806727798928,18.112878186214925,0.34094504867530917,68.79858702449131,0
Other,Male,10.771321406490799,A,57.63997208662611,-48.74336316182461,E,-15.427550536681286,E,-83.40540466283923,-63.1623991256945,6.546506018125486,-28.0526134762707,0
Black,Male,-126.42517686064696,D,32.53554543118922,-81.17918977124721,D,-5.047497001677321,D,95.3011832713204,-77.40508651673068,136.42837052883417,123.53854083156925,0
Hispanic,M,-0.7201885865545561,C,218.35319099810943,31.61056667074429,D,-52.81688479387372,B,-111.0687235347533,14.916530024193317,69.54951067586039,109.85498186676364,0
Hispanic,F,8.907428810164227,D,172.8393182673956,-102.19690778141981,C,-11.561838405583048,E,63.99445006186475,44.741777587312,-61.361489403428706,-133.69366199108765,0
Other,M,-101.058665940337,A,-49.26556184045865,60.92854776733279,B,233.29232002036554,E,3.5109867732906928,-187.38594534248838,54.86194596470112,28.19819337468099,1
White,F,-63.14981673627626,D,172.53751780259503,-131.11163961210988,A,-97.57627905489242,A,-111.2908098650565,107.58339504714745,-130.93969573720054,11.098924642168688,1
Asian,Non-binary,-1.4123953028000784,D,-4.036930598526492,-20.192317342840692,D,31.217863743356105,A,-111.07855700699787,-102.93524983305704,8.029392409386718,-59.466196814010296,1
White,Female,-87.68065213444662,A,-57.0680880030081,-74.70033218490872,C,-142.86681401414876,A,-131.69150142713545,-160.2098993078422,61.52045433774628,-176.6792451266114,0
Hispanic,F,84.52559919056213,C,26.77912206736817,-47.6941055611696,C,5.739650268808692,C,-165.68843903694196,-91.77816643871559,-143.5719401730598,28.17370766284202,0
Other,F,-4.113468099019733,B,25.620121540196834,-24.848571056510924,D,26.971484847523698,A,35.138065224498305,187.779947638264,12.731806297561901,-8.849434519533691,1
African American,Male,110.7487272374359,C,-163.26449425988076,-82.35874245548993,A,156.27206525999034,E,23.827271103453047,-182.09955006097113,43.04103371408791,-216.87775110875273,0
White,Male,69.258137109098,C,84.4036320786651,-99.37639828772238,C,46.59949681343521,C,-122.68819011304018,-77.94006257884199,157.0350376787695,-168.7447608605077,0
African American,Non-binary,64.690124849551,D,66.78945222541351,114.2531799853539,E,-7.786280485101991,A,120.63766627034641,93.81502918770799,41.079766886174255,18.423978429916225,1
Other,Non-binary,27.103495718157983,A,156.3648623664263,-63.47142947435488,A,-50.55615334634203,A,57.56158059239912,-7.177086455067884,151.6060914840996,107.86999235258958,0
Black,F,-23.244772536058857,C,234.65706792131633,47.89816494180411,C,128.83849688164707,C,-105.60818358433784,-50.14845363157568,-68.55499743454682,-47.659388802151796,0
Other,F,88.09315761951444,A,-125.3982003867657,-68.07659727919663,A,-12.55476465790595,B,79.24806354168713,118.07137309996759,-54.08238365654026,-102.80027124413846,1
Asian,Female,-81.01497804150982,B,-55.34398540140203,-10.837785514169255,C,32.88089657368241,B,54.581995423186555,55.88773093787217,-2.6299975595674754,-62.92053492379374,0
Asian,M,-127.31895112531231,B,-14.949980543557412,-14.690011298786107,C,44.51846750321039,B,87.08918667990088,-145.63294432735907,128.62019023074862,9.068798680969117,0
Hispanic,M,-77.54793730846939,E,-39.18629473648736,50.19096195342413,C,-210.84054187730467,E,-6.230417196691981,-98.83735913449433,51.376532222305904,72.2542885661082,1
Asian,Non-binary,-7.610087495067804,A,-118.03041917126906,-73.77647856976958,E,77.84061655204371,E,21.316312080641435,-58.11433584108274,62.93890524142973,9.30421355042321,1
Other,Non-binary,188.8023576594174,A,19.93964021064989,-75.75042142950139,D,4.967661798775433,D,-74.66957176138608,-9.749823719182453,-10.19864992630636,78.34524245760039,1
Other,F,62.61439299178741,E,-75.62230318091515,-182.2859797421281,A,78.56817135379585,E,82.95319956743954,167.48632290684372,-20.423083303765846,24.223519493234697,0
African American,Other,47.21021056847326,E,85.06076963755211,-96.26590770513026,E,145.85790731581218,B,-58.295119016010844,-54.56035467058471,-75.24650102483396,104.38496720516035,1
Black,Female,34.60792034002797,C,-45.63002954677615,103.16440500277476,D,16.542240051508166,C,-70.84359759729311,17.571233941719605,-42.45807929182866,88.4505772223223,1
Other,Female,80.1071488779682,E,178.15240418729877,-112.85184021669441,D,78.89332253208393,C,3.5393531602870807,-34.783816114075925,58.212035143861975,-16.24874423729896,1
Black,Female,-60.62950899470274,B,223.4197766457637,120.44559501277581,C,-34.29531799206141,B,-45.60575754900205,-0.508323286106114,19.916560171839013,176.11624067437515,1
Other,Non-binary,144.2956096986678,A,45.22406137747899,-110.99962310869915,E,-12.764643709587983,C,130.88582528562137,249.395318686584,3.951930975497145,142.82604668344047,0
African American,Male,39.857872999572,D,-111.6247443703053,35.401332893619056,E,107.79473186921726,D,-19.963732607896926,-35.42653167689453,35.439121609949424,-99.09243649843829,0
Asian,Female,-78.87642706804581,E,95.68554227368334,-17.279071129312097,D,5.520873832267153,E,-89.39745510460165,-32.40067829330945,-122.98312205172024,-214.00562176372415,0
White,Male,-72.23523463730457,C,-120.13159393938577,-153.01888123678722,B,213.86932957255578,B,-152.7211296674108,-126.84776561372286,-86.15909859958634,235.66391908423415,0
Hispanic,Female,208.62581521933964,A,130.49753917829864,-59.04316479685027,E,-27.29881600492863,C,42.40030214057223,-129.37645998887405,-313.0658554112638,-110.98885845418995,0
African American,Non-binary,-160.86625808663788,E,185.2380153209659,-106.35561018696048,E,66.85751403253833,C,-56.643538354522185,-50.97237782082913,-9.388219239799565,-35.29052848016357,0
Asian,Other,-18.321598128588406,E,-48.484223414936935,49.108680368678506,E,-9.684636992120355,B,23.285651354371264,-17.998357200896002,93.13944023366184,17.54012743023402,1
Other,Non-binary,-6.893821133198127,D,-113.7521379100253,121.80217414173732,B,65.21173953450574,C,12.807512606418817,64.02451372463818,-25.17764666465499,-127.2962267009932,1
Asian,F,-87.9761564788749,A,45.12568524423343,-65.24220306652246,E,112.34728728905814,B,-29.29157102871798,-41.51081593178388,-6.137822770262966,-81.87032943317702,1
Asian,M,24.26675020824884,C,106.57600032805085,-18.45167762056377,E,-6.167644609035423,D,20.328394109249643,55.17323606887433,149.66429585463126,-74.56812242213897,1
Black,Other,5.945133531128828,C,109.04554897636676,56.523190981072744,D,-153.99958736054683,C,-24.79142501818187,177.55674132852272,-120.93210459727142,159.86735971719756,0
White,Other,149.00774497031574,D,127.92356811891395,111.76794369390237,D,143.80207047039002,B,-61.39938946500736,-95.26198318978243,63.32017703183389,131.36116266309602,1
Hispanic,Male,-91.58573837093131,B,-219.36583535546112,141.6649044418279,E,-82.92151632524059,E,-188.68228352526313,-8.907837143074088,114.70067538290338,-123.55099971771963,0
Other,M,84.49553917651185,A,92.20580588829401,-26.400930161742657,D,5.286862904114587,D,75.78846848609973,-86.53555561279073,78.72184244921748,-53.323757885035704,1
White,Non-binary,52.48485709098472,B,-65.52563263852848,-13.634356895261245,C,-26.54972035786024,E,-7.796267309241331,-175.45771500307308,70.04395098441107,-200.83717018748453,1
Other,Non-binary,59.14574223893791,D,189.50846033252938,65.11141050579202,E,-102.97807134223534,D,98.33279521621301,-82.80908318276656,138.09976886934007,-107.69496911075969,1
Other,Other,-30.85322823706822,B,-117.80507708094112,-42.69749426500467,C,92.06281610193396,E,-104.84838631344202,-0.2983932045088719,81.78917725504498,194.10531103312715,0
African American,F,31.79988636654487,B,126.96261022167134,94.57898162137413,E,-89.31479809512247,D,-45.77860480227572,-81.7111667081328,-201.11299907887536,-66.22007001743252,0
Hispanic,Female,148.59203321243297,B,38.95424547588569,24.812692355655493,C,-58.59744140456205,A,-19.291059073253038,-80.08458703726068,0.6293735318651617,3.293616027287756,1
Asian,Non-binary,-25.50505616637382,B,70.71399004528432,-57.291850228930606,B,162.59242428305504,C,-144.96715384450178,-47.81541983068423,92.84787155309077,-2.2572214751541164,0
Other,F,15.001416792501862,B,72.0597607387554,-113.23906907066348,E,96.51048666906402,D,54.103473007260874,-39.750441122569704,166.91434079744113,-171.356498598761,1
Hispanic,Non-binary,34.507236366988394,D,-50.64952253114347,-64.35184168798887,C,74.03476371711508,E,221.71363417218782,-116.20558344525367,-1.4338450461345325,-19.05032057002998,0
African American,Female,-85.41086518359558,A,-20.795970539093524,15.504838144902934,B,6.671047449345094,D,-76.90057478185557,-67.19553125471712,-19.291371812134916,-119.12767403457241,1
Asian,Male,-35.720536525017394,D,11.918788274186612,-101.898280800314,A,-95.5672223826853,A,-29.077254185048485,4.461059601834825,-43.794047360532964,-65.47068680722722,0
African American,Female,-13.946553942011558,C,44.31974280098389,-150.42879277027097,D,48.84189086613222,A,40.64176890359554,234.0866174048583,33.996214034430544,13.405802996226296,0
Black,Non-binary,-13.35775310670711,A,72.63462294616141,-20.176404134445157,A,-296.6592300679567,E,44.82509573319508,-109.22199982410629,83.91553352618466,172.47019209315036,0
Black,Other,74.72448582825454,D,-22.748240680841548,113.90475290770942,B,-163.32751415505987,D,106.87651996600609,115.24172632276333,149.1378147685271,71.92133703423544,0
Black,F,-65.36868612768126,D,-199.87045091241177,99.36351338233074,D,-164.53748941942288,C,92.88440776677544,49.27587591067027,49.414173608807815,184.1299201243617,1
White,F,9.663420580152124,E,-56.35992091941069,174.18044910932628,E,25.608080510912107,E,-1.3808637938688049,20.600401046708306,-126.1843104217734,143.41173169096203,0
Black,F,-128.7900885256425,D,-69.91493846789132,51.338035502666315,A,3.7708364106071515,B,0.5753600514456162,-22.550261162858078,19.466829170657125,110.62038589437489,0
White,Female,167.06624005407144,E,-50.23432611345676,-79.72000828553239,E,161.48133490989443,D,143.01612300570622,-126.84823798439884,155.26278833401926,-90.25404784291933,1
African American,M,-15.130925125393931,A,12.523112477367567,-77.31923691077414,C,90.76955800887578,A,50.4775146691446,21.131709719349175,-7.80549216998176,-85.1584703559182,0
Hispanic,M,-183.5720770446002,A,-38.622251226319825,52.336313620962805,D,-29.05361532515702,A,7.551299328642925,-187.59662714452878,43.11299683545996,194.0024911005404,1
Asian,M,-37.698375155393954,B,-44.73696877335058,-65.12232506999945,D,-63.590499519654685,E,-54.22634227530142,-103.98236134198882,100.64457756083594,-103.41848607858928,1
African American,M,-85.91299238471137,D,83.70820474546969,-49.91248764803796,B,-126.38222696779448,C,141.18570581270174,-76.86231757990095,130.56103777324327,-217.22305395747236,0
African American,Male,-46.22454956645321,B,60.48184942003925,-70.00926586439176,B,52.717574486848974,D,-18.02570444822395,-49.49434234236561,-45.802695225201404,-16.093864415947966,0
African American,Male,-2.371933584118639,C,-150.05964429972565,-67.48750509045198,E,117.68096758576971,D,-79.20871756323898,87.65765025057945,-164.58159992768842,139.84171810785725,0
Other,Other,-137.1952807807968,B,-100.80673467222894,66.17162558700655,E,-77.51107208816485,A,44.760050595638496,195.20358984907628,12.349623189592014,-5.58973600520756,1
White,Female,11.873222522507486,D,-67.06807231703854,-70.65467507964131,C,-89.60970158697663,B,35.34051494158286,8.575209102293009,209.86739078120644,-9.183569125553523,1
Asian,F,-64.35493623810903,B,-91.40028244549796,52.91134185324907,D,8.299173003094904,A,-25.185363226245627,149.83178417762028,-119.49188623890443,82.30027484452042,1
Other,F,167.2889091892372,D,-9.252192250302361,68.84206413663935,A,-29.279464101345752,D,-3.0246010603917752,-36.71566824424748,64.60252470774024,97.06580373470248,1
Other,Female,30.07532375899011,C,-151.0791211511502,41.59747485579611,D,187.66334405483772,B,222.7588951905926,19.106140458841967,-200.9105872023818,-88.59599306589564,1
African American,F,105.95598582769148,D,-120.46322891578012,50.877969687751076,E,121.61207385647566,B,-186.64262441609654,4.523533956422756,25.829818620765217,102.61801022303216,1
Other,Other,-3.14979519709896,E,-164.85354989644713,-13.504740905927473,A,44.21624006966389,C,18.6793343555407,-113.69613462927886,-122.73336328423628,-48.26199959405361,1
Asian,Non-binary,-71.33006847992304,D,132.01280404379,-5.434771830886465,A,82.59026638270474,A,-90.02353349157079,26.312629644573132,176.6825190630367,-170.315640063134,1
White,M,33.908937325927745,A,-108.35138116913407,76.49649081877939,D,-53.47009747579548,C,-54.89922197047014,-17.748849708770983,11.909599044986221,67.7867998204871,0
Black,M,-57.88616255243918,E,129.72802957429874,57.28927793121089,B,14.424468555161912,C,207.72044237810405,31.275499875693765,-228.96670209940052,7.935127472247007,1
Other,F,-117.58771159348356,D,-40.30512587615874,20.505650476991413,E,-67.46621268291712,A,-65.38321809247022,-139.1651820796019,59.81773485428028,90.54301647578616,1
Black,Non-binary,-102.40034343325615,C,191.00203447025925,-109.84335196256035,C,60.75169777450306,D,-77.753771999446,27.146208147927986,76.16886228446286,171.63026260927987,1
Other,F,-7.109634344616459,E,65.6930368256476,-97.99135494890862,A,-35.761182273951725,E,-209.50498605598256,-168.49429882753785,-128.7869460326764,20.96723771747926,1
Other,Non-binary,-29.082387210672316,E,29.127973377319044,-149.70408518804,B,43.02967682980181,E,47.03839737282854,-125.15188030691449,-27.601670398630358,-56.997417003294885,0
African American,Other,136.4422579100171,E,46.391961195048395,-138.14887589209576,C,203.1923288405412,A,126.61568376202472,-6.321648829957666,22.3087811580016,232.99705408790444,0
Black,Non-binary,-116.69458819669947,B,-47.54330875071353,103.45407136187237,A,18.82419886239223,E,58.492661710959894,-72.6370888377484,-15.384686279467402,131.07387108898823,0
Hispanic,M,-56.874746285166424,A,-53.93731169235048,-91.52304379297959,B,21.915749634567423,A,112.9585718949567,-90.36954932016062,4.571741502237173,164.91751596327492,0
African American,Non-binary,32.13067628225888,A,-121.49009857720685,-18.278511555850223,E,-29.748742376419003,C,9.769670658824564,-151.16409397556373,-13.550884511757063,58.83934114156123,1
Hispanic,F,-31.050014560153638,C,-63.220487365224244,-45.546381428075975,B,32.20924424908957,E,66.78387708209837,-55.471419988819136,-40.83329771751357,89.08192540248741,0
Asian,Female,250.94164519804346,E,-77.06518647715245,-32.09999963072274,E,-186.44615868091103,B,70.40534303302502,-118.94665646641592,-135.6605979496918,-125.13007352251388,1
Asian,Male,-205.75872212830038,E,163.4439825693281,-12.165748899155597,B,94.90399443888649,A,-6.550695034205612,59.41064110861569,51.00259299655201,-184.57405480053956,1
African American,Non-binary,-37.83661817982336,E,-83.79097397763796,44.1562241448963,A,148.81116007321867,B,30.670110132422874,0.6983787889992541,266.2692227596848,-66.1086233591797,0
White,Non-binary,-15.933481021594051,B,-11.325629888116092,13.27742727064427,E,113.17689856992826,A,-55.85181655950168,204.88146828596686,89.51624817480871,13.508515270763919,1
Hispanic,Non-binary,37.69349646245723,D,35.83740513476123,-120.1679184056519,C,-31.22082104513188,D,-85.73512887043715,121.09615700725946,23.64469414930641,-16.203146447433934,0
White,Male,-64.04780871348899,E,123.33521684095811,109.92488625284935,D,150.14396590898878,E,199.24953245958133,0.07856506562382713,-174.80042587729437,-77.62923339665952,1
Asian,Other,55.724717591419214,B,-133.40715226259584,-148.27695681769256,E,2.242487805736435,E,122.90143801960383,-38.73127382827833,9.646596912325974,-0.958684104313323,0
Other,Male,-80.26890395931504,A,-98.96291437682444,10.252417194970517,D,84.03159010371252,E,-50.227731418038346,275.396570190597,-87.12669243416188,-22.66034872964935,1
Asian,Other,89.23291462380182,C,179.27424944032813,99.14385734019322,A,119.22518149651651,E,82.67603466107175,-88.31053265356546,-147.9502960452527,-13.63327565107306,0
Black,Female,-147.0882975559896,A,111.53720244493137,46.72853574120252,C,52.36229733500862,B,-84.69822790929399,19.024899535426496,-118.78526183972349,-152.32872192967645,1
African American,Non-binary,-13.812204595861493,C,-97.55582461954921,-60.43366421442855,E,-91.73999738294025,A,-159.29900214352946,-51.70001316572963,-10.407273179213355,181.09977587200157,0
Hispanic,Female,118.16992181447685,C,-66.86945471337305,25.112677231335574,B,0.4503371488989756,D,-28.377408228348987,158.90429868500365,-47.45099586726356,-63.22844111737632,0
Asian,Non-binary,-91.77022500351565,D,37.08733436534144,-4.694968219459002,E,-64.85202115448328,D,-60.81390684455894,30.759156697259737,-18.278116821909922,0.8204475826075971,1
Hispanic,M,-94.540926897334,C,78.12259216170648,-6.962083509477482,E,-103.86451996136768,C,-91.1367068030939,-26.73554365450653,63.71117712413076,-53.92365900373597,0
Asian,M,66.04532366875378,E,-10.195902741880042,41.87463062324051,C,6.666053715795179,C,25.58229662443292,160.66446425774524,-32.88171824383189,131.17103752237415,0
Hispanic,Female,108.93140998258495,B,-155.86730405140864,45.85991246046323,E,75.35671260148064,C,91.26072812957038,34.85878972427101,-170.62433154756656,-199.47634197890542,0
Hispanic,F,70.74449451608629,C,74.1948257633536,-94.65937833173827,A,0.7317346177242811,E,82.59086962026684,-134.26273521120277,-5.459646383288113,-30.907499679672696,0
Black,M,-5.532991192849837,D,230.3870110828194,218.12426086600598,B,-23.49516152483106,B,-56.96171718030647,93.27081304072088,-73.51280801540919,-59.35303226977552,1
White,Non-binary,44.72854948155603,D,85.7590711912262,35.78135730388296,E,-28.42081393816998,E,-23.333439517922493,-18.989321750798332,-87.59807118559993,94.63111161085821,1
African American,F,232.80004493136758,C,-143.2941880429492,-172.39581620784338,D,69.26659915873378,A,-219.95549310769218,-26.6604541527581,-29.451910955758727,-140.17854186636228,0
White,F,115.03207574221175,B,-14.096700744354832,71.82974829558593,E,-56.86061300416506,B,-39.472380521487636,-233.6586246444852,-90.41817233767038,124.43811357475809,0
Other,M,-150.5601554996175,B,124.62796420786279,-74.39165759896376,C,-1.4631221967235566,A,-22.215167639408396,49.793618557372945,-32.968212048071024,143.4487544922944,1
African American,Non-binary,-139.48075081176424,D,31.956688807742584,109.90982874420271,D,8.367274448849999,A,-96.24097890431949,-39.692641564609886,-58.25926809764438,-74.27953066370233,1
White,Male,-142.68701648593114,A,81.7681614720332,-36.656667782580264,A,-158.07081788638578,A,30.201164284719738,34.759584266289046,-134.68298768496138,-321.6843615182656,1
African American,Male,-17.957420229135707,E,130.99843777115075,-69.89226495385465,E,-191.33126116391836,A,-28.903787049387464,-95.02689844410519,196.31529818249965,-250.9460624714114,1
