AgeGroup,genero,sexuality,age,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,target
36-50,Non-binary,Heterosexual,27,145.17577148606188,-149.96243144183717,B,A,B,-34.79027020595397,A,36.6053615214449,B,-89.12056775218817,D,B,59.68410946681201,C,A,E,-220.67522456823968,1
65+,Other,Bisexual,46,-64.61818581324434,-68.88005798337163,C,C,C,-78.40067195461616,E,87.68760667537889,D,-101.94894923358487,E,B,80.3016666141921,C,E,B,11.918713118220735,1
18-25,Other,Heterosexual,53,-53.552300320906745,35.322124813086994,C,B,C,263.32751491678994,C,-1.4498262603420011,B,73.38641954929741,B,A,141.7218743251336,E,D,E,-12.038842847900215,1
65+,Other,Homosexual,56,-111.72023377538787,60.15672622209234,E,B,A,-79.09784908690516,A,-154.504763982293,D,-3.0914496682639956,C,E,-100.71924030169217,E,B,E,17.00553437137163,0
18-25,Other,Bisexual,78,-34.11377862362872,127.88813173060056,D,E,B,43.00157115760359,C,139.8534167636631,B,-66.54924456664257,D,B,-16.907121607857437,E,A,C,10.523469690051563,1
51-65,Other,Heterosexual,49,-1.5978099528102883,-47.95721370834837,B,B,D,102.65583356630184,A,3.332020482051279,B,59.32404398568478,D,D,-104.90072999416664,C,D,C,109.1557488267531,1
26-35,Other,Homosexual,53,-19.701236333976386,-77.24039223962438,B,C,A,-43.967913841715706,A,6.01905081205659,E,157.3635352332028,C,E,160.72308571982063,C,B,C,-4.2866501353857895,0
26-35,Female,Heterosexual,75,19.905603646764693,-95.1455010916736,E,A,B,16.73530705201298,C,-160.13170893826202,E,93.8322139386189,A,D,83.86547624111228,E,D,D,106.58086673430884,0
51-65,Non-binary,Bisexual,56,12.778481348572118,-118.85593553100978,A,B,D,118.24160037751574,C,162.24687395983753,C,71.66189632213573,D,D,245.18592823671295,E,E,D,49.99753297891908,1
26-35,Female,Other,79,133.4977778222004,-230.02759158644955,B,D,B,20.85828896300221,D,171.0758760269346,A,-125.74523084430645,D,E,40.30862889184797,A,A,B,154.0225306637371,1
26-35,F,Heterosexual,48,73.09846525818634,-37.021138857025576,C,A,E,-14.729672870660462,B,-234.29851294449045,C,-199.9524638167035,E,A,-18.243447867287237,E,B,B,-54.16391460200185,0
65+,Non-binary,Homosexual,28,-201.77675886350946,-149.35933156827136,B,D,E,92.20880292200066,B,-40.87869054754672,C,-265.76528083702755,D,B,70.7922092509016,E,C,E,-243.45532350315366,0
36-50,M,Bisexual,78,-8.44581989439453,79.58712234344137,E,B,E,-68.79064875866258,E,0.3521788852996758,D,45.10416769235771,B,E,-134.0923297112323,C,C,A,171.68233417702282,0
18-25,Female,Bisexual,27,76.94683555255276,33.19034688229666,D,D,A,-71.45931204088681,D,-24.914130477870728,E,-150.26800698730887,A,A,50.18001485113217,C,D,E,-4.5977329103097295,1
51-65,M,Heterosexual,41,-15.97453222978284,-111.01646656449411,C,D,A,64.81946518594935,D,23.138412445425878,C,87.00067018141527,C,C,-31.971364294056848,E,D,B,250.43239784826224,0
36-50,Non-binary,Other,71,-31.2300068823822,-132.65546708071403,E,C,B,124.63331741196137,C,-81.66863772184944,A,29.143167855922474,C,B,137.52853015454883,C,E,E,32.342264669778814,1
26-35,M,Homosexual,47,-13.187683496878947,37.35269516269877,B,D,A,58.134774977723765,C,24.909882167595605,D,-8.38146955954054,E,B,143.8154477349643,A,A,E,40.890255226145946,1
65+,F,Bisexual,58,98.4895424653878,47.910913693941446,B,E,E,-37.170831859576076,E,65.41460601360491,C,-0.3286167879326022,A,E,50.19098713731609,B,B,A,140.40639260098345,1
51-65,F,Homosexual,52,-134.9915271191053,15.51220888639907,A,D,B,-141.20072971310816,B,-220.10827749648968,C,49.205933713935266,A,D,-98.18626047255897,C,C,D,-18.600400909473084,0
51-65,M,Other,22,83.4930494242165,-52.906100875615344,A,B,E,-6.127738606437469,D,-26.853517843203857,E,79.87757703099838,D,E,-10.215288000000236,D,C,C,-66.42509614884918,1
18-25,Male,Heterosexual,26,112.83146931883779,-58.377551002116554,B,B,E,44.323247722827716,C,119.2354835609611,B,-107.32008820247559,B,D,-3.1727671211069683,C,A,E,104.29307599184587,0
65+,Other,Heterosexual,53,112.61526648284435,-239.29039601514867,E,D,D,-108.00587486366145,E,114.18480806955284,A,-4.454802851594716,C,B,19.16748716662859,B,C,E,41.269401975989034,0
18-25,Female,Bisexual,76,-154.0175553296094,-118.9944049055151,A,B,E,-67.23153341283997,B,205.45720378763468,D,-119.60229192507211,E,B,-65.35120705763325,E,D,E,-4.543822730040436,1
51-65,Non-binary,Other,29,-6.2932292637760705,-75.83759030427714,C,E,B,150.62244347605142,D,135.61319377098224,D,106.1405783496518,E,B,-33.74756649513399,C,D,A,-65.58444308086531,0
36-50,Non-binary,Homosexual,33,-42.93662675073042,72.62026014034049,B,E,C,-120.75350356331722,A,68.89925292973807,D,82.74839205822529,D,A,174.33177394048928,B,D,A,-45.63631700770632,1
65+,Other,Other,70,-62.370212331206965,-120.43434650494531,A,E,B,12.463185853794956,A,-13.86432689691262,A,62.44198679803562,C,E,-54.791745420589656,A,C,D,64.2973691527165,1
65+,Non-binary,Other,79,175.5386936233321,7.968235606681498,B,E,B,107.6618978343065,A,-148.18894120325183,E,-69.79055704932212,D,E,66.2555069678213,D,B,B,57.464570935681614,0
51-65,Male,Other,33,182.09664500000264,-2.1517461363739727,B,D,E,-98.80568926988155,C,-23.27965382844986,D,-81.67945910750412,C,C,53.707720459067474,B,A,C,-153.59092929753885,0
26-35,Other,Heterosexual,59,137.13470558829945,-1.7646675505132061,E,B,E,173.62546018665222,C,-91.73979138797672,D,-1.690242793029802,A,D,80.09041533807924,E,A,B,12.46559160161138,1
36-50,Other,Other,56,48.704538665549826,-111.44084870400984,C,B,D,-63.15552555413393,D,-125.6080272132554,E,29.540673706369212,A,B,-52.946537218146695,B,D,C,-208.6411314645373,1
18-25,M,Heterosexual,49,128.8695921860087,27.01316850896298,A,A,B,168.16591166298116,E,51.93418412493239,D,-19.627427806553097,B,A,157.36642151718695,D,B,C,71.27821843263156,0
26-35,Male,Other,45,4.587128800937166,-4.397196831901925,D,D,B,30.862928763031977,A,-7.797792680059164,C,55.81279587175757,A,A,70.39691111088194,B,B,A,-69.4832255110629,1
26-35,Female,Heterosexual,54,74.40341707855077,-34.94268284797709,E,E,E,29.776918777217347,E,-130.00937838457597,C,21.977272417882688,B,B,223.3256028160385,D,A,C,-9.850216449478957,1
51-65,Female,Bisexual,36,84.90683403149521,-54.13427202220572,B,D,B,-34.86883385355449,A,-178.55077992933943,D,70.33592641114252,B,C,-96.35874621408935,C,E,D,7.995870930129853,1
36-50,Other,Bisexual,54,79.28938994145221,-84.38777513895297,C,C,C,37.91306282510415,D,18.58709463921776,C,-177.84894237230841,C,C,-57.777478508481565,C,C,E,48.66960281128642,1
51-65,M,Bisexual,60,-72.31834057337039,-0.03465433596450883,C,E,B,-120.5613862168462,E,129.69569298180767,B,-31.30041581039838,A,C,78.93582735062847,A,C,C,-171.9720700768299,1
65+,Other,Homosexual,77,-3.6765015788459143,-149.27360593403893,D,C,B,192.47151501075342,A,-52.26928907774114,D,115.58247679014985,E,E,-1.7630195946719427,A,B,A,-32.573461525844465,1
18-25,Non-binary,Other,44,-35.32937908861704,1.1834590364922606,C,C,A,129.14805219684854,B,-67.31467028181063,C,-45.3323554978238,B,D,-20.000364162278945,B,B,A,143.94990538899762,0
18-25,Other,Bisexual,65,30.58320059733175,-1.820996613011412,B,E,E,-160.43301580929133,E,27.246827800589735,C,115.6888229218664,D,B,-81.16682610269146,E,C,E,-168.4247736721377,0
65+,M,Homosexual,58,-39.77574065517139,-42.19307368224332,A,E,B,32.91398686277097,D,0.935877723727602,C,33.61648820070756,E,A,-115.92044075068787,A,A,E,19.878874094070685,0
36-50,Other,Other,45,163.05725049353057,105.2768925517003,D,A,D,-16.716269462186414,C,26.485653232073737,E,142.1343685406671,D,B,55.63575742063547,A,E,E,-87.5509649811073,1
18-25,F,Homosexual,74,-49.49474908978433,93.92738001757967,A,E,A,33.662843688062175,C,-15.240977251229475,D,-171.2057436254608,C,A,74.72868676795615,C,A,E,-129.0078688574114,1
65+,Male,Bisexual,46,-39.25568481464679,50.58745270567822,D,B,A,49.59409731691935,A,181.46184369312047,C,-5.7682612416360985,C,E,152.25947077680524,C,C,B,17.63715872582499,0
65+,Male,Other,59,232.05937015678032,62.25481202511997,D,E,D,-77.75023979595363,D,-32.71125460683436,E,38.83803383365957,B,E,37.7051300415805,E,A,C,-147.4301914134115,0
26-35,Non-binary,Heterosexual,78,297.6212084465875,-31.417367978348754,E,C,D,163.23710270973916,B,77.99651830910362,A,-112.1612485781954,B,C,-25.34498900475012,D,E,D,-97.66682941689983,1
65+,M,Bisexual,45,42.04079312071798,16.9820943777816,E,D,A,30.05059458682322,E,72.30465344147002,B,-83.3951475496744,E,D,100.94370148695147,B,A,E,113.66244309412319,1
65+,M,Bisexual,71,68.84015399131562,-72.30727615538163,A,A,A,-50.84322093281114,A,-60.065068675441765,D,188.41668445673457,D,D,131.52551186230647,B,E,C,-61.8441297011189,1
36-50,Other,Bisexual,39,-16.536438073989036,-16.6005094976692,B,B,B,-109.79846968912015,A,142.32047664931343,A,-71.91148174950303,B,E,-18.953380867693053,B,B,A,-56.967607462784855,0
51-65,Female,Other,56,90.95101423726521,-26.646585663025895,E,C,B,41.70692330440962,C,46.57890137203572,E,-107.57895605781276,D,B,57.672307020397085,B,C,D,-219.29311229210685,0
65+,F,Bisexual,26,70.29123914309616,125.17243709941283,E,A,C,109.49446462462014,A,-59.119540861611476,A,-32.539248701910104,A,A,18.044563558970854,D,D,D,87.81015625317394,0
51-65,Male,Other,20,134.99922435348856,-9.77235910581265,A,C,E,193.19618078243116,C,4.2040683682153155,D,-49.59868780273677,D,A,-31.52551221420706,C,A,B,18.527509509989507,0
18-25,F,Homosexual,50,-119.89198241498502,-67.07554427196824,B,B,E,38.061694732340726,E,97.1364843974519,A,-18.609114093869476,B,C,-117.75541111669172,C,D,E,12.706477966761796,0
51-65,F,Other,50,158.4822741255757,84.4313403211704,C,E,E,-6.913849082695607,C,57.879257054242785,A,68.35899066508826,E,E,-3.001969901408353,D,C,D,-150.87889062193437,0
26-35,M,Homosexual,31,164.6058196865657,101.96672167687484,E,A,E,154.25921153308377,D,-80.71351393611685,D,37.2032618005108,E,B,119.67568054039252,C,A,A,53.84670540808081,1
36-50,Male,Heterosexual,60,88.28212646306322,-57.69450415935751,B,A,B,10.209408305744747,B,9.262888264116519,A,92.46926807441812,B,A,-37.07993950480482,E,E,C,214.8869381963847,1
65+,Other,Homosexual,35,-246.52379012207587,34.31962526229927,A,B,B,-3.798199326212736,E,-96.69388693497969,E,114.35836359676816,C,D,-38.988602900169326,A,D,D,87.23564086962611,1
26-35,M,Homosexual,26,-40.08279000208454,-184.363145532662,C,E,B,-76.95348097419642,E,139.46064009744072,C,55.73732941689731,E,C,-126.11396898356946,C,A,C,-50.96556821647582,1
36-50,Other,Bisexual,43,7.956363353414672,49.59302275742163,B,D,B,37.18996144055087,D,-142.7353158316101,B,176.5704321653822,B,C,-40.538677748884595,D,E,B,117.99606177514264,0
26-35,Male,Heterosexual,57,-10.168271584796381,234.78250083975695,D,D,C,-7.73439126426844,B,48.657064849124595,E,196.87037624681483,D,D,41.05825173781727,A,C,D,-34.32539103967304,0
36-50,F,Homosexual,33,-65.80376291339095,1.9796716178397777,A,D,C,80.64168717255265,B,-7.204562870869899,D,-40.1763210585911,D,E,-165.41022616520195,B,D,A,29.857494314857863,0
36-50,Female,Bisexual,46,-121.42947316554564,130.2520221155659,C,B,E,-41.01197176828684,E,-53.621206562482314,C,308.34053354577395,A,D,148.41269233492892,D,A,E,182.544516065186,0
65+,F,Bisexual,50,174.74607603534244,-66.19634634583274,A,B,E,-14.309419608710957,D,65.05130616379856,B,-10.055019762099866,D,A,-150.65409469802734,D,D,C,137.40158467571257,1
36-50,M,Homosexual,65,78.91407243109556,-38.792933794985274,D,A,D,-44.710679713773594,B,-70.7935478990239,B,-83.69538992865016,E,D,-91.38162484571107,C,E,D,94.60907324012753,1
65+,F,Other,38,14.905920638312406,-124.04250128131294,C,E,C,-94.20843337757927,A,-150.7799667015288,A,129.01035821078526,C,D,15.383972886347694,D,D,A,78.2784552328636,0
18-25,Female,Bisexual,30,22.533041717747466,-63.64130620488494,A,D,E,-137.23377651933689,E,-79.86413610033102,E,-15.798189225585629,D,C,107.902429926149,E,D,B,-174.59855481474662,1
51-65,Non-binary,Bisexual,60,-31.96174865681758,126.48100328362804,A,B,A,7.969442489341473,D,-133.01331961883315,C,-45.79414776271315,E,D,65.93028880828084,B,C,C,84.37134118947274,0
51-65,Male,Homosexual,53,-15.790938117003023,72.69495373420828,B,A,A,40.74827341006915,B,129.57472564852978,E,-54.26442801700407,D,A,34.209900002276164,B,D,C,-87.71460872616356,1
26-35,Non-binary,Other,48,-127.96472970588594,-92.15804378511375,C,B,A,-47.50674356319522,A,252.92308461847873,B,182.952463289356,D,C,26.762295039647434,D,B,B,-123.36047366560562,1
65+,Other,Homosexual,53,-70.35536008369047,-60.988009749167446,C,A,A,0.7035578093096151,E,-6.112748494143378,B,2.6918917598248866,E,C,58.908414020077124,E,E,A,68.53444886809747,0
51-65,M,Homosexual,58,9.488920204013732,-0.5216072989275322,A,A,D,-29.809551502394665,C,-0.3122330995501651,D,-26.00306078927123,A,D,46.36300500278246,A,B,D,175.54053572998566,0
18-25,Female,Homosexual,72,-64.84793700538177,-100.05119374549305,D,D,C,228.43538976725463,C,-33.80486764654053,D,-58.613938598826266,A,C,210.97039324540896,D,A,E,56.069221140026706,0
65+,F,Heterosexual,57,-94.83066559183044,-159.3205090887774,C,B,B,-58.441902522018594,C,-248.75391222710329,C,6.961980712765584,A,C,151.0446633632607,E,B,E,168.8743882074666,0
65+,F,Other,23,81.339564937839,-140.0083597814055,E,B,C,-19.241574872783268,B,-125.89291470286487,A,-61.493647285614514,D,C,-123.73119129707109,A,C,B,-41.85068604242579,1
18-25,F,Homosexual,27,29.848397463574845,-57.98596919235837,D,C,E,-23.727370194954855,C,-67.44352999010194,A,-72.59339378546468,A,B,-32.53408967819236,E,C,A,63.66540520183168,0
18-25,Other,Homosexual,53,-39.71053061329842,-96.92047077812506,E,A,A,-29.391131397831604,A,-107.51871021427107,D,-74.52419528617494,B,E,174.5029492486883,D,E,D,180.95604198910053,0
18-25,Female,Homosexual,45,114.98867298339815,-33.35396247941673,E,E,C,29.874342254243423,A,-203.80186890223447,E,1.195880606746621,C,B,-47.6362904930852,D,C,E,-111.37959537767853,1
65+,Non-binary,Other,37,-77.93677699456971,-74.19981870790414,D,C,B,143.40562020785936,D,26.880558045895597,A,-181.8851368873895,C,D,-65.30949874962741,D,B,D,73.26522350798173,0
26-35,Non-binary,Bisexual,38,74.95118294500718,16.380195985586777,B,A,C,124.38311245552902,D,-97.91482694475823,B,-146.27948556943028,E,A,-147.95912018118645,D,B,D,133.83183558320883,0
51-65,F,Homosexual,43,-24.533256115508042,-149.81940177458523,A,D,B,-98.37313842924483,D,-58.0557150242466,D,-6.101131139694342,C,A,-111.60801833273165,A,C,B,59.678016394544606,1
65+,Other,Heterosexual,68,-103.52019679905216,-190.731793350916,B,C,B,-23.610256046828642,C,22.69183131833625,B,-54.26518073538694,E,B,125.68739493223585,A,D,A,7.373760274957926,0
65+,Other,Heterosexual,30,21.728203735876086,-0.008503695518115452,C,A,B,64.01391965281778,C,-41.417326997239996,C,-6.1953471465731385,E,D,-137.17015442771134,A,D,A,-129.5869374785974,1
51-65,Female,Other,24,-5.699716747942094,46.006364479006784,B,C,D,103.67289850258035,D,56.99996157065264,D,-38.51542407131488,B,B,-42.97616190357014,B,D,E,113.79365642096575,0
36-50,M,Bisexual,44,69.5747486336204,60.93619226921068,C,D,B,-11.258692070551406,C,166.0583791957969,E,26.586187432446977,E,E,5.115198009873833,C,A,B,88.12860527632732,1
51-65,Female,Heterosexual,26,1.1566108899543286,-46.772120623494054,E,E,A,107.76249831564886,E,151.9670842371162,B,-95.70683235454402,E,B,88.84613534423428,D,A,C,-58.10853040465166,0
65+,F,Other,50,-39.27050003751362,-34.03357609059361,C,D,E,157.83823464779783,D,-15.932867071017668,E,-0.946773352288456,A,C,-153.50480294832286,B,B,E,-152.27834968340892,0
65+,Male,Homosexual,74,-204.80407935609026,-91.77029671052964,E,D,B,295.158067617785,D,-80.10618373419501,D,123.36924590251537,B,E,-22.370697137902813,D,C,D,-48.42935887929515,0
26-35,M,Homosexual,75,193.5541914246851,-125.42601733243646,D,D,C,-99.37239212939713,C,-146.53597538888593,D,-1.9887874049920928,B,D,-42.03154681500117,C,C,A,-82.75324105837029,0
51-65,M,Heterosexual,19,-272.3940372212729,71.79966681886599,B,E,E,6.899064335461344,D,96.24700393778099,A,-23.07933988094672,E,A,-85.63053146907879,B,B,E,81.44077421967465,1
18-25,Other,Other,65,36.55467114435129,-203.04931041703435,E,A,E,18.859988781519746,A,260.33305004288667,D,-22.461811359528877,E,C,48.604985255738754,E,B,D,-70.41736370422193,1
51-65,Other,Homosexual,72,69.97894452458956,-60.67319530585878,D,A,D,86.61146766086432,D,15.06003667352621,A,69.0645349581824,D,E,60.44209733139887,A,D,B,-110.97715065573273,0
26-35,Non-binary,Bisexual,71,44.602695814519045,78.0182014331426,C,C,E,78.96658648686883,A,43.87106212091665,A,46.16085822994212,D,D,-45.42105222534047,B,B,C,45.87239317014729,0
26-35,Male,Homosexual,72,-15.01359422838917,-0.6911175450576403,B,C,B,188.66830540744354,A,122.25425968961581,C,-68.80823188296104,B,B,-41.74501166070709,D,B,A,-182.42291935285,0
36-50,Female,Bisexual,70,-96.84530782465237,-22.846052257274177,C,C,A,87.59836568682982,D,-26.479634871578533,D,-8.26017101155863,D,B,133.45671080748343,E,A,B,-34.08977662081161,1
18-25,Non-binary,Other,33,-115.52929725182337,-92.69272016275005,E,E,C,26.196865749833314,E,-31.03594811007938,D,-155.80466034502473,B,B,57.73249366906514,D,A,B,203.64282097302703,0
51-65,Other,Other,50,2.22345990719288,28.649582435287314,A,C,E,-111.36004162988924,B,-35.122719553553125,B,-37.5850037686641,A,C,20.803014040017352,B,B,D,-49.9126522812477,0
18-25,M,Homosexual,57,-110.92715623642171,-69.75525828619298,B,A,E,-97.93384652121463,B,-133.9067972211353,C,141.95492351034684,A,C,-224.13844710023207,A,B,D,-0.9032526986858419,1
36-50,Male,Heterosexual,31,9.921027300373414,-31.308697306356642,A,B,E,49.397245040241884,C,118.91494294844355,D,-132.10443461789336,C,D,253.14145155848001,B,C,D,40.151515156215716,1
26-35,Other,Other,45,96.86377711232272,4.235452876602085,A,C,E,-180.8258295798813,E,-21.075207096693934,B,-148.01977613676632,C,B,127.74471665331379,B,B,A,-112.85309010846201,1
65+,Female,Bisexual,47,67.40327951042316,91.5932149999791,C,A,B,8.374477785507636,E,-36.403907990514696,D,-97.44713702044977,A,D,30.132918790002268,E,B,A,-27.673839593344468,1
18-25,Other,Other,59,97.14032959769848,-184.73779922996292,C,A,C,62.0243975391805,D,-22.44988686138336,D,76.65004294269025,C,D,28.90709821252782,E,C,D,55.34411748239777,0
65+,Female,Other,43,-63.12264729782893,-121.80568308512498,B,A,B,6.41120442481367,A,-114.64620983099627,E,-142.6142586163359,A,E,-127.33411119173286,C,E,C,157.60052436321328,1
51-65,Female,Other,21,-21.686796657533254,-101.72958711999472,A,C,E,51.7736258223509,C,-43.83808590235735,E,76.58531311937526,B,E,-91.9911594748086,C,A,C,-56.06457068670314,1
36-50,M,Homosexual,53,165.03400460048874,-229.06201978392963,C,E,A,-113.17600998144665,E,-29.357317550709457,B,-67.02923766452047,E,D,-7.8412206093810735,C,E,D,-25.19581032853935,0
26-35,Male,Other,40,78.75333302602925,-51.151953820352524,D,A,B,146.94730391297193,D,-10.631362651653461,E,82.10235842217834,D,B,83.31192318325887,B,D,D,-93.02312324505878,1
36-50,F,Bisexual,46,-24.211592353613693,69.01964234182083,E,A,B,54.469971909884165,D,-16.116391271723437,D,66.40434159199677,A,A,80.47263443832605,C,E,A,33.024911254204284,1
65+,Female,Heterosexual,56,-12.319090640698992,-67.75131926167371,E,D,A,56.261092053909564,B,-117.29056338315316,E,-125.2239576295938,D,C,125.41650735329326,E,A,E,11.323047239534633,1
65+,Female,Bisexual,25,-0.587383997515197,-42.84494671695129,B,A,D,85.496958513264,E,-20.872637309518506,C,44.26806571069831,D,C,39.43893196275104,D,A,C,-93.3397529729081,1
65+,Male,Heterosexual,46,-104.97059348627671,172.65866482952023,E,B,D,-24.32412549476463,D,147.31614350493862,A,-21.11589842951909,E,E,43.85038319176168,B,D,C,79.73611644432815,1
65+,Other,Other,19,-24.559898134060838,15.315647967908518,C,E,C,-75.6140413606855,B,52.49145794413151,D,243.44303312733317,E,A,-119.66029933283878,C,A,E,3.251109204244175,0
36-50,Non-binary,Bisexual,46,-147.68691303898726,-128.4819790946003,E,A,A,-69.54701858444093,C,-39.77221807014971,E,-98.14431820981835,A,E,-21.350110686296567,D,E,B,-86.91942176305078,0
36-50,Male,Bisexual,54,-154.0358976107732,-120.35387534448813,B,E,B,115.41435272710349,C,56.268018762014485,B,13.29223889665238,A,E,189.65324215440864,B,E,E,220.37154424849302,0
65+,Other,Other,53,-108.38580610201385,56.84480604780284,C,A,B,32.11819831256424,D,87.53320316368391,D,-242.561660782651,A,C,-61.07665604667799,B,A,C,104.5887448777466,0
36-50,M,Bisexual,62,32.11335379903677,-114.56126316165698,C,B,E,117.68266125605405,A,94.18447659424454,B,-113.76456261528571,B,E,49.25423767921389,D,E,A,51.029660557142584,0
18-25,Male,Homosexual,43,118.79161806981142,-142.740011972192,D,C,C,92.4209851413896,B,22.439890764769963,D,174.55215805433505,C,D,178.44182269240528,C,C,D,-25.7562734597854,1
36-50,F,Homosexual,24,56.36906375026308,236.7844590739936,E,E,A,-28.816089851515798,D,122.50226428591635,D,-167.9445615822582,E,C,-117.4767876278477,C,D,E,70.48016764879932,1
36-50,Male,Bisexual,22,5.632189805266408,0.5429209115569633,D,E,B,-66.70910415935249,C,182.2810304656169,A,-44.66694466878824,D,E,100.8173251279423,E,B,E,28.334848151270386,1
51-65,F,Heterosexual,68,-13.967442090482562,-58.22784117798917,C,D,E,-90.60617316781524,D,112.76711603463082,D,-64.91567995369348,C,E,-115.6877853347315,D,B,E,142.85709788546427,0
18-25,Other,Other,33,148.02661509464698,168.5175275972016,B,B,B,30.549219105321473,D,-28.077730018672664,B,0.5765644734872732,E,D,-46.27690375440517,B,E,C,76.82967871250082,0
65+,Non-binary,Other,73,-107.21979621292317,40.795473985830775,E,E,C,150.91124558633524,B,20.74235328991783,B,120.76766507810954,E,E,166.47269147309248,D,D,C,114.1771548673932,1
18-25,F,Bisexual,55,-130.6069296038015,-44.896796292817896,A,D,B,-0.957704782073435,C,-64.00752338079305,E,87.377850627801,C,B,220.9948396053574,B,E,B,15.344565594960056,1
36-50,Female,Heterosexual,60,-66.27957077367603,27.974784323032303,E,E,D,177.50309752435956,B,14.357302903890131,E,188.63672260185234,D,C,-99.2530789184502,E,A,C,50.381441306477505,1
36-50,Non-binary,Other,66,-3.192162075025663,-108.1764014289705,C,E,E,-87.87759795788868,B,68.4016385283015,A,20.91470463533785,B,C,-94.58151656009188,A,D,E,96.81865033400815,1
18-25,M,Bisexual,66,21.56716784552306,-85.58212606482198,A,D,E,110.71209586877772,D,-54.469420903700104,B,82.81291475630096,B,B,-52.990790835672705,A,C,D,157.0749287502265,0
26-35,F,Bisexual,47,-152.81331692948532,-253.49110794483843,A,B,A,148.29186279016773,E,63.36324987119492,C,55.15878245546866,A,A,193.580383824805,A,A,C,44.809260076735264,1
18-25,F,Homosexual,66,-213.57308491221252,-36.83572855717575,E,B,C,-27.18273294652635,B,25.20720585406841,C,-168.96197528365818,A,E,89.19021072388858,B,A,B,122.4013873337855,0
36-50,Non-binary,Other,31,144.47878911522324,-145.92260095485474,E,B,E,-61.156259182655006,A,-117.11102778241715,B,32.116474536505095,D,C,-86.40056060553844,E,A,D,37.40349713198677,0
18-25,F,Homosexual,25,-134.01435989172904,76.02618952278696,E,C,C,-41.01358525715582,A,189.47225497749665,A,120.69816719149429,C,E,172.54021231275755,A,E,B,-13.055612179769149,1
65+,Non-binary,Other,56,-4.795995944197129,55.20048239249758,B,B,B,2.82680601820145,E,-43.5519755984903,A,-81.37435918728166,D,A,90.63567044184411,D,E,E,-251.8063965459613,0
36-50,Other,Bisexual,55,-88.48484100216699,-6.152615977320087,E,C,E,-59.82387591619881,B,53.140848652865635,D,133.86149340977045,A,D,-50.18079004484994,D,B,B,-38.779926038499944,0
51-65,Male,Heterosexual,72,126.98216951868946,-43.14985917767816,E,C,E,29.902923039322932,B,-74.96923819212367,A,-106.83599469463749,E,B,-24.080526771643314,D,D,D,-96.33396597866106,0
65+,F,Other,35,14.88887843023081,18.78093593527754,D,E,D,-2.082519892265603,D,-55.85248172511028,C,172.90343083680978,D,C,16.79178076471341,E,E,E,-63.73719547109671,1
51-65,Male,Bisexual,62,91.27887576936877,-7.5402177097767975,C,C,D,95.62177752577452,C,143.62796398633512,D,96.80078591969415,B,E,-81.57172588412743,A,D,D,31.131914947230904,0
51-65,F,Homosexual,38,163.1770371854266,15.709587403267278,E,E,B,-170.952081464939,C,-68.71586457208086,A,64.43417753962589,B,A,76.55938744797739,D,D,E,-52.39486317072638,1
51-65,Male,Bisexual,25,-80.40063751621571,-20.359886688597957,E,B,E,68.75680331606729,C,30.729950858413417,C,-15.332829608616667,B,D,-171.4134094591267,C,D,B,-151.22118854783508,1
26-35,Other,Heterosexual,36,62.962691201493726,-25.816746083158094,D,E,C,-121.30198374163355,B,248.11811421546787,D,34.33683907313441,C,D,12.383611022132596,C,B,B,50.175993920722064,1
26-35,F,Heterosexual,48,-15.519098309238943,3.358325960595949,E,C,C,-86.00043586829312,B,65.03463570903925,D,121.3607803742921,C,D,46.647448580108566,A,D,D,-50.70693371549259,0
51-65,Male,Other,64,-22.097513795816127,-59.246582005430724,D,C,B,193.81624230362456,A,-108.1450508934145,D,73.98738512640637,B,B,-82.79956401047828,B,E,D,-210.1710253223283,1
65+,Non-binary,Bisexual,50,-76.2640975151237,20.70373013002152,B,D,D,-176.6191603312512,B,4.349819424713141,A,-44.710712306561106,A,D,-48.69288226618531,C,A,B,114.46311538223154,1
36-50,Other,Heterosexual,66,-3.6003345703620746,71.07417396580978,C,E,E,8.418179655102273,D,-43.872322567279895,C,11.058636898677907,D,E,-10.82851070953735,B,C,B,61.97652607719045,1
36-50,Male,Homosexual,45,-84.25851448341255,134.79483404708142,D,D,A,-192.87539305627058,E,41.906084996555926,C,-27.30201910806052,B,E,37.26033185635077,C,C,C,43.7981878196189,1
18-25,M,Bisexual,72,-113.61617952008811,8.597736767594693,A,C,D,109.36674498752569,E,-52.33225402523548,D,-52.697054867704566,E,B,-173.98828597176268,B,D,D,-123.91441640678806,1
36-50,Other,Heterosexual,37,95.25074637295138,93.08068793241677,C,E,B,-76.58534501813217,E,-95.33762463060744,B,-4.223350584832499,D,E,41.33364828451997,B,E,E,82.3241339924567,0
18-25,Male,Other,30,-127.21685313228089,5.6532908128545625,C,A,B,-76.86942101704157,D,96.53921965938585,C,183.17749123031084,C,C,85.79721913803529,E,A,E,28.065950410398326,1
65+,Female,Heterosexual,42,-21.79195414516837,59.196530166268026,D,B,A,179.58614826285313,A,163.9317446153516,C,96.41740611675348,C,E,207.03869694447806,B,B,B,-25.623842187693214,1
