married,military,sex,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,target
Married,Yes,F,A,185.72866003785566,-23.620422140024086,E,-96.2028736384902,16.741168825003285,25.458829865556652,96.88391741592848,-1.0375832740122268,1
Married,Yes,M,D,136.17402882021042,-48.523228571606396,A,56.78435913061936,-124.3010786621267,-1.4850743000579147,123.67950497499139,-12.50633992382069,1
Widowed,Non-Veteran,Female,C,103.64109033599324,317.29641297654837,E,25.36297098048402,135.51005629733953,-100.54883276109562,111.41347085469286,-37.327758928191514,1
Single,Veteran,Male,E,110.79384216181202,73.02154872302486,E,-57.18813275803127,154.29514700777892,-26.999728275458303,-71.48143937648906,271.56749732789456,1
Divorced,No,Non-binary,B,-47.43029044858908,6.043010245736453,C,-47.58184622180821,57.60678269883566,-111.12769795676363,-37.64491459849197,-11.871044824556927,0
Married,Yes,Female,C,99.60410543696831,55.51437304127259,E,0.24061579647310902,-94.45481386233567,29.406682255713168,-109.68198926917596,-57.46680444147263,0
Divorced,Yes,M,B,-18.59842332195221,28.93806263191316,D,183.2225534438277,-46.94563309290826,102.3719972773262,40.759513779145166,7.955208797515553,1
Divorced,Yes,Non-binary,D,-26.79180212055843,95.85752445827883,B,51.20285240551116,-68.74985948316285,-293.66618737602687,-45.35081173945712,36.541610954664485,0
Widowed,Yes,M,A,-40.42532753891967,134.39651588119636,A,39.85740641923763,189.9749918422942,-283.69417275401815,88.54680877012935,-70.25845686525645,0
Married,Yes,Non-binary,C,-56.21317442749951,12.798619882987733,E,57.137581872356144,-90.43689271850428,138.59061700291,3.119259926868682,-34.59873734972073,0
Single,Non-Veteran,Non-binary,D,-57.59792155252346,92.3742345759361,A,-54.3223166109006,-145.89838749766898,111.32274389412606,-26.379365210766686,-159.87066848245104,1
Single,Yes,Non-binary,C,213.57383348865153,-251.4020945274742,B,184.524800617058,-6.607436564486906,95.09940547448277,112.45318628022936,-86.90325396685623,1
Married,Non-Veteran,Other,C,90.3453562982138,6.031484803630826,B,-68.99623168546111,-16.760058551637165,168.4878114109159,92.66237275760878,5.143666168267251,1
Single,No,F,B,100.06642920431797,-79.93682037940124,A,144.7209072073672,95.6941638202932,185.31920342277692,96.13311763483966,-33.40392213210698,1
Widowed,Yes,F,D,-178.38787666909644,-52.58231859072989,A,-1.4986308372187724,90.5233457840015,-82.93137095890576,107.60371471586834,49.461215378865944,0
Married,No,Non-binary,E,-121.81766145519843,22.068074815673377,E,-42.4146785427138,-101.06128374843726,82.6934191130552,52.51415227895111,-42.682681168117725,0
Married,No,Male,B,-95.99268164970496,108.80529281179163,E,111.44389427984218,-111.76858695920045,-17.57199892479958,33.99507066906741,37.64008867989304,0
Widowed,Yes,F,D,-30.19281491600459,24.88609969409592,B,138.62457389606396,-3.7117964057522554,36.7375770998227,119.09625302764064,82.86592564247303,0
Married,Yes,Non-binary,D,-24.1929464627645,14.040598627106728,A,-58.15999423635198,99.15592221553288,-46.54617777950143,-78.19995586642047,20.435693123259355,0
Widowed,No,F,B,-37.87218831950084,41.68665763844311,E,-75.65487216435167,-1.4688163515890502,-24.836697388787,109.37284306240119,-31.48794290270557,1
Single,No,Non-binary,D,157.54955236278732,-134.44203271169118,E,132.99021163105206,-91.05734589175523,5.275060644371907,27.564439442889345,57.733500944824215,0
Divorced,Non-Veteran,Male,C,-80.96553973054343,88.43180276713298,E,56.475818032722024,-61.35057651490661,-24.93607726115095,250.34957302646353,-237.6262091638711,1
Single,Non-Veteran,Non-binary,E,36.61508297174002,29.076944039906504,D,-62.52644364833796,-98.99476532216,78.82335179486356,-78.44556353142005,48.60047595286931,0
Widowed,Non-Veteran,Other,C,127.93050807898527,10.137758454164889,D,-77.85494781747826,-118.57645347253063,-250.36989433256784,-19.765422561523124,-23.044554513359724,1
Divorced,Non-Veteran,F,A,-17.598401529961315,208.8683197416223,E,50.558841140542434,63.19313165253546,-2.1833748286431263,-42.38641440533395,-0.22350807009933232,0
Divorced,No,Male,C,-159.32706256536466,-24.34289448336422,A,-71.7081103599139,122.94827288982914,125.40482806336388,36.688667291482766,60.03377365073842,1
Divorced,Veteran,Other,D,188.84033514856304,-143.76809336493895,A,-24.654179317407444,-65.85061063989734,125.32654267925471,-12.508913946434284,134.98073839941864,1
Married,Veteran,Female,A,94.98042691718132,59.662548377883475,A,-10.115508543425628,75.2868052418193,-38.04030490501589,106.48596392326534,67.980177308248,1
Single,Yes,Non-binary,B,148.78867171759546,104.4055322799107,B,-139.70947582947085,-84.42705869980091,28.85653132968079,0.7203750511325441,-57.60035414977095,0
Divorced,Yes,F,A,-68.62080914736865,75.7329188299319,A,-120.93290445157659,83.54322371175246,-72.56088362871401,49.18190611522568,-183.6486324537033,1
Divorced,Veteran,M,B,-140.0023628476046,-37.63065480930624,C,-215.65698026176335,-7.450606637104333,-178.3330582408948,42.30189102167991,-20.537364099070864,0
Widowed,Non-Veteran,F,A,-66.13687684039739,29.1120315491451,C,64.41799075998881,75.51608672977508,151.33012760127866,4.93144440776952,-40.58179030465852,1
Single,No,F,B,65.51813905208694,17.768673461366642,B,64.81253082073614,-9.599600573157126,158.38415883398983,-50.040446741385445,10.600115994454121,1
Divorced,No,Other,D,168.71355975923558,29.47744181178429,E,50.45381146713609,-69.5639636350358,-0.3510653355168036,36.166289376739094,168.39621648318996,1
Widowed,Veteran,Non-binary,D,-81.83406785836954,-102.43009638106544,E,43.04742290886178,-39.35901173801414,-247.5935084831753,94.57551954268646,91.41418176543718,0
Divorced,Yes,Other,A,-113.97058159081435,-57.23683370526814,B,26.369603928888857,23.99452379922375,61.998170081120975,-32.114820313098136,70.8032167171336,0
Single,Non-Veteran,F,E,-161.96102027473245,3.0158928628785233,E,99.39840266358662,37.43644924320442,-165.0544810247132,24.590329370352627,-123.18920054172169,1
Divorced,Veteran,Male,C,-182.12439857700636,-103.18692563778735,A,10.009956237313904,36.99923894397886,-234.73876925069365,74.1195117369567,21.09349941724123,0
Widowed,Yes,M,A,74.63541818202437,11.297797041294098,D,23.025872100579353,43.81540600923521,28.52274157731821,177.35694543371775,-100.54866280785251,1
Widowed,Yes,Female,D,-102.74322683941215,138.2872027300416,A,188.5474726070803,-41.91102491452477,106.57114930067655,83.30256240541988,-120.30476461730181,0
Married,Non-Veteran,Female,B,117.85483172529622,63.33798814919083,B,-203.79816324271326,57.08986339335759,87.47103838076785,-80.29981766597624,225.37757687351422,1
Divorced,Yes,M,D,88.2862258715095,69.00751255532643,D,62.97341218651595,-158.838618680639,-3.777037511911109,38.76752954467878,121.4053503831714,0
Married,No,M,E,-60.21376548025016,-14.766188635846289,A,80.4231875587753,60.21085928730099,-109.4416093572884,22.92088234259935,-111.10895092799812,1
Single,Veteran,F,B,-1.98157727391347,3.368236914908713,C,11.748153321982086,-166.14687875759714,-145.17187385116134,10.495660733543446,1.2392375027648677,0
Divorced,Veteran,Non-binary,D,21.984247140395713,-190.64494951825864,E,150.22568556864124,179.0604819809013,67.70360947914675,-197.7108474578884,198.45835663908417,1
Widowed,No,Male,B,30.003195857589848,-122.05927628641808,A,-11.636377928249335,280.0876436994995,-51.44606780560329,-112.38803589195976,193.5378483472293,1
Divorced,Yes,Male,A,-63.60803788412781,-335.16676463563806,A,-158.87727313016757,18.521655675904192,-232.4402335171925,-104.18995888695315,-61.89145246938097,1
Single,Non-Veteran,Female,A,30.38377290694828,-100.06539370256857,D,-54.02231573141666,-29.033144513328658,-26.57589910722707,42.602931324057245,-30.787343690547285,1
Divorced,Non-Veteran,M,D,-7.075330756273434,-175.0822296637619,E,-35.883208808456686,-223.81834641907926,151.8376164711525,8.682705044223214,-5.6933964610479615,0
Single,No,F,D,-108.4565526524325,23.626162325758724,C,79.70008253041267,58.36662907012512,-4.969955857258892,-2.491800306974832,-90.8904409043241,0
Single,Yes,M,A,-64.22474688898137,17.326184261957454,E,11.470954320833116,-120.56964811094512,-19.360652997096125,-10.521095661189857,-127.37983307692082,1
Single,Veteran,Female,A,35.802157197918284,144.15391104095525,D,71.74974245317655,-57.675304166911154,-14.962345933145777,40.44662100659925,23.07764840419487,0
Widowed,Veteran,Female,D,-75.78930624651004,-211.39143217293957,C,-275.17076509988146,13.917037745489019,-87.27616163325165,70.92569709856139,115.05815013369937,0
Divorced,Non-Veteran,Female,D,-56.550664577434105,130.61495212868738,A,-111.86875080997598,-210.46015078542806,-18.645205420436834,-16.284902947694388,76.37263958120373,1
Married,Non-Veteran,M,B,183.292930297124,-2.0721678058103805,E,-7.151832033461676,83.13581883021513,-26.421543418228982,110.83520998477103,29.05395054253822,0
Married,Veteran,M,D,-182.33625488265096,-7.765246950663193,A,-137.4113969307424,46.698446725918,-50.57359989148472,7.980934138173981,83.82712448702797,0
Married,Yes,Male,A,-153.82495676605137,-161.32689255262395,C,-32.75152824537162,-29.286482069173186,-195.29260272925254,7.370690092015199,-32.706011944385146,1
Married,Non-Veteran,Female,A,-164.47352541614052,41.103002067400126,E,-20.219550425376276,-105.93020229877766,73.68605090817246,34.38394480515996,5.478527637667565,1
Single,Yes,Non-binary,C,-50.72500554088846,-88.32625761513326,C,-49.48754570014446,-168.97482555470492,9.434674350463311,-60.281342287031116,-93.55044857672019,0
Single,No,F,A,47.727362915107456,65.70047932498501,D,-118.77513012883195,-19.12535923801198,6.278913060173291,81.06806454815583,138.55179797864596,1
Widowed,Yes,F,C,-107.69187351866083,-74.2190526469476,D,-179.616790548548,68.46273178262318,23.63678147630185,-11.211384603974416,23.29940600887814,0
Single,No,Non-binary,B,39.72824409649127,-43.5521063436068,B,41.78863136370046,42.36405662410239,-181.81958682897533,139.65440873128037,129.24704372945382,1
Divorced,No,Non-binary,C,109.71929135078724,-223.66083776999034,D,45.97487744776615,-11.785153699956757,134.06677208139692,77.65527267195881,97.1930484980335,1
Widowed,Yes,Other,B,-54.44712162390245,-8.749828708412496,A,-30.2229286290687,29.740099137151503,-149.310190704341,-66.2513890085393,-145.5632729457139,1
Married,Yes,M,B,110.18257887927128,-76.09795736338934,E,78.51647512760309,49.52164454176117,23.232387531363212,33.83349766309586,-297.90838581441534,0
Widowed,Veteran,Male,B,-83.38071394631574,125.28823965971418,B,-134.13054389893355,-82.94334240192714,9.184026309265834,-5.588537927697847,49.7823504958207,1
Widowed,Yes,M,B,204.65622705846783,-62.249931407012625,C,34.17615422314502,-74.63261444919024,32.81769363740519,-86.8326473612619,28.473741333841495,1
Married,No,Male,A,-158.8315544776461,179.32369476379534,E,130.74955431425425,118.89157171687712,-37.987120552132055,91.26140819540588,45.516344601135,1
Single,No,Female,C,-73.8659633874615,63.045827226885976,E,148.6023924650745,-94.21225202857806,-75.8945147946896,12.704531688277761,-40.24367368356691,1
Widowed,Veteran,F,E,13.54278676795484,-56.98270706848857,C,81.80596769540107,139.86090035566792,-61.22832528443056,-201.577426795448,39.24306412547015,1
Married,No,Female,E,76.25041615033842,-63.680148243533594,E,-13.097508808705124,-71.27542508912127,-208.87924130167895,55.32245078532234,-2.7117986219651042,0
Single,Veteran,Non-binary,C,74.93803430312185,-3.62746724560275,B,63.849111137051985,-123.6737583060306,117.14986870623005,-71.35840939367193,63.46913953326527,0
Single,Non-Veteran,Female,A,31.653763996068772,138.179384512909,A,85.51353239858042,187.74758491133582,-58.3295336442695,158.23956648170676,-50.900341172146746,0
Married,Non-Veteran,Female,D,65.13081402208098,-12.392892099941292,D,110.78017313958104,-31.280918036234358,-205.62679376877023,-90.17202665462973,-89.56795051507494,0
Single,Non-Veteran,Male,C,-14.016794559720488,-5.577752911419206,E,77.90518899768159,39.31112755809089,-101.62540940422853,-100.48594412475165,-25.601914648039454,0
Married,Yes,Male,C,-127.29736672451072,-104.41279935990855,B,-12.956211891557443,21.46576537004266,79.17681491763862,-37.845475661771815,156.30657269430387,1
Widowed,No,M,E,-131.82206192655363,107.57175171093883,C,38.83327523467388,75.35235721878082,-13.465616158569246,-61.84583299068215,-262.7498816677408,0
Married,Veteran,Female,E,60.32913245191974,17.08810658069799,D,-87.84308779053023,-35.93202103199886,88.86616197743892,-58.364363235045225,109.05866568310564,0
Married,No,Male,B,59.19055752195401,-113.98514953654744,E,112.67245777072392,-12.059163456640679,84.58072385826969,-144.19061362913752,15.587082976733353,0
Widowed,Non-Veteran,Female,D,-122.78989830841967,-241.1919101298259,D,22.85581309054318,30.710413000093954,178.06547144860693,105.03280937488269,-89.62852501693534,0
Widowed,No,F,D,52.5099554945175,-130.50446301015623,B,51.117011970211635,74.63921444828625,-86.63400709021694,184.75424137928766,164.45556286713304,0
Married,Yes,Non-binary,E,-81.3686164220242,-47.6250570077633,D,16.630051846326328,-119.55891673797984,-11.720530296770688,80.52076798540666,-24.56101688861026,0
Married,Non-Veteran,Male,B,-75.9816965991469,120.71448489329792,E,-63.15065962203388,-94.94077007758382,8.39000390604702,-56.79133187451191,32.647350897452355,1
Single,No,Female,A,79.89900992608766,-94.86463154593856,B,31.638122206705937,-72.99677127359456,21.613197728252494,-20.218670899251723,114.65066594737901,0
Married,No,Non-binary,A,176.5165879385564,11.826732320325215,D,60.174222931163456,53.53513191326652,-28.272732607862594,118.4812552141658,147.32504543435897,1
Divorced,Non-Veteran,F,E,-32.98316275971076,-128.8085060196218,D,88.66664944829795,-34.78321323421092,221.71721916502324,-59.93668834572736,73.1408163744642,1
Divorced,Yes,Non-binary,C,-49.74936179878515,-18.118964301497645,B,129.9523593190923,-178.4453743635557,-72.95271516931847,70.12199395852112,-227.74817703854063,0
Married,Non-Veteran,Female,B,85.94340910922557,-17.32340580262514,C,57.20144238245126,-4.049711343414605,29.637395397619038,34.10011646734226,132.32989995502388,1
Single,Yes,Male,D,13.425212531517932,-81.28240681603005,C,-3.048017191655143,7.127901455684412,-39.74160850964918,74.22753474920799,-82.12280570394529,0
Single,Yes,F,D,-69.54049488915699,160.4409807878597,B,-97.77337068415275,96.18149189421776,103.16596403511751,10.380098492499082,-29.94213137650142,1
Single,Yes,F,D,-88.52371799924423,-44.459696251845,D,103.597199386486,5.719023623949455,119.68613724899546,63.50853564272043,130.15770002041572,1
Divorced,Non-Veteran,Other,E,-113.63788486755122,-91.49801266044825,E,39.86396523863217,-147.1207876218716,59.05971604731201,115.01768838743347,95.84088591738436,1
Divorced,Non-Veteran,Male,D,-24.802730361733932,20.23586284479246,E,14.880163666726823,38.24064243043415,-62.06235125358148,1.1776207423261273,136.35509399153574,0
Divorced,Non-Veteran,Male,C,0.4209202171714117,-77.16529988773881,A,60.697167849756106,-86.33066750179313,35.995392053552045,63.27632536483113,4.164902480567461,0
Married,Veteran,Female,E,48.03724251717773,-105.58506904840121,D,-16.820363172815526,-69.2582377697884,60.907320302377876,-83.16772634522513,4.330380691168768,1
Married,No,Male,E,230.22274440869572,154.73619345328342,D,105.86514891110697,-77.23639010923753,-109.09552058488534,-222.84143435753498,42.14113420797899,1
Married,No,Female,B,32.760039310944364,55.04088937686752,B,117.09793538370252,-5.791573978421076,-63.50328535346578,4.409281408596916,-24.904098217940053,0
Married,No,M,D,-101.39585678637977,-31.30789475479885,C,-163.05486636410515,-119.5659911654407,-136.5349460758759,-3.855923990309157,-122.58858687970738,1
Divorced,Veteran,Female,B,8.783592944378695,-4.091080316759796,D,-61.52554252527595,-94.30398197335438,-9.080096288282009,67.49946849515315,65.30836464440412,1
Single,No,M,B,-179.9940958428615,56.008749699079594,A,67.79596830469985,-58.5292808193463,2.154123173394513,31.320226847694045,-160.9616879876952,0
Widowed,Non-Veteran,Non-binary,C,115.7640696662191,117.61582536158153,E,-99.63211740904565,-172.15483838963934,-60.16338590505732,53.956273594065784,19.292705076168666,0
Widowed,No,F,A,-4.432112610555692,8.466349653730925,E,73.9014599036108,-21.76466818213056,-24.495140576020248,342.9086222061667,-85.2232015061185,0
Married,Veteran,F,E,53.443764306453424,-88.63332720826685,E,354.38523661975665,17.151306843515314,28.889174499498527,193.4495074994756,-68.80783496111944,1
Divorced,Non-Veteran,Male,D,-38.861624726069536,173.83901541847897,A,-141.75012422149896,-61.23663845717535,-45.437859298497266,16.634614711869986,54.875930336360554,0
Married,Non-Veteran,M,D,-94.13031764389012,17.05415493774928,A,66.54475888639261,-24.454482904326795,-180.69554949246694,18.583674339745812,-85.53909829768213,0
Divorced,Yes,Non-binary,D,-74.2487126272313,-47.44079428879507,A,-99.8080166203104,21.88181088161674,-155.75285604197532,222.02151769251813,-148.87890311405053,0
Widowed,Yes,Other,B,128.39226871726234,147.18088356326712,C,-30.592361924741574,150.88212222482932,-39.04337048154903,135.0404937798224,13.591706957209274,1
Single,No,M,B,-114.05371467207605,-7.483462459290431,C,-219.45577128951012,117.05686851124031,93.14165416786194,59.72641290492109,31.385487783763455,1
Divorced,Yes,F,B,21.79213301633032,193.84034156401464,D,106.75779673260126,-2.166433699961086,15.543496120291614,-58.09781831336609,53.16783078913973,0
Married,Veteran,Non-binary,E,103.86106851099495,64.89855851392934,A,100.90744421832645,-23.596829131544254,-56.60889876172942,-1.986233839901899,83.8582481935667,0
Single,Veteran,Female,A,-112.06241708858553,210.85188365102644,B,63.151178305801956,6.55566430761621,-135.24344190758995,-98.49956481992506,47.78277642794855,0
Divorced,Veteran,Female,C,-111.98007187605576,-18.916049154339834,B,54.29635958375694,74.2711869537383,-127.43420446015736,48.04200268981841,159.8828332987049,0
Divorced,Non-Veteran,Male,A,153.95002518863686,-46.229913345840274,E,98.35624093071144,99.64117589005951,113.68987222418765,-51.015499041135925,-139.93702745801366,0
Widowed,No,M,E,-7.159971311361389,-34.19917394043205,E,-147.00079172545125,0.7946445081235718,-27.732682041332176,37.92428946461084,10.199426578405895,0
Widowed,Yes,M,C,-51.12237034332006,-21.39633611132918,A,-192.35523838503798,162.80961549861257,-105.39307294799644,-43.77799749174762,-143.6228806047746,1
Married,Non-Veteran,Non-binary,B,-70.2997146888721,99.77390982573134,D,-127.29188412941754,-126.79190289458502,10.667340254564012,94.2031063195192,-91.67120204716824,0
Divorced,Non-Veteran,M,D,92.30380453503064,35.15419317843719,C,-195.6906395517505,-163.4003605642022,-74.09940061453251,-88.22166211941497,33.162248744649574,1
Married,Veteran,Non-binary,C,-26.74528582522563,-119.17050705787162,E,165.44534360283788,186.2071546650092,200.53713370398927,-63.22398531841513,-66.5460245427226,0
Single,Veteran,M,E,102.3411077439096,45.879911662911454,C,111.82955354521688,-186.35655365885245,86.84078013084171,-52.611653312739705,-47.63246351162004,0
Widowed,No,Other,D,2.5706318675818802,-49.34206287171064,B,-38.73371984361849,-45.45873047650376,52.48575728544387,38.57587390960634,31.89617579550835,1
Divorced,Yes,Female,A,25.228546690463936,-17.552017987138537,B,135.4683970620345,41.87713680854022,85.54985949330565,-5.962640128487974,65.91804343464368,0
Divorced,No,Other,A,-48.08392030748944,-1.0057313842082132,A,86.6233533074582,-49.415048525289265,92.86003788498034,245.6499430288448,84.183145994104,0
Widowed,No,M,A,29.107094720055233,7.236073571413343,A,31.868123537092096,-23.00371839716241,38.135595103932054,44.68085605663417,-228.64897069469615,0
Married,Yes,M,A,2.630012447658047,148.73275392454147,D,64.40008189849807,-39.93392555228317,92.27489101690794,72.63595008820363,-30.2470850875862,1
Married,Non-Veteran,M,A,99.64918814597048,-130.05362320432704,D,3.0178585042365187,-69.72110866183917,-19.6443839835906,-61.658710948531194,-69.44629630328319,0
Widowed,Yes,Male,A,28.071986277853007,-214.68775790547028,C,-82.57313841806005,66.2644161233009,15.918277607080222,-69.20869694885295,-13.160177139133866,0
Divorced,Veteran,Other,E,210.85312911032307,55.666308673047084,B,-17.38622454071352,-9.750643533991122,-66.72259150861035,-107.13557122563554,-1.6845832836393342,1
Single,Yes,Male,E,-40.66770771112867,-77.35638504590739,D,-101.01987172935283,116.88434083734471,-17.697602954479667,-26.5431080424191,-77.44325225130906,1
Divorced,No,Other,E,-68.89852583872879,89.21244971095224,E,-5.372658512718941,148.9355980434527,-59.24987107437555,111.28338823570687,124.11199700286805,1
Married,Veteran,Other,A,-43.406713395153055,-156.46342668441235,D,-168.46108391284716,-25.72888749269732,55.47978248450729,71.10702140931708,65.68652581059636,1
Divorced,No,Other,B,11.057213698046988,42.45817321106321,A,283.52928205827226,-49.741886076405336,103.89153802403412,68.86930886110203,17.265347058386958,0
Divorced,Non-Veteran,Male,B,-28.725278021564137,-2.5535966756618547,D,55.541437135890604,60.626756870089515,36.00350170552626,65.64938981467941,5.275256508527817,0
Married,Non-Veteran,Non-binary,D,-44.1010082697922,10.693001063598901,C,27.70909843265465,26.94512283345347,-105.0037608106253,-26.97770015783621,-13.341528010154205,1
Single,Yes,Other,B,34.45406442572596,0.44020900751011083,B,79.74145841649222,7.435675461658252,26.54168217336178,-129.09872650137032,38.59175759957903,1
Single,No,Non-binary,A,-74.58799358908918,19.45125164926214,B,-11.855992496358118,-8.367542372076763,-58.103327247740445,-72.23829210504363,13.701414534888231,1
Married,Veteran,Female,B,-39.15110308900075,157.2710336992236,E,5.274340825632156,-198.11959206874573,150.04933971555354,115.93499311911786,-32.87313445686227,0
Single,Non-Veteran,Male,A,-3.9089427532257393,-54.7064575468613,C,90.54087762500261,131.55521892472086,66.54623360358136,185.5661455645431,148.92468935086498,1
Married,Non-Veteran,Other,D,98.21903795778456,-49.89283801722462,D,-122.67364765522389,41.68577646104487,-74.79005536847825,106.87736942917468,-112.43919935867486,0
Married,Veteran,F,B,16.27291928970437,-49.18183820459293,D,41.570833721135905,175.99211753387704,107.01714454915805,206.57188928171007,-24.00703641044564,1
Married,Veteran,Other,B,13.279812516200812,-26.684617527248662,E,-141.6983161712552,-63.28967844382092,84.68260498204688,91.93602526883731,69.5765959409556,1
Married,No,Male,A,-59.06204878472342,58.348094652392334,C,-25.08611585261404,31.134953185687266,-42.81334616615382,16.719284280868667,-128.1079615245039,1
Widowed,Non-Veteran,Other,B,110.01382321002045,18.22954444568408,B,28.201829612742767,-60.974668113765915,-15.437969805064593,3.024221033580472,72.31193752208803,1
Single,No,Male,B,3.300760743769356,-24.561902883159842,C,-47.50237453136712,-98.94515579072383,51.96557462405592,216.7706116657647,4.2507853192653595,1
Widowed,Non-Veteran,Male,A,-245.920305775071,86.836583233889,A,155.43690402495577,-45.01945173397024,-0.029996080622025485,52.43358494282076,-112.74687909013035,0
Widowed,Yes,Male,B,40.509536742829624,84.87053615374695,E,-210.82620099715575,157.82851022253786,19.46361121337946,-74.53159387717496,159.5778471266841,1
Widowed,Veteran,Other,B,-46.74512751745935,0.6763911872115805,C,81.28974320787904,-29.45146305241088,1.5914477441074146,-123.11139430768365,-64.25265566615067,0
Single,Non-Veteran,Other,B,20.329009135117865,-144.329167653727,C,222.53549876135986,-44.368563000854735,-118.1713063521161,49.057254454881544,-81.61924276522632,0
Divorced,Veteran,Female,A,20.59826533770854,-106.3904357515892,B,3.284173081570728,-37.58777220569191,133.54756218056173,-30.658665740877378,6.294371808221862,1
Widowed,Veteran,Male,D,-76.33606412445614,41.15704205667183,C,49.18637297781443,-11.738706343648287,-154.95707096901467,68.91228825586408,-161.69145143739308,0
Single,Non-Veteran,Male,E,16.256712850700332,24.08807944106024,B,-81.93120968506163,-22.32908003308173,94.82884315047501,-136.9574591735518,-51.60388041162225,1
Single,Non-Veteran,Non-binary,B,-108.89376908581934,-50.452477335052684,A,-157.88675694212088,30.514288746531804,196.85389088584395,-45.29538612812252,-26.137992466061515,1
Divorced,Yes,M,A,-208.77752393316587,45.963366254107804,D,-77.4378038526483,-12.851568875498293,50.22291319515393,-43.58704707026499,-1.8766079001265104,0
Single,Non-Veteran,Other,A,-21.382277300174803,-70.74071319227349,A,19.44025701859212,-106.52405234682736,15.901815369515054,179.13212296695406,-9.203407421199957,1
Divorced,Non-Veteran,Male,E,-209.1528883949033,90.88742590759126,D,42.13457330335974,-34.07831177279796,-23.490630118258643,-47.260427899046675,-30.853489352111662,0
Widowed,Yes,M,E,-71.77139108399743,89.0402070375561,E,29.594915099408585,-228.98973714050558,216.41799201271027,196.8068515912508,30.35352324955289,0
Married,No,Non-binary,C,-68.59857930805099,101.40681361661021,C,-168.119872324507,34.98792740223463,37.37783890072102,62.04876470969594,-171.031225448325,1
Married,No,Other,C,33.389544545045865,5.886453057522732,E,-227.95109630289855,3.3235000501654834,37.180089682651705,124.17067348585707,214.08003729585468,0
Divorced,Veteran,Non-binary,D,100.5792775535469,-17.22791202618684,E,40.15606726133085,53.73283907014408,47.93351887470292,110.13134516657203,-36.049563752424454,1
Single,Veteran,M,A,-116.52217686165831,-134.4817036613726,B,-90.94343452718799,49.98117381467805,-112.23054240620338,88.1267597619171,-73.10560297091808,0
Single,Veteran,Non-binary,C,97.79397604470734,-65.61411463952771,B,-0.8852885462829111,-14.881470592304163,84.70501917743688,-39.83239224560356,17.091846332395274,0
Single,Yes,M,E,-69.1495424869558,-56.0958726314912,C,-111.66112640105814,59.27463065671914,-62.812570583256,-20.89086510977819,-129.757274783473,1
Widowed,No,Other,D,-48.85832496995866,-35.25991575073112,A,-54.286404706946755,-33.13116317715221,-18.576697363341687,52.81330586349701,107.86851566076811,1
Married,Veteran,Non-binary,A,-95.91533430157097,45.684337597534366,A,46.53381934166062,3.2950229261728143,-35.40102525062853,17.424102739257542,-14.103124604517756,0
Divorced,No,Female,A,-50.119289633658504,17.11863297290147,D,118.12708686880254,-105.40121165413304,-28.399343563110424,-145.00006302179625,195.78747985256177,1
Widowed,Veteran,F,B,25.234968987421446,27.695603089214366,D,111.86587806415208,51.01925099714975,163.65114009478026,-100.20038693362426,-12.695917844841365,1
Widowed,No,Non-binary,A,36.27970517031883,137.85867109700413,A,-73.65773483814174,36.700124735325865,134.03867973037268,-213.899826837856,59.039636755299796,0
Single,Non-Veteran,Male,D,-0.6694756066500978,-14.085347299388756,D,-142.77384947832542,-113.69739700424945,83.65233891084226,61.41007285196679,37.41709387705056,0
Married,Veteran,F,B,-185.089396686717,-18.039281537750913,D,-90.374969679377,38.75641279563693,-78.40335434299746,-31.127326548327282,-34.58659985205399,0
Divorced,Non-Veteran,Non-binary,D,75.63504074534086,59.79893760743175,E,-10.893869843682097,-4.635464696387255,-93.22082286220919,-147.31573860465835,-90.77418471232957,1
Divorced,Non-Veteran,M,E,-148.20962022832228,-31.394547653722626,D,-95.738859423765,20.678800169243992,227.04934928630854,139.46231926634596,106.5540190745208,1
Married,Non-Veteran,M,A,195.2495802026382,111.73554662985697,A,-73.75795133006856,-2.7381719459148655,-66.12772369780745,-55.160779539811344,-34.15560555553853,1
Divorced,No,M,E,15.254655275673354,144.55827169076662,C,-149.228146696096,94.88548667740669,6.279801781134702,12.764628462941127,70.80506395059125,0
Widowed,Non-Veteran,Female,E,-96.06454338028321,-52.38159596715636,C,-95.61947364362099,144.90670438902873,137.0531861320223,-27.5423764955799,48.66558244746588,0
Widowed,No,Other,D,144.46492154281336,22.68364417628784,A,-207.70888146537268,99.14342121933883,-68.44146073077087,36.07353535811575,-77.28395614814593,0
Married,Non-Veteran,M,A,-101.99901763638259,-101.09952865241154,B,-64.91724170984084,164.20692596353243,-140.89418061393354,9.05523884527956,-140.4118797377524,1
Married,Veteran,Non-binary,B,-82.98168334349002,36.309950005339104,B,22.000462696005386,8.545469439127338,0.4023655172796207,-25.156282290182077,59.73449220073185,1
Widowed,Non-Veteran,Non-binary,A,-16.350328685557603,152.3318363108728,D,-28.366951598215145,106.45453770253035,3.0889356949293196,104.45466579513618,-80.76980443718254,0
Married,Non-Veteran,Other,E,-4.086148096207422,73.46470259049319,C,50.52110924906792,89.61133922435977,-71.84961621850667,-132.18481031089902,-24.485009474956012,1
Divorced,Veteran,Male,E,-77.93488770785713,-114.9879871039766,E,4.368745033300295,-31.805458742838027,118.13810039064872,32.138983470430595,174.73774055036708,1
