race,religion,handicap,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,target
Hispanic,Hindu,Both,D,18.361549154829557,C,B,B,-84.89842176176938,-171.24779651158036,127.23445527808872,C,-246.60273326474731,B,B,-77.79867110033874,E,72.83988461455347,-125.1023220896052,1
Black,Christian,Yes,A,-23.3754853823606,A,C,C,97.0985401169239,-2.1993040666187547,155.213478991809,A,-5.008879650606428,A,D,-15.501401870279077,B,28.695380738267513,-104.56085041161627,1
Hispanic,Muslim,Both,E,-62.39372018018891,A,D,A,-38.71742909507836,114.88146002433905,-89.1826987124011,E,-151.97789306393395,A,B,-74.21236536154342,A,-169.8848369587072,-56.19321687149309,1
Asian,Buddhist,Yes,A,-110.24766508929838,C,C,A,6.943058915876621,-135.19036469531545,29.52627864581193,A,-89.38830787777195,A,D,-123.26074226793509,A,3.3935298167114136,8.944169644896634,0
Other,Hindu,Both,B,-18.32445209778984,E,A,C,79.05679717697053,-4.2227294799234985,-37.97822566563405,A,118.18744472194005,C,E,44.3159992628594,E,3.0406711677769973,-174.3572288719777,0
White,Buddhist,No,D,73.18584643746561,B,B,C,159.1326018233885,27.105760080195424,67.35496291312842,B,119.1939971351325,E,B,185.76906536945097,E,-19.898310529692935,-145.77555879020346,1
Other,None,Yes,E,113.10584614568737,A,D,C,88.66317371555508,31.84823472295013,-145.12404057696895,A,1.1517361070967185,C,D,-61.04287341550538,B,26.42283969252291,227.6378769883844,0
Black,Other,Mental,B,12.511808450542333,E,D,E,78.03058435240465,-102.67337959667265,-118.60258586982523,E,-8.796631712590413,D,D,-197.2204022053701,E,261.88958056096374,-119.92906686201667,0
Hispanic,Buddhist,No,A,-44.5575381081181,B,E,E,40.37745176053275,-43.38208427369257,-149.05719026664838,C,-151.3777425916375,B,C,-132.22538293098262,A,73.17120988182079,-87.1819928541565,0
Other,None,None,A,-102.25281839488068,C,B,C,-64.62025497047496,6.207325983502382,65.46547076114447,D,115.06805511304262,A,A,96.59471650592302,C,-38.87446269803058,-79.05903754847346,0
African American,Muslim,Yes,A,-152.1667977632329,D,A,B,-233.08825083301764,-61.6927372732377,-64.97725992230318,C,30.186702659609,E,D,-39.288009431526326,D,-90.90505489240341,14.414051875933051,1
Asian,Muslim,Yes,E,-105.39440766455238,C,C,B,-27.216542361992673,40.98313159881955,38.06848836515676,C,-55.67626621564106,A,E,88.56078073132186,E,-46.40739920497674,-91.53824468334238,0
African American,Other,No,D,51.77855665111335,A,E,E,104.08035853018202,-49.409915618004696,-226.75599032042638,E,-40.01490996274658,B,A,84.86623769653444,C,30.554830874949456,-89.9876941597097,0
Asian,Muslim,No,D,-126.05520184927357,B,C,C,0.29783088757930537,44.53083715965073,-79.7456586193436,B,118.73457527062146,E,B,121.22708515012617,E,-89.94476193280515,-30.403841263386443,1
White,Hindu,Yes,A,112.0448339775509,E,E,A,21.481963441311137,39.17620467337827,44.733067357153864,E,10.12231365033211,C,C,52.09150568318701,E,-61.41496440062858,-20.573060902075586,1
Asian,Muslim,None,D,36.69947417556503,E,E,A,-94.54355574716126,-104.90497700146575,-158.60701019182113,C,-58.622498606341765,A,A,64.52301426764376,B,23.260884668649055,-89.22212224047766,0
Black,None,None,A,12.142366623747042,B,A,B,-133.9051295539331,45.041572408922704,32.091686342245914,A,66.82289980045648,D,B,0.18448617282156754,A,39.43560762371365,135.64142493209712,1
Other,Muslim,None,A,17.289075052603867,C,A,D,25.81768491592541,77.8467430644481,32.15096752126412,B,19.05166163589834,D,A,92.79763211418573,E,-41.99760974210978,71.06324935777695,1
African American,Christian,None,A,-72.02803080902164,D,C,E,83.62741885636598,-166.11468445087934,-8.584824422861516,C,5.812638180593469,E,B,118.36229248522179,A,-146.9154144530457,4.728458144741817,0
Other,None,Yes,B,-73.57900801351508,C,A,B,199.17981604589284,-52.7406610790753,89.04329349391168,D,131.57299989199953,E,C,-54.17335998869124,D,119.9721253225238,74.83606776964193,1
Hispanic,None,Mental,E,90.48012744951335,B,C,E,58.601507474289136,-67.47493395651586,-13.354979974348492,D,79.55924983141814,E,D,74.59167564156171,C,163.34203587720773,38.36070417955405,0
Other,Buddhist,Yes,A,-37.47972455222626,B,A,A,-25.52881140326158,-58.99839348774664,38.42478235282999,B,26.431272364857257,A,A,-137.27775352121608,D,23.97339170506228,-182.35220732240754,0
Other,Other,No,D,11.215955962024026,C,A,C,73.00514008926177,168.08850119679886,48.25550838306588,C,156.92492813154584,D,C,205.4749222481637,D,-53.367279362350025,-22.748804647381622,0
Black,Other,Physical,E,-41.38356185793847,D,E,A,-127.58633567821371,126.65683457350987,-64.8641908799836,E,106.40920964982976,C,A,55.00474325383,E,-102.98948089277293,57.82596597287122,0
Asian,Christian,Yes,B,-52.82045867702894,D,A,D,-241.38784336147842,-120.67504092719315,-115.20215955659594,C,67.57255637526985,E,A,-100.96596207437165,D,-4.764731404427545,10.945559874268405,0
Black,Jewish,None,E,-103.46639298744182,B,E,B,110.51450701775698,-24.76762807668658,91.55618166661039,C,-122.69107701350264,C,C,86.75674378014527,B,14.448530685293735,-72.5621319741064,0
White,Jewish,Both,C,196.31102675096858,A,D,B,23.042671668438526,-101.25634051599192,-65.96930578790821,C,114.62565714790523,B,A,165.97222240251435,D,140.6432578998936,-142.44455082607575,1
African American,Muslim,Physical,A,3.485619280715097,A,B,E,-41.819500902486794,68.99355984061425,-231.21755853991624,C,31.82527850261861,B,C,175.59240041121737,B,3.2166796918309872,-65.05198646549594,0
Black,Buddhist,No,D,35.26682171628627,B,E,E,149.33058696210355,-48.748493768700286,59.171018038205425,C,32.36180023885119,C,B,-0.8029370657985513,A,176.2923287862061,-61.14301863312639,0
Asian,Christian,No,A,3.0659458845261365,E,C,E,-90.61918787430173,178.4446305568292,-61.57089599215726,A,-20.301156292865677,E,B,91.1974195946092,C,-26.614955292426966,-105.11518559769557,1
White,Hindu,None,D,56.868893927092266,D,E,A,-23.95744091093891,-22.95084978874473,40.07969832197965,A,59.88769405935135,D,C,119.7379418661992,C,-54.94647153998255,60.98240935583016,1
Black,None,Yes,D,-24.385471287321046,C,A,A,56.095004417080006,10.348681546837067,-94.28457812501132,E,-148.86280265005794,D,A,-6.360333177743495,C,12.056010972169327,33.75527087455076,0
African American,Hindu,Yes,B,-31.945827779656703,C,D,E,-2.0003676254730007,60.21851368147796,-60.58450642238478,B,-66.44637004861563,B,E,-69.83782601509182,D,40.13263205212702,-81.5101660055878,1
Hispanic,None,Both,C,-86.26402843027596,C,B,D,-6.088951625807508,215.72161563542016,62.92007989102899,A,-15.923304668903798,A,D,-203.89910274315497,C,156.20608381261258,115.64430520154461,1
White,Other,None,D,-151.7128562009473,B,B,B,1.016240944476484,-36.317756108267005,62.09231409228805,A,-80.868440557788,D,E,2.611344938682118,C,-86.96212927516945,-51.88191728318808,0
Black,Muslim,No,D,24.78363734452282,D,E,B,-7.07476228020593,-191.29316774519938,-0.48932157718493435,E,-39.576559403354885,B,A,87.75870322637292,C,76.73391771174822,4.834421428404186,1
Asian,None,None,A,-48.2348708479408,C,B,D,71.88707875460287,80.65349401378813,-110.8238678379739,A,46.659792818558174,D,C,20.998729596389772,D,-215.5907105865315,-99.01650567044337,0
Black,Muslim,No,D,74.9243095997074,D,E,A,-25.11372891945658,189.3544706847439,18.468854878554268,A,31.581455181338487,B,A,10.296622750391645,B,-62.340880365768356,113.17469010953293,0
White,Jewish,No,A,-114.44410077265776,E,B,A,-147.38336515169203,8.744373733766615,99.03014952989533,C,-36.24385286021034,D,D,-49.59247781499477,B,30.141155487550424,-110.77981099258709,0
White,Christian,None,B,-45.024962903064605,B,D,C,-37.730406590124566,-17.94886727609951,152.09252916087493,C,-12.007301713363574,B,B,195.74905228777695,A,-12.184808098727204,145.38971064929126,1
Asian,Other,No,D,-89.82290167112639,C,D,D,-92.34332337373199,66.00156878686072,92.63169367864033,A,-69.96380850180647,D,D,75.68581436822195,A,-129.7264139935983,93.71942686382762,1
Other,Christian,Both,A,20.637016421429394,B,A,C,88.29223311798012,-185.4123234009321,-15.161352550322649,E,5.15973801467063,A,B,69.16475829215418,C,-73.19540370913735,-112.46071343785167,0
Other,Jewish,No,B,-7.731088906686059,B,C,E,168.4625419397876,-294.1180007109492,-9.405709713997014,C,-35.50232456321423,E,A,89.10299936056937,B,-91.03922564690258,-93.73827347269425,1
Other,Jewish,None,A,178.8420571686592,E,C,C,118.25620368437842,-13.000155182498633,190.62975541336488,E,73.65404488218249,E,A,-101.88676595212758,D,-104.19401510785798,60.76505565136146,1
Other,Christian,Mental,A,-146.71679000666228,B,B,B,61.61234772692924,-52.40684765845335,-63.721273405303315,B,16.36593048986067,D,E,-20.966808485286485,D,-230.9015867445423,-36.95406090187486,1
Black,Christian,None,D,2.7999103393717517,C,B,E,15.063124365856103,-86.4097889345058,193.64157965018344,B,36.7818295677224,D,D,30.344637229084135,B,-35.46626026582706,-209.14030385562648,0
African American,Muslim,Yes,C,82.24560650330513,E,B,E,95.31163695516285,110.66461219714567,-82.42812361149322,A,27.296092024530182,D,D,27.518479034306413,C,25.04499313324103,154.14195814181443,1
Hispanic,Hindu,Both,C,42.45061197528821,C,E,D,-48.437116919864124,-93.1455313829417,-107.37930855690804,E,-90.17865832443844,A,C,-62.090855716979284,C,-169.79715143799115,-35.6581695198596,0
Black,Other,None,E,-83.46834739957482,D,B,C,-223.3727557045466,-87.45048158445688,-35.57563473742231,A,22.982429175599414,E,A,199.55834745258625,A,-63.47578490603022,76.80295225831705,1
White,Muslim,Mental,C,-18.85140696699647,A,D,C,-19.09059286491293,120.41433983178662,19.547981427696286,B,-115.09050465876578,E,D,105.92746720377326,C,-79.35962761026121,39.90794683318563,0
Hispanic,Other,Mental,A,42.04483658159964,A,A,A,125.75165055962914,-27.36621128961309,107.86417252020988,C,-51.10752479664819,A,A,-110.52035410056216,E,134.25133445999083,83.37269057012065,1
Asian,Hindu,Physical,B,-30.597309855473398,D,E,A,131.68695555348492,-20.924580692877054,103.6054557431308,C,-50.14291591245906,D,E,26.05992577938852,A,45.56921773592249,-13.682597111377493,0
African American,None,Mental,E,-127.6794913460143,A,B,A,-94.77354228844092,13.870981978104671,-21.39700964331136,B,61.950587023790696,D,A,98.18764354494968,E,-111.05550596480296,-60.521129872038784,0
African American,Hindu,None,C,-40.0732366123314,A,E,D,-36.98578399514029,69.19017088000705,126.36597175474873,B,-32.47488249438499,C,B,69.59998247888765,B,-277.7498151328747,46.938745084794675,0
Other,Buddhist,None,C,-1.504199524393852,B,D,D,-4.3519743094818795,-36.22282157106077,-127.64204574518372,D,-31.67328228215924,B,C,94.48044537444927,C,19.52395470642279,-65.54579588051463,1
Hispanic,Christian,No,B,-74.83985978028271,E,A,C,113.71013955006808,87.4141437514232,-106.3663730435446,C,-7.2347972271456245,C,C,-246.2816026836058,B,-23.197281502946023,-145.5222800765806,0
Other,Hindu,Both,B,-174.45565499750276,A,D,B,64.78421487339133,-27.694691789153797,-86.63981267965983,D,-81.42595313068477,D,C,-23.572141771634907,E,-11.319069153321903,3.8873323728236278,0
White,None,Mental,C,-99.88382593380769,C,E,D,41.26104344132714,103.42549627145448,-157.66161818395824,B,-4.288759571428378,B,C,111.35815659431387,B,-22.9819351832329,-148.32564335766224,1
African American,Muslim,Physical,A,31.56718128504491,C,A,D,192.56733653822727,-78.39877912967216,-7.758794544224909,B,81.64129439005632,A,A,63.18799552173356,B,-68.46718006548824,-105.28288154703107,0
Other,Other,Mental,C,125.5855703549995,D,C,A,47.33183588049166,-178.49607292049646,54.44204908312453,E,-63.793489713764,D,B,205.50821885702905,D,-47.89126131560964,-31.985725158728656,0
Hispanic,Muslim,No,C,82.01534375140515,A,B,B,-77.3223409457806,-0.06317666743943487,-74.89739140881225,A,-112.96798090406651,E,C,43.16591285473115,D,53.696969502655335,120.59602609356568,0
African American,Jewish,No,D,140.03921285638,E,B,C,-100.70111382132019,-48.89502061580966,-91.02670166501022,C,22.733923146890582,C,C,19.810045514113856,A,-1.3968098916631189,-168.06510947572752,0
Asian,Other,Physical,A,34.91627030232702,B,E,D,-220.6366587475443,25.13769390434707,17.388587369211493,A,142.2706927389147,C,D,-342.3792686227447,A,81.32751983145715,6.19389956087071,1
White,None,Yes,A,-235.1358133961562,C,B,E,-110.16476445902907,85.45197883364033,184.15349019186834,B,-64.17609664657162,C,B,-61.27393299936702,E,14.312552845605941,20.664198347150514,0
African American,Other,None,E,-13.338744597948407,D,E,B,125.05854155824652,11.888049857018574,11.44517533734079,E,-62.593881755374646,E,D,-84.99995872053373,A,-83.48631068597547,79.23158777156355,1
Asian,Jewish,None,D,84.75370796649565,B,C,C,150.64482263613573,46.436634316367474,-112.14657606819138,E,-118.21213104123945,A,D,109.59429068272857,B,164.5216597660031,18.56637360002091,0
White,Hindu,None,A,131.06060278909436,E,B,B,-126.17337531791325,138.9361157906034,47.37167622573251,E,140.65297308065888,B,C,35.8264147750684,A,78.53839161368994,-95.23085969934148,1
African American,Hindu,Yes,A,-7.443493420482822,E,C,E,111.92560599573396,-39.035409971045816,35.15776440620197,A,-116.4003063323238,D,A,73.8323109202771,B,50.93758633124001,11.435727999947517,0
White,Christian,Mental,E,79.38308877837319,A,B,E,18.416736844015556,81.55683979534875,-30.239238396302397,E,124.16454816739126,B,C,-27.328253720806018,A,209.07221767796403,69.26430202444055,1
Other,Christian,No,E,93.51898951932594,B,D,C,-122.45378967274033,-1.230531825345246,-17.441618853143094,D,-73.61213437882388,A,D,-2.244473543859903,C,-180.31405505481916,-100.45832256451064,0
Asian,Christian,Physical,C,-162.81324568066532,D,A,B,92.25659467619424,274.0749775613876,129.87567090688583,E,98.07096531722917,B,E,-2.7288436832411924,B,-40.69774089786385,-150.65694273660222,0
Hispanic,Muslim,Both,E,-35.16473731847894,A,E,D,-42.907904764118484,-24.475449299631123,15.137901406912919,D,0.9568188837455135,E,A,-28.152372314434317,E,-61.87579997754297,-85.27553682850981,0
Other,Hindu,None,A,81.7071393400319,E,A,E,-9.933056668917823,51.30792958280329,118.79789838666903,E,-50.81719164003261,C,C,124.60611664334633,D,-0.004490083533132377,2.5630865164992267,1
White,Hindu,None,E,-4.548227048019977,E,B,C,-147.73771870090786,96.1715190829932,28.203498983888053,E,-185.30961278262563,E,D,40.80901650419563,D,-39.02409315093381,234.88182114884015,1
White,Other,Physical,D,28.258604026648243,E,B,B,223.832365290284,69.1443897629093,-123.50400698246138,E,151.00286715933004,E,B,109.08898693129426,B,49.557718903079966,-41.59495208538079,1
White,Buddhist,No,B,140.37724565705653,A,E,A,133.2011124336969,100.47213334467662,38.0834221212942,B,-1.4748016675267774,C,B,46.57177056706126,C,5.875688688265982,-107.56179491636698,1
Hispanic,Other,Both,E,113.29497742878156,B,A,C,-53.43518398388488,-54.46077746881342,-3.924963795040384,D,25.272836426744156,E,C,-38.14020649132161,E,-138.87910188610618,3.78553372808553,0
African American,Other,Yes,D,141.23672477159636,E,B,A,42.149893772755185,-66.01717412039149,27.134356643099867,C,169.70062626728776,C,D,131.22497404008476,B,-51.662651063632325,-199.49242160952886,1
Black,None,Mental,B,-10.235232444030137,C,B,B,-13.019604355614744,86.73437177882563,-167.24117478952752,B,-49.177810737013836,D,B,-46.13760387490481,C,-90.45782085563037,45.403914504707856,0
Asian,None,No,A,83.87614118837453,E,B,B,-13.668354414033113,-25.691491550902036,126.41266782804381,D,-77.73540565705343,A,A,-119.73444976442742,A,-105.9598770534772,-199.35347312340988,1
White,Jewish,Mental,D,32.33792638939617,B,A,A,-105.29698267758754,24.526070056885942,32.37109669195911,E,-99.43102228841519,E,A,126.33490635687706,B,-43.26503646360493,-18.196969893878613,0
Other,Christian,None,B,-34.24738115839397,A,A,D,56.92615635629053,-12.270903081107976,-35.07296352625268,D,118.50136444889907,E,D,140.52993910842778,B,-32.54302613626688,135.43432825896485,1
Other,Other,No,D,94.74423626309007,C,D,D,-30.766252626378492,32.20821650881381,-34.27847820023554,C,13.046150950295596,C,C,164.29697360985247,E,-2.1082852800902057,-2.015820818497845,1
African American,Jewish,None,A,47.186447995152875,C,D,B,-154.27850309792228,-80.26587981779967,181.3305919935893,E,-24.367972938457545,D,A,-59.28995102530818,B,107.45558383365407,-13.712586252215395,0
Black,Hindu,Both,A,18.58530253012603,C,C,A,-111.14869483108576,1.6934298730487671,-138.76096265906608,C,-63.76356691763967,A,D,-47.567349067217116,C,-139.8764352552166,272.9404343980513,0
Black,Buddhist,Mental,D,171.6093625057568,B,E,E,114.28282864492276,-94.25080711014195,-128.91380800067765,A,-205.9195065310251,E,B,-14.282406061622924,E,-213.65414840554294,-72.5345195853079,1
Asian,Other,None,A,22.557696407863723,E,B,B,-91.4365935235011,86.36116401877302,144.12277627260215,C,156.25954885688725,C,E,-38.72847941471138,A,50.06627632397132,-206.0982486752922,1
Black,Buddhist,Both,E,105.00536880651576,B,C,B,-103.6380158027504,39.284283011379046,26.439820133746405,A,64.10783473722694,B,E,42.278363535971216,D,-100.04894345534147,-3.2182992644045165,1
White,Other,Both,D,-86.14837581803388,E,B,E,-64.74266849677592,51.30957974481598,-186.6585124676676,E,76.3412403743013,B,B,2.4924882003171667,C,39.7747765348182,29.7772546269344,0
White,None,No,B,129.09662162496488,A,B,D,-11.874565795549987,4.364744044477073,-132.84170116937574,A,-153.97686134326003,B,D,69.69220505887432,B,-94.28244639884257,118.67690432998631,0
Hispanic,Jewish,Yes,A,-32.83915354531437,E,E,E,67.47357291352448,-132.49246156249248,-39.82841538151089,C,159.87319127444061,C,D,-20.818415430119924,E,48.48108010024336,-92.34207305323052,1
Black,Jewish,Mental,A,3.524495691892035,B,A,A,42.42548874667306,-30.627731628026595,8.66901795573982,D,9.645861365690072,B,B,-6.4103529181579075,E,115.36738315752584,-70.70315452360636,1
Other,None,Yes,D,-74.93495388309579,B,C,A,128.8498136125138,62.35118220789013,4.3026659637132525,B,13.757451128976047,E,A,65.65539517530856,E,-25.393252548904798,70.22254873749404,0
Black,Jewish,None,E,133.27911962461883,E,C,A,-83.70102540829927,-30.59920166500463,184.56993342451332,E,-51.558765346114534,C,E,14.84537343761578,E,-155.75827775201293,9.393140080382471,0
Black,Muslim,Yes,D,41.13185583135734,E,E,E,95.09440587336478,-20.731927658735493,111.70025050921394,C,-9.064908574753325,D,C,264.5749195975794,B,-138.62575523053923,132.84339198418343,0
Other,Other,No,A,1.4474749658006765,E,E,C,-73.30012900842839,-100.04159501856648,-88.71091685131853,B,183.25085670585332,E,A,-60.55404085001932,B,124.24504665453222,-18.134025614807666,1
Asian,Hindu,No,A,81.58996502997833,D,E,C,40.01049847901019,4.155136250607679,-79.61580752262488,D,22.910706625151246,A,D,37.61219953863593,A,163.45952360606125,19.32273146643311,1
Hispanic,Buddhist,Physical,A,116.84838888584113,C,D,A,-18.701050030676285,-58.08463102198777,-72.45769414101618,B,-142.9900168244728,E,A,-17.955914110270484,D,-45.48105566850471,-188.2132309419515,1
Asian,Hindu,None,D,-43.53330289092609,E,B,A,-79.94055647043702,72.67938975991206,-86.43311456528502,B,91.11422533061113,C,E,50.534143584651616,B,-51.13109266241239,131.24630400427236,1
White,Christian,Yes,D,19.43080118191311,A,B,C,75.2544353415136,16.347960057734802,56.228228093206745,A,-92.88217404234234,D,E,29.422635496574056,A,-11.931239985473757,28.47781262659876,1
African American,None,Yes,D,193.34505747102213,B,C,A,-30.97837545983615,68.80644059100757,141.2664008377763,D,-106.36245097220163,B,C,73.23098345907292,B,122.88147043409556,-202.49091888100835,0
African American,Muslim,Mental,B,-108.91271537286971,B,A,E,-135.02480020865966,-69.02248824914234,40.93022869693274,C,70.99327625370935,B,E,-13.272235149852326,A,-36.29529310333604,-52.42799515803479,1
Asian,Buddhist,No,A,99.84911507010382,B,C,A,190.5658989584294,94.98733524117327,-50.85730497490968,C,-180.1868550532017,D,A,-60.211145290800786,B,-21.698652288378423,130.14795523321624,0
African American,Muslim,Yes,B,13.640071461652159,A,A,A,-193.07996399679956,85.42146278351429,50.165777290759316,C,3.24216657438038,D,D,117.90823342067137,B,-219.93201698003807,-158.9764655519065,0
Other,Christian,None,B,-32.430976791862314,E,D,C,82.88507315350955,-21.00188084009462,-125.11083638309269,E,15.832290554482393,E,A,40.578917385233254,E,-3.4590840393180065,43.589301738611994,0
Black,Buddhist,Both,C,-226.63083069589973,A,B,C,-73.24757139670376,-175.82356630628192,27.440599994907256,C,-74.30090378298345,C,B,-50.751673146915444,B,-30.77861198104712,-52.22188931711042,0
Asian,Other,Yes,D,-60.24780927270221,B,D,C,-35.4390264204713,55.721165054413625,155.01895421563995,C,98.09062437186455,E,D,-55.16025023943608,A,118.2321040446615,-91.4907929998239,1
Black,Buddhist,Both,D,-48.41119013840377,C,E,E,-31.440304576265028,109.93031165374761,44.01970127165412,E,149.51371390368058,B,A,181.99028802198603,B,-173.1687091169153,-58.94592256970117,1
Other,Christian,Physical,E,173.3752226256594,D,D,B,-57.07244205383761,-118.41433894668829,122.9021769604733,E,27.357398423848984,B,B,-103.97541729994313,D,-153.7576621811005,-68.69870577058519,0
Other,Buddhist,Yes,C,-85.79856874355025,B,D,E,62.31801230232333,-5.883400350570589,196.52317220757817,D,248.86713582465467,D,A,-163.01297594277776,D,123.72393088116152,178.25864202668114,0
African American,Muslim,None,E,52.47852473785725,E,C,B,-155.91721896428928,-97.04052958448494,-80.33951636251315,C,37.320177657005,A,C,96.30640737156858,B,172.40255593755057,-88.13685141381194,1
Black,Buddhist,Both,D,-149.11196670422405,C,D,B,128.8407447883652,-144.11640850999973,17.74264326563926,C,-98.9439748498953,B,A,17.959810209258585,C,-29.368784161691963,28.597129303796375,0
Hispanic,Hindu,Yes,B,-9.186604104856883,D,A,D,-171.9915167324964,36.118681207902384,43.7725780539671,A,80.13366884662216,B,C,-103.56504513042435,B,-174.91137960656337,24.0010100497348,1
Other,Other,No,C,-34.96299187403288,C,E,E,115.96089239816764,-7.059377214927681,-29.592829486873146,D,-133.09389534035233,D,C,-48.2732723298507,B,41.58494468334853,-66.95238307781194,0
Black,Jewish,Yes,D,-9.765135605459522,A,B,E,49.32259204302852,6.181892433814125,-40.17001315656962,E,-72.53566643921313,D,A,5.787976393375839,D,57.83523658217311,-65.06221341871996,0
Asian,Christian,None,D,5.840263293045401,C,D,D,-53.76742291580786,-59.291008042447444,7.916899863984899,E,44.48033656194597,E,A,93.31645394662964,C,-4.647270960691113,6.5924350469634945,0
African American,Jewish,Physical,C,-94.47651488242438,A,D,D,115.26730010922648,-78.33840598820701,-12.469548333381827,B,110.47965432204016,B,A,73.33633359507742,D,-12.246768353801967,-133.5250641662547,1
Black,Muslim,Mental,A,-67.71785084355241,B,A,C,-76.29411149186896,129.0559504459994,-61.90459734141851,D,-218.62323218102432,A,E,-22.106123532595507,C,103.06625429475457,128.90213902407677,0
African American,Christian,Both,B,36.77345509049147,B,B,B,177.33209363165284,-130.84247509235044,71.32649185383016,C,-100.62875167986418,B,A,-73.33950021166119,D,-59.06856932199266,-74.06370451727948,0
White,Other,Physical,C,23.111305328167813,A,A,E,-53.308822386297685,-200.83736036634429,76.69103943094142,A,29.35186822757569,B,D,-46.67659131498359,A,52.56113726388442,-27.470711591274387,0
Other,Muslim,Both,E,82.44611272784113,E,C,D,59.04237340852782,-100.5548530743562,-121.25229975542202,E,34.60569523275488,A,E,-131.66332521141265,A,-54.76385004327078,67.89732022846952,1
White,Other,Mental,C,136.16978755063667,C,D,E,-13.762126772777231,62.72656255700443,-86.74668297878105,C,-20.630977779977602,A,A,42.764413121028404,C,-70.26491176023,10.178937269134924,0
Hispanic,Jewish,No,A,-1.0458510033436232,E,C,D,80.49783619253006,-145.69282470496793,43.39831032124082,A,-20.911686674640226,E,C,44.40105741819956,B,85.2104725808404,-42.10079831407666,1
Asian,None,Both,D,97.84133532127485,C,E,A,-27.88130903348771,13.664742383291548,-32.304547813757054,E,1.7815478410172578,E,B,-83.53059404872567,D,-127.12822966688569,-12.658974511563281,1
Other,None,Yes,E,-138.249886395673,C,E,B,3.0264958779628954,-174.7860297978405,-46.223849476080694,E,46.49324767876654,A,E,-9.431616824719995,B,157.38872075032592,-98.44038419551299,1
Hispanic,None,No,C,-87.39358028271204,C,B,B,80.92308887753359,-24.70030945281962,87.81173481622557,C,15.609796785169136,A,E,-100.89811831825494,E,-103.8340033001213,-97.22707738139783,1
Asian,Hindu,Mental,C,41.653310718356394,D,E,C,-83.00573069460593,-126.19541129321678,-80.39746051431014,C,11.994440421225987,D,A,66.11122528483908,A,-64.52783859197942,-47.7502753400321,1
Hispanic,Buddhist,Both,B,82.80268576704802,E,C,D,-79.44730965242677,8.280400768892186,51.13567314236408,D,-101.20949661339462,D,D,13.029123558183558,B,-33.86156017517733,-113.7804678084924,1
Other,Other,Both,C,-129.82623060655598,E,B,D,-147.08610446789982,92.105952138481,-200.74429414813736,E,-111.7554643056214,B,B,65.55985752089659,A,54.93513584599488,-159.9393859595081,0
African American,Christian,Yes,B,7.395182104337198,A,C,B,-25.372414654226194,-95.33334145364584,40.60317174943358,A,53.52858616999321,E,B,-42.30044801421909,C,50.21950777255346,-107.94364693731404,0
Other,Jewish,Physical,C,-211.04367179223757,E,C,B,328.509904716867,212.0824737108391,-50.3268913488404,E,-174.5879282930273,C,A,-114.89630478904473,A,-109.14540092277487,-21.500754310379953,0
African American,Buddhist,Mental,D,-2.098695830170969,A,B,D,-60.6764509339924,-10.98265239035551,-57.8005497503417,D,-145.77069258570984,E,C,-16.379155502090658,A,-136.64100489062125,33.13058875146538,0
Other,None,Physical,A,125.53047546313539,C,B,B,85.14971141113264,33.3789952079523,-164.88685168434156,B,-76.40214412875862,E,A,24.48554839643047,C,38.17648968488015,-24.447223530480226,0
White,Hindu,Yes,B,48.21943642033606,D,A,E,-170.397305176495,-72.56707518658072,167.76601269106567,C,261.72441510771995,B,A,-116.82607749446534,B,10.69589355344274,-25.764089157364932,1
Other,Hindu,Both,A,40.14490655137177,A,C,A,32.76191755250017,-164.1609537534064,114.5473359373415,B,-76.57106447185761,D,A,-77.15340985594028,D,-112.22386481019906,-77.39225634057439,1
Asian,Buddhist,Yes,E,54.913385238125535,E,A,B,136.91557888977334,36.33803715763684,-16.702270138835768,D,-36.54300373524281,C,A,-108.55330645638553,A,-48.238087125508436,-61.69765944048804,0
White,None,None,B,-126.42862727575515,C,B,E,-18.063001636965183,-24.36995722964123,120.54849256226163,B,-107.6353383201618,D,C,4.898163559404826,D,25.830786973804155,67.97987716941985,1
Hispanic,Buddhist,Mental,A,24.437216352401887,A,D,C,-218.1860687001259,-25.437433671271975,-21.40418125150172,A,-81.39858344634668,C,B,46.03535418065406,C,77.95764485550762,-109.74095443232056,1
Hispanic,Buddhist,Both,D,57.75902815086208,D,D,A,12.800593403251185,-43.74530457119956,8.0945896994854,B,-198.94481714626767,B,A,34.814565463704525,A,7.277181740160159,51.34679494996889,1
Asian,Other,Physical,D,-67.82075504955925,C,A,B,-57.237832441315426,-28.34792615317836,13.641171210647235,B,-7.239454101029111,B,E,58.945540832864296,B,-235.2035010825076,117.9848247690785,0
Hispanic,Muslim,Both,C,22.91912004542576,B,B,E,16.690654787362693,80.34493577748812,-60.615305959760434,A,104.74174357902174,D,B,67.37858397262073,A,-67.94131556239255,34.53662766562836,0
Black,Buddhist,Physical,D,-228.9072178428954,E,B,E,63.06082419078861,16.337671484596356,232.91087991529471,E,-14.078486737229747,C,D,9.011840295045568,A,127.7105827533245,59.620258150517856,0
Other,Hindu,Yes,E,-8.517174202727322,C,E,A,-50.47010873029541,-103.50496396494671,26.696637453516082,B,38.60052988863014,C,C,-8.230379300718633,E,-162.62592546897952,1.3307863710182026,1
