SEX,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target
Other,A,-20.587325241499318,-1.7914153781103288,-18.49102607825614,B,B,-50.993105000543935,D,C,103.96109201279975,1
Female,C,43.052799096953386,-19.310667019407255,-84.2047227836444,D,D,-83.4010292686967,C,B,-13.90972681579908,1
M,B,15.713874826237156,165.77550667101613,120.90228777189229,A,C,-89.95789326446744,B,B,-28.434279465710855,1
M,B,-16.555924719954895,122.2563312104107,-83.62072197272877,D,C,49.47536590585644,E,B,-86.91439671655577,1
M,B,-123.99984099502805,3.608371050137322,-105.22563177176629,D,B,-192.19538081505667,E,A,52.62323070032243,1
Male,E,-138.61834383367898,-170.30105463147999,156.62014226696596,E,E,-122.90264605743072,A,A,-69.70675479742789,0
M,E,31.900856799325915,-153.69873460467122,49.96781094009593,D,E,27.032798404756758,E,B,12.507734565690477,0
Non-binary,A,59.67605882283122,13.140059594408072,-103.50799085488056,E,C,-171.24208302358278,B,C,62.184005517823515,0
F,B,7.8643190568401184,-25.315854815359522,-20.053978059563057,C,C,-19.85518523072557,E,E,111.71568533459477,0
Female,C,61.88061148599739,-53.92105666537039,106.18186283258073,B,D,-51.0881888391658,E,C,26.745520764728877,1
Male,B,-21.833768042062747,-3.2663545171027013,199.74456219551888,B,B,36.30699987157401,C,D,58.96141980309933,1
Male,E,-5.757663622363513,-119.11237373829367,76.19970044709503,C,D,109.28861581794851,C,B,-124.16494359876573,0
Male,D,-64.69189827328056,75.57978423141797,44.95188984638089,D,B,-124.40766391085332,A,A,63.667831611073076,0
Female,C,129.60954220809032,103.77863056398242,-106.6839102895432,D,A,188.32037357924358,D,D,-18.704912084721048,1
Male,E,55.897192366867785,-103.95956807372204,-96.57007622989187,C,A,93.14349910051733,A,B,-21.132627060264955,1
F,D,-23.497233623403595,-7.585053933193386,9.29758099474742,A,C,78.79885241337463,C,D,-31.390152370944023,1
M,A,-31.84777733035607,70.9278955909193,33.950940051723464,E,E,88.07417094239123,E,E,-161.35810822877468,0
F,B,17.51445573440241,5.968940230870128,-33.45569033432903,D,C,26.73485068489272,E,E,-7.905249630142411,1
Female,C,-12.501366159921007,203.26785146696628,-57.95080602317112,B,B,115.99833769407468,B,C,362.2774677223882,1
Non-binary,C,58.199402399051394,92.13779309946567,164.7396897755865,D,E,-215.4766408015817,C,C,-42.592236448391205,0
Other,C,15.921210767737273,35.83746819125608,-86.32937335737029,E,A,74.33109564151079,D,B,124.1267743141276,1
M,C,34.731544050085745,45.80764331659105,135.3002872586201,A,B,85.45739914776651,E,D,139.62484192465143,0
Other,C,-34.964192073034035,78.20749990971258,195.89382594608998,A,D,-74.35998309171038,C,E,125.05139680909068,0
Male,C,32.98635446519043,134.04651095943515,-83.46974454889856,D,D,-34.23587793168439,E,C,-74.59134968756264,1
Male,D,76.85392217784609,59.0044996134091,45.55405634148128,D,B,-0.07103593501332785,C,E,3.2495713085645264,0
M,C,-15.47594782417224,138.83528229367076,122.05427339294582,C,B,41.97200034323048,A,C,165.03865591537934,0
Male,E,107.30122903785157,-172.4136271039771,-66.29275906867356,B,D,-32.947469726281334,E,D,-67.72297741333621,0
Female,A,13.946975291309444,99.06247665778045,98.4152916627487,D,D,-22.608587449747592,A,D,74.79660685135065,1
Non-binary,A,-6.325154588799873,-164.29008248147116,-31.986025300635827,E,E,95.44554375475435,E,C,-73.96716860597466,1
M,B,127.77555706690879,98.540096053553,26.030224630382868,D,A,-57.48303095371304,B,E,-67.34144057401419,1
Other,E,13.668324243452682,161.40118731081995,136.85868526463565,D,C,-19.912631358999526,D,C,21.34334482017239,0
Female,A,-122.08038973124376,-124.91958092686171,45.810230550238,A,A,121.64208931410514,B,C,-159.29462880143598,0
Non-binary,A,49.31603187354753,112.23528471470846,-95.62069108256827,B,E,-87.3141097761606,B,B,27.29385034445136,0
F,B,-46.8784555433218,107.44943035608752,70.79210601865117,C,D,-0.38544043396687955,B,A,-33.57202054122938,0
Male,E,-19.575483193093607,28.002458824735605,100.71376494428218,E,C,124.1148769414862,B,D,3.4673385244278503,1
Other,C,-70.5098849663476,-17.753062103524027,-21.408055251256386,D,E,91.51960727010338,B,A,-79.32990392759211,0
F,C,80.12322592035555,-7.723719780872669,71.56595895541739,B,E,57.33759937079475,E,D,52.053379210742854,0
M,E,167.50566551615066,26.415077923182228,-140.04665518929528,A,E,38.160765326983196,A,C,44.51102262358527,1
Female,A,74.50583783166506,-62.57024042544743,-175.62205434681286,D,B,40.76543052761858,D,E,151.09525368818353,0
Non-binary,E,-14.414091389513931,-26.52850825619956,-37.083882753822245,D,B,61.14196045733752,D,C,-39.82598728397465,1
F,C,179.53789959351099,-53.178618939663814,68.6138205080519,B,B,-64.04015087765256,E,D,175.4275958235884,1
Other,B,-26.192695251060645,45.60553771010133,-122.21027288066564,C,C,-106.39267065133463,E,D,77.72054225261498,1
Non-binary,A,-27.97431431931096,165.53493643182847,31.263549095851335,D,D,-167.32345001655,E,D,18.447330097554477,0
Other,D,15.484758828993394,-124.92562346860414,-133.37976913751783,C,B,-77.37756320682529,A,C,-92.21876824959911,1
Non-binary,A,-40.082710802700554,193.47491958884805,-75.69420585915239,D,D,-15.102816186313339,B,B,31.564378212552768,0
F,B,61.280389471269935,-182.5603050342196,52.30287303438348,A,B,-10.42490781579634,C,C,37.06314393203238,0
Non-binary,C,84.86956370915765,-5.8759709667373805,126.04227725754103,C,D,-32.177694026866476,A,B,-287.5531596454661,0
F,E,146.41807235802128,-6.542855844728339,22.311283082720326,B,A,-218.30924169252734,D,D,-29.274845749777207,0
Male,B,34.844390102781,-41.91488785780773,-20.209800048343602,A,D,34.332866079331815,D,D,193.4041298825304,0
Female,B,25.212166445040545,7.628098925462023,-47.009566447407174,B,E,47.32999682612093,D,A,116.84485134720042,1
Other,C,188.01565430579893,-62.12706859766913,-64.2356435159245,D,D,52.668410389533236,C,B,64.50397856246623,1
M,C,82.43241378919016,-0.8817620302282759,189.51433069885164,D,E,133.0794345376509,A,B,-16.7107593281441,1
Other,D,104.04409254837792,-24.231897018294887,18.08690861115164,A,D,-96.1649999599653,A,E,57.890143089870385,1
Non-binary,D,-176.11830283181678,-6.910716280365133,-134.91156249850897,E,A,32.33843455108361,D,B,42.80197274717672,0
Female,C,-88.61598993137842,-99.62696820958679,-43.033041808299124,D,C,-167.472143665197,C,C,-3.5354154022455955,1
M,D,-22.17878559965673,55.23325213117626,55.88031714202457,E,E,125.81359546402662,E,A,108.33338587008747,0
M,E,163.87366277361858,-107.48853222688508,-7.131526130368644,B,E,154.57279940495008,C,A,39.42722345298827,0
F,D,-128.90239516932772,45.09850283511641,150.2077931323293,C,B,-133.33803270973556,B,D,111.43584973638416,1
M,D,22.241446897886462,96.62001685419584,-23.516124852303903,D,C,-60.80285343442638,E,D,152.00340161686304,0
Non-binary,B,130.33857574773256,-130.88318113863846,-93.25374331479277,B,B,-96.76196005629542,D,B,117.55869653179471,0
M,E,-75.22642633614889,-168.0066440030206,82.24050727036443,A,E,-24.522875186380894,C,B,137.1254019162311,0
M,E,39.30516638243879,-123.98860973999692,-18.593312926762962,B,D,-94.8132324211519,B,A,-59.95568184576978,1
Female,D,4.224683319489432,-59.084144723436026,-212.6788877289557,B,A,-88.18460488056097,C,C,-71.53230226626968,0
M,A,-31.789933844621277,62.13561216787223,20.511267739343428,C,D,-167.87306846921788,C,E,-97.5210788659783,1
Female,C,-36.13909618847762,37.43341298492433,-100.09944465884217,B,E,110.23051241391238,C,D,3.523682592483155,0
M,A,5.767283132923138,9.512830086496743,29.29220087729766,D,B,115.0149919736116,B,C,-19.018529945484556,0
F,A,-21.085493873005717,62.8704248958267,-204.29876356229127,D,D,88.0513969278189,D,D,46.51529910424139,0
Male,C,-76.48344407775541,-148.45493206336062,-46.52024911164482,C,C,28.631746433613763,B,B,-28.664585555129275,0
Male,E,208.05281646538583,11.044716490033863,44.01823493797676,D,C,53.10867430088345,D,B,-24.864743116985945,1
M,E,-200.74883443895163,70.91079278140398,-11.186065584336689,D,B,81.64857223910612,E,E,84.46210378955878,1
F,C,46.4156643632764,-17.02307816308992,42.08131201164851,B,D,57.52019804393641,C,E,25.636150127873503,1
Female,B,25.08811731994658,-20.452280361811486,64.86538985814691,D,A,-121.44551818760434,B,A,-256.85321059040723,1
Female,A,141.08149561023455,-187.70631406338498,8.530532048966592,B,A,-91.07589182752783,C,A,105.86669141162362,1
Female,D,-203.7989949126509,19.435292424091582,64.49614891688125,B,C,49.310525191695966,D,E,149.09415655205052,1
M,D,-86.52103355296033,-60.4441131814561,35.24495959136748,E,A,132.25091219785872,A,D,-23.834114465362457,1
Other,E,-152.64516759442844,45.355205354472176,-13.627178621997974,D,C,-72.32212340667222,C,D,-37.05799030013532,1
Non-binary,A,-97.55833243106873,58.44127734223403,-18.156596808850335,D,B,34.35896371379255,A,A,197.71946329778123,0
Other,C,-35.2193526090906,5.058309245729296,-6.640910765230721,A,E,-224.64748946025153,D,A,-151.4404219373336,0
Male,B,-112.43338764043189,-17.40109248626434,121.33904795019575,D,D,40.533639634855035,B,A,73.79853197368766,0
Female,E,39.17533879881967,0.8605923590331832,-95.9025873184194,B,D,17.00141630004931,E,A,48.078574956820155,1
F,D,39.74294466827797,-2.1342794116849815,13.903576970499861,D,D,79.23366810396568,D,E,-36.929594262858814,0
M,D,84.27581555003421,-17.218250376669666,-102.68209268046387,B,C,88.75087346357024,C,B,-67.53832989847541,1
Male,A,-60.01890065980015,-9.473796988841157,-97.54035553182727,A,B,-54.61916246105284,C,E,218.14314295554524,1
Non-binary,A,-81.65683341112853,6.994605061206061,-90.52105822500204,E,D,124.77884764327021,C,D,-89.47029895913042,0
Non-binary,B,-142.16100584529784,-115.709260738675,-129.87237176573166,C,E,-73.10359940941196,A,E,-45.64193833398023,0
Male,C,-91.103217861475,-101.1993183561675,35.68750539957466,C,D,-6.812820621810511,D,D,4.502146569985797,0
M,C,20.407193367668036,84.23917930080881,-81.1831968201071,E,A,-63.33917029577057,D,B,129.8342727783105,0
Non-binary,D,-72.9600649857793,-112.98635215959077,8.644014777417057,E,C,-32.84069879214422,A,C,-113.85272178579177,0
Male,A,-67.2028016706771,-32.458752328314866,2.5891043794853332,E,A,-112.2235727168478,C,D,-109.33954356096096,1
Non-binary,A,-140.82232222905574,-105.71904886443386,37.30179929344975,C,B,4.094341492568138,D,C,-211.90303013553518,0
F,A,45.74771445095316,-48.78677042028616,69.78871580184129,A,B,87.53761958748188,A,A,98.31378206374501,1
M,D,-123.99234773826471,-45.89103525475692,79.36368142557,E,D,21.186258536430465,A,B,-152.65007868550248,0
Female,D,-50.34890170017824,99.31198866257358,90.96009436524272,A,B,-35.878417143855614,E,D,190.969764721755,1
Female,B,120.46834861159117,39.10666304398351,-43.655135501594856,B,E,76.59511332468092,B,A,-250.83171094940008,0
Non-binary,C,10.131843186730864,34.72537163390301,-45.42005889901027,A,C,-144.05178135698466,A,B,-6.490536354704349,0
Non-binary,B,-14.531237072904949,39.138002712423486,167.89653346187245,D,D,115.507440912248,B,D,46.91766577166786,0
Female,C,92.9447335495937,-132.09357797993155,-54.56556998698654,E,D,-30.43083309934414,E,E,-92.6996997358984,0
Other,C,-9.912704344172276,-118.1843020157634,95.10248177637236,E,A,-74.71071618822181,E,C,-47.043925074186326,0
Other,A,90.48141850417966,15.766318586147502,-26.6656607349889,C,D,56.88535931233335,D,A,-45.99717021328868,1
Other,D,-9.564195778653191,137.5087555928198,201.18453598097136,A,B,-95.77953666000344,D,B,16.628322588825895,0
Non-binary,D,61.97666616762857,16.250937579869742,-191.3474663510771,D,D,-30.99626263007825,D,C,-8.326902111295277,1
Male,D,-34.34097414482746,-38.52083419600497,-95.4191750932762,A,C,-11.638412049213684,E,B,-16.539370353867408,1
Male,A,83.40855116737784,-99.15554330070661,-63.972852311382645,E,C,-102.99162680582263,A,D,-202.3870700341724,0
Female,E,241.19804205731828,-76.27502927620262,-90.42102968530733,A,E,-29.943904356844612,E,B,45.629040115057165,1
Male,A,108.6400128208438,-80.7450711716728,-63.22138087539637,B,B,101.96601544096879,B,D,1.8731423610005433,1
Male,D,22.258386250521454,-67.22389823463129,36.332608148969676,C,D,48.067886160183996,A,E,0.8183561207738492,1
F,B,54.50172446118599,98.17951081168044,130.70356741096757,E,B,-21.33821715198648,B,B,-20.04374880075237,0
Female,D,-254.99239243024073,-37.74811587113278,57.228659672327844,D,B,-29.649006129553644,E,B,30.148532635559576,1
Non-binary,E,0.13947896986129074,57.44340341923557,9.446885288525072,D,B,-102.67502535259128,C,E,-162.05180376262797,0
F,B,-33.1145659682994,-36.37855804871114,15.697316093911779,B,A,170.77200729103825,C,B,24.12297856134968,0
M,B,-34.65455054607683,-34.484639468630526,-118.17444734600116,B,C,-65.1879091748783,C,D,39.17947882445183,1
M,B,-106.8122815857888,-91.40228603015899,-223.67633056322492,D,E,178.4639749359259,B,D,-36.138227113491,1
Other,D,-7.475318048826622,54.62101933061556,-68.84020138485135,D,E,31.976362038241255,E,D,22.616509953893576,0
Male,E,-31.54620898347778,-73.71207513849394,115.8068199669225,E,D,-36.879381008258036,C,C,3.975795482875589,0
M,B,36.97885482292883,65.74746353816037,95.75311910098209,B,D,-47.6050582405578,D,C,98.24839204830398,0
Female,B,-131.27103708768053,-183.73201888200703,-76.31768962855335,B,C,73.44297514953413,B,B,-85.91039105183137,1
Non-binary,D,-43.21967239832802,78.70118876472483,71.40195352850381,C,E,57.48102047356334,D,A,123.65806839180648,1
Non-binary,A,-55.910081169942494,70.36500962114599,24.037546450630476,A,B,-7.687964791346793,C,D,7.154755428946939,0
M,E,-148.559263077691,-21.451896445487765,135.02018843798064,C,E,30.97016072071561,B,A,-126.25790965340116,0
Male,B,115.34313394636231,30.89951643250265,159.62066068392377,A,A,-85.40271276765615,B,D,-85.76829552455277,1
F,A,249.0110090752867,246.1193125384141,-27.850445088337306,A,C,165.63893135806137,B,C,98.74500650182554,0
Other,B,7.648848924085047,60.64592335852821,21.270279194515947,A,E,4.235123440161333,B,C,37.877620717905415,1
Female,E,-33.275848674456206,159.2671493691098,-58.99275313830093,C,D,41.36641254052561,B,B,-173.5133460164124,0
Female,A,-27.804092411643072,156.11186876346216,32.080614210128076,D,B,8.319953648301036,E,B,84.68154637503407,0
Male,C,40.05814586201392,3.071554119418116,-72.5237468410917,C,A,62.83696030731264,A,D,211.30947440921335,0
F,D,132.19479407673367,-17.76533146390824,-64.51174423704497,A,E,154.24825742131932,A,C,-61.962337927482125,0
M,E,84.91911322701147,86.81301124405472,-153.9199504452351,A,E,-26.078287183364985,B,E,-129.252116187681,0
F,D,304.2820930251019,72.44363561305495,-42.67895374390673,C,B,102.66946400945514,A,B,-83.39786749837165,0
Non-binary,E,61.47816713517358,-43.59751055327727,-130.72848014604585,D,E,-39.71235406146285,E,B,67.18250644845428,1
Other,E,-22.348139518062908,-107.39662202531903,11.202419938201876,E,A,-62.54061044716915,C,A,-33.8154008135237,0
M,A,-75.12615905276623,201.74892821892772,152.70489638072533,B,C,-197.34014234947242,C,C,-151.12496799010307,0
Female,C,88.9248874201238,-111.92791907385093,24.33842396588519,B,B,-52.91841724466071,D,A,19.871689023342128,0
Female,E,51.47681194619531,146.41514494698635,-28.365397468781484,B,D,-5.698296948198587,D,A,125.21561020242827,0
F,E,66.36892147803962,-127.7948581764369,-64.09848969328195,A,C,18.891197495906496,B,B,-50.14273809332307,1
Non-binary,D,-205.8709039035119,-153.50255788343568,-101.08342895683107,B,D,-46.974075791207135,B,D,-41.33215968122042,1
Non-binary,B,225.0107956608849,-35.580924831993144,30.744064983493296,C,B,46.47396794524609,E,D,44.54289848802725,0
Male,C,52.54447321647585,65.64771354603583,104.04553818651972,A,B,19.75736051711183,A,C,135.29925727239322,0
M,D,113.85249037972956,43.268460866928415,-129.48227499436192,C,A,-56.54962799859552,D,C,-68.44802051978533,0
Other,C,34.52479648237369,-17.73129769931708,145.16849956868361,C,D,-60.25780666565501,A,E,-35.730525492207214,1
Male,B,74.02654123478516,-107.61834019885428,0.6126291505839644,C,D,-52.33916302455339,A,B,58.20565218662771,0
Non-binary,E,-60.7652666588262,14.331223564456142,78.54592390937486,D,A,193.41794262550272,D,B,-70.694946892703,1
F,A,45.970249811612625,-36.11540617016095,-10.671507856458454,E,A,-55.06760213867745,D,C,-83.53009688528225,1
Other,E,13.60438511030719,61.45895124823079,18.319327464867786,E,A,-277.51079449035456,C,E,30.116533470728417,0
M,E,-289.8174057696406,85.60711815531357,-56.51329456471236,E,E,-96.54012136196727,C,A,31.80456255091373,1
Female,C,176.35489993587979,8.53992722424354,83.34816574309771,A,B,-68.14652590894048,D,C,-36.47939707085502,1
Male,A,-129.06664105287643,-116.01715268333987,-6.163683797310875,A,C,167.95501842673886,C,C,-93.16262382178591,1
Male,A,-93.47661008191095,-121.84976237404751,-127.91645432934824,D,C,-74.48764193654615,B,D,-186.65694872918684,0
Female,D,21.729826128159946,36.21409357647696,15.493681005327065,A,E,-58.25655210254007,A,B,-100.17695958002497,0
M,D,65.97432958480027,-6.597472429358244,-115.5839981522723,B,C,161.06768464187584,C,E,-11.842335484347819,0
Male,D,-159.64272903802313,180.42412046759344,-20.478312881013156,D,C,-72.00821272945926,B,A,-36.65668029783603,0
Non-binary,B,139.83770125582603,-7.646734004905095,112.74867277012366,B,D,-4.782290608743133,A,D,-37.80197395893992,0
Male,B,-24.980794911435318,71.78875561010393,104.33514258978505,C,C,67.35058975530437,E,D,102.25026893892655,1
M,A,-130.07959722688892,-10.91092784590409,-52.72933579764383,B,E,-76.80000543450586,D,C,-11.198743480722822,1
Male,E,-38.308104448865194,-30.429107697373432,-31.48070754938437,D,A,-26.224938285720263,A,C,-212.60020308816894,1
Non-binary,B,37.355717491633115,-134.3229200331952,67.64577881102328,A,D,158.68782466566526,B,D,118.01233283072636,1
Non-binary,C,-67.86121479869225,42.558171914993764,-113.97285919383411,A,E,-152.33113515456984,E,A,-120.34549159120958,1
M,A,100.05069544207446,-194.03705716481164,-43.78464687338493,D,E,-138.9089825964676,B,A,-70.40824746638555,0
Male,E,35.86802502123436,-15.019912026416796,87.73538536945131,C,D,-94.15370155986189,E,E,118.07283275289866,0
Male,A,8.582885108869567,-37.15063731054639,-73.87432560971064,C,C,207.5440280366662,D,D,-23.054998988816163,1
Non-binary,B,-56.21419206333938,100.75272404016522,-10.294618427958692,A,A,148.27966597182504,E,C,-37.62386733971989,0
Female,D,-16.206542980412525,38.155941761616305,15.869611675437106,B,D,159.45062468404168,A,D,-79.54177529736324,1
Non-binary,B,-72.12392199246617,-57.632993074860416,-79.29114318449642,E,E,-96.1233133241655,D,D,115.70988770507707,1
M,E,-125.76171706303026,125.34637394651777,14.137163612768314,B,D,22.487639156023125,C,B,116.03080628816032,0
Female,D,27.496334559215065,-31.900281325856707,122.8352819485484,A,C,65.86907520935299,A,B,-176.61270337746956,1
Other,A,-73.8787195243439,132.33335893871214,58.485462728943794,D,A,-27.39360105875848,E,B,104.15494247835528,1
Female,D,-2.732196192261836,-0.0748238515628993,58.28816032342657,A,A,231.3593990340685,A,A,55.65675322515642,0
Female,D,-129.56249444622864,-89.0157478042364,108.57777740582604,A,B,-156.670764253649,A,D,5.280167317008815,0
Female,B,31.913899943433112,-52.91890336007885,117.88458297379438,C,D,89.52936993698307,B,B,-83.26151753984911,1
M,A,-26.407136740106463,-55.81997189150892,-230.31333899260324,E,D,38.22681879759563,E,B,-119.82350859885575,1
Male,B,-86.3547728741264,209.78100114898425,-88.38471013736286,E,B,-50.15300392847729,A,D,151.1837631396868,0
F,A,130.01490974615888,119.40688648268096,-48.45782947406517,A,C,-160.82578618699216,B,D,-22.558537634968317,1
Female,E,-92.80889763401477,-112.82534978584778,-92.9311487205331,E,A,29.860280313135647,C,A,132.66114181104967,0
M,A,-14.431943534920801,-52.194770828767346,-112.33255591234416,A,B,-29.847689791477762,E,C,-219.0600513349441,0
M,B,40.12021789898371,-69.45679469728331,-48.419932926529725,B,E,-62.21586379259355,D,C,25.19156887848803,1
F,D,62.90187706706375,15.69585351569598,-8.848594237682708,D,E,135.13206961787458,A,B,6.140870800132436,1
M,B,-113.35440183448493,-22.11066058274494,11.886167592001103,D,D,-70.52940356712918,A,B,72.26822285758084,1
M,A,-132.56979671155761,85.76561079220846,-33.42179975444562,E,E,53.2618355143927,E,A,95.40289719953215,1
Female,D,83.72015218339018,-16.613118104064718,-5.608353918194109,E,A,-22.406653817304665,A,E,-81.36523512126206,0
Male,A,72.87935490690829,-7.210729188990754,-54.704949406816716,C,C,-161.41057793051027,C,E,7.929023774232656,1
M,C,-69.52282189443969,-25.710732339766217,-167.21429266235722,D,B,-77.79767270496319,B,C,-15.461381609911,0
F,E,-107.92637700847585,5.272677044417284,9.116941687195862,B,A,100.81684357723708,C,D,82.07350762102362,1
M,E,64.79202443190403,-20.128907589147964,-35.15588130669602,E,E,81.52172658002121,C,C,-17.8839033930603,1
Male,C,24.09522859424514,0.10914814168179326,60.04369591494982,E,D,240.44742600435941,E,C,-7.516631319482252,0
F,C,102.1413487854947,34.45520002672228,-75.88156309868926,D,E,31.457120586633508,E,B,36.344621785979534,1
F,D,-72.49610467822784,-197.9374116690883,-51.851365874551405,C,A,42.44604398060872,E,D,131.56580764663312,0
Non-binary,C,-49.863083985400074,-123.07899950700694,0.26894226827581813,A,E,-142.31183799940388,A,A,-43.82870239320448,1
M,E,45.049721375865445,86.7293617128179,-82.67505827416596,E,D,90.68977784865511,C,A,-23.788047147697238,1
Other,C,-117.62472235255007,-98.64417431682207,-140.4595097551758,E,E,21.084374815195297,C,A,42.02597250200284,1
Male,A,40.93036418225135,-57.20228971774286,-7.770892686643221,E,A,-102.2063515847331,D,C,-93.95076171227232,0
Other,D,-27.623708936661913,61.97057923086038,73.30407358552155,C,B,0.061406332318351985,D,B,101.51397388263076,0
Other,A,80.11215512560587,10.424235205139432,-71.19408068999601,E,C,-90.40802802555952,A,C,49.32852441453338,1
F,B,22.862244011906398,42.40791970274005,-180.3240836935789,E,E,-6.099494123291152,E,E,-87.98400458155511,1
M,B,-117.10975751126446,-98.97888021142059,143.92066282221495,C,C,-119.09692097118804,A,C,-99.84284155935758,0
Male,B,169.38344113285203,93.47861964646232,-30.652633358287684,D,D,-34.9231523411158,B,C,-226.99640347063857,1
Other,C,-133.88770183446405,93.50647994432667,-43.39004783084094,E,B,149.6019777711554,A,E,-90.26436559782213,1
F,E,20.00499040649866,173.00714168560253,-92.64702914723723,C,C,-78.80727150464044,B,A,-83.36073927832902,1
Female,E,-55.95664335099349,71.7688844530844,-129.1424766996772,C,B,56.64609013685645,E,E,64.75330495555983,1
Female,A,81.1652021451708,-17.78679159534437,-6.484457789237974,A,B,121.08238625447261,E,D,11.316674743375556,1
Other,B,101.99503468382922,-117.69641395864423,13.204059423964425,C,B,63.322276109834185,E,A,-0.21954780558154455,1
Other,A,-45.5401576413818,-10.831448275145478,125.702653555001,C,C,-10.75240354224392,E,C,46.01717089616058,1
M,B,181.41772649437345,-101.20269501815147,-59.331764449386235,D,A,76.24010323666532,D,C,-114.14383675604182,1
F,D,8.518574017248635,-172.4954326779895,167.1726760375737,B,D,53.16172359092963,A,D,136.41622593420806,0
Other,B,-24.37457403828046,60.671901158168474,-349.1372173287011,D,E,-179.0791701506001,D,C,-62.585125261241316,1
M,C,114.09454770214846,47.52240897570415,-16.76429340838455,A,B,-18.053150896088237,A,A,-78.2414062321141,0
Male,E,-87.61480316479852,-46.88547520795657,-19.12795262361605,D,E,-56.62950110138082,B,B,149.72212305406174,0
Male,B,222.35432435641914,3.0662499460063075,112.32107693390125,B,D,-221.4316221460372,D,B,74.89247523265668,1
Male,E,94.65951686022575,-171.63912046809045,24.142171974698005,C,B,75.29838039793286,D,C,141.39860866565346,1
Male,A,-33.2336340573082,-33.401492440266026,-46.0524926406081,D,D,-193.16555432867824,D,C,16.358331010981058,1
Non-binary,D,-92.63281927318238,-96.71148092926329,-139.41520781746985,E,E,4.058254078293859,B,E,-51.1238412340038,1
Male,B,-120.21582246200602,30.562539084381257,226.6247807673746,D,E,99.1568154079659,C,B,-8.4927124587934,0
Non-binary,D,34.53149898729406,-152.6838545315966,-39.89176639680801,E,E,49.690746177248585,E,A,193.84139420549488,0
Male,A,82.73046634162309,-76.38852868576598,-143.98391982249373,D,E,-1.6922283324383134,B,D,57.821286561395894,1
Other,D,-181.41942868933305,-110.20777685315421,-65.05517244416012,B,B,32.508822504651306,B,E,166.1727662646907,1
Male,A,-110.07992062802387,-72.42083999424158,-21.565020919151728,E,A,-148.04608374201186,A,B,16.20628477912825,0
Non-binary,E,184.29524313772615,-63.52987431153188,107.89422296082513,D,E,4.521124289348582,A,E,-166.81239937516713,0
Other,C,52.36487598024547,41.32266274926411,-102.29745495143699,E,B,-11.888044502649098,A,A,-51.17502729149267,0
F,D,-103.74792119579406,-36.43289296063323,-84.72493513798386,E,A,152.96649552990039,A,B,45.92170223570247,1
Male,B,96.85527632164941,198.2479017161591,-72.31039707563805,D,C,-136.34127301589987,B,A,152.39192089113743,0
Female,C,-30.348403379778727,-20.99713153260585,-60.28674493359018,C,D,36.47946308008665,E,D,33.82272266742751,0
Non-binary,A,-40.19329611765959,202.16340416404645,92.38014755832616,E,A,90.12794382562838,C,D,60.59610242455772,0
F,B,108.61052765310131,-85.79794029339041,41.664128586179075,E,E,179.0941706757965,C,E,-23.845838483640268,1
M,B,41.214905245049806,-163.63815014927192,51.771943975959424,A,E,134.13227097315598,C,D,-32.39832625167314,0
F,B,-105.8109189984247,133.89825069016035,249.98835525983415,D,B,99.91217453885376,E,B,-120.33318898008889,0
Female,B,-7.173776670135469,22.787951064917824,-93.92955642117927,D,D,-55.46062617623457,C,C,26.321933335473087,0
Non-binary,D,46.63197643840439,37.976937566739046,8.48072484559816,A,B,169.6267464941823,E,D,-36.83586383764306,0
M,A,99.07237503497032,26.497752619947263,67.62548640381894,B,B,176.73274883409863,B,C,-110.23828899195058,0
Other,A,-6.998252928760793,68.60916560714936,54.181835036407776,A,C,-127.93420607382689,E,A,-47.57769891849736,0
F,C,169.1701517426175,-57.891389860889234,50.52383940332344,A,C,29.962898803028654,A,D,59.8152989626081,0
Male,D,-110.72272127747229,38.87678625457575,166.36019716886824,E,C,-48.317605719052764,E,C,-156.7191055951831,1
Other,D,46.91807101385559,-123.31567284552733,107.0416789149631,B,C,71.04242887319188,D,E,51.99879244455769,1
Female,C,112.95241218087814,-39.33157664877754,-84.60368448112567,B,B,17.667814730214427,A,A,27.651592450425344,1
F,B,-54.17741275950239,71.04982033296771,-77.95704674707876,E,C,20.000488507939714,A,C,-43.47370558094221,1
Male,C,-53.77686060270782,-38.5148784795671,54.61296046780587,D,D,-18.159110928426365,E,D,32.526096434150446,1
F,D,180.6391097696617,7.053291639402878,180.06609449057797,C,D,-135.72692423784585,A,B,8.28834483383167,1
Female,D,76.91205192601315,-87.77968736119546,-26.856666291031168,B,B,70.6940056191675,B,D,-74.50557293471594,0
M,C,104.01200124390589,-100.76019554711647,129.60618393647644,A,E,-39.9204019002107,B,D,6.96930835333721,1
F,D,20.443872996728427,-133.53078501408277,-138.09599664541895,E,D,96.62442472833204,B,E,-4.4507572773971305,0
F,C,-205.92290762906646,-120.04677029313918,-43.70826906753706,A,B,-124.274154935156,E,A,198.68939875798324,1
Other,E,-89.76889108900562,-150.62021945157687,-244.90738827787703,A,C,-44.57306590642497,E,C,75.87656444549613,0
M,C,-234.69372291010336,-89.38550320301141,109.10709864808328,E,C,23.80504043956706,C,B,14.16848231028231,0
Male,A,27.309916585199367,84.63397709679626,44.345539714410606,A,C,-15.661866952654036,C,C,85.19841904325872,1
