AgeGroup,Religion,civil_status,country,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,target
51-65,None,Married,US,D,-115.58794611912748,-45.298304033400115,-49.08967337295387,92.15941036997353,B,B,0
65+,Christian,Divorced,Mexico,E,136.29414834969094,-97.57168028848632,55.318475780975916,-29.05080121206086,D,A,0
26-35,Jewish,Married,Germany,D,-152.87229763085315,67.48783215108205,86.03603893757519,8.37910984207083,A,D,0
65+,Buddhist,Widowed,UK,A,91.32872145707411,60.474440349225574,36.0142190292584,30.220230200952074,E,B,1
36-50,Buddhist,Single,India,E,-89.61531986283879,-19.95963207204938,136.7852761111478,-53.10425123637583,B,E,1
65+,Other,Divorced,UK,C,43.39208136814358,68.04080144777002,66.39762006547045,-71.48106414971838,A,D,1
26-35,Hindu,Widowed,Other,D,26.557932929870464,98.35186170180154,26.215534769762655,-7.771271028607163,C,D,0
65+,Buddhist,Widowed,UK,E,-1.2076015772183972,-223.12017988136535,-20.690051599913467,-47.424352383839484,A,E,0
51-65,Christian,Widowed,UK,A,62.21016142157024,-154.03730603524366,-160.52560542969755,-62.559433822162426,C,A,0
26-35,None,Widowed,China,C,22.150084492882424,-61.95273686055689,21.442028691788288,12.964167808528689,B,B,0
18-25,Buddhist,Divorced,UK,A,75.28631495624352,17.028088257197542,-250.4493310465145,-195.31885799945033,E,E,1
18-25,Other,Single,US,E,-42.40771685418639,12.617295163756134,84.1024006600639,-109.96507575607681,B,E,0
26-35,Other,Single,India,C,152.10234567574224,171.92264589788434,62.89860267888753,6.144034700317026,C,C,1
18-25,Jewish,Widowed,US,B,11.458606847588836,-8.954688489568294,-87.06695482920173,66.64608596569087,C,E,0
36-50,Christian,Married,Germany,D,-89.29123936985943,80.78467312020035,-27.846616575502846,134.9287940687189,D,A,1
18-25,None,Divorced,UK,E,94.1319437729432,-5.4251355408241535,107.82242614061559,80.30811649337343,D,B,1
36-50,Other,Single,UK,B,229.6636552042357,236.27566159750467,86.2329792275698,-28.84043660959128,C,A,0
18-25,Buddhist,Single,India,D,-16.081654507626894,43.761477517212136,-53.64261316907363,-51.207031321240315,D,A,0
18-25,Christian,Divorced,Mexico,A,62.11220755351591,91.02274302000248,146.15293075673338,-48.646929359753,D,D,0
36-50,Other,Single,UK,B,-11.480615393458935,124.7087769259577,68.7182418056693,-5.9995827338586025,B,A,0
65+,Christian,Married,UK,B,155.11348752347251,-101.01582484527253,51.491486147592525,-341.2129613265289,D,A,0
36-50,None,Widowed,Germany,D,-8.56467732974437,-19.701845340273447,113.84610396481898,38.4604483126231,E,C,0
51-65,None,Married,Germany,A,-34.457091915965414,-173.3623456207539,-20.38456266293426,82.10349087782845,D,B,0
36-50,Buddhist,Divorced,UK,D,114.0526167401118,101.29734514937796,5.3986700342922695,67.15316779906543,D,D,0
26-35,Hindu,Divorced,Brazil,E,14.86123675504647,-5.751716362722887,161.64226270731487,-7.755075293267039,C,C,0
18-25,Jewish,Married,China,E,84.06021535111356,36.28388786594224,-65.72032367727806,71.7994453396463,C,B,0
51-65,Hindu,Single,China,D,-7.802749226331749,147.1067915604611,59.75459700908783,-84.77339912719832,B,D,0
36-50,Other,Single,Other,E,-23.646681192869593,-14.036525471464994,-42.99900718972071,-94.27835269172591,A,A,1
36-50,Christian,Married,Germany,B,-30.913501922872992,36.27926570925949,-97.16425370304908,51.76103621103062,A,C,1
26-35,Other,Married,Other,C,-134.89332058334153,42.24594975883518,-76.07359327263659,-35.315106353943385,A,A,1
26-35,Buddhist,Single,US,D,31.376945342667106,162.34360414433473,-150.03279477663258,110.31104287601758,D,B,0
18-25,Other,Widowed,Mexico,D,-76.01881332295108,213.97947064295306,80.59104852305768,-24.711307130821698,D,D,1
51-65,Christian,Widowed,Germany,B,0.4133674742858262,200.82573785435542,-49.652518375268734,62.24085846139778,C,A,1
65+,Buddhist,Married,Mexico,C,76.78941809540581,83.86291369670504,98.83388080189923,-75.50271752455726,A,B,1
18-25,Muslim,Divorced,Brazil,D,-112.41615245075758,-77.06033192773718,-164.72604519547295,-146.75397889976986,A,B,0
51-65,Muslim,Married,US,C,14.218008044250391,108.02447189740731,82.22874939117408,95.7076524856984,B,D,0
51-65,Other,Widowed,Other,A,48.19579389436174,-114.95421730160918,51.34685204848122,-180.72546531157136,C,D,1
65+,Buddhist,Single,Brazil,E,-123.7616397898513,117.20470609793765,-156.9615552776435,-237.0377709797472,D,B,1
36-50,Muslim,Married,US,B,-82.45071148155841,-29.87382080559952,24.729589659846507,66.09985115030207,D,C,0
26-35,Hindu,Married,UK,C,-67.16461174697996,58.47646860059231,-49.122032535648984,113.27315147265719,C,D,0
65+,Other,Divorced,Germany,D,-103.59475386940227,77.21302195858432,59.416205855129625,80.26845371627446,C,D,0
51-65,Buddhist,Widowed,Germany,C,90.64443764958769,42.09335411846702,-200.73084381289132,44.6855953452733,C,C,1
51-65,None,Divorced,Other,E,-156.32029180224077,-53.26119363011692,-110.30737136036754,0.5943496825613026,A,C,0
26-35,Buddhist,Married,Mexico,E,-101.07379620283858,86.53259909217458,42.927360285119725,-114.64235835826639,E,D,1
51-65,Jewish,Widowed,China,A,-136.9624972803639,65.97556599076132,-12.514011840369319,-84.28271555804201,A,E,1
65+,Christian,Married,US,D,-62.9824698786596,-73.79738026643896,49.24846249466774,58.92022666789934,C,E,0
36-50,None,Divorced,India,A,75.60654406792374,77.71355999114901,42.16413587107314,-151.89020758521775,E,E,0
26-35,None,Single,Other,E,78.6385453540234,66.44991008439996,35.22181342282587,125.97448997545419,B,A,1
26-35,Muslim,Married,US,B,-180.61475574769042,38.91239607370532,-156.7353995429094,13.802286444748294,E,E,0
51-65,Hindu,Divorced,Mexico,C,52.70633706624138,104.86872211049834,-135.01095208108475,109.24118124269633,B,B,1
65+,Jewish,Single,Other,D,-20.290091192353696,10.539383326092546,-13.511589569503613,9.126048042246783,A,C,1
65+,Other,Single,Germany,E,5.272911757229966,170.00811486709406,69.03695880450894,-36.415467913063765,D,E,1
36-50,Hindu,Single,UK,B,65.446189319056,-67.1750090653249,-56.2031659973655,-55.86581323275016,E,E,1
65+,Hindu,Single,Germany,A,-113.63736349973783,-59.14724920142596,-1.6920501725366541,-73.21568382542559,D,C,1
36-50,Muslim,Married,Other,B,29.511069970790434,-63.8019256849372,-39.64545796729519,-33.117520794563134,E,D,1
36-50,Jewish,Single,Other,D,-99.49500870561768,-151.17342486321252,48.99394699271558,-10.220858676264626,B,A,1
51-65,Other,Widowed,UK,E,-70.71379667433932,-1.0941629787126694,72.53744574279548,130.45517304449731,C,C,1
18-25,Hindu,Widowed,China,A,21.494033913908066,-52.254037291343536,27.785866905302665,-4.729650979924646,B,A,1
36-50,Muslim,Married,Mexico,B,210.05770618871776,-77.93387252112501,-99.988568093968,-76.73645232596137,C,C,1
18-25,Muslim,Single,UK,D,-15.590517936112633,85.4515179726486,88.76655483737959,65.07606526774273,E,A,1
26-35,Buddhist,Widowed,Brazil,A,-103.9232732973771,-80.14616068727113,-61.01256599376307,152.46224851304936,D,D,0
65+,Other,Single,Brazil,A,59.65136893688454,-8.89255156219153,172.88308784664451,84.14366102116692,E,E,0
26-35,Jewish,Single,Brazil,D,112.0620553391463,-69.75653272676334,-188.7764472090294,-52.46393407451695,A,D,0
18-25,Buddhist,Married,Mexico,B,115.9425118248476,5.695947688570784,32.66269516424759,29.388486669762116,C,D,0
51-65,Buddhist,Divorced,Other,E,-24.85043218038735,-151.9460818561734,-41.34199655340438,-5.2896593486272385,A,B,0
18-25,Hindu,Single,Brazil,A,130.14083758723552,198.71371274972682,66.60591253593181,-121.12819274813498,C,B,1
65+,Buddhist,Married,UK,B,37.25843230435243,-95.30946169192592,-104.22870551312795,112.10306136551695,C,B,0
18-25,None,Widowed,India,E,-30.24439009344888,49.438684300461986,11.330975666848813,-110.4733819124567,B,A,0
36-50,Buddhist,Widowed,Brazil,B,-155.46970309677565,52.265638554919256,-157.82361106412912,-50.541258541828114,B,C,1
26-35,None,Single,Germany,C,-8.965358219255542,-160.31826080218,-120.3520461288392,-77.81335583082438,B,E,1
65+,Other,Single,UK,B,24.307626013243286,50.707032852689295,79.09012115512778,56.489619678466106,D,E,0
65+,Buddhist,Married,India,A,-115.29749265747277,6.682295219985019,-207.26040923278566,-70.50968221122291,B,B,1
18-25,Buddhist,Married,Other,A,-5.543114357307824,83.30282703315605,-178.6467532863847,-169.40225400019187,A,E,0
18-25,Jewish,Widowed,China,C,-36.70505174628158,-228.04108526883792,11.3035965357231,-35.65820609986123,B,E,0
18-25,Buddhist,Divorced,Brazil,B,-3.0858043252578735,-102.92238595107,33.59390549611726,88.42828370541372,B,B,0
18-25,Jewish,Divorced,US,E,-111.28564863156114,-237.13882800950987,72.17243331149027,-32.7805143880387,D,D,0
18-25,Hindu,Married,UK,A,115.79143710704582,-18.69996212236467,-112.25211792154867,-44.00067721451484,E,A,1
36-50,None,Widowed,India,D,-283.58118054249684,-25.71022071579189,-11.984691795102252,19.175722104669184,B,B,1
36-50,Jewish,Married,India,D,72.87198455842307,-57.42322295311504,60.501768838148976,26.9831209254351,E,A,1
51-65,None,Married,Brazil,E,-163.03798493103642,-21.77688501937246,149.45835049849612,-20.57865271897793,D,B,0
51-65,Hindu,Single,UK,B,86.15138747465069,56.05996323001512,146.00573114912473,107.20683000379148,C,A,0
26-35,Muslim,Divorced,Brazil,B,-57.4614542322698,62.27277640298101,97.07353676821326,-87.6312362830998,C,A,0
65+,Jewish,Widowed,Other,A,3.0070377332976257,-27.215185461402157,3.6744987977370407,-40.76346890937035,D,A,0
36-50,Other,Single,China,C,22.677622814439,-7.459712915916988,10.571697909097503,19.330726762624597,C,E,0
26-35,Other,Widowed,India,E,21.296136315881157,-84.19996108791337,63.3492581476355,-110.88390978115939,A,C,1
26-35,Other,Single,Mexico,A,61.721033684429905,209.12266303478484,-6.586831417677693,46.11361048096085,B,E,0
65+,Jewish,Divorced,China,C,-52.65063332913018,179.06838495393276,-60.764942314405936,19.924436021205807,B,C,1
36-50,Other,Divorced,US,B,164.56614829042002,-72.57550794218223,-26.328800323388695,37.05732839874998,C,C,1
26-35,Jewish,Single,India,E,-17.121054689110625,-7.119362160884288,-1.842670932403027,-101.8172551037568,B,C,0
18-25,Jewish,Single,Other,C,-28.135699473551618,-30.97727462464972,46.74033934789622,44.973887384208346,D,B,1
65+,Buddhist,Widowed,Other,A,9.982687824028202,-27.98118736855562,-77.5536554611653,-25.750999040825512,E,D,0
65+,Buddhist,Widowed,Brazil,B,-127.24724832680818,-118.30331205037115,-16.653111255576928,-54.96334342735931,E,E,1
18-25,Hindu,Married,China,B,-4.167652727120298,86.78211226676463,-58.20899298329957,51.820879379593954,A,B,0
65+,Hindu,Married,Germany,D,60.32114778239999,-8.673699239069215,108.16041191198649,-41.2404599643766,D,C,0
26-35,Other,Married,Mexico,B,-22.671477461261038,-84.25629543416154,16.472720094133074,26.841364411225555,A,D,1
51-65,None,Widowed,US,D,31.01396167647773,-21.564850630652764,-12.312714596144286,16.799776086756964,A,E,0
18-25,Jewish,Widowed,China,B,3.96404877504822,-127.38003394136722,-44.542151831138256,65.87552824013801,C,C,0
18-25,Muslim,Single,Brazil,B,22.901131421813574,-42.65668228836431,-26.189991341948947,-64.7293284125734,A,D,1
65+,Other,Single,UK,A,-169.3467668062874,124.14448210487402,-20.417720357308053,27.427572656333343,C,E,0
65+,Muslim,Married,Germany,A,-146.56448198230413,-2.6819514824183885,10.729315732711191,-80.07394329104683,E,A,0
65+,Christian,Single,Germany,C,86.62261045412944,41.522801576789945,110.96516827583844,-69.12065268920237,A,B,0
36-50,Hindu,Divorced,UK,C,-87.84696483252263,34.418908477259876,-156.59256550422805,177.22827265264377,B,A,1
36-50,None,Widowed,Brazil,D,12.34173962631612,109.3894009920137,-123.24063545475768,12.347417351931396,E,D,1
18-25,Hindu,Married,Brazil,E,-126.51084492390848,-105.93681580943736,70.03471839188724,-8.486480334088602,D,C,0
26-35,Buddhist,Widowed,Germany,E,115.3849165698577,-76.04836804706035,-13.914424068791877,65.5781265913729,A,A,1
65+,Other,Single,US,E,-40.706946992857226,-80.71227639520036,47.03199955691419,-0.8441881064505148,D,E,0
26-35,Buddhist,Widowed,China,C,104.21273549266034,5.544644055236808,-9.316217810200179,-149.53342470815815,D,D,0
18-25,Muslim,Married,India,C,-63.07940009887051,-218.62679414988807,76.59769456702851,37.3995407951929,D,A,1
26-35,None,Single,Germany,D,-96.98334858104228,-76.50751105848356,117.95566542619096,53.82199188214922,C,D,0
18-25,Christian,Divorced,US,C,-174.50217104894435,93.85605281554766,-194.24147421447645,-87.01581151957627,D,E,1
26-35,Other,Widowed,China,B,-13.859603220909127,103.9296280062318,23.479567661770567,-129.85560238274388,D,C,0
36-50,Jewish,Married,Brazil,E,-50.41921824408848,87.4861277102028,-15.601850423911856,-29.49895348358999,B,B,1
26-35,Buddhist,Widowed,Other,E,-28.49234193521316,12.430820676795802,-167.736186474611,-14.554834230500834,A,B,1
36-50,None,Married,India,E,182.88546072960236,-39.08115077645096,4.4886309098525565,84.96461329001694,E,B,1
65+,Muslim,Widowed,China,A,47.107889873441515,88.38752881885729,-53.52599158685478,-80.80469070782142,E,C,1
26-35,Hindu,Married,US,C,22.457620233489457,54.16767643941027,-18.69615142721241,-7.400017130368215,C,A,0
51-65,Christian,Widowed,Brazil,E,-152.48685665771043,-226.01272640787914,-142.4438371645772,-239.82086496802958,A,C,1
51-65,Buddhist,Married,China,C,50.56624590103858,-132.44295240366435,24.526058721517757,9.416743467873271,D,C,1
26-35,None,Married,Other,B,-30.743341597519724,160.56708009090747,84.78706668937389,342.18045193295904,D,C,0
36-50,Jewish,Single,Brazil,B,-201.61164057310123,-21.35386866768354,81.24159591880851,-81.1041947180457,C,E,1
65+,None,Single,Other,B,-48.23727115990955,48.90778603417737,142.94764940586967,48.69358060805883,D,E,1
65+,Other,Single,UK,E,20.363746213113824,76.00611629353887,-7.096742268841476,-33.76973673613285,E,D,0
18-25,Hindu,Single,US,C,-71.75193233375474,-10.933938495966517,96.45125406659452,-125.87159944410298,D,B,1
36-50,Other,Divorced,Other,E,100.06073451562119,4.11600905506022,-135.576243733308,-12.76751015991631,B,C,0
36-50,Muslim,Divorced,UK,D,-76.90421915025566,24.661651444626205,-105.34945801114428,-6.219915936252306,D,C,1
18-25,Christian,Married,Other,A,-35.08208327871623,29.244158806416532,-162.33815446216312,8.534459119438093,A,B,1
18-25,None,Married,Other,B,-47.75596486237981,75.59742014063431,134.01319919636884,-64.96887101130508,A,B,0
18-25,Hindu,Married,Germany,E,60.76245881166219,29.041368532027363,2.482536601775276,-34.28614946065004,E,D,1
18-25,Other,Divorced,India,A,-111.17659150165264,-4.810904439717531,-123.31061672366613,-93.14328374675831,B,C,1
36-50,Hindu,Widowed,China,B,15.980681483399502,-138.85175460130276,26.548098364662803,60.04417599091232,A,A,1
18-25,Buddhist,Married,Other,D,84.12859226374742,-82.36138336399058,-126.97665075080735,26.99006720230976,E,E,0
51-65,Hindu,Married,China,B,-32.96710100040619,39.81349455067733,132.43609588577118,54.07068364154498,C,B,1
36-50,Christian,Divorced,US,A,-113.4677128495863,-33.099498937610036,2.7335837175825057,-163.73223649653818,D,C,1
65+,Jewish,Divorced,India,E,108.4671034901876,-152.80387848241736,15.496613492327768,4.286282313747727,B,D,1
26-35,None,Divorced,UK,D,27.627630921554196,-81.44360364238932,-231.42833963275504,68.91296879685962,E,A,0
36-50,Jewish,Widowed,India,C,-70.81510127868789,-10.759126815023327,37.711256401687095,-140.26243096882607,E,B,0
51-65,None,Married,Germany,D,-96.93439596449981,69.5891934792578,-4.120345362432086,14.710659500610715,B,D,0
65+,None,Married,Other,D,-32.33488727889027,150.14572772243847,-114.8233061638652,-128.0443732344446,B,B,1
65+,Hindu,Married,Brazil,A,144.60204071835042,-50.00534694739487,33.227871047658944,-36.94513808922276,A,C,1
26-35,Muslim,Single,India,E,-60.666409270895315,96.53524048066245,-113.76695037868471,66.4577845888326,A,E,0
26-35,Other,Widowed,Germany,A,190.33842220125473,57.3475410006936,164.68573408497707,-146.7690453183277,D,A,1
51-65,Muslim,Married,Other,B,-26.396344280665346,-115.95345020991836,-119.9860798446104,88.50012602081046,E,C,0
36-50,Other,Divorced,China,C,63.31980413850523,60.60577829765538,8.780170122685536,54.790733424842195,A,B,0
36-50,Other,Divorced,Brazil,B,-47.73749502312823,61.39833271247963,-77.97048079029884,-165.42920612791536,D,D,1
65+,Muslim,Widowed,Germany,E,-107.06475392833914,26.335713872814694,-78.84546841626079,57.14798642935549,B,D,0
51-65,None,Widowed,China,E,2.584722634661772,-30.091762643053016,-17.636718275865093,-60.11457008453015,B,B,1
26-35,Buddhist,Widowed,India,C,-111.9126663182614,135.13008679270337,-50.39452496940464,98.0163732628335,B,A,1
51-65,Muslim,Widowed,Mexico,B,3.6487076483572816,-72.53506699182678,-134.2600912137471,-102.55799538603114,C,B,0
65+,Other,Married,US,E,46.08999416101812,-4.4724667240726665,60.98120032602069,-18.647250133319794,B,D,1
51-65,Other,Married,Other,C,-33.04370599033713,28.078457102406208,1.6659321633223718,-43.15714106433366,B,D,1
65+,Christian,Married,Brazil,B,-49.99565474302695,-154.07314416814012,-5.271573334083545,-78.77898919755319,C,E,0
36-50,Christian,Divorced,Brazil,D,33.479012351634545,3.161160070477113,59.219938976982,-30.201883080101137,C,D,1
18-25,Muslim,Divorced,China,E,-44.89768531973993,-41.847009926608095,191.866861732746,-44.723614269228705,C,D,1
26-35,Hindu,Single,Mexico,C,79.3779064464769,-40.57591217274838,-26.280798793545713,221.83399757718058,E,C,1
26-35,Muslim,Married,Mexico,B,96.12328862958441,23.2872642414695,-63.64638150340854,-146.9630440410068,B,D,1
18-25,Other,Married,China,E,-22.244076293474148,-28.976576307290507,-1.6626813204487254,69.88945832530355,D,E,1
26-35,Jewish,Single,US,D,32.331826919412826,178.91090274782982,172.9194007133301,94.06927862007717,C,D,0
18-25,Christian,Single,Brazil,D,-20.94827060185549,64.83195997565564,-375.40153385450554,-20.681188434801996,D,D,0
36-50,None,Single,India,D,21.94282774792051,-10.478919274512895,-78.45465999056023,69.69305888794285,B,E,0
65+,Hindu,Single,Mexico,C,169.96315230888314,83.26917088109698,5.787320316056755,209.98189568345333,B,E,0
36-50,Other,Married,China,B,43.16744048187485,-69.1512208184781,179.1129100324527,142.83745469510586,E,C,0
18-25,Jewish,Widowed,UK,E,34.233738325995795,134.07603721500197,85.15040280131217,19.663648044475178,C,A,1
51-65,Muslim,Widowed,UK,B,-70.70472918499566,-85.71755589103996,19.998325228224086,-219.36260445077792,D,B,1
18-25,Jewish,Married,Brazil,D,-64.84031023268554,-51.70942628297317,-214.7439867329963,-57.91404805585502,D,B,1
51-65,Hindu,Widowed,US,B,40.7631837330828,0.3463112677760816,141.60126267375747,-1.5827560801715448,A,C,1
51-65,None,Divorced,India,D,-142.33604684174236,-54.11933286917579,2.4409373171523896,146.48323281001677,B,D,0
18-25,Christian,Widowed,US,E,141.46681329371094,117.46881783440548,-57.19412865575476,-106.46202874090642,B,B,1
18-25,Muslim,Single,Mexico,E,-14.520221303199317,-0.32980566255386023,35.48198053107121,162.69983862376873,E,D,1
36-50,Buddhist,Divorced,Other,C,79.39198908976984,58.81449980242471,-110.80088751959023,184.9249074977592,A,B,0
51-65,Christian,Widowed,China,E,172.2446209861457,187.10682134991043,88.15850843979923,-293.4509670258272,C,D,1
36-50,Jewish,Married,Brazil,B,-102.40965503407746,48.34451802908857,97.68546502560363,44.85322376961399,C,E,1
51-65,None,Divorced,China,D,-166.94459652076304,-130.53376034814877,-49.30822797734835,-46.2239199825547,B,A,1
51-65,Jewish,Divorced,Other,A,101.35304090905323,-73.33286271939451,13.68273903036499,-43.07895904993975,D,C,1
36-50,Buddhist,Married,US,C,-51.415993550945274,-88.23891701104264,141.66948755045246,-22.843981897194617,D,E,1
36-50,None,Widowed,US,E,-41.9323823820991,-29.06376652727964,-146.2544110196554,121.03216957726866,D,B,1
36-50,Christian,Single,China,E,-5.131144073440415,24.917237546540946,70.32461042010868,-12.221866751266944,B,C,0
51-65,Hindu,Widowed,Mexico,D,-247.63459260842794,-86.4859132530917,-93.98472601620377,97.50983724013507,A,E,0
51-65,Muslim,Married,Brazil,E,106.11496093384775,64.29236274172851,64.46750493865869,105.922515484319,E,B,0
51-65,Muslim,Single,Other,A,107.47584403047277,28.36480358000238,-133.50964811455276,-85.73207936068725,A,D,0
51-65,Muslim,Divorced,Other,C,-2.0622364119176373,-88.17193884230838,-180.4429569982269,-43.13148704434319,A,B,0
51-65,Buddhist,Widowed,Other,E,-11.65047410894584,237.77673601280708,-54.4064276146334,-156.5389336668089,C,D,0
36-50,Muslim,Divorced,Germany,E,17.76181014672099,-99.76685679819654,42.022473735878144,-47.207342798494665,D,D,1
26-35,Buddhist,Widowed,UK,B,-39.49259807795048,132.96679660640532,104.68042052546144,141.40662599206587,C,A,0
51-65,Other,Divorced,US,D,93.88582697906716,360.3336876402349,123.84607326715948,-165.37883730012075,E,C,1
26-35,Buddhist,Single,Brazil,A,-80.97083577342569,-41.08704900604465,-84.28915203646199,95.76256969876252,C,D,1
36-50,Hindu,Widowed,Brazil,B,70.12905478179941,-35.79470202554427,158.58729210455124,-62.11600060640985,E,E,0
65+,Other,Single,Mexico,B,81.29164077421488,270.40589469399305,17.67616936524322,-19.965598240862004,B,E,1
26-35,Buddhist,Widowed,Germany,B,-39.63750743648827,-54.43840173641509,14.705643876717714,-48.90496434682466,C,C,1
51-65,Christian,Widowed,China,E,-72.96763963627309,0.9060547192809916,-151.3501488490666,-178.65474283587315,A,C,1
65+,Other,Married,US,D,93.01586456137115,7.7545314361077144,-144.92004966515293,197.5561146857953,C,D,1
65+,Hindu,Married,Germany,A,27.478286064004067,79.19358914439734,58.75474624909391,100.16107471306208,E,A,1
18-25,Jewish,Divorced,Other,B,-53.99126551107636,145.25948425570027,-108.72476113850402,20.241056126748088,C,E,0
51-65,Muslim,Divorced,UK,D,-25.23913201343734,-53.978188520956195,188.28494895312556,-202.7700302413589,B,D,0
26-35,Buddhist,Single,Germany,A,42.22995820071123,158.98893513408495,-97.10780090706002,12.957204259807325,A,A,0
51-65,Buddhist,Widowed,Other,B,-105.47757943792546,-48.49432406658611,-75.64596092427674,40.192753550862,C,E,1
36-50,Jewish,Married,UK,D,99.85551894830704,185.7568584669407,-160.6365175348722,77.5021316546939,A,E,1
18-25,Hindu,Divorced,Mexico,C,-37.25037675392103,35.45218448047634,121.28668543402085,20.6085916097327,B,E,1
26-35,Muslim,Single,Other,E,-32.27853057461226,-90.92409057315662,-92.26520871716646,-0.6032547534857379,D,C,0
36-50,Christian,Divorced,Germany,A,53.78950416909718,39.63013988703681,-92.24418389988838,-68.4668034826578,A,B,0
51-65,Buddhist,Divorced,India,C,-145.77387660698636,41.23676199427967,154.60991032291454,64.06347081903793,E,A,0
51-65,Buddhist,Widowed,US,C,29.38779136110129,-168.92255342167238,214.67642764275158,83.57334465774815,B,D,1
26-35,Muslim,Single,India,C,32.242642573353166,-15.587252534551086,-113.34653019488896,10.309392571997284,B,C,1
65+,Hindu,Widowed,Mexico,B,26.302301881566702,60.29540553798317,-10.344245384568476,-32.86607197800118,D,D,0
26-35,Jewish,Single,Germany,D,275.01795224704773,38.27970670868751,-196.29852590881913,-86.82016946124604,E,C,1
36-50,Buddhist,Single,Mexico,D,19.03378112664832,31.779476513147177,20.87339176265786,12.384833687542365,D,A,0
51-65,Hindu,Widowed,US,E,-73.5344750341036,-0.7412925379089004,-75.76700796192,120.96987259585359,D,E,0
65+,Jewish,Married,Other,E,-144.9385807991787,-212.95900717633504,-136.09008989241204,19.62480606320465,A,E,1
65+,Buddhist,Widowed,Germany,D,133.80053223049032,7.611071978340495,-149.91221136504163,25.691396287365908,C,C,0
65+,None,Single,India,C,-163.1921724666586,-97.21586993147346,-151.2217545102257,-33.49313258727394,C,E,0
51-65,Muslim,Married,India,E,-85.51601014105653,41.327761681762546,-0.8461900068357776,90.08122251587109,E,B,0
26-35,Other,Widowed,India,A,88.3062169127347,61.03014036032427,68.46776116718165,98.34311081187896,D,E,1
36-50,Buddhist,Single,Germany,B,61.06788315331841,97.02385751307912,72.72229550454303,78.47406787763917,B,A,1
51-65,Jewish,Married,China,C,126.53801336172954,-18.645773342114737,198.98250822428912,-136.79326000160202,B,D,0
51-65,Hindu,Married,Germany,A,-190.3980325838637,202.85753756784985,-143.33864429236502,289.64327113354386,E,C,0
18-25,Christian,Married,Other,D,-42.59135954260499,-37.337462045260736,-47.423033448543656,17.627709971565718,D,D,1
51-65,Jewish,Married,UK,A,-183.4801207372721,28.040803861954387,77.92729529841866,169.43680277100782,A,D,0
51-65,Jewish,Widowed,China,C,84.53331775326998,-41.73393186900515,203.60790478530987,83.74090084287543,D,B,0
65+,Hindu,Married,India,A,-105.75097602946029,158.7441641804898,27.965364035288747,-108.25160150959003,D,C,1
36-50,Christian,Single,Germany,A,-110.86440473020483,63.599766808491374,50.67341793000658,81.12818285753633,E,B,0
51-65,Hindu,Single,China,E,135.52351374385267,-79.72106987320736,-76.56039969235646,38.50859615914132,B,E,1
51-65,Hindu,Married,Mexico,A,112.75007717281812,-78.34994124747732,75.74642014232946,113.91836126156363,D,C,1
65+,Christian,Widowed,UK,B,-37.158541642289066,140.0981748732287,5.892965550023424,20.722235649509997,D,A,1
51-65,Buddhist,Married,Brazil,D,44.265751730740696,66.0563996645391,38.79536472179051,16.687966897813215,A,D,1
18-25,Muslim,Widowed,UK,C,-84.47249289417255,-62.68285322138445,-134.01042823128432,72.93316112518059,B,E,0
51-65,Jewish,Widowed,Germany,A,-209.29508241557753,-120.13616501843696,-91.65242869885641,139.52946366399047,E,D,0
18-25,Hindu,Single,UK,B,-51.16850961337014,-81.05216763997893,-10.799639288075939,64.80712061690289,C,D,0
51-65,Christian,Single,UK,C,77.731262432146,-8.23814098469931,-82.94277057503922,-28.148718951234684,C,B,0
18-25,Muslim,Divorced,US,D,83.1115507388715,-29.891400256874185,9.090703601783748,-25.605044877086037,B,C,0
26-35,Jewish,Single,Mexico,D,-103.2147924211605,5.373509153384935,-121.07309435983635,-258.59477225797036,A,A,1
51-65,None,Single,India,D,61.009049642332634,-71.77280249640155,98.43652601882387,-72.29524516794488,E,B,0
36-50,Hindu,Single,US,E,178.70678623972944,-8.345440640152924,32.78999099468888,-31.166932407585353,B,C,1
18-25,Christian,Divorced,Germany,B,-52.73682426562656,-11.551591708799592,-224.62811696455134,208.44741517434423,B,A,0
65+,Muslim,Married,Mexico,E,-239.63764438524692,-101.57053830330109,90.33057094496772,-9.784741712008522,A,B,1
26-35,Other,Widowed,US,D,-48.20118318076017,-53.76936547218304,-136.03230531558484,-119.48226294740067,B,A,1
51-65,Muslim,Widowed,India,B,103.6286098160828,-83.74763318168175,114.41788466084995,24.87856576437825,D,D,1
65+,Muslim,Single,China,C,7.617981570332093,-209.5726241349608,66.84375909502734,11.719607507611943,C,A,1
36-50,Hindu,Married,Germany,D,155.97053540289707,-294.2975578782108,30.499250977865422,-57.476286048560766,E,E,1
36-50,Buddhist,Married,UK,E,215.97782393061937,70.87648045391892,131.55274653143454,-45.70328752729132,B,B,1
18-25,Jewish,Widowed,Mexico,E,-15.151732666717216,46.64299634679641,15.402744831894896,66.65534048647945,E,B,0
65+,Buddhist,Divorced,India,E,-61.815505063858325,146.38500356581636,-116.39695398678631,147.54823262692162,D,D,0
18-25,Buddhist,Divorced,Mexico,A,86.65884563526592,46.93775589971242,-149.29723969549963,-98.88656689494098,E,C,1
65+,None,Widowed,US,A,146.30805867934157,103.52109588513795,-16.790566310420292,-65.4522945786686,D,C,0
