age_group,country,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,target
65+,China,C,4.723046761450133,C,A,-215.7724197136293,62.66364900263781,-21.606144097839348,D,57.80042633327648,101.88214728893787,A,C,D,C,37.342661638341575,0
36-50,Mexico,D,49.58566845649705,C,B,-83.21933376777395,-8.489658284347852,85.40582670802304,C,3.411559356142605,14.038712843411863,D,D,A,E,-122.02722202447416,0
26-35,UK,E,137.22966244444368,E,E,-29.09638673265626,6.359651752881466,-5.000518543372769,E,-26.34244576808363,-67.9119292094309,E,A,A,B,59.80566793443008,0
26-35,Germany,A,202.90094156058066,A,C,110.40014091100127,-5.8933698867623905,184.9135685771634,C,178.99224095483464,10.21817637401644,D,E,D,A,12.717428163796729,0
36-50,China,B,256.92218261445447,C,D,-29.936023775990318,-65.03628770871399,48.803724910342716,A,165.5749899531417,-39.03187896853477,C,B,C,C,-53.11452914151863,0
51-65,UK,C,42.70727898052867,D,A,-144.60694673823895,-143.3759596615065,33.238668783921625,C,-61.75788158633978,-47.16870321147545,A,A,B,B,-29.125324681909326,1
18-25,UK,D,66.41259104957055,E,B,-53.97532925507049,8.282369983950352,-63.413854570645235,A,83.36480908644741,-33.70765796493301,C,C,D,E,99.05583443788359,1
18-25,India,A,75.98076123521989,B,B,11.44369293682707,33.61045334624565,-49.726007399352746,E,-56.800870676505056,-30.855431017124126,D,D,C,C,-30.894148392709788,0
51-65,US,C,-135.43493953590604,B,A,18.83340451504051,-35.392128614988685,-41.464036575012756,C,-40.68393266878181,102.63996174955965,D,D,D,C,-127.96142355424706,0
26-35,Other,D,-69.5557341587709,D,C,16.116711081796357,-81.5390625728118,90.53833285406645,A,-28.954524429710155,-9.413710343847645,B,C,A,B,-73.93598360474259,1
65+,US,A,112.34554499082176,A,D,12.561773824333255,-24.361834962065025,74.64857024047566,B,2.083006114822724,-153.79862048392295,E,A,D,A,-1.4826804274979961,1
65+,Brazil,C,42.402439538408395,E,E,211.1263702657928,-105.04141711913645,78.79985108229552,D,-64.38659977147584,-49.40298180253719,C,D,B,D,12.327415142627176,0
36-50,Germany,A,-35.01274106614345,B,C,-170.75679426675944,-29.753783708815718,-256.9487261283532,A,3.7584553947370454,-72.73222001724692,D,D,C,E,18.477373676161157,0
18-25,India,D,109.65131422896641,E,E,104.59211874099823,29.31365304798212,44.13629917638256,C,31.259097239428176,104.48241275917216,D,A,B,B,-132.98949024175016,1
26-35,Mexico,E,-94.58540786415675,E,A,166.70903998517863,-157.6100194661364,-70.90884898603295,B,72.88042054147903,34.64752318719665,C,C,A,C,-134.8144517792932,1
26-35,India,E,-126.17241984417346,D,B,-98.566100732565,101.64017156554085,-164.74732325211352,C,28.493085732310014,37.02232837135985,C,D,A,A,-40.873352258749264,1
51-65,Germany,E,27.312153840921315,B,A,119.87460235613014,75.54710921029049,-104.37696147718056,E,139.77772929737228,86.9675787971709,C,A,D,E,-1.5000051582947542,0
26-35,China,C,-93.8574948749898,C,B,24.374574455614574,-5.489310889773821,114.1505408410429,C,94.28528208274959,68.24167364936973,C,C,E,E,29.11880437756392,0
65+,UK,B,194.91445028241577,A,D,-5.78549229606964,-2.204703197828719,43.90848325079301,D,-71.39010121129942,136.46073942216242,E,D,B,C,-88.2909828021246,1
51-65,Germany,B,-54.37279143545102,D,B,-90.90085649424738,-27.375512488832072,-38.78422814321746,D,11.446788368252347,-22.795337972524052,C,B,C,D,99.40240386007169,1
36-50,UK,E,-41.49762941576478,C,C,-86.2971039462221,-70.71238779164352,-162.36634536531542,D,-66.50647156858554,-93.72753239037867,E,C,A,B,15.872088794720643,0
36-50,India,A,-126.98993246808139,A,D,5.408840819397753,-111.74356866158439,-95.00127169976619,C,-89.88375834061951,-146.3941839687181,B,B,D,D,-257.23435266315306,1
51-65,Germany,D,79.21137124619068,E,E,-144.13505577431363,-106.8670546502926,68.46759479833588,D,76.52004491199726,-58.507057726635225,B,D,A,A,152.91099585372916,1
65+,Other,A,-105.32530290444517,B,D,92.63942048179423,104.58036410318412,-48.108505877544786,E,16.29309307958181,-30.201718981662033,E,E,A,E,86.523767266181,0
18-25,Mexico,C,-88.63981778108112,C,B,-75.5195909213135,76.61219846025831,-0.8651640927477093,D,52.614857610176976,-25.409840082748953,C,B,C,D,81.19857119503732,1
36-50,US,A,-185.13144726222382,C,C,108.72819268614029,-115.1145784695438,-58.93120847355296,E,-15.253513709360474,126.9817388938697,C,D,B,B,115.4964744311943,1
51-65,Other,A,153.04929197293686,D,B,-80.38815829540668,-101.84523775046101,-13.513408167869734,D,221.13817505504971,-125.2588507921216,E,A,E,B,19.738597222324223,0
26-35,Other,B,-8.382300693065005,B,B,186.19390799774425,81.37599277715536,32.448723369450576,A,121.8047852291701,-106.35947609982934,E,E,A,D,-119.57255380402447,1
36-50,Germany,A,-285.06688501035177,C,E,-60.30021555923205,-78.31887298999406,-10.556131971535681,E,88.99644014665562,-39.49631270922944,D,B,E,B,170.7989679451505,0
65+,Germany,C,84.32487724477592,D,A,-73.3275169085222,38.788323030267165,69.75680059731869,C,-63.22770084195864,105.47292066466389,C,E,C,C,80.53423094147423,1
26-35,China,C,-58.951966870604224,A,C,38.8337770546652,82.18127228341979,129.84847487049714,A,-11.742257561790908,5.1132095187277615,E,A,E,C,-229.54845146047816,1
51-65,Germany,B,-15.477331313397432,B,C,19.468653043539746,149.642394917566,-22.312527731159566,D,-82.11726360455292,196.60505603652248,C,C,B,C,-17.87564237958468,0
51-65,Germany,D,52.447117076155415,A,E,-143.87087927351675,-93.78839466845731,-71.59275187629778,E,215.63103919008765,-28.33564863792308,B,E,D,A,58.10375462673325,1
65+,Germany,A,78.38354870856155,C,A,74.81206939961037,91.26333041699351,-5.680395897214151,C,127.29236215314943,-152.36966186093917,A,E,C,C,-117.07691365630382,0
26-35,Mexico,D,-289.2235364691727,D,B,-9.461034822188042,135.15667562397974,-29.243293505451973,C,112.45174184240194,-105.47737079971358,D,A,B,C,-76.82553857551999,0
26-35,Other,D,-99.04444199044211,E,D,-87.20952948383098,-211.70443119987112,-14.550723530928042,D,4.987412278202593,-218.11225206384896,A,B,A,D,-28.747733974365026,0
51-65,China,A,-37.14794322259951,A,E,-123.46431901324434,26.882105696065288,-107.17148703621346,E,-70.24867054018034,5.296053843974784,C,C,A,B,68.87937008058694,1
36-50,Germany,D,-94.14736128930494,C,E,124.63301204570863,62.469795880040124,-75.16220867718081,A,-12.539255674541536,1.2032395077987603,E,E,B,A,9.812253171049685,1
51-65,Germany,A,-8.713191941362199,D,E,113.02504978069152,79.79663283984212,128.05628578187552,D,-95.41867144025548,-24.581634435814987,B,E,D,A,35.57654519166296,0
51-65,Germany,B,-58.058271835141774,A,A,15.197098846737788,39.76244755115512,73.35345293455198,B,71.04104009306982,12.599680353938252,C,A,A,C,-62.29748955555383,1
65+,UK,B,10.274513225357211,D,D,-91.14188809918414,-213.61743738887404,-162.67600953293004,E,-20.409172126284076,-75.66523671585976,B,E,C,B,11.082651111248842,1
26-35,US,A,-10.481452011223112,D,A,-4.62757615411981,-68.21427923731656,-19.20382512222906,E,-95.3529704079899,-131.99428758569215,C,B,C,D,70.63610766793795,0
26-35,Germany,B,-34.08227793568771,D,A,-148.2064057778207,98.20321797001844,61.3044849168754,A,-229.25046246248337,-8.915698581958589,D,B,C,C,122.52169503511234,0
18-25,Brazil,B,22.233242409170835,C,A,-79.79321299761932,99.13017978393121,14.467487373348378,D,-93.50496767182644,122.77985289191868,C,D,E,B,11.216104916213085,1
51-65,UK,C,-28.02544210460118,E,C,-127.48525137936835,-66.17212876910223,191.95053990559782,D,-54.13070605379796,199.2247277296137,A,A,B,C,14.030890571905234,1
51-65,Other,E,-114.06058336940217,E,E,44.24656907180074,-159.15601798165173,186.75314750687897,C,9.807491690954933,-16.3670436678917,C,C,A,B,-88.37832003409191,0
36-50,Germany,A,175.1658079600578,A,C,35.19455448062197,93.83987658682348,-5.267731722157775,D,1.659432602981728,-22.318194370939906,D,B,D,C,93.03068073715858,0
36-50,Germany,C,17.20248607532457,E,E,138.24755579694659,-63.72028170196875,19.955432879423345,B,-57.94741460733855,57.91985755173583,E,D,B,E,-37.47152806915287,0
65+,Germany,E,-20.136622458085103,E,B,0.36441925665888514,139.10252738640963,-72.55313166072021,D,-27.086325970774112,143.1174469509646,D,A,E,A,-67.45086760667446,1
51-65,UK,A,56.10776596178301,A,C,-25.37746412610864,-151.833754349586,-41.37056917295895,D,45.659546197789126,122.37810340068307,A,B,B,B,116.86110313986975,0
51-65,Other,B,125.20333273919637,C,B,-13.025441068852764,-119.48477801069974,-94.2645677186147,C,-64.71640148463887,-109.30533657115802,C,B,C,B,-204.4440482724033,0
18-25,Brazil,E,108.64375895380702,D,D,106.99393912740179,70.71778041165747,66.48011646485119,D,65.69317773909214,144.84959547683619,B,E,E,C,-88.0448534227115,0
26-35,UK,D,7.260111383776219,E,C,-15.745151423102415,67.18892076769643,74.51375780725573,D,-170.59341108239877,-27.713437699634653,D,A,A,C,-210.28521141210277,1
26-35,Brazil,C,-170.18473299106273,D,E,-86.6406935594436,79.19446571677675,-103.42398955631688,C,-117.65400614854306,-15.267624446243634,D,B,D,D,192.62651378744295,0
51-65,Brazil,A,-30.24480701304015,D,A,12.928355640681513,-67.75865720399756,-99.835795783708,B,-3.7767647124267856,-106.66468587091754,D,C,E,A,-143.72380080312803,0
18-25,Mexico,B,87.06987519039178,A,A,119.39742167407017,91.05900781559424,80.31924657701727,C,-121.52014508630648,61.67541278588601,A,C,B,B,-153.51666479970157,1
18-25,Germany,D,109.49664859899968,E,C,6.019067963899443,-65.61917448409547,66.02002314117232,C,-149.73116951779218,203.95410082676335,E,D,D,C,-49.1510575360241,1
26-35,Other,D,91.93863441889427,C,B,-41.096594473439815,-24.314956995527094,297.39563194957157,E,41.839512330618085,-51.47155473579507,D,E,E,A,-133.52012832754673,0
65+,US,D,126.68049398600903,D,A,-98.39801632544416,105.38395798318936,-64.50391815640735,C,-23.669963085527783,-74.84356584395584,D,B,D,B,-116.55261520325486,1
36-50,US,E,147.83825375527002,D,E,116.92760066772341,-58.01442889898097,-128.04135353151221,A,-8.471928709140663,-54.30393632749202,D,B,E,D,-76.24958490346488,0
26-35,Other,E,117.0409756825351,D,A,-27.201632521045777,-10.292283068263847,146.50168906809563,B,-73.95273711403301,-15.271585935746351,B,D,D,B,-36.77863304374767,0
26-35,US,C,29.765603766196985,C,C,-132.4231117748576,98.31649507368653,80.50929104768414,D,-37.573403033691925,30.422061929615847,B,A,A,E,86.62767458155969,1
65+,Mexico,C,-90.14239431426645,C,E,-105.20821710660897,27.021724082797455,32.12519852826775,A,-106.48774296520445,-164.29774746888924,C,A,B,E,153.46019154317327,1
26-35,China,A,-135.13354061133413,B,E,21.378352567414968,156.25727329029678,-32.61393468714189,B,155.69978904195312,-48.24350575191303,A,E,E,A,-131.42121368620207,1
26-35,China,B,-195.5895917861685,C,C,-48.20189954544873,-141.52773286548987,-1.4833481605941798,A,-57.5015286779651,85.63680615316215,A,D,D,B,26.243531767247376,1
51-65,Brazil,D,-180.28277045804168,B,D,27.857898294371463,15.608633927393392,59.037121782644284,D,7.129519395231684,0.9551853906662005,A,D,D,C,138.52154856798103,1
65+,US,E,75.0748584990601,B,C,20.032813171520665,45.75864378689708,-90.20340719473793,E,30.64197931678147,83.82965804875703,D,B,E,B,30.846733636808654,1
65+,US,B,-77.84413112497455,D,B,34.36152803115454,36.35774261537098,107.26107293708536,C,48.40575504116791,-62.45375045134271,A,C,C,B,-113.74792215590723,0
36-50,India,B,118.68319586462661,D,C,57.02781688175694,-55.498930196652765,35.596530472257996,B,-7.463826547558634,-141.76075130237453,C,E,C,E,-46.51893811195222,1
51-65,China,B,-25.206321522975088,E,D,119.66323122088518,7.078287905749388,60.93042005352671,B,-281.34868843022196,-204.2050031347858,B,D,B,D,-117.6979403834447,0
18-25,India,D,-103.91129941017199,E,B,67.28582459917976,-48.22573429941908,209.5227229760043,C,-44.622906437007885,39.71800257653882,D,B,B,D,-68.75973800414043,1
36-50,India,B,-7.763910272988632,D,A,-33.5653645832405,110.31923820606342,17.83214261932013,E,16.96921012063012,-38.187955671288364,A,A,E,D,50.11562312740184,0
26-35,UK,A,-27.617488730176454,C,D,76.8072788946171,-59.2889240414461,-7.428809179273982,E,-16.83491872823098,-39.58565361187842,B,C,B,C,2.213679442215364,0
26-35,UK,C,262.7316134295947,D,E,19.364801755329317,10.739160130378332,-196.60530713307955,D,18.159440419843797,-169.86162235208394,D,E,E,C,104.30839498110025,1
36-50,India,D,46.70174548764041,B,D,97.4474189020733,-16.30298627025021,10.650653835759162,D,-3.077771363129711,77.45071408744533,B,A,C,B,-147.1982142161003,0
51-65,UK,C,143.3177801178334,B,B,40.40766464607894,-177.97340686960302,34.35439922786768,E,-67.16370729068176,-90.56189912075222,D,A,E,B,-12.345470757985352,1
51-65,China,C,-63.83540366734357,E,B,33.32063036579393,99.91665842367478,-19.88500850468785,E,-84.79799125734363,26.660237107091888,E,E,B,A,-41.09563185588221,0
26-35,Germany,C,-102.84009424332329,C,D,-46.36228537504108,-55.296320710374125,33.10505021088137,B,133.83480239684084,82.35779930442219,A,A,A,C,-26.110909405235503,1
18-25,Brazil,D,-133.45899920756358,C,B,34.149714957660144,-39.370062908603074,256.7193872650753,C,-77.48725131655904,38.60732931924281,B,B,E,C,-7.747036577128775,0
18-25,US,A,13.963665833359066,B,E,45.03232749941425,66.54709247665363,68.7094504539113,C,56.51995705926881,-60.19739643938624,D,A,C,B,41.08124303126513,0
65+,India,B,-101.15278730954233,E,B,-61.022174252565165,69.9319457003664,-92.88432482089603,A,-95.6445298719603,59.8831536770557,A,E,A,A,-25.262210028225756,0
51-65,China,A,43.25777206980517,A,A,-1.004422410251589,-41.15722823198952,-6.511909131350298,A,31.640889278509388,68.5058739311751,C,A,C,C,231.33397299988988,1
36-50,China,B,-13.332295212537238,D,D,-145.0555151147193,-121.34008353105887,-102.34140533043133,E,-30.641331070410217,60.10453834965846,A,D,D,D,-28.741893293558192,0
51-65,UK,C,56.83779237747453,B,A,56.58912890714625,-99.56314767859713,14.023908319904733,E,-34.17833164871695,-26.475407716493986,E,E,E,B,80.3997965938246,1
65+,Brazil,E,-131.66415693841012,A,D,-49.900829523106985,-38.889162674216756,55.90602736104857,E,23.4161802817585,64.47224696399647,D,B,B,D,-122.21951497566752,1
51-65,India,C,20.771507277711002,C,A,-34.27939107437271,-44.20224920273104,-26.830266078036114,D,-69.22687014203164,131.64444844808955,B,C,B,C,-52.04838660601545,1
36-50,India,B,-15.536290930141666,B,C,-45.19073555909125,-9.181494123238078,55.78387824373853,D,-47.69654602866854,-99.16810441428268,D,C,E,E,-68.04648279486011,1
26-35,Other,B,-287.00444062954057,D,A,-13.931166498179282,39.3492123967516,94.97068837327534,B,-96.0488050643975,-115.68381086671238,B,C,C,A,-22.14776227884498,0
36-50,US,E,-142.5966903181598,E,A,-188.88125112687325,-86.81271748942605,9.609140580862015,A,29.012574403958507,-45.75988445468742,E,E,D,D,-269.39192695630237,1
51-65,UK,D,54.636482058533154,C,C,-12.496209638110656,-42.058633515592994,-174.76138580666083,C,20.350257315324942,60.03441176033294,C,A,C,A,-13.134010782111183,1
36-50,Germany,C,-37.37932930622666,A,E,126.26910868784277,-29.982272362897167,-23.03488763859565,B,54.82466975110879,80.96224858031368,B,C,C,C,-14.010004809370056,1
65+,Germany,D,-47.943134804268446,D,D,33.71307028191846,129.28979264375707,-140.31386119482136,B,-22.407533718981703,140.091782963982,B,C,A,A,0.26797509075088133,0
26-35,Other,D,108.10183266347344,C,A,66.41184093667258,25.991083240089015,-11.732000883446487,B,-3.6738350429738507,-82.40203495017676,C,B,A,C,-80.58599373843433,0
18-25,China,C,-17.933759527720714,C,A,88.00661815315397,-126.17510440346422,-30.35958879128817,C,-129.36635656581063,82.07202020180132,B,E,B,A,-3.7214799214689482,0
51-65,China,B,-64.38810491649734,D,D,-38.44307117254068,174.75321892309313,-167.25732890667243,A,188.23193406930875,-13.770778554417012,D,A,E,A,-248.76942064354012,1
65+,Germany,D,-89.66519405285041,E,A,-78.97890584081895,40.98896564003135,143.62507686865695,B,-3.159977103495469,131.57171874931527,A,D,A,E,-115.57996479549803,0
18-25,US,C,14.033230317965334,E,C,-29.69691343312172,-133.87578559115312,-4.033365010037032,C,-38.597982147023025,111.07317243227746,C,C,A,A,31.74131736036457,0
51-65,India,D,42.01432706067993,D,C,-241.03143608438162,-119.92810521669787,78.67036239948952,E,-82.22090329807936,-57.995199666382035,A,E,E,C,-91.26449599665409,0
26-35,Germany,E,-338.05343755624585,E,D,-234.8429836422811,-18.759180955406233,-14.699896013247804,E,-32.238062459221645,65.44838158423948,C,B,A,C,-124.3024518336563,0
36-50,US,D,-219.68033847242938,B,A,-38.0546593697832,35.72749708972565,106.28633177224324,E,-168.05518110853026,15.820928458545106,D,A,D,A,-143.50738275566079,1
36-50,Mexico,C,-28.396122157285745,A,D,-84.57287134087257,257.939271795563,-61.844465980989085,B,94.23945480320864,-41.43076296570036,D,A,B,B,136.1159256520955,0
36-50,UK,C,87.17742756435354,D,D,40.12221451793354,-74.00493767730347,93.27591937332804,A,8.631303870585308,-69.18290262303529,A,D,C,D,52.24160613232425,0
36-50,Brazil,C,159.73916458253618,E,D,52.53229845817341,-224.13165286037074,178.2468589783967,B,-66.74109795221767,-326.9826745556041,B,E,E,E,-54.919882648693985,1
51-65,China,A,132.6405536145812,C,E,-10.01262555342878,103.63079896142455,5.966934952379554,A,-38.98144387980016,203.00766755518939,E,B,D,A,-83.68199540577301,1
51-65,UK,A,-51.447847701719205,A,A,-157.6615303277407,-78.99054813269433,-249.97401678171758,E,17.46353635165337,-84.37043785294969,A,A,C,D,-72.93908003161343,0
26-35,Other,B,-112.3609075128438,D,A,-10.92283278380384,63.46556126945019,-39.766240366546086,D,107.11089493211901,95.90495884977112,A,A,A,E,-152.29852807105254,1
26-35,US,A,320.86765972494635,B,D,10.95129291392032,18.15683440817394,98.48956052547022,B,-164.54214661103188,23.099153471589165,A,C,C,A,-28.074923439283477,1
18-25,India,B,-98.47057651184566,D,A,18.781776131413135,-291.775597241881,117.40034483443473,E,-16.468385087891455,86.20146724750114,C,D,D,D,115.37848378483741,1
65+,US,B,-117.15349174790488,A,E,-24.911059145112326,-20.261208585285143,-217.4935693388221,A,-24.722766019263133,-110.56340809386222,E,A,B,A,83.80938123839455,0
51-65,Mexico,C,-32.58595757688918,A,A,-82.98439264415987,-175.74188668267908,-0.6244019830035291,D,25.122358515913106,81.08985891136426,A,D,C,E,-116.3800302841737,0
36-50,UK,C,48.528936953300295,C,B,-84.8784259347745,38.30529084143581,-126.58093332857572,B,17.64162148731198,-2.7694660688364845,D,A,A,C,-15.06445958944739,1
26-35,UK,B,-73.89966025473163,A,B,113.08716532856042,-191.24370623662287,65.81391812027786,A,31.745941732719125,64.97090669228152,E,D,D,C,69.33442640934777,1
18-25,Germany,C,120.7153750374761,D,D,-283.67795032878377,164.4452189415046,62.63427563546101,E,-94.36803866329065,-64.02121914198115,E,E,A,A,145.46915722977934,0
36-50,Other,E,-88.2056768750754,C,E,-83.74149011220837,-145.45384028294896,-94.35083206064002,D,-117.34246992739953,-110.16957599109854,A,B,A,E,161.0165543530791,1
26-35,US,C,-137.41929874421987,D,B,120.01265059617354,151.79287391133974,83.9274323542035,E,-34.61967226608511,-17.714712393182694,D,D,C,B,-203.5076189334401,0
65+,Germany,A,-42.13722788924375,A,D,-109.10003633040353,-35.68496602222934,51.44268048473526,C,-73.86281561819978,-62.891301433480585,C,D,E,C,13.073275016434843,0
26-35,US,E,5.618265271064986,B,E,11.618423474483471,155.63034428172497,-11.751342891850442,C,122.18662075014825,-8.709735211398943,E,B,A,D,-44.5815534827242,0
36-50,Brazil,C,-122.65499721235749,C,C,110.85629261756884,53.37578778831807,-70.02851249886145,C,-11.600673762702348,53.01480356918897,D,B,B,E,11.692502551798034,0
65+,China,C,-41.43589573808817,E,A,-74.55666868469493,94.6024289432668,-158.21120120955632,B,230.85391854499576,136.73530722234878,C,E,D,B,-31.848011003989836,0
65+,Other,A,-67.13367189805678,A,E,-66.00091646808036,169.07117386354597,69.04306466508528,D,-14.707313454491988,117.53145045905751,E,D,B,E,149.8829324235166,0
26-35,India,A,46.14378424498723,A,A,-148.1729135170363,-203.9620168339801,57.26087628641054,E,-132.5968747937581,169.0862038314603,D,D,A,E,-84.56531607467414,1
36-50,India,C,-50.61802418623812,C,C,20.358124159928686,138.52361400594702,153.9251654404321,A,45.247451554143446,-83.00588530245494,A,E,C,E,148.76837120556263,1
51-65,UK,E,198.41475231423055,C,A,-8.496920752930283,-86.58901020768359,-153.67615552742825,C,84.61596018648912,-85.14356113908734,D,E,B,C,71.53646397082267,0
36-50,China,C,3.1282486175857382,B,E,-65.30455766309457,67.54029019789331,-109.86198155191835,A,-111.74437553223878,-22.651752294310036,D,E,E,C,81.34744125522651,0
51-65,UK,C,205.17813268226362,E,C,-46.60180148414058,4.227835453134934,218.41723047790404,A,142.56076771076164,-21.436662419898315,C,C,C,B,146.73748140269558,0
36-50,China,C,4.953773170721823,B,C,-230.2385768706779,-189.8848512043409,148.9811975969591,A,48.903556649117,17.901592543311942,C,A,B,A,106.99364579242854,1
26-35,Mexico,E,163.77893775663307,D,C,-27.557278358169583,27.322701015039463,-25.250204225767675,A,159.5814750440525,64.97356998356472,C,E,E,E,87.65752537203582,1
26-35,US,E,-106.64031086345021,B,B,-3.9263433440950006,-162.91987802183948,-72.19154691991291,A,13.734888208249219,-93.34930696985731,E,C,E,D,138.9843196095365,1
51-65,Other,E,-67.554981221466,B,D,0.6719448459980978,96.34969478817355,148.28444135786688,D,63.458618260965494,48.15282194050024,B,A,B,B,-175.70892616069426,0
26-35,Germany,A,-9.679313452374338,C,B,-147.21406221876333,107.53818726077016,13.717040302823424,C,-7.421845093700812,-41.83578921083456,D,D,C,A,-52.30213352923464,0
36-50,Germany,C,-12.283723796561032,D,E,241.01703002945797,-62.33850481282253,33.74463208519786,D,-51.70975192345676,130.4352652644025,C,B,E,B,-167.9583080507316,1
65+,India,D,-74.4220557266576,C,E,85.87731732858917,-142.60897453468002,70.1673169761693,B,46.01081019539875,-257.5436563052589,D,B,E,E,-94.78909994106887,1
26-35,UK,E,-6.6188820128507,B,D,17.048352980481898,109.50250551155669,4.408426720401115,A,-38.89815299189159,-64.67818789597307,E,C,D,E,19.96393962189477,0
65+,India,D,-191.95967064998143,A,A,49.98493801710405,-153.63712841124266,51.26086815810829,A,-136.46277152878935,72.96301654810992,D,C,C,D,-72.82504209296793,0
26-35,China,B,45.24542970909343,E,C,83.71706106320465,-121.76721437987825,-170.39285330604127,B,311.87303031039863,-61.94009591878192,B,E,A,A,-100.27021265398292,0
26-35,Brazil,D,2.267117308748973,C,E,-102.27278860169622,-104.41818868610544,-83.9570300301253,E,-91.02968872088488,71.85090426332562,D,C,A,C,82.60077581442235,0
65+,Mexico,D,-112.71829543283465,E,B,-79.38335406684558,-87.40414813683711,9.490254669189142,C,0.7564266249269,81.62133999033387,C,B,E,D,-40.78973460709814,0
51-65,Mexico,C,135.3664120828892,A,A,38.386898152035826,101.10607922203445,-188.6183027832766,A,-40.49838518158375,-102.05917939587106,D,B,A,A,-18.021129855124332,0
26-35,US,C,-50.7774715461785,C,C,156.09321395192077,-23.035572774014568,-214.11607818017714,E,10.200347835433886,70.18875439766776,D,E,B,B,35.37534443906062,1
65+,US,B,13.386489431236226,D,B,-0.38780431225837503,-3.7972154007134225,-208.1232281091891,C,41.136346200308395,27.833465450179574,D,B,D,A,64.06663143319736,1
18-25,Other,D,-8.718408747181417,E,C,64.6606781307108,152.26921040008256,55.97947164357221,B,85.35621399667941,-36.74324762301459,A,D,B,B,-90.81239415976448,1
36-50,Germany,D,-71.25635885335609,E,D,85.84060833811282,60.4959507881672,64.20059516642034,D,160.95762261769943,29.890121534456437,B,B,E,A,-203.66316793933268,0
51-65,US,E,-163.06922081339133,C,D,-54.844224807545174,49.04849882569128,82.01415084807725,B,170.43986756290957,-186.28524527914715,C,D,C,C,-106.07300045940808,0
65+,US,A,-3.940286068393402,C,E,36.0056234198379,-14.183965084819953,-47.316639787746894,D,94.99756780324367,-119.17943365046919,A,E,E,A,-35.54512275149992,0
51-65,UK,D,30.636555137699762,E,B,-17.291219788916074,-17.336289217639642,-50.405995858283916,B,123.31758373538106,40.718992848087765,E,E,A,C,51.911510948738346,0
51-65,Other,A,44.55029109762667,E,B,-33.44458391993267,-57.708533450879585,77.29977679649359,C,-137.7264379419246,54.392425624553475,B,D,A,E,25.570408933660723,1
26-35,India,A,-4.0899732683168155,A,D,-178.67657313789127,-33.46150391811776,-62.17456354462474,A,-14.446327826133334,-55.70999139825686,B,B,E,B,-168.97104138365196,1
18-25,Mexico,D,94.18498355895714,D,C,-53.26907691127839,152.3523687922674,52.16411022309795,D,-143.66348234596904,-25.22764736989986,C,C,B,C,-48.27880246348292,1
18-25,Other,E,16.939483868587203,E,C,-164.62768547910423,3.0138520568815172,108.76116614095355,E,-47.41342230674164,-147.17710403311662,A,E,D,B,61.19323296930467,1
65+,UK,C,3.059955026203407,A,B,61.952538015644734,22.740094354845077,61.61114237263226,E,174.30780138714434,-231.2866685091828,D,A,A,D,44.7230533216428,1
18-25,Brazil,D,-54.321319472945895,C,A,19.449874264542952,61.91526781213717,-17.770541383053175,E,71.52698355544501,63.7405861009658,D,B,B,C,-15.999965181754265,0
65+,China,E,-2.4239790050375416,D,B,-29.175055510788606,82.42686889851025,-27.805506618850156,B,-91.04840219487336,-36.10355342051815,D,D,A,D,-44.75698721891402,1
18-25,China,C,-5.378254467450155,E,B,52.85115806659475,-39.76862910791407,-80.063419312125,A,-115.98642414271805,-37.856832132855814,E,D,E,E,88.25609752073255,0
18-25,Mexico,B,7.398381051740512,E,B,-38.66377753038852,-127.50719076304561,-49.644649121997865,E,-3.526736766743203,47.39927093115007,E,D,A,C,121.0096578723547,0
51-65,Mexico,E,-42.25870712194895,E,C,13.540386165757411,-84.54440192458628,46.63099980233347,C,-137.2391168234806,-37.82143491663926,B,A,B,D,-122.88537952009946,1
36-50,Brazil,D,-88.8069208056233,C,A,117.37154768217262,103.59588595218084,35.08506238411646,D,-35.19043949633534,-124.78772317827236,B,B,A,B,-32.23931464467893,1
65+,Germany,C,25.714475447920343,C,C,-68.62562369134069,152.9916800591455,-47.91834812906873,E,6.642937781899984,19.876825809831544,D,E,E,C,50.769409388221,0
65+,Brazil,C,-106.71882168146479,D,E,-115.10708344201848,19.233023594355846,-60.082249713717026,D,58.78461057906449,131.0824716457176,B,C,D,E,-59.78414148315475,0
26-35,US,E,-9.619395179985487,C,A,-12.905289503574641,-74.65060623289648,69.10836450592409,D,-19.859260943823813,45.32666808881443,B,A,C,A,-116.27988394178259,1
65+,Mexico,E,-7.105484411240558,A,D,86.30166796826927,79.19576101620484,-65.32545680929258,B,-234.6840802760492,72.22571640697058,B,B,E,D,-7.49542783123046,0
26-35,US,E,-14.451332231989323,C,D,-174.24825968012044,13.22320379767541,48.29986411621053,D,159.76071128184546,-109.89308099524943,A,B,E,A,99.0970652883117,1
18-25,Other,E,-69.93580081814748,C,A,-193.89384768324967,-80.19841394599104,-1.7416568185646384,B,-117.28588173259442,13.1964377915984,A,C,A,E,255.913836729984,1
36-50,Mexico,A,61.37117080322238,A,B,-23.287785616948742,-116.92938310291723,-74.18540609904092,A,44.71612788491275,105.26110652157912,E,C,C,B,71.010334128561,1
36-50,China,A,37.45383874884079,A,D,118.63066756538142,37.284008663494475,-150.89087542815747,D,-42.08540540748338,-74.39546479937576,C,E,D,B,76.49584422663567,1
