religious_affiliation,married,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,target
Other,Widowed,38.439530984666185,A,D,48.30728559319951,2.60576991903163,-44.75688882636157,B,29.493832768264696,-139.32783399279725,C,E,-17.591406312546578,61.690463579820154,B,A,1
None,Widowed,-50.219486977313544,C,C,-21.548501358123424,31.772203361683093,44.427403563858185,A,-81.09340158958041,-6.648551156320822,A,D,170.34879485683433,-114.85026241317212,C,E,0
Other,Divorced,26.958298595701564,A,B,102.63439643636654,-152.46077462654128,88.13783729271505,E,130.0812394919002,271.5016482771701,B,A,134.23468985141727,-113.14584786508182,A,C,0
Jewish,Single,93.57799463111837,D,D,56.66314509055263,25.778516218996263,82.13588666437788,E,-16.532793018040028,59.7608584704737,C,A,204.3424780296285,-2.181955904139931,D,C,0
Other,Divorced,-117.10064407979861,C,E,-28.47839737582159,-80.16745146795535,-24.20233015923151,E,-244.83714631593864,40.92606298931523,E,A,-85.22323648824107,56.355889969572225,B,E,0
Jewish,Married,100.31938317633337,C,E,-38.44339415328078,-100.91920619530077,173.85562909246414,C,54.642828754654694,-43.530456930345046,C,D,15.934471401288471,74.96214511987131,D,B,0
Jewish,Single,-18.809133328532564,B,D,-31.271712086788174,-124.36622213072341,226.27046584054398,A,-49.617689016629015,77.43018075271662,C,D,117.94949320950235,41.82093257371336,B,C,0
Muslim,Widowed,-87.33800490902576,A,D,-124.37996730945314,1.2078212903658574,-129.26711570051813,D,-26.683172964003145,65.73282270610866,A,D,109.16399805005739,-36.495309718844176,D,C,1
Jewish,Widowed,-93.04761570543575,A,A,37.563601703228194,93.25704398651895,1.2341918259786682,A,-57.252626363170066,-55.94925177712159,A,B,-33.89763288660136,-19.99417278617116,C,C,1
Christian,Divorced,-12.073783240673238,A,A,25.473545998318052,150.3429728491676,-37.203492145879984,E,-63.052684369240765,-52.70523488730359,B,C,-66.54940337621791,-99.366790059274,B,A,1
Muslim,Divorced,-165.42697215997194,C,A,-45.99002520042439,114.28911448096557,-76.79635934135327,E,24.290802973142338,27.75485282958796,A,E,40.08978673816682,39.38767067444887,E,C,1
Jewish,Married,-51.48139108274156,C,C,-176.5117988949478,99.98885027039339,125.77709685010991,E,88.23821603931462,114.09706296175794,E,A,86.6126317806,-111.31932204781411,D,D,0
Buddhist,Married,-138.41420367825103,A,C,44.123683386767766,11.95017431325132,45.00227459672387,B,-6.822424253083977,-18.13924597113165,A,D,15.404414047543375,43.404333133523195,B,B,0
Muslim,Single,-65.91562812047813,D,A,41.939337775370035,16.631121657899296,18.54148210296111,A,-197.79767239024267,102.38890179479856,D,E,-82.805721011255,18.74491239316159,E,A,1
Muslim,Widowed,-20.66334917225588,A,C,45.50771406274583,65.33489646004556,151.16659555745807,A,8.559036096011415,-45.39009998145518,A,A,-18.11764092889626,-25.262311662144626,D,D,0
Buddhist,Single,16.138315112087202,B,A,-62.05098537495866,24.22195835548262,46.30208522354468,B,37.14721235116838,2.7030387829621896,E,E,128.33204583787094,15.342943687193541,E,A,0
Hindu,Married,-18.755095185876776,D,E,-117.0766322035943,-38.82275444019705,60.32732392481497,A,14.09239881049924,-69.97096689354849,C,A,7.549167778022612,105.02334441578694,D,C,0
Jewish,Widowed,-33.87388876277978,B,A,-64.67042221241137,-156.45153396554875,17.443627229142145,C,206.0891654461207,-54.39360741981684,D,C,-133.89900951838936,-106.89990932190547,E,D,1
Hindu,Divorced,-62.34050181887325,C,B,94.02945926567003,153.51095102355015,-40.905483827623044,C,-84.28041777636618,-3.4815476602589235,E,D,41.00285881975451,85.77796901232486,D,B,0
Other,Divorced,146.24242078798116,D,C,22.998554848876076,-14.256322428643662,74.2303547711354,B,-65.64581443930557,-2.8204682209335576,B,B,29.162543006406565,161.5129810168096,A,C,0
None,Widowed,224.38990918575678,A,A,-241.37695751154152,86.81904616562475,88.81858564689364,D,104.25035286143253,105.3360022381087,B,D,-10.137652506461723,-72.18798983056402,A,D,0
Jewish,Married,-188.40237185587262,E,B,17.678159398692618,90.6897151334375,-56.4243146477133,E,8.92135084133512,77.94614079670947,E,B,63.19376100944201,9.049417537534586,E,A,0
None,Divorced,-44.46618470290888,D,C,-110.5211538735738,167.58845675525447,-6.759272631968918,D,-63.7221717680184,-66.14401575425525,C,C,99.10020716008177,33.36713546870168,B,E,1
Hindu,Married,270.7046819138694,B,C,-29.49615144049763,124.64476896961423,66.64667440918338,C,151.8794231005821,66.42202165586083,C,C,120.65996966826842,3.9862944060800127,E,C,1
Hindu,Widowed,-44.55877980230827,E,B,-25.0620734967475,23.191347813915563,-174.92932406211636,E,-15.493096843623738,101.0630258682261,B,E,-146.51012254335708,25.310167112805903,C,C,0
None,Married,-233.50043253284662,B,A,86.72528474214816,91.39024480014984,-108.10618467537871,C,-170.16005010281052,24.773745887352426,B,B,-13.705132359032834,133.82551479070187,E,B,1
Jewish,Widowed,-228.56091363963898,B,E,-36.99788858514931,-23.709758867129025,125.66970552013068,C,-242.4733232676862,-151.3947902998892,B,A,-4.081862861246148,-146.52109561849872,B,D,1
None,Divorced,129.61532119222835,A,C,22.0844172888642,43.21168115528401,-88.07958787212603,E,3.621757945187402,41.85695670161634,C,B,-154.42649047811176,46.24784545580032,A,B,1
Hindu,Widowed,112.38150935692455,E,D,31.7316003749686,-70.75766577721495,-5.515622626654975,B,-52.89421938500577,4.278021665910102,D,B,110.14142350951843,-18.0635549835675,C,E,0
Buddhist,Married,-16.971939165655982,E,B,-149.54780354396397,-9.157993967302486,98.79289355350572,C,-72.26802595403484,-132.15268138136474,E,A,161.59119714795779,-36.04091750285431,E,A,1
Buddhist,Married,14.308481383619872,C,D,41.10456033773445,52.05472314395624,59.775888611649464,D,-112.03339445694837,-73.67530070730596,B,B,-82.17997518993167,14.008532266181712,B,B,1
Other,Divorced,72.76659130851895,B,A,199.07344719321762,6.008023324059642,-45.759312255690624,B,-191.59972386744607,-69.4988117012162,B,D,-65.85256350789584,61.718693855484965,D,C,1
Jewish,Divorced,-174.48134450303002,C,D,137.26994105507796,0.8441970702090403,24.18727593391038,D,-34.09735829681574,-123.43020653402677,E,B,-128.44641776464562,97.83427121100591,B,E,0
Jewish,Married,-13.71105523635689,C,B,-26.305924436076605,-68.38624457519629,-103.62523013669545,C,-63.24713038226516,-224.41967209790982,A,A,17.31995772017646,57.09559373331983,D,A,0
None,Widowed,194.36786357523687,A,B,70.94045652878421,-82.88988357683988,-101.14115870519286,E,-173.737199772944,93.18889862636276,A,B,28.431423375242332,-116.44247613090512,C,C,1
Other,Widowed,-96.67344077376815,B,B,-16.55637531208097,-28.273306476167427,-25.48624452653864,C,-2.5100835420350385,-129.43323399191954,A,C,-50.27915809195661,-23.16570017493384,A,E,1
Muslim,Married,-211.9772242701674,D,D,-62.089454638067075,-75.6521756190784,14.331335056122615,B,-21.482096347728945,183.94511777004524,A,D,131.06547782163892,-10.95612787374267,B,E,1
Hindu,Divorced,88.17754205812413,A,C,-28.33002017346189,-20.310062930775143,-9.469329942543428,D,70.17284085454614,25.64056450761234,A,E,11.24628817664557,83.30818052909362,B,D,1
Other,Widowed,-23.11940850939205,B,A,136.8151557964034,-170.38849451931287,41.67419882728924,B,192.14139464886725,53.265638455069855,E,C,12.540151146891096,13.970523212054623,A,A,0
Muslim,Divorced,109.52412256672635,D,B,-112.84191633570724,51.93699239068641,88.23039488642966,B,-0.037026067990951365,-88.38561387705579,A,D,40.578695528126296,55.3318371433793,A,B,1
Hindu,Married,-23.12325411901224,A,B,-54.947282256886886,97.45344492448727,46.19353267059019,C,4.7947873660443445,-41.6904418534064,B,A,16.737636088001054,-46.94073996674308,D,B,0
Hindu,Married,-17.686824927186656,D,C,16.885151084061842,-9.832253443998255,-123.43483214408857,C,-19.235717117932747,-45.126406478919755,E,E,155.82160534448565,30.619801687035352,C,E,1
Muslim,Widowed,127.72909959817102,E,E,-65.04988043390401,30.44930786611885,35.716885842361805,A,-38.60382031256114,75.07492107554509,E,A,-53.187732171297995,-90.76549999221503,D,A,0
Jewish,Married,-118.32329415590728,C,E,-31.534627124867846,-130.60701119784608,7.176210433958574,E,62.68605375937193,-271.17139937604964,C,D,34.74557043905481,-95.60889427199311,B,C,1
Hindu,Divorced,-191.45732713261134,A,E,-29.84035147002907,2.762026624318404,-65.98878542121949,C,-14.639211724487946,13.11576535715893,A,A,27.42029904296903,41.35254743829483,E,E,0
Buddhist,Divorced,-18.234432454366054,B,C,24.039349507200612,-72.16024877213454,161.2569035905983,C,56.284240201822755,-5.004878903128402,B,C,-42.496300676436036,57.93237755550902,A,D,1
None,Single,-40.514074044262934,A,B,8.63990383351261,11.935135199575706,131.8540263438629,A,69.61750907801759,-11.87422967500273,B,B,146.20529602370058,122.77133056141263,C,B,0
Other,Divorced,150.2853688459966,B,D,74.55511149554678,-77.3373295288737,2.6373908448044334,B,73.15642565131405,22.310335199707513,E,D,-91.71006367198679,44.9124235817103,A,E,0
Jewish,Married,118.5550920685329,B,D,-5.714233237494031,16.694584427665802,85.46801346578931,E,-34.30178083457406,37.460466254003336,B,E,107.68386517644728,-152.77393292130975,A,C,0
Hindu,Single,-25.49419145441557,D,A,-12.110404863984815,105.27620954445267,109.5213261218559,D,-77.57248929301727,36.8853951759116,A,A,-12.95295508223609,-29.596551182836432,C,B,0
Hindu,Divorced,1.5206678804710378,A,B,-105.11525217694218,-156.386307697217,-225.63449999136597,B,-46.639572752255724,-28.65699855172144,D,B,20.81892664201361,-82.15245698308621,D,E,0
Other,Widowed,-75.79444268954644,C,E,14.093048287287221,-7.5007597963394925,65.27647416312034,C,-112.14751840450784,10.939362782638714,D,D,-56.77014040658992,-68.68221164179604,A,B,1
Other,Single,-34.147313691159844,C,C,7.504104025320622,-30.497953474330153,-86.00241380808657,A,52.17552255888055,183.78687782098714,E,C,14.376404517048009,-71.18754062885836,C,A,0
None,Divorced,-36.23157278145527,B,A,74.7525947230818,-25.521237035681914,308.64938319447884,C,-130.53333965264076,-5.168029320056604,B,B,68.36019934076312,36.344074450685824,D,D,1
Hindu,Divorced,-171.53504939447973,D,A,10.465860812545381,-92.32771010439411,-13.5523383240898,D,-48.3618231193826,-80.53156003995394,B,E,31.43423733856804,171.59877219676528,D,C,0
Christian,Divorced,-150.23367942758318,D,E,10.457694529686293,0.14088974892418452,10.061004959328445,C,125.47209100942764,8.558477268255926,C,B,40.201876958997666,101.77198789139507,B,A,0
Christian,Single,50.18442923682665,B,A,-140.10114243202418,46.950236425224794,120.65665199222917,E,-39.63163625818168,104.53267092896962,B,B,-69.45518585174257,0.0009707635116877597,D,A,0
Buddhist,Divorced,97.57370333718373,B,E,11.837932847395638,-46.50029957935072,-80.85235829156572,A,69.614721909415,157.55314632512807,C,D,19.45346647305413,64.15166581485067,A,B,0
Buddhist,Married,79.72839461651347,E,D,-45.668708197546806,-152.18256900193174,274.3178836395187,C,-31.61789634819,38.73920748930531,A,B,50.67707050408268,23.455456234937618,B,C,0
None,Widowed,-161.16839951458667,E,A,212.82752601361872,113.02280483462303,-3.9470621249534834,C,-83.09614233993089,-129.48991416138838,A,E,-20.18468715581073,-103.79413390838582,C,C,0
Hindu,Widowed,-61.985472227266314,C,A,67.74467852497347,108.1156044225241,-142.7304799878717,B,-145.55497968898982,-48.903746691797366,C,D,-85.12705499968568,160.74240608648373,B,B,0
Muslim,Widowed,17.6670154741122,C,E,-5.1007516876384145,137.9165885475089,35.277634975558925,E,-92.33150412221396,64.34233062394593,C,D,93.28156241879539,-44.80210437224968,B,C,1
Other,Divorced,-25.890940587591903,D,C,3.776575795145499,179.16558908801898,167.1917651221551,B,175.3841771708118,64.87187888867115,E,E,11.083924749505751,-16.839037734227382,E,D,1
None,Widowed,4.473067967519132,C,A,22.248541360918207,-23.747819065384558,52.694650956797105,B,-98.95697302098833,-28.463686011867438,C,E,30.17977944813792,-191.29226578183383,D,C,0
Hindu,Divorced,-82.67043614046139,E,D,133.96358215741645,10.268938647312682,2.968303199083985,B,-89.1225509013499,-85.30532170327618,E,C,35.68481707455985,78.23309007801676,D,C,0
Muslim,Single,162.6140448923938,A,A,66.77068475469386,-142.1078874296267,96.13690340186825,A,-175.90457928200183,-4.668660736317568,E,A,76.63567291545566,-17.0599132549031,E,A,1
Muslim,Widowed,-39.498708047751244,D,C,63.98219640825469,24.993061294606576,-241.28893499587423,C,69.77569480814282,129.56891464111243,D,D,-46.8867510469034,80.20776841415032,C,A,1
None,Single,-8.139089915602101,C,D,6.98267462612274,-128.4221015812022,44.96841382372736,D,90.05924660264655,-89.4586118079643,A,C,173.07240241634722,-82.27695672496453,B,C,0
Christian,Divorced,89.22952477067872,A,D,55.79921590418987,77.23113242025408,-98.48973793114202,B,-166.58557484398392,96.93958289830252,E,D,-57.7580192292908,114.79744178585814,C,C,0
Buddhist,Single,157.81739869723313,B,A,-82.78168831249378,60.235095393689676,4.525497046701558,A,-159.70543454059097,-80.3683060344476,E,D,56.04208483658396,-55.424243970883325,D,C,1
Jewish,Divorced,121.1837232132978,B,B,118.22998378300295,-41.538440419011295,-29.87341652909372,C,-36.45627555556374,47.21801164609209,C,C,-178.37840361447067,-27.483253404099482,D,C,0
Jewish,Married,27.753701591155846,C,D,107.27972843655702,127.68341195767523,55.9016705456701,E,-5.4596149532743405,-138.22205916244513,D,D,18.074469456725865,-29.244660299673065,A,C,1
Muslim,Widowed,52.13770422748721,D,B,8.36274020606249,-162.33390183186023,-52.01999531530479,C,14.875930832063403,33.06109543760287,E,B,-11.307394022376133,-59.00672892015367,C,B,1
Muslim,Married,117.2056668521158,C,C,-81.02324087959617,-114.93689360130523,-47.02282097074858,B,-113.38787302548337,51.853113673513754,D,E,217.63169079947917,-165.67867717479118,B,D,1
Muslim,Divorced,7.269733342800322,D,B,33.97864651870381,-22.593394281900707,126.88058329394931,E,55.43661623267603,-230.13021134239122,B,C,55.29743126737864,-120.7177033311952,A,D,0
Other,Married,211.68982218217906,A,A,91.58223657829843,-22.754661305305277,2.9434144096594195,B,102.0770427682673,-141.819844743747,E,E,43.735861607011216,59.615082356110996,B,D,0
Jewish,Divorced,-85.6506234185314,D,C,220.08062145319798,30.477723322610323,-145.89869283657956,A,-14.047264046880098,211.9025952336698,B,B,-44.66103104918525,-2.927482731937473,D,C,1
Jewish,Single,-167.2106596944054,C,E,-71.80445744622499,33.38408899639491,41.423934041229664,E,102.11744788418025,40.83141382301447,B,C,-14.361748397572377,168.75186799773223,C,A,0
Jewish,Divorced,80.06872618897073,B,E,15.561246499825032,-214.48220821143678,119.0315167439334,B,-64.46756620678099,-65.98548215593303,C,B,221.00215317565963,-87.25220100430808,E,A,0
Jewish,Married,11.714563021401766,A,D,-25.152912009549556,-33.83228604612546,-17.92461208797652,A,-15.43793726319724,7.438165368661899,B,D,-20.225373124814006,36.978770098074996,C,A,0
None,Married,34.40721906083585,A,E,-232.68112053466555,-58.15891778467811,136.26300779133328,B,-24.68472585118993,-64.79434363858293,C,A,33.555124789998146,-25.771434255766167,C,D,0
Jewish,Single,-32.67912088620395,E,B,-76.36112032303912,-33.75961359777273,44.89747529410629,E,-267.5809858896072,100.69115816378451,C,B,-75.68310430477565,151.9969488044058,D,A,1
Muslim,Single,-67.40963010934682,D,C,28.047133097217543,89.0334861022264,46.85816975446482,E,-58.514416090997656,-24.25545434176782,B,E,108.79744836378458,8.9895132189884,B,C,0
Other,Divorced,-40.01888142865102,C,B,139.94407289418515,-144.63667907715197,-38.27327917227682,C,-39.248938818603044,70.92978200075719,D,A,-80.16118252423722,55.1317604747101,C,E,1
Buddhist,Widowed,-126.40727924803991,C,A,151.87229848697555,12.083045035244913,-144.3716923359763,B,159.98129020860966,-40.958379394317426,A,A,-58.44609053072237,101.79388636996372,E,E,0
Muslim,Married,-130.25691307114158,A,D,-77.76505341567062,28.236487367213858,8.032417652442918,E,-80.27911167007603,58.27292954198589,A,B,-32.82618573306098,45.192075657897426,A,C,1
Buddhist,Widowed,-64.94854116706095,A,A,-74.62501367154617,-74.72531813064226,34.84066888791404,C,12.310202362016877,163.93580124635378,A,E,49.22959252788463,-87.32532005224498,E,D,1
Other,Single,-97.69840814777257,B,B,109.18006282667952,-122.25908777347958,-24.83282129725429,B,-58.72341333001877,56.921798357596906,C,C,-43.73343418791989,-42.0483423480345,B,B,1
None,Divorced,-124.58953871549457,B,D,-35.25885766213877,-95.72331382363525,-202.68399186084594,C,6.798083410743811,-10.199150121595284,D,E,-120.80210298098928,181.90628318573357,C,B,1
Jewish,Widowed,26.795537853364692,D,C,-1.8403739353331279,-254.48066248291323,-198.45513513483704,B,200.74065389724507,136.1593338935896,A,D,-9.517107741181672,66.20200276097701,E,C,1
Hindu,Widowed,-44.58059654823939,D,B,-64.95044452885105,59.658732278278414,76.21101304716001,B,21.08231620719137,-73.63882738294784,A,D,17.799036627463945,122.55919624346028,B,E,1
Jewish,Single,-106.08053193692504,E,B,-16.37344855901885,1.4476318442042688,-45.696486788231844,C,23.572487698925098,-114.43044205261413,C,E,-7.166208227467054,59.53686885452031,E,C,1
None,Widowed,-204.86306956875606,B,A,-14.449366140326639,-70.66822696052863,-65.51745785642609,D,127.48400381424628,-65.57394843509682,D,D,-22.178168046326334,227.50742432750343,A,D,1
Christian,Single,76.58710226421009,B,D,-55.63965432299432,32.126729827831184,-73.845004779929,C,-51.69761466274745,168.43216874696319,A,E,32.365597446092686,-172.0001374458326,B,B,0
None,Widowed,83.59584196970548,A,C,-14.00450257870822,101.8165064342112,93.07993674501725,C,98.95695347154643,118.40732352086776,E,A,16.965905712458827,85.97377343514523,E,D,0
Other,Married,-19.59471202788677,B,E,44.90334523176205,-67.75532621659157,85.91058050428198,B,7.891606889533944,-4.912814504491951,E,D,14.980685965334137,-10.727300519816145,D,D,0
Christian,Single,134.6156700463627,B,A,-55.092777335178056,206.09648274316234,19.13171695761068,B,-64.12106060701481,56.37933103061377,A,C,7.48883416608481,-41.681187838530604,C,C,1
Buddhist,Single,154.79523310929602,C,A,200.7714169747987,89.84690727669002,76.06741026143904,A,87.8258056052053,-209.77491016277128,B,B,69.63123148001205,-89.41715107902019,C,B,0
Hindu,Married,26.836206206456133,B,D,176.4684829935184,48.97983188355867,-111.49593064534847,D,-17.70752512482914,-15.995839726728475,C,B,-104.58515614865924,-38.36371660541855,A,D,0
Hindu,Married,-0.5207592580620889,A,D,43.3137662793287,-189.20237699917465,-115.02717200405226,D,-289.1029903899314,125.40864710172322,D,B,-1.9305958499774207,165.1754660795537,C,E,0
Christian,Widowed,30.085186459435747,C,E,-116.88083312926705,57.87116419188647,-5.785075913735514,B,-39.453502485209476,119.16311129634242,E,B,-8.4864207812345,-122.39644392949012,C,E,1
Hindu,Married,28.65279580578555,E,B,-64.16489028802818,11.195192426149013,-23.878313427901368,E,-8.500477102359948,86.9042393800863,E,D,37.31197614145619,-39.544002062729795,A,B,1
Buddhist,Widowed,49.822133598904486,B,C,11.980263122581663,-51.37489741989799,21.159826000523847,D,-2.9879600455941984,-18.57792380924232,B,D,-108.20621025107894,102.99715615514738,C,A,1
Buddhist,Widowed,-96.84903940935165,A,B,90.29305026359143,-67.54412950128804,-13.130297691310863,C,-12.071714176831124,55.44297965483995,B,B,14.338584057894638,-176.2820837248367,E,B,0
Christian,Widowed,47.07703462616618,A,D,-173.38481810500195,-180.94258925436023,46.08466869841383,A,-90.85881177678068,-83.77324834061102,B,C,96.74051267159159,-86.9150289517163,B,A,0
Buddhist,Widowed,-47.577953551548525,A,B,37.380948315239024,85.8675425909889,25.469371432189757,C,-56.82970466885791,-35.44205918684538,E,C,-121.56112144604859,-103.71025971279562,C,C,0
Muslim,Single,-3.528115947232858,E,A,66.5325392041369,115.745623121699,27.814728036369225,E,33.031783740793834,130.03425961957424,D,E,136.8629400868077,11.593182283918141,A,C,1
Jewish,Divorced,19.1971966352183,B,B,61.944197021352906,-33.58406152977187,-259.2510364766837,D,-14.95445749649044,-158.47313542001658,A,C,-25.73489016096718,27.343889105296505,C,D,0
Other,Widowed,8.945134010918808,E,E,-29.975925103982743,161.41047331397326,240.1074426528043,C,70.49620431939982,48.49115475726805,D,A,-165.309668421598,9.882753270445049,A,D,1
Muslim,Married,-82.96342321791815,C,D,66.77315060985784,-112.4230064197981,-20.562696291233085,B,6.096056263644278,-177.09322217583508,B,A,35.11491186056506,-59.26799509050227,A,E,1
Christian,Divorced,-134.65855836215846,D,E,18.257853507735547,26.057549608702157,-156.95606842280128,D,-38.56733708616298,184.77945188430823,C,C,-50.43741805300868,-87.22119426778764,A,D,1
Muslim,Divorced,-92.78659240804605,C,D,123.60660929493952,94.93410197316256,-25.239228314790978,C,41.23868552726564,-15.599307013741678,C,C,179.38204510782006,42.3203520412555,E,B,1
Muslim,Widowed,-135.5488958882382,B,E,-85.78858043271367,-12.040035309214861,-5.34500687782278,A,57.394085144587294,106.05607556531037,D,C,-101.86900507367451,-71.87885668779158,C,E,0
None,Divorced,-33.53656001740023,E,A,-71.01283052053734,21.886227249293437,198.84881846950017,C,70.91790766253328,-27.921387407926694,B,C,90.89547308203512,92.83562125319743,D,E,0
Buddhist,Married,-6.060917232971566,D,E,-9.350197563588589,-85.38652637089132,-53.905151629049364,A,31.530777439822632,222.9023429695008,A,B,32.597263450646075,256.2326579024885,E,A,1
Christian,Divorced,79.34191158199573,A,D,-13.274159785987116,-85.13237906941126,-38.237294272621725,D,58.80857062862647,-88.70552644072666,C,C,-106.4269108315568,-79.83973014536929,B,B,0
Buddhist,Widowed,194.54382506015202,B,E,-52.00222492543693,26.428826625706982,90.73078252557522,E,-36.645930856720696,224.783792081434,E,C,-143.82566894552915,-28.32157049467415,D,D,0
Buddhist,Single,7.412507929875181,E,A,28.55979418167398,12.439461149422796,-119.6587544961888,A,-13.995236225551357,-93.69901271904006,B,D,40.503919805896196,-221.05200414955254,A,D,1
Buddhist,Single,-111.79038363001706,C,E,-29.975577564984984,20.794953715910456,-256.5879137466097,E,25.402741813472616,145.92495316017795,A,C,-127.01755273787883,123.63269571562392,B,D,1
Buddhist,Single,53.40380081476807,D,A,54.64131875129855,-70.8986922735941,291.770450244364,C,14.254153626513643,-67.59610721010114,A,C,-57.306580886148474,39.62016711196134,B,A,0
Hindu,Widowed,100.44512756178132,E,B,24.302170108256437,82.23575651205557,-30.331146137321458,C,-52.9348490758452,-23.618858528747054,E,C,23.271720681004034,-51.567741046177304,E,A,1
None,Widowed,-39.97779034520216,D,C,-41.92129748763459,97.07354324948568,-87.12901706111828,D,65.35048311491212,30.230256680369592,A,A,-71.5822031123768,-15.840608654373241,B,D,0
Christian,Widowed,-78.09681642467558,C,A,-119.91150349417568,21.952848193905428,-93.67582409698414,B,-90.8482337419242,110.76291541738952,D,A,190.33492244062847,49.588970975145685,B,B,1
Christian,Single,168.71427944541867,E,D,114.48528190451195,84.45889046044147,128.5182018885595,C,45.17422171119624,-120.54872605757052,E,A,130.3784950776377,-15.597177924259546,A,D,0
Buddhist,Single,-172.39995596074377,C,B,-19.544513572554113,173.97674345985615,-22.48558499141301,A,-107.74079129171675,-18.78998455081312,E,A,111.86541977910755,-10.655439417931596,B,A,0
Muslim,Divorced,-142.20365114805185,C,D,-102.26877918840486,-22.38956207687006,-113.18112578595554,E,-64.92551753515828,20.008919371545385,E,E,-58.67787739929702,75.73831576097739,C,E,1
Jewish,Divorced,12.678817743484272,E,E,90.81841291138218,10.101936306751435,-4.656200312909969,D,102.23556415188226,-37.27571710699686,E,C,128.4005009278685,194.6186998770942,C,E,1
None,Married,115.9236639944815,B,B,46.76921559362512,-30.540728536561435,-161.47724865783985,A,-25.39956626124252,-29.88948512329622,B,D,39.03017609515648,43.319434451430986,D,A,1
Hindu,Divorced,26.02531966865529,D,A,4.691971941720603,-85.91861344346825,-125.414583777165,C,72.54450282455691,54.71492192176382,D,C,-149.06793045185432,-52.158395602541944,C,A,0
None,Divorced,-45.878484863561226,C,B,-149.82201275617865,-58.45501806636935,-18.581886702377133,D,-117.64433427388596,136.44607210019655,B,D,39.43840198324035,142.78171011114094,E,A,1
Hindu,Married,-36.87147134745991,B,A,112.11737427018991,-33.14246106382877,77.0705420454216,B,111.30674698788094,-44.960651912193875,B,E,27.262613345220792,8.203011440474475,B,B,0
Hindu,Single,78.45619597969808,C,A,78.759873970554,89.41718753245951,128.65150798612024,C,-97.95200838380356,3.582835190024329,D,B,186.9004577382847,45.34478241338749,B,D,1
Hindu,Widowed,193.90422028988633,C,C,-8.651047126036996,36.73427078385384,-94.62197638126415,D,201.6252728503766,29.73983246167445,D,E,77.41600931208792,-3.975667973579599,E,D,1
None,Single,-72.95817808938308,E,C,-102.74233473531922,84.27862106279092,-39.03733538249854,B,-30.90493981057375,-157.3010211659418,C,E,-53.41783684811566,-138.12036542422547,C,A,0
Other,Single,6.333597387750284,C,A,50.362329095384304,53.89692457071242,-93.91106623588374,B,85.24267536584712,129.02528497764837,A,C,-78.69913662796984,215.84118789415868,B,D,0
Buddhist,Divorced,5.547124102936999,D,B,21.47141248369077,-52.12706416998015,35.98470327861919,E,5.938527865631441,1.0517083023930194,E,C,-41.397420027512396,12.63334640113941,B,D,0
Christian,Divorced,93.95165163046829,D,C,-4.811869458403625,-48.370416512004454,-102.23361183952937,B,133.66603918141865,7.14492898883964,A,E,-150.16108302251243,21.826156639539214,E,A,1
Christian,Single,-92.79280083952298,A,B,-77.44088181510833,-34.97840696761345,-269.69679461894003,C,95.75347156644797,32.70519081585021,B,D,118.68433238076402,168.67372012508693,C,C,1
Buddhist,Single,-95.86356281152335,B,D,-45.86640367553429,25.065384230461746,58.427260776632316,B,-61.61948399894521,47.480249746916904,C,B,-189.82201832758489,-44.296581780892055,A,E,1
Other,Married,-131.57161596161063,C,C,2.9054610963750442,19.625865215756917,-20.563231946375716,E,40.52739100609231,-182.59885235450912,E,B,33.13336239849704,-65.16684819371137,E,C,0
Muslim,Divorced,-52.07242547318024,E,B,-13.069978614782856,103.71267316706461,64.04129276827115,B,-57.992803522290934,72.4508314750121,A,C,61.68048898284019,-121.90472611982419,E,E,1
None,Widowed,-42.57967502868155,D,D,17.097869593566973,108.65215839450333,249.68939288703004,A,-63.85831641235451,19.90389505397751,D,D,-38.40915827055352,-49.14244600627333,C,C,1
Christian,Single,0.9333763053844643,D,B,9.16502932567926,5.848067182285675,21.8332114427007,E,272.6538326963942,79.39510049003012,A,C,-107.39360355175238,-75.96234463993979,A,A,1
Jewish,Married,-7.906956218191741,C,E,13.73567490074332,26.790654901389633,4.254149915046679,A,-111.29734354407259,-156.61652866019529,B,A,7.4896550085886195,-35.63367561958024,C,B,1
Christian,Married,-72.55787634977428,A,A,-63.01107212347738,-31.651713580181738,-69.16006481685184,B,12.929471792243294,70.80709928863689,C,B,152.81774488349097,8.900324295058713,C,A,0
None,Single,-7.3168574866121325,B,E,-52.03680203860511,-54.52615427710627,-62.607464562971124,C,5.990999415756797,186.54431586129988,B,B,-101.78918935945072,-47.80854901459812,A,C,0
Christian,Divorced,35.019183257642645,A,C,101.00984398162313,72.83721316567454,-14.945682206778349,C,91.90868955849906,110.4527402405286,D,A,108.58350331933437,-125.60313468364951,C,E,1
Christian,Single,-20.24018371064613,A,C,123.3694851717478,-125.3217896980638,-64.69610849535079,C,-40.37682011458078,61.187904468576626,C,D,-145.86707567119313,71.75198465633194,B,A,0
Hindu,Single,127.1341371948741,C,D,102.21690824142415,-23.42732081403484,-39.42496908610924,D,-79.8306247165758,5.231555153197178,D,E,60.824413180429126,-18.65570910225228,B,C,0
Christian,Married,11.973360534745913,A,A,-0.9352494095473914,143.36074411884644,-33.70136614935462,D,1.2214624896058754,-99.44145362995556,B,E,-7.933929800289009,-118.91608113923648,B,B,1
