age_group,sex,Veteran,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,target
65+,Other,Veteran,B,D,-238.83695980485462,-199.87503931078086,20.942601286402095,-51.77581864228262,C,-30.348234996849598,-134.3237210930977,D,A,1
65+,F,No,C,A,198.69806015486276,144.8098526971685,-31.569752535600408,-69.77273261042546,A,-1.701564024665746,-24.72137488337232,A,B,0
65+,F,Yes,D,D,-15.074163768759894,-38.749945489877916,-87.92929558197704,-90.33028496022801,A,0.5760746975757618,66.54516669432704,E,D,0
51-65,Non-binary,Yes,D,E,31.659500407584435,-103.17133916838156,-35.948874578838634,86.89064936156198,D,-47.72427412073976,-117.10628702434545,D,A,0
36-50,F,Veteran,B,C,8.723879292903776,-146.9968371607317,-44.471871786774955,-96.09301735518227,B,-21.462439542760983,137.9656271053432,D,B,0
36-50,Female,Veteran,A,E,26.671352632541996,163.98115576232476,-20.490214208781545,98.23794146685577,A,127.04019235552548,224.06823989711518,C,D,1
51-65,F,Non-Veteran,C,D,-112.10837670698817,-173.32207783945864,-16.406871729115892,-197.1108709780648,E,-51.80156077952799,27.208344597587086,D,A,1
36-50,Male,No,B,E,41.648900420981086,128.83023489076595,-123.24845483155578,-21.616931459255685,E,13.702868393787412,175.1335869361574,C,B,0
36-50,Non-binary,Yes,D,D,121.1166591162662,-6.837760940036302,68.4367551533097,-7.346023390938587,D,74.15635475810944,55.646606537178656,E,C,0
36-50,M,Yes,D,D,-111.88077085501558,31.874368301043948,58.576985374611986,-65.60965527664422,B,-195.24813214899095,104.66321264604537,B,A,0
36-50,Non-binary,Veteran,E,A,114.52287611106806,70.52537264198445,-290.57386650681383,61.675017940933664,E,-1.9089347952665716,-40.617868390765324,E,A,1
65+,Male,Veteran,B,D,74.57322908905138,3.22970913779558,-258.8572435964907,-143.35912340086134,A,53.96353549540216,130.26420638228115,C,B,0
36-50,Male,Yes,C,D,-54.63906594864943,197.96842696864348,-168.63562615485003,26.055435232084807,A,-78.95761684287433,-55.798306077695436,D,D,0
51-65,Non-binary,Veteran,E,E,-50.24064847517966,-99.8031528668921,-62.45855666629354,196.74460495521217,B,24.730525684811436,-115.94541585418507,A,A,1
65+,F,Veteran,D,D,124.45047050917744,-7.153632520862528,142.89845774728093,-17.786907759025592,E,41.18214109872013,-85.171790351067,E,C,1
36-50,M,Non-Veteran,A,D,72.69068869808464,-179.13693538972245,-70.99848730905919,-8.12203838794438,D,1.1277574330467202,-109.98918657388295,D,D,1
36-50,Female,Yes,B,C,10.485491967349066,116.96811422315385,171.89029494325035,33.05134518793336,C,73.30163434141191,-105.14860993303334,E,B,0
51-65,Non-binary,Non-Veteran,D,A,-156.12217419667385,23.965789718037097,195.22653552960074,207.28351881565965,C,16.233574931546197,-100.28735766643268,A,C,1
26-35,M,Yes,B,E,148.86077801472223,18.816236696771472,22.481716554597472,27.93463291129682,B,-57.682601173762706,-11.861778917799818,D,C,1
26-35,F,Non-Veteran,B,D,-42.851958619420074,-61.68261238167818,41.79151280474147,-127.1227137342972,D,-116.14529251688599,-91.9777049750923,B,C,1
18-25,Non-binary,Non-Veteran,A,D,32.60060774120186,-33.174389664533024,-126.70375782004757,-15.125192750496222,E,-12.299288600738558,-10.958604663783095,C,C,0
65+,M,No,A,B,-58.22881933350068,-15.493263539571691,26.583969646392568,-118.71857231783598,B,35.53990793933174,-79.49185093067919,C,D,0
18-25,Non-binary,No,E,C,187.8786528384718,-3.3606335285433926,-2.262522528818614,25.87722763966459,A,-125.80543781876929,105.90662153294659,A,D,1
65+,M,Veteran,A,D,48.897774944468125,-74.4422208216152,-159.61857754406242,58.452877315793486,A,128.3504471365421,-179.43783659553415,D,E,1
51-65,Non-binary,Veteran,B,E,-51.144994277641885,-220.80450161454706,-143.8786178025331,-78.28325241904301,A,171.78362354414216,82.73867838402667,B,A,1
26-35,Non-binary,Veteran,C,C,20.49457944614029,31.09404526378127,-33.505715323295234,94.32201593757618,B,-21.3404319243416,90.65921809904766,C,A,0
65+,Other,Yes,E,E,-90.65134682154799,-127.86338864895936,-102.81565980853036,68.13520314195378,D,-47.8304051629102,132.4094301558216,C,B,0
26-35,F,Yes,E,B,62.27400311015236,115.42640229097873,240.3238038832884,-38.19601780589149,C,26.37395956672197,122.45894828584294,E,A,1
18-25,Female,Non-Veteran,D,A,39.64264942502511,-44.426132693951125,35.5626132497095,30.104041053604867,E,-27.70419554834956,179.8660163135796,A,D,0
51-65,Other,No,E,B,-170.76917866489924,-121.4826630976121,-22.737584514657353,-41.39672938784912,C,-50.83984036950534,55.45108901236164,E,C,0
36-50,Male,Veteran,C,C,184.87297795419857,-23.72391667353598,-80.4405117897049,-39.85070624483345,C,-146.5181950441032,-27.092041128111095,C,E,1
65+,Female,Veteran,A,A,34.59540447094009,-176.99062100253303,2.992249373081373,44.473144967314774,D,104.26843551669872,57.68149620435319,D,D,1
51-65,Other,Veteran,E,E,10.182537688587038,-34.617759757709585,-48.225091343625905,68.36672977055402,D,-117.25905374627442,-85.16846351187802,D,D,0
36-50,M,No,A,A,82.97533018345756,30.805109818663485,-11.727351054937154,160.96376387458378,B,-39.26668334945717,15.140672149953133,B,D,1
51-65,Non-binary,Veteran,D,D,-168.92377697639463,197.3648306878661,-36.4604843674305,-186.91372246713078,B,17.35697042702353,-7.0032166498832,D,E,1
36-50,Female,No,A,A,150.4387232449306,-60.04837894708211,-17.511597185592375,35.040025354274476,C,80.09540700467505,-2.346631024545023,B,E,0
18-25,Non-binary,Non-Veteran,D,C,98.19737065092976,-100.6729016184688,6.507747266009078,55.5693490177766,E,-55.67799486699594,81.87054841185136,D,A,0
65+,F,No,C,D,-56.390890124127644,65.46500441447655,4.193095435629715,-257.6465657023604,E,12.94661770364166,-46.73126795282398,C,B,0
36-50,M,Yes,B,C,31.932203435818312,-27.527593104924453,-156.12351304284238,-85.16473723293959,B,60.457583364586675,94.78837586812533,A,E,1
26-35,M,No,A,D,96.79554701050021,-26.97791462302876,-41.626628387660055,2.833170011565369,E,-23.376564424716843,-118.72621518365017,D,A,1
26-35,Male,Yes,C,B,81.51178879721095,-5.253873438634845,2.919770759045538,-51.0321531708982,B,-90.16973602546737,52.22075211976798,D,A,1
51-65,Other,Non-Veteran,C,D,15.497971944097072,30.561970998458467,-20.784400159894425,-62.22925314819474,A,-42.7667424728148,9.883615193592878,E,B,1
26-35,Male,Yes,D,C,-39.95646061353476,-66.3936867938961,69.15991250444904,-253.17225444385102,A,23.484256145184194,93.08875135777004,D,B,0
36-50,M,No,C,E,-107.33747143039267,-297.0823096518837,42.187791761811226,-54.68023023518751,B,171.143257174301,65.90162476445437,E,B,0
18-25,M,Veteran,C,A,72.39069133757418,-63.346950498588825,-29.37161317338174,-73.58335693731959,B,69.61697887677036,76.91329595421297,B,E,0
18-25,F,No,C,E,32.71000953634321,45.03512926795743,-61.38407625790223,-17.80611358084882,B,146.7369911954271,-40.356569139254376,E,B,0
65+,Other,No,B,B,-57.777782399391356,67.3859821524332,74.49577747692724,-132.40563146700677,D,256.0350638566626,78.99100959479524,E,B,0
51-65,M,Veteran,B,C,-89.00197879876356,-286.30816262133703,96.96309654619692,116.06232380542698,E,11.383720873261986,-15.906477122007894,C,B,1
18-25,Non-binary,No,C,C,-4.119845624400222,-78.13199109538374,-2.082753595516195,-24.381693117183797,C,-59.83713327735166,-155.0459946764669,E,E,0
36-50,Female,Yes,E,E,135.19122622102296,139.11104016603184,90.17600713520403,10.155775799884816,D,-108.55168436804345,-38.20154629768683,C,D,0
36-50,Male,No,A,B,-3.348653571109792,-47.5508229025424,-8.298343919392716,129.18083420090528,D,-1.5174965308896522,84.04372265728055,C,B,1
51-65,Male,Veteran,D,E,-18.5615616980365,-4.885885873365755,87.08586675645073,59.74689311409557,C,-63.211049328148185,-42.93490773924977,E,B,0
26-35,F,Veteran,A,D,-86.9596264254039,-19.578369422348153,-197.01370400630745,-28.350817222795815,C,-63.9044317011628,-24.30440084746185,B,D,0
26-35,Non-binary,Non-Veteran,A,D,27.677942762453654,40.847043165515466,-3.0478021367431074,106.87177521506008,B,123.15741892862317,-103.77475935959556,B,E,0
51-65,F,No,B,A,133.26676475790603,-66.55126322582477,39.97303405082542,49.74914742101123,B,-15.748047475316154,-28.67410633116423,E,B,0
51-65,Female,No,A,E,-73.57687977180878,24.321269937006885,-94.09250584752881,-58.01358227645154,C,68.24351686371214,-161.92345922655335,C,C,1
36-50,M,Veteran,D,B,81.876787460873,102.24883744752644,-10.79702391785565,164.4068569935412,B,125.13320050199583,-39.09760640102372,A,B,1
51-65,Male,Veteran,C,A,-121.61545551791168,120.38253595639658,58.43763745519407,14.45662437395846,A,64.89324895040802,-33.40138242435912,D,B,1
51-65,Non-binary,Non-Veteran,C,A,-110.41622420257782,77.18020561327556,134.67144371164719,-86.60493065402038,A,85.81533887097633,-55.89257548730531,C,D,0
26-35,Female,Non-Veteran,C,E,-68.94594047530748,-81.45432032390802,-89.37604915483966,81.02761903333221,B,-84.50618602330326,-48.6799067743291,E,E,0
18-25,Non-binary,Veteran,B,C,18.75679021321791,-15.237191714654944,-60.40442408428779,-62.52709054573784,D,-153.35734091341388,-6.508750530798679,C,E,1
18-25,Other,Non-Veteran,E,C,16.781195651868302,-34.04613139153116,-18.170126279705208,8.42425190850241,D,-41.976545710525045,91.23629596250052,D,A,1
65+,M,No,E,C,29.16797241667798,1.9920085553779818,-103.51864882516364,-198.39070752218493,B,40.96081476964494,111.15804930979705,E,D,0
51-65,F,Veteran,E,A,115.75939721602015,-0.9517570951236155,62.2928015716395,193.1735022376985,E,187.40984050150476,111.62925796218452,A,A,0
36-50,F,No,C,D,-154.8202428034235,-80.78730546685726,202.05757976273858,-56.06002297231174,E,84.63818991247628,-145.15655584383748,E,E,1
51-65,M,Yes,B,B,29.531317664269242,11.941067041124555,62.403567654023206,-41.61307151676398,C,69.78618215790684,45.88876330628347,A,C,0
26-35,F,No,A,E,-116.96871061873775,-148.72392600694556,8.091508227645411,-114.23116569660169,D,-148.60795775263364,110.92320754968412,D,A,0
65+,Female,Veteran,C,C,19.74057848067973,85.58394477465598,-76.68515055613662,87.75778603567377,A,-111.1948961097724,104.97142691537651,E,A,1
51-65,Male,Veteran,C,A,-43.74438299871123,-41.68435570182154,68.4162624959054,127.69763634154265,A,40.5781740651186,88.16412567276961,B,D,1
26-35,Female,Non-Veteran,B,A,-126.04693577589778,-4.115225540170124,207.1977792817016,39.96003728276622,C,7.661235330219332,-76.17097873985378,D,B,1
51-65,Male,Yes,D,A,97.23696874501785,-89.53714730211347,-35.44477360050372,-27.41371964019313,C,278.22297917483934,32.79019388303961,B,C,1
18-25,F,No,B,A,23.659244690893928,24.678236471700902,117.05720862372917,-90.28316235977208,C,111.18183731182876,-124.45116066624263,C,B,1
36-50,Other,Yes,A,C,86.27103695698565,-0.7484445471610054,19.932634171492605,-218.71018158383478,E,74.94404322360093,-81.74665063595975,A,E,1
26-35,Non-binary,Yes,B,B,173.52655640333728,42.456965271426554,110.0910361034714,-36.05887697606949,B,-15.878276579542344,87.30934853894647,D,D,0
36-50,Female,Veteran,A,D,-2.5476566989028933,4.06093647880423,-59.586309067683196,-57.419479589375634,A,-25.80170773170109,40.91059987789758,A,D,0
65+,Non-binary,No,B,C,70.19093934556687,-15.787084875549295,-61.530727404948315,67.29039408259435,C,-87.7478536732226,-134.98131155481,C,C,0
36-50,F,Veteran,D,C,-100.73572160350272,97.4537593778876,32.986078175651286,4.726771939335183,B,-183.01863602739124,-40.704144315327504,C,E,0
36-50,Non-binary,Non-Veteran,D,B,91.62026316004246,82.33965964663467,12.257256131945478,7.866834711158259,C,84.8767374277154,83.48662400467938,E,D,1
36-50,Male,Non-Veteran,E,B,-9.646775136903976,9.252775287429667,-105.21074675448277,-58.66366191498182,C,-4.924043776989798,-33.18698815751849,E,A,1
26-35,M,Veteran,A,E,-195.17354692394483,-24.620853427955847,54.06472956312416,-176.22385621930846,D,61.06007546287113,-34.07969386811395,A,B,0
65+,Female,Non-Veteran,D,D,-101.00481280745221,-118.0780719815667,86.12548076688023,338.69214551149554,B,-69.93246895784665,-243.08543166408302,B,D,0
36-50,Female,Veteran,C,C,39.04606408201999,-59.08729786320105,233.05203540029228,-61.27239726339811,D,149.976280526415,85.35884168995301,D,E,1
18-25,Non-binary,No,C,E,60.40301688807313,148.67106358267606,-88.40071286817171,45.21173349469467,A,-59.84233029040876,217.21233790082098,A,B,1
36-50,F,Non-Veteran,A,D,-141.20943603810764,-21.18980127884517,-48.4553339349909,-19.381899968629973,B,-33.280918356880726,-13.116377237326333,D,D,1
51-65,Other,Yes,C,C,-43.573780624953265,-81.3872971289529,116.3156617196938,-77.77343489823208,C,-40.28792662777355,-94.29184153195432,A,C,0
51-65,Non-binary,Yes,B,C,-5.542395559486946,96.5990113254058,-73.43575460141982,99.62999802089749,D,-71.45154313691225,-124.30128317140334,C,C,0
36-50,Other,Yes,B,D,-54.37504510431628,-74.05759111221539,171.16430040817988,-68.36933821072385,A,-77.83139654954743,-50.661267671106735,C,E,1
36-50,Non-binary,Yes,D,E,141.84930943426033,82.76353288704183,25.82103286588654,231.82946547838333,B,-105.8970625560881,-34.64385287117939,E,B,1
26-35,M,No,A,C,42.689670542091164,43.65301912359639,50.87882625304091,71.03909205191428,D,151.9367881691643,-48.24554079061037,B,A,0
18-25,Other,No,A,B,145.72726524542506,40.74655935447178,0.14421243401143477,83.01045112436101,D,168.86886724840517,123.77807288739172,E,D,0
36-50,Male,Non-Veteran,B,E,-14.913861729154224,41.676815201936634,-71.06665193325337,-76.846241872751,B,-70.14575364775835,-40.78995430266053,E,B,1
36-50,Other,Yes,B,B,186.4836534726553,-80.28124547141684,185.36400517614584,-44.19782769392551,C,66.56268717618387,-22.962039940698002,C,C,0
65+,Non-binary,Yes,C,E,-66.1773285188539,-99.13319950680827,-52.55488458409765,-35.58956009147581,A,-37.51733146713688,-120.70535628041858,E,A,1
36-50,Non-binary,Non-Veteran,B,A,-66.34284348481938,-134.723510024826,166.92096359003105,-118.91140305177628,C,-216.12657431956737,29.604912456893185,C,E,1
65+,Other,Non-Veteran,D,C,20.101139604150593,-52.21531814109316,-103.08460868635943,5.817069470408334,A,-103.35602538024642,105.4454305506383,E,A,0
51-65,Female,Non-Veteran,C,A,30.38055967349866,117.23066426507759,-15.287180434759678,64.2228300951751,B,1.4247831134127744,96.21766920271301,B,A,0
65+,Other,Non-Veteran,E,A,73.74847896679005,-26.1860664157146,270.0204650985255,-103.48618026283343,C,85.66415633271079,15.329571745250089,E,C,0
51-65,Non-binary,No,C,A,-14.717730013522015,7.249239393137355,33.503080115438635,21.288625940356763,A,105.38209988236567,-112.25675808466833,B,C,1
26-35,F,No,E,D,-41.380460040015286,69.56353539591163,29.393563814614453,-63.27907488189578,D,9.754917716267798,-51.92623371907753,C,A,1
36-50,Female,No,E,C,-61.994219196615084,192.41457597097244,-94.71235141819517,110.65738692209955,B,182.7074704437507,26.52871032237398,C,C,0
51-65,Non-binary,Veteran,B,A,-4.298787047034691,-40.272033601401006,-77.04754322036885,-102.53078698652484,C,28.08917363784372,-61.04724662923081,A,D,1
26-35,Other,Non-Veteran,E,D,280.2678706530262,23.753835396810274,92.31264506937362,65.64711853267133,B,-118.47784778612775,69.3036562980726,B,B,0
18-25,Non-binary,Non-Veteran,D,D,74.40279712461871,-65.61847879984988,-170.86791856283975,15.859158383517686,B,137.02201844290377,75.78177988087525,A,D,0
36-50,M,Yes,E,A,-27.41733949158126,158.45298430686114,-104.70415884821263,8.208704445543418,B,-61.43282915717301,-186.8226406799859,D,A,1
18-25,F,Yes,A,B,-33.166753580920016,168.30843309992355,-201.56709694467224,-51.50094464921396,B,-3.1212904296742847,-57.27572322315125,B,A,1
36-50,F,Yes,A,A,36.416083679821334,-39.29890283363589,109.82721460239178,142.46965113220332,B,179.85026913289977,-105.4167228618881,E,C,1
65+,M,Veteran,C,D,-76.66132043120257,-17.452650057921794,51.31999226464049,-207.09930551220742,B,-12.808025177388673,-153.2837267180109,E,D,0
51-65,M,Veteran,A,D,-98.60105418853333,88.82643133835131,-195.12368391044305,-88.62999540657923,D,130.8871408420208,-90.88702010257985,D,E,1
26-35,Female,Non-Veteran,E,D,111.13886865977878,14.616237336449489,8.268695317836643,-155.61843106798662,B,39.34103617539391,-105.6220163818616,D,E,0
36-50,Non-binary,Veteran,D,C,-31.91829635728852,-58.968365646452426,61.68043721888975,37.43439451569402,B,52.70380369977757,-36.52081209616352,D,C,0
51-65,Non-binary,Yes,B,B,-120.53982667753674,-34.84389615742822,-24.863131008420133,1.6539494959462906,C,56.31553881516249,-1.857380651505177,B,A,0
18-25,Other,Veteran,E,B,-22.49243425023087,14.289428902248282,-96.3844168056914,-34.87300125148733,A,-168.42573356602264,120.55895188169094,A,C,1
65+,Other,No,E,E,-89.27904475689779,30.618320045395002,155.31241268814802,45.69152608422507,A,-124.54488446440246,59.15383737756519,E,E,0
36-50,Other,No,E,C,196.2538379899896,71.33261568085939,188.24759451152235,-126.37387922912863,D,64.89480822800772,7.264841651309957,C,A,0
26-35,M,Veteran,E,E,14.002074095266881,-202.2950610282999,53.13579379568041,73.29506217637571,B,-18.402339243189644,-165.98242203788158,C,C,1
36-50,Female,Veteran,E,B,-28.479960912869874,-153.29039182003308,146.69509068711702,81.14430457745891,A,-30.796691845826622,146.92706444903564,B,B,0
18-25,F,Yes,E,B,135.41132066798235,22.745556026056292,-93.0643630363444,170.13667884042002,D,-241.72869756412075,-31.945346237679225,A,A,1
18-25,Male,Veteran,B,D,84.9701666341962,176.06293744364964,-17.462670450948124,45.1052706986827,E,25.955983547640226,58.9193446503394,B,E,1
65+,Male,Yes,B,B,78.28005611912687,-23.704537435542758,23.741297767143614,77.02629357635182,A,-108.72280998055311,-171.97885630727197,D,A,1
36-50,Non-binary,No,B,C,32.156300831425796,20.89688882412047,-257.2265564539344,-105.78288125799074,A,77.11427536681038,-105.56457464701745,B,B,1
65+,F,Veteran,E,D,5.951720319692803,-110.4422150840926,-63.16292869099769,1.0444930878467675,A,-253.02280319357538,54.244518514778896,C,E,0
51-65,F,Veteran,A,E,-58.31930498196678,42.05228552988625,-28.445555141156404,80.97803234753187,A,77.0288010134669,-90.309566623626,A,E,0
26-35,M,No,B,B,45.8830633154557,-122.10923113032457,135.93321557025752,154.2946562039496,E,-195.36808153285097,129.69292281240388,C,B,1
18-25,M,Veteran,A,B,-12.927978057108033,125.1037242907842,137.18059525606049,115.40017692315384,C,-32.24619531580938,123.08325564915528,D,E,0
36-50,Non-binary,Yes,E,B,148.66475642387405,100.17849760929356,-196.4437655529665,26.78466063467163,C,-141.19313272223974,91.54127795799171,A,A,1
65+,Other,Non-Veteran,E,C,-189.88988449675088,405.5075596134679,90.53976022470104,-71.81058955569142,C,-55.4306925351056,127.93164260214355,C,A,1
51-65,Male,Non-Veteran,C,D,79.22159551961136,193.93549048917905,-45.56739957632338,175.9169392933861,E,-8.790694340501075,106.10867416899778,C,D,0
36-50,M,Yes,A,C,50.53924151177968,88.14112615115877,35.23789529258159,-74.07502520461581,C,21.082618023381407,67.70132375726551,D,B,0
65+,F,No,C,D,4.624362568679499,135.88531385888663,-37.268074796659896,36.068075156953476,E,95.6512087350626,-62.30627399728947,E,A,0
51-65,M,No,D,E,-18.395553792052457,-96.53269452075646,47.48927165589302,39.99440145019022,A,5.091883611604601,-16.95343946148127,E,B,0
18-25,Male,Non-Veteran,D,A,-27.26437605167582,-10.101829365411067,108.1044100156944,-119.52795292530647,A,134.04234811056875,131.47049868099103,A,A,1
51-65,Non-binary,Yes,B,D,25.88235420379438,178.40228719713394,229.59165059407744,104.15605549688294,A,14.320458943361194,-14.00319643820665,A,D,1
65+,M,Non-Veteran,B,A,-107.22239245597387,142.2168991707398,6.8885913713865845,57.77599121451611,D,90.45403519785519,69.74677455520705,B,D,0
51-65,F,Non-Veteran,B,D,159.20717685355515,-125.88387858557735,-14.213436920961442,-0.6135477585344906,E,144.2154638729606,8.135756616645605,B,B,1
18-25,M,Non-Veteran,E,B,-5.304049515909763,-74.64682420340445,-75.70409793845653,-16.510289894570626,E,7.376023033445303,201.78057600443427,B,B,1
26-35,Other,No,D,E,-245.71286086792844,-130.03512725959555,-79.67144610513014,34.92765489882765,B,0.5706827427080161,-45.343307296459386,E,D,0
18-25,Female,Veteran,B,C,-159.53716103105165,77.50326491768213,-47.573359293299305,-116.54124940185923,C,25.591100931816115,24.852346628832745,E,C,1
26-35,F,No,E,C,13.681034209735987,-7.7971670507585005,192.52727308797526,7.701711423970205,E,66.8137621096687,-71.17903537163261,D,C,1
26-35,Female,Non-Veteran,C,E,-114.12624388761972,-118.50837945778963,83.90534110966712,-6.814900442431278,D,-72.37384670532825,-59.50216157712281,E,C,0
26-35,Non-binary,Yes,B,B,-102.32427851059518,61.5182223603013,-60.23967003102308,35.537771239471475,A,-191.55786721872278,59.03879108946867,D,D,1
65+,Non-binary,Yes,E,D,-106.2923499678617,15.927160008735505,-21.866727459952088,167.55409539115405,C,198.30838311884742,56.57322956098746,C,D,1
18-25,Male,No,E,E,268.07965692706046,-20.628066803982144,-39.47000910962736,83.31748002373831,B,85.6843143607882,108.75972327424346,C,B,1
36-50,M,No,A,A,-46.49770766828162,56.124949480544295,0.43091118002383877,-4.932141080603998,B,-44.48815845396447,-92.06507914001357,C,A,1
51-65,F,No,A,B,-43.56278300316852,209.60949334738982,126.14025284846264,141.82572847407323,C,-18.48335730721471,49.27529728955854,C,E,1
65+,Other,Yes,E,A,1.0925434645070407,120.57198699035865,27.18642174519113,-108.98241385804567,A,-93.31353552251406,-46.3840657035735,E,E,1
36-50,M,Yes,D,A,-6.56292663601137,17.069301761181766,-4.259885272797928,210.63598187958513,B,103.32263338759566,153.55632535822912,D,E,0
51-65,Non-binary,Veteran,B,C,147.9769874046515,-104.92655905864888,55.50061081504366,-47.93032118286485,C,-64.96339924592223,17.646534435120106,D,B,0
65+,F,Veteran,A,E,-31.896812135507652,-64.50044890885871,-174.22550335918538,-21.48877393902057,A,19.63785842698502,-34.39071199856207,C,D,1
65+,Other,Yes,B,B,63.75165448009976,-59.483904983602734,30.777121720588003,113.27299712477948,D,-175.1320545051031,105.41845198030498,D,B,0
51-65,Male,No,C,B,25.370947698196055,33.928814541911144,-42.24127028001843,58.682799419596776,E,-0.828917427335394,-57.404569532898954,D,A,0
65+,Other,Yes,B,C,37.24040444423037,32.68624040552264,83.65810270477738,-145.46720800667416,D,-31.576171142099824,13.355235278031028,A,D,1
65+,Non-binary,Yes,E,C,-89.51544416172224,-11.76989808462865,-114.05720384825786,-49.67159301809107,C,-51.20484641841661,3.542542890000211,E,A,1
51-65,Female,Veteran,B,E,73.02034129881808,-182.4591536098353,-63.41959887107622,-74.89791827610512,E,19.746195298007446,-88.3950360991891,B,D,1
26-35,F,Non-Veteran,C,A,-34.484406669404635,30.80084895366781,33.41441631456377,29.224718093125436,D,35.671321270567894,-1.6003193408065604,B,E,1
26-35,Male,No,C,A,-57.32020109916406,19.205234698105738,-44.54789988773136,-83.59397158711755,A,37.825225698042885,-140.0423792977684,E,B,1
65+,Other,Yes,B,E,103.52411736409604,31.62847152274565,-144.7663109854622,27.432099815791293,A,24.038461476601615,-23.032108940098684,E,E,0
18-25,Non-binary,Veteran,B,D,-19.436781671708033,273.333973343824,-47.12083137737314,-147.31381910563658,E,-22.732420177650013,-63.787865737747765,A,D,0
65+,Male,Non-Veteran,E,C,50.22866451156346,-72.72202815142134,35.55563202665773,-118.43054428663385,B,120.11404119364686,271.2493484114006,B,A,0
65+,Non-binary,Yes,B,E,-52.66312404221048,-258.74815198627357,188.14067058232231,-56.96501920184637,E,-60.01050529212817,28.19193516119939,A,A,0
26-35,Other,Veteran,D,C,-124.60148189690581,-253.4794040297238,7.986201763287269,-86.71513680257074,C,100.637773450233,149.58967226226804,E,B,0
18-25,M,Veteran,E,E,40.28786861258891,-64.86703165755453,199.5002594665932,150.6926851645098,C,-25.191259601223877,66.25757408021478,A,C,0
65+,Other,Yes,E,D,-17.26269762903524,-59.790709924411814,26.311406566969175,-67.16252929492946,A,88.98275851878307,-43.81531449595757,C,E,0
65+,Female,Veteran,B,A,-183.3690846968022,-14.078795067763075,88.564114528591,-75.9642626699765,A,43.082874444564055,107.76305748559483,E,A,0
36-50,Male,Veteran,A,C,-44.77925848913553,2.763634664820642,6.158274648898319,125.46697036644368,A,3.0104038792394103,-75.28538557199826,A,D,1
65+,Other,No,A,B,58.763150494562396,136.81812612003606,98.30055972181206,-95.37718286291548,E,-24.398495349198384,-45.910159046873105,E,B,0
26-35,F,No,A,E,-36.689686426923004,52.66519750029028,-35.61287778987848,26.48144304189808,D,93.18800402392273,-98.04282411961024,E,D,1
26-35,Other,No,C,C,121.24922148145565,-84.14915705477442,-1.3984276363930157,-228.06818908264864,A,32.639344633834654,90.47987591988984,D,D,0
26-35,F,Yes,C,D,-1.1369333917582287,34.98292521686946,-100.71023766239972,-0.28737690103892694,B,-61.79320331509517,58.73659807558225,C,D,0
26-35,Other,No,C,B,157.70486739814106,-167.21468998509488,-85.04194090982709,-23.296903071140118,D,93.28208917121411,-79.88897231874812,D,E,1
18-25,Female,Non-Veteran,A,B,259.25161823384457,-92.53268904737038,92.79404552348467,79.25751726244111,C,-46.432616076718716,47.875074741038915,A,D,0
26-35,Other,Non-Veteran,D,B,-309.4169420408275,68.20777899944049,34.596506204248186,-8.9347882272535,D,-16.51338923751031,101.08624361269338,D,D,1
65+,M,Veteran,A,C,-33.54787890922897,105.34035591379782,103.02162139873118,-14.246827521763858,E,-70.46444563495878,-113.74191321838714,D,D,0
65+,M,Non-Veteran,A,A,-45.024549734408126,108.83743258802383,-27.371774586220553,-122.03347689638946,B,-54.38182762202368,-27.61400024167419,A,C,1
26-35,F,No,C,C,119.60022252824012,55.162616389696865,-46.668037397192094,-46.10633598746672,E,16.97681641734686,-93.63715775174444,B,B,0
36-50,M,Yes,B,A,99.07364551832755,65.24303229305674,3.2182031837660308,32.243575522319965,D,-191.5886815679889,88.13977791381934,B,B,1
36-50,Non-binary,Veteran,B,D,-117.17416128378756,3.4586133761033615,13.007037700305998,-88.26465761333563,C,-146.9946612054713,12.170384886883632,A,C,0
26-35,Non-binary,Non-Veteran,A,C,79.36275232795606,-104.40605283104662,-104.23992118363674,51.07231182569723,D,118.597843118579,3.2822142743936515,C,D,1
65+,Female,No,C,D,-116.18122740120273,99.2822257476329,-26.56984448558847,-7.6614995973568565,E,61.698115583468685,-164.64446173580092,D,E,0
65+,Non-binary,Non-Veteran,A,E,172.71369220507765,108.84664680418364,41.991188732908014,-65.58939016033784,C,-145.39794643659775,92.66202382027836,D,B,0
18-25,M,Non-Veteran,D,B,169.1736967467683,-28.20965885528234,86.62079338960822,29.041261011968416,A,-88.7053732998701,-70.55096998313523,B,E,1
26-35,Non-binary,Yes,E,A,108.31287832708053,83.1648517717553,101.09545999306478,0.4517710706254871,A,-125.19352019445647,67.14003789333871,C,B,0
26-35,Non-binary,Non-Veteran,B,A,-32.677050703346616,-18.320246050016976,-64.65788135669513,53.82348721782554,B,87.3259031009385,69.48896824470164,D,A,1
26-35,Non-binary,Non-Veteran,C,D,-47.7237641413091,-69.32515954602373,58.28971712523753,103.93517182753678,B,136.0973641997955,-117.41912497211273,C,D,1
26-35,Other,Yes,C,D,-65.33462322394242,292.111047764462,-109.60929250599052,104.1303580607581,E,87.62046776923997,32.24331822625855,B,C,0
51-65,Female,Yes,D,C,-75.22484713459593,-251.27178746336486,-87.2409602020298,-1.01064427120905,C,124.47144214575955,204.17439673465543,E,D,1
