civil_status,Veteran,age_range,sexuality,feature_0,feature_1,feature_2,feature_3,feature_4,target
Widowed,Non-Veteran,36-50,Bisexual,E,C,94.52465786577305,D,A,0
Married,Yes,26-35,Heterosexual,A,B,-191.97720954916744,D,D,0
Widowed,Veteran,26-35,Bisexual,C,A,59.79277735051177,B,E,1
Widowed,Veteran,36-50,Homosexual,A,B,-31.886200517844642,D,D,1
Widowed,No,36-50,Bisexual,D,E,14.121259824639395,B,C,0
Married,Yes,26-35,Homosexual,D,E,97.93881412522958,D,B,1
Single,No,18-25,Bisexual,C,C,234.30417991004936,C,B,0
Married,No,26-35,Homosexual,C,C,22.514722158887214,E,C,1
Widowed,Non-Veteran,18-25,Homosexual,D,D,-36.43137124830507,D,B,0
Widowed,Non-Veteran,51-65,Other,C,C,-109.57657155042826,B,B,0
Divorced,Yes,65+,Bisexual,A,B,-116.64719149041281,B,C,0
Single,Non-Veteran,65+,Heterosexual,E,B,5.418993408781772,A,A,1
Single,Non-Veteran,26-35,Other,C,D,-31.86455978372423,E,E,1
Divorced,Yes,51-65,Heterosexual,A,D,-35.57365439169132,A,B,1
Widowed,Veteran,26-35,Heterosexual,C,C,10.047588282362366,C,C,1
Widowed,Yes,36-50,Heterosexual,B,E,0.5487124350282608,E,C,0
Widowed,No,18-25,Homosexual,B,B,-138.3429615440192,D,C,1
Widowed,Non-Veteran,36-50,Heterosexual,C,D,-153.95595432125538,B,E,1
Widowed,Yes,51-65,Bisexual,C,D,-171.18845923538692,A,C,0
Divorced,Non-Veteran,65+,Heterosexual,C,A,-150.01376314044057,B,E,1
Married,Veteran,26-35,Heterosexual,B,C,-12.982023975362397,B,E,1
Single,Non-Veteran,65+,Other,B,C,67.47427166774801,C,A,0
Married,Non-Veteran,18-25,Homosexual,B,E,-56.60831198206372,E,C,0
Widowed,Yes,18-25,Heterosexual,A,E,83.6192041766647,C,D,0
Married,No,26-35,Bisexual,D,A,-211.94569498490554,B,A,1
Single,Non-Veteran,51-65,Bisexual,D,A,35.52645003685047,B,A,0
Widowed,Non-Veteran,65+,Bisexual,B,A,-46.4342727419316,E,A,0
Widowed,Veteran,65+,Heterosexual,E,B,-1.0146535457267896,C,A,0
Married,Veteran,65+,Homosexual,C,C,66.84663701937856,E,D,1
Widowed,Non-Veteran,36-50,Heterosexual,A,E,-66.34826403505568,B,A,0
Married,No,51-65,Bisexual,B,D,-48.116603701796876,E,E,0
Divorced,No,18-25,Heterosexual,B,E,-136.1348535768037,E,D,0
Widowed,Non-Veteran,51-65,Heterosexual,E,C,55.18240920889311,B,D,1
Widowed,No,65+,Homosexual,C,E,-13.767013081821572,E,E,0
Divorced,No,18-25,Bisexual,D,D,-173.0749781974237,E,A,0
Single,Yes,51-65,Homosexual,E,D,40.71808984601692,D,C,0
Single,Veteran,26-35,Other,E,A,136.09779444631153,E,A,0
Divorced,No,51-65,Heterosexual,A,A,-64.93096930764423,D,A,1
Single,Non-Veteran,18-25,Homosexual,A,D,4.747929916081892,B,B,1
Divorced,Yes,26-35,Heterosexual,C,B,-48.604948938253614,C,E,0
Married,Yes,65+,Homosexual,C,D,-68.55801384967339,C,C,0
Single,No,51-65,Bisexual,D,D,92.84200314494495,B,E,1
Divorced,No,36-50,Other,E,A,-13.651987056323541,E,B,0
Divorced,No,65+,Homosexual,A,A,116.40195152767635,B,E,0
Single,Veteran,65+,Heterosexual,D,C,-67.32898558173173,C,A,1
Widowed,Yes,18-25,Bisexual,C,C,19.10349925247733,E,D,1
Married,No,51-65,Bisexual,E,C,30.47945412722033,B,E,0
Divorced,No,18-25,Heterosexual,E,A,112.07328424692389,B,E,1
Widowed,No,65+,Heterosexual,B,C,71.88048569881222,B,C,0
Widowed,Veteran,18-25,Heterosexual,D,C,-138.58859302086125,D,A,0
Married,Non-Veteran,65+,Heterosexual,C,E,25.37621614535133,E,D,0
Married,No,65+,Bisexual,A,C,76.18663955619654,D,A,1
Divorced,Yes,26-35,Bisexual,E,B,36.049475240224965,E,B,0
Married,Veteran,65+,Bisexual,D,B,-205.34055199177158,A,B,0
Single,No,51-65,Bisexual,A,A,-86.57661359234055,B,D,1
Single,Veteran,26-35,Heterosexual,B,C,-86.2144048892466,E,E,0
Widowed,Yes,65+,Bisexual,D,C,1.1456338621151319,B,E,1
Divorced,Veteran,51-65,Other,C,A,300.7548726350457,C,A,0
Single,Yes,36-50,Other,E,A,-114.85539241931788,B,E,1
Widowed,Veteran,65+,Homosexual,A,D,-28.35190980609071,B,D,0
Widowed,Yes,36-50,Other,C,D,-94.39539780535952,E,D,0
Divorced,No,51-65,Other,E,C,241.96574811764768,C,C,0
Widowed,No,26-35,Other,D,D,117.53293055963753,E,A,0
Married,Non-Veteran,26-35,Bisexual,C,B,73.84036614599994,A,D,1
Divorced,Yes,18-25,Bisexual,E,A,-14.334994000396131,C,E,0
Married,No,36-50,Other,B,D,-8.964687647659524,A,C,1
Widowed,Non-Veteran,26-35,Bisexual,E,B,161.36962912160132,E,C,1
Single,Non-Veteran,51-65,Homosexual,D,B,145.38086604818957,C,C,0
Widowed,No,26-35,Bisexual,D,C,70.76919533925384,B,D,1
Widowed,Yes,26-35,Heterosexual,E,B,-9.532881510542428,C,E,1
Single,Yes,51-65,Heterosexual,C,B,220.44206564839163,D,D,0
Widowed,Yes,51-65,Bisexual,C,C,-246.463236964236,A,B,0
Married,Yes,18-25,Heterosexual,C,B,-60.667026928014366,A,D,1
Single,No,18-25,Other,B,D,-108.60736878007809,C,D,0
Single,Non-Veteran,65+,Bisexual,B,A,41.023419012448294,A,C,0
Divorced,Veteran,65+,Heterosexual,E,D,-57.46325909517198,B,A,1
Single,Yes,36-50,Other,A,A,28.844996242671094,B,E,0
Married,No,18-25,Homosexual,D,D,-39.58398081318996,C,C,1
Single,Veteran,51-65,Heterosexual,B,A,3.4826182264558017,A,B,0
Married,Non-Veteran,51-65,Heterosexual,E,D,-21.720888311754504,C,A,1
Married,No,51-65,Bisexual,D,E,14.10929280985751,B,C,1
Married,No,51-65,Homosexual,C,A,-88.00103210317151,E,B,0
Divorced,Yes,51-65,Homosexual,E,A,114.87638139645956,E,B,0
Divorced,No,18-25,Homosexual,C,D,86.82443265855792,D,C,0
Divorced,Non-Veteran,18-25,Homosexual,E,B,-30.451273917850802,C,E,0
Widowed,No,26-35,Homosexual,E,C,21.56451792741988,A,A,1
Divorced,Yes,51-65,Bisexual,E,B,4.90350790470314,E,B,0
Widowed,Yes,51-65,Heterosexual,D,E,99.32482463552581,D,E,1
Divorced,Yes,26-35,Bisexual,C,C,165.38095170476672,B,A,1
Single,Yes,18-25,Other,D,E,-79.69851792477276,A,B,1
Married,Veteran,26-35,Heterosexual,B,C,-117.48925467232823,A,A,1
Married,Yes,51-65,Homosexual,C,C,47.27479626338676,D,D,0
Divorced,Non-Veteran,36-50,Heterosexual,D,A,60.69703149925092,A,D,0
Single,Yes,26-35,Homosexual,E,D,57.501073143079736,D,B,1
Widowed,Non-Veteran,51-65,Other,D,B,85.75709828660456,B,B,0
Married,Non-Veteran,18-25,Bisexual,D,A,-27.541545288079618,A,B,0
Divorced,Yes,26-35,Other,A,B,27.39793381933354,D,B,1
Widowed,No,51-65,Heterosexual,C,E,166.61990723752714,D,E,0
Married,Veteran,18-25,Other,D,B,13.960966436326402,A,E,1
Divorced,Yes,65+,Bisexual,A,D,-55.34124080346995,B,C,0
Widowed,Non-Veteran,18-25,Other,B,D,-21.353393155701056,C,E,0
Married,Yes,26-35,Homosexual,B,E,-65.7614379705885,B,E,0
Married,Non-Veteran,51-65,Bisexual,C,A,1.6519402953620033,C,E,1
Married,Yes,26-35,Bisexual,D,B,231.82193540445692,E,E,0
Divorced,Non-Veteran,18-25,Bisexual,A,A,-81.09680007493087,C,B,1
Married,Veteran,26-35,Bisexual,E,A,-81.40655505332165,B,A,0
Married,Veteran,51-65,Heterosexual,B,C,112.69014348857456,C,E,1
Married,Veteran,65+,Bisexual,B,C,213.4237029621421,D,B,1
Married,Yes,65+,Homosexual,E,E,-92.73720091397203,C,C,0
Widowed,Yes,18-25,Bisexual,B,A,-62.859080864326636,A,E,0
Single,No,18-25,Heterosexual,C,E,116.12408388379099,D,A,0
Widowed,Non-Veteran,26-35,Other,B,A,-59.63351965410332,A,B,0
Married,Yes,26-35,Bisexual,D,E,145.0249112551957,E,B,1
Widowed,Non-Veteran,18-25,Other,B,B,-11.90406959938462,C,C,1
Single,Yes,18-25,Bisexual,E,D,14.453634934811713,D,D,0
Married,Yes,65+,Heterosexual,D,C,-143.52939234122576,C,A,1
Married,Non-Veteran,65+,Homosexual,C,A,41.11527147526373,B,E,0
Widowed,No,36-50,Homosexual,E,E,57.377254137300504,D,D,1
Married,Veteran,26-35,Other,C,B,-79.35717603697783,A,C,1
Widowed,Non-Veteran,26-35,Homosexual,D,A,-87.7400719684577,D,D,0
Divorced,Yes,18-25,Heterosexual,B,E,-33.571001232881926,E,E,0
Widowed,Veteran,18-25,Other,A,D,151.71184559261454,B,E,1
Single,Yes,36-50,Heterosexual,A,B,-66.53722838472241,D,B,0
Divorced,Veteran,36-50,Homosexual,E,E,35.35760961353615,D,E,0
Divorced,No,26-35,Homosexual,E,B,-16.160436390768407,D,B,0
Single,No,51-65,Homosexual,E,A,219.59452324129182,D,B,1
Married,No,36-50,Homosexual,E,E,187.60359661860377,C,A,0
Divorced,Non-Veteran,51-65,Other,C,D,45.8830693953074,C,D,0
Divorced,No,36-50,Heterosexual,E,C,19.78682888646967,B,D,1
Married,Non-Veteran,18-25,Homosexual,A,B,-80.28403605541777,E,B,1
Divorced,No,18-25,Homosexual,A,B,-143.1677549867749,D,D,1
Divorced,No,26-35,Homosexual,A,E,-18.423103807040096,A,D,1
Single,Non-Veteran,36-50,Bisexual,D,A,-3.091232748833578,C,D,1
Widowed,Yes,18-25,Bisexual,D,A,126.81933037937677,A,E,0
Widowed,Veteran,18-25,Homosexual,C,A,6.568596590405511,A,E,1
Widowed,Yes,36-50,Heterosexual,C,B,162.53867288574548,C,B,1
Divorced,Non-Veteran,65+,Heterosexual,C,D,8.666848511411914,C,B,1
Married,No,26-35,Bisexual,B,E,77.09680371226754,C,B,0
Single,Veteran,51-65,Bisexual,D,A,55.554035814124724,E,E,1
Married,Yes,18-25,Bisexual,D,B,43.28809782186787,D,B,1
Married,Yes,65+,Heterosexual,C,D,-18.569852452528412,E,C,0
Divorced,Veteran,65+,Heterosexual,C,D,103.30819085255472,D,D,1
Single,Yes,36-50,Bisexual,A,B,-126.89883525936037,A,C,0
Married,No,18-25,Homosexual,E,D,-148.93393360284844,B,A,0
Married,Veteran,18-25,Homosexual,B,C,68.97603129894291,A,D,0
Divorced,Non-Veteran,65+,Homosexual,E,B,96.81890666858648,C,B,1
Single,Non-Veteran,51-65,Bisexual,B,E,27.92422737894193,A,D,0
Widowed,No,65+,Bisexual,D,B,-75.83189880319158,D,A,1
Divorced,Veteran,26-35,Homosexual,C,B,-169.9172109125451,B,E,1
Widowed,Yes,26-35,Heterosexual,C,E,-201.37025158124428,C,C,0
Divorced,Veteran,26-35,Bisexual,E,C,-38.75391578422676,B,E,0
Widowed,Non-Veteran,26-35,Bisexual,E,A,-86.87781734312694,E,D,0
Widowed,Non-Veteran,26-35,Bisexual,D,A,55.07713630213984,D,D,0
Single,No,18-25,Homosexual,C,B,-237.36467573460095,C,A,0
Married,Non-Veteran,65+,Bisexual,E,A,-224.6944817318938,C,A,0
Widowed,Non-Veteran,65+,Bisexual,B,D,2.4009625467230977,C,D,1
Widowed,No,36-50,Heterosexual,B,B,-86.38828048734514,E,C,0
Married,Non-Veteran,18-25,Homosexual,B,D,-13.797705894551129,D,E,0
Divorced,No,26-35,Other,C,C,47.56871526310976,E,A,0
Widowed,No,51-65,Homosexual,E,D,-65.54789493952988,D,A,1
Single,No,51-65,Heterosexual,D,E,35.77832266431665,A,D,0
Widowed,Veteran,18-25,Heterosexual,C,D,5.647369912579733,A,E,1
Divorced,Veteran,36-50,Heterosexual,D,B,261.86265249617577,B,E,0
Divorced,Yes,51-65,Heterosexual,D,C,0.43155981972410407,C,B,1
Widowed,Non-Veteran,36-50,Heterosexual,A,B,-69.66197165524399,D,A,1
Divorced,No,51-65,Heterosexual,D,D,-127.04657395294139,E,A,1
Married,Veteran,18-25,Bisexual,D,D,30.036180719531114,A,B,0
Divorced,Yes,26-35,Bisexual,C,E,2.8438675321878613,C,C,0
Divorced,Veteran,36-50,Bisexual,B,A,-89.36107566623699,B,B,0
Divorced,Veteran,18-25,Heterosexual,B,A,-121.59635960701283,E,D,1
Married,Non-Veteran,18-25,Heterosexual,B,B,-160.84759517279264,B,E,1
Married,Veteran,26-35,Homosexual,C,A,186.80028246408153,E,C,0
Widowed,No,51-65,Other,B,B,67.13055187350845,E,E,0
Divorced,No,18-25,Bisexual,D,A,-108.44218480077762,A,E,0
Divorced,Non-Veteran,26-35,Homosexual,C,A,123.0683944333791,E,C,0
Divorced,Veteran,18-25,Other,A,E,11.698898191916339,B,B,1
Single,No,26-35,Bisexual,D,D,68.99590965299403,D,B,1
Married,Non-Veteran,51-65,Homosexual,A,C,7.887168176186875,E,E,0
Married,Yes,26-35,Bisexual,B,D,11.526604141699664,E,B,1
Divorced,Yes,26-35,Homosexual,A,A,44.72231113442401,B,A,0
Single,Yes,18-25,Bisexual,A,D,253.0575051892115,C,B,0
Widowed,Non-Veteran,26-35,Homosexual,A,D,25.322859864529207,E,C,0
Widowed,Non-Veteran,65+,Homosexual,C,D,0.19598566603435374,D,D,0
Married,Yes,26-35,Homosexual,E,E,-23.58436168802625,B,B,1
Married,Yes,51-65,Bisexual,E,E,50.947094100386416,C,D,0
Single,No,36-50,Bisexual,A,B,-97.04406935975162,E,E,0
Widowed,Non-Veteran,26-35,Homosexual,D,B,-29.351098064690362,D,E,0
Widowed,Non-Veteran,36-50,Bisexual,C,D,131.04011177154388,E,D,1
Divorced,No,36-50,Homosexual,A,C,-65.93748063280961,E,D,0
Single,Non-Veteran,65+,Bisexual,B,C,142.30604375650813,E,D,1
Widowed,Non-Veteran,65+,Other,A,C,154.03128860488707,B,E,0
Single,Non-Veteran,65+,Heterosexual,B,D,203.94431020018774,E,D,0
Widowed,No,18-25,Homosexual,C,A,-217.40851202536845,D,E,0
Married,Yes,65+,Homosexual,C,C,-101.22486553330452,B,D,1
Divorced,Yes,65+,Homosexual,B,E,11.625834605846759,D,D,1
Divorced,Non-Veteran,51-65,Heterosexual,D,B,157.96498324411206,E,B,0
Divorced,Non-Veteran,36-50,Homosexual,E,C,-82.20118954375025,E,B,0
Single,No,26-35,Other,E,A,-181.89100937871902,C,D,1
Divorced,Non-Veteran,36-50,Homosexual,E,B,-7.01042078815622,B,D,0
Single,Yes,51-65,Bisexual,C,D,18.79557023210656,A,C,1
Widowed,No,36-50,Bisexual,A,D,-53.8134352195027,B,B,0
Divorced,Veteran,26-35,Homosexual,D,C,6.696144393721378,C,B,1
Married,Yes,26-35,Homosexual,E,B,11.519077693339561,A,E,1
Single,Non-Veteran,18-25,Heterosexual,C,D,-50.795281360643585,C,E,1
Married,No,26-35,Homosexual,C,E,24.23647034585061,C,A,1
Divorced,Veteran,51-65,Heterosexual,B,A,-200.7078029133091,B,D,0
Single,Yes,51-65,Other,D,C,18.299964058887458,D,A,0
Single,Veteran,51-65,Bisexual,B,A,134.8620698735281,B,D,1
Single,Yes,36-50,Other,C,E,134.41901145448094,C,D,0
Married,Non-Veteran,51-65,Heterosexual,E,B,-70.23309342776919,C,D,0
Single,Non-Veteran,65+,Heterosexual,D,E,-40.79467020050786,A,A,0
Married,No,36-50,Other,C,E,-88.09853827300331,A,A,1
Widowed,Non-Veteran,51-65,Other,B,A,93.75027595954128,B,A,0
Widowed,Yes,65+,Bisexual,B,C,-49.952062872378754,B,E,0
Divorced,Non-Veteran,65+,Other,A,D,-25.061757981691763,D,C,1
Single,Non-Veteran,65+,Heterosexual,C,B,-31.395075111037745,A,C,1
Widowed,No,51-65,Homosexual,B,E,12.296288806052889,E,C,0
Widowed,Yes,51-65,Bisexual,A,D,32.821991378128054,D,A,1
Widowed,Veteran,65+,Heterosexual,B,D,11.346828405075266,C,A,0
Single,Non-Veteran,51-65,Bisexual,B,B,-116.67546322886717,A,E,1
Divorced,Non-Veteran,26-35,Homosexual,E,D,-42.19339275114978,D,B,1
Married,Yes,18-25,Bisexual,B,C,114.52650974312412,C,E,1
Divorced,No,65+,Homosexual,D,C,18.414516068247867,D,D,0
Married,No,18-25,Homosexual,B,A,70.81685449798209,E,E,1
Widowed,Non-Veteran,51-65,Bisexual,D,A,-73.59617108500859,A,D,0
Married,Yes,65+,Other,D,C,122.75671948004374,B,C,1
Divorced,Non-Veteran,18-25,Bisexual,D,B,160.73891643748993,E,D,1
Single,No,51-65,Bisexual,B,B,-32.67855511705612,D,E,0
Married,Veteran,51-65,Homosexual,B,D,-7.312436792630981,E,E,1
Married,Yes,26-35,Homosexual,C,E,73.38847559186928,E,A,0
Single,Non-Veteran,65+,Other,D,B,-135.57867963970952,B,D,1
Married,Yes,65+,Homosexual,E,C,52.84124119263088,D,A,1
Married,Veteran,36-50,Homosexual,C,A,20.488379964698503,A,E,1
Single,Yes,36-50,Homosexual,D,E,-226.83066089841026,D,B,1
Widowed,Yes,26-35,Other,B,A,3.3572656986398206,C,E,0
Widowed,Yes,18-25,Other,B,C,-2.631749608431708,C,A,1
Widowed,No,26-35,Homosexual,D,B,-47.017710865018564,B,C,0
Divorced,Veteran,36-50,Heterosexual,E,E,75.5440161041108,B,A,1
Single,No,65+,Heterosexual,C,C,165.9065707767008,C,B,1
Widowed,Veteran,36-50,Bisexual,C,A,122.23352071113926,D,B,0
Single,Yes,36-50,Heterosexual,E,E,-192.02918138263897,B,D,1
Married,No,18-25,Other,E,C,88.02399640453464,E,D,1
Divorced,Veteran,26-35,Bisexual,D,B,14.105931802454034,B,D,0
Married,Veteran,65+,Other,C,C,34.36912540573761,A,A,1
Widowed,No,65+,Other,D,D,-63.9295577754726,C,B,0
Married,No,65+,Other,C,A,111.58688317308946,C,E,1
Widowed,Yes,65+,Homosexual,A,B,-76.81695968651864,E,E,0
Married,Non-Veteran,36-50,Other,A,D,-55.2427685981766,E,A,1
Widowed,Non-Veteran,51-65,Bisexual,E,D,31.624371195309237,A,A,1
Married,No,36-50,Heterosexual,E,B,40.477554868198666,E,B,0
Single,Yes,36-50,Bisexual,C,A,56.238507204571,C,B,1
Single,No,18-25,Other,E,A,-158.33923503424754,E,B,1
Single,Non-Veteran,18-25,Bisexual,D,E,26.466724498890574,C,A,1
Widowed,No,36-50,Bisexual,B,E,36.518065348300006,A,B,0
Widowed,Veteran,36-50,Heterosexual,A,D,7.849779123845586,E,B,0
Single,Yes,26-35,Heterosexual,D,B,46.2094815739512,D,E,0
Married,Yes,26-35,Heterosexual,C,E,-6.621697295900393,D,E,0
Married,Veteran,65+,Heterosexual,B,E,70.95607305095521,C,B,0
Married,Veteran,36-50,Bisexual,E,A,-48.11955363944903,E,D,1
Married,Veteran,65+,Homosexual,D,E,-116.0916122328996,E,C,0
Divorced,No,65+,Bisexual,B,E,-18.643049307861286,A,B,0
Married,Veteran,26-35,Heterosexual,E,C,-136.4343916027601,D,C,1
Divorced,Non-Veteran,36-50,Heterosexual,C,C,7.586682711558133,C,A,0
Married,Non-Veteran,18-25,Homosexual,C,B,-31.846434586421008,A,C,1
Divorced,No,51-65,Heterosexual,A,D,31.51696876545077,B,C,0
Widowed,Yes,36-50,Bisexual,B,C,139.52588339729095,E,E,1
Married,Non-Veteran,51-65,Other,C,E,34.94067422745194,D,D,0
Widowed,Veteran,51-65,Heterosexual,E,A,-19.23095507383947,B,D,1
Widowed,Veteran,36-50,Homosexual,B,A,-83.88200825874821,D,D,1
Divorced,Non-Veteran,18-25,Homosexual,C,A,57.39883507608003,C,B,0
Divorced,Non-Veteran,65+,Other,E,D,73.98089931310115,B,A,1
Widowed,Non-Veteran,51-65,Heterosexual,E,C,102.3921759401704,A,D,1
Single,Non-Veteran,18-25,Other,A,A,49.47198819438403,A,B,0
Single,Veteran,51-65,Other,D,B,-59.258188301898194,A,A,1
Divorced,Non-Veteran,65+,Other,B,D,134.49729020481178,E,C,0
Divorced,Yes,36-50,Heterosexual,E,A,-26.178527479377728,D,E,0
Widowed,Veteran,18-25,Bisexual,E,E,89.5236887791501,C,D,0
Divorced,Veteran,36-50,Heterosexual,E,A,40.45736290739,C,D,1
Married,Non-Veteran,18-25,Bisexual,E,B,147.84468919222817,A,C,1
Divorced,No,36-50,Homosexual,E,A,18.78798621129416,C,D,1
Single,Non-Veteran,36-50,Heterosexual,B,E,-57.63772090581257,B,B,1
Widowed,No,36-50,Other,C,D,-126.94661465056672,D,B,0
Single,Non-Veteran,36-50,Homosexual,D,E,122.86015924321447,D,D,1
Single,No,18-25,Bisexual,E,C,127.6476863911183,B,C,1
Married,No,26-35,Other,E,B,61.99704482583064,C,A,0
Single,Non-Veteran,51-65,Homosexual,C,B,-75.97648349704318,A,A,0
Single,No,51-65,Other,D,A,-157.15094420628202,E,A,0
Single,Yes,36-50,Other,E,B,24.181226037508992,D,C,0
Married,Veteran,26-35,Bisexual,C,B,-30.253268733642663,B,A,0
Divorced,Non-Veteran,51-65,Homosexual,D,D,136.8471167793876,A,A,0
Widowed,Yes,26-35,Heterosexual,A,C,-60.968777920342966,B,C,0
Widowed,Veteran,26-35,Other,B,D,58.27739735373658,C,B,0
Divorced,No,36-50,Bisexual,C,C,-70.78840592500244,D,A,1
Married,No,65+,Other,E,C,22.633765605347733,A,B,0
Married,Yes,65+,Homosexual,B,A,158.42524762270136,D,E,1
Married,Veteran,36-50,Homosexual,C,B,201.18886379280437,B,D,0
Widowed,Yes,51-65,Bisexual,E,B,14.693081317098041,E,E,0
Divorced,Veteran,65+,Heterosexual,D,C,108.14237847198922,B,C,1
Single,Veteran,26-35,Bisexual,D,C,47.08275057184983,D,C,1
Widowed,No,26-35,Other,E,B,-8.577343577818928,A,D,0
Widowed,No,65+,Bisexual,C,E,181.65457915848583,D,C,0
Single,No,26-35,Homosexual,D,A,-83.98309689039186,D,C,0
Divorced,Veteran,65+,Heterosexual,A,D,-146.87916896743894,C,B,1
Single,Non-Veteran,18-25,Heterosexual,B,A,21.152885570711923,C,E,0
Married,Veteran,51-65,Homosexual,E,E,-38.92061527291749,A,A,1
Widowed,Non-Veteran,18-25,Bisexual,E,A,23.33044225369193,B,C,1
Married,No,51-65,Heterosexual,B,D,42.10150785205225,C,E,0
Divorced,No,36-50,Other,A,E,44.062526572645304,A,E,1
Divorced,Veteran,26-35,Homosexual,B,E,116.2967597840385,B,E,0
Single,Veteran,65+,Bisexual,A,A,-136.75807669454844,D,A,0
Single,No,51-65,Heterosexual,A,A,-84.6400834145814,E,C,1
Single,No,36-50,Homosexual,A,C,-13.614630376845897,C,E,0
Divorced,Non-Veteran,26-35,Other,C,C,-49.59859253026401,B,C,0
Divorced,Yes,51-65,Homosexual,E,E,-6.090153049148103,D,D,1
Divorced,Veteran,51-65,Bisexual,B,B,-42.735362113342426,A,E,0
Single,Veteran,26-35,Other,D,A,-97.19558282841031,C,D,1
Widowed,Non-Veteran,36-50,Heterosexual,A,C,4.926955943181128,A,E,1
Single,Non-Veteran,26-35,Homosexual,C,D,28.79085752774334,B,D,0
Single,No,18-25,Other,B,A,-68.85523515613839,D,A,0
Single,Veteran,51-65,Other,C,D,-73.2381779347308,A,B,0
Married,Veteran,26-35,Heterosexual,E,C,144.99717249460244,C,D,1
Married,Yes,36-50,Other,A,D,-88.60669510536079,D,B,0
Married,Yes,36-50,Other,B,C,145.28190256053688,A,A,0
Widowed,No,65+,Homosexual,D,A,121.3784312296704,A,B,0
Widowed,No,26-35,Bisexual,D,B,12.663689420815464,B,E,1
Divorced,Yes,26-35,Other,C,A,157.01041768113646,A,A,1
Married,No,51-65,Homosexual,E,C,29.22819759818988,A,A,0
Single,Yes,36-50,Bisexual,D,E,-247.371321487966,A,B,0
Divorced,No,26-35,Heterosexual,C,C,61.75080020657092,B,A,1
Widowed,Yes,26-35,Bisexual,D,C,168.145248078134,A,E,1
Married,Veteran,18-25,Bisexual,E,A,18.901267449605104,B,B,1
Married,Non-Veteran,65+,Other,E,C,-74.98108818434594,E,C,1
Single,Non-Veteran,36-50,Bisexual,D,B,150.133168132161,A,C,0
Married,No,18-25,Heterosexual,D,C,177.56935516826985,C,D,1
Widowed,Yes,51-65,Heterosexual,D,E,-35.45250243958024,A,D,0
Divorced,No,36-50,Other,B,A,-149.04770507070967,C,E,0
Single,No,26-35,Other,B,B,-15.226093746660412,A,A,0
Widowed,Non-Veteran,65+,Other,B,A,-66.08340244078175,C,B,0
Married,No,51-65,Bisexual,B,C,-47.918636247853854,C,B,1
Widowed,Yes,18-25,Homosexual,E,E,-97.19697083581565,B,B,0
Married,No,18-25,Other,E,A,-48.79946820604021,D,B,1
Married,Non-Veteran,36-50,Heterosexual,D,B,26.092291781553527,D,B,1
Divorced,Yes,36-50,Other,B,E,68.1013691246923,B,A,1
Divorced,No,18-25,Other,E,A,-136.60702996212692,A,E,0
Widowed,Veteran,51-65,Heterosexual,E,E,-115.44997856028986,C,A,1
Married,Non-Veteran,65+,Other,E,B,-103.6458307936885,C,A,0
Widowed,Veteran,26-35,Other,C,C,126.68369734085066,C,C,1
Divorced,No,65+,Bisexual,D,C,94.77139930130177,C,C,0
Single,No,18-25,Bisexual,B,A,98.60031384562483,E,C,0
Single,No,51-65,Other,C,C,123.0655372313378,C,E,1
Single,Veteran,65+,Bisexual,D,E,-88.9139464464141,C,E,1
Widowed,Yes,18-25,Bisexual,C,D,-40.26424846010303,A,E,0
Widowed,No,18-25,Homosexual,B,A,-40.47928981587457,C,E,1
Married,Veteran,18-25,Bisexual,A,E,-179.62127354151048,B,E,1
Married,Veteran,65+,Bisexual,C,E,-34.73877310293633,D,D,0
Divorced,Non-Veteran,36-50,Heterosexual,A,D,-14.853829743135224,E,C,0
Single,Veteran,51-65,Heterosexual,E,D,-117.97565860225305,E,C,0
Divorced,Yes,26-35,Heterosexual,C,B,78.55717038890491,B,C,1
Single,No,65+,Bisexual,E,E,99.23407904140785,C,A,0
Single,Veteran,26-35,Other,B,B,-60.81584169711272,E,B,1
Married,No,18-25,Bisexual,A,D,96.88548605476525,E,B,0
Widowed,Yes,26-35,Bisexual,E,C,-31.53643334915321,B,B,0
Married,No,51-65,Other,A,E,-155.4676246369586,C,C,0
Divorced,Non-Veteran,36-50,Other,B,A,-58.33846234251999,B,D,0
Married,Yes,51-65,Other,E,A,66.33590941776592,E,D,1
Single,Non-Veteran,26-35,Bisexual,A,E,149.19082118636388,A,A,0
Single,Veteran,26-35,Other,C,A,166.60569107549242,A,B,1
Single,Non-Veteran,51-65,Homosexual,A,E,-11.800965107064513,D,D,1
Single,Veteran,51-65,Bisexual,B,C,193.81828936295088,D,D,0
Widowed,No,26-35,Bisexual,B,E,32.66591853424509,E,D,1
Married,Veteran,18-25,Other,A,B,-158.30178944698667,E,E,1
Single,Veteran,36-50,Bisexual,A,A,55.55956462921089,D,C,0
Married,Yes,51-65,Other,E,E,-150.7109131285312,E,E,0
Divorced,No,26-35,Homosexual,E,B,70.97972119507314,A,D,0
Married,Non-Veteran,65+,Heterosexual,B,B,147.81111925068197,A,E,0
Married,Non-Veteran,26-35,Bisexual,A,D,7.2672502749027785,A,C,1
Divorced,Non-Veteran,36-50,Other,C,C,96.50127769900261,C,C,1
Widowed,Veteran,18-25,Other,E,B,-140.98845473576768,A,B,1
Divorced,Veteran,26-35,Bisexual,C,E,30.08070180864849,E,A,0
Married,Yes,36-50,Homosexual,A,E,-1.285398886980814,C,A,1
Single,Yes,18-25,Homosexual,A,D,40.94228183816939,D,E,0
