nation,religious_affiliation,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,target
UK,None,-75.9669533670878,-80.61763429224732,A,E,E,E,D,E,B,-35.584943130058136,38.91763986358286,C,B,B,-85.70200044306905,E,71.25303650376678,0
Mexico,Hindu,-49.67373438569167,-46.45636646488094,D,C,B,B,C,A,D,-19.406668181378997,-71.39039879255805,D,C,B,112.49612281236827,E,-177.48316165878202,1
Other,Christian,101.89539779622179,-119.12779578032885,A,E,E,E,A,B,C,-45.58397617358334,82.57803685146833,E,D,D,12.909846228028613,E,-37.27682946272577,1
US,Hindu,-52.032675077435734,232.9910850307402,B,E,C,E,B,E,B,3.971595718568751,-178.6900388243508,A,C,A,257.6290284494383,D,-1.0595640549589829,1
China,Other,196.45348580994963,-142.3304503255536,A,B,B,D,E,B,E,-69.11329628956612,4.240509023109098,D,B,B,-187.0445750708309,D,-5.247215262463277,0
US,Jewish,-194.5457296714075,22.8831733898038,A,B,D,C,D,E,A,-139.10958265396386,-232.03735817000216,E,B,C,-135.58306498882186,B,27.065785151835016,1
Brazil,Jewish,-25.327775398316305,98.74661055882021,E,E,A,E,C,C,A,-102.75624287794889,-124.90520259894835,D,C,A,-73.18206845164833,B,-78.62205064122995,1
India,Jewish,9.111396574551366,-3.754814227082453,D,D,A,D,B,C,A,104.59012529044207,73.23687945422104,D,A,D,-67.63172339272478,B,-0.06100697933540558,0
Mexico,None,13.568282784400273,20.335221402083288,E,A,C,C,D,E,C,107.3297030751237,-49.06203734372656,B,E,C,-5.4778239981793355,C,-108.8645082074542,1
UK,Other,-63.93997289983183,-77.58259336301543,C,E,E,B,A,B,C,-251.5959031867803,-248.7800215165293,C,D,B,-17.808841793320635,B,62.67329065570429,0
US,Buddhist,-117.61850350980889,-0.11286103998993531,B,B,B,D,B,A,C,136.76399123473038,61.829005891502455,A,D,B,45.41529592675928,D,33.69366646092797,1
Brazil,Jewish,57.09318851329839,-104.67035845584522,C,E,D,C,D,A,E,53.85920669071571,-51.89196699081794,C,A,C,-153.54691976995662,E,-69.58885021110834,0
India,Christian,-111.6913663428297,-49.090495843206,E,C,E,C,C,C,B,1.2835660266187754,-5.865965562568356,C,B,C,103.42002666439522,D,-86.83090618149042,0
India,Jewish,-105.083471544173,136.18203182058508,B,D,E,E,A,E,A,105.39104969815163,-44.21727221626539,C,E,E,133.78169225732648,D,-156.84845926563312,1
UK,Jewish,36.843317738273655,-27.91592327485009,B,E,C,E,C,E,A,86.66793493288372,205.3443529181393,C,A,E,-34.34257472186244,B,-39.238701963279965,0
India,Muslim,38.71295957757761,137.062353825596,B,A,D,A,E,B,E,114.56312973103542,60.84584447605985,A,A,A,-8.163081516011554,E,227.57294800466593,0
Mexico,Buddhist,68.28772628753168,-120.690088162513,A,A,A,E,D,D,D,-52.34642157490964,25.98348608140929,C,D,C,-10.973916280804458,E,29.100809524519715,0
India,Muslim,23.149322092847264,231.9922741423276,C,C,A,D,B,B,E,108.8459936262041,85.81060309142048,A,D,B,-54.35837412650518,E,60.508097160448685,1
China,Buddhist,-54.27615008284368,19.19304758149162,B,E,E,C,D,A,D,170.57801939447495,121.26145895299692,E,C,B,-19.109949111007555,E,9.926142755410373,0
US,Hindu,-155.2933229730931,166.85460061226075,E,A,D,E,D,A,A,-46.773749381470495,-15.124827780548078,A,C,E,-200.13678630486055,E,-43.927688371036666,0
US,Buddhist,-41.023193451940216,-89.0492283180938,E,C,A,D,E,C,D,41.235484177363524,-126.40455514968903,C,D,E,32.10991493046663,B,-60.199303756332235,0
Germany,Muslim,71.65211678391181,-3.8614389916918275,A,B,E,E,C,E,A,119.91342191388743,-7.764375088187229,D,C,B,93.76917481238804,E,153.66817722635068,1
Brazil,Christian,-12.145496759545665,-113.61582902844592,A,D,D,B,E,E,D,-62.10160985180683,-19.24143744204754,D,D,B,-104.87871306254775,C,-185.92582750995993,0
China,Christian,74.35585913144284,-75.51798395392161,E,D,B,E,A,E,E,88.65907085644804,54.92792220706426,C,E,D,-36.91174222710564,B,-86.95211300341748,1
India,Jewish,40.204327019908135,3.313899583600071,B,B,E,A,E,A,D,42.21083344623683,76.26746917284999,C,E,B,-124.64050685616112,B,58.807037054632175,1
Mexico,Hindu,-44.46425085737767,39.96410037808647,B,B,B,C,C,D,D,-42.3707371130857,-137.82372880439914,E,D,A,-41.649809515276665,D,43.299614296949144,1
China,None,33.88438042688555,-140.8692431449384,D,C,B,C,C,A,E,-79.231591799017,2.5633331692270067,B,A,A,-37.32363233978304,B,55.041728994795,0
Brazil,Jewish,121.88067936903093,-81.33952059285451,E,C,E,C,E,E,E,-45.67173269075103,33.11023629427716,E,E,C,-18.448451738625586,C,-118.92563916801102,1
Mexico,Other,-49.81901453385604,-116.28504001080645,A,C,B,E,D,D,E,73.40288604202941,118.81224175426249,A,D,C,194.4000327832705,B,37.334432405799575,0
India,Other,69.49088461616903,155.96427832148925,E,C,E,C,B,C,B,209.03570019855334,6.074944259059787,A,D,D,-41.425889445075626,D,144.58459808142695,0
UK,None,-143.3413148771865,57.70261592576941,A,B,E,A,A,C,C,102.62330427935002,-139.6507222923352,E,D,C,-18.898256030687413,C,117.50241024160503,1
Germany,Jewish,85.61076214244237,21.381987425687367,E,A,A,D,E,C,E,-81.363407502057,-12.683114066544984,C,A,E,30.72909058449664,B,223.97014853252836,0
China,Buddhist,-57.01113478159171,-107.62777701505345,E,A,C,D,A,D,A,-178.57518964331663,31.283021032210396,D,D,A,-105.29748867990017,A,-28.290383508798794,0
Mexico,None,-34.895993959632364,177.5946475364368,D,E,C,B,B,A,C,85.20638855801272,44.99523259004275,A,C,B,29.833412285646975,A,-50.23657174491488,1
China,Muslim,-165.11860402516615,-31.203504410599404,D,A,D,B,A,C,D,-136.78499056960672,-141.52048090809623,D,D,A,129.77486217144192,A,67.72589301983471,0
Germany,Buddhist,2.701679914155688,-74.85996534467205,A,C,E,A,E,E,C,-79.09274795992464,-60.225859021467784,D,C,C,-120.00135753721383,D,-11.336215696372312,1
Brazil,None,-53.66366002639573,250.22008745777651,D,D,A,D,D,E,B,-85.56136373784045,-94.85217509849014,D,A,C,31.542384202924907,A,-147.5861681954958,0
Other,None,25.757608394547095,40.1222411814575,C,C,E,C,B,C,A,234.90094624506574,72.59751373173079,B,E,A,-80.31047088715269,B,55.166334641815716,1
US,Jewish,61.42464353853748,-21.550668941845654,A,B,E,B,D,C,A,76.50574260910965,7.059679182633635,D,A,C,35.61112104090687,E,36.66897678392816,0
Brazil,Hindu,-40.535836349327965,134.23875994099853,B,A,A,A,E,B,D,-81.00840687666663,-83.40597524084818,E,E,B,-135.16275418824287,A,12.661687933615914,0
US,Christian,123.67692077271974,11.284488589749092,E,A,B,D,A,D,C,-69.57086241973445,-245.99031345461003,A,D,D,-52.54875541085714,B,-55.50440146983657,0
UK,Jewish,-169.41773413419,-80.71666899487259,C,C,B,A,A,A,B,-36.76533933951954,-142.23650869331064,D,C,A,13.52627366097076,D,36.50087100311969,0
India,Buddhist,116.22699191408063,-211.79738897244863,E,D,D,B,E,D,C,-76.93100591760559,-42.02770543163348,D,B,A,49.132927698293805,D,149.1223504754602,1
India,Christian,76.90279551166917,-68.8026392250779,D,B,A,C,B,A,A,77.80535880416474,51.37285039437468,D,E,C,-159.41842270770357,C,-128.9293342034999,1
Mexico,Jewish,5.312549429119659,-13.18314760279217,A,B,E,C,E,B,C,33.15770168072845,-11.112416951940803,C,D,C,48.82150077864777,E,95.5983295240058,0
Other,Muslim,2.9260439723006018,-2.029475964493852,A,A,E,E,A,E,A,162.6554719511359,82.75607316502236,E,B,D,173.7972350889999,D,-13.34533448330103,1
US,None,98.84147465109726,126.40362779177528,B,B,B,D,E,B,B,86.1189457340905,12.001882345414296,C,C,E,-6.628754547787937,D,-86.1216398625097,0
Germany,Other,132.05452259999225,132.00204154809225,E,C,B,C,E,D,C,-36.44360242433348,-3.15996001059219,C,D,E,-108.96338073430725,C,-91.3328032355015,0
China,None,134.56052090234692,48.11027305536885,A,E,C,B,C,C,C,-46.949247484846055,27.924864226795325,A,D,A,-125.4046784634192,A,-15.637226701268602,0
UK,Christian,47.11580363010985,189.88005471783205,D,C,E,D,A,B,B,84.21844354601966,-69.26557156239502,D,E,E,188.87864746515325,A,18.327050735631545,1
Germany,Buddhist,-92.05265146346574,11.806464844496588,D,B,A,D,C,A,E,83.4906201289465,30.799021889137872,E,D,E,-106.82824134517072,E,-186.28873900953988,0
China,Other,72.03236957866211,-38.75937780307972,C,B,D,C,B,A,D,92.26566756104606,67.1259300646332,A,E,B,-40.52319785952774,C,151.7099958873008,1
Mexico,Christian,-113.15481664898542,-188.27424615168647,A,D,D,B,D,C,A,145.30677894679647,175.37190278172037,E,D,A,76.87024633040966,E,134.56694887847354,1
Mexico,Muslim,-62.15047374435648,-1.0893301213300246,D,E,D,D,C,D,D,59.160858869194264,-34.33852383949774,A,C,D,-107.89539853277606,E,-3.5173675315852706,0
Other,Hindu,101.06571035807994,-33.06740188405345,E,A,E,B,E,A,E,217.485666736902,124.52052860473597,E,D,D,1.5067743670961284,B,149.74409505227356,1
Germany,Other,-275.15188995350456,5.873405868492446,E,D,D,D,D,D,E,-48.62829719674483,191.2501451179133,A,C,E,-154.03822127100952,C,23.240217256220227,0
Mexico,Buddhist,-104.38992178325788,-15.351991496771971,E,E,A,B,D,B,C,2.3378742807691966,-27.18422611712812,A,A,B,85.57409439510792,D,15.539661744220512,1
India,Jewish,-201.12121275892375,-23.22579768400178,B,B,D,B,E,C,E,-75.63661421891753,93.61724447463887,A,C,C,117.27876978017207,E,160.45183710515295,0
India,Muslim,8.181213667433385,99.55535523501557,D,E,B,B,C,E,E,-92.41254607693114,59.74198436394116,D,C,D,-109.83667104018208,C,-145.94281587115796,0
Other,Muslim,77.68168808827345,-226.0511539425876,C,C,A,D,A,C,D,31.370316818917654,9.566429154931008,B,C,B,14.415716044437543,A,-86.32280687116985,0
China,Christian,69.04536866027736,49.80399635680428,E,E,B,B,C,B,C,156.28133933050705,128.79052700293317,A,C,D,30.726827966943524,D,12.714918454528446,0
Other,Buddhist,192.88160549505506,3.717129836832347,E,C,A,E,D,B,A,290.99676025120374,84.09446492617283,E,A,D,32.300068451480065,C,-140.23739228875715,0
India,Buddhist,-5.93917869257417,19.827809295191223,E,C,B,D,C,D,A,33.04370711022004,-115.05245982787274,C,C,D,-78.58124901963656,E,-130.3542148467316,1
Brazil,Christian,33.63759467063009,74.82788384513141,A,B,A,E,E,A,B,26.55209407051734,-79.84554420719749,D,E,E,140.43130412451973,A,-72.92251807874042,0
Mexico,Buddhist,95.4713210441801,-51.091028264070026,D,B,D,A,A,E,A,19.851488752414685,-65.17965443474769,D,D,E,41.55207928535694,D,-305.4747226856053,1
India,None,150.92297408769986,-18.24597568521219,A,E,A,C,A,A,D,-116.85492903555206,-207.50976017086055,D,A,C,-47.67630654892454,E,29.43277160040167,1
Other,Jewish,-69.82082314974222,203.64987818394442,B,C,A,E,A,E,E,18.485864981442155,14.416510939829058,B,A,D,139.10084201695213,B,115.43156722479499,1
Brazil,Muslim,-87.71308083340227,-42.11508700617019,B,A,B,A,B,B,B,-116.54486660121566,21.992599576915044,A,A,A,13.853631126661181,D,-43.46755137736352,1
Mexico,None,58.16555432884859,-10.831950550037535,B,E,D,C,D,B,A,-68.83173103014506,58.7520462848672,A,C,D,-224.93353329618904,D,-62.263831353787644,1
Other,Muslim,5.84893654249212,130.49148979927972,E,C,E,A,E,E,E,33.04772966630269,56.452906608996265,C,B,D,-108.95691223321026,E,184.27811642006787,1
Other,None,-67.48297060184203,-242.86285078042528,A,E,D,E,C,C,A,-193.66727358738004,-15.209412851177289,C,D,D,-192.7714177587132,C,51.952190338571725,1
Mexico,Jewish,-99.56769580884898,20.814061573949047,C,E,C,B,D,A,A,142.19135235885497,-83.67614397570765,B,D,E,-195.00410235398357,B,-148.13710962366443,0
Other,Other,-94.99004230204392,38.030775573641314,A,D,A,D,A,E,C,-79.09377043420922,-108.08144656464493,B,B,B,81.57299807530788,A,-55.55658119346511,1
Brazil,Hindu,-71.21974685817901,-71.10168086815044,A,B,A,D,C,B,C,-221.2704529467391,1.2838173789025964,B,D,A,50.749625795312156,A,-54.96500833006861,0
Other,Buddhist,109.46587628435529,108.23945103671464,D,C,E,E,D,C,D,-86.67482468249833,-30.245067553407246,A,B,A,186.90433001699697,A,-106.28521295024595,0
Brazil,None,21.59952285419746,-86.02459371976508,C,D,B,E,C,E,D,147.5122048543932,-122.01499767820394,B,B,A,-95.42542427300394,A,198.2863368780134,0
Mexico,Hindu,-112.83165345399146,91.51448858637363,E,C,C,B,B,C,E,-138.80600387828264,-4.322085808231632,A,A,B,74.33387029893366,D,-77.49618772988133,1
India,Hindu,-3.5472746692181527,-155.90721226403437,C,C,B,B,B,E,B,27.59837691310488,66.87830953442874,D,E,E,-97.03564313235987,A,-82.05600663446523,1
Other,Other,101.52679418834234,-54.252387614260556,B,B,B,E,D,E,E,-14.041385957562541,211.19134030235833,A,A,A,-62.69644623083094,A,82.92830726058358,0
Mexico,None,120.7452486201657,-35.69729360718844,B,B,B,E,B,E,E,23.1309458538837,42.38198762890676,B,C,B,22.04147699225741,E,-1.2853427179117476,1
China,Buddhist,54.46571405452825,69.5313373064116,C,E,B,C,A,A,D,103.29797902571893,33.89433002742547,E,C,A,-113.89247580249831,A,127.68087944759368,0
Germany,Hindu,1.0527272651700126,-18.735558500855003,E,D,E,B,B,C,D,-106.09760051738475,159.90284694484356,D,B,E,-31.119477464179063,C,-88.21511237770781,1
Germany,Hindu,20.31467808121211,-95.68932660325501,D,E,C,E,A,D,C,-80.1490076873685,-163.63715346290064,E,E,E,74.13601859090629,D,-249.6309230203032,0
UK,Christian,-22.520880745521904,85.18834796166591,C,B,B,C,C,A,D,26.851598066258585,183.35815071318774,A,A,A,-130.8794606721693,D,32.72331682263043,0
Brazil,Other,17.584256908982564,137.49803541574678,A,A,C,E,D,D,E,92.96137000156156,102.87341678586812,E,E,C,-90.61303596068903,E,-139.4725789511271,1
US,Christian,-28.31250441276979,176.90358560851163,D,C,A,E,D,A,D,-163.73282507993403,-190.412195936757,A,E,C,361.3705103544613,C,184.1436361437617,1
US,Other,90.50888218650863,55.48336127289247,A,D,E,E,E,C,B,17.988622505644866,-22.372020997106212,B,B,B,-31.66764900555587,B,-269.6119202685497,0
China,Buddhist,-84.18928095911588,-104.76779856239722,C,D,D,E,B,B,E,84.17553464349959,-160.02968612986385,B,D,E,73.82258090863387,E,85.22610698060589,1
UK,Hindu,96.95693790496132,-90.89729534850645,B,E,B,E,A,E,C,141.79452772782105,176.03793852089956,B,B,D,10.135618802293177,A,-225.58527968237004,0
India,Jewish,88.78075111694707,-138.72194583791898,C,A,C,A,E,B,C,-77.95931647383352,55.34047687764326,E,A,D,-101.9868360413376,B,97.70777177468399,0
UK,Muslim,16.814568156846104,-4.550246945980631,E,D,D,C,E,C,E,-5.967659634350046,75.33111620443262,E,E,E,32.64085907566902,B,24.114140477704794,0
Brazil,Hindu,-189.76926723426425,56.34537661513876,B,E,C,E,D,A,D,145.92349736134642,-17.752950079246656,C,C,B,-164.64616892723737,E,-27.51341918659988,1
Germany,Buddhist,69.61554113491985,211.29185190213246,A,C,E,B,B,E,A,-52.581827821419694,-12.18957558250586,A,A,A,-36.519572159807865,C,132.07703408502695,0
India,Muslim,5.4294282880221045,29.631292723355624,C,C,A,D,D,E,C,43.10236913251627,-159.01835520407676,D,B,B,-111.61443837728145,E,-67.71044118721632,1
India,Christian,-19.901881809672393,94.86657037831951,E,A,E,D,A,E,D,268.7953041003795,1.0359952673634587,A,B,A,-57.72721599746973,E,95.98342814965395,0
Mexico,None,163.97500447902317,143.8447455416469,C,D,E,C,C,B,D,-10.676592958162544,-47.619480636246,D,E,E,200.90478434617262,B,65.06410109114427,0
Mexico,Jewish,26.296750757468644,-111.70613216471487,C,C,B,D,B,D,A,32.60635540455968,4.595607199281866,D,A,C,-39.42759624628246,D,45.198422089207114,0
India,Jewish,-64.28315191635097,63.27742573055198,A,A,E,B,E,A,A,49.92962966621372,35.118812057081314,B,A,A,-77.58649634458354,C,-69.16610207246838,1
Mexico,Hindu,25.785678679044228,172.49630738715308,D,D,D,C,B,D,E,-66.41433785436473,-41.24005012027733,E,C,C,24.086896505938462,D,-76.60248216743773,1
US,Christian,123.88759058422549,-207.04725833206496,C,D,B,A,D,B,E,-175.21629920028502,40.37415797801923,C,E,E,-128.6213434902136,B,-58.02359712595197,0
UK,Buddhist,-66.54607135635413,78.35383406972358,E,C,B,A,C,E,C,101.08542032980556,-93.90891341592966,E,A,B,20.178513172065855,E,78.30218842157228,1
Mexico,Christian,217.46781150305216,65.25336268920731,B,B,D,B,C,E,C,-102.59938302036518,-24.317691331314453,E,C,B,-234.1730219004941,E,-148.52498111140758,1
Germany,Jewish,-130.39608242479005,-9.430057334529772,E,B,D,B,D,B,B,-41.810145004992066,-46.41272463220281,C,D,B,-64.31613549801438,E,-46.534125499620785,0
Mexico,Hindu,-57.65469285477462,147.1471660613157,A,A,C,C,A,B,C,157.68398523930807,10.14691321303067,A,D,C,-52.33429966520219,C,-5.062169844607304,1
Germany,Muslim,-90.34495211424456,-187.65916813813516,D,B,B,E,D,D,D,232.93668573059279,113.4205572312557,E,E,E,-40.85695641615699,A,-115.4637578746285,1
Germany,Other,-114.03271156805515,-84.0893718038245,A,B,A,C,C,E,C,97.50746546271554,-185.54524916928165,A,A,B,-51.65805502624856,E,16.984692448970712,0
Germany,Hindu,-148.0573792097359,0.00974913575457233,B,C,D,D,B,C,A,131.7362452075961,-144.3276528119002,D,D,D,-55.81424290729819,B,87.97849105422557,0
US,Jewish,-220.38532066298836,85.25659332744017,B,C,A,C,C,B,D,78.43164128415806,98.70843205893031,A,B,A,13.821794292342412,B,139.69614468047905,1
Mexico,Christian,57.29673866140228,77.08623611048367,E,D,B,E,C,B,D,49.12724679194614,-248.8985077923557,D,A,B,-39.68357822301052,B,47.3963760126088,1
UK,None,-3.9061283184237072,140.58443900232535,A,A,E,A,D,C,E,34.31545977037908,-201.20835013630497,C,C,D,-98.2856506912717,B,86.5378991713319,0
Brazil,Hindu,-10.31749721531068,205.77419286370272,E,C,C,C,B,E,D,7.597359163218336,87.90058006390302,C,B,A,-11.351619512197368,D,13.084290019023292,1
UK,Hindu,-177.4806210500673,-60.04240927913447,A,B,E,B,B,D,E,5.188201669867533,-104.14064444082281,C,C,E,-11.218068162340222,E,-23.842498364566865,1
Germany,Hindu,156.58343442924544,-101.27636852288929,E,A,A,C,A,B,A,202.37945907227348,91.96464325467402,A,C,B,32.8584022338476,D,22.262762091083868,1
Brazil,Jewish,202.09529470744175,-42.5201697066584,C,D,E,D,A,C,A,35.613563636235476,11.63302682919844,B,A,D,195.1775475057375,A,58.77055509065913,1
UK,Buddhist,-116.16876804899488,-162.52695102310398,A,E,D,E,B,B,A,-115.57675980233424,-81.17275904780381,B,A,D,236.31202788428615,D,181.2068581756852,0
Other,Muslim,-127.99521770582997,-95.89154087690154,A,A,D,D,D,D,C,-8.259988042029908,157.8809352853427,B,A,E,96.07264882106506,D,112.09002527142835,0
UK,Buddhist,165.55379752601436,-24.125531371050986,D,E,E,A,D,E,B,-24.00707426328364,239.9460167160849,A,E,D,-39.63705133720137,E,-74.0577963880096,0
Mexico,Hindu,141.2186735358294,193.40733666250617,D,D,C,B,A,A,A,-112.56782873620539,9.015741199178239,E,A,D,-48.091673703616195,A,-61.95946786746486,0
China,Jewish,52.99901012442055,77.73834519834185,E,B,D,D,D,C,C,-22.84486413193467,-67.98351225048633,C,A,C,-57.80333006681605,D,-187.6706193634489,1
China,None,56.5559346378753,-155.21669366361382,D,D,A,E,E,D,B,-122.40646322994468,130.6662877294588,A,D,C,24.04981813883986,D,19.344338746904345,0
India,Hindu,251.72067553726004,-102.43509216893148,E,E,C,E,B,C,E,21.18641211543679,-92.48372594774412,D,C,A,37.40243066027947,D,79.64262888116998,0
US,Hindu,-60.34130452196066,-84.87438512745314,C,C,E,A,D,C,A,274.21049264058377,77.41144225965022,A,E,C,82.74326692366473,C,83.70265862864626,0
India,Christian,-167.23848283891857,1.03407855917812,B,A,E,C,C,B,C,145.02546992379854,9.698702202352312,D,E,E,-93.17638879239621,D,-71.89367889917453,0
US,None,132.0641256892944,-137.79235813172212,C,A,C,C,C,C,B,118.4512351852197,-1.5863849572402353,B,D,E,30.917973850219127,C,-72.08502735741324,0
US,Other,-139.26830355475508,13.11570215890439,C,A,A,E,E,B,D,70.31803172083607,-200.2179419850055,A,A,C,-84.5759032847516,B,57.40901586260807,0
Mexico,Other,-30.942526000657523,78.69385807467928,A,B,C,B,C,E,E,41.86867919024013,13.751246105356014,C,D,A,80.47909513638906,E,40.88122225328504,1
China,None,-100.03620784260954,-72.33156402271949,E,B,C,A,A,C,D,-12.641333907441663,-87.63731123636983,E,D,D,-80.19234828615066,B,10.513583095527846,1
China,Other,53.70527847899631,47.35707258805721,B,A,B,A,D,A,C,-167.47329291993708,-136.12079991610815,E,E,E,24.91898419055713,B,-119.18602964594001,1
Brazil,None,-134.29942187804568,-61.40064049159053,D,A,C,B,E,E,D,-60.891782520231274,82.44157008431748,D,B,C,26.629122628551716,D,-97.06476432864105,1
India,Hindu,-5.150557376263307,-2.014349930843775,A,C,B,D,E,D,C,21.33963274837433,-150.6573871557183,B,E,A,-143.10619193556875,E,17.762992845630606,0
US,Buddhist,7.99998968579567,66.4428989539385,A,B,A,E,E,D,D,-74.49101385682623,43.06408799806573,B,E,C,-78.60205723604832,A,-153.91990301819857,0
Mexico,Jewish,96.55493905331541,-37.310320890460346,A,D,E,C,C,E,A,-52.52673286767477,-113.90056603451555,E,D,C,-117.42136147929551,C,-163.72061779117502,1
Germany,Jewish,-21.799908556258014,-171.10953889997123,A,A,A,E,A,B,C,-67.35595875453131,-28.22984822284979,C,E,B,-86.96238934250027,C,-77.59961342852478,0
Mexico,Buddhist,-61.050273265397855,-51.529367000131344,C,C,B,E,A,C,D,-10.768741960241245,-48.63869472095965,B,C,E,-36.04692452191572,E,-66.77199909188921,1
Germany,Jewish,-130.6082028932134,12.819691845965696,B,D,B,A,B,B,C,-138.53644852387245,-61.206675661998574,B,C,E,69.88858364694902,A,-24.09769103195757,1
UK,Buddhist,153.31010601432362,50.58802331619058,A,E,D,C,E,B,D,-160.33539712606787,-53.34753822564543,D,C,A,-27.24371144333098,A,56.06616729235473,0
China,Muslim,-62.26620917329663,73.55340107423173,C,E,D,D,A,C,E,185.7069154977787,-119.74396302184189,B,E,B,-156.60774190507664,E,71.14277230399107,1
Mexico,Muslim,113.40268204555318,45.74631940110769,D,B,D,E,D,B,E,-29.628782987201678,-120.94173537741788,C,C,D,-60.25756032412546,C,79.68393186551336,1
India,Christian,-91.33798175606353,204.62016905020369,D,B,B,A,E,E,E,-19.721582343013186,89.80854041383162,C,B,A,137.73644479007262,D,73.11143489109045,1
Mexico,Buddhist,10.605292535093641,212.61637813109832,D,A,E,B,B,B,D,-131.27915631182543,-74.26180477956223,B,A,B,-50.38815565791126,B,306.80219404913083,1
US,Hindu,16.00217220669168,-29.888867613325615,A,C,C,B,A,C,B,48.01997670850304,-5.7259435357429105,E,D,E,29.286318523503958,E,85.74141201091712,1
US,Jewish,-23.708144124798924,-128.17236626063402,A,D,C,D,B,B,E,185.51481518658113,71.11818541964355,C,B,B,-122.52063411176375,D,198.91325642718635,1
UK,Hindu,6.844296091762417,66.16537973638876,E,C,E,E,D,A,A,-83.0742300122456,-66.10951608729496,B,C,C,158.83523826491563,D,-51.72037065195251,1
Germany,Jewish,-105.12179636989197,-43.52575882730219,A,D,D,E,A,B,D,59.1967481687327,108.60570296364469,D,D,B,211.101440547495,D,-74.91809986541358,1
Other,Other,-125.74842135223778,90.15082554015056,B,C,E,C,E,A,D,79.61484355261993,101.79724600552986,E,A,C,-82.4371423251989,A,39.188528991999995,0
Mexico,None,219.89981925123186,-62.751293140226274,A,C,B,E,C,C,E,4.003284091180652,-121.33940089088418,C,C,C,19.023536705495804,A,86.6376191960847,0
Other,Jewish,-74.01461143124617,98.07075170300212,A,C,C,A,C,D,E,27.892504073992676,64.84072108992221,A,E,A,-106.13415278621416,C,-155.8839205335246,0
Mexico,Christian,175.2079784850394,12.893358544660124,B,A,E,C,C,D,B,-91.80566777220045,-72.41687664753618,D,A,D,-180.22147406229558,E,3.4044982359886844,1
US,Muslim,27.89101971716651,34.226670071685376,C,B,E,B,A,A,C,-47.05847046101403,-36.508848503947846,A,E,B,-43.42484134898796,A,-86.5534114153202,0
UK,Hindu,-45.26001917910296,-19.06085169402774,B,E,B,D,C,D,D,-141.4966074100451,150.30138403883782,B,A,D,-10.73088828204488,D,-62.4406432664188,0
Other,None,-58.75177284003248,83.08610950754247,E,A,E,C,B,E,A,-47.521536660984474,4.703747348247755,D,A,A,8.585739316245455,E,6.73635667376768,0
Other,Muslim,139.80701311011035,-42.107466263700864,E,B,D,E,D,C,E,19.497992088213202,30.549703893806367,B,A,A,58.57156316252088,E,42.766637917197755,1
Mexico,Christian,-66.12263569050732,121.67749050590221,D,D,C,D,E,A,C,-87.73293365459932,-33.75387129960225,C,B,E,-64.58704815252858,E,-0.5209121719864687,0
China,Hindu,-148.86955341099357,62.5590115634321,A,D,E,E,B,E,D,120.88950731328816,-69.03752235319538,E,B,E,-60.58637931755143,C,170.13382659674113,0
UK,Christian,13.62265863526289,118.01112508299273,D,C,A,E,A,A,E,92.09250983405049,7.415561949013331,B,E,A,54.98918911978912,D,-32.47192952917826,0
India,Hindu,0.7128435017081524,-126.77235753929399,B,B,E,C,A,C,E,-266.2957430639426,-113.36076147340879,D,C,D,-50.80003024594903,D,-159.74492739761894,0
UK,Muslim,16.3540291756375,113.26146245973155,D,C,B,A,D,B,D,-113.26456547209112,178.0593208268556,D,C,A,-263.3742597849469,D,-214.12994463835724,0
China,Muslim,-32.63195525686014,125.57657255500851,E,C,C,E,A,C,B,42.923753243647376,182.30036090006968,E,D,E,72.6573745490723,A,71.93236836912138,0
US,Muslim,129.05418393400652,54.49610916078464,A,B,A,C,E,D,C,99.22953224172065,39.247006650628805,D,D,B,-253.8614037917657,A,13.468376294711021,0
China,Other,65.72218021564727,72.01574679193429,B,C,A,E,A,B,A,-202.91469059693563,-43.98867104811773,A,B,C,-30.940038931486647,D,68.88810289968575,0
US,Other,-1.068146833671944,-175.8323657653526,E,B,B,C,E,B,D,-82.87187470223934,77.44954965575866,A,B,C,-87.66454733739063,B,-101.94366166941388,0
UK,Buddhist,-28.008836712956626,-15.07770776689156,E,D,C,E,B,C,B,80.79859855336846,69.98350219131909,A,C,E,-2.0358222035708553,A,-101.5140481357956,1
UK,Christian,110.90144041256337,-205.89467538047316,E,D,D,B,A,E,C,82.6979652140593,-236.88546110408106,E,E,B,23.05803038323593,B,41.61097678756024,0
Mexico,Christian,64.22427257432311,-114.78077748087168,E,E,E,E,B,B,E,32.03902320869707,-49.86100378786638,B,A,E,42.3540160645367,A,-8.584541168844934,1
Mexico,Christian,295.5680857845648,117.05663667270623,A,D,D,E,E,B,E,88.7598244877291,-52.69790234085112,A,B,E,-181.053905564916,D,-113.84861311265546,1
Brazil,Jewish,149.98442411270022,91.63386270804362,D,A,C,E,A,E,D,-20.76035431528804,45.37937637997903,D,E,C,29.3680720581915,A,-41.42140418207359,0
Brazil,Buddhist,-49.58021861140729,-62.08147865728036,B,B,D,E,E,C,D,-192.45437182307955,1.097662030158859,A,C,E,-62.32774637326987,D,226.97819935249834,0
