RACE,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,target
Black,C,-106.766807883719,-120.47972851066126,E,C,A,A,152.6815957438983,B,-26.35665252407527,-48.86327691114049,A,E,E,C,D,B,E,0
African American,B,63.997565499336936,-2.739873975530622,B,E,B,A,182.89324185021533,B,224.9628510954318,44.28787611403045,B,A,A,A,C,A,C,1
African American,A,-100.77608713551702,-22.008929679983765,E,B,C,E,-103.23090482096016,C,148.12910911473688,-58.46388898927507,D,A,D,D,D,D,C,0
Black,C,-57.552550889284696,-131.10011773793684,A,B,A,D,-113.95696942177595,D,76.76874427791411,80.26508467143455,C,E,B,B,A,E,A,1
Hispanic,D,-61.91056572852553,-24.51322036185004,E,D,C,C,94.40377608858451,D,107.24742475184492,-4.937018590989411,B,A,C,A,E,A,E,1
Hispanic,D,-6.343432482748518,-53.949917857695205,E,E,D,A,-62.20034369673613,A,46.178418519714086,-31.39108894775858,C,A,A,D,B,C,D,0
Hispanic,E,-168.1465103592848,-201.2638310422145,B,C,A,E,43.8716488263017,C,-225.83741759290152,-150.63242052863828,B,B,A,D,E,C,E,0
White,B,-57.53219790389929,-67.85659341132201,C,A,C,E,-84.3729826060086,D,157.8880608875419,91.82547067896465,B,C,B,A,D,E,B,0
Other,C,-226.9885506954605,-179.1180292252734,B,D,D,A,74.51994833429191,A,-10.647735569518627,51.95858322901793,A,B,D,D,C,E,A,0
White,B,24.0081201531756,-1.407031440743943,D,B,D,A,-77.27511810533382,C,5.790716477955783,-1.914354000496166,C,B,C,D,D,C,C,1
Black,D,78.81482747629363,-186.56411481107048,A,D,C,C,-79.36488677848533,B,104.46090185219377,-146.0116194554284,D,C,E,C,C,A,D,0
Hispanic,A,-37.63938557136224,-12.271791290165163,B,C,E,D,-18.9802427641614,D,59.85724526643404,-17.03518880728135,D,B,B,D,D,C,C,0
Black,A,116.6433285152417,6.72005160578358,D,E,C,B,-70.06735174947427,D,-140.7581000797066,90.16009882657947,D,E,A,A,C,B,C,0
Other,C,5.9427365452459044,21.445768270131836,A,B,C,E,110.56329512892826,A,-125.36696910270997,38.70325035512492,E,A,E,B,D,C,E,1
African American,D,173.14102700729248,53.91415330126055,A,C,B,E,31.981517099824824,A,51.61571356789337,26.44464665115671,B,C,A,C,E,A,D,1
Hispanic,C,181.03004925174554,49.238136469000096,E,D,B,C,-93.56339414331052,E,57.07914914402215,132.54979435207375,C,C,D,A,C,C,A,1
African American,A,96.24257165847399,-19.03134094256905,C,B,B,C,92.62343398752044,C,-82.39769081640283,-23.390466912655175,D,B,C,C,B,E,E,0
Hispanic,E,-52.55095288717694,-178.95108026998363,C,E,E,A,-279.54744568200425,E,210.34057110457596,6.5828120554794225,B,C,E,C,A,B,E,1
African American,C,-40.46067309145309,-87.99988755024694,C,B,B,B,32.65772586120651,C,61.97880905431378,-118.21984193914288,C,C,C,E,B,D,D,0
Asian,B,108.20242741069205,106.85168105299456,A,D,A,A,35.42469244465047,B,79.87014028148403,94.87358591727161,C,C,A,D,C,D,C,0
Other,C,13.9549230532481,-118.12921808084995,A,D,A,D,-44.115117951866736,C,12.924374444278403,145.19675521819985,E,C,E,B,A,E,E,0
Asian,D,47.21049015164758,55.10476336407179,C,C,D,D,94.27657664281604,D,-4.663173704268175,5.788456693604947,E,D,E,E,D,D,E,1
Other,C,-136.9075647830765,116.93123944084871,C,B,D,B,208.7790372480061,D,-226.03235295174872,-57.28156774227112,B,D,A,A,C,A,D,1
Hispanic,A,21.452425389387265,145.64238285388225,B,B,D,A,-9.978586689269548,C,54.66703357634826,-60.88266849150317,A,D,C,C,B,E,B,0
Hispanic,E,11.52123430487843,-47.85092393155465,E,B,A,B,137.0150437932517,A,30.802744976438838,-98.31956682592575,B,C,E,B,E,A,D,1
Other,D,110.90160194881982,145.35508235254028,E,E,C,B,-23.897503088461967,E,-64.0775495636645,20.720011834249522,A,E,C,C,E,C,C,1
African American,B,-74.01477934198142,15.231079650610448,D,D,A,A,-108.28893963750166,A,-12.043056777723054,-125.61356522056928,A,C,E,E,A,A,D,0
Asian,C,-124.71416940798375,-282.05493589016584,A,C,C,A,-206.52607092228433,B,132.93507540732148,26.0186243796941,D,C,D,B,D,C,A,0
Asian,E,-33.16368148685368,-20.40646964610648,C,E,A,E,-89.38160644821588,D,-111.20522228227061,82.71625459658549,B,C,D,D,C,C,E,0
White,C,-164.03614082472598,44.647959483719816,E,A,B,A,134.0860668997467,B,-82.74123076473818,-123.6133095987339,B,D,B,D,A,E,B,0
Black,E,102.7429008846234,-50.03383319989264,B,C,D,E,113.9667278095455,E,123.76814059502897,120.52327045184883,D,D,B,E,D,D,D,0
Black,D,-14.857362124841083,32.11808336377815,A,A,D,A,18.257283204992188,C,112.96456001454658,-94.10765023178423,E,B,C,D,B,A,A,0
White,A,-186.33329533327375,174.4266840131245,E,D,E,D,-134.09349837791245,A,124.9131356003497,-131.2332389485012,A,C,C,E,C,C,E,1
Hispanic,A,48.0958552775189,99.30768234145044,E,D,D,C,-112.78118793196708,B,-14.760634226275194,133.03846381964425,C,C,C,B,D,C,B,1
Hispanic,E,-88.51153180385751,-212.30658784596153,E,D,A,E,126.54660438278218,C,19.57871661382507,89.20652309281417,B,E,C,D,D,B,B,0
Other,D,-190.39003224128837,40.41244542221814,D,A,D,D,-68.05559833811849,A,-28.435910270020905,25.681183063795494,C,E,C,C,E,A,C,0
African American,E,0.8432029696451907,99.45009130546093,A,E,C,E,-192.55334803596614,A,-34.93359647154807,-113.80389555301981,C,C,E,A,D,D,D,1
Black,A,4.595763088279773,79.83665888790283,E,C,E,D,-26.21588602792152,E,67.2707663519502,21.428088277969806,A,A,B,C,A,B,A,0
Black,C,-41.555670449100994,40.32852896889135,A,D,B,A,180.91039381663626,A,-74.19270324470716,-50.40442337731067,C,B,C,E,D,B,E,0
Other,D,-130.60446739691352,127.19834594549863,E,D,C,E,70.11516530779134,B,-14.287090150017725,198.4538774354525,C,A,C,A,E,B,C,1
Other,C,-72.00255742755043,160.69374969717663,B,C,A,D,-19.535397477773213,A,109.51803630893153,-54.51135144893292,C,D,D,E,E,C,D,0
African American,B,-95.61698750592834,-38.40548889418034,E,A,A,B,-50.041483223854755,A,108.0176403560115,72.01852438053639,C,A,B,B,A,E,A,0
African American,E,129.3030765805999,127.36314168295173,E,D,A,B,-66.4680730271893,C,101.79322203549397,10.932484082500553,D,B,A,B,E,A,C,0
Other,C,134.35229717060528,-27.235257835158556,B,E,B,A,-68.63932181537228,A,-33.00738528356638,87.87577050952405,D,D,A,A,E,C,E,0
Hispanic,E,14.256832119980603,-37.748888829033724,B,E,C,E,-138.05162547447503,D,-78.35448612846415,103.16642245870997,A,E,D,A,A,E,C,0
Hispanic,A,-87.86356789267063,202.5631677525705,E,A,C,C,100.36470572891109,D,-9.299142792705476,95.43410390250685,A,C,E,C,B,E,C,1
Black,A,26.584672155739113,149.2274286277003,A,D,A,C,28.027595159811913,A,-125.93754625077563,-149.97115678920053,E,C,B,E,C,E,E,1
White,E,-119.59614646459202,-77.38141317455376,A,B,D,A,-28.2628413056686,E,-10.636787567852728,-57.81098177662347,D,B,C,D,D,A,A,1
African American,A,55.74375243385905,-10.551853934293234,E,C,E,B,-207.91255183387514,E,-165.94642056296357,26.856570239664073,B,A,E,E,E,B,B,1
White,E,-54.57986095747515,-71.05491920408579,A,B,A,D,-23.178693195291107,C,-138.23440975376369,-59.083491234009266,B,C,B,B,C,C,B,0
Other,B,133.1981581235114,72.94545158896499,E,A,A,A,139.91394798165467,E,66.38433847376895,-89.7203963297357,D,C,C,D,B,B,E,1
Black,D,-74.89471352563551,-33.36931094150534,E,D,A,D,-65.580629478903,A,8.46925807614916,-146.14472184157987,D,E,E,C,E,A,A,0
Asian,D,-284.4146716743278,32.8848586795127,A,E,C,A,24.312391822672932,B,-63.36721472884975,44.19525128457452,A,A,B,B,B,E,B,1
Asian,A,66.00054962986935,5.3200021620366975,B,E,D,A,131.90894276248034,C,-20.225719808705218,-18.027965391998222,E,B,A,D,D,E,C,1
African American,E,-36.89599060386408,182.54993048900116,E,A,D,B,88.10722161819933,D,161.9287992957499,149.0240227183717,C,A,C,D,E,D,B,0
African American,E,-149.90421495586455,-222.36550983702438,B,A,C,D,-76.41675910599932,C,124.14518000634887,-170.07467887227824,C,D,E,A,E,B,D,1
Asian,D,100.4299539054581,-108.89709768416384,B,C,D,A,59.92086311930239,D,124.39647042005512,10.799447868929997,C,A,C,D,D,A,E,1
Asian,A,-51.51697915813409,-15.43159766895954,C,D,A,B,-20.661294015203524,D,-107.1126590400684,-109.77241070831856,C,A,D,E,B,B,A,1
Other,A,3.2898642853224254,-98.76402023359516,A,D,E,E,109.17040814658745,B,33.8922758468916,-16.044697046748375,D,C,E,E,D,B,C,0
Other,E,-106.71162401659251,-87.319408139409,B,C,B,A,185.32976115205358,D,116.05307464479144,-113.17500279440836,E,D,B,E,E,B,C,1
Other,A,52.603828196059624,-136.11807538764884,B,C,C,C,-33.58985591779602,A,-124.2698098279049,-31.13279423664804,B,B,C,B,E,B,B,1
White,D,-30.78056380088937,-84.49622565163621,B,D,E,B,21.909895548194562,D,103.83387651012426,156.905619177655,A,A,B,B,E,C,B,1
Asian,A,-62.836009636027754,-48.1377778998735,C,E,D,E,64.49420698877223,A,-92.27303134615295,-126.95005157150356,D,C,C,A,E,D,C,0
Asian,E,-55.2867639817696,231.5317088673396,E,D,A,D,-58.7949412152596,B,-188.1434659915532,-160.5441180681106,A,D,D,C,C,C,A,0
African American,B,29.15431303263874,-23.018653868635162,A,C,E,E,-180.9767627557953,A,105.6858486058063,-97.11701068572853,C,E,B,A,A,B,D,1
White,C,116.8535482001998,69.96079995632604,B,C,A,A,-137.12239386485058,D,-22.487239614503423,-26.074460120421005,B,E,A,A,C,A,D,0
African American,B,-129.32724684755618,10.450559821976046,E,A,E,A,-16.767050599372194,E,-0.26104898534937293,-112.9758402490784,D,E,C,D,C,E,A,0
White,A,105.14122891251527,-162.49805300074925,D,D,C,E,117.19063900923985,D,42.35553245437261,63.38379520557687,B,E,C,B,A,C,A,1
Hispanic,D,89.85302728737284,-153.18905330753122,B,E,D,D,-19.715067532349803,D,-15.671318656017002,44.590512764663934,D,A,C,E,D,C,B,0
White,D,2.5204098374286743,-46.98072956687198,E,D,D,C,-254.41421073889222,D,25.69396397291324,-90.11244265264145,E,D,B,E,D,D,D,1
Other,D,-76.27775764427133,29.860037968828834,A,A,C,E,-95.36912434655108,D,-15.259917483131543,3.734084743279986,A,A,E,E,A,B,B,0
Black,D,170.66855075063728,-78.2569329914237,B,A,E,D,102.59733715814095,D,158.54386876476963,-58.90166182455406,D,B,E,E,C,D,A,0
White,D,50.150897246317086,-169.90414591060744,D,D,A,E,-249.55682091895235,D,55.05986491478166,110.18574362396483,C,B,A,D,B,B,A,0
White,D,-82.77551176503462,-83.51635677785778,A,A,E,A,-166.1191726897828,A,41.89232545530804,-102.78427228523215,A,B,A,C,D,E,A,0
Other,B,-44.83417928180934,192.1459739799144,A,E,C,A,-48.07544048751834,A,6.567343432486204,192.94113249519685,E,E,B,E,C,C,A,1
Black,D,-113.40217651808908,-50.532252433779924,D,A,B,D,179.37722469785746,E,-45.73940032346821,98.11829112706756,E,A,E,A,D,E,D,0
Other,D,140.15738407312963,-94.67151352189705,A,E,B,C,93.15602409155589,A,61.73708198853476,-55.58773923576689,C,B,E,B,D,A,C,0
White,D,46.79977269601366,36.351108411337535,C,A,A,D,-161.95950881872173,B,141.2973258221233,-86.15385048600562,E,B,E,B,A,E,E,0
Black,C,-89.6544211257052,-21.430078708691507,E,B,C,B,63.457014935395506,E,23.70355394583194,35.396416771257975,A,A,E,D,B,A,E,0
Asian,E,34.795490379888186,107.12415174855077,A,E,C,A,5.226492237952345,E,49.732381561495096,51.74334225949393,B,D,B,C,D,B,D,1
Asian,D,-16.02976606716122,-61.226267632175,E,A,A,E,198.87488735850928,E,51.85713308862926,18.370192220760156,B,E,D,A,C,C,E,0
Other,B,-395.79712829590477,-78.00900864477089,E,A,D,C,-141.30620932445407,B,-110.7361811890594,6.069236308192316,D,A,D,D,C,D,D,0
Other,A,116.1991371341057,77.86372728464866,A,C,C,D,-16.52644205257519,B,-44.45772016962286,-92.53274659281783,B,C,D,E,A,C,E,0
African American,E,-57.612525200168044,21.785658154476074,E,A,B,B,92.02881608934057,B,100.24703480981489,-87.49935596854183,D,A,A,D,D,D,C,0
White,D,53.40163008774047,57.85529119286302,A,D,E,C,120.69489767173256,A,40.79616434709751,24.140475181596383,A,C,E,E,B,C,A,0
Hispanic,D,-6.857886395888553,5.846849163463884,C,D,C,E,117.77838771006313,D,-100.84103106504689,-25.840421617280267,B,E,E,E,C,E,B,1
Hispanic,C,51.50925754257344,-95.75113897759141,D,B,D,D,63.487153802111926,C,71.60057402024165,-156.13167553173872,D,C,D,A,E,E,C,1
White,A,-10.109928841118485,301.6883873847931,D,E,A,E,50.845556560826076,A,58.02594277642149,-77.2237978056169,A,D,B,B,C,B,B,1
African American,E,-94.3993655101793,-155.361263315886,B,E,C,D,-58.41782647282383,D,-41.867520490401354,223.39941734517183,C,D,E,D,C,C,B,1
Other,E,23.455669877625812,60.576712179988604,C,E,E,B,56.86967573179595,B,-57.47574755661973,1.3520922900654235,C,B,E,B,A,C,B,0
Hispanic,A,-2.544733229421623,-27.90952096550432,B,E,D,E,60.78759591201447,A,34.25741610922851,2.0792904933416834,C,A,D,C,C,E,B,0
African American,E,36.13153807377276,0.38426277715175644,A,D,C,E,40.35589000736223,A,-61.38887296901198,-101.14373152186806,A,E,C,C,C,C,B,1
Other,A,-14.590073484382804,-35.96236167779329,B,C,A,C,-161.3810186394434,D,-96.10238226287443,-100.59153696963166,C,D,E,D,E,E,B,0
Black,A,-5.030153449433545,-39.79224508914988,D,C,E,A,261.5649319157554,A,22.984959600690065,-10.439807497798977,E,D,A,B,D,D,B,0
Other,E,92.31460046568688,-65.62122283905086,A,B,A,A,200.42024022966675,A,-125.30380513006638,118.58111522612916,B,B,C,D,B,A,A,0
Black,A,169.0062528800198,-58.14929921559603,D,E,A,B,-107.29764225215024,D,17.027232238972704,185.28872235782464,A,A,A,B,E,C,D,0
Asian,D,9.220334012419917,-43.53468072108818,E,B,B,C,-33.385443845813754,E,-32.58227063685133,-13.038596232798552,A,E,A,C,B,B,C,1
African American,D,-52.918948791843945,-167.84889227527856,D,A,E,A,-28.38050909337499,D,91.11488333362662,136.25984744102985,B,E,A,D,D,B,C,1
Other,D,9.157432725138541,223.7710891105968,A,A,C,A,-33.40935871870384,D,-175.63736545480575,-86.59200297036116,C,B,B,E,E,A,E,1
Other,E,164.61053602430093,121.27101148225532,B,C,C,B,96.34659297676806,D,-25.566571109723895,-120.59720412933528,D,B,E,A,B,E,C,1
White,B,-69.6649560258992,-137.0878746228491,D,B,A,E,-87.19018525510556,A,56.91623590134333,12.643153757641057,C,D,E,B,E,B,D,0
Other,B,111.54556055886029,-135.12455260382396,C,C,D,B,8.876847596246941,C,91.55731633122585,-111.83922277842777,A,C,A,B,B,A,D,1
African American,A,-143.48633545818942,145.27431404162343,E,D,B,C,83.93667568097113,A,-163.2109723617439,3.763998326942053,E,A,D,B,B,D,A,0
African American,C,22.55903577274758,-8.295546292621074,C,C,E,C,137.63237916804977,C,-167.1823958381816,-114.18604929687086,C,E,C,B,C,A,C,1
African American,D,-21.90782478706223,187.1885710474254,D,C,B,E,-84.02979202109393,C,-148.21089492092113,-156.272959992762,D,D,C,B,C,A,A,1
Asian,D,-8.869964594667671,195.79945537588154,C,B,E,A,196.56826100715966,D,-118.23148766203091,-3.614250459476508,C,D,B,C,A,A,A,1
White,E,25.516546766383243,16.12308726270945,B,D,B,A,-186.84790000706695,E,44.51833418220597,-207.446106008379,A,C,C,B,B,C,D,1
Other,E,-67.19492675048525,-53.279346776882264,E,B,D,D,-179.16617849648716,A,-14.696437641648824,30.77273411239616,A,C,A,E,C,D,B,0
Other,A,-64.19768785858982,35.4449871339256,D,C,D,D,141.11081226516035,D,71.52130017410879,35.48747839560035,E,D,B,A,D,C,B,0
Black,B,28.09492163925243,-59.784146358215004,A,D,A,E,107.87716531213492,A,94.53673349389106,-87.45759599306876,D,C,E,E,C,E,A,1
Asian,A,78.69658082972487,-155.35568650141218,B,E,C,C,-32.16192250121247,D,69.4819633071925,8.237510621219517,C,E,D,A,D,D,A,1
Black,A,-100.68119741685517,43.70921869640077,C,E,B,E,147.22720926926638,B,-75.0022359198701,107.80230360701024,B,A,B,C,D,E,D,0
Other,E,21.897301909857784,-54.29953008187437,A,B,E,A,-126.96716384078937,D,-27.05076280092636,16.117110751537485,D,B,A,C,C,C,B,0
African American,B,-126.40632413352255,16.128445491670153,D,B,A,D,-3.5495604577341786,C,93.83241887597255,-10.585301037510376,B,B,D,D,E,D,D,1
Black,C,-54.2864916858985,98.90567135214393,B,B,D,D,-54.984933190776395,E,32.892588350685735,89.93815767503996,D,C,D,C,B,A,C,1
Asian,B,14.439366252233047,-107.48698778899264,E,C,D,B,-76.78578772472113,B,-8.379028993383432,-109.02636114377688,B,C,A,E,E,D,E,0
White,A,19.585980886295804,89.73656466080064,E,D,B,B,-67.4293562656213,A,114.8478129737278,38.60057024955924,C,D,A,D,C,A,D,0
Black,B,6.550291281911072,96.79541748464644,B,E,D,E,-115.67766188657357,A,-45.46922253436168,8.012325335812104,E,E,E,B,B,E,D,1
African American,C,-39.298803284978284,151.50712737704816,C,E,D,B,205.6026464021029,D,61.35481726446103,-203.79682755996492,C,E,E,A,A,B,B,1
Hispanic,B,4.086681348600827,-26.435748608519155,D,C,B,C,136.46890622977733,D,164.0369299744392,-38.40922774130662,E,E,D,A,A,E,B,0
Black,D,13.224158852233659,-7.333424056478875,D,A,B,C,183.4953527069684,E,-3.831837501596621,-84.32453551681299,E,A,C,A,B,D,E,1
African American,E,44.139627407593906,65.76539551404063,C,E,D,B,-9.819712423434755,D,96.76264199876667,-75.66592308303792,E,D,A,C,A,E,E,1
Asian,E,95.00581280243937,57.06507171042752,E,A,D,E,-39.033209211653045,B,-119.30859935616556,136.97847655707378,B,E,B,D,C,C,B,0
White,C,-50.06526815100369,-33.6529738232586,A,C,E,C,-191.8702098062381,D,74.88329535735195,61.52355672064943,C,E,C,E,D,C,E,0
Other,B,187.49567160598096,-50.334575847772825,E,E,A,C,-153.51439400318122,B,-37.461561103006524,76.93563083687785,E,A,C,E,E,C,A,0
White,D,39.10954133986661,29.980319186603904,A,A,D,A,246.8439573456332,D,10.834998348531942,-76.35678683626429,C,E,B,E,E,A,B,0
Asian,D,12.24510733407397,-49.8673841107944,D,B,D,C,104.61611232685118,A,-57.3191970185146,183.51907067458188,D,D,D,E,E,B,B,1
Other,E,-111.8799280847093,22.21812652577093,A,E,E,D,-128.93736693363456,B,-4.294103392027845,-106.11080916212802,D,C,D,C,D,C,A,0
Asian,D,-162.98086648877447,105.61635249247693,A,D,C,E,48.042618823117714,D,-31.181600302798362,-86.217810200604,D,D,E,C,A,A,B,1
African American,E,76.231284295502,55.07717648470864,D,D,A,E,131.42598912605766,E,217.30130772265116,-36.186495270219744,C,D,D,D,B,D,C,1
Hispanic,E,45.06041359719423,-54.673751105315915,A,C,E,A,84.52523933249627,D,7.555753034599373,-80.68706202053416,B,A,E,A,E,A,D,1
Other,A,195.1974829814391,-6.457678145270132,C,D,B,C,88.475082872477,D,-46.64481267070714,0.9949843488943703,E,E,A,C,C,E,E,1
Other,A,12.527070753753778,-268.97638675819763,B,C,A,C,-3.2411139534259026,C,-205.93835880366763,89.88180431078816,D,E,A,D,E,D,C,1
Black,E,-41.83096579811168,-37.4452738938581,C,C,D,C,-18.337920275646702,D,3.963809484682104,101.56198764912925,D,D,C,D,B,C,C,1
Other,B,-130.4054192608936,-20.94561103956785,D,B,A,C,-120.71102251779178,E,14.58388233132136,-89.22542537787899,C,E,B,D,A,B,D,0
African American,A,83.11963880025289,-132.9672846860946,D,E,B,B,36.89231257864063,E,80.91418617927813,80.50030067470317,B,C,B,E,B,C,A,0
Black,D,-62.63807210106762,-91.08781484870286,A,D,C,C,67.79405470762752,E,8.84738372236756,53.753867731949626,E,E,A,C,C,C,C,1
Black,C,-8.647805338444266,41.70121846134145,A,C,D,E,-51.135463362358195,E,-44.78342665505577,123.14431558248428,C,B,A,D,E,B,E,1
Black,A,-116.47852704242092,6.335883212412447,A,B,E,E,-8.108044281600431,E,-19.119473428235388,36.887759682759544,C,C,C,A,C,A,B,1
African American,D,13.561707032174272,-64.12589935503883,C,B,D,B,-68.43307593283974,D,-154.47444792456776,-11.795085794584356,B,D,B,E,D,A,E,0
Hispanic,E,6.153618154479002,-44.02633310321844,C,B,A,B,70.90688356661875,E,151.78277477120812,7.182416884315885,C,E,D,C,B,D,D,0
African American,D,95.90583546261591,286.4613327582826,C,A,C,E,71.95151889259162,B,-137.61080980078285,-3.2415963713708167,D,E,C,A,D,B,E,1
Other,B,-15.082760742086718,200.49768654126558,D,B,C,C,34.042021830924355,D,42.747167161359165,36.39601558118484,B,C,A,C,C,B,D,1
Asian,D,-27.711426144611078,89.77169460281243,A,D,C,D,-89.2639214215374,A,-15.328956419642742,15.374367017474471,B,E,D,B,C,A,B,0
Black,A,259.3626204122689,-65.99937291499833,C,B,E,A,25.229737065371964,E,1.0722979032205748,113.8655160745917,D,A,B,B,E,E,E,0
Black,B,-6.8248212665600825,-22.212846995730157,D,C,C,C,-21.94716792748379,A,-48.618579975721396,197.07385192255938,D,B,B,B,B,B,E,1
Hispanic,B,47.75916015641023,7.154338198157616,C,C,C,B,181.36288133823547,D,24.71225438120078,51.429998685155155,B,B,A,E,E,B,D,1
Black,A,-19.623150826453315,-46.18254484217846,E,B,E,C,48.6661158892929,B,75.85702081287374,10.88617691336837,C,E,C,E,C,E,E,0
Asian,D,38.93845017978663,-67.8226589899594,E,E,C,E,-63.29502929905628,E,148.00815709452903,-99.26047997567375,C,B,A,A,E,E,A,1
Black,D,91.24289245756519,2.7749688117170863,E,C,C,E,-8.29976213332104,D,-48.15533882238287,-115.90669265380633,D,E,E,C,C,D,C,1
Other,C,-60.414593706190054,-201.14374507026142,E,E,E,C,138.51499445753285,B,16.21238463543792,-115.17323331003038,B,B,A,A,C,E,C,1
White,E,107.80792190141555,-27.618895891316143,E,E,B,B,72.66154564287874,D,-137.88151984937042,-17.261662434461176,B,A,A,A,B,E,D,0
African American,D,-98.23127157352845,53.44213131069691,D,B,D,B,-22.250531061492453,A,-66.27368679205783,223.50104885000488,C,D,A,E,E,A,E,0
White,D,17.978278925798268,4.849092319023403,A,D,B,A,-58.45074984375106,E,34.206252379195696,-242.06359599382822,A,E,E,E,E,E,C,1
White,B,-118.33215921262486,36.53025254361381,C,C,B,B,32.90322935936369,A,-47.415492372616356,-95.59220266392913,D,E,B,C,C,D,A,0
White,C,-52.93433529503463,284.574475039468,D,A,B,A,14.597652687068175,D,-45.6157899016067,-54.4621368309859,A,D,B,C,C,B,B,0
Black,C,72.15868300811852,129.69226377391522,C,B,D,C,-8.776854949193089,A,12.176299777019887,6.5622234944852735,C,E,C,B,C,D,E,1
Asian,A,95.2729981526273,-163.74711765014467,D,C,E,A,173.45083744447922,D,-1.851075062384211,15.736816853450437,A,B,E,B,C,B,A,0
White,D,-24.157084360556784,60.55344487921748,D,B,B,D,-33.32609014091551,C,25.902547506180333,-54.58910746340039,C,E,A,C,B,C,A,0
White,C,-17.276685642810172,87.19167806266059,E,D,B,B,-27.98962059147424,A,-116.25958319993804,-55.59501679666238,E,E,D,E,B,E,E,0
Other,A,-2.741194204833788,21.855944953808194,B,B,B,B,22.98530366437909,E,-162.65535638124547,-22.270724960022566,D,C,E,E,D,D,C,0
Other,E,66.72285545487354,56.73120830068227,C,B,E,E,29.194942096799174,E,-136.83709707049826,-5.594262198555093,C,E,B,B,A,A,D,0
Hispanic,B,113.88560078424932,2.197144243666661,C,C,A,B,-50.08704220683718,B,-169.55927795616552,66.14886746484646,C,A,E,D,A,E,B,0
Other,D,34.102225676711754,56.400322618527774,C,E,A,E,139.80429682533446,D,136.72006007835424,48.22854574722083,A,A,B,D,D,C,D,0
White,E,55.6738728825502,103.59779425679596,D,D,B,D,19.127759963458907,E,38.97659088801602,-31.848364324645466,D,C,C,D,C,A,B,0
Black,E,-54.04462018508169,24.398390535534883,C,A,D,D,-122.83376482416743,C,-101.75884383533248,132.77986680197117,A,A,E,A,E,B,C,1
Asian,B,-101.67458034881393,-6.91502418049998,E,D,B,B,109.50917886180748,B,-1.6514547197343417,-95.33548094089616,C,A,B,D,E,C,A,0
Hispanic,D,69.11218297086197,-20.99166553522788,B,D,C,D,-39.697730025115504,E,-103.02888942576034,89.39418774017359,E,E,C,A,E,E,B,0
Black,B,-25.662867116576372,3.7223286034666034,D,A,E,E,102.36449437124936,B,-16.039153311278696,-251.05683065419217,E,A,D,C,D,C,B,1
Asian,D,7.091313184587412,-88.27368951982665,A,E,B,D,-49.68221763137804,B,-124.97386089832405,238.41566381652916,A,E,A,B,B,B,C,1
White,E,-22.64059350208617,133.66058770437513,D,D,E,D,241.45178264155388,C,-6.329651285211198,-166.99837808541352,C,A,B,D,A,C,D,1
White,D,97.94707960633089,96.01667741408892,D,B,D,A,96.80454316698545,A,-110.98158168365282,-9.939437743455237,E,D,B,E,E,A,D,1
Other,E,65.49741390038847,-121.7828577712989,B,E,A,D,-63.724973587945065,D,85.23882381117446,-56.20002204731428,E,C,D,A,E,C,D,1
Black,E,110.40606248990103,29.551291975610628,A,C,C,A,54.965317011005624,A,84.7610439689125,88.54123058601022,B,E,C,D,B,E,A,1
Asian,B,-23.767129612350764,114.49782202598446,E,B,A,B,77.86792887639973,E,86.97446949754357,59.215540327493464,B,B,C,C,E,D,D,1
Hispanic,D,-145.59360282150112,84.68369091999057,B,D,D,C,-96.64195846514073,A,114.35701656322739,-5.132237469182132,B,D,B,A,D,E,E,1
Hispanic,A,11.873343146682949,7.83092348178885,E,B,D,A,-186.90150734545242,D,196.98001169425788,-0.4063218950024129,D,D,C,E,E,D,E,1
White,B,52.33792188529508,87.24204893884398,A,A,D,D,-137.40560490372152,D,24.838288638911457,-2.7211718881504385,A,D,E,E,C,C,C,0
African American,E,7.984003305702066,-10.426478487916539,E,D,E,C,-70.56136179507003,E,-83.06882725637989,-8.99213651033166,E,C,C,B,D,D,E,1
Asian,C,-54.79926028069519,63.71238925303039,B,A,D,D,68.3817003904646,D,-45.53056648618201,11.247584143843701,D,C,D,D,C,B,A,0
Other,C,95.51897454850177,-77.84526520526785,D,D,D,B,-102.00622866390296,E,61.09208499214229,257.6869462992707,C,A,D,E,D,A,D,0
Asian,E,19.289308360992273,-86.76845102463034,C,E,E,E,-151.13626816233804,D,-167.15703276298763,55.741981601608344,A,A,B,B,A,B,C,1
Hispanic,D,-2.573060853843362,-123.04074615372069,C,A,B,E,-109.84935038367993,E,-127.19817518889506,190.1544758002399,E,B,B,B,D,C,B,0
African American,C,-44.67087441944979,-92.60583771262817,E,E,E,D,227.96330582447357,D,-108.45146476248426,151.8872518683265,A,B,A,C,D,C,C,1
Asian,A,-81.9981347374668,-54.55870633505144,D,D,A,B,-24.34782797935794,E,94.21779919562273,-112.92051327135091,C,E,C,A,B,B,C,1
Asian,E,97.45748163893714,-50.86338669843609,C,D,D,A,65.66645581444142,A,-48.88262243232049,11.289028186566613,D,C,A,D,E,B,B,1
Hispanic,E,-103.85576912478622,-148.20956516406144,B,E,E,A,60.18180395126147,E,-96.92790167111902,-92.37669034876758,D,C,B,E,D,C,B,0
