country,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,target
Mexico,110.49371993703943,E,5.717050527922067,-112.43725208447957,-108.27839537972419,-114.48192956616737,63.084320012460225,C,A,237.47389877525924,15.976303637416626,0
US,155.5425652444265,A,-83.95561939018786,-209.60617771066583,49.83632273090745,-42.03015057291983,2.6187123723470087,A,A,-96.44959666576116,-16.808382593493036,0
UK,66.86308422221536,A,21.365132350163844,1.6771106031095513,-87.76749174338286,16.78778904226228,51.72339940324926,E,C,-196.93397396596438,-8.653401720256609,0
Brazil,-7.0009198624563975,C,-74.61601363957485,-21.878786589245045,-4.529880061185701,49.21852316713631,19.100775461794136,C,A,-92.88710212355261,74.48991329505702,1
Brazil,108.05382180245753,B,25.96803309445131,168.24295565252234,180.55827391616,33.15095759406285,-36.679893077703696,E,B,109.69329455473616,62.88126498057499,0
Other,115.217071900185,D,-129.67671168027988,38.75800307407967,-23.07644078783193,-78.86656801752503,-93.76032317266663,C,B,24.5649588196646,4.464418079615566,1
US,38.30595559303618,A,3.3919277153668896,-95.04066224092702,48.94862776534633,-8.002572356037636,35.63547767226826,E,D,26.09586358715689,74.63418849955629,0
Germany,-5.758604747689256,C,-169.0022427942011,-25.296995486416783,-0.3654809733071272,-21.682583936070316,-170.79407391854352,B,B,102.3379701064985,80.29965420573518,1
US,68.88860170714854,B,7.792400563723943,-44.74695409714364,-22.698736693593972,68.56234876736164,-23.815023335093738,B,B,-27.91643580331914,-30.465892699266288,0
Germany,239.76976830168385,C,-227.84429408339295,-50.96886168835885,93.6727957780473,-11.424605505367305,24.826757394679554,D,B,-57.789022193134976,55.1101417644344,0
UK,62.13476280046708,A,-19.445466297294793,201.97271374542655,-90.55214599081805,171.32099496121413,129.87703532788416,A,E,62.51981825878505,61.1919035076237,1
Other,-75.12082172953825,C,-144.20710900918021,31.757807960222305,-85.0897829608468,-88.55070547255778,148.87837599961998,D,C,56.98154745982181,120.91954776750045,0
Brazil,66.8388460811608,D,25.66301943585995,103.4833591007466,179.75782037255064,-125.14402161621148,-212.70495637365508,E,B,34.98640817350814,-32.75492564242498,1
UK,-114.49892119942113,E,79.33419789745668,-72.79278379140872,151.16752277939443,96.75775544698524,101.40189271898305,E,B,-31.23797717843817,-134.4536647173953,1
China,178.2842902450723,E,69.09147263708721,62.928592979801735,0.23390699101608703,325.8150204935243,-84.36918480710507,D,E,171.20242295934344,-38.9370190207992,0
Mexico,85.32654618572776,B,61.77490082088306,-60.33440813533416,183.31807777583754,-123.10712848564893,21.81274160867001,B,A,20.229666689480307,46.7660483304205,1
US,55.77640008444181,B,-139.4229599970955,15.61691510606073,35.759312520646056,-42.84373729105716,98.39567699223257,A,E,59.79354136216762,14.578314416817204,0
Mexico,-15.871853319814452,A,42.189141509000585,-47.79803127733915,109.2557284531705,196.29106434612916,71.98992433450843,D,E,80.06757675492344,-87.3512563262263,0
US,-322.3985250583722,E,2.779739769209862,-88.95915127915009,236.907023084617,63.244966740275366,93.1218083739553,B,C,50.089730463956414,-79.37057607477372,1
Mexico,-42.09490764626771,E,-112.29747276472466,13.761304483273207,135.89032365635902,-71.72123558685753,-11.802564631280479,A,E,-80.41998090421627,-26.830398149143768,1
China,-11.127705194678194,B,106.07408382578396,-107.44205032201177,-37.73382088370993,-15.681425281013201,49.847144087020354,D,E,-162.30342592788597,-90.20551869122356,0
India,30.594824250932227,B,3.1392564799366114,-98.22576604058297,59.23207496905074,95.38460828597347,-37.61745855968861,D,D,62.94808775339582,30.60069126716241,1
Mexico,212.55401766936308,A,-9.99839508996553,124.43016493615812,-157.15538937044266,0.45277917425259673,125.50783302804287,A,B,-64.57554721334606,0.5094475537845932,1
Other,111.4153919855544,D,102.53118494537159,101.51938727422008,48.136861570591016,258.8109381788203,-21.951931990438364,C,E,11.889046963784375,-42.033515777864444,1
China,82.22238620852256,D,209.0328588701177,200.72815649987828,-66.37305707410877,-120.95427309785754,2.392185486682802,B,E,61.39662689575216,5.611040765692642,0
Other,-10.611004377313883,E,-32.041078825121026,-36.46649293354591,138.7905731935254,-64.5421618716765,195.3774443212693,D,C,70.4613212178758,-58.77661671695036,1
US,242.55144171753025,E,118.16363970552588,94.61455206390895,-15.58748003565021,-83.8264662191772,-43.962059719385685,D,C,43.901727995867844,13.800704862522045,0
Mexico,182.25221415552056,C,-235.74823901379284,-45.50619659315899,67.88022217040233,-149.23330047557855,-222.7508291968039,C,B,60.807113321341,-59.07243379820469,1
Mexico,-93.59338587989899,E,15.801430931618404,-182.18437539361398,209.97257827997254,96.39337122130378,-6.211061047278556,A,C,172.93428713143425,-21.128458681770752,1
India,259.7574079610647,A,248.04219022354425,60.89297633135969,-2.429507700539592,20.210541669108064,13.58921386472352,A,E,33.59811090173706,41.99321547243906,0
UK,5.133456974349738,A,-34.71997486840897,-29.41831795124185,-196.8982356470197,20.40475178393704,-87.35729844553852,A,A,-20.398013332622718,-222.3095876910088,1
UK,55.13862003748111,A,54.13365598248882,10.43965213725886,-44.38979385121826,-62.314986951521156,-146.06655792432656,E,C,122.48454630193639,121.13387927033183,1
China,80.81638855173202,B,-94.83578324631716,-84.76884692111804,84.01547147941673,4.467545678730542,-50.98674496742783,E,E,153.2741705196449,-44.259538318186785,1
US,-125.49349255059418,D,114.730668228391,3.9764276231688322,72.35192962467694,-49.60834011616288,103.88935822757517,A,E,171.9051496604621,-44.63425584742902,1
India,127.54405080012607,B,-77.79298004424237,-262.55176678504097,-24.41787815707564,-25.50722228773294,-53.75905804283935,E,A,115.11732955935842,78.16036819780379,1
India,-8.428963864289695,B,-1.5638394425465374,-110.72205481201436,169.07077439689562,-68.71970622944504,-41.25500137821456,E,D,1.393995014397988,-40.00104722935437,0
Mexico,29.255459814154154,C,-184.01143137110705,-49.57735249457758,-137.15060910276213,48.42621515590678,81.3511311484416,E,E,-160.37127424016788,-14.367763045783889,1
Germany,-47.85246848189139,A,-100.90073603161196,82.44654106859522,-55.0674516494206,98.02681912223616,-39.20613246500059,B,B,147.23041122680047,148.82576338605037,0
US,-90.88626436366123,A,11.324203249522458,-66.71066896039268,149.06540778456034,-101.24039234343492,-17.725943181442908,E,D,13.859868562008677,5.61928993031296,1
US,-97.09731772891607,A,57.046134013473335,-18.125868339164068,-2.084903872413789,108.1340882964339,-89.53534593881841,B,C,-4.91928120988134,-146.76505848890577,0
Brazil,148.35454867258025,A,-24.895478830117828,8.784329249395034,-141.7593090949117,-115.98245809681531,20.51294368178026,A,B,115.01666188640402,-192.1746453036613,0
China,111.50083079324493,C,14.623558029365277,-176.24570168500892,-73.07249586805736,246.29270363867542,-105.25688945655962,C,C,28.479784190132435,177.07902512054673,0
Other,115.6514119026582,B,27.049560733491944,-31.71664703257273,-28.398001099175787,-96.1285907733504,-45.96074593307422,E,B,-104.92691777737997,-31.42085094171783,1
UK,49.93401296663626,E,-80.81028802382819,-6.965501578030743,93.94885053978375,-22.650066167750037,-16.611082931406866,E,C,87.75118921702934,-33.392182004099396,1
Germany,-82.38408832636796,A,-115.81359050292154,-12.190130503987717,-5.259230736968542,180.69485741027586,-62.77291200600871,B,A,156.61778379701946,3.442927687104614,1
Brazil,-109.91660798208709,E,15.185449798725582,-147.13247999873403,-29.717760947724948,-93.49849156664291,157.10994602015006,E,C,-41.73190477636691,-3.208109594781683,0
UK,-96.2627558631951,A,-160.49484337808516,-85.21363274748784,13.922092564470296,51.43574753864919,-103.44271658310069,C,A,47.29635431275477,13.289300812176174,0
Brazil,-71.02036023726964,B,-136.6241039388128,-30.292521052516264,-65.12977381335995,-96.22353757690428,48.72921789740663,A,A,-0.005419216351668326,-75.49738631344283,1
China,-43.22930807483006,B,155.05518075046984,8.971490625999131,39.499165196144304,-160.48546994283976,-10.417229261984732,A,B,120.46958177538781,-1.0802684266469222,0
China,129.0704589284865,C,-88.2674884857844,-63.13085967224631,111.5726123795133,85.24942841016153,-108.21678312159784,E,C,-64.31272623459434,111.38353164049917,0
Mexico,-25.314939337169022,A,-89.56452628919641,1.019917571602647,-76.51250338385675,-22.483410585831653,-81.55308024262527,B,C,114.05974447739908,-35.592412052664116,1
Mexico,72.70657318174962,A,61.1886581275902,-34.82875868616614,0.4783270280767659,-49.217533533247924,72.17300405117449,D,A,-82.00677506890055,130.09828964555516,1
Brazil,1.2971986579984518,D,-79.83226404145104,-59.812318007954325,-83.08288965171643,-38.72227757664871,-78.46272648313523,C,C,-54.36505799677448,-11.902783979302145,1
US,-54.92912039958897,D,-88.91982972467956,33.32485307457022,101.54413857764891,120.4891112774275,34.48976456145261,C,E,92.0524211014224,-93.97439430713894,0
India,43.01864553616228,B,-49.510716295012145,-9.516132499708426,51.75344591294102,78.00777753676226,-39.471834881655695,E,A,-1.8079289776772705,86.28160032653102,0
Mexico,-151.34513493931502,D,108.20517635823737,-168.74074240097977,-171.64563669595475,-16.77670491552547,3.3874002280466167,E,C,160.98561785502076,271.1315784203478,1
UK,-21.227330365821025,E,-89.26651685034147,-159.9833809699797,-0.5702945836865728,25.377373752019206,14.93074246844473,A,C,109.49843377497706,-121.92186994803826,0
US,-4.045692484908538,C,-13.732925334293746,-96.39594629471901,11.542918145069898,-62.99390787850374,-21.60517511720352,D,E,54.28809577239589,-19.31838900020885,1
US,-79.34078899911393,E,-77.52723160569455,-119.0190660185323,-135.41567094282786,24.523614260067053,-105.10480177200215,A,D,139.59451406564273,24.405384805885852,1
China,244.7688073140185,D,106.65475852762474,8.952659293669118,55.88342623299168,107.37602199514909,-72.28964370842802,C,D,112.60338595056282,-115.60636120154206,1
India,-42.9769189629189,B,8.322753473555371,92.94752927990834,-3.8836732665328983,-66.83933354008528,-49.87113520771829,B,A,43.16140387215088,-49.69692319725632,0
US,-150.90732725672606,B,-200.96940208821158,152.09010566417467,7.396690333072628,321.7285851062606,-98.04398006347347,D,C,-99.8495487231258,183.5248859003189,1
Other,-25.6850126457295,D,-122.25327173737222,173.9893892231863,59.93572644505143,18.85372725530261,2.2817344284087127,C,D,-64.96354607497994,77.55474443309299,0
Mexico,52.102126842557354,B,-13.486341591279881,136.31629547279613,-37.636659646967175,-102.35668181350212,-39.59638044202814,B,B,-71.75030343752256,-196.60354623358432,0
UK,20.75233109393682,D,54.02941793183915,145.75264702484333,-34.01573319355544,-1.5546420949721789,8.643390295172084,B,C,37.04029097585064,-55.72686434757438,0
Germany,50.09610553505173,C,58.33474149948492,-153.66511247510775,-45.88207011194545,76.44256548906705,-93.4037342788555,D,E,-122.28843815037051,16.467717858337778,0
UK,-44.84801083760296,B,27.101784908812764,66.99435991364672,-54.35362762460253,-155.83868392692386,33.1896570237017,B,C,20.930165627888403,-132.31084524015873,1
Other,70.26077565787598,A,153.7083165726543,-36.39175466017642,-140.87139366192497,-122.5609980700938,-59.109201632120275,D,D,-108.3728865963987,66.41426368473455,1
US,-78.57666763734036,C,-109.43917226860749,-83.06390072892063,82.68690380410888,-88.94981919884951,-165.36525188948914,E,C,-104.297524401587,25.719518471851323,1
US,-222.43102124238868,E,-82.29072018356393,-2.779589967785978,-49.087285773138156,13.835534865120486,-193.8083509503014,C,E,75.92303562678906,-84.82253188965004,1
Germany,-5.6211451729709285,B,24.83583717705034,-88.22702735245383,-258.58009707761755,291.216844937204,-142.13314135448599,D,C,97.68678033341803,4.924094375165204,0
Germany,27.300798000087372,E,-26.23146616718115,31.532932543743346,-108.06862088370279,162.26707837077362,143.42975291834483,D,C,-39.139607849207586,-57.03962872138083,1
Brazil,-95.56168497287433,E,6.171613759584631,-185.31526204282923,-87.69980348821382,-122.15034249420944,-221.68543947584988,E,E,79.21512973446528,-27.516417262178962,1
US,-119.9707523190297,A,85.24625016509309,-0.45063408072326533,90.26683264875392,29.237174438078533,-52.777628419755885,E,B,177.43086583081575,-13.814686580449,0
Mexico,93.78515641687795,C,-112.79396852859227,86.74583815956257,-32.17667899548594,106.53623293256047,31.41891883088459,A,B,187.88470722997425,39.70392299718195,1
US,-42.02435208841757,B,-16.86478027652313,151.29258266217204,-26.324768151134194,-39.06021692246477,19.947614512817953,C,D,113.27702349879733,-76.96670599180905,0
UK,147.9481692396718,C,150.1884977120324,-138.93733726693424,-122.64901527556403,-57.23160517885214,-154.3436699026559,A,E,-44.199818497282486,99.80966748854667,1
Other,-21.640314848029902,E,4.060650962569802,81.69922841684826,-94.69832837165902,38.87886884179761,-132.39725077240055,E,B,-70.85960001816309,78.48830580386075,0
Brazil,-30.310540499137062,E,38.30459684460569,-11.935142849020304,-355.4112526699976,0.09512632200544843,-42.64245332982964,E,B,101.7530108111056,71.81960270120045,0
UK,-20.11588307904345,B,25.854209761466258,-166.65540664374788,128.92274964557228,56.107000480329546,-74.943234894669,B,E,-140.74153671021418,22.077157579807103,0
India,-118.47815360775546,A,24.65215845614222,13.097226323931608,-20.008152876571497,42.527191861649136,-193.15192974797952,A,B,36.67078125660528,-15.825237366635921,1
China,203.16081121318507,B,-6.620130577079419,-47.34525377009539,-3.681560380658507,52.11053336117802,114.19072602659573,D,E,-257.0439020689835,-0.8769890632537934,1
Germany,77.20050087015646,E,15.116924409015475,-195.92119642677625,39.80913780514665,-52.68172271321395,75.09865829400579,C,A,96.01283988216258,306.5052930899781,1
China,-14.273157259652908,A,171.6249964228971,-46.78169665816197,25.947680836602437,-78.54273872377992,-98.25510287454694,E,D,-79.96933947496355,222.81846897316916,1
China,-116.56844290984776,B,-32.98981255453414,86.10950214510773,185.7620342471858,118.54104610031348,200.18599701907465,A,E,-26.339526843674125,-72.43833645130765,0
China,18.50125308298,A,-95.28392714615124,-190.06618928693263,33.0544049454826,-121.65102155821843,129.61369249230324,B,B,-131.9504490453388,5.991536657388434,1
Mexico,-10.797830207171746,B,104.37529877788725,-114.65079125833373,-44.05408163947971,-37.188852894807575,-83.66346940570737,C,A,10.896416951883513,-9.852602135602025,0
Other,13.677499356081114,B,75.95557631556908,-35.772902119580095,79.08468738991796,74.795876752343,72.9498654737361,A,B,-122.63066618972427,1.8197787124268365,1
US,99.16949231313433,A,137.6503169857794,134.3746557558874,79.02688894275822,-1.6709819751816721,11.326857544170462,A,B,208.41404063638387,-124.90450649678233,1
UK,243.87300189508076,E,44.87306674540503,135.50409120291476,-31.498540131738405,174.64674761281344,77.97730447546255,C,B,-56.104915372372886,-6.492730622850306,1
China,59.76877975795523,A,-118.7916497792707,-30.68313829575856,91.35461938478733,124.62877034043545,229.8948703778946,A,A,-107.13990022136954,-105.73778507015632,1
India,-2.3917691378788275,C,101.29806010003628,-78.41558231063358,-40.23297635533435,-25.723963350922286,83.93787139224791,D,B,145.54890480857756,-26.811768178777594,0
Other,-78.66084102862374,D,2.2633814394747045,-11.228909827611831,-45.55752384566271,50.20085118487735,6.860169720483264,E,A,191.33690656235945,7.099363577402938,0
US,208.44765254688048,D,20.16467821203043,68.20276324132506,-18.030264403588976,-71.38059059561999,-211.6834132557395,B,C,-1.4484723973800557,206.8038065513138,0
Brazil,-67.79640653202318,E,-103.45726859624935,-79.05935038390301,-33.0166963937294,-153.08731208004215,-81.32327318390891,D,E,-87.72829136873786,-115.38090352509738,0
China,-153.60313312869218,D,76.50247468007073,105.82788295340251,-13.963387979794728,133.10589180689863,94.81144267082378,D,D,-0.12027838986221814,25.003183099266106,1
Germany,-5.409798959004061,A,57.347618808543565,-107.36449797896326,33.64490603148032,3.7078170500261596,107.38532585342423,D,A,-39.948874782779235,-1.420826360712488,1
Brazil,-169.77254133478127,A,-147.60847497916185,-9.865501073279798,124.99350734270503,-144.28329913765262,-25.618174982045865,B,C,-176.83990884558506,157.27609834561179,1
India,100.17118188031337,E,7.4326430112590645,106.81321970451705,-143.6720922283658,73.74456675037997,104.998101799321,B,D,-120.53763231401706,-59.263348902591886,0
Mexico,97.12706275757378,E,246.3455168630012,-4.702881749842949,72.08513253488978,-270.7782707596939,-39.05699638920478,C,D,18.50772435452507,65.8497358272455,1
India,-61.17224588935165,D,65.90368711673119,-82.37765309977256,95.93803828931104,-103.23265459559632,111.04298422653373,B,A,83.110400329723,-149.2082936167552,1
Germany,-75.09615124942877,E,14.922466403520948,-50.60458265933069,-54.1874091580923,-50.537490663762306,-65.91086584030054,A,C,-22.19494265946405,-118.89281503916686,0
Germany,-13.866925749446807,B,-175.48248583288648,-10.773993183883059,-76.76905674580851,0.18324049476095516,96.69370044446526,C,D,-5.704909649341823,27.46250162394966,1
Other,-53.780292524987914,E,212.40056986407558,42.053125733576366,190.52141970817053,11.622501287119825,-92.25773349512936,D,D,46.51106234824318,-97.88182742429056,0
Brazil,70.35206923035827,D,52.628151590784,-97.46824627302976,-186.60541670787566,-40.29508875426258,134.90238352718325,A,E,47.21414315325409,-87.20348755228446,0
China,16.609874200566075,E,7.717401366524657,-180.24853172217007,-115.43784857813644,77.99334946156674,7.3765850551021055,D,C,-24.704109889462618,6.886330760915765,0
US,-60.06806225608571,E,-42.26855270287375,142.06264721590077,33.224667978862584,-57.12931249668198,28.410567185149915,E,C,34.95155698156772,39.2788073109035,0
Other,116.452871550607,D,24.691543714117596,166.95405608806308,-115.84265521603776,83.22991556419042,15.821003416412038,A,D,-37.38305172109644,-26.90549961745921,0
India,-5.8385143401957595,E,-48.10567259550999,51.73177914590642,28.638629938852585,112.99269399679,-58.026592078708205,D,C,141.37868183551575,-4.772161999387535,0
China,-105.57254192024376,E,-19.31704254712919,-213.09896234214443,-218.5150485035823,-32.720234033527696,-90.08601836721375,A,A,-157.32836541802484,87.1548895248796,1
US,158.7698522744044,B,-133.0549926692733,106.70193008473818,-153.45486341985594,117.91039477883135,7.871142398203403,C,E,-88.59357694089407,-33.803840773586906,0
Brazil,-118.31073800320682,E,-123.46773706275715,55.04514219845191,-22.030839598553303,54.468142668573414,20.662910235013975,C,B,-147.47117364751423,61.51768569361349,1
US,158.75317676835095,D,177.66856823505023,4.00802209048621,-160.02150232097006,-20.452004700657792,-116.25738176765925,D,A,59.37403395047286,-87.05684429940047,0
China,-4.663099632006917,D,140.53768991688077,-26.8251270961919,32.04601226573122,55.987817971998346,12.947328040869502,E,D,-55.63304498686846,-134.372967759017,0
US,-17.293800632889532,E,-2.7684161671269814,-68.78782860510965,62.20807594777603,-131.50783320063653,59.51225182451287,C,A,100.12009120204839,164.16605234808748,0
China,149.55141243151957,B,-59.09237222901049,-79.46466471983918,-91.70473760141682,-35.52469506481143,-11.857707847396902,E,A,94.1180813977293,-157.85790465198116,1
China,-58.08298436448824,B,61.15534629076469,-27.231982598356552,-68.51060803983916,38.34610223877106,250.94194272631532,D,D,4.924739809808371,-34.11415092387606,0
India,-154.85904300037902,A,240.3752095357422,30.2659748996279,-24.30129821696739,-154.3523890090684,99.11813244726238,B,C,-35.84260912904992,-11.631766679699473,1
Brazil,-113.57659047171825,A,52.93822064728033,207.99794184472935,-24.99694419382263,57.04894342469914,-10.02596644874259,D,A,37.04043388246834,81.13634348301242,0
Mexico,260.4411669570115,C,9.811029138910921,-6.285271329455834,-58.24101940955192,226.38028574270152,32.221422324563285,D,B,169.81806616244876,-51.265665076883906,1
US,-56.217356809624405,B,-153.1495725631738,161.40153766653725,-143.27962821446874,-104.36939838375727,4.286756973971569,D,E,159.39828967759325,-14.75641419691999,0
Mexico,-1.393466304913136,D,-124.54057655290987,-68.62417392248233,-31.02663638682563,93.24812616283322,2.7099637374789274,B,C,27.124126866144127,204.36577099897008,0
Germany,-83.68486320412822,C,-108.90990028902614,-163.33868566988102,6.581521212536577,18.208838293437694,156.50634383293226,E,A,314.5198373796383,-75.43745979078861,0
Mexico,-29.67430095148758,D,43.33797211337394,30.27774324551321,-86.84269408458152,71.99921466689625,-91.10649916253763,A,C,-50.06506607386111,209.42159154872107,1
US,-200.46474120934437,C,144.66884098591672,45.24941615462876,-99.3287020109946,-23.713856984072162,-85.91487590761,E,A,127.42716159486353,-11.720065945047597,0
US,-76.91180009646646,D,-48.33079592849002,30.78174466148993,-73.22081947549027,-54.83004479513831,3.4678004449417177,D,A,154.22695483025862,224.49215743728627,0
India,-92.27193969507849,A,6.0764026162920715,-63.86316361566681,9.609829877551391,8.510999927471053,74.58922395026659,D,C,36.9956869264075,63.69395321683457,0
India,-144.75331656581028,A,-43.881593139390034,169.6227562984421,45.71325232567122,73.49204972012672,123.0435977390717,A,D,126.43617785836815,126.85360052154002,1
UK,50.61703626486792,A,178.10704119553037,10.985078972361613,-2.070577285155467,-181.92618631482412,-60.05025438787916,E,C,-20.564719442818593,-10.010719664683574,0
Germany,48.72002576171502,B,121.53229424637031,121.84346159965341,13.769208517081363,46.7682944702471,-102.0508780207196,B,A,42.91542995158784,-134.07190083491852,0
Germany,-178.8367653369631,E,-150.90473071401368,71.24847170092555,182.1204570427738,161.20639318728345,28.924308364545798,A,B,-160.19418101859225,70.92583457837854,0
Germany,-60.50376000199043,E,190.36619833553408,-117.77955393270976,-64.81068443312526,41.08319780320238,23.658702929005408,A,E,29.41667566630669,317.4106492185893,0
Other,23.82660949744656,C,-140.22328686894144,15.45408398567258,63.33345640646081,-64.85103409542572,89.22139882953456,D,C,95.46128486525585,-30.55109725310406,1
UK,38.1106812378828,A,55.452705906849744,-171.94445827530728,-80.81117707159494,74.61896155658215,121.28231909134948,D,C,-100.27963660536633,-102.38633515785507,0
Germany,132.16183975925225,D,-66.32409953666017,24.839198954359805,-34.71429135942664,39.69234987505635,61.597948087202845,D,B,113.19860138437909,8.14460334233105,1
US,-114.7757480670666,A,69.82719651504333,-13.782488469980947,29.225012134287624,-57.738177960108096,-55.9842170016408,B,D,-24.224914364710315,7.527934440330775,1
Brazil,-181.5476769006454,C,148.61356090633438,70.04082364520323,-94.24215940010173,-21.55870926554685,139.4573358209953,C,D,4.846871841105189,-120.98391756279744,0
Germany,20.647483518710423,A,34.28580766934694,-18.955339273963023,44.19356555445597,21.839345447142353,-79.0446483800173,B,B,-35.56055422516134,-122.13490487638295,1
Other,32.86334317708203,E,-144.67220794624797,-184.94303479036535,-180.57063873618839,139.86275192196936,37.8857304403492,E,A,-83.80779514624884,78.52343427483017,1
Germany,198.20539132148264,C,-59.841869119496906,21.734824526280313,87.33999916873279,-174.1732551690815,-34.23230657952613,C,E,-145.68399364032012,63.515845539065886,1
India,-12.055262288007627,C,266.12295161032773,-42.74174030957107,135.9791461481341,-31.36735343313572,87.77389812077385,D,B,-18.74549260314284,39.33441434986222,1
India,30.67343324394869,D,-121.95060834764413,-70.50210543413638,16.641432481453258,-41.47664213261692,34.86202809187876,C,D,-44.11226466993194,62.82941798326059,0
Brazil,-89.60098005820348,E,60.13773964194835,-177.71578988079662,48.577195592813055,-200.0595714855815,77.7518603111916,A,C,-105.84060773999273,-44.61754775470279,0
Other,-42.17435273901586,B,34.36741500209731,21.16768972287186,-44.36706691290546,44.434527588110285,-23.04948189186839,A,C,-19.01386046914298,77.66290329346832,0
India,51.61952281974973,E,162.4925225569409,75.79189062289109,-102.81611249865546,-5.668278559397711,-69.7810297432256,B,D,14.606813837366978,10.685308763191106,1
Germany,88.44287739177489,E,109.3201914739522,-117.79120037040862,-14.967878355825926,-215.86839144739233,-19.52724910548961,C,A,-18.969915332990926,-36.4053122030471,1
Other,-167.68529559354994,C,-55.2581547907386,57.195753470229505,-82.29157177436504,-42.1085360598769,72.60957656372578,D,D,-55.59640206687113,46.48546818075358,1
India,8.696532069474875,B,-185.3766269708259,-149.79404456515832,58.94267331900037,-18.960149178889495,12.610020093416724,A,C,187.28678633842915,-168.6903541566644,0
Other,22.378104944980944,E,-130.9819084331751,4.8317965195638735,-33.56171075827523,21.73486082332733,-18.044363763393577,B,B,153.06390277801034,-93.55964474697475,0
China,20.452042974230785,A,2.1593283207937035,-95.66027305357252,-92.20528541871639,89.00946839419865,29.72066124481928,C,E,-68.54468589736541,-170.2886928059035,1
UK,42.84897651404456,A,30.956730360321217,-124.31699962234613,2.1645623036509702,-21.3180516804268,-5.91069478361007,B,E,-117.66588219564669,-4.488467066966562,1
India,-167.23724348139802,C,-13.277661852036879,2.8034277385015143,-19.04741357789601,-13.264441468368329,-132.0877579479214,B,A,78.5457944489326,22.932985889797646,0
Other,67.0359393054831,B,93.19864973971025,53.357978864558696,65.40822553405555,-85.2301832668626,98.41857052307824,B,B,77.52911496699303,-105.55995147909947,1
Brazil,20.868435354105436,B,59.6909004873673,-139.67859073376124,58.886460731275584,112.25301365649736,145.0088566425993,A,D,-34.14704262658988,32.112405663118814,0
China,30.112932136321767,E,-141.9128088614557,4.883816210996668,34.680157188754244,39.85796837004751,121.06444873501778,C,C,-105.61477816207554,18.44445380658709,1
China,-97.08981674711582,B,34.95048697933568,124.50181605568366,224.3552327517639,266.42109912521187,230.58207099496428,B,B,-69.7654505314843,58.633236010767384,1
Mexico,-11.241752563445726,B,-78.55863912073944,-147.19973206534044,-206.1598538400012,-172.7317641690105,21.6930869815506,E,D,-37.534029812242196,5.928237277765876,1
Brazil,23.518781422262624,D,-125.16515691167456,160.1983609764901,26.028418989721096,168.97426814407467,208.16602908681912,B,A,-44.75559893909898,-40.396416270435594,0
China,-73.79865281844583,E,-206.36986214892895,8.055881723502704,48.61176922111356,-141.11652385045056,44.41664649271978,D,D,-81.4585927022225,53.316893454456974,0
China,14.653064763350576,D,7.39383134005866,179.8331566957011,0.6314095333914771,-37.1490089978377,-136.35714603630217,B,B,49.99842937348906,118.6551831982839,0
Other,-28.954775951342317,A,158.12143842509553,-22.87338954688832,88.8486330168743,-136.5903238236175,-97.38561896547634,A,E,-57.302122829660064,60.90021110370344,1
China,-28.86913460852408,A,22.777490787146018,19.21805632565159,32.42134192644065,-159.69311774618285,12.913940331318576,C,C,0.6871065662829915,12.979433742337642,1
US,-70.7956427621605,D,-145.14452815219542,-0.4544848198923949,94.22616126469558,-33.16340225484963,29.07140441903516,A,C,111.07930202360734,-81.1240683095515,1
India,-164.65698351473463,C,17.910601395750707,1.7607087970919013,160.53186374162743,6.841713189751177,264.5868717566472,A,E,-23.03397782996923,64.32262871481227,1
Mexico,-170.6867057996837,D,-74.28426799106005,-11.41741148378884,-24.83806661876213,59.53139992371862,73.28732400947642,D,D,-130.18527215675752,-33.773219587736385,1
China,-198.6886468166442,C,-185.26614682997382,61.283380226118965,113.04521172782796,-13.52003398862708,-54.72057305941078,C,E,-117.10883736058122,3.362140519810861,1
China,248.41427173821307,D,-85.81251480451809,-8.874148345087173,189.16064370336787,-10.181479758699327,-114.35074695389822,E,C,83.7899709316337,-120.89528380374115,0
Brazil,175.4284193558065,C,-120.4442347729074,-28.6615873240533,-9.122981812840521,-95.2476959213939,-1.5262672700507145,E,E,-80.39822021579612,117.76646902282863,0
China,29.996749081341466,E,-238.43309123491179,-10.998837945905942,1.0975376946697648,-12.069328473146088,119.2058409536688,B,E,116.20037739877131,-29.887223731537205,0
Mexico,-256.0633979815487,A,6.253783010087073,136.78517314582936,-2.198187668618344,-104.09618272272239,95.25713802805113,D,A,-30.36657978136204,31.04481017498245,0
Germany,-31.5177862324888,D,-8.11837728634667,-103.86270525740503,-86.867235100429,173.17598855718762,3.086362223375095,C,A,-151.47336305382964,88.88762540242409,1
China,64.86357484174896,B,159.8647828477979,112.58797097859315,-41.77942880086542,18.9438635371267,122.49549713838144,E,B,83.68545320754656,-66.01586193634262,0
US,106.73431491174183,A,-64.4056610014661,160.6566098322101,-159.24862097877858,115.06755670298156,-65.20548057321643,C,C,-8.35048354360165,144.8418248994519,0
US,-52.84900423384491,E,41.89753791529961,-21.111767911450286,57.3179264740875,-162.54358162649405,-178.39064389536807,B,C,136.1613672351168,-44.681440849870924,1
China,-149.37275001024528,A,-85.03495264091498,166.61173863659852,-7.696390049110074,-21.63084103296889,-144.99715971858143,A,D,59.441643325233365,111.03155569392855,0
