nationality,military,orientation,Religion,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target
Germany,Veteran,Bisexual,Hindu,-98.48340685849733,-129.99958040123744,C,E,D,78.68800238340185,31.62611888419784,B,E,85.73665419580259,1
Mexico,No,Homosexual,Christian,-13.303549505178644,19.42031899622865,C,E,E,-32.56180910111885,-61.55489201094586,A,D,-137.7708477409075,1
Germany,Non-Veteran,Heterosexual,Muslim,-10.525099571156481,-6.9487916584879335,C,B,C,12.981312788886163,-82.62551238112135,C,C,67.57831791924785,0
China,Veteran,Bisexual,Other,109.02013818288734,117.890090439866,D,B,D,13.22107074797389,-60.716706931694844,D,D,69.27709692246964,0
Mexico,No,Homosexual,Jewish,53.69035463277171,74.57815822629476,D,D,D,157.18536680785894,-66.8785897111905,B,A,1.1476475627291616,1
Other,Non-Veteran,Heterosexual,Muslim,93.65087664528592,-111.78978766508918,E,A,A,128.76994307978083,-160.8928186785832,D,A,-241.10337183518152,1
US,Yes,Homosexual,Other,-81.03924371969032,-89.97601531434141,C,A,A,-83.77780628899188,-16.626164907850246,A,C,14.192864426879456,0
US,Veteran,Other,Hindu,-53.68817115454518,114.33475317320365,B,B,B,-167.59477174699813,295.00602025789084,B,C,-12.33154162126861,1
Brazil,Non-Veteran,Bisexual,Christian,-74.934093408866,90.75770166795002,C,B,A,212.05563488698184,-5.638714557573684,D,E,-81.76143973526972,1
US,Yes,Bisexual,Christian,281.5487254001023,-109.66333503311691,C,A,A,95.60358390709321,-3.223920579754877,C,A,-20.137825456427745,0
Mexico,Veteran,Other,Other,147.8210471796264,-101.32816065911116,B,C,C,-132.63264617201094,2.7807597282611196,E,C,-81.37310480604523,1
India,Yes,Heterosexual,Hindu,-131.36327819049205,96.92682108738629,B,A,B,-88.5471115963206,-15.748991423026348,A,D,112.16223450515844,1
UK,Non-Veteran,Other,Other,-149.74583366376743,94.2468546378406,D,D,A,-72.56761680668198,14.334441425960467,A,B,9.219874930661804,0
Mexico,Yes,Other,Christian,25.05884534472883,-2.7973769558132555,B,C,E,149.12005298107226,8.133033590754346,C,D,79.97016501350049,1
Germany,Yes,Other,None,57.47344303785024,69.2776956076865,B,A,D,-59.62963726952372,136.2541935665375,A,E,-191.1647800806193,1
UK,Yes,Other,Muslim,63.11944838766276,-96.52102115321168,D,D,D,-51.47260727077039,-91.8509105147082,A,E,29.50696926953937,1
Mexico,No,Homosexual,Other,87.5634753624762,-79.82353329968682,C,B,B,170.5141952690839,-76.6700930243522,A,C,16.161022456663908,0
UK,Yes,Homosexual,Buddhist,26.45520110825041,-5.007212938580756,C,E,A,-1.8628105220269184,-95.59840628180906,A,E,3.3461267409467967,0
US,No,Heterosexual,Muslim,-26.88832761748325,-30.501009835535488,E,D,D,100.48548949343403,-90.16259297006677,A,E,184.24194053464896,0
UK,Non-Veteran,Homosexual,Jewish,45.078012494578736,4.442327953365914,E,A,B,47.75116695770027,118.1201528353438,D,B,156.92924693619753,0
China,No,Heterosexual,Buddhist,-74.80825469904933,32.55171462326808,C,A,E,-75.32747741067692,118.2011109358854,E,D,-117.09303083040163,0
India,No,Bisexual,Other,-35.31760755034425,-16.762306731983077,A,C,D,189.08158871808624,52.76778699307501,C,C,-1.1253305514847367,1
Brazil,Yes,Heterosexual,Christian,87.56843301846867,-39.17990728591826,C,D,D,104.18346796639395,114.76886339907925,B,E,-57.24732141211242,0
China,Non-Veteran,Bisexual,None,286.8110953710525,-102.75735486446189,A,E,E,78.52849702394975,20.385531208224716,A,E,43.430788141943495,0
US,Veteran,Bisexual,Hindu,-140.88229594769243,-193.29343765016537,D,B,D,-208.65294410153737,61.863325746506284,C,C,-43.38683377700759,0
Mexico,Veteran,Other,Muslim,-40.03223293852237,-83.88162654345646,B,B,B,-31.47549218348429,42.68194728106681,C,D,-9.907331928955003,0
Brazil,Yes,Homosexual,Hindu,74.69375425335367,85.23495279273183,A,B,E,14.586967487500907,18.70076851880447,E,A,57.509714670973565,0
Germany,Veteran,Bisexual,Christian,91.01048956938669,14.960501160772562,C,B,C,39.90932142846798,98.44390078690358,C,E,-94.18025116476981,0
India,No,Bisexual,Hindu,-30.468501967305144,1.1605413840346028,B,A,A,85.06124144333647,-73.13499619111069,E,A,127.01373931423423,1
US,Veteran,Other,Jewish,-154.60405944570414,83.90580282058544,D,A,D,-49.57490912433273,-165.81650295979753,C,E,71.35339194639337,0
Other,Non-Veteran,Heterosexual,None,2.345186162203712,32.015004786003345,D,B,B,-106.22221490569643,-23.97688224524095,E,A,-20.59567301740967,1
US,Veteran,Heterosexual,None,-5.2248052764010025,218.252077324242,C,A,D,66.96487696912118,10.104443821650296,A,C,18.263962504603267,1
US,Yes,Other,Jewish,-52.31299925973081,-18.06135581003155,C,A,A,89.99235590132655,-113.97487072106571,D,C,-71.97271484908035,0
Mexico,Non-Veteran,Other,Jewish,-68.08987849146035,73.72540339322735,C,A,A,-1.1278988420419758,80.33809218592106,C,D,-235.9314942797718,1
US,Yes,Homosexual,Christian,-63.51475017658168,-34.639810735306156,D,C,C,-75.28514549689321,111.33701266414604,E,D,130.37389658578067,0
Mexico,Yes,Homosexual,None,-26.747166169912667,10.251732649781067,D,B,B,42.79000102701237,87.52932243893494,E,C,5.896685965511292,1
Germany,Yes,Bisexual,Christian,-124.62079366266762,-143.51899771996386,C,E,C,-50.856623679806226,78.416350000545,B,E,-56.083594792879786,1
Mexico,Non-Veteran,Other,Jewish,-37.14813564370384,37.481456148738694,E,B,E,110.52458756934887,-109.27336523936503,B,B,10.388429974675248,1
Brazil,No,Other,Buddhist,-34.79022767976354,99.25841603037703,B,E,E,-230.76961688157485,97.82635745187986,A,C,-9.657658861728052,0
Germany,Non-Veteran,Heterosexual,None,19.02480101072265,118.68654509835694,A,A,B,-63.94769286233105,-73.40951346340495,D,D,-97.82451062264914,1
India,Yes,Heterosexual,Hindu,221.7972392373203,-93.98728623708892,D,E,B,-55.19202302255572,-112.54510989561084,E,A,-17.527443411614946,0
Other,Non-Veteran,Other,Muslim,-22.067063259069037,-2.2857092800091277,C,A,B,-38.38455199246552,-37.07056483841282,D,E,-245.21977150104348,0
China,Veteran,Other,Buddhist,155.17018625486347,109.14444594260158,B,B,A,-56.451627026245866,-100.62395441285562,E,C,63.964882144382116,0
US,Non-Veteran,Heterosexual,Hindu,-160.0887202731117,190.03734871931815,B,D,C,-101.12217751091288,-99.45448534727403,A,A,94.01445495986238,0
Mexico,Non-Veteran,Homosexual,Jewish,21.807138552283277,-22.429990018595063,B,E,C,-155.1723115463319,-131.5986624027559,E,D,133.58120636164637,1
Other,Veteran,Other,Buddhist,152.64452883739057,-124.31754321983458,B,A,E,62.17509286890063,16.623056876479737,D,C,3.069542631850155,0
Brazil,Non-Veteran,Bisexual,None,26.870653455370103,6.650457265416667,A,C,A,-35.137545255653635,-146.16696335988598,D,C,122.89064097208329,1
Mexico,No,Heterosexual,None,32.77915929375999,-46.998313142135764,E,C,B,-41.38256761725606,44.106201142368654,B,A,-121.14040689450016,1
Brazil,No,Homosexual,Hindu,268.31220513656217,77.02267839555294,A,C,D,158.86650864574855,12.51133750305787,B,E,51.34315459352526,1
Brazil,No,Homosexual,Christian,-5.499810078547123,-90.48699453643158,E,D,B,107.32368172250474,3.0555584028210245,D,D,-59.490425973916814,1
China,No,Heterosexual,Other,15.872404255802838,-95.11443098463067,B,D,D,-45.67311066369372,-99.3041588996301,B,C,26.98640673160374,1
US,Yes,Other,Buddhist,-134.41889532266975,-56.55870485995869,A,A,C,-56.013219362798516,-46.85395764360029,C,C,21.901256241235664,1
China,No,Other,None,-165.51483352171775,5.555619833859162,B,D,A,-235.10825059631927,12.0060843184326,E,C,43.894057430933906,0
Other,Yes,Homosexual,Jewish,163.3979892692345,-77.60877929584032,B,C,C,48.2428721359705,13.615984962728254,D,C,20.048579624125964,1
Brazil,No,Homosexual,Other,155.6369721328842,21.746325497198647,E,C,D,83.02887727665517,-1.8524452780249872,A,D,121.62587328165509,0
China,No,Heterosexual,Jewish,71.75759008118416,-5.922363173240757,A,B,E,-118.9346566370036,-92.51582904910633,E,A,-204.60421718444323,1
US,No,Homosexual,Other,-4.348623573962488,21.093708765966472,A,B,D,-33.293815247702014,-182.22170342415438,E,E,-60.497188448270045,1
Brazil,No,Homosexual,Hindu,-94.25048540611346,30.631902306403376,C,A,D,94.84551884549406,18.23024662146286,E,B,-63.3247139165728,0
Mexico,Veteran,Bisexual,Jewish,41.50933726940611,-47.53225898588387,D,A,B,12.31785344931637,-111.98613436133311,A,E,-11.811071197294467,0
US,Non-Veteran,Homosexual,Hindu,38.72148031238328,-16.977047316087432,E,A,C,-81.5912238434103,-30.573459972014046,E,B,62.51251695207759,1
India,Yes,Heterosexual,Buddhist,6.0499775184032885,-74.60751542566213,A,E,B,-13.419906548340682,32.635470945771836,B,A,17.206481964847352,1
India,No,Heterosexual,Christian,-20.211105703128737,54.51204497155282,D,C,C,50.960209755996864,213.5007948520237,C,B,57.486405373356256,0
Mexico,Yes,Homosexual,Christian,-25.430997996184306,-58.58038070192432,D,D,B,59.41761966723761,-93.63841672305317,E,E,75.52077062661536,1
China,No,Homosexual,Other,-14.950307944717093,-33.519622246627286,E,C,E,-49.43989004625814,119.81222757596093,C,D,8.311089639913442,0
China,No,Heterosexual,Muslim,-39.64457400135552,166.26265130269803,A,A,D,121.78699881804388,77.50931083950314,C,D,36.71145014356124,0
US,Non-Veteran,Homosexual,Buddhist,54.82919348687806,-94.54355220529148,A,B,E,-11.312149463805092,-49.761614663281456,C,D,62.916192763436015,0
Mexico,Veteran,Bisexual,Buddhist,18.135281289516747,13.983631732131045,E,B,D,48.66895157770338,-102.63101614363246,A,A,-79.73300092458696,0
Brazil,Veteran,Homosexual,Jewish,-125.76419221877997,-66.58883713982877,A,A,A,5.538207745796055,134.0644571948395,B,C,27.11111881045757,0
Brazil,Non-Veteran,Other,Buddhist,-24.5450319008002,-73.43388964576093,E,D,A,29.790936334023332,100.10519448318855,E,B,-141.61634989684347,1
Mexico,Non-Veteran,Heterosexual,Buddhist,-28.783267314247457,-123.50218214618698,C,E,B,-17.001856721229128,96.38178964726485,A,C,-96.39726882383233,0
China,Veteran,Heterosexual,Muslim,-22.113816821994156,76.46651789895785,A,C,D,-100.18489998608531,-2.136652702868651,D,A,-63.182491573469754,1
Brazil,Yes,Homosexual,None,101.42507619506314,100.40465913193937,E,D,E,160.73215642174964,-87.79622347758365,D,A,50.52425815923052,1
Brazil,No,Other,Hindu,109.72613636256855,15.227553724851331,C,C,C,142.07699885288037,160.07936892491904,D,D,-229.80860832819437,1
Brazil,Veteran,Homosexual,None,51.32935001075709,-47.186988555491595,B,B,D,-69.9600375378924,80.24196689369201,A,D,-37.26370979144805,0
Brazil,Veteran,Heterosexual,None,99.9456436694725,13.139699782378209,C,D,A,-18.17742116710827,-3.084851787013023,B,E,-37.83292823522218,1
India,Veteran,Other,Other,-51.12692870987654,84.3938117313526,C,C,C,-48.22237519206743,43.09919324337325,A,C,-12.094659846376796,1
Germany,No,Bisexual,None,55.95819960151856,61.120516722172226,C,E,E,-17.999078380641688,-82.2801869129566,A,E,68.68034210732242,0
Brazil,Non-Veteran,Bisexual,Muslim,5.831239393192527,73.16957404850703,A,C,C,-81.72161046351228,117.24420819374923,B,A,57.87279507469283,1
US,Non-Veteran,Homosexual,Christian,26.911475545214987,-167.9651444089135,A,C,C,126.90638004593518,-10.13656128377529,E,B,81.84274427197117,1
UK,Veteran,Homosexual,Christian,163.56845742456892,121.69025638853216,A,C,A,269.3303854054828,35.337770564517726,E,E,-13.513418547661171,0
China,Veteran,Other,Other,-114.76718850696253,-76.74470945940195,B,A,E,199.3697429337284,-40.93431398808414,E,C,94.57999754793049,1
China,Veteran,Bisexual,Hindu,-51.076128874059776,-210.6347579211848,A,B,E,369.48967249032165,-5.199353671577011,D,D,-87.36418246870353,1
China,Yes,Homosexual,Buddhist,-120.64707613239261,-63.180890453117854,E,D,B,-120.48678199028635,161.6612843121724,E,D,29.786154178435133,1
Germany,Veteran,Bisexual,Muslim,-64.28161865156127,14.590772292936064,B,A,B,71.94018636780666,-0.42375648322662895,E,A,-20.901747115042102,0
Brazil,Non-Veteran,Bisexual,Buddhist,20.62369031524299,142.34844865458692,D,C,A,150.1274399568352,75.00741243803286,C,C,-5.911967359655022,0
UK,Veteran,Homosexual,Christian,-37.98422170004493,-74.32314933935123,D,E,A,-73.85523173639189,22.425412860850273,E,C,-78.563248119443,0
Germany,Yes,Bisexual,Christian,-36.89749570338995,-196.06334968569155,D,D,C,-278.29975236216217,-1.9376158201771645,E,B,-98.02168324581987,0
India,Non-Veteran,Bisexual,Muslim,155.2296311382982,-51.95329770319166,E,D,E,39.37339993315187,41.2229090635973,D,C,71.77445873939573,0
UK,Yes,Other,Christian,93.74666223107376,-159.88884602590156,A,E,B,51.122739366514345,13.244643396021633,C,A,15.3869162768618,1
Germany,No,Other,Jewish,-21.37275379618802,54.38899166978004,A,A,B,-183.1287758688558,47.05315970885604,C,B,20.217647844294852,0
US,Non-Veteran,Bisexual,Buddhist,49.42633029481752,46.460911988279705,D,E,A,187.33943109243748,144.0110198690292,C,C,-34.52205311870766,0
Brazil,No,Bisexual,Buddhist,-9.317651828405458,48.29239636068795,B,C,B,14.173846230273496,110.53254196000827,D,B,-79.85669485338656,1
Mexico,Yes,Bisexual,Hindu,253.4701282990754,-18.99570905792206,C,A,D,7.0356961325397425,135.27268451045433,D,A,-83.92386338090502,1
UK,Veteran,Other,Hindu,37.87694180644577,95.65419116664907,C,E,A,-11.871789050281008,83.3258601338004,B,B,74.12288017784529,1
Brazil,No,Other,Muslim,-112.43495630335131,-104.61174712953265,E,D,D,24.541368642156506,-71.67655973121153,C,B,-111.66480715709768,0
Other,Veteran,Heterosexual,Muslim,-14.436834491194967,128.10297041626333,C,D,D,52.826636524756374,-73.65266901220538,E,D,-72.20332714222104,0
India,Veteran,Homosexual,Hindu,50.69149610617397,11.103012020791049,C,E,B,298.58191789963564,10.632917725359496,E,A,131.2267201970894,0
China,Veteran,Homosexual,Hindu,-32.17316326008618,-35.86364525407998,B,A,D,34.66639777121486,-73.48830736323575,B,A,-35.90678747991798,0
Mexico,Non-Veteran,Other,Other,99.98239240352896,-90.3412382967046,D,E,E,86.98061136256422,-91.27725616128455,E,B,-227.35723934754284,1
US,Yes,Other,None,40.6257919866226,-43.67796264589337,A,B,A,149.25850264753896,-7.318950419942405,C,A,-103.03474792870853,1
China,Veteran,Other,Jewish,77.32308746344417,75.59100175377648,C,C,A,-176.10019732098763,7.184628176427224,C,B,135.23310085956825,0
UK,Non-Veteran,Bisexual,Buddhist,-124.02409209501761,76.41021548220897,A,E,B,-166.1744483578164,-100.05752968154023,A,C,-17.143953472942723,0
UK,Non-Veteran,Homosexual,Buddhist,41.32926495869373,-80.97545772986983,C,E,E,148.18485948628398,-1.483959958766152,B,C,-66.0909568610293,1
Mexico,Yes,Bisexual,Christian,-156.77635661899444,-18.02383044565295,E,C,C,56.20687771208544,-82.46118502354066,A,E,-18.418313646143474,0
US,Non-Veteran,Homosexual,Buddhist,-17.229554883663393,213.0696733437655,A,D,C,50.16833384102792,51.55222663220136,C,C,56.19999373310278,0
Mexico,Veteran,Bisexual,None,-84.34721793214874,-44.8603039755039,A,D,C,-57.41808139198547,14.876777236479652,A,C,-97.73928701455986,1
US,Veteran,Homosexual,Buddhist,-72.17493208168815,173.5549404987811,B,E,D,-63.39016457276383,41.5207866565508,A,C,46.67181455621808,0
Germany,Non-Veteran,Heterosexual,Muslim,-36.636392731454045,-25.715277760626293,A,C,C,9.337003293772083,-210.9774038442744,D,E,111.94562860812789,0
India,Yes,Homosexual,Jewish,47.18973036314536,117.49589842982205,A,C,A,-0.5543826731607944,86.7015673263501,A,E,17.49045364512985,0
UK,Veteran,Heterosexual,None,-22.382360801536446,205.39218657156874,C,A,E,7.84301791351478,-93.12029472046738,D,C,-85.59301264873987,1
UK,No,Heterosexual,Hindu,124.29769385051006,-38.69105103067257,C,E,D,-18.666566744154984,188.7402123599335,A,D,-38.36457813585468,0
India,No,Homosexual,Buddhist,-143.44847973054152,35.14813868444718,A,E,E,72.23359287061342,-166.2779666083259,C,E,18.74191982973913,1
Brazil,Veteran,Homosexual,Hindu,-70.05680289256826,-100.02418166874334,B,D,E,181.9720530653388,-3.341832711052222,C,C,-117.8546229522256,0
Germany,Yes,Bisexual,Jewish,-25.179331609231852,40.872946691022634,C,A,A,-51.36459063213075,128.12910127162053,E,A,-82.46968169446806,0
Germany,Non-Veteran,Other,Hindu,-91.90773748714062,55.00014908068791,E,D,A,28.21649472118854,157.899670807787,B,C,20.715580180448747,0
Brazil,Yes,Homosexual,Buddhist,-137.63205403472077,196.04951360966217,C,C,D,-49.24410631355514,204.117765319502,A,C,68.4452418085994,1
Mexico,No,Homosexual,Jewish,154.31832576488992,48.61680227954792,C,E,E,80.17399619174194,92.18112615841527,A,B,-67.51668608482021,1
Germany,Non-Veteran,Heterosexual,Jewish,-50.96679029410727,-91.44343749240008,B,D,D,79.10395779165759,41.523496645481515,C,B,29.773083860965016,1
China,Yes,Homosexual,None,142.09569299851174,-249.9337145878462,B,A,B,-35.07513532456662,37.68039285850745,D,A,-254.32595879930534,0
Germany,No,Heterosexual,Buddhist,-106.53803722181183,-51.609343293288035,C,A,C,-105.61688484864165,69.82414070890881,C,D,-20.511054657820832,1
Brazil,Yes,Bisexual,None,119.1689144882042,77.77285997249848,B,C,E,6.550961050028015,78.41428412576293,C,D,33.945939592150424,0
Germany,Yes,Bisexual,Buddhist,0.2606055094629588,205.08799352175123,C,A,A,5.322648347532892,7.219148807589685,A,B,-88.49259368282691,0
Brazil,Yes,Bisexual,Muslim,-12.855078070217344,-12.643508821897736,A,E,B,98.32217468162912,150.15624825144218,E,E,9.088749097937047,0
Other,Veteran,Other,Buddhist,-90.52755182428132,18.373473007676782,D,D,C,-67.79102956642981,46.012575738257624,C,E,-16.529370265052552,1
China,Non-Veteran,Homosexual,Buddhist,19.570843521526765,-124.25090748367778,C,D,C,-30.514571192809708,-58.42182388767762,A,D,-10.225722979659297,1
UK,No,Heterosexual,Other,47.17279474205298,-24.818462426434802,A,D,D,149.04162112581253,-118.24601685116936,C,B,53.197109854634085,0
India,Veteran,Bisexual,Jewish,22.421374751104903,74.97773560810897,B,C,C,-36.6827877876619,-145.94401791597988,B,B,110.08210570160537,0
Other,Yes,Homosexual,Christian,-13.623902217775441,-58.64259180166469,B,B,C,-183.13848035258138,220.58416143462668,D,D,-44.23288487472433,1
Mexico,Yes,Bisexual,Christian,-10.340301714892178,-210.3310835383376,A,D,C,64.5933600593676,-156.24882158699057,E,B,-54.80491477272448,0
Mexico,Non-Veteran,Other,Other,43.28949461456345,139.79182532826837,A,E,E,-71.51713090388331,-118.86791070200458,C,B,216.70578292770327,0
Germany,Veteran,Bisexual,Hindu,173.1457778549855,-59.97552407309207,A,C,D,-78.06637376463443,-114.93453615865673,B,C,20.12168646220917,1
Other,No,Homosexual,Jewish,63.02057417440777,34.64417961073571,B,E,D,-91.55293636505638,116.71119642554042,A,E,109.22911499336941,1
UK,Yes,Bisexual,Other,-74.4517083008282,-160.11451610808456,D,B,D,51.62061834728887,-182.3569355202887,A,E,-98.4729231252157,0
Mexico,Non-Veteran,Bisexual,Other,74.45864728500776,-82.91597874244691,B,E,A,-36.74653460334362,-125.62164559802464,C,E,-25.231482627711188,0
Mexico,Non-Veteran,Bisexual,Jewish,-107.08627857041431,4.682092291402369,A,C,D,151.73797533196588,-229.81036810888673,C,D,177.07593035816785,0
China,No,Other,Buddhist,77.05411566265732,96.4475529991095,C,D,D,9.945311641645292,-72.24180255415101,D,B,-184.37594062885594,0
US,Non-Veteran,Bisexual,Buddhist,-113.37572789573301,15.884759099837956,E,C,C,20.355497651330552,20.862479269849953,E,C,-16.122291083374012,1
China,Veteran,Homosexual,Buddhist,-31.640000706421816,-66.28993122260056,E,E,E,101.7787739751438,-27.241939078669514,B,D,-82.61140843278214,0
Germany,Non-Veteran,Homosexual,Jewish,-149.9450409557578,-6.074151083598702,A,A,E,-36.47411290137917,-73.63139354401035,C,E,-139.13704198140155,0
UK,Veteran,Bisexual,Hindu,103.18109123368058,-160.66502861308794,D,A,D,6.042523665199175,16.577893334561665,E,B,23.303463064052128,1
Germany,No,Other,Christian,-59.77930232704291,15.406169237955808,B,E,E,7.0089354689695735,25.682576904969924,A,E,-60.41421000089624,1
Germany,Yes,Bisexual,Hindu,-43.51288108560624,59.92860673648514,D,E,E,236.03946410698939,-29.621070905072333,C,C,13.454907565875251,0
Other,Non-Veteran,Other,Other,122.69619859322131,129.38207718756343,D,A,A,40.513388535557056,11.119728622060016,A,A,128.06850558196828,0
UK,Yes,Heterosexual,Hindu,-95.94621164038523,-37.71283383443659,A,E,E,179.9619431074655,-201.301777671193,A,B,94.73118063372787,0
Brazil,Veteran,Heterosexual,None,48.438150731293405,-156.30318686954053,C,C,C,46.91553335399456,143.1406303250705,A,B,-63.41648684192936,0
Germany,No,Bisexual,Hindu,-5.295890018440431,-41.323414664024455,C,E,D,-134.60615900733495,8.742552967143116,D,B,-27.0973062013947,1
Mexico,Yes,Other,Buddhist,94.33225500402239,15.282742666378946,B,D,E,-22.021735024745375,57.927917697276854,B,B,56.12719363820599,1
Germany,Veteran,Homosexual,Other,-57.53949632188433,-17.3993444592066,A,C,B,40.934284041936955,-56.913518319731125,E,E,-150.9426414994775,0
US,Yes,Bisexual,Buddhist,58.86338136418703,94.95631493343136,D,B,E,-26.697723273150025,48.983383665635785,E,D,-99.70158696339391,1
UK,Non-Veteran,Homosexual,Buddhist,56.89137760873675,-6.852978915654704,D,A,E,-124.41125336687658,11.211255131745798,E,D,216.68674131677744,1
US,Non-Veteran,Heterosexual,Buddhist,-8.592698464204423,28.29084425756202,D,B,D,-76.11565001611893,215.50330996216357,D,A,93.43066799701184,0
India,Yes,Bisexual,Jewish,109.10416044772606,26.03350564270733,A,E,E,-184.7793898737232,-69.42567886283466,D,A,59.689144077751834,1
India,Non-Veteran,Other,Buddhist,98.33837519233235,58.876419580334705,B,B,A,50.11414172507709,-20.716920550068544,E,A,30.540695726203154,1
India,No,Heterosexual,Jewish,143.6822809287148,-7.153607392328891,B,A,A,34.733336636619846,19.260313890059123,C,D,74.18190160578052,0
UK,No,Other,Jewish,-45.06333292214039,4.231302238576749,D,A,D,-85.46227975045625,-8.286731517411669,E,A,-91.2450908349337,1
Mexico,Non-Veteran,Bisexual,Hindu,-79.43500628625607,-55.200285704590414,E,A,A,0.7544339313821592,-122.94657163197384,E,D,60.40847618460414,0
India,Veteran,Heterosexual,Muslim,-177.19795890196633,-165.7442045605915,D,D,A,3.672820223408197,16.061635249734387,A,A,-7.841261286514291,1
Other,Veteran,Bisexual,Hindu,25.864576128395207,-162.7781561573997,A,E,A,273.9544986323983,-55.24743010623558,E,A,51.70235656079891,1
Germany,No,Bisexual,Muslim,-28.154922790285557,-33.20598348179842,E,C,B,55.257070542673034,1.5578812679068659,B,D,13.358996925421756,0
China,Veteran,Heterosexual,None,28.581124206966553,-65.73462022066177,C,C,D,127.77524958457775,-125.05134882276825,B,E,-41.87788593170886,0
UK,No,Heterosexual,Other,19.539757438422534,39.91920426179988,C,D,C,34.533406558204106,-42.555278615837835,A,E,82.97933229778948,0
Brazil,Veteran,Heterosexual,Other,41.252053183486666,137.59881439236702,D,D,D,-13.36530068613011,35.41871674957197,E,D,120.1819295362575,1
Other,Non-Veteran,Homosexual,Hindu,69.0587118045701,-43.47563628837256,C,B,B,29.967129726827523,0.9612708863768589,A,B,-90.98319830885526,0
Other,Non-Veteran,Bisexual,Buddhist,46.94185272443631,15.535835899520803,A,B,A,17.89196430409967,-14.79708127056093,E,E,-93.685594568849,1
Other,No,Homosexual,None,89.85414609711236,38.93052110542295,D,E,E,67.56490486135269,81.67677881586775,D,C,-188.4744877799462,1
Germany,Veteran,Homosexual,Muslim,-201.37437798318675,3.87092671548225,C,E,B,5.870157547100073,-41.44640085885878,B,A,-14.968730240486641,0
Germany,Non-Veteran,Homosexual,Hindu,14.717769544758399,153.4155414593409,D,D,D,-31.0386159126882,136.76041132728685,B,D,47.42238393078431,1
Germany,Yes,Heterosexual,Jewish,139.35301514674015,32.18122132187605,C,C,A,-21.208796720464072,-30.270980217677362,A,C,-42.42338663761453,1
India,Yes,Other,Muslim,-171.52178343791797,-203.82840856054432,D,C,E,226.8057105787543,-44.81069906440517,B,C,19.979985947408903,0
India,Yes,Homosexual,Hindu,-79.50363923871929,41.79709851772402,D,A,A,113.61156190134942,-167.99587935535632,A,B,-14.401403053127702,0
UK,Yes,Other,Buddhist,-24.42240694747345,139.78786203222256,D,B,B,-69.94328547181081,79.84990779868035,A,D,-134.73397916414353,1
China,No,Homosexual,Muslim,71.42567776054634,68.77802077520802,B,A,E,-61.67949754437559,67.59022453480087,A,A,178.4775610106054,0
Brazil,Yes,Homosexual,None,187.20721682399258,-35.536482185323656,B,A,E,-195.31451519842764,-5.231523345132691,C,A,-72.8959388418965,0
US,Yes,Other,Hindu,30.484226901154287,5.129123309284357,D,A,D,5.586102615375402,-119.3291267481811,B,A,98.22489395370484,0
Mexico,No,Other,Christian,-33.23411173065871,27.76000371508907,E,A,D,-56.10008460013982,170.11365575753305,E,B,6.410628061431992,0
UK,No,Heterosexual,Other,-23.107567396162498,42.31275929462552,C,B,B,65.34957151499971,-202.34201819903075,B,A,-78.24892097867057,0
China,No,Other,Buddhist,-80.5166842836606,50.34139326299507,A,C,D,-32.99175696339092,62.856435779837426,E,B,57.90311293368446,0
China,Yes,Homosexual,Muslim,13.695026391876628,-4.982094261098053,B,A,C,163.48375790531776,-47.29600374049795,A,C,-80.72735798035337,0
Germany,Yes,Bisexual,Hindu,-36.9224615198627,-17.563817267371395,D,C,D,-70.56626559206887,4.620303745743423,E,B,-174.51939885645479,0
Other,Yes,Bisexual,Christian,125.84818690173121,117.7394148913802,B,C,E,-126.70881391998157,51.08274760493149,C,D,-43.47127691583354,1
Brazil,Veteran,Other,Christian,86.08913127585109,167.99823411840475,C,A,D,-53.29310804330147,-183.036110306023,C,D,0.4157546392604967,1
China,Veteran,Other,Buddhist,-69.9531658747535,-239.50771981137427,A,B,A,84.71691723315192,-145.2967132354903,B,E,-13.010741705964563,0
China,Veteran,Heterosexual,None,206.4985421775273,-260.9254939604968,E,C,C,-66.81094146599543,-186.71734016327468,D,D,94.82087160494777,1
Mexico,Non-Veteran,Other,Muslim,-55.83451027533496,57.9844252449943,D,D,E,9.071754511224556,49.99343177074651,A,A,-105.78976514751308,1
India,Veteran,Heterosexual,Christian,-25.582940155513505,126.86920774608478,E,C,A,-101.48547006455637,-83.54585449780828,A,B,101.74845294282062,1
China,No,Homosexual,Muslim,-15.415656962257627,-71.20826944905161,A,A,B,-47.865787762396145,-106.48560146662156,E,E,-69.26495213582092,1
Other,Non-Veteran,Heterosexual,Muslim,44.40272542921768,145.87769849716278,B,D,A,113.39922244837204,54.15450420553981,C,D,-129.27441726089725,0
Other,Non-Veteran,Homosexual,Muslim,7.179699694690654,-101.04085681631705,A,E,B,-126.74662775745904,8.76430614431072,C,D,-29.553529287093173,0
UK,No,Heterosexual,Muslim,-135.6480801913226,-89.86359390253877,A,A,A,-49.35451190081097,51.64020146892106,B,A,141.95652284225272,0
UK,No,Bisexual,Other,33.413466290991195,-18.666721475752095,D,C,C,37.648366190701964,-116.72137347299977,B,B,-72.89879583452863,1
UK,Yes,Homosexual,None,-70.1730835099243,-32.03899051306478,D,E,A,-64.13652686076382,162.77308675783587,B,B,21.463967810562963,1
