country,Veteran,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,target
China,Non-Veteran,C,A,D,59.738576926572904,-221.6460337935098,C,33.20094726577595,104.33274077827046,112.78346721214207,B,C,B,E,-141.29666538456496,5.654424968781027,-21.41819454877479,133.30922821203427,0
UK,Yes,E,D,A,29.414912011658238,-39.9500785713392,B,-4.14864589409999,25.548005892228836,-66.42193788357088,C,E,A,B,110.35472318586388,-18.700919421430413,201.13968503435987,-89.2674819263116,0
Brazil,No,C,D,B,-54.623546151233796,-97.70733025972854,E,15.612759593076742,-19.728693242200805,-16.904523890303317,B,C,B,A,-40.800549919121934,10.032822029157023,158.84525286529146,-86.72637588023817,0
Mexico,Yes,C,D,D,-33.89456721087691,20.249772263514018,E,40.16452466167185,17.88486300630181,2.9614990344348846,A,B,B,D,-72.2007606708973,30.969500008200086,-128.39179875394638,96.20932865963296,1
US,Veteran,E,B,C,58.2244772457974,-161.91722839730863,E,-37.80405386601982,97.64544661549364,-62.963598756600035,E,B,C,B,-18.243621868271305,40.61070213905967,38.80377649692958,142.18266587626076,0
Mexico,Non-Veteran,C,D,E,116.20216829478164,88.45119205374755,E,25.126031451474475,63.423361667598364,106.62832941645064,D,E,E,E,97.38359394274401,89.62284857433275,-84.57082511753401,-151.70349305798544,0
UK,No,E,C,A,-44.0972657353825,-121.01366784415764,A,45.14376170618674,-216.18457021589293,-23.270929308596795,E,B,C,B,-123.43756426685184,-120.42727187142145,-18.651235837674253,-78.34998937299477,1
China,No,B,D,B,-21.312685667020787,-136.55681769333248,D,-55.66656465632375,112.7940426837657,141.9614696148745,D,C,C,E,47.35404244524762,-142.17586934052446,-34.880955869894876,-39.97325239756857,1
Mexico,Non-Veteran,D,C,C,24.514888908398405,132.00956986235545,A,209.31765728161955,8.735361853420645,-10.400515863900651,C,E,B,E,-146.07205888685417,3.116061612075365,-10.804554316023781,-22.9959896792759,0
China,No,E,C,A,-183.8727532504017,-80.8316838678047,E,-69.52103583973891,118.0529147839374,-22.82830153754154,C,C,A,C,-3.535959688581684,75.88535721406816,-58.176479570335815,-174.98873907577712,1
India,No,C,D,E,-81.03478818103443,-4.865092587559831,A,15.03955279801151,-87.16065896721035,-105.66387364049123,E,D,E,A,-134.28781900194497,42.10388196830434,-266.5242408047347,0.2216011129927433,1
Mexico,Non-Veteran,E,A,C,-76.0030474190101,-121.60956528303662,D,128.29043371358435,-23.602915668697356,-80.55016501836391,A,D,D,B,24.568072546105498,33.81045812338333,1.06287457538609,-17.633272553039422,0
India,Non-Veteran,D,C,E,-5.591489057290963,4.849109531719873,A,21.715854868438498,15.564005391117572,-49.14903458292053,E,E,B,A,-32.66789130384574,-9.80725921968517,96.16829448459842,181.70360241951812,1
India,No,A,B,D,-53.90649395858317,39.178828711390274,D,-40.67618737029564,13.2402473402909,-144.99092007203458,D,B,C,D,-101.45264701001501,-51.655765219849194,-52.842099005752154,27.49386519106178,1
Brazil,Yes,E,C,D,-68.6854953717846,15.213861324885997,C,-7.521145831095316,-29.619935402953185,-50.31558985166803,D,D,B,B,115.3982347729355,61.58320390222482,-90.54327770275191,190.53348389552806,0
Germany,Non-Veteran,D,E,C,-67.01140157552662,-17.922211137066714,A,9.425444377300936,4.733052606712046,-139.13642815061164,A,D,E,C,-5.320684768726953,127.22711914151543,-65.17722918168985,-131.07076701770578,1
Mexico,No,A,C,D,-256.4518758749859,133.1379119078396,B,-96.4601801855247,-26.688917910585534,-65.60119328945018,D,B,A,D,64.98023369789782,62.560512096833676,118.06099665283334,8.49049994529508,1
Mexico,Yes,C,A,D,-25.305451854759227,23.125565985018724,C,0.026967068115708655,-41.022986249795295,-146.6367381020938,D,A,D,A,-120.85118799190033,-113.579616752634,-26.820729687723453,-90.26789209719325,1
Germany,Non-Veteran,B,E,C,-70.39175000367587,-178.74254424703273,E,47.24817410946952,4.668767400795294,-131.87222283041643,E,D,E,A,36.368907282067966,28.385454054036657,49.380669591531564,111.50931048746828,1
US,Yes,A,A,B,108.89514811198751,-35.016868036403814,C,-24.666325254915748,2.6853986408008907,-82.38576285295403,D,E,C,C,3.6286442313908895,-223.808688935121,64.94730800704598,-16.0315950262022,0
Brazil,Yes,A,C,A,-164.83133066852838,-33.52420908427759,E,-48.80114773418578,-199.91997737262878,-128.69519932517932,E,B,B,A,10.003357785814208,-216.2965269686893,98.95361305010604,-99.67932936650536,0
Germany,No,E,B,A,38.816863333536794,127.98046013112334,C,-74.50363187876346,-129.86330046901858,-158.2103773739974,B,B,C,A,-66.39766478554749,-93.75729133047123,183.09531865006227,-15.576557023700612,0
Germany,Non-Veteran,B,E,E,120.29125254368431,13.611512090433328,E,-44.37946049071148,-83.36333731351941,48.929958197516235,E,E,B,E,76.30917390470458,46.16823841866221,-93.77593916176849,91.53501976259311,0
UK,Veteran,B,D,C,102.44416702172879,-105.29855893196589,D,-9.390353951227103,-84.85649577487084,-38.21173960236171,D,E,C,C,-34.8108716685599,175.11606910883492,56.692888127154674,-179.11921575978747,0
US,Yes,E,C,C,89.75078694155857,-168.79760393875586,D,-96.24394946666848,20.873731956804274,226.51590866183943,C,D,B,B,12.636178220156882,5.41992693909271,-105.2388503229446,22.294289197058763,1
Other,Yes,D,D,A,-60.80996019462822,-28.720729803760253,A,28.518969320967933,49.07216290232834,158.39303391558593,E,C,B,C,19.750466856573905,33.865860237556504,-37.595974181432766,-26.312313289301642,0
Brazil,Veteran,C,D,E,28.568555304147726,-80.30000361097846,C,-146.04283765307238,-32.94292783857284,-154.57458236506898,C,D,A,A,58.94835321603915,109.31885413867475,-23.397713451966737,-120.225859791557,0
Mexico,Veteran,D,B,A,188.3688707849168,47.867448830051025,C,-7.076988703778839,-167.6188593114995,23.819113259762112,D,D,D,D,-67.00015249664037,0.08081729199741239,68.8401307700603,3.454185816888168,0
US,Non-Veteran,E,D,A,137.75580094834018,-49.49618499469023,E,-11.708538513177782,-76.98110098332066,-12.699888377704172,E,E,E,A,-105.21389286587915,-19.550184161861623,-86.23132407175763,28.89065678247862,1
Brazil,Non-Veteran,E,C,D,25.519893534107446,109.33812628233177,C,181.50226359800922,114.29915739818685,65.88961063637656,D,B,B,B,-137.38270819654278,60.36221798242368,-226.978627243417,-60.15801403209478,0
China,No,D,A,B,-120.19252392731016,85.53248500284948,B,-33.77711710094147,3.253106481760016,64.63841447378854,A,D,C,A,26.402114348124833,-150.39338667897027,-30.9402330982844,13.957099275008408,0
UK,No,D,B,C,192.78220159543673,-67.29140461832304,A,105.65764155237336,-23.86451499825115,33.2239783156817,A,B,B,E,12.859547734136944,12.549221049248766,-2.7531799154739485,14.00639997275828,0
Brazil,Non-Veteran,A,E,A,-91.7760632198745,-128.2888557658851,D,64.31947289274873,-157.66006174473281,-85.22737407119007,A,A,E,E,-69.51577470040313,164.57590344586976,83.68952812856777,-10.18875977669288,1
Brazil,Yes,D,E,B,-230.3096838326442,30.11262261157092,D,-144.64366374471703,57.34034463058553,27.98190402819592,A,D,A,D,88.25191224022709,19.360980294717812,-102.02055299179011,-32.132640841353535,1
Mexico,Non-Veteran,E,E,A,-67.31390173913273,-31.325986112357164,C,76.60373060206827,-11.093370903416309,51.06953245212491,A,E,A,C,43.14157883702468,-23.397217722164605,-13.63323641342791,-36.76181642335278,0
US,No,A,A,A,-24.59613884254028,72.37026678511029,E,-111.14322480662504,-0.8132621999872678,91.65254523308528,B,C,A,B,-81.34748608605639,97.65722045846549,-318.4936756863364,121.03589141057087,0
Mexico,No,E,C,D,-272.3542787763306,-59.97097448543629,D,84.53347635373771,-13.85017005587068,74.24572329018886,D,D,B,D,-130.74936840149007,16.09998178441907,35.659956326241144,-90.38725067345477,0
China,Yes,D,E,D,17.329234842568315,40.30112203986607,B,-96.3665014400111,-106.68090654972302,231.0507185531578,D,A,B,A,31.7544570903343,145.78782119181372,66.33215082986906,-173.0544541317048,0
Germany,No,B,B,A,-30.378322351407895,112.86697978269787,B,105.64511281308361,180.3782066808945,151.38921975241882,A,B,D,D,31.277006550051894,-89.07740412957482,-47.404554441030946,-114.11294357965387,0
India,Non-Veteran,D,E,E,58.418645313257066,13.915697851203909,A,-136.00296119358376,-73.45034514402991,-75.73387208001338,D,B,A,E,-75.29070346331234,22.91820075436138,31.392637135119905,-59.48790191836492,0
US,Non-Veteran,B,B,C,77.69527295235315,-97.5549186441647,A,135.9970894034513,-121.68130545094675,14.831293932302039,E,E,E,C,-21.587329173193133,55.406824620511856,10.982226216201576,117.53768535790945,1
UK,Veteran,A,E,A,62.39520618961157,-24.53775861315302,A,3.0893205068879204,-41.98517924472624,-125.66895905157709,D,D,C,E,39.41108388788023,-77.19429163369048,-65.25869310404146,40.24386490019417,1
China,No,E,B,E,-8.541190822295574,57.791336806105484,B,46.668451856221985,98.90284869488428,105.61915100321062,C,B,C,A,-181.9793191355555,-23.02317825915536,-96.27712521331037,-180.90503778037132,1
Germany,Yes,D,D,B,-183.21507664464548,-86.78725321481781,B,-12.090451770828697,10.394088664905789,40.69152280614673,B,B,C,B,-133.90630701625733,-22.488447026173695,-16.998153971396484,157.65393515935,1
UK,Non-Veteran,E,B,C,3.1326696367531355,-10.571722430985036,D,40.51663938735393,173.61784996998193,79.935027382109,E,B,E,C,-208.9194067489063,64.00519571616753,-129.59356083204943,-167.9777805073999,1
India,Veteran,C,B,B,125.36079656884517,9.303589258636375,B,7.421288321270765,-42.00700797616751,33.77744599619156,C,B,D,C,-93.87030615019454,-192.16644754415964,-66.24557762380314,-27.661306903850015,0
China,Yes,E,E,C,-145.39971979390432,-97.8059592708165,A,-49.08443106250358,67.80937357901814,123.62057220006942,B,B,D,D,74.31646322536349,-59.133120940328354,43.54192234056073,57.561940044201165,1
China,Yes,C,E,A,-119.36262875971009,75.32816976515038,A,-172.28379469590055,103.08877271772448,131.90688792101625,D,A,A,C,127.53145308463043,8.47742437835916,-13.670097039542433,9.123637106589117,0
China,Veteran,D,B,A,-15.590560587372837,-106.14723552551474,A,-87.37072194228355,-6.239604039277518,71.6245724416252,B,C,D,D,-54.73060601699291,125.04388925998605,-18.547205835147373,79.22076564500375,1
UK,Yes,E,E,E,-93.17958900089738,6.753377124461266,D,31.822256203456295,167.61121913697798,104.21565992183899,A,B,D,E,144.48177403581724,-31.76828235136521,64.3329441803403,185.33012374060087,0
India,No,C,E,D,-62.97595786866126,161.22236277899998,B,63.231447355790735,-17.792959305106756,157.64239617647922,D,C,A,E,-24.9585663299086,118.89837012848403,-116.25572627256243,-41.04334172306409,0
US,Non-Veteran,C,E,B,60.51025432665086,51.03191412042197,D,-7.304018437694131,-8.6993993875574,-52.176995780710776,E,D,A,E,68.28335834967733,-102.65567066851395,-7.137805242893188,-116.0012148485047,0
US,Veteran,D,B,C,194.81754938624806,35.4776173159053,D,-29.896382528562043,22.346809471990994,19.330015110812127,C,B,C,D,122.48713578017542,11.710004228095956,-123.02512267690827,172.8193812405483,0
UK,Veteran,E,A,E,47.07679606290569,24.39274889034382,E,14.452631866423701,53.54735566377305,-14.295172921410465,E,C,E,D,-93.06148748456214,52.689496642014596,-74.81735092233025,-82.36721898464131,1
Germany,Yes,D,E,B,133.9250672996278,182.36143968375097,B,156.65300007791674,62.658473396648326,-94.65969462105676,E,B,D,C,68.9744411391829,-61.45201484888568,40.45760298747931,32.69475289492652,1
Germany,No,B,A,B,-9.362134731648093,112.58859836216281,E,-32.70672682136551,-119.6846112812803,124.70946477786147,E,A,D,C,-25.87245095545888,-85.54421563436614,72.02295761048718,16.682070095965884,1
UK,No,A,E,E,106.92513781789874,-81.0869432180866,A,-75.37673159823011,-96.56498210290762,-161.45685001884388,C,C,D,D,-174.20184152658368,130.36287306989178,-57.29295016741054,142.18385250710492,1
India,Veteran,E,C,B,61.52990369964917,-20.696164395978933,D,-26.73424734583911,111.00193481435088,-16.185685516037726,E,B,D,B,-73.46513847993178,-80.60081929378526,71.53556168553604,270.06172197209634,0
US,No,E,D,A,-101.47901812860238,-123.74139592113116,C,-113.42142294246109,-26.70201093646011,39.49978089207922,A,E,C,D,65.68794639559313,-69.69060709102554,45.03544941916379,102.86395100092933,0
Mexico,Veteran,D,D,E,-51.43410697603061,17.99563258710812,A,-114.40624350178108,-85.42837467291223,-43.83072155193962,D,C,B,E,62.004531535202844,-7.853660400804996,-104.70807961588349,-32.282562045527364,1
US,Yes,E,A,A,-85.9465341081415,-33.54243953407229,C,-217.2333772000263,-4.326720993893639,-59.04122147636496,E,E,C,C,101.01176303158866,10.926541935029947,165.10258884109982,-131.796022070273,1
US,Veteran,E,C,D,100.3678387040163,79.4426723174168,B,-61.3852632393692,-32.46729498687334,23.93718623715082,C,E,A,C,21.486551061627452,-110.96977805562169,173.82792084766234,-111.08133183487938,0
UK,No,C,E,E,-17.1900126886351,-62.34726725758858,B,-136.49451092783593,-137.57097368679138,44.99327503871242,B,B,A,C,-83.59767641707023,-72.89887201372196,-95.91860626032728,145.0814549525909,0
US,Yes,A,C,C,20.729863863308346,116.81640029730632,E,-14.73335862762982,20.9210313255639,61.97856472877984,B,E,D,B,28.206357851095692,-39.41798887155205,-167.366224757732,-99.91835223590549,0
Brazil,Veteran,C,E,C,-14.95259788319126,11.568793613202462,D,180.66077882199133,-123.23612060214411,76.91154049183965,C,D,A,A,-198.75093149333185,-30.334765444284933,-19.001546363213023,-157.28432100493478,1
Mexico,No,B,C,A,-17.44062435946463,-67.88037068357616,C,18.253864507996447,44.686567820993176,67.19521199245688,C,A,B,A,156.34237906936605,-140.60046245559093,-223.51443626791584,152.25545659188842,0
India,Non-Veteran,D,A,B,-131.66290933452214,-185.10815294580908,D,-158.9860665993411,46.58061037661119,-165.19942450813437,B,E,E,A,-81.57937262151756,90.09001877722943,-89.63486669665811,-25.03484713973539,1
Other,Non-Veteran,E,C,B,-1.8800973426171357,24.992413573212865,A,1.5024939870486191,-52.7614019132117,64.15600534260058,D,D,E,C,-136.94566196189928,-79.4693416516694,5.310705038160386,-181.73046428784406,0
UK,Non-Veteran,C,B,C,-139.0647306716642,-111.91347930099889,E,40.117619613235846,64.652855473273,-43.22530503401467,D,C,C,E,44.7170557949509,34.19848401564586,0.6678646652726689,7.696262085343275,0
Germany,No,A,A,D,155.6230386146855,-35.49009125096808,C,-69.05001189916521,-89.6180655401406,17.883061857289803,A,D,B,C,115.69872400709514,6.680880777089507,6.050729225990756,-213.00563753206325,1
China,Non-Veteran,B,E,A,138.0308447808896,-11.550543138064748,E,88.96464858779612,6.760412949085214,-46.92460533628734,A,A,A,C,-88.55331037908408,-95.10589344687376,93.0783380745738,9.969100945692446,0
US,Yes,B,E,C,244.68151643943293,175.38798705994688,C,51.221478976449696,77.07776776094406,34.48631236732364,B,A,B,C,140.97172202989853,-174.56107612823433,-231.04594502983934,67.10600867774043,1
Other,Veteran,D,B,A,35.65046835218901,-48.58947677498612,C,69.04049904436349,-115.06795025107168,9.358935085124747,E,D,C,E,15.04265131170589,-5.62565415402509,23.654514579365976,-106.64842092611282,1
Mexico,Non-Veteran,C,B,B,17.317768453598507,-23.967454041587725,E,-72.08704953687194,108.82305326893061,26.74798669732443,D,E,A,B,-161.37477418308336,-48.214492848891226,-70.04346254145862,-53.26154803762987,1
Germany,Yes,E,E,A,-73.53502643334606,121.27321418785684,D,-88.41307749238486,-8.411037912759541,34.488285200395005,C,D,B,E,-45.2834422708351,-33.0334056235446,54.41701077622627,-43.07056095884858,0
UK,Non-Veteran,A,E,A,-20.511837399701292,-120.3364923734283,B,74.93884531221656,-53.41120172167955,-18.447579448364685,D,A,D,A,-36.34608186146352,-45.874608404196636,-54.07538005553313,146.27015768804853,0
China,Non-Veteran,A,D,E,3.982425741753455,216.94901139197063,C,40.423190434600514,-87.01527427528418,-166.31872477191277,E,C,C,E,-40.370612479357106,85.91834513143242,73.35359076405675,-16.47315895274552,0
US,Yes,A,D,A,3.636316867381694,-140.8628491743273,D,102.14686330466924,-35.15106908528943,120.4460850054215,A,B,C,C,14.609418569436677,-149.76604937140962,18.585324507488107,232.22143643547963,0
UK,Non-Veteran,B,B,D,-51.03552264913067,14.921875055080234,C,112.13444491381522,32.49000454337447,-43.36977343891273,B,B,A,D,-166.20840786242547,102.68869166345986,-44.51388156733672,-27.393296217478856,0
UK,Veteran,B,D,D,-1.4462064914393278,-113.35653162895127,C,41.06763156402559,165.03977417094555,-105.48968242796164,E,C,A,C,159.07403990942407,146.87798028270043,-92.00869554267396,-75.12325102466464,0
Brazil,Yes,D,D,A,29.249434236857326,-22.509013266119986,A,-71.36847031903513,-46.67227164785305,-87.76972611138748,D,E,D,D,-109.55306416836876,-108.45994600397782,-120.09741141634625,76.6769778975376,0
Other,No,C,B,C,-274.1328080319102,-66.05761510478004,D,21.181042355975833,77.12425795309784,35.62465811816636,B,A,A,B,66.8759032354002,-26.653941483513634,146.59811485922194,-159.5319918478536,0
UK,Yes,E,A,B,98.00015297911564,-73.71162631753145,D,-58.774878685103346,75.78837380436806,-4.261067086735555,B,B,C,E,0.4437680846003992,-113.96704023133157,-103.77404319315961,13.09500718474441,0
Brazil,Non-Veteran,A,B,D,-86.91997156208687,-199.2260375741825,B,-140.8926006570066,-42.09019710661197,-13.532815408796992,E,C,E,E,69.45766510350381,-38.65025451639439,-144.39202447437052,-110.7004250279928,0
UK,Non-Veteran,B,A,D,68.82021294372214,129.38911079057016,D,15.313454860756714,58.08180699387502,-37.384081198473304,C,E,A,E,-107.27237068904091,21.983013161168643,-23.78474554597612,-30.299423774163003,1
Other,Non-Veteran,C,C,C,-25.838509157494627,-94.21111035589534,B,-120.18044547399704,-131.54369198376256,29.91865341828787,B,B,E,D,135.42463467231417,116.29290397362588,-190.20764458528342,-211.75686469765148,1
US,No,D,D,A,-18.244778604621867,-31.46629834613251,E,-102.45383597359007,92.06532505779349,-129.15510141666527,D,E,B,A,134.93642261523098,21.774411064631984,-56.93542689044476,-160.38702729614462,1
UK,Yes,C,C,E,-15.690958116161754,-14.050938744818945,C,-42.137861812298055,3.8392140059722037,-24.426448412034617,C,A,D,E,-127.40592256237949,33.1221037475544,-223.16502549692547,-205.6837988776433,1
Mexico,Veteran,A,A,A,108.20661174319441,16.37459280394371,D,56.57382219016169,164.75020189709537,-100.23568283971204,C,C,E,A,26.964309684433495,52.005574226011134,-53.380439936098966,100.59518754967695,0
US,Non-Veteran,E,E,A,-21.754960163868912,51.08667705134765,E,115.69747521151636,19.52558609407432,108.7839135375529,C,C,B,C,14.48033994109509,166.86995059351608,-55.18142383862502,46.514077947837556,1
Brazil,Veteran,E,B,E,68.44219898846691,68.54330051711163,C,142.62935428638204,-59.15490863530607,26.874956981100468,E,E,D,A,-149.69487053052794,-58.79293117089862,74.23072581141706,-56.25391950226521,1
Other,No,D,B,B,113.2325265276977,-116.15521720251003,C,35.76465355197873,246.113523712704,-163.72306070125555,E,B,A,A,-60.002777900328255,-16.59834173549955,91.45562528492319,38.582347454983044,1
Brazil,No,E,D,E,-30.718552585946597,15.309956903760908,E,235.48886353761077,83.38878607146584,-43.527871448216246,A,A,B,D,120.14720801045999,-68.30578662541899,69.23746501571797,-28.685762105488244,0
US,Non-Veteran,D,D,A,146.6337759545492,118.85722806612769,C,-125.34237736108365,-12.380757974138206,185.08943365210496,B,E,B,C,-45.76431855959366,61.93126691656511,114.52956113630182,91.02955497192163,1
India,No,C,E,A,102.33791581411798,-1.3467886555251416,B,215.82356395797157,-28.209676398721882,143.34838031232152,A,B,E,D,42.58881133100236,-103.79143001915327,-82.4308310463775,-3.976708433845381,0
Other,Yes,E,C,A,-237.0716336422083,-38.88740881358535,E,111.73132227490558,19.28007524371498,193.05239352450485,B,E,C,E,52.44353624425619,21.771089301418304,35.177782605538425,72.89512478634764,0
Brazil,Non-Veteran,D,D,B,123.29896723427365,-21.931425124806758,B,57.69060511764798,112.73205784600874,-42.59529755327601,B,D,E,C,-62.43548244787007,183.25829717782568,-50.946335142077025,28.926616204892934,1
US,Yes,B,C,E,120.73116330679716,-192.10632283088256,C,35.59828330372001,86.52777908572354,119.79940012541697,A,B,B,A,24.286717919923863,25.423173758747446,153.68589325138888,-82.77725486467597,1
UK,Veteran,A,D,A,57.844396155148246,-159.4957144505478,E,43.87449789131011,-75.41683992284361,-10.28771630904665,C,B,E,E,29.80253385876376,-88.2324764134845,19.26890513085937,64.84772874498542,1
Other,Yes,A,E,E,-18.327845458786935,13.045514994748853,E,56.04046916318101,47.30434398042934,-157.09099670747582,E,E,B,A,-22.700348369078952,18.863337117102596,-55.07114600537233,9.62484920105275,0
India,Non-Veteran,C,E,C,-97.3423296129623,30.747518093770765,C,-2.7218157587867133,-26.456992911951705,83.87442580236105,A,D,C,A,-0.20637571390242637,-51.03313207027473,67.31554405387256,178.569106271304,1
China,Yes,C,C,A,-182.41247432450572,51.09639699692606,B,-115.61756884934822,-61.555701882945954,146.30313257375596,A,B,A,B,71.00892744453212,7.962701424415153,-60.60163178088054,-84.96097985205168,1
UK,Yes,B,E,D,95.32704050190273,-74.00095114185642,B,-58.26898080111257,11.30379742928533,110.9190293058082,D,B,E,B,-28.221237766048063,57.54252765667617,-52.80315984061485,47.733806379074316,1
Other,Veteran,E,A,D,-15.562031561053946,-74.09240650578063,E,113.73280020568882,-71.65098289375602,47.28856552560147,C,B,D,B,4.5396138876378025,89.02945836263082,-41.245062499701426,-16.4506511730351,1
US,Non-Veteran,B,A,B,-281.4485247998177,-35.02168716544246,A,-21.294819883520308,29.904025619572693,178.3018539535975,B,C,A,E,27.64549975275567,65.35539617258087,-48.8408863723552,112.44395735572257,0
India,Yes,E,C,B,-180.53699652633182,159.1508854887781,D,66.72844761332534,-118.58472261600693,-46.74303939497687,D,A,E,D,-47.72677801930327,35.70291611291741,-59.98782350662866,93.90726531387782,0
US,Non-Veteran,C,C,A,-26.788595378394643,-6.912571020663573,C,-37.617200385445706,20.777488624680007,-104.37817572134347,D,B,D,D,-30.129183236028517,-206.4247222101124,19.712553302572413,51.64280895971268,0
Other,Non-Veteran,C,A,B,92.38507192781113,18.34153443611164,B,-98.88318411035877,-44.7874680113012,-84.0123394530862,E,E,D,B,15.573070347167906,-2.7060657837777695,47.17484355013016,70.46023980491032,1
US,Non-Veteran,B,C,C,-25.035171484404785,-5.373501369117889,E,-38.79966903873689,103.1979682675269,7.027206929170089,B,A,A,A,-39.2132651237565,37.11799810242381,165.3845869907646,18.971114188206503,1
China,No,B,E,A,-77.48081404737299,-3.80024683203408,B,23.103044857774666,98.19171380955541,-7.793113319814246,D,A,C,B,-51.12340927168226,29.56338639462243,17.931189638016317,-44.084050392296966,0
UK,No,D,E,C,41.39977580067095,-12.775345173241707,C,15.406602020090457,45.45776752240692,-156.5623918142836,D,A,E,C,-73.1621023642567,-142.5299406159302,-42.203041853843956,-52.00908830125738,0
China,No,D,E,C,-126.84982124103237,143.97594249838687,E,11.596212823452536,189.9638282179992,61.05274260305538,C,B,D,B,-41.71594994186699,-32.30835000201702,4.181525250008588,-66.65096803714906,0
Mexico,Yes,D,B,D,-67.93147126020801,-79.52769442811761,A,107.00347495916007,128.55568939857847,-100.82855503476995,E,C,B,A,89.44590302460986,-11.7474962668474,59.60231912461582,-6.8198456657961595,1
UK,Veteran,E,C,E,-143.21099650140093,-136.761288456023,E,-35.233597680013766,13.631650038299096,-119.76739050570832,A,A,A,B,58.3089789439702,-104.59336456362512,-20.926197968802143,107.83560367590744,1
Mexico,Yes,A,B,A,96.58994935106548,-16.77476917298468,E,-119.91522610980986,-216.28120054927788,37.07286931318969,C,B,C,C,93.4837911854608,137.32672646304727,122.9135248480506,28.434487870546434,1
UK,Veteran,E,E,D,158.82777254201258,-59.278566444143266,E,-41.68387555477528,-21.127907354689306,81.9198586582108,D,C,D,E,-6.513864543143567,-63.645380937067074,-71.04828436223859,35.66157047018504,1
Other,Non-Veteran,E,D,D,-142.38000234882975,-83.13067153551441,D,-133.28452513105077,-130.64314633096586,6.01338621009707,B,B,D,C,150.59503701287565,-129.00723073669909,83.87924240788438,-68.61393786228564,0
Brazil,Non-Veteran,C,E,B,25.407610337315063,-29.051856924995846,D,-4.240052519340248,84.267740936463,-118.07600861500462,B,B,C,D,94.94613289243138,-64.17793675926553,4.731859659456059,-101.74989465812152,0
India,Yes,B,A,B,33.43223964599949,-93.66914223291683,E,-18.588105720797284,31.25536081895472,110.67491706060038,B,D,B,B,80.05263974934412,107.94407286957312,-69.88073984008582,11.810050332521739,0
China,Veteran,D,D,D,53.12220623663393,-129.303761807464,A,-94.49346051573546,1.5669262366151329,118.84218730464802,C,D,A,C,-205.93321573195982,108.67082326957956,-67.26522146436652,-49.16731859669623,0
Brazil,Veteran,C,D,D,-32.94092742979538,152.3385459108725,E,-34.596362866086025,18.446433320982045,79.77520445873948,D,A,A,D,149.6331786340098,126.16204473575141,-122.28343091067295,105.58879103960788,0
China,Yes,C,E,E,5.152903388879296,-110.2436923862109,C,140.95568685181394,32.412832164408314,53.63547281943014,E,C,E,E,304.0727442841792,124.90705871450696,-158.01169561957153,-2.9014053058760694,0
Brazil,Yes,B,D,A,-45.58646449582037,-160.02844181399746,E,77.12498309897441,-35.91166741427082,-84.00483876821268,A,A,B,E,35.75435575770548,57.98416795468347,42.19567802735412,-6.4929074370611435,1
Mexico,Non-Veteran,C,A,C,-145.26113867248657,92.59661170118561,C,68.6953338582319,-21.00502058247512,-101.0792757336273,D,B,E,B,-86.79459741775824,44.16496146611196,-38.63785884051986,-16.632420025595483,1
Other,Veteran,E,C,B,-93.89079061185586,246.24036457741693,B,55.709037767309376,-40.80380950150933,-146.50476900831214,C,B,C,E,17.429716801277266,27.39956570543225,127.6813615909084,73.5806301408338,0
China,Veteran,B,B,C,41.96211515680637,45.40244569976855,B,41.11411827734151,67.31077065217873,-97.50830086529577,B,B,E,C,9.615459286731586,66.24772821025584,40.232977540654765,39.726426336581696,1
Brazil,Non-Veteran,D,A,E,-113.00255590426495,16.042619640623265,D,-198.76269409786454,-85.36418704275306,147.95341390148724,E,B,E,D,-81.17954163022786,-13.387806820309164,-144.10713527646334,51.32409776841214,0
Brazil,Yes,A,D,A,-104.42478953253875,201.94653201170755,D,19.387608704199096,-30.70033284116415,13.19234026478642,A,B,C,A,36.094312132260654,9.430353772626969,42.164721017027695,42.40016321382775,0
Germany,Yes,E,A,B,15.546328547157007,128.29556343519909,E,122.45550790543349,83.45770349433424,66.85736542680101,B,D,D,E,82.72070771022094,55.71562220011449,-57.69359583286485,108.7625132930737,1
China,Yes,C,D,D,79.38565187123345,-18.34517392846452,A,-24.69979035377819,57.62577705957632,-25.50411774936726,E,E,D,E,-239.38971393411248,87.89069844508457,-60.920695646711266,-141.89928204529747,1
India,Yes,D,A,E,86.39455784876036,77.46845803557292,E,-22.921310962440685,23.247090523179146,84.66271644263823,A,C,B,E,-52.46497171409293,-93.2890919141245,7.732324997156513,-52.176944418231926,1
Germany,Yes,B,D,C,-48.90587282781021,20.265276013987325,D,16.081737274574515,-56.55568705892413,-47.263860917279644,C,D,D,D,124.61760649787233,-135.38131082357972,-55.595999913940716,-15.337846873066283,1
Mexico,Non-Veteran,A,D,D,-47.33874875260089,-81.1894626272119,B,95.07786120516933,5.291461650575211,-21.642801184926217,E,A,B,C,-108.37974759815994,199.36152385067433,-10.991405776019267,406.0404806748562,1
China,Non-Veteran,D,B,C,-86.95315079824694,-88.4651884604701,C,-148.27246723359477,-103.42975418232616,-139.81668076238972,B,C,D,D,-27.82658648517525,53.5846478520729,-32.45573250244388,-101.32476445618846,0
US,Yes,C,D,D,-21.795345445690213,-92.81814037315193,C,121.22872221250512,-8.497825987890547,7.140997363053131,D,D,E,B,-40.58507944821383,-131.40273763555555,-13.07628638313031,-143.94425217715684,1
