Age,Veteran,Religion,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,target
38,Non-Veteran,Other,148.4133626558067,A,D,A,-233.14585989473824,123.70624679014138,B,D,66.13320280496588,-1.7213043863677195,E,0
78,Veteran,Hindu,-170.0197042312934,D,A,E,22.048370173178704,66.36812253917756,D,E,-58.43044902226685,26.720151037671826,A,0
34,Yes,Other,98.66178535587576,D,D,E,-127.37996659690371,-17.526966464388604,C,E,-76.27439538028322,66.21733045122764,C,0
52,Veteran,Other,245.69144719216203,E,A,C,-65.06728560600476,-24.6691491133021,B,E,119.09608130383423,-126.15599229235332,E,1
75,Veteran,None,-113.94738800258675,D,B,E,88.10790736158484,147.06489914799135,C,B,141.39796368138158,-23.20668726728872,A,0
26,Non-Veteran,Muslim,-145.21932848189363,B,C,D,-35.72209181183777,-10.473990749553128,C,A,-3.9075664768140053,79.1465958480988,D,0
29,Yes,Other,-103.3167538714262,D,A,E,5.2489485723782465,-10.137005632558186,A,D,61.029680630919714,-130.32205727085443,A,0
71,No,Muslim,8.93821893813566,B,B,D,23.84479215491016,69.68289375333457,E,E,-101.99533421892235,-214.8067756268403,A,0
62,Veteran,None,-181.24899068839898,D,E,A,60.473847652047674,37.460684480324105,B,C,31.190184900833074,-87.63890008313065,B,1
21,No,None,75.87592668095013,D,E,A,151.66824085961684,25.432460791228806,E,A,27.703882129245656,-81.76069472211911,B,0
43,Non-Veteran,Muslim,-45.21218135439322,E,C,D,-40.49802866118644,7.701316303999281,D,B,-89.67101063805976,51.24766149015748,E,0
30,Veteran,Jewish,-44.860629915281,C,E,C,113.91347722703698,85.26392171619224,C,B,67.04641841007006,-64.23163384502104,E,0
46,No,Hindu,183.60419580630983,C,C,C,-21.60289221560695,14.300899616905316,D,E,-49.16857889919808,-112.45963146533737,D,0
23,Veteran,Muslim,-54.87002394050769,E,E,E,94.25469121644234,-137.36903635451125,D,E,-119.06104802900276,-97.97024489658781,C,1
39,Yes,Christian,-50.9687166942142,C,C,A,-66.05398600256281,159.56184071279756,D,D,-29.560096332540382,209.53931511195987,A,0
63,Yes,Jewish,-111.08068773340082,B,C,D,-27.655796623924257,-45.698322394947105,C,D,-48.90155007845491,-74.83853679332505,A,0
24,No,Hindu,132.69009700839612,A,B,D,-76.48728542728149,35.19084485085281,E,C,-19.651782306087682,-101.32604856884757,A,0
23,Non-Veteran,Other,-60.8496868880997,E,A,B,67.9334915952178,16.83143775506536,C,A,-94.88583427945932,-156.38781770774474,E,1
35,Non-Veteran,None,150.177295431148,D,D,B,6.487738068843346,47.76338911371249,B,C,-156.07408091133553,94.94955265093184,A,1
32,Non-Veteran,Hindu,16.289720815537386,E,C,D,135.07975489137885,-38.18787561494334,A,C,81.0670863918582,58.977437453221185,D,1
57,Yes,Muslim,-76.04927621230104,A,A,C,10.701147996511484,98.0914461441102,B,E,-64.46528258538237,-37.85110599553352,C,1
37,Non-Veteran,Jewish,-47.45696856907475,E,D,B,-6.91498123665595,52.388468186086826,D,E,-105.06938448543055,-44.32097973796598,A,0
60,Yes,Other,110.76530989576412,D,E,A,64.56072300113941,224.32822285140514,B,A,110.74974624159775,-93.20100481219352,C,1
78,Yes,Hindu,-18.095813795043387,B,E,B,159.58954911807672,84.49365691506252,B,D,-165.37252856253886,-148.42175534074602,D,1
26,Veteran,Muslim,-48.373383679191114,C,B,A,117.81434094216688,-68.57170704600072,E,D,191.2590729314979,74.74720707766357,C,1
42,Yes,Jewish,-152.1101068855602,E,C,B,10.633367193459051,-180.12472756321466,C,C,122.12123003198082,-72.75835682659037,B,0
53,Non-Veteran,Jewish,71.97388178612913,C,D,D,102.08374202363464,-104.82304792476849,A,E,-0.6356372878732625,-61.39284729339602,C,1
77,Non-Veteran,Buddhist,48.62341084464315,A,E,D,-93.61166985888553,85.28208521352788,E,A,63.221748819088575,-88.77676024502816,E,1
20,Non-Veteran,Other,98.32673063408848,A,C,E,86.9365700367842,-45.69486615420447,E,B,17.047342771811568,-147.20449168976006,C,0
69,No,Jewish,158.5903879854644,B,C,D,11.068944964812067,58.93771945134824,B,C,-171.06440119456207,-12.047582150555947,D,0
58,Veteran,Christian,107.01986298897208,D,A,A,-93.55890916092616,-209.39698590809382,D,D,-2.682906127310757,-60.34800230100914,D,0
55,Yes,None,277.7542175150121,C,E,C,-22.531295669451083,-88.80792505542507,E,E,-40.125743038843126,107.76310548221053,C,1
38,Veteran,Jewish,37.2567948124972,C,A,B,-122.17741932861664,54.44891003195126,A,B,-65.62582309521883,189.56548435359093,C,0
42,Yes,Christian,12.209336437594859,E,B,A,179.28151464541418,-119.87834560415112,C,E,112.26627466546495,139.7373198104876,A,0
42,Veteran,Hindu,13.167304820554685,C,C,B,20.973946875810668,26.844425935681603,E,C,153.15546920942043,-61.64753327615261,A,0
27,Non-Veteran,Jewish,44.95310139878803,D,D,C,39.55904432067157,-75.56306922847273,D,E,-7.5391832911427565,-65.86542578189159,C,0
76,Veteran,Christian,34.82940381833387,D,B,D,-113.66077880582218,23.00770969855958,A,A,105.55483278385836,1.8423097036189824,B,0
61,Yes,Jewish,0.7350090889766072,C,A,C,-20.2411978148089,-57.64359638372185,B,D,36.69454963574789,1.7190374046629238,C,1
72,Yes,Christian,-28.203078709312557,A,A,D,16.74850263959388,-166.19462297617758,C,E,-74.0817966768915,-36.76664590075438,B,0
26,No,Jewish,-36.51972208787757,B,D,D,6.216468519570727,25.99298115772617,B,C,118.1430189022526,63.006127654283084,E,0
70,Veteran,None,156.04015565348683,E,C,B,36.1787963246455,104.8334795624286,C,E,61.10824157738287,36.94120289434788,C,0
19,Veteran,Hindu,-85.12647015102284,C,D,B,-59.5587208892684,34.63401173458048,A,C,-110.42448230940556,52.545185832479305,D,1
39,Non-Veteran,Christian,-13.318724121053338,D,C,C,88.85635918183993,31.14988882504158,D,D,220.3562654838676,-72.774780350491,C,0
51,Veteran,Other,-15.231499945551194,E,A,C,140.35351666709118,-83.61009945954976,C,D,49.59121579902537,-50.63517408367757,D,0
58,No,Hindu,-109.41863772816747,B,A,D,41.92367292876045,-90.19339786690419,A,E,-224.9311029471227,186.95614103416227,D,1
22,No,Hindu,-44.09952239951774,A,A,E,-99.19095534630415,69.25001961905515,C,C,-73.86907599584835,-29.68210937597091,E,0
43,Yes,None,13.305536317812658,A,C,B,6.927971623855618,-58.12643259773548,E,C,-107.01321111021709,109.55627145217781,B,1
45,Yes,None,58.65070021880451,B,E,D,-50.50252332057609,-17.299331400442483,E,E,-102.17708957425987,158.48125822706785,D,0
27,Non-Veteran,Buddhist,257.59879100591957,D,A,B,28.92720050590355,36.01330331903094,C,B,-15.688076428582635,92.76537032761149,D,1
62,Yes,Buddhist,-117.41522717512647,D,B,C,1.9312197403319655,-144.0298751845923,A,D,53.43798690941182,81.76372630448087,A,0
43,Veteran,Christian,113.93909064748173,B,E,D,191.31356239898517,177.7374758838883,E,E,121.15030564882478,49.463851870115114,E,1
71,Veteran,Muslim,83.94517023565186,B,D,E,-203.6326701567697,43.154927526414546,E,A,-138.4209942700495,-39.0188405090728,A,0
61,Veteran,Other,-175.34664473067735,D,A,D,43.29800134476326,49.314939600312336,A,D,193.2684724211182,57.43759067909786,B,0
20,No,Buddhist,-15.40488539711945,A,A,D,-4.080844702834029,75.70873650027043,E,E,127.16049776856948,-76.4450577504772,D,1
28,Non-Veteran,Jewish,82.5998674798504,E,D,C,191.09995585926322,-72.56533207984049,C,D,25.71356151830984,89.76196409234699,C,1
36,No,Hindu,-0.26762586426965906,B,E,C,94.59391242709737,-144.84590193392305,D,C,170.76055196899674,-112.12381748542496,A,0
78,Yes,Muslim,92.48025638537457,B,E,B,31.597152650988637,-156.305513105593,A,E,-45.10677829517929,-38.973484817447535,E,1
24,No,Buddhist,148.48447873117541,B,D,A,65.18956367359428,-24.82921153195162,E,C,7.25975790691098,99.78586263498552,B,0
75,No,Christian,-26.810401042711685,E,D,E,-241.5936457583451,94.16373344521209,D,E,7.5243282936056435,39.06763224411622,D,1
57,Veteran,Muslim,40.62744073776597,C,E,E,-31.60648222547821,16.57653364784886,E,C,13.577049934621122,4.5895879740011,A,0
73,Yes,Jewish,-5.040208486345854,B,A,D,221.4828828673841,140.88400248891196,B,E,-67.47885227123487,-282.22101258141595,E,0
67,Veteran,None,-78.21533113659582,C,B,D,54.13044362640412,-248.70784538793296,D,B,-43.75990146172752,-53.74118434439917,A,1
78,No,Other,-86.69558724474075,C,D,C,-65.42147261360319,63.342704121229865,E,A,-76.00146158386126,91.14152609909115,D,1
32,No,None,-24.406946598075983,A,D,B,-101.98139361639113,-143.0273259540123,D,B,-6.579203206800221,164.85138971394426,B,1
27,Yes,Muslim,5.467139467069964,B,C,D,41.734398768060466,-9.070886711000323,E,E,19.974886702087016,-25.915347775231695,B,1
53,No,Hindu,-82.13438224549635,C,A,D,-63.93019369872501,-183.67228994168048,C,D,43.659488261659995,-235.17850020214905,E,0
53,Veteran,Jewish,158.0446814697632,D,E,D,-90.90535597966057,-115.90377004452195,D,C,87.35626436054444,85.81377892190218,E,1
29,Veteran,Muslim,122.83046374014386,D,B,E,175.16654923852332,40.9027546010296,D,A,153.7226150598742,-62.487600841837136,E,0
57,Non-Veteran,Jewish,143.28112189923064,B,C,D,-24.635403283030463,64.00298169867902,C,D,126.54496626486234,31.65235130548781,D,0
52,Non-Veteran,Hindu,-88.18986203505571,B,A,C,-13.551989547562595,89.31185889948982,B,C,64.7413832984965,-59.42737436683231,A,0
68,Non-Veteran,Christian,47.047444911120834,E,D,E,34.54554082026521,-67.4969309540672,A,A,7.0491043155870345,94.53491979213312,A,0
56,Non-Veteran,Buddhist,15.00487942499736,D,D,D,35.1709719141922,-40.94042564718542,B,C,-185.4415446228318,84.23021070708045,A,0
57,Yes,Hindu,-29.3452195078802,A,A,A,81.9904772138954,149.21288959183894,A,A,-76.76124835964012,100.59964859399307,C,1
79,Yes,Christian,-152.08212215931684,B,C,D,129.3839676274016,-128.70743075479908,C,C,162.27551051032626,22.49406295413306,B,1
30,Yes,Christian,26.01977738951053,A,B,E,58.7086918295276,-174.320466725727,A,C,-33.30877222265578,-3.8048405136651766,B,1
66,Veteran,Hindu,-29.69591461520828,C,A,E,88.18940512937692,-57.991682542575774,D,B,68.1333955901443,-70.56086171403125,C,0
27,Yes,Muslim,-23.766811291884512,D,C,A,-101.57328352043334,197.68246823687812,B,E,-213.9808516915486,-81.73392633788148,B,1
29,Non-Veteran,Jewish,199.84434882414007,E,D,E,8.208546900076488,35.71133429598385,B,A,11.743158184883058,69.39808396596192,B,0
48,No,Christian,103.21700633122563,D,A,E,181.85268397564977,-118.2689777905135,B,B,-15.735788087589572,150.36236729995926,E,1
77,Non-Veteran,Muslim,172.81463439374588,D,E,C,-13.393256790140166,121.6388104117748,A,E,-16.59769738009529,-6.078342660157745,A,0
37,Veteran,None,-5.980827635039311,E,A,D,-92.64683903407875,-1.8380215035167864,B,C,-91.39248109550782,113.10725505694808,C,0
60,Veteran,Other,2.310060094872653,E,E,E,-95.21842634714261,48.420456406658055,A,C,-220.73753790083214,-31.229331599109905,D,1
19,Non-Veteran,Muslim,188.58968358774126,D,C,B,-31.211437319059453,-321.5465313789402,E,D,27.014245814333393,-46.90961103884799,C,1
31,Non-Veteran,Jewish,66.1023876212978,E,E,A,-182.02050807415523,-80.15038580977767,D,D,-51.24633476672069,148.18474452161007,D,1
54,Non-Veteran,Other,194.9328760941748,D,E,E,72.67802535692897,150.08286292667162,E,E,36.26223462252845,-102.49915409110042,E,1
67,No,None,125.8052962733308,D,B,D,182.4679057996411,-42.81915695147759,D,D,67.74683997668515,55.40834335444996,E,1
29,Yes,Jewish,35.41559977613646,A,E,B,-297.5220928146953,-6.801264286199476,C,B,-116.8110457435221,-73.01352332121343,E,1
67,Non-Veteran,None,-115.36511257762055,B,E,B,36.97844554080428,182.53473296304938,D,A,-6.479869414471303,39.398706965191074,A,0
56,No,Hindu,-32.163745913606775,C,B,A,33.68703051420823,126.20478459697635,E,E,129.94910711957507,59.07603174435554,D,0
36,Veteran,Jewish,64.36223779888067,D,C,E,-197.68078814009152,29.42813660778189,A,B,-154.3715628570669,-198.3392965876969,C,0
27,Yes,Hindu,370.3207560342214,D,D,B,190.668756108111,-68.16541255451504,E,E,-20.80834784147911,136.48421802044413,C,1
31,Non-Veteran,Buddhist,11.78573701478822,B,E,B,-125.2970445414677,4.176212948325694,D,A,-148.1592756884697,-155.7318793624768,C,1
37,Non-Veteran,Buddhist,-15.697140275536114,E,D,E,158.4684201926791,-98.92112468535234,E,B,-72.52367977271369,-71.29634487981582,C,0
32,Non-Veteran,None,-49.20880871951746,E,E,D,-12.59380894058109,-44.215477134135725,E,C,-11.762049512640846,2.308318893742287,A,1
71,Yes,Other,39.870578575686864,D,C,D,9.098451121890827,93.16729685043742,A,D,-99.39093699857632,-18.998010660561476,B,1
68,Yes,Hindu,-43.179366757292385,C,B,E,-113.57917793869001,-36.710557102217415,D,D,7.122760520583994,-135.07485332227014,C,1
25,No,Muslim,-38.43089865937314,D,D,C,170.06486998821424,-153.19972284410838,D,B,-38.03371191020541,-56.37216100578397,C,1
58,Non-Veteran,Christian,-18.206609981370462,E,E,C,-88.85399686390606,-122.24093225128334,D,E,200.52972277865516,78.86512454192244,B,1
27,Non-Veteran,Muslim,69.62697685154433,C,D,C,111.6941802594811,-145.56447983002462,A,B,-18.591968824240535,187.58364518215512,B,1
49,No,Muslim,-29.42124390746399,E,D,C,4.8155790909983756,-169.97703970171588,A,D,-93.07985556304065,162.0623515241386,D,1
32,Veteran,Muslim,-38.45050658076859,A,B,C,114.37697955179532,113.93737297884631,E,A,109.25412377863834,-64.92517164015717,A,1
53,Non-Veteran,Buddhist,-47.012648916947455,B,C,A,147.40156858546408,-1.0911480010809027,B,D,36.277392746371646,148.18098907787106,A,1
42,Non-Veteran,Jewish,-32.44545237815711,E,C,B,-22.855863829470632,137.95140327385604,A,B,45.36911931688704,-72.24315907152075,D,1
29,Veteran,Buddhist,-21.58798300125077,B,D,C,158.1140285963121,-186.6466753246043,D,E,44.85703623490642,-75.9073608188497,B,1
27,Veteran,Christian,121.78783283926262,A,B,C,97.56551893544088,46.87694536643388,C,D,134.0212823041237,78.41592801749266,A,1
67,Veteran,Jewish,172.85390078833734,E,C,B,107.71900104263712,-36.312131930190624,C,B,-22.720181807151228,-121.41862731305426,C,1
44,No,Christian,-29.646496044611887,A,B,A,45.694538176868285,141.37390223789933,B,D,68.1573202834041,-6.4609925800006325,A,0
48,Yes,Christian,5.316451601637169,E,A,B,85.41446507621109,-125.07637099399847,A,B,-70.43694883847208,9.829615731209177,B,1
51,Yes,Jewish,68.6856596984584,B,B,B,78.68155833864152,54.522197732022114,A,D,73.18343734024313,6.468055636927023,E,0
63,No,Hindu,-1.9312249662599916,A,D,E,-24.376422083675177,-69.67511904784057,B,C,26.068836411385416,-111.46684148930373,E,0
50,Non-Veteran,Buddhist,131.2824241198235,B,E,B,-20.21800950484521,172.15475162288558,C,A,0.317890333800504,-122.48277331012605,E,0
45,Veteran,Other,-62.81651462971119,C,A,B,205.32201579071065,18.29824472805207,B,D,-10.97295425985568,-127.54156586503713,B,0
72,Veteran,Jewish,23.103935517611085,E,B,E,-47.087556162158464,-38.50700396620688,E,E,-129.0080761942181,85.69392122631501,A,0
65,Veteran,Christian,94.88421614468581,E,C,A,-15.547413056000808,-43.97004058585845,C,E,-80.60608993174912,56.165099991795174,C,1
65,Veteran,None,-134.22529990822932,E,D,C,174.01652352011786,-41.88543935814942,D,C,-126.01066067684282,-105.55959569333766,D,1
50,Yes,Christian,75.49956797417066,B,A,C,187.37643626360324,-24.973316610717273,A,E,-15.31049132537774,127.26159054493955,A,1
45,Veteran,Buddhist,103.21521524073194,A,E,C,53.500548090439715,252.85664391619082,D,E,-30.433834261772674,50.84018129142478,A,1
66,Veteran,Jewish,-91.6990696669026,B,C,D,-29.367450591864813,87.2843423137995,C,D,21.60308580940858,26.777801044933476,D,1
18,Veteran,Christian,-221.877314709782,A,B,A,52.79928408164849,130.03785421147367,A,E,-53.00824583442182,-14.24534931291329,B,0
47,Veteran,Buddhist,-5.400963131902733,C,E,B,139.24508336562383,114.1499008702952,A,D,-40.705885465784974,92.7308678511411,A,1
34,No,Other,-81.0890754185217,E,D,A,58.844928530321106,-82.43301675284137,E,E,15.955301179790581,-100.74604524753306,E,0
26,No,Hindu,111.40384542615631,D,D,A,98.63115648711003,-24.846165123738604,C,E,-34.32194736478667,-0.14854416104769289,C,0
75,Yes,Muslim,76.75765677521235,B,A,A,63.04928348749812,-53.80788010118911,E,B,167.5686647388635,46.13866768182308,E,0
50,No,None,-26.81308849731162,C,B,A,-14.03531718571173,17.259966848539072,D,A,56.59257750091431,20.242471749730715,D,1
43,Yes,Jewish,11.783064435509786,A,E,E,-72.1449840278841,19.84508468748561,D,B,14.521437025708023,26.087007391172268,E,0
45,Non-Veteran,Buddhist,80.82801828997529,C,A,C,-43.389564878268054,-90.0181919151461,C,A,-48.20002261432468,-33.86678598962857,B,1
40,No,None,-1.4302195462981933,B,E,B,103.88331737121288,94.51573994795758,D,D,-97.11589181068057,-35.36653961458618,A,1
68,Veteran,None,122.44243389881579,B,E,A,-43.03675344518993,-93.79949581814944,D,B,-57.55949360399506,-33.18021717096225,D,0
75,Yes,Jewish,189.66746844999403,E,B,E,-102.98044930453581,-185.78288919535802,A,C,-63.578934017826406,133.314003562572,A,1
37,Veteran,Buddhist,-4.74883341664309,C,E,A,-165.00009875760776,18.717915854607313,E,A,-47.267685345824184,-51.8079236844043,C,1
78,Veteran,Other,155.5672781700654,B,B,C,68.64964297295954,-77.17952168653616,A,C,54.97928650546011,69.44798435732052,D,1
74,Non-Veteran,Buddhist,-120.04152623350097,A,D,B,-123.45333538731225,60.85769302899966,E,E,2.478633628179818,-201.27490227882373,A,0
28,Non-Veteran,Muslim,-115.26104508323634,B,E,A,-218.20551353530865,-156.72955529779253,E,C,40.31397154278864,-47.74152199666726,A,0
65,Yes,Jewish,-179.9673711965878,C,D,B,86.10457973252116,41.88227601025601,E,E,-243.50127080458392,70.66912486616616,D,0
71,No,Hindu,-127.65180726044984,C,E,A,72.70446696870383,-41.232854014353556,D,B,210.01517457885961,-107.98225742442631,B,0
48,No,None,133.57786147702916,E,E,E,2.5493470491049024,31.502788549600375,A,A,88.79352379619458,149.1652222741046,C,1
29,No,Muslim,71.27094531437446,E,C,A,32.45431380064307,-118.74170260257004,E,B,-128.24351153966413,-249.65265091695957,B,1
39,Non-Veteran,Jewish,81.38367092310587,E,D,E,-33.990239077981784,-37.90524996032014,C,A,-106.06379921145623,-111.91686295028806,C,0
76,No,Hindu,-80.07620033430439,D,D,C,77.69815067592099,-260.2027864777964,D,E,-48.12603999766697,-8.14609722017742,E,1
59,Non-Veteran,Jewish,-52.372755748644536,D,E,B,23.093948407492757,-52.42524202065966,C,A,33.86915430306176,-3.000740039591231,E,0
69,No,Jewish,-16.06281192966917,D,E,D,-48.4314238110328,91.31469355966509,D,A,59.04942030582775,293.7467324782746,C,1
31,Non-Veteran,Jewish,-125.59172677681548,D,E,C,-106.27223318752816,-82.32512608883728,B,C,-24.045993626503677,-86.58595463305826,E,1
37,Non-Veteran,None,3.8692763884613477,E,A,B,23.90481069111257,-81.37277046120602,A,B,-2.2442207713519267,144.9473394193341,B,1
73,No,None,110.29501123595695,A,C,D,4.5417584121132535,64.57871407105087,E,B,-148.69351604277642,-121.4567167225229,C,0
77,Non-Veteran,Christian,-141.40143305091198,C,E,A,110.65306806436925,44.954142171937406,E,A,-81.63268795036329,-12.031160061760671,E,0
27,No,Christian,-19.66038091030581,E,C,E,-58.3307814665954,-117.45329785737812,A,A,75.46911901413024,-77.11041710000634,D,1
47,No,Buddhist,13.023604436887465,B,A,E,81.9615263622323,16.79755034547513,C,C,128.32993591968156,94.65076361514564,D,1
39,Non-Veteran,Hindu,137.22451042110654,B,D,B,-74.23101224158007,68.96673507152644,D,B,12.674166200987184,-64.91054945644672,B,0
35,Veteran,Other,-7.614642535161077,D,C,B,116.67519375833857,169.89616642060722,E,C,-146.24019532027498,-27.87267791000913,B,0
33,Yes,None,15.646513927196601,B,D,C,-8.659596203211734,29.79055806535304,E,B,243.70657844937517,-114.70203804618228,C,0
40,Non-Veteran,Hindu,-208.85916735716265,E,C,A,82.34591935726067,-56.20500406891378,D,A,43.73350770719041,-123.13750713625748,B,0
67,No,Muslim,-161.23973011474817,E,D,C,66.83634547444125,40.02203829398851,E,B,-16.25918702749516,67.75306315658337,A,0
73,Veteran,Muslim,-56.758035203138945,A,A,D,-11.718518318583868,-63.38377180780138,E,D,94.93714853355863,112.16122607041432,E,1
38,Veteran,Muslim,102.07299896170868,D,A,E,25.983831239027122,-151.68230516377386,D,B,-38.24793380607456,37.90676088454414,A,0
40,Non-Veteran,Christian,28.083948487844683,D,E,C,125.78979280101079,-155.7119486177703,A,A,-36.36028762507505,-185.90525581340844,C,0
40,Yes,Christian,-136.7519911700067,C,B,A,120.18008675017397,-7.581015092965178,B,C,-161.8584057255685,-27.656486674200558,B,0
64,No,Other,244.73680519764375,D,E,C,23.202271593465024,-171.39582955242255,C,A,52.14913032286441,-54.4549473453209,E,1
79,No,Jewish,-10.971749788576012,A,B,E,-103.91512800798681,-1.2184343535319324,C,E,98.85007960556827,-122.86658187859625,E,0
62,Non-Veteran,Christian,76.59607130379769,E,B,A,-52.2631974991047,-40.894528365366924,D,D,-86.04533301179956,47.47687011953895,D,0
49,Yes,Hindu,-47.57766012487371,B,B,C,14.990471721995519,10.972511166219661,C,D,-27.03432937204104,-35.529850772807016,A,1
75,Non-Veteran,Muslim,-101.15277209668965,C,B,C,217.89398466620548,115.35794093910575,B,A,-85.39729390771012,50.23632573278134,B,1
54,Veteran,Christian,-27.323763954644882,D,C,A,24.9306033489526,-73.55852750100767,A,D,83.68102587690305,-127.95865175259135,E,1
35,Yes,Jewish,-61.3094659951464,D,D,D,-52.833654487001446,147.93242405098317,B,E,-237.48951588685793,-29.404887594989678,C,0
63,No,Buddhist,7.190786705643412,B,A,E,91.0340701806319,84.82468592167767,E,A,92.60635655588962,2.4030441876021253,C,0
57,No,Hindu,115.78483254061864,B,E,D,-99.7380875636169,-171.54245140567846,A,B,44.06875577644933,-44.19995153231944,D,0
32,Yes,Other,28.42244596356555,C,B,C,-13.359580152076985,-105.68738095584771,A,C,222.2835772212254,-17.42787870344438,A,0
36,Veteran,None,74.83995362391461,C,D,E,17.746208241417367,139.77577074320465,D,B,84.04992804394607,-39.07061329451408,A,0
44,No,Buddhist,55.80030117825374,B,B,C,209.6201932324019,108.82248241428208,C,D,-17.75821890627964,-62.27163331669472,B,0
53,Veteran,None,54.98651608584424,E,B,D,41.273027291880425,-66.52726877051524,A,D,102.18400090065948,208.33698155517885,D,1
65,No,Jewish,99.61138239960509,A,A,B,-74.00820490894654,47.10175112974932,A,A,-24.25949141452254,124.70334356717836,C,0
47,Yes,Hindu,45.10935685772224,E,C,B,135.13428613363155,-149.01334815622963,A,C,-111.90635625683873,-77.09019625284056,A,0
69,Non-Veteran,Christian,22.965937423806302,A,E,A,-145.6767530939063,-158.215115279019,E,C,-40.598870681132034,-142.1341042513975,E,1
59,Veteran,None,-63.096078267051325,B,C,E,-12.840507129873213,-18.051625415487678,D,D,46.60162842750182,110.71671821271481,B,0
58,Veteran,Hindu,20.46677171261435,C,A,C,13.355253147785218,108.8154189633119,B,E,16.667848039431927,137.44804367529503,A,1
45,No,Hindu,98.58280826224812,A,E,C,-316.20307412343715,-49.042712214333214,E,C,-27.687135923190876,-78.51387910672074,D,0
73,Veteran,None,-128.58782055525916,B,E,E,-12.07073584128687,-129.51714378529516,B,A,78.91965432675838,-15.773506303547965,C,1
38,Veteran,Muslim,-79.9630276553132,B,B,B,-33.60685969411378,160.25344258102805,C,D,122.49242969761474,-130.26081396728208,B,1
70,No,Hindu,-84.61760702925484,B,E,E,-79.93675272265378,43.311857451330845,D,A,-159.1551440095548,-11.291075780232852,A,0
44,Veteran,Buddhist,-79.24020250954251,C,A,A,-83.99963143415081,-161.222813204306,D,D,-19.738060286527194,-29.301076396329055,A,0
32,Non-Veteran,Buddhist,115.77296279173683,B,E,E,79.51157512933246,-54.22434639075564,E,C,147.02045570793126,-51.57409196209108,D,1
40,Non-Veteran,Buddhist,-46.97942015399853,B,D,C,-134.11968269729212,-23.864235858147612,E,B,-35.207038544419625,-85.61518985987804,B,0
36,No,Christian,160.38946873352313,C,E,A,33.86022050731551,2.70223909035481,A,E,23.92290283190491,-301.21836046845254,E,1
55,Yes,Other,-77.43519162436134,C,D,D,27.614622255920825,-20.762292668112053,E,B,-91.0621817767667,121.7279206661943,E,1
28,No,Hindu,38.03508488650401,E,E,B,29.578368166959812,56.19883492874115,A,C,-10.041925905222154,69.0780972294021,C,0
35,Non-Veteran,Muslim,-176.49033487152872,B,A,C,-144.85938184220095,11.960514794395765,E,A,-75.80092350544521,-103.5128793166685,A,0
35,No,Jewish,-73.45886680451974,B,D,C,108.96092862457539,9.36001351513894,B,E,49.41760836720551,9.984763779705597,E,1
74,No,Christian,-104.30136508231325,E,B,B,-165.51384483069296,37.71802597830607,A,B,-14.620801408545555,-108.39210746302552,D,1
63,Veteran,Muslim,-74.58076281897513,C,C,B,60.161594197412484,19.739568341562734,E,A,-82.63287107533877,76.32558568193342,D,0
78,Non-Veteran,Christian,60.90456615102738,D,D,B,67.68912532968555,40.76186417533148,E,E,-263.9379741138097,-65.5064036079913,D,0
76,Non-Veteran,Hindu,-53.68724770802535,D,D,A,63.108238438937725,-19.99142339428206,C,A,65.23806505003937,-13.00415217193615,E,0
48,No,Buddhist,87.81589328984055,B,B,C,89.07995144219912,-16.4124716716016,D,A,67.07903508034713,205.26373651396307,D,1
33,Yes,Hindu,8.77019818379364,E,E,C,-83.16096874982254,84.24303921707461,B,D,-25.897645452323058,-50.273059436312906,D,1
63,Veteran,Muslim,-241.49304379454844,B,C,D,-60.43632775606129,-8.69918682860558,B,C,36.416365614668884,68.53552143605398,D,1
24,Veteran,Muslim,-77.22775697913966,B,A,C,-45.49452372078757,115.10200194893964,C,C,145.91588247548364,85.44849036937667,D,1
28,Yes,Other,108.29058210973845,C,A,B,-42.47861235290228,23.800260984044147,E,A,-2.869286688231777,-72.14867635931273,A,0
30,Veteran,Muslim,69.72931198353646,A,A,A,-153.3766225117727,-268.1840066027791,B,A,209.9714852893031,8.977720230066371,E,1
70,No,Christian,13.134440486866758,A,C,E,-119.45521064406618,-279.6200591900387,E,A,-91.92763575214019,24.439414886908068,E,0
59,Yes,Hindu,32.12501795905414,B,A,B,156.9675706357986,-48.8783149099611,B,C,-51.98161784827157,-46.479261652658536,D,0
38,Yes,None,52.485295589946816,B,E,D,99.51594773898469,62.75292865539086,C,A,-51.19986979508432,-52.768743752970515,A,1
69,Veteran,Jewish,-65.8213095685695,B,D,D,-153.43275361182546,-211.40608696572633,E,A,-14.2911877186498,27.59813554625875,C,1
54,No,Jewish,114.54248968851364,D,D,A,-36.83686035919716,60.788935566831185,E,E,75.13406199518904,54.86010078481001,B,0
53,No,Other,158.44650050813047,A,B,D,-76.48648791491752,28.739584549431545,A,E,50.63987410094404,-23.210589692656942,E,1
54,No,Buddhist,-80.45673322119582,B,E,D,-71.56817851913908,208.80388721921278,A,C,-62.29598459207417,-43.34067522995934,B,0
68,No,Muslim,99.84758258145608,B,B,B,67.30905282843993,-59.57624294684126,C,D,10.58713943394008,27.282776809836783,D,1
18,Veteran,Hindu,-89.8846504268863,C,E,A,-16.546077202173322,-266.59245292517426,A,D,-56.82658051177138,29.116813908677813,C,1
