ethnicity,country,civil_status,sex,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target
Hispanic,Brazil,Widowed,Male,C,-53.50683204056493,E,B,-32.91905276812028,D,-189.14879131890672,D,-174.952275536107,E,1
African American,India,Single,M,C,-62.39405970612519,E,C,151.67360178549276,B,-0.34311248936631117,D,20.64262315054106,B,0
Other,UK,Married,Male,A,60.891269283924444,D,A,-12.618271455271982,D,-36.59541518096142,E,159.27172644836224,C,0
Black,UK,Widowed,Non-binary,D,154.5097504872134,B,D,12.754055575773284,B,-139.14807349975067,B,68.63678914619919,A,1
Hispanic,Other,Single,Other,E,44.33731716939483,B,E,-159.940362133191,E,-72.97178497397292,D,80.28207791782849,C,1
Black,India,Widowed,Female,E,129.43874306224964,D,A,16.8900645701119,E,-254.59352526092536,D,-131.04191438697077,D,1
Black,Brazil,Married,Female,E,-73.04550449996793,E,D,-59.73116652336332,B,66.0727569113809,A,-111.95036385720194,E,1
African American,UK,Widowed,Female,B,-141.82027811465372,C,A,61.70868700284275,B,57.85762101624581,D,129.14845325242055,B,1
Asian,Brazil,Single,Male,B,11.847556305525782,C,D,59.33060015910904,D,-55.137180515858994,B,-88.95018579069671,A,0
Other,Other,Widowed,F,B,-66.8160047788714,A,E,47.435986967361494,C,54.651047364390394,A,-97.07244105845507,D,0
Other,Mexico,Divorced,Male,D,-9.28805392476785,C,E,9.37351900592373,E,-104.35856336110028,D,91.54605324590808,A,1
Asian,US,Single,M,E,50.193439691260664,C,E,-11.220416995398041,A,13.822090929601009,A,-72.1874916616276,C,0
African American,Other,Divorced,Other,A,93.74450636358993,E,B,18.25544042524062,A,-121.99422273282966,B,30.485040425294248,C,0
Asian,Other,Divorced,Non-binary,E,-44.07702562550166,E,C,208.27372584962305,B,-54.23297686047995,C,68.56255906700669,E,1
Hispanic,Germany,Single,Female,E,-42.29998767143686,D,A,96.74148944099758,D,-107.55754162709596,B,-334.03520515368655,E,1
White,Germany,Widowed,Other,C,175.689249269734,C,A,56.594361818935866,C,23.43196180495642,D,25.22113072648566,E,1
Hispanic,Brazil,Married,Other,A,53.15192295122109,B,D,-119.66030246981383,C,-164.81161647452691,B,81.97744365041177,A,1
White,India,Single,Female,D,-182.3631945264696,D,E,29.306480008311837,D,9.905589872725393,A,-119.87833248000636,E,1
African American,China,Divorced,M,B,35.603457242441145,A,B,-35.47592663851608,C,6.704295161061832,E,118.68587093522109,E,0
White,China,Married,Female,B,44.02130295870409,A,C,31.6661940040478,B,169.93261454808416,A,172.33374599693127,D,1
White,US,Single,Female,A,135.9392370917844,C,C,243.04389274873876,A,112.85930080284703,A,63.18124390818404,E,1
Black,US,Widowed,F,D,-61.95995077177341,C,E,-151.29468463456604,A,94.26077562429907,B,-32.72837268096523,E,1
Hispanic,China,Single,Other,E,-44.50812611024786,C,D,138.98561628254558,D,-6.946430125515786,B,266.99311351472494,D,1
Hispanic,Germany,Married,Female,E,110.11615294600699,B,D,-149.6916970252175,C,4.709331500671119,D,-33.09686261884405,C,1
Asian,Brazil,Widowed,Non-binary,C,-70.98463548238696,E,C,-43.921342288105585,C,-124.73133761558937,E,-15.195408306802804,B,1
Asian,Mexico,Single,Non-binary,D,-108.24609691546085,B,C,70.52179574440217,B,-86.93700019797558,E,-36.03693601414179,E,1
Asian,China,Single,Non-binary,E,35.68849343669084,A,E,21.20181228130626,A,-13.457099887443821,A,95.76327199603445,A,0
Hispanic,Other,Married,Non-binary,C,43.58178152846522,D,D,99.18760576993894,B,76.97945029761684,A,-38.92989225266204,B,0
White,Germany,Single,Other,E,128.75141846579842,D,C,-0.9245117808760013,E,184.75818952287176,D,22.73386001609687,D,0
Asian,Germany,Widowed,F,D,-119.67685338884311,D,C,-113.04479027339191,C,213.28283880066445,B,54.07989639262429,D,1
Hispanic,Other,Widowed,Male,D,-233.22080458530476,B,A,170.1245772957406,E,69.32303487462517,A,-56.06252147847093,D,1
Hispanic,Brazil,Divorced,Other,C,84.62646826927175,A,E,-1.7153580317342647,A,-33.182964361012885,A,15.067985007963502,E,0
White,Brazil,Divorced,Male,C,-46.49082324477414,A,E,58.11776844516861,A,76.34864372253666,A,78.30207563348537,C,0
Hispanic,Mexico,Married,F,A,77.98727439213907,B,B,88.67098836271668,A,-111.4199891373308,C,26.504430703011256,E,0
African American,Brazil,Single,Other,B,87.93168682697066,D,A,115.5803827922352,A,133.6145909621016,B,-37.71027149464352,B,0
Hispanic,Other,Widowed,F,D,66.41351001773431,B,B,61.96407912754572,C,118.54643711428545,E,-43.77323202603081,E,1
White,China,Widowed,Other,D,145.42149146717546,D,A,-22.099609045003753,B,72.30296203570566,A,-61.39016906488859,D,1
Black,UK,Widowed,M,C,66.65928891043484,C,A,-137.84685665458343,D,-236.32413737970154,C,-36.32926201212844,D,1
Other,India,Married,Female,C,5.903309595719042,D,C,-14.53614309320899,E,153.33983396438026,A,-67.49191311330006,E,1
African American,UK,Widowed,Non-binary,C,72.2283014294372,C,D,54.674165209797025,B,104.23600915540914,D,29.616741386545627,E,0
Other,Other,Single,F,E,48.58915911753564,C,D,110.3531804676727,A,94.94191694856548,A,30.352198727185687,A,0
Black,China,Single,F,C,4.56333482259096,D,A,-51.58774194993677,E,259.92969746204676,E,-120.71665350595279,D,1
Hispanic,China,Widowed,F,D,50.0166489873061,E,D,10.872076695642981,A,-84.76372939557506,C,181.6931349104479,D,0
Other,Brazil,Divorced,Non-binary,E,0.6238478846903017,E,D,161.96179401123615,C,73.50082034941624,C,15.136311405830996,C,0
Black,China,Divorced,Female,C,-16.385369685126495,D,A,42.80604478925702,B,113.89785878223381,E,15.867142312706411,A,1
Asian,Brazil,Married,M,A,-193.81260127091588,C,B,27.203278468807785,D,66.2781517484092,B,145.91742461734617,E,1
Other,Germany,Single,Non-binary,D,4.266515168308308,A,A,-35.512437412119205,E,-28.869185133250507,B,114.21949153165379,E,1
Black,Germany,Married,Other,C,10.916519026618419,E,B,-57.25934232049463,B,-176.03064375888457,B,34.451885653826544,D,1
Other,Brazil,Married,Female,A,-134.78113124139693,E,C,-79.09101772361566,E,-3.805507263631431,B,101.10294705428329,C,0
Asian,UK,Single,Male,E,-190.65509517302453,E,E,-200.99183004380515,D,-39.53464215269423,C,47.200919406583914,C,1
Asian,Mexico,Widowed,F,E,-178.25745061640802,E,C,4.608181546649505,D,-59.77882860873197,B,28.138286214288726,C,1
Asian,India,Divorced,Female,A,22.900536777520326,E,C,-80.98757900490881,C,17.282876188205492,D,114.67404695679029,E,0
White,India,Widowed,M,C,124.03624762017253,B,E,74.77912741377189,B,-157.77908214142008,D,-73.31688499063475,C,0
Asian,UK,Single,F,A,-3.3740884306172525,B,A,-177.98534762491863,D,112.48387130813585,C,71.26230364044375,A,0
Other,Mexico,Divorced,Female,E,249.1384784652015,A,C,85.15836807403949,D,-10.80562161744216,B,-95.14286632703886,C,1
African American,US,Married,Male,E,-95.32966973225918,B,D,12.514499727506987,C,113.60595337701098,D,115.5856081657328,D,1
Asian,India,Divorced,Other,C,38.47178180673291,D,D,-74.46723783189096,B,-120.67833038814861,E,-205.59927459058383,B,0
Other,China,Single,Male,A,-11.481122513369266,A,A,131.58927490557727,B,-6.2114180049393095,C,-97.48717654996382,D,1
Hispanic,Other,Divorced,Female,D,114.4947361388651,C,C,-257.4579952769911,E,-170.90268346615008,C,70.80030078529107,D,1
Asian,US,Widowed,M,C,15.015651590603069,D,E,145.8655409063722,A,-90.10053445683978,A,98.69071237259624,B,1
Asian,Mexico,Single,Male,C,14.90591220644166,B,E,134.26633316071056,B,28.936370741012723,B,117.46418216003865,A,0
Black,Mexico,Single,M,C,104.21625264186225,B,A,-46.045922976920785,B,204.99987578519887,A,-187.80539851584484,D,1
Other,India,Divorced,M,E,-63.48203187181872,D,D,-149.49589661135155,D,-61.757161569244246,E,-33.27643377959411,B,1
Black,Other,Widowed,M,D,-172.50746172157687,D,A,12.694916477060714,A,282.5746880026933,B,77.05914942684088,D,1
White,Brazil,Married,F,D,133.77749379558807,B,A,127.7532674106291,A,-220.87511970032497,C,-11.970729153586618,A,0
White,Mexico,Divorced,Non-binary,E,-16.626779491750103,B,D,23.621994948744142,D,-115.07720783632665,E,61.40845552552396,B,0
Black,Brazil,Single,Other,A,79.5859942811622,E,E,-84.51602769002086,E,28.002097910631836,C,-115.68846255462934,D,0
Asian,Other,Single,M,C,-112.66008661460396,C,B,-214.35374062808523,B,-38.323439213894886,B,2.3268568336328963,A,1
White,India,Divorced,Non-binary,A,40.39820497714579,C,A,-78.76222137196031,B,-71.03328410550532,D,6.051156989008152,E,0
African American,China,Single,Male,C,122.6977395188381,E,E,-26.875596048669415,E,-94.13372152273084,A,-7.664011260941578,E,0
Asian,UK,Single,Male,A,6.037134820621697,C,E,-78.84118363397583,C,-55.7688620087353,B,-25.954001964108443,E,0
Other,Germany,Widowed,Non-binary,A,88.92974592621054,E,D,-155.08239370542333,A,44.05109057022458,D,97.74644500670443,C,0
Asian,China,Single,Female,A,93.25802529540374,A,E,25.794079044041574,C,-19.548388416884542,D,34.704315468589364,A,0
Hispanic,US,Married,F,E,32.34223153829664,A,D,122.60864811323624,D,-57.26621019842082,B,55.28021771903895,B,0
Other,Brazil,Single,M,E,-3.933613234783783,E,C,-87.31162016437645,B,39.5107538333571,C,-29.162877543515414,D,0
White,Germany,Single,Male,B,-133.82022609142606,D,A,51.94798167756992,B,-52.00981189773215,B,35.42548391820655,D,1
Asian,Mexico,Widowed,Male,E,-85.42730200777959,D,D,253.923855240547,E,-6.982133281993311,C,21.695735615167393,B,1
Black,US,Single,Non-binary,C,67.79071764062454,E,C,-41.49442042364208,B,16.069895709966765,D,42.64357129358703,A,1
Other,Germany,Married,F,C,-57.015398653194794,D,A,2.8366729352903732,D,-35.389938178824146,D,122.3851300149982,A,1
White,Mexico,Married,F,B,90.18164702734185,C,C,26.89484780095456,B,-162.64121025725683,D,-102.04144873564603,D,0
White,UK,Married,F,D,73.98997477061161,E,E,48.42137144725564,C,-163.1037088707314,C,-51.498921156288546,E,0
Asian,China,Married,Male,C,126.09184296165066,C,C,-27.46270433009786,A,55.8469209193604,C,-68.40581532698451,B,0
Black,Mexico,Widowed,M,D,-24.441717719943185,B,B,118.93449740827961,A,2.274875221168022,D,50.12139660396866,A,1
African American,China,Married,Non-binary,B,188.2205907198397,D,D,73.84571441409668,B,-19.808813969292842,C,-61.334574792406514,C,1
Black,Mexico,Widowed,Male,C,-12.535885061365468,C,B,-41.10161294391237,D,83.48225713587652,E,35.9571944094449,E,1
African American,Mexico,Single,Non-binary,A,-169.5455482590523,C,A,-119.36968232254578,D,325.45138067060344,C,-19.82365039629267,C,0
African American,Other,Divorced,Other,C,-44.41324195354956,D,A,66.91696019131015,A,167.45849538566617,C,40.8392272846219,B,0
Other,UK,Widowed,Male,A,37.83150174148888,A,B,60.89753844700587,D,-167.88154469239362,A,24.219805471486332,D,1
White,Mexico,Married,F,C,78.11156050279075,D,B,-72.78230999083483,B,-37.7923551218942,C,-59.21723349239326,C,0
Asian,UK,Widowed,M,C,70.06476116517214,B,A,48.06367034567652,A,-201.7150561131158,C,33.78447081469071,C,1
White,Germany,Single,Female,B,197.89484875181253,E,A,-153.0423981170634,A,-35.15962933413965,E,-63.55796362815499,B,0
Asian,Brazil,Married,Non-binary,A,-145.7439743963429,E,B,124.90512423105153,C,-206.27266514601126,A,-39.43766743007669,D,0
Black,Brazil,Divorced,M,A,268.8165829087882,B,E,210.0879313542973,E,128.78640706917835,A,35.69388012711075,B,0
African American,US,Widowed,M,E,-24.228194548991343,E,E,-91.49514233778349,D,-135.19474396927126,A,53.78971761383289,D,1
Black,Mexico,Single,Female,D,58.43177145710734,E,D,22.57128020903474,E,64.62578939776778,E,246.693573857239,C,1
Black,Mexico,Divorced,Non-binary,C,-105.8406137389555,A,A,-291.5249180730718,E,-105.56304777716443,A,108.07433362435386,E,0
Hispanic,Mexico,Single,Male,A,-31.89212932211355,E,D,-114.34535609367605,D,115.56287233062781,C,149.828906469346,E,0
Other,Other,Widowed,Female,A,82.87347621183703,D,C,180.5931097909738,B,-38.76311214361235,E,-5.426032894419367,A,1
Other,Other,Single,M,D,-37.54245666793167,E,A,5.252573076036652,D,-214.2984264909486,D,82.3964918255671,A,1
African American,Germany,Single,Other,D,32.640579941430246,A,A,31.80372942939609,B,51.78937722603123,B,-85.03003701668824,B,1
Hispanic,US,Single,M,E,-132.2164955167899,E,C,-131.2710118149406,B,-242.66254644903066,A,29.81072415465317,D,0
Hispanic,India,Divorced,Female,B,-76.87740083299852,A,A,-67.30852320738,B,66.21086566740206,B,29.97655424113974,A,0
African American,Other,Single,Non-binary,E,138.54380996372373,E,A,-119.90986618023652,B,-44.2963658151466,D,85.8194465113448,C,0
African American,Mexico,Married,Other,B,-118.14371053275892,B,D,162.67440028868376,E,23.642076375491722,D,107.23275786576762,B,0
Asian,India,Widowed,Male,A,63.67396865280778,D,C,97.64265490178384,A,58.28481929871393,E,-118.28735901194712,E,0
Hispanic,India,Divorced,Male,C,111.45925424175334,C,D,33.211281769247435,A,-81.84934829578886,A,-46.84921260508877,E,0
Other,Germany,Married,F,E,-107.49264525201767,C,C,-62.12716768372418,D,-10.334844026464172,B,153.78571565034056,D,0
Other,Mexico,Married,M,A,141.45966167026103,B,B,-38.59429605186355,A,35.06557758587949,D,108.09314098071548,D,0
Asian,UK,Divorced,Other,B,18.999314699570427,D,A,-82.14010171212212,C,42.2127976194144,E,142.67094448720698,D,1
Other,UK,Married,Female,C,135.02880573787417,B,E,40.957213919666856,A,-67.09277587737722,D,-119.8392260242446,A,0
Hispanic,Germany,Single,Other,E,-116.12489482278552,B,B,-26.816537976554905,A,-48.12939850861672,D,13.95320458089774,D,1
Asian,Mexico,Divorced,Other,D,49.69317002224783,B,B,36.632441179045884,C,-6.325627840317505,B,-115.89346978617282,C,1
Hispanic,Mexico,Divorced,M,E,82.20451953143596,B,D,-223.75059840345028,D,-13.815143418187473,B,-91.80234060152847,D,1
Black,India,Divorced,Other,D,-123.6023731395135,B,A,26.499773046613047,D,91.58364905302253,C,60.87600228612649,A,0
African American,Brazil,Married,Other,A,-58.16362071647092,B,D,-32.662813238696685,A,-116.07760969213959,D,-8.056487148824324,E,0
Other,Germany,Divorced,Male,A,-229.36554936210123,B,B,-19.952701362556898,D,-55.4817966296763,A,-45.73903088102363,C,0
White,Germany,Single,Female,C,-97.43763117644157,D,A,5.80632325843898,D,-132.89316297299843,E,72.8344565609591,C,0
White,US,Single,F,C,-102.50581765209736,B,A,-226.58805474849473,E,-72.45144689660313,D,219.04283115552045,C,0
African American,India,Married,Other,A,-74.47561606131222,C,E,-133.46892642031037,C,-16.477703747462304,D,57.53869713310167,E,1
Hispanic,UK,Single,Female,C,46.446431420400344,E,E,41.99701201973954,B,210.8004607755349,E,35.94978646635024,A,0
Hispanic,Brazil,Married,Male,B,68.0151346447681,C,B,47.24352137345825,E,92.87679817120585,C,-24.431050867150226,A,1
African American,China,Widowed,Female,A,50.028666071863384,D,E,-177.29988395762854,C,34.652699601185596,E,80.83105066332193,D,1
White,Brazil,Single,Female,D,-57.871847242826504,B,D,3.3361393651907463,B,73.66658059749629,A,-62.720366530543316,A,1
Other,UK,Single,F,D,78.26853272207633,C,D,-75.83957811451893,B,10.226162857711103,E,-118.44176379927183,D,0
Hispanic,Other,Divorced,Female,A,14.4347857402359,B,B,-11.91956494724946,B,128.67957261336016,E,79.71831593063658,B,0
Asian,Other,Single,Female,D,-74.69189558823463,A,A,66.17303495110201,A,-165.2095289302561,C,-26.518521953164036,B,1
Black,UK,Married,Other,B,24.453788138854122,D,B,-81.29196175442745,B,161.61871366977098,A,115.86531758368427,B,0
Asian,Other,Widowed,Female,B,106.55403803211358,E,A,126.63450921184494,E,-77.5742350539155,E,-20.391977633580417,C,1
Hispanic,Mexico,Widowed,Non-binary,B,73.09241642033022,C,A,33.753009102630635,C,-56.13775347224402,C,-127.68058377446184,C,0
African American,Mexico,Single,Female,A,48.14783455413752,E,C,-21.924345417201284,B,-41.58411305160365,D,-19.776199212171115,B,1
Black,US,Single,Other,B,-53.85419088444804,E,A,67.34717469252345,D,121.37989006061783,A,-47.03970312033586,B,1
Asian,UK,Single,Other,D,-9.731133356361243,E,D,-60.23051027336705,A,-106.2276211981349,D,-100.54019112050905,A,0
Hispanic,Germany,Single,Male,A,112.90760659836508,C,E,107.41658544124988,E,-28.078928987243344,E,22.83629668728816,A,0
White,China,Single,Non-binary,B,-62.673553773556925,D,B,-16.451295193141274,C,89.33815958490321,A,-60.13521334941849,B,1
Other,India,Widowed,Other,E,-38.826047653517435,B,C,78.02494937498206,B,-41.00806444332839,A,-109.82943255279083,C,1
African American,Brazil,Divorced,Male,C,-64.77927783976753,D,B,-31.170851610973283,B,15.296824484021613,A,-0.3778976228894421,D,0
Asian,Mexico,Single,F,D,132.82204676736686,A,E,-73.38565742990474,E,189.60605468785272,E,-67.87519153862723,D,1
African American,US,Widowed,F,C,-217.25964303117564,E,B,-12.879692686092593,A,-43.35494130986994,A,-80.85511210834878,B,1
White,India,Divorced,Female,A,-70.46222666610085,C,B,242.09743242825965,B,35.61127727474662,D,36.99508829967473,C,0
Other,China,Divorced,Other,A,-1.8026299868042064,B,A,-118.52780806796052,C,144.60649463286055,D,-25.652948930133977,D,1
White,US,Divorced,Other,B,84.79011524725354,A,A,-97.56398397042878,C,-90.70568214546209,B,76.35179254079412,B,1
African American,Mexico,Married,Non-binary,E,44.6258702239975,B,D,81.43852528657153,B,74.89299663817533,A,-76.93743688358327,C,1
African American,UK,Married,M,E,7.868528207532852,D,B,109.11629946950644,B,128.21809997746624,D,144.53645753677384,D,1
Hispanic,Mexico,Single,Female,E,-50.314555698954585,C,E,-213.90251659667706,A,-38.92948959059584,A,22.440567559982096,B,1
Hispanic,Other,Widowed,Female,E,187.940839435367,B,B,-3.5994168123104715,C,-69.60506736969627,E,78.24392363309212,B,0
Hispanic,Germany,Widowed,Other,D,-36.407077444835295,E,C,40.32031438562808,A,-7.433681931147423,C,76.2256982682515,D,0
Asian,India,Married,Male,D,76.40178521097391,D,D,-28.841088484366512,C,-109.83623857618075,E,-28.51099740922418,B,1
Other,Other,Married,M,A,-40.28598951458462,B,D,35.082489225490285,B,106.69953416127551,B,19.251394864377698,A,0
White,US,Married,Non-binary,D,98.98680671558749,A,E,230.57575470905763,B,-92.71293489989232,E,-33.94197590926464,B,0
Black,China,Widowed,Other,C,53.34344383244258,A,B,-109.5702232467867,E,18.211237765456982,D,148.75884344447633,D,1
Black,Brazil,Widowed,Female,B,-174.54442864630948,B,A,-128.80835794882208,E,53.19634618170922,D,-58.077680223047324,E,1
Asian,Mexico,Married,Other,C,-13.183743878864822,A,E,78.49298264993216,D,-9.275962495286215,D,29.139826508385998,C,0
Other,India,Divorced,Non-binary,D,64.7721967750853,E,A,181.60384801449422,C,132.3828462788306,D,94.93720349338173,A,0
White,China,Divorced,Female,A,2.4347561197401855,A,C,4.818406033121035,B,-93.5416586858952,A,-110.17833919424427,C,0
Hispanic,Mexico,Divorced,Other,D,-68.49681563314242,C,C,125.20138078766756,E,-143.63909454576995,C,121.84310221422172,E,1
Asian,India,Married,M,A,-0.02578007803775379,E,D,54.581129987026976,B,-75.56543583589347,E,98.53440534991476,B,0
Black,Other,Widowed,F,A,-18.91415367986112,A,A,-52.722558969632225,A,55.96786468981389,D,26.88752899714278,A,0
Hispanic,Mexico,Widowed,Non-binary,A,-70.709420832926,E,E,96.97779536387246,C,-95.2096902207701,E,-11.082924866094102,A,1
White,China,Widowed,Male,A,82.89314389782632,E,B,-22.014607022040682,C,38.73335705670758,C,10.9930707555969,A,0
Asian,Other,Married,Non-binary,C,22.371807336526835,D,B,20.645376680000087,E,56.08766632499527,D,71.73817569560015,A,1
Asian,US,Married,Other,D,90.69732652946213,A,D,-12.029157501719908,C,91.15905513646048,C,30.827139844770624,A,1
African American,Other,Married,Male,D,-103.67939701344821,D,B,-129.04696135660697,D,72.11986864158631,B,54.95157808353947,A,1
Hispanic,UK,Widowed,Non-binary,E,-17.30645063269678,E,E,-8.183191918902727,C,-33.663314284627674,B,38.80870473708437,C,1
White,US,Single,Other,C,-84.95429017848642,E,A,-45.36812798278054,D,-81.10247675570179,C,35.53096816553033,C,0
Other,Other,Widowed,Non-binary,A,-60.510563549283624,C,C,-173.39975370545946,D,-105.76787035191104,E,-9.698138142593102,C,0
Other,Brazil,Widowed,M,E,32.805393135679886,E,D,-14.483371981505206,D,57.52863473950468,E,125.76266031816066,D,0
White,US,Married,Female,C,-45.48717987552632,B,C,-6.2973977047559915,D,-68.92739860701082,B,-126.66062582385658,C,0
Hispanic,UK,Widowed,Other,A,-101.02552136103311,C,C,105.36644554086743,B,-32.59560544028709,C,36.36760354251765,D,0
Black,Mexico,Widowed,Other,B,23.431252172723216,A,B,37.20984444309462,B,-26.297726543378225,C,162.58396096835398,D,0
Black,Germany,Single,Non-binary,C,-37.906309820780116,A,D,-46.274650459913126,D,-107.55801649685621,D,16.3216392725581,B,0
Asian,US,Single,F,B,-154.90264219672733,D,D,-98.83191834183197,B,-34.06627791229612,C,-66.97671165211838,D,0
White,Germany,Widowed,M,A,56.08560458803558,A,B,54.9362299816808,D,19.797789777520865,E,63.75952976394375,A,0
African American,UK,Single,F,E,54.25924066667736,E,B,-29.058319153738644,B,-5.64804386830002,E,-37.28290593590443,E,0
Hispanic,US,Widowed,F,B,-128.46444269720462,A,C,19.714227794152652,E,-21.29096483511811,E,-137.41858216339236,E,1
African American,UK,Divorced,F,B,-22.871409173343153,E,C,-99.60221446072573,E,49.40338987209394,C,-359.8983711205713,E,0
Other,Other,Single,Male,B,-135.90556498873798,C,D,-22.175120638573972,B,110.40483756863777,C,155.2887563676033,D,0
African American,India,Single,Female,C,-5.188605712940276,B,E,-153.95615713540198,D,33.44998254980835,C,127.89662408975144,C,0
Black,Brazil,Widowed,Female,C,84.2401252533799,B,E,-58.12586594153865,D,-4.034246675389272,C,-123.66452256672753,C,1
Hispanic,Mexico,Divorced,Other,D,-100.88491389900649,A,A,-23.348837000342225,D,-15.050369066375108,B,-41.89396706661175,D,1
Black,Brazil,Divorced,Non-binary,C,-83.0349943827273,E,D,36.65074214752216,D,-29.51474514003844,E,-167.4486726238768,E,0
African American,Germany,Single,Female,C,-154.0206487418161,D,E,-105.92955774083326,C,90.65295176371976,E,-151.91603699708187,A,1
Black,Germany,Single,Non-binary,E,32.606788699291506,A,A,34.379219272094794,A,-29.150873884151917,A,-45.16681767310507,C,1
Black,China,Single,M,D,-215.91143642531043,E,D,15.031522587916385,D,120.59376361612868,D,113.98136166276029,C,0
Black,Brazil,Widowed,Male,B,10.314493676430015,D,C,-31.60692088000699,A,56.07568225774058,A,24.004468865656833,A,0
Black,Other,Widowed,Other,A,30.730077422968037,C,C,-32.9874571928706,A,62.977282943353764,D,123.80866666394297,C,1
Asian,Germany,Divorced,Non-binary,E,-12.678211658989749,B,D,-21.519218275118433,C,168.5339606538842,E,73.33446538454781,C,1
Asian,China,Divorced,Male,B,-22.423366458613334,B,D,-56.71449285341825,C,94.8068921965801,E,-43.05135049583219,B,0
Other,Brazil,Divorced,Male,C,-67.70210343283928,C,B,15.905904258736584,B,45.94374508055489,C,-193.24156302221633,D,1
Hispanic,Germany,Single,Female,E,-94.35599709551276,E,B,-161.92601412292095,A,-71.68358534492934,C,-2.8264714381529443,A,1
White,China,Widowed,Other,D,83.47192510218649,D,D,-74.83154757766451,C,35.22801894264256,E,115.53433504601176,E,1
African American,US,Single,M,B,-3.012673095039653,B,A,74.00828850326853,A,117.71496558481127,E,-27.43721904298696,E,0
Hispanic,UK,Widowed,M,D,54.04322977910391,E,B,-146.62270300772093,A,66.96027789282054,C,-41.426744522447144,B,0
White,India,Widowed,Non-binary,A,-66.93098041527261,D,E,76.02537673761121,A,-49.37911975954765,D,-179.3127034965965,A,0
Other,Brazil,Single,Female,A,147.0479622039345,E,D,10.431827250419285,C,-102.23395220951849,A,-53.902555810151206,A,0
African American,Germany,Widowed,Non-binary,E,-21.01043702741378,A,A,125.99444927388359,D,50.32109500697343,A,-13.62872736638088,D,1
Asian,Other,Divorced,Non-binary,D,158.43324423375844,D,D,36.30042166732801,D,-76.73212595392803,E,-61.66131228377088,D,0
Other,China,Widowed,Other,C,87.85155720040248,A,E,-162.57418892319765,D,135.10246437401878,E,82.60186343615068,C,0
White,UK,Widowed,Female,C,304.6439690828704,A,B,-61.36990198700254,A,64.57107611663031,B,257.2796613177289,E,0
Other,China,Widowed,Female,E,128.21779330774697,D,E,-71.36217692921582,B,-30.143014984690137,A,146.89137262683653,E,1
Hispanic,Mexico,Single,Other,E,20.388783391877084,B,B,3.0074967741274516,E,-196.3815793431244,B,50.341862392750954,B,0
Other,Brazil,Single,M,C,-96.5664373044513,A,E,193.8102693127948,B,-61.069887584884384,C,-107.16208508543438,C,1
White,Other,Single,Female,B,111.10746335094169,C,B,124.87648053664633,D,-92.74002119406163,D,114.76745041474041,E,1
Asian,Brazil,Single,Non-binary,C,17.822165893895793,E,D,-157.71747333283318,A,-156.06027168648168,B,-69.85068591708175,B,0
Hispanic,US,Single,Male,B,-31.701145988103352,D,E,-144.69353528732873,D,-111.13401524962813,E,-84.90950287115335,B,1
African American,US,Married,Other,C,48.68387866914501,A,B,93.0115480373886,E,48.33395448099063,B,-80.7024986142021,B,1
Black,US,Married,Other,D,235.2799335420988,C,B,33.804881932931416,E,17.978623107623484,C,-13.722171573683795,E,0
White,US,Married,M,A,-50.51071967187784,C,B,-38.63497736307477,C,-69.00938600549243,A,-38.16298174210034,B,1
Hispanic,India,Married,F,A,-168.39036009314395,D,D,45.07771263875144,D,-79.96655002137236,B,-5.112747623798477,D,0
African American,Other,Married,F,E,71.16956701743588,C,D,101.83247270295448,B,174.00231979467088,B,-142.25584351989576,B,1
Hispanic,Germany,Married,Other,B,15.467955285865266,D,E,267.5847006432192,A,-280.3256038608899,B,63.96340603182005,B,1
Other,UK,Divorced,Non-binary,E,138.85220428896776,E,D,63.55797490847306,E,-10.137860952924832,D,19.46588627195858,C,0
Asian,China,Divorced,M,A,26.618295362394477,A,E,16.70291840175234,A,37.62227654723854,A,166.97623269914064,D,0
White,Mexico,Married,M,E,69.27124464033302,B,C,32.302886590455046,E,-98.81538490021725,A,24.258655813257484,B,1
Black,China,Widowed,M,B,31.71031382709817,C,C,72.59620567473578,E,-21.19330707324325,E,73.11350545033089,C,0
Asian,US,Widowed,Female,B,94.19354499086349,E,A,-92.89864574704293,E,-50.69901771346586,E,-65.0020076942149,A,0
White,US,Married,Other,D,152.87661691941403,D,C,-137.7946074933188,A,91.6849478775912,B,-6.840913198005688,C,1
White,India,Divorced,Female,C,-68.98461582884745,B,D,-91.1587608352572,B,-173.16915262118135,D,-3.8695967711294648,C,1
Hispanic,Brazil,Single,Male,C,-72.74596345857839,C,C,25.570996006288464,D,99.41227681359594,B,-73.58103265732214,D,1
Other,Mexico,Divorced,Female,A,41.9601871934668,D,B,-120.7083187067193,C,175.42551329307824,A,-99.36245441844724,E,1
Hispanic,US,Married,F,E,3.7112211619441693,D,B,-55.62946180960301,D,75.61554961117429,B,66.86197576696651,E,1
Hispanic,Other,Married,Other,D,72.82068453714284,D,A,51.90963922826089,E,-48.03567148930841,A,-7.857461011103091,A,1
Hispanic,US,Married,Non-binary,C,77.9186480693021,E,B,-60.29522800073113,C,-134.69516044373958,B,24.851454237816498,A,1
Black,Germany,Widowed,Non-binary,D,79.85135424695694,C,E,-71.94191855865795,D,17.31034061736328,A,97.49870262783675,C,1
Black,US,Single,F,D,40.60480419110203,B,E,10.542425994987186,E,50.03412486859744,E,38.99561145194062,A,1
