AGE,RACE,age_group,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,target
75,Other,18-25,-3.8413130531126773,B,93.18179463748547,E,A,189.79564827590715,2.4584079619990127,B,E,A,C,-65.49771635386743,A,46.10121309698824,E,E,E,-6.064886639757225,1
82,Asian,26-35,224.9406851844491,B,64.93063049735522,C,D,-160.05137259130098,-17.34152900363755,C,C,E,B,26.580457811370668,D,-33.34780209533845,B,C,E,32.06354184924067,0
92,African American,26-35,117.91477234143586,D,-0.42944884793659815,D,B,99.23048791746658,-4.634636264679368,A,A,B,E,-77.84175104135541,E,-119.52743380135105,C,A,D,30.868724295920742,0
27,Black,36-50,25.28849427433769,E,101.7856968565364,D,B,-240.3724429091813,37.63902130454482,E,A,A,A,76.1478852800937,A,-15.239927447709405,A,E,E,-82.9912531875589,0
66,Asian,18-25,-54.88700673782254,E,161.66831506845884,A,B,-48.209260190045605,80.50024582980988,E,C,A,A,58.16821865311462,C,19.60455929894756,C,B,D,-57.171297174847965,0
70,Asian,26-35,-62.776795381583874,A,-84.90247523253245,D,C,-78.02810760405828,-180.0378861927317,B,C,E,E,1.274585929405935,C,-4.043336636333759,E,D,C,-34.79065831255595,0
41,Other,51-65,135.46937760497718,B,126.0274532429946,C,E,112.89520449994872,91.2883973735124,D,B,D,E,0.8975044479458633,A,16.568657206375406,A,C,B,24.97122952665631,0
44,White,26-35,-60.417218615736076,B,130.6741481905559,C,A,52.016320034991736,2.293446149140722,B,A,A,D,-11.581807620334747,A,-41.06756806696234,D,B,E,101.53924318860233,1
64,Hispanic,26-35,2.9416571940469134,E,-92.65703848111443,A,A,-173.6538948089813,-40.337376041992144,C,C,C,D,-55.46495673407684,B,-2.1008470905178314,C,A,A,116.44870871028428,1
30,Hispanic,26-35,21.54835273078824,E,18.538849822003133,C,B,-130.99155875786562,-109.83912739521706,C,D,A,C,77.40998404471843,C,-7.229175429314504,E,D,E,161.24877606555597,1
57,White,18-25,141.8300657566173,A,67.22543768144361,E,D,-28.323120153529025,44.51933370474871,B,C,B,A,-97.94164961771762,A,-105.1879541045468,B,D,B,35.91936906945531,1
77,Black,51-65,107.42597383272448,D,45.40590031081958,B,A,-112.97624681743899,-37.459715161862604,C,B,A,D,-195.52644079798446,E,56.544926079121375,D,D,D,119.29536293129917,1
44,Hispanic,26-35,57.07917468563978,B,-85.68264630562913,B,D,85.52287516072109,-17.626031307916794,D,B,B,E,1.232724042399671,B,-0.716205650811788,A,A,C,-122.09771413664035,1
66,Asian,65+,130.00136292390792,D,-53.914697291383206,B,B,32.15882531206431,-36.41761419332117,A,A,C,A,79.85392280465366,D,-101.86614721362204,A,E,C,-109.04624509273918,0
69,African American,18-25,66.49131925446194,E,-51.466112240268814,B,E,-57.908894402285206,29.945956427719413,B,E,D,A,111.98881836060939,D,-102.26025364003554,D,B,E,25.344073172817154,1
81,Hispanic,18-25,31.195393918986674,B,50.11879663832374,B,B,-76.19984327348035,-189.74650068638852,D,C,D,D,10.12804844267974,B,-54.73318859841272,A,D,B,49.861002357417696,1
74,Asian,51-65,107.0163512141582,D,-25.875188279319893,D,B,18.86494983314231,-159.4250218564225,D,C,A,B,168.01873262307942,A,19.26288303026327,E,E,D,-147.59125706769183,1
26,Asian,18-25,-161.02988670651564,C,145.12636320770034,D,E,120.59988784181384,-3.80500994087565,C,B,D,A,152.91907733058895,A,-109.06901034451234,C,D,B,-25.520090114793355,1
89,African American,26-35,-27.588175777187406,D,-172.76351294345264,D,B,-96.65973225442326,213.12483219337705,C,E,B,B,49.48140153300816,A,10.932470511673992,C,E,A,180.25401675566798,1
53,Hispanic,36-50,102.67693727818641,D,-53.42869179334085,E,E,-45.26398387063668,-172.64584256067394,A,B,B,B,104.78236733988157,B,-73.60402308081943,C,B,E,148.46700302775557,1
41,White,18-25,-132.17346409129965,B,127.20116884228945,D,E,-26.0623438965834,-70.03804628344075,E,B,E,A,31.57552782848787,E,74.5008838681678,D,E,B,102.48959877159297,0
84,Hispanic,51-65,-84.06543844742112,D,118.03710989270373,B,B,63.297429826837956,-41.76210869335614,A,E,B,C,-57.54060092312394,A,31.097559433143108,C,A,B,-83.41316136880984,1
63,Black,51-65,-49.26229275747627,D,35.156027671483656,A,A,-37.177131033642816,-66.30224849439325,E,B,E,C,18.45268445176564,A,30.173573757517065,E,A,E,-45.83704687228855,0
97,Other,18-25,-55.26977258844711,C,-59.6109573604341,C,D,-38.88380659733544,-172.08659220490395,B,D,C,A,16.870850978572687,D,-63.23849795702604,C,B,B,126.41729955109682,1
94,Other,65+,30.355293572527764,D,27.795068666853634,B,B,16.29214383743803,1.2379711859140903,A,C,D,C,-60.544670807179344,D,31.940204489948947,D,C,A,-63.81322226333999,1
96,Asian,18-25,-112.52616504950129,E,79.08464147466145,E,B,61.885356351331936,-102.89454357709175,D,B,A,A,101.28666674713823,B,-50.679268905840125,B,C,D,85.11337172639882,1
97,White,36-50,-81.72134958333417,D,9.183708603239813,D,B,33.27157226668949,58.81562003834296,D,E,C,A,22.462469200580422,B,33.84178286358897,A,B,A,65.3643085133422,0
44,Other,18-25,115.892854657311,E,-63.030092787165884,E,C,135.78880658571043,88.55460374287563,D,D,A,E,172.07914112361783,A,-84.49605272629071,D,C,C,30.204446651929196,1
39,African American,65+,113.53315069859991,D,70.44864697779686,C,E,121.16697990587369,-26.16471642846328,D,B,B,D,-60.099786496227615,D,113.25951731943175,E,E,A,-43.4442367914803,1
50,Other,65+,112.34246963743037,C,45.887787007338986,A,B,-13.410061572630447,30.617717496072068,A,B,A,B,-124.26174649984019,B,-119.72660704725102,D,D,E,270.84905264454665,0
21,African American,51-65,-97.25422662021023,B,192.4762875318278,D,B,28.120048952696248,-35.479008323887385,E,D,D,D,75.98039317258616,A,-52.94251327528228,A,C,B,0.33372701993855197,1
69,Asian,65+,197.97002813789476,C,-6.08888556548074,D,E,-15.99565372183839,-53.84043864419796,B,D,E,D,42.62061843649237,D,70.17280958285261,C,D,C,33.83434134224492,1
92,Hispanic,36-50,128.09421305407096,C,-29.211292006107115,A,D,103.25056957688979,-60.756323451928495,B,B,D,B,-57.35134402596027,D,221.1383607746626,E,D,B,-43.09332365088061,0
46,Asian,65+,67.54712526987221,A,-25.07137182817901,B,E,168.2803202958201,-80.05036357911123,C,B,C,A,4.136426721359399,E,-32.68149032342041,C,E,B,-18.311377845188993,0
53,Hispanic,51-65,-44.644840508853854,B,79.23455355334539,B,B,-65.31097404200038,-20.45003951920398,A,A,A,B,73.87116296735586,B,-38.4683709646482,B,A,A,42.00794769225512,0
91,Black,65+,-13.284542707563455,D,-124.09780523857201,E,C,118.855876965773,14.04198307872849,C,B,A,C,-40.44245611853742,E,-92.85653221175241,C,B,C,37.635750713781626,0
57,Hispanic,18-25,210.75208274853372,B,53.646415415601744,B,A,104.07634677742577,-36.75582239351948,B,B,C,E,118.22381244315577,B,-30.495375512879292,D,E,A,-32.83573357576715,0
94,African American,65+,-12.347362805141278,E,-7.319262976824873,C,C,65.91157535195369,74.19488504182698,B,C,B,E,10.11301155396424,B,-41.43980778982045,A,D,B,50.95152710694171,0
80,Hispanic,51-65,6.3515188492358625,A,113.93769667922061,B,E,100.3925663943225,-36.63097231439596,B,D,B,B,55.97130311020281,A,147.44475397777475,B,E,D,-122.99500942357757,0
64,Asian,18-25,215.42069386193424,A,-9.19171809775079,A,E,78.55615539538258,3.2112879026128893,E,A,B,D,62.34601456384995,E,-11.989580267159942,A,A,A,-111.54055015936044,1
27,Other,18-25,-148.9020793174377,B,-28.598204606966192,E,C,36.38300881540902,152.1288900447436,B,C,D,E,234.52639101149586,B,-193.11646912965992,B,A,C,61.90944905544939,1
70,Hispanic,18-25,31.350759040932115,A,-33.50072735957647,C,C,5.637657911154483,-38.63273507884891,A,E,D,E,-58.212071375026774,B,-54.94062956266136,B,E,B,-186.16127898627755,0
98,Asian,18-25,-190.37740228286145,D,112.02921862060107,C,E,-19.659994808768964,41.62109706028216,C,E,B,B,-63.75484584948594,D,-7.642109132414715,C,B,B,121.1166878521231,1
79,Hispanic,51-65,3.0655177824211637,A,82.55974201879674,B,C,76.63134914113037,122.67623872503668,D,B,E,A,9.242767697648368,B,33.894709966848616,B,E,C,-69.7709126840083,1
18,African American,36-50,-77.78291481738701,C,232.73680348817587,D,D,-0.11644235850748486,145.48185653525502,E,B,A,D,-30.448405913480386,A,114.77066087718721,E,D,B,-99.40708297497738,0
63,Asian,26-35,-49.463173748481225,E,58.13352648476422,E,B,-88.87855341862296,136.09436914658426,B,C,B,C,69.16699179129733,C,128.69942619569952,A,E,D,34.50407538207549,1
80,Other,51-65,116.12953730453552,A,102.72975190518332,C,E,-5.670449742905851,5.599553992857502,E,E,A,C,-75.69368206970715,C,-48.25924054133684,A,B,E,80.45235211572246,0
41,Black,51-65,99.55688485661427,E,7.320974696648613,B,B,128.11252898651585,83.05731571797325,A,A,D,C,60.564812354489995,C,-98.21689516311154,E,E,D,58.26821055902729,1
19,Other,26-35,145.3973246804215,D,-69.6657495759657,A,A,-92.75114916696641,39.6638367337705,D,A,B,D,-31.927889019285267,C,55.99228363643245,B,D,B,12.517666699662703,0
48,African American,51-65,27.826314405347624,A,81.86758454283132,C,E,3.0294661797400746,1.1147707789142929,E,D,E,B,-66.0216040849889,C,5.526502123665641,A,C,B,-144.8391280871845,1
30,Asian,36-50,231.33493602030995,B,79.54610406035427,B,E,136.27123303974614,183.300878136712,C,E,D,B,156.92958310602708,B,43.07599984427145,B,C,E,92.21300183242921,1
93,Hispanic,51-65,0.24009534202297905,D,-35.00902028667298,A,E,28.281115945717332,-88.8247153721571,B,D,B,B,43.833283648910424,A,-98.07673593513432,B,E,D,-70.01858839292161,0
25,Black,18-25,-112.29137899180117,E,-17.632744333666317,B,E,-175.9106824385878,102.56152738241869,C,E,D,C,-55.77423609004206,C,89.01063767649937,C,D,E,215.0147605719372,1
76,Other,65+,25.71157762284726,C,7.4272150392465335,C,B,-172.88636428174507,-46.23620441956012,D,D,B,A,248.96403833883357,B,-101.37610808391713,B,A,B,51.76659825171437,1
84,Hispanic,26-35,-58.85306254080815,D,180.80061305259153,C,D,14.496697329917078,9.770816952131417,A,E,E,C,-62.54817827064162,D,-112.32023870555582,B,E,B,105.27048416556698,0
46,Asian,26-35,26.284766628312372,C,-120.55451677069047,C,C,73.78621299579112,13.11818381801752,A,D,A,B,-34.62587090755973,B,-35.306836501351526,B,C,A,36.49805021380498,0
30,Asian,65+,74.5975477301844,D,83.21632680838576,C,E,-15.7409796033399,-145.80412686640688,D,D,B,C,-42.926739638090744,B,105.58202620604054,D,E,C,93.45788217576249,1
43,African American,18-25,99.2251711684124,B,-12.88533005807791,B,A,-15.912439485676275,-23.839980318906374,E,A,C,E,-8.755066727067971,C,-162.15636480736336,D,C,A,221.15507415408743,0
91,African American,26-35,-5.046305705310201,E,23.859540161172287,C,A,130.8424506300523,19.056122740542587,C,D,D,C,71.52237115645602,C,-108.86425609693617,D,E,B,-89.63664828825138,1
87,Black,36-50,122.20447555852903,E,-32.355595403589255,C,A,-42.92404132523065,109.85650120676935,E,C,E,C,139.20005122629044,A,-90.59795627327362,A,D,C,248.36775055611778,0
82,African American,36-50,47.86444251052734,B,9.164682941708078,E,E,-50.95604369359131,-12.46926221599428,B,D,C,D,-59.665756697886984,A,70.11419291909323,E,E,E,-17.83691131804935,1
21,African American,18-25,74.4867871486991,E,-39.73596650122734,A,E,-107.6326038117272,-64.51234891897147,B,D,E,A,82.17436356421733,D,-111.7838184861856,C,A,E,-91.6179215169814,0
65,Hispanic,36-50,156.24369022779433,B,42.755436169690036,E,C,45.912274471143185,60.10167505647866,D,A,B,E,147.2658255863724,D,-142.7389955230147,D,B,D,-3.706995489095819,0
51,Hispanic,51-65,29.88613541601784,C,-57.035616276334686,D,A,-116.86350970205181,-32.42025480940068,C,B,B,C,10.714984084188517,D,-50.25758844304373,B,D,E,34.38187115274959,0
42,Asian,65+,-22.167608060163417,B,-76.75634547454109,C,E,-91.00160122009973,-217.47416135508755,C,C,D,D,22.095952760986822,E,102.80799494694593,E,D,C,22.43024978358756,0
82,Hispanic,65+,-49.65174545869682,D,43.92459372636852,C,C,72.99408848014853,-180.00680700150454,E,E,A,C,-2.4165850386823533,D,61.703742905905145,B,D,D,27.124343382737255,0
84,African American,36-50,29.357691134681723,C,-41.393913885273356,B,B,-101.22403552805483,59.63730095695663,A,A,A,E,-174.13863453346266,B,-97.4225462874179,C,D,E,114.64880835455162,1
74,Asian,65+,33.51407221559869,B,-129.75364202985196,A,A,35.82306485722418,-77.37263236356179,E,E,D,D,15.937130161309817,B,17.90612161765985,E,D,D,-171.30528637178074,1
51,White,65+,26.137252083572182,D,-62.028217272287044,E,A,-66.3790241236477,85.04440688345947,D,A,B,C,95.79833775645163,C,56.71158419322381,E,D,C,188.4638282399225,1
69,Asian,18-25,-80.32563939519464,D,83.60750326257205,D,E,-47.33751764573431,346.9826080617804,A,C,A,B,29.627508132715374,C,82.20783183097402,E,A,B,-46.84415022046912,1
52,African American,65+,177.91468026161309,A,46.46851488550792,A,E,-65.09490749208508,35.21151080420729,E,C,C,A,6.93524692153506,B,-48.67945067897784,D,B,D,33.09589049098289,1
57,White,65+,-202.19084206722252,E,-63.95077658261903,A,D,37.89114481907184,142.70507658542778,D,D,A,D,109.22258694886003,E,-92.63719566950151,C,B,A,49.796238407051355,1
21,White,18-25,-162.83670360289065,D,103.98577537190283,C,C,-52.57779785477631,144.8013584211023,C,D,A,C,-111.97771553948239,C,291.39540297252057,A,E,D,-131.64471040576413,1
40,Black,51-65,53.844192178907825,B,179.54579489055467,C,C,-119.73502122745077,55.58574420520988,D,A,C,C,-57.901258979254166,D,-7.626815685938724,E,D,A,61.222580061697144,0
24,Black,18-25,-173.7374384580293,A,-3.2270645690789497,E,E,-151.0226665893464,-104.50624415147398,D,E,A,A,-21.604027775749437,C,21.57359848559165,B,B,E,167.2522598627431,0
69,Asian,51-65,1.7833585733332051,A,-24.321059716940773,E,B,56.01080177457794,39.31073685736941,D,C,B,A,132.89872478172262,C,30.09546311404865,B,D,E,158.6269659632657,0
69,Other,51-65,-43.39567180931215,E,32.606722479228466,D,A,60.178312537363944,-22.463663851727887,E,C,A,A,20.068268767894995,B,72.4594286572681,E,A,C,-287.05923219474846,1
19,African American,26-35,105.23192433792448,D,35.16828050873818,D,E,50.80087169855598,-36.474864947610065,D,B,D,E,92.10037185842086,E,71.35380621175365,D,B,E,47.34349362540646,0
25,Other,36-50,-93.84825907888754,E,-224.7038711252975,E,D,-116.57727847662575,43.17255250364481,E,A,E,E,219.94011939415498,C,201.12984075824332,E,E,A,-47.04762223098726,0
44,African American,36-50,-166.7613533505499,A,-64.04346360647195,B,B,65.88528973711216,-69.79411097284637,C,E,C,B,-51.9715335517292,B,17.736612568117405,D,D,C,-106.30836347267696,1
47,Asian,36-50,-20.879277977807448,C,-16.45680611892901,E,B,4.497357426687774,3.8492154505115574,B,E,C,B,28.09382168146497,E,-86.54881164193267,E,D,E,1.3605635598632921,0
34,African American,65+,75.0428418489276,D,75.11092427791438,C,B,6.30746304786856,-26.849047280459025,B,D,D,B,-123.21324604762344,E,6.708565365821868,D,D,B,-65.33524825004318,1
68,Other,18-25,73.5901249751905,D,34.0041567824912,B,E,-209.62356944744792,-55.91869718170916,C,B,C,D,-48.14280673498858,B,-2.417648985697613,D,D,A,-58.178437459443444,1
20,Hispanic,18-25,-74.07823937235378,A,139.7403156872333,B,D,68.84603401095333,51.52473418936027,A,E,D,C,124.67474484534915,C,216.81675097106103,D,E,D,-92.97303022459843,1
31,White,36-50,-155.63504851810373,B,-37.58777741302527,C,D,13.676617004643138,162.69088382243348,D,D,B,B,-36.891819129668896,D,50.868602480715666,E,D,C,-22.226690710076497,1
81,Hispanic,26-35,50.63442906341336,E,-105.57115160426578,C,C,41.101709578605806,-162.21204372529104,D,E,C,A,-22.627386977687326,D,26.04890259263819,A,C,D,-46.26043641786089,0
37,Other,26-35,-126.63333484688873,E,-85.41786302793437,A,D,109.75212066632598,-5.69863114906369,B,A,B,E,-84.0749183164619,B,39.527417068694064,C,D,B,-27.890350978066085,0
47,Other,65+,-0.19154587518186394,C,39.4060463108451,D,B,-34.635606378871586,-43.84099080809621,E,C,A,A,103.9920105155683,E,53.12808515794607,D,A,E,30.48174921204656,0
51,Asian,51-65,-52.38988013490173,E,26.48377715671651,D,C,191.31698721493345,-55.738567741851256,E,A,C,A,-109.89893432346518,C,-22.357228115081444,C,E,D,7.544768228778302,0
87,Black,36-50,-40.61016914931282,A,-14.499403533322432,D,B,52.103790513268,-117.33484368599542,D,E,A,E,255.54450763132542,D,153.16593002328125,C,B,C,-84.02474214758969,1
95,African American,26-35,34.45052146870496,D,-37.10012986691312,A,D,-7.817185144209674,12.827382755612629,B,A,B,D,-31.786741255420353,B,-6.313340515636074,C,B,B,44.84915877784746,0
19,African American,65+,-123.86098982006833,D,76.43828338944724,D,B,-149.53756883462123,10.661706901518663,B,E,B,D,-48.26540158069362,B,16.855324200585294,C,D,C,50.51467329607486,1
43,Asian,18-25,248.07395789354248,B,13.642828878060397,B,D,-29.22598855017557,169.26698706714592,B,B,A,E,432.5116936390373,A,18.480987101603148,A,E,D,-149.22012373488704,0
21,Asian,65+,-346.69518420380473,C,-15.512518001449521,D,E,24.60037447551558,-121.42473427723675,B,B,E,E,-77.40156364920703,C,-10.215933593112696,D,B,B,-4.602632690735488,1
95,Black,26-35,-98.8342236928599,D,37.586574718494184,A,D,112.84789427234662,-75.90766785186516,D,E,D,B,-100.2684001355458,A,-21.151232385156593,D,E,D,7.470303536242078,0
52,Hispanic,26-35,112.07013036119329,A,161.98849034244816,E,B,-50.268355527821875,-5.1910156442970585,E,B,C,E,-197.82975954116844,D,91.9830312422491,C,B,C,-198.6899807622308,0
47,Asian,18-25,208.2612929452009,D,17.744546761380377,B,A,7.805191655069299,-30.27322446692863,E,E,D,B,16.726698760646368,B,99.26820982070747,B,C,D,40.29908246209912,1
78,Black,26-35,49.10244220669406,D,33.42676939184535,E,B,95.107556814818,54.61489276921512,C,C,D,E,188.41373001160136,C,214.18776383530576,D,A,C,126.85775114840384,0
38,African American,26-35,-47.592312662653924,B,-102.2606420254071,A,B,-176.4603255529237,-30.952356107542496,E,C,D,E,-50.79695350213599,C,-7.280586581403011,E,C,A,-10.456634751894098,0
94,White,51-65,1.1196699276546462,B,57.181231738841156,E,A,155.06322720400243,21.615270075254088,B,B,B,E,-150.53019471381924,E,35.35468363715159,B,C,A,-17.120224305514398,0
32,Other,26-35,-83.39338651860592,A,27.784464778353566,A,E,80.37681904964526,-21.311563143134624,C,C,D,B,142.25429015894085,A,20.58683731495809,A,C,C,103.07452298427238,1
57,Hispanic,18-25,-95.63081361666936,E,147.18324269650932,A,C,11.298483022452528,97.58213267548783,D,C,D,A,19.528655474844467,E,1.2461738930721529,B,E,A,-175.35485632999658,0
19,Black,26-35,-132.43769252819365,B,-8.318632787343802,C,E,24.11057312919575,94.64399662638479,C,C,A,D,-91.81728903625277,A,-1.992063734856897,C,D,E,132.4545664011566,1
64,Hispanic,26-35,-203.2249411883483,C,157.13278164776895,E,B,41.38809598925804,-110.59927995292011,E,B,E,B,76.32622937302246,C,108.05636048418698,B,C,E,-118.55710748855329,0
94,Black,26-35,-49.661470770444296,A,-126.54509836575778,E,D,-8.632925602871909,-65.22995534143136,C,A,E,B,290.56760230607057,C,50.9793349116593,C,B,B,-1.3994164849608086,1
64,Black,18-25,-53.130221020445525,D,38.13725380225584,C,E,70.68907286197476,-50.26324665886215,C,B,C,A,10.977171116125849,A,29.63231819106951,E,E,B,-50.02102005581626,0
60,African American,36-50,49.86218229332803,A,40.71356775882706,D,E,-172.91860049367486,-101.9773494588347,E,C,A,C,-12.653342949691822,D,109.50982797643553,D,B,B,65.83360245501655,1
25,Other,18-25,-23.67309710910355,D,-5.792029210625701,D,A,153.4119648029483,142.84560451142653,D,A,E,D,-179.9939470784951,E,-2.5888472150842627,C,A,E,-51.22423258656925,0
61,Asian,36-50,-14.261062607418657,D,218.11944974640514,B,C,85.6685787997802,14.441261029967611,C,B,E,D,25.55591356444079,B,-43.24313772275775,C,B,C,18.646067322139984,1
21,Black,65+,123.30807747087265,D,126.80599092830325,A,B,128.62246233207878,-69.36924226985603,C,E,C,E,295.99936587080936,A,-80.9582884378964,B,B,A,116.90304933040451,1
74,Other,26-35,-19.8828927204175,A,-33.124610856376805,E,D,-113.55721002783072,197.18114620006213,E,C,E,E,-24.553169828100526,D,-129.763277674121,B,C,C,-208.66907670627342,1
38,African American,18-25,-242.70765292379903,E,36.117724823822584,C,B,-79.91381829941186,70.49514893905032,B,D,E,B,-137.92164027692053,D,-248.2667980916935,C,B,E,57.18189429043387,1
73,Other,51-65,-11.24792288992406,E,-38.223799352823484,D,A,25.489703800744607,-16.018360665138033,C,E,B,C,182.0474316377894,B,-38.36190116105604,D,A,B,38.6704504846306,0
98,Black,65+,206.96898496193964,C,-143.35387769474883,A,A,-219.03491764955257,-19.952492615743555,B,E,A,E,-170.73208800424032,C,89.6197859578902,C,C,A,71.5746740258903,0
85,Other,65+,-20.48973564324774,E,30.15222447893689,D,E,78.8252551148592,171.36778784266065,A,A,C,E,-12.915622442581911,D,7.234069444044368,A,B,D,-258.1583206755154,0
77,African American,65+,46.442027556998326,C,-108.32659868196323,B,B,-173.75858625117425,47.595391785079435,A,D,C,E,-12.855240891076344,D,-35.67019338127497,C,C,C,-94.97927143515497,0
29,White,26-35,-276.9487691345343,E,61.72287806592324,A,A,-86.81522163262653,-219.79184854194554,B,D,A,A,45.877322663245664,B,-17.719923406943106,A,E,E,70.53197169434583,1
63,White,18-25,96.60303684596057,C,-58.31576582263084,C,C,168.87664789012683,135.10340009964804,D,C,C,C,-9.483699619357774,B,71.51556770555135,C,A,E,63.76420543050851,0
47,Black,18-25,14.413277955610102,C,7.217097587156615,C,D,-133.0293355535549,28.030024446043704,B,D,B,C,4.3550875502531845,E,15.702181846487795,D,A,C,113.56627639864789,0
97,African American,18-25,176.05922281820003,D,182.08153147332135,D,C,95.25801245076988,-18.19321934543223,E,E,E,C,-143.49730778737495,B,-44.28175269084454,A,E,C,-47.576027416391945,1
85,Black,18-25,42.36043939075327,C,-99.7314031346046,E,E,-65.87446120656199,-111.45028359543971,B,A,B,E,-31.042904691274803,D,-25.326440923799797,C,D,D,-164.98257371793233,1
99,Black,65+,125.9220051638002,E,18.485546278414315,B,D,-146.95372512621944,-153.7523932267815,D,A,B,E,-184.69279851177427,B,-22.201340222770412,C,B,C,18.13553229310334,0
37,White,36-50,13.294449273317536,E,226.1472384991168,D,C,77.81870599667627,75.10143188087085,A,D,B,A,-60.933155263533564,C,30.85958896935762,A,A,B,48.960988997480584,1
77,White,51-65,-8.733490407938524,B,-27.58237430065318,C,A,-13.754789092451134,-262.1123502948566,A,D,D,B,63.99839400940498,A,71.06626217219466,B,B,B,-45.533461005105316,0
67,Asian,18-25,-89.89240519040219,D,140.92388930422328,A,C,62.03401549720239,10.929832462108358,D,D,C,C,-89.77940078393469,E,-15.209933312614869,D,C,E,-31.69027298774123,0
67,Black,36-50,-112.49160275111319,A,155.03583245081734,E,C,-187.9302155967362,93.07697566686156,A,B,D,E,129.66086179052024,E,-30.904617419601788,D,A,D,60.77986112187719,1
72,Black,51-65,-6.793721613570701,E,43.60717224757108,C,A,-3.699661263499491,-182.42574941863683,C,A,E,C,-63.04756992067341,C,185.56708411908738,A,A,C,-103.6392701562116,1
44,Black,51-65,4.544912156148681,D,-30.57504168101442,E,A,-156.10406904191916,36.99971509611088,B,B,E,B,37.465500440865604,C,-113.96754553560675,A,A,E,3.302285901204491,1
91,Hispanic,65+,-22.59494604482711,C,2.464431448266892,A,C,31.711243113226246,-135.0751794562412,B,A,C,B,-258.52238132494875,C,-15.075199472498015,D,A,C,-43.68043029465369,0
62,Hispanic,51-65,53.97996724717503,D,18.641068384361578,A,D,69.47822327479767,127.93221692893991,B,A,C,E,12.06319650636195,E,-4.7098872743297715,D,A,E,47.417150969951976,0
36,White,36-50,33.12600947134762,D,-130.15272715675678,E,C,-10.55262651841784,-3.4939638910474606,E,C,A,D,58.88970185261175,B,62.95646547412173,E,A,A,-88.87327843033775,0
20,Hispanic,36-50,123.32838180177008,E,56.96190983165642,A,D,9.258697064871392,-169.69328163444737,E,B,D,A,-15.393302857581196,B,-128.7702084326954,A,C,C,-100.74605903275804,0
99,Hispanic,65+,44.859268612852595,C,-75.26869842225571,C,D,-91.43368212786223,26.891728744489445,A,D,C,E,66.4426866225421,B,-55.346324771040635,B,A,C,31.958560819279537,0
21,Hispanic,26-35,76.79758236910057,E,158.34269419869568,D,B,85.42443837826363,-18.005020469495754,E,B,E,A,72.81018391502192,D,-17.140118873882283,B,B,C,-45.45874829397584,1
41,Black,26-35,-136.30620166867686,E,34.20670144842562,B,D,-72.78585960097867,-92.5505998222173,D,A,E,C,109.32307956629634,E,-27.95402254988258,E,D,B,-172.8649785876865,0
95,Black,36-50,202.42778507346236,E,-110.58203175894515,D,A,117.15909357041629,126.08167503842816,A,C,B,B,-115.60623253520681,C,78.92538590334844,D,A,C,-140.00968147763444,1
77,Other,26-35,-33.067773190682004,A,-95.2709249801843,A,C,-2.625872016647432,24.842482002862862,A,D,B,D,166.28467757008875,B,-152.3402298876558,E,E,A,-60.31535660747805,0
60,African American,65+,-40.17928717631406,E,-200.22560734669912,B,B,202.58978195361834,-22.374429027015122,A,A,C,E,-103.88849758566994,C,111.57614638755466,E,D,D,216.50699041021025,1
80,African American,18-25,21.346425946112564,A,-13.885745975313156,A,B,-58.96646314649616,-2.889408413210628,E,D,D,E,49.96557744074711,D,-83.53780200708121,D,C,C,-53.53598834686677,1
57,Black,65+,76.61840387726619,D,16.022360011208608,D,B,-40.07844968105525,59.42202182973677,B,A,E,B,-59.47719022235189,D,62.00708137836385,D,C,E,33.62985904083877,1
87,Asian,51-65,172.3366721841597,D,121.95621492618989,C,D,35.81767320245851,12.553047631158012,A,A,E,B,34.08331642059012,E,1.4732806054255632,D,D,B,-28.231889204574344,0
35,Black,51-65,-22.84861932711366,A,24.961277993905746,A,D,103.67798277524818,146.37526558311262,D,C,B,D,-40.49687380877395,B,43.21595678031432,B,A,B,-137.8942487570169,1
59,Asian,36-50,-14.859972485051676,D,-4.24774849487955,C,D,124.63536169767255,62.73532113118525,E,B,B,D,-113.20830256427072,E,64.47481826833949,C,E,B,-139.1343154931549,1
48,African American,26-35,-114.58459412751165,B,-211.68601462478014,A,C,-16.35028261944333,-101.2655559123758,D,A,E,A,37.925580491362126,A,-133.89263153686102,B,C,C,53.049857083826545,1
58,Black,65+,13.774592689178803,C,68.47203969193812,D,B,115.99595120329514,-105.92571219549798,B,C,D,B,6.400475054132655,B,126.53367850363031,E,A,C,-69.40651813540427,0
80,Asian,51-65,5.766049736454634,A,-11.300568855020494,C,E,-38.46448597444482,-12.780470451126401,B,B,B,B,38.50836463244503,E,-2.4232362959347182,D,C,E,-24.776283650107537,1
39,White,65+,93.37317691925192,C,-4.06805212123646,E,D,-161.83673044763393,-195.65855828699586,E,A,B,C,-89.9420332649365,C,-40.62826933272497,E,A,A,58.39614268772817,1
27,Other,18-25,136.4136466787025,C,52.184341251823184,C,E,-31.963290521622,-18.36763743959111,E,B,E,C,55.195502637668056,A,-66.21239702588616,B,B,E,80.82867024656693,0
79,Asian,36-50,-38.82291160576617,E,-38.79218408164673,A,E,-42.63596898066463,-30.440288010375077,B,E,B,E,137.47938264492313,D,222.66538152054767,E,B,C,-96.91851577460695,0
