civil_status,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,target
Divorced,E,C,-87.89275295341776,E,-93.57137896533392,-141.8239928228366,B,-6.586901466243441,A,-103.62365218458709,63.16680517324566,A,55.21686611047717,B,A,D,26.088624631386935,1
Divorced,A,A,-41.175858122418916,E,9.993192003677867,158.81336602081893,C,-101.28554944117963,E,-53.21048324428702,-155.47246128055778,B,-79.7214752142276,C,C,C,-2.8362858251476224,1
Single,A,D,-106.57342098956175,D,-44.841095099389946,102.75373230838274,D,30.444799067315,C,235.35836376401483,-163.9458948861933,E,60.33442007817782,E,C,E,116.27789405461348,0
Widowed,B,D,-192.09270908900513,E,-165.88478888729125,-109.73097949607403,E,2.4819654829269986,B,79.96215397114057,-17.874381411564585,B,-149.09114957485167,C,E,A,114.02645758330038,0
Divorced,A,C,-54.178461986108374,B,253.67436148565693,-19.197807177338262,A,26.891607422805563,E,93.09933848641028,-218.5703663691834,C,30.100149820874194,B,D,D,-25.766693951221857,0
Widowed,B,E,54.601956955814416,A,102.97255713629379,116.47520388268671,B,102.84721910231087,A,128.12912031939328,-54.81854280788081,B,-15.455336675372761,C,E,C,-81.71035371381957,0
Widowed,D,D,153.97758740193768,C,60.9471996610137,-113.78504549824797,D,-41.159025566046914,D,-157.1468586198821,68.7528896527332,D,32.43626787778255,B,D,A,52.41868802431395,1
Widowed,D,A,10.893729613489848,B,-197.51228534249142,-124.84854503517053,D,-159.95615470245622,B,-20.532656338275086,-13.097835123233118,E,6.718886265852117,C,A,A,73.42278554772203,0
Divorced,E,B,-49.20362977851197,A,57.62651223241696,180.5561232609824,C,1.7980467107386502,B,-1.3889180524626419,-147.95920878335272,B,109.06205321147935,E,A,E,111.557325033631,1
Married,D,C,142.19433066145547,D,8.42391563677046,-48.616206056056214,C,-112.28864185129,B,122.84397321868121,-143.760134875705,A,141.82079901808058,A,E,A,71.99258230558875,1
Single,D,A,-13.77505540431429,D,-146.40432542983763,68.85398952104065,A,-64.3342763757489,A,76.72760972653168,-159.34220799690038,A,-46.63892304776466,A,D,A,230.85784197597144,0
Widowed,A,B,62.57949516770929,B,-9.031568712712973,-114.62715600032152,A,95.48643210889055,D,-47.03991205600466,150.9586812627292,A,-189.01996319884063,A,C,E,27.261853467240492,1
Divorced,E,D,-29.320792131537488,D,5.612830074937324,30.854780438645857,E,21.020000291882685,A,2.0538351871964853,-24.456054428665347,A,76.31424513411935,D,D,D,32.23615320416472,0
Married,E,C,-36.70090984306264,C,-124.43454326483008,-85.86280345691716,A,-20.08993638879225,D,-59.831699225451594,-20.392656954714155,E,-3.0700347047533803,A,D,B,-126.03106686657557,1
Divorced,C,B,44.57778604856847,C,77.16482085192958,98.27695291502062,A,151.89032039079547,A,-67.33036128610483,-25.48337534673516,A,35.05423696505681,C,B,C,28.062150377226963,0
Widowed,C,E,51.59404650407341,E,91.31242506361939,132.25466226281677,A,44.16061680111015,E,133.72848901607858,-200.3978607435852,D,-51.912864951187785,E,E,B,240.34116222263359,1
Widowed,E,A,-17.721198575263255,C,-143.22605263773235,-32.00732274598075,E,-79.029263087922,E,-52.23233978730498,-45.035997084310736,A,-93.84851167404844,A,B,C,-59.96114979778372,1
Divorced,A,B,1.3777263207923465,B,-70.47648726153199,45.27150129053705,E,-15.003160804290497,B,-92.55169950034099,-185.23722584282658,C,45.75057636969257,E,B,E,-128.0675916572077,1
Widowed,C,C,96.99648625520013,E,-9.297959148487688,97.83489572961194,B,-27.990409951956448,E,-104.30672996692681,219.7668584023483,A,-132.20866843461633,B,E,C,80.6701402106276,0
Divorced,D,E,-41.96151386296081,B,18.392609865338,20.661337662055068,A,-129.81535829384214,E,54.973492374248465,-119.34815670786637,D,-29.84621504821996,B,B,B,47.18955695407098,1
Married,A,E,-34.37149044068262,B,-138.80943437003643,-128.61772460752985,D,-117.90390396286685,E,192.31854684376455,-77.60700818555951,E,-60.55239427051832,D,D,B,92.75255983070237,0
Married,A,C,153.53539246033472,A,-30.502789738424546,208.38959043044773,A,-97.73192136102543,B,147.45478721710631,74.74769333295045,B,105.18417242364637,D,B,B,44.01587721614709,1
Widowed,A,A,28.473561341718444,A,-248.04845071104128,-24.756613243787456,B,37.52448235796097,B,6.362285300976852,29.4334920672591,B,-70.0956527186335,E,C,B,34.551209940473925,1
Married,B,E,40.4149886227187,A,84.7036903903886,-86.63294576494188,D,38.95430850648041,D,150.59353439469444,-122.88906021947557,E,75.30163150149679,C,D,B,143.3978778380324,0
Single,E,B,58.01742669957297,C,-31.022255238107398,111.94478120672981,A,163.20677551993174,B,46.049773697578246,-114.73563028731164,E,218.26133556213097,A,D,E,63.9991243991331,1
Divorced,D,A,-60.125033205954914,E,62.12736983127832,130.77559888188824,D,3.480889630005187,C,-39.39200995196676,84.34343376993858,C,32.9468387622178,A,D,C,5.0424019946592615,1
Married,A,E,-188.05017246751473,B,-95.50860388333061,-77.61345672404323,E,48.4161609809309,B,31.498235124366015,-100.66068863579196,A,24.340740477358683,D,E,A,65.93680200320433,0
Divorced,C,D,13.280917115738209,B,65.27589526395447,61.289695421836896,B,73.81146583088037,B,131.48321830953765,-139.4862953672727,C,-99.97954196809322,A,D,B,31.783280947432406,0
Married,E,B,-71.22510721379672,C,53.57012147919473,-20.14402376470307,B,2.3968805192445455,E,-117.76806860997866,87.87077876510014,E,-39.8190102069583,A,A,B,80.92055069611307,0
Single,B,A,-110.1662857250268,E,83.52478448450265,-128.77543761081446,E,22.59659265837259,D,58.45476865696693,-98.93594472869593,A,8.631485220368138,B,C,A,-112.26985353702186,0
Single,E,A,-78.93633508855696,E,1.1946167437295827,-17.219056862621354,A,97.14843526619777,C,62.46664090705526,-21.92537797401059,A,38.84712580952808,C,D,C,-83.3125367963106,0
Divorced,D,C,-1.1803678886176898,B,129.3664205166226,-162.09676285236569,A,-106.86181268605412,E,-223.42026223541072,174.9027063776213,B,-167.92010741499658,A,C,C,-152.92211818816673,1
Single,B,D,-55.99966759294709,C,-45.57274045336606,-76.72959732503524,C,-120.40058683521377,C,-83.49711413815109,84.06706378156534,B,23.659652919887716,C,D,B,54.58798829576933,0
Single,E,E,-251.22664883179405,D,115.29521459827367,22.708942685965173,E,-112.94647218802206,C,-51.98354069429202,12.01899958586762,B,-11.568038632109728,A,C,A,54.24171876557082,0
Single,E,C,66.3946041604381,D,34.379516010561034,-39.88059350615891,A,-22.523137359527436,D,90.52302968141119,25.530442503619895,B,-23.964676355903897,C,D,D,-150.81406261961553,0
Widowed,D,E,-169.4799103774633,D,-207.84188268319227,22.167543096338445,A,47.00538469924709,A,-100.41062909095572,51.60327227998407,A,186.21711711138255,E,E,B,92.48357391565712,0
Single,E,D,240.9402231055478,D,-26.781150259764573,-27.193562004133003,A,20.368007342095815,E,150.60554313864537,-28.86866515065102,A,-175.18422695518973,A,E,D,30.99247591025654,0
Divorced,C,B,-56.75228044383669,D,-49.00163505701114,30.543782858900865,E,-85.69195807823475,B,-151.29097615753398,-88.39600625511038,D,-58.43499278529759,D,C,E,3.3265155388479126,0
Married,C,B,-95.00625139239183,E,-191.65404019701094,30.471295698539734,C,109.16099987455574,A,117.43334079619902,140.22050254153672,E,-30.469901522047742,B,E,A,-20.881625585956414,0
Single,E,C,-359.6048824929242,C,5.17406217651641,-46.27920636761894,D,-36.651971529034874,B,-155.0269988236715,73.21672577323064,D,-18.85463149277219,B,A,C,-72.16141559658692,0
Single,A,A,-171.6708315516272,C,122.27945707327112,8.817856522494562,B,0.4535665346621161,E,15.510311315390247,97.31643436437098,B,-12.026311012486293,D,D,D,39.44026223936593,1
Married,C,A,121.91666816179476,A,20.91598049266243,128.81512564092935,C,95.63287859587287,D,83.90168278272043,61.236496699585885,D,134.71414405754484,A,A,E,132.29992445863076,1
Single,D,A,42.88852182394358,C,-12.118129364747409,-37.003102282570815,B,-6.978333727266227,B,29.108391368694132,-133.4407697714512,B,-82.22707011628417,C,A,D,-81.03525169119344,0
Married,B,C,-103.43340323595969,A,90.80495849271858,-0.1540602978885646,B,37.24753331109733,B,-27.903159765587954,-26.451030955819316,D,-24.420170706536695,D,A,B,91.47753577565678,0
Married,C,A,75.52277053605562,A,-1.4692571933887575,-46.71045067838486,E,-62.30247242764386,B,16.22537282663042,150.7146300112065,B,-48.243158705554364,E,D,E,15.966990953911372,1
Married,A,D,-148.59571391803706,B,162.083298724813,16.973739452383164,A,-72.6164600305653,B,-75.52389333960534,62.13608806646055,A,-36.684946336879975,C,A,D,89.25145650995101,1
Single,B,E,159.83509182392265,C,133.1649927680897,57.17720408948288,C,-106.77920437088868,A,-7.82025474961164,-51.66096557065614,A,97.13343693047997,B,E,C,97.08796516730014,1
Divorced,A,D,-17.214821847131127,C,-89.61067906276767,166.9291881316888,A,135.88348749279874,D,53.46635618909954,-80.08397807951431,C,-116.5801910340949,C,C,B,73.40063352045935,0
Single,D,A,-57.113903934998945,A,-106.54167995443153,-227.21601583184622,E,-131.16928326052488,D,103.35206753142731,88.08948395991266,A,6.868775079595553,A,A,A,123.35622267067785,1
Divorced,C,E,-92.76289494523321,C,-27.782441435598436,-50.573981557589754,B,105.5517672749224,A,-5.4739695165895235,78.17337882968161,C,-14.83555017880308,A,E,A,103.9709685804749,1
Divorced,D,E,-49.53540276587553,B,-77.27584642694556,-276.0884789828921,E,-119.91894710921514,B,167.42020069214428,-132.6399958358761,C,-116.90195539421286,E,A,D,112.42072478338952,0
Divorced,B,D,-97.57950361976454,C,-63.57515330318617,47.73903222859095,E,-71.6964169722279,D,-66.06238765679704,-48.28962133843569,E,10.044221219638603,B,D,A,-170.84137565316078,0
Single,A,E,-67.50982826264334,E,-14.822821276141463,73.64163115421526,C,12.3308899014742,C,-58.70739734989486,-60.462339228727245,A,-81.49627016265143,B,C,A,-49.55748953818624,0
Single,D,B,-155.63640695959322,A,10.319520885115532,-161.2240348797739,B,-88.99557510713775,A,-33.87840694983993,-45.75631585392752,D,28.476072101108457,D,A,B,9.450451141269083,0
Divorced,A,D,-133.12922078616393,A,-227.66306454963535,21.34762071239221,D,-97.09578313114066,D,13.08665031500163,61.43286546355044,C,-12.172788476841676,A,A,E,-102.46014538425909,0
Married,A,A,-114.50525181309403,D,-122.46686075430655,-58.57593382054963,C,-31.705461574731476,E,72.9496460153859,63.45663799472957,B,43.20669936521527,C,B,D,38.02991020562533,1
Married,D,C,-179.7332735015158,A,-83.01168413496512,28.417621213033772,C,125.95059751446665,C,29.764086905514294,109.97995655636275,B,-170.41279665279723,B,C,A,-161.9755728386855,0
Widowed,A,C,59.69902909017283,B,-126.36116719124007,-24.6634567834112,C,-127.66785096521377,E,-26.437484128402737,-8.22392634702715,B,-68.5992321320876,A,E,B,-212.32537491935526,1
Widowed,A,E,193.27565147616463,E,-88.20855363647965,-96.48266683512824,B,5.511552185585922,A,-19.864414437825445,75.62690724106615,C,26.829950046815643,E,A,B,108.19870870739314,0
Single,E,C,41.79869932068567,A,-96.57787391190274,-95.47090492513676,E,-20.330307469676637,C,-46.16507628969202,111.9489814878867,C,37.81399691217565,E,C,A,-71.16481513715904,0
Widowed,B,C,12.141729847962948,D,-106.05891668700514,-100.73190643129387,B,-119.25530293336779,A,-263.0132718367545,-85.80282808134939,B,92.10387397531133,D,B,C,50.51113550071702,0
Single,C,B,-96.0097861609512,B,-64.1108547296206,-79.21148685375414,B,-24.579346538167098,D,-112.15986511172895,-42.18507054637464,D,-18.332138020313003,D,E,C,86.78864183661932,0
Widowed,C,D,-280.1635420381145,A,-44.661362296660954,36.02964170698861,B,-28.062458782698872,C,-146.36297370715738,-29.345600375763293,E,0.9382267276398802,E,C,A,-79.00449891063732,0
Single,B,A,-97.7164214219203,E,19.75415840050118,61.16780270005698,A,58.452947215011605,B,-15.488527222820917,127.00076071671367,A,-31.111716473373175,B,A,A,53.52871828477206,0
Married,C,E,-199.0824903492757,A,-36.6542378304954,50.502551104131385,D,-3.9315201706601197,E,296.8140071344096,89.26759520594948,D,-1.2550694146713357,D,C,A,-85.7926300194074,1
Widowed,C,B,38.33039925819088,E,0.22557037101973634,-8.162078799167965,C,73.25488375192279,A,2.293068631620028,-44.14346177478977,C,-36.81729587241954,C,A,A,-39.2969865746368,1
Widowed,A,B,21.84086387803016,E,-181.96317319241572,-55.736716068885706,E,-159.4991788368467,D,40.24415462595981,95.65256075611883,A,-33.36396736268012,C,D,E,13.625741435720078,0
Divorced,A,C,69.45160204968982,E,42.74792137728731,17.115812520162176,D,127.0593377507971,C,40.83934656388817,97.11684663094803,C,-144.0431559621468,E,B,B,-9.430845930410817,1
Widowed,D,C,73.85917605745598,E,-15.235247224663501,-92.13273263692919,E,27.079892719166125,E,-54.86417690762212,-46.036377858403846,B,-135.9049434358913,B,D,B,-28.99461234747417,1
Divorced,E,C,-41.08909758096229,B,108.43327279009137,-57.00985250974109,B,19.599351213056647,D,7.813285358377425,-86.88907078532534,A,-68.96754411006127,E,D,C,-175.57671335561486,1
Married,B,D,73.96401347785851,E,-100.89201498265936,100.14290265783995,C,40.78121979069928,A,-46.60595591898904,168.3436085324241,D,-64.35103970344016,D,C,C,65.14964238368273,0
Widowed,D,A,-49.25365656400558,C,40.11512039870878,-5.520744922984997,C,125.82841751401541,C,43.88628565560447,52.91599628147936,E,39.2357665359765,D,E,B,-123.9647179544108,1
Widowed,A,C,143.97180417361147,E,-33.72801275257917,173.5220677710372,C,-155.98896324566286,E,119.4229291891722,14.384724406056847,A,1.91962416594964,D,E,D,-123.61878598047922,1
Divorced,A,E,69.55976173283632,C,-23.562307747652238,-1.1163361694206433,C,50.87726170592802,C,-15.045619981577818,131.77382743696484,D,-223.22241778162586,D,E,B,-100.69795615241925,0
Divorced,D,D,-48.189556262196795,C,-115.60728566383469,-38.30220875488363,C,-58.12029425556806,D,91.56179666687504,1.8864298886184319,C,25.937492597867095,A,D,D,168.7391015150136,0
Single,B,E,124.55675494167467,B,-88.25328058196497,62.40702243771084,B,-11.01878823143729,B,-80.14848957752115,68.34773175362928,C,-92.45875612156551,C,C,A,107.21993642867453,1
Divorced,E,A,119.86968946509977,B,-115.69223403202467,-21.701686933992427,B,-40.816252734121804,C,0.1135208814116371,98.31646909171154,D,-35.238420204815945,B,B,D,-102.75206919511133,1
Single,A,C,39.306947013978046,E,-16.812621817518885,-44.73064896070248,E,-150.92503010645504,B,261.37419608641494,-100.78407125731938,C,-163.38081778087144,B,E,D,31.071587961117896,1
Single,A,A,-79.13709293161041,C,-124.29600723217973,-98.27155851010974,B,-237.83688114064395,E,4.572645744831879,-143.24740045093438,B,201.76301592184305,B,E,B,-33.858214606330336,1
Single,A,D,187.14872959319447,E,18.624251823221744,-11.956600825457873,A,117.62758491441372,C,51.24954671705245,95.34096054746256,A,-117.27682581489654,B,C,B,-41.49215272111027,0
Single,D,E,-29.44926456599566,C,30.924883964118532,-81.15857935674737,C,-66.53458966894303,B,39.32977583995827,33.580417781147716,A,89.13839881224493,D,B,E,151.54431363969925,0
Widowed,E,C,128.05293407270506,A,19.692399512888503,9.227248205263647,D,261.46566488548854,E,-56.674424911323996,-66.57330013103248,C,9.835076485812577,E,C,C,51.41467240478255,0
Single,C,C,12.981690257446504,C,-201.6926385140953,117.66120032172658,A,-54.35474381987364,E,-218.68684418573542,-34.639809220528186,C,81.18776160704552,D,B,E,158.90438218927915,1
Widowed,A,D,-56.09653802392868,E,-47.89702264717033,-160.70188239726966,B,-85.59780383586275,B,-12.568301967500872,-185.00225461482583,B,38.28829358986109,A,D,B,-7.3680651923188,1
Widowed,E,A,-194.99450858231873,A,-88.73392241789595,5.345835639490751,D,2.2756409224065197,D,43.7554950737442,54.58478510470397,E,-114.1303117248847,A,B,D,-197.31798647961259,0
Single,D,D,70.36682848148568,E,-202.32600202478204,8.166283769483634,E,93.64873834780592,D,84.08273807706526,-53.434108934036615,D,104.50150526804467,A,E,C,-92.97748493485696,0
Single,E,C,255.51333111032525,B,-244.250778150373,-168.5182610893361,B,-90.73251805128666,E,-41.166389255253996,76.608777076011,D,80.3532369540188,C,D,C,107.41954833483338,1
Widowed,C,A,119.83378052999727,D,-176.98569618342316,129.51527826885433,E,-68.60038726430565,A,-17.45972805931976,-72.8838188383584,E,-102.45213817738785,A,C,A,-40.229444297178226,0
Widowed,E,C,159.30685480566626,A,-157.6425301824549,33.52805079262785,B,-79.93642845727052,D,-17.736878559340873,207.7137910682916,C,38.0066255140339,E,A,A,50.558218023824864,1
Married,D,A,-112.52766059338151,A,141.48548150195865,-68.87482129429821,C,-31.98893912839414,D,-142.23072258147772,46.8349072481747,A,139.79291480602788,A,C,E,-39.444711566245,1
Married,B,E,-7.033602255925377,A,98.04237053796668,-171.03828575550767,C,-184.38894103261566,A,-72.70400267247281,72.33078568486529,D,88.0492455597917,A,B,E,9.111232941055992,1
Divorced,C,D,-15.407045462898704,B,-122.86171455814194,-88.97138973524562,A,40.46647633660702,C,30.991748888985793,157.45589477713747,D,5.862741705831845,B,C,B,-37.39153253757753,1
Divorced,A,E,15.649212944301052,B,126.42458432155746,22.785089613400682,B,169.52540827839385,A,94.4420269320369,29.71606112830889,E,79.28931576788985,C,E,D,11.048710075820066,0
Widowed,B,B,-154.459590230874,A,-128.22595884011844,93.97798659585852,C,27.154166266737782,D,-218.3510158576604,74.78742140748203,E,30.79879088045383,D,B,A,83.6569954151381,1
Married,E,C,-0.8472309654060928,A,41.29313137416634,95.5265970979034,A,60.82100663340605,B,42.26094724331368,85.91506600104975,C,-32.3539297724796,D,C,C,30.3689980582646,0
Married,A,A,-3.4062085845480468,D,-104.35128464056824,136.4001523073357,E,-14.93901498892287,D,-45.321425439901155,-109.18885352392316,B,-52.463000915484216,C,B,D,-244.72462212103235,0
Divorced,A,C,-10.40977561774428,D,75.82696578064821,-122.44561137241251,C,147.3161188820419,B,-132.02399205245305,-2.784800117002839,D,-10.87960604636565,A,B,B,-90.94728020437849,1
Divorced,B,A,172.6359686785876,C,-74.96467340870598,-95.99955600968576,B,-53.012170383996846,E,136.38524682844798,-127.64435110435252,C,-51.06497089330865,D,B,B,141.9188493508018,0
Single,D,D,16.01694203090914,E,42.04837968985927,-98.71646149595074,B,-220.880145340208,D,-61.99696159210304,180.20527009980563,A,-97.58493656847727,B,A,D,134.008527041881,0
Widowed,E,B,-55.900248719276824,B,-80.4429943106556,9.586118638332126,E,58.878871384723695,B,50.56812272621899,135.53648542191246,E,256.0383831336698,E,C,E,62.18711936904854,1
Divorced,B,C,-133.92474912826137,E,-86.6074944508729,176.96618744452513,A,66.70956556772349,D,105.86643043814234,-18.922429817793898,A,158.75647116983924,A,A,A,204.7806112554955,0
Single,C,D,-75.35916880800428,D,-56.331358738238514,-5.931888524667288,C,155.5899417692516,B,2.6087940887763637,14.954221566004195,C,-24.869692246096687,B,D,C,130.97374358949943,1
Single,D,A,54.58644620407287,C,-72.3904730219793,-1.0322260842897055,B,-24.445545921880676,C,-42.774188342454686,-48.92383936718833,A,167.59598860681467,C,D,A,-120.64690613452724,1
Divorced,A,C,-207.86952070596703,E,-79.25531987283733,42.1253047692079,E,-20.063053196980107,E,195.723158342726,-11.11757727288278,B,147.93670214806878,E,C,E,-78.73616987201406,0
Single,D,A,-6.453303356071773,E,67.85973156639923,141.93926224562162,C,79.85638448789855,B,-69.42192503861152,148.66506132433423,A,-36.94347969602741,A,A,C,10.401667018898166,1
Widowed,E,D,168.91879786282897,E,-54.11955426902579,2.1319763856401477,C,30.112407109945096,C,-220.31076818841058,37.029110552488646,B,122.57037689419217,E,E,C,-21.612520503587838,0
Widowed,B,E,119.53881338066171,A,-199.64419256624774,-32.56800333224148,D,-232.6117192310443,A,129.11711048777713,38.38761884844391,A,-136.76478036588045,A,E,A,-92.79181096518259,1
Divorced,E,B,2.007979666233725,A,89.06761354758548,81.90294484939784,B,-20.426065614935407,A,-63.711450204516986,250.669392240883,E,140.21081766234934,C,B,D,105.33096854599162,0
Married,A,B,-52.38892649225314,A,204.43309783351714,-75.93153314629807,D,-4.2267316755904,B,17.12669352175063,-263.81635397787136,A,74.11094461881717,C,D,A,-41.96041687337665,1
Married,B,B,279.1029865145758,A,161.6518483356852,212.31898014023525,C,103.00234267705954,D,-123.03387721372627,297.9962787658712,E,154.76003455992463,C,D,E,-126.96823737221249,1
Single,E,B,-82.94468950520914,D,-51.70717057069161,79.98433932255375,E,-133.40706920401792,C,-121.68924116442794,-49.80442422249665,C,104.83579939199181,E,E,E,57.36497181525021,0
Single,A,D,152.78377187285756,E,-146.20857335738233,124.13044447882878,B,-225.9594831039836,D,-50.27026695860858,-25.55463579438358,B,-127.63060314742238,E,D,A,-17.171827111354094,1
Single,A,E,81.85348353967247,B,249.68701187297432,155.80628219057132,A,-106.01949847551184,A,6.610778092998936,-78.79294300077308,E,104.72962576345301,B,D,D,-105.77523840132528,0
Single,B,B,-133.84206463778867,B,35.9499807498558,-120.78779918898688,E,190.35399730371523,E,190.64116227654267,77.43277823204568,E,47.00914666742082,D,B,B,60.5196195891813,0
Single,B,C,-69.05963487092491,E,-29.031190738368075,40.02818183477289,B,-220.626168384503,D,-27.769071355522428,-49.17149879327633,B,44.30626622351675,E,B,C,55.66847612514374,0
Single,B,A,92.90221074784623,A,26.617756516141316,64.22740362457614,D,-56.36568988565599,A,5.718813544566647,124.85282156708254,E,93.91575962635682,B,B,A,-90.16696655865607,1
Married,A,C,14.164571470770984,A,96.71108123461354,-0.782850419788603,B,53.29465850442831,C,-35.17193837269822,217.11836168260618,B,13.016401927450131,B,B,B,-93.38724297223729,0
Widowed,D,D,-180.3694388571359,A,136.0783846940475,-146.4359194687453,D,138.088504858141,D,113.28773384816775,2.7134774300208715,A,11.834207096924326,D,C,C,141.42513874373185,0
Divorced,D,A,32.32018647426284,A,86.86371196982249,26.521070151205624,C,95.35274725129769,B,131.39366925264147,119.05919848084972,D,-68.53205578410639,E,C,B,-147.21790060699448,0
Widowed,D,C,124.54402112629892,C,108.60733993699543,-14.69862341381824,E,-153.4977067239186,C,60.79814891557802,35.59844266960471,B,12.92313394584805,D,B,E,105.94950594174091,1
Single,B,B,112.89566022419537,D,112.30514236859304,-69.47192911757637,C,119.9364954838534,E,94.42604351238037,122.7121079622334,D,92.29048892503174,D,B,A,-33.26891975308943,0
Widowed,A,E,-208.46353421535645,B,39.08659746867957,72.43986314988233,A,-47.07875908513998,E,-103.95103036175595,-30.266496002095046,B,-1.7395332823183385,E,C,B,-10.761129972679807,1
Single,E,B,112.80283520330595,C,-2.881927543435652,-103.86205189533177,B,-102.49184876482711,C,-131.37328771108162,38.75347214725914,B,-32.40382199036203,A,E,A,-69.37883805277347,0
Married,E,D,2.6320085817615535,A,46.219896030001514,18.09173430786725,A,20.05031597748401,E,40.567366628284766,-154.56106197928545,B,-89.6209565222147,D,E,A,-25.150896677753913,1
Widowed,B,A,35.98229467811507,B,-74.73116620725798,58.778036052073936,D,-88.84708594177495,C,-62.54619500919579,-120.9723656465303,B,0.5189562254349659,B,B,A,-94.54159809598028,1
Married,E,E,-188.9937669619309,E,-139.17839429708349,33.75749332236608,D,-1.799169811682232,A,-238.56267817365938,49.26275999919997,E,-195.64472964697887,E,D,E,91.04843476919453,0
Widowed,B,A,45.25936626679922,E,-32.29910860428222,-68.39080296309778,E,-65.94417609100968,B,80.76243620583993,297.7764431966187,B,-32.473928350778905,A,D,B,-65.41288765045532,1
Married,E,E,161.95007988666737,A,-35.95907656815002,-52.199704975543284,D,80.1332967249058,B,20.207903215266334,31.83295602905471,B,-122.886591400716,A,E,D,-176.77566911569932,1
Widowed,B,E,5.967714903188326,C,-0.6868041562970897,-37.84678138140086,E,-22.285583670203888,A,60.43979163223799,88.75108575777887,C,73.96965342583567,A,D,D,75.15109596150792,1
Divorced,B,D,-112.65500170788567,D,-57.71848978117775,257.71883505154705,B,137.35562937039484,E,15.141906064946104,144.77855264175287,B,-33.827862644336534,C,E,C,-41.82154101174573,0
Single,A,E,47.091205960841684,B,-154.19700668919046,65.34074883639622,C,-2.38361508539022,C,22.17475254777862,-89.83733926489965,B,-69.98941277850767,C,C,D,13.220089881446311,0
Single,C,E,-25.90838953202092,E,103.36662467665032,-75.2206241033225,D,-58.90420319117864,A,-165.04698295874053,1.3466993068969555,C,-33.61703917543938,C,E,E,-109.04714184338464,0
Married,C,C,90.55036407486725,D,63.10377774645225,71.2506460464061,B,21.53000183946775,E,79.6517400062524,-17.936305694802773,B,43.11552850483964,C,B,C,-206.21711429221125,0
Divorced,B,C,-92.16595619360527,E,7.658835283893994,-32.87543237078576,B,55.18641185987565,A,-10.992667992634573,185.72859857644676,A,16.383898847571515,D,C,C,-84.48757682794833,1
Widowed,B,D,1.5977650084016488,D,-105.28522940394076,98.58005159460335,B,-181.14486368166644,D,1.297299574555273,18.289832442790065,B,-71.90922172502276,D,D,A,62.10161191524672,1
Divorced,C,B,2.8617075350670254,C,216.88116901442868,-57.24015151824674,D,13.210704051879334,B,-58.146264884400836,-51.43161674900192,D,-85.59124364546766,C,B,A,-91.8881474747059,1
Single,C,E,54.14348370366735,A,154.1935329089361,-29.524403182439467,D,-2.530493462749316,B,47.973741844621095,47.19877567770654,C,146.95163126818102,E,C,E,-62.986632507113086,1
Married,E,C,-144.63050754149845,C,42.27632159046385,102.10671422203761,A,-40.87315330672263,E,21.632036846228488,29.16253919365956,B,-30.856083918625636,D,A,D,-158.74922440889847,0
Divorced,E,D,-137.40594812837665,E,-1.8615436344064362,-353.82217380896554,C,33.775590610718446,B,98.92193992322082,-70.12585863760748,C,3.48256324995036,A,C,B,208.41461265154555,0
Divorced,E,E,-67.66804006910637,B,-24.494960668558303,185.64441378382762,D,22.847552351202157,A,19.620117746288965,157.78240251725924,A,94.81083743751711,E,A,E,-110.37639772772285,1
Married,C,E,154.0597187264246,E,-51.85288632170623,174.1664707013983,D,0.4387199100334983,D,134.00279484881457,40.78350402467488,E,-62.81958580382151,A,B,B,73.73006571195995,1
Single,E,E,60.48575332856762,D,80.29321643452757,-10.829624891392294,C,-47.61027272799619,E,109.2311642216679,88.91890346283631,A,191.46806386660074,E,B,A,71.30918023940484,0
Divorced,C,B,-63.26350709776432,B,25.871063799869244,-87.49757834441301,B,124.41753530237175,D,69.0904229006258,-134.542483861877,B,16.023453230837163,C,B,B,61.79533917225785,0
Divorced,D,B,-61.291081719183836,D,-136.12894115984278,50.338436696464036,E,59.37477456625565,A,270.75787693578917,47.749017986133225,A,67.68640285877306,B,A,B,42.297211214992956,1
Divorced,C,A,-55.41422384144212,D,-19.99923188194434,-151.84234693007357,B,-10.309117008528323,E,191.4869994569923,88.19178679070248,A,28.103340756712647,A,B,A,-2.5342418161638496,1
Widowed,C,A,116.87896316787693,A,-11.776071244287998,86.6385031817827,C,-141.13099378308368,E,-48.059368078381766,-15.138793823152232,C,-35.168583622858705,C,C,A,188.50340908409228,0
Single,C,B,-23.3948285059704,D,-133.26081040826585,44.69302144193157,E,14.982050427784586,A,-31.776180696293725,-38.26754307620514,A,-57.499503918596595,C,A,B,-34.3164116364226,0
Single,D,C,209.94739117872516,D,107.75635020547017,-107.19515060041496,C,-64.79319273281149,A,50.82725073712378,94.01086267398556,D,54.21025894793654,D,D,C,-4.104975003861696,0
Divorced,E,B,-146.48760284225685,A,80.84871440561392,63.57348629253373,C,-151.60409641404365,E,8.488267777328023,13.966695503699109,A,32.09317877065845,B,C,E,91.0234838471784,1
Divorced,C,D,-202.77437937727427,A,60.96006546199813,-7.034739673044725,A,-60.53605117303411,D,-15.271363348485059,-89.30440086615319,C,111.37355375844851,C,A,E,-10.346998463208719,0
