handicap,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,target
Yes,31.16501872165599,25.41088008441148,A,E,A,21.946104408416296,-30.33981628958579,0
Yes,-20.275318365833186,-28.49115975791029,B,A,D,70.80244915005787,-29.451903451644547,0
Physical,-103.14385538798052,-148.88257736111865,E,E,E,-66.01118569013991,48.86745829425667,1
Mental,-135.4917229257335,7.764554571587055,E,A,A,-16.275684493772594,92.5795039097878,0
Physical,-95.03304064644708,149.6303843992191,E,C,E,153.9627294902271,52.89221850761011,0
No,36.14805978094927,123.04575842433734,B,E,C,46.04107259197931,29.279021638461742,1
None,-72.24929683024592,9.816788837824413,C,C,B,93.73902159050198,-102.11914449958226,0
No,95.73462789347018,-12.229836126904841,D,E,E,44.458565772171134,-101.48140470029536,1
Physical,23.67285654164782,52.760695374421964,C,B,D,-22.87647603531532,34.69543248791212,0
Physical,33.56766050517878,43.26960483338539,A,B,A,-158.80327209453728,94.19543194476555,1
Both,144.83748209321732,-15.678528705143908,B,E,A,20.68586287373936,58.42065208438798,0
Mental,58.9377683099892,66.02608628030565,E,B,E,147.07180817930941,-84.32635155236008,0
Both,69.4705260863096,-35.196131080700596,A,B,C,172.710849022492,-93.72035829683894,1
Mental,26.492217925381212,16.179928855359865,D,C,E,1.61467441156156,1.9959910758722388,1
No,48.7023476497924,54.32597909503713,A,C,C,123.62413098671799,-137.79741492878895,0
Yes,44.844312465184814,-67.80989149065732,A,C,C,23.33118978797179,104.15717993295817,1
Yes,-3.091848527404142,-7.312626583419611,A,E,A,-52.58166647579752,-20.471481470230877,1
None,-99.85662122758217,-65.17814606654598,C,A,B,35.134008203395226,148.43701913837694,1
Mental,56.436726788261396,-107.21436640068411,A,D,A,-1.8962025148457646,40.451377373331724,1
Physical,174.5104361291703,-28.21543133340665,C,C,B,-30.852958041856127,-42.10823308355565,0
Mental,-22.383575037276433,57.9501291592104,C,B,B,-91.3057778027529,-101.30161705454739,0
No,35.228575693236984,-94.7183741114092,D,E,C,100.74740121006754,-97.28091750895918,0
Physical,-71.06267732972762,26.690763231390406,E,D,D,-238.0973457710307,112.82756471202737,1
Physical,172.1127291083341,288.97734836645225,A,E,D,-129.7301618093026,-93.90566365329542,0
None,-105.27999736199745,14.480366212980824,D,D,E,18.482707525943745,47.797024350525014,0
Yes,-71.5784744468173,-59.27716880588978,C,C,A,20.452864226923882,-50.012055955282754,1
Both,-261.1751289188633,-58.91242226710751,D,B,E,-112.62441120362752,4.4468438289426615,1
No,189.72295676319467,202.45347149952312,D,D,D,29.78403087627347,-72.621519655937,1
Physical,37.73895327031973,197.88709892911788,B,A,A,-23.56059831089203,-41.31978753766013,1
Physical,-83.7643580264003,-22.767343189886596,C,A,C,9.935118585492631,-152.9200679460302,1
Mental,152.0697915352476,-111.257143855663,C,D,D,104.7709619039744,12.570876271348707,1
Physical,56.27026744688749,-11.114340523744353,D,C,B,-156.70873918833303,112.86607926950094,1
Mental,-15.955432602650287,67.05203043050321,D,C,E,68.21969561063051,30.54745626432185,1
Mental,-64.74320742039737,173.30877906617332,B,B,B,4.7750591442644135,-191.26193281813656,1
Mental,176.23122783207754,-37.62824910724299,C,D,B,-101.02964096016397,131.27560481391325,0
Both,34.33750503125085,-62.28349004193747,E,A,E,23.626478051403968,-124.70110041674988,1
Both,-27.814409323389366,-63.32816236302492,C,C,A,120.75723569400748,37.62184981583084,0
Mental,-103.4470106268705,104.82226223125181,C,D,E,-40.67164551185763,-24.151824936884168,0
Mental,65.49856871994547,-113.38214225662631,D,D,C,89.62645278261164,134.59568590916192,0
Physical,150.6871648579166,5.865912440339331,D,A,B,39.950225663057786,-95.16655436335772,0
Mental,19.67626625997734,80.9258612269611,D,A,B,74.46919418003631,13.949974323678141,1
None,42.614376618803504,172.22966196945103,E,B,D,-48.43190375743472,5.931664531397927,1
Mental,-118.42241758979016,-57.826498630652225,D,C,A,199.11447233644546,-45.21152692457363,0
No,12.76572235363965,-78.22230650471133,D,A,D,22.83385533195671,-178.0837790073038,0
Mental,8.607910454665861,78.75525612600661,A,C,D,-228.34603939567754,68.71910003704727,0
Yes,-92.35637217546675,-164.85140775968722,A,E,A,-198.71140770726208,60.59154532590524,0
No,47.83981679198711,-0.9052049972101784,C,C,C,-212.8885762921512,-29.00709080013049,0
Mental,-42.15738032865459,18.52345150586142,D,B,A,48.393780765920994,-76.73650149403298,0
Yes,-125.6399609529441,2.799791343742205,E,D,A,103.85041659201728,-17.505802793431926,1
Mental,6.589981962766226,171.67822026871568,E,C,B,-94.28586512801857,31.79911069078041,0
Yes,45.9846186718745,-77.84991041640991,D,B,A,-47.0541195570174,38.09328526114977,0
Mental,-39.53265155211713,116.59750267605327,A,A,D,14.293082150417256,-121.77480533750801,1
Physical,114.03882606725155,-121.51249318207367,D,D,B,-182.06223519558006,155.32883680588975,0
Physical,-88.04242808716613,-15.222382344380387,B,D,D,181.57197579857564,-58.73212663496717,1
Mental,-244.9249098807855,-84.92295169651432,C,C,B,86.71326609681371,-181.69685280420686,1
Mental,-8.285787314145917,192.37923044503816,B,E,A,146.56831791667165,-81.1021886851242,1
Mental,-33.05003950110525,-53.70560093732871,D,D,D,-20.086650648189202,-35.672834683879564,1
Yes,-30.934710613748408,-85.59301769819636,E,D,B,-113.58589996905056,-35.82347412536663,0
Both,68.42167369339421,19.919682733893413,B,A,D,44.859133687614026,-15.36969616725806,0
Both,19.749176825645684,63.19256158152313,E,C,E,63.74943379077115,-81.45605095106482,0
None,-209.13160137317632,-66.11561035893837,D,D,A,-92.37131399518722,-91.82763970687206,1
Yes,11.216771396933067,108.9470304151176,E,D,D,91.08146603705802,63.86101949648763,0
Both,3.846221129625677,58.61659968156439,E,D,E,70.53380572418762,-42.07732298279693,0
Both,-2.8877947229598777,-59.62247703904584,A,C,E,-124.63018397515981,-39.416032571447175,0
Both,-0.46346179320453834,31.174089131486678,C,D,D,310.89081856158845,118.47756366702087,1
None,-49.4058387717388,5.133997010278344,E,E,E,63.176631253894975,-191.26637865257274,0
Yes,-14.285945337236496,6.854929382479591,D,A,E,-23.97967256606456,-63.74256106649525,0
No,156.04315133310635,-55.95337209477683,D,B,A,-19.61038531123162,-241.2512202330808,1
Physical,277.2358677675116,-87.77772984693367,B,A,B,-84.54000495509332,-37.59226054204341,1
Both,118.06422659263856,-51.84240968182805,B,E,B,115.99719583455474,-36.45935932582539,1
Mental,129.70142825933164,-13.9569442699943,C,C,D,84.35578149250983,-139.85209592091334,0
Yes,-197.82134470710997,147.2091553649734,C,E,C,-66.47069999964197,58.17515585635977,0
Physical,-119.74027383753543,-13.10443812321595,C,E,B,-74.3359027845298,16.207586073810724,0
Yes,-27.832441262232884,-21.773184085843475,D,C,A,-136.89736393294143,-130.54125124379652,0
No,117.03413008435137,-22.892513816522353,E,E,D,-115.87651216715314,145.57562716108578,0
None,-76.9123634006022,-67.7071188662294,D,B,B,-48.062511998550974,139.90657502953871,0
Physical,140.8999615537867,-111.11337100502116,C,E,A,139.81672831134955,76.16122602795431,0
None,131.56807639496532,-105.62750473509762,D,B,A,19.28046701231008,-44.38940459288421,1
None,-28.043682922648305,-148.57060617003347,E,C,B,-25.39761141358752,-76.52327266764529,1
None,120.61048328449084,-61.184025418055874,A,D,C,53.130155208324105,-148.88698416615128,0
None,37.740093138057404,-86.72522535542822,A,D,D,87.54961222648238,15.313363410857587,0
No,57.94230485544887,-178.4521277034527,A,A,D,145.78044441254534,-24.159772895051354,1
Physical,182.2111146108672,-191.90674904731125,B,A,D,-41.12150808473942,158.51655633589777,1
None,13.640676091006043,-157.55008530186961,A,E,B,-6.051448548711385,-60.366294506636685,0
Both,-1.2375229324870145,9.56688595732786,B,C,D,-18.182406775361677,-56.11109403250134,1
Both,-94.06108182683765,-185.51692850690137,D,E,A,60.04914338272218,-76.35114147957873,0
None,81.22760339732135,1.338725665217067,D,B,B,89.32131635489284,-71.49720316232509,0
Physical,58.766738540078414,-67.6479657323396,D,B,B,-84.93497155225623,6.070238962372531,1
No,-50.78487563966664,-3.4078082790229183,E,D,B,-124.95887968558353,-37.536295679290824,0
Mental,-138.81922166350506,-48.48004937138137,E,D,A,-216.28584181671044,123.35820685122808,0
Physical,68.09799283229204,15.073606269494826,A,B,D,111.32277233116355,60.896634656952195,1
Physical,-60.576327522845574,-47.38359603782178,D,C,D,-21.317840329240724,114.19292469618414,0
Yes,23.709753782850985,13.491938720293565,D,C,D,-6.805729545233325,-1.3992902379025367,1
Both,-100.73130084955018,98.92408550443429,E,E,B,-1.9776381214880692,-165.694905895997,1
Mental,-50.2076198151543,177.0807728326711,A,E,D,136.15917584896889,-9.322646144708232,1
Yes,-83.24895477718664,33.55431118635674,C,D,D,-84.01370522094275,-42.58996542805079,1
Both,158.82537892064292,-170.91886105008464,B,B,A,-102.41852198779,68.66486897351663,1
Both,-0.8747679754773727,40.41167724115404,B,A,B,45.365617418262346,80.6683124054793,0
Yes,-29.454770012129465,-63.883484682551696,A,A,C,126.36129309355846,-135.63955951943527,1
Yes,-160.4440107822532,-40.47366915994662,D,A,E,56.08639081138994,-5.3569184006307395,0
No,-108.469167199135,-9.475356402868202,E,B,C,-231.8722335889688,16.484565291124746,1
None,-15.765906798024302,-106.93862095194173,B,E,D,-88.79210442637483,-132.5642666856905,1
Both,49.89509194568416,-105.76013157681396,C,D,E,-184.07915774653355,-90.4655915555554,0
Mental,89.98505472840904,-114.59116606806516,D,C,A,81.50181004719013,41.51764440723642,0
Both,31.009002356178023,228.10796122071454,D,C,B,-7.55338352057983,72.38990883187783,1
No,82.39774046422158,129.5005037959665,C,B,D,48.101011098559454,-88.15078811010984,1
No,-10.99150748466419,-171.69051418846018,B,D,B,-18.93148409111845,54.05431587692257,0
Mental,-69.42779169114478,-3.154191105343005,B,E,A,-30.52025871745335,37.4534988469363,1
No,128.42564520657876,250.2872210779668,D,C,D,-37.39638473647558,93.4418913518828,1
Mental,4.653764731435403,-148.0946372174663,E,C,C,53.5292608096021,-115.62694264105853,1
Both,-67.45255342572037,165.59568932442045,E,B,A,-148.54055677334907,-52.77485304568494,0
Yes,-92.7822015553605,-105.07854234994036,D,B,C,48.31874825223981,-157.63608103533693,1
Yes,149.20196421081715,-83.64068381916516,D,A,E,-21.174205053681376,76.78379130543227,0
None,49.06543327677725,177.55682988996222,B,E,D,-27.35309797850497,26.58389306101432,0
Both,76.90545508237494,59.02406155623231,D,B,D,-58.623391092555046,-25.815559303441276,1
Mental,107.16385675209416,-48.77837036325407,E,A,A,-36.50864236887904,-97.69655296678023,1
None,2.784514890386208,-134.17578427727966,A,D,B,25.119988622435418,62.30371346086343,0
Mental,-169.50385671118903,-7.131649966210461,E,E,A,134.07228843529964,21.515576035252096,0
None,-13.287760559186431,120.56787328662625,E,D,A,169.44707970581416,114.36658998574431,1
Yes,-44.12563089239478,151.10286126798306,C,A,C,-41.177974402855824,145.32358538075897,1
Physical,-83.21785861093316,-55.10629760658327,A,B,D,-13.832099300552933,12.523888911277274,0
None,-9.425261052245544,-89.23648494595643,B,C,E,78.50753628618553,-108.91990196401302,0
Physical,-217.90928412387376,-184.8954963503332,B,B,D,-91.98576635045191,-66.88305939241445,0
Physical,53.89848173003667,58.65738051951194,D,C,E,179.40429628858539,-36.27781222572343,1
Yes,-82.27502373186644,105.0930702438676,D,B,C,-94.48547123364462,-120.4369610199539,1
Physical,-43.5974046506102,-163.71801161295198,E,B,C,229.38573418269564,141.46722673948003,1
Mental,129.48680138563785,167.27146108121272,C,B,E,-124.71300809448644,91.57102724086036,1
Yes,152.96259038443884,245.33329699939475,E,C,A,-32.82688539328234,-113.48032959156214,1
Yes,-139.0069476750353,-96.64441887271056,C,E,B,-92.28536193446175,140.63652324896486,0
Both,3.5691502347645003,88.69419464029778,A,B,D,-37.66928763225478,-90.05980503327892,1
None,-139.86943056189855,-27.753817055386072,D,B,E,90.37818476673782,-187.85474647150966,0
No,16.820544507947876,-49.642115979482725,D,C,A,214.85730414830334,6.995775440768148,1
None,80.74219062283655,62.775323941974634,E,A,B,-249.59150541169436,79.611048115334,1
Yes,-35.292278524716345,12.000621682508616,B,E,B,-19.468955628731972,-52.52942708766499,1
Mental,139.69037290862227,133.9302762546235,B,B,A,66.10317452693225,-3.3061580150452454,1
Yes,-160.67065765333498,39.35845407386158,E,C,C,170.71168520204884,8.82130431404557,1
Yes,52.4389969777299,52.5923839275266,A,D,D,35.75500942385266,3.4089658355226358,0
Mental,-7.6381966557612095,49.26224025696192,C,A,C,-25.848896811006455,51.68218984717716,1
Yes,-51.04259110388405,20.11582672817991,C,D,D,-154.3790881555905,79.53952541113603,0
Physical,31.69963330185513,46.136056616075244,D,C,E,-0.5044554032365036,-54.1395749727293,0
Yes,-58.61852050280365,-108.06083328243142,E,D,E,-40.748379052451654,228.55765700353908,0
Physical,-135.7727680674086,114.33143684863695,D,D,E,55.21308222385398,-28.463291794409173,1
No,44.882968160715734,-31.756560878207985,B,A,C,180.8427732429093,-21.00931760079272,0
None,-0.3823440397265055,113.083402732953,B,D,D,136.7293468808133,133.41768673806027,0
Physical,-21.336839521571843,51.95746708643515,A,C,C,63.70848252836754,43.74251232906813,1
Physical,-157.8722315104281,-43.80928585024335,C,C,A,-61.166030353578485,50.01596309490669,1
No,129.69023505947936,-17.381851350973108,C,E,A,-19.868614040224912,54.50450491145491,1
Physical,12.335111407054889,-124.56198384220427,E,E,B,84.4042560057628,-93.03494456899966,1
Mental,-134.27711085180724,108.7550126535474,D,E,B,29.985433380000988,-88.86579103229413,0
Mental,150.87928870502782,-83.45790350453154,D,C,E,54.425341541555326,19.112149647960607,0
Yes,19.84548789558112,-0.363756408849404,B,A,C,-18.42724623142686,20.828237138459198,0
Both,-57.48167447442067,-49.69422584258689,D,C,D,27.685560206590004,65.82516930908918,1
Both,35.92992603624728,54.60157134241411,C,D,B,41.31119668039535,-5.235595365796186,0
Yes,108.29650424750308,-5.894104158496264,C,E,B,161.14728836747477,-41.281833807414905,0
Physical,101.40741401718252,-1.6283751947453013,E,D,D,-22.37472181135993,-95.0907930272307,1
Both,-204.35441214578302,-33.211047448540505,D,B,C,8.209868576123323,-117.51473255500882,0
None,33.24563139753512,-111.59198195970194,D,B,E,73.55372179585902,114.63519181481128,1
Physical,-7.44188026049928,-221.25595357581759,E,A,E,210.21288724017825,26.60437148364633,0
Yes,-132.26236407121118,-11.968226276835308,B,E,A,83.74278239762383,-53.64039782269667,1
Physical,-66.93700094809591,-142.42961145198686,B,D,E,193.35210770813282,-2.7323682193594196,1
Yes,10.892153090403319,-42.57012034201798,D,E,C,189.86077313922343,-166.79560443933732,0
Yes,-45.67132158471905,-34.095496155215535,E,E,C,75.96747490360337,23.773714115316537,0
Yes,197.0910774558379,199.94039941188763,A,C,D,-128.20274887181867,-54.38575881136484,1
No,-156.1019915389107,142.19997047309866,E,A,C,100.5470976921834,-15.059423407037398,1
No,75.68606736724522,-99.71412492965676,D,D,A,-30.190725378565187,69.67601575712821,1
Physical,-30.353725006972333,94.63020854754164,D,D,C,81.48376777565116,-59.177715012817686,1
Mental,-116.51833257778028,76.14748972749791,E,A,C,-68.11801981508127,-95.88662468624403,1
Yes,43.12297944829867,58.62196866304622,D,B,A,71.20268795752418,51.82125353717889,0
Both,103.40899569748888,-123.70708670425444,E,A,A,-52.54757644368062,-44.97945732033667,1
None,46.02306238971246,-33.51108872411631,E,C,B,84.2237043813922,-154.40638093381781,0
No,-171.88549122237285,169.3039620375685,B,D,D,-7.317484432022524,23.91766171153237,1
Mental,-89.0285857630115,-151.69043764601,A,A,E,-99.7676712162845,84.32783862421397,1
None,-111.98139838755993,25.863388395827258,D,C,D,-19.437792344627113,-189.2080419340779,0
Both,-42.11631472562192,-223.79375990902744,C,D,A,25.088079643861533,1.836622238641844,0
No,80.19593935030369,-58.11506622773045,B,B,B,-62.89074972545671,-69.21369383851975,1
Mental,55.7162394965596,-68.67373604552756,A,D,B,-80.93823012447608,-137.6250948613277,1
Both,-1.2636911573476821,-31.515831704869317,B,C,C,-75.27898835367405,64.6136611461334,0
No,67.91166352707071,104.69273600174336,B,B,A,-73.77528758638663,-67.65356595351373,1
Yes,-17.18195281700013,97.77904542399754,E,E,C,99.44320385830272,38.63334425456087,0
Both,39.60522408384745,109.81862910079178,D,C,D,67.56677940797563,-150.28602584187811,1
Mental,123.85396288248245,-8.811281551450953,A,A,A,170.38871830369575,155.30672162254254,1
Physical,81.41100278095075,-82.65582178098005,D,A,A,-90.66162938185643,-88.32216082815188,0
Mental,167.30084924997445,9.096010007778276,B,E,A,-7.775660095239907,212.50287158544475,0
Mental,90.01624113060664,-54.96162598656499,C,B,B,-73.65082716715298,-43.37553573208767,1
Both,-79.54996342415677,101.5773843064502,D,D,D,-226.96219987910501,82.89052119079699,0
No,-4.044648518829798,112.13502339348923,C,A,E,53.839441802309715,-27.181993152111534,1
No,82.91973496672999,-22.108026454339736,A,A,E,50.494889170882104,-163.60117247646394,0
None,47.919219942601636,-21.950522479380282,D,C,D,-126.68625546061234,-116.00056901101271,1
No,-94.98275990952372,-84.39363946818176,B,A,B,251.43252421987336,-40.28032293799071,1
Both,22.647880108935674,-36.1427450762973,C,B,B,-2.412015708008745,166.0687765924608,0
Physical,-31.656056622608926,20.367746063123104,D,A,D,-219.41505919754772,-13.372068095188885,1
No,23.934023642259014,-134.03059519991197,D,C,C,92.76273808632598,-13.91060858107133,0
Mental,-206.8454874772322,89.96854822314666,B,C,E,47.028623664906746,8.218209186486897,1
None,-38.094914507512776,37.29139736299769,C,A,A,-3.7807480110714895,-44.383698236340784,1
Yes,-10.501876513017875,223.4950917330962,B,B,A,138.17048172230625,23.125308983958757,0
Both,6.266271247831605,8.487555987990637,B,D,B,37.0037413767994,69.20518610601829,1
Physical,61.1220084585328,104.30785689957949,E,E,B,-73.77406377534832,-163.6517189769291,1
Physical,-117.93815859090451,-18.854846677329213,A,C,A,154.54335506964762,111.13018842881941,1
No,-23.04928762248321,48.55320149930261,D,B,B,-71.46249801366157,-121.03480042723007,1
No,-127.80683487431614,86.18953452106865,E,E,B,-5.219550659618674,41.7996020056073,1
Mental,-36.03052390058895,-35.72654764993061,B,A,B,-152.16646514978655,-62.73876814335557,1
Physical,-64.45912705693814,-53.91370520952932,B,A,E,-42.737698450017696,82.4257921061421,0
Yes,90.22376050948799,48.83827822060899,A,B,E,-244.28794965653302,-33.61830562719635,0
None,-58.45096721973956,-45.174941070401104,E,D,A,37.37192469925664,-149.54102981286064,0
None,-66.13123635077164,-148.9592719839362,A,A,A,42.731471820698836,127.4308893267707,1
Yes,-98.8877191245821,-12.233503536273144,C,D,A,76.76551299410654,-76.6928301374865,1
Both,-77.74364299540166,127.1660043713658,A,B,D,-21.821933128046908,-0.899956613631205,0
Yes,-42.100200736217666,-38.072721431453076,D,E,D,64.84194664704017,45.70045809052699,1
None,57.71602778943856,-49.457441576262816,B,C,C,81.80404403768185,-25.44939479194245,0
None,-49.00292933196181,-46.734466006039774,C,A,C,16.622031148929498,39.669719288213734,0
Both,66.85938700156927,269.2024100884564,E,C,C,8.657683277518515,-140.39396019219947,1
None,181.3838645504933,-102.51798079043462,E,A,A,-107.42631791744444,-93.0754862903531,1
Mental,-25.63574194702167,-38.869177154234684,A,D,C,23.65121991438946,-151.18228116633932,0
Yes,-55.01408652250789,-159.30934239366903,A,A,A,12.079840451029815,-80.97811541749839,1
No,222.02899327778033,13.836931548962541,C,C,C,-176.3827659547379,-71.25845533655243,0
Yes,72.1905855739317,126.22194823608291,C,D,E,35.11559231288708,-45.65881481321036,0
None,-82.84260444831885,106.41268088918193,E,D,A,144.10849925597736,236.17356761185025,1
Mental,29.46035606600456,-59.46227032366684,E,C,C,181.32519257448524,54.50194052457359,1
Physical,17.665622548797465,-26.82393760452861,B,C,D,55.78279716463198,65.18853709826776,1
Yes,-0.4314880200535322,148.9456556781167,C,E,D,-62.146279039760884,-184.2513902739713,1
Both,9.232231681885693,-52.639654722327265,A,A,B,-15.632242780676862,-76.44026894897561,1
Both,108.4024538549683,103.43438775020881,B,E,E,51.51839586410352,74.37583975405275,0
Yes,-90.95732087469746,130.54386822392462,E,D,A,-7.370523763762103,82.08289029661027,1
Physical,-83.10982386149828,-186.16933478591432,E,B,C,58.469231049965366,-37.51710308508671,0
Physical,-70.90572363819798,-158.1942095681797,E,B,A,-23.99385565797433,1.2640269362651786,1
Mental,38.535638592246926,-49.61483190397355,E,E,D,-67.72291475521655,-63.26847043251151,1
No,-101.31668281132171,140.12256518711834,D,D,C,-22.703331244947922,94.82109687739539,1
Mental,-16.03508789903015,35.440409106590685,D,B,D,-26.818905888680444,85.4209187331329,1
None,2.0325050441515735,84.16014243619422,E,E,D,27.368166795205866,-38.62205510564149,0
No,-78.56660621118577,-207.78261770658634,C,C,B,-95.14421537801621,30.19839710638771,1
Mental,68.0116969749789,-17.537288289688355,A,A,B,-81.32121749593591,-212.90328040714553,0
Mental,141.91353044671834,-188.56337171628152,E,C,B,-119.57242035971483,81.0105877854688,0
Physical,-67.66333679765748,110.65624406838242,D,E,B,62.58289914318266,-193.80408975356872,0
Both,-76.83737187604206,-114.01378302675349,E,C,D,-33.49624042870617,-58.79675259436132,0
Both,-49.4149315337457,-130.48135977591255,D,A,C,113.69961407486262,16.095291777726903,1
Yes,-3.6438093541346235,-21.16241821070163,C,D,C,-70.37569115309348,96.3890658258671,0
None,7.267247390871409,-138.69930720905845,E,C,D,174.1866218224804,19.341945724594854,1
Yes,37.65882731154409,135.65264956929138,A,A,B,25.5401420532338,22.31481553911187,0
No,61.273974339633895,69.92657200506267,B,E,E,-17.8675275975637,36.860646343947344,0
Yes,-35.1902741995745,180.4490085252017,E,C,C,149.81890159827452,-14.623228517519744,0
No,35.711318183503295,-54.54624818642782,B,C,C,-54.76522231827966,-124.90992807068989,1
None,50.82973352816394,104.412229523885,D,C,A,-85.66660927275665,-308.7013520233042,0
Mental,-184.59587888277267,123.72321427442677,A,C,C,-233.3315837383449,-57.06493432695312,0
Physical,23.764841534653804,60.27961674047181,D,E,E,4.72702447435094,-59.80751136290713,0
No,-13.021968146498994,23.629349373453476,B,B,A,176.2257952948079,-32.271080781327676,1
Physical,-79.76947552865158,177.09317279754154,D,D,A,71.33616871196382,41.36523898095061,0
No,33.539706282471265,83.29941675767144,A,D,A,1.0731988488301751,-73.58861020859602,0
Mental,13.830707122888603,-43.809610386824225,D,B,E,19.709513624450732,-222.62801073112132,0
Mental,75.66827669388796,-82.32151495474137,A,B,C,63.771512805995,128.18038291858443,0
Yes,-5.094204938395932,31.064684877388355,A,C,A,-10.985238298273245,-91.52532446491628,0
None,46.78412477060226,137.23433182410253,A,B,C,-65.46262718874335,-132.15424583313612,0
Physical,211.66120847011774,-61.724276065670814,E,B,B,64.4793040467808,-205.6345471943791,0
No,-54.594123158909746,-215.10031669940412,E,C,E,-54.868553106413586,-30.50818707130579,0
None,99.54692713776882,-53.5293654308707,B,B,E,-107.65176333435107,-120.88630404496791,1
Yes,219.72665371316774,12.049778357988753,A,E,B,-102.46790052337631,-59.19135988315368,0
Both,96.79204760139022,78.15946317675238,D,C,E,-44.786144589378644,55.67567215729895,1
Mental,5.092959245909506,21.56157707719717,B,B,B,46.6359172231391,-143.8907076813573,1
Physical,74.00589424627076,17.996064914818866,C,B,C,24.750126513960947,44.04704656717701,1
Yes,84.48570087735332,25.120492147837393,E,D,B,66.95863127092973,-79.25269760344204,0
Yes,-91.53581680935065,148.7786056395286,D,E,E,-160.8730158819087,64.94082708588084,1
Yes,103.7396512374994,-63.250903970360696,D,B,C,-55.62336938266165,-21.47951649802282,1
No,-69.72888068064121,-162.47270910143442,A,D,B,29.192601506020594,-13.438720502465761,0
No,84.71317399219909,-61.941427457474184,E,B,D,169.0128605444019,-57.375333965074645,1
No,-77.66634035978315,-135.5604235766036,D,A,E,-63.79371784531433,96.72748319627738,1
No,11.815337731296447,-114.94706723639776,A,A,E,165.2108458219778,79.9016769465697,1
No,-45.586299300215934,38.5038595590866,D,C,C,-59.38680440031967,148.90528103783504,0
Yes,-12.867461276352476,157.6114826129407,B,D,B,-16.943197139221546,123.74549385549885,0
None,-92.21125191980573,146.62573243963922,D,C,D,30.858882782270587,149.34671659790357,0
No,59.482862903194636,-25.863041132684206,D,E,E,12.579513773797249,-22.41919950939065,1
Yes,86.28541252562458,98.73843515283602,E,D,E,-116.35485139240551,-88.08425119943816,0
No,-110.97821888800246,-55.688052121230946,B,B,D,5.595236354470212,-76.96925522664515,0
Mental,-34.50130388171236,-59.013650508987084,C,E,D,43.62994821287665,92.96763256106127,1
Both,-17.969270258381208,77.8277569169928,A,C,D,-69.19770807978765,-111.71644042031453,1
Both,8.2339343923238,-94.33784083162377,B,E,A,-52.332034088407056,-41.54871219653859,0
Both,23.014264003269915,84.10061390494039,D,A,B,84.57550803280425,26.66674750472608,0
Both,-205.99662325037804,-39.7621864310462,D,C,A,0.8320685162136157,63.073139348010756,0
None,-55.18775669764418,72.12219073729469,D,C,B,-43.95368414225195,-2.9352744830490205,1
Physical,-87.72984827408368,-58.027044087750134,B,C,E,-97.3278019673664,-77.1066930602412,0
No,100.30570682290363,-122.39144531446367,B,B,A,-83.7820900978354,-61.717851173453994,1
Physical,82.77264654332915,-69.6744778956018,B,B,A,-121.70074089877569,19.061536946680793,0
Mental,-130.87387575901425,-104.57861092556276,A,D,C,-11.012573182366427,135.36589144356975,1
Yes,78.41078747874838,-30.79059424001208,A,E,D,36.509347340689715,-23.305011871554036,0
None,-294.69624033729775,-139.6742451690413,C,A,B,60.992670360024405,-23.747052243344292,1
Physical,-76.99518994441044,147.17143444640914,B,E,C,9.38159345518088,-66.80649480954922,0
Physical,-13.709836125897898,320.3431825026662,D,A,D,77.57574079713014,-25.667534722982392,1
Physical,47.225810537407156,149.3624514478033,E,E,E,-57.99264679672718,-203.90313888193097,0
Physical,-80.51167097145398,-88.40820273810311,C,B,A,178.241969374527,-144.8176375573798,1
Mental,58.010711315568486,-122.81200968647306,D,C,C,14.929494627260095,-162.45139023419483,1
Both,70.63072175694565,-80.14927560216447,A,B,E,-23.598503444129594,45.35877076694826,1
Physical,58.55800060660516,3.9743631875418552,B,C,B,18.649463265313834,-46.530229305430744,1
None,102.06474642261367,22.60601679330089,C,E,D,55.47899018587861,-39.11804502894781,0
Mental,-155.30739899913246,112.34466671486688,C,E,C,-82.7510428600376,-46.893786085515025,0
Both,102.71488274336504,191.21122196507753,E,A,D,19.531385697140767,124.29337384549545,1
None,-151.5289701277169,72.87473441974832,A,A,E,-11.221019036994614,-92.22241283257335,1
Yes,-6.95866389003017,37.538249211279194,B,B,A,-77.12311950438615,-11.588619887013417,1
Yes,59.30960359676204,162.2029457929115,D,A,D,20.335888166378037,31.828156560159133,1
Yes,-139.1270809221641,-3.934222781379822,A,B,E,0.5755937228270556,-167.31801850678147,1
Physical,68.5811452098318,-74.29482966554338,A,D,E,-147.23600145041218,-85.46763305575482,0
No,11.9350393155654,215.98707694336548,C,A,E,54.263066526115885,-72.12600359864487,1
No,-77.15486159883042,-58.899922475967,A,D,A,-97.90200265357153,-17.857076812787074,1
No,-49.67081526499217,159.99131444878597,C,A,A,14.146435172095167,101.80690973402737,0
Yes,-36.74716482152671,54.92018948158021,D,C,E,50.58342205462064,126.53348429675046,0
Yes,-71.16603089034885,98.86078489489957,E,C,E,25.445730183238346,79.82312047093525,1
Both,82.88618876048469,-200.64709772534295,A,E,E,-75.22772579274807,-33.29819975198179,0
Both,19.67025879206895,-54.922302147768754,E,C,B,-7.237340528435529,130.7491266699271,0
Mental,-121.20400374360074,-108.45713903706773,A,C,A,110.63344418620889,-90.46964618487566,1
Physical,-6.437163597292563,-75.34908586205292,B,D,E,68.11847021099129,-48.102396286526414,0
