age_group,nationality,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,target
65+,Brazil,C,-7.50146166206393,E,A,E,160.7088997344242,B,55.565265169652555,113.38445411745207,C,114.86965845532049,A,C,C,E,-20.771786997165645,1
51-65,Germany,C,-6.162863633684883,A,A,B,-214.60805567891947,B,125.27850071635172,-188.6239441482263,D,-47.71818326603243,B,C,D,C,169.719038273262,1
18-25,Other,A,98.17782318966893,A,E,E,26.753094563038495,B,25.23052143954333,-48.477806352705116,C,-49.46814819294511,C,E,B,C,-108.63005499501467,1
36-50,China,A,71.5952447009739,E,D,C,-80.15183778350232,B,118.91691290526208,-132.39951939710573,B,220.653073144739,B,D,C,D,81.37281468019218,1
36-50,China,A,-153.51960261971374,D,E,B,56.093185390037725,E,141.28156639723076,271.530932705675,B,-116.75730248187699,A,E,D,D,-4.874419567067221,1
36-50,US,B,-10.980748312211261,C,E,C,-9.544266170999,A,-36.43715044545136,-92.12774794822147,A,-17.16299684711485,C,C,C,A,12.428338462521303,1
51-65,Brazil,E,-13.739058539624228,D,B,D,136.78047396043252,E,-113.99837264962956,-2.342164167130481,D,-93.85117169638345,C,E,D,B,36.05451440866325,0
65+,Mexico,D,-29.349100384426585,A,E,B,103.05902332616358,A,-134.660366375043,19.29509927349362,A,-123.14119917763011,A,A,B,A,18.712016724335985,1
51-65,UK,D,77.4674635994288,C,D,A,-144.0913111138763,E,-177.9690806917284,-110.62239764413668,E,-188.15564865954664,E,E,A,E,-122.50460294976789,0
18-25,Mexico,A,30.674475839414818,A,B,B,38.55151790894688,C,100.37402454128272,-28.980553145279302,D,66.26579082158199,E,B,C,B,90.7751880545266,0
51-65,UK,E,20.95626643179577,B,C,C,52.8037503561262,B,-112.47014465286217,-145.79450846480836,B,51.99238613308385,B,B,A,C,-44.41645289535454,0
18-25,UK,C,-7.148913335213185,C,D,E,32.8994398670012,E,-177.44207844065176,126.86908245052444,A,21.389089944336124,A,C,B,E,40.00050887082597,1
65+,India,B,-310.322053526789,D,B,D,-9.745421621677172,C,147.62686880587572,-85.44083876076073,D,42.419070414289465,C,D,A,D,156.07996819559438,0
26-35,Brazil,A,26.245266846564007,D,A,C,-175.59346044836576,E,80.46310006383139,-194.22345188988558,A,68.99765807733111,B,D,C,E,-129.52119843757526,0
65+,US,B,69.16483140582312,E,C,E,79.77741024883159,D,-48.08286441579791,-14.70295495002425,E,75.68932861801117,D,D,E,D,-69.4986520361832,0
51-65,Other,A,-203.7342760367749,A,A,E,64.52000163801418,E,-121.88698229887478,-88.57771944095735,D,-28.557133477199326,D,B,E,D,-81.6355548338697,0
65+,US,A,231.2953557937699,E,A,B,-4.029095901643602,E,-24.995973127479548,-36.16951999108698,C,19.62969570704316,B,B,E,E,1.5744606310849378,1
36-50,China,D,104.05812947975326,E,D,C,-126.7200714679698,B,-87.08487832378987,-166.8444723051432,A,31.498530261899795,B,D,C,D,-52.824619148039375,0
26-35,China,A,20.966676058914413,D,D,D,-149.93009944915764,E,35.73396807938024,17.477365192565518,B,17.551035576022905,B,D,C,C,6.671508103517815,0
65+,India,C,8.132754361154886,D,A,B,-173.34899709699266,B,15.924958187383625,108.20147737761236,C,-150.79470743506434,E,D,B,B,18.875792040175867,1
65+,UK,C,7.827425565898967,B,B,B,-38.62330029616537,D,153.54468895997516,141.4470756105599,B,-144.88949931055524,B,E,B,A,-140.41976999901482,0
51-65,UK,A,-84.68652898926054,E,B,C,-74.82206976875915,D,-61.883572587438486,-95.5201344869682,D,94.55888031284155,B,D,A,C,-23.422702076282434,1
65+,China,C,-0.6344027425556487,C,A,C,-128.7911009060464,C,-77.41483049704175,-43.81536799676348,C,49.98465733828312,D,E,C,D,-18.800242366219255,0
26-35,China,B,52.2066971077943,D,D,C,1.965158481440444,E,53.670552214998935,-84.56045046384818,C,-12.096817509085591,A,E,A,E,-148.419339783194,0
26-35,India,C,28.262896789104698,A,E,E,78.61222393750005,C,68.13856852308864,-92.10200359476195,C,-46.08291964679462,D,E,C,C,134.69014113409895,0
51-65,China,C,77.42165348842639,E,E,A,59.42690784107295,C,-170.9478302504672,-21.81332899963332,E,-103.46596318852555,C,E,E,D,-240.3897734877971,1
26-35,Germany,C,305.4145884493681,A,D,E,-35.33681475277934,D,92.15740837924928,-105.20910043557421,E,-87.44609745316768,A,B,D,A,216.85725406258598,0
18-25,UK,A,7.1286140780777485,B,D,E,-67.78625032060656,A,142.72522122764713,173.17538652507918,E,106.57694580342918,B,C,D,E,-156.85891754875706,1
65+,Brazil,E,1.9002523094226107,C,C,A,-77.42644005670928,D,35.000720788909746,180.0086695051085,B,-7.866438104030507,C,B,B,D,37.5179056714558,1
36-50,UK,A,41.02743465061136,D,E,C,148.35607796554203,B,33.38414690900816,64.86997500025502,D,63.942211453740875,D,D,C,D,-110.6547770208391,1
51-65,India,E,59.744192376816976,D,B,A,-63.89262222807955,C,-9.410436824161254,45.37307137178302,D,-131.24586145216836,E,C,D,C,-12.389171249979983,1
36-50,China,A,-194.7249056101817,A,C,D,-75.72445067535419,D,39.65391262958965,-30.893764637975746,C,58.24658080486888,B,B,E,D,-61.232430875363,0
65+,Other,D,14.673743237543919,D,B,E,-56.71125772216885,B,-48.907430510920626,120.485429930499,E,46.68413656564191,D,B,C,E,-1.938803495189436,0
51-65,Other,A,59.36151222886393,E,E,A,49.75559632213745,A,86.57251979994435,-17.683416852679972,B,135.60213193743093,E,D,A,C,-60.62046867373315,0
26-35,India,C,167.00473122388084,C,C,B,-84.43561392592271,E,42.36961818933787,-22.879359796652064,E,-14.620200521548865,B,C,D,A,66.8766397333043,0
65+,UK,B,4.739121182974322,B,A,B,6.437579096113777,A,-107.80096890771162,122.86031330152593,E,71.00299994463707,B,C,D,E,73.10371847111415,1
18-25,Other,E,83.96095743638922,E,E,A,-68.52893038097662,E,-110.07853007791302,31.272237461275665,C,48.09879518644273,A,D,C,D,-27.583786521570875,1
26-35,UK,E,199.33723999652656,B,C,D,-153.1122720282597,B,-132.32343590988884,10.773920509887226,A,-24.896047997814957,E,E,E,D,46.073049273158226,0
65+,US,E,-47.61904070907427,A,A,A,-137.32329814050038,C,54.647594129525565,4.446156670544923,C,0.8305213242107867,A,E,B,B,-104.26388429156972,1
26-35,US,C,-96.31357964755544,A,C,D,-29.33842150741629,E,-20.542095281378593,-147.1206051721824,D,-122.68331751592352,A,D,A,B,-72.03511627873324,0
36-50,Mexico,A,-9.239196948120622,D,D,D,-89.06876790193972,B,-46.89986066535847,-77.1586195939264,E,-82.18300434498687,B,B,A,C,147.0361777334618,1
51-65,Germany,A,179.60172569339582,B,B,C,87.54593202679857,B,-135.21857376612775,-57.39010641900809,A,-99.64192624935934,D,A,D,D,33.18311591121882,1
65+,Brazil,E,18.540476149296016,D,B,A,105.10629940009923,A,-69.18487925376733,0.1807419822792391,A,-17.641736419363472,B,A,B,E,-30.486948512993333,0
51-65,India,C,-145.5018511257284,B,C,D,17.739532657153813,B,33.245544834192614,-10.325202355687736,A,106.58921903221601,C,D,E,A,-69.46267011634052,1
18-25,Brazil,B,5.799956534367259,C,D,B,-33.90704186583409,C,26.286840552862994,155.25726978433903,C,-103.01124435548878,D,A,D,D,-5.171134780006876,0
36-50,India,E,171.1774511372696,C,B,C,57.16339564134041,C,16.550703533795147,-115.30323773312632,C,-153.18129455381418,E,D,D,C,13.878332528965098,1
18-25,Brazil,C,160.4816538770559,E,A,E,-22.993513650956057,D,-99.25977260047138,67.45166704710377,B,-60.4597028076851,D,C,B,C,-32.818055047436076,0
65+,India,C,2.0060527466357594,E,A,A,65.70147000831822,E,-35.891396366131914,76.87139858466362,E,-195.3257038481609,E,D,D,B,25.045492378345553,1
26-35,India,D,-65.07396888960926,B,B,A,105.1198509159478,E,161.2588761404676,77.65992979528636,B,-268.8480582083753,E,C,E,C,96.11002407335549,0
18-25,Brazil,C,41.25874129788802,B,C,B,133.87818971893333,E,-124.24173776237961,63.491474884032705,E,41.957342823371626,E,B,A,C,5.63642229219843,0
26-35,US,E,-45.48329522242692,C,B,B,-201.73701885582494,B,175.23088464637755,69.49483102331084,D,125.33207733406924,A,E,A,B,78.14641886444342,1
65+,India,C,22.537754245920173,A,D,C,-171.19190593116627,A,-72.3338300881901,-101.13524916799739,E,-109.19968954638281,A,C,C,A,-148.9590165318795,1
65+,US,A,-32.092055434560926,E,C,B,16.152995873104487,C,-5.752404350655814,53.21608983195365,E,-99.84630985228972,E,C,A,D,113.11070741654001,1
18-25,UK,B,-229.57363996472696,E,E,C,-18.982132593733844,E,-184.30489688582546,-66.83160242251363,D,94.12077806432183,B,D,D,B,-0.9586784536629077,0
51-65,Other,D,-85.65157162320189,D,A,D,-72.5692352443411,D,-11.019747833922063,-24.139813081767812,D,85.50861041028578,A,D,A,B,-44.071872567033644,0
18-25,China,D,77.0882014699508,A,A,D,-191.99562980276875,B,156.71331134585995,-185.15945934241807,D,132.83426917233265,B,B,E,D,-20.611993902019726,0
36-50,UK,B,-249.38418992256445,D,C,C,123.75922873093037,B,-48.95027391831648,28.556410910528452,B,-17.954131346044562,A,B,D,A,170.43531923922438,1
65+,Other,E,32.80774106615388,B,B,A,67.19152353141945,E,-172.44675800241856,-20.230951702966767,D,46.324240262771376,E,E,D,C,-36.498777102377886,1
36-50,Mexico,B,41.14698490235272,C,E,C,10.33928787151574,C,-14.061374717173509,-53.23035019787999,C,111.6478851608615,A,D,A,C,-21.906147724299014,1
36-50,US,E,58.54427619835234,B,A,D,195.62505127489206,A,287.55351250810037,113.4662591700205,E,69.6093771689493,E,E,D,D,-69.0579747276615,1
51-65,US,C,50.4618082341604,C,D,E,-52.7255149766177,D,116.5057092439232,-86.12526564666655,B,-230.79858690057566,A,C,E,A,-12.944936639996213,0
26-35,Other,D,-30.386942549295494,A,B,C,43.03713054723338,B,0.12969255886492642,-30.935214864787824,C,-152.6122375779278,B,D,E,B,-246.88397492467408,1
65+,China,A,15.391929742611971,A,C,E,96.24127615324252,A,-63.504000770506806,70.32289023259544,C,-134.46539180874117,E,D,E,C,-148.9035858141864,0
65+,UK,E,-1.6084442539584767,B,E,A,-108.20064495592301,C,-87.35976426843146,45.329302558021254,A,-129.29281360620882,C,D,A,B,-72.20685701530208,0
51-65,Brazil,D,-21.326727858126894,A,D,C,53.47285570103547,E,37.97105865774048,-59.398199508861005,C,-42.70477463363282,B,A,A,D,107.85222060512622,1
18-25,Mexico,A,143.5007074608488,A,E,A,33.67398335126829,C,-189.1819416271835,-73.43425339182387,E,275.2325885354176,A,B,A,E,105.08805583826415,0
18-25,Mexico,C,-95.15620615893224,B,B,A,46.920618068644956,D,-102.69391820464462,-211.73011702517303,E,-27.378198381222973,C,D,E,A,123.71209783298174,1
36-50,Other,C,-99.01149470652946,E,B,A,-96.27625758895697,B,-59.77068567600067,155.86802367468096,A,67.96559895053169,B,B,E,E,11.70416097142139,1
18-25,UK,C,71.95207125475049,B,C,C,12.262031493410552,D,-6.379995256786822,20.173057607869072,B,-164.23144680660204,B,D,C,C,236.21571242278296,1
51-65,Germany,A,22.00982233762848,C,A,E,38.3463994558825,A,-221.43877673200586,-34.786248966579066,B,-83.94246639229127,B,D,D,E,37.52230799124067,1
36-50,US,C,-10.350352580542442,C,E,D,81.2061148650963,E,192.6053281110831,6.8316901586443155,D,-75.9122205509163,E,A,B,B,124.54535721331858,1
18-25,UK,E,-117.97673362338894,D,B,A,2.4257697302795247,A,-39.58399259401742,43.92579225852085,D,-249.0215759753457,D,A,A,D,46.44866260769951,1
51-65,Germany,C,-123.23694078652552,D,D,B,95.76111039958738,E,-192.08317354519139,51.80039708749948,C,46.81338595271445,D,A,C,A,-81.9176416765849,1
18-25,China,C,-59.480516919503316,E,E,B,-105.55415671525192,E,200.02626668747175,-89.94375977244134,E,90.25368174963887,D,A,B,C,-81.19874999642684,1
51-65,Germany,B,-3.287902973822679,E,B,A,-143.32511995639777,C,5.672077406347271,42.41778167622546,A,45.982807213042356,B,E,B,C,59.549002227582356,0
51-65,UK,C,11.915695600289231,B,E,E,58.79757513148808,D,87.33891445951156,170.949851213016,E,76.67556114006881,E,A,E,A,-72.29683152025139,1
65+,Brazil,A,236.27937526253535,E,E,D,-15.688667900696107,C,141.39609468082284,-30.08171661675933,B,64.08099574261354,B,E,A,D,-64.37117465755296,1
26-35,Brazil,E,212.27045983798524,C,A,C,77.18001265377033,D,-108.09826210001067,-100.8148186133474,A,13.032218461845385,A,D,E,A,92.95646283408661,0
65+,India,D,11.133791112255215,D,A,B,-256.6295378177875,B,-1.6094259082103615,-48.86843876847199,D,52.26850152287801,C,A,A,E,34.094118180223305,1
18-25,China,A,-27.49845204251632,A,D,B,210.08682533170924,D,22.534238610855972,60.42124004502614,E,-5.382701529718305,B,E,E,C,-8.920537045945602,1
36-50,India,B,-74.62336272153965,A,A,C,116.5810179989418,D,133.45660451452073,103.96736738761861,A,-1.5639519291314135,C,E,A,D,103.2990863449401,1
51-65,UK,D,-79.55913942884065,E,D,C,0.7557328115678098,B,86.95723008338179,140.58945823930114,D,-166.4167795531083,E,E,A,A,96.66438478771863,0
18-25,Mexico,A,17.089773370494253,D,C,E,44.09603775902312,E,133.37300496682693,-9.937933941379352,D,-42.88027041754964,E,B,E,B,81.11366610321046,1
51-65,China,D,86.51140217192071,A,B,E,-25.501675175432798,C,-164.01240729308483,66.31621648370862,C,-50.73130754900718,D,A,E,E,-139.34193153679507,1
36-50,Brazil,C,-109.1530646021513,C,E,B,-142.84103741180195,A,-136.70814948097507,125.95852769006316,E,6.377150771387048,D,A,A,D,-151.2578216229797,1
36-50,China,E,-80.5256694497858,E,B,E,-26.88023633945499,D,-5.37599412511233,-76.669348634541,E,-61.9680894976918,A,E,B,C,-158.16814545405126,0
51-65,Mexico,E,-316.94912934800044,A,B,D,44.02078548258745,D,108.61620144240052,-21.71046260793582,D,-70.49607128692124,C,C,B,C,-206.95927315623476,0
65+,China,E,-31.757204573113,E,D,E,123.69182962085023,B,60.58291143519381,143.07354001840733,B,-96.16838692814028,D,D,E,A,-70.4947758174378,1
26-35,China,E,26.580247853696026,A,A,D,85.03040733004902,A,239.398337660578,57.08952475815423,E,71.97113289915698,C,B,B,E,42.055113221541276,0
65+,Mexico,E,-45.153770946717245,B,C,D,69.27899243092132,C,-28.848584032726233,-2.270325023347771,E,-0.49209540722871525,C,B,D,C,-76.21864870083273,1
51-65,China,D,-64.4956926446548,E,C,D,-59.40800174030021,E,-212.0492106312461,-67.04799327169535,A,26.55033867550583,D,A,B,D,-9.677890949133282,0
18-25,China,E,250.39182736193086,A,B,A,95.11873842950426,D,-108.29752709815679,-36.013963145945525,D,66.30828416241576,E,E,E,A,31.462094162951505,0
36-50,Germany,D,-111.33265548394232,B,C,A,4.1584574567831325,B,-220.4803771695983,74.89679639524304,B,-61.72837029553325,E,A,B,A,63.57589584039862,0
36-50,India,E,91.80814980843515,C,C,E,-66.11453862163347,C,137.7880881328385,-162.28239009100145,A,-43.12678065944403,D,A,C,C,-128.16437208569363,1
51-65,Mexico,C,275.0979827843024,A,D,C,-4.908495877409683,E,-27.929680317095197,-6.177045958037647,E,21.436813640268486,C,E,E,D,-66.31929621821365,0
51-65,Germany,C,15.2671574282178,B,B,B,13.860141867349688,A,-118.85300412352828,-42.9131881648496,C,-45.24772566698007,C,E,A,A,74.30208321322687,0
26-35,Germany,D,28.305097174853767,B,A,B,45.701314668192765,C,73.82970359170388,64.84349373731847,A,53.46548531176026,C,D,B,B,-103.78073638059277,1
65+,UK,B,-25.82567106147615,B,A,D,-33.45288603385118,D,103.57601541195551,-25.44892796277589,E,100.10741460055908,D,B,A,D,40.2789812219552,1
26-35,Mexico,D,5.506929738168876,B,A,B,57.25269751648673,E,214.52292186586632,19.828990700826594,C,-32.01911797373471,D,D,D,A,-78.7581724411024,0
51-65,Mexico,A,46.40926489011421,A,E,B,-113.3655400352598,B,-10.278534286201916,-23.319412929775176,D,50.305365188433804,A,C,C,B,77.47489932439824,1
51-65,China,E,-15.407299429675007,A,B,B,-126.74335700388797,D,-4.211130137158851,112.20741992756177,A,129.18193681526668,A,B,C,E,30.516138947998535,0
51-65,Germany,B,71.21906572529176,C,E,D,193.83842282291334,A,-8.990933430709937,-128.1456319180623,A,9.428417488538498,D,A,D,D,-0.06882277907580121,1
26-35,China,D,30.615354952263885,D,E,D,85.41768170433726,B,18.1355014135967,176.4423670078172,B,-101.13277498196655,D,D,C,E,73.06704167163242,0
51-65,China,C,-48.2252120637816,E,A,D,24.20392115752765,B,-44.542123153393234,78.54091131554041,D,71.97181866209264,A,C,A,E,5.743017875456829,0
65+,UK,A,-2.0453519115861307,D,D,D,-99.76341791663548,B,83.13722214865295,-16.526753880512455,D,31.44696261651995,E,B,C,D,-39.14121885101001,1
65+,Brazil,D,135.7581243167379,C,B,B,-119.82700681898461,E,-42.48306071905671,-194.6815920687047,C,13.083423758672055,B,C,C,A,141.02638799920274,1
65+,Germany,C,68.39597084581315,D,A,B,-15.05919726371538,A,-48.15156783284934,33.19292122346732,D,34.27616641910477,D,C,C,E,-34.92626150654842,0
26-35,Other,D,14.234871098707726,B,C,E,169.95833820040747,E,-140.20866457933099,-42.89772980632935,D,-61.10323301955722,E,C,D,E,25.340038509446927,1
18-25,China,C,48.118596971862125,C,D,A,-160.1138639284833,B,-118.03845789611938,-25.56529931640205,D,49.075734430420745,E,B,C,C,89.80217383707996,0
18-25,India,B,80.786596834523,C,E,B,-109.42497781518325,E,49.370753521383484,-172.67246322842712,A,-54.21562552436047,C,B,B,E,-8.290931574272498,0
26-35,China,B,-86.75953645316335,A,E,B,176.5790152090548,C,-136.33856006045602,85.43846461275707,A,-175.82513386583258,C,D,E,C,95.5760540985693,1
36-50,Other,A,-54.4157519221604,D,D,A,136.66677461440634,B,162.43771468701183,-107.03472751521271,A,-53.649693299983305,B,C,E,C,-89.68675319744956,1
65+,Mexico,B,-172.38090110465038,A,D,B,-134.90461144343357,D,23.851137645288834,-113.7899110263906,A,-13.231928610710867,B,E,D,E,-74.46152446953616,1
51-65,US,A,223.78175984569867,C,E,D,55.04180483002932,A,137.67240809298758,17.15801211451133,A,62.976653175472585,A,B,D,E,-17.631726445016167,1
36-50,China,D,-72.94767107856394,E,B,E,-68.81479068485723,B,-29.832276093372812,-15.225064668254207,D,38.97324990666686,D,E,D,A,-129.16285856153007,1
36-50,Germany,D,-112.41932244687001,E,E,B,-45.182379134186725,D,102.22322276407945,-12.630227204465024,A,60.02075620666729,A,A,C,E,206.32422302985586,1
18-25,US,E,-114.98291953936311,C,A,E,26.345951917420944,A,-87.79511867260182,-125.9717241383699,C,73.72871784271177,E,E,C,C,-170.26454623366524,1
65+,India,E,127.67823073461224,E,C,D,-16.453895495103122,E,-179.73265737349374,66.63000140120963,D,40.798696864615366,D,A,A,E,124.53292083407763,1
18-25,India,D,106.94692826706809,E,D,B,-120.69962882624026,B,12.1758880691346,51.354957752262756,A,130.2043306208719,D,D,E,D,5.236742820913359,1
51-65,Brazil,A,-170.01374980880826,A,E,A,79.06471737238724,B,-130.65889814924202,25.09515270319004,C,51.959146337040295,E,D,C,C,-38.4973848932782,0
65+,India,E,-16.198688390993887,B,C,D,6.16886307428018,E,88.39833095306578,-171.94215241644625,B,21.466451861069448,E,B,E,C,-14.083134868407864,1
26-35,Other,D,52.37252470813802,E,E,A,-276.1450057243154,B,13.80713297245194,167.32132500585308,B,-18.917440145796967,C,C,A,A,42.412998419660454,0
65+,UK,A,-31.299209228220278,E,C,D,43.20722387966994,C,-34.850503560905494,88.21379152601659,E,-40.42086761421114,A,C,A,E,-30.599355450613576,1
26-35,Germany,E,35.62567303066963,E,E,B,-28.531482070654146,E,46.12499528905995,95.3208787536295,E,48.588437911535934,A,A,A,A,-58.41395204830161,0
65+,India,D,-53.045653541786585,E,B,D,-8.896787633684081,D,-7.359537070746544,-91.2791665885826,E,8.06609426499627,C,D,D,B,53.69828438427688,1
26-35,Other,B,144.0791630551328,D,C,E,-20.48007053600724,C,-157.0226534284277,-11.270103321570831,E,-63.68045686370797,C,E,C,C,93.82429922835752,0
36-50,China,A,62.53439747128902,A,B,C,156.86120255894548,B,60.810535322696914,-77.44228471857679,D,-1.976648427800155,D,A,C,B,-120.21987647532004,1
18-25,China,C,-18.1897649168302,D,E,E,93.54738852021437,C,193.00959597597475,36.163802326847986,E,156.17677536382286,B,D,B,B,129.9072152849017,1
26-35,UK,E,-113.31437546580571,D,B,C,46.809613887010116,D,284.4042480535012,93.54640721618034,A,90.69312318046639,D,B,D,A,17.008979482948668,0
51-65,China,B,245.69301208676913,D,D,B,-176.65345108957956,A,38.97597902587158,-150.9919639116702,E,177.8263509903132,C,C,E,A,-11.720717607577278,0
36-50,China,C,31.922530096848377,D,D,B,10.713636981894838,E,-4.342275731290356,-60.85655718530661,E,12.954433082079515,A,A,B,C,-139.34443860486758,1
51-65,Germany,E,73.15189567131597,D,B,D,-47.68679106511806,D,161.43365910330795,-43.99472319101792,E,160.69291201298816,B,A,D,C,129.9218213422134,0
36-50,China,D,115.36780154298245,B,C,C,-31.549596484369104,A,-25.787500458163088,-95.2606978031338,E,63.51964042807731,B,A,D,D,89.54533916562511,1
26-35,UK,D,-8.37108990418641,C,A,E,-46.14402186905935,C,-77.41550407567283,82.46774960672482,A,160.8485871830809,D,D,B,C,-13.249744107996131,1
18-25,Mexico,C,-70.98598606794991,B,C,B,82.91959817654808,D,-31.968318379939614,10.68740282751875,B,-239.69093090858902,D,A,A,E,-12.102797133443293,0
18-25,Brazil,C,113.06233006774337,D,A,C,-10.303553344533682,E,-21.201483215553026,53.51527880593031,B,57.693551229294094,A,D,B,B,82.94646655831646,1
36-50,US,C,-69.4765481498086,D,E,B,-62.13726420500358,B,-49.0495647218444,29.42991711221986,D,-63.8810979409296,B,B,C,C,-135.55913586975896,0
51-65,China,E,-114.22180575810566,A,A,A,-73.17491245067725,E,-102.28927158201446,-166.32108002098994,A,-25.506632081188226,D,C,C,D,33.7368918294447,0
18-25,China,E,32.89249030189833,A,B,D,-49.44723675348342,E,-44.19279998912139,74.86770840634213,B,-27.701391595564978,B,E,B,B,110.4792577747419,0
26-35,US,E,-46.23668988379271,A,B,A,102.52553332065636,B,128.51880297602142,233.8532042054127,A,-14.286165643068985,A,C,B,A,40.53407919604452,0
26-35,US,D,-15.706931318062905,A,E,C,79.17720531300861,E,34.27732526541308,89.9937418272686,C,17.15718193443708,C,D,C,A,-52.06862578274152,0
18-25,Brazil,A,-37.37981964074122,B,E,C,123.72607453098479,D,-0.9761804486264334,-166.7581228227222,C,35.41832174226264,A,C,C,B,-57.98735537306962,1
65+,US,C,-202.0503751235667,B,A,C,25.64988600597965,B,164.80761214947407,47.72738440296557,D,88.89356192657533,B,E,A,A,70.53314540116565,1
36-50,India,C,17.5382827866446,B,E,E,42.80437752760525,A,55.74972392132969,36.52890055048863,B,-181.68437475237528,A,D,D,A,106.61525773701477,0
18-25,UK,E,-2.161863381896462,E,B,C,125.20857652064541,C,-48.042992641654905,-41.03915357260931,A,101.4350977129429,C,B,D,A,32.416010152624686,0
26-35,Other,C,89.71340777071123,C,E,D,-68.51131121483887,D,-5.059661476610136,42.80836245430471,B,-70.44719774684997,C,C,C,E,140.04574977772626,1
65+,UK,A,144.1713373059764,A,E,D,-19.42175697405258,C,145.7659789876938,72.02911522998936,B,-122.25521202323766,B,B,E,C,200.3971210096768,0
65+,Other,A,195.93727625152317,B,A,B,42.55603385960476,D,-3.6924252954510606,37.50047902466297,E,225.21971488216857,B,D,D,B,-17.947352457364108,1
65+,US,C,60.284376304238506,E,A,D,-132.68357969647303,D,95.18644461380859,73.55047145572911,A,-34.64243574883345,D,D,A,A,-153.32602687308326,0
36-50,China,C,103.8661066945524,C,C,B,-206.36232703827537,D,-127.79331133287673,88.19760846489727,C,34.0582576511687,A,B,A,D,20.70055390065638,1
65+,UK,A,-36.20421994313219,D,E,D,-38.20905433184932,A,89.6937092021201,-66.00151154666666,E,203.6788648810384,C,E,A,D,81.48172263482,0
65+,Germany,C,26.288638100308397,C,B,D,-41.39691986690343,E,205.48470873191803,166.2145810417389,A,-12.69605334599399,E,E,A,E,37.50634083841843,1
51-65,Germany,C,102.18748001801761,C,E,C,17.879393562461868,E,-14.373628739341326,218.72052294685537,D,-357.62032527968995,E,D,B,C,-18.64251382626666,0
36-50,India,B,-117.45318893141786,B,C,B,86.08526945250297,D,75.06985590315378,-169.0368356800587,D,8.943745517805018,D,B,A,C,-19.425806115902574,1
36-50,UK,A,115.5287603252246,B,C,B,-5.465829917409269,B,-107.74922513874247,-138.60833658435774,E,-1.9020078457616902,B,C,A,E,146.00764291350654,1
18-25,Mexico,B,-98.00172886361995,C,A,C,-71.48339204648686,D,-150.34381303354647,-22.905666558153534,E,-61.7904284914581,D,C,D,E,165.97917512329533,1
51-65,India,A,-107.87124309925264,D,B,B,7.8295447023986835,B,47.681577956417875,-148.23210366103476,D,-34.91335891690095,A,D,A,D,159.31687303113452,0
26-35,Other,D,-189.20288588587866,B,E,C,85.75678501054476,E,-52.09480914037881,-77.67283501439408,C,91.25599478928136,A,A,D,A,-134.47042401932504,0
36-50,Mexico,B,65.00859832467077,B,A,A,106.40476193438259,B,-46.518526982268554,-156.81908481406106,C,-62.04978878882639,A,D,E,E,-30.119391359270658,1
18-25,India,A,-60.88953105303884,E,D,C,-75.28880582858652,D,98.57392896612129,-112.44006357666301,A,-97.88662224969072,C,D,E,B,-86.8472860581436,0
36-50,India,C,139.559674682941,B,C,A,2.6860664910095817,A,12.005303959540074,-33.17764842449159,B,25.00639935113393,B,A,A,E,-211.94355323548152,1
51-65,China,A,69.28459923672267,C,B,C,-79.57057431019784,A,-25.152133015062788,47.036106500637445,C,-20.124295924661446,A,D,B,B,-115.09960937390179,1
36-50,Other,B,48.6771983654635,B,C,A,-59.33323131928895,C,140.94656012788974,31.733667641830994,D,-2.4182584846025432,C,E,E,A,-25.05292536353027,0
51-65,Mexico,B,-1.5501699938264688,C,E,B,-4.57812199350027,D,-21.28846110816825,90.47320783922696,C,180.75699934543593,E,A,B,B,-21.47379773650318,0
26-35,UK,B,-18.824580327882177,D,A,B,-168.2424020304319,D,-28.741538320002068,42.45467908366914,C,-34.79449040513056,B,E,B,D,60.217297561195146,1
18-25,Brazil,A,-94.78485009220763,B,D,E,99.63833743026169,A,-51.32459931936783,-22.708200182622644,E,-41.631716619438166,C,A,A,C,-147.20151342424265,1
51-65,India,A,-113.52502185228973,C,A,E,-75.41118929177897,B,-17.067757970988506,-16.827401916765826,A,-111.21897975561481,C,C,B,B,-17.773679195432223,1
51-65,US,A,-34.7104189268922,A,A,A,39.03219739142951,B,183.10703715990476,136.43256457814422,C,-214.13104507555727,A,E,C,A,-5.652100701543675,0
26-35,Brazil,B,-46.043083917677066,E,B,A,-92.82202923009324,D,-87.63757481577161,70.74204157940778,B,-73.47696382940056,B,E,B,B,278.70348440360135,0
51-65,US,C,-130.14564692392585,E,C,C,16.45326573204676,E,-19.874484636165985,104.03854440477124,A,35.52732235322355,C,B,A,C,2.7227965258497835,0
36-50,Other,E,-5.808424571066369,B,E,B,-77.3672522212087,D,22.3545466087151,213.56873197078582,D,-94.15034647743582,A,C,A,D,60.957165205627504,0
36-50,Mexico,D,27.661010466375398,E,B,A,-46.29442844988007,E,101.76904782828495,-9.341479447859294,C,71.24737202564313,D,D,B,A,-7.516840762643616,1
65+,Brazil,D,123.8146767463796,B,E,B,190.90650641676606,D,178.06283248680185,213.10595225203355,D,17.65077222167008,A,A,C,E,-103.76213066199644,0
