nation,faith,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,target
Germany,Hindu,42.49932132766081,196.22547620773904,50.675645460077426,-24.863743617022582,A,-30.807918208232348,E,C,B,8.475560326870962,93.67696735399585,-49.67682981034458,76.68221108380096,B,0
Other,Buddhist,10.778188673604719,-168.10886130296205,-129.28348936447597,94.41963176829007,D,105.34139505857823,B,A,D,263.1123131124036,34.989894542806425,10.292386480646796,-190.66163979833954,C,1
UK,Muslim,158.06254964466794,-109.5552036201618,-28.80674708146519,-104.81343297863421,A,-132.32374498337853,C,E,E,-67.25872462454467,16.089396996835394,-188.77254424836858,138.41963289863685,B,0
Brazil,Hindu,-112.19621621658587,-5.424573959728424,70.38381757489046,-52.81508496420396,D,37.30859627268438,A,B,A,23.843378294923212,63.0476243266219,-30.32647807136872,-106.38558874968751,A,1
Germany,Other,-162.46817080910327,-132.2403761141388,-6.452402592243489,-98.16273623506194,B,-101.12589582461173,C,C,A,-88.93595120800109,-16.050566732120572,89.09053671753047,-9.204694502459994,C,0
US,Jewish,-89.93293900592519,-69.60976684285278,-63.71996866429348,-10.762755427460496,E,-29.368517284083147,E,E,E,-58.13279636675129,71.11816008370207,-22.167677124563497,-103.91896154962991,C,0
US,Jewish,-53.24379578193518,114.94364195548866,154.769913499722,55.5861589559233,C,81.13190695024382,A,B,C,150.93056564241795,152.8524286643693,-93.94808043150937,-74.53276018312599,D,1
UK,Buddhist,18.278554819941547,-51.608375798241454,-59.39089055526131,-142.01445832128474,B,88.50341382072097,C,A,B,10.55248290802453,-118.320732526,-88.63573736553262,46.7378310586653,E,0
Brazil,Muslim,102.4224540559477,-35.874736774260555,-138.03140065555343,-54.66597239087544,A,36.29381053976724,E,E,A,37.78179600499769,-32.82006071540684,28.015019545729146,-34.78388272864856,A,0
UK,Muslim,-69.22326321170824,-46.6395412850867,-94.07854742196909,0.4206466278255742,D,-87.00903407484587,D,E,C,-142.0188126485501,95.6839120989466,55.65852240651227,46.06201005809989,C,0
Brazil,Other,-139.43990226608506,216.23016434357135,136.40626981871563,136.91886474094377,A,99.20258688105122,D,A,E,50.97598472465298,-91.587978219121,-126.86793546790405,72.1845613976977,C,1
Other,Jewish,58.75650860828722,-162.21054461523485,-13.374296659334913,-50.232006486269235,B,-73.7659726596618,A,B,B,-34.16934026539315,34.723135931387276,-46.196146274112536,-88.02186038318412,B,0
Germany,Muslim,7.015026683375539,-90.6706484798386,-43.283057118757604,59.164876284328905,E,-7.683246474023367,A,B,E,14.642195071797575,83.42599875703426,0.47930025787502795,-188.01262880075814,A,1
US,None,-71.05887796042235,82.47316672854245,-159.15600017740934,-46.9613207509761,C,90.47176351457823,B,C,B,-245.07606783608247,-30.155080975345804,58.232080803068484,-157.78725407697357,A,1
Mexico,Buddhist,104.90133600351099,-63.94747911641768,51.76952139591492,-10.64496991355708,A,185.48759273022804,B,A,B,105.20987714724572,-60.877608532285464,243.12237744994016,29.37926849829518,C,1
UK,None,-81.42975353735682,167.22127465235332,-234.23265860815644,97.90069378610919,D,85.29258002627775,A,B,E,-59.104051873556415,99.2040783531373,-4.526241877036631,-20.996971930793904,E,1
Mexico,None,-58.551708988225734,-252.69737237534918,-208.68552264193406,-15.27970736464187,E,27.958934849745543,B,B,E,-150.87873301861055,89.74587322107719,-17.897562743962094,-39.39032670182725,C,0
China,None,72.60443732187439,-56.83000596845286,-46.16303473802198,-108.35462954826099,C,-240.12934823738655,E,E,A,87.05261481076546,37.30202526052408,-165.78925521181708,69.32921124286769,C,1
India,Hindu,-1.760954902765099,34.30576254973406,113.08721449428865,-13.170803221847226,A,-19.282649562065878,C,B,A,-31.749568765005264,148.28119513847105,-339.99188276979817,47.73433766554426,D,0
Brazil,Hindu,-49.130769903754896,68.98032299612436,169.11900162267725,-62.713786679452774,E,-141.39355108958432,E,A,E,14.519992061411196,-2.827169595804074,11.128228458744022,-93.35997683798891,D,1
Brazil,Jewish,117.19962884882422,32.524494468708745,110.03598821455888,-62.104241364320565,E,112.43041383895218,B,A,E,-58.31079865069891,65.78787737051267,-59.1438969185932,-20.50534621958783,D,0
Other,Hindu,6.254183804049673,-121.95348459067885,-55.70846755680541,7.906952474741047,B,-9.159879954900868,D,A,A,41.2143429788623,289.3850783941297,-49.11875070220809,114.9235652598686,A,0
Other,None,-76.16970639985479,23.4167155318205,305.9915125498966,53.41062651462802,E,117.07275100342545,A,E,E,-69.20662000040487,-47.1784510731627,-112.23577388768801,-64.54458030347931,A,0
Germany,Buddhist,-18.105202786385362,-49.027170852102955,63.67576856308075,5.438236384423808,D,155.27267140954504,A,E,A,44.14289949348106,23.23408947595525,-1.6961557047943825,61.671953778756915,B,1
Mexico,Christian,-38.929682088044345,94.02212196415113,-0.33028749474885444,-34.41721117614738,E,261.06309722601327,E,A,C,-13.989045065334283,-39.82189300524538,109.17040773355598,257.6101492073748,B,0
Other,Muslim,41.95725317887014,-94.16358333275349,72.42880801465863,-57.110330449300875,E,-54.43607230193821,D,D,D,24.45473000580039,-110.24012844219106,-108.51521188795603,-35.19009697683191,E,0
UK,Other,-31.739092175535443,129.0477097375821,-0.5711165298609048,61.49722452204919,A,0.2542524714367481,B,C,C,-35.26878774942983,36.49361862152123,172.74045968404232,104.43984743708606,D,0
UK,Jewish,137.5276874123185,-10.954520258352868,-62.06302049505997,16.780757835841627,B,-103.82147412602156,E,B,A,-65.89904408250163,-30.5381759966441,-81.07884545392629,26.427525089017657,B,0
Other,Christian,-219.60267432576143,152.55387565588393,-23.10843807674776,-13.139707799898817,A,70.72768913647764,D,D,D,10.796162027040856,-118.15554082953668,72.72424005080343,-77.28875121002868,E,1
China,Buddhist,-214.56095789177562,-30.954014524337087,-47.931817116902124,17.42141442462872,A,148.03984354495674,C,C,C,71.03561780071523,-265.48808697760865,19.722877761851073,-136.21921895504516,C,1
Other,None,-161.31947026382676,-22.043337925373592,27.484535819947535,14.803444729509277,C,87.62677807077395,B,D,D,-44.172270829437934,72.30507297653406,-45.82233250502841,254.96105786085786,A,1
China,Muslim,49.1842784535946,50.85268630777973,54.99218137846032,-191.86137429607973,D,-54.939239167587274,E,C,C,123.00401647982524,-54.68795970714962,-31.869538825305714,-28.30514668573776,D,1
Other,Muslim,-5.917729925326208,326.8240107349244,-87.74319593290724,-69.93127463224744,B,174.5770584981753,B,A,C,30.695855017050288,107.39553669346363,14.501984485790299,-222.25119008086875,B,0
Other,Jewish,112.90273289058139,-64.69517060059765,67.85996028498072,-40.70555371453253,B,-30.33947793219886,A,E,B,170.50946250273077,-12.615281805112454,151.82416096294412,-55.6330119138956,D,0
UK,Other,-34.54591037763753,-202.62069382903505,-32.928157832576574,-24.387405526783898,B,26.85333966300635,D,B,B,40.026284029159406,111.22001506587888,-142.30683644298495,35.929290550193485,C,0
India,Muslim,75.95828764197185,-158.2813790445465,-72.30871512768323,12.826272154319915,B,49.415665026825714,E,C,C,33.07003984064061,-57.230280723156326,45.826940123931124,-137.67469148940913,B,1
India,Christian,-48.75533875910967,-146.01469658761758,-41.16039835733087,7.4699472553176545,A,-37.6790089526218,B,D,C,-89.86690250394258,117.94116865075335,-5.325686697656183,23.484799914078327,D,1
Other,Muslim,117.53841577685087,8.549957429306563,132.2261910805052,38.971614538645575,E,-9.69089566977929,A,D,A,77.15589412919626,-32.52918537327722,-130.66790005418886,-37.383834575215594,E,1
UK,Buddhist,14.308367938848242,-87.73191390165171,60.646298392098316,147.60279180980027,C,74.24372370636412,B,B,B,41.38058141448512,142.22527071788588,-0.1052755411271972,-119.29175109284802,A,1
Germany,Muslim,48.0320823589266,7.267256691914568,-43.02758346200947,-1.026260431752325,E,-84.93919005124721,B,E,C,144.70664033674677,23.30954051922161,-41.73415385022155,-114.57588546507718,B,0
Mexico,Muslim,-99.82191959641811,35.15508888872095,-64.96478698987802,-112.04876261832983,C,15.852420744380066,E,A,A,-103.87600042112133,-93.98127657260521,-187.90797234357555,103.6102433182821,D,0
India,Muslim,78.70534838630502,57.8575210644481,-22.271141866260013,-53.282827138250546,B,-23.312858062016396,B,E,B,-47.150861218779944,-141.3954673518884,-81.6538446961196,-2.3942130805197004,D,1
US,Jewish,165.39007507332195,7.235457294431885,113.39819446662769,-8.46807324812468,C,122.09992180812755,C,C,D,-98.17255238554003,-5.922835298315455,-83.84839505138133,94.87340050267845,A,1
Mexico,Jewish,-62.48587630354382,-99.13060051680287,-4.047864157548332,-54.93966438220181,E,-151.2895927282812,C,E,D,-167.9919141204163,191.35641252044888,-67.09693816788067,75.75738416676559,B,1
US,Muslim,-109.21222201894003,-114.52051327521993,206.63861146338672,105.99833218386601,B,85.39119365293033,A,E,E,126.02815733608827,187.93157264049464,110.70690867917814,-28.912835215583144,C,1
Brazil,Jewish,62.89885809748878,109.1390440225575,-164.59987415208744,-119.7869975088448,D,38.09601143771016,D,C,E,-210.6836419560071,157.0486061683995,128.31053282111432,182.95748397344957,B,0
Mexico,None,191.3175922398975,71.58666563229939,-6.063598093972541,66.22397937139132,E,77.66331854547548,E,D,C,39.939695240610746,-196.3024238575415,184.9010197091705,58.2193679693354,A,1
UK,Buddhist,121.13071546285266,-65.60688959849875,26.30751977118314,36.883635083465755,C,-169.49581837737384,D,B,C,176.19001216990085,-22.19208260667217,287.4806906468254,100.92474193873173,E,1
Mexico,Buddhist,-15.051538914204016,182.50682981935194,-272.3845769993392,20.1033070062668,C,-14.946132079647933,A,D,E,3.8966102804192286,-51.18863332056988,-21.473183866067906,-113.82677340185636,E,0
India,Other,47.622189145468106,-50.109262468749684,-92.51879414818075,5.954436642906627,E,43.85262382282228,A,D,C,-48.076748541238665,-60.64740829565939,-4.740390744318454,-206.3980088387482,D,0
Brazil,Christian,126.2607439478974,-175.46820463678029,-23.989993113727174,-135.2466561768018,A,-116.2776597818453,E,A,E,35.95821756839292,-74.6782243829059,-13.200932867946937,-99.27412785146285,C,0
US,Hindu,53.767739731421514,86.68209100104303,140.21350481915215,96.05217063574237,D,47.61022076719844,E,A,E,-22.178663758484856,205.3433434676748,-135.5461537820588,-5.91368064965359,E,1
Brazil,Muslim,170.923018193063,-188.4546633387946,97.25550575069192,30.519111201278193,C,41.641199451033366,A,C,B,-56.0453727311838,-168.15314800078914,-21.986104499120625,43.416958365541134,B,0
India,Jewish,20.197674269164544,49.723303898277784,-69.07524857550713,40.009107278198094,A,-93.831383623102,E,B,D,232.7354636803853,-126.79157637396172,74.93013167464048,-93.11751056653301,C,1
US,Other,193.7055804655966,-48.80984757022835,-67.6934072425232,-163.91755978822417,B,-109.05948155856886,D,A,C,180.57915536441936,36.84776626603919,-99.90395741996508,-58.22006172483669,D,0
Mexico,Buddhist,29.0582667739251,44.94521150644796,37.77247724387904,-164.51497031888894,B,105.46694487575454,C,D,D,26.59209345132582,-33.969488233031434,-82.97321220931501,62.62079320556821,D,0
Mexico,Jewish,-38.06159141819782,130.44253084333857,40.245541430044405,181.29469402195292,B,24.433806786674722,B,E,E,-23.299402173071527,-48.680929948973684,-1.780233277591093,-105.21391504028963,D,0
Other,Buddhist,-41.21154982248118,-136.64929466871567,-115.75173980464379,55.99802582916428,D,-143.26918525984397,E,B,A,-128.83454336868013,-37.417698743042564,117.11943970811201,36.70685114363283,D,1
Other,Jewish,-122.52960412319516,59.906662660362755,-83.83023777059364,-39.69512085764579,E,15.833651602828835,C,E,E,-89.96804125446153,79.9422686973535,-61.14950074077198,178.69760468186206,A,0
Mexico,Christian,148.44585885440785,129.52300392718962,-4.2145637066412185,151.2533519175243,C,121.81416018259796,B,C,A,-3.66179310944261,39.966027487093996,-29.656726457310217,-13.308523672399131,D,1
Brazil,None,-113.39133627800986,43.63648794433651,-12.248114477594346,-211.15628497286446,B,-36.079896432334756,D,D,C,157.06672017277475,18.992215085527807,54.315313832365355,87.96913070685379,B,0
Mexico,Other,-18.57815444196988,24.12099804460977,-254.92103427612412,239.72287447758984,C,136.2737662087629,A,A,B,-51.98534646517638,-91.49357847013151,128.73063577476665,-9.152130986812338,B,1
Brazil,Buddhist,-51.81442897251017,-137.4210504196786,-85.26711134497698,19.909967021184592,B,60.916866041020576,A,E,C,196.0294044445612,-3.2754044748230204,-5.53892731738155,63.068486862825246,A,1
Germany,Buddhist,-31.077114149397662,77.32213861316905,158.24894297697924,-117.38056796334706,D,-13.936007717340718,C,E,B,109.93804583418441,-39.02278760589985,-62.18270954367354,-7.308276471992578,A,0
China,Christian,-35.215157170181676,-151.45976308464878,39.156733933916705,8.138287923648543,D,-81.97538842776338,A,A,E,100.13711291623528,-28.98910953964026,10.276939748557304,-135.272819533599,E,1
US,Other,-61.404149798627316,-16.916116880370947,-75.09775659382495,-103.61797143184023,A,32.399823661314365,A,A,A,-49.06555014675241,14.217303509332119,33.639018137853114,-71.628686108548,A,1
Other,Hindu,-70.08286152192701,75.21909130689012,-163.60932889150916,120.96638534950475,B,-102.89281468926679,C,C,C,234.4841076239933,-73.25392574314017,-89.60906366496933,130.81972016514703,D,0
Mexico,Buddhist,-179.96159171855373,-2.6610567353046983,-128.349452204845,-46.741335373256746,E,-97.20930576106697,C,D,D,4.9829782674284635,185.81722417387292,93.46381515329367,-9.169023734558346,B,1
Brazil,Other,176.54829229001157,88.37214675434352,-50.29273066455646,76.41844968175555,D,50.329540155723684,D,B,D,-87.11543260364384,-100.2531534323767,15.716115596973381,-159.3061729828453,B,1
Mexico,None,154.86938271876375,-105.54387122293612,9.349996713027412,-118.27932670898792,B,37.08754723052161,D,D,A,112.08588551276988,87.98467301670043,70.9315766390975,223.71159335383973,D,0
India,Christian,45.244747389182415,-24.545039263354877,148.40862685919856,91.8053858782851,B,213.36485487469994,D,E,B,29.88772536541312,6.225207903434253,-99.05872110571545,-175.174389469694,C,1
US,Jewish,28.897013536824712,-64.09055021422454,28.480202729953113,-64.83859621421601,C,31.56479672534153,B,C,D,23.289253188894108,-78.71236334995262,60.86463141001512,-156.59637453554882,E,0
Brazil,Christian,-17.440756414738352,-18.826254444074504,160.91592110053583,-31.251789597975026,A,-71.3497524137279,C,B,D,-58.0516954087957,-83.81064011957511,129.00631917145995,89.77148448321869,B,1
US,None,209.21473994032397,13.015414744885614,-55.35244385799266,-17.087357235430968,E,25.491534450664727,B,B,D,-87.46772655813878,176.90129183105202,-186.54940885631618,5.652358053049427,D,1
China,Buddhist,-254.72181247781825,216.98213062080308,4.854327029997867,-138.60359608779257,D,-23.377183694177464,E,C,B,-160.46478315834864,-13.217645570842079,-70.18419141552369,-38.36699617783262,B,1
UK,Buddhist,37.80425301676172,-109.37749448870659,-43.98650395801928,-73.96642955776034,A,29.971403567318234,C,A,B,-84.62521855690116,-188.83981857708872,103.58443128475787,13.116014552665892,E,0
India,Other,27.01016384466947,13.472195680827031,76.14696115800828,-5.3971441293236495,E,-66.92488170135323,E,A,B,-60.039233485995105,-46.05036660844512,-218.56529796042938,22.142250064940004,D,1
Brazil,Muslim,-37.32208758444392,-88.682882038323,0.5771769331835472,259.2452133184469,D,1.8050195126388717,B,A,B,250.66515869635407,7.840209731897368,24.481133978162926,-92.25899291918466,C,0
Mexico,Muslim,131.96257028686088,85.12730490420006,-140.11698605642246,65.12670786718252,B,-102.78200392724987,A,E,B,-55.054791918676095,-63.194638195488906,-129.736688776299,-63.51397144905305,B,0
Mexico,Other,-116.08883474016882,55.94611064864774,142.7659828133436,20.202941935918265,A,-52.81398647075714,D,C,C,10.035125651868366,166.82044717613363,0.7364086605036961,272.350639669905,B,1
India,None,-128.78803205070108,110.596771343903,-207.61548835032553,177.44328680262646,D,-130.75063868499072,E,B,E,-55.07123269094365,130.6990699660599,95.23700674702631,69.11428710198956,A,1
China,None,138.41462434884122,127.92939560803838,111.27593190956166,-4.377731494829353,B,-14.439919234840637,B,E,C,37.57291085075048,81.38085117328704,-129.3660391803136,12.860507784376782,A,1
China,Christian,86.9487929324134,-54.18067191900371,79.08521582845454,-200.993787271675,A,-19.73627698309299,B,C,A,111.95826842908004,22.879979813294476,-175.96410025469797,-76.55646405105186,D,1
Brazil,Christian,-98.70891810286531,-78.04671754050258,-18.013999091049072,61.257683428374,B,120.62300439640232,B,A,E,-29.36819093358201,15.095121019385344,-13.91120639985664,141.1710291848395,A,0
Other,Christian,-97.2877677224266,34.41093469493165,140.7676229027865,-98.33420701908248,C,17.524088066140333,C,A,D,28.29422555110771,-20.73783873652829,-47.820162526912355,54.44415269751146,E,1
UK,Muslim,68.77148719049502,-43.031696229693246,86.1450926988118,44.19519614906289,E,80.21098976991968,E,C,E,-8.938522304553041,208.6585865736089,-50.78839989425853,-207.8376886823366,C,1
UK,Buddhist,59.25389603861948,45.01197035881419,-46.41868533248707,26.019629932454606,B,47.911157543747244,B,E,E,-22.644363937357433,27.808061064186447,3.919132256691811,-20.670290691541556,B,1
India,Christian,-165.55262521347106,-7.107055666453078,-140.04703757420626,-167.33365361782654,B,-27.53103174743956,E,B,E,-0.2713542336971804,110.82329483647699,235.23969021770134,143.6509657103132,E,1
Brazil,Other,-64.62183448271242,9.109006496408622,-63.232607479214884,103.00039435650451,C,-41.99546977305014,C,E,D,-169.78018691260996,81.86146832485271,-40.20304533438636,119.31365448819389,E,1
China,None,71.57058313138957,125.9791010329985,150.60484616708106,64.74839485350748,A,47.59440482381558,E,D,E,-125.39508758164179,5.616369219886113,-31.973979398608854,56.0974611503767,E,1
India,Buddhist,-204.8083995211468,-32.41375095099299,-24.10010655353908,-26.325569416492378,C,-286.3259933057442,E,A,D,15.140929924933316,-0.6701582554937106,-2.246122249498986,113.78236635812802,D,1
Germany,Jewish,-53.18607332286716,49.39652416771996,-61.36041090293585,151.05244268283056,A,-71.87494305604444,C,C,E,-201.1903032892599,-10.809155980177158,117.79635547189909,-43.61791105479167,A,1
Brazil,Muslim,-116.66454834115669,-176.93512498567426,-38.08135398421193,51.49470566533141,D,-38.633100790636725,B,E,A,144.1467445514121,-7.320924089835882,-158.84544659210476,23.78974003014321,C,1
Germany,Christian,-2.8367577684887135,108.0289023180041,-144.85118396941587,42.201764149585344,B,-155.90513777391334,C,E,A,204.86104300459152,48.747656385389035,-30.948798130448456,113.91860318783968,E,0
Brazil,Hindu,157.26409319095706,49.51531427191414,-110.89428561309217,91.21116039398206,E,142.30547347623624,E,C,C,119.66961219144292,-59.05658284724857,-69.53842173967594,34.62265174891813,A,1
Brazil,Christian,-27.370327163345742,-122.60988719131876,10.213921321921015,-7.982038901321902,D,-55.16529446746915,B,C,A,-195.55190050267834,-202.55817307219388,12.163734213722403,-55.89553409945519,E,0
India,Other,-102.53511147045661,-29.736447027028394,-10.15770007541191,27.703563972368084,C,-257.55488958121487,E,C,D,70.53329138990286,54.35872586547371,-5.906042850906302,99.34129360539933,D,1
Other,Hindu,12.138321156631953,-125.31055662076005,-199.52409795937163,-120.8584413954019,E,90.23776988270899,A,D,D,133.5799626932772,60.93527833655394,-8.930384453119029,23.28166368783704,D,1
US,None,0.055165105678996296,142.28967445066456,-196.38119720203048,-22.58685044239969,B,26.110949393575122,A,A,C,-4.003686334533398,-41.94980303154362,-99.43446224180202,-226.01920673112153,C,0
Mexico,Hindu,-137.7812681225173,-92.36944629219892,-84.12128990663527,81.32228372150718,C,-61.3635700111113,E,C,C,-45.87008927272624,138.94649445060438,-34.58748793655416,144.8497449856696,B,0
UK,Hindu,-139.92415524919346,78.12301920647296,272.25174822040515,18.326787523842622,E,-121.54960798184129,A,B,B,-52.71700953032828,260.29963242048325,-132.57830280691945,-31.799568919139414,E,1
US,Jewish,47.149588682759,-174.612055390888,42.06490515934975,25.342583065668446,A,96.84664745847556,A,B,A,-91.3907633233779,-43.66719766718542,101.3402514682419,-324.2703915305742,A,0
Germany,Muslim,-113.57721891964401,-12.502430423835406,-117.74369317218576,-82.26397158033797,C,89.88902304066553,A,D,A,49.176303973187665,19.517268056157075,-66.60881912494932,-43.942204493218526,D,0
Mexico,Jewish,225.454683511386,15.271697482471314,-115.0785334309937,-97.71000095955085,E,4.447633919196818,E,E,D,-43.57023387223676,-143.52531849563553,-10.121644980696543,-1.1850621268058374,D,1
China,Hindu,-86.79256918398454,-11.713996690699073,30.004673376037427,155.1880988077775,D,-12.785504039321507,D,D,B,156.65198967335394,-68.1669971744236,61.311152981125176,-62.2576370268781,B,0
UK,Christian,28.091727878278803,128.59976600549425,150.4995417435585,319.7149608047966,E,-133.2688916039523,D,C,E,15.40009430056975,85.3289124759727,-125.44983221928985,21.582662815296118,D,0
UK,Christian,-64.69187956085379,-15.923236539312976,-37.54071064788568,182.07133383494346,D,127.50051349452305,D,A,C,-24.102029438693947,-29.239232070285965,-77.58577366685859,32.673114537911715,B,0
US,Muslim,-46.74361107280305,-5.956443183523427,-109.02840893089565,-81.41526125111982,B,95.42938375415432,E,D,B,40.539274413141925,-84.01588737214963,146.718131175327,-46.745119374373516,D,1
China,Hindu,-151.27787876440692,227.88294949773135,-196.44328807367307,-50.972118408185985,A,-59.02161371134861,D,C,D,37.53348162190276,-41.563525222529826,36.06944103479725,-112.05598458583314,B,0
UK,None,-76.58807884844656,-50.05797297184744,9.233857880407129,-26.90125215851033,A,34.026422109496025,C,A,B,-15.703694081207646,4.48917487805136,-88.60549708859239,153.89656461865806,E,1
China,Buddhist,-61.317829605329734,223.45343024943992,-126.43192802172909,76.10774201813216,B,-0.1471199356389409,E,C,E,149.4354869578392,-131.49369864938024,-140.71852033796094,64.4232781105893,E,1
Brazil,Hindu,-80.61653921865195,-61.48651137826211,31.766296899036345,-50.13977602251958,C,110.96937765201747,C,D,A,-72.87301438372722,-162.58803176099417,-43.35144713623013,-70.07067421753784,D,1
Mexico,Hindu,35.14434917284787,-75.85480682660875,18.059764015258853,149.09259088931918,C,24.959935404371997,E,D,A,-51.680684560390965,142.0407020407908,-42.13759087656583,136.18717316983904,A,0
Other,None,24.720471722089734,76.48380392097474,-91.22887615071626,-34.76813319505314,B,127.30183475329721,E,A,E,-59.85470272952663,203.94832439014348,95.03371188692779,7.59702803012338,B,0
India,Muslim,-6.311934038128958,53.66417526580292,66.23036030702221,-36.82439739215648,B,-99.84869960480776,E,C,A,-61.91582271295331,6.925223146022426,24.243432358923904,143.43271578856456,E,1
Other,Jewish,-22.69698044789454,-15.139784375709233,119.88887474325354,36.62961676490168,D,-88.8776813970006,E,A,E,-47.642027195656475,-60.96007995231273,-60.065582303726664,-31.61854926618002,A,1
India,Muslim,100.89184038151767,158.267452818086,61.956841714488476,-55.327886950278874,A,10.017110784028564,A,E,C,123.97547264836044,35.11102145484749,-22.45454126223779,-106.95949895088128,A,1
Other,Other,-108.58366224319663,91.55895997756829,56.881377436317315,105.18750549643549,A,-107.27111035128797,B,A,C,-20.611093070102086,-128.0327590486787,-108.9707856994258,165.4777899424194,B,1
Germany,Hindu,-93.16877842001783,-75.17243178707045,54.78611225943475,12.261938557959683,D,93.84338246573382,A,C,A,58.51431290712147,50.820792080409014,40.20116601487699,14.355669161264315,C,0
Germany,Hindu,84.55633344249557,29.80850374234178,3.292084217534421,-23.939059070457088,D,-62.38930371526131,C,E,D,-31.137460787231575,-60.294914187931106,-8.03578624068214,140.2470648738608,C,1
UK,Buddhist,-41.31802809330682,-164.13229731651998,110.90272737194282,62.71362027470116,D,143.73414035978809,C,E,A,-53.526630253795574,-50.7466448678851,189.09862988545552,-108.4476750963184,E,1
Germany,Jewish,-26.214240304510376,-108.58463970907219,-215.11389999936057,44.17380158445968,A,-93.78293073255551,C,E,B,-63.68374520392091,83.75461235219257,-132.10757125912247,13.849966512512788,E,0
UK,Jewish,67.99981624527865,-86.81898809473346,-55.215527063675026,-117.58794311118284,D,-103.47077975910646,B,E,B,-34.20520903157032,141.16022853624125,-18.336088773964672,3.6207830455685284,D,1
Mexico,Christian,-39.22651023276218,23.285521340008547,-87.69833305569992,-91.55350311353692,E,64.02916586209983,C,B,E,39.69591458771175,-89.97122730063845,31.782808742478625,101.91319498127147,E,0
China,Other,182.32992350816278,-86.15920055066688,95.56884349517037,-32.06855448471784,B,210.9208373992297,E,B,D,-35.0313155654559,29.013914363363796,-115.14583875702411,65.46905749426224,B,0
Brazil,Buddhist,-55.72604411691229,-76.05690828276798,-169.77506783648727,-15.253678116593392,D,86.59460679097063,D,B,C,183.97296925092098,164.34027741601943,-251.18415386600788,2.125992865336815,E,0
US,Christian,78.05442792485556,8.647978682312461,72.35434822162202,-144.1919270508047,D,27.76486440689514,C,B,A,-57.711998907500615,-24.721717689315156,35.09113600559695,-51.049259590660235,B,0
Mexico,Muslim,59.49876184837104,215.83242255641628,-10.203201117326417,-74.44332896153263,D,-83.2289453852486,D,C,B,47.91536819402937,-104.72600144937611,74.44218658077686,-254.69028728538308,D,0
Mexico,None,159.36712014441042,137.0538776056865,-15.123193267485474,16.10997559147536,B,-48.75067388962324,C,B,D,-161.9140906849613,-72.25817019515473,24.25162840125894,0.7506126030741437,A,1
Germany,Buddhist,64.58978520140383,125.80392683842894,-11.345591579398603,68.96745061402815,B,-21.243742149519473,A,D,D,-29.79494244820212,58.82683079945211,-56.20295773028916,250.97388598810412,E,1
Germany,Jewish,100.54365924873832,-82.15129261415467,62.7956121186686,57.05623546887626,B,-66.29893285996486,B,B,B,25.83485554518265,-2.415345453517715,-31.64588680305404,-160.49346389117213,A,1
US,Christian,45.239083251280924,-88.44309816885956,19.126604483410865,50.63207658581857,E,-76.3463866374022,C,A,B,109.61656682593981,-73.27823950993759,-66.94603275633217,-76.64940213066458,C,1
Other,Other,-15.67322237940517,91.32180856871753,-76.64903741716957,91.1740145568799,C,41.43293847648789,C,C,C,147.20518014344324,17.265637610960102,-89.52859052836693,-46.44349632091979,B,0
Mexico,Jewish,204.77902762558932,15.65636683570902,-33.9311179624196,-34.904053826078794,D,-112.16007789083181,B,D,E,53.98836823559336,1.41320790506122,85.89224127338325,81.54952448848918,A,1
Mexico,Christian,25.732987146583973,-80.45909081229185,29.850384584627648,51.60806751458195,E,138.30139483152823,B,A,E,-126.97504057045863,-36.77178464107615,-63.813177494699225,93.35422844691307,B,1
Brazil,Hindu,175.86651341542313,19.386377751871485,39.571487265633344,6.742260645463648,C,-184.3027415948,C,C,E,123.57597270013534,-0.9003163315396406,21.570331878165874,82.97093098346909,C,1
India,Jewish,77.42164462387015,16.81779234595446,-43.72881096242093,-59.23019879565473,A,12.848543342938617,B,E,B,120.28428723276856,5.493933817865681,78.64795710346559,166.11610760733086,E,0
US,Christian,-30.25809450452579,85.87732649742651,58.3275190903985,-78.41488064357871,A,137.3057870904917,D,C,E,-16.506487575942,-13.080055002664936,14.13801255501331,159.7053778825385,E,1
UK,Christian,100.79843454557246,41.254827035668114,-236.85509236001022,156.79232335353524,A,103.66245167138545,C,A,C,-21.56638270004812,-208.21489815319526,-7.117475669763618,85.51066011590609,B,0
Other,None,169.1196210118515,211.54728887279379,19.63296935184745,9.475024876907634,E,-14.537159259152036,B,C,D,-71.83740495863036,33.778049443299096,82.95068984828836,10.086834171266373,E,0
India,Other,3.4370361778424097,4.370280582059668,-65.42553214269475,-13.710897183599116,D,-88.5112291297956,D,C,D,50.59064892501082,34.28774550262007,-90.4363328242243,-0.519975567592969,A,1
India,Hindu,-217.9906084668402,165.9911855084703,140.95319098406534,-82.66919399114067,C,16.079131331961698,D,B,D,87.00537894193651,46.505127181483594,-158.3727273927724,-125.18616128377332,A,1
Germany,Muslim,-1.1743918920229646,62.85601899959663,-16.91990136537371,-2.471926817257702,D,139.27724285576875,D,D,C,-14.807668247834219,86.77687468001713,-29.21350445520129,-19.977263883067728,E,1
Other,Muslim,-12.940921627082211,42.67272893080564,-13.54290573882604,-101.63259358349444,D,-37.623692262236794,B,D,C,49.458128054254715,-20.756753039271576,-73.96979676161152,-109.51416542587518,B,0
