military,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,target
Veteran,D,A,B,-36.596397631070666,C,-152.42686936132608,E,33.46813812301227,134.9460485988351,C,D,0
No,B,A,B,-1.5462016125227331,E,-3.729804456664809,A,-145.38676799896726,-38.763875085195956,A,A,1
Non-Veteran,A,A,A,8.267231297526237,B,33.680275315048256,B,-0.04761300504403716,212.1071994133919,A,B,0
Yes,C,E,B,0.015627652501165757,D,89.74331617107357,A,102.2954337265124,5.448124628539613,B,A,1
Non-Veteran,E,A,A,-163.7987659304191,B,3.637632439584399,B,19.090004123966274,160.2293786775373,D,E,1
No,B,B,A,-185.1974661593533,C,-113.93896015133423,E,49.16235248112138,-170.24960380944162,C,E,0
Veteran,E,E,B,-109.89846369879707,C,-101.87865196198709,E,-154.50117741224568,27.49566167907857,A,B,1
No,C,B,C,-124.39692337443151,C,-84.61237100680673,E,87.15154925724954,68.83003196034736,D,D,1
Veteran,B,A,E,-151.6652971759109,D,81.46724094446272,A,35.64527106119712,-58.35671279225097,A,B,1
No,C,B,D,50.07342820744831,B,-25.955972053275726,A,-290.2100053221012,4.634460097784214,B,B,1
No,D,D,E,4.552364716467034,C,-135.33996874548956,B,-26.953442791168687,157.6597280088219,E,B,0
Yes,D,B,A,-72.62638883171462,D,46.65655177023512,A,-56.27320837265947,-159.70459479984723,E,E,0
No,D,D,E,-100.3020219678902,B,-0.5132649540589644,C,-18.606228622026293,-9.478997690807654,C,E,1
Yes,A,C,C,49.44768917170153,B,-4.881630439338095,E,-86.08985584407247,-203.61611788812976,E,A,0
Yes,D,E,C,-126.67075804440158,B,-145.3605425679645,B,12.835904766740933,54.41490993328374,B,D,0
Veteran,B,C,E,-43.25950714242477,D,141.96671015243314,A,15.692365394622106,15.757867755937147,C,C,1
Yes,E,E,C,90.36860607171907,E,202.60680780100003,A,57.09883799284182,103.17530685510043,E,C,0
Yes,D,B,C,42.036269945644754,B,-73.78758485141033,D,-33.11615808372289,-152.98375867671007,B,A,1
No,D,D,D,-54.448156492366294,B,-238.57009597614714,D,-28.793046419027903,-69.19852500776027,E,B,1
No,B,A,D,-36.7754185542466,E,57.28024415731271,A,63.30367316318335,-98.24350093605176,B,D,0
Non-Veteran,D,E,D,-10.611240918989601,D,-114.4046273677866,C,-5.933237158462855,-203.8065332932121,B,A,0
No,C,D,B,-44.342177591706275,C,67.81232285737447,E,71.61946366340153,77.01685278243976,A,E,1
Yes,C,E,B,-8.436833759377926,A,93.35770591404209,C,234.5928766843427,-53.80881588885844,A,E,0
Veteran,D,E,D,86.61053087148365,D,100.76872748272851,A,14.228032599360581,-22.289859786696063,D,C,0
No,D,A,B,-13.854720438320033,E,-12.805104483843948,D,118.7999751836023,-46.185568483782106,E,D,1
Veteran,C,D,E,-124.29831728949492,E,-30.78094786869275,E,122.4161300797343,41.77142540144964,E,C,1
Yes,C,D,A,61.96840072494285,C,-55.274654894057306,B,191.88243453967476,-15.84607679914081,C,A,1
No,B,D,A,50.07470131919328,E,189.18749987405792,E,43.320170531480315,26.77409224780342,D,C,1
Yes,E,D,C,-80.42251134926593,B,-122.42068807852979,E,18.861561033898017,-96.06286445100885,D,A,1
No,D,C,D,66.97096701464798,A,52.68705788081732,D,5.24601796977928,-7.31601669230718,E,B,1
Non-Veteran,C,D,B,-57.61224966573049,E,55.47175706118293,E,196.62306970744694,-39.71880869047635,B,E,1
Yes,A,D,A,277.20068135945286,C,144.05513517536167,C,88.38511615000436,213.93894273717243,D,B,0
No,E,A,A,126.18318765343275,C,-119.46533800551491,E,-172.3079016529265,-124.26098736528743,D,B,1
Yes,A,A,B,106.5008513851035,B,-49.2815630487283,C,139.40518042920718,-127.86254960336088,A,C,0
No,A,D,A,116.62579768731489,D,-4.02677008065404,A,27.92217140368719,151.58159047420963,E,E,1
No,A,A,B,-105.19227269321199,A,-8.87514795132535,C,-165.59641318463565,54.48547302001826,C,C,1
Non-Veteran,D,B,C,-168.25321567433951,D,-16.136159304531894,B,-35.71918968306794,265.76023708429176,E,C,1
Veteran,D,B,C,214.93973133144914,B,-139.01173138137594,D,31.337254771341406,43.43031398558748,C,B,0
Veteran,E,D,C,-195.4263217752438,B,-1.7542377648102112,E,-42.09427439996128,-45.663816371653446,E,D,1
No,A,E,B,-84.69065414198799,D,113.91240518129904,B,-2.8611829262564012,-8.9736253148855,A,D,1
Yes,C,A,A,87.00265751562391,B,73.82292295281556,B,-117.17814534087356,47.2817656366212,A,E,1
Yes,B,D,C,44.31111931459773,A,64.43165758976284,A,87.12241367266977,-22.919137135115434,D,E,0
Yes,E,B,B,2.8840825212623504,B,20.563982474157118,D,-55.41651611219951,139.70759073307605,A,E,1
Veteran,D,A,B,153.71510454531713,D,13.028163517911185,C,-72.6213343647378,-96.75430002504828,D,C,1
No,C,A,C,138.41349173294753,A,103.74723885165406,C,-72.05511321831968,-136.00043560850983,D,A,1
Non-Veteran,C,A,B,14.134316516532694,B,-101.1730287001122,B,70.23606326449384,-102.00623161907313,E,D,1
Veteran,C,B,A,66.51808122641796,B,-134.505831389014,E,-99.72960134370437,-22.77292572092269,B,D,1
No,E,A,D,138.95814160461381,E,18.478799078356847,E,-54.174781100631094,71.83213959972984,D,C,1
Non-Veteran,C,B,E,81.78626835076628,A,-71.48863012434799,A,37.71132137597974,-202.6711946604273,D,A,1
Yes,C,C,B,194.41340315600812,A,-17.6774194672155,C,-28.119001719781956,-15.141478027401483,A,B,0
Veteran,B,B,C,29.933230921000607,B,-61.411865238119944,B,74.93405784930695,70.25108526209195,A,D,0
Veteran,D,C,D,20.02746535674292,E,64.56164321582078,C,131.5080485981507,25.920505392821312,E,A,1
No,E,A,E,241.20441617010147,A,-140.0330354015638,D,-17.527808986497245,8.77641188110006,C,D,0
Yes,C,B,D,-217.51196273518812,D,-61.56653118454225,A,54.199886403470586,39.690247512505735,B,E,0
Non-Veteran,E,D,D,29.190746971657962,B,20.155091472327577,A,-48.715690254523665,0.25599185637038546,C,C,1
Veteran,A,B,B,9.21321174604019,B,-3.439020012394909,B,145.16065085491314,187.09946004534507,B,B,0
Non-Veteran,C,B,D,19.151580200402126,C,79.45938532650625,D,-70.70928264211963,-43.13639207055693,D,B,0
No,C,B,A,-84.94870206349488,B,-51.57194231358781,A,127.91193163914927,70.30825055419466,B,C,0
Yes,B,B,A,-14.172567710821612,D,158.36405440475534,D,52.79815812697565,-105.10748437773346,A,D,0
Yes,E,D,B,-51.36806651870533,E,189.3018813517713,A,77.83681777064737,-109.69109873118197,B,C,1
Non-Veteran,E,B,A,0.5413993076813474,D,-27.930986115346435,A,-48.10310506529085,-127.82117764458887,B,A,1
Veteran,E,B,D,65.91914062667416,A,-6.769132117525356,B,-22.052791217496207,55.62693139909922,E,C,0
Yes,D,E,C,-10.048802611987128,D,-33.99189250277506,C,-4.268862312102302,35.11680028454617,D,C,1
Veteran,C,D,B,24.522934355927337,C,-85.82982511960509,B,31.652115691628175,85.95230225140432,A,D,1
Non-Veteran,E,E,B,119.81806453304257,A,20.245791709235366,E,68.68276292821587,-98.53701671583937,A,E,0
Yes,C,B,C,-96.79434368972912,D,191.82318960471613,C,-159.53936746709974,171.31466783421982,D,E,0
Veteran,D,B,C,-16.763189530642215,C,-83.26512442922419,E,30.861373674931876,93.7804649134761,B,B,1
No,E,D,B,117.01584382113901,B,101.55813048545863,E,-36.726873475022,51.15663535624398,D,B,0
No,E,B,E,127.61887794096889,C,-45.93431872973586,D,-12.430318015658253,-39.341243593078254,C,C,0
Non-Veteran,A,B,A,-178.1768154560238,D,58.87992096335003,B,-102.80987471195544,103.89299805618492,E,D,0
Veteran,B,E,E,54.46110401416202,C,-61.726590461942344,E,-56.73580675692661,-75.78018793535917,B,A,1
Non-Veteran,C,E,A,-159.9085733154511,E,-14.822108054026797,E,-54.77210599386994,131.8319722181942,D,A,0
No,C,E,D,-1.0582073682876336,B,47.405033828808726,C,110.20510052183016,-90.47274919025931,E,A,0
Veteran,B,C,B,-16.506190903167433,A,307.8206362883316,C,-55.90427922258524,-95.85006443490327,A,A,1
Non-Veteran,D,D,C,-108.48735554815185,C,-146.08205784239502,E,-265.1020723880532,-2.4081215550788455,B,A,0
Non-Veteran,C,E,E,-68.07512748253178,E,-46.375067258116715,C,1.0412948034151284,93.36585828490702,C,E,0
No,D,C,D,-84.07809454561085,E,244.56650078617216,D,-94.42638968423685,-68.48167671333543,C,E,1
Non-Veteran,D,E,D,-35.86143576888991,C,-87.70083454058367,A,61.57966240455951,-196.83976010922743,D,B,0
Yes,E,A,E,85.8896014151316,E,59.983616102992386,B,-42.924803591949974,102.76975411056229,B,E,0
No,C,A,A,-8.033749138506408,D,-17.60540147507984,D,113.29821563504537,-169.11202324133902,B,C,1
No,D,D,B,-116.94279878322669,C,-41.69873243897938,B,91.68794831820175,10.747474633497001,D,E,1
Yes,B,A,E,70.80603532457523,D,0.37981077301711075,E,67.84293554917244,99.45423994400969,D,A,0
Yes,A,E,A,114.4167307395599,A,-132.15711122496683,C,42.56686136103733,-14.76486190042771,C,E,1
Non-Veteran,A,A,A,36.23373686442063,B,-46.241533570546025,E,-3.339803752921009,-60.800310370498146,A,C,0
No,B,E,B,-25.578040343905865,A,38.82082782296324,E,-20.722716056076443,122.86584337098287,C,D,0
Yes,C,D,C,-345.9134193872049,A,-66.78230568081706,A,140.07291319549358,-93.1741718755441,C,A,0
Veteran,D,D,A,39.92023313321789,D,4.237890255737806,B,-13.953791201311969,13.207885139830156,D,B,1
Veteran,B,E,B,35.14617250883948,C,105.9314509541265,C,67.57587032817813,-54.252152808799714,D,E,1
Yes,A,D,D,-88.97843510948094,D,-217.9553576014835,D,99.40594433686255,65.05554969623634,C,C,0
No,E,B,C,41.297668748402415,B,67.71489761416709,A,236.84225049724793,57.53542649532274,C,C,0
Non-Veteran,B,B,B,7.234262223159947,C,-226.88288619706313,A,49.309940302612254,-125.41418881742902,A,C,1
Veteran,C,B,A,-172.9569986271487,B,94.38539540065351,E,-33.37007027611519,42.428453156092125,A,D,1
No,C,D,E,-109.73655008901055,E,0.9713291682572311,B,76.9465923383804,-110.21909259298941,B,A,1
Non-Veteran,C,A,B,-45.96382894470695,C,-4.804846033176078,B,70.67463435441579,-81.3388878845481,E,B,0
Yes,B,C,A,-48.8996443003428,C,105.21023466983736,D,-67.8118140751947,60.481434406254984,C,B,1
No,B,B,B,-4.066632089635845,B,60.60472962100169,C,-119.27897363935483,222.20953752594804,D,A,0
Yes,B,B,D,108.62893656555124,D,116.251905064066,C,-284.6645979265142,110.1007334389986,B,E,0
Veteran,B,E,A,126.1245235949303,A,26.882189492091207,A,14.992958343579016,11.724165388662163,D,E,0
Yes,D,C,E,4.198117429437717,B,9.249308070041204,B,-114.17502094398759,-302.9544795061218,E,A,1
No,B,B,D,-127.27715631620657,A,-155.34994148725312,B,60.81730127512128,156.23901151810756,A,C,0
Non-Veteran,B,E,A,-43.22602569750507,B,23.853303386962647,D,122.6163617375207,43.46326198228373,E,D,0
Yes,B,B,B,-5.64555247574015,A,-165.99299853491775,D,110.47207368055399,177.48451289457628,E,A,1
Yes,E,D,A,69.5412436141965,E,-271.3564659852811,E,-54.78659858074002,-57.3292998445163,B,D,0
Veteran,B,C,D,38.301317085163895,C,-200.44486926348864,A,92.74733113866361,215.58721795575332,B,E,1
Veteran,B,B,D,133.25308182814138,D,50.7762009799652,E,48.491988632400236,-164.44629393884637,B,C,1
No,D,B,B,127.6154585291638,C,79.16220745260527,A,80.8904293442898,-229.7125553605023,A,D,1
No,B,E,E,-27.11546891938641,E,-75.94337814122382,D,-139.591201458329,1.006776649312829,B,D,1
Yes,D,D,E,-238.04561163980904,D,133.2664775936467,E,30.939588247785714,20.81516927353774,C,D,1
Non-Veteran,E,C,A,-72.0944112121637,E,-38.493372142134454,A,-131.03807561402965,-33.22157616110332,C,A,0
Non-Veteran,E,C,B,22.18934057227347,D,21.648549913000856,B,137.23638085743545,14.175622372547513,A,A,1
Non-Veteran,D,D,C,-84.60588987368408,D,-186.3497174229091,C,-139.71635100090256,26.22303047708684,A,C,1
Non-Veteran,D,D,B,103.97601339469198,D,-184.1449485748417,E,135.24598648076764,31.77313443656175,D,C,0
No,D,C,D,-12.145689391975433,A,74.5485713854241,D,-47.57566192110765,239.65175790610104,D,B,0
No,E,C,D,100.99400571516742,D,-71.63325534416683,E,-90.91975681897736,88.94749037374939,B,E,0
Veteran,A,C,B,-23.43438166242969,C,286.39794647308634,B,-81.8050649660933,148.26643251455235,D,A,0
No,A,D,C,-125.32653996816627,C,190.28863895387514,C,-0.4471004008978985,-167.1510639321091,A,A,0
No,A,E,B,-6.359091876114875,A,-3.9090899054085755,A,-89.61137973055946,-74.9095069929583,E,B,1
Veteran,D,C,A,164.65405761408553,A,-126.96085582402105,C,-124.99916235089185,-19.076153172611914,B,D,1
Veteran,E,B,B,68.21053649457359,D,-25.250074554309897,E,-83.69802194418516,174.11912306874825,A,B,1
Veteran,C,C,A,159.77323608814584,B,-23.548954048974938,C,246.58963757484332,-100.49594982788443,B,C,1
No,A,A,B,-212.32302754019878,C,-77.54230490209429,C,-146.9286160465471,-29.438731476572492,C,B,0
Non-Veteran,B,B,D,55.08150291975551,A,25.60969036726906,E,-31.894991382618436,154.11655326287948,A,E,0
Yes,D,B,A,193.22594756063853,E,-74.83263187387902,B,138.11028765153907,-31.188147878818633,D,C,0
Non-Veteran,B,C,B,-58.63935686402335,B,63.397707766811116,D,79.42147838471408,-100.65629252737958,B,D,0
No,C,D,E,122.19317170887238,B,-105.97239334371041,C,-54.23983562443118,-251.13833641859836,C,A,0
Veteran,B,E,E,64.59125219004103,E,24.789507206143835,E,-33.51243478094168,-160.25673777584993,C,A,1
Non-Veteran,A,C,D,-44.36557159730693,A,-108.43899406427143,E,-116.02922569635743,-203.57594543870175,D,A,0
Non-Veteran,D,C,E,-17.867661477171946,D,-94.41653102944602,C,-168.35751232043364,-121.0819231274078,D,C,1
Yes,D,C,A,-4.3580853210576596,B,-94.02516692798588,D,-208.6229767352445,7.670613802068157,B,A,0
Veteran,B,D,C,-141.53378314702448,C,97.14292481695936,B,-81.17483985097543,235.45892933796878,B,D,1
Yes,B,E,E,13.443409456499516,C,-17.59484912811643,A,195.5809357816906,149.81092881682233,C,B,0
No,D,A,B,68.61767171688085,A,110.19656500013456,C,70.33788276810277,111.16865729999932,D,B,1
Yes,E,D,D,120.8872440264692,E,-306.5704767081565,A,-7.23788181380247,-10.376362444526508,A,C,1
Veteran,A,B,D,-211.19627081567418,C,163.50740529798503,D,45.26917693861426,-142.7996008551065,C,A,0
Yes,D,A,B,-24.48383068431102,C,17.431514200377087,B,-17.111211895918128,15.84156222884915,A,A,0
Yes,C,D,C,56.506941275609655,B,88.54321607674775,C,-123.97407270078409,23.968682349563974,E,E,0
Yes,B,C,B,152.75847362127405,C,178.75060349428762,D,70.6604346314712,48.3325103113501,D,E,1
Yes,B,B,B,-79.24784967803951,D,-48.36816135885937,E,-91.41092272985529,-132.28235750477515,D,E,0
Non-Veteran,E,D,E,-87.21859181086906,B,24.255938489977154,B,16.910166424077016,-100.93075309127227,D,D,0
No,B,B,D,-223.42267037679258,D,-42.9167655361251,D,37.93713079323066,-4.868220231149407,B,E,1
Veteran,C,E,C,-24.248291819565143,A,19.196057416878613,E,89.39832746198203,178.95253776464315,B,D,0
Yes,D,A,E,66.00121498502585,E,-29.429793061543887,C,-100.20516533341129,93.42408070200771,B,D,0
Non-Veteran,B,E,C,108.16959488674026,E,12.698012951936025,C,34.641255573930486,6.239744091488788,B,C,0
Non-Veteran,B,A,D,-8.619325690275195,B,80.78507994114396,D,-96.92003771510956,-62.10170288310815,E,A,0
Veteran,B,A,C,-9.27585084122995,C,164.0789730616614,B,12.09385655484369,18.190678359373482,B,E,1
Veteran,E,D,A,-75.30725755623293,D,-53.18420016548537,B,-12.007319584042303,109.44973618177274,A,B,0
Yes,A,E,E,-8.169661444524614,E,13.04512677129425,B,33.964570147966825,24.97470601887846,A,B,0
Non-Veteran,D,E,C,28.58576215935278,E,-138.40525830417704,D,107.01309538722441,10.244591523103818,E,A,1
Non-Veteran,E,A,A,61.83776692598914,B,-66.87033051797275,D,-122.5669260728486,-293.0960252865067,E,B,1
Non-Veteran,C,A,E,39.64817578817774,E,-107.15838529295236,E,-142.90736280171234,77.56247365847706,D,A,1
Yes,C,C,A,-15.46242621170233,E,-70.39222450208395,E,23.599021789970156,31.864299662017253,C,B,0
Yes,A,B,C,-96.21884258098355,B,147.707561055158,E,-22.187658275139917,-60.59399843568657,D,C,0
No,C,B,C,-47.342304812848845,A,-31.743175752680457,D,-15.022320324357135,-31.118188765196113,E,A,1
Veteran,D,C,A,-14.00129051891558,D,103.57316020298278,C,-124.70847167835053,78.86409874877337,A,D,1
Non-Veteran,D,C,E,153.8975221643828,B,-157.69702309901925,D,-7.154127075138561,-34.31196597820662,C,C,1
No,A,E,B,-71.82273177450503,E,50.34395603836386,E,-33.019173708539206,-45.93718125631468,A,B,1
Yes,C,D,E,18.08483609586841,D,24.67398803671694,E,40.072408677641945,17.88382059924046,A,D,0
Yes,D,B,C,3.9338834428167213,A,49.47213073955852,C,106.79457530361216,-55.92811256381779,C,E,1
Yes,B,C,D,-14.464938347621374,C,-103.69126414279405,B,131.23346703278378,296.2832253627599,D,C,1
Non-Veteran,D,A,A,31.847199599918515,E,-257.0646392915334,A,-20.752490331273098,171.8011959084481,B,B,0
Veteran,A,A,D,15.571054799254474,D,118.10109991769637,C,-78.98557028514047,-3.015979642068491,B,B,0
Yes,B,D,B,104.6051635741695,A,41.500598212799176,E,94.96709342614011,72.55635839962864,B,B,0
Non-Veteran,D,C,A,16.47646601248143,A,-29.283131331990226,D,-99.45481508890312,-97.11421297602054,C,C,1
Veteran,E,C,E,84.17502609204539,A,-15.358080908692887,D,-75.63187161609972,-38.445664844500406,D,E,1
Non-Veteran,A,A,A,-85.86547212479884,D,-39.08510598666897,D,47.645035000277545,23.486466722142595,E,D,0
No,D,D,B,82.12208740895727,E,15.557777255958527,B,19.274203196037647,62.86953161715193,E,D,0
No,C,B,C,15.815356034346587,B,-39.03529021875593,B,25.15994392147701,-34.66621120609763,B,B,1
Non-Veteran,E,E,B,-129.65536810839825,B,221.8156054341124,B,-13.348484950799037,-1.1780924916728264,E,B,0
Veteran,A,C,B,13.10061033077874,C,-76.32460828392033,A,-97.46388650656566,-69.49203083580836,D,D,0
No,C,C,A,-77.12143887047583,E,-48.727288282605166,C,79.46129072885368,153.3463293422436,B,D,0
Non-Veteran,D,B,E,-22.738905615707942,D,25.092366921044874,B,29.0739716209959,-39.56717396171876,D,E,0
Veteran,D,A,B,26.821326281631947,B,125.65245386800498,C,-33.648376460233706,-21.490863624361197,E,E,0
Non-Veteran,A,D,A,63.51375909752045,C,-68.51370896907444,B,-7.479709562427725,73.94260774094494,B,D,0
Yes,B,A,E,-127.8265263866159,B,-112.47410589321225,B,169.5194021317314,-17.510264459883203,D,D,1
Yes,B,B,D,112.60128071425228,A,29.959601946357473,D,-8.670153440368459,40.56779541741246,D,B,1
Non-Veteran,B,B,C,-47.8829118653793,E,-129.61824388237562,E,-128.51678002487517,-95.9860691697888,A,B,1
Veteran,B,C,A,-71.89885128375981,E,68.59652592653933,E,24.116174616987486,-80.66198319892102,D,D,0
Yes,C,A,C,33.37953418027463,D,95.98507341179156,B,-216.1472040724198,24.084090843705823,A,D,0
Yes,E,D,B,149.67748508859333,B,-78.26884219758172,E,-115.22275329993037,4.7081695691999235,D,A,1
Veteran,E,B,A,-111.94576832490051,A,99.91068488201685,A,158.5412004688164,19.74952547394394,D,D,1
Veteran,E,B,C,6.275814773602914,C,-148.28139647381482,E,-59.535504988499795,204.39505774468483,B,E,0
Non-Veteran,B,E,D,108.36812274351335,C,104.2772407785743,C,173.08568028185718,-43.73959677074348,B,C,0
Non-Veteran,D,A,B,-96.93776816459875,E,29.41982921299579,B,53.46830951263492,-88.10811182277693,C,D,1
Yes,C,B,C,-167.4926572779165,B,-66.01069495567043,D,-143.47925905360486,-14.011877421996784,D,D,0
Yes,E,E,D,-68.92592106829964,A,51.13892398256742,B,81.96205542077003,70.0433006961893,B,B,1
No,E,D,C,29.275759860562246,D,-128.53722483827102,C,24.0996231437104,-95.23298691504613,E,E,1
Veteran,C,C,E,-12.794584663481984,B,26.37116507947136,C,151.48345052928468,-131.3453172993135,C,A,1
Yes,C,C,D,36.66072832825849,E,51.1256326602678,A,-53.35536707003132,-13.87250176202032,C,B,1
Non-Veteran,C,A,C,-202.0074909447303,E,100.29338676071602,D,342.7902834250065,9.114503834894121,D,C,0
Non-Veteran,B,D,B,174.2613262160003,C,-7.31660700834022,D,129.7010032990283,102.03295736418944,D,A,0
Non-Veteran,D,E,D,19.285890344442976,C,-69.22470556013546,E,72.51738595748081,57.941112565809725,C,B,1
No,D,E,D,-41.901073737695455,C,-7.706648456066937,D,57.16822820612122,10.51727374117374,A,E,0
Veteran,C,E,D,8.307776977555454,A,130.91178181990222,D,-2.563229631396514,-82.17418647819382,E,C,1
Non-Veteran,E,A,B,-38.88279834133714,D,-55.56238416475191,D,-72.30332069659178,-35.84227163636348,C,E,0
Yes,E,A,A,95.27452459485728,B,45.944604720368446,A,36.0788281209832,81.46422829593332,C,D,0
Non-Veteran,A,E,B,252.48039764927918,A,39.9403572217704,C,-24.30322761874755,170.33550441487156,E,E,0
No,C,C,B,-38.6041988209301,C,85.5631984813771,D,28.09449814785231,-27.504971251143907,E,C,0
Veteran,C,D,B,-53.1656075667854,D,60.58734367834025,D,-56.173598872405975,85.37310229742965,D,D,1
Non-Veteran,C,E,B,-19.508421173333144,A,-7.95783157572659,C,-100.55182578575213,11.422289521156461,E,A,0
Veteran,A,B,E,-137.5653267837583,E,86.05875017880736,A,-61.763098234182856,68.68761085815142,C,E,1
Veteran,A,D,A,33.17883756223949,C,69.197273899093,D,8.360372044340664,81.87084871049014,E,A,0
Veteran,B,E,E,-88.49395128112883,E,18.35000640739577,E,-217.2401460751575,147.5273455622378,C,B,1
Yes,E,C,B,-18.560987677038344,D,-68.95183329242802,D,2.1577600854892784,-54.4633449027179,C,A,1
Non-Veteran,C,C,A,39.95924746868634,B,60.906138908220775,E,-94.45912844513211,22.7567425727512,E,A,1
Yes,E,D,B,-14.514264904120758,A,4.366841173834655,A,56.82632222136531,-3.6720648651864614,A,B,1
Yes,C,A,B,70.0874436785918,D,-193.20633089816513,E,-2.0590936465491816,69.24725699604114,B,C,1
Non-Veteran,B,D,B,-177.62389211526641,B,97.98361026372125,D,20.81810981986831,1.567630103772566,C,D,0
Yes,C,E,A,97.00687322323265,C,-81.36733686330977,E,71.47568536562416,81.62896670855993,A,E,0
Veteran,D,A,C,13.66849883673197,A,61.15981860366667,A,-166.6554212694964,-38.26122889721677,D,E,0
Veteran,C,D,C,-96.57346111024866,E,-44.49114886808401,E,-64.60405223861827,-108.87454195552971,D,B,0
No,C,D,B,234.35608524375743,A,-29.096157904358282,C,-32.35690627160202,-12.035308797960822,E,C,1
Yes,C,E,C,-2.980974581562267,E,73.40710969066825,C,-8.358739461987264,58.96857870018386,C,D,0
Yes,C,E,E,107.31159333398037,E,106.49377922752174,D,226.24893568330285,-115.40430693644315,C,E,1
Veteran,B,A,E,-4.170124052345223,E,-32.33425734315125,C,-121.17788081673166,46.33387087830404,B,E,0
Yes,D,C,E,46.258118722672776,B,-74.01394075375232,E,-54.93339398079523,65.15198152835599,B,D,0
Non-Veteran,B,A,E,-147.80608301542856,B,46.46235446030404,B,76.79417040813426,87.59946614892723,B,E,0
Veteran,B,E,E,-69.04807008594915,A,26.915057478455896,D,128.3966517126965,-284.66811028654615,E,D,0
Veteran,E,B,D,-133.40829067409575,B,10.645772431923783,A,-92.54692109379901,127.74364899996709,E,B,1
Non-Veteran,D,D,C,-18.3841302175774,E,35.36044445310373,B,-12.038800201968343,37.56932597220667,B,C,1
Veteran,C,D,B,-46.09393849638988,C,88.44188986709267,D,18.221443770118416,65.18595232477459,A,A,1
Veteran,B,D,A,-45.45099005651621,B,-141.06743345911624,B,24.572978798627638,-17.818568790222823,D,B,1
Yes,D,B,D,124.98866104353883,D,17.375751326845066,E,-32.38472900754423,192.35813148298914,B,A,0
Veteran,E,E,E,-16.002868827480015,C,-28.199480463480747,E,-84.07881748659403,18.6750411349618,B,A,0
Non-Veteran,E,B,A,-30.48222261000354,A,34.31058014326327,C,-82.02484750706735,-29.763555993949105,D,D,0
Non-Veteran,C,B,C,-33.0103157650453,B,-101.38283625409983,C,-43.14408891987287,-84.05203487043931,A,A,1
Yes,D,E,A,79.47889020103128,B,26.988267892272212,B,45.64058205845894,63.18453358657779,E,D,0
Yes,B,C,C,17.547036469497936,C,-89.5743499125067,B,-113.66895812591804,-140.37179915174713,C,A,0
No,C,E,A,111.96962730205003,C,104.30632183795763,E,23.314764163007197,151.19326983359906,E,A,1
No,A,C,E,46.88105231701014,B,163.3027174316915,B,-16.439074002174372,-3.209195547447717,A,D,0
Veteran,D,D,C,24.629279511884285,D,-185.50754651056172,D,142.69383609481204,-34.36516647341408,D,D,1
No,B,D,A,22.039621565138727,D,-11.530433822879518,B,-30.092958018784916,-56.240443039360265,D,E,0
Veteran,A,B,E,-95.59766010816215,B,71.56167380394535,D,-13.575582573673842,51.84464031953131,D,B,0
Non-Veteran,A,C,D,47.48967069892951,B,122.1197056840806,B,-114.75554600926164,-125.41938696788759,E,A,0
Non-Veteran,C,D,C,-109.50472612340185,E,-11.727592537050041,B,42.16143564787404,26.25554141709168,A,E,1
Veteran,B,D,A,-6.93308301170014,D,-130.03167409883872,C,-167.81432660811367,-141.54542090963753,B,D,1
Non-Veteran,D,E,E,74.64175007318414,E,97.11049024347093,A,-212.60491611298758,-59.07560990774896,A,C,0
Non-Veteran,C,E,A,-154.5441151986909,B,62.11505479784344,C,-127.45413906783232,173.43368961721595,E,D,1
Yes,A,C,C,99.85201904004397,C,-12.780902122538423,E,37.16848218753786,19.81359160524526,D,A,1
Non-Veteran,C,E,D,28.25698800641107,B,-85.82783037734053,A,99.51794145813516,65.44511237211594,C,D,1
No,E,C,E,-69.11532429518144,B,148.76093325011882,A,168.8699293495362,48.55011640748208,C,D,0
Veteran,E,D,C,1.0106431212916254,E,-64.06421949275905,A,-138.11613011290433,-63.388717983783515,D,E,1
No,C,C,D,59.861876825177895,E,35.857934621228644,A,-11.133044092023319,-26.14404356223498,B,C,1
No,C,B,A,104.56238734361224,B,47.364866982160606,E,24.861703345167854,59.49382301990368,B,C,0
Non-Veteran,C,A,A,35.921154208111176,B,-124.6134625573912,B,-71.48606952154813,-54.047350375794224,A,C,1
Yes,D,E,E,-5.3255015509033345,E,-19.686300756135157,A,-55.054202090106855,-182.51872491973833,B,C,1
Veteran,E,C,B,-2.6839739930173323,D,-116.32977103406719,A,-138.77905903887836,101.32439592691267,E,B,1
No,A,C,D,87.95644378461262,A,-50.3772066287248,D,-52.236790430983504,-48.54992236969304,B,C,1
Non-Veteran,E,C,C,184.7140723820874,E,-93.54161712326729,E,-78.65466993220177,-58.7963077812517,A,C,0
No,D,A,A,24.573462064054908,C,110.85740701270765,C,-91.33825788121723,-116.10069935914184,D,E,1
Veteran,D,B,D,-0.7390285074635355,E,-1.4295474711148513,D,150.64516639591002,191.7329219911398,C,E,1
Yes,D,A,C,82.82731344373097,B,-118.57005353815464,C,-144.61370730754217,-139.65344936407757,D,C,1
Non-Veteran,A,D,C,-140.20925432596226,B,-119.58202908366411,D,-0.5184010949457757,-96.68609627145786,E,E,0
No,B,B,C,188.7232023080554,A,-191.85870682408174,C,109.25715399492815,-217.79111340030158,A,B,1
