religious_affiliation,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,target
Jewish,-158.4267574100128,D,-62.55637891946695,153.23752355283537,E,D,A,A,130.30368582656325,D,-156.17120717468003,-62.1985799339303,A,B,-69.78774253100684,22.670239375366418,1
Buddhist,8.295979406825294,B,174.991812526919,-38.40426733027306,B,E,D,B,56.97751300229344,C,12.1562211022965,295.3882854554839,C,B,93.72732264102451,-39.89240506840839,1
Jewish,-80.03872488336735,D,-108.63476813575154,41.83022200356787,B,E,E,D,88.6099060682237,A,-48.528186216688034,-108.79970931997866,D,A,44.32728450145933,-30.34805367639854,1
Muslim,-33.33979915416286,E,92.93179303281597,24.187247560162906,A,A,C,C,-86.94031149879304,D,26.955587499422933,-116.12386030751102,D,A,63.175965197989335,110.97495111048612,0
Buddhist,152.78177311599308,C,36.2597265098983,-26.688870778358158,E,E,C,C,-34.22248489519683,D,-132.3467013179508,-4.430712214650983,A,E,35.08753965746407,-76.39183682995817,1
None,100.1372159165574,C,-38.518108783199445,65.25474804517982,C,B,C,A,-85.79885030429406,A,-76.59018010233473,-64.855038163179,B,A,33.72526565052078,11.543757962369817,0
Buddhist,62.46435360132738,B,-59.42529509431611,74.06587621744794,E,C,C,B,-101.19801668282689,D,-43.57732648910437,-82.85752292464228,E,D,-43.51724766366643,37.45277137621334,0
Jewish,-7.925165172785455,B,131.30986764952402,-33.01237839473218,E,C,C,D,14.075713968586303,E,100.61162359870619,-114.30127755770417,E,E,166.09042241514572,28.781181613406925,1
Other,-21.775796642798706,C,115.96545081841147,-16.18696190153161,C,D,A,B,66.45367797169686,C,-73.30074665293267,-91.59890757991542,D,D,62.10908348055614,-68.76266027380788,1
Christian,-21.92879331488774,B,69.61572454920729,123.92324420641006,D,A,C,B,-7.049631437553186,A,-98.22637113473444,83.8469670450099,A,D,-25.119290788320686,-31.258939520383137,1
Christian,5.726647640243229,A,145.25135011844245,18.79184516163067,B,E,D,E,45.22217362269616,B,-37.32821096862783,118.53244152139119,D,B,-55.92828908800585,49.04585806265796,0
Jewish,149.87850134863803,B,-33.38725619064803,-34.71977010196732,C,A,B,A,-60.464432104006804,C,-153.85240691685408,5.4794112687825605,E,E,193.03252367991377,51.14740481785013,0
Muslim,32.36360334108414,D,-97.88688112646213,44.3658103625832,C,C,D,C,-2.1821335368217736,C,131.33859314360527,-113.34627980150691,A,C,-76.27420635922228,160.31526039416133,1
Muslim,-2.7855885883742246,E,-78.41779262134526,65.03753165252185,B,B,D,C,-125.76583624633824,B,73.27291955796821,-30.02515236692552,C,A,-66.71441748581091,40.60396857883124,0
Christian,-115.66766696945778,C,109.30189508381541,-35.25018856769921,E,C,A,C,1.0888908605759255,D,-204.05442792958772,100.39920908815235,C,B,12.176316352600923,68.10907625574362,1
Jewish,-212.3622109425723,C,50.8081976018553,-38.22416049406679,D,D,D,E,124.98308089051385,B,73.17078073053942,130.9135206136352,E,E,-7.873946811667194,-190.54458476245958,1
Jewish,-110.38103481953372,C,-8.32048264537531,166.4892092407145,D,D,E,E,210.23891301007436,A,-93.83156073042822,-136.28214923302204,B,B,-72.38247796339905,88.48752183499347,0
Muslim,-140.9617225473758,E,185.83254523532645,33.29658390595197,D,A,B,D,-223.15013490093745,A,43.16051110535988,-53.44959009391464,C,E,48.1539093095271,-45.889505200351095,0
Buddhist,-66.22876642634871,C,-121.01652803035606,59.68839953637687,D,B,E,A,44.66508403557741,E,-2.0385339666996494,-93.75006217192954,D,B,-197.62122966491006,-108.16567665711322,0
None,90.2309745234092,E,61.49511411251779,219.99119955640998,D,E,E,A,37.92699554692991,D,-263.692360549729,167.45155664975826,B,E,58.8269436293505,-127.57271643668359,0
Jewish,-107.2198619655908,E,-66.44816560662034,48.57767147964609,A,E,B,D,14.796631992206844,B,-66.82437745376289,-78.26730602214187,B,E,-25.348842901560538,-37.18042716940267,1
Other,-62.13675222376267,B,-80.49432644791348,-62.53893055711595,E,C,D,E,112.34652980195577,B,-10.939293173220587,46.30520601782162,A,D,65.5324238100958,-93.68349730760744,0
Christian,25.93272791220333,A,-71.97457546371578,78.50589982080324,C,D,D,E,59.67410107610971,A,-7.493641692986397,27.638884125705097,A,D,203.34894885618073,-210.7201869089061,1
Jewish,43.21214414942901,A,46.06549173562701,111.89317222606417,C,D,A,A,-2.0917288383729136,D,-107.66864226424373,42.8933380050199,E,B,-4.652613233060372,-47.05301374173291,1
Buddhist,152.15300636979848,E,89.60469211012271,51.23024524991443,C,B,D,E,-199.44768413487785,D,-68.08992015447224,-43.27613420620522,A,C,-36.825452321644285,28.269963484129875,0
None,-18.918851583654032,C,76.75626109988364,137.85949904657514,C,C,E,C,-34.51036842518989,B,24.787246769269192,-125.2885628728276,E,E,-7.999407595534752,-0.9203866988374643,1
Other,-61.609446161571135,A,26.792234682202228,-142.35116779422782,A,C,B,B,-25.7353607104973,D,68.1404942387697,-103.61782592133333,B,C,69.1107779030772,-52.6048719125766,1
Jewish,54.14124582766481,A,44.345732164375704,-30.03489983662414,E,C,A,E,6.673647816426554,A,31.78662674619869,177.12217663268254,B,A,72.05108927817082,-47.643634908476784,0
Christian,-103.64985810656955,A,23.809411896646207,-90.2550240985023,D,D,A,D,-54.277987133632635,A,11.18094962378101,107.70286355090283,D,B,58.513170699481634,-117.12868737800073,1
Christian,-107.66717655129776,D,25.279153509287394,208.77191764028308,E,E,E,B,-148.29922120971216,B,111.51178941241395,-8.238467121474308,D,B,77.33479304295537,81.67226956252655,1
Hindu,72.53323848111648,D,-122.85501717410257,-170.26658408395693,E,B,E,C,-4.416062876207649,E,-117.71125115922267,6.457035697464285,C,D,-3.8137531041961195,93.5559304018272,0
Hindu,73.89616988710775,B,62.30390443711351,18.26125749333479,B,C,A,A,-123.13865678361802,A,121.551653990883,50.45266075788014,C,D,52.19439523429897,12.809418043062552,0
None,177.6651532996746,A,138.26833639817963,49.48059116645539,A,D,A,A,125.45054178410953,A,-88.95826448579,-98.83927104948029,B,D,-30.885340422622658,14.416429412166574,1
Other,-49.910372773324475,A,4.605755053053219,-177.44481720074504,E,A,D,C,-165.25168137924408,C,-55.10107571203956,-94.36788337089747,D,B,-95.91212899887284,-34.46946890350956,0
Hindu,28.80008916739013,D,68.08113640456,-51.027757171533715,C,D,C,B,80.398128482022,C,-52.377929219898164,-78.05917454040821,C,A,15.826039154470784,71.26447368388004,1
Muslim,33.44821849139564,E,-16.308232234157547,63.973640037220036,E,B,B,D,38.222895857325774,B,-32.19843842829115,14.185903261889566,A,E,-5.714893406118409,13.894827191547703,1
Hindu,124.07980339173757,C,-7.200935150754425,72.23617251596227,B,B,A,C,91.75632293557179,C,52.273030653540495,-38.64158403660831,D,C,-151.47976363707886,41.848716388440806,0
Hindu,67.77968209639369,B,171.55175500196492,-24.931041957953553,E,A,A,C,126.21500045210026,C,-35.4068734448115,-22.95045960190813,D,A,-43.87147222847306,-34.35563156154834,1
Jewish,-197.03032799944066,B,-57.52458590642961,-174.20773811253312,B,C,E,B,66.45880154019538,D,-44.11480671925893,19.295024262931683,B,D,10.539386157088833,20.16938195522234,1
Muslim,110.13381241940627,D,170.42176883337,-56.63029256371645,C,C,A,C,-1.855882682161632,A,68.54688439676274,13.669660589954955,E,C,-32.20036379411798,100.80666769493295,0
None,-15.612090411416338,D,-14.908706373655692,58.79622108646541,B,E,B,A,-88.30643108480257,B,-84.45023568684874,152.13731509801758,B,B,-168.3885852912642,62.35953525611095,1
Other,-20.80530796318623,D,-151.87445165196877,-69.87660393075824,A,C,A,A,111.78448446587853,D,-48.8618144851059,161.36658333144908,A,B,-35.875652433513324,13.167275821787827,1
Hindu,-203.6758191935384,B,22.919298146447623,-79.69106811124828,E,A,E,A,-200.36172386748282,C,-135.7225814252497,54.26895984633169,C,C,-35.67445404092142,-31.295045001009296,0
Other,140.379224832119,C,-31.143241066527814,-146.0184947478333,B,C,C,B,88.41845896420354,A,-46.52533732707478,-11.05614368589142,D,E,18.453729058030106,-88.45242172850104,1
Jewish,124.88933271856362,C,-25.82955038249044,-95.57552592573668,D,C,B,E,8.859378520796918,D,28.846491073394304,-75.84615930906874,B,E,-84.26528737537897,-21.109279422921766,0
Other,49.04177306583586,B,-22.09182125924683,9.99965795632058,B,A,C,B,16.062999279701856,B,91.70188196055747,152.7622039518784,E,D,44.24050889294449,-9.636610080991634,0
Muslim,-4.860033132595212,A,-96.35228429613815,-8.25604254070998,E,E,A,E,249.1923956623626,B,-84.47800642647987,3.5790284517355504,A,B,128.1118784400432,78.41170152311437,0
Muslim,-3.078427292509456,A,18.96502720943066,-83.17760711074682,B,E,E,A,82.3680065833754,C,-76.31830017490941,-68.3568917474889,C,D,61.79248516549401,-34.46986536247721,1
None,118.60961920573614,E,-138.26884702009912,118.02234090046697,D,B,A,C,-11.071327066465322,C,100.86783836790431,-83.63930721944931,D,C,21.335883623169316,17.46594489718104,0
None,-39.0532796285894,A,42.158995314499734,91.67744392765455,D,B,C,A,-8.183696848937233,A,-41.770994029553606,-50.67140187041736,D,E,-61.33523367017094,107.81600036911945,0
Muslim,-149.6388823425531,A,122.39927552309469,84.99268438624605,B,D,B,D,-44.04614295805528,E,-0.36413880718240815,123.47930119416486,C,B,114.50835204644643,113.28318549043799,1
Other,161.42518430570837,B,-128.06254417132342,139.35227980783813,B,A,E,C,-0.9806569397723826,E,-47.06259123197131,-9.068512020329889,D,C,75.79008564725763,-15.569724892160602,0
Buddhist,-3.6577209873953036,A,130.30485535371716,67.05025519585917,E,B,A,C,112.22188593231249,A,-82.72381122526927,-124.09569617899025,B,D,85.24267022800778,62.81350796781295,0
None,195.0349274036679,E,-20.523605340648455,-177.61006907911275,C,B,D,D,-83.24460462144235,D,30.866565891588095,37.68426899500737,D,A,52.51737020870328,138.35613871875316,0
Jewish,-46.25101437263389,D,23.419668733634417,-40.45217197660195,B,A,D,E,-250.1536592815272,E,-27.725310206445315,0.9351893254556456,E,C,1.7020562131316506,-3.7039944157798472,0
None,-22.636529849017585,B,42.14277151464514,4.295007827944656,A,D,B,C,69.66822416720187,A,-94.64795445456777,-107.33952442209255,C,A,34.68415576233815,64.38488608922367,0
Jewish,57.449849658029486,C,96.36464550194233,-227.06424076527676,E,C,A,A,94.51083263019382,E,167.73334618713588,-64.12723878271169,A,D,183.76191752970757,33.69961157943923,1
Buddhist,7.9591565479237225,A,68.22841493617986,-106.50676012675957,B,D,B,C,72.86223584250308,E,121.0940964848362,70.55367040539537,E,C,-33.824007942040716,184.51068695972566,0
None,-161.42935350594772,E,-136.16074932034945,19.933020102028873,B,E,E,A,222.7116073540302,D,14.669859855657672,-84.42335042793721,A,D,-51.43514018950066,47.959750558236664,0
Muslim,100.49739778065334,A,24.826490590463038,-27.049420522038382,E,C,C,A,-61.574596609902535,E,148.59712181933827,-226.30224458521053,C,C,-102.21189972994804,-35.933302613595295,1
Buddhist,-10.425124422048038,C,119.99713781040111,-29.925978022526785,E,E,A,C,-7.990246575519784,D,-74.12763290840265,-46.85068525883089,A,D,-61.43581121265774,193.04666244527138,1
Christian,41.86299719251409,D,-127.23983452810317,-63.89263900507562,C,D,A,B,50.605226480369545,B,110.42901988537173,59.93762394603763,B,A,-9.314958222889171,-17.829942443863203,1
Hindu,-50.197525596243544,E,-80.93685003644649,0.026885110922566565,A,C,D,E,-20.845673350971346,C,26.480233891888183,33.62747570831253,C,D,-173.25571857184477,60.985554196803015,1
Hindu,33.29095206853151,D,-87.50712597655378,10.264216002574871,A,B,E,D,37.090717958114865,D,136.63778450243896,71.97814885415454,E,B,-75.07012739418735,6.3860520026538445,0
None,-100.50922698093272,B,-140.84830004539904,-136.93309213870154,E,E,D,A,-26.593503780183518,B,-131.15495232958835,-13.11908726374233,A,A,-63.03549999128697,-57.68178457967694,1
Hindu,99.90484178833604,B,192.90754540610783,-51.55877790124984,B,B,E,A,-68.75641821409552,C,-23.461910463774586,23.680951001425306,D,B,-105.69176256081005,-117.12786626560587,0
Muslim,81.84617298566359,B,-22.082718447519554,42.16475108086294,B,E,D,E,-17.366003819941454,D,-82.77651410798234,60.90692067646229,C,D,-52.643262642643805,-182.44428198480912,1
Other,-89.37606042686568,A,8.130221349235706,-89.30159077494149,B,B,D,A,106.74872359527909,A,23.02207089282524,-40.10951934632134,C,A,-128.9284178175896,57.30806983490611,0
Christian,118.97084475085418,D,-155.4156649741001,30.417200524829962,B,A,A,E,-134.90682412877203,A,-220.3606453991056,9.216285444879855,E,A,98.91659420942469,49.16360140766011,1
Jewish,-50.405729298531135,D,-25.069124963167344,-19.584356997841983,D,B,E,B,-53.89285742598416,B,-10.284039619280566,110.41649612603742,D,B,57.83562634121531,41.788883355836525,1
None,-64.44840474739638,D,38.970480393612476,46.98370515909666,E,E,E,E,160.35950606953756,B,-54.368122458103684,-55.92936204129284,B,E,77.95652879752042,164.83527319972998,0
Muslim,-43.72983719736291,B,13.599990120983769,-30.145595295905004,C,E,A,D,-91.6867381360536,C,13.065186820445666,-118.7970514215854,A,A,-0.2324514434850144,-15.922070594815091,1
Jewish,30.097717782060396,B,-23.758458927521847,117.7792451223361,A,C,A,A,111.39818767871913,E,27.967503834345127,57.43350278019781,E,D,-23.836635659765953,-0.49394086659313935,0
Christian,53.98467030314148,C,97.67430962016502,-7.227335102429225,B,B,A,E,145.1505181726371,B,-116.80232597468199,-33.38068794305431,C,D,137.26513613253613,33.27718355230758,1
Buddhist,-140.9174243273294,C,93.68800081094895,-81.71314444174203,A,B,D,E,-95.29043944374253,A,80.42807432333804,-100.05738207820704,A,A,33.8706618461952,-26.49288708000278,1
Hindu,31.368694612862274,C,-16.185937892971197,-32.5350206883773,C,B,D,A,71.80644839743205,D,-131.98999986395222,-97.16278607460173,B,A,22.96485873665669,-71.2085558488201,1
Other,-114.47314403974462,D,138.44834418342055,129.47001857693928,E,C,C,A,-25.78279593960869,C,11.954804278595084,-82.93402706468068,B,A,-24.578633531763465,8.61577134782872,1
Jewish,-107.13612919818749,D,35.797909954608535,-40.35905741933274,A,D,C,E,54.601104742023566,E,30.28278866027034,45.11812710089755,D,D,-14.606686994773774,68.61607022152629,1
Jewish,-34.83313915770507,B,-6.168228999999574,57.15838002604035,A,E,A,E,-131.92706794142657,D,-50.17045711065874,144.7034964008728,B,D,64.44846408747833,-68.4679340667752,0
Jewish,132.34437818312588,E,96.10611463240969,-87.39804262882085,A,A,D,C,117.2604917876969,C,15.890794519818197,104.5701160085778,C,C,-113.52881667103367,-243.1508341295226,1
Hindu,24.218252500129378,D,104.9425055006796,34.259720066350155,D,C,B,E,12.76566488528322,A,9.041000653973429,-40.030268165042216,B,A,-6.1730751363875225,61.56120860164188,1
Christian,169.83390665434789,D,-94.9358562257701,-188.67246061988283,E,A,B,D,-74.84940237650997,C,64.04490082252165,28.105898701611753,E,B,-17.35779828459519,11.218488871165253,0
Hindu,110.79090011624213,D,-8.63462339414678,-50.968659330207956,D,B,D,D,128.4283944419196,E,-43.281585465736825,-138.96014495296325,A,A,155.79581250776246,-149.44033181861042,0
Hindu,-148.64686986214608,B,-182.39846150205767,-4.909810229370005,D,B,C,E,-70.51835730703978,A,23.976107855774885,79.00598644524706,D,C,-166.7778573085753,119.62528820817384,1
Jewish,58.174414830955726,B,142.3770608281085,79.86127996233759,E,E,E,E,149.34956131485578,B,-122.74400555009268,191.48405112035135,B,D,19.431384819471653,11.089968750037627,0
Christian,-71.46837729480588,A,84.93224887990978,2.258933611400241,E,C,C,C,-39.922999558086985,C,-103.5978048808207,23.052950414489153,B,E,62.20313870083164,26.141085641886512,0
Buddhist,-92.2717385745691,A,25.295082712269274,-1.948751639084933,E,E,A,C,136.25647264868667,C,150.98268706446734,-265.04910948724574,A,E,74.02026993768817,-56.6374470333864,1
Jewish,6.629262277418091,A,64.57340698713662,-27.83169542814912,E,C,D,E,70.86638776889919,A,212.47349557857382,-157.87458074335765,A,A,-48.756333266045566,-23.971708831039564,1
Muslim,-186.47871837076067,E,135.30094337061263,145.1891914845498,D,E,B,D,-152.39739242416903,E,-77.17261135722244,-58.887425766128686,C,B,115.0618882865732,63.94585121414035,0
None,-125.38375842298855,C,-64.94405099735258,139.73117664582531,C,E,B,B,111.50153158273741,D,-61.77900969611609,130.73103436759058,A,A,-5.772648965548022,63.947361301525504,0
None,149.57354616932875,E,95.12650995485184,69.86104840331807,E,B,A,C,-192.91663998344274,A,82.58565364536061,18.617985707040656,E,A,-126.2545321463717,-68.96816659661977,1
Buddhist,-96.74687730802059,B,-149.7498595439133,70.402070751897,A,D,C,E,8.326616873556668,B,21.907973071114544,118.45315365514644,B,C,53.794220619427776,-27.57428313630303,0
Other,89.96339075055204,E,210.79308555198853,44.88006790066345,E,D,B,D,-88.97019140500099,A,52.00849820966258,88.79509708769261,A,E,-116.52291397391714,102.91398918316281,1
None,-94.68376246032,C,9.316008067947465,49.95645856291255,B,D,C,E,-93.55916043374928,D,-96.84648743502626,-76.77277309071255,D,B,-15.94649602893564,-13.644196225945329,0
Other,-118.00428860329326,E,87.3491762318059,-45.48943078310867,E,E,D,E,52.68636994538757,C,-120.52035150101356,95.59087695944855,E,B,118.64360921661867,-50.442990912598404,0
Jewish,37.47410460284934,D,-232.3138134845332,91.67273254560827,A,B,C,D,37.0547987413728,C,171.486257847443,167.20143509130745,B,C,20.94819473285324,-52.31530944040951,0
Christian,126.32079984773993,C,-41.55439100301629,-20.583639603379446,D,D,C,D,-79.17721635704208,A,-44.88654366119589,-46.33732859427298,D,A,-41.06367987961026,144.27613390583872,1
Muslim,128.81983170208989,A,2.893200287108445,174.29508322542316,A,B,E,A,-18.309836808450502,A,-28.62007356583836,71.68965170868961,D,A,-1.0737148202211202,-41.807807194452984,1
Other,150.52552456866323,D,37.82750985886237,7.2844228249316005,B,C,E,B,-177.17369695276494,C,-55.14602101456553,60.61594420110297,A,B,69.97780374079603,21.163907854444012,0
Muslim,-41.821770978169546,E,-87.20981892910955,-163.09396984653205,D,E,A,B,108.63206232956499,C,-73.13245359493618,-201.20623027986932,B,A,-143.62816720393798,-127.79027693535751,0
Buddhist,78.19795534788733,E,146.94190105705354,89.58742884676562,A,E,C,D,-74.04508536024204,D,53.34931564678702,-0.8390030305187396,E,A,26.706871210939457,82.1519223206491,0
None,1.7936678316845744,C,-142.44001449645233,159.42795262999536,C,D,C,C,33.845558006332865,E,70.67362775307767,-110.7337911983202,B,A,221.64335965088063,-55.511156466194855,0
Buddhist,133.191419562153,E,-39.9440306634404,84.97523945499634,E,C,C,D,-17.1833403537924,A,30.220788902425653,-160.30695187383145,E,A,117.70575011184563,122.55937663549021,0
None,151.43881789723582,D,64.69473021756814,-187.2951134533988,E,A,E,B,33.44353717823238,E,-143.62689250333224,-142.54603032381024,D,B,-35.11101695829178,34.26700856011837,1
Christian,45.728283995567054,D,-18.845881198736887,-2.0034571589287844,D,A,A,B,-9.632632113777644,D,229.66693950740532,-95.13451684059658,E,E,-29.020428965411384,-117.86446090252073,1
Other,-107.28155326677813,D,-11.576980685239677,-44.251546385121415,E,B,C,E,-38.35147914621182,E,160.2865463129034,-23.088755735391686,E,B,-112.69494547528109,94.05499485834177,1
Christian,40.42402827770314,A,-31.297168536698276,-166.33061766724893,A,D,E,D,97.79177349384071,A,-54.84433629461803,-37.67918929487988,B,E,75.4927744196324,137.19850499455458,0
Buddhist,-174.0346776169346,B,-42.28879279995324,71.56478552620561,A,D,C,A,-25.040557765563904,E,68.32448802497007,-57.03411870256059,A,D,-43.03369886132549,-3.5499675362947785,0
Other,136.62474996259203,C,165.7255498269106,38.80129342489184,A,C,D,B,19.29502594097435,A,-21.229201911877567,83.3796576336058,A,B,-91.5174000193049,-16.26707142398039,1
Jewish,101.61792325704266,C,-145.65456091558556,-31.839938449052298,E,D,C,A,-188.11882695474742,A,-92.84382479105132,26.350989160898596,B,D,46.62295210907179,30.127730484529724,0
Christian,85.40961969395006,C,-7.86040239039704,-127.5974094960933,C,D,C,A,38.73622660502959,C,-101.78151495891821,-83.94530690557174,D,B,38.592422734693386,-95.20462626573222,0
Christian,-100.91017366691814,B,-59.39733834551046,-30.6774571547132,D,A,E,C,-119.97978870133142,B,174.1099716914373,23.75871410486869,E,D,-80.46550922224522,-65.69045997790656,1
Buddhist,116.80175374998399,E,-85.93910671484664,-45.13599586886889,A,A,B,C,-85.91214001491446,C,-66.729757462142,-77.2474126628422,D,A,51.305784430718816,-237.23250874810765,1
Muslim,133.29284021464397,B,-189.1441556162892,172.59238662426142,A,D,A,C,41.56874985851828,A,-111.33906196205483,174.51046003682984,B,B,77.64910275386502,-128.1284272486448,0
Jewish,114.76455196509204,B,-27.457565066622735,-83.64106547031494,D,A,D,D,-5.139767646432324,B,-18.586006483388793,157.7002073039544,B,C,-96.69444015690168,-141.9680127273713,0
Jewish,-81.16676325472247,B,237.8747777605377,-34.45437928886941,C,D,E,E,122.71632199913249,A,-4.517876992252028,-250.23106685211545,B,A,-26.97026597725129,-94.61569221795305,0
Christian,13.91896265438273,B,26.063258508963074,-14.036218435437364,D,D,B,C,-12.221858796108028,E,26.20230927572309,-37.07473276346629,A,B,-13.23823166975387,-203.0602611815961,0
Hindu,-57.11343188940974,C,41.357641732533175,-16.368527915010922,B,B,A,A,-83.76168120249902,C,-5.655507529034671,-25.870681403640155,C,C,-157.30446406408933,199.2927058661523,0
Muslim,116.79929807021942,E,-118.56233919437689,-49.64003851643299,E,E,B,C,128.90262391056822,B,43.60899593970796,-98.78579490428083,E,E,-48.02841533906456,-51.21909397261347,1
Jewish,-141.91460912301352,A,-7.232872080387331,118.26846459579929,A,A,B,C,74.05208797053604,C,-44.17509761246059,129.18841342419077,C,B,-166.32404899959735,-35.99462693414189,0
Jewish,38.525792881298045,E,48.63897949311644,11.365191173505487,C,B,D,C,2.0111285330591273,B,35.59960415637954,-50.924911589243074,B,E,-183.20529726864856,85.7905892601153,0
Christian,-166.31757480749795,D,-159.4963486178121,-28.90375953556084,D,E,E,D,103.77841883002029,C,-12.678511290614805,-20.337873720693096,E,C,-205.66977775720846,18.686635532601347,1
Buddhist,-6.169463784897582,E,-129.49690892611937,-93.4765408776794,D,A,A,B,143.30444255703074,B,-2.2418772795841506,20.315688262411904,E,C,127.33836399819762,-30.141878192278416,1
None,-6.655294284213011,B,-35.87038035390731,121.89179207731245,E,C,E,B,-0.9313453357628501,D,85.0883597446786,-83.5901996889337,C,E,-244.98213326854375,-101.77868388583957,1
Jewish,83.21195586300989,B,-67.85466037310482,47.42809819427576,B,B,E,B,-56.93192260701537,E,-21.970180884921067,72.26467042830699,B,B,87.63971778949592,-36.63384532537905,1
Christian,257.7235222554622,A,120.9450629656483,-56.128397270854066,E,E,B,D,-37.17387795344545,E,67.1483115862139,42.93085872469721,D,C,-13.153642264659423,322.29193096994953,1
Muslim,-42.80657749282162,C,63.343338982044386,118.60396561433689,B,C,C,C,76.99880860670318,C,214.6773247616574,24.228755203862804,E,B,-89.76088782169137,56.15742607897817,1
Buddhist,66.52273581143471,C,-14.999187938739286,34.36305927179412,B,B,C,D,0.13591075583083867,E,-69.51692704657248,-70.51795960790746,B,A,70.48158118384221,40.071287945624725,1
Christian,-91.95625110878264,D,195.64068884239805,-132.98179428170832,E,E,C,D,-123.92281613695897,D,44.04008565786645,46.21428603971201,A,B,92.6034195656118,-122.5395328314202,1
Other,21.731311731025453,C,-14.294846023349518,-67.04118014670176,C,A,E,D,48.06409332187342,C,120.14232613432509,152.3619123813226,D,A,-35.01446725764763,122.48047235542299,0
Other,-148.73725639462847,A,-57.75595553859608,123.69652546040697,E,E,E,C,-19.668820576585023,C,-30.814481637167745,72.50358068910376,E,B,-31.926404489127552,39.882784300043085,0
Hindu,-88.24808888682878,D,56.771098973885856,-72.79746865183493,B,E,D,B,-176.18239542933074,E,-98.97818515380648,-71.80877601466472,A,B,-141.54692781178946,181.18987886919115,0
Muslim,-138.04612860915026,A,46.83092226087371,-57.73123341149221,A,E,C,E,-45.65174481488738,D,-255.81033724354208,-105.38084239818353,C,A,105.2540447516681,54.778805405938904,0
Jewish,40.84433234047993,C,-148.94860998646058,-28.396880499921405,B,A,E,B,111.62568437997942,C,-52.66024639787466,65.22215811368794,E,E,-46.625034087027124,36.363135372038805,0
Other,261.2087849744391,B,-18.973756493225917,-56.81139203320094,C,B,A,E,-91.30464815231957,D,31.603000033500678,-209.75360344934893,D,D,68.03115448091434,-128.43891311292344,0
Muslim,-109.83559211353855,B,153.28426606401487,166.87703801293415,B,B,C,D,-180.7902036117015,C,71.62274080602172,151.27622993568602,C,E,-71.07111144184655,17.07501608136786,1
Hindu,2.444230553528645,B,144.38227325040114,198.53877252846434,E,B,D,E,-148.99575757964075,B,-53.33769749017877,155.56333109976197,C,C,32.937674607557774,-104.42678130006836,1
None,-114.38711529508248,C,50.13776944120728,-26.880120850082363,E,E,C,A,235.96721823250405,E,150.5188216051369,-63.94555422665415,A,C,-137.08250101378187,98.81122713263316,1
Christian,-5.1920477276979025,B,25.169436274360475,37.63031998493491,D,A,D,D,14.098772631254441,C,230.49747932323865,-115.87288414305365,A,E,-9.20727107797834,-84.73819483386306,1
Christian,58.28327645531791,A,24.972548320154853,60.68117850343345,E,C,A,B,96.20499655744851,E,-67.2284302589211,-65.16115640643643,E,D,70.39126539456629,27.973373291078612,0
Buddhist,67.64782223279161,D,-30.886392531723892,10.527170778208093,B,B,A,A,209.30297154592256,A,98.27688020532179,-62.47181042932309,C,E,67.91648883780954,-99.22379350932525,1
Buddhist,51.82028567596373,E,-57.466837163722374,-70.73157989738618,D,D,A,E,-30.778364606596543,E,-31.513494886263516,-68.9806656195415,E,E,87.57126900043237,-57.24386233743122,0
Hindu,101.44009403571476,A,30.969162888951224,64.12879638399961,A,D,E,B,-47.38691203577197,D,-121.23765938156714,59.3523976448581,D,C,91.22080556981817,30.491119843862275,0
Muslim,97.64443496084706,A,-166.2625082721484,40.09708550781246,A,D,B,B,-83.25810762036163,E,-173.65502304157664,161.95416879439784,A,A,244.74015311770123,51.225675349851606,0
Muslim,-36.572404989352705,D,34.72944668119721,80.21199308071171,E,D,B,C,62.78152756039491,C,90.54172855646152,-131.66501726112293,B,E,-46.24828202246208,-143.5543783152998,0
Jewish,-126.29233772744021,D,35.25753625247034,12.493042744570326,A,E,D,C,-113.52668524208337,B,-69.01489749480221,46.39431172661896,B,E,35.600897367679615,-51.66366781021602,0
Muslim,-33.08683863536351,D,-51.13974391241861,208.38822099897035,A,A,C,C,-202.64666718990276,E,-5.232636563222635,270.27834468735045,B,C,-71.37758060874215,-13.547276476637068,0
Jewish,-138.2175513174726,A,-54.17023369996051,-77.54424474862111,E,C,E,B,-46.11445040237624,E,-12.495133901573306,-28.578124878437116,D,A,-85.74262484567633,-10.471930817572565,0
Hindu,24.041293071773374,E,80.42960841257145,207.6616142008204,A,B,A,E,-24.26829230106644,A,131.12747462706312,15.238505723766286,A,C,-85.9454158266224,145.76679907242317,0
Buddhist,85.7681213088408,A,80.75835247711211,153.89165019709867,D,C,E,D,-148.01573140899643,E,-41.674532830368726,126.88457864344326,E,D,-44.30393451513447,180.24159272986742,1
Jewish,159.10212389376454,A,-115.29687708932572,-8.049078502171124,C,E,B,A,64.47517271838463,A,-217.48384785900518,-19.604705334419773,C,D,40.48582332331278,-146.20509285111203,0
Jewish,-84.9702449591877,D,-0.6020755004834522,-5.8984548554464755,D,D,A,E,-55.62997172043056,C,40.7066774976857,129.55070872531914,E,E,80.61534525869163,113.21308106892076,1
Other,-268.4603734180483,C,-19.054817238065077,-2.9091961007956155,D,A,B,E,39.89110834068496,C,-191.67389121196666,-72.23690056086704,D,A,37.51043026790119,68.13850612607261,1
