nationality,AgeGroup,orientation,veteran,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,target
UK,26-35,Other,No,C,C,D,B,E,159.83029999616483,212.14902781694124,5.907736386385482,7.904566484212082,52.69748826100395,48.45284685274688,0
Germany,36-50,Heterosexual,Veteran,A,C,C,C,B,-63.424657704620635,49.53954897712154,-34.648004923031465,88.08874768983682,52.94693396368423,72.00720268412906,0
Other,65+,Other,Yes,E,D,C,C,D,-65.18518014132198,61.89066415488521,46.350043712269326,42.676511059473974,145.3199142866503,-211.5864095570144,0
Germany,18-25,Homosexual,No,A,B,E,B,E,62.35585866148613,60.76191331768522,64.07173299729007,-43.16746800744264,28.350603729886842,-104.59874184480738,1
Mexico,26-35,Heterosexual,No,E,B,D,A,D,69.38081320202973,3.0894027715084538,-88.46582938020444,-62.064239889367876,-24.308942920613312,-106.30451013563093,0
Germany,36-50,Heterosexual,Veteran,A,C,E,D,A,-69.32306489024333,1.892322720428571,-9.559775465965755,-209.34042483223402,128.20233266124075,-85.41705814160359,1
Other,26-35,Bisexual,Yes,C,B,A,B,E,121.91150543130611,37.050144377262285,10.229857061653274,67.75651803194465,0.09256863869321048,92.5759212482496,0
Brazil,51-65,Bisexual,Yes,E,C,B,E,A,217.86619991466205,62.142067713292434,-11.561209087401602,-39.423647131767574,158.8482138209359,-7.550305236043433,0
Mexico,26-35,Homosexual,Veteran,C,C,E,A,A,9.816195547628022,-29.39350524814716,31.50213285034064,88.70335925089732,-20.523680119073184,-39.29421780181159,0
Brazil,26-35,Other,Veteran,E,E,B,C,D,-31.285922247382164,94.26738691095099,-41.585467791868574,85.74793664667017,9.826078776473897,-51.26133988122316,1
China,51-65,Other,Veteran,E,C,B,D,C,-52.089601540204086,61.27324115619016,-5.5166718343080285,-121.01188682783155,-151.52348988659605,-182.86691601041616,1
China,26-35,Homosexual,Yes,D,E,C,B,B,-108.84723680577592,16.73695735944463,40.5700436977933,133.67626970282612,-65.21263192342127,60.50037407318166,1
China,26-35,Other,Yes,D,D,B,B,E,29.64249854324245,16.92759939253894,19.697355615920408,-75.88325942686495,-20.86885627782377,125.00441404656293,0
Brazil,65+,Homosexual,No,E,E,C,B,B,-244.31915556950372,-46.31305388667277,-75.84475755773445,40.85991386215897,-90.14047345542265,-16.09217841444807,1
Germany,26-35,Homosexual,No,A,D,C,D,D,6.412100040915654,-25.315671252276132,-24.67499193893696,-5.535238824920322,-156.33016343094462,104.66640296238555,0
Other,18-25,Bisexual,Non-Veteran,B,D,C,B,C,-50.32562862057226,91.5372839983862,-11.022958159516431,27.731365731497792,38.810286563508036,23.581730875922943,0
UK,36-50,Other,Yes,D,D,E,D,A,-146.57808423472375,40.00185728984325,208.5887548764758,-5.876677285067244,78.89880726109034,110.13208224802202,0
Other,18-25,Other,Yes,C,E,B,A,E,-75.29773225675017,231.5851369806328,117.91807509473904,-131.6170701911762,180.3322384095146,20.992493815593928,1
US,18-25,Heterosexual,Non-Veteran,C,B,B,C,D,16.78714529296519,-21.154931042079696,161.04924746551714,76.52275681071302,-158.50408132726494,-165.89597071896617,0
Mexico,65+,Heterosexual,Non-Veteran,B,A,A,A,A,131.2990006274365,-88.59731068316174,55.301042893794374,-31.44098133348881,-49.02276321504198,-128.9570895992769,1
Germany,65+,Bisexual,Yes,D,E,E,A,C,-23.944963482795863,-10.766363994994474,135.99109484315898,25.11668836519416,-191.30082981562828,62.99375619669041,1
UK,36-50,Heterosexual,Veteran,B,E,D,C,D,-59.29146829120402,54.45769210990574,62.07787396950465,-223.30541248250864,-75.0014131520422,72.97270805612749,0
Mexico,36-50,Other,Non-Veteran,A,E,D,D,E,55.97745453213615,-163.5047593746669,-114.88606856151043,-18.08962176663677,21.894310582505266,-69.6992416366135,0
US,18-25,Other,No,D,A,B,B,A,19.443434966757696,-75.59761209997578,-154.67000433284826,124.1555121792949,21.693049820563417,-28.92213606069305,0
India,51-65,Homosexual,No,A,B,C,D,A,136.82419061354005,-50.29832353563622,46.97162909859336,47.68253398922913,51.83886825876487,37.50108687938518,0
US,18-25,Bisexual,No,A,B,C,E,C,-165.53881489376258,1.2351421947584542,-122.20719088767089,137.89531688033472,-44.65909456754872,-57.21599854294336,0
Germany,51-65,Homosexual,No,D,B,D,E,E,36.165500176347656,197.28606739240732,20.785208843981952,58.17438594916348,-40.465931736179996,71.14306818503991,1
China,26-35,Other,Yes,B,C,C,C,B,10.436383254687076,195.42477289425443,45.0769947683714,99.66795031466313,-97.91085060154293,-193.09363675998935,1
Brazil,65+,Heterosexual,Non-Veteran,B,B,B,D,C,-16.03028844170181,-87.1928640844019,161.275527734453,39.412965268339576,-93.43734427359954,-44.712585526069915,0
China,65+,Other,Non-Veteran,D,B,A,C,D,147.12508161406546,-76.64421670592724,162.96377103212265,-100.44238780685959,118.13597366702697,-5.509715341145608,1
UK,51-65,Other,No,E,B,D,E,A,175.69430611363822,-60.32194080089452,58.66318738074978,-116.71152628334103,-93.50141266227952,-32.93277662009947,1
UK,51-65,Heterosexual,Veteran,D,B,B,A,E,-145.06580379510385,133.10907865841853,34.28624362371781,148.67215188357338,-6.01063194267176,-107.58405554769017,0
Brazil,65+,Heterosexual,No,C,A,E,D,B,-57.40260980691828,-150.81724754278358,21.126584355889623,82.66951751871865,72.36412855874207,87.8114819236643,0
US,18-25,Bisexual,Yes,B,A,E,E,E,125.02761191228333,-75.39438967811337,76.75469436211043,75.48022327713865,174.59429039727857,-16.914533932486382,0
UK,18-25,Other,Veteran,B,B,A,A,B,-44.83504699830827,-99.67668226795652,-58.462492540474365,-0.39580774424932946,59.889790320142325,-90.71333341473479,0
Mexico,65+,Other,Yes,D,D,D,B,B,-46.09089770512267,80.0306160440732,54.69184808014489,-35.74396653250447,57.552239633901515,-14.765962904025129,1
India,65+,Other,Yes,D,E,D,C,E,-71.28535228766337,-80.41055077639956,-37.93520020187715,20.64842878635081,98.71997714925598,-90.574427224336,1
Germany,36-50,Heterosexual,Veteran,D,E,E,E,D,-46.18174389574786,29.555476071482286,108.78340257504362,-14.347646745937192,187.79986163830307,70.99124359570294,0
Mexico,65+,Bisexual,Yes,E,B,D,C,A,-26.784685947350965,-186.7551946066289,62.22466925060343,6.262413008838669,11.607603839592102,14.257236699060142,0
Mexico,18-25,Other,Non-Veteran,D,C,E,A,A,-57.682076917569624,107.92883913152365,96.76129003100662,-90.43017641040689,-73.33938259181255,105.17864212423005,1
Mexico,36-50,Homosexual,Yes,C,E,D,E,E,36.414675411367725,-98.29046293698109,-36.31834288057929,-186.66454723110323,89.52579775535315,-11.170827501470349,1
UK,65+,Bisexual,Veteran,B,B,D,E,B,50.83161651471968,13.654685164693644,3.7909494822330254,37.85766849491637,80.73078279509906,35.54103507437,0
UK,51-65,Bisexual,Non-Veteran,B,A,A,A,B,73.57983885094428,-5.07915146753267,63.91264137697149,-126.62720735159441,175.0857132775304,-105.62603188033385,1
China,18-25,Heterosexual,Non-Veteran,A,D,B,D,E,92.54621180976514,73.08707570087662,18.779002238390014,141.50329358509381,-5.330526766718514,-17.525450293162155,1
Other,36-50,Other,Yes,D,A,E,B,A,-128.06961302379233,126.41392120125361,-66.46953453674426,-133.42336289024686,11.316761568633503,-8.767007575706,1
UK,65+,Homosexual,Veteran,C,A,C,B,C,30.132414509584443,-130.96913237080597,241.33156679739454,-65.1327942786699,-16.17535257455463,54.82907459050021,0
China,26-35,Heterosexual,Veteran,A,C,C,A,B,-18.500380042842664,72.05258407367207,209.01839237628198,148.03771901865957,-53.02494260367304,87.79359414283775,1
US,36-50,Homosexual,Yes,C,C,C,B,C,103.46716135317966,-55.152789131820015,-128.0911881168556,65.64890971006373,-59.965411673485626,-18.1990987117283,0
China,26-35,Homosexual,Veteran,A,E,A,D,D,-70.01825044436356,32.37112503805396,-8.513189991624309,133.21891325968008,24.180282813457477,-316.6563294896831,1
Other,65+,Other,No,A,C,D,E,D,-28.688473117181395,52.89955531951951,85.26145873062939,-10.660487348815012,58.9213030340358,127.02272977704953,1
UK,36-50,Other,No,D,D,B,E,B,40.178412182045975,-83.14484267955324,82.47153219409965,116.80843892394978,-89.38783593879138,34.322770318585455,1
UK,51-65,Heterosexual,Non-Veteran,E,E,B,A,C,39.54272288075432,-43.31939992549702,104.57964522578737,-109.49106604115424,-385.85250485123726,-51.231841922650375,1
China,65+,Bisexual,Veteran,B,B,B,C,D,61.800008792946045,65.23101839586559,24.29888465243916,22.304362978925703,135.06537637891185,128.04906518418733,0
China,65+,Heterosexual,Yes,A,C,D,D,B,-39.144860435285636,66.76698465877598,103.82448549118577,101.6645053990799,66.62442823863609,-209.91590180540638,0
Germany,36-50,Homosexual,Non-Veteran,B,B,D,D,E,130.90875445627742,-11.07712310905133,105.28655583640287,82.18329670483908,-177.84857189631072,-19.5851953665988,0
UK,51-65,Homosexual,No,A,E,B,A,A,-102.80682842264575,30.809180683846066,37.609673948424685,-7.3642754656359,-84.13036363177086,-119.0950800126922,0
US,18-25,Other,No,E,E,D,A,A,-53.979748515968886,-55.40874063792673,40.131580657156654,-27.46674717732554,-84.61418856412273,57.243346998949065,0
US,26-35,Heterosexual,Veteran,C,D,B,B,E,-57.666517427627795,94.44357552840621,-72.26321045342713,16.031290634858873,-62.164019229310675,-81.31416752206279,0
Other,51-65,Other,Yes,C,C,D,A,E,158.40999570505835,189.5882999440275,-55.60677792218972,-53.89598387830659,-39.10124196145123,-134.87864079237502,1
UK,26-35,Heterosexual,Veteran,B,E,B,D,B,84.68043297826453,70.1329841792648,-40.590967463798044,187.80399523989755,-179.74556027509365,11.936267431616123,1
US,18-25,Homosexual,Yes,A,C,B,E,B,-18.628337121795425,100.11261315504815,-34.79435956983115,-263.44362678349285,-26.047765374880598,40.65835681987626,0
Mexico,65+,Bisexual,Yes,C,D,A,D,B,56.91299759410388,195.58338966347443,-40.3250982854217,-217.20229580981538,192.302052616131,104.26170515103443,1
India,36-50,Bisexual,Non-Veteran,E,D,E,E,E,-117.47005092664395,134.9465711749582,-30.248304407002895,1.3485935720066036,5.236589245507298,-73.51762545807719,1
Other,18-25,Heterosexual,Yes,E,C,A,D,B,-91.31257842177625,99.8568816953869,-76.26284468326557,120.33248492603347,173.8618701227777,48.51675573272447,0
India,36-50,Bisexual,Veteran,E,A,A,A,E,56.03667930844172,152.88761834076675,-19.718453811145807,-75.45828133375568,1.106051796765415,165.68476677158256,1
Mexico,26-35,Heterosexual,No,E,B,A,D,E,33.38158674528341,104.41426918006546,-39.287445257728855,47.828100231327255,145.8214019317986,-76.50937017254151,0
India,65+,Other,Veteran,D,E,E,B,D,-135.18686134793765,67.59979667977511,39.24169386459556,-59.64834411484408,15.043380715747833,41.20892349408429,1
Other,36-50,Other,Veteran,E,A,E,D,E,41.216580130066525,128.25179986478807,14.441060969616409,-152.39689845146128,-49.56398948387702,-30.1054140263987,0
Brazil,51-65,Other,Non-Veteran,B,D,B,D,D,153.14656766887882,2.888304042707304,1.605785692845899,21.53355482964855,56.714233081601236,79.02225751900447,0
Brazil,51-65,Homosexual,Veteran,C,A,A,C,B,15.902623142741113,-52.957064809604226,28.087341961111314,-17.12537738974426,37.54433215098834,63.91396289394701,1
Other,65+,Homosexual,Yes,A,C,D,B,A,-64.06707083497967,-32.78159536201079,177.46314357149413,-19.581892842370635,-141.71443480601454,32.86789796089737,1
US,51-65,Other,Non-Veteran,E,D,D,E,C,175.52372075351607,165.2638866208202,-98.49950180229865,-57.59554694251236,126.77541821233757,-28.33259494634642,1
China,18-25,Other,Non-Veteran,B,D,D,D,D,-143.271593503321,-20.391731620362684,-84.83030289005727,52.07093400977109,-33.22452509427885,51.24240615428472,1
Other,36-50,Heterosexual,Veteran,A,E,A,A,E,30.801209935001022,-200.67033023137236,-92.82844955799175,-7.729053633035872,30.09334589478754,59.5359014352853,1
Germany,18-25,Bisexual,No,E,D,A,B,E,26.684707648626325,-72.56966569944542,-100.8750297090687,-88.92136429467274,-34.11950698976051,-135.01251587039118,0
Germany,51-65,Other,Yes,B,C,D,D,C,61.04203420265959,112.92798900024934,-115.14710857150922,9.784045121095113,43.65640778600526,-179.14141693780059,0
US,65+,Heterosexual,Veteran,B,B,C,D,C,-94.65368734274088,63.17971194672495,24.5722170879442,-148.63821971241626,97.73123920588614,-90.39453725102727,0
US,18-25,Other,Yes,C,A,E,E,D,220.8079651454495,252.78652460453537,63.25186334930771,61.05003887350815,211.60768361126367,-52.05996087582613,0
China,65+,Other,Yes,C,D,B,C,C,257.87901787383316,165.4400414967378,44.374494494348525,-4.958690066559095,4.01945749648304,-32.50599167063381,0
Other,18-25,Homosexual,Non-Veteran,A,C,A,C,A,-156.7017553139644,-97.83951947318468,-60.501460077352974,-8.8279663751272,-68.62078290323737,-81.71743024987538,1
India,65+,Heterosexual,No,C,A,E,C,E,141.00864689685986,85.2997251514592,99.29542167818019,-154.79549266889455,61.39503271901317,154.4485973499217,1
India,51-65,Other,Non-Veteran,B,E,A,C,D,-46.91479793905409,27.936119837035783,-42.2076932844243,103.04011433482616,147.7719027600091,66.30976074126313,0
Mexico,36-50,Bisexual,Yes,B,A,B,B,B,47.434735494200794,15.150678282050967,69.13244090273697,83.10137153659231,97.1945766628717,-47.21734216628718,1
Germany,18-25,Heterosexual,Yes,E,C,C,A,C,-3.1156614190236196,4.652686642038689,84.80452168610827,-1.293944867273065,-36.09815533276335,82.74993436935851,1
Germany,18-25,Heterosexual,Yes,D,C,A,A,B,27.111768278280667,4.944705259267265,-122.62691003914338,-177.60207779398735,-111.62138967224722,-195.34578808769464,0
Brazil,65+,Heterosexual,Yes,D,D,A,C,C,-47.8040126439269,-42.51517791132043,34.85830781306337,-108.68762906550296,11.953821507086914,40.9717320495242,1
UK,18-25,Bisexual,No,E,D,D,B,C,-59.41135510754102,-169.4490778156784,116.27693376850372,0.3439532088473864,145.2399225607249,132.9095775913387,0
US,18-25,Homosexual,Veteran,B,B,A,A,B,-76.20208739248642,103.92903054519277,70.20441587014103,-175.25742668940282,-52.816411074622806,217.64022361122852,0
Germany,26-35,Heterosexual,Non-Veteran,A,B,A,E,A,11.007006951407753,-80.56276368218883,5.8504530420528456,129.72119416248498,-174.81730992687878,40.72746376118989,0
India,18-25,Heterosexual,No,B,C,D,C,C,118.08001135570908,135.67178547510673,-55.31539071727342,4.4046710515494265,74.70014808345027,73.54747500135586,0
Mexico,36-50,Heterosexual,Non-Veteran,B,E,E,E,B,-16.923083055023447,95.05255126029705,117.79869804604198,27.552839090185298,56.1085251336042,-52.57268572569455,0
Mexico,51-65,Heterosexual,Veteran,E,C,D,A,D,23.957807796832352,-147.95097712356284,0.68625746734492,-21.308646300050288,-62.352376625557994,-129.54421024876024,1
UK,36-50,Bisexual,No,B,A,E,C,A,-65.42323064982308,73.63474130401629,105.1960731659815,-41.979045289307706,-53.91090952659259,-13.122170351560811,1
Mexico,36-50,Other,Yes,C,D,B,B,D,-96.01763971747684,-33.221426784869614,-130.03389247644154,63.35600561212961,-163.93235888167774,15.790416546551937,1
China,26-35,Heterosexual,Non-Veteran,D,B,A,A,E,52.585359057881796,82.69808311420887,-72.87527583766685,41.87684312546832,9.304451782018083,35.97084719836213,0
Other,36-50,Heterosexual,Non-Veteran,A,A,C,A,D,-36.006657756243456,62.869741641732965,-71.5484206148004,-134.94629586121522,57.79948361329028,-198.2398140101464,0
US,65+,Bisexual,Non-Veteran,E,E,C,B,D,111.63035467059873,-187.15753025091524,24.021967363675813,16.110819151468217,49.992856871175064,142.28444720688677,1
Mexico,65+,Heterosexual,Veteran,A,A,A,A,E,-95.37172907703876,64.68324878887756,-87.2041954648139,67.6399030925481,-105.50717926883489,0.031985624346418745,0
Germany,36-50,Other,Veteran,C,D,A,D,E,192.95948041328003,-48.3002275630534,-104.59905617382188,-146.94479696418975,51.5151865309308,165.07749368695895,1
Brazil,65+,Heterosexual,No,A,A,E,E,D,-43.57325472612237,-10.335668816909473,18.440033774763776,-0.06997176129761616,34.60219580850985,152.26327877035376,1
Brazil,51-65,Other,Yes,D,D,D,E,D,31.825366598141393,-70.77434586682453,19.76333400630185,-85.83213459090678,129.32016459245835,-66.86790113416795,0
Germany,18-25,Homosexual,No,D,A,B,E,D,-25.358879330801226,-209.8545903331562,-50.40873048324697,-52.92435107238897,87.78744140582958,156.8136798602164,1
India,51-65,Heterosexual,Veteran,A,A,E,D,C,58.426517390357006,27.008870149388713,-139.86943914843428,-102.92205859399763,-106.03111323405119,-117.40196450349639,1
Other,18-25,Homosexual,No,C,B,E,B,B,32.29589473539003,171.01380673615608,-96.31723183449465,111.90310491626796,187.4315695272494,35.605341172283126,1
Germany,51-65,Other,No,C,D,A,C,B,-23.8395894739946,42.293934249857266,-79.59416761612505,8.019711686797699,-76.23993972023136,98.78848274749838,0
China,18-25,Bisexual,No,A,D,E,C,C,109.05767150296381,146.82057720781697,48.5134822164205,73.39169784498397,-41.80523859662472,144.25583280558217,0
Brazil,65+,Bisexual,Yes,A,A,E,D,E,5.011668543281909,-40.71262224013898,-13.344950127875421,123.04825128525279,-28.17562553048952,-60.82937659788686,1
China,51-65,Bisexual,No,C,C,A,E,C,-44.82760147624978,20.117484482221347,14.544284979797231,-154.5507284891154,187.7792183919337,79.39808687156788,1
Other,26-35,Homosexual,Yes,B,C,A,C,E,-126.49799571534304,125.49518244233329,46.92651483010457,-92.8272752261893,-67.134838172503,-125.711091032504,0
Other,51-65,Bisexual,Non-Veteran,B,B,A,E,C,85.53030643277076,-68.45040392363386,-49.21718451656758,25.27006678728726,35.490348892738595,-135.25677714884293,1
US,18-25,Homosexual,Veteran,A,A,D,B,A,-28.683540630457205,-70.80928884379678,-57.455559355238876,42.67709198167803,-167.52152716186112,-115.54825861876947,0
UK,26-35,Heterosexual,No,B,A,E,A,A,-125.91092748198707,-8.96494119716453,1.423319670457414,70.46389108112952,-225.67044523560668,-11.767426427589003,0
Mexico,65+,Bisexual,Non-Veteran,E,A,A,C,E,-17.970807824210013,-75.34170981944607,-12.35960127195614,229.22678225411244,-79.25142479668568,30.35813062024772,0
US,26-35,Bisexual,No,D,E,C,A,D,-82.8859622160722,43.33995327106605,15.97864187299203,-58.50008771285705,91.85664830916569,83.38450152660974,1
UK,65+,Heterosexual,No,E,C,D,E,D,-73.59414229022428,-144.1533831865802,25.09129361677049,-249.23098915588034,68.08254287998568,-2.9972039531343824,0
China,26-35,Homosexual,No,D,B,E,D,B,-5.327671863185291,62.384451012255745,-90.0787247415909,17.92108321792044,-3.5084736229381996,59.237502064700145,1
Other,26-35,Other,Veteran,B,E,C,B,D,173.0695827789028,-91.27847699012996,-142.23564922216576,-76.78090479271312,-2.118484080779114,117.42061779361221,1
Mexico,65+,Bisexual,No,E,A,D,E,D,47.564048034999914,-20.321080225877317,7.118518197194012,214.53608932128515,-126.54184180206363,-1.3422050869991664,1
China,65+,Bisexual,No,B,C,C,B,A,16.323964310863374,-82.88800954176375,-147.2008658923055,174.9447884214382,-6.755568284782068,-91.32469978616867,1
Germany,51-65,Heterosexual,Non-Veteran,B,E,A,B,E,-91.53544578162382,-97.19585738801484,4.895230603905042,114.11913105558587,9.564729765486181,22.94233420317627,1
Germany,36-50,Homosexual,Yes,B,E,C,E,E,-47.29446688884419,-2.658533135946623,-104.20757687193174,65.11941113411365,-61.27507076519173,4.059430428973744,1
India,65+,Homosexual,No,B,D,B,A,A,-7.4923002735771735,-12.430307102939807,-43.81677587381006,-3.795944315640023,-94.87946239142089,3.7465910658204398,1
Brazil,18-25,Homosexual,Veteran,A,C,D,E,B,25.866541014043776,-40.47645438188455,-82.39850943472965,-185.49723018696625,173.08371641301463,26.075848970427085,1
Brazil,18-25,Other,Yes,E,A,D,A,D,-121.59061506069979,-193.6011966899153,-154.11802664530322,212.07558260528396,23.45417437080448,-124.07809657139701,0
Other,65+,Bisexual,Non-Veteran,D,E,D,B,B,108.62579142752165,-42.553185991238855,93.82079200866686,-125.63552108110731,-40.72829246000268,-79.57673242797533,0
Other,36-50,Bisexual,Yes,C,D,C,D,C,-4.442464936027388,-251.4616103666962,-86.06621188207305,30.06110971707457,52.47684474791318,19.44347087729045,1
US,65+,Heterosexual,Non-Veteran,D,B,E,D,D,-210.68325923899022,84.5845321504127,-26.707787678794965,172.71595683055375,-2.7609280355414656,3.6197328643219286,0
Other,18-25,Heterosexual,Yes,E,C,E,A,E,-43.43647243639469,-106.34409397058823,71.29031337342029,-49.71466279824705,124.11631876493674,33.233451867643176,0
UK,36-50,Other,Yes,A,A,D,A,C,120.91430340220988,-109.60503309515785,99.33539509231214,67.25897332826496,-67.86898422017275,-122.88977550886686,0
US,65+,Bisexual,Non-Veteran,E,A,D,A,D,-9.970909046462106,-31.25083963683808,117.83451976016383,-82.35586064173667,-212.17240643781446,-16.40454005782292,1
Mexico,65+,Homosexual,No,C,E,B,B,D,199.91126189784802,-43.96761782778018,-19.067134140106223,4.555613112799619,184.71910403868333,46.835159693722126,0
US,51-65,Bisexual,Non-Veteran,C,C,D,C,D,6.954072328687048,44.83246647232116,-36.41728506657967,-104.92795149743408,21.949191011282622,-32.461378810002344,0
US,65+,Other,No,E,E,C,A,C,-66.62198994345299,26.023023899012347,-20.02794951164546,-157.06116219189676,0.5995689189067651,6.353214176681581,0
India,26-35,Bisexual,Non-Veteran,E,A,E,C,A,130.02199174289242,34.72627342474928,178.01883521614272,25.70545527531314,-135.502479506953,-172.19914081892432,1
UK,18-25,Other,No,A,C,C,C,D,40.13209017163163,-79.44538347767502,-47.913493952785245,-119.63787731342211,-70.98749479187425,3.3390320684599177,0
India,51-65,Homosexual,No,A,C,D,D,C,172.76550189970226,-98.60490273867525,-252.28804250567367,-187.27046328248218,39.81984686131698,66.94622194810049,0
India,65+,Bisexual,No,B,B,D,E,B,53.69834139806231,86.70340911993493,144.90900351718082,227.21619832412864,18.24716949112599,76.48742646151308,0
Germany,26-35,Bisexual,No,D,C,E,D,A,-151.80560981130216,-99.64233168734904,156.20733433801993,24.12720777042375,-114.14058421271484,4.5652914704485275,1
Mexico,65+,Bisexual,Non-Veteran,B,D,D,D,A,105.22520682438812,0.5096515933957892,4.211307218666606,-12.69299544456279,91.8222621983114,26.43233111076066,0
China,26-35,Other,Veteran,A,C,B,B,A,16.910307207622004,29.24120640941632,31.41001840537988,-76.0352604834218,26.66716385448912,-6.540345596091155,1
Germany,26-35,Bisexual,Yes,D,D,A,B,C,139.5237604219147,7.345494700624612,-135.53015413474603,-4.723689821441102,-129.11820020502125,-189.3331148196539,1
Brazil,36-50,Homosexual,Veteran,E,D,C,D,A,-78.54783145214722,-159.74302963671175,-68.25785934855809,133.88841747852075,-166.3447346682421,-164.74242902993973,1
US,51-65,Bisexual,Non-Veteran,B,B,B,B,A,-72.9117389328443,-68.78508928784898,37.89188254762917,156.1772193856338,-37.884782625353544,-94.20837049609729,0
Mexico,51-65,Heterosexual,No,D,B,D,C,B,56.29193852928955,-12.974195518963642,-86.53307244702451,-28.322608507173385,-33.33908935525546,79.47080017537289,1
Brazil,65+,Homosexual,Non-Veteran,E,D,E,B,D,-55.871850275897394,1.0643566802727864,-78.32922967370563,54.44474977453832,305.2613307379633,-21.89351059863602,1
China,36-50,Heterosexual,Non-Veteran,D,C,A,A,E,14.069263476932983,108.38627574112306,127.79160232906636,-85.28673409448348,54.7896751026979,-105.10415717738223,1
India,51-65,Bisexual,No,D,A,E,A,C,-174.66841413221707,-53.061844146462676,-13.24940373177744,-121.78570994374098,222.4316285342033,-5.949411217280991,0
China,18-25,Bisexual,Yes,A,E,C,E,D,134.48957121887608,0.7628830262754362,19.943559162060982,3.8471920883477577,-85.78761215462438,-23.3553054179186,0
UK,65+,Other,Non-Veteran,D,E,D,A,B,-38.30179112059036,-154.68217916039606,178.06165131252442,7.430818351248793,-3.0162643804660583,-84.60318229946166,1
US,26-35,Heterosexual,Yes,A,E,B,B,E,-200.82268505727953,-80.77789556920692,127.07321799921492,13.10770749155278,-92.78353459771404,-91.60111772642814,0
Brazil,18-25,Heterosexual,Yes,D,B,C,E,E,111.97165965619256,-14.619691559281456,-63.58379170186311,-22.063187582823662,-195.75921479649364,83.5889479808136,0
Other,18-25,Other,No,C,E,D,B,B,59.847154252675224,-62.37043196380622,-76.93397269459359,-104.14635349112132,-16.982262812678083,6.453370086732342,0
US,26-35,Bisexual,Veteran,A,A,B,A,D,-2.8458409538331395,122.8763366866903,40.16145347553973,107.06978788251016,46.40254394483259,129.88191518416264,0
China,36-50,Bisexual,Yes,A,A,B,D,B,-38.35089736602238,77.10619590859667,11.725922741540632,-15.048915623569703,180.06885222842834,115.63042823299475,1
UK,26-35,Bisexual,Veteran,B,D,E,C,B,7.25762524516855,-193.117805319738,69.85414921426842,1.6316133226382434,100.25424934287417,52.62286501345943,1
Germany,26-35,Heterosexual,No,E,B,B,C,E,8.937373159471463,173.3824823432918,81.54041702464106,-111.76919691326701,139.76708716465188,-169.68556729934596,0
Brazil,65+,Other,Veteran,A,A,E,B,E,-115.99757680454366,-101.54547948365682,-33.691451421484444,-44.10245031789643,-119.73100150818216,-152.84965017052122,1
UK,18-25,Heterosexual,Non-Veteran,E,A,E,C,A,113.4998109025176,271.97271404553493,-69.52648778137996,-55.00934711548653,69.94087435208147,53.35902188532597,1
UK,51-65,Bisexual,No,E,B,A,D,E,-10.615498931832722,-78.95421323069955,184.47005335860118,-90.1049870471157,-3.173760403298468,-52.928529721625715,0
India,36-50,Heterosexual,Yes,B,C,D,D,C,-17.692705290266506,-22.215242344071505,-49.563124110719976,100.86854864599634,1.537669579555459,-46.85814915119703,1
UK,65+,Bisexual,Veteran,A,E,A,A,A,152.82177730529548,-33.809173132409406,123.00881283747556,-85.13763142076736,2.128578545691528,15.54861235301524,1
China,65+,Bisexual,No,B,A,B,A,B,-30.795097188510017,34.38640070124773,165.79137530154168,61.70355668326953,25.995602472419954,-25.55569018447529,0
UK,18-25,Other,Yes,D,E,A,C,A,-108.5050473743968,-233.1949299948606,52.95193466501591,28.72945991802776,-219.5158984577464,13.506714489053707,0
India,51-65,Other,No,E,A,E,B,B,46.29297357648851,83.74529180308376,106.54295181467661,7.454393023044166,-2.7334323773445557,13.391486313742268,0
India,26-35,Heterosexual,No,B,B,A,E,A,-30.365342479840233,-32.61410782871613,-16.447507643967775,7.860487773705047,-292.1710084577628,-171.22039029528352,1
UK,26-35,Heterosexual,Yes,E,D,D,D,B,58.642795773808984,-41.60793997614889,59.37130773791854,200.05996921451072,-88.98484820046906,68.6567593802242,1
China,26-35,Heterosexual,No,D,E,A,D,D,61.186311163218846,110.32572589731177,37.877953387016746,45.231275511990106,-82.80052822356161,80.2554312333753,0
China,18-25,Bisexual,Yes,C,D,A,A,B,81.51924765681126,79.74405326642977,-88.97918107266503,-95.82785724770834,63.99117837160535,114.58868361290999,0
UK,51-65,Heterosexual,Yes,A,C,A,D,A,131.31814828938406,-27.676462011877472,-144.53954482382866,-79.24977274403851,-2.401577269715414,-178.2855629571899,0
Other,18-25,Homosexual,No,B,E,B,B,B,43.791275360048544,-83.07671895312873,169.1964005090636,-5.3392247812682765,219.18261837382076,28.355413139342794,0
Other,36-50,Bisexual,No,D,C,B,C,D,-140.7038087731583,-17.734672603229953,142.9026810053192,159.78360079699326,48.52917284674598,-18.67282687167678,1
US,36-50,Other,Veteran,D,D,A,D,C,20.35515137516492,-114.40774821776503,58.02829429392321,-58.88180277418804,-62.713629145627756,-122.05528776815369,1
Germany,18-25,Homosexual,Non-Veteran,E,D,A,C,B,68.25617879642678,-3.3735306782501704,-298.9461695186426,-24.77896998289365,72.93920665481612,2.625782517733247,0
UK,36-50,Homosexual,Yes,E,B,B,E,B,42.947208932178945,65.74091612861156,-22.06785147616784,348.49593707254337,4.0208289365517365,70.67197143690898,0
