handicap,race,sexual_orientation,age_group,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,target
Mental,Hispanic,Other,18-25,C,B,72.51780430197232,B,56.396192577089856,A,E,D,19.17606818504158,136.40599054252206,112.3837947833775,D,61.32234793660387,-60.34441196950181,173.24550895460985,37.05836569408868,37.376506189594565,66.22618350566304,1
Physical,Hispanic,Bisexual,36-50,A,E,54.908743752697994,C,-1.4453392377262517,C,A,A,-45.523719396174684,-120.5336234491705,26.334137339420906,B,71.42733153163371,-57.314449199021276,-51.52427375919889,-148.59040815729043,-51.99091514079895,101.7368654068459,0
Yes,African American,Bisexual,18-25,B,D,-20.645050012278308,C,1.8719964746645577,C,E,E,62.90678457579889,166.311864845334,142.41121932329258,E,-73.93204399246272,-108.2632114911299,-109.20569735043857,200.69200738539385,28.893222427180376,-14.41688836308116,0
Yes,White,Homosexual,36-50,A,A,-53.98463787567089,C,-0.20757222420240712,A,A,C,207.5686865278997,-71.39730643547996,9.601173239686597,C,39.463674504352916,3.423250192771393,-82.22856513942548,-7.334600805020629,-58.06971875521667,63.59697240187906,1
Mental,Hispanic,Other,36-50,B,D,19.284389991262458,C,41.21657840578856,C,D,B,60.817501635266936,-167.28963642498596,-50.61970359399949,A,-14.147958567861657,133.65295519030988,-36.00459125179178,-22.542303174723298,-4.284523562645156,142.84391560705848,0
Mental,Other,Other,18-25,C,E,23.864775488922938,C,38.169898733082995,E,E,E,50.97376506510438,67.96021943110324,11.068535190099947,E,85.7730525345948,-77.06085786187762,35.476302116646835,7.523288559158625,181.4978167211416,-18.12656190831648,0
Physical,White,Heterosexual,36-50,C,B,94.23359850503081,A,-72.98009271687033,E,C,A,-1.7068613022999901,-82.40853975675778,41.029369210701404,C,75.91258379053973,-21.878992973501273,86.58334761574318,6.399170066931728,-134.70872286285245,-98.89222528691425,1
Mental,Asian,Other,65+,E,B,-28.501886046454338,A,117.17611818339108,A,C,E,-76.7240445636745,-162.92961234462632,39.22244064546527,B,58.461447032439374,51.65492717323933,120.97943332860275,44.429281040087034,17.155473437381534,47.368529097597886,0
No,Hispanic,Bisexual,65+,D,A,-9.61312096203139,A,-143.14459209940696,A,A,B,-170.5021077738696,-182.80108644892027,24.937584154702613,E,118.97084986941869,46.340871977695095,-4.213014205548214,-250.60356398822398,-80.61377501176847,36.32245097181286,1
Both,Black,Bisexual,51-65,B,E,-128.9000084078905,A,-33.135523238856166,C,B,E,-59.572766200658954,-95.03514303427167,240.31578058028367,A,34.505882993249166,-56.26835304868817,-36.45173362719804,-41.34297939970595,-39.26615517074617,69.44061209781431,0
None,Black,Bisexual,26-35,A,E,68.53839846553697,A,18.40498068891717,D,B,C,159.03396051832465,-48.51253574904248,143.69433057030565,E,40.970038378517955,24.433141632078684,-201.77454197482513,-231.56432222953183,16.19982386733416,31.45920745261945,1
No,White,Other,65+,E,B,-43.55660212882108,A,21.153503129069748,C,D,D,223.41021001033775,42.293178743333534,-14.344759637488474,B,-20.285266297093635,-128.33239989938974,-147.63614843659735,-67.59609105212888,86.76917368458876,12.69328904010063,1
None,Asian,Other,51-65,B,E,-27.805111760364593,D,-109.94286035171095,C,C,D,248.81813603276268,168.0717500580837,126.8508800248769,B,118.30475824731965,-130.20413502631786,145.20252595636242,13.985571987840597,-73.99774387304782,-91.48712610488478,1
Physical,African American,Other,65+,A,D,-59.49295788837564,E,-56.02169581050024,E,A,A,156.3227285510214,-74.92510837231599,-208.25392957428463,D,-128.0794862005372,-57.74009408529047,-58.56737289877042,-46.15965986347537,98.26003773947967,8.151328019585993,0
Mental,Asian,Other,26-35,B,B,4.74700809320412,A,10.689723961433334,C,E,B,77.19681089791558,-121.59108890620989,10.101157737186263,B,119.23334373316263,-89.54288900223341,-43.81125159599101,127.52806402971135,98.39790447794141,-4.058500966845971,1
Both,African American,Other,36-50,B,E,82.90513266114415,D,53.87167413331786,D,D,B,191.42747877993835,54.725694227165825,48.888764439083126,E,-3.485046669599847,164.75455976145827,8.394400995064547,-131.27772788946086,-13.923233210394296,-117.03217336424973,0
Yes,Hispanic,Heterosexual,36-50,D,D,-75.46699076133652,D,5.5441103595017385,C,B,C,-162.1826147730203,-16.31615639540905,16.73901379902786,D,-128.4841925015232,-36.26744657506258,-68.53097403625132,-151.34007539411553,-41.5254225136732,34.40019837826541,1
None,Other,Other,65+,A,D,1.7898159987486506,D,37.67747664603135,E,B,D,-59.07664258978734,102.93769573930558,158.4467152585858,E,108.48430041109214,5.779875971177641,-14.701052226669573,-35.01146496633156,-117.7795304308119,62.45469349911266,1
None,Hispanic,Heterosexual,18-25,E,B,-38.97458114077998,E,-87.2376064916579,B,A,C,72.64845476029934,89.74318826686364,163.1754619207961,A,-32.262792945788235,206.29526577010316,-63.58693684565843,63.40997617518534,13.27728240579355,-87.34983002311931,1
None,African American,Bisexual,18-25,B,B,89.59032752945797,D,70.52778316135073,B,E,A,-41.224870451731725,132.03294244634617,-154.8487582369497,B,7.428754120675479,25.12732179348202,-56.94586838965825,-95.2389916135661,-102.39258174045267,-21.390430320722402,0
None,Asian,Bisexual,51-65,B,A,42.78090977823286,E,-35.57987259178586,E,A,C,79.29401659090631,201.65298141015958,-80.85855810185922,C,-137.30032412062204,122.95401123078942,27.71102431480768,131.99778835208562,-17.613533347734016,6.506889659441008,0
Both,Asian,Bisexual,51-65,D,B,-56.417175283009556,D,133.06284585721428,C,E,A,-242.23498777349482,133.33733858070008,-106.548337730059,C,-128.15431696457128,141.71569260572835,-218.76690617998727,32.400777994955334,13.313715775094487,7.428486462969356,1
Yes,African American,Homosexual,65+,E,E,117.19492259034286,B,181.57652748652174,C,E,B,60.18431254833191,100.12336450208986,173.07086653414103,C,63.02579895066209,-56.10428999908381,-152.94176869802044,92.87946629447501,5.4291152634005595,-124.90855405742944,0
No,Other,Heterosexual,51-65,D,D,-140.4789320805483,B,-101.57250575943888,B,D,C,125.94614180108323,-167.20883621660255,69.43563318849819,D,-139.34690892997966,-92.55433410495944,-34.14736247510384,-195.91151974297952,39.47061943098563,-120.15889678621446,0
No,Other,Bisexual,36-50,C,E,-72.00229532337639,A,194.83337325894092,B,C,E,38.05483673080712,-61.52347716058703,50.81113756437661,B,-185.93192229929448,-116.37401600039139,80.60190017832575,41.27430654624044,111.99008666721168,-85.7110391822963,0
Yes,Hispanic,Heterosexual,26-35,A,E,178.0366974539261,C,31.224869716036867,E,A,B,86.00765729769499,39.42496108664706,-75.53940619539996,E,115.73716692993368,-16.24278095822755,0.2308409729781142,23.102482031801852,136.2713900310401,85.90444843309504,1
Both,White,Homosexual,36-50,A,E,6.868970471575772,E,59.04414993350222,B,C,D,32.71373007319846,161.5163469852586,190.9279072267051,D,-155.09283717760133,-65.85359393747467,-0.8150896021772668,-47.555916037388656,117.5064387178281,-32.293857267509026,0
Yes,Black,Bisexual,51-65,C,B,-142.81105125582778,E,90.19119983235629,C,D,E,202.1405873760047,-161.8960938516019,179.35735839855948,D,67.94022046075517,-123.87715717946766,34.313520039664766,52.923257070753195,-24.556627924732783,11.906463301131016,1
Physical,African American,Bisexual,36-50,C,A,112.25254106186924,C,26.98572163734198,E,D,E,-62.71296952115632,-84.85633334463559,-200.48216133974978,D,-43.27713073654096,-79.47295313256714,-150.8285773620799,-69.50804928046716,-95.95928225156123,5.511412052460928,1
Physical,Black,Other,18-25,C,A,64.39065754660453,D,243.25214452564236,D,E,A,210.59531767037697,108.48129056832163,-91.64068426855478,C,-13.807572972154267,8.4556114470426,181.36331718912024,19.263643049842642,-49.96617544235702,165.6022203466983,1
Physical,White,Homosexual,26-35,A,D,83.67050254212519,E,-45.59221275733574,D,E,B,38.164058404458544,1.364405779341071,-256.4117444506568,C,-10.794283652568799,29.426318393709,-159.5454330513203,11.214544490379815,-125.94559448216371,84.11154325202642,0
No,Other,Homosexual,65+,D,D,57.93103875310335,B,-46.664245468675745,C,B,E,-228.0881414724916,-64.44993935439368,-252.58106560241268,D,173.30983739601328,71.55100022513156,97.46539261676367,-62.43348947549448,-75.07855101649159,45.73238494775245,1
Physical,Other,Other,36-50,B,E,70.85552078154238,B,77.9557521603401,A,E,A,14.80413481473162,27.39285880586847,40.56922659879481,C,-181.75101175545907,10.735182199285351,-41.03492759189368,-54.863461304348945,31.011327029476483,-16.662498906867775,1
None,African American,Bisexual,51-65,D,D,-77.48771823739042,D,93.72217423676801,D,C,B,71.9688737177238,15.202198980958173,15.350813612131356,A,15.689615345346494,-176.4535319785912,-12.06630135223017,-31.117642183873894,29.321013503015365,-128.59831307286177,1
Both,Other,Heterosexual,18-25,A,E,160.34503007322684,C,-86.03848280905856,D,B,C,-85.23547996354989,276.01864938867493,124.25566103762162,A,62.417539226591934,221.86364208502792,193.31441662167774,73.28240228459573,-145.571326603497,-118.0488398641076,1
None,Asian,Other,51-65,D,D,-22.506287722085858,E,-73.34563553132706,C,C,E,118.75437968388742,3.974942183819622,-31.116645852909997,D,-73.60187729367568,-142.1710038996774,20.50950511449065,8.999282593856256,40.43483517242783,35.13636838347721,0
Mental,Hispanic,Other,18-25,C,D,-6.071551359270699,D,188.9843852368075,A,C,B,-23.329908396546312,-113.95037638527525,62.55319218015156,A,-22.798535081219015,-29.683516431914676,71.58811333810418,-54.055145064692546,-54.85014341418002,-105.12895662151962,0
Both,African American,Homosexual,65+,C,E,-57.5471560269065,B,82.93974038402044,B,B,B,85.29406080129343,-143.65389887091936,-80.86697288788585,E,-112.19682136985523,13.553439370382204,78.49315151090373,144.59692972880882,-43.7481403041417,138.06235357105666,0
Both,Other,Other,51-65,E,E,96.07230237238402,D,-13.853125586688403,C,C,E,-17.65308843341073,124.5947451103395,126.8449642553198,A,110.74941006003502,-113.54356609073868,-50.13987458982307,-176.19410856616838,69.12728596243822,-53.92988156406583,1
Yes,Other,Homosexual,26-35,B,A,-131.01731914684981,C,-102.3876362506696,C,B,D,139.6853059260762,92.96577298919047,-47.308924092565384,E,-110.96367564353456,-19.953866666641414,-0.51598982703912,11.689474129573712,46.798856053986775,46.72929847409705,0
No,Asian,Heterosexual,51-65,C,D,-161.30778136201963,D,11.98173839832638,E,E,B,165.862201936144,-12.286320566615576,-266.97406111321504,E,-102.59290195086095,7.5835598186950515,-3.6739659511834817,-59.47748647616486,-171.71174785361416,23.010384211394516,1
None,White,Heterosexual,65+,C,C,185.04974029863172,C,-112.63720787756435,E,B,B,-312.7355969367314,205.15014202764496,83.2642425158771,A,161.7024767645377,90.2146477115553,-0.3397079024003906,75.07563399324589,-69.36815715428463,-101.3338926237029,0
Mental,Black,Bisexual,36-50,D,D,-90.76964331675671,C,101.04504337976559,D,E,A,-167.37232131189208,-114.88786390008283,-101.3440304089638,E,9.519455906279681,31.6991834117203,43.122890144081765,-63.78573418216763,-210.57204434443184,-61.733238966535986,0
Physical,White,Bisexual,65+,B,A,-2.397430208035153,B,-23.468460099616685,B,A,B,8.96824734207103,-39.888405018503065,64.20815090268664,A,43.60219608355685,99.1442938782141,15.063923106382294,-110.71017543003083,26.802149523392288,-19.915921105515146,1
Mental,Other,Other,36-50,D,B,68.81223676823694,C,-100.75504877783001,D,E,C,-61.783927917600444,118.28945604789244,191.64124049804167,B,9.4134206229495,68.5377722153487,-36.508839303928845,-99.40758953866163,66.66652103018662,123.06057156612758,1
None,White,Bisexual,26-35,E,B,56.175422368557484,B,-18.97848274426328,E,B,B,69.18071133688099,202.8030490579029,-11.348061843306354,D,70.03411253528886,106.20804043644662,-31.39171403842355,-81.21654513799025,-197.91046790719392,-77.4719817586313,1
No,Hispanic,Homosexual,26-35,E,C,170.69771644014693,C,12.707825600291747,A,E,D,197.18922515735696,24.56971053257147,163.78919646182473,E,37.23559297713542,-71.85354240332494,-143.00475205595424,-140.89147743714017,-1.7207817258662776,18.837180831370286,1
No,Other,Other,51-65,B,E,115.72750621469923,C,37.3415783715461,A,E,D,203.82423058331378,-90.42260775613059,159.56015729138923,A,-65.52093395439783,-16.836572372187742,37.17095805875357,-44.674181309870676,-138.79990128838548,-99.96011824251121,1
Yes,Asian,Bisexual,26-35,C,A,-31.36528641806343,C,-4.651620591304829,B,C,B,-53.43079654402464,145.0775895007431,61.94442922664689,C,115.40266792758074,-53.72001961145604,-40.44792419112473,-47.09197785848814,-25.58843667900855,-52.35253526234743,0
Physical,African American,Homosexual,36-50,A,D,-67.06732939107513,D,-99.35796567318349,B,B,C,82.11776653620333,-32.22858464299838,69.91680799117788,B,-50.08477881632412,73.8594996734489,-36.821154899100755,188.50299837438723,-110.13731928638065,-33.82041743521536,1
Yes,Other,Heterosexual,18-25,A,C,104.34199974235212,D,99.55516346874566,B,A,B,103.70700298843852,-105.66048579760279,-188.66355221530142,B,31.94906771900638,81.29497770442227,-108.53891568918408,-57.497053130440115,-28.020822293474097,-157.20033275432493,1
None,Asian,Homosexual,36-50,E,C,41.87044434685428,B,26.43557291421692,D,D,E,264.9852372602024,-41.19344127005753,174.98483048057727,B,62.043246994164534,77.4902227804973,-5.162180369686716,78.13428459792017,-60.158991201745735,85.64191784679603,1
Mental,Hispanic,Bisexual,26-35,C,B,-9.078048432223094,D,25.55335158947188,B,B,C,41.98309005762334,97.69653474487906,-46.7319820112127,D,-107.15771060933474,-1.780933908599493,35.478895457220396,134.7848196614617,-61.79931833883449,-23.021450541405862,0
No,Other,Homosexual,51-65,D,C,-142.15737081683204,B,-7.05471709338352,A,C,D,193.65873701353004,36.05391192486373,101.90086091090636,C,-42.77682508989303,-43.26540232120412,-30.840129698775186,-185.65671051384135,-23.8872296054939,-110.48762470438946,0
Yes,Black,Bisexual,51-65,E,C,-2.4753314268899476,A,-19.78018127674228,E,E,A,21.05380803794303,-29.68918365614734,50.770525570092204,B,-102.90740176643354,-56.56079351722838,89.49806547440177,-79.63914291453287,-292.03282122142855,-74.83298137479055,1
Mental,Black,Bisexual,26-35,A,C,-5.541489113306678,D,9.83484813733735,C,D,C,-105.01492363974423,98.05744291888303,88.74870450530477,A,198.85952041342222,-72.95026818010038,116.21516269067511,-216.53929709147346,-105.9773510907824,-107.33793018767777,1
None,White,Bisexual,36-50,C,C,146.5233649385093,D,249.54440473030468,A,D,C,-1.4553559759585217,-37.80951637602462,-56.25552774178706,E,58.01328661588153,15.5913509571358,192.66375091036912,15.484600618144215,-88.34153972439384,123.69575405321207,1
None,Hispanic,Homosexual,65+,B,D,-308.43829638593286,E,-147.23391313034762,C,B,E,135.3542797834319,-79.87840519297497,116.40355505935467,D,-47.77010579348231,-81.68448695303825,189.8711350111139,85.04489309015942,5.032588431048868,-0.05660124366998061,1
Both,Asian,Other,51-65,C,A,-21.657318409840837,C,-3.3308634795977294,B,A,A,-126.47279147133288,18.076510343293165,130.4362491977127,C,-0.9906649740516246,121.18856820895283,-32.15349238046606,60.99860154310321,-26.09361530394199,-52.01359937289175,0
Mental,Hispanic,Other,36-50,C,C,164.22881223821452,E,12.815609379735237,D,A,E,-111.62720220695455,142.27183421051183,-90.32368546915465,C,0.8868529696145534,19.935937312168566,6.181826881359255,183.22046400349353,207.04570938461896,-30.94858544189406,0
None,Other,Homosexual,26-35,C,A,111.90100271466852,D,157.41350801914427,A,D,E,76.24516969604416,120.48654238836632,-68.58808371436112,D,41.37468143578932,80.59557834235933,221.8032312150297,-75.35779240426172,-93.80734306788798,-80.72341692524887,0
Physical,Other,Bisexual,51-65,B,A,88.75971926765594,A,-32.865354570002346,C,D,C,163.95250905282083,93.25607984540139,-21.612922800229434,C,63.38617244165155,-77.37680008609657,120.64223772913138,-25.214459411328395,163.52559985852113,42.39668282189044,0
None,Other,Bisexual,51-65,C,E,89.0239350403921,D,55.3315161614197,C,E,C,24.27034800705478,218.9844161498804,23.53095545952004,A,-51.587111232273976,27.96921782641086,-1.3501024859489583,-208.31169777286215,-2.7594278892335047,-102.87005953420199,1
Yes,African American,Other,36-50,B,E,-22.46967525189884,D,132.4011927363392,A,B,B,4.6598698704534165,118.91614177842587,71.82895792979633,E,68.75199530858302,122.85957925206962,135.75119966994527,-97.46353361290797,-76.07860269435042,118.55801982693114,0
Mental,Asian,Bisexual,36-50,B,E,-46.179105850850775,D,-95.49932721719101,E,E,E,-27.78256242733057,120.2915026805629,35.231816370108824,A,-170.05640598866464,-30.438570867402113,62.54060620849997,-3.6590825406379834,21.765334217208764,-293.7912215399519,1
Both,Asian,Homosexual,18-25,A,E,102.4735135668135,E,-62.78406644989395,C,D,A,11.777776698306674,-120.62503533513971,-116.84490594273369,A,-41.305556422320926,101.06033058131433,-125.91334741216602,16.065076997459094,40.527642517854275,232.6094417777221,1
Yes,Other,Heterosexual,51-65,C,C,57.089464217284444,E,55.52656604800398,A,D,E,-91.57498791036073,37.10358165367804,3.4424503054780446,E,-82.19542371237414,-37.084401089908596,-40.33286756987635,-8.88731435375541,31.375423810722914,30.110345788238646,1
No,Black,Heterosexual,36-50,D,A,26.51840451427212,C,84.51480557432774,D,C,A,-17.26346409194817,55.32878136623722,49.54387766828997,D,8.57594379837578,58.821672043468745,114.45010052643079,-17.339972945457944,32.76963994691337,-123.69658559311777,0
Physical,Asian,Homosexual,51-65,C,C,45.956083313250026,A,93.29274699847113,B,B,D,-80.44455936557853,15.682278053428053,17.259160246466408,E,61.81355183450239,125.3752173172204,-13.500684984261868,94.18293563195367,-202.87749187225052,-194.93333808654484,0
Physical,Hispanic,Heterosexual,51-65,E,B,81.7919884803723,E,-38.17818986000461,E,B,D,-28.875321264278476,13.296302105666443,-40.9247667421391,D,14.10901676378893,57.77380266857216,-75.08183934852872,-46.081413282058534,-102.43085977285406,-64.73917399502652,1
Yes,Asian,Homosexual,65+,E,B,51.10135229933401,C,-30.37340146804805,E,C,E,41.716296345848775,141.79094829993312,118.9772925932398,B,-105.5738075186187,-15.415220523503596,-81.81786422648847,-29.23649858976748,210.20129136926369,51.201169614680566,0
None,Asian,Bisexual,51-65,D,D,-113.14047871905598,B,-102.33877745307372,C,D,C,-152.0845371976123,-16.442536314120705,26.36454674161032,B,118.11367699137674,97.87676570618164,53.226823782067555,-29.443216015778802,33.4830962285942,8.732643188152016,1
Both,Other,Bisexual,51-65,E,E,149.03811857982308,B,-18.54109595444549,D,C,E,139.35884248198676,16.661160833258617,-227.86321936799956,B,132.6169543035329,86.59438729129259,36.69002566477515,140.86958484962133,3.4384519114748198,-169.98642665103725,0
Mental,African American,Other,18-25,E,C,-109.23546773294233,D,112.25535015901163,D,B,B,-108.79135964744229,143.92372033061685,-1.558819823138759,E,-41.512162869112196,25.516986844348466,17.194965499043796,-1.0206085508566607,11.31642301053508,-45.216179448241895,0
None,Hispanic,Heterosexual,36-50,A,C,-34.95951364939969,D,113.649519515985,A,C,B,134.05517226671975,-126.9977806091842,222.88108391785818,A,76.23142748723455,-8.406683282719412,9.517024863235244,66.31796648323034,188.37591741668447,64.7420013881835,1
Physical,Asian,Bisexual,36-50,B,A,-213.065998051814,D,-107.15099118857401,C,E,B,144.49176286558853,141.76107582014822,-37.28933369451936,D,1.69918934886773,96.36103741100115,33.43264401101317,-126.6697754075107,-88.47865878083176,-51.44873836069884,0
None,Asian,Bisexual,36-50,E,E,64.9460678706281,C,-23.448187837034354,C,A,E,-25.786750697450643,52.593661181560634,-68.12947820628396,E,-186.56435951825713,152.41223250699187,-80.59965213679682,-59.764970575130725,31.00553900025525,132.56854926260246,1
Yes,Black,Other,51-65,B,D,-88.36673744293758,A,75.45311844101057,E,C,C,-118.88245287133915,28.875090847683655,0.5621782337682756,A,153.19608080694934,167.1664509725116,-128.14251938822005,-126.86259662909747,-13.874801956278837,-46.149340375259754,1
Physical,White,Heterosexual,26-35,B,B,-15.726564485436112,C,63.31908133439583,B,A,C,119.5333403687204,74.1677963323436,145.18037359889928,A,150.66631043475465,0.3506459918896179,39.75550001313769,-32.56154391985569,188.48532066399423,-98.44798724267551,1
Physical,Black,Heterosexual,65+,A,D,22.419120996277243,E,110.28952164142214,E,D,A,150.6049849502908,15.386303455383674,-162.70856004037753,D,-23.21392168102056,108.51723237426359,-51.90850424531233,133.88947665863776,144.30085027952055,166.95453153428105,1
Yes,Black,Bisexual,26-35,A,D,38.447483505474125,E,220.79496644316214,D,D,E,-8.193971867635222,13.115397485437331,-71.27365585920344,A,156.84727417505832,-68.46747424724892,95.51268740244689,89.37788630001819,-84.86893805919806,-13.831060177395718,0
Yes,Asian,Heterosexual,26-35,D,D,20.282700446119645,D,111.4301216602106,A,A,C,196.5401018706105,-16.736528490075262,-100.00687491077261,B,-218.75670212583776,76.09577900856013,153.49340641602808,-188.89421589155734,-68.84817931499741,3.8569901424370125,0
Yes,African American,Bisexual,18-25,D,D,-26.99991854928838,C,-155.48151507069053,C,B,B,-3.5257013027026733,-78.5815581191421,-48.41356160419772,E,122.13745489148111,-36.54595173976065,-4.7048580562506395,56.96872521334071,-52.11019441137565,-142.85480827682107,0
None,Asian,Homosexual,51-65,E,D,16.378347149556095,C,2.3981679126625735,A,A,D,-194.15832599657432,103.80804831845187,-30.867763408011818,E,-53.12272747694362,12.307161928140372,-91.4942212352485,-5.645652821577826,-129.48996137622552,35.0483883072481,1
Both,White,Other,65+,D,E,30.137789846884903,D,-104.72403543984692,D,D,E,-187.33490731162112,182.10386596423135,-57.55759393101868,C,-15.082960441894,-176.12095350298162,86.85531402089973,45.93554492257947,79.27814656649642,-132.30139777017493,0
Both,Other,Homosexual,26-35,D,A,30.11265344068495,D,36.785423150954266,C,C,D,-33.77590479304049,-65.54541631684802,-52.471612707688905,C,-150.716166407095,125.17751036485434,21.265956847477895,-95.20651648843322,175.00782277630705,-47.3957444371443,0
Physical,White,Other,65+,E,B,-226.62552022974586,C,35.48441728079584,D,C,D,8.375134439483496,-31.62783138548835,-35.5174674320112,D,21.877272696152044,-27.94347528808193,-68.69758180259427,-69.67469668393123,44.49926838788326,172.78379353846017,1
No,Other,Homosexual,26-35,B,E,112.5118645592424,E,-44.40770978675268,B,D,C,-122.17934485603578,-77.5265627529973,143.42650202050766,B,-88.8799138122097,-25.183145545953266,-276.8829298157101,-113.80141476703002,-14.099352789827059,-109.84525760009414,0
No,White,Homosexual,36-50,D,C,-54.61885826301322,E,85.14684505387112,A,C,C,-42.44248683689612,127.36078552536732,10.127506422791594,E,-53.83268276544697,-17.770126131060408,-68.96715974746532,135.96070333466318,2.4897308972178407,-128.09234369378268,1
Mental,Other,Bisexual,26-35,D,A,136.11026982007877,C,-27.764797011818736,D,A,B,-58.5820886584373,-58.34484148055154,35.42117199373455,E,-60.06278365130859,71.77795629524272,40.12890672884442,-42.64057184797339,44.96924561557165,-56.253091661624296,0
Physical,Black,Other,51-65,E,C,-156.73548674552893,E,-33.43328676018995,B,A,E,-101.11407932303639,-206.1882548152807,-166.2995894138539,B,-13.364859950298872,33.73772522164441,53.89133445172393,36.890418619695254,-166.16625290895294,185.11644164067863,1
Both,White,Bisexual,65+,C,A,-46.03633547269539,D,-148.2021269672351,A,A,E,13.808114507486993,-26.9066665225255,-175.72524194196504,C,71.7419878205839,-189.29904275141985,77.11391051269317,25.45958495909576,12.901472960371565,109.15381949406951,0
None,African American,Heterosexual,51-65,C,B,137.464027411337,A,1.8506388599474848,C,B,C,-10.624318240324575,100.33760502862373,-70.11190630621519,A,68.77275195165772,-108.6282199843326,-5.9747837128374695,20.70986242853714,-63.00041709223967,13.293302314431049,1
None,Hispanic,Homosexual,26-35,B,D,-118.12420344788899,D,103.979226212686,E,C,E,-18.38670843797498,70.85596413668516,102.42802108910868,B,146.1036185189237,-61.762535744378425,75.25894488940382,-90.79165002329971,340.35307473459034,135.28024725918866,0
Physical,Black,Other,36-50,C,B,275.45075505233336,E,-144.72449997012106,D,E,D,-96.08573687451545,-143.1493715701692,100.06658716539549,A,94.11182967534903,52.24817484685246,65.6512661044687,-98.91632659902172,-83.7882789686289,-132.50102205169486,1
Physical,Asian,Heterosexual,65+,B,C,-179.75603905676354,C,-76.88744991700422,E,E,A,-24.355381892222876,-76.49562299217007,41.28560646870149,C,41.12954070597413,15.74219759889781,-43.32490226261523,-74.50331820572495,110.59871475024259,-70.86940752569325,0
Mental,Asian,Homosexual,65+,A,B,92.29758150706895,E,-104.70769666450197,D,E,A,-56.077585385196706,33.65347676706788,25.79985704743019,B,-126.2534188373877,-137.67011881798737,1.9184233220242615,113.0365521813317,-139.10472909294697,-137.25557751225367,0
None,White,Heterosexual,36-50,C,A,-7.910077034003008,D,9.238974426394801,B,E,D,20.466486688405237,-133.61530864320946,26.615434247813585,E,181.41019886741003,56.62178686451257,126.1000013055918,169.5915177527675,-38.33245171117567,-50.839969790249995,1
No,Black,Bisexual,51-65,C,B,117.47396627215672,B,-68.7649986212492,A,B,A,55.077797988076995,124.38162313556936,-220.2684068422828,D,-34.363660307930694,-13.467468443262891,46.84130951667916,-28.100890464144946,97.28847530346778,210.93356033951363,0
No,White,Heterosexual,26-35,C,E,126.61676619411016,C,-127.5664287786196,A,C,E,-105.47362041544508,-144.69703688913276,142.48786497386615,A,-82.63331867094759,142.38087522115336,51.95670479545089,-142.80200773916707,-68.0289222923458,14.086339341139812,1
None,African American,Heterosexual,18-25,E,E,-41.99447306509533,A,-15.709404742403127,B,B,D,110.89741747718969,-161.99173056052877,6.043108878291283,A,16.90692408394587,-85.11796785611405,4.135628425077515,-6.773900630700077,212.73623457914184,-155.2770448067975,1
No,Hispanic,Homosexual,51-65,E,E,-94.31166066243497,A,21.84436138539849,C,D,A,-29.86051087456243,165.37249273142672,-114.63752624815615,D,43.92786473339918,-6.865666793085393,104.0084123256068,-186.63899966948935,-100.64514933784085,-159.7441506052278,0
None,White,Other,18-25,E,A,-21.07521225177162,D,-111.3198758998865,A,B,A,30.62128268479712,-70.8882533810017,169.73941348794227,A,164.86173703336908,-45.590300593496316,6.247119544807351,21.672707812972288,-30.27246281474777,12.36656316177147,1
None,Hispanic,Bisexual,65+,B,E,-51.50733283444659,B,45.7266076968824,D,E,B,-28.416341250346566,8.823550421969543,7.712667830293415,E,72.35310546317099,-126.87921598976727,118.44820303116283,-64.84228373779786,47.50044769177284,13.097661835840835,1
Mental,Hispanic,Bisexual,65+,C,D,11.860202513582582,E,79.24007131411312,E,B,A,20.747854582468122,165.8938428266959,31.58964769246917,C,-12.512496351989846,-105.94256804455601,-38.030523747389104,97.5604702158441,-43.60827702655033,-38.24469476309679,1
Yes,Other,Homosexual,36-50,E,E,64.83270810337117,E,206.36514169107585,D,A,E,-69.9335319704721,21.825138327407885,-107.68600144586911,B,-29.19308877270507,-20.70021175425223,37.93190378750539,34.18488951357143,142.19664803725226,-151.99706728697763,0
Physical,White,Homosexual,51-65,D,B,75.56984068231476,C,-56.239233793408374,D,B,A,109.79213884859777,-159.77711072559896,-40.89756874162046,A,21.51322814040062,136.22341562136043,19.769371182371074,39.57827030794789,12.40562138354328,32.453098819548124,1
Physical,White,Homosexual,26-35,B,C,18.745709695479057,A,3.8510558336519423,C,B,E,130.60547721889765,32.541536785019446,-30.216039156553055,B,-8.58078798214929,-161.83214966139266,-7.79315164928583,163.85538176251637,24.984826823241796,-169.0674284138253,0
No,Hispanic,Bisexual,36-50,D,B,17.62391483413467,D,140.44926792389222,B,C,B,-9.634010720291595,-107.67505367417935,-47.741469076718445,D,88.28261100738847,92.87405373495693,-25.245796206641074,-24.356504585333607,151.0734932660917,19.29212501377516,0
Both,African American,Homosexual,51-65,A,B,4.187166011905982,E,-37.736035590896634,B,B,D,261.8212304631462,-26.431869159292216,161.43724912331137,E,186.09878244736922,52.39899297346391,28.280639986367568,119.65343338057193,196.81663538131232,-157.13772231843262,0
