disability,feature_0,feature_1,feature_2,feature_3,feature_4,target
No,106.6074319516884,-8.229636942150501,-83.96585668132629,-79.36095755728188,C,0
Yes,113.35517161084867,-25.92692771272506,32.3363869680664,-92.55769439758569,D,1
Mental,63.03699287517964,197.8263864006818,115.29673223861042,123.76447483619164,C,0
No,82.01523881900886,-112.96569142969281,42.061233581640344,-45.24944940094585,C,1
Mental,31.932111195756175,-60.68515398958297,-78.261636520809,-25.563719027541858,D,1
Yes,76.87567451224731,31.25027785841531,-37.24026695820404,-30.074145633284978,D,1
Both,-27.425809086721927,52.340225390501416,-18.873198974873482,-41.628665130486624,D,1
Both,-249.1172453704042,5.029905093276937,20.748884668713984,152.8639743834585,E,0
Both,38.951367526759576,-84.70693415081601,43.978442627957556,-119.24263781667585,A,1
None,77.88409646784794,137.47771683039744,46.23456382255865,45.54324735376504,B,1
Yes,-66.15294215618754,279.1105680711018,-71.6802973559527,-153.07618610553604,C,0
None,-54.53449160225888,-57.71751194595293,-10.1246868222213,16.0342242875426,B,1
Physical,98.35211638576295,-37.119088833711416,-198.9271722810707,86.59102226790229,E,1
No,62.98786226388382,135.2881136688398,-78.27004637861145,40.54020853073641,A,1
None,2.243701217095224,-78.57752316598365,-22.432730371263887,61.34773623340577,A,0
Both,-9.950437622814244,-58.545206990433584,-56.65316551014126,58.16135449300359,C,1
No,111.84012204821315,-100.69764164239898,145.33991986702662,17.89570543863596,D,0
None,-88.34300184679707,13.284864333922219,36.563359867812004,15.856778654003683,B,1
Physical,-92.00821915084933,46.649677600135,23.14446685282487,20.70829191060345,A,0
None,-23.934078178713378,-19.052512895595314,-4.781390725721896,47.38659305897159,D,1
Physical,-45.27478821041463,-260.5206404269676,115.34111771032987,83.212204640928,E,1
Physical,16.11589071593137,30.91087435343643,189.49858112244183,38.1554354407916,C,0
Mental,142.62177471406056,91.83705929982139,-126.70807685259264,-69.64284604179936,A,0
None,-53.89075930136977,55.16107488098384,60.90054932896529,-54.74954814289277,D,1
No,-157.51093681077825,68.86272992439828,-28.239454535665825,-69.7311088279768,A,1
Mental,102.35740204621548,-126.57052707314725,-42.8306149655988,-158.6717382051519,D,1
Mental,36.821794323746104,211.93431922532423,-47.82946917123078,17.807036474886296,E,1
Yes,-60.56544307811564,-134.2684993613678,-187.03140647976636,85.48667262328226,D,0
Physical,22.480048060815623,-13.821174237345277,-76.32631768876388,-92.88668071931855,A,1
Physical,29.61716421493264,22.04101043690499,-67.84987808185998,28.98278248755633,E,0
Physical,13.626777608749096,4.571094776852416,-18.515419647145006,-111.09779975952507,E,1
No,-43.51638035971218,-136.13329758832697,-63.17895106981197,45.57366865962667,E,1
Mental,-39.266598946397494,-155.35966464353862,-218.3793452168079,11.649687243272277,A,1
Physical,175.00705491657988,28.367790294404926,-80.19438596649536,47.4658434460275,C,0
None,89.88056832555738,-58.15370536526612,-112.04986982023483,-61.184869028291125,A,0
Both,-72.32735367146064,118.91722656544805,-113.27539055603265,-16.90031503749806,C,0
Both,112.70463485776222,13.537536466937322,6.3584076992205265,-214.80021673761917,C,1
Both,-5.026980616017053,-19.5874300147469,-145.5247029658949,10.5643484050543,A,0
Both,34.198059778383104,202.38077035999615,82.68307544502855,38.039547445887514,A,1
Mental,-2.2021858128347094,66.2202887241859,-5.188419832627403,112.86456138864762,A,0
Mental,132.4120637385253,-20.727266031372675,56.01187488735566,93.64556820952095,D,0
Yes,-144.01251341969322,19.26523412496872,70.20524600135543,-26.16680166135031,B,1
Mental,-58.7122872677883,-47.782948809458816,181.2282581940545,-139.0902647987989,E,0
Both,-6.459033735812612,189.00962501143283,256.8882922187737,4.726733719820423,E,1
Mental,-112.75937564307765,71.81022511902923,-132.361792998396,-130.4715674928965,D,0
Both,126.3595498450784,68.77097281541255,-32.66816413638181,-165.20997854160245,C,0
None,80.2635349825498,-64.81756185035644,3.155021609301557,120.84544883922791,B,0
Physical,127.08473715576434,82.03721845015383,96.84591054937324,23.71598412637942,E,1
None,-9.167813508589727,104.07380980387995,7.276339665442901,-167.6308156125355,C,1
Physical,-279.00343034037246,27.220049532643927,27.2969337422229,-48.9252174012538,C,0
Both,7.602528567051603,-24.399823259314772,-12.243508482874613,240.75784923766687,A,1
Physical,-37.3405116183384,19.474276537360133,-109.47304715708424,10.345244179897099,D,1
None,263.04834354079475,-28.452266570877544,28.032199145549374,-30.423324601003248,B,1
Yes,99.16618242211213,-33.31765099655911,-7.41653633261742,-84.02580413897805,E,0
Mental,290.98872058544964,87.85279620140845,101.56018663717754,-91.23074384698435,E,0
Mental,62.264247324595345,-1.3702175697713987,-211.89503839373472,98.31617410371703,A,1
Yes,32.847269278087154,134.40595048432706,20.163463821319866,-47.56354755424218,C,0
Both,12.752843939782815,-75.82716930080234,2.4829573092799944,20.70501812154752,C,1
Mental,19.31180924750475,-75.81222843414278,134.40833769270165,11.749441303691423,E,0
Yes,28.912331069580837,-16.397847381468196,-46.846829381578544,15.212631531908006,B,0
Both,141.2528371813196,83.50335247284156,-13.506659289396175,-159.09395930681143,A,0
Yes,-51.19908821816581,-77.72413314808513,66.58746408774522,71.55368245601146,D,0
Yes,-37.43181690622584,-84.93073978433256,-81.54034372330817,-82.64044223632865,D,0
Physical,28.22787277085896,-20.39966399216187,23.184666130305544,72.30693143274253,D,0
Both,-111.28221422303677,107.19741017875006,-26.63600494794721,-60.03606128165775,D,0
Yes,-52.36701871234249,57.11298715276961,10.517298261741075,-93.88602830784163,D,0
Mental,62.413099741806555,-133.99541687202537,78.70859467708094,-38.95636935150486,D,1
Mental,52.15950468752142,-151.63437562596755,-49.851818131297485,73.83985781224459,B,1
No,55.6007593269166,-281.2355820533715,110.1633602077891,-38.068650683239454,A,1
No,-102.47149813275284,100.29926619443587,-37.35821062612978,32.617375852421475,E,1
No,70.3941885744478,99.31466712350363,-29.071512496400782,164.18017716985568,A,1
Physical,-103.11960674979149,77.48300725064092,-187.95180168408027,53.461951941383724,E,1
Physical,111.5926455355942,-42.46397108735959,-64.34818031417878,11.737033704088223,A,1
Mental,-24.52708931351615,-172.9978370673944,-54.03276375373844,131.92602993638346,C,0
No,220.17268161672425,112.14298811069199,-108.4374181524041,78.88647881485856,C,0
Yes,-26.561605772061686,-90.15501889009369,67.25760261775096,-48.525553548669315,A,1
Both,87.78002635479544,-32.507148299936844,-127.75851658922892,-74.27158477631895,A,0
Yes,44.765935194182894,-94.27031304055681,-21.0890578397,-130.33823147658165,D,1
Yes,-77.34821844564821,-213.86350278110604,99.52627017517199,127.434723970877,D,0
None,64.44417597799476,26.541391985968477,-15.953802994641473,53.472935020699616,A,0
None,-114.576939582258,-6.549918803685051,-33.63866364142897,-18.852879939920896,D,0
No,33.50307293920828,-42.56084273932914,-86.04366368319715,30.12513342961332,D,1
Physical,42.76351817942289,38.658284734922724,80.46898391270344,88.82106520557781,A,1
Both,149.7937218997087,144.12397061477725,-112.92270197652084,-83.30134759284542,C,0
Mental,94.25808409624838,-121.45697284139429,201.0424063879554,-222.24009324115664,A,0
Both,56.786957838594766,56.38551416135464,-80.05600671598476,-8.960207638952197,D,0
Yes,75.19659554624866,-19.580425813138998,46.801232138627824,-67.69098451684916,E,0
Mental,-8.236703694282488,-187.76064395610365,-33.514307164929726,-96.37679213499896,B,0
No,-123.18501635634269,213.4253504684305,96.3351520721907,32.37063300703374,D,1
Mental,-36.33156024686068,8.199045721108096,-36.79828127227297,75.52400470513348,E,1
Yes,-54.870080946290344,-78.4762340205706,110.22995250876271,185.53182234059236,C,0
Yes,182.08061408217742,-82.38395340778514,-125.41618880353802,-155.61170218007143,A,0
None,17.76007170209986,58.036466665699315,32.370361393499515,15.079141801177167,C,0
Yes,-16.398203189123013,-43.59214773473744,-72.59261273662575,47.16719418893435,E,0
None,100.58231250429372,-61.460367028141995,207.39229814450619,-193.49337357578867,D,1
Mental,-153.55697707693145,-90.06839593183476,-58.85867471722137,-176.1807965122169,D,1
Yes,224.37180747592862,-48.94976147671185,-40.89895612707855,51.6878908765466,C,0
Physical,-34.662403368096754,-78.64773062012941,-136.10541342904907,59.38029537330538,E,1
Mental,78.36496486784226,-6.167706166285549,-136.38424334427916,-51.31492381364762,B,1
None,25.335060520845882,-57.96906065802926,18.381461006628598,-40.09923568427451,A,1
No,-6.828223644704353,-125.15375095067198,108.74966949090658,-22.32369981950272,B,0
Mental,121.05415350466807,219.14064278196096,-165.28100027609895,-120.44466406576136,D,1
Yes,-63.804102776563354,27.52947320175803,42.66303552849503,-1.112570436228069,E,1
Both,-111.44876588030657,-48.68610893890866,-31.59412648011257,-2.2474140962140603,C,1
None,146.60209215026464,5.039427181119552,-32.69884719605515,-109.26146342190135,A,1
Mental,-52.41779955492603,-29.139518434888025,69.97076196842356,6.5590515796508155,A,1
Physical,177.3734658190388,47.792790237974884,121.48865767258074,108.26840640487671,C,1
Mental,45.0847233858822,54.70439468692967,-26.291903791367254,-74.6519863111428,C,0
Yes,7.662697847061387,17.527166276483907,99.55852075699087,92.50271393772275,B,0
Mental,-50.55444822962541,-16.707193983084025,63.74242000489334,144.28683580800825,C,1
Mental,-33.83007151895119,81.12991737043343,48.16293104932896,26.32799375671412,E,1
None,27.58907266633996,13.278755586685653,-157.29276126162804,-59.73460629791391,A,1
Yes,92.6907951828056,-39.81326146729094,-212.82679391713094,40.26429365881859,D,1
Mental,-148.68210739796996,-137.20105035982988,57.410240712473225,-86.07511511244044,A,0
Physical,-56.76435476528182,95.55594594534362,11.986215716602064,188.07234523936137,B,1
None,15.037698896237512,146.36808388093118,107.65692352510716,-81.54293292727061,D,1
None,95.59754697476754,-8.352807939967994,-13.840889962178343,-115.8112044987031,E,0
Both,293.66382470534427,29.61260059882602,-89.63003771767745,-54.00126444057848,C,1
Both,167.15554615691846,127.39939003249192,-65.05294228349909,10.494642167292978,C,1
Physical,13.785053153961362,-59.52892098740501,141.37991057280894,94.00648618558522,B,0
Physical,61.75787518857339,9.243545843187059,-46.60136385059439,159.7706330956154,A,1
No,100.78694364921543,151.06721668286983,73.45638212296835,131.4063704329155,E,0
None,289.3277254827543,35.64187700608513,-115.58240199894921,-13.732014508855977,D,0
Both,31.31195474743106,-66.82410642807294,-53.35726165185436,130.70382479604226,D,0
Both,93.56729510852014,26.05327997472925,-121.65831780953877,35.533588389879604,E,1
Yes,-101.78004601475928,-110.3635209129692,-41.95881250662715,229.4868755050575,B,1
No,-213.3162232073709,-271.6626743355605,12.16186550436188,-11.676681926837903,D,0
Both,291.6234719850004,90.08521389008132,88.8782561173771,-111.78748327836674,C,1
Mental,-5.445302256652095,220.76022844029254,-106.32290870241228,-58.93657541681618,E,1
Yes,168.44268821192006,-87.49273418280016,124.79094636928933,62.06882763789749,C,0
No,140.4597422859925,1.404921234149446,-110.38914263689816,172.7998392040829,A,1
Both,71.4875457069579,18.07117883647036,177.36949769354104,41.748516509544174,C,0
Physical,91.74749538267797,126.16970064316281,31.963730395000837,-28.974272639724653,C,1
No,5.381138627153616,-61.264644864297914,-33.787217987519675,-59.27486401543878,C,1
Physical,52.30566849679844,79.32685470132044,-17.92708872632357,-112.91426817882477,A,1
Mental,2.5232902978718554,33.5516990530844,-73.97795636877031,67.49711501632427,A,1
None,-88.58208057534408,78.92418537226116,68.22213675722394,128.33618466673755,D,1
No,38.49541212105991,-4.267627469160227,-204.13846673694502,-8.631951480815776,A,0
Both,176.38973067723435,7.166255661860142,-221.42780396163255,44.8504363037124,A,1
Yes,-39.46793360953571,63.56224758403282,71.03530788492796,54.74355378481916,A,0
No,-86.86622454013589,1.554717393465995,-214.40795536763014,75.827186940707,C,0
No,-45.80214279773802,-169.6987434687912,-137.2867305758795,22.410094870698828,D,1
Physical,-57.876480024842834,-77.74055699617358,-40.03378668180228,-111.15947920449784,B,0
Physical,-20.158700145571895,113.90388936663204,68.16519962073994,18.907490795100713,C,1
Mental,-160.3110765434034,289.52691271941626,-33.901831715867466,-186.74236750683806,B,1
Yes,115.65538232044794,2.403077425759347,-218.34205683829344,80.05527899765187,B,1
Mental,78.21669274802387,-71.63325567264576,-5.905560964280977,-11.445566714774746,D,1
Physical,-92.31571063137119,-32.25349932944089,153.09339381040778,274.74498070059485,E,1
Physical,-33.12931242067606,-39.854168108892466,25.86911562846875,84.89394867832041,C,1
No,239.335639738398,-40.269280966176716,96.12485722669685,114.00511688974615,E,0
Yes,347.13393213770814,-80.9472403808687,-61.21821906305948,16.47902573029965,E,1
No,93.35368045762353,-77.69895259690611,8.866598715555503,7.691066959654012,B,0
Both,-76.71068537652434,-30.065371718084393,17.31516022641507,-29.40246809303318,A,1
Yes,95.49071931639874,-157.03832969722035,63.182988890308245,-28.50449661015083,B,1
Physical,-71.25938591559573,-158.95743790979026,19.86511979363133,75.42943173728034,C,0
Mental,-1.3063368400293265,-203.94984898579037,153.537360489171,84.23199047614686,E,1
Physical,-96.71055613649273,17.057099622984136,87.37425355690299,-120.21574620346355,A,1
Physical,-25.86754413493994,-4.7052639237019545,-117.8895521970156,102.40342386964791,D,1
Mental,-50.18177430161476,-169.1339924632975,-137.7331085941105,-77.38864899000141,B,0
None,118.17693243360009,20.574300016284347,-51.61387311335882,-2.882672452829862,C,0
Both,9.221925801782636,109.29091505000217,16.21833825937325,-108.90130720059477,A,0
Yes,138.67261232924523,-86.50313885607132,-177.82786004519244,27.459162133269004,A,0
Physical,39.125087426438895,-72.83003054480068,72.78701126181038,-138.49440537976278,B,0
No,-41.64726217268407,123.3840556706936,-25.13676007017257,-49.408425977690214,C,0
Yes,21.279035045850033,138.40212705785638,-33.76500356837414,-13.195256151572432,D,0
Physical,-21.567611780891383,-99.80471100270096,82.41272018278511,82.57869713242727,E,0
No,64.91411361857271,-35.7266179567725,17.690317107175268,9.24643998564111,A,0
No,-14.470613864831858,-46.647402981838795,132.57032528323236,-79.83604834153282,C,0
Both,115.58057902691029,-95.1361797732664,-27.618968096976932,-47.589086477071206,A,0
None,18.2193578920889,-45.44114157656276,-85.40839713114993,22.60242837882524,B,1
Physical,37.02140178396267,11.90988523423168,97.30273487208002,-86.36628627561713,D,1
Physical,129.4519654327141,-106.70524181876377,94.86392173704836,19.0841883478095,E,0
None,72.04151817221054,-22.661504159114145,0.27806533848694803,65.61020780022126,D,1
Mental,-141.97172419432064,-85.4890738408942,-169.51092597464793,103.55081464605489,C,0
No,12.454918050574276,21.550680909512735,-49.22323315676076,63.4502192154473,E,1
Mental,-76.44064645027629,-157.62528538262626,-254.08287206028353,-6.029789982385271,D,1
Yes,27.79629082636758,60.51934810594922,-31.8193330920368,59.011747155538345,B,1
Mental,-71.63886942054036,128.94948385189258,-57.66360342939285,-17.491162694022556,B,0
Physical,-96.77229627260556,-32.752368020497165,34.65437071211802,-81.6579569547504,E,1
None,86.26022944864128,173.93142984317456,22.5731777327242,-58.04627418145565,D,1
Yes,-35.069286780495304,-137.33461079140895,59.28235301340408,-42.60472372289536,D,0
Physical,65.35787068168494,-41.345013398464495,93.63861376031666,140.1159134860906,D,0
Mental,43.6972298225989,107.89621431817025,54.8157971428356,182.11642872392488,B,0
None,47.79176747170558,89.90271894071701,72.9163947624205,10.50977888854423,E,1
Mental,-22.305510959066506,-33.497176932177425,47.99342656405988,-24.581510312087403,C,0
Physical,137.19716224843754,-71.48607426080073,12.958305084771471,20.760882692214782,B,0
Mental,-33.73716532463036,-27.513369049090354,-106.17103029282573,-72.91449768257435,C,0
Yes,-57.36100448696363,-74.14878067599628,-161.17466798448874,93.00052228837355,C,0
Both,-56.4436836016309,-146.62217977506862,25.171343275201867,-31.740948124906186,B,1
Yes,38.73805935334531,-133.91025520155,102.34513446998955,42.527487932928246,D,1
Mental,118.27548810379042,-41.13948291238454,192.32219778858627,36.0849739166119,B,0
None,168.1474089502274,-124.22727471740667,6.010844879050067,200.6460865950956,C,0
Physical,60.99011840994662,-4.799638982467032,-122.23273814509596,-52.82813602681902,A,1
Physical,3.1532889910013804,251.05129653388687,-54.0799684395008,57.53104207779578,A,0
Both,-18.151649990944332,14.491752569482971,-56.60390067467276,23.52432421553628,B,1
Mental,208.9162550647658,145.6370924264124,184.66467438443038,138.27035196615552,B,0
Both,-182.38946419704996,84.5898863000984,82.00749175774665,-125.04822339918931,B,1
Physical,-31.703524368588333,68.483648826578,14.630405892532824,121.0345699288156,A,0
Yes,34.794694548319185,-86.45937073376405,76.86298032855525,244.49628847263418,B,0
Both,-88.38393334834349,115.15432323204575,92.84927469727589,-117.19869296188084,B,1
Physical,53.134721755850045,-139.33935851468104,9.773340206917137,139.69331288007027,E,0
Physical,134.03640212467855,40.741122549451966,139.95022645157306,-155.46089670222918,E,1
Physical,61.69467792245861,-72.131351019245,51.691171759029885,91.97823914935151,E,1
Physical,-65.05438107406982,67.02392636705412,-111.41457466432603,-145.2278682043828,A,0
No,-63.04790536485719,-109.38938494578423,-70.9162541366485,166.39522275703538,D,0
None,-19.828376583239763,-26.61023218501899,-70.73681553922358,-33.667596598126586,C,1
Both,49.353448342252385,42.10053567633947,-38.91894917042943,-21.972940496704744,B,1
Both,13.409213868357355,50.16954188343602,-59.10765104460728,61.83489673154393,B,0
Yes,73.16999010722827,-212.0445109682164,28.613645866311582,-59.91623715806372,B,1
Physical,-82.0734445425463,-203.69246122369154,63.40725062929339,127.81911526117271,C,0
Mental,-126.74987774938793,96.2784330931259,-81.80979023519075,153.5925410653449,B,1
Yes,-36.17443928525477,126.24666877979902,-57.246761084359356,-16.83419597410577,B,1
None,1.2075117417979586,-83.09323378687156,-124.3921300345038,-82.31279578238703,C,1
Both,68.72809141530469,-128.53807828187203,-110.9347323296783,-12.174060592569973,B,1
Yes,84.61197851313933,167.5434942054999,149.02803539561168,124.2165858470399,D,0
Physical,-51.553449666749806,-54.034629203420806,84.02088035934634,11.997490344771759,A,0
No,-17.888610274728688,76.4079290093523,132.46307315758713,-85.68848266714107,A,1
Mental,127.96854552313278,-6.3961129862757,26.667631395489778,-74.76582961245549,A,1
Yes,35.68647358111568,-74.52995642681685,89.02560864437521,118.22438058413734,C,1
Physical,-187.3631391124956,-55.649779217299574,-50.667463542397485,49.851613830563515,C,0
No,37.04343295568418,113.14955066800891,58.82784295220838,-60.97733947622363,A,1
Physical,70.46835570376587,-30.53582544090043,92.14329717249048,25.809915258253525,A,1
No,-61.71793581811017,64.9389459907734,-159.3439976925071,47.426831568369295,B,1
No,85.54431129402327,-66.66882442436032,67.28931313356921,67.86038429481607,C,0
Mental,39.76172560101805,-134.05513474903654,42.417005370028775,-36.64851104019568,C,1
No,-278.00154226415776,-118.51202799780806,97.76125601794719,149.2599286034098,E,0
Physical,-102.78781691535019,217.5951084839518,45.54849417446456,193.64382391666712,D,1
None,18.887206544700753,44.35298358555671,-152.71821495836215,-30.40117976197227,D,0
Physical,98.24459091238282,-40.55327445009391,-22.01673347096785,195.70378562203823,A,1
Yes,-52.21015165002385,50.96298381076465,-212.68765675260846,142.0665533996053,C,0
Both,-10.742587084854717,91.20493604575857,56.0517561092624,-14.88198612728237,C,1
Mental,29.690659261288115,219.7592081563934,69.27675383700945,-68.82954885751408,E,0
Mental,-92.92248667316848,-18.102741859660295,-24.278791822822722,-18.13590554893075,E,1
Yes,30.16383128252648,33.57529977171405,-136.09726119714296,37.65231360115619,E,1
Yes,145.46823831103012,-89.44083751255735,-67.358964225243,11.632812654840066,A,1
Yes,200.5731850297082,12.927478864038525,15.277892306656776,10.538714827230589,A,1
Physical,-53.82574160568525,-34.768368426780896,-53.015319758940116,63.91366509409764,D,1
Physical,-32.998822329303295,-1.2604002622260038,-54.236325780625364,38.21099349282455,A,0
Physical,-47.753683103269914,141.71715261719743,19.46325908006337,18.602504126645673,A,1
None,202.43883291501427,-61.2282411302286,-224.35145244754358,0.14681577848520566,B,1
Physical,-91.31494762290772,83.34806280781358,-34.18469736482008,-0.9358024875115232,D,0
Mental,-70.82771678284017,50.53076246672137,-24.98785418358991,-83.52059409204713,D,0
Yes,-36.245084072684556,-138.52826518165574,-110.487872906493,27.627617121892957,D,0
Mental,57.73154874256326,23.13121834656811,-57.698970866176715,121.755024537053,D,1
Mental,19.11807579882333,-55.471226573807066,28.692554442941965,-17.894687095531655,E,0
No,-16.46381155775949,8.461532465916473,-105.9168805186733,4.079024887347659,A,0
Both,136.07562101199738,37.319280721117835,-112.73097877268545,-54.755020825334,B,1
No,-89.0584884676625,25.398056625407722,83.18064964956592,60.37676032295375,E,0
None,-173.36286251836407,85.00829064029072,24.41208191068812,-0.5751433611695069,B,0
None,72.28024484113537,156.8366983624342,-138.01305881050237,79.19263218734189,B,0
Yes,271.70398672513903,160.85279200129364,-89.44005012926402,74.19042015580003,A,0
Both,82.28948453418128,-22.039971297330602,-13.223052856271519,132.98800170789502,C,1
No,54.24357049889114,211.85845328870937,63.67975569978977,-223.7759664973621,C,1
No,-85.76120327032403,-198.7405875200088,-53.3382476673725,144.09222061753425,D,1
Yes,149.6618555793346,-91.11169495303376,-58.484593291213926,-13.879217257199636,D,0
Both,125.13295251504361,-165.39183702927798,238.30082601559627,297.1072948307282,C,1
Both,28.332702444993917,-151.67357971951714,-102.39344949680458,-166.82199209075986,E,1
Mental,17.278163465314304,-86.44419651137227,57.15631492944517,128.91060945416055,E,1
Mental,-62.002025786001504,-47.92704910014052,70.31518554826117,-1.270860165900337,C,1
Both,34.869093592433494,-161.5751266135979,-75.7003948498576,131.85117410770292,C,0
Physical,-71.9448455651563,-3.49301469267575,-50.638722806367184,-107.51983861517917,C,1
Physical,-18.90744232583276,31.555544238451123,-59.658140412655094,-134.58856395991688,C,1
Physical,36.680404748080846,-118.78378824786138,46.842735234024815,104.41268017531095,B,0
No,83.27198687681165,84.19307102867552,-216.93901886535807,-114.01159969975734,D,0
None,75.11745185420651,-78.41060504420273,70.54785022180013,-11.576349959708677,B,1
Both,-85.48799353999924,116.05110995648309,-160.36412648858123,12.130074748991424,D,1
Both,46.9179639283055,28.72017861582188,-229.07472870470298,39.55669243202091,E,1
Mental,13.40938133465695,57.51442244125787,-126.52159504950356,37.88587358101786,D,0
None,-5.748742730627207,-59.63106326117339,-96.83484285022246,143.95397307936875,B,1
Mental,184.873963735637,-45.98177963262099,112.11132600876171,172.30349905688084,C,0
None,-106.01584930824455,159.58194196426794,169.3842799172893,63.33058834417361,C,0
Mental,133.25146414879973,-134.89302239009612,-64.8297207990187,-33.519294794664624,E,0
Both,-280.7178399898716,-232.17396044580974,-16.74979348096434,-31.61700614045138,B,0
Mental,219.4739165159873,37.7367621730003,76.05581815312428,62.395509916794424,A,0
Yes,-39.16209736818313,42.78491375690386,54.13144294130944,-63.717707094269926,E,1
None,3.5299089674107984,-27.07494797478815,160.8892741479059,63.30267950563033,A,0
Yes,236.68051126472207,-27.8752010379944,-116.03931794434479,-17.21677300310894,C,0
No,-91.97021100002006,3.523789594854724,70.50017506027,-56.14990799346873,B,1
None,-42.037996780394295,-91.22452002863957,-34.63266887006022,-3.201905339408712,A,0
No,106.07676090198103,66.89004848444564,-86.2818606605721,203.27722034185837,A,1
Physical,-138.7620980675238,114.10390496004186,81.83080012003077,39.61429446537926,B,0
None,-111.24083034520062,-75.66250326894665,-31.401620400742004,-39.751765179946844,D,0
None,-117.25132105151725,-24.38304260265094,15.684367547080196,124.0046610156958,B,1
Both,112.81210698791271,0.7642469892375611,-47.097735976109185,-65.3253319677534,D,1
No,30.317347400195267,-84.2906579831573,-57.831590251461215,49.87949579221505,B,1
Mental,91.51207946295888,-58.39271984893875,88.73787530014641,59.794123750712224,B,1
Physical,-85.55880533016968,25.011623332325534,17.47772510486004,84.65055091803487,E,1
None,95.97300477124196,153.39811262409438,-96.75811082933376,13.54459948560612,A,1
Physical,-97.68785981677004,-91.42886252459128,-104.48821629488381,-74.09477208950818,B,0
Mental,-7.4629277619215815,62.61262609610012,-6.338736130219122,36.05077940047312,B,0
Both,-18.262641259116023,-138.53797696581464,24.541058032074844,98.53665432514995,D,0
Both,2.606667370913189,305.108875536934,-105.70734072170103,32.11525151960077,D,0
No,9.610882255023084,-79.29947324430393,-157.46446750723328,165.8113386473982,E,1
Mental,-64.85666874558099,-61.235316727510714,-32.529526038509196,133.87556504198398,C,1
None,9.801519905086732,50.04778569171826,11.730224483035952,-2.3240047098422036,C,0
Both,-138.53284869607123,-104.48386350925915,147.30994548889817,-296.2014419441027,C,1
No,74.74894201843875,1.0232763292755722,93.90556733269274,74.82326471597054,D,0
Physical,-85.04168120217291,-176.9445432149991,-38.84933326504448,10.334168048586392,C,1
Mental,30.214081784534553,166.1049432609868,-71.59615232314958,40.936781809662925,D,1
No,41.69289055455677,-25.329412084057743,90.38621845912722,-2.1037666352225086,E,1
Both,74.42388493970934,-28.666583575568666,82.23610679793202,0.9883804252083886,C,0
Both,-90.59358753156182,165.7860354681259,108.86274576391564,20.693458938016203,D,1
None,82.86391311689354,-56.10424358394408,-26.5103843406813,-84.73603722209498,A,0
Mental,-138.40259525331317,-24.34592366202138,-28.762767279972408,7.263935482260761,A,1
Mental,-2.2204270732605993,32.52023800544053,137.9039366283737,45.0832529342611,A,1
No,-11.720022458806543,104.38357127473114,89.18585849522958,-108.56113664238339,E,1
Mental,-118.53155533754038,-132.66720742942334,98.08777086947876,183.06192321551802,B,1
No,174.38173882826646,-132.45790718945122,-190.65445303701247,-99.57733270404724,A,0
No,21.447553643858353,-113.70261302711798,2.8074468171667437,-106.60907469682084,B,0
None,-60.90998112454824,-36.266938283102164,239.84697888773962,207.14896751029346,B,0
Physical,-159.19725867520197,-69.86357267170752,29.19793563310471,-61.07585944430496,E,1
Mental,3.7839501047892217,-15.496124710827361,-76.00984441792039,49.01109419277843,A,1
No,152.77660558778578,21.689806672347203,-5.800152135028782,-98.19244658080171,E,0
Yes,117.95541789195296,-102.93415906820498,117.65078957875123,-81.24849227357281,E,0
Yes,-4.084942530659315,10.964654498537909,-72.01340835301446,-224.03616587471026,E,0
No,-193.08717938883348,111.94812263447697,-302.2625615797331,155.85241353702816,D,1
Physical,18.48891020137557,-45.380492012795514,45.687258151635426,-172.92122058144582,B,1
Mental,-19.070946607962327,-99.42657387404348,33.288932575354224,24.213011510860806,D,1
None,31.342771750735686,-151.0310958054547,-42.77525592525349,70.5386465424895,C,0
Physical,111.62350762174515,-175.93145838437684,69.25042152663568,-9.282402221467173,C,1
Yes,86.93209075632349,146.09149863875777,3.4522584035821526,-29.405810819539557,C,1
Physical,73.89742428526226,10.620981384641965,124.59453386797676,-59.54104691463134,D,1
Physical,-61.95813871874796,-15.727116987564587,-41.50861219569853,1.4828153559274742,A,0
No,0.7198305972632937,47.30407948548272,-74.02971211847202,-60.720830757332934,A,0
Both,-122.16830887837338,-34.403213873754616,-50.034644190185084,2.692748681988049,D,1
No,166.69670579680573,-62.655715247771305,147.56481107012365,-66.30456819334947,A,0
Yes,91.40001450012062,32.84544365563792,109.51336942870083,57.43863261120246,B,1
Yes,119.19522374405078,-65.30713225784835,-54.157226581150994,48.51565219429547,C,1
None,87.48394700129506,-40.78771002789769,-50.99351884135574,-198.08412385592257,C,1
Both,46.53880552079856,-2.6141248638577292,-12.8844075688574,31.43228013270863,E,1
Mental,88.32679273765486,124.29843204241035,-38.92879713905941,166.8260085828058,D,1
Mental,93.54824874391186,-92.17567613007634,-45.65322441290529,-20.43242707046339,B,1
Both,52.6802233403447,-45.86550225667949,-145.57968551803845,-104.88311907943573,D,0
None,63.58753823587029,122.3461797515444,144.94090572859605,48.128707017237545,C,1
Mental,-29.560502822149566,-256.5910118922404,31.968813001429787,-7.879927346365875,B,0
Physical,-0.7270854968358328,153.7026297181858,-131.0139861214902,-109.66907608356186,B,1
None,71.19095405624024,106.03123369445986,83.0535661095011,-136.48491710150225,C,1
Both,167.45324608595024,-133.33554230560938,-20.814418751124876,133.00355880928367,B,0
