disability,country,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,target
None,US,19.971518610199528,D,C,47.025993456690784,65.35472183557508,47.7734316033916,D,D,E,0
Yes,Germany,25.195761331271544,A,E,56.54568607244388,-17.629453560688237,-83.51003376116562,A,B,B,1
Mental,India,-62.83527238898318,B,E,-221.00548095551997,-7.140093622961816,199.14801600508792,E,C,A,1
No,Mexico,147.40204899350107,B,D,54.217682143315095,-7.229010675596672,-32.78055617491539,B,D,E,1
Yes,India,-208.60166898137535,C,D,23.658280112696772,127.32795070092872,39.0097395400656,C,A,C,0
Mental,India,20.427461821627094,B,B,78.00468012430673,40.18093306178866,8.506341705292012,C,E,E,0
No,US,-90.14715692440902,A,C,-171.72299531920638,317.5444474718492,190.62390564159045,A,E,E,1
None,Mexico,0.06725066463013202,E,C,91.65551638721621,-25.17023136808256,-31.429979888049864,A,A,C,1
Yes,Germany,54.493541795258,B,A,-21.50776229644549,-9.823611788058521,-71.69364048380423,A,C,C,1
No,Other,-54.44709852215218,A,D,-168.92622777841794,-90.015142356026,55.947088406433174,A,B,D,1
Both,Other,130.53596717162432,C,B,-3.214258061001934,-148.88532881062798,-156.2338658929018,D,A,E,1
None,Other,-93.61672008259157,C,B,-36.870816202594334,24.71473939913265,86.73871596801732,C,A,D,0
Mental,Germany,96.22666770745577,A,D,-121.78350748648936,-6.89018234942054,-109.73116430271497,C,A,B,0
None,Mexico,-23.069578917547176,E,D,-119.62806008599698,-95.43613422472255,-88.33107249521873,C,D,A,0
Physical,China,199.6654485005638,A,C,-60.1614717574171,55.24397638839482,-83.7327734815576,C,A,B,0
No,China,0.9056031378353236,E,D,109.08209392271706,-71.53696227533055,63.28565377314852,E,A,B,1
None,Mexico,-100.30819542606373,D,D,-55.34482049785171,129.01560601882943,-54.60343573538188,D,C,D,0
Both,US,34.37609651442032,E,C,-18.659914501843236,-35.75244452569762,155.40247095713485,C,E,B,0
Yes,India,-69.46551538853075,B,E,-49.05724476908664,-69.51875499903507,156.19887560902833,C,D,C,0
Physical,Other,-59.585802789437345,E,A,-38.863831589239375,-108.78758421364807,-116.74634327568221,E,A,B,0
None,India,-5.644232072595867,E,E,-17.67852409466909,-121.4919994893138,-44.40169832377973,B,B,E,1
None,UK,117.28477926181979,D,D,-31.688406072504772,73.01357972591165,-93.3615880326597,A,A,B,0
Both,UK,157.76557468003583,B,E,172.6663514662137,8.927585552960961,193.12436758434032,A,D,C,0
Both,US,46.784340254030695,D,C,-11.037879998658147,-9.193287639920255,-208.9504739522709,B,C,A,0
None,Mexico,33.540843914291344,B,C,33.697585166457024,76.76421803089413,-43.993941533073105,B,C,C,0
No,Brazil,-49.97944599988741,B,B,197.846098453156,-126.09266820974713,-22.941135347813564,B,A,C,1
No,Mexico,154.413769543169,A,A,227.08127499633815,197.03143475017225,90.81691250474506,E,C,B,1
Both,Germany,-167.2114976441929,B,A,41.57224665668447,-103.44226323378405,95.66600149699454,D,C,E,1
Mental,Brazil,-153.32920186402762,C,B,87.80394243986599,115.08815037391689,223.78715911647245,E,D,D,1
Physical,US,19.3273465536975,C,A,-75.298129105265,15.106485393630193,76.64101983587378,E,E,C,0
None,US,-84.73405098301419,C,E,56.08920144106666,-71.14906574662402,-34.282801173383845,D,C,C,0
No,China,170.6276203596401,A,D,50.25687168299431,35.680354581974875,144.00501872458983,A,C,D,0
Mental,Other,-110.41742081036736,D,C,-50.10962518720885,43.495569557485965,13.121337048278619,A,C,B,0
No,Germany,-125.45195037868805,E,A,43.30874053522371,0.3042776196653945,35.771307110151525,C,E,B,1
None,US,9.777092695131241,A,D,-42.970214015720806,-5.5166435008077075,76.4417760209558,B,E,D,1
None,Germany,104.25708029183751,B,A,78.17905593017524,-0.10740517758252932,-44.997656571317435,D,E,E,0
No,India,47.13049473618416,C,E,5.769173880441394,-96.58388836926457,18.014965220248154,B,E,A,0
Physical,US,-101.6024264084121,C,E,-215.4826243489844,-26.27228348016913,-34.36331152398136,B,E,D,0
No,Germany,-47.21062947002728,A,E,27.16914259182297,69.90519369763726,-93.25246491735587,A,B,A,0
None,Other,48.63956672887909,D,A,131.88048318882454,-155.827189522976,-59.02213499682897,B,B,A,0
Both,Other,86.79641231279373,E,A,-40.278096286680736,105.87004313662398,-61.10113297587903,A,C,E,1
No,US,-77.95283809736416,E,E,54.32544781778431,17.686724135693137,-14.963608671915585,A,C,D,1
Yes,UK,-2.6470636037023683,A,B,-102.52091605950042,-161.97480710207836,131.54848514670184,B,B,E,0
Physical,Other,-20.173421298370506,D,B,-139.0627207672716,-2.999822395625734,76.53162299425249,B,A,B,1
None,Brazil,159.47979451647674,D,B,137.97141479056515,22.325103447159105,-48.600866285751515,A,C,E,0
No,Germany,27.22339701361515,A,B,-229.86137582031265,-26.18980304917332,8.406196274657164,B,B,A,0
Both,India,-35.889027600774654,D,C,-125.21351442874482,64.91685334949844,-11.138123618459224,D,A,B,0
Yes,UK,43.12758047960178,D,D,-30.92417778744723,79.46835659845098,71.21339500899563,A,D,A,0
Physical,Other,-73.75414161148713,E,A,-88.23017896285414,-2.687961914168203,16.58083010902611,D,C,B,0
Mental,Germany,88.55234677620724,E,C,37.221567462969205,-17.934796148605148,-59.09536926293985,C,E,D,0
Both,India,63.92688760491821,D,A,57.80483529658807,46.33464133230631,56.15280619254612,B,B,B,1
Physical,Mexico,97.88399005136377,A,B,-43.85036253708831,-83.7772865083136,-15.013268499783658,E,C,C,0
Yes,Mexico,-103.26507005459646,B,D,-48.316778937471526,38.452798020999914,90.99970821846631,C,E,B,1
No,US,-59.54080512891674,A,D,17.78995300279984,73.40854888894509,11.802975266450867,E,A,A,0
No,Other,214.3465307102642,E,D,10.345824088189143,141.97116693571522,107.47614523084673,E,C,A,0
No,Other,-27.34129027326305,E,C,98.07394264097721,-17.031638660880834,-73.16401758356199,B,C,E,1
Mental,China,8.889905738076695,A,A,-13.219589269970426,3.4539204344890257,-126.33739042847749,A,C,D,1
None,China,168.48267925492294,C,E,55.27214509928998,-93.41141808659066,139.3070752392879,D,D,E,0
Physical,India,34.4231110313501,D,E,-71.0137875119366,-115.01738964092868,39.93483485874292,A,A,A,1
Both,Brazil,-18.307816416362257,D,C,69.3875102642826,-49.89982628670714,-32.68777512529608,D,C,C,0
Physical,Brazil,150.44719059221825,D,E,-67.10034607004874,-145.439741451953,69.93519335616989,E,C,C,0
Mental,China,-93.62040406445529,E,D,87.19858947151272,68.07031836937864,-12.778070420655371,B,C,C,0
Both,Germany,294.8450404687184,B,E,-32.56422272166274,-17.137464659979866,1.857460285560189,D,D,C,1
None,Other,-74.83762831892561,C,E,-32.38651916448887,-90.99872878077167,-83.87735176701932,D,B,C,1
Yes,Mexico,-38.29342913516686,B,D,-1.4764781653669368,-154.61588824766608,3.0948062471537465,D,B,E,0
None,Mexico,156.5880112402308,C,A,72.90460605899528,-38.65933617511242,233.56176940421028,A,C,B,0
Mental,India,172.22992391743998,A,C,-82.2639597375293,128.5585417226861,117.70108674517499,E,E,B,0
Yes,Germany,-339.76047394919675,A,C,40.61816585077833,-65.93926830019196,171.37924441488482,B,A,E,0
Physical,India,-97.56686105936753,C,D,-37.171246890588336,99.80244214223534,-35.04533376499436,D,A,D,1
No,India,45.787815139632954,D,B,58.320514311645475,197.95057513780873,92.88397246644455,B,B,A,0
Mental,Brazil,-111.71131416877706,E,A,128.3273652790089,83.60573167725015,-114.18000075545744,B,A,E,1
Physical,UK,92.11165858370049,A,E,-183.3503282595008,-78.73845763309828,145.8109796864397,D,D,E,0
Mental,India,75.19051562124264,E,D,51.62573808368137,-100.38668008021239,77.42282560690532,C,A,B,0
Physical,Other,-5.830679253958767,E,C,-8.67392304698556,175.491073210685,161.54563092525146,D,B,D,1
No,Germany,-4.852563210178123,C,D,69.03754987676223,122.89651309960439,-88.819247237557,D,A,C,1
None,Brazil,-44.61422498263974,C,B,-182.17297675776166,-76.42814907377232,-258.66927945739235,C,C,C,0
Both,China,-16.554032595521917,E,D,39.61861017069964,94.5108923717861,-147.61743800819008,D,E,D,1
Physical,UK,150.5234435092272,B,B,-22.39448541218638,-10.248908028326886,-128.82969026291337,A,A,C,1
Yes,Other,2.7911211404022183,D,B,-100.43053699982198,251.6570278623723,114.5977706812245,B,B,C,1
Mental,Other,-108.43688836079595,A,A,-40.660379181440106,-28.106779750804893,-39.59092422473924,C,C,D,0
Yes,India,114.56579469643162,D,D,-42.66356555892118,-6.40459101621923,207.86458741010043,A,E,B,0
Physical,Other,-118.98301158388787,D,E,-160.3393239145797,-36.66280740594822,-118.4907655495767,C,D,E,0
Physical,US,110.85087428614486,D,E,-21.218836836494738,-148.743001663235,-297.297324840091,C,D,A,1
No,UK,-5.53799152151651,E,B,59.94334537314398,56.83649827152968,15.274204652424055,A,A,B,1
None,China,-127.15712091491278,B,E,115.33142626896571,89.53155887637651,129.7568662289982,B,C,A,1
Yes,India,-20.04313594288697,D,B,-51.08519478764827,12.730741991673849,4.902301807265321,D,B,D,1
Physical,India,50.85936462475548,E,E,244.14559406231632,-177.77975546057084,218.14420721123477,B,D,B,0
Both,China,83.3691307735843,B,C,3.912745563304481,57.31312763944521,154.6657113522408,B,D,B,1
Physical,China,98.93103680703337,E,B,115.45589417822251,40.0088520112597,27.527091165129015,A,E,D,0
None,US,78.21276306555266,E,B,-33.99260540665614,75.08681837181082,-67.6976556038399,C,E,D,1
None,UK,-68.89155375619224,E,D,162.96355068816334,-35.37287425045832,91.87097092546736,B,A,A,1
None,UK,-127.74463533078662,A,D,-112.56559468302837,-74.11989371145054,-127.34717130451587,E,D,E,1
Yes,Other,10.527893189019593,E,D,181.00812314725806,-78.54258740473593,117.4034927760408,E,E,D,1
Yes,UK,91.11136351138916,C,B,-124.2245293655588,40.990687166916885,12.364434854164202,C,B,A,0
Both,China,-187.1118321093335,C,B,56.8291058974088,138.0458074485433,48.10391860560644,C,D,A,0
No,Germany,-185.76969563851452,E,A,68.33949478571976,-142.47248193398676,-108.6169583293759,D,A,C,0
Both,Other,21.822669459386294,A,A,57.42648379654176,-97.0697931987295,-59.44942446932212,C,E,B,1
None,Other,82.44401794311167,E,B,-16.797162981238152,-108.36635098926104,-6.762228245752939,C,D,A,0
Physical,Other,184.924733672238,E,E,-63.472294482725,11.701863893617338,37.340335338509064,D,B,A,1
Both,Germany,-175.62870926808333,D,A,-34.35835914180844,122.70851503625391,-102.02655401097225,A,D,E,0
No,Other,-2.549181267005826,E,A,-38.78142663627918,98.26009969052244,-54.37050631682805,B,E,B,1
Physical,India,136.01267073650538,E,C,-64.62260815290148,-190.1337288993643,48.8955020195805,A,C,E,1
No,Other,56.850370105061664,C,A,-103.05079368140152,-30.754641413445743,100.793314423767,B,B,B,1
Both,UK,42.19304433466446,B,E,15.05715937429718,105.3408458555426,-114.22728470399935,B,E,E,1
Mental,China,46.53762988213695,A,B,-172.8368201740155,42.017539782927294,24.03454332840815,A,D,A,1
None,Other,-25.603397454969475,A,B,-136.78090199725438,-13.546704416404665,220.57334726776486,C,E,B,0
Physical,UK,31.591336831327798,B,D,158.7590082580271,-36.68538227664854,-61.79911127238824,E,B,D,1
None,Mexico,159.54159210256697,D,A,-113.56005351807319,-203.2900933550982,34.40360657527403,A,A,A,0
None,Other,-4.2994925964887045,B,A,108.53089006382038,48.67095563369647,-47.47525410099045,D,B,C,1
Mental,Brazil,-187.94472664621614,D,C,-97.56349069802125,-61.63373584100865,-16.03388556871086,D,C,A,0
Mental,Other,-20.20867520424679,C,C,22.723888406006886,-55.51273173926003,47.24157345322212,B,D,B,1
Mental,India,21.937354273954195,B,E,-64.38467714109395,76.91149008701646,143.84772322588753,E,C,C,1
Mental,China,40.56816291224672,C,C,-64.92337103681804,-8.821558982373467,4.1216781314538675,B,C,C,1
None,China,60.17528995189663,D,D,-49.13326832127622,69.19243716771754,-51.5028633429372,B,C,C,1
None,Mexico,100.99708462608416,D,A,98.34710808147487,-73.25689315626236,76.30867390140804,A,D,C,1
Mental,Brazil,11.278616743291831,A,B,-26.776317609011656,-18.852584686392966,166.04399448537333,D,C,C,1
No,Mexico,-13.85587861567023,A,E,-86.22691077268837,-7.982438874521913,50.998594908954786,A,D,A,0
Physical,India,-98.83353787403132,D,B,-89.29150229149036,-112.58833579747672,-34.70256941379753,A,A,C,0
Mental,Other,157.02991957474663,A,D,-43.29200258166464,-199.82466264472413,-58.75206721750834,C,C,D,1
Both,US,-32.95742010061565,B,D,114.78145312811074,-102.99471365537924,-15.539461300661056,E,B,D,1
No,Mexico,81.04204680664552,A,D,-32.04519415564503,-199.3869474454881,-45.46677319882978,C,A,C,1
None,US,-68.33185631716236,E,E,-19.2781903055336,-58.10216291349008,-164.0134848457771,C,D,A,1
Yes,US,62.93099013455424,A,B,-197.43203591592166,-190.27223260831485,-1.4199302289628692,E,B,E,0
Physical,Germany,154.6712276083475,A,B,132.1513817227099,-29.279124946886636,106.75629033765095,C,D,C,0
No,UK,-93.16285755799892,E,A,55.10400345316017,71.051789095845,195.53900105884165,E,D,B,1
Yes,India,2.8942946520829858,C,E,146.9882017720436,-71.03438344069532,112.46180522472218,B,A,C,0
Both,Brazil,130.18881503953295,E,E,-60.3015549946342,92.92085822156253,-104.88170466945816,D,E,C,0
Physical,Mexico,5.268482698680758,A,B,-17.232469073087273,-188.34950139605638,48.8582935695848,E,D,A,0
Physical,Mexico,-39.71937800425893,B,B,-103.83531422613328,23.155197049904693,-41.10867788355593,D,E,D,1
Physical,UK,-69.46457174823574,A,A,37.19146529863958,-9.412212128073115,-162.75219071420494,A,A,B,1
Mental,Other,-5.4880672305631455,B,A,-112.73470369570305,110.92500197904212,55.61447687521741,D,B,E,1
None,UK,146.47625667217292,C,D,57.35652979119913,97.8005183935515,152.7829605786016,E,B,B,0
Physical,Mexico,71.00720093844338,B,B,24.736955673653146,184.89729536881958,84.06340402313083,B,C,D,1
Physical,US,-115.65116011120055,E,B,38.22240314368661,-45.2303760273073,75.9246189427304,C,D,C,1
Mental,UK,-200.7405267158986,D,A,-13.907807123345838,57.64083560042595,-48.16047157284002,C,B,D,0
Yes,Other,73.91138359676157,C,C,-74.89899737765909,23.10610454764297,-171.65925025744892,B,C,B,1
No,India,88.673958158266,D,B,-22.093626816649657,-180.18245136598603,-43.44147510114673,E,A,B,0
Physical,Other,-20.954383157347607,E,B,-128.22476588172233,84.08572362154602,-164.8292725189927,D,C,B,0
Both,China,-45.549413186446316,E,A,-1.8802413656671377,-39.967996271762175,198.6648305795415,B,E,A,1
Both,Mexico,69.18855584993044,B,E,162.08813482357252,35.48335567128301,-58.38229873592059,E,E,B,0
Mental,Brazil,75.03150693117067,D,A,79.5166951004088,-23.438055478163474,-10.959857017288055,A,D,A,0
No,US,16.900618463082946,D,E,114.35793601775326,116.78948061762628,-57.79917534780583,B,A,A,0
No,India,101.96743489343251,E,C,5.220443842274068,33.786259935069474,189.66373226924946,E,A,D,1
Mental,US,-63.78304182016091,D,C,-196.7223031628144,133.9222123397684,246.18708309727063,B,C,E,0
Physical,India,-56.095843109703225,D,B,2.155208996274682,22.717001084890942,31.20905207739449,A,A,E,1
Yes,Germany,-38.767375826969555,D,E,-54.24261303271509,-116.00020627570314,-112.8394549429949,B,B,D,1
No,China,-112.57832158419347,B,D,83.93361029919059,37.58001754558543,3.7493838000626627,C,A,A,1
Physical,UK,-145.9818966348791,C,D,76.72203581621149,55.57011874264354,68.22050544394223,C,B,A,0
Both,Other,52.221367540333574,E,C,-215.36453801541094,-62.13808991315809,-155.09774919751965,A,D,B,1
Mental,Germany,181.66688593526743,D,D,-88.27246004263209,-53.64869515458876,-24.656319545691563,E,C,B,1
None,Germany,-4.527898178989574,C,C,11.548462076534841,-8.075411992121257,-73.60659308387798,C,B,D,1
Yes,Brazil,43.67351179904478,E,A,42.22372854291479,-56.997969841708695,-8.341920401610416,D,A,B,0
Yes,Other,88.95559468289453,E,C,-145.78380166805835,-247.53149274045722,-108.1991167935232,E,E,A,1
None,India,-121.95709966775439,E,E,-148.6376060967627,30.694358173618664,-155.70073311529833,B,A,D,0
Both,India,-196.15183037618834,D,B,-131.747398958841,-148.85081312846842,-95.83381146165316,D,C,D,0
Mental,US,-26.307584035073234,D,D,139.69854397332307,-101.01382014230735,72.68807778100364,E,B,A,1
Mental,Germany,-30.39772224829729,D,B,106.11573699236561,139.7141149342917,189.81419330909748,A,B,D,1
Yes,Brazil,104.77946476294082,A,D,108.22777439563099,132.21781412319194,140.28564293196584,D,B,E,0
Mental,US,-76.03257130458537,D,A,7.579970839797114,-123.15106406525769,16.26696644699515,B,D,C,1
Mental,Other,23.34156380478965,B,B,-12.966664160263349,-186.44258365035597,57.867549844012046,D,D,D,0
Physical,Mexico,70.51030003401492,A,D,-47.04332226420297,232.40501293136043,38.40305420910062,B,A,D,0
Yes,Other,90.41627383876312,B,C,-75.64807453002325,34.97855289886252,61.13057834694919,A,D,D,1
Physical,UK,-146.42329145816439,C,B,131.5399580738379,-55.41797230178845,-52.06421682886977,A,C,D,1
Both,Mexico,-136.61993031589802,E,B,87.9273849151286,17.350448472635076,-8.533932261035524,E,B,C,1
Mental,India,178.61797581565875,A,A,49.61170291776967,186.37228541727126,33.476747972228985,B,B,B,0
None,Germany,-5.880232348392055,C,A,-57.73906338750169,39.21233923443666,-156.4603338171039,D,E,E,0
None,US,15.020238757691166,E,E,-226.36761866670417,169.33978060308291,-151.4740486533927,A,E,A,1
Yes,US,14.520993779477662,A,C,-45.618100165882694,-109.82054381672097,-120.24723056822842,D,D,E,1
Mental,India,74.63224882595443,A,A,-38.98911846742122,89.97941216257892,12.675693931778397,C,C,C,1
Physical,India,-94.99455413472862,D,C,64.04158532869683,-10.536379430259677,-88.44287701538026,B,A,B,0
Yes,Brazil,-40.23824601264395,B,C,-57.07434318692436,14.038539734743837,55.90825878064969,B,E,B,1
Yes,Brazil,219.48017923522244,E,B,-45.76045773279851,-255.00166096241608,-76.02768511220533,B,D,D,1
Yes,UK,50.99372691255657,A,B,132.72927707973358,-143.2185599102702,-6.523193961593806,A,D,E,1
No,India,131.55445122616686,E,E,-43.38377230029348,76.85826172845623,52.80709260256036,A,E,E,1
Both,Mexico,-61.52607243217396,E,D,-26.489126873219636,296.25066062617213,138.35777435280622,E,C,D,1
Mental,UK,84.62778425363025,E,B,58.85647980633302,82.23970041586831,68.33386530866608,B,C,E,1
Mental,Other,-159.1964180397265,A,C,-71.95176642055084,-33.16935462982898,-80.39955682777733,A,B,B,1
None,UK,-16.943800920259587,C,D,-12.775448572182505,11.409736251311235,-82.38899007349397,B,A,C,0
Mental,US,-89.20585229688702,B,D,97.87381691618052,-37.08648542085996,-134.43436181799166,B,D,D,0
None,UK,-58.63088301731736,E,C,-190.5612304859754,-7.30250369635031,-61.27474303047045,C,A,C,1
Mental,Other,1.6432599878556984,A,B,-21.383469034720388,-21.247255591092465,5.881392844992264,C,E,A,1
Both,India,89.7943075655169,B,E,15.399645761915723,85.74059426400704,-39.31202367868847,A,C,E,1
Physical,China,-36.08294399910654,D,A,-43.12420520448482,-174.47959136855857,28.753787525459856,C,B,C,0
Both,Other,-120.82929903783864,A,A,-113.45217144129136,-84.03787654581055,156.5280947843683,A,E,C,0
Physical,Brazil,15.023715230608364,A,B,143.97425208435587,31.275489405789614,23.070112507430945,C,C,A,1
Physical,Germany,-49.47890526030184,E,B,73.3310142997089,17.609522714828977,68.84181791989967,D,C,E,1
Physical,China,189.01764036874548,A,A,-89.7027472458992,-83.61574416740916,1.133245532496256,C,A,C,1
Physical,China,-109.66654977906363,D,E,-174.9774615015263,14.949118351706483,31.139738762713627,A,D,B,1
Mental,India,247.7626119641047,D,A,130.86183282537434,-169.73953170688412,-89.50576067209354,C,B,D,0
Physical,Other,-53.50281359037896,E,B,192.56263096967723,86.56690578149683,96.37298500007608,E,E,E,1
No,Brazil,3.056311991087323,B,C,95.25395295663628,-24.34679780147871,-74.69964575456159,B,B,C,0
None,US,-140.8339515653825,C,C,-197.2126380730656,-104.20595940574331,35.842720913189105,B,E,D,0
Yes,Other,117.36302586715577,C,C,68.03229584562422,-91.55400267475429,-125.60691473189536,B,C,B,0
Both,Brazil,-48.53787364077725,E,C,51.10150090429648,-63.13912012562982,-38.773890834147274,B,D,D,1
Physical,Other,78.9911326316883,E,B,-180.95744426183848,41.65231700924862,-15.645441053389003,B,D,B,0
No,Germany,-153.53714138624807,D,A,-49.755601976173864,88.58944506159014,110.3127236151736,A,E,B,1
No,UK,228.44234770320614,E,A,-29.255879041163617,-15.943720634419375,-277.4764567482863,C,C,D,1
Yes,US,-167.11254851915038,B,E,-69.14199679694184,102.84009349651768,84.11203264543674,E,C,D,1
Yes,Germany,136.52921052752254,D,D,13.465611005770608,-124.58500991152393,21.3426914306426,E,A,E,1
Mental,Germany,-77.88806165175862,E,E,-219.8334304341044,-58.67112922655158,162.61126269046332,A,E,B,1
Mental,UK,2.8837469307154646,D,C,25.278586670745106,-160.49580746602993,-20.604810291377152,A,D,A,0
Both,Mexico,-104.74598378554943,D,D,136.6993596262531,90.51426634144323,-68.02857871597993,B,B,D,0
No,Germany,-63.46007899207491,D,C,-147.82716303134862,-118.6521709260185,28.636585005214087,D,A,B,0
None,China,104.57965268980531,C,D,-140.4233714913791,-103.64692372384643,161.97313163068833,B,E,D,1
Mental,US,95.49865929011189,B,E,121.28650348697043,124.79194516418013,-13.934717014760395,A,B,D,1
No,Other,0.3308849757220967,C,A,193.71277952944953,-128.65751072166688,133.9865727514836,B,B,A,1
Yes,UK,42.310693912740135,D,C,48.31888939904393,11.650618203832124,-208.79435135007563,A,C,A,0
Physical,Other,-99.64251118708601,C,B,55.72583408593768,34.485604725695325,189.4862351802199,A,E,B,1
Yes,Mexico,82.21975935813535,C,A,-10.620309519722017,-31.433255028372447,-14.971691798789594,A,A,D,1
None,UK,199.90918510030193,D,A,100.72093709093188,-246.4283079967981,-12.438952202849615,B,A,D,0
None,US,46.057891866947514,E,B,13.399611025761137,-16.00562778866409,-127.08429101227236,D,E,E,0
Mental,UK,-98.17260550136325,E,C,33.33944107482992,0.9412656581750118,111.87837018194386,E,E,D,0
Both,Brazil,-180.0135175245878,D,A,-192.4510848738712,-97.91744547707444,-69.57984354662578,A,B,B,1
Physical,Mexico,30.900500107400674,A,B,150.13667302342827,-37.32693565728912,-61.632010725210975,B,D,D,1
Both,Brazil,-69.80246032703299,B,E,40.681835282422604,-193.76897430098833,-88.04681911709055,A,D,E,1
No,Germany,32.27367635881038,E,E,139.43692056316465,30.99347041138313,93.61935111841021,C,B,D,1
Physical,Brazil,18.939899627104868,E,B,236.44275386704967,32.54755081229992,130.34397360754843,D,A,E,0
No,Brazil,48.64555692974446,B,B,90.70187778647337,-78.55896766600377,-56.328621005027145,C,D,E,0
Physical,US,-43.81130052612816,B,B,18.84215207821748,-148.48580461475575,-76.39641612977724,E,C,A,0
Yes,US,133.2440043156849,E,C,95.64634064534192,71.39591571052658,-61.20998870458809,E,D,B,1
No,UK,9.395325362149814,E,C,20.238573731433036,30.708677520296497,84.03566327412796,E,C,C,1
Mental,Mexico,-7.644602416226731,E,C,68.36317932030349,180.7763228872526,1.7263761689017614,E,D,C,1
Both,Other,-23.364915815793097,A,A,-34.50063567874899,-75.80495173897856,127.0894610959963,C,C,A,0
No,China,31.262906862826668,C,E,-175.90618071659597,-4.935240170241684,-118.55254667669254,D,C,C,1
Mental,India,102.07038548560601,D,C,-65.2106560047349,-106.98978514175843,71.50620824841369,B,A,D,0
Both,Mexico,-93.48237083966475,B,B,-136.76245358466562,-40.39261413921501,89.9984095121691,D,E,A,1
Mental,UK,27.254199664489953,A,A,-8.682666706809126,115.73223533306407,-35.36259693539101,B,A,A,0
Yes,UK,46.10155135048316,A,E,58.81285068277411,-8.509902385090678,-14.62747505066492,E,A,A,0
Yes,India,112.63978729473169,D,C,8.049322260731392,-159.64207447347462,110.48006563520234,C,B,A,1
Mental,Germany,-57.33503320838056,D,C,-61.43599605414142,-29.534467459906903,-44.900475465988045,E,A,D,0
None,US,-8.833238456674772,A,A,-58.06796235624285,-104.09558220307589,-6.71647269239989,E,C,A,0
None,UK,-58.326584705361675,B,D,100.32019154490155,51.761987217117586,-57.642552304498,A,D,C,0
Mental,UK,49.85639224150359,D,E,-283.07503203320874,145.63344259995404,-61.56821344673947,A,B,C,0
Mental,US,28.135172896665477,E,B,55.80918554571041,10.073151446392439,-120.86852421159288,A,A,B,0
Yes,India,113.49216665071309,D,A,-18.021032028294368,-132.35733459683766,-0.19094641389892014,C,C,D,0
No,Mexico,-44.488681088395,D,C,79.75761827529894,5.048032050752322,114.67562833538514,B,D,C,0
None,India,89.11466214728111,E,E,145.4528400061922,-127.92719763103999,122.14158479029305,E,C,A,0
No,India,73.1319757037088,A,C,-87.42047455184169,-13.298054964185086,-87.5876125515123,B,C,D,1
Mental,US,-253.4380127489817,A,D,-163.2133290177832,74.14357965368251,18.89280842305307,E,D,C,0
None,China,-50.95454570341774,C,C,-6.923135957575628,-21.799996790247768,-59.94032250616566,D,A,E,1
None,UK,-4.479818022709026,C,B,-141.58083249744442,22.309299189371078,-120.9270076740214,C,A,D,1
No,UK,51.38304633791873,C,E,-228.23679380818365,-11.631602158960387,-207.60530794286458,A,C,B,0
No,India,-55.12917885550818,B,C,64.04139031920273,124.14509302158687,-29.977473151048855,C,E,A,1
Yes,Mexico,-259.38092901456173,D,A,126.00761074998496,94.5107300601521,-65.14550250925198,A,D,A,0
Physical,Mexico,50.759361675945655,A,D,-6.86510441955483,237.2800405355036,-55.21459801347493,E,C,A,0
Both,US,113.47123064772293,E,B,-35.314704157075575,257.5014822786338,16.03029076526637,E,C,D,1
No,Brazil,-94.53949368765838,D,C,-61.2900634670657,-175.14981280505853,163.16235012321917,C,C,C,1
Yes,Other,174.66752499695076,C,B,73.43540788542619,-55.23864070847372,120.7022154204964,C,D,A,0
Both,India,-12.779250263351388,A,D,7.71334550193382,45.05748044167529,-73.80399337578916,A,C,A,0
Mental,Mexico,-172.64875791310936,E,C,14.798395742591863,-69.14125562994742,49.984517593025885,C,A,E,0
None,Mexico,2.9428193817998505,C,C,-39.49940862372275,-64.60122597673121,-58.86183827964232,C,D,E,0
Yes,UK,-60.82464375726474,D,D,-13.066063727864721,94.27427926426023,-70.12862050571029,E,B,D,1
Yes,Other,115.80071963990359,D,C,-137.2884688295683,65.58033979298727,-224.6397988637415,A,C,D,0
Yes,Germany,146.54590638263397,E,D,-11.6437531186315,-129.57856849458594,-4.5426613475381785,C,A,E,0
Both,India,-67.41018364190136,D,E,-110.14012247530987,73.96397553179489,2.2935813481725766,C,E,E,0
No,Mexico,162.22411220237524,E,E,-55.032471439991056,72.79831148646902,-100.93230024736235,D,D,E,1
Mental,UK,79.24743209727588,C,B,41.04966401106192,122.33242929823686,-20.5189046554997,E,C,E,0
None,UK,41.82918468745935,E,B,-52.352677634950304,83.1884150506985,-86.5325329137068,D,A,B,0
No,Mexico,-25.132058552128573,A,A,-36.57758077055991,86.44437604333703,24.104992900495827,C,A,B,0
Yes,Mexico,165.71498155608003,D,E,85.0585344007993,108.36549850148833,-83.81905419621351,C,C,E,0
Yes,India,41.1461918266207,A,B,73.52710651583372,138.52512993683277,194.2199206216522,E,B,C,0
Yes,Other,-83.20602961372917,C,D,151.43625163929642,-30.95660574567675,164.3386591111307,B,D,B,0
None,US,-96.58731275712236,B,D,-52.427517009553306,-92.18634205205026,-71.75163694566953,E,B,C,0
No,UK,155.69147775296352,E,E,-164.14640038527017,-4.05491580221867,-108.43168014699845,D,C,D,1
None,Mexico,85.71889398675032,A,B,-23.129323482395016,143.21290508469104,-76.13810346797231,E,B,B,1
None,China,54.91243298024805,A,B,-47.11128162791079,-78.85392640106427,-141.51421298993134,A,D,D,0
