Race,civil_status,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,target
Hispanic,Married,113.13881831053467,A,A,-53.10074963189354,-197.5830800869224,-92.71334339068734,D,45.56859880962337,B,88.83890397955876,105.10572821706738,D,-60.9154230380064,-68.99224234841776,0
Hispanic,Widowed,170.85083347196382,E,C,-45.46792883466424,11.204335248186018,-39.6373663872918,A,134.37865720967744,D,112.1702135700271,42.119416223957,B,103.56123959124474,-45.13681891146321,1
Black,Divorced,-2.7908315483887773,D,C,100.95335568059429,-51.98316841626093,-51.93831087382246,B,-76.67850375731702,C,14.78394099939491,-215.53017074646604,D,-87.78271075531372,11.552340127953713,0
Hispanic,Married,-18.25886345201789,E,D,57.60996445332661,-41.24180120236095,4.839357499293741,A,117.65152517871269,B,6.072412645606305,-156.75910523554626,A,-81.720145993317,-10.746803641106213,1
Black,Single,-49.56698285452023,A,E,106.82103474668642,22.778089986702458,85.17057496125175,A,-158.20497379630154,C,103.35809041216768,-106.65667575773561,B,196.4235482511357,96.68930820019055,0
Other,Married,-163.66989222642894,D,D,60.60974815725487,30.564838969537504,-17.454695879959637,C,74.21828457787434,E,176.80685280154157,40.77262789789361,E,-95.86486840227194,-142.56726085179258,0
White,Single,-49.1864475818763,E,B,115.74951229189298,-142.5399955995774,-0.4416244082827728,B,17.671651759351306,D,14.998869898974887,70.71906590346842,E,26.80010605996196,46.92898110761275,1
Asian,Widowed,-53.165301671804656,A,A,-16.94475046711582,54.58535838370433,-10.137408990662767,E,33.596801269743594,E,15.666459784351746,-107.39011682956277,E,-21.282311239233728,-49.24920446419529,0
Hispanic,Single,38.49470988910719,A,D,188.20635710183544,-13.97177615459835,10.371039178438602,D,-219.74834820105235,C,-53.607017679575705,108.05696119835046,E,-42.70421898777441,41.28011481033838,1
Other,Divorced,-11.98655013306481,A,E,-87.5123128210939,90.36094840154222,-66.10888770156977,B,-152.80481076967718,B,-0.6786802265678741,79.31623219532608,C,0.41206610342753025,21.11274519086707,0
African American,Single,55.34254076768027,C,E,13.615955430896854,-122.29433722754767,73.50140874983792,A,-185.87671226846928,D,-95.76633661853052,9.549654166132747,A,160.56431958419296,89.89658466211372,0
White,Single,39.705822929643354,D,E,148.77657423039338,-44.61505170966802,-37.1945731840947,C,-103.49862460049056,E,288.3912278131794,-17.06204893336692,A,-115.02820110599497,-151.89862416254488,0
Black,Widowed,99.87016763517641,C,C,99.09330661624008,25.69609370701319,-51.61210158006138,B,36.57268234204007,E,-91.46724809920713,198.61485931093722,D,126.28208386994737,-49.69909505510822,1
Black,Married,3.7813181757791554,A,A,-178.22814825479045,-187.6913676470616,-193.09586620314283,E,56.840696308306214,C,35.05178705071632,3.013710478257435,E,-125.12689349695837,-58.81199793775587,0
Hispanic,Single,-265.44906402630494,D,B,67.18680223477391,-180.30300262098083,67.33137722358192,B,16.931427674533346,A,90.96171920682255,-14.361794593427268,D,-25.440389460976043,-8.432772148961327,1
White,Divorced,-42.16861367920763,D,A,22.288779184542257,57.837924112426464,65.39994120411535,A,25.638921097802186,A,222.0657526526507,-64.15960944303501,D,-82.7357237707607,-14.595100457893182,0
Asian,Married,98.24610414140213,B,E,24.214761155526514,236.22310516058582,-26.98697784369549,D,42.18184006595089,C,115.84374704933562,36.69438937048962,E,256.7764546601853,69.6505117609477,1
Hispanic,Married,-67.52573389451737,E,B,-58.86023277726908,22.034802952390937,236.1040826949243,C,182.56863360271495,D,25.724383794947503,102.13713240236946,E,165.30380966354085,-20.598127856586828,1
White,Divorced,-55.44627096701904,D,B,-65.84033529410705,-51.605574588380264,112.00285819394476,B,-66.60963314483274,D,196.30027827560542,-159.4522771192211,C,-173.76477177920867,33.76709635265,1
Asian,Divorced,158.4441187358316,B,A,142.6727062758347,34.61418130506183,-16.052681594518837,A,30.245396954168125,A,-107.8647993262423,17.86185675548571,C,147.37975766429295,-152.0475098628391,0
Hispanic,Single,-58.01475210246076,C,E,-47.662853608644575,-51.181584919309806,15.722859448106895,C,77.5091947491321,C,30.962960907935553,-4.874139486646378,D,72.52529792928816,69.7602032225101,1
Other,Single,150.46342907709112,E,D,6.0963187141632496,-61.78950301235844,162.43313921180973,A,-173.22452948088193,C,-201.32077587670798,7.752436832587301,A,-94.06044597145453,-121.9657988991449,1
Other,Single,-102.20893486195075,B,B,29.961005034161538,24.887102460841042,27.6259326682205,B,70.84746942495597,C,143.53120220939607,-61.544092421888216,E,-154.7390440234618,-185.27496371468868,1
Hispanic,Divorced,290.31676528735153,E,B,-56.708990822246705,231.6640640633242,-124.15432640104089,D,-2.577967650295218,C,-88.37018585897064,-32.40403690912527,A,-16.25558512975437,185.70295329557428,1
Hispanic,Single,89.89731112065338,C,B,67.63346775689921,24.820595485051662,-48.54972952391485,D,-94.25394376733331,B,-109.96122060445693,40.733655706986546,D,-6.629088457303071,-28.524051910726328,1
Other,Divorced,-28.181973283354683,D,B,203.9540987302089,-45.90773540463526,-26.57295113069299,A,67.90500500341172,C,218.40826189982897,-50.46744428171422,D,156.42710453582484,147.6090118195107,1
Hispanic,Single,-21.53590924198883,B,A,-89.35979888679543,-141.36516802409486,37.60931594508726,A,102.59798083292384,B,-201.62139591611793,38.78707019963856,E,24.161633165508967,25.179784938722545,0
Asian,Single,24.95806463483446,E,D,-39.034233749029895,63.52090408290664,-10.334631710720046,D,57.29957287252252,A,36.6968740420516,-87.12350722918471,D,135.91421775556262,60.07128817626266,1
Black,Married,47.66075235115835,A,D,-209.8400399127413,2.19681810432108,84.4239730069832,C,-6.837482375636494,E,-21.88285970942819,1.1747448358327959,E,-20.80797389521983,117.71200719632074,1
Hispanic,Married,84.84557218909083,E,D,-16.192019303861063,189.21546644707473,-92.0529975761224,C,-144.58675743253832,C,-59.67964985840991,5.6656641616898975,C,58.08459023344196,-19.66737309015824,1
African American,Divorced,89.63480586862431,C,E,-51.393041824718864,-54.7618058573693,39.070290867427794,A,40.71213637205168,C,-28.667187192996675,103.75281117797945,C,73.5164295693559,-10.741623781891615,1
Other,Single,190.26556719370888,A,B,-131.9471374917161,-36.419911843171306,-63.282044268750916,B,-11.69631039763063,A,-6.010064871172642,-50.94575620267794,B,-70.88674901458646,2.866296260715142,1
Asian,Single,-49.73369073836814,D,C,-22.83864226454792,113.592935923915,-54.98670772034355,E,29.973020535151733,C,-95.62356850646759,-40.5546713427951,E,-48.868674450805614,-26.082734093196404,1
Black,Single,-115.41663098176926,E,B,117.27564986129858,1.0397943339668971,53.86226894818248,D,136.396905035545,A,-190.6077608557321,-69.49095761945354,C,5.454791284625459,111.4878780051474,0
Asian,Single,-83.65453927975378,E,C,62.49396030786936,23.145083728237815,-383.51643928697064,C,5.866436375664363,D,-118.80131876150124,-49.555068467782746,B,-84.08921152255738,20.427808955118337,0
Hispanic,Widowed,-194.92894710365326,D,A,-52.42652869247395,129.94784526776493,-60.2249812052565,E,63.89664772706855,E,-10.368100583285754,172.6368003136946,D,-154.53465493571574,209.93628765238194,0
Other,Divorced,-87.61190786373338,D,B,-8.529617880894154,16.124499382491926,193.92184376440503,A,227.92004850310863,C,-88.98114081323469,-4.304085807801481,B,-49.63067348826007,-156.24977508079374,0
White,Divorced,18.68303586082852,D,A,-32.24818277235044,-105.55976718668593,-91.92393898445232,A,82.64378427964205,B,26.088782172477227,203.44124307537177,A,25.99696573580162,-37.56441402786916,0
Black,Married,-97.0263666906033,C,A,-95.94468421884284,-39.13144894739467,233.88532905323189,E,-40.059961666996415,C,101.22936850987696,-135.05277767974727,E,-152.47267628695286,48.59830809730979,0
Other,Single,86.30676696322276,C,A,-52.16406630151512,-124.87785407701814,1.1163830362564937,D,143.7756924704383,A,76.89313664524104,-71.39699345231523,B,197.16271628183918,57.31487570606444,0
Asian,Married,77.9298051279865,E,A,21.44602495921536,60.42319227803726,-12.54965194300935,D,19.769839088940415,E,33.56784359794462,-77.26712633349831,C,0.3846267716456221,-82.46291386122732,1
Hispanic,Single,94.42414610747055,D,A,38.497697301811066,72.632860078022,5.922619067877718,B,1.052580551805512,E,-76.74965274317299,-24.249893002425587,D,-30.756692944212467,157.4948744990119,1
Hispanic,Divorced,-90.52873100431623,C,A,181.21156332162118,187.3137561946656,42.63112456702941,D,-129.208621037525,C,-157.75970119660082,16.967937828608882,A,-22.00461412034915,-7.315912745438498,1
Asian,Single,15.717784495490012,A,A,147.3602240266257,21.8977419747948,-29.64938062585403,E,-76.08237019741533,C,-80.40785173145525,34.34492398876269,E,-112.29133855122669,-90.0338079692132,1
Hispanic,Married,-51.26049917755975,A,A,-194.47811443276458,-52.38886435933675,-27.166647026780577,A,38.142758349355425,B,79.29309209271302,24.622624077222714,D,48.06481147563071,7.4017401927185285,1
African American,Single,-72.5827823514922,D,D,48.92137449495322,-99.85712373904313,16.848097758085665,C,-134.65328936288628,C,200.90880407719897,28.917363050471955,E,68.56169957068298,-43.75316544656972,1
Hispanic,Divorced,-15.406040944238677,D,A,-11.070244938784617,-137.90162672108875,35.816819610512475,C,230.35712046680868,C,-138.98602860823772,109.74292173315582,A,-171.75993045978805,-118.07957680564405,1
Black,Widowed,-53.78925746238416,A,B,-129.9345572322391,-39.43781314307289,107.53997346798106,B,-28.612996937032015,A,36.146156383655395,-119.0000584818794,D,-90.09624551239985,83.49019637603871,0
Black,Married,-97.34213666329342,A,A,-163.02309155500276,-66.80183634656683,-184.29854266260625,D,-54.73575644940857,C,3.31845089465658,192.0030884782254,C,-113.79244961796111,75.41109857106609,1
Hispanic,Divorced,166.79297738439172,E,A,-150.06211342599164,88.83264738795606,2.1045610399640466,D,-31.857504211999192,B,-81.06602093160001,-10.423372845003797,A,-137.94535610876062,94.73919201401972,1
Other,Single,134.32759803313652,A,B,4.501031206870111,58.356752232192946,-32.62542402652823,E,85.58525692273076,E,-83.59968053984285,-28.64176171939283,B,-107.26573710857248,-109.11994380189336,1
White,Widowed,-116.21751320907383,D,B,-32.31066485988065,-182.68369832541958,51.16116417202468,E,17.839094620819857,D,119.61516870475708,10.75377354622008,C,31.401203194525763,-16.1168193663591,1
White,Married,-218.09112170798016,C,A,83.11369478701262,-64.59089987057686,-57.28621109194597,B,6.515347609298233,B,-6.091724039983601,87.90638848531758,D,193.0247483736131,5.02781772958406,0
African American,Married,-131.73177145982083,B,E,32.223318793515126,-49.92202974674982,279.55764089562433,D,46.273827770023054,D,-1.9380460972541738,-87.98185636986136,B,23.885918350480903,214.56891549973244,1
Black,Divorced,-92.43152670365099,A,A,-91.77760237286677,53.53113240522204,12.83845721968918,B,-155.89617710939999,D,47.72021598575282,170.85000093154778,E,97.80036316053844,-39.975277629870895,0
Hispanic,Divorced,-56.43433962701603,C,E,90.87342318709462,-140.47560234642032,-57.15464466395499,A,-28.188135861271896,D,102.0017626833218,98.31575492334346,E,12.734050225736116,53.22193217885235,1
Hispanic,Married,125.2916032979644,C,C,103.2857907623522,-3.349253655549754,3.8095200333058092,D,41.54939964120447,E,-88.85602012430151,-26.160404779163677,D,-60.783637968001024,64.32229770726046,1
White,Divorced,-64.50775463716634,E,E,129.27351368933427,-120.74538387463957,58.31759047041456,A,-49.770048679307244,A,-104.69301908975959,-148.80664975393321,B,-129.32003843623318,-168.35623546136972,1
African American,Widowed,-16.319995595971903,A,B,71.61843998245455,-43.762696353160266,-40.478827207101034,E,233.17133519757317,A,5.82406070524895,115.34879816608252,D,134.1622380432876,-55.10402742818846,0
Asian,Single,-99.49049172878598,B,D,242.26655009572116,-18.855096288383173,-102.98246943850717,B,65.47683398573805,E,180.53574000672484,86.79455079034226,C,7.451015159407191,16.526694537354967,1
Black,Married,37.53382596690204,A,B,161.8780494105635,-35.894866125986375,-79.29294267826559,B,48.991815521333514,D,17.863467290732654,58.6582846730049,C,-58.846225655428306,35.98459179030578,0
Black,Widowed,87.52621015655022,A,B,-35.6943787326759,-41.05914457881509,-139.12606842241675,C,109.87222833004154,B,-27.372025924762806,-40.05218926524772,B,-54.31400936026263,-27.232454411109767,0
White,Married,-162.83203938819727,D,D,-102.0074369391551,107.39587664958721,-128.7132668534008,A,3.7738413093193306,A,6.1157224345962415,43.72459141678981,B,87.23276279542776,28.133856440886145,1
African American,Single,83.39818900075132,C,A,-63.08009767358953,-62.84992212821212,-96.97398871893486,E,-38.61163981573157,B,-13.457039763350892,10.14684369752116,D,-28.14436840727807,32.50489846779967,0
Hispanic,Married,-62.443718727375,A,D,44.88382481556969,-88.62548150082654,-112.67632719991695,C,-20.473555246221203,B,-172.96916772524386,-75.50338993666827,E,-140.63741182745187,-75.83558898834106,1
White,Widowed,-201.4265250173935,E,B,-38.59906099842971,72.61998574215983,66.48142523368828,C,-269.9105692924431,C,-33.03512236353803,-145.6484424101137,E,-143.15184545857844,40.13178522299417,0
Other,Married,-26.310486007479366,D,B,63.018755239906156,124.94557289948808,-137.31314767467273,A,58.07344100938342,C,28.185705806908025,-38.32943497594147,E,-59.73154121795549,-90.84987003725085,1
White,Single,150.8560684948699,D,E,-205.2966248140284,-30.029142952189915,12.036766307261146,C,-81.36622375636607,A,36.28971335349681,-31.774429811106753,A,141.25445104189365,122.75994364007315,0
White,Single,-61.92094443078443,C,A,-107.60209460215509,-18.273946026945097,6.8178746910882815,D,4.665233576116075,A,101.4868917627721,-87.10373046739946,B,-7.165525305427287,-72.31116515868857,0
Other,Divorced,-108.98902695744475,B,B,38.839219935944755,7.541078213432866,-84.5183274329597,B,-35.16326491750354,A,-41.222578095986215,-11.965905739175493,D,-97.86481292820467,107.26767801265329,0
African American,Single,94.99311663526943,C,E,37.5016001875949,-85.25395026183142,211.26861707244817,E,145.3920685832048,C,-85.67553533553803,-73.52253771597486,A,220.1649225891617,-27.835809789538207,1
African American,Single,-20.23022024978702,D,A,-138.9616240911239,123.67793878347955,205.7318584099172,D,151.14643822141093,E,19.615653617947267,42.18976385301719,D,184.7709450378896,-20.32257228366055,0
Asian,Divorced,-99.59288761708301,A,A,54.56732419852205,-52.448377565911784,104.59064858057954,E,-57.19195095654928,C,49.69391022576646,17.88023081363278,D,153.158526960951,-79.47367469179859,1
Asian,Widowed,-78.8100749340868,C,E,-92.60335316580466,-36.00108301224335,56.97519919657288,C,20.750889940139324,B,-64.59211880787444,264.07526521145456,B,27.162973978682043,27.36215700869756,1
Other,Married,-108.41870429960616,A,E,-129.36908651380364,41.72595582415421,-2.27643480621905,E,64.40892576114634,E,-140.23614885835286,48.80387360826363,E,149.2299725348561,43.43234495258232,1
Other,Divorced,-20.019443998506265,E,C,56.78736274121184,9.66309237455789,1.439993427611364,C,193.16810024855153,D,-88.4800687898347,-34.052348556944416,D,5.524094641894247,-79.48721937099332,0
Other,Single,251.65753927050503,C,A,-78.0263300533405,-95.48484104682763,2.3755954606150596,C,-98.19701038553579,C,131.01043902179143,170.4727974610085,C,2.792993834972789,148.73225252707155,1
White,Divorced,18.42638713165177,E,A,-169.1879003994805,-194.8595559892337,-2.6617027033607856,A,-39.36326423449692,A,167.16579851404342,45.22587651249504,C,-8.029359061140125,63.10115749568972,0
White,Married,55.24214295404646,A,E,-126.77724884734229,-175.11514422509865,-39.79426946300366,C,29.02604204446746,B,118.37933699895511,-94.94007493583688,B,-28.4956449156017,-124.93343103917324,0
Hispanic,Married,-69.93614345286757,D,E,52.74089684290107,102.97181647752952,119.73862185271787,C,111.76899038304573,A,9.989986170582327,227.71148594819488,E,6.500843435391706,-92.73870932108326,0
Black,Divorced,-42.180991338320325,D,E,-78.52037279783804,19.59345007246183,65.01557633725147,E,36.11199981239439,C,-102.90848496534082,2.841873292728219,E,-9.96480046962407,-111.71856513277292,1
White,Widowed,68.75287562570648,E,A,-57.85091031971541,-109.0038857764136,-245.8937374393436,C,-116.18742721716555,A,11.088741809133044,-64.73832280161986,B,144.2167375116584,127.62823941141536,0
African American,Widowed,-40.38500556306161,E,C,21.32120909448506,-16.805359649464247,72.26791653314217,B,-45.58130127741598,D,29.883689571822416,-131.03472147956975,A,106.53896526529584,178.83671278339463,0
African American,Single,-22.630691808257243,B,C,-0.9583482737183981,-68.32978508453704,40.332336871960266,A,24.51073072240796,E,-46.99650554432007,116.10553062559697,E,92.90549896175399,-98.54341631377753,1
Other,Divorced,24.090380346373756,C,B,74.88785101431765,-46.1922420132716,-234.19789579339732,B,-42.5310976166603,D,181.43590961474047,7.862644192095089,B,-69.47074888378673,65.59153428721874,1
Other,Divorced,106.17217697482828,B,A,-114.93588314151792,61.337044539718356,-81.7454974470753,E,129.3028791126635,B,132.06979915782142,46.87718893622719,E,54.810887175966094,110.4426585520957,1
Other,Widowed,51.5903423436551,E,C,-57.9696442047772,-37.84407305673298,-23.440129374109098,A,98.92264047374302,D,217.23067233574923,47.234522339763366,D,-56.151463558370075,67.08366428711628,1
Black,Single,77.03207355530336,D,C,48.823252179411355,-96.99012347972236,82.40476307262763,B,-107.39783823335745,A,46.05411510527838,-225.78905068929842,B,-108.05440607613765,-18.006681071264993,1
Hispanic,Widowed,119.15549727186291,E,E,60.83694839285404,-67.3845452197489,21.18297125962241,E,135.62791616882046,B,-56.311124216411876,-0.9772250667223793,D,-56.76638251785968,-13.581965043678117,1
White,Widowed,187.95508362756732,C,B,-161.95315137565015,-46.59214127442269,253.81138176009452,A,-158.5880889066948,C,103.26309974979613,-86.7298750843286,B,48.366595271764695,46.73500413693906,0
White,Widowed,-39.90602987334735,E,C,-54.091354912655234,-5.165559294665336,160.90636142614446,C,165.30413790459576,A,82.571393046578,-63.30445290007833,C,-90.37604492732095,72.20071546096091,1
Asian,Single,19.888324893282018,E,B,-279.25210355308184,-284.2815283392799,-12.323638936112351,A,-144.8748395345113,A,-44.46107719685129,-12.594184169818526,D,-32.670847346128944,37.766816320003365,1
Hispanic,Single,-50.86923672392618,C,B,138.21262003315917,2.474067712211605,-13.363668304553874,A,38.29377111139783,C,-109.47568638951357,-62.48577315232466,A,31.2508792238126,60.20243031499015,0
White,Divorced,-52.24015002608362,A,E,167.1470747024014,187.96535556237083,-34.41199184705531,C,-47.155520964565966,E,65.70097249755523,76.7406721797431,E,44.93699592843824,11.413682391775046,0
Black,Divorced,95.25806090410185,C,E,118.93240772650024,-53.754401837463476,9.930603772532603,D,207.8129091746677,E,-46.21634862134595,-52.8822463356019,D,72.2491903059655,-29.93002795760547,1
Black,Divorced,-21.842271740520506,D,B,-73.49616932936655,-60.71587042511266,-49.03629849638047,E,-135.08712343660585,C,6.989322467790084,97.86562696519337,B,65.4179126560671,-164.7164915018419,1
White,Single,-135.41733595067498,D,E,-37.86375912269321,137.27604992328895,-41.95748298513145,A,20.101063403105517,C,90.01638686407739,-27.203316516411302,D,-112.23755647152223,130.95937834091876,0
Other,Single,-61.77919415553752,C,C,-53.230690306936665,-32.649293802258214,-180.84535705246287,A,27.331176471635427,C,-140.98262880594712,1.518098275230089,D,76.0771278407186,-127.03714636330419,1
Black,Single,-29.655206762050028,A,C,-1.016243274605947,-36.747946224859575,13.729090874148586,D,-169.4131400134571,D,-18.880646031716317,159.3162801391278,A,-64.70811637174613,-35.51545875593817,1
Black,Widowed,-218.90455176564473,E,E,-121.91005671983667,-118.2067381423738,39.00256979114759,A,28.234647272072287,E,64.64385800653015,-70.53479872069921,B,-20.345375602103196,77.4422668921888,1
Asian,Married,43.15403229113826,E,E,-61.73921912119149,21.977785983978094,72.81009965765749,C,-6.819416610593892,A,7.805016381290758,38.032991703408854,E,71.00721520804537,107.78793412142369,0
Hispanic,Divorced,191.50131704305238,C,B,-86.04829872107244,2.0045506851787325,-89.79153969882664,D,17.172527685027134,C,42.28379955480559,-40.45209693854689,C,53.61731631184674,-3.292392924813504,1
Hispanic,Divorced,75.17906608074773,D,A,91.13217966760607,83.5982113575236,85.11173632692437,C,211.1162687165606,B,62.49650679306855,-51.893080230664246,D,68.32429926005402,114.73064435973794,1
Asian,Married,-50.9760506335054,D,B,74.8933440254618,87.27327212930808,18.78646712331761,D,107.15932096340211,D,-178.85209442783597,-43.14924352579398,E,-5.905500022772559,100.7294761380025,0
Hispanic,Married,58.798101255236986,C,B,-159.94291004039496,187.09762625776966,83.58812472340861,B,31.36352195609764,D,48.0935375646602,15.391995095535757,D,88.20668515855698,-14.071759217700288,0
Hispanic,Widowed,-67.71801614775616,E,C,6.708856510921053,-16.738420511493533,-24.055625691122255,C,-33.408362052392974,B,70.67202405268456,-16.60990714667882,C,-97.79583781593935,16.7414256214356,0
White,Divorced,-51.871713218844704,E,B,-105.71922626023067,71.56860424994426,136.43340606066965,B,111.7205507289168,A,-97.04412018916852,114.32478801859696,D,-53.40846496745394,117.70978071876321,0
Black,Widowed,-82.79918453785558,E,B,-99.06262166594223,-133.10641972078108,36.63546537529208,D,35.25073546722745,A,60.83748253697956,193.16288274983904,E,-82.01719663765876,-9.330716140102027,1
Asian,Single,-120.08717001347928,C,A,85.09016444577452,95.8695991637213,104.95942780010796,B,13.430978104153143,B,-131.3963201063904,107.78021252036095,C,147.1608577506835,105.99508372767052,1
Other,Single,-52.91811304909084,A,C,-40.273864394197865,-101.42540378832973,118.14845320729992,B,-1.6518836088755606,B,-44.02096974241024,-19.905184744270095,A,-122.04123884389075,-77.3264008247189,0
Other,Married,99.67907641057344,B,B,-62.2246574489942,26.765385808396182,-128.07773759760988,D,-3.3950894901075017,C,-142.08922270992537,-95.6471408753391,D,-10.924509219389646,42.05047353706128,0
Other,Married,-136.01094396978425,B,C,87.566863310704,-95.2079378985158,57.08589190346889,D,34.24657351346455,D,177.1003864932112,-21.53011340609852,E,112.9792481359124,-72.20320167230967,1
African American,Married,25.073472460147272,C,A,-119.39550661179656,46.86806987722631,118.30661242573149,B,78.00319717280243,D,103.50942587679721,67.01703525933777,E,-77.10559945164306,104.67800249143346,1
Asian,Divorced,-28.99075745565854,D,D,40.79166725291962,-117.81675932007141,122.78609896672674,A,-8.990257426460422,A,241.34368056850627,79.98548121165943,B,38.56190047402856,15.80629786824376,0
African American,Divorced,167.7188413101714,D,C,-28.521254427651677,74.49651419353559,21.772218927861264,D,32.44980977266256,B,-119.92502421270557,147.87434177342357,B,-20.404672599572073,61.83549200809123,0
Hispanic,Married,22.995690230959536,E,D,82.20630715203616,-2.4397314347450196,171.40033341249077,D,-128.35888701861253,B,-136.76082137811588,-84.62803108640365,C,34.81200293552202,161.432580304195,0
Other,Widowed,-7.986534955559417,E,D,52.04355521265286,-10.34827099848405,-106.43924015534544,E,-76.99582230487162,D,32.673692259138626,-20.440870280025603,E,77.54455504237777,53.12404700857116,0
Other,Widowed,44.014796512137764,C,D,-112.82677459192467,34.440122414215416,-5.386191548431023,E,-49.486425450771186,B,92.61606839545902,129.8133204739969,B,-71.85968877255098,-45.81708794753273,0
African American,Single,61.35704852999911,B,A,104.86916129253869,28.20026004554758,24.631534748978616,B,-83.11966918832925,C,7.240710121469647,99.11098083299625,D,118.78235275530275,-167.58704467552113,1
Black,Divorced,-20.481760335039397,A,E,-231.39026544007635,311.3256788868961,34.22601744242449,C,224.49697584141828,A,25.761689636241364,-187.50808022011395,C,-17.576638093755506,-17.151173074764124,0
Black,Divorced,95.19857916314139,C,C,10.649637719522186,53.974722578688585,98.36983359102011,B,185.61636892287692,C,2.0539178588707476,40.726113102309895,E,2.5562702935491344,175.33483417502484,1
Hispanic,Divorced,-143.88982442143126,A,A,30.98113297791622,121.65804725302385,-216.13138523479583,C,-46.53365210250836,A,-80.50063133134007,114.61016448993607,A,-59.857946980109766,-83.39500856881187,1
White,Single,207.90562872364876,D,B,49.18776741962893,150.3745591479158,61.689508686994785,A,-109.75236183398638,D,119.27088154602517,69.25271763903858,E,152.7940223557962,-56.69403925595737,0
Asian,Widowed,78.34489321968981,D,B,71.26361032876221,111.55527177348914,147.72931335835807,D,-42.02298948703311,E,-8.560156684514727,-128.07232143026076,E,53.18062411622775,-2.4972343205708754,0
Black,Divorced,-89.8010482180075,B,B,-54.623094452777885,-134.2900866946953,-46.95685584357056,B,46.008235103949225,C,-46.29947802809225,163.33127917855333,E,84.35614815783401,43.5593701328811,1
Asian,Single,-87.31041035375262,B,D,157.05465191930563,34.004553752953726,-49.274452283540924,B,-44.18295813500039,D,-227.5017063089095,33.80978916662535,C,58.8976685217287,-70.24485425879465,0
African American,Widowed,25.966586072857073,D,A,-15.80386790908205,-65.88982429802908,5.114142887462306,E,-55.624790768272966,D,19.578530938905498,-86.14479275179575,A,281.4571959366683,-70.30048629144284,0
African American,Divorced,240.63844882487894,C,C,-53.963856679248835,-67.69740020523984,-87.71229485850364,B,-47.27520215522496,D,-236.91721420033068,-144.61268263121596,B,87.78778835515676,37.68812003642423,1
White,Widowed,38.78857221135334,A,D,-13.319370846453571,157.83146098076898,15.207799514190173,D,-186.29295973769155,E,-71.92891528357605,-100.480703619177,A,100.28171242858281,-22.86889503606479,0
Other,Widowed,-79.1689170956933,C,C,11.949873499745442,124.4585610599893,87.78072057337137,C,123.83231869966782,B,229.12954527191906,9.467073009724217,C,-71.9846618045423,-182.52339281736838,0
Other,Married,-109.07102100334018,A,C,27.894749312831475,40.85164234090546,140.7578794948077,C,197.83254688199887,E,84.4141393578645,88.53432420346353,D,-21.22538187380044,41.6358578114843,0
White,Divorced,-34.53915003991091,E,B,49.591855594510875,136.5438582791342,-33.464985343260935,A,-12.49566952907912,A,17.720794658600997,-4.279609100399464,A,34.03397285813281,-148.75440522612544,1
African American,Widowed,29.411953594855948,B,B,-42.141679388645386,-21.06511130085212,-205.19936529283416,C,-220.7113760878947,E,71.34180340908755,-9.705248762054895,B,16.339319125795445,71.93378555300532,1
African American,Single,-41.9078693315749,B,E,35.70983077838682,-58.68732367427665,40.30219054277245,B,66.28295246996112,E,141.45582045318199,54.005329634619805,C,66.9794759199885,14.588642577172298,1
Black,Single,21.485477933065805,B,E,-8.657850244373245,2.724919756429279,-54.60061727855632,A,22.716250147436565,D,-68.41656747202993,127.59636918009525,D,-200.6017495503238,-176.49372251871222,0
Other,Divorced,17.27454449506708,D,C,110.28507372134872,-82.92118970672286,112.72041017630785,E,130.7251687065431,E,-235.1171906328269,40.130885081234254,B,142.8565533073577,-96.42113992135836,0
African American,Single,87.43296586526719,A,E,-227.8347462334635,17.94623589113892,-154.2647860097189,A,-7.060921744553402,D,173.95806003013618,-24.0104187679477,B,-42.67451544760515,-9.314891048312726,1
White,Married,12.691030148339113,A,E,-67.8085660129643,19.017439568357883,105.86166856482144,B,-18.27369644449092,A,-63.91150495386672,114.19128686123886,C,74.60327369552317,76.17982228538787,1
White,Single,-61.31176740637581,B,E,-57.08545697856163,-7.3681871378339165,36.1632888369627,C,-69.71412609426476,A,-200.13074089407453,136.00568754246441,A,32.51107765019106,2.7807270448008037,0
White,Widowed,28.662976669293,E,B,95.00674869124907,136.82162603958653,-152.3986572343061,D,-115.8645748449297,B,-63.533081686727314,24.00316698786207,E,-70.19290121258015,64.12746460236734,0
Asian,Widowed,94.73106962635929,B,C,79.5718428899405,59.75011621033788,101.25191620778232,D,-67.0327260020486,A,-140.95265782589087,-71.53869283343151,B,37.598349752748135,89.0990773266841,0
Black,Divorced,30.04926138132199,B,C,55.638030142561334,-19.815551309727628,25.65571176069129,B,-66.74105401703626,E,201.24204782445108,-31.99698431740576,A,-63.95161964011989,32.78939705718733,1
African American,Married,-49.378634398871746,E,A,83.85824187574322,67.41618117136758,114.8951694136727,C,41.15756463725591,E,9.82877287252275,-95.45165465007388,E,105.99024798385841,159.6258806166499,1
Other,Widowed,-33.44197296170312,B,D,-84.26173591589313,64.35835246993,35.69780265174092,E,52.7163126630699,C,-75.35332360114715,21.60608686399951,A,-84.06161194229436,-53.36305154267814,0
Hispanic,Single,138.27522741323554,E,B,-50.75208511451182,20.329415791232556,-64.5695607598072,C,8.251098400756968,D,-4.370884816721709,20.580216123840703,B,-4.285363247510158,123.16988519381007,1
