handicap,country,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,target
Physical,Germany,-8.75875672251841,A,E,39.60907561225533,A,104.08793962288183,D,B,-93.5301738789047,82.19835257117332,-77.85624636145792,E,-70.74359778467351,D,B,1
Both,US,-54.693110876933794,B,A,174.57154810305096,E,-110.05887766085087,E,B,-6.179029669956818,41.11279471248474,140.93963290190374,E,211.79577941327307,B,D,0
None,Mexico,-48.80523242321371,D,A,-75.53666472945785,D,-107.72543600959796,B,E,-138.02626839821696,20.246566660201694,-131.81966441292096,E,98.18094128623497,A,C,1
None,UK,-51.76473566111394,D,E,266.8307804858466,A,68.14477258502849,D,C,139.1320863654117,126.40978641609631,23.623591468784024,A,-9.622967470717672,E,A,0
Yes,Other,227.66211367243397,D,C,62.26287347218376,B,-16.22271079800578,A,D,175.09407163056656,28.41425207244235,-200.22577284671468,E,25.057847772732146,D,C,0
None,US,-61.49487032984653,D,C,1.9664324677010545,E,-4.27307115243847,D,E,138.11584691258724,2.9942831462505417,28.403824028288927,B,65.39772288889311,C,B,0
Mental,India,195.4493579009318,E,D,93.95224440113155,A,48.61063396834842,C,C,-94.82965105164996,71.43442545782615,34.944788433314685,C,-94.9718110760426,A,E,0
None,UK,-84.13857689662765,E,B,-53.52997854433289,A,24.94320897713747,D,D,-47.53529736895882,-84.80806743533725,-94.04408858805955,B,-15.682187033150589,D,C,0
No,India,-107.89605271547342,B,A,32.6906418131667,B,-31.61175715733785,E,A,-86.69636716120168,101.66262652499415,-182.48629655392205,A,-1.8666533817789468,A,A,1
Yes,Brazil,40.22034771204362,D,C,-183.14453789121637,A,-96.19508346022756,C,D,14.955652566180412,78.1158841465655,-92.87325656379363,B,-115.94788616308345,C,D,1
Both,India,22.376712562570415,D,C,-51.817960259538964,E,156.11640094837333,E,E,-40.005243004352444,-0.9180726860658958,234.23006071064236,B,-92.43525562809882,C,B,0
No,Brazil,-131.5009636296834,E,A,112.39879883417723,A,-125.03437456378424,C,C,-14.941107389978306,-25.949905322163026,137.19011068108088,D,29.53293246319428,D,C,0
No,China,-9.245918196465745,E,B,1.0784310308361842,D,137.01481576277106,A,C,-265.39965299229146,-19.610534171355184,46.41175106094597,D,78.74626436919623,C,E,1
Both,UK,-175.05155198266294,E,B,-115.86424265433462,B,52.33239980416581,D,A,-102.78396494786475,-89.93083787588864,-60.57635559955435,D,-154.98457841632677,A,A,1
Mental,China,-189.50197316112096,B,D,-108.94974708882647,D,-100.31231702531413,A,E,22.432346534891952,80.30969141166898,102.76419977507723,B,68.41837401518879,B,A,1
Both,India,-115.96594329490163,A,D,-21.333580566466303,B,79.87494184185371,B,D,96.79983790395855,89.11961675375302,-131.04021563235688,A,-78.28180420788748,C,D,0
Mental,Brazil,-103.0411533281708,C,B,30.709722787761812,E,30.012000777394704,E,D,-228.79852421454788,-142.04137376509362,41.336876810958536,B,-164.7679395021247,A,A,1
Physical,Other,-79.15917232682497,C,D,94.91139610140992,A,-43.978385785179015,B,B,-136.4126571197191,-68.83945257996903,26.09054111504597,A,-119.46456746557006,D,E,0
Physical,US,-27.707778817774148,B,E,80.37357132742467,B,-59.573926300725354,E,B,-52.11226912025164,-48.56707169297597,-33.22421852786658,C,69.870373085629,D,C,1
Physical,Other,-85.39385532719884,B,C,5.873806749996938,C,-16.69835777492273,D,C,-14.727205393314438,-83.80969552691458,-48.70367874112954,B,102.27154337835111,D,E,0
Yes,Mexico,98.21687464500253,A,A,-167.42291002362774,A,49.998773150205835,A,D,-109.02301742662115,-119.91269911160461,105.67205956208366,E,-125.89935751844668,A,D,0
Physical,Mexico,-147.18688617780174,A,D,92.31831163472056,A,29.606045177006894,B,E,-55.45651779422018,-207.50854099377028,41.26579546352786,D,14.338565993664593,E,C,0
None,Other,-164.88906507857152,B,D,9.915368197270887,A,91.87327667698096,E,B,-201.31353141981015,93.86869495408544,-223.6287228672671,D,257.7916314296206,B,B,0
Yes,US,46.55120028501384,B,A,-74.6689313414911,D,85.34625179499643,C,D,-83.93460856721883,41.35146560261729,-98.95368439668655,A,-115.36002762256223,D,C,1
Both,US,110.2687455619245,C,D,41.941212526257125,D,-27.643609921756617,E,C,71.93013034371481,39.27471899318261,-66.17103156138494,A,190.83606082521936,C,B,1
Yes,India,100.05866944098247,D,B,-35.63870013133363,B,-100.58652611797305,C,D,-161.2587874881699,286.76046915663346,-76.11262087063542,C,234.29232448282792,E,D,1
Yes,China,-1.6252505077547774,D,B,137.66905666846733,B,54.989575353062584,D,B,-105.40055967655155,-56.79706636371969,-70.71142701446715,B,-68.3031038851003,C,C,0
Both,Mexico,-44.03819828900855,E,E,-50.580001507671724,E,-210.42864044960683,A,D,-109.47490032105259,82.38967477771504,6.219767063316845,B,-53.01008185100583,D,E,1
No,US,-83.62722116244677,C,C,-70.71884255531539,C,-80.71709550730739,B,C,-100.84415960176891,145.8720964607719,41.636856092538515,A,-50.51932056620958,D,C,0
Mental,India,92.11810259080636,B,E,-47.28865322938701,A,-125.83714553573502,B,B,-72.62982258400731,20.00919017347636,-242.41608429674812,C,-126.12041074456879,B,A,0
None,US,-86.35418660025384,C,C,-62.8451534691641,D,98.47702003053847,E,B,47.198676270104315,-37.06121000483929,-38.12514926716088,E,-183.22512539458475,C,D,0
No,US,124.12587241369455,A,B,138.0623338356161,E,178.67994019506563,E,B,56.05341808538631,101.06889342326338,57.08146375291392,D,9.065476263835267,E,E,1
No,US,157.29443852212296,D,E,-123.3387879687018,C,50.494382125049654,E,D,23.95537564162958,-2.1339287969083487,77.66895401281829,C,32.49321657424681,B,D,0
Mental,Brazil,-19.635415021577955,E,B,14.582259052665512,A,11.133973702913135,C,C,-90.28436891634261,-8.825106633919745,-205.13569267188277,B,153.6078910663465,E,B,0
Yes,Brazil,14.222961273332901,A,E,39.008957861617795,D,221.5005543598313,A,D,-57.02109501731329,-67.80670084193832,-108.96480904591041,E,28.05426468070759,A,B,1
None,China,67.39609137108656,B,A,-195.00759082952177,B,17.942578169778162,A,C,-135.0965832671917,3.6603161383312695,-41.8618317894131,A,80.20499219162129,C,D,0
No,India,-86.45583708755672,C,E,-20.212716149038904,A,154.6237452513082,B,E,-60.924225100623154,191.11566372526144,-13.511207905793142,C,-9.195961982993692,C,C,0
Yes,US,93.35106303399724,C,B,130.50557362492972,D,60.257692623871264,A,A,21.449264655686584,-33.74589402575296,59.055695006252016,E,12.665022225919026,D,D,0
No,India,225.55843629727897,A,E,-17.29958983552135,B,-176.44202104494414,C,A,-18.411858590448443,82.57250359472788,-102.55768689438078,B,-99.25647017994436,E,E,0
Mental,Germany,182.61771885678567,A,B,17.754136897746747,D,-37.5868117770899,D,D,-38.19433036986899,170.2038267207279,84.90267498826812,B,-36.136555168953244,C,A,1
No,China,73.47726800431205,A,D,81.52647458020294,C,-136.736250631849,E,B,122.45780302875731,-37.23892717403612,-97.78501903770196,A,63.10073668160425,A,E,0
None,India,-89.39803610928016,C,B,88.74671700372066,A,-14.723110737354956,D,D,53.65754337362332,-68.5033115116307,84.93666279107627,D,-221.05106033239355,B,E,1
Both,China,-199.0272004874305,C,C,-37.911534473509924,A,-75.2634295048938,A,D,-47.27979734213495,-68.24754367829013,20.23074019990134,C,145.16709137201653,B,D,0
Mental,Germany,44.030611242419795,A,D,-127.99828015602625,C,105.9765901577669,D,D,-99.15613964304131,76.8393800070722,-144.74460831143548,D,-33.72403613048544,B,B,0
Physical,Other,29.399688591478583,A,B,-86.19358686371153,A,45.27039079069794,B,E,-106.03004582804311,145.96514013651316,-127.30140515204455,A,-74.53070665794034,B,A,1
Mental,India,86.3619652996772,D,B,-145.54480799447646,D,-82.81888144148922,B,A,-44.161907109324176,7.256440703638006,-103.90619895294857,A,-114.56292569462738,C,C,1
Mental,China,-64.77146159084143,D,C,197.8087008959523,E,20.400301053837207,E,B,-59.26489867098515,33.90745472156514,-1.43009606496474,E,-0.7673568181446296,E,A,1
Physical,Mexico,8.99616081478195,A,D,-11.469752609288028,E,181.42500906898394,D,C,-117.22815438302028,113.5896441101718,-78.21902099348347,A,86.29305069606575,E,B,0
Yes,US,164.45560193184627,A,C,-61.29608922043742,D,-65.72274088706122,C,B,104.060082363501,-182.03867944849824,-76.6269107305527,D,-62.70651894186995,A,B,0
No,Brazil,151.71441879289443,D,D,83.91703354642611,E,34.034430186261275,E,E,-48.072410202886935,7.003401469024564,105.56138790547432,D,73.20825867078076,C,D,0
None,Other,62.33400838440553,C,E,70.84329418678561,B,-92.50331613057601,E,B,-151.01423288351305,15.707379338784252,-26.084249706899946,C,-86.03744690253873,E,D,1
No,China,4.009614916132807,A,E,123.92619250715691,B,-155.08300771735966,C,A,-140.95546568237364,108.98939677594922,44.08909976385891,D,-144.20334429553716,B,A,1
No,US,-96.43387511571092,C,C,18.966577744703482,C,-45.632974975739224,B,A,92.77195045097794,37.78696207118764,-14.612620852501893,B,110.98217001812245,A,A,0
Physical,UK,-20.7066533045551,E,A,-92.851601603903,A,46.28971005486879,E,A,98.71507683068383,-78.50149229128888,-25.80762300577523,D,76.85416017151216,B,A,1
Yes,Germany,111.73419947090999,B,A,55.44529682846064,E,34.49648581165712,C,B,40.93297272403877,-16.24475847352421,32.7614797546782,D,-92.20627566890082,B,D,1
Mental,Germany,14.627582731235897,C,C,127.60748903707362,E,26.132362819126715,D,D,107.11035033438796,-164.09473886364626,23.092063841031997,E,3.401860060741836,E,C,0
Physical,India,-313.6992613949099,E,B,-61.414599392729244,C,-57.775469703493464,A,E,-26.289841468714236,40.246243688580755,-130.19221608264792,E,-0.5889749930014838,A,D,1
Both,Other,-141.9979290053031,D,B,-125.85458914230139,E,-87.79181681202371,D,D,4.064681686981218,4.663494271795137,-126.07510156251888,E,-26.06699130287891,C,D,1
None,China,-83.32914173376096,D,E,-19.666633929269192,D,104.26836432500146,A,D,116.60696585892991,1.9756071527515537,-36.12362150624737,B,56.673499192111265,B,C,0
None,Germany,-18.83856862021514,E,C,-137.4296319776833,E,-15.808854414534771,C,E,-139.17066854017892,186.9835726869779,-84.72040832222191,C,102.51462442399983,B,D,0
Both,UK,-32.85236287411753,E,C,82.94155263754736,D,-36.26808514844474,C,C,53.80513562839512,-54.27298019527018,-58.37574570465692,C,-40.01889436661821,E,E,0
Physical,UK,13.975485175151467,C,A,-11.885715588351909,B,9.963421683556472,A,E,-72.49800956463213,30.102895833679682,15.91868726768912,B,-175.61212218547598,D,A,0
No,China,-59.431016510530554,E,D,14.047821485477266,E,122.31118590891177,C,E,-129.55271720860915,24.783973309963056,199.3504483955963,A,31.242037979202703,A,B,1
Yes,Mexico,175.7161225732015,E,C,-82.8797738761528,E,-27.560373281793787,E,A,-34.285192615985885,20.17626677533393,-1.751771119465486,C,56.85628296159203,C,A,0
Physical,Mexico,58.10051619145048,A,C,-21.598702786050627,C,128.00608476697562,A,D,-98.92953569867522,-41.98845203357048,-136.3282815985506,E,32.95977511275498,B,A,1
Both,Mexico,-55.15242413310554,A,D,60.32160596228191,D,59.46465527678904,D,B,-232.07957296598374,48.3811048575851,69.66678011097899,A,20.637345519238956,D,B,0
No,China,68.22041190312147,E,E,-133.51463834143112,D,-186.91429351546537,A,D,-47.71504191626393,131.33177697252452,62.82324065539239,B,-152.03864468122643,A,B,1
Mental,UK,-36.05465971424017,E,E,-150.49528048379693,E,13.397173316871195,C,D,61.59420829210569,56.97436281366589,-114.12326289043018,C,-53.41493638370427,C,E,0
No,Mexico,140.11263197365216,D,C,76.42821698604924,D,17.921662678486502,E,D,63.78831989478944,217.52904488224857,164.44338537892608,D,34.366309406446085,E,D,0
No,Mexico,-284.6746836822017,C,B,-153.01742819356232,C,-71.52906978758705,E,D,184.19471515799827,19.503643747222497,7.278151825865688,C,-219.73168444644764,E,D,1
None,India,-7.933266356285304,A,A,98.66334753250948,E,117.1402985571844,A,D,55.27363353217092,-34.48799228632242,-269.90679057955396,A,-18.110014470171226,C,A,0
Yes,Germany,14.37509805661192,C,E,-86.98666249946928,E,-134.74324512300342,C,E,148.5829808812697,-42.64044551081591,-36.19480147443292,B,-10.249873147176059,E,D,1
Mental,Other,-32.863212124069754,D,C,-6.376648045074389,D,113.55434733612053,C,C,-29.575987690344785,62.290623902976385,-104.54980603720634,E,-71.27743203950693,C,B,0
Physical,US,-118.79756170562091,A,E,166.828075496791,A,108.37171142021242,E,B,-137.97277075500946,-115.95637963686892,-68.65896260685285,D,-107.2430380290204,D,D,0
Yes,US,0.2543428019066684,E,E,-113.83443951028963,D,127.19456252457006,D,E,-26.435196822808205,28.849538784286583,24.624548154988926,D,-55.44112048254474,D,D,1
Yes,UK,-76.6272239445496,E,D,-15.160521603466984,E,44.63754446461174,E,B,148.89300010801284,154.5689662623241,-28.523225343645827,A,-23.366496172003814,A,A,0
Both,Brazil,109.20613294138002,A,B,112.43117974913584,C,-243.82696107368088,E,C,197.991109935978,-11.77835591103268,6.5502616140784715,A,125.9446543257552,C,D,1
Physical,China,48.31188232844823,A,E,-157.82112955486429,D,-29.80326617826905,E,D,56.146386193038026,-131.9885793175574,-39.898377324588,A,152.35263027573578,A,D,0
None,Other,-33.385336551098696,D,E,-73.41713672538428,E,-211.5285856478371,D,B,-53.20868780103207,-107.00377945290916,78.63921828100425,C,156.4529376762378,D,E,1
No,UK,46.31828343844589,A,D,17.365553158182443,D,145.22472838438122,D,E,-24.30975998105753,-138.91530612252515,-131.75668608352277,B,47.96665064241456,E,C,1
Physical,Other,-13.90374399359406,C,B,-171.70108745247927,A,79.96202460370071,C,C,-110.25436330013223,-32.18678026208615,-27.702664898782302,C,-9.928940260428787,A,D,0
None,UK,-58.01610028852738,E,D,-18.36569843482489,B,-74.80708433139925,C,E,-1.5308427321245894,-17.302865487705642,-92.74783233389749,D,-43.26226238748611,D,E,1
Mental,US,157.4636164384624,A,D,14.903033812592561,E,226.32571215062836,E,A,-170.04291143506043,91.80864995504916,17.10417775635983,D,-33.14016921717307,C,A,0
Mental,China,-154.08677595424115,E,B,-95.65650568877658,B,-95.87320646785275,E,A,-26.19946503330139,81.48311669871131,-39.14649555079389,C,53.60469331541522,A,D,0
Both,China,252.83726005014532,E,B,109.73205849964745,B,132.02482307773414,A,B,68.58520065012354,103.91718897430025,-28.99945859735204,E,-11.166275111901674,D,A,1
None,China,52.10360129568154,A,C,133.3300597306597,A,25.83917806196808,A,D,195.4256790090207,114.17223452216622,-101.09518194136162,B,27.280826701675103,B,D,1
Yes,India,151.42550859940914,C,E,161.2983794090635,D,-3.437085802245827,A,E,-47.14576996242975,51.78878133398518,103.90289556295839,E,15.695539822459228,B,B,1
Both,India,-68.51815449375694,B,B,119.69041139562164,B,-75.99495313939782,C,C,1.9734326875741226,-9.779766510312598,57.234216136054904,C,23.129268961044637,B,E,0
Mental,US,11.335545914202246,A,B,-22.314844420138485,A,7.960695985282228,C,C,18.36893943845047,-125.59682872611091,-9.794715817611788,B,-7.73838955470218,C,B,1
Physical,India,-25.60349627091928,D,A,-170.63031385025806,E,50.281114275159034,A,E,-124.11705616051253,92.94943751911549,94.44028595039077,E,34.868771663451895,C,B,0
Both,China,60.84155741787123,D,A,-165.31713929562235,B,234.8506052323768,A,B,39.146958443228215,-6.27263113168714,-162.1956758908161,E,65.13633329403325,C,C,1
No,Germany,99.34812847578122,D,C,-45.38377135410291,B,-116.36103424499503,D,D,26.9120145958333,82.45173692032715,28.340528603499166,D,182.5739071847538,E,E,0
Yes,China,129.49703213651324,C,C,-68.49138461869474,E,38.559102077655346,D,A,-18.679906975614394,-214.9688625391812,-13.45100292777632,A,122.76227324658673,C,C,0
Yes,US,21.267864379999565,D,D,-71.76134704496705,B,154.79725522087827,C,E,48.16169690922622,-89.22010556390283,34.60274417200739,D,120.13754352130681,C,D,1
Both,India,-97.53442898657865,A,B,52.704699658051105,C,47.648967208982754,E,A,100.89881870993078,-102.07232436472535,238.72273964571215,D,-38.61664562931013,E,D,0
No,Other,-1.8857633249909425,B,A,-4.024410819119306,E,-169.15943511079632,A,A,-11.889362782029139,107.62391587829666,-86.95103919368951,D,28.682227426141687,D,C,0
Yes,India,-32.720226025682194,A,B,-86.73532473205793,E,49.19958871935069,E,D,-194.6579120997275,-52.28165441051641,27.861573036791697,D,-48.714393910178636,D,C,0
Mental,China,48.880380046584634,E,D,-52.660487971430356,E,13.852073277221525,E,D,39.953361099331325,-115.27791820433674,-27.912882744542443,C,-87.32415014385907,A,A,0
Physical,US,-193.4237963463195,E,A,121.49811805599526,D,-50.16266136410362,C,B,138.70028618522807,-109.1195316368857,109.24830451387744,A,140.76744750215022,A,C,0
Both,Germany,157.6545468755168,B,E,-27.493219306286758,C,122.77560843846203,C,D,-178.21384696415356,-26.981223912415558,-7.497704573197788,E,18.595528267809417,C,D,0
Mental,UK,-128.06321124226545,D,D,-155.706469120605,B,49.02858155685849,C,E,46.5020280277081,46.54178864195915,-55.26799180412114,B,146.35917037031655,D,B,0
No,UK,130.51441041144676,B,C,-6.719464582181402,E,14.431800824837184,C,E,-24.765581683281457,70.73358818594187,15.979510698382787,D,78.98336786358297,B,A,1
Both,UK,182.52669219077535,A,B,-89.7372857214933,A,-67.17820660012273,A,C,82.74833986327408,-86.2338426940894,57.827633519850984,A,-47.74396175199105,D,E,1
Physical,China,-153.76560762887303,B,A,73.16359882698653,A,-141.91529996493352,E,B,18.947649087520034,-130.55992509609098,57.30436124941976,A,218.7161168308156,E,B,0
None,Mexico,-40.5729375104612,C,D,44.525941236871574,D,11.119562887867659,C,A,-67.07835135888506,136.68702649953005,-50.66542349286786,C,2.7737960827758865,B,C,0
Yes,Brazil,41.92874625230493,D,E,182.82545485308393,B,-48.033088574437585,B,A,95.52411231201205,53.23995309100776,-82.18067244077926,C,47.884082971426935,C,E,0
Both,Brazil,-34.91491216317774,A,A,-25.294281698318798,A,38.23106555236807,A,A,51.85990577937435,-83.94113135850677,-9.952711193193952,D,90.1526589407663,A,C,0
Yes,India,-1.875445091954792,A,E,-153.79083464262422,A,-83.19841055228049,C,A,74.18210300539349,-130.35849034755307,-3.057101725544764,C,103.87419847862719,D,D,1
No,China,28.507675135978022,C,A,35.55018025544556,B,115.31321821871379,D,A,-14.696112805175943,33.68644141639633,-3.7799923854732924,B,0.18656642764411074,E,D,1
Yes,Other,25.701430263436336,E,D,-166.62225558855076,D,79.55565733900761,B,C,-37.52084720125809,95.70800358071104,-35.354988382357696,C,76.4642951415115,D,A,1
Yes,US,30.911896271876294,B,E,55.181647849799084,E,-47.13378003607922,B,B,16.118297079566375,-12.865373791624151,136.6381862096404,D,-117.65167925181272,A,E,0
Both,US,-33.39259901337292,B,C,102.34867988686904,C,-31.223779666737006,E,A,-82.46110791599799,-61.85439194614931,-211.09187248197796,A,-75.96468196596622,A,B,1
Mental,India,-35.501277539296304,A,B,-101.37161700498092,E,-42.202719125352,B,A,-55.65550031185651,132.4503892202857,76.14694222030495,E,-82.14545393009652,E,B,1
No,India,7.108493398339988,A,E,-16.143495058610075,C,-20.31709940338391,B,D,-11.250304203134496,38.68476956986508,47.01921609839157,E,73.03026224176942,C,C,1
Both,Germany,-82.32948005508037,D,D,52.5655855506191,B,-27.536763530414017,C,E,165.53113978918202,166.29917787386816,-138.7909152464562,E,-0.052616037327982895,B,A,1
Yes,US,41.48450670407535,D,B,55.78413367262769,C,-95.98115024710475,D,B,21.638240967076243,72.6007331197824,143.4408278804283,D,158.56131375042176,A,E,1
Yes,US,15.377218971770601,C,E,-41.31071645848169,B,-84.72206560501662,E,D,112.63533501365063,125.22921547354879,-51.244681141744984,A,-134.24024511436915,B,D,1
Physical,US,120.31315313663522,A,D,124.5860270780049,E,-61.924987619181074,D,E,-48.626693336429874,-126.32456017720905,15.55523782112569,A,-33.65841304358636,E,B,1
Yes,India,-195.52867437569597,D,B,58.86572747774894,A,186.4341022671316,C,D,17.075969724552934,-37.69852939753835,27.77012967901565,E,-74.46755955953479,C,B,0
Yes,UK,138.63854014857694,A,B,158.13553771702888,D,-24.096182055588216,B,E,181.27939626118243,-3.989199848221666,-119.88254020470903,D,10.038565789623318,C,B,1
Yes,Other,-98.38522260328585,B,B,34.65406413237893,D,41.85849300808801,A,A,246.20392783834544,-64.79765212227305,269.2567654077633,C,-42.57410008562208,D,C,0
Mental,Other,-51.238409803924135,C,D,-108.48993701148275,A,-19.54704237695242,D,A,28.081645976130066,2.195726473962101,-91.69763124218574,C,71.26094645930405,D,A,0
Yes,Other,-60.29250638600217,C,A,-115.5249647553551,B,-2.4416044762290903,C,C,112.74146791032425,-58.5630960144735,42.25624987481165,E,-118.37018759366285,C,B,1
No,China,-59.37108323716389,D,D,75.69334571217982,A,51.80062226572982,D,C,118.04472238348293,-132.89753701556418,-42.9177502252767,E,-182.88114105478908,A,D,0
Mental,US,35.606241237993345,E,E,30.526849231242252,C,-6.754967324904312,B,A,115.30657656312064,-130.15301194932053,201.82382555883197,A,159.94091122084697,A,C,0
Mental,Mexico,96.86021745299723,D,B,74.34973146350843,E,145.22670011405293,C,E,88.35396571998028,1.4504984478719551,17.966136582239184,E,-32.65600304917335,D,D,0
No,China,-50.19057776643622,C,B,139.69280604348472,E,20.668276027354786,A,A,6.495314646857755,110.81624750958328,-83.52994223253076,E,67.36663332776341,B,A,0
No,Germany,-76.22624325061224,D,A,54.237824379649865,C,-36.3599180707864,D,B,-33.82206270623997,-20.883722376678303,-16.134008012115387,D,2.1704286986060337,D,C,0
Both,Brazil,-14.459482434350294,B,E,121.83631472295164,A,30.204125274847083,A,E,74.00610355082836,-79.14824906340291,152.60144324530128,C,-17.51643835199952,E,C,1
None,Brazil,206.5750655431502,C,E,179.88408059634082,E,41.57832110890879,E,C,135.9468899359617,-51.61607845218478,8.416890605519688,C,73.66625732486222,E,D,1
Yes,UK,-41.521932363405405,D,B,81.38832887305666,C,-33.310067345471296,A,D,99.39138597000262,-2.1484019819823303,-150.86828776389012,B,-98.92746076073219,C,A,1
Mental,Brazil,17.424967081393106,A,E,5.896084799697716,D,20.9075988936094,A,C,14.93933318678977,132.41852459099323,-44.635817224367926,D,-146.64706243399482,B,A,1
None,India,75.06543479734582,A,B,113.98591253764374,A,-111.1485845145345,B,E,67.74627937604822,-45.34201507936738,164.48859089882885,C,219.22552149799742,C,A,0
Physical,China,27.598436704654034,B,D,-37.69093334235896,D,-153.99027998804635,C,A,114.92432180507748,-55.5177330667832,110.22873046053185,E,-91.84189470662075,A,C,0
Both,Other,-36.17300669607256,C,D,-88.65269905260334,D,-36.544225925782825,D,E,40.30465447276972,-62.711311882403656,-40.9909490267697,C,-65.91208171569355,A,A,0
Mental,Brazil,51.552032794888945,D,A,-49.09873039670644,D,193.990082345294,C,A,4.8681237449929,5.995217876939707,75.43342453130781,C,-37.38631474068869,D,A,1
No,China,66.70422884072612,B,A,-112.7846561164099,E,-120.10313236668063,C,C,-27.890997916165272,205.7094755596569,37.61005121588691,E,51.030310362802446,D,C,1
No,Brazil,155.2232560416534,A,B,24.650503215268696,E,194.7082596077384,C,D,36.69701674177253,-8.335475143673655,92.98630491632981,B,-102.73317011399472,D,B,1
Yes,China,39.93445821293979,C,A,34.979963084500255,C,-1.5164611744210794,E,B,207.6511985105968,-154.16887247707345,143.3847924137147,D,-111.80547253000728,A,C,0
Mental,US,49.611691656420646,B,A,102.10391740839724,D,228.07568543929247,E,B,16.76836746412712,67.38277172083006,97.71441041591822,A,-159.4136967900911,E,C,0
Mental,Other,47.42173823016192,C,E,15.454849826051738,A,-48.86344515649724,B,A,121.11615524268522,-47.369732081730945,20.043819670261286,E,29.11734524119845,A,E,1
Yes,UK,91.0057267681727,A,C,18.770611535655533,C,-175.4347468190688,B,D,-22.778873096836794,124.2308726905277,23.44138289887382,D,73.69723589097588,D,A,1
Yes,China,168.4571963706869,E,A,18.615242992047868,A,50.24845574796601,B,C,-71.69440158348516,-133.89826259775043,-0.19629124671509293,B,-20.962455083052205,E,E,0
Mental,Germany,-98.32298251156122,D,D,-81.83618900271932,D,92.37821068275865,D,D,-46.38187279407334,-51.70734800877038,-68.76748026151107,D,60.98209909891396,E,A,0
No,Germany,-121.31146315676045,E,B,-44.21063362016896,C,-21.94690592051372,B,B,84.51339130179714,61.39071319859101,105.47523932179877,B,-95.9186077013158,B,D,1
No,Brazil,147.84203024961877,E,E,-0.5893001969291125,E,-84.30784394155246,C,B,130.7833689280227,-105.32378721215795,-196.12112465127447,D,-100.05957943681723,E,A,0
Yes,Mexico,-92.645453804143,D,C,192.4126171032009,D,121.2232204637226,E,D,126.69418425316317,50.37452866267248,-7.596484346240535,D,80.63832556598555,B,D,0
Yes,Mexico,73.41722809771444,C,D,-40.09930411044819,A,30.055963944308527,A,D,-57.7906520801767,168.37482249966945,-68.44906836065029,C,66.67010253000647,C,E,0
Both,Mexico,53.51633664904023,B,E,165.10062489171543,C,-74.12811183889258,D,E,61.32085467414138,-74.085297130782,77.24209103385779,C,109.23319675824959,D,A,0
Mental,Other,2.2190809935590394,E,E,35.730236311472574,E,59.403303290265356,D,E,144.7702681064441,143.50536515357103,-63.34818632133391,D,32.374146904351306,C,D,1
None,China,-123.5340753225309,B,A,81.54186357709897,C,106.88839228836319,C,A,69.63480413662253,37.83248775932772,30.429036527976443,E,-27.017563777061405,A,B,1
No,US,125.68817977611464,D,E,60.96758370010982,C,2.188996264993187,E,D,-32.66554041264308,13.153823611154486,43.290313360094515,E,28.766570160742376,B,A,1
Physical,Brazil,-27.277839612150068,C,D,-1.1389231847615264,B,210.69586900670365,A,A,40.16180646907794,160.02956836764037,20.62375694330613,D,-89.69404679535371,C,A,1
Both,Mexico,267.90588287141725,E,B,-99.05780854231713,E,-107.42166489210672,B,C,-24.828222072769705,-56.50111338203163,124.44591759182777,A,51.37195907949204,D,E,0
None,US,-28.22105755364321,B,D,-36.201860200463976,A,35.66570994874908,E,A,-114.0992816928433,-91.28907423714953,-87.8123527186907,C,93.99753147653334,C,A,0
None,Other,-13.555761069242116,B,B,-100.79257999715384,D,-2.9667011919287574,E,A,66.9416095473921,-29.09496032119681,88.45795706493399,C,-64.09664362619277,A,B,0
No,China,105.08852792118799,B,B,150.40966219161928,E,76.03029216246642,B,D,-33.86648858899204,21.85239869268748,-77.19372512761059,C,174.7927300185071,E,C,1
Both,Brazil,-22.062787298534904,C,D,62.792231107462534,D,-51.45346418337501,B,D,211.87266976190767,-49.19864064990865,166.87619899591667,C,-57.87159427724041,D,E,0
No,India,-129.24851016308645,A,D,59.45117489858197,B,12.104540784945234,C,A,-75.5381523523926,-70.7329221429948,130.79994267074974,E,-193.21780689334702,D,A,0
None,US,-221.5706906806385,D,B,5.069558182420972,E,-132.3565221095356,D,D,33.95844974567648,-62.3243271193619,105.03235358230182,D,96.07091926887153,D,E,1
Mental,China,-52.86260425419758,A,B,147.0189845199433,E,-113.48245043660357,C,D,-182.00839481034006,-43.028148680452276,-96.4964371205014,D,121.48800194562908,C,A,0
None,India,-104.60217097166962,C,E,-185.43205103103145,C,-201.88963477332257,E,A,19.655626015809293,-28.916606812771633,17.07365467758458,E,-80.09393496479889,C,E,0
Mental,Mexico,-162.11599883613127,B,D,7.439255224430158,E,-66.19804793931795,E,C,115.53026589406224,72.98181682957583,-20.25032614229797,C,83.11121125367252,A,B,0
None,Mexico,-136.12226415135888,D,C,35.77592132410014,D,-24.937792284580397,D,D,-47.32177804551286,-38.69195387654289,-48.490721366679544,C,-132.26429370164627,E,D,0
None,Brazil,-97.19926247931319,D,C,-44.134057084343,C,-80.08502051422333,B,A,13.725142459557723,102.71398034342631,-109.44205080589688,C,-73.92317212499752,E,B,1
Physical,China,-25.446491916127588,A,C,53.656806513000156,C,-63.55423842133416,D,C,-62.06572683263536,99.4507831222598,76.44993605825528,B,-38.383586603202204,C,E,0
