AgeGroup,genero,sexuality,Veteran,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,target
26-35,Female,Homosexual,Veteran,B,-73.3861941593861,C,-20.442537666228798,E,D,B,-36.090740913933786,-4.011771655402397,A,-24.455539427115344,B,0
36-50,Female,Homosexual,Veteran,E,16.7312768804031,E,156.40603045899934,A,E,C,55.19269080144856,-20.412722431036894,D,-182.1262381925393,D,0
65+,Female,Homosexual,Yes,D,-2.3988570399045805,C,-165.7775117505362,B,B,E,171.52669910824335,-23.70357036840093,A,-16.160076611638015,C,0
26-35,Other,Homosexual,No,D,205.53285790893483,A,1.4199262496298062,C,B,C,165.0977817469194,-94.70657827258496,D,-30.013186557001,B,0
65+,Non-binary,Homosexual,Veteran,A,-93.6281762186869,B,185.5852768299769,A,A,C,41.20535995938661,-75.22969530774796,A,-57.82753654894021,A,0
18-25,M,Bisexual,Non-Veteran,D,159.68577549994367,B,27.122968062970575,D,D,B,10.405954801717755,-23.117451046596766,D,-135.2632537253147,A,0
65+,Female,Heterosexual,Non-Veteran,C,-25.876801096146018,E,-95.6123955480401,A,E,C,-69.27171068945353,-21.303925006686526,E,45.40331024388713,D,0
26-35,Male,Homosexual,No,C,178.30753011879213,D,-23.954514537893164,C,C,C,-28.187907941822026,-99.1981583337642,C,-181.46828156699627,A,1
26-35,M,Homosexual,No,C,-196.50591137206868,C,-106.2295927631643,D,A,B,-68.05930346191367,-126.54023292507237,A,58.378101256106284,E,0
18-25,M,Homosexual,No,E,-19.800386914124907,D,67.67728515855335,C,E,E,-76.01236186721032,-115.04957569955086,D,40.95322567389163,D,1
26-35,F,Bisexual,No,E,-187.46334213832165,A,15.096933907885338,A,C,A,-15.916832987968304,87.25503280396477,D,-37.60321227063017,A,1
65+,Non-binary,Bisexual,No,E,-95.54225308683208,E,-18.74727408826575,A,D,B,-86.3047869427861,-43.629452912013825,E,-17.340558072008402,E,1
36-50,M,Homosexual,No,A,-155.94398135684173,D,-113.27835630126803,B,E,E,163.22744845666486,98.23317301952427,B,-67.34638839492834,D,1
65+,Male,Bisexual,No,B,-100.1570217745249,E,78.5437889336842,D,D,A,8.756283578051436,5.3314885550877635,A,-85.92963778014663,C,0
65+,F,Homosexual,No,D,45.87942850510836,A,-68.92356466421633,A,C,C,-117.03909542751833,21.628440269320826,D,-89.30227532676125,A,0
51-65,M,Heterosexual,No,B,-82.73779530071927,A,12.452375985413418,D,B,D,-85.89065197839535,139.19323206853585,E,8.317466020916603,E,0
65+,Female,Homosexual,No,C,71.83946301692298,D,16.914131055748978,E,A,A,86.80449187448009,-24.96083211142324,A,-38.07351970977273,A,1
65+,Male,Homosexual,Yes,A,-296.88388849956675,D,14.785151688806788,C,B,C,184.70924682788373,-97.1001813048998,D,71.00757330511644,E,0
18-25,Female,Bisexual,Non-Veteran,C,85.21004847208796,B,-45.394663365437175,D,D,A,-74.29945903229999,207.14751721996026,E,185.70393897697218,E,0
65+,M,Bisexual,Yes,C,194.84762776349558,B,53.10264610448374,A,E,B,223.71321580929782,134.51727605322935,A,12.345509765023694,C,0
26-35,Male,Homosexual,Veteran,E,-16.71552986286113,A,-80.6773975470632,C,A,A,-7.245094872820848,-46.37174629596441,C,-149.89023582061748,A,1
26-35,M,Bisexual,Non-Veteran,C,-55.273150892052094,C,78.53303530254006,E,B,D,123.12365520173381,37.740062236665764,B,-28.77510409669153,C,1
51-65,M,Heterosexual,Veteran,C,64.33783942862365,D,-34.61374942047243,D,C,D,-25.928752821769464,86.94958884933266,C,51.735589566403995,B,1
26-35,Other,Bisexual,Yes,D,56.54848203650318,E,43.21340355147206,D,B,B,-40.721903677855295,-133.42890133127062,E,-59.227425646320974,C,1
26-35,Female,Other,Veteran,B,119.53313291444067,E,-124.51066361591741,C,E,E,118.65937716432593,27.027336029744266,C,-136.1657453121236,B,0
26-35,F,Homosexual,Non-Veteran,A,143.5680759390283,D,-5.771251161103037,D,A,B,77.69048182177838,40.578901016972665,E,101.6279948040817,B,0
26-35,Other,Heterosexual,No,D,-64.35815400288791,E,148.32961415023277,A,B,B,-0.5822699491929859,-158.62765971544664,D,50.2350739941388,C,0
51-65,F,Bisexual,Veteran,B,-23.795366423027197,A,-62.27511480901525,D,D,B,109.08578352130785,169.21231850580648,E,-22.566176745042444,C,0
51-65,Non-binary,Other,No,B,5.348557516813359,D,156.64030388264428,E,D,A,-29.120350314315562,63.95199004592745,A,14.501714077840584,B,0
51-65,Other,Bisexual,Non-Veteran,D,31.47461684361334,B,-219.27172814013866,C,A,D,-129.405735790596,-74.32365626044894,D,50.10616123401933,D,0
51-65,Female,Other,Non-Veteran,E,-130.32474057767482,A,125.90751556493697,A,E,A,-8.276456767459415,-24.61952251610974,E,100.73938722653834,D,1
26-35,Male,Bisexual,Veteran,D,-52.40108222647907,D,24.085251008156707,C,A,C,-48.32610473278445,76.73853485136806,A,-13.226790638596617,A,1
65+,Male,Bisexual,Yes,B,-102.53245359232304,C,38.678431487533985,C,D,C,146.31230573058562,-70.66093130279499,C,92.30707233977546,D,0
26-35,M,Heterosexual,No,A,147.3074892902991,E,-60.913950847982164,C,E,C,-100.7132155005914,-154.80900109919392,D,-93.31314810251612,E,1
65+,Male,Homosexual,Veteran,D,150.30070232113576,B,179.9343210800667,A,C,B,-76.10454977228062,-196.66202407314864,C,-44.654742968331675,E,0
65+,M,Bisexual,Veteran,A,8.807919201714167,C,-46.89490514231384,B,B,A,89.6141108995701,38.64211114245172,B,-17.268301781566038,B,0
36-50,Female,Bisexual,Non-Veteran,B,77.6562892528644,E,-194.82307333766494,D,D,A,-94.80948457961192,-112.01014371219418,B,10.456694429291336,B,0
65+,Male,Bisexual,No,B,131.57703047775382,C,245.77079712513427,C,C,A,-65.98376352533872,65.75108528400466,D,27.799887524025607,E,0
51-65,Male,Homosexual,Non-Veteran,C,97.72726739106112,B,103.32335865789571,D,C,C,122.8515267551495,123.6667851969679,B,2.502986472725358,E,0
18-25,Female,Other,Yes,D,11.171632245861252,B,63.8795953040803,B,C,D,-48.83350787006428,213.29280418027204,A,-70.99620632356672,D,0
26-35,Other,Homosexual,No,D,-175.3334432860992,A,-109.83622675625777,B,E,D,-64.00489778837259,-16.732921551976425,E,89.49839743505909,D,1
51-65,F,Homosexual,Yes,D,-26.88077435116642,E,-96.13664776396202,D,B,D,-53.799239529018884,45.302769453592894,D,-16.387361182868545,D,1
18-25,F,Other,Non-Veteran,A,-4.1875402124494725,E,139.6397744591851,A,C,E,-58.270734994739215,75.57049072125164,C,107.17307902746607,B,1
36-50,Non-binary,Bisexual,Yes,E,27.967890454165932,B,145.5543033309457,B,A,D,-195.39798360912414,87.640974364351,E,31.60133916502021,C,0
51-65,Female,Other,Yes,D,-16.85766195714806,D,0.5372052981625631,D,A,E,66.77222531984278,28.335963547731822,A,-43.944897776457545,B,0
65+,M,Other,No,D,173.89515230085973,D,-43.43956376585844,C,B,D,-48.44787124115824,58.466029337376405,A,-128.33829932578703,E,0
51-65,Other,Heterosexual,Non-Veteran,B,-77.94035547038634,A,-49.74887122627852,D,C,C,-92.51047640336664,32.338070302083146,A,-9.74178868338619,C,0
26-35,M,Bisexual,Yes,C,207.1586163549164,D,99.09402399173857,D,C,E,16.06196482343658,-88.17419314255353,C,36.28838715675477,B,0
18-25,Male,Homosexual,Non-Veteran,A,-53.05442626153404,D,26.58392721011592,A,D,A,-118.29636948110631,105.41367908775302,E,1.9015748644618555,A,1
65+,Other,Homosexual,Veteran,D,-5.0824514371488885,D,52.05463782520054,C,B,B,67.63101442034821,116.1491382262038,A,-51.6688280123485,C,1
51-65,Female,Homosexual,Yes,E,-53.54368215164088,A,18.548957986633557,B,D,B,-8.912253111911298,7.9451620661121325,D,35.3242666277194,B,0
18-25,Other,Other,Veteran,E,108.88235261585078,E,-30.12915300246528,C,C,C,-25.632956757707113,-66.76188509437908,E,-0.9516216409197256,A,1
65+,M,Homosexual,No,B,58.672654581388926,A,20.46290559308135,D,C,E,-67.89291543091751,24.792388576291017,C,10.838047286102814,A,1
26-35,Non-binary,Homosexual,No,A,-48.47553384364214,B,156.75642467559172,C,C,A,-5.250402926460007,-31.766445338552856,A,88.49728266296746,E,1
51-65,Female,Other,Veteran,E,113.72495416515616,E,-92.76305920400098,B,C,C,-43.27274542835549,54.6691631934488,E,-101.61236968953055,A,1
18-25,F,Bisexual,Veteran,D,-125.62965208961504,C,17.903512678898196,A,D,C,122.80152184415036,-109.96189912206482,E,78.81850258912918,D,0
36-50,Female,Homosexual,Yes,B,-184.59946279188125,A,-79.60584679621867,E,E,B,95.93211862451646,45.65503733556861,E,-49.05705315469842,D,0
18-25,Other,Other,No,B,-84.75821250070345,A,2.7534009057448388,C,A,C,-7.463706921670661,-53.89928430744727,A,-61.82289760316917,D,0
36-50,Other,Bisexual,Non-Veteran,D,94.95224266242583,A,-11.774161526515279,B,C,C,-3.388561776474112,107.36449226509454,A,-154.02946438919236,C,0
65+,Non-binary,Other,Yes,A,65.16702137945,E,-56.10688068731927,D,D,D,-100.87851353146398,47.184272879131576,E,-22.2161033723222,A,1
36-50,Female,Homosexual,Non-Veteran,D,-102.40635885833842,C,186.55865469820023,A,A,C,154.87338161299198,15.626998332024652,A,-86.62319668894933,B,0
51-65,M,Heterosexual,Yes,D,-79.23950913860342,E,130.82757202445748,E,B,D,6.491067218619888,-175.36669687386814,B,22.715413610115537,A,0
51-65,Non-binary,Other,Yes,D,-183.64561859671892,A,191.6879210534391,C,A,C,142.34618057006955,34.574530507612025,D,0.9938227928817902,A,0
18-25,M,Bisexual,Non-Veteran,D,15.8368042636471,E,-96.77457236929816,A,D,D,-62.70165250005011,79.9196635220114,E,-260.58007247578036,B,0
36-50,F,Heterosexual,No,A,101.21506255678212,E,9.155301726268066,A,B,B,55.08458011848133,-3.217988976783026,D,-76.15927646143894,B,0
26-35,Female,Homosexual,Non-Veteran,E,25.358025606811424,A,-78.72512036739452,C,C,D,-10.833283211974502,-60.479090570631975,C,-46.06365867127013,B,0
18-25,Female,Other,Yes,E,-80.28441834556699,A,30.47660644923129,A,B,D,-23.994552061680206,11.970252662911294,E,-24.44005926409552,E,0
26-35,Female,Bisexual,No,C,-68.1166241209705,E,2.0362427761900883,B,D,E,62.40000347687342,66.69588522867608,C,-18.387564546598554,E,1
65+,Other,Other,Non-Veteran,C,42.19220464401738,E,-7.953253374878864,D,B,D,11.991413259307409,-47.84234310007306,E,35.180247815242396,C,0
36-50,Non-binary,Other,No,D,-91.12230258557348,D,108.6284050742955,D,B,E,-103.39426302379408,19.994836345166643,C,-158.21991089438947,B,1
51-65,Male,Bisexual,Non-Veteran,D,76.13304483274315,D,121.2475456137908,A,C,A,-5.709437400581672,-88.21402424035367,A,-73.15777081546662,B,1
36-50,Other,Bisexual,No,A,-24.944450361381957,A,-7.626571234981211,D,C,B,1.3490103134713052,-72.48278081997896,A,22.164283113134008,C,1
36-50,M,Heterosexual,Veteran,D,-112.36948513291412,A,-38.80173705980264,C,D,E,162.54509739688393,17.765815919283817,C,112.5190283103733,E,0
36-50,Other,Other,Yes,E,40.08275831538252,E,38.52825784445172,E,C,B,97.51783421806903,95.37879602041099,E,59.90413492884908,B,1
65+,F,Homosexual,Yes,E,52.113752176050646,B,194.3915800864718,E,D,C,7.212478132119078,-257.3338966821655,E,116.09558219296696,B,1
26-35,Male,Other,Non-Veteran,D,22.45500176653308,E,-6.529706188694684,E,A,B,-185.55958266479817,-123.12113346145188,A,-86.40774711321863,D,0
65+,Other,Other,Veteran,A,4.009472249215682,E,94.16521478082566,B,C,B,-32.81483460102258,-178.51466628766727,D,162.49201360820496,E,1
26-35,Other,Bisexual,Non-Veteran,E,-188.81820275638032,A,-2.216994753850391,D,C,D,148.78267742746,155.56209142666506,E,-95.60400209173376,D,0
26-35,F,Heterosexual,Non-Veteran,D,-27.06685786022604,B,-62.077164809236116,C,D,E,158.15128109330882,7.816924668022095,E,-20.0688835295622,E,1
18-25,F,Heterosexual,No,B,-89.02563306226652,A,60.0291233398701,A,A,A,-199.13720761510828,24.988968773249614,C,-20.135054554244796,D,0
65+,M,Bisexual,Non-Veteran,D,98.12137287417136,B,142.4016776028312,A,D,C,-16.064537248413345,228.09780926546046,C,-10.826250485828352,A,1
36-50,Other,Heterosexual,Veteran,D,221.06723988346872,D,-75.61621146428091,C,C,E,-87.46382970215136,17.03025893547791,E,-23.050582228960582,A,1
18-25,F,Heterosexual,No,E,130.89213164721303,E,3.880597887537709,A,E,E,77.12135326636367,6.747956767688304,A,169.55434598376894,E,1
65+,Female,Heterosexual,Non-Veteran,D,85.72776376498005,E,78.87743863833332,A,B,D,-49.238714268171954,58.20662892974527,C,-63.86138419917263,D,1
36-50,M,Homosexual,Veteran,A,7.9262558488437,A,25.55077080681188,E,D,D,114.34824934464032,46.49859864758263,D,-6.0478614748391735,B,1
26-35,Other,Homosexual,Veteran,C,-235.0763250260193,B,3.3038547786059436,C,B,A,-87.669096542245,-138.6886750158954,D,-34.243960767965106,E,1
26-35,Other,Bisexual,Yes,B,-75.23468020826313,E,68.42455996450336,C,B,A,15.261231590995664,-181.30625626930325,A,-18.899369952621253,D,0
65+,Other,Other,Veteran,B,126.33670026003013,E,150.28863750775022,D,A,C,77.26861862937241,-236.25778390769395,B,-97.28403116430384,B,0
26-35,Non-binary,Homosexual,Yes,C,-206.40457590875835,B,16.671497340799355,A,A,A,-169.88787433388083,-79.45443133593156,E,192.21603537940953,D,0
65+,Other,Bisexual,Veteran,A,-34.98217595255583,C,-13.567815244924608,A,D,D,-101.52376743533289,-76.5258299278668,A,39.99221999908305,D,0
18-25,Female,Other,Non-Veteran,C,123.30524578894406,C,-91.77001293773775,A,C,D,-38.057004708097544,-43.90895479951259,C,-136.21715195332337,A,0
65+,F,Bisexual,Veteran,D,95.41139901699755,B,-66.02045714053664,D,A,A,49.43149880926248,63.388083064710955,D,9.880117099276758,E,1
26-35,M,Homosexual,Non-Veteran,E,-94.63239091412028,E,-19.394921673216157,E,B,D,83.6775703138946,-5.680421495730135,E,-110.26441116167558,E,0
51-65,Other,Other,Veteran,E,27.51688255795865,B,192.4575143915668,E,D,A,98.04743448649663,-72.13708181271154,D,96.16329564547075,E,1
51-65,Female,Bisexual,Non-Veteran,D,-123.88241535673508,D,75.91672177010057,C,D,B,177.16167394968923,0.2823824686287665,C,-156.53986504577887,D,0
26-35,F,Other,No,A,-77.33798065357796,B,-180.38192609228525,E,C,D,100.26934756170422,-163.4690450740135,D,16.293118618364698,A,0
26-35,Male,Other,No,E,-97.93808413544508,C,-61.87399080954496,A,D,A,9.239391709323089,54.162291446399834,E,24.254445033265757,A,0
51-65,M,Homosexual,Veteran,D,152.80116545444136,E,-189.1010009013265,D,D,C,19.71086271139375,-0.6798666080653937,D,-11.726062206191665,D,1
65+,M,Homosexual,No,C,145.54398752177377,A,193.1107620018854,B,E,B,93.73762634697971,64.60370404320076,E,-180.5408042986572,B,0
65+,Female,Other,No,E,2.239761964327246,E,-59.1276408191572,C,B,E,106.31695665022667,96.47952512565354,C,-61.01447064904257,D,1
36-50,F,Bisexual,Yes,B,-98.33765227159003,A,75.7131240312547,C,A,A,29.652119689679356,119.49767800867559,E,-30.686542003659955,B,0
18-25,Female,Homosexual,Yes,D,-3.9552481408904336,A,23.579017038769877,C,B,A,24.717588831083816,59.09665332261959,D,-22.29988706011193,A,1
65+,Non-binary,Other,Non-Veteran,E,-102.27216146535152,A,9.23586321942283,A,A,E,-197.5336638356987,-229.91432757014167,B,159.73094968462945,A,1
26-35,Male,Other,Non-Veteran,B,118.74943826168465,A,-28.747923146836772,C,C,E,16.66139924038833,181.65851992740346,D,70.80350058292369,A,1
18-25,Other,Bisexual,Non-Veteran,E,27.616331149222738,D,37.18015125266128,B,E,B,15.6951649610507,57.159066680509085,B,30.087829794911453,E,0
36-50,Non-binary,Heterosexual,Veteran,A,-38.526807027450936,D,-143.43785444915088,D,D,B,-127.6348470265331,-64.93415062553991,D,3.3076763287108957,E,1
65+,Male,Other,Non-Veteran,D,127.43775667949436,C,-44.920020176707034,E,E,B,130.314969944173,-19.60704798916861,D,74.8393588043156,D,0
51-65,F,Bisexual,Veteran,C,20.068626157842232,D,-63.553202386422434,C,D,C,-115.53986465425497,30.806046970806744,E,-128.10991711567715,D,0
36-50,F,Other,Non-Veteran,C,-36.15076899788882,B,-18.884770174854726,D,E,D,193.283047184127,-67.69907819401794,A,154.20808859205394,D,0
51-65,F,Bisexual,No,A,-86.97613490907335,E,-112.03259350708421,E,C,B,0.5880173083502769,-202.0695450067251,D,82.98638590682731,B,1
36-50,Non-binary,Heterosexual,Veteran,C,-34.83504241128851,E,105.46258499585126,B,E,C,-100.41581028035631,-59.11408496949823,A,-25.865899570716632,D,0
18-25,Male,Homosexual,Yes,C,-17.684542833512683,B,124.38167881656213,E,E,C,-77.89376546364407,274.23469185935215,A,25.119654015772458,E,0
36-50,Other,Other,Non-Veteran,E,-97.04810698605901,B,40.27897844105147,A,C,C,97.18586824758148,112.06576509279509,E,-246.05569139095266,D,1
51-65,Female,Bisexual,Non-Veteran,A,-92.06615864343817,A,-18.39325944608802,B,D,B,3.6114001573614787,-59.493716690933304,D,-122.01542411656752,A,0
51-65,M,Other,Non-Veteran,C,-0.5679746937551539,D,61.66534793063312,B,C,B,46.711164154257844,-245.0477713353457,E,13.699059925620718,C,1
18-25,Other,Bisexual,No,D,28.58191273792298,A,41.683556919184205,D,C,B,55.79968664063429,44.195233188873246,C,0.9063750226556743,B,0
18-25,Other,Other,Veteran,A,-65.96135773810848,A,-51.925786668213924,E,A,D,-19.299090365521447,61.40355565521168,A,16.753742486352667,E,1
18-25,M,Other,Non-Veteran,D,-136.95943084059513,D,-92.59308653803798,A,C,A,156.07738781360268,94.99210077191785,B,-82.02629455658436,A,1
36-50,Other,Heterosexual,No,D,-68.06136485018891,A,-64.11459068471254,C,D,B,74.01059479650313,-36.356556004031894,B,-8.453623118234281,A,0
18-25,F,Homosexual,Yes,B,-210.748423633114,E,-127.82070463845605,B,E,D,-101.37773728146517,19.93743150885298,A,-74.99720324555088,B,1
36-50,F,Other,Yes,B,126.69820421115962,B,79.1439922210914,E,C,D,56.50988300609831,96.08659527287368,E,-25.673256499287067,A,1
26-35,Female,Bisexual,Non-Veteran,B,-37.26390945558932,E,-10.787610684783479,A,C,C,-11.329895108352662,-240.25179836832433,C,49.43228304720579,D,1
65+,F,Bisexual,Non-Veteran,D,19.43110604713907,C,43.86187013331405,A,D,C,-54.156427614992786,-181.87477873761654,E,79.15346290030878,B,1
51-65,Other,Heterosexual,Veteran,D,-155.5295167304258,E,23.466703288221108,B,D,B,254.46635668526997,32.85687581530834,C,123.84483706917852,B,0
18-25,Other,Homosexual,Non-Veteran,E,95.62174719675592,E,-52.77658037666417,E,E,D,51.580549132002275,13.419443094286498,C,66.21838440262405,D,1
51-65,Female,Heterosexual,Veteran,D,-59.143785130715244,C,-122.2039656422055,B,D,B,-195.94895588647967,66.34153537365872,D,20.291532565711805,B,0
51-65,Non-binary,Other,Yes,A,149.71139584076042,A,-1.9921914078327159,E,D,A,111.25230943935141,116.95718705180096,E,-100.15281380258622,B,1
18-25,Male,Homosexual,Yes,C,6.239379763100112,B,33.18552107543369,D,A,B,0.3147432088187204,-43.63004987551534,C,148.41660506116915,B,0
36-50,Male,Bisexual,Veteran,C,169.22033789744916,D,166.63801297190386,C,D,E,-46.10675527916695,-4.120657887479517,A,-14.973383302379931,D,1
36-50,Non-binary,Other,Veteran,C,111.34779270205735,C,-14.026839623084546,D,A,C,27.72037396294509,-87.85394842767725,C,84.3009751065171,C,0
18-25,Other,Heterosexual,Non-Veteran,E,95.63862035991745,E,-29.713604059169725,B,A,A,-9.543826826350008,125.56881286438544,A,-11.245830772956042,B,1
36-50,Male,Other,No,D,20.818643497641602,D,59.23322050879624,D,B,C,-62.0540304962051,64.65205624333304,B,-375.10396070934104,D,0
65+,Female,Homosexual,Veteran,B,-44.77694514952223,C,-112.20366669972144,E,B,B,28.041028195647844,-12.211086968186175,C,147.35957054329361,D,0
65+,Non-binary,Bisexual,No,C,-127.80805042364007,D,-94.95399253165988,C,D,A,-75.19406621436917,-179.69087405291913,D,-20.975685131354627,D,1
18-25,Other,Heterosexual,Non-Veteran,D,58.779034662785115,D,82.9412951824164,D,C,B,-43.513514508893266,195.7262596673674,D,75.61342687892981,B,1
51-65,M,Homosexual,No,E,36.88623202030989,E,-37.547263432838534,D,B,C,199.0161824485441,82.76989781334125,B,96.72882292396062,B,0
51-65,F,Heterosexual,No,A,146.4124070051667,D,-0.4231341193894647,E,D,E,-114.01037707605522,14.89280996234226,B,-206.78117626384244,A,1
65+,Male,Bisexual,Non-Veteran,D,-16.003929976802752,C,-131.09303206163125,A,B,C,-77.69135666772007,39.58143515874467,C,76.43443453728406,A,1
65+,Male,Other,Veteran,B,6.0447602312850215,C,-31.343581441518758,B,C,C,64.66514078891153,-194.16513248177154,E,10.3507892470868,A,0
36-50,Male,Bisexual,Yes,B,-29.150723440577263,B,-114.8971180920543,D,C,E,92.78537791085235,141.2536862407061,E,48.87679799383705,D,1
51-65,Female,Other,Veteran,E,-32.88786826209679,E,93.55417528278659,C,B,B,-65.73118703443227,-43.128882576885424,A,212.82833689752562,D,0
18-25,Male,Other,Non-Veteran,A,121.80488913106193,B,37.03789779752277,B,D,A,-17.190056297761664,52.59231139244653,A,116.52735057456563,D,0
18-25,Non-binary,Other,Veteran,C,-193.34692766674647,D,-170.67059385757318,C,C,B,-180.60156010907224,-57.98854641150278,C,56.85283748327772,A,1
36-50,M,Other,No,D,55.53742461230682,C,-235.41051641430028,A,E,C,-120.77785810824334,-33.643207848697024,B,58.20452062296098,B,1
65+,Male,Bisexual,Veteran,B,230.14474587464227,A,-81.26753757085248,D,D,D,-40.62287978715729,-25.672439119967756,A,-151.4367512613348,A,0
26-35,M,Heterosexual,No,D,59.61638292998932,E,186.1128037213556,A,D,D,-147.73104649493126,129.9331292571173,B,31.14186999561189,C,0
36-50,Other,Bisexual,No,D,-114.48604497535393,C,-100.24322458645025,E,E,D,114.60325215961973,83.99610870155551,E,99.80024592163657,C,0
18-25,Other,Heterosexual,No,C,18.84815777932288,C,128.16848420707478,D,A,A,-14.542534770103414,26.65380315277775,C,-201.62021338571446,A,1
18-25,F,Homosexual,Non-Veteran,D,-118.51712367202434,B,13.428977299221328,D,B,A,106.41911068849859,70.54488229789281,A,66.31909059647111,D,1
51-65,Female,Other,Yes,C,30.01993986557292,A,71.16645432896533,E,D,A,-75.089076604426,42.729893324676546,B,68.71841595683249,D,1
51-65,Male,Bisexual,Veteran,B,-132.27543832100346,B,-120.11360556113692,D,B,B,199.95225002384075,48.53923730211221,C,176.10684018869503,D,1
18-25,M,Other,Non-Veteran,B,-13.033344095320917,D,11.09022698642578,D,C,C,44.576413802999696,79.89875518660571,B,155.22918785664166,D,0
51-65,Male,Bisexual,Non-Veteran,A,94.33456042605685,C,54.265175220829654,E,C,C,77.33783538722825,300.0919282273412,D,-265.12990538919905,B,0
26-35,Non-binary,Bisexual,No,D,207.80367236698117,C,-149.96380375959336,D,D,C,-55.89644388025859,84.3257847197355,D,181.3838157226601,B,1
36-50,F,Heterosexual,Veteran,D,-139.87218738434623,E,168.59851465386447,D,D,A,-3.2313412257094,86.06145781436759,B,-11.945104083376911,C,0
65+,Non-binary,Heterosexual,Veteran,B,7.175215300255741,D,6.70775376863268,A,C,A,146.1547258548149,60.66624630243466,B,174.88978559500083,E,0
51-65,Male,Bisexual,Veteran,D,45.983255970302814,A,-94.72057407132006,B,D,D,-70.82906043447312,176.14887147205815,C,-75.16994413509569,C,1
18-25,Non-binary,Heterosexual,Yes,D,-131.3913462676184,E,106.47450717287094,A,B,D,-26.82618802088052,191.55091507203846,A,104.0588983207434,C,0
65+,Other,Bisexual,Yes,B,-71.5786112748227,B,-32.52596271866248,A,A,E,14.252201378618931,4.534095484054259,A,39.06273978359032,B,1
26-35,Female,Bisexual,Non-Veteran,C,136.56844796483142,A,25.54675720411087,E,E,A,-81.69303216119113,-15.829925284496953,D,138.27352012875102,E,0
51-65,M,Heterosexual,No,D,-6.462425925314791,B,53.83347892836044,D,A,E,31.08886310386948,-199.67338701771112,C,-76.07031831946888,E,1
36-50,Non-binary,Heterosexual,Veteran,A,-136.15995434978484,B,41.04293463459761,D,C,C,48.8656255803447,80.8952149806346,C,-16.78240124032936,C,1
18-25,Male,Other,Non-Veteran,B,-63.15321297412897,D,-108.75535426131127,E,B,A,104.84944032762928,-47.09849631861264,D,42.03901817777786,A,1
51-65,M,Heterosexual,Yes,B,-125.07311747660917,E,83.72223140213053,C,C,A,49.185784873923275,22.283778800948415,C,-29.780265793066306,A,1
65+,Non-binary,Heterosexual,Non-Veteran,D,49.439159897080565,E,38.59241417956291,C,E,E,-34.37532376712241,-19.800284796802913,B,121.36350610159138,C,0
26-35,Male,Heterosexual,Yes,C,-103.18985079036884,C,-147.97933463169372,E,E,B,-35.50057338559129,27.74302466811312,A,21.12085762875746,A,1
51-65,Male,Other,Non-Veteran,C,-12.92132441685335,C,-165.04149487337136,D,D,E,140.78344008174247,-50.326579466823375,B,118.17916655351199,C,1
36-50,F,Homosexual,Veteran,A,24.82335589727426,D,36.08523077510427,C,C,D,-114.34490017591766,-0.858213870652864,B,-56.333037874459045,B,0
65+,Other,Heterosexual,Non-Veteran,D,106.5608757941744,A,-50.38634833088723,B,A,D,67.93421734513295,-77.88197405182035,C,8.004250034557204,E,1
36-50,F,Bisexual,No,B,24.954245067994574,C,-89.758798914491,C,D,B,-90.31087665382603,-6.850830795912967,D,-29.979686665953892,D,0
36-50,Male,Homosexual,Veteran,A,-178.77432484874527,E,-43.228151494371836,B,E,E,-138.01492199544285,-7.4488241272504325,B,36.35929335809086,B,0
18-25,M,Heterosexual,Non-Veteran,A,-62.61255092013806,E,111.74914277454846,B,E,D,88.39819971325763,74.75502299750455,B,65.20459349265796,E,1
51-65,Male,Bisexual,No,C,-6.861912273479799,B,-21.420616970315947,D,C,E,16.522448416151313,-121.6071551734792,C,-13.772343313309365,C,1
65+,Non-binary,Heterosexual,Veteran,E,4.78428199559589,A,122.10370330918794,A,D,A,122.93238088962937,-64.47745325433644,B,-121.22721134109757,E,0
18-25,Non-binary,Homosexual,Non-Veteran,B,173.77151674011705,C,-37.85817093887916,B,A,A,167.29346838987973,-152.35922679461197,B,-22.573803645965775,C,1
36-50,Other,Other,No,C,-105.10589987287354,E,39.941303563723324,E,E,B,90.8451300077787,-177.62200223188722,E,41.901372257961214,E,0
36-50,Non-binary,Homosexual,Non-Veteran,C,51.81232524546516,B,-21.843390733366437,C,E,D,22.216126478783348,-135.17923310778357,C,82.44341855278064,A,1
18-25,M,Other,Non-Veteran,E,79.15747190093232,D,-2.3581319920628037,D,C,A,-30.559628318107666,-86.56086728281335,B,-8.706684072737623,C,0
26-35,Non-binary,Heterosexual,Non-Veteran,E,150.8166137151936,B,-55.37002472671261,C,A,E,-18.212429000710273,54.45282328068253,D,-40.41849476422705,E,0
36-50,F,Homosexual,Yes,A,32.91357287296454,A,58.10461100914013,E,D,A,-42.30726717938632,-45.518118578752706,D,-69.2440949589357,A,1
18-25,Other,Other,Veteran,C,17.494485954621844,B,33.9740041877768,D,B,E,62.200695277724364,-168.55510129109413,B,109.82771796763124,D,0
51-65,Male,Bisexual,Non-Veteran,D,44.995458578353585,B,-3.6017244725458935,D,E,D,-82.13343796196247,-9.191235542736544,B,-130.69399677305884,A,0
65+,M,Homosexual,Non-Veteran,A,-122.4594888440268,D,24.84880820152973,C,B,E,-143.52088554998454,-7.893426657090545,C,-43.54046542026225,B,0
